"","BBY.Open","BBY.High","BBY.Low","BBY.Close","BBY.Volume","BBY.Adjusted"
"587",75.279999,75.529999,74.580002,75.029999,2031100,70.226913
"588",73.75,75.07,72.889999,74.959999,2804300,70.161407
"589",74.279999,75.169998,72.75,73.290001,3156900,68.59832
"590",73.129997,74.690002,72.459999,73.480003,2746600,68.776154
"591",72.809998,72.949997,70.75,72.290001,3433300,67.662323
"592",72.07,72.199997,68.540001,71.32,3965800,66.75441
"593",70.300003,70.330002,66,67.099998,5408500,62.804565
"594",67.25,68.529999,66.529999,67.620003,3780600,63.291279
"595",67.150002,68.150002,67.019997,67.860001,2370000,63.515907
"596",68.440002,69.639999,68.059998,68.739998,3272400,64.339584
"597",68.010002,69.82,68,68.93,2439200,64.517418
"598",68.480003,69.290001,68.300003,68.839996,2794500,64.433167
"599",68.93,70.239998,68.5,69.949997,2616200,65.472122
"600",69.739998,70.75,69.169998,69.169998,4517400,64.742058
"601",69.059998,70,64.410004,65.82,7999700,61.606503
"602",65.43,66.209999,63.34,65.940002,6090000,61.718834
"603",65.68,66.709999,65.370003,65.400002,3484000,61.213394
"604",64.660004,65.639999,63.400002,64.540001,3671100,60.408443
"605",65.239998,65.489998,64.410004,65.010002,3604900,60.848362
"606",63.810001,64.010002,62.369999,62.669998,3542900,58.658157
"607",62.389999,63.759998,62.220001,63.220001,3851500,59.172943
"608",64.010002,64.800003,63.830002,63.939999,2819800,59.846851
"609",64.160004,64.860001,62.919998,63.220001,2481100,59.172943
"610",63.040001,63.41,61.580002,62.299999,2605500,58.311836
"611",62.630001,64.129997,62.540001,63.720001,2655100,59.640942
"612",64.580002,66.050003,63.939999,65.190002,3210400,61.016838
"613",65.489998,66.040001,64.82,65.519997,2212100,61.32571
"614",65.07,65.379997,64.360001,64.449997,1555000,60.78809
"615",64.809998,65.860001,64.809998,65.839996,1619700,62.09911
"616",65.980003,66.290001,64.949997,66.029999,2148000,62.278324
"617",65.800003,66.910004,65.629997,66.629997,1968600,62.844231
"618",66.940002,69.709999,66.720001,68.650002,3482500,64.749458
"619",68.690002,69,67.309998,67.620003,2750100,63.777992
"620",68.260002,68.510002,67.330002,68.389999,1741300,64.504234
"621",68.360001,68.5,67.209999,67.540001,2868300,63.70253
"622",67.510002,67.709999,66.82,67.470001,1472400,63.636501
"623",67.529999,68,66.260002,66.389999,1963700,62.617867
"624",67.139999,68.699997,66.730003,68.139999,2453200,64.268448
"625",68.400002,68.589996,68.010002,68.470001,1679900,64.579689
"626",68.160004,69.82,68.160004,69.730003,3051900,65.768105
"627",71.239998,73.650002,70.910004,72.43,3998800,68.31469
"628",72.43,72.510002,70.980003,71.639999,2116900,67.569565
"629",71.900002,72.279999,71.779999,71.970001,1338800,67.880829
"630",71.730003,72.139999,71.269997,71.889999,1422900,67.805382
"631",72.129997,73.150002,71.510002,72,2527500,67.909126
"632",71.669998,72.32,71.5,71.860001,3624500,67.777084
"633",72.050003,72.230003,71.309998,71.93,2687600,67.843102
"634",71.970001,73.760002,71.709999,73.75,2415700,69.559692
"635",73.949997,75.220001,73.949997,74.769997,2262600,70.521729
"636",74.75,75.639999,74.43,75.5,2030900,71.210266
"637",75.290001,75.470001,74.199997,74.779999,2301900,70.531166
"638",74.720001,75.010002,74.050003,74.230003,1671900,70.012405
"639",73.940002,74.419998,73.419998,73.839996,1665800,69.644577
"640",74.050003,75.07,73.980003,74.709999,1787800,70.465141
"641",74.989998,75.919998,74.730003,75.699997,2947800,71.398888
"642",75.839996,76.800003,75.510002,76.510002,1954400,72.162888
"643",76.480003,78.129997,76.410004,77.860001,1772300,73.436165
"644",76.800003,78.529999,76.800003,77.07,1873300,72.691055
"645",77.669998,78.080002,76.209999,77.75,1662500,73.332413
"646",77.730003,77.870003,77.050003,77.599998,1199600,73.190933
"647",77.339996,77.860001,76.730003,77,2016400,72.625038
"648",76.830002,77.620003,75.559998,76.529999,1848100,72.181747
"649",76.709999,77.230003,67.870003,68.269997,7551400,64.391045
"650",68.260002,68.970001,67.019997,68.529999,3954400,64.636299
"651",66.800003,66.800003,64.860001,66.139999,3758600,62.382076
"652",66.550003,67.870003,65.879997,67.699997,2590600,63.853439
"653",67.019997,67.970001,65.760002,67.709999,2670600,63.862873
"654",68.489998,69.150002,68.059998,68.910004,1819600,64.99469
"655",68.849998,69.129997,67.080002,67.360001,1628500,63.532757
"656",66.730003,67.110001,66.400002,66.959999,1193700,63.155487
"657",66.739998,74.489998,65.849998,71.290001,5658400,67.239471
"658",68.5,68.650002,66.389999,66.970001,3271700,63.164913
"659",67.660004,67.660004,62.959999,63.93,3727400,60.297642
"660",64.580002,65.910004,64.519997,65.480003,1897300,61.759579
"661",66.559998,67.220001,65.919998,66.260002,1431000,62.495262
"662",66,67.25,65.720001,66.040001,1299100,62.287758
"663",67.709999,68.610001,67.459999,67.860001,1793100,64.004341
"664",68,69.5,67.529999,68.800003,2433100,64.890938
"665",68.010002,68.209999,65.239998,66.209999,4726800,62.448101
"666",67.190002,67.75,65.93,67.650002,2685500,63.806274
"667",68.650002,69.129997,67.639999,67.82,3432200,63.966621
"668",67.620003,69.480003,67.540001,69,3405100,65.079582
"669",65.279999,65.889999,62.040001,63.490002,13762500,59.882648
"670",62.889999,64.389999,62.880001,63.650002,4712800,60.033554
"671",63.029999,64.839996,62.48,63.209999,4072500,59.618546
"672",63.700001,64.470001,63.509998,63.93,2731900,60.297642
"673",65.050003,66.199997,64.639999,65.760002,2745100,62.023663
"674",66.050003,67,66.040001,66.349998,2626200,62.580151
"675",67.019997,69.300003,67.010002,69.220001,2620400,65.287086
"676",68.839996,69.900002,68.260002,69.019997,3092600,65.098442
"677",68.75,69.489998,67.449997,67.839996,2451600,63.985477
"678",67.879997,69.279999,66.809998,67.860001,2720100,64.004341
"679",68.349998,68.849998,67.18,67.540001,2579700,63.70253
"680",67.279999,69.019997,66.919998,68.910004,2335900,64.99469
"681",68.68,68.870003,67.57,68.419998,2514800,64.532532
"682",67.860001,68.580002,66.470001,67.150002,1710100,63.80093
"683",67.599998,68,67.43,67.589996,1377800,64.218987
"684",68,68.370003,66.510002,66.769997,2265800,63.439884
"685",66.599998,67.809998,66.349998,67.410004,1550500,64.047974
"686",67.669998,68.610001,66.800003,67.709999,2175900,64.333008
"687",68.18,68.220001,66.669998,67.43,2206500,64.066971
"688",67.459999,67.68,66.25,66.959999,1806800,63.620407
"689",67.220001,68.529999,67.220001,68.269997,1789200,64.865074
"690",68.480003,69.309998,68.349998,68.989998,1849100,65.549164
"691",69.199997,69.93,67.800003,68.010002,2319500,64.618042
"692",67.190002,67.459999,64.379997,65.019997,2439400,61.777164
"693",64.699997,65.690002,63.52,65.660004,2098200,62.385254
"694",65.82,66.93,65.82,66.889999,1630000,63.553905
"695",66.650002,67.589996,66.57,66.82,1718600,63.487396
"696",66.029999,66.339996,64.889999,65.279999,1659400,62.0242
"697",65.889999,66.279999,65.489998,65.699997,1693500,62.423252
"698",65.839996,67.160004,65.839996,66.730003,1830600,63.401882
"699",67.839996,70.18,67.839996,69.529999,2683200,66.062248
"700",68.959999,68.959999,68.050003,68.720001,1322900,65.292641
"701",68.779999,69.050003,67.940002,67.940002,1998700,64.551544
"702",67.730003,69.040001,67.5,68.410004,2191100,64.998108
"703",68.900002,70.089996,68.669998,69.879997,1801800,66.394775
"704",69.480003,70.959999,69.239998,70.519997,2305800,67.002853
"705",71.129997,72.080002,71.059998,71.470001,1529700,67.905472
"706",71.699997,72.760002,71.290001,72.400002,1506600,68.789108
"707",72.400002,72.75,71.849998,72.07,1702400,68.475555
"708",72.610001,72.959999,70.800003,72.120003,1578400,68.523048
"709",71.849998,73.940002,71.480003,73.150002,1440700,69.501694
"710",74.290001,75.400002,74.040001,74.370003,1980900,70.660851
"711",74.129997,74.760002,73.809998,73.900002,2100300,70.214294
"712",73.830002,73.919998,71.199997,72.699997,1834900,69.074127
"713",72.32,72.699997,71.120003,71.830002,1949300,68.24752
"714",72.400002,73.5,72.120003,72.919998,2353600,69.283157
"715",73.650002,74.949997,73.599998,74.809998,1484500,71.078896
"716",75,76,74.550003,74.839996,2867600,71.107399
"717",74.970001,75.279999,73.610001,75.050003,2501300,71.306923
"718",75.970001,76.889999,75.800003,76.010002,1818500,72.219048
"719",75.68,76.860001,75.410004,76.849998,1984200,73.017151
"720",76.5,76.949997,75.650002,76.25,2602300,72.447067
"721",76.190002,76.190002,74.980003,75.190002,2184200,71.439949
"722",74.730003,75.419998,74.190002,75.019997,1591200,71.278412
"723",74.919998,75.989998,74.870003,75.599998,1803100,71.829491
"724",75.93,77.110001,75.910004,77.089996,2206700,73.245178
"725",76.660004,77.690002,76.300003,77.290001,2561900,73.435196
"726",76.419998,76.610001,74.800003,75.360001,2322800,71.601463
"727",74.919998,75.339996,73.800003,74.150002,2188500,70.451813
"728",74.32,74.5,72.029999,72.209999,3390300,68.608582
"729",72.290001,72.800003,71.889999,72.639999,2405200,69.01712
"730",73.25,74.489998,72.139999,74.25,4212800,70.546829
"731",77.199997,83.629997,77.040001,81.57,13915500,77.50174
"732",82.290001,82.480003,80.110001,80.739998,6039500,76.71315
"733",80.269997,81.440002,79.510002,80.639999,2962500,76.618126
"734",81,81,78.360001,79.199997,4329800,75.249947
"735",77.5,78.18,77.050003,78.110001,4215500,74.21431
"736",78.650002,79.599998,78.300003,79.18,3112700,75.230949
"737",78.910004,80.370003,78.889999,80.32,3006400,76.314079
"738",81.230003,82.489998,81.220001,82.050003,3699000,77.957817
"739",81.730003,83.650002,81.470001,82.57,2790500,78.451874
"740",82.550003,83.370003,82.290001,82.879997,2102500,78.746414
"741",82.580002,84.059998,82.019997,83.830002,2319700,79.649033
"742",83.910004,85.550003,83.5,85.349998,2904900,81.093216
"743",85.5,85.610001,83.959999,84.790001,2645500,80.561165
"744",85.080002,86.860001,85.010002,85.790001,3643200,81.994797
"745",85.75,86.480003,84.550003,86.360001,1967000,82.539581
"746",86.68,87.760002,86.510002,87.010002,3172700,83.160835
"747",87.620003,88.839996,87.050003,88.639999,3244900,84.718712
"748",89.209999,89.5,87.550003,87.730003,3650200,83.848969
"749",88.169998,88.32,87.25,87.639999,1822200,83.762955
"750",88.010002,88.510002,87.43,87.93,741800,84.040115
"751",87.989998,88.199997,87.32,87.849998,1342700,83.963654
"752",88,88.129997,86.949997,87.010002,1309600,83.160835
"753",87.089996,87.959999,86.510002,87.57,1520500,83.696045
"754",87.25,88.18,86.949997,87.800003,1735200,83.915894
"755",88.389999,88.440002,86.959999,87.309998,2447500,83.447556
"756",86.07,87.639999,85.910004,87.18,1713600,83.323311
"757",86.470001,87.919998,86.25,87.910004,2270100,84.021004
"758",87.790001,89.209999,87.459999,88.410004,2040900,84.498901
"759",88.209999,89.370003,87.860001,88.650002,2047000,84.728264
"760",89.43,89.489998,88.43,89.370003,2225700,85.41642
"761",89.580002,90.739998,89.339996,90.650002,2452200,86.639809
"762",90.639999,91.279999,90.360001,91.260002,2138000,87.222816
"763",90.980003,91.830002,90.260002,90.470001,1994300,86.467766
"764",87.599998,89.870003,87.290001,88.919998,3783400,84.98632
"765",89.529999,89.809998,88.550003,88.949997,2007000,85.014984
"766",89.449997,90.330002,88.349998,89.940002,3406600,85.961205
"767",89.449997,91.699997,89.410004,90.239998,3611200,86.247932
"768",90.93,91.169998,88.959999,89.269997,2003300,85.320839
"769",88.860001,90.309998,88.360001,89.82,1620000,85.846512
"770",90.269997,90.269997,88.769997,89.440002,1209600,85.48333
"771",87.790001,88.830002,87.349998,87.800003,1718300,83.915894
"772",88.400002,89.300003,87.82,88.889999,1458100,84.957649
"773",89.379997,90.099998,88.099998,88.120003,2623500,84.221725
"774",87.050003,87.589996,85.910004,87.099998,2048900,83.246841
"775",86.690002,86.959999,84.529999,84.690002,2841700,80.943459
"776",85.389999,86.370003,84.910004,85.260002,2170400,81.488243
"777",86.529999,87.239998,86.440002,86.690002,1795600,82.85498
"778",87.68,89.879997,87.360001,89.5,2315800,85.540672
"779",90.029999,90.580002,88.540001,88.639999,2018200,84.718712
"780",88.25,88.769997,86.480003,87.019997,1987100,83.170387
"781",86.889999,88.730003,86.870003,88.699997,2311500,84.77607
"782",89.379997,90.07,88.720001,89.889999,1799500,85.913422
"783",90.279999,91.199997,90.010002,90.93,1578000,86.907402
"784",90.480003,91.309998,90.199997,90.400002,1725400,86.400856
"785",91,91.150002,89.860001,90.209999,1221200,86.219269
"786",89.510002,90.760002,89.199997,90.160004,1544500,86.171471
"787",90.529999,91.230003,90.199997,90.940002,1422900,86.916969
"788",91.080002,91.989998,90.57,91.93,2212200,87.863167
"789",91.339996,91.620003,89.620003,90.260002,1877800,86.267052
"790",86.169998,88,85.050003,85.5,2880900,81.717628
"791",86.650002,86.760002,81.669998,81.889999,2900900,78.267326
"792",82.830002,84.830002,82.150002,82.18,3465900,78.544495
"793",79.5,82.470001,78,78.309998,5770800,74.845688
"794",76.059998,77.980003,73.339996,75.650002,4756400,72.303368
"795",76.25,79.620003,74.309998,79.610001,3898300,76.088188
"796",79.199997,81.43,75.82,76.550003,2731400,73.163559
"797",78.5,80.480003,77.089996,80.410004,3110300,76.852798
"798",77.830002,79.370003,77.010002,77.870003,2771400,74.425171
"799",75.349998,76.690002,72.059998,73.82,3047400,70.554321
"800",67.739998,69.730003,66.059998,66.870003,3959200,63.911797
"801",69.389999,70.610001,66.419998,70.120003,2767700,67.018013
"802",67.839996,68.040001,63.84,65.370003,3652400,62.478142
"803",59.990002,60.240002,55.200001,55.400002,3948400,52.949196
"804",59,61.48,54.389999,61.060001,4209700,58.35881
"805",54,57.389999,49.009998,57.299999,5346600,54.765148
"806",58.32,61.23,55.32,60.32,7026600,57.651543
"807",55.200001,57.950001,49.900002,54,5066800,52.086052
"808",52.509998,59.209999,48.110001,54.75,4186700,52.809475
"809",55.610001,58,51.59,51.650002,3851900,49.819347
"810",50.48,53,49.009998,50.689999,4753100,48.893368
"811",54.16,60.860001,53.27,59.200001,3909400,57.101746
"812",59.759998,64.980003,56.529999,60.560001,3706300,58.413548
"813",61.75,64.360001,60.509998,62.880001,2567500,60.651314
"814",60.490002,64.779999,59.650002,62.470001,2589100,60.255848
"815",61.779999,62.23,58.41,59.75,4584200,57.632256
"816",59.73,60.73,56.400002,57,4804200,54.979721
"817",54.700001,56.240002,53.02,53.900002,3620800,51.989601
"818",53.130001,55.060001,51.709999,52.759998,3455400,50.890003
"819",52.349998,54.18,51.810001,53.48,2390200,51.584484
"820",56.950001,60.689999,55.900002,60.150002,2634200,58.018074
"821",64.699997,65.309998,61.610001,61.75,2623600,59.561363
"822",63.130001,65.339996,62.540001,64.449997,3348600,62.165672
"823",65.940002,68.089996,64.75,65.989998,2729200,63.651085
"824",65.599998,68.730003,64.720001,68.339996,3104900,65.917786
"825",69.489998,70,68.029999,69.849998,2723000,67.374268
"826",66.720001,67.919998,64.300003,64.760002,2800300,62.46468
"827",64.580002,65.730003,63.59,64.980003,1697500,62.676888
"828",67.349998,70.989998,67.25,70.400002,3422100,67.904785
"829",69.360001,71.610001,68.660004,69.790001,2290000,67.316406
"830",68.050003,69.059998,67.050003,67.800003,1913400,65.396927
"831",69.400002,69.900002,67.93,68.980003,1255300,66.53511
"832",68.739998,70.580002,68.089996,69.599998,1679000,67.133118
"833",70.389999,72.300003,69.730003,71.879997,1589600,69.332329
"834",72.230003,75.18,72.209999,74.57,2434400,71.926987
"835",76.949997,79.18,76.699997,77.589996,3080800,74.839928
"836",79.230003,80.889999,78.790001,80.050003,2673500,77.212746
"837",78.940002,78.989998,75.800003,76.730003,3898300,74.010429
"838",74.839996,75.629997,71.839996,72.260002,2507300,69.698853
"839",71.099998,74.580002,70.709999,74.360001,2615100,71.724426
"840",76.18,77.040001,74.639999,74.75,2021900,72.100601
"841",75.239998,76.209999,73.739998,73.989998,1914800,71.367523
"842",75.339996,77.089996,75.199997,76.25,1732100,73.547447
"843",76.75,78.870003,76.730003,78.629997,1440000,75.843071
"844",77.779999,79.309998,77.050003,78.019997,1666700,75.254692
"845",78.900002,79.589996,76.970001,77.050003,1526900,74.319084
"846",76.370003,77.389999,74.18,75.029999,1767400,72.370674
"847",74.269997,77.720001,73.589996,77.190002,2504500,74.454117
"848",76.129997,79.82,75.849998,78.610001,5137000,75.823792
"849",82.379997,87.690002,82.32,87.160004,4949900,84.070755
"850",86.279999,86.57,83.349998,83.480003,3190900,80.521187
"851",85.730003,85.830002,80.75,81.540001,4161800,78.649933
"852",79.5,81.910004,76.879997,77.980003,6370300,75.216118
"853",78.989998,78.989998,75.82,76.919998,4687600,74.193687
"854",79.760002,81.160004,79.300003,79.470001,2953200,76.653305
"855",81.339996,81.339996,78.339996,79.080002,2894300,76.27713
"856",80.190002,80.190002,76.190002,76.43,3152400,73.721054
"857",76.309998,78.709999,75.529999,78.089996,4220300,75.322212
"858",77.019997,77.989998,76.07,77.5,2250300,74.753128
"859",77.470001,80.550003,77.379997,80.529999,2777700,77.675743
"860",81.599998,82.440002,81.019997,82.220001,2300200,79.305847
"861",81.660004,82.309998,79.18,79.919998,2566100,77.087364
"862",82.82,83.599998,81.900002,82.529999,2906300,79.604851
"863",83.800003,84.860001,82.989998,83.68,1944600,80.714088
"864",82.269997,82.529999,80.919998,81.620003,2054700,78.727119
"865",82.18,82.32,80.050003,81.699997,2862800,79.33889
"866",79.449997,79.449997,76.57,77.25,2583200,75.017502
"867",79.400002,79.68,75.669998,77.760002,2538100,75.512772
"868",75.529999,80.980003,75.269997,80.010002,2430700,77.697739
"869",82.559998,84.129997,80.419998,83.470001,3789700,81.057747
"870",83.470001,84.330002,82.160004,83.239998,2275300,80.834389
"871",82.470001,83.849998,81.449997,82.300003,2285600,79.921562
"872",83.839996,83.860001,80.529999,81.199997,4938800,78.853348
"873",80.779999,84.980003,80.370003,84.779999,3111400,82.329887
"874",85.879997,86.610001,84.580002,85.839996,2661800,83.359245
"875",85,86.599998,83.389999,83.82,4005700,81.397621
"876",83.349998,84.849998,82.839996,84.709999,2157300,82.261909
"877",84.860001,87.029999,84.68,84.800003,5378100,82.349319
"878",85.589996,86.779999,84.779999,86.330002,2961600,83.835083
"879",86,88.220001,85.629997,87.269997,3124000,84.747925
"880",87.419998,88.120003,86.339996,87.349998,2278900,84.825615
"881",88.949997,89.260002,87.239998,87.449997,2489900,84.922729
"882",89,89.730003,87.07,87.699997,2050000,85.165497
"883",86.970001,87.529999,85.389999,85.589996,2253100,83.116478
"884",85.57,87.220001,85.480003,87.18,2058400,84.660522
"885",87.150002,87.150002,84.07,84.949997,2034200,82.494965
"886",85.040001,85.720001,84.480003,84.900002,1688400,82.446419
"887",85.709999,88.330002,85.400002,85.599998,1873400,83.126183
"888",85.599998,87.080002,84.419998,86.889999,1869400,84.378906
"889",88.949997,88.980003,87.029999,88.419998,2010100,85.864685
"890",88.230003,89.709999,87.849998,88.349998,1464900,85.796707
"891",88.830002,88.830002,87.43,87.959999,1290300,85.417984
"892",87.690002,88.980003,86.480003,88.379997,2200900,85.825844
"893",88.839996,91.129997,88.610001,90.279999,2166000,87.670929
"894",95.470001,99.419998,95.330002,97.360001,7995600,94.546326
"895",97.120003,98.529999,95.980003,96.080002,2862400,93.303322
"896",95.82,97.75,95.550003,96.989998,2134200,94.187012
"897",96.870003,98.309998,96.339996,97.919998,2280300,95.090141
"898",97.839996,98.790001,97.059998,97.190002,1475000,94.381241
"899",97.610001,98.879997,97.260002,98.099998,1395600,95.264946
"900",97.139999,100.68,96.800003,100.029999,2231800,97.13916
"901",100.25,100.470001,98.290001,99.589996,1888000,96.711876
"902",100.07,101.989998,99.75,100.889999,1596900,97.974319
"903",100.589996,101.580002,99.849998,100.510002,1267700,97.605293
"904",101.419998,102.040001,99.93,101.910004,1866700,98.964836
"905",101.889999,102.790001,100.620003,102.75,2479600,99.780563
"906",102.879997,103.720001,101.910004,102.900002,1781500,99.926231
"907",103.760002,105.43,102.900002,104.220001,1981700,101.208069
"908",105,105.589996,103.720001,104.120003,1489500,101.11097
"909",104.559998,105.540001,104.099998,104.980003,1217300,101.946114
"910",105.580002,108.440002,105.5,107.900002,2281100,104.781731
"911",108.339996,110.32,108,109.489998,2552100,106.325775
"912",110.989998,111.389999,109.879997,110.790001,2260900,107.588211
"913",111.889999,112.150002,110.330002,110.519997,2216000,107.326004
"914",110.660004,113.669998,110.660004,111.959999,3060500,108.724396
"915",111.419998,112.07,110.440002,111.699997,2109600,108.471893
"916",112,114.449997,111.949997,114,3811400,110.705437
"917",118.300003,119.480003,114.800003,117.370003,5434600,113.978043
"918",113.5,113.860001,108.599998,112.639999,10462400,109.384743
"919",113.410004,114.190002,111.580002,112.309998,4124400,109.06427
"920",112.550003,112.550003,110.230003,111.220001,2760500,108.005783
"921",111.68,111.699997,110.110001,111.230003,2366200,108.015495
"922",111.489998,112.169998,109.849998,110.910004,2509200,107.70475
"923",110.989998,114.43,110.730003,113.5,2364400,110.219887
"924",113.940002,114.199997,111.68,114.019997,2508300,110.724854
"925",114,114,107.849998,108.699997,2452000,105.558594
"926",109.489998,110.440002,104.32,106.309998,2543700,103.237671
"927",104.300003,106.82,102.830002,105.260002,2911300,102.218025
"928",106.279999,109.269997,105.18,108.849998,2245400,105.704269
"929",109.110001,110,107.099998,107.379997,2177600,104.276749
"930",108.57,109.07,106.169998,107.110001,1353800,104.014565
"931",108.349998,109.129997,106.699997,107.699997,2573200,105.127319
"932",108.540001,109.389999,107.419998,107.959999,1550900,105.381111
"933",108.989998,109.129997,106.800003,107.080002,1727900,104.522141
"934",106,107.019997,104.559998,105.629997,1729700,103.106766
"935",105.419998,107.379997,104.639999,105.580002,2262700,103.057968
"936",104.040001,105.970001,103.489998,105.970001,2130900,103.438652
"937",106.410004,108.25,105.910004,107.629997,1678300,105.05899
"938",108.07,109.779999,106.389999,106.489998,1920300,103.946228
"939",106.120003,106.860001,104.110001,104.769997,2526700,102.267303
"940",105.099998,106.639999,104.25,105.970001,1917000,103.438652
"941",107.25,108.57,106.650002,108.440002,1508200,105.849655
"942",109.940002,111.220001,108.839996,110.080002,2377900,107.450462
"943",109.5,112.410004,109.5,111.290001,2187000,108.631569
"944",112.690002,114.720001,111.860001,114.089996,3631200,111.364685
"945",111.040001,113.459999,111.010002,112.419998,1930300,109.734573
"946",112.57,116.739998,112.57,116.07,2006000,113.297379
"947",115.980003,116.43,112.25,112.449997,2395400,109.763855
"948",114,115.440002,113.760002,114.489998,1552500,111.755119
"949",115.129997,115.650002,113.910004,114.919998,1523300,112.17485
"950",115.370003,118.25,115.110001,116.589996,2824100,113.804955
"951",117.870003,118.699997,116.860001,118.330002,1333700,115.503403
"952",118.120003,119.150002,117.209999,118.209999,1231400,115.386261
"953",118.93,119.900002,117.389999,118.440002,1640800,115.610779
"954",117.43,120.739998,116.900002,120.559998,1624200,117.680122
"955",120.889999,121.099998,119.309998,119.349998,1855300,116.499031
"956",120.120003,123.220001,119.709999,120.830002,2259700,117.94368
"957",121.290001,123.669998,120.779999,120.889999,1725500,118.002251
"958",121.449997,121.779999,118.550003,118.690002,1772000,115.854805
"959",118.980003,119.620003,115.769997,117.459999,1977700,114.654175
"960",115.5,118.25,115.209999,118.209999,1858600,115.386261
"961",117.139999,117.18,112.879997,114.360001,1377000,111.628235
"962",115.010002,116.120003,113.300003,113.580002,2143700,110.866867
"963",111.5,114.300003,110.349998,111.110001,2264000,108.455872
"964",112.279999,113.949997,111.5,112.279999,2107000,109.597923
"965",111.559998,112.650002,109.599998,111.550003,1897000,108.885361
"966",112.970001,115.800003,112.760002,115.720001,2838700,112.95575
"967",117,119.730003,116.169998,118.82,2033400,115.981682
"968",119.690002,121.400002,118.559998,119.860001,1916000,116.996857
"969",122.199997,124.889999,121.75,123.059998,2489500,120.120415
"970",123,123.75,121.610001,123.059998,1670000,120.120415
"971",120.309998,123.209999,110.919998,111,4896100,108.348495
"972",111.599998,113.709999,110.989998,112.629997,3906700,109.939552
"973",113.830002,114.809998,112.099998,114.559998,2058300,111.823448
"974",114.449997,115.5,112.339996,114,2279000,111.276833
"975",114.639999,115.839996,113.5,114.300003,1831700,111.569672
"976",115,118.849998,113.620003,118.650002,3306600,115.815758
"977",118.120003,120.870003,117.360001,119.019997,2740600,116.17691
"978",119.099998,120.160004,117.739998,117.769997,2962700,114.956772
"979",118.419998,120.5,117.769997,118.830002,1728400,115.991447
"980",119.879997,120.739998,118.970001,119.139999,1857900,116.294044
"981",120.209999,124.309998,119.900002,122.040001,4443800,119.124779
"982",115.790001,117.050003,113.199997,113.540001,11676000,110.82782
"983",114.059998,116.440002,113.080002,113.900002,5503000,111.17923
"984",115,115.089996,112.080002,112.629997,3242400,109.939552
"985",112.68,112.68,108.57,108.800003,6493700,106.20105
"986",108.779999,109.489998,107.150002,108.860001,5330700,106.259613
"987",108.029999,109.470001,107.199997,107.470001,3393800,104.902817
"988",106.940002,107.43,105.709999,106.540001,4567000,103.995033
"989",106.559998,106.620003,104.849998,105.57,3657500,103.04821
"990",105.160004,105.449997,101.449997,102.730003,5506900,100.276047
"991",102.199997,103.510002,102.019997,102.989998,2974800,100.529831
"992",103.07,105.150002,102.599998,104.760002,4784400,102.257553
"993",101.75,103.410004,99.599998,103.029999,4406600,100.568871
"994",102.800003,103.029999,100.199997,100.599998,4044300,98.196922
"995",101.019997,101.790001,99.650002,101.279999,3926200,99.404137
"996",101.599998,103,101.199997,102.989998,3308700,101.082466
"997",103.510002,104.150002,102.589996,103.5,3136900,101.583023
"998",104.300003,104.459999,102.230003,102.339996,3067100,100.444504
"999",102.050003,102.720001,101.519997,101.949997,4913100,100.061722
"1000",100.730003,103.330002,100.510002,103.300003,2991900,101.386726
"1001",103.540001,105.279999,103.129997,104.129997,3579700,102.201347
"1002",104.43,105.290001,102.309998,102.339996,2313700,100.444504
"1003",102.220001,103.440002,101.830002,102.550003,996700,100.65062
"1004",103,103.540001,101.18,102.580002,2601600,100.680061
"1005",103.040001,103.540001,100.440002,100.760002,2201100,98.893776
"1006",100.959999,101.910004,100.959999,101.379997,1639300,99.502281
"1007",101.470001,101.470001,99.25,99.790001,2232100,97.941734
