"","KSU.Open","KSU.High","KSU.Low","KSU.Close","KSU.Volume","KSU.Adjusted"
"453",103.199997,104.330002,101.93,102.68,1758400,99.50679
"454",106.339996,107.309998,102.370003,106.120003,3357100,102.840462
"455",106.349998,106.349998,103.559998,105.43,2347100,102.171791
"456",103.720001,104.339996,101.120003,103.349998,1733000,100.156082
"457",103.760002,105.169998,101.629997,101.849998,1449400,98.702431
"458",101.800003,104.989998,101.5,103.699997,1108700,100.495262
"459",102.68,103.68,101.32,102.25,991800,99.09008
"460",103.809998,104.220001,97.459999,98.860001,1907700,95.804848
"461",99.230003,101.389999,98.82,101.300003,1595700,98.169434
"462",102.260002,103.830002,101.300003,101.959999,1255800,98.809029
"463",102.209999,103.529999,101.610001,103.099998,864200,99.913795
"464",103.769997,104.209999,102.599998,103.349998,1084000,100.156082
"465",103.599998,103.879997,101.849998,102.089996,874500,98.935013
"466",101.849998,102.599998,101.32,101.800003,1129800,98.653984
"467",102.629997,103.82,102.169998,103.599998,897000,100.398338
"468",104.269997,104.93,103.349998,104.059998,888300,100.844139
"469",103.5,103.669998,101.349998,102.419998,1455600,99.254822
"470",102.330002,102.57,99.419998,99.57,1231700,96.492905
"471",99.620003,100.57,98.239998,98.309998,1042500,95.271828
"472",98.790001,100.089996,96.330002,97.199997,1514000,94.196136
"473",96.940002,100.800003,96.360001,100.510002,1152900,97.403831
"474",100.480003,101.669998,100.07,100.839996,784700,97.72364
"475",100.25,100.82,98.349998,98.980003,847900,95.921135
"476",97.690002,98.290001,95.540001,96.650002,1520200,93.663139
"477",97.309998,99.489998,96.900002,98.720001,1264600,95.669174
"478",97.410004,98.949997,97.410004,98.199997,266100,95.165222
"479",98.540001,100.989998,98.370003,100.550003,1685000,97.442627
"480",100.25,100.910004,99.209999,100.379997,1103500,97.277863
"481",100.309998,103.669998,99.199997,102.75,1496800,99.574631
"482",102.099998,103.050003,100.800003,101.18,972200,98.053139
"483",100.870003,103.589996,100.870003,103.050003,1369200,99.865356
"484",104.620003,105.709999,102.980003,103.550003,1204700,100.349907
"485",103.269997,103.580002,99.790001,100.75,943400,97.636429
"486",99.480003,100.559998,97.389999,100.360001,1348900,97.258492
"487",100.739998,101.540001,98.080002,98.220001,1237700,95.184616
"488",97.709999,98.099998,95.190002,97.800003,1570500,94.777596
"489",99.349998,100.449997,97.050003,98.040001,867100,95.010185
"490",99.559998,99.989998,97.160004,97.540001,1042000,94.525635
"491",97.870003,98.190002,96.43,97.150002,822800,94.147682
"492",96.169998,97.540001,95.57,96.669998,1479200,93.68251
"493",96.410004,96.75,94.629997,95.849998,1488200,92.887863
"494",95.650002,96.489998,94.440002,95.650002,1438800,92.694046
"495",95.330002,98.25,94.050003,94.769997,945900,91.841225
"496",94.089996,95.07,92.610001,93.18,745200,90.300362
"497",93.489998,94.910004,92.589996,92.739998,1462100,89.87397
"498",92.459999,92.720001,90.550003,90.839996,365800,88.032669
"499",91.199997,94.610001,90.910004,94.559998,1075700,91.637718
"500",93.349998,95.900002,92.779999,95.900002,1003400,92.936325
"501",96.220001,96.540001,94.32,95.589996,839200,92.984955
"502",95.849998,96.389999,94.879997,95.449997,613500,92.84877
"503",93.959999,96.919998,93.879997,96.269997,914400,93.646408
"504",95.440002,96.43,92.800003,92.870003,1441400,90.339088
"505",94.480003,97.029999,94.480003,96.900002,1222800,94.259254
"506",97.349998,98.860001,96.900002,98.029999,1037300,95.358437
"507",100.669998,101.480003,98.459999,99.720001,945200,97.002396
"508",99.68,101.620003,99.099998,101.300003,795500,98.53933
"509",100.790001,102.669998,100.059998,102.470001,554100,99.67746
"510",101.849998,103.160004,101.029999,102.540001,580300,99.745544
"511",101.699997,103.190002,101.379997,102.919998,721100,100.115189
"512",103.160004,103.279999,101.050003,101.349998,785400,98.587975
"513",101.639999,103.150002,101.43,101.949997,928800,99.171623
"514",101.519997,104.260002,101.370003,104.139999,1041200,101.301949
"515",107.470001,111.089996,107,110.519997,2868500,107.508064
"516",109.199997,110,107.25,108.449997,2037400,105.494484
"517",108.839996,109.870003,106.190002,107.209999,1415400,104.288261
"518",108.199997,108.879997,107.160004,107.339996,981800,104.414719
"519",107.879997,109.220001,107.75,108.910004,791500,105.941963
"520",108,109.389999,107.459999,109.330002,956100,106.350487
"521",109.410004,109.5,107.529999,108.25,1061600,105.299927
"522",108.610001,109.080002,107.349998,107.800003,1046000,104.862198
"523",107.870003,107.870003,104.610001,105.75,1823300,102.868073
"524",105.910004,106.760002,104.980003,106.190002,951200,103.296074
"525",106.230003,106.43,105.43,105.599998,1337500,102.722153
"526",105.690002,106.220001,104.720001,105.209999,1207900,102.342781
"527",105.349998,105.860001,103.209999,103.370003,1409700,100.552933
"528",103,104.25,102.139999,103.129997,1865200,100.319466
"529",102.279999,102.860001,101.110001,102.220001,1590300,99.434265
"530",103.010002,104.129997,101.910004,102.82,1352300,100.017906
"531",103.059998,104.599998,102.730003,104.150002,1357700,101.311668
"532",103.970001,104.739998,103.580002,104.279999,1627500,101.438133
"533",104,105.400002,103.800003,104.900002,1304500,102.041237
"534",105.709999,107.610001,105.629997,107.540001,1200100,104.609276
"535",107.290001,110.129997,106.900002,109.550003,1462300,106.564507
"536",111,112.779999,109.830002,111.059998,1693900,108.033363
"537",110.639999,112.349998,110.370003,111.75,1554600,108.704544
"538",111.849998,112.699997,111.059998,111.349998,968900,108.315445
"539",111.889999,112.720001,110.959999,111.5,1225500,108.461365
"540",111.309998,111.559998,109.459999,109.510002,1020100,106.525597
"541",109.5,109.989998,108.419998,108.639999,914000,105.679314
"542",108.629997,108.760002,107.610001,108.639999,1161700,105.679314
"543",109.82,109.82,107.889999,108.059998,990200,105.115112
"544",108.769997,111.709999,108.769997,110.400002,1524600,107.391342
"545",110.440002,112.18,109.650002,110.129997,1408300,107.128693
"546",110.209999,112.07,110.209999,111.5,1001900,108.461365
"547",111.32,112.339996,110.419998,112.050003,1240700,108.996376
"548",110.919998,111.43,109.370003,111.300003,1686900,108.615784
"549",111.459999,114.900002,111.089996,114.599998,1241400,111.836182
"550",114.849998,114.959999,112.980003,113.339996,858800,110.606583
"551",113.639999,115.239998,113.279999,114.480003,839300,111.719093
"552",114.839996,115.220001,114.089996,114.940002,711000,112.167999
"553",114.919998,115.949997,113.830002,114.5,1340500,111.738609
"554",114.779999,116.220001,114.620003,116.059998,861500,113.260986
"555",116.110001,116.919998,114.970001,115.139999,1272700,112.363167
"556",115.199997,115.260002,111.269997,112.949997,2259700,110.225998
"557",113.910004,116.900002,112.919998,116.510002,1304300,113.700142
"558",114.580002,115.519997,111.370003,112.459999,1928100,109.747803
"559",112.790001,114.709999,112.18,112.589996,1343800,109.874672
"560",113.389999,114.07,112.650002,113.739998,634200,110.996918
"561",113.519997,114.949997,113.400002,114.760002,1003200,111.992355
"562",114.650002,116.269997,114.650002,116.139999,654200,113.33905
"563",117.07,118.330002,115.669998,115.980003,1572800,113.182915
"564",116.489998,118.650002,116.349998,117.790001,1137400,114.949265
"565",117.510002,117.779999,116.25,116.830002,955800,114.012413
"566",117.57,117.989998,116.150002,116.550003,1220600,113.739166
"567",116.480003,117.82,115.669998,117.18,1028200,114.353973
"568",117.209999,117.93,116.800003,117.389999,732500,114.558914
"569",117.5,117.739998,116.699997,117.599998,510600,114.76384
"570",116.93,117,116.029999,116.459999,593200,113.651329
"571",116.410004,117.18,115.230003,117.120003,679700,114.295433
"572",117.139999,117.389999,115.860001,117.129997,701900,114.305183
"573",118,118.949997,117.589996,118.379997,671200,115.525032
"574",118.230003,118.629997,117.260002,117.610001,739500,114.773605
"575",117.589996,118.57,116.68,117.989998,1094500,115.144447
"576",121.25,123.889999,119.099998,122.809998,2295700,119.848175
"577",124.040001,125.919998,123.169998,125.029999,2825200,122.014648
"578",124.879997,125.720001,123.949997,124.050003,1111400,121.058296
"579",123.919998,124.68,123.550003,124.07,1005900,121.077812
"580",124.480003,125.589996,124.029999,124.18,751500,121.185158
"581",123.129997,123.980003,121.160004,123.309998,906200,120.336121
"582",123.269997,124.57,122.550003,124.510002,620200,121.507187
"583",124.879997,124.879997,122.529999,122.739998,892500,119.779869
"584",119.25,123.870003,118.5,123.139999,1469300,120.170235
"585",123.029999,123.769997,121.790001,122.400002,760600,119.44809
"586",122.419998,123.82,121.68,123.639999,840400,120.658188
"587",124.040001,125.580002,123.610001,125.25,616900,122.229347
"588",123.230003,124.760002,123.230003,124.360001,606400,121.360832
"589",123.230003,123.589996,120.849998,122.589996,875200,119.633499
"590",122.419998,122.690002,121.279999,121.419998,601600,118.491707
"591",120.400002,122.470001,119.93,122.199997,531400,119.252899
"592",121.449997,122.580002,117.68,120.660004,1299000,117.750053
"593",118.330002,118.809998,116.519997,117.360001,967200,114.529625
"594",117.849998,119.790001,117.440002,119.010002,737100,116.139839
"595",118.459999,120.300003,117.949997,119.730003,642500,116.842468
"596",120.510002,121.980003,119.440002,121.370003,466100,118.442924
"597",120.110001,123.559998,120.110001,121.949997,1206900,119.008926
"598",120.690002,122.110001,120.580002,121.419998,720600,118.491707
"599",122.279999,123.389999,121.419998,122.919998,1139100,119.955528
"600",122.07,123,120.879997,121.720001,667200,118.784485
"601",120.019997,120.970001,118.739998,120.889999,995000,117.97451
"602",121.760002,122.290001,120.419998,120.849998,868700,117.935455
"603",121.260002,122.93,120.470001,120.610001,1165700,117.701263
"604",120.360001,120.360001,117.360001,117.980003,1006500,115.134682
"605",118.300003,119.059998,118,118.669998,448400,115.808029
"606",112,113.830002,110.040001,113.279999,2851100,110.548027
"607",113.480003,114.07,111.580002,112.050003,1693600,109.347702
"608",114.050003,117.150002,113.07,117.120003,1336600,114.295433
"609",117.93,119.5,117.589996,119.290001,1751800,116.413078
"610",118.889999,119.07,116.089996,117.339996,1657100,114.510117
"611",117.510002,118.529999,117,117.5,891600,115.01915
"612",120,121.720001,118.629997,120.010002,1240700,117.476151
"613",120.690002,121.300003,118.559998,119.190002,759200,116.67347
"614",118.489998,118.879997,117.529999,118.470001,446500,115.968666
"615",118.309998,118.639999,116.57,116.980003,758000,114.510124
"616",117.18,117.209999,115.419998,116.910004,656400,114.441605
"617",116.730003,116.730003,114.360001,114.440002,590800,112.023743
"618",115.029999,116.980003,114.980003,116.449997,614300,113.991318
"619",116.510002,117.550003,115.339996,117.360001,723900,114.882088
"620",118.68,118.970001,117.589996,118.040001,801200,115.547737
"621",118.68,120.800003,117.93,119.5,1908600,116.976906
"622",119.349998,119.75,117.650002,117.879997,858800,115.391106
"623",117.830002,118.800003,116.400002,117.860001,1015100,115.371529
"624",118.190002,119.400002,117.379997,118.529999,926300,116.02739
"625",119.239998,121.849998,119.239998,120.769997,800400,118.220085
"626",120.879997,122.419998,120.400002,121.82,976000,119.24791
"627",123.010002,124.089996,122.269997,123.330002,903300,120.726059
"628",123.330002,124.139999,122.139999,123.709999,679300,121.098015
"629",123.870003,124.5,123.510002,124.489998,378700,121.861549
"630",123.870003,123.870003,121.449997,122.940002,469000,120.344284
"631",122.059998,122.620003,120.860001,121.279999,1017200,118.71933
"632",120.760002,122.330002,120.309998,120.760002,982300,118.21032
"633",121.519997,121.910004,118.75,119.169998,734800,116.653885
"634",119.169998,121.169998,118.910004,121.129997,1065500,118.572495
"635",121.650002,122.849998,121.5,122.769997,738700,120.177872
"636",122.790001,122.980003,121.169998,121.599998,893900,119.03257
"637",122.330002,123.989998,121.980003,122.82,613600,120.226814
"638",119.339996,120.190002,116.769997,116.790001,1286200,114.324135
"639",117.809998,118.989998,116.779999,117.989998,2084800,115.498802
"640",121.5,123.610001,120.010002,123.43,2291700,120.823929
"641",123.589996,125.870003,123.400002,125.339996,1366000,122.693604
"642",126,126.470001,123.489998,123.959999,952800,121.342743
"643",122.900002,125.190002,122.019997,123.230003,928500,120.628166
"644",123.010002,124,122.459999,123.32,585400,120.716263
"645",123.879997,125.040001,123.540001,124.459999,518700,121.832191
"646",124.279999,125.809998,123.900002,125,678300,122.360779
"647",124.339996,124.769997,123.879997,124.739998,507800,122.10627
"648",124.68,125.010002,122.93,123.739998,753700,121.127388
"649",123.629997,124.389999,120.889999,121.660004,728700,119.091309
"650",120.980003,122.040001,120.559998,121.199997,1219100,118.641006
"651",118.959999,118.959999,115.120003,115.790001,1069200,113.345253
"652",116.720001,117.790001,115.919998,117.690002,588300,115.205132
"653",115.82,117.099998,115.150002,116.900002,785100,114.431808
"654",117.739998,119.400002,117.190002,119.160004,510100,116.644096
"655",118.769997,119.360001,117.790001,118.769997,522200,116.262329
"656",117.769997,118.010002,116.32,116.959999,601000,114.490547
"657",116.589996,120.160004,116.349998,119.949997,715900,117.417412
"658",118.360001,119.790001,116.849998,117.160004,904300,114.686317
"659",117.389999,118.330002,116.110001,117.07,615500,114.598221
"660",117.82,120.269997,117.82,120.07,605700,117.534874
"661",121.690002,122.730003,121.540001,122.080002,682700,119.502449
"662",121.449997,122.989998,120.989998,122.050003,745900,119.473076
"663",123.940002,124.559998,123.18,124.330002,909600,121.704941
"664",124.730003,124.730003,121.580002,123.199997,826600,120.598785
"665",122.970001,123.330002,118.93,119.5,877200,116.976906
"666",120.529999,121.150002,118.940002,120.879997,665500,118.327759
"667",121.639999,122.370003,120.790001,121.209999,675600,118.650803
"668",120.540001,123,119.660004,122.949997,661100,120.354073
"669",123.720001,125.699997,123.720001,124.589996,817100,121.959427
"670",125.220001,125.980003,124.25,125.800003,966800,123.143898
"671",124.879997,127.099998,124.739998,126.370003,1058600,123.701866
"672",126.839996,127.82,126.580002,127.5,574900,124.807999
"673",128.990005,130.539993,128.820007,129.919998,832000,127.176918
"674",129.559998,130.300003,128.479996,128.910004,769000,126.538872
"675",129.809998,132.729996,129.5,131.860001,1179500,129.434616
"676",131.740005,133.389999,130.050003,133.089996,1060900,130.641968
"677",133.259995,133.550003,131.600006,132.660004,1312500,130.219894
"678",133.550003,133.740005,131.160004,132.479996,781000,130.043198
"679",133.389999,133.740005,132.339996,133.089996,947400,130.641968
"680",132.190002,134.089996,132.190002,132.75,793000,130.308228
"681",132.369995,132.5,130.850006,132,669300,129.572021
"682",131.440002,132.910004,131.080002,132.880005,506000,130.435852
"683",132.710007,133.470001,132.070007,132.300003,645900,129.866516
"684",132.850006,133.509995,131.690002,132.039993,779500,129.611252
"685",131.899994,133.179993,131.320007,131.610001,765300,129.189194
"686",132.210007,134.699997,131.970001,132.559998,974700,130.121735
"687",132.369995,133.050003,131.699997,132.580002,544300,130.141357
"688",132.639999,133.830002,131.910004,133.25,426000,130.799042
"689",133.789993,134.470001,132.190002,132.520004,478800,130.082458
"690",133.100006,133.410004,132.210007,133.009995,606800,130.563431
"691",133.559998,133.679993,128.449997,129.009995,727600,126.637024
"692",127.720001,128.119995,125.190002,126.580002,834500,124.251724
"693",126.239998,127.540001,124.519997,127.040001,543800,124.703262
"694",127.510002,128.369995,126.599998,127.800003,835100,125.44928
"695",127.330002,129.279999,126.800003,128.130005,643600,125.773224
"696",126.519997,128.160004,125.949997,126.730003,841200,124.398979
"697",127.860001,129.350006,127.440002,129.059998,480500,126.686119
"698",128.669998,130.710007,128.449997,130.449997,612700,128.050552
"699",132.649994,134.380005,131.139999,133.5,1385100,131.044449
"700",132.610001,133.220001,131.479996,132,541200,129.572021
"701",132.520004,134.320007,131.529999,134.179993,576900,131.711945
"702",133.990005,135.059998,133.509995,134.289993,643500,131.819901
"703",135.160004,136.139999,132.949997,135.419998,2546500,132.929123
"704",141,145.820007,140.360001,145.25,3349300,142.578308
"705",147.25,149.229996,145.860001,146.699997,1683500,144.001633
"706",146.529999,147.809998,144.649994,145.059998,1638600,142.391785
"707",144.289993,146.220001,143.75,145.850006,1361100,143.167267
"708",146.300003,147.600006,144.050003,145.5,1168300,142.823715
"709",145.389999,146.179993,144.360001,144.490005,958000,141.832291
"710",145.080002,145.470001,143.25,143.649994,804400,141.007721
"711",143.429993,144.490005,143.059998,143.630005,1174100,140.988129
"712",143.610001,144.240005,141.449997,142.559998,845900,139.93779
"713",142.110001,142.339996,139.300003,140.779999,1082800,138.190536
"714",142.029999,146.199997,141.360001,146.190002,1308200,143.501022
"715",147.259995,149.490005,146.470001,149.360001,1179300,146.612732
"716",149.589996,151.5,149.070007,149.759995,1308400,147.005356
"717",150.070007,151.929993,149.050003,151.399994,1292000,148.615173
"718",152.5,155.520004,151.869995,153.830002,1206100,151.000488
"719",153.149994,154.440002,152.410004,153.309998,639700,150.490036
"720",152.490005,153.449997,151.639999,153.179993,587900,150.362442
"721",153,156.979996,151.860001,152.509995,631700,149.704758
"722",154.039993,155.199997,152.429993,154.229996,1007500,151.393158
"723",154.320007,154.410004,152.289993,153.330002,716900,150.509689
"724",153.539993,154.589996,152.910004,153.539993,942400,150.715836
"725",152.979996,154.660004,152.350006,154.660004,723800,151.815231
"726",155.100006,155.100006,153.190002,154.160004,883500,151.324417
"727",153.589996,154.270004,151.399994,152,937500,149.204178
"728",151.520004,153.529999,150.460007,152.869995,770900,150.058151
"729",153.149994,154.550003,151.529999,151.929993,608800,149.135422
"730",152.429993,154.309998,152.059998,154.020004,759700,151.186996
"731",154.759995,155.789993,153.830002,154.570007,1052700,151.726883
"732",154.399994,155.220001,152.710007,154.559998,1275200,151.717056
"733",153.529999,153.979996,152.270004,152.419998,433100,149.61644
"734",152.399994,153.309998,151.509995,151.770004,855500,148.978378
"735",150.160004,150.220001,148.279999,149.490005,1053900,146.740326
"736",150.029999,151.869995,149.199997,149.210007,938000,146.465469
"737",149.710007,150.520004,149.350006,150.350006,924000,147.584518
"738",151.460007,153.270004,151.460007,152.639999,1130800,149.832397
"739",152.020004,152.869995,150.990005,151.369995,1148100,148.585724
"740",151.270004,152.009995,150.669998,151.160004,728300,148.379623
"741",151.589996,153.470001,151.009995,153.419998,903500,150.598022
"742",152.929993,154.630005,151.789993,151.860001,1219100,149.066711
"743",151.279999,152.600006,150.199997,151.440002,1253600,148.654449
"744",152.360001,153.369995,151.770004,152.990005,701900,150.175964
"745",153.080002,154.070007,153.020004,154.039993,1011200,151.20665
"746",154.160004,154.619995,152.110001,153.929993,1054600,151.098663
"747",153.949997,154.929993,152.940002,153.039993,921500,150.225021
"748",153.619995,155.300003,152.960007,155.100006,1599700,152.247147
"749",155.369995,155.570007,153.5,153.660004,497800,150.833633
"750",153.619995,153.960007,152.009995,153.259995,260100,150.440979
"751",153.460007,153.690002,152.679993,153.559998,363200,150.735458
"752",153.660004,154.630005,153.289993,154.479996,488700,151.638535
"753",154.220001,154.649994,152.669998,153.089996,638400,150.66423
"754",152.960007,153.889999,152.589996,153.160004,537500,150.733093
"755",153.940002,155.479996,153.220001,155.449997,748400,152.986816
"756",152.949997,155.399994,152.949997,155.259995,1053100,152.799835
"757",154.169998,154.889999,152.880005,154.889999,876700,152.435699
"758",154.470001,157.300003,154.419998,155.350006,1788400,152.888428
"759",155.580002,159.350006,155.580002,158.759995,1962400,156.2444
"760",158.990005,161.589996,158.869995,159.910004,1652800,157.37616
"761",159.75,160.009995,157.970001,158.25,1135800,155.742447
"762",158.339996,160.289993,157.300003,160.149994,842400,157.61235
"763",160.610001,161.729996,158.360001,159.309998,1990500,156.78566
"764",159.619995,160.380005,158.470001,159.710007,1259100,157.179352
"765",160.529999,162.149994,160.070007,161.630005,1967000,159.068893
"766",160.729996,168.809998,159.5,166.520004,3566300,163.881424
"767",166.520004,168.429993,164.380005,165.460007,1258000,162.838226
"768",164.800003,166.539993,163.690002,164.809998,1057800,162.198517
"769",164.240005,166.830002,163.529999,166.729996,1582600,164.088104
"770",167,168.169998,165.720001,166.580002,697300,163.940491
"771",163.550003,165.199997,163.279999,164.080002,993600,161.480087
"772",165.660004,168.330002,164.889999,167.520004,1135600,164.865585
"773",168.979996,170.740005,168.330002,169.699997,1023600,167.011017
"774",167.520004,170.889999,164.850006,170.649994,974100,167.945984
"775",169.899994,170.199997,168.580002,168.690002,1121300,166.017044
"776",169.880005,171.669998,169.179993,171.449997,940500,168.733292
"777",173.789993,175.100006,172.25,172.490005,867600,169.756836
"778",173.350006,173.990005,170.720001,172.639999,1160400,169.904449
"779",172.539993,172.789993,170.639999,171.990005,807700,169.26474
"780",171.649994,172.059998,169.899994,171.860001,815000,169.136795
"781",170.850006,172.080002,169.75,172,868300,169.274597
"782",173.020004,173.5,169.710007,170.240005,677800,167.54248
"783",170.289993,171.710007,168.779999,170.779999,801500,168.073914
"784",170.320007,173.910004,170.320007,173.460007,1082800,170.711441
"785",173.210007,175.080002,172.899994,173.639999,917700,170.888596
"786",173.529999,177.929993,173.470001,177.199997,1084000,174.392181
"787",177.639999,178.589996,174.610001,176.389999,678600,173.595032
"788",176.300003,177.350006,174.210007,175.970001,622800,173.181686
"789",175.130005,176.059998,173.320007,174.229996,598800,171.469254
"790",169.369995,170.710007,166.869995,167.330002,1416700,164.678589
"791",168.050003,168.050003,160.660004,161.440002,1326000,158.881927
"792",162.050003,164.289993,160.800003,160.809998,1664300,158.261887
"793",156.360001,159.210007,152.339996,152.339996,1949500,149.926086
"794",147.369995,151.039993,143.220001,150.679993,1951300,148.292404
"795",151.570007,156.020004,147.5,155.059998,2078600,152.602997
"796",155.509995,159.610001,150.449997,152.270004,1486500,149.857208
"797",155.449997,158.990005,153.089996,158.630005,1481600,156.11644
"798",154.660004,156.570007,153.160004,154.020004,1551100,151.579498
"799",147.179993,150.630005,144.729996,147.080002,2412200,145.126373
"800",135.410004,136.309998,124.489998,124.739998,2727300,123.083107
"801",129.139999,131.070007,123.989998,129.949997,3341000,128.223892
"802",126.209999,130.779999,124.959999,129.229996,2211300,127.513458
"803",119.650002,124.099998,109.849998,114.550003,2104200,113.02845
"804",121.029999,127.800003,118.82,127.610001,1444900,125.914986
"805",115.059998,122.239998,110.790001,114.209999,1767700,112.692978
"806",116.589996,126.220001,112.160004,121.199997,1898800,119.590118
"807",113,116.040001,92.860001,109.32,1663900,107.867928
"808",108.480003,119.290001,105.629997,116.419998,1164600,114.873611
"809",118.599998,120.779999,107.330002,108.519997,1493600,107.078552
"810",105.739998,107.43,96.230003,100.540001,2207800,99.204544
"811",106.699997,123.620003,105.860001,122.360001,1401400,120.734726
"812",123.059998,138.970001,122.370003,130.139999,2493300,128.411392
"813",133.399994,135.369995,128.110001,133.479996,1533800,131.707016
"814",127.010002,131.410004,121.300003,127.959999,1345400,126.26033
"815",128.360001,131.869995,125.019997,129.380005,1261200,127.661461
"816",128.059998,130.809998,123.830002,127.18,1960400,125.4907
"817",119.18,122.879997,115.900002,122.129997,1392200,120.507759
"818",117.360001,122.529999,116.300003,121,1607200,119.392784
"819",120.870003,124.339996,119.919998,123,1461700,121.366219
"820",129.889999,135.460007,129.470001,134.509995,1409400,132.723312
"821",140.699997,142.139999,135.520004,138.100006,2298900,136.265656
"822",139.589996,141.320007,138,139.75,1679200,137.893738
"823",132.169998,141.460007,132.169998,136.600006,2242200,134.785568
"824",135.630005,137.440002,134.770004,136.580002,1086100,134.765839
"825",139.100006,141.770004,138.440002,139.339996,1006200,137.489182
"826",135.869995,137.809998,131.639999,134.160004,870600,132.37796
"827",134.199997,136.059998,131.240005,135,1323200,133.206818
"828",143.779999,145.899994,137.210007,139.360001,1507000,137.508911
"829",135.75,136.690002,127.470001,131.229996,1804400,129.486877
"830",127.779999,132.759995,125.510002,131.009995,1263200,129.269791
"831",133.5,134.309998,128.550003,129.339996,1071800,127.622002
"832",131.660004,133.070007,128.619995,128.830002,1336300,127.118774
"833",130.970001,132.320007,126.519997,131.410004,1285900,129.664505
"834",133.960007,134.179993,130.009995,131.830002,1882300,130.078934
"835",134.690002,136.800003,133,133.300003,1354100,131.529404
"836",136.289993,137.229996,134.470001,136,1436200,134.193542
"837",134,135.429993,130.529999,130.550003,1733500,128.815933
"838",128.179993,128.839996,125.940002,128.360001,980100,126.655022
"839",126.809998,127.209999,122.349998,123.93,2138200,122.283859
"840",126.870003,127.559998,124.599998,125.400002,2038100,123.734337
"841",126.239998,127.470001,125.050003,127.25,1114900,125.559753
"842",128.800003,133.550003,128.800003,131.330002,1286100,129.585571
"843",133.639999,136.979996,133.639999,136.630005,1045200,134.815186
"844",134.490005,137.020004,133.869995,134.199997,946100,132.417435
"845",134.339996,136.119995,132.169998,132.169998,944500,130.414398
"846",131.850006,135.309998,131.020004,134.949997,1452100,133.157471
"847",132.880005,134.210007,128.800003,134.110001,1009600,132.328629
"848",132.779999,136.410004,132.330002,133.850006,945100,132.072083
"849",138.619995,143.179993,138.600006,138.979996,1058400,137.133942
"850",138.460007,144.110001,138.449997,142.619995,1299000,140.725586
"851",144.600006,149.940002,144.600006,148.740005,1535200,146.764328
"852",147.710007,148.570007,145.710007,146.339996,972100,144.396164
"853",146.429993,147.929993,144.789993,147.25,783700,145.294098
"854",153.089996,154.369995,150.770004,153.539993,825900,151.500565
"855",155.320007,157.740005,152.970001,154.75,1143100,152.694489
"856",156.399994,156.949997,151.929993,152.169998,1033600,150.148743
"857",151.220001,151.869995,149.5,150.520004,1605100,148.52066
"858",150.940002,150.990005,148.080002,149.270004,827500,147.287277
"859",150.5,152.229996,149.199997,149.309998,1098600,147.326752
"860",151.449997,155.419998,151.360001,154.399994,1112800,152.349121
"861",153.020004,156.279999,152.889999,155.380005,785700,153.316132
"862",159.449997,164.270004,159.029999,162.559998,1382300,160.814713
"863",162.029999,163.960007,158.169998,159.440002,1277300,157.728226
"864",155.649994,159.949997,154.5,158.169998,811600,156.471863
"865",158.050003,158.610001,155.190002,157.199997,958800,155.512283
"866",152.039993,152.039993,145.190002,145.570007,959600,144.007172
"867",150.039993,151.229996,143.830002,147.270004,979900,145.688904
"868",143.479996,149.289993,140.009995,148.130005,811500,146.539658
"869",153.919998,153.919998,147.679993,148.600006,739300,147.004623
"870",149.380005,149.520004,146.710007,147.259995,955700,145.678986
"871",146.380005,146.979996,144.539993,145.020004,910300,143.463058
"872",147.5,147.5,142.449997,144.270004,1926800,142.7211
"873",143.710007,146.039993,141.699997,145.559998,956000,143.997238
"874",145.5,150.619995,143.5,147.649994,2599700,146.064789
"875",146.490005,146.490005,141.429993,142.580002,1058800,141.04924
"876",142.229996,147.460007,140.860001,147.279999,1217700,145.698807
"877",147.160004,148.619995,145.410004,145.710007,1531500,144.145645
"878",146.940002,148.660004,144.589996,147.639999,872500,146.054916
"879",147.419998,150.029999,146.75,149.289993,751100,147.68721
"880",149.910004,151.240005,144.149994,144.600006,1276500,143.047577
"881",146.919998,149.289993,146.199997,147.179993,736400,145.599854
"882",149.699997,150.509995,147.529999,148.589996,787100,146.99472
"883",147.300003,148.660004,144.779999,145.139999,973500,143.581772
"884",145.570007,147.25,144.679993,146.929993,763700,145.352539
"885",146.179993,146.339996,142.399994,142.839996,906000,141.306473
"886",143.070007,144.830002,142.029999,143.740005,674900,142.196808
"887",144.830002,150.029999,144.789993,147.929993,1184600,146.341782
"888",147.110001,153.580002,147.100006,152.850006,1153600,151.209
"889",155.360001,156.279999,153.050003,155.619995,885800,153.949249
"890",155.429993,158.850006,154.880005,158.419998,1346300,156.719193
"891",160.690002,163.600006,155.759995,160.300003,1872900,158.57901
"892",159.649994,160.440002,153.830002,156.070007,1048000,154.394409
"893",156.800003,158.339996,155.449997,156.080002,704900,154.404312
"894",155.669998,158.100006,155.669998,156.360001,548100,154.68129
"895",155.860001,156.610001,154.130005,155.130005,658000,153.464508
"896",155.330002,156.889999,154.300003,154.699997,609300,153.039108
"897",154.539993,157.880005,153.929993,156.490005,700400,154.809906
"898",156.199997,156.529999,154.089996,154.860001,513900,153.197418
"899",154.600006,159.229996,154.600006,158.759995,584200,157.055527
"900",156.800003,157.830002,155.039993,156.690002,948800,155.007767
"901",155.759995,184.160004,152.179993,171.850006,4241900,170.005005
"902",177.270004,179,173,176.600006,3068900,174.70401
"903",174.720001,176.570007,170.419998,172.759995,1621600,170.905228
