"","DE.Open","DE.High","DE.Low","DE.Close","DE.Volume","DE.Adjusted"
"49",109.300003,109.589996,108.639999,109.209999,1504100,100.697029
"50",109.589996,111.32,109.169998,110.790001,2580000,102.15387
"51",111.199997,111.269997,110.419998,110.730003,1378900,102.098557
"52",110.739998,111.110001,110.230003,110.449997,4122200,101.84037
"53",110.459999,111.190002,109.900002,110.879997,1360200,102.236839
"54",111.260002,111.489998,109.139999,109.610001,2261800,101.065857
"55",109.699997,110.239998,109.099998,109.769997,1650600,101.213371
"56",109.860001,110.709999,109.260002,109.529999,1046500,100.992104
"57",109.529999,110.239998,108.339996,108.980003,1844700,100.484962
"58",107.610001,107.989998,106.93,107.160004,3473100,98.806824
"59",107.309998,108.540001,107.309998,108.330002,1864900,99.885628
"60",107.650002,108.330002,107.360001,108.18,1615000,100.302864
"61",108.330002,109.43,108.25,109.169998,1091300,101.220764
"62",108.800003,109.870003,108.379997,108.860001,2257900,100.93335
"63",108.970001,109.260002,107.970001,108.779999,1642000,100.859177
"64",108.93,109.629997,108.5,109.5,1266700,101.526741
"65",110,111.040001,108.93,109.25,1322800,101.29496
"66",109.620003,110.889999,109.199997,110.440002,1616300,102.398323
"67",110.379997,110.839996,109.290001,109.32,1334700,101.359848
"68",109.449997,110.209999,109.18,109.629997,1040200,101.64727
"69",110.019997,111.379997,109.370003,111.160004,2846700,103.065865
"70",110.989998,111.199997,109.279999,109.349998,2088200,101.387657
"71",109.099998,109.57,107.959999,108,2341200,100.135963
"72",108.389999,108.989998,107.75,108.800003,1981400,100.877724
"73",108.019997,108.879997,107.830002,108.470001,1690500,100.571747
"74",108.800003,108.989998,107.889999,108.220001,1458200,100.339943
"75",108,109.150002,107.260002,108.800003,2014000,100.877724
"76",109.040001,109.470001,107.040001,107.540001,2025100,99.709457
"77",109.010002,110.589996,108.940002,110.25,2711400,102.22213
"78",111.68,114.129997,111.57,113.150002,3326100,104.910973
"79",113.089996,113.779999,112.5,112.550003,2208100,104.354652
"80",112.5,112.68,110.540001,111.18,2635100,103.084435
"81",111,111.860001,109.839996,111.610001,2297700,103.483109
"82",112.25,112.790001,111.93,111.970001,1808400,103.81691
"83",112.279999,112.940002,110.419998,110.93,2653300,102.852623
"84",110.339996,111,109.790001,110.790001,2013100,102.722809
"85",111.019997,112.089996,110.419998,112.029999,3691000,103.872536
"86",111.599998,113.139999,111.379997,113.110001,1505800,104.873886
"87",112.940002,113.129997,112.220001,112.639999,1460400,104.438103
"88",112.959999,114.040001,112.839996,113.580002,2059700,105.309677
"89",113.5,114.169998,113.330002,113.550003,2164900,105.281853
"90",113.449997,114.129997,112.290001,113.470001,1627000,105.207672
"91",113.040001,113.18,112.370003,113.110001,1421400,104.873886
"92",113.620003,113.970001,113.269997,113.800003,2527900,105.513641
"93",114.099998,114.959999,113.830002,114.800003,3202000,106.440826
"94",114.800003,114.800003,113.050003,113.230003,2769900,104.985153
"95",112.190002,113.519997,111.120003,112.669998,3278700,104.465927
"96",120.370003,122.239998,119,120.900002,11097700,112.096657
"97",122.080002,122.5,120.120003,121.709999,4423500,112.847672
"98",121.860001,122.650002,121.029999,122.129997,3719400,113.237099
"99",121.959999,122.82,121.790001,122.779999,1990100,113.83976
"100",123,123.43,122.059998,122.43,2792200,113.515244
"101",122.800003,123.589996,122.360001,122.790001,2132000,113.849037
"102",122,122.650002,121.849998,122.260002,3261600,113.357605
"103",123.050003,123.209999,122.110001,122.459999,2341900,113.543068
"104",125.25,125.980003,124.120003,124.699997,4198000,115.619949
"105",125.889999,126,124.440002,124.910004,2428400,115.814674
"106",124.629997,126.440002,124.629997,125.330002,2098400,116.204094
"107",124.800003,125.75,124.639999,125.050003,2051300,115.944496
"108",125.050003,125.669998,124.790001,125.290001,2144800,116.166992
"109",125.290001,126.290001,125.160004,126,2267000,116.82531
"110",126.269997,127.040001,125.32,125.949997,2395400,116.778931
"111",125.889999,126.400002,124.389999,126,1997300,116.82531
"112",126,126.650002,126,126.419998,1171200,117.214729
"113",126.419998,126.550003,125.940002,126.43,1836700,117.223984
"114",125.699997,126.550003,125.410004,126.370003,3859900,117.168365
"115",126.580002,128.210007,126.529999,127.900002,4207100,118.586952
"116",128.369995,128.369995,126.5,126.989998,2089800,117.743217
"117",126.629997,127.080002,126.040001,126.040001,2204300,116.862404
"118",126.300003,126.400002,124.129997,124.779999,1850600,115.69413
"119",124.980003,125.269997,123.510002,123.860001,1979900,114.841118
"120",123.809998,124.470001,123.349998,123.599998,7209800,114.600067
"121",124.169998,124.519997,122.239998,123.349998,1714400,114.368248
"122",123.940002,124.269997,121.940002,122,1465800,113.116547
"123",122.260002,123.669998,121.510002,123.470001,2375100,115.045349
"124",123.379997,123.410004,120.919998,121.910004,1817800,113.591766
"125",122.589996,124.339996,122.260002,123.589996,2305600,115.157127
"126",124.190002,125.5,123.790001,124.949997,1681900,116.424324
"127",124.75,125.870003,124.110001,125.599998,2293000,117.029961
"128",125.290001,125.470001,124.690002,125.089996,1851900,116.554779
"129",125.129997,126.82,125.050003,126.639999,1584600,117.999016
"130",126.709999,128.5,126.669998,128.139999,3103800,119.396667
"131",128.009995,128.800003,127.32,128.059998,1834800,119.322136
"132",128.800003,129,123.459999,123.480003,4848200,115.054634
"133",123.589996,125.050003,123.25,124.419998,2894800,115.930496
"134",124.519997,125.779999,124.269997,125.470001,1777000,116.908852
"135",125.459999,126.019997,125.010002,125.879997,1573400,117.290894
"136",125.889999,126.440002,125.339996,126.089996,1869400,117.486542
"137",126.349998,126.739998,125.849998,126.309998,1474300,117.691544
"138",126.25,126.720001,125.349998,125.599998,2074100,117.029961
"139",124.739998,126.099998,124.610001,125.75,1455800,117.169754
"140",125.919998,126.650002,125.699997,126.550003,1291200,117.915176
"141",127.93,128.75,126.809998,127.900002,2128000,119.173035
"142",128.050003,128.179993,127,127.82,1959300,119.098511
"143",128.139999,128.529999,127.32,128.440002,1472900,119.676193
"144",128.440002,129.020004,128.059998,128.910004,1261200,120.114128
"145",128.919998,129.539993,128.149994,128.279999,1273300,119.52713
"146",128.509995,129.460007,128.179993,129.020004,1592200,120.216637
"147",129.050003,129.410004,128.300003,128.979996,1513000,120.179352
"148",128.940002,129.660004,128.839996,129.509995,1657600,120.673195
"149",129.610001,129.949997,129.100006,129.75,1214800,120.89682
"150",130.179993,130.5,129.660004,129.960007,1535200,121.092506
"151",129.75,132.220001,129.75,132.020004,3955100,123.011948
"152",131.300003,132.5,131.179993,132.410004,1394200,123.375336
"153",132.259995,132.259995,127.739998,127.779999,2991500,119.061241
"154",127.93,128.509995,126.489998,126.699997,2305700,118.054916
"155",128.110001,129.169998,127.879997,128.570007,2146500,119.79734
"156",126.790001,128.080002,126.129997,127.18,2158300,118.502167
"157",127.809998,127.980003,126.480003,126.629997,1919400,117.989693
"158",126.489998,127.040001,123.599998,123.980003,4123300,115.520515
"159",115.43,118.410004,112.870003,117.309998,11364600,109.305618
"160",117.470001,118.389999,116.029999,116.519997,4809100,108.569527
"161",116.970001,117.519997,116.389999,117.480003,3052600,109.46402
"162",117.050003,117.129997,115.949997,116.449997,2778200,108.504311
"163",116.639999,116.639999,115.239998,115.440002,2738700,107.563232
"164",116.080002,116.260002,115.059998,115.839996,1861100,107.935928
"165",116.440002,116.529999,115.110001,115.959999,1471500,108.047752
"166",115,115.940002,114.529999,115.889999,2578300,107.982521
"167",115.419998,115.639999,114.959999,115.489998,1809800,107.60981
"168",115.949997,116.440002,115.029999,115.93,2067700,108.019806
"169",115.980003,116.660004,115.410004,116.139999,1815500,108.215462
"170",116.019997,117.150002,115.300003,115.529999,3225100,107.647087
"171",115.849998,116.790001,115.129997,116.220001,3147900,108.290001
"172",116.190002,116.760002,114.760002,116.330002,2881400,108.392502
"173",116.160004,117.919998,115.900002,117.300003,3000600,109.296303
"174",118.470001,118.589996,116.970001,117.93,2759600,109.883331
"175",118.510002,119.25,116.75,117.260002,3726300,109.259041
"176",117.160004,117.959999,116.720001,117.370003,2562100,109.361542
"177",117.370003,118.730003,117.150002,118.370003,1802800,110.293312
"178",119.059998,119.449997,118.370003,119.010002,6627100,110.889648
"179",119,120.059998,118.879997,119.889999,2009700,111.709587
"180",120,123.370003,119.900002,123.080002,3947000,114.681931
"181",123.099998,124.110001,122.910004,123.949997,2173300,115.492561
"182",123.809998,124.839996,123.510002,124.779999,1742400,116.265938
"183",124.580002,124.82,123.279999,123.75,1864300,115.306206
"184",123.68,123.910004,123.110001,123.769997,1605200,115.324852
"185",124,124.43,123.18,123.279999,1057900,114.868286
"186",123.5,123.900002,122.699997,123.32,2517800,114.905548
"187",122.900002,124.230003,122.389999,123.660004,2861100,115.78569
"188",124,125.639999,123.800003,125.589996,3093400,117.592796
"189",125.699997,127.309998,125.080002,127.290001,2628100,119.184547
"190",127.199997,128.289993,126.980003,128.100006,1590000,119.942986
"191",127.910004,128.559998,127.019997,128.330002,1400300,120.158348
"192",128.229996,128.429993,127.620003,128.009995,1415700,119.858704
"193",127.620003,128.309998,127.269997,128.130005,1496400,119.971062
"194",128.220001,128.720001,127.739998,128.639999,988100,120.448586
"195",128.979996,128.979996,127.959999,128.25,1123200,120.08342
"196",128.009995,128.229996,126.93,127.769997,1868000,119.63398
"197",127.599998,129.279999,127.339996,128.5,2751500,120.317513
"198",129.020004,129.020004,127.379997,127.910004,2023200,119.765068
"199",128.300003,128.619995,127.709999,127.720001,1249300,119.587158
"200",127.779999,129.220001,127.779999,128.690002,1777100,120.495407
"201",128.529999,129.320007,128.259995,128.720001,1701000,120.523506
"202",128.240005,128.589996,127.529999,128.520004,1637600,120.336227
"203",129,129.169998,128.130005,129.149994,1384900,120.926109
"204",129.279999,130.210007,128.649994,129.589996,1337400,121.338074
"205",131.5,132.360001,130.279999,131.020004,3153800,122.677017
"206",131.399994,131.639999,129.339996,130.559998,1498300,122.246323
"207",130.910004,132.779999,130.539993,132.139999,1786900,123.7257
"208",131.899994,133.309998,131.330002,133.25,1658300,124.765022
"209",132.869995,133.759995,132.300003,132.300003,2708100,123.875526
"210",133.289993,133.490005,132.190002,132.880005,1319800,124.418594
"211",133.869995,134.729996,133.25,134.270004,1558000,125.720093
"212",134.070007,135.039993,133.179993,134.440002,1641000,125.879288
"213",134.589996,135.029999,134.190002,135.029999,1056500,126.431694
"214",135.009995,135.830002,134.660004,135.309998,2432000,126.693871
"215",135.539993,136.690002,135.539993,135.710007,1234200,127.068405
"216",135.75,135.880005,134.520004,134.639999,1271200,126.066505
"217",134,134.199997,130.770004,131.279999,2879200,122.920471
"218",131.610001,132.539993,131.220001,132.229996,2990800,123.809982
"219",131.5,133.179993,131.130005,131.910004,1820300,123.510384
"220",132.050003,133,131.570007,132.880005,1591300,124.418594
"221",132.289993,133.020004,131.360001,132.270004,1764800,123.847443
"222",132.770004,135.270004,132.630005,134.610001,2065800,126.038422
"223",134.009995,136.509995,133.759995,135.770004,1965000,127.12458
"224",136.179993,137.820007,136.139999,136.919998,2564500,128.20134
"225",138.559998,140.360001,137.949997,139.229996,5917200,130.364212
"226",145.529999,146,142.360001,145.25,8094200,136.000931
"227",146.130005,147.910004,145.490005,145.5,1964900,136.235001
"228",145.75,148.830002,145.320007,148.770004,3880800,139.296783
"229",148.050003,149.809998,147.220001,149.380005,3992800,139.867966
"230",148.919998,149.199997,147.169998,148.440002,2421800,138.987762
"231",148.949997,150.75,148,149.860001,3726400,140.317368
"232",150.25,150.490005,146.929993,149.940002,2022500,140.392273
"233",151.990005,152.679993,150.919998,150.970001,1893800,141.356689
"234",150.669998,152.539993,150.259995,150.669998,1802600,141.075836
"235",150.529999,151.380005,149.419998,149.449997,1411100,139.933472
"236",149.160004,151.479996,149,151.110001,1434300,141.487762
"237",151.809998,152.460007,151.050003,151.580002,1084000,141.927872
"238",150.800003,151.580002,150.559998,151.330002,1537200,141.693787
"239",151.240005,151.710007,150.389999,151.070007,1699200,141.450333
"240",151.679993,153.339996,151.259995,151.949997,1608200,142.274292
"241",152.369995,152.580002,149.309998,149.440002,1420300,139.924103
"242",150.600006,152,150.550003,150.869995,2555900,141.263031
"243",152.5,154.669998,152.419998,154.039993,1985100,144.231171
"244",154.339996,154.979996,152.020004,154.479996,1841200,144.643158
"245",154.940002,155.240005,154,154.369995,1430000,144.540161
"246",154.979996,156.300003,154.25,155.860001,2315600,145.935303
"247",156.059998,158.100006,155.110001,157.529999,1714700,147.498962
"248",157.949997,158.759995,156.809998,158.75,2407200,148.641266
"249",158.619995,159.100006,158.220001,158.580002,1781500,148.482117
"250",158.479996,158.660004,157.300003,157.699997,1237600,148.218933
"251",157.949997,157.990005,156.470001,156.509995,1258200,147.100433
"252",156.669998,158.059998,156.550003,158.009995,1897600,148.5103
"253",157.889999,159.100006,157.639999,158.729996,1392300,149.186996
"254",159.199997,160.100006,157.350006,159.639999,1747000,150.042297
"255",159.800003,160.470001,156.589996,160.320007,1574400,150.681427
"256",160.050003,161.179993,158.899994,161.110001,2711800,151.423935
"257",162.009995,165.979996,161.520004,165.600006,4345200,155.643967
"258",166.740005,168.440002,164.100006,164.940002,5473700,155.023666
"259",165.130005,167.550003,163.770004,167.460007,1958200,157.392136
"260",168.449997,170.729996,167.960007,169.300003,2316500,159.121552
"261",170.149994,170.610001,166.360001,167.539993,2046100,157.467331
"262",168.600006,168.639999,166.389999,167.429993,1960400,157.363953
"263",166.960007,168.449997,166.259995,167.899994,2185900,157.805695
"264",168.529999,170.320007,168.089996,170.320007,1613900,160.080231
"265",170,170.399994,168.720001,170.380005,1401000,160.136597
"266",169.899994,170.089996,168.429993,168.660004,1365000,158.520035
"267",169.710007,170.429993,168.059998,169.600006,1448700,159.403534
"268",171,171.399994,166.910004,169.130005,1651300,158.961761
"269",169.5,171.960007,169.139999,171.490005,1554500,161.179855
"270",171.490005,171.949997,168.759995,169.179993,1487600,159.008728
"271",167.75,169.399994,166.820007,168.509995,1712700,158.379028
"272",169.419998,170.580002,166.160004,166.419998,1969800,156.414688
"273",165.990005,168.389999,164.259995,167.850006,1721300,157.758728
"274",166.660004,167.929993,164.720001,164.960007,2568700,155.042435
"275",163.100006,166.059998,156.970001,157.020004,3549600,147.579819
"276",153.949997,162.259995,151.449997,161.880005,3377400,152.147644
"277",161.169998,164.160004,160.910004,161.440002,2378800,151.734039
"278",161.199997,161.220001,153.610001,153.660004,3051300,144.421799
"279",155.410004,157.149994,148.600006,154.929993,3895300,145.615448
"280",156.740005,160.360001,155.910004,159.210007,2343100,149.638184
"281",158.020004,161.610001,157.559998,161.300003,1795900,151.602493
"282",159.960007,164.880005,159.759995,163.279999,2854000,153.46344
"283",165,167.419998,162.990005,166.809998,3026200,156.781219
"284",165.759995,175.259995,162.009995,169.440002,6626900,159.253128
"285",169.039993,169.960007,163.649994,164.770004,3750400,154.863876
"286",164.800003,166.779999,161.970001,162.089996,2753300,152.345001
"287",163,165.800003,162.759995,164.160004,1908800,154.290558
"288",165.020004,166.259995,162.869995,166.240005,2038800,156.245499
"289",167.050003,168.309998,165.630005,167.460007,1770000,157.392136
"290",167.529999,167.529999,163.580002,163.580002,2281800,153.745407
"291",163.919998,164.919998,160.869995,160.869995,2781400,151.198364
"292",160.75,162.850006,155.740005,156.809998,3697000,147.382431
"293",155.550003,156.259995,151.779999,153.309998,4169500,144.09288
"294",152.539993,158.240005,151.039993,157.539993,3093400,148.068512
"295",158.600006,159.570007,157.460007,158.509995,2394000,148.98024
"296",156.039993,158.320007,154.979996,157.899994,2589100,148.406906
"297",157.690002,161.350006,155.720001,161.059998,3508000,151.376907
"298",162,168.009995,161.729996,167.929993,3828000,157.833939
"299",167.960007,168.050003,162.800003,164.029999,2260900,154.168381
"300",164.960007,166.309998,160.669998,161.320007,2732300,151.621307
"301",162.419998,162.5,158.899994,160.210007,2243000,150.578033
"302",160.919998,161.679993,159.149994,159.600006,1320700,150.004684
"303",159.720001,163.979996,159.369995,163.880005,3818700,154.027374
"304",162.649994,162.929993,157.830002,159.529999,2798600,149.938919
"305",160.199997,162.050003,159.179993,159.990005,1499400,150.371262
"306",158.889999,160.440002,155.729996,158.050003,2901100,148.547897
"307",153.740005,156.369995,151.210007,151.580002,3768800,142.466888
"308",151.759995,153.729996,147.600006,148,2940600,139.102066
"309",151.389999,153.679993,148.899994,153.339996,2463800,144.121078
"310",154.240005,156.990005,150.899994,152.160004,2691400,143.011978
"311",151.479996,153.630005,148.789993,151.479996,2655000,142.936478
"312",152.399994,155.830002,151.520004,155.320007,3526700,146.559937
"313",154.380005,154.880005,149.289993,151.820007,2150600,143.257309
"314",152.690002,153.210007,149.759995,153.039993,1957400,144.408539
"315",145.320007,149.160004,143.570007,148.570007,4478100,140.190643
"316",149.919998,153.229996,149.309998,151.339996,2963400,142.804428
"317",149.330002,149.800003,143.029999,145.389999,3294000,137.189972
"318",146.669998,147.440002,142.729996,142.960007,3629600,134.897049
"319",146.050003,149.490005,145.440002,148.009995,2597400,139.662216
"320",145.270004,146.179993,144.25,144.410004,2309000,136.265274
"321",145.649994,151.179993,145.649994,150.259995,3258100,141.785324
"322",151.710007,152,148.979996,149.979996,2634900,141.521118
"323",151.169998,151.279999,148.289993,148.979996,2608100,140.577484
"324",150.690002,152.149994,149.149994,149.149994,1957800,140.737915
"325",150.589996,151.710007,149.410004,149.770004,2022000,141.322937
"326",149.830002,150.520004,146.5,148.100006,2290300,139.747162
"327",148.330002,149.869995,146.300003,146.960007,1896700,138.671432
"328",147.25,147.820007,145.320007,146.039993,1245200,137.803314
"329",148.309998,149.149994,137.410004,138.110001,5467900,130.320572
"330",138.070007,139.899994,136.100006,138,3067300,130.216782
"331",138.050003,138.240005,133.699997,136.330002,4071600,128.640991
"332",136.699997,139.929993,136.330002,137.559998,2602000,129.801605
"333",137.740005,138.440002,135.220001,135.330002,2533400,127.697388
"334",134.759995,136.220001,132.179993,135.369995,2378800,127.7351
"335",135.410004,137.880005,134.589996,134.75,2585000,127.150085
"336",136,137.419998,131.259995,136.869995,3716900,129.150513
"337",136.119995,138.25,135.149994,137.300003,1934700,129.55629
"338",140,141.770004,139.270004,140.220001,1840900,132.3116
"339",140.649994,142.699997,140.220001,142.070007,2189300,134.057251
"340",143.210007,145.529999,142.089996,145.160004,2332600,136.972977
"341",145.470001,147.5,144.550003,146.610001,2413800,138.341156
"342",146.809998,149,146.149994,147.320007,2487000,139.011139
"343",148.350006,148.619995,145.789993,146.75,3483900,138.473297
"344",145.330002,146.449997,143.309998,145.529999,3135000,137.322113
"345",145.619995,147.600006,145.619995,147.350006,1887400,139.039413
"346",147.300003,148.100006,145.410004,146.809998,4095700,138.529907
"347",146.5,157.100006,146.110001,155.25,7788800,146.493896
"348",159.5,161.389999,156.100006,158.330002,4922000,149.400162
"349",158.339996,159.410004,154.899994,155.089996,2462000,146.34288
"350",153.729996,156.690002,153.050003,156.580002,2005000,147.748871
"351",158.539993,158.649994,155.940002,158.179993,2426800,149.258621
"352",157.699997,159.389999,157.570007,159,2096700,150.032349
"353",157.039993,158.889999,153.509995,155.009995,3350500,146.267395
"354",155.779999,156.149994,154.210007,155.080002,2870600,146.333496
"355",154.919998,155.070007,149.460007,149.509995,4754600,141.077606
"356",150.699997,154.039993,150.529999,153.389999,2655900,144.738785
"357",153.729996,154.119995,151.179993,151.539993,1737000,142.993134
"358",152.330002,154.570007,151.910004,154.449997,1872200,145.739014
"359",155.139999,158.559998,154.779999,158.550003,2468100,149.607742
"360",158.440002,160.309998,157.669998,158.649994,2192300,149.702133
"361",158.130005,158.610001,156.050003,157.119995,1390300,148.258392
"362",156.869995,157.75,155.389999,156.679993,1925100,147.843216
"363",156.550003,158.600006,156.550003,157.589996,2548600,148.701889
"364",157.910004,157.910004,152.929993,153.339996,2386100,144.69162
"365",153.009995,153.899994,150.009995,150.179993,3072100,141.709854
"366",148.570007,150.199997,145.690002,148.75,5991000,140.360474
"367",147.389999,148.139999,146.649994,147.789993,2947200,139.454636
"368",145,145,141.539993,142.279999,3752500,134.255417
"369",142.649994,144.850006,140.880005,144.350006,2609600,136.208664
"370",143.470001,143.809998,140.699997,142.009995,2784400,134.000595
"371",143.679993,145.360001,142.869995,143.169998,2315000,135.095184
"372",141.729996,141.919998,138.649994,139.649994,3705200,131.773682
"373",140.029999,141.130005,138.720001,139.649994,1832500,131.773682
"374",140.929993,143.339996,139.130005,139.380005,2433700,131.518951
"375",138.589996,140.479996,137.320007,139.419998,1619900,132.211212
"376",140.110001,142.720001,139.580002,139.800003,1906200,132.571579
"377",138.059998,141.330002,137.880005,141.160004,1867400,133.861237
"378",141.800003,142,139.860001,140.240005,1580700,132.988815
"379",140.559998,140.990005,138.080002,139.699997,3014900,132.476746
"380",139.929993,140.300003,137.899994,139.979996,2059600,132.742249
"381",140.869995,145.770004,140.369995,144.419998,2149800,136.952682
"382",145.339996,146.289993,143.789993,144.550003,1531900,137.075974
"383",142.169998,142.559998,140.679993,141.419998,2396600,134.107773
"384",141.809998,142.789993,140.580002,140.800003,1681700,133.519852
"385",140.699997,140.830002,137.479996,137.580002,5103500,130.466354
"386",137.630005,137.940002,135.419998,136.270004,3726400,129.224106
"387",134.729996,138.110001,134.369995,138,2704800,130.864655
"388",137.800003,139.490005,137.380005,139.210007,2397700,132.01207
"389",138.369995,141.300003,138.149994,140.300003,2303400,133.0457
"390",138.160004,139.190002,136.600006,137.169998,2832100,130.077545
"391",136.5,136.820007,135.289993,135.529999,2789900,128.522369
"392",136.869995,141.990005,135.330002,139.839996,5146300,132.609497
"393",139.580002,142.470001,136.149994,141.320007,4371300,134.013016
"394",141.949997,144.210007,141.320007,142.729996,3585300,135.350067
"395",143.850006,143.850006,139.639999,140.800003,2321400,133.519852
"396",141.690002,142.619995,137.850006,138.199997,2994500,131.054321
"397",140.139999,145.75,140,144.789993,4856500,137.303543
"398",143.600006,144.960007,141.220001,141.910004,2198500,134.572464
"399",140.899994,143.979996,140.350006,142.089996,1343200,134.743164
"400",142.149994,144,142.009995,143.360001,1873700,135.947495
"401",142.940002,144.860001,142.779999,143.929993,1472900,136.488022
"402",144.509995,147.380005,144.509995,146.119995,1549900,138.564789
"403",145.929993,146.320007,144.169998,144.809998,2329000,137.322525
"404",143.550003,143.960007,138.649994,139.830002,3782500,132.600021
"405",139,139.320007,135.869995,137.050003,2413100,129.963776
"406",137,137.330002,135.610001,136.910004,2155200,129.830994
"407",137.589996,139.630005,137.479996,138.649994,2808800,131.481018
"408",137.259995,137.419998,132.830002,135.699997,2563100,128.683548
"409",137.440002,138.119995,136.360001,137.350006,2996000,130.248245
"410",134.179993,142.389999,132.320007,140.589996,8811200,133.32074
"411",141.610001,142.169998,139.740005,140.529999,3509600,133.263809
"412",140.729996,144.389999,140.699997,143.830002,1945200,136.393188
"413",143.75,144.210007,142.570007,142.610001,1277900,135.236282
"414",142.210007,142.309998,139.899994,141.179993,1414700,133.880203
"415",141.820007,144.850006,141.279999,144.759995,1945400,137.275085
"416",145.259995,147.279999,145.259995,146.199997,1902500,138.640625
"417",147.139999,148.5,145.770004,146.5,1535200,138.92511
"418",146.860001,146.990005,145.669998,145.990005,1687800,138.441498
"419",145.630005,146.160004,142.919998,143.320007,1491800,135.909561
"420",142.630005,144.160004,142.190002,143.800003,1181300,136.364746
"421",143.369995,143.679993,140.990005,141.699997,1698900,134.373306
"422",141.029999,145.089996,141.029999,144.880005,2232100,137.388901
"423",144.990005,146.149994,144.160004,145.100006,1446700,137.597534
"424",145.100006,148.350006,144.020004,147.630005,3136300,139.996704
"425",148.5,150.649994,148,148.610001,1872100,140.926041
"426",147.5,149.669998,146.880005,148.600006,1152200,140.916565
"427",148.460007,149.899994,146.570007,147.779999,1949800,140.138947
"428",148.839996,150.160004,148.350006,148.869995,1502100,141.172592
"429",148.899994,150.050003,146.850006,147.759995,2002200,140.119995
"430",148.279999,150.440002,148.050003,149.039993,2131000,141.333801
"431",149.490005,150.869995,147.889999,149.039993,1529700,141.333801
"432",149.339996,153.75,149.300003,152.389999,2373000,144.51059
"433",154.240005,156.770004,153.220001,154.070007,2762200,146.103745
"434",154.369995,155.070007,152.660004,152.809998,2514000,144.90889
"435",152.089996,152.350006,149.699997,151.550003,1713500,143.71402
"436",151.699997,152.360001,150.160004,151.289993,1400000,143.467468
"437",151.029999,153.440002,150.740005,152.320007,1784900,144.444214
"438",152.399994,154,151,151.220001,1494500,144.053635
"439",150.550003,152.160004,150.039993,150.330002,1737000,143.205826
"440",151.720001,152.470001,150.179993,150.860001,2670300,143.710709
"441",151.130005,154.960007,150.399994,154.820007,2149200,147.483063
"442",155.649994,158.899994,155.119995,158.210007,2973700,150.712418
"443",157.949997,159.300003,155.690002,158.309998,3882500,150.807632
