"","TAP.Open","TAP.High","TAP.Low","TAP.Close","TAP.Volume","TAP.Adjusted"
"449",60,60.189999,58.799999,59.330002,1195800,55.785221
"450",59.43,60.189999,59.400002,59.669998,1326100,56.104908
"451",60,60.549999,59.439999,60.23,1226000,56.631443
"452",59.619999,60.32,58.810001,59.57,1468600,56.01088
"453",59.75,60.380001,58.75,58.970001,1086600,55.446728
"454",59.200001,60.439999,59.200001,59.900002,800400,56.321167
"455",60.080002,60.34,58.860001,58.889999,1274300,55.37151
"456",58.610001,58.990002,57.02,58.299999,1835600,54.816757
"457",58.560001,60.290001,58.560001,59.34,2062300,55.794624
"458",58.209999,58.34,56.650002,56.830002,4105800,53.434586
"459",56.68,56.880001,55.52,55.700001,3617100,52.372101
"460",56.299999,57.009998,56.060001,56.59,3302200,53.20892
"461",56.810001,58.439999,56.5,58.209999,4770800,54.73214
"462",62.099998,64.910004,61.32,64,6224300,60.176205
"463",64.75,67.620003,64.25,65.989998,3939500,62.047314
"464",66.089996,66.419998,62.389999,63.119999,2621800,59.348782
"465",63.259998,63.98,62.52,63.09,2125300,59.320572
"466",62.41,63.450001,61.169998,62.650002,2270200,58.90686
"467",63.130001,63.98,62.259998,63.619999,2008400,59.818905
"468",63.48,64.709999,63.310001,63.970001,1847900,60.147995
"469",64.050003,64.760002,63.610001,64.5,2148100,60.646324
"470",64.050003,66.059998,63.66,65.5,2376900,61.586582
"471",65.720001,66.110001,64.169998,64.489998,1528100,60.636925
"472",64.889999,64.980003,63.959999,64.75,1196400,60.881393
"473",64.730003,64.830002,63.93,64.690002,1287100,60.824978
"474",64.550003,64.93,64.07,64.739998,1626900,60.871986
"475",64.940002,66.709999,64.900002,66.389999,2167800,62.423401
"476",65.699997,66.980003,64.57,64.879997,1976000,61.003624
"477",64.830002,65.290001,63.790001,64.129997,1487600,60.298431
"478",64.18,64.550003,63.669998,64.099998,703400,60.270229
"479",64.730003,65.339996,64.300003,64.980003,1929100,61.097652
"480",64.489998,65.330002,63.810001,65.169998,1299100,61.276299
"481",65.07,66.110001,64.68,65.910004,2620500,61.972084
"482",65.25,65.480003,63.740002,64.309998,1823800,60.846184
"483",64.519997,65.860001,64.5,65.769997,2655600,62.227531
"484",65.870003,66.169998,64.199997,66.139999,2014400,62.577618
"485",65.879997,66.309998,64.720001,64.870003,2024400,61.376019
"486",64.220001,64.510002,63.080002,64.459999,1972100,60.988098
"487",64.150002,65.379997,63.029999,63.369999,1965800,59.956806
"488",63.73,63.75,61.700001,62.740002,1415600,59.360744
"489",63,63.689999,62.189999,62.540001,1225100,59.171513
"490",63.080002,64.769997,63.009998,63.07,2734100,59.67297
"491",63.459999,64.190002,62.740002,63.200001,1723100,59.795963
"492",62.669998,62.990002,61.84,62,1600000,58.660599
"493",61.849998,62.290001,60.279999,60.57,2250600,57.307625
"494",60.82,62.040001,58.830002,59.299999,2246900,56.10603
"495",59.400002,60.200001,57.52,57.77,2073900,54.658432
"496",57.650002,58.450001,56.66,57.240002,2179300,54.156979
"497",57.240002,58.619999,55.439999,55.5,2904800,52.510693
"498",55.439999,55.860001,54.169998,55.150002,1086200,52.17955
"499",55.310001,56.169998,54.599998,56.16,3758900,53.135151
"500",55.689999,56.560001,54.709999,56.540001,2304300,53.494678
"501",56.700001,57.110001,55.700001,55.939999,2400700,52.926994
"502",55.869999,56.290001,54.939999,56.16,1951800,53.135151
"503",55.880001,57.599998,55.299999,57.09,1646300,54.01506
"504",57,58.099998,56.650002,57.869999,2000900,54.753044
"505",58.200001,60.080002,58.200001,59.709999,1601000,56.493942
"506",59.330002,60.389999,58.889999,59.580002,2408000,56.370941
"507",60,61.459999,59.41,61.169998,1945800,57.875305
"508",60.509998,61.290001,59.98,61,1310500,57.714462
"509",61.360001,63.209999,61.150002,62.860001,2668600,59.474281
"510",63.279999,63.689999,62.720001,63.34,1544100,59.928425
"511",63.049999,63.380001,62.200001,62.360001,2608000,59.001209
"512",62.490002,62.720001,61.73,62.43,1139300,59.06744
"513",62.099998,62.57,61.189999,61.259998,1253400,57.960453
"514",61.139999,62.09,61.09,61.779999,1792500,58.45245
"515",62.200001,63.759998,62.200001,63.619999,1630700,60.19334
"516",63.549999,64.150002,62.84,64.099998,2016500,60.647491
"517",64.379997,64.660004,63.849998,64.419998,1172200,60.950253
"518",64.099998,64.209999,63,63.389999,1486600,59.975731
"519",63.860001,65.169998,63.82,64.400002,1452900,60.931335
"520",64.18,64.360001,63.41,64.150002,918000,60.694801
"521",64.349998,64.879997,63.77,64.75,957300,61.262482
"522",64.989998,65.889999,64.339996,65.330002,1028400,61.811245
"523",65.510002,66.669998,65.199997,66.610001,1272700,63.022301
"524",66.68,66.980003,65.910004,66,1375900,62.44516
"525",65.919998,66.160004,65.370003,65.849998,1160200,62.303234
"526",66.25,67.239998,65.910004,66.510002,1817300,62.927681
"527",66.220001,66.690002,65.089996,65.669998,1441700,62.132935
"528",65.650002,66.120003,65.199997,65.57,1190200,62.038322
"529",65.419998,65.739998,64.459999,64.940002,1683500,61.442253
"530",65.120003,65.389999,64.599998,65.360001,2507400,61.83963
"531",60.209999,62,59.009998,59.189999,7651100,56.001942
"532",59.110001,59.759998,58.419998,59.68,4930500,56.465557
"533",59.369999,60.349998,59.32,59.84,2387600,56.616936
"534",60.400002,61.150002,60.099998,60.91,1617400,57.629311
"535",60.66,61.349998,60.189999,61.110001,1634900,57.818535
"536",60.959999,63.16,60.959999,61.389999,3103200,58.08345
"537",61.599998,62.689999,61.080002,62.080002,1425300,58.736294
"538",61.509998,62.060001,60.5,61.93,1228200,58.594372
"539",62.240002,62.240002,61.040001,61.040001,2404100,57.752312
"540",61.18,61.360001,60.880001,61.040001,1131300,57.752312
"541",60.82,61.34,60.68,61.110001,2507600,57.818535
"542",61.369999,62.290001,61.16,61.66,1682000,58.338917
"543",61.540001,62.150002,61.310001,61.41,2098300,58.49131
"544",61.349998,61.68,60.599998,61.25,1590100,58.338917
"545",61,61.41,60.48,61.09,1711000,58.18652
"546",61.169998,61.43,59.849998,60.16,1622700,57.300713
"547",60.200001,60.259998,59.75,60.040001,1552800,57.186424
"548",60.080002,60.169998,59.32,59.450001,996700,56.624466
"549",59.529999,60.259998,59.27,60.099998,1140500,57.243572
"550",60.200001,60.52,59.959999,60.209999,1091700,57.348343
"551",60.259998,61.18,60.16,60.59,2108400,57.710278
"552",60.57,60.860001,60.299999,60.490002,2108700,57.615032
"553",60.490002,61.540001,60.43,60.82,2439400,57.929348
"554",60.98,61.27,60.66,60.950001,1098000,58.053173
"555",61.119999,61.439999,60.470001,60.759998,1602400,57.872196
"556",60.52,60.630001,59.209999,59.77,2212800,56.929256
"557",59.48,60.810001,59.450001,60.810001,1281300,57.919823
"558",60.34,60.34,59.439999,59.450001,1225200,56.624466
"559",59.360001,59.52,58.75,58.75,1238800,55.957729
"560",59.09,59.48,58.880001,59.48,1295600,56.653038
"561",59.299999,59.77,58.779999,59.290001,1397100,56.472069
"562",59.389999,59.700001,59.139999,59.27,1374300,56.453022
"563",59.689999,60.23,59.439999,59.650002,1846400,56.814957
"564",59.959999,60.66,59.84,60.369999,1333300,57.500736
"565",60.419998,60.48,59.84,60.150002,1106900,57.291195
"566",60.099998,60.400002,59.369999,59.84,1493000,56.995926
"567",60.049999,60.91,59.830002,60.759998,1349300,57.872196
"568",60.759998,61,60.139999,60.630001,1068800,57.748379
"569",60.349998,61.009998,60.349998,60.790001,1171600,57.900776
"570",60.279999,60.509998,59.23,59.549999,1428600,56.719707
"571",59.5,59.669998,58.759998,59.400002,1680700,56.576843
"572",59.82,60.720001,59.73,60.07,1464000,57.214993
"573",60.25,60.939999,59.880001,59.98,729200,57.129272
"574",60.25,60.610001,60,60.450001,990400,57.576939
"575",60.450001,60.77,59.43,59.529999,1771300,56.700661
"576",59.59,60.139999,59.220001,59.419998,1143400,56.595886
"577",59.700001,61.529999,59.68,61.400002,1917900,58.481785
"578",61.490002,62.330002,61.040001,61.16,1892100,58.253189
"579",61.150002,61.279999,60.32,61.279999,1583800,58.367489
"580",61.389999,62.529999,61.240002,62.509998,1661000,59.539028
"581",61.959999,63,61.709999,62.799999,1359300,59.815247
"582",63.009998,64.120003,63.009998,63.830002,1339700,60.796291
"583",63.720001,64.089996,63.57,63.880001,2163300,60.843918
"584",63.720001,64.32,63.27,64.190002,2388700,61.139183
"585",62.990002,62.990002,59.189999,59.349998,4781100,56.529217
"586",59.200001,59.990002,58.509998,59.919998,1902000,57.072121
"587",60.459999,61.439999,60.299999,61.369999,1708000,58.453209
"588",60.75,61.490002,60.619999,60.98,1166600,58.081745
"589",60.59,60.740002,59.580002,60.080002,1692800,57.224522
"590",59.84,59.849998,58.52,59.18,1955400,56.367298
"591",58.790001,58.970001,57.529999,58.349998,1392200,55.576744
"592",58.220001,58.66,57.360001,58.639999,1285600,55.852962
"593",58.02,58.09,57.380001,57.869999,1074300,55.119556
"594",58.099998,58.880001,57.889999,58.419998,1175000,55.643414
"595",58.34,58.900002,58.07,58.299999,1239900,55.529118
"596",58.369999,59.240002,58.259998,58.540001,1367000,55.757713
"597",58.310001,58.990002,58.200001,58.66,836800,55.872005
"598",58.330002,58.75,57.880001,58.060001,854000,55.300529
"599",58.16,58.82,58.060001,58.77,772800,55.976784
"600",58.52,59.43,58.380001,59.25,1021200,56.433968
"601",58.790001,59.439999,58.369999,59.419998,1235000,56.595886
"602",59.459999,60.240002,58.560001,58.720001,1081100,55.929157
"603",58.73,58.959999,57.130001,57.240002,1727200,54.519497
"604",57.060001,57.080002,55.049999,55.459999,2175600,52.824097
"605",55.290001,55.720001,54.299999,54.75,2062100,52.147842
"606",53.709999,55.060001,53.41,54.98,2538700,52.762028
"607",54.830002,56.099998,54.650002,55.900002,1771200,53.644913
"608",56.419998,58.02,56.360001,57.98,1785800,55.641003
"609",58.419998,58.419998,57.25,57.419998,1569900,55.103588
"610",57.59,57.93,57.48,57.709999,1322700,55.381893
"611",58.189999,58.560001,55.75,56.970001,2768800,54.671749
"612",56.540001,56.57,54.5,54.740002,2508200,52.531712
"613",54.73,54.98,53.84,54.630001,2552500,52.426147
"614",54.91,55.459999,54.720001,54.849998,1405400,52.637272
"615",55,55.279999,54.57,55.110001,1375100,52.886784
"616",54.98,55.389999,53.810001,54,1954100,51.821564
"617",53.869999,54,53.25,53.66,1814700,51.495274
"618",54.279999,54.509998,53.919998,54.110001,1328500,51.927128
"619",54.200001,55.110001,53.860001,54.66,1351100,52.454937
"620",54.759998,55.450001,54.639999,54.98,1420300,52.762028
"621",55,55.540001,54.369999,55.419998,2205400,53.184277
"622",55.439999,55.810001,54.950001,55.459999,1073100,53.222664
"623",55.490002,55.68,54.529999,55.400002,1385400,53.165085
"624",55.23,55.400002,54.66,54.959999,1580100,52.742832
"625",54.970001,55.549999,54.740002,55.330002,1254700,53.097908
"626",55.75,56.43,55.5,56,1959800,53.740875
"627",56.290001,56.490002,55.759998,56.310001,1239700,54.038376
"628",56.59,56.740002,55.93,56.130001,772100,53.865635
"629",56.52,57.060001,56.419998,56.860001,789200,54.566185
"630",56.77,56.93,55.950001,56.849998,614700,54.556587
"631",56.91,56.959999,56.279999,56.450001,758900,54.172726
"632",56.16,56.209999,55.099998,55.540001,1017100,53.299438
"633",55.880001,56.310001,55.68,55.869999,1120200,53.616123
"634",55.810001,55.919998,54.290001,54.77,1116100,52.560497
"635",54.799999,54.98,54.240002,54.380001,2308100,52.186234
"636",53.290001,53.799999,52.360001,53.700001,1956600,51.533665
"637",53.639999,54.57,53.389999,54.490002,1603800,52.291798
"638",54.66,54.830002,54.110001,54.290001,1266600,52.099861
"639",54,54.650002,53.48,54.389999,1091700,52.195824
"640",55.02,55.099998,54.400002,54.59,1545800,52.387764
"641",54.779999,55.049999,54.029999,54.23,1316200,52.042282
"642",54.5,56.75,54.360001,56.299999,2525900,54.028774
"643",56.259998,56.759998,56.07,56.650002,1239000,54.364658
"644",56.799999,57.709999,56.139999,56.669998,1696700,54.383846
"645",56.73,56.98,56.380001,56.59,1586700,54.307079
"646",56.700001,56.98,56.25,56.509998,1236700,54.230305
"647",56.389999,57,56.09,56.919998,1510700,54.62376
"648",53.07,54.27,51.799999,53.990002,6778900,51.811966
"649",53.009998,54.25,52.459999,52.490002,3219800,50.372478
"650",52.66,52.970001,52.02,52.240002,1980600,50.132565
"651",51.900002,52.07,49.919998,50.59,3156100,48.549129
"652",51.029999,51.560001,50.68,51.189999,2697800,49.12492
"653",50.919998,52.290001,50.549999,52.139999,1804200,50.036598
"654",52.41,52.779999,51.889999,52.720001,1368600,50.593197
"655",52.470001,52.75,52.130001,52.650002,1536300,50.526028
"656",52.310001,52.400002,51.959999,52.009998,1835100,49.911842
"657",52.209999,52.950001,51.619999,51.68,1912100,49.595154
"658",51.25,51.419998,50.290001,50.34,2103100,48.309212
"659",50.470001,50.950001,50.150002,50.860001,1443400,48.808235
"660",50.98,52.049999,50.689999,51.880001,1504200,49.787086
"661",52.439999,52.84,51.950001,52.5,1479300,50.382076
"662",52.52,52.77,51.990002,52.16,935300,50.055786
"663",52.110001,52.419998,51.52,51.779999,1707300,49.69112
"664",51.869999,52.299999,51.48,51.689999,1287900,49.604752
"665",51.560001,51.66,49.950001,50.07,1643200,48.050098
"666",50.330002,50.599998,50.09,50.57,1461700,48.529934
"667",50.630001,50.790001,50.040001,50.169998,1643700,48.146069
"668",50.209999,51.259998,49.919998,51.150002,923900,49.086533
"669",51.110001,51.459999,50.889999,51.049999,768600,49.542656
"670",51.200001,51.599998,51.07,51.360001,1390300,49.843502
"671",51.09,52.610001,50.779999,52.389999,2111300,50.84309
"672",52.810001,53.310001,52.669998,53.130001,927100,51.561245
"673",53.369999,53.689999,53.130001,53.18,1659000,51.609764
"674",53.380001,53.490002,53.130001,53.419998,1464400,51.842674
"675",53.41,55.93,53.41,55.869999,2019400,54.220337
"676",55.799999,56.799999,55.419998,56.599998,2342000,54.92878
"677",56.369999,56.650002,55.5,56.380001,1694500,54.715279
"678",56.900002,56.990002,56,56.25,1183200,54.589119
"679",56.43,57.240002,56.32,57.169998,1395300,55.481949
"680",56.990002,57.599998,56.68,57.549999,1476900,55.850731
"681",57.529999,57.630001,55.560001,55.68,2197700,54.035946
"682",55.400002,55.560001,54.43,55.040001,2007300,53.414845
"683",55.049999,55.310001,54.700001,55.040001,1239200,53.414845
"684",55.52,56.459999,55.360001,56.259998,2106000,54.59882
"685",56.220001,56.52,55.759998,56.209999,1377300,54.550297
"686",56.200001,56.41,55.450001,55.849998,1122600,54.200924
"687",56.049999,56.220001,55.529999,56.139999,1195800,54.482365
"688",56.32,57.299999,56.119999,57.09,1398600,55.404316
"689",57.34,57.709999,56.939999,57.470001,1687800,55.773098
"690",57.639999,58.130001,57.380001,57.5,1575900,55.802208
"691",57.700001,58.360001,57.599998,58.110001,1127900,56.394199
"692",57.599998,57.950001,56.360001,56.720001,1341600,55.045242
"693",56.220001,56.849998,55.18,56.619999,1390300,54.948189
"694",56.610001,56.880001,55.650002,56.630001,1254700,54.957897
"695",56.73,57.119999,56.130001,56.169998,1192400,54.511475
"696",56,56,55.07,55.34,1328200,53.70599
"697",55.709999,55.880001,55.16,55.509998,1311000,53.870964
"698",55.52,56.080002,55.220001,55.720001,976000,54.074768
"699",55.52,56.540001,55.52,56.060001,1024800,54.404728
"700",55.82,56.330002,55.57,56.240002,805500,54.579414
"701",56.25,56.830002,55.970001,56.68,1875200,55.00642
"702",56.950001,56.950001,56.209999,56.32,1260100,54.657051
"703",56.580002,57.610001,56.369999,57,1474300,55.316975
"704",57.150002,57.150002,56.740002,56.98,1572300,55.297565
"705",57.18,57.310001,56.970001,57.16,1352500,55.472248
"706",57.360001,59.32,57.119999,59.299999,2654000,57.549061
"707",58.900002,59.560001,58.610001,59.470001,1502100,57.714043
"708",59.549999,59.720001,58.529999,58.900002,1582000,57.160873
"709",57.41,57.889999,56.060001,56.84,3497200,55.161694
"710",56.740002,57.130001,54.549999,54.57,3442700,52.958721
"711",54.66,54.990002,54.07,54.689999,3482500,53.07518
"712",52.970001,54.860001,51.900002,53,4119100,51.435081
"713",52.950001,53.209999,52.34,52.720001,1963800,51.163349
"714",52.790001,53.330002,52.580002,52.700001,1455300,51.143936
"715",53.130001,54.07,52.82,53.610001,1275600,52.027069
"716",53.849998,55.060001,53.650002,54.380001,2068000,52.774334
"717",54.720001,54.919998,54.119999,54.48,1394200,52.87138
"718",54.709999,55.060001,53.400002,53.509998,1308500,51.930019
"719",53.549999,53.84,53.189999,53.790001,1061900,52.201756
"720",53.740002,53.790001,53.049999,53.310001,1035200,51.735928
"721",53.5,53.529999,52.619999,52.669998,1481300,51.114822
"722",52.82,52.82,51.720001,51.950001,1489500,50.41608
"723",52.110001,52.220001,51.299999,51.299999,1502200,49.785271
"724",51.369999,52.720001,51.27,52.52,1827200,50.96925
"725",52.540001,52.84,51.830002,51.959999,1169300,50.425789
"726",51.970001,52.43,51.669998,52.41,1071200,50.862499
"727",52.459999,53.330002,52.299999,52.389999,2192900,50.84309
"728",52.389999,52.75,52.209999,52.549999,1364700,50.998367
"729",52.810001,53.029999,52.080002,52.279999,802000,50.73634
"730",51.73,52.599998,51.650002,52.419998,1093800,50.8722
"731",51.509998,52.099998,50.619999,51.060001,2205400,49.552364
"732",51.209999,51.450001,50.619999,50.73,2356000,49.232105
"733",50.700001,50.700001,50.220001,50.48,696700,49.546185
"734",50.419998,50.889999,50.299999,50.669998,1759200,49.732666
"735",50.560001,50.75,49.82,50.099998,1635300,49.173214
"736",50.130001,51.650002,50.099998,51.130001,1881700,50.184162
"737",51.07,51.349998,50.029999,50.349998,1508300,49.418587
"738",50.689999,51.200001,50.529999,51.060001,1062200,50.115459
"739",51.060001,51.630001,50.990002,51.529999,1616000,50.576763
"740",51.360001,51.439999,50.77,51.209999,1694100,50.262684
"741",51.48,51.560001,50.849998,51.169998,1124500,50.223419
"742",51.16,51.830002,51.080002,51.360001,1326500,50.409904
"743",51.560001,51.91,50.669998,50.810001,1593500,49.870083
"744",51.200001,52.200001,51,51.98,2896800,51.018436
"745",51.799999,52.619999,51.799999,52.450001,1280000,51.479744
"746",52.540001,52.970001,52.330002,52.950001,2549400,51.970493
"747",52.830002,53.450001,52.439999,53.25,2803600,52.264946
"748",53.959999,54.93,53.689999,53.860001,6347500,52.863659
"749",54.040001,54.25,52.860001,53.049999,2770900,52.068642
"750",52.970001,53.619999,52.82,53.279999,747700,52.294388
"751",53.279999,53.610001,53.209999,53.610001,795000,52.618286
"752",53.799999,53.970001,53.529999,53.830002,1084800,52.834217
"753",53.849998,53.970001,53.459999,53.779999,1395400,52.785141
"754",53.759998,54.040001,53.279999,53.900002,1644600,52.902924
"755",54.25,54.419998,53.09,53.540001,1771400,52.54958
"756",53.119999,53.470001,52.689999,53.380001,1955300,52.39254
"757",53.709999,54.98,53.549999,54.630001,2429900,53.619419
"758",54.389999,54.799999,54.130001,54.490002,2385800,53.482006
"759",54.619999,55.470001,54.080002,55.02,1979000,54.002201
"760",55.119999,55.189999,54.310001,54.959999,1341100,53.94331
"761",55.02,55.43,55,55.07,1044500,54.051277
"762",55.169998,55.389999,54.759998,55.389999,1778800,54.365356
"763",55.25,55.950001,55.060001,55.950001,2209500,54.914997
"764",55.630001,56.59,55.5,55.919998,1251200,54.885551
"765",55.939999,56.700001,55.740002,56.57,1139000,55.523529
"766",56.720001,57.060001,56.439999,56.57,1020000,55.523529
"767",56.32,56.790001,55.889999,56.5,1495600,55.454826
"768",56.450001,56.66,56.02,56.48,941100,55.435192
"769",56.209999,57.049999,55.959999,56.740002,1267500,55.690384
"770",56.889999,56.919998,55.560001,56.119999,1415200,55.081848
"771",55.299999,56.400002,55.27,55.939999,1294000,54.905182
"772",56.029999,56.57,55.889999,56.09,1274300,55.05241
"773",56.32,56.849998,56.119999,56.299999,1043400,55.258522
"774",56.099998,56.369999,55.73,56.259998,1136400,55.219261
"775",56.080002,56.169998,55.389999,55.580002,3851300,54.551842
"776",55.75,56.720001,55.740002,56.310001,1656800,55.268341
"777",56.869999,57.310001,56.82,56.91,1382800,55.857239
"778",57.029999,58.080002,57.029999,58.02,1489100,56.946705
"779",58.27,58.380001,57.5,57.5,1257200,56.436325
"780",57.099998,57.91,57.02,57.779999,979300,56.711147
"781",57.580002,58.049999,57.41,57.84,1316000,56.770035
"782",58.27,58.689999,57.880001,58.049999,1890600,56.976151
"783",61.09,61.939999,55.490002,55.5,6471100,54.473324
"784",55.279999,55.73,54.470001,55.360001,2232900,54.335911
"785",55.48,55.790001,54.880001,55.25,2123400,54.227947
"786",55.150002,55.450001,53.98,54.450001,2385900,53.442745
"787",54.380001,55.09,53.919998,54.880001,1688600,53.864792
"788",54.73,55.43,54.580002,55.41,1113000,54.384987
"789",55.029999,55.48,54.869999,55.290001,1636700,54.267208
"790",54.34,54.599998,53.470001,54.200001,1706800,53.197372
"791",54.169998,54.169998,51.400002,51.419998,2277800,50.468796
"792",51.540001,53.130001,51.419998,51.740002,3070100,50.782879
"793",50.799999,51.77,49,50.009998,3142100,49.084877
"794",48.709999,49.619999,47.619999,49.610001,3088400,48.69228
"795",49.610001,51.48,49.349998,51.48,2477300,50.527687
"796",51.400002,52.240002,49.709999,50.43,1652700,49.497112
"797",50.84,52.490002,50.57,52.48,2162600,51.509186
"798",50.91,51.470001,49.41,50.119999,2352100,49.192844
"799",48.16,49.43,47.16,48.040001,3069500,47.693729
"800",45.43,46,42.669998,43.009998,3171200,42.699982
"801",44.119999,45.189999,41.700001,43.889999,2905700,43.573639
"802",42.490002,43.220001,40.419998,40.939999,2655300,40.644905
"803",38.549999,39.240002,36.32,38.400002,3960000,38.123215
"804",40.450001,42.580002,37.849998,42.560001,4338300,42.253231
"805",37.5,44.220001,37.439999,41.849998,3976300,41.548344
"806",42.369999,44.380001,41.130001,43.990002,4529600,43.672924
"807",41.59,45.389999,38.509998,40.450001,4106800,40.158436
"808",39.990002,42.080002,37.34,38.509998,2754200,38.232418
"809",38.73,41.200001,36.57,36.939999,4171300,36.673737
"810",36.650002,37.27,34.009998,34.560001,3005600,34.310894
"811",36.330002,39.049999,36,37.470001,3067600,37.199917
"812",37.130001,39.279999,36.950001,37.540001,3072100,37.269413
"813",37.810001,38.900002,37.349998,38.619999,2907600,38.341625
"814",37.23,38.84,35.41,38.060001,3070400,37.785664
"815",38.16,40.73,37.07,40.299999,2211200,40.009518
"816",39.900002,40.700001,38.650002,39.009998,2228900,38.728813
"817",37.029999,38.369999,36.720001,37.849998,1565200,37.577175
"818",37.470001,40.220001,37.049999,40,2559400,39.711681
"819",39.799999,41.540001,39.779999,41.009998,1847000,40.714397
"820",42.41,43.23,41.139999,42.900002,2000100,42.590778
"821",44.669998,45.23,43.450001,43.529999,2121200,43.216236
"822",43.740002,46.060001,43.560001,45.619999,1708700,45.291172
"823",45.869999,48.240002,45.709999,47.400002,2077600,47.058342
"824",47.240002,47.5,44.07,45.02,1689600,44.695496
"825",45.66,47.279999,45.43,46.57,1816400,46.234325
"826",45.509998,45.759998,43.450001,44.599998,1579800,44.278522
"827",44.82,44.82,42.41,43.169998,2695700,42.858829
"828",44.139999,44.759998,43.509998,44.380001,2335200,44.060112
"829",43.5,44.59,43.220001,43.490002,1630800,43.176525
"830",42.509998,42.779999,41.73,42.099998,1830600,41.796543
"831",42.900002,42.900002,41.849998,42.099998,1453900,41.796543
"832",42.209999,43.259998,41.799999,41.869999,1500700,41.568199
"833",42.07,43.220001,41.880001,43.029999,1354800,42.719837
"834",43.209999,44.84,42.970001,44.59,1647400,44.268597
"835",46.130001,46.27,44.939999,45.439999,2673600,45.112469
"836",46.240002,47.240002,45.919998,46.169998,3032700,45.837204
"837",41.869999,42.82,40.549999,41.009998,5459100,40.714397
"838",40.310001,40.470001,38.830002,38.919998,2659900,38.639462
"839",38.5,38.799999,37.279999,38.189999,2930700,37.914726
"840",38.43,38.599998,37.439999,37.439999,1993000,37.170132
"841",37.880001,38.290001,37.150002,37.68,2020500,37.408401
"842",38.139999,38.630001,37.150002,37.599998,2050200,37.328979
"843",38.369999,39.060001,37.959999,38.889999,1593400,38.60968
"844",38.599998,39.02,38.209999,38.540001,1883500,38.262203
"845",38.59,38.779999,37.689999,37.689999,2103300,37.418331
"846",37.34,37.419998,35.75,36.220001,2382900,35.958927
"847",35.560001,36.5,34.630001,36.290001,2442500,36.028423
"848",36.310001,36.959999,35.950001,36.349998,1955300,36.08799
"849",37.389999,38.82,37.389999,38.549999,1873600,38.272133
"850",38.5,38.639999,37.52,37.830002,1478800,37.557323
"851",38.279999,38.57,37.720001,37.889999,1692100,37.61689
"852",37.639999,37.880001,36.700001,36.790001,5581700,36.524818
"853",36.540001,37.130001,36.119999,36.830002,2851300,36.564533
"854",37.34,37.740002,36.369999,36.73,5742300,36.465252
"855",37.630001,39.799999,37.310001,39.740002,4859500,39.453556
"856",40.349998,40.450001,38.27,38.349998,2894800,38.07357
"857",37.599998,38.040001,37.110001,37.959999,3545200,37.686382
"858",38.150002,38.400002,37.73,37.970001,1907800,37.696312
"859",38.619999,39.400002,38.299999,39.32,2103000,39.036583
"860",40,41.59,39.900002,40.540001,4122000,40.247787
"861",40.599998,42.310001,40.41,42.310001,7418200,42.005032
"862",43.709999,44.290001,42.290001,42.400002,2951300,42.094383
"863",43.25,43.68,42.619999,43.369999,2808500,43.057388
"864",42.259998,42.529999,41.619999,41.75,2709100,41.449066
"865",41.720001,41.73,39.470001,39.5,2091100,39.215286
"866",38,38.5,36.380001,36.549999,3151300,36.286549
"867",37.650002,38.099998,36.75,38.049999,3262200,37.775734
"868",36.84,38.66,36.509998,38.259998,2470200,37.984222
"869",39.75,39.98,38.139999,39.799999,4256800,39.513123
"870",39.93,40.02,38.540001,38.77,2004100,38.490547
"871",38.259998,39.299999,38.060001,39.080002,1357100,38.798313
"872",39.52,39.900002,37.919998,38.029999,3881400,37.755878
"873",37.810001,38.080002,37.27,37.950001,1757300,37.676456
"874",38.470001,38.529999,37.650002,37.970001,1891200,37.696312
"875",37.380001,37.419998,36.07,36.5,3022200,36.236908
"876",36.139999,36.139999,35.02,35.580002,3318100,35.32354
"877",35.349998,35.419998,34.209999,34.43,3603500,34.181828
"878",34.990002,35.700001,34.810001,35.419998,2799900,35.164692
"879",35.43,35.450001,33.549999,34.360001,6523600,34.112335
"880",34.529999,35.560001,34.009998,35.060001,2926200,34.807289
"881",35.720001,36.139999,35.16,35.34,1441200,35.08527
"882",36,36.290001,35.150002,35.66,1564500,35.402962
"883",35.16,35.349998,34.650002,34.66,2008800,34.410172
"884",34.799999,35.119999,34.400002,34.740002,2131200,34.489597
"885",34.52,34.630001,33.18,33.25,2151200,33.010334
"886",33.360001,34.700001,33.220001,34.66,1506700,34.410172
"887",34.619999,34.740002,33.669998,34.32,2087000,34.07262
"888",34.060001,35.220001,33.709999,35.080002,1805600,34.827145
"889",35.830002,36.580002,35.580002,35.77,2148700,35.512169
"890",35.669998,36.450001,35.48,36.07,1213200,35.810009
"891",36.009998,36.400002,35.669998,36.080002,1492100,35.819939
"892",35.919998,35.919998,34.790001,35,1856900,34.747719
"893",35.310001,36.240002,35.310001,35.849998,1816000,35.591591
"894",35.599998,35.990002,35.27,35.799999,1422900,35.541954
"895",35.740002,36.77,35.669998,36.549999,1922600,36.286549
"896",36.400002,36.75,36.240002,36.490002,1574500,36.226982
"897",36.330002,36.490002,35.799999,36.150002,1613800,35.889431
"898",36,36.84,36,36.32,2112900,36.058205
"899",36.509998,36.93,36.02,36.73,2572800,36.465252
"900",38.419998,39.02,37.130001,37.439999,4293000,37.170132
"901",37.529999,38.310001,36.98,37.52,4405800,37.249557
"902",37.540001,37.560001,36.68,36.810001,1759200,36.544674
"903",36.779999,37.240002,36.599998,36.75,1562900,36.485107
