"","ADI.Open","ADI.High","ADI.Low","ADI.Close","ADI.Volume","ADI.Adjusted"
"445",86.790001,87.230003,85.519997,86.480003,2879400,81.536224
"446",86.620003,86.949997,85.589996,86.760002,3950200,81.800209
"447",85.459999,86.040001,83.18,83.900002,8523800,79.103714
"448",85.559998,86.589996,83.25,83.669998,4849900,78.886856
"449",85.230003,85.769997,83.07,84.169998,3600600,79.358253
"450",83.709999,84.669998,83.099998,83.900002,3153700,79.103714
"451",84.790001,85.839996,84.139999,85.760002,3397300,80.857384
"452",86.349998,86.419998,84.599998,85.25,3529100,80.376534
"453",83,84.290001,81.550003,83.169998,4923200,78.415428
"454",82.93,84.220001,81.870003,82.339996,2564400,77.632874
"455",83.010002,83.389999,82.360001,82.550003,2337000,77.830887
"456",80.739998,83.010002,79.699997,82.650002,4656400,77.925156
"457",80.32,80.739998,77.760002,77.82,7790900,73.371277
"458",78.940002,79.900002,78.760002,79.080002,4192500,74.559258
"459",77.559998,80.099998,76.620003,79.029999,4536600,74.512108
"460",81.32,81.949997,78.980003,80.410004,5055500,75.813225
"461",80.620003,82.860001,80.419998,82.800003,4698800,78.066582
"462",83.93,84.300003,82.879997,83.709999,3498700,78.924553
"463",84.160004,88.5,83.720001,88,3669500,82.969307
"464",88.32,89.010002,86.25,87.18,3754900,82.196198
"465",87.089996,87.419998,85.589996,86.379997,2143600,81.441933
"466",86.559998,88,86.370003,87.959999,1751300,82.931595
"467",89.010002,89.019997,87.389999,88.309998,2253800,83.261597
"468",87.589996,90.080002,87.589996,89.93,2551100,84.788986
"469",89.459999,89.730003,87.010002,87.589996,3043200,82.582741
"470",86.400002,86.620003,84.099998,84.199997,3334300,79.386551
"471",84.839996,86.809998,84.629997,85.300003,3042500,80.423676
"472",86.32,87.110001,85.470001,86.129997,2395700,81.206223
"473",86.029999,89.870003,86.029999,89.82,4772900,84.68528
"474",88.099998,89.959999,87.639999,89.480003,3167900,84.364723
"475",89.620003,89.970001,85.449997,85.519997,6808500,80.631096
"476",84.760002,89.870003,83.839996,89.019997,6660100,83.930992
"477",89.550003,90.830002,88.209999,89.68,3561100,84.553284
"478",88.650002,89.400002,87.870003,88.639999,1163000,83.572723
"479",90.309998,90.629997,89.019997,90.07,2474600,84.920982
"480",89.459999,90.139999,88.360001,89.580002,2614600,84.459
"481",89.43,90.790001,88,90.720001,3864600,85.994614
"482",89.980003,90.589996,89.349998,89.519997,2831700,84.857117
"483",89.699997,91.970001,88.790001,91.919998,3335800,87.132111
"484",93.339996,94.620003,92.809998,93.510002,3563800,88.639282
"485",93.139999,93.379997,90.339996,90.440002,3858000,85.72921
"486",87.330002,89.550003,86.169998,89.529999,2957300,84.866585
"487",89.07,89.980003,86.190002,86.419998,2961000,81.918594
"488",86.360001,88.639999,86,88.480003,2600600,83.871284
"489",89.910004,91.040001,88.279999,88.639999,2094300,84.022949
"490",90.519997,90.519997,89,89.080002,2301000,84.440033
"491",89.669998,89.989998,88.080002,88.459999,1668400,83.852333
"492",87.480003,88.389999,86.970001,87.269997,2947800,82.724319
"493",87.25,88.959999,86.75,87.309998,2933800,82.762222
"494",88.230003,89.360001,87.5,88.050003,2873900,83.463684
"495",86.730003,87.919998,83.239998,83.690002,4216200,79.330788
"496",83.239998,84.550003,81.529999,82.739998,3555400,78.430267
"497",83.410004,85.110001,81.940002,82.32,5189000,78.032158
"498",82.110001,82.910004,80.360001,80.419998,1353300,76.23111
"499",81.190002,84.43,80.080002,84.339996,2519000,79.946915
"500",83.260002,85.43,81.860001,85.360001,2070300,80.913803
"501",85.489998,86.900002,84.43,85.459999,2070700,81.008598
"502",86.089996,86.540001,84.970001,85.830002,1748400,81.359329
"503",84.029999,86.43,83.959999,85.919998,2523900,81.444633
"504",82.989998,84.349998,80.550003,80.730003,4376600,76.524979
"505",81.459999,83.010002,80.459999,82.690002,3470000,78.382881
"506",82.540001,84.190002,82.080002,83.209999,2656300,78.875793
"507",84.269997,85.279999,82.669998,85.239998,3993500,80.800056
"508",85.82,88.5,85.82,87.400002,3321600,82.847557
"509",86.889999,88.660004,86.57,88.610001,2042400,83.994522
"510",88.07,91.110001,88.07,90.059998,3029800,85.368988
"511",88.68,88.989998,87.360001,87.5,2239300,82.942345
"512",87.660004,88.540001,87.010002,87.610001,1960500,83.046608
"513",87.599998,88.519997,86.889999,87,1667100,82.468384
"514",86.510002,88.849998,85.440002,88.809998,2563000,84.18409
"515",89.610001,91.529999,88.43,91.360001,3471600,86.601273
"516",90.57,90.75,88.209999,89.129997,2749500,84.487427
"517",89.400002,89.709999,87.769997,88.860001,1590400,84.231499
"518",90.529999,95.5,90.529999,94.75,6478700,89.814705
"519",95.800003,98.150002,95.550003,97.669998,4301100,92.582596
"520",94.949997,97.699997,94.860001,97.339996,2260100,92.269791
"521",98.300003,98.300003,96.57,97.010002,2171800,91.956993
"522",97.57,99.440002,97.110001,99.010002,2653700,93.852814
"523",98.739998,98.959999,98.029999,98.860001,2588200,93.710617
"524",99.169998,100.629997,98.839996,100.540001,3074200,95.303108
"525",100.470001,100.790001,98.730003,99.699997,2541900,94.506882
"526",99.540001,100.510002,99.050003,100.400002,2472600,95.170403
"527",101.050003,103.480003,101,102.410004,3279400,97.075714
"528",101.32,102.099998,99.540001,100.629997,3471800,95.388428
"529",99.449997,100.919998,99.07,100.730003,2407700,95.483231
"530",102.400002,102.650002,101.019997,101.75,2232300,96.450073
"531",103.129997,104.879997,102.879997,104.059998,3693600,98.639771
"532",104.43,105.089996,103.470001,104.419998,2417100,98.981018
"533",104.230003,105.040001,103.610001,104.489998,2971500,99.047348
"534",105.370003,105.830002,104.290001,105.739998,2289400,100.232254
"535",105.440002,105.699997,104.150002,104.220001,3722200,98.79142
"536",105.099998,108.279999,104.709999,106.82,4811700,101.256004
"537",106.330002,106.800003,104.919998,105.279999,3518500,99.796211
"538",106.080002,106.330002,105.190002,105.910004,2248000,100.393394
"539",106.800003,108.220001,106.610001,107.900002,3987500,102.279739
"540",107.360001,107.860001,106.800003,107.18,2083400,101.597244
"541",106.330002,106.620003,104.970001,105.93,2617100,100.412346
"542",104.949997,107.220001,104.949997,106.959999,3212300,101.908211
"543",107.839996,108.790001,106.75,108.440002,2821400,103.318306
"544",109,109.480003,106.760002,108.660004,2518100,103.527908
"545",108.610001,109.040001,107.959999,108.230003,2843100,103.118225
"546",108.32,108.660004,106.559998,106.790001,2028000,101.746246
"547",106.760002,106.760002,105.220001,105.68,2507000,100.68866
"548",104.75,105.68,104.120003,105.410004,4791700,100.431412
"549",105.449997,107.739998,105.43,107.68,2884100,102.594208
"550",107.669998,108.550003,106.660004,107.910004,2392000,102.813332
"551",108.419998,109.059998,107.690002,108.080002,1814100,102.975311
"552",108.389999,108.389999,107.120003,108.25,1961300,103.137276
"553",108.980003,110.650002,108.349998,109.389999,4574400,104.223442
"554",109.029999,110.370003,108.43,109.150002,2745900,103.994781
"555",109.910004,110.379997,109.290001,109.949997,1944900,104.756989
"556",109.970001,110.269997,108.120003,108.610001,2640800,103.48027
"557",109,111.120003,108.5,110.18,3724900,104.97612
"558",109.790001,109.989998,107.32,107.400002,2300200,102.327423
"559",104.839996,106.089996,104,105.25,2690800,100.278992
"560",106.029999,107.139999,105.720001,107.099998,3310000,102.041595
"561",106.959999,107.470001,103.779999,104.959999,2621100,100.002655
"562",105.059998,105.639999,103.300003,104.07,2615200,99.154701
"563",105.169998,105.760002,104.599998,105.269997,2777700,100.298027
"564",106.519997,108.620003,106.260002,108.279999,3445800,103.165871
"565",108.129997,108.489998,107.410004,108.110001,1684200,103.003899
"566",109.620003,111.059998,109.160004,109.839996,2739500,104.652168
"567",109.760002,110.959999,109.139999,110.540001,2435700,105.31913
"568",111.089996,111.800003,110.550003,111.459999,2529000,106.195663
"569",110.75,111.830002,110.360001,111.739998,2237900,106.46244
"570",111.5,111.730003,110.080002,110.489998,1856900,105.271492
"571",110.400002,112.120003,109.949997,112.07,1966700,106.776848
"572",112.370003,112.68,111.169998,111.82,1784900,106.538666
"573",112.82,114.290001,112.139999,114.209999,1984200,108.815781
"574",114.440002,114.589996,112.620003,112.940002,1420500,107.605774
"575",113.330002,114.989998,113.25,114.599998,2298600,109.187363
"576",115.080002,115.93,113.849998,114.400002,2505900,108.996819
"577",115.089996,115.089996,113.760002,114.790001,2052800,109.368401
"578",114.410004,114.599998,113.449997,113.610001,2295900,108.244125
"579",113.57,114.400002,113.220001,114.110001,3437900,108.720512
"580",114.779999,118.540001,114.150002,117.290001,5727100,111.75032
"581",116.379997,116.400002,113.510002,115.019997,2952900,109.587517
"582",113.25,114.589996,112.160004,114.440002,2244900,109.034927
"583",114.25,114.790001,113.400002,113.879997,1877100,108.501373
"584",114.459999,116.830002,113.93,116.239998,2624800,110.749901
"585",116.559998,116.959999,114.639999,114.699997,1601800,109.282646
"586",114.830002,117.419998,114.550003,116.959999,2223200,111.435898
"587",117.580002,117.959999,115.93,116.949997,2476300,111.426369
"588",114.07,115.389999,113.400002,114.93,2247800,109.50177
"589",113.400002,114.290001,111.790001,113.68,2965400,108.310814
"590",112.459999,112.970001,110.470001,110.550003,3819500,105.328644
"591",109.139999,111.089996,107.849998,110.550003,3408800,105.328644
"592",110.209999,111.150002,107.68,110.599998,2422000,105.376289
"593",107.139999,107.68,103.660004,104.230003,4900300,99.307144
"594",105.169998,107.209999,104.980003,106.75,2271900,101.70813
"595",105.589996,108.830002,105.529999,107.889999,2305600,102.794281
"596",105.660004,106.18,104.059998,104.699997,4409800,99.754944
"597",103.220001,103.860001,100.190002,100.830002,5468000,96.067741
"598",97.879997,99.239998,96.720001,97.5,4506000,92.895012
"599",101.419998,101.75,99.099998,99.879997,4636600,95.162598
"600",98.839996,103.099998,98.589996,101.440002,5187100,96.648918
"601",99.480003,100.559998,97.599998,98.730003,3387300,94.066917
"602",99.57,100.419998,98.330002,98.419998,2283100,93.771553
"603",98.660004,99.139999,96.760002,97.110001,3602400,92.52343
"604",96.120003,98.830002,95.940002,98.110001,3051200,93.476196
"605",97.82,99.57,97.370003,98.059998,2099600,93.945625
"606",96.989998,98.589996,96.480003,96.620003,2156800,92.566071
"607",97.309998,98.32,95.510002,96.07,2900000,92.039139
"608",97.510002,101.080002,96.910004,100.970001,3588600,96.733551
"609",101.639999,102.43,98.43,99.870003,1785600,95.679703
"610",99.709999,100.309998,98.629997,99.970001,1881100,95.775497
"611",100.669998,100.989998,99.730003,100.690002,3046400,96.465309
"612",104.290001,107.529999,103.129997,106.550003,4179100,102.079422
"613",107.669998,108.559998,104.669998,105.169998,2325100,100.757309
"614",104.889999,104.889999,103.660004,104.370003,1506600,99.990891
"615",104.779999,105.870003,104.489998,105.779999,1696200,101.341728
"616",103.440002,104.410004,102.779999,104.019997,2327200,99.655563
"617",104.199997,105.779999,103.470001,105.099998,1859200,100.690262
"618",106.690002,110.589996,106.050003,109.940002,3190000,105.327187
"619",110.489998,111.529999,109.5,111.040001,2474500,106.381027
"620",113.550003,113.940002,111.510002,112.559998,2437100,107.837265
"621",112.120003,114.360001,111.529999,113.669998,4351300,108.900688
"622",113.709999,114.32,112.660004,112.900002,2052100,108.162987
"623",113.010002,113.540001,109.849998,110.279999,2516200,105.652916
"624",111.489998,112.739998,110.389999,110.870003,3823400,106.218155
"625",111.690002,113.720001,111.279999,112.839996,2054000,108.105507
"626",113.360001,114.419998,112.610001,112.870003,6136800,108.134239
"627",117.169998,118.139999,114.410004,115,2586300,110.174881
"628",114.489998,114.5,112.639999,113.510002,1357300,108.747398
"629",113.620003,113.669998,111.860001,113.169998,1444500,108.421654
"630",112.07,112.980003,111.309998,112.860001,1022100,108.124672
"631",112.190002,112.620003,111.43,111.830002,1790500,107.137886
"632",111.760002,113.919998,111.400002,113.290001,1952600,108.536613
"633",114.68,115.730003,112.940002,114.010002,1762000,109.226425
"634",114.269997,114.269997,113.029999,113.919998,1414200,109.140175
"635",114.220001,116.260002,114.220001,116.199997,2139300,111.324532
"636",116.900002,117.690002,116.220001,117.019997,1228300,112.110123
"637",116,116.089996,114.160004,115.459999,2007400,110.61557
"638",115.940002,116.010002,113.93,113.940002,1545000,109.15934
"639",114,116.25,113.25,116.010002,2245000,111.142502
"640",116.290001,117.07,115.519997,115.779999,1558600,110.922142
"641",116.050003,118.080002,115.550003,117.709999,1667000,112.771164
"642",118.5,119.93,117.690002,119.919998,2307800,114.888443
"643",121.019997,124.790001,120.510002,124.639999,4240300,119.410408
"644",123.190002,124.099998,120.580002,122.18,2675400,117.053627
"645",122.779999,123.040001,121.709999,121.800003,1372900,116.68956
"646",122.080002,122.5,120.82,121.209999,1694700,116.124313
"647",120.300003,121.379997,119.57,120.959999,1163000,115.884819
"648",120.970001,120.970001,116.059998,117.459999,2460100,112.531654
"649",117.779999,120.150002,113.110001,114.459999,2978600,109.657539
"650",114.209999,114.940002,112.239998,112.68,2717700,107.952217
"651",109.440002,109.849998,106.139999,107.629997,3642300,103.114105
"652",108.860001,110.389999,108.129997,109.279999,2868500,104.69487
"653",107.849998,110.260002,107.160004,109.82,2048700,105.212212
"654",110.220001,112.459999,109.400002,112.330002,1837600,107.616905
"655",111.230003,111.849998,109.779999,110.660004,1713700,106.016983
"656",110.220001,110.620003,108.279999,108.959999,1395200,104.388298
"657",109.110001,113.580002,108.139999,113.019997,3047900,108.277954
"658",110.580002,111.709999,109.550003,110.309998,1840600,105.681656
"659",110.610001,110.949997,107.809998,108.449997,2161500,103.899689
"660",109.809998,111.25,109.199997,110.519997,2576200,105.882843
"661",113.059998,113.720001,110.809998,111.169998,2784500,106.505577
"662",110.370003,111.459999,109.93,110.290001,2254700,105.662498
"663",109,111.699997,107.779999,108.589996,3236500,104.033813
"664",108.550003,109.400002,107.220001,108.629997,2761400,104.072144
"665",106.980003,107.510002,103.720001,104.169998,4382700,99.799278
"666",105.57,106.089996,105,106.029999,2510400,101.58123
"667",107.290001,107.790001,106.32,107.050003,2222700,102.558456
"668",106.440002,108.059998,105.830002,108.029999,1553300,103.497314
"669",109.260002,110.370003,108.839996,109.019997,1949100,104.970497
"670",109.959999,110.959999,109.169998,109.830002,1881700,105.750404
"671",108.709999,108.949997,105.830002,106.379997,2607300,102.428558
"672",108.209999,109.230003,108.139999,109.190002,1181100,105.134193
"673",111.269997,113.900002,111.099998,113.019997,2294800,108.821907
"674",113.230003,113.550003,112.43,112.669998,1217100,108.484901
"675",113.190002,113.769997,112.279999,112.870003,1208600,108.677483
"676",112.360001,113.980003,111.25,113.980003,1459700,109.746254
"677",114.029999,116.379997,113.209999,115.040001,2387300,110.766884
"678",118,118.459999,115.529999,116.209999,2053700,111.893425
"679",116.029999,116.989998,115.419998,116.519997,1646300,112.191902
"680",115.18,115.809998,114.57,115.260002,1192000,110.978706
"681",114.980003,115.870003,114.440002,115.279999,1426800,110.997971
"682",115.209999,116.620003,114.82,116.559998,1350500,112.230415
"683",116.099998,116.839996,115.07,115.879997,1636000,111.575668
"684",115.760002,116.620003,114.620003,115.330002,3204100,111.046104
"685",114.949997,115.139999,113.400002,114.290001,1593900,110.044739
"686",115.040001,115.059998,110.610001,110.959999,2916400,106.838425
"687",111.139999,113.059998,109.760002,112.68,2349700,108.494545
"688",112.849998,113.440002,111.669998,113.139999,1020500,108.937454
"689",112.959999,113.860001,110.370003,111.040001,1517800,106.915459
"690",112.150002,112.239998,110.540001,111.730003,2276600,107.579842
"691",114.809998,116.190002,109.559998,109.779999,2901800,105.702263
"692",109.129997,109.809998,108.110001,108.970001,1545800,104.922348
"693",108.870003,111.300003,108,110.870003,1816100,106.75177
"694",111.849998,113.220001,111.190002,113.029999,1437500,108.831543
"695",112.919998,113.290001,110.779999,110.839996,1658300,106.722885
"696",109.989998,110.360001,106.089996,106.129997,3196500,102.187843
"697",107.769997,108.870003,106.779999,108.07,1869200,104.055779
"698",107.800003,109.769997,107.519997,108.440002,1883200,104.412033
"699",109.730003,112.720001,109.730003,111.220001,2613900,107.088783
"700",110.57,111,109.989998,110.339996,1755600,106.241463
"701",110.75,113.410004,110.5,113.290001,2615400,109.081894
"702",112.709999,113.25,110.389999,110.589996,1928100,106.482162
"703",111.769997,112.260002,109.629997,110,1494100,105.914101
"704",110.169998,110.43,108.419998,109.480003,1444800,105.413406
"705",110.190002,111.480003,109.989998,111.110001,1327300,106.982864
"706",111.25,112.239998,110.730003,110.879997,1641100,106.761406
"707",107.5,107.75,104.580002,105.57,4584000,101.648643
"708",106.370003,106.68,104.919998,105.32,3038400,101.407913
"709",105.550003,107.029999,105.120003,106.830002,1867700,102.861847
"710",107.699997,109.080002,107.419998,108.830002,2085000,104.787544
"711",109.239998,110.120003,107.839996,108.050003,2765800,104.036522
"712",110.510002,110.989998,107.769997,108.25,2543700,104.229095
"713",107.699997,107.699997,104.949997,106.629997,3847400,102.669258
"714",107.620003,109.919998,107.559998,109.370003,1991800,105.307495
"715",111.07,112.260002,110.349998,111.389999,1681300,107.252464
"716",111.470001,114.43,111.339996,113.449997,3043500,109.235931
"717",113,113.220001,110.650002,112.029999,1676800,107.868683
"718",113.769997,113.82,111.529999,112.290001,1139200,108.119019
"719",111.980003,113.040001,111.169998,113.019997,1123900,108.821907
"720",112.550003,112.739998,111.419998,112.550003,1263500,108.369377
"721",113.029999,114.010002,112.739998,113.260002,2277100,109.052986
"722",112.260002,114.389999,111.910004,114.169998,1683600,109.929192
"723",113.699997,113.699997,112.540001,113.32,1102200,109.110779
"724",114.699997,114.949997,112.589996,113.400002,1767400,109.187798
"725",113.029999,113.029999,111.699997,111.970001,1845200,107.810913
"726",112.730003,113.029999,111.57,111.709999,1876200,107.560577
"727",110.800003,110.830002,108.220001,108.580002,2987600,104.546844
"728",109.059998,109.239998,107.849998,108.779999,2903000,104.739395
"729",111.080002,111.080002,109.139999,110.650002,1783600,106.53994
"730",111.620003,113.470001,111.32,112.93,3030500,108.73526
"731",108.620003,115.449997,107.510002,114.889999,7432900,110.622452
"732",116.110001,116.309998,113.029999,113.699997,3948800,109.476646
"733",113.029999,114.389999,112.440002,112.949997,1036700,108.754501
"734",113.059998,113.360001,110.93,111.260002,1715800,107.127289
"735",109.540001,110.43,108.669998,110.25,2108500,106.1548
"736",111.800003,114.510002,111.800003,114.389999,2890100,110.141029
"737",113.949997,115.230003,113.160004,113.43,2443400,109.734711
"738",114.739998,116.099998,114.400002,115.889999,2150300,112.114571
"739",115.779999,115.779999,114.510002,114.620003,1551800,110.885948
"740",114.580002,115.440002,114.029999,114.410004,2815900,110.682785
"741",114.949997,116.489998,114.790001,115.849998,2203200,112.075867
"742",115.870003,118.660004,115.610001,117.809998,2424000,113.972015
"743",117.580002,119.470001,116.900002,118.769997,1644300,114.900742
"744",119.519997,120.5,118.489998,118.860001,2062500,114.987808
"745",118.910004,119.410004,118.07,118.82,1467400,114.94912
"746",118.889999,119.529999,116.860001,117,2708400,113.1884
"747",117.379997,118.82,117.129997,118.699997,1591000,114.833031
"748",120.18,120.220001,117.900002,119.82,4449000,115.916534
"749",120,120.550003,119.029999,119.169998,1565700,115.287704
"750",119.260002,119.879997,119.110001,119.720001,487800,115.819794
"751",119.669998,120.129997,119.260002,119.730003,912600,115.829475
"752",119.720001,120,118.989998,119.449997,1360900,115.558586
"753",119.279999,119.449997,117.940002,118.860001,1107300,114.987808
"754",118.82,119.139999,118.139999,118.839996,963500,114.96846
"755",120.110001,120.650002,118.739998,120.43,1279300,116.50666
"756",118,119.669998,117.730003,118.309998,1374400,114.455727
"757",116.25,117.32,115.610001,116.919998,1979400,113.111008
"758",118.900002,120.879997,118.400002,119.580002,2214700,115.684357
"759",120.309998,121.459999,119.690002,120.660004,2036500,116.729172
"760",121.629997,121.690002,119.739998,120.660004,1418500,116.729172
"761",120.800003,120.809998,118.370003,118.57,1610500,114.70726
"762",118.779999,119.639999,118.220001,119.059998,1357600,115.18129
"763",118.980003,120.589996,118.699997,119.529999,1326800,115.635986
"764",119.410004,119.410004,117.230003,117.510002,1729200,113.681786
"765",118.480003,119.220001,118.010002,119.129997,1413600,115.249016
"766",119.75,119.919998,119.019997,119.470001,2303300,115.577942
"767",118.190002,119.669998,118,119.309998,2548400,115.423157
"768",119.639999,121.050003,119.279999,120.419998,1654700,116.496994
"769",120.419998,121.07,118.849998,120.860001,2170200,116.922653
"770",121.779999,122.199997,116.900002,117.57,1972200,113.739838
"771",114.650002,114.980003,112.199997,112.209999,2737800,108.554443
"772",114.029999,114.589996,113.050003,114.309998,2670500,110.586037
"773",114.309998,114.470001,112.599998,113.230003,3500900,109.541214
"774",112.230003,113.5,110.959999,112.370003,2761000,108.709244
"775",111.660004,111.720001,109.199997,109.75,3245400,106.174591
"776",110.699997,111.610001,109.550003,110,2134800,106.416458
"777",112.260002,113.379997,111.620003,112.459999,2249800,108.79631
"778",115.080002,117.059998,114.110001,116.68,2192400,112.87883
"779",116.940002,117.190002,115.349998,115.790001,1398100,112.01783
"780",115,115.139999,112.110001,112.269997,1663800,108.612495
"781",110.910004,112.900002,110.449997,112.900002,1813900,109.221977
"782",113.449997,117.769997,113.449997,116.879997,2765500,113.072311
"783",117.410004,119.050003,117.290001,118.809998,1856000,114.93943
"784",118.230003,119.040001,116.949997,118.879997,2391100,115.007149
"785",119.050003,119.370003,116.699997,117.650002,1869000,113.817238
"786",116.230003,118.889999,116.07,118.57,3074300,114.70726
"787",125.059998,127.300003,122.389999,123.889999,4598900,119.853943
"788",124.400002,125.57,122.370003,124.550003,3062400,120.492447
"789",122.919998,123.970001,120.809998,122.760002,2813700,118.760773
"790",119.339996,119.690002,116.970001,117.360001,3041400,113.536674
"791",118.540001,118.779999,113.379997,114.660004,3251400,110.924637
"792",115.980003,117.389999,114.290001,114.839996,2896600,111.098778
"793",111.82,113.709999,107.57,107.720001,3541300,104.776398
"794",103.959999,110.059998,103.5,109.050003,6033200,106.070053
"795",110.089996,111.440002,107.239998,111.269997,3979400,108.229393
"796",110.129997,113.190002,106.57,107.199997,3416000,104.270599
"797",109,112.540001,106.68,112.459999,2181000,109.386864
"798",109.029999,112.07,107.919998,108.870003,2197200,105.894974
"799",105,107.459999,104.510002,107,3801200,104.076065
"800",99.610001,103.610001,97.110001,97.510002,4936400,94.845398
"801",100.129997,102.540001,96.120003,102.440002,4355300,99.640678
"802",99.480003,100.650002,93.959999,94.410004,4167900,91.830101
"803",89.790001,95.360001,87.25,90.010002,8483800,87.550339
"804",94.879997,100.459999,89.360001,99.790001,6399300,97.063087
"805",89.839996,92.860001,83.019997,83.209999,7287000,80.936165
"806",86.139999,96.900002,82.32,95.440002,5555700,92.831963
"807",87.440002,92.489998,79.080002,82.230003,5725800,79.982948
"808",82.440002,91.699997,79.440002,90.32,4465000,87.851875
"809",92.410004,93.370003,84.879997,85.080002,4567500,82.755074
"810",85.779999,87.510002,80.510002,85.160004,4063700,82.832886
"811",89.779999,94,87.440002,93.730003,3651400,91.168694
"812",92.660004,97.440002,89.739998,94.360001,3859600,91.781471
"813",94.529999,96.5,90.860001,92.620003,5063600,90.089027
"814",89.260002,92.629997,88.260002,88.669998,3009900,86.246964
"815",89.540001,91.470001,87.599998,90.970001,3268200,88.484116
"816",90.559998,92.269997,89.18,89.650002,3432100,87.200195
"817",86.040001,88.110001,83.669998,84.089996,3231900,81.792099
"818",83.129997,88.269997,82.900002,87.699997,3638200,85.303467
"819",87.389999,88.800003,85.339996,86.559998,2253800,84.194618
"820",90.139999,96.300003,89.919998,95.800003,3673600,93.182137
"821",99.019997,100.919998,95.849998,96.25,3814800,93.619812
"822",97.220001,101.559998,95.75,101.400002,3001300,98.629097
"823",101.339996,103.57,97.870003,98.790001,2806200,96.090424
"824",97.519997,100.220001,97.330002,99.669998,2348300,96.946373
"825",101.800003,103.300003,100.07,103.019997,3177900,100.204826
"826",100.730003,101.160004,98.269997,100.449997,1884100,97.70504
"827",101.519997,102.339996,99.110001,101.830002,2621700,99.047348
"828",103.959999,104.730003,101.389999,102.800003,1917000,99.990837
"829",102.160004,103.029999,100,100.910004,1498300,98.152489
"830",98.059998,99.07,96.050003,96.470001,4028000,93.833809
"831",99.93,102.720001,99.260002,102.120003,3170600,99.32943
"832",102.080002,103.940002,101.120003,101.809998,2585200,99.027901
"833",101.610001,106.43,101.610001,105.919998,2899900,103.025581
"834",106.610001,108.559998,106.220001,108.029999,1848900,105.077927
"835",110.93,111.800003,107.489998,107.610001,1648700,104.669403
"836",109.339996,114.059998,109.199997,113.339996,2544300,110.242813
"837",111.449997,113,109.349998,109.599998,2455900,106.605011
"838",106.370003,107.290001,103.230003,103.639999,2782100,100.807877
"839",103.129997,103.839996,100.989998,103.400002,2550500,100.574448
"840",105.739998,107.300003,105.139999,105.940002,1818400,103.045052
"841",106.830002,107.699997,104.800003,105.25,1328700,102.373901
"842",106.959999,107.739998,105.830002,106.349998,1159000,103.443832
"843",107.120003,109.870003,106.5,109.830002,1286200,106.828743
"844",108.040001,109.440002,107.25,108.419998,1436600,105.457275
"845",109.379997,110.660004,106.449997,106.599998,2018400,103.687004
"846",106.510002,107.379997,102.360001,103.800003,2470100,100.963524
"847",103.510002,105.57,100.459999,105.489998,2053000,102.607323
"848",103.050003,103.559998,100.089996,101.800003,4237500,99.018166
"849",105.080002,109.160004,104.57,108.339996,2536200,105.379448
"850",107.809998,110.379997,106.110001,106.330002,3591500,103.424377
"851",111.690002,115.57,110.860001,114.57,4753400,111.439201
"852",113.419998,114.239998,110.099998,111.010002,3021000,107.976494
"853",110.760002,111.800003,109.519997,111.059998,1764900,108.025124
"854",113.870003,115.239998,112.550003,112.699997,2112200,109.6203
"855",113.82,115.389999,111.629997,114.68,1825600,111.546196
"856",114.169998,114.360001,110.459999,110.959999,2274200,108.514511
"857",111.309998,113.309998,110.410004,112.949997,2913300,110.460648
"858",112.370003,113.440002,111.330002,112.779999,1209500,110.294411
"859",113,116.870003,112.440002,116.800003,3112600,114.225815
"860",118.849998,122.870003,118.389999,121.620003,3762300,118.939583
"861",119.870003,122.860001,119.870003,122.379997,1653200,119.682831
"862",124.849998,127.389999,123.959999,124.589996,3549800,121.844124
"863",125,125.349998,122.830002,123.709999,1809800,120.983528
"864",122.050003,124.360001,121.57,123.389999,2471500,120.670578
"865",124.190002,124.580002,121.989998,122.879997,1892700,120.171822
"866",120.959999,121.18,115.43,115.650002,3210500,113.101158
"867",119.510002,119.699997,115.5,118.410004,3138700,115.800331
"868",116.150002,118.669998,115.07,118.5,1695500,115.888344
"869",123.629997,124.349998,120.199997,122.690002,2706300,119.986008
"870",122.589996,123.739998,121.849998,122.529999,1478900,119.829521
"871",122.360001,123.470001,121.989998,122.809998,1248700,120.103355
"872",124.389999,124.389999,119.940002,120.18,4495800,117.531326
"873",120.019997,120.730003,118.349998,120.5,2034600,117.844261
"874",122.5,124.510002,120.970001,123.25,2693900,120.533661
"875",122.379997,122.610001,118.629997,119.470001,2102900,116.836967
"876",119.82,120.300003,117.610001,120.099998,1809100,117.453079
"877",119.870003,120.019997,117.139999,117.870003,2264100,115.27224
"878",118.910004,119.309998,117.110001,119,1406200,116.377327
"879",119.519997,123.199997,119.010002,122.639999,2400500,119.937111
"880",122.290001,122.419998,120.300003,120.370003,1587300,117.717133
"881",122.410004,122.809998,120.739998,121.239998,1624100,118.567955
"882",122.959999,124.510002,122.879997,123.620003,1273300,120.8955
"883",121.690002,124.360001,121.540001,122.620003,1920300,119.917549
"884",123.07,123.599998,120.989998,122.860001,1818900,120.15226
"885",122.470001,125.040001,121.040001,124.190002,1840900,121.452934
"886",124.410004,125.080002,122.809998,124.5,1769000,121.756119
"887",121.730003,122.93,116.459999,117.25,14320000,114.665894
"888",116.190002,118.279999,113.809998,118.010002,6274100,115.409149
"889",119.260002,119.360001,116.959999,117.900002,4159200,115.301567
"890",116.720001,116.900002,114.910004,115.980003,4183100,113.423889
