"","PCAR.Open","PCAR.High","PCAR.Low","PCAR.Close","PCAR.Volume","PCAR.Adjusted"
"214",71.440002,71.440002,70.550003,70.610001,1498900,60.282642
"215",70.559998,70.870003,70.040001,70.480003,1686600,60.17165
"216",70.389999,70.599998,70.010002,70.519997,989800,60.205791
"217",70,70.379997,69.07,69.419998,2316700,59.266666
"218",69.089996,69.800003,68.75,69.589996,1008000,59.4118
"219",69.099998,69.389999,68.910004,69.32,981500,59.394684
"220",68.949997,69.239998,68.440002,68.669998,1411300,58.837753
"221",68.550003,69.059998,67.669998,68.190002,1904100,58.426479
"222",68.349998,69.870003,68.199997,69.699997,1642300,59.720268
"223",69,69,66.330002,66.690002,5375400,57.141251
"224",66.75,67.989998,66.690002,67.699997,2188700,58.006634
"225",68.07,68.349998,67.610001,67.690002,1226600,57.99807
"226",67.82,68.339996,67.699997,67.870003,1045500,58.15229
"227",67.599998,68.360001,66.690002,66.940002,948400,57.355446
"228",67.029999,67.43,66.839996,66.900002,2504400,57.321178
"229",67.5,68.57,66.919998,68.529999,2971000,58.717793
"230",67.43,69.629997,67.25,69.010002,2261600,59.129074
"231",69.040001,70.5,68.830002,70.330002,2358100,60.260075
"232",69.790001,70.269997,68.32,69.650002,2765400,59.677429
"233",69.980003,71.769997,69.949997,70.269997,3671100,60.208656
"234",70.269997,71.580002,69.910004,70.169998,2761300,60.122974
"235",70.279999,70.379997,69.68,70.120003,1966000,60.080143
"236",70.209999,71.68,69.889999,71.220001,1842500,61.022644
"237",71.690002,72.019997,71.209999,71.970001,1569300,61.665245
"238",70.68,71.900002,70.68,71.739998,1853900,61.468185
"239",71.809998,72.309998,71.220001,71.910004,2479200,61.613842
"240",70.800003,71.169998,69.93,70.099998,1590700,61.082321
"241",70.400002,70.510002,68.959999,69.220001,1697500,60.31551
"242",69.839996,70,69.050003,69.160004,2827700,60.263241
"243",69.650002,70.989998,69.650002,70.599998,1969800,61.51799
"244",71.139999,71.360001,70.470001,70.900002,1448900,61.7794
"245",71.190002,71.529999,70.699997,71.309998,1406200,62.136642
"246",71.199997,71.480003,70.370003,71.230003,1123400,62.066944
"247",71.129997,71.169998,70.830002,71,880300,61.86652
"248",71.239998,71.580002,70.959999,71.150002,476300,61.997227
"249",71.449997,71.449997,70.75,70.839996,1051800,61.727108
"250",70.949997,71.550003,70.610001,71.440002,1060200,62.249935
"251",71.349998,71.68,71.059998,71.080002,865800,61.936253
"252",72.57,73.57,72.459999,73.019997,2251500,63.626675
"253",72.470001,73.940002,72.419998,73.910004,1428600,64.402191
"254",74.190002,75.690002,74,74.849998,3095100,65.22126
"255",75.32,75.370003,74.440002,75.099998,2024500,65.43911
"256",74.860001,75.239998,74.720001,74.860001,2075600,65.22998
"257",74.860001,75.099998,74.449997,74.830002,2869700,65.203842
"258",74.830002,75.010002,73.879997,74.110001,2975600,64.576462
"259",74.360001,75.730003,74.190002,75.57,2786100,65.848633
"260",75.709999,76.599998,75.379997,76.400002,2307200,66.571884
"261",76.519997,76.800003,75.5,75.970001,3014600,66.197189
"262",76.470001,76.830002,75.769997,76.540001,1493400,66.693863
"263",76.400002,77.43,76.260002,76.400002,1671400,66.571884
"264",76.669998,77.639999,76.419998,77.510002,1962000,67.539085
"265",77.519997,77.739998,76.82,77.639999,2344200,67.652351
"266",77.32,77.629997,76.709999,77.360001,1081700,67.408386
"267",77.660004,78.379997,77.540001,78.290001,2070800,68.218742
"268",78.410004,78.660004,77.029999,77.220001,2565700,67.286392
"269",77.589996,78.790001,77.129997,78.709999,1954700,68.584709
"270",78.400002,79.690002,78.25,79,3665700,68.837402
"271",76.5,76.800003,72.059998,75.739998,5874600,65.996773
"272",76.230003,77,73.940002,74.559998,3206500,64.968544
"273",74.040001,75.050003,73.910004,74.720001,1976400,65.107994
"274",74.360001,74.57,72.480003,72.599998,1944700,63.260712
"275",72.599998,72.949997,69.190002,69.199997,2890200,60.298077
"276",67.470001,70.290001,67.32,70.050003,3268900,61.038746
"277",69.709999,70.660004,68.639999,68.690002,3000500,59.853695
"278",68.57,69.190002,66.980003,66.980003,3267100,58.363667
"279",67.550003,68.120003,65.309998,67.5,2382100,58.816769
"280",68,68.980003,67.75,68.239998,2130000,59.682621
"281",67.739998,68.290001,67.169998,68.139999,1298100,59.595165
"282",67.5,69.339996,67.370003,69.120003,1635600,60.452274
"283",69.489998,69.709999,68.029999,68.980003,2347500,60.32983
"284",68.709999,69.510002,68.290001,68.779999,2682000,60.154915
"285",68.389999,69.169998,68.160004,68.989998,1682600,60.338585
"286",69.169998,70.510002,69.050003,69.220001,2141100,60.53973
"287",69.709999,70.910004,69.529999,70.400002,2781500,61.571762
"288",70.970001,71.339996,70.43,71.32,2176800,62.376392
"289",71.68,71.870003,70.830002,71.550003,2137200,62.577538
"290",71.540001,72.400002,71.050003,71.230003,3645600,62.297684
"291",71.620003,72.209999,71.019997,71.589996,5732000,62.612518
"292",71.639999,71.639999,69,69.040001,7541800,60.382305
"293",68.739998,69.099998,66.470001,67.190002,3265300,58.764297
"294",66.730003,68.970001,66.68,68.809998,4652500,60.181137
"295",70.089996,70.550003,69.370003,69.910004,2673000,61.143219
"296",69.18,69.480003,67.949997,69.07,2045800,60.40855
"297",68.75,68.980003,67.559998,68.160004,4699200,59.612663
"298",68.540001,69.370003,68.18,69.07,6146400,60.40855
"299",69.260002,69.260002,67.400002,67.739998,3210200,59.245319
"300",68.089996,68.510002,67.019997,67.379997,2596900,58.93047
"301",67.5,67.82,66.129997,66.349998,1983800,58.029636
"302",66.389999,66.900002,66.290001,66.82,2832400,58.440697
"303",66.849998,68.089996,66.629997,67.739998,6264000,59.245319
"304",65.919998,66.620003,65.459999,66.150002,2578200,57.854713
"305",66.419998,66.980003,66.239998,66.290001,1544900,57.977161
"306",66.300003,67.459999,66.089996,66.82,1514800,58.440697
"307",66.029999,66.190002,64.290001,64.32,2383500,56.254208
"308",64.589996,64.769997,62.82,62.939999,2601200,55.047245
"309",64.169998,65.089996,63.799999,65.019997,2404200,56.866413
"310",65.25,65.57,63.57,63.880001,2456800,55.869377
"311",64.059998,65,63.799999,64.5,2591300,56.411633
"312",64.910004,66.599998,64.669998,66.169998,2906000,57.872204
"313",65.959999,66,63.349998,64.410004,2660200,56.332916
"314",64.730003,65.800003,64.290001,65.709999,2656700,57.469891
"315",64.470001,67.589996,64.339996,67.330002,3856300,58.886738
"316",67.849998,69.029999,67.459999,68.339996,3212800,59.770077
"317",67.93,68.599998,65.599998,66.260002,2264300,57.950928
"318",66.830002,66.900002,65.43,65.529999,2454600,57.312462
"319",66.900002,68.07,66.400002,67.739998,2216300,59.245319
"320",67.050003,67.669998,66.849998,67.029999,1588600,58.624367
"321",67.330002,68.629997,67.18,68.18,1606300,59.63015
"322",68.68,68.68,67.540001,67.870003,1589800,59.35902
"323",68.550003,69.779999,68.18,69.519997,2332100,60.802116
"324",70,70.269997,69.440002,69.739998,2296600,60.994537
"325",70.440002,71.580002,70.019997,70.879997,2291400,61.99157
"326",70.419998,70.809998,69.080002,69.639999,2523400,60.907063
"327",69.849998,70.019997,68.779999,69.18,2171300,60.504749
"328",69.25,69.910004,69.059998,69.410004,2296200,60.705902
"329",70.110001,71.400002,63.470001,64.919998,5575500,56.778961
"330",64.540001,65.779999,63.82,64.900002,3908400,56.761475
"331",65.050003,65.080002,63.400002,64.260002,3216800,56.201721
"332",64.190002,64.75,63.919998,64.410004,1448900,56.332916
"333",64.75,64.849998,63.650002,63.669998,2283000,55.685711
"334",63.5,63.759998,61.98,63.580002,2364900,55.606995
"335",62.25,63.349998,61.200001,62.169998,3400800,54.373806
"336",61.849998,62.849998,60.360001,62.639999,2600100,54.784863
"337",62.220001,64.169998,61.720001,63.799999,1812600,55.799404
"338",63.939999,64.779999,63.939999,64.5,1839000,56.411633
"339",64.449997,64.699997,63.75,64.25,1551400,56.192978
"340",64.57,64.739998,63.470001,64.050003,1869700,56.018063
"341",64.300003,64.419998,63.68,63.759998,1949600,55.764423
"342",63.849998,64.410004,63.16,63.790001,2403100,55.790665
"343",63.490002,63.93,63.049999,63.189999,2615400,55.509563
"344",62.810001,63.66,62.73,63.52,1978400,55.79945
"345",63.59,64.279999,63.43,63.91,1284100,56.142048
"346",63.84,64.910004,63.599998,64.290001,1224500,56.475861
"347",64.459999,65.300003,64.110001,65.010002,1394000,57.108341
"348",65.470001,66.510002,65.059998,66.010002,1291000,57.986805
"349",66.25,66.75,65.699997,65.739998,1574600,57.749607
"350",65.239998,65.57,64.300003,65.089996,1444100,57.178623
"351",65.169998,65.580002,64.529999,65.230003,1319500,57.301613
"352",65.150002,65.440002,64.300003,64.639999,951500,56.783318
"353",64.050003,64.5,63.049999,63.509998,1518700,55.790665
"354",63.77,64.620003,63.540001,64.269997,1528900,56.458286
"355",63.299999,63.779999,61.639999,62.23,3931000,54.666241
"356",62.630001,63.400002,62.630001,62.970001,1638700,55.316307
"357",63.049999,63.709999,62.759998,63.080002,1337000,55.412933
"358",64.300003,64.809998,63.509998,64.410004,2651300,56.581272
"359",64.370003,65.5,64.160004,65.489998,2043200,57.530003
"360",65.480003,65.669998,64.669998,64.980003,1622500,57.081985
"361",65.129997,65.400002,64.699997,65.260002,1335400,57.327969
"362",65.099998,65.720001,65.019997,65.599998,1154000,57.626633
"363",65.589996,65.900002,65.019997,65.199997,1403500,57.275246
"364",65.339996,65.339996,63.970001,64.010002,1228500,56.229889
"365",64.160004,64.720001,63.57,63.759998,1282300,56.010269
"366",63.849998,64.349998,62.549999,64,3302700,56.221107
"367",63.509998,64.019997,63.07,63.580002,1444800,55.852154
"368",62.869999,63.029999,62.07,62.75,2154900,55.123032
"369",62.939999,63.029999,62.389999,62.509998,1745700,54.912209
"370",62.330002,62.330002,60.970001,61.509998,1689100,54.033749
"371",62.09,62.52,61.59,62.110001,2653000,54.560825
"372",61.810001,62.880001,61.220001,62.139999,3240500,54.587181
"373",62.16,62.509998,61.810001,62.16,2241800,54.604744
"374",62.290001,63.200001,61.740002,61.759998,1244600,54.253372
"375",61.470001,62.279999,61.279999,62.040001,1397700,54.499332
"376",61.91,63.029999,61.82,61.959999,1715100,54.429058
"377",60.290001,60.959999,59.82,60.860001,2199200,53.462749
"378",61.240002,61.560001,59.889999,59.959999,1090000,52.672153
"379",60.630001,60.810001,60.130001,60.580002,2143400,53.216801
"380",60.68,61.07,60.029999,60.91,1910900,53.506676
"381",61.080002,61.990002,60.830002,61.84,2222600,54.323643
"382",62.639999,62.889999,61.990002,62.580002,1385900,54.973701
"383",61.830002,61.939999,60.93,61.220001,1034500,53.779003
"384",61.599998,61.91,61.009998,61.73,1075700,54.22702
"385",61.790001,63.709999,61.790001,63.450001,2214500,55.737957
"386",63.5,63.509998,62.360001,62.57,1836700,54.964912
"387",62.200001,63.23,62.130001,63.209999,1527300,55.527115
"388",62.049999,64.139999,62.049999,63.41,2556100,55.702812
"389",63.369999,63.709999,62.630001,63.450001,2056100,55.737957
"390",63.209999,63.23,62.59,62.75,1667100,55.123032
"391",62.689999,63.490002,62.41,62.919998,2668800,55.272366
"392",64.300003,65.019997,61.07,63.25,4829800,55.562267
"393",62.049999,64.269997,62.049999,64.169998,3615000,56.370434
"394",64.300003,66.040001,64.300003,65.419998,2985800,57.468506
"395",65.379997,66.139999,65.379997,66.07,2283000,58.039505
"396",66.050003,66.82,64.900002,65.010002,2251200,57.108341
"397",65.349998,65.970001,65.129997,65.720001,2556400,57.732056
"398",65.5,65.690002,63.630001,63.970001,1794000,56.194752
"399",63.5,63.950001,62.799999,63.290001,2072800,55.597408
"400",63.27,64.519997,63.27,64.43,2062200,56.598846
"401",65.730003,66.269997,64.879997,64.940002,1737400,57.046852
"402",63.52,65.860001,63.52,65.18,1305200,57.257679
"403",65.050003,65.209999,64.300003,64.440002,1159100,56.607639
"404",64.529999,64.809998,63.75,64.309998,1270800,56.493423
"405",63.880001,64.099998,63.029999,63.560001,1474400,55.834579
"406",63.59,64.760002,63.59,63.939999,1945700,56.416935
"407",64.169998,65.120003,64.019997,64.809998,2113200,57.184574
"408",64.150002,64.610001,63.32,64.529999,1978500,56.937504
"409",65.099998,66.050003,65,65.68,1913200,57.952202
"410",65.860001,67.529999,65.709999,67.160004,2424700,59.258072
"411",67.459999,68.57,67.389999,68.239998,2531000,60.210995
"412",68.400002,68.699997,67.779999,67.959999,2258400,59.96394
"413",67.849998,68.040001,67.489998,67.769997,1727800,59.796288
"414",67.470001,67.540001,66.129997,66.620003,1533600,58.781601
"415",66.550003,67.559998,66.349998,67.43,1930900,59.496304
"416",67.809998,69.139999,67.529999,68.620003,1622300,60.546299
"417",68.82,69.110001,68.419998,68.489998,1576100,60.43158
"418",68.470001,68.669998,67.870003,68.43,967600,60.378635
"419",68.25,68.559998,67.510002,67.860001,1676700,59.87571
"420",67.809998,68.5,67.57,68.419998,1615800,60.36982
"421",67.949997,68.419998,67.68,68.339996,2062200,60.299236
"422",68.050003,69.93,67.889999,69.910004,3516700,61.684513
"423",69.879997,70.300003,68.989998,69.18,1942500,61.040394
"424",68.769997,69.269997,68.239998,69.010002,1863000,60.890408
"425",69.440002,70.889999,69.360001,69.989998,1794900,61.755093
"426",69.739998,69.940002,68.75,69.059998,2258900,60.934513
"427",68.940002,69.790001,68.32,69.639999,1753800,61.446274
"428",69.980003,70.349998,69.489998,69.889999,1085400,61.666866
"429",69.980003,70.650002,69.889999,70.339996,1589900,62.063896
"430",70.610001,71.970001,70.510002,70.629997,1660200,62.319794
"431",70.879997,71.339996,69.830002,71.120003,1252600,62.752151
"432",71.059998,71.949997,71.059998,71.32,1548600,62.928608
"433",71.800003,72.629997,71.599998,72.410004,1669900,63.890369
"434",72.730003,72.889999,72.029999,72.199997,2348900,63.70507
"435",71.839996,71.949997,70.019997,70.360001,1864100,62.081551
"436",70.279999,70.540001,69.099998,69.25,1864200,61.102161
"437",69.599998,69.690002,68.660004,68.779999,1815400,60.687458
"438",69.139999,69.370003,68.43,69.059998,1143400,60.934513
"439",68.940002,69.050003,67.970001,68.190002,2074000,60.166882
"440",68.760002,69.580002,68.580002,69,1761100,60.881577
"441",68.940002,69.870003,68.839996,69.68,1206100,61.481564
"442",69.800003,70.760002,69.669998,70.230003,1544200,61.966873
"443",70,70.739998,69.489998,69.879997,1593400,61.658043
"444",69.190002,69.760002,67.400002,67.980003,1771200,59.981594
"445",67.690002,68.199997,67.410004,68.129997,1773200,60.113941
"446",68.260002,68.360001,66.279999,66.360001,1501200,58.552189
"447",66.309998,66.449997,63.790001,63.849998,2279800,56.337521
"448",63.709999,64.690002,62.470001,62.849998,2767400,55.455177
"449",63.77,63.880001,61.290001,62.130001,2761000,54.819897
"450",61.849998,62.669998,61.790001,62.09,1996600,54.784603
"451",62.650002,63.09,61.73,62.939999,1753200,55.534588
"452",62.860001,62.970001,61.169998,61.740002,1515400,54.475784
"453",61.580002,61.73,59.650002,60.34,2492300,53.240501
"454",60.09,60.970001,59.91,60.23,2555500,53.14344
"455",60.290001,61.220001,60.080002,60.5,4610700,53.38168
"456",58,59.049999,54.759998,57.400002,5495200,50.64642
"457",57.529999,57.580002,54.91,54.950001,4411700,48.484676
"458",55.580002,56.290001,54.779999,55.220001,2871300,48.722908
"459",54.080002,56,53.950001,55.299999,2658300,48.793499
"460",56.200001,57.25,54.869999,55.810001,2576800,49.243488
"461",56.049999,57.439999,55.599998,56.48,4082200,49.834667
"462",57.110001,57.68,56.68,57.209999,3324800,50.478771
"463",57.549999,59.509998,57.529999,59.139999,2321100,52.181694
"464",59.459999,59.75,57.759998,58.299999,2170600,51.440521
"465",58.650002,58.950001,57.889999,58.459999,1649500,51.581703
"466",58.509998,59.5,58.32,59.360001,1427100,52.375809
"467",59.779999,59.939999,58.240002,59.900002,2506900,52.852272
"468",59.619999,60.52,59.360001,60.150002,1716400,53.072853
"469",59.360001,59.889999,58.189999,58.360001,1637800,51.734283
"470",58.400002,59.150002,58.07,58.380001,1580700,51.752014
"471",58.889999,60.049999,58.630001,58.849998,1647300,52.168652
"472",59.200001,60.25,58.869999,59.68,1756200,52.904423
"473",59.18,60.799999,58.779999,60.560001,1613500,53.684513
"474",60.130001,61.16,60.009998,60.77,1337900,53.870667
"475",60.48,61.419998,60.150002,60.490002,1558600,53.622471
"476",60.200001,60.48,59,59.369999,1970200,52.62962
"477",59.759998,60.759998,59.52,59.950001,1394700,53.143772
"478",59.349998,60.459999,58.98,60.049999,592100,53.232418
"479",60.48,61.34,60.41,60.68,1190800,53.790886
"480",60.48,60.759998,59.970001,60.57,1638100,53.693382
"481",60.709999,62.080002,60.040001,62.009998,2306500,54.969894
"482",61.700001,62.060001,61.130001,61.310001,1231200,54.349365
"483",61.380001,62.290001,61.139999,62.220001,3435500,55.156052
"484",63.110001,63.41,61.040001,61.110001,3076400,54.17207
"485",60.830002,61.009998,58.91,59.32,4325500,52.585293
"486",58.200001,58.619999,56.110001,58.580002,4669500,51.929306
"487",58.290001,59.130001,56.860001,57.09,2224000,50.608467
"488",57.099998,57.700001,55.990002,57.57,3027000,51.03397
"489",58.419998,58.77,57.389999,57.810001,3484000,51.246738
"490",58.700001,59.919998,58.369999,58.41,2624800,51.778606
"491",56.880001,57.470001,56.669998,57.310001,2720200,52.604713
"492",56.73,57.459999,56.52,56.57,1882200,51.925472
"493",56.52,57.549999,55.639999,56.09,2314400,51.484879
"494",56.52,57.27,55.91,56.18,2078300,51.567497
"495",56.369999,57.139999,54.610001,54.880001,2066300,50.374222
"496",54.759998,55.919998,54.509998,55.41,2700500,50.86071
"497",55.790001,56.91,54.720001,54.900002,3621300,50.39259
"498",54.509998,54.860001,53.509998,53.669998,1063900,49.263565
"499",53.959999,56.509998,53.43,56.48,2346100,51.842861
"500",55.540001,57.52,55.07,57.459999,2399300,52.742401
"501",57.759998,58.040001,56.759998,57.09,1634800,52.402779
"502",57.389999,57.619999,56.619999,57.139999,1699100,52.448673
"503",56.27,57.950001,55.84,57.860001,1803000,53.109558
"504",57.459999,57.580002,56.110001,56.52,1974700,51.879578
"505",57.200001,59.060001,57,59.029999,2569900,54.183506
"506",58.759998,59.73,57.82,58.959999,3047700,54.119255
"507",59.5,60.189999,58.98,59.529999,2966300,54.642445
"508",59.810001,60.16,58.310001,58.630001,3471500,53.816345
"509",57.830002,59.639999,57.57,59.16,2821400,54.302826
"510",59.049999,59.709999,58.43,59.439999,1919200,54.559841
"511",59.110001,60.330002,58.66,59.970001,2212800,55.046329
"512",60.009998,60.189999,59.279999,59.57,1399300,54.679173
"513",59.68,60.41,59.459999,60.060001,1522400,55.128937
"514",59.810001,61.869999,59.66,61.34,2451100,56.303848
"515",61.869999,63.169998,61.419998,62.98,2244700,57.809193
"516",62.389999,62.580002,61.439999,62.049999,2338800,56.955547
"517",62.540001,62.540001,61.23,61.619999,1900100,56.560856
"518",61.16,61.93,61.040001,61.790001,2501700,56.7169
"519",62.560001,63.27,62.419998,62.689999,2222400,57.543007
"520",61.77,61.84,60.959999,61.299999,4393400,56.267124
"521",63.77,64.970001,62.41,64.839996,3925900,59.516487
"522",65,65.190002,63.630001,64.75,2843000,59.433884
"523",64.650002,65.559998,64.160004,65.519997,2479300,60.140652
"524",65.510002,65.879997,64.75,64.959999,2019000,59.626633
"525",64.889999,65.260002,64.18,65.25,2058700,59.89283
"526",65.43,65.610001,64.730003,65.57,1976500,60.18655
"527",64.970001,65.879997,64.459999,65.559998,2120500,60.177368
"528",65.730003,66.080002,65.110001,65.900002,2514300,60.489456
"529",65.620003,65.970001,64.949997,65.949997,1535000,60.535351
"530",65.849998,66.199997,65.330002,65.360001,1044900,60.286316
"531",66.040001,67.019997,65.879997,66.760002,1773000,61.577644
"532",67.089996,67.690002,66.809998,67.43,1123200,62.195621
"533",67.029999,67.559998,66.68,66.870003,1579200,61.679096
"534",67.519997,68.239998,67,68.099998,1933600,62.81361
"535",67.980003,68.57,67.699997,68.220001,1566000,62.924313
"536",68.309998,69.07,68,69.040001,1291700,63.680656
"537",68.82,69.449997,68.629997,69.169998,1685700,63.800552
"538",69.459999,70.230003,69.400002,69.889999,1744800,64.464668
"539",70.32,70.349998,69.43,69.489998,1416600,64.095711
"540",69.169998,69.879997,68.910004,69.330002,2008600,63.948143
"541",69.029999,69.029999,67.870003,68.419998,1976200,63.108772
"542",68.400002,68.400002,67.419998,67.800003,2311600,62.536907
"543",68.25,68.57,67.220001,67.769997,2206300,62.509224
"544",68.120003,68.43,66.660004,67.480003,2366300,62.241741
"545",67.629997,68.150002,67.330002,67.790001,2230100,62.527683
"546",67.660004,67.860001,67.209999,67.260002,2494600,62.038826
"547",67.010002,67.230003,65.919998,67.120003,2102700,61.909683
"548",66.5,67.370003,66.199997,67.309998,1858200,62.084934
"549",67.389999,68.220001,67.150002,68.150002,1800800,62.859745
"550",68.239998,68.309998,67.879997,68.239998,2261600,62.942745
"551",68.589996,69.010002,68.209999,68.739998,2979900,63.403931
"552",68.529999,68.730003,68.099998,68.449997,2392300,63.136452
"553",68.459999,68.860001,67.580002,67.650002,3013400,62.398556
"554",67.580002,68.480003,67.489998,68.410004,1785700,63.099548
"555",68.760002,68.989998,67.830002,68.099998,1369800,62.81361
"556",67.93,68.419998,67.419998,67.739998,1312000,62.481567
"557",67.330002,68.330002,67.330002,68.190002,1206400,62.896629
"558",67.790001,68.089996,66.849998,67.029999,2087900,61.826679
"559",67.440002,67.82,67.099998,67.400002,1171300,62.167957
"560",67.720001,68.150002,67.160004,67.419998,1230700,62.186405
"561",67.480003,68.059998,67.370003,67.82,1021000,62.555351
"562",67.93,68.860001,67.709999,68.269997,1159200,62.970409
"563",68.790001,68.949997,68.029999,68.139999,2320000,62.85051
"564",68.809998,69.239998,68.339996,69.050003,2669500,63.689873
"565",69.099998,69.099998,68.199997,68.419998,4759500,63.108772
"566",68.669998,68.949997,68.029999,68.330002,2630600,63.025757
"567",68.25,69.410004,68.010002,69.019997,3534800,63.662197
"568",69.32,69.43,68.830002,69.019997,1221400,63.662197
"569",68.839996,69.089996,68.489998,68.940002,1076800,63.588413
"570",68.519997,68.769997,67.949997,68.400002,1341200,63.090321
"571",68.57,68.910004,68.169998,68.779999,1103000,63.440838
"572",68.970001,69.769997,68.620003,69.709999,1395800,64.29863
"573",70,70.730003,69.800003,70.5,1328500,65.027298
"574",70.589996,70.849998,70.199997,70.360001,1141400,64.898178
"575",70.510002,71.550003,69.910004,71.43,1641400,65.885124
"576",71.660004,72.209999,71.080002,71.120003,1205000,65.59919
"577",71.730003,71.949997,71.220001,71.440002,2353100,65.894363
"578",71.080002,71.32,70.080002,71.129997,936300,65.608391
"579",71.010002,71.620003,70.5,71.18,1346200,65.654533
"580",71.080002,71.709999,70.699997,71.480003,1359900,65.931236
"581",70.800003,70.800003,69.959999,70.160004,1314100,64.713707
"582",70.43,71.029999,70.120003,70.959999,2054400,65.451599
"583",71,71.379997,70.720001,71.32,1836800,65.783661
"584",72,73,69.839996,71.669998,3733000,66.106499
"585",71.800003,72.279999,70.830002,70.849998,2233000,65.350151
"586",70.879997,71.089996,69.959999,70.190002,2147200,64.741379
"587",70.669998,71.5,70.410004,71.379997,1733300,65.839012
"588",70,70.489998,68.93,69.43,2249100,64.040382
"589",68.660004,69.129997,68.07,68.849998,2225400,63.505402
"590",68.82,69.379997,68.410004,68.839996,1515700,63.496159
"591",68.32,69.18,67.489998,69.010002,1791800,63.652985
"592",68.760002,69.690002,67.75,69.510002,1799000,64.114159
"593",67.879997,68.220001,67.019997,67.639999,2124200,62.677868
"594",67.739998,68.980003,67.519997,68.709999,1585100,63.66938
"595",68.019997,69.459999,67.769997,69.169998,1512600,64.095619
"596",69.470001,70.389999,69.440002,69.889999,1063200,64.762817
"597",69.489998,70.150002,68.900002,69.239998,1503500,64.160484
"598",68.769997,70.07,68.309998,69.32,1534100,64.234619
"599",69.839996,70.239998,69.150002,70.150002,1201200,65.003754
"600",69.940002,70.050003,68.160004,68.18,1555400,63.178265
"601",67.489998,67.889999,66.629997,67.059998,2344500,62.140419
"602",67.480003,67.620003,67.019997,67.559998,1143200,62.603729
"603",67.709999,68.290001,67.089996,67.099998,1748800,62.177486
"604",66.57,67.589996,66.330002,67.510002,1535100,62.557407
"605",67.620003,68.379997,67.620003,68.040001,923400,63.048519
"606",66.489998,67.059998,65.779999,65.82,1779900,60.99139
"607",65.980003,66.739998,65.839996,66.230003,1775000,61.371307
"608",66.760002,68.650002,66.610001,68.620003,1801600,63.585976
"609",68.989998,69.650002,68.160004,69.139999,1700000,64.067833
"610",69.089996,69.800003,68.660004,69.739998,1135600,64.62381
"611",70.129997,70.790001,69.599998,70.220001,1152700,65.068596
"612",70.480003,70.860001,69.919998,70.199997,1212200,65.050064
"613",70.75,71.099998,69.75,69.790001,1357300,64.670143
"614",69.779999,70,69.440002,69.82,897000,64.697952
"615",69.889999,70.290001,69.599998,69.970001,832500,64.836945
"616",70,70.300003,69.220001,70.019997,838000,64.88327
"617",69.93,70.139999,69.110001,69.239998,849100,64.160484
"618",69.82,71.489998,69.639999,70.989998,1208100,65.782104
"619",71,71.410004,70.5,71.199997,1178600,65.976707
"620",72.040001,72.389999,71.580002,72.230003,1276400,66.931145
"621",72.07,72.470001,71.300003,71.339996,1796000,66.106438
"622",71.230003,72.010002,71,71.400002,839800,66.162048
"623",71.559998,71.889999,71.059998,71.300003,1088300,66.069374
"624",71.559998,71.879997,70.760002,70.910004,1157400,65.707985
"625",71,71.330002,70.260002,70.690002,1167400,65.504112
"626",70.940002,71.860001,70.629997,71.660004,2644100,66.402962
"627",72.629997,72.860001,71.360001,72.239998,1655800,66.940407
"628",71.07,71.809998,70.980003,71.349998,1409500,66.1157
"629",71.510002,71.739998,70.639999,71.199997,796500,65.976707
"630",70.919998,70.919998,69.370003,70.610001,1298800,65.429985
"631",70.360001,70.910004,70.230003,70.660004,1124300,65.476326
"632",70.449997,70.720001,70.129997,70.629997,1274900,65.448509
"633",70.980003,71.480003,70.220001,70.510002,1286800,65.337334
"634",70.550003,70.839996,69.889999,70.779999,1055800,65.587524
"635",71.089996,72.18,71.089996,72.129997,1284000,66.838463
"636",72.160004,72.410004,70.709999,71.5,1833800,66.2547
"637",71.510002,72.68,71.129997,72.57,1707900,67.246201
"638",72.529999,72.529999,70.139999,70.139999,1996800,64.994469
"639",70.019997,70.169998,68.260002,69.080002,2424500,64.012245
"640",69.589996,70.25,69.080002,69.330002,2923200,64.243904
"641",69.529999,70.139999,68.989998,69.160004,2302600,64.086365
"642",67.010002,69.760002,67,69.230003,3492200,64.151245
"643",69.360001,72.410004,69.360001,72.139999,2505900,66.847748
"644",72.43,72.43,70.970001,71.669998,1710800,66.412231
"645",71.629997,72.040001,70.900002,71.669998,1471300,66.412231
"646",71.709999,72.309998,71.360001,71.510002,1219000,66.263977
"647",70.540001,71.029999,69.199997,70.970001,1241800,65.76358
"648",70.940002,71.360001,69.410004,70.139999,2056200,64.994469
"649",70.040001,70.889999,67.790001,68.139999,1766500,63.141197
"650",68.080002,68.260002,66.330002,67.220001,2206300,62.288689
"651",66.160004,66.550003,63.950001,64.43,2733300,59.703362
"652",64.709999,65.860001,64.68,65.529999,1841500,60.72266
"653",64.540001,65.480003,64.010002,65.260002,1730100,60.472477
"654",65.459999,66.540001,65.459999,66.5,1316000,61.621502
"655",66.169998,66.169998,64.690002,65.209999,1294600,60.426128
"656",64.690002,65.139999,64.32,64.779999,1561900,60.027679
"657",64.269997,67.449997,64.07,66.339996,1837900,61.778416
"658",65.150002,65.419998,63.220001,63.34,1848000,58.984695
"659",63.509998,64.029999,63.09,63.700001,1221500,59.319942
"660",64.260002,64.889999,63.91,64.480003,1477600,60.046303
"661",65.690002,65.970001,64.639999,64.879997,1184800,60.418804
"662",64.809998,65.080002,64.169998,64.379997,1777100,59.953175
