"","AWK.Open","AWK.High","AWK.Low","AWK.Close","AWK.Volume","AWK.Adjusted"
"457",90.120003,92.790001,89.839996,91.68,1063900,86.965408
"458",91.239998,91.349998,89.760002,89.93,1094900,85.305405
"459",90.349998,90.690002,87.449997,88.230003,1059200,83.692841
"460",88.580002,90.050003,88.580002,89.510002,995100,84.907021
"461",89.93,90.239998,88.879997,90.18,1011200,85.542557
"462",90,90.089996,88.419998,88.529999,1182800,83.977417
"463",89.370003,89.809998,86.959999,88.330002,980500,83.787704
"464",88.230003,88.550003,86.599998,87.379997,839400,82.886536
"465",87.580002,88.290001,87.5,88.209999,789200,83.673859
"466",88.18,89.169998,88.019997,89.099998,436600,84.518074
"467",89.620003,90.360001,89.470001,90.089996,767300,85.457191
"468",89.650002,90.160004,88.32,88.889999,819900,84.746918
"469",88.68,89.959999,88.269997,89.610001,704400,85.433342
"470",89.480003,92.129997,89.400002,91.279999,840300,87.025497
"471",91.410004,91.720001,90.599998,91.139999,652800,86.892036
"472",91.010002,91.449997,90.110001,90.379997,734000,86.167458
"473",90.139999,92.110001,89.230003,92.080002,862700,87.788239
"474",92.760002,93.550003,92.620003,93.25,871000,88.903679
"475",93.480003,94.449997,92.970001,93.489998,762200,89.1325
"476",93.870003,94.410004,92.739998,93.019997,869800,88.68441
"477",92.720001,92.720001,91.459999,91.550003,665300,87.282928
"478",91.599998,92.459999,91.120003,92.099998,425600,87.807281
"479",92.099998,92.349998,91.400002,92.25,901200,87.95031
"480",92.300003,92.43,91.589996,92.110001,1118000,87.816818
"481",92.309998,92.82,91.949997,92.620003,977700,88.303055
"482",92.660004,93.080002,91.790001,92.480003,883100,88.169594
"483",92.580002,95.410004,92.510002,95.410004,2473700,90.963013
"484",94.839996,95.75,93.730003,95.699997,1310200,91.23951
"485",95.589996,97.349998,95.449997,95.779999,1300700,91.315758
"486",96.32,97.339996,95.440002,97.32,1471500,92.783981
"487",97.040001,98.18,96.290001,97.800003,1141700,93.241608
"488",98.050003,98.050003,95.980003,97.459999,841000,92.917465
"489",97.459999,97.919998,96.339996,96.480003,1213400,91.983139
"490",96.879997,97.610001,96.839996,97.120003,1824900,92.5933
"491",97.260002,98.139999,97.110001,97.660004,921200,93.108147
"492",97.379997,97.800003,95.75,97.139999,1289700,92.612389
"493",97.57,97.599998,93.169998,93.580002,1265800,89.218315
"494",94.019997,94.639999,92.220001,92.68,1672400,88.360237
"495",92.870003,93.559998,91.389999,92.589996,1214800,88.27446
"496",92.43,94.18,91.720001,92.860001,1414600,88.531876
"497",93.360001,95.139999,91.099998,91.190002,2376300,86.939705
"498",91.129997,91.279999,86.269997,86.309998,576300,82.287155
"499",86.470001,88.540001,85.889999,88.529999,1240600,84.403687
"500",88.290001,89.410004,86.970001,89.410004,1160500,85.242668
"501",89.800003,90.809998,89.360001,90.019997,755100,85.824234
"502",90.059998,90.809998,89.290001,90.769997,585800,86.539276
"503",90.449997,90.449997,88.18,88.769997,981100,84.6325
"504",88.650002,90.459999,88.650002,89.120003,1241400,84.966179
"505",88.739998,90.050003,88,89.790001,952300,85.604965
"506",89.489998,90.059998,88.629997,88.839996,724700,84.699242
"507",89.010002,90.269997,88.989998,90.139999,688100,85.938637
"508",90,90.470001,88.82,88.989998,1131600,84.842239
"509",89.309998,90.900002,89,90.760002,806000,86.529747
"510",90.940002,91.099998,90.190002,90.639999,723500,86.415352
"511",90.279999,90.459999,89.510002,90.43,1573700,86.215126
"512",90.330002,92.57,90.330002,91.419998,1064900,87.158989
"513",91.129997,92.099998,90.709999,91.790001,752700,87.511742
"514",91.540001,92.93,91.540001,92.559998,829800,88.245842
"515",92.849998,93.300003,92.199997,92.610001,801300,88.293533
"516",92.419998,93.32,92.059998,92.769997,1283900,88.446053
"517",92.699997,94.32,92.699997,94.239998,714000,89.847549
"518",94.379997,94.809998,93.519997,94.639999,499300,90.228897
"519",94.160004,94.830002,93.099998,93.269997,838500,88.92276
"520",93.339996,93.669998,92.370003,93.019997,529800,88.68441
"521",93.199997,94.07,92.650002,93.080002,762900,88.741615
"522",92.949997,94.650002,92.93,93.739998,1216500,89.370865
"523",94.019997,96.139999,93.440002,95.669998,2127200,91.210892
"524",95.720001,96,94.349998,95.209999,1213900,90.772324
"525",94.889999,95.580002,93.900002,95.580002,1051600,91.125099
"526",95.5,96.150002,94.849998,95.860001,780700,91.392044
"527",95.620003,95.790001,94.720001,95.150002,611300,91.147766
"528",95.190002,96.889999,94.839996,96.870003,915400,92.795433
"529",96.650002,97.790001,96.459999,97.739998,665800,93.628822
"530",97.059998,98.230003,97.059998,97.599998,679100,93.49472
"531",97.959999,98.239998,96.830002,97.669998,668700,93.561768
"532",97.300003,97.739998,96.949997,97.440002,670100,93.341446
"533",97.739998,98,97.169998,97.25,798900,93.159431
"534",97.739998,98.18,97.389999,98.050003,909700,93.925789
"535",97.900002,98.779999,97.639999,98.699997,834300,94.548439
"536",97.730003,98.980003,96.639999,98.660004,1831700,94.510124
"537",98.510002,100.470001,97.800003,100.379997,1188700,96.157784
"538",100.870003,101.25,100,100.980003,770600,96.732552
"539",101.050003,101.330002,100,100.879997,755600,96.636749
"540",101.239998,101.269997,100.279999,101.040001,621700,96.790016
"541",100.309998,101.43,100.309998,101.040001,655900,96.790016
"542",101.029999,102.07,100.559998,101.620003,1006400,97.345627
"543",101.459999,101.830002,101.050003,101.440002,735600,97.173187
"544",101.440002,101.989998,100.610001,101.709999,1328500,97.431831
"545",101.790001,102.07,101.019997,101.269997,1217700,97.010338
"546",101.370003,101.68,100.839996,101.059998,1037500,96.809174
"547",101.389999,102.160004,101.32,101.650002,1225100,97.374367
"548",101.690002,102.610001,101.690002,102.529999,968700,98.217331
"549",102.599998,104.089996,102.599998,104.029999,1785800,99.654251
"550",104.169998,105.139999,104.050003,104.919998,1342900,100.506813
"551",104.860001,105.370003,104.639999,105.110001,1384700,100.688812
"552",105.010002,105.790001,104.290001,104.989998,1508100,100.573868
"553",104.900002,106.349998,104.650002,105.809998,4074400,101.359383
"554",105.809998,105.949997,104.480003,105.129997,1569800,100.707977
"555",104.980003,105.400002,103.900002,104.349998,1010900,99.960793
"556",104.43,105.440002,103.889999,104.690002,834200,100.286491
"557",104.529999,106.290001,104.529999,106.220001,650700,101.752129
"558",106.650002,107.709999,106.330002,106.779999,961200,102.288582
"559",106.699997,107.290001,106.019997,106.690002,1116800,102.20237
"560",106.68,107.489998,106.480003,107.199997,921600,102.69091
"561",106.620003,107.059998,105.470001,105.870003,936500,101.416855
"562",105.980003,106.080002,103.57,104.32,1201700,99.932053
"563",104.440002,104.620003,103.870003,104.260002,1532100,99.874573
"564",104.43,104.519997,103.010002,103.849998,1410200,99.481819
"565",104.150002,104.309998,102.940002,103.709999,1149500,99.34771
"566",103.599998,104.370003,102.949997,104.029999,1155000,99.654251
"567",104.089996,104.269997,103.400002,103.860001,1189400,99.491402
"568",103.75,104.970001,103.510002,104.919998,1054200,100.506813
"569",104.699997,105.019997,103.93,104.139999,775900,99.759621
"570",104,104.589996,103.709999,104.57,699300,100.171532
"571",104.860001,105.550003,103.910004,104.029999,774600,99.654251
"572",104.040001,104.379997,103.709999,104.32,863100,99.932053
"573",104.050003,104.330002,103.639999,104.160004,965600,99.778793
"574",104.43,104.459999,103.690002,103.959999,771100,99.587189
"575",103.849998,104.489998,102.389999,102.419998,1376000,98.111977
"576",102.360001,102.919998,101.919998,102.279999,1122800,97.977852
"577",102.790001,104.989998,102.739998,104.699997,1882100,100.296066
"578",104.360001,105.120003,104.199997,104.93,882900,100.516396
"579",105.160004,105.650002,104.190002,104.800003,1115400,100.391869
"580",105.410004,106.059998,104.699997,105.839996,836500,101.388123
"581",105.480003,106.839996,105.239998,106.529999,773600,102.049088
"582",107.18,107.940002,106.760002,106.879997,606700,102.384377
"583",106.169998,106.849998,106.019997,106.419998,534300,101.943733
"584",106.610001,108.230003,106.360001,108.190002,1179500,103.639282
"585",107.800003,108.32,106.900002,107.099998,710100,102.595123
"586",106.660004,107.07,105.260002,106.68,950900,102.192787
"587",106.940002,107.589996,106.480003,107.379997,609700,102.86335
"588",107.550003,108.209999,106.739998,107.209999,664600,102.700493
"589",107.160004,107.580002,106.739998,107.080002,748400,102.575966
"590",107.089996,107.269997,105.730003,105.860001,653100,101.407272
"591",105.900002,106.470001,105.379997,106.279999,536400,101.809608
"592",105.68,108.300003,105.559998,108.269997,776000,104.206139
"593",108.029999,111.010002,107.790001,110.690002,1857900,106.535316
"594",110.830002,111.080002,109.779999,109.839996,1063800,105.717216
"595",110.099998,111.279999,109.959999,110.260002,836400,106.121468
"596",109.879997,111.660004,109.709999,111.169998,704300,106.997299
"597",111.099998,112.519997,111.099998,112.040001,941800,107.834648
"598",112.129997,112.599998,110.959999,111.279999,861800,107.10318
"599",111.57,112.519997,111.279999,111.419998,787800,107.237923
"600",111.639999,112.860001,111.25,112.82,715900,108.585358
"601",112.82,113.919998,112.800003,113.32,751400,109.066597
"602",113.5,114.260002,113.459999,113.690002,678500,109.422714
"603",114.160004,114.5,113,113.339996,1516400,109.085846
"604",113.580002,113.580002,111.580002,111.779999,995100,107.584404
"605",111.660004,112.599998,111.5,111.940002,553400,107.738396
"606",112.010002,113.260002,111.830002,113.019997,1081000,108.777855
"607",113.419998,114.25,112.720001,114.059998,697100,109.778824
"608",113.900002,114.019997,111.720001,113.82,946800,109.547829
"609",114.669998,116.599998,113.959999,116.489998,741300,112.117615
"610",116.720001,117.580002,116.440002,117.349998,968100,112.945335
"611",118.529999,119.279999,116.290001,116.290001,1045700,111.925117
"612",115.779999,116.120003,114.900002,115.839996,928300,111.492004
"613",115.809998,116.389999,114.660004,115.379997,966600,111.049278
"614",115.860001,117.209999,115.660004,117.089996,627700,112.695091
"615",117.809998,117.889999,116.059998,116.68,743900,112.300491
"616",116.620003,118.709999,116.620003,118.269997,646100,113.830811
"617",118.139999,118.510002,116.75,117.620003,540500,113.205215
"618",118.230003,118.230003,115.849998,116.639999,828500,112.261978
"619",116,118.389999,115.599998,117.980003,705900,113.551704
"620",118.190002,118.739998,116.699997,118.190002,772400,113.753799
"621",118.339996,118.489998,117.120003,118.07,1796000,113.63829
"622",118.559998,118.790001,117.309998,118.400002,997500,113.955925
"623",118.18,118.720001,116.940002,117.18,902300,112.781715
"624",116.940002,117.199997,115.010002,115.309998,820300,110.981895
"625",115.809998,116.239998,114.800003,115.260002,926400,110.933784
"626",115.050003,116.230003,114.989998,116,1366200,111.646004
"627",115.400002,115.970001,114.260002,115.730003,1124100,111.386147
"628",116,117.660004,116,117.279999,816500,112.87796
"629",117.769997,118.849998,117.690002,118.43,583500,113.984795
"630",117.660004,118.110001,115.360001,117.959999,791200,113.532433
"631",118.169998,118.5,117.5,118.019997,689000,113.590187
"632",118.269997,118.550003,117.389999,118.290001,1137600,113.85006
"633",118.419998,119.300003,117.860001,118.709999,776900,114.254295
"634",118.43,118.919998,116.779999,117.470001,1045100,113.060829
"635",117.290001,117.559998,115.879997,116.629997,1095600,112.252357
"636",115.580002,116.720001,114.800003,115.980003,1167600,111.626762
"637",115.470001,116.300003,114.279999,115.760002,1178700,111.415024
"638",116.389999,117.07,116.029999,116.089996,899300,111.73262
"639",116.349998,117.330002,115.830002,117.25,783800,112.849075
"640",117.120003,117.32,114.93,114.980003,886200,110.664291
"641",115.75,115.82,114.370003,115.230003,622400,110.904907
"642",115.040001,115.129997,114.120003,114.470001,899400,110.173447
"643",114.790001,114.790001,113.18,114.010002,772700,109.730705
"644",114.209999,115.269997,113.510002,113.860001,664300,109.586311
"645",113.830002,115.160004,113.470001,115.089996,637700,110.770149
"646",115.5,115.599998,114.529999,115.309998,766000,110.981895
"647",115.330002,116.239998,114.580002,115.110001,659400,110.789413
"648",114.93,116.190002,113.980003,114.779999,1116200,110.471802
"649",113.629997,117.610001,113.199997,117.019997,1667000,112.627724
"650",117.330002,118.190002,116.389999,117.290001,1155900,112.887589
"651",117.290001,117.910004,114.629997,115.379997,1128200,111.049278
"652",115.489998,117.690002,114.449997,117.419998,1130800,113.012703
"653",117.589996,119.260002,116.410004,118.449997,1048600,114.004051
"654",117.839996,119.949997,117.43,119.410004,841900,115.415207
"655",119.739998,121.300003,119.150002,120.550003,770200,116.517082
"656",120.769997,122.849998,120.620003,122.510002,1217600,118.411491
"657",122.199997,122.940002,121.029999,121.830002,887700,117.75425
"658",122.519997,123.459999,120.650002,121.199997,1179700,117.145325
"659",121.32,124.870003,121.199997,124.5,1005600,120.334938
"660",124.489998,125.309998,123.410004,124.220001,1068600,120.064301
"661",124.349998,125.309998,121.199997,123.989998,886400,119.84198
"662",124.169998,124.379997,123.239998,123.610001,710200,119.474709
"663",123.279999,124.139999,122.949997,124.050003,679300,119.899979
"664",124.059998,125.040001,123.199997,124.699997,729700,120.528229
"665",124.349998,125.889999,122.239998,122.809998,1010300,118.701462
"666",123.339996,124.800003,123,124.75,451100,120.576561
"667",125.169998,126.110001,124.919998,125.099998,911700,120.914841
"668",125.599998,126.790001,125.260002,126.040001,990800,121.823395
"669",126.650002,126.949997,125.480003,126.900002,663800,122.65464
"670",127.169998,127.800003,126.5,127.32,787300,123.060585
"671",128.360001,129.600006,127.339996,129.5,1083400,125.167641
"672",129.320007,129.889999,127.699997,128.75,1064100,124.442749
"673",127.699997,128.279999,125.550003,126.529999,1273600,122.297005
"674",126.620003,127.690002,124.919998,125.699997,1148800,121.494774
"675",125.089996,125.360001,121.800003,122.360001,1439100,118.266518
"676",121.690002,121.93,119.379997,120.830002,1221900,116.787704
"677",120.650002,122.230003,119.5,121.25,1160200,117.193649
"678",122.459999,123.309998,121.370003,121.760002,1267400,117.686592
"679",121.5,121.989998,120.709999,121.220001,1052300,117.164658
"680",121.800003,121.800003,120.410004,120.980003,699200,116.932678
"681",121.089996,122.230003,120.989998,121.760002,1055000,117.686592
"682",122.620003,122.620003,120.849998,121.519997,1380000,117.454613
"683",122.290001,122.709999,120.769997,122.379997,1261800,118.285851
"684",122,123.610001,121.650002,122.830002,1919800,118.720795
"685",122.989998,124.07,122.5,122.580002,1139200,118.479156
"686",123.059998,125.300003,122.940002,124.870003,1535400,120.692543
"687",124.599998,125.830002,123.870003,124.57,1064800,120.402588
"688",125.059998,125.580002,124.209999,125.129997,971200,120.943832
"689",125.150002,125.489998,123.800003,124.239998,885000,120.083618
"690",124.540001,125.209999,123.809998,124.230003,1404200,120.073959
"691",123.720001,124.269997,123.080002,123.860001,972200,119.716331
"692",123.120003,124.400002,122.760002,123.150002,924000,119.030083
"693",123.510002,124.010002,122.910004,123.730003,1063500,119.590683
"694",124.080002,125.959999,123.739998,125.779999,841200,121.57209
"695",125.68,125.910004,124.199997,124.57,752500,120.402588
"696",124.610001,124.730003,123.510002,123.879997,574700,119.735664
"697",124.269997,125.220001,124.220001,124.870003,521000,120.692543
"698",124.440002,125.449997,123.860001,125.050003,599900,120.866531
"699",124.860001,125.139999,123,123.690002,887800,119.55201
"700",123.699997,123.75,121.589996,121.730003,841300,117.657593
"701",122.029999,122.43,120.389999,120.800003,886900,116.758713
"702",121,121.669998,120.160004,121.629997,1080700,117.560928
"703",121.330002,122.739998,121.330002,122.419998,690900,118.324509
"704",122.510002,122.830002,121.75,122.410004,1089900,118.31485
"705",122.099998,122.400002,120.809998,122.300003,1223100,118.208534
"706",122.559998,123.709999,122.080002,122.389999,824400,118.295502
"707",122.459999,123.690002,121.769997,121.940002,756400,117.860565
"708",121.900002,123.220001,121.449997,122.309998,656800,118.218185
"709",122.580002,123.089996,120.480003,121.110001,507000,117.05835
"710",121.199997,121.529999,119.400002,119.559998,689500,115.560181
"711",119.339996,120.029999,118.660004,119.589996,965800,115.58918
"712",120.260002,121.330002,119.699997,120.970001,777900,116.923027
"713",122.379997,123.489998,121.239998,123.269997,1260800,119.146072
"714",123.400002,124.169998,122.440002,122.779999,1009700,118.672462
"715",122.239998,122.550003,119.830002,120.050003,1136100,116.033798
"716",119.620003,120.260002,118.760002,120.089996,1483200,116.072441
"717",120.610001,122.059998,120.32,121.589996,1161700,117.52227
"718",120.470001,121.230003,117.639999,118.150002,1329100,114.197357
"719",117.639999,118.18,115.900002,116.300003,1111300,112.886986
"720",116.580002,117.199997,115.550003,115.589996,749400,112.197807
"721",115.389999,116.330002,114.959999,115.379997,745500,111.993973
"722",116.059998,117.169998,115.239998,116.93,813800,113.498482
"723",117.389999,118.739998,116.779999,117.849998,580400,114.391487
"724",117.980003,118.309998,116.790001,118.239998,713100,114.770042
"725",118.629997,119.919998,118.199997,118.68,750700,115.197136
"726",118.239998,119.639999,117.730003,119.129997,945500,115.633911
"727",119.150002,120.690002,119.110001,120.57,1547300,117.031677
"728",120.779999,120.800003,119.150002,119.339996,901600,115.837761
"729",119.650002,119.730003,118.089996,119.040001,1117600,115.54657
"730",118.980003,119.779999,118.309998,119.309998,646200,115.808647
"731",119.559998,121.059998,119.339996,121.029999,1102800,117.478172
"732",120.959999,121.699997,120.779999,121.269997,822200,117.711128
"733",121.489998,122.470001,120.940002,121.029999,458200,117.478172
"734",120.940002,121.290001,120.089996,120.300003,758900,116.7696
"735",120.769997,121.669998,120.440002,121.190002,722100,117.633476
"736",120.650002,122.610001,120.440002,122.489998,900400,118.895332
"737",121.900002,123.379997,121.900002,123.379997,790300,119.759201
"738",123.129997,123.669998,122.610001,122.669998,635000,119.070053
"739",123.029999,123.300003,122.230003,122.480003,537400,118.885628
"740",122.639999,123.330002,122.129997,122.349998,767200,118.759415
"741",120,120.970001,119,120.900002,1118200,117.351974
"742",120.599998,120.779999,117.970001,118.43,1249200,114.95446
"743",118.040001,119.580002,117.339996,119.199997,1023900,115.701874
"744",119.43,120.959999,118.93,120.900002,1020500,117.351974
"745",121.419998,121.75,120.709999,120.900002,1091700,117.351974
"746",120.879997,121.550003,119.849998,121.230003,1115600,117.67231
"747",121.389999,122.089996,120.769997,121.660004,1111300,118.089691
"748",122.589996,123.559998,121.669998,122.720001,1914600,119.118584
"749",122.830002,123.110001,120.669998,121.389999,1073100,117.827606
"750",121.099998,122.019997,120.779999,121.620003,243400,118.050865
"751",121.5,122.290001,121.410004,121.879997,309600,118.303215
"752",122.059998,122.970001,121.809998,122.959999,575500,119.351532
"753",122.589996,123.290001,122.519997,123.050003,737800,119.438889
"754",123.25,123.82,122.339996,122.849998,766800,119.244743
"755",123,123.160004,119.580002,120.199997,1618900,116.672531
"756",120.440002,122.120003,120.440002,120.980003,869300,117.429642
"757",120.989998,121.75,120.489998,120.75,765800,117.206383
"758",120.43,120.970001,119.910004,120,841000,116.478401
"759",119.550003,121.190002,119.230003,120.489998,1096700,116.95401
"760",120.489998,122.220001,120.150002,122.129997,803600,118.545891
"761",122.199997,122.739998,122.150002,122.559998,754700,118.963257
"762",122.769997,124.029999,122.769997,123.739998,961800,120.108635
"763",124,124.57,123.510002,124.57,886100,120.914291
"764",125,127.029999,124.879997,126.879997,912600,123.156487
"765",127,128.729996,126.830002,128.570007,984200,124.796913
"766",128.830002,130.589996,128.809998,130.440002,1338400,126.612015
"767",130.490005,133.399994,130.199997,133.220001,1666700,129.310425
"768",133.800003,134.809998,133.270004,134.050003,1255000,130.116074
"769",134.029999,135.529999,133.809998,135.289993,933300,131.319672
"770",135.289993,136.410004,135.199997,135.779999,813800,131.795303
"771",136,136.830002,134.929993,135.25,703400,131.280869
"772",135.529999,136.389999,135.070007,135.800003,904200,131.814728
"773",136,136.410004,135.279999,136.039993,608400,132.047668
"774",135.820007,137.119995,135.600006,136.770004,922700,132.756226
"775",136.910004,137.729996,135.440002,136.199997,1300500,132.202988
"776",136.330002,136.949997,136.149994,136.520004,1253800,132.513596
"777",135.949997,136.809998,134.820007,134.839996,1193000,130.882904
"778",134.559998,135.669998,134.089996,135.070007,923300,131.10614
"779",134.619995,135.289993,134.169998,135,669000,131.525085
"780",135.880005,136.130005,134.389999,134.449997,938200,130.989227
"781",134.710007,135.550003,134.449997,135.210007,1400000,131.729691
"782",135.529999,135.990005,135.100006,135.339996,746800,131.856323
"783",134.520004,136.110001,134.5,135.699997,996000,132.207062
"784",135.699997,137.229996,135.550003,136.949997,814200,133.424896
"785",137.520004,139.649994,137.009995,139.320007,1091200,135.733887
"786",140.339996,140.570007,139.259995,139.259995,1478400,135.675415
"787",139.070007,141.369995,138.240005,138.699997,1288700,135.129822
"788",138.320007,138.669998,136.5,137.300003,1022400,133.765869
"789",137.410004,138.139999,137.119995,137.770004,1222200,134.223785
"790",136.850006,137.75,135.949997,136.529999,1219400,133.015701
"791",136.710007,136.850006,132.770004,133.089996,1056500,129.664246
"792",132.949997,134.929993,132.589996,133.039993,1118600,129.615524
"793",132.770004,134.389999,127.720001,127.779999,1277700,124.490921
"794",124.110001,125.800003,120.620003,123.660004,3988800,120.476967
"795",124.330002,130.940002,124.080002,130.839996,1860400,127.472153
"796",131.220001,134.75,130.600006,131.419998,1639200,128.037201
"797",133.070007,140.330002,133.070007,140.309998,1528700,136.69841
"798",138.520004,140.490005,136.699997,139.360001,1218400,135.772842
"799",136.009995,141.699997,134.630005,141,1492800,137.370621
"800",133.149994,139.779999,132.649994,137.190002,2322200,133.658691
"801",138.149994,140.75,131.300003,137.710007,2185400,134.165329
"802",135.350006,136.630005,128.279999,129.669998,2157100,126.332268
"803",122.209999,127.449997,114.279999,117.970001,2494900,114.933434
"804",121.360001,128.330002,116.540001,128.289993,1667000,124.987785
"805",115.5,132.360001,115.349998,118.809998,2367600,115.751816
"806",121.330002,140.289993,120.5,138.5,2364400,134.934998
"807",129.610001,133.220001,122.629997,130.080002,2661200,126.731705
"808",129,130.259995,114.059998,115.120003,2393300,112.156799
"809",115.120003,115.120003,98.25,100.690002,3441000,98.098221
"810",100.379997,100.379997,92,97.07,2780900,94.571396
"811",100.709999,105.279999,96.629997,103.949997,2167300,101.274307
"812",103.769997,114.269997,101.349998,110.449997,1757000,107.606987
"813",108.529999,121.870003,108.529999,119.32,1634100,116.248672
"814",116.769997,125.029999,115,120.769997,1169900,117.661362
"815",122.860001,127.269997,121.870003,126.720001,1584200,123.458206
"816",124.919998,126.5,117.190002,119.559998,2831000,116.482506
"817",115,117.989998,110.559998,112.800003,1355700,109.896515
"818",111.540001,118.449997,110.949997,117.639999,944800,114.611923
"819",118.389999,118.800003,112.599998,113.32,1187700,110.403122
"820",116.199997,123.300003,116.199997,121.519997,1224000,118.392052
"821",124,124.949997,116.82,118.269997,1261400,115.225708
"822",119.260002,126.330002,117.650002,125.349998,952800,122.123474
"823",126.379997,132.869995,125.599998,131.75,1177300,128.358734
"824",129.789993,130.479996,125.410004,127.239998,764900,123.964813
"825",131.100006,133.720001,129.509995,133.610001,904400,130.170853
"826",131.389999,132.770004,128.919998,129.210007,922900,125.884117
"827",131.869995,132.740005,129.589996,131.240005,915500,127.861877
"828",132.679993,133,128.559998,131.759995,1189400,128.368454
"829",131.75,132.429993,125.870003,126.459999,773300,123.204895
"830",125.199997,127.599998,123.779999,125.43,1075400,122.201416
"831",127.919998,129.800003,126.589996,127.889999,739900,124.598091
"832",127.25,129.190002,124.529999,124.68,946200,121.470718
"833",126.25,126.809998,124.419998,125.010002,1010900,121.792229
"834",126,126.480003,125.029999,125.75,1476200,122.513176
"835",127.760002,128,125.879997,126.519997,929400,123.263351
"836",127.669998,127.809998,123.739998,125.720001,934700,122.483963
"837",125,125.599998,120.099998,121.690002,1174800,118.557686
"838",120.589996,120.760002,118.559998,119.199997,820800,116.131767
"839",119.160004,121.790001,118.300003,121.459999,720100,118.333595
"840",121.190002,124.68,121.190002,123.43,784000,120.252899
"841",123.779999,124.169998,117.529999,117.779999,1128400,114.748306
"842",120.629997,123.519997,118.389999,119.080002,1119000,116.014862
"843",119.169998,120.309998,117.519997,118.029999,1068400,114.99189
"844",117.019997,119.82,115.550003,119.489998,1091100,116.95932
"845",119.610001,119.980003,117.050003,117.07,908100,114.590569
"846",116.989998,116.989998,115.089996,116.510002,1194700,114.042419
"847",115.889999,116.849998,112.5,116.269997,1039100,113.80751
"848",115.650002,118.779999,114.559998,117.760002,3087000,115.265961
"849",120.589996,123.260002,119.68,122.510002,931100,119.915359
"850",122.110001,123.089996,120.110001,120.169998,756000,117.624916
"851",121.279999,122.07,120.190002,120.599998,683400,118.045807
"852",121,121.940002,120.059998,120.620003,685400,118.065392
"853",120.160004,121.029999,119.300003,120.709999,445800,118.153465
"854",122.650002,123.800003,120.18,120.739998,873800,118.182838
"855",122.040001,122.269997,118.050003,120.540001,876500,117.987083
"856",122.25,124.589996,122.07,123.720001,947600,121.099724
"857",123.709999,127.400002,122.550003,127,1516800,124.310257
"858",126.910004,128.949997,125.699997,127.769997,794200,125.063957
"859",127.699997,130.089996,127.089996,130.089996,821900,127.334816
"860",130.279999,132.559998,129.529999,132.350006,1117200,129.546967
"861",131.360001,132.600006,128.729996,130.699997,1113300,127.931892
"862",131.300003,134.259995,130.720001,131.559998,827400,128.773682
"863",130.529999,132.880005,129.75,132.5,753300,129.693787
"864",131.619995,131.619995,129.179993,130.699997,857100,127.931892
"865",131,132.690002,130.169998,131.059998,614700,128.284256
"866",129.610001,130.860001,126.75,127.5,1024900,124.799675
"867",129.649994,129.779999,125.809998,127.290001,901400,124.594124
"868",126.269997,130.429993,124.730003,129.220001,1212300,126.483238
"869",131.490005,132.679993,128.789993,129.660004,699800,126.91394
"870",130,130.839996,127.459999,129.860001,697700,127.109695
"871",129.339996,130.169998,127.540001,129.169998,629200,126.434296
"872",131.059998,131.130005,126.360001,126.360001,1766000,123.683815
"873",126.330002,127.599998,125.699997,126.830002,1127400,124.14386
"874",127.709999,128.179993,124.879997,125.220001,833000,122.567963
"875",124.339996,125.199997,123.099998,124.400002,1038000,121.76532
"876",124.400002,124.400002,120.669998,122.220001,707800,119.631493
"877",122.43,125.559998,121.839996,124.080002,1789400,121.452103
"878",124.379997,125.440002,122.489998,125.370003,617600,122.71479
"879",125.470001,129.429993,125.470001,128.660004,1228700,125.935104
"880",128.449997,131.130005,128.449997,130.619995,766900,127.853592
"881",131.149994,132.160004,130.600006,131.059998,731300,128.284256
"882",132.630005,133.919998,130.350006,131.039993,551900,128.264694
"883",130.25,131.529999,129.380005,130.309998,693700,127.550156
"884",130.399994,132.190002,130.009995,131.759995,673400,128.969437
"885",131.350006,131.690002,128.759995,130.690002,714000,127.922112
"886",130.949997,133.410004,130.740005,133.389999,715700,130.564926
"887",132.820007,134.410004,132.169998,132.970001,983800,130.153809
"888",133.429993,135.229996,132.850006,134.839996,1170400,131.984222
"889",135,135.850006,133.399994,134.059998,918700,131.220734
"890",134.029999,138.389999,133.559998,138.320007,1100100,135.390518
"891",138.919998,141.529999,138.419998,141.220001,786700,138.229111
"892",140.860001,142.839996,138.990005,139.710007,696000,136.751083
"893",139.800003,141.869995,139.320007,141.179993,566900,138.189941
"894",140.929993,144.479996,140.210007,143.789993,608000,140.744644
"895",144.669998,145.809998,143.910004,144.889999,719300,141.821365
"896",145,145.970001,143.199997,144.520004,834100,141.459229
"897",145,145.910004,143.699997,144.330002,833000,141.273239
"898",143.880005,146.270004,143.880005,145.360001,724700,142.281418
"899",145.940002,148.160004,145.919998,147.990005,811300,144.855713
"900",146.820007,147.979996,145.850006,146.630005,591000,143.524521
"901",146.210007,148.509995,145.490005,147.270004,793400,144.150955
"902",147,147.369995,145.399994,147.059998,582400,143.945419
"903",146.490005,147.690002,145.949997,147.5,686000,144.376099
"904",148.190002,148.220001,145.649994,147.25,506400,144.131378
"905",146.320007,147.960007,145.009995,146.970001,737600,143.85733
"906",147,150.039993,146.089996,149.789993,785500,146.617569
"907",150.210007,150.470001,148.440002,149.110001,598600,145.951981
"908",148.229996,148.5,141.710007,142.419998,740900,139.9198
"909",143.130005,147.080002,142.800003,145.869995,602600,143.309189
