"","LHX.Open","LHX.High","LHX.Low","LHX.Close","LHX.Volume","LHX.Adjusted"
"65",110.550003,110.650002,109.010002,109.050003,800900,100.92955
"66",109.290001,110.07,109.019997,109.489998,687100,101.336769
"67",109.889999,110.760002,109.57,110.169998,777000,101.966164
"68",110.400002,110.830002,109.769997,110.059998,589400,101.864326
"69",109.709999,109.940002,109.25,109.940002,426300,101.753265
"70",110.550003,111.360001,109.93,110.290001,439300,102.077202
"71",110.139999,110.769997,109.970001,110.019997,654800,101.827293
"72",110.540001,110.580002,109.790001,110.209999,1068000,102.003151
"73",109.720001,110.330002,109.32,109.559998,906100,101.401566
"74",110.07,110.25,109.370003,109.419998,868400,101.271996
"75",109.739998,110.510002,109.489998,109.949997,1374600,101.76252
"76",110.169998,111.309998,110.010002,110.269997,828700,102.058701
"77",111.529999,112.080002,111.269997,111.690002,646700,103.372948
"78",112.019997,112.190002,111.209999,111.209999,894200,102.928696
"79",111.330002,111.82,110.870003,111.129997,976900,102.854652
"80",111.559998,113.330002,111.440002,113.290001,731100,104.853813
"81",112.989998,113.580002,111.720001,111.889999,1340500,103.55806
"82",111.559998,111.559998,109.199997,109.709999,1082200,101.540398
"83",109.57,109.940002,109.120003,109.540001,1061700,101.383049
"84",109.290001,110.419998,108.349998,109.25,953400,101.114647
"85",109.730003,110.489998,109.5,110,847000,101.808807
"86",110.279999,111.800003,110.230003,110.720001,970600,102.475189
"87",110.82,111.099998,107.849998,108,1382000,99.957733
"88",107.790001,108.529999,107.220001,108.5,1279800,100.420479
"89",108.489998,108.959999,108.169998,108.959999,716400,100.846245
"90",108.510002,109.050003,108.040001,108.970001,571800,100.855515
"91",109.150002,109.150002,107.599998,107.760002,551500,99.735603
"92",107.889999,108.82,107.730003,108.629997,623200,100.540825
"93",108.790001,108.989998,108.379997,108.639999,637200,100.550072
"94",108.639999,108.639999,107.059998,107.18,1216600,99.198807
"95",107.089996,107.639999,106.18,107.440002,912000,99.439445
"96",107.949997,108.459999,107.459999,107.809998,2390800,99.781876
"97",108.330002,109.290001,108.07,108.550003,788100,100.466789
"98",108.660004,109.209999,107.910004,108.940002,515000,100.827744
"99",108.699997,110,108.639999,109.879997,775100,101.697739
"100",110,111.349998,109.620003,111.050003,602300,102.780617
"101",110.93,111.160004,110.150002,110.559998,801200,102.327087
"102",110.559998,111.279999,109.860001,110.529999,912700,102.299324
"103",110.400002,112.230003,109.959999,112.160004,1276500,104.308128
"104",112.260002,113.360001,112.010002,113.360001,668300,105.42411
"105",113.559998,114.32,113.440002,113.82,661700,105.851906
"106",113.440002,113.68,112.690002,112.739998,811500,104.847519
"107",112.519997,112.519997,110.68,110.889999,1400700,103.127029
"108",110.720001,111.800003,110.220001,110.449997,1314200,102.717827
"109",110.449997,111.290001,110,111.209999,649200,103.424629
"110",111.290001,111.540001,108.760002,109.059998,1908100,101.425133
"111",109.18,109.279999,107.779999,108.529999,1090000,100.932228
"112",109.019997,109.540001,108.739998,109.309998,831900,101.657646
"113",109.32,109.970001,108.790001,109.370003,739400,101.713448
"114",108.849998,109.889999,108.260002,109.5,906300,101.834343
"115",109.769997,110.599998,109.129997,110.540001,2234200,102.801529
"116",110.730003,112.300003,110.389999,112.279999,713300,104.419716
"117",112.010002,112.690002,111.839996,111.870003,544100,104.038422
"118",111.809998,112.330002,111.489998,111.709999,424200,103.88961
"119",111.620003,112.25,110.989998,110.989998,407900,103.220039
"120",111.019997,111.599998,110.660004,111.389999,1451900,103.592026
"121",111.519997,112.43,110.709999,110.910004,582900,103.145622
"122",110.800003,111.099998,109.309998,109.349998,478600,101.694832
"123",110.019997,110.830002,109.529999,110.419998,514900,102.689941
"124",110.300003,110.300003,108.290001,108.989998,949600,101.360039
"125",109.209999,110.209999,108.699997,109.080002,467200,101.443733
"126",109.800003,110.209999,109.080002,109.669998,466400,101.992424
"127",109.660004,110.949997,109.559998,110.830002,713500,103.07122
"128",110.379997,111.019997,110.199997,110.279999,647200,102.559723
"129",111.160004,113.029999,110.660004,112.809998,1010100,104.912613
"130",112.82,114.220001,112.400002,113.900002,1608700,105.926315
"131",113.900002,114.970001,113.639999,114.720001,795700,106.688911
"132",115.440002,116.089996,115,115.589996,555200,107.497986
"133",115.660004,115.790001,114.790001,115.139999,664500,107.079506
"134",115.220001,115.43,114.07,115.18,1047900,107.116707
"135",115,115.150002,113.389999,113.489998,1057900,105.545021
"136",113.089996,113.800003,112.93,113.779999,599100,105.814713
"137",114.139999,114.650002,114.139999,114.43,523300,106.419212
"138",114.589996,114.760002,113.949997,114.230003,519100,106.233208
"139",113.919998,114.519997,113.650002,113.940002,1050500,105.963493
"140",114.080002,114.410004,113.669998,113.940002,674800,105.963493
"141",114.419998,115.099998,114.050003,114.970001,351000,106.921402
"142",115.269997,115.529999,114.57,115.230003,419500,107.163208
"143",115.639999,115.639999,113.279999,113.879997,715400,105.907722
"144",113.82,114.470001,113.699997,114.410004,374600,106.400604
"145",114.800003,114.970001,113.970001,114.470001,786000,106.456398
"146",113.620003,116.489998,111.720001,115.849998,1085000,107.739777
"147",116.050003,116.93,115.970001,116.25,1008900,108.111786
"148",115.959999,116.949997,115.949997,116.910004,592400,108.725594
"149",117.260002,117.709999,116.379997,116.690002,390600,108.520996
"150",116.690002,117.419998,116.620003,117.379997,575000,109.162689
"151",117.260002,117.809998,116.730003,116.889999,646900,108.707001
"152",116.75,118.589996,116.730003,118.550003,602300,110.250786
"153",117.860001,118.989998,117.860001,118.230003,949800,109.953178
"154",118.269997,119.07,118.18,118.370003,532000,110.083382
"155",119,120.290001,118.989998,119.839996,822700,111.45047
"156",120.029999,120.540001,119.690002,119.790001,587600,111.403976
"157",119.989998,121.269997,119.980003,120.25,510200,111.831764
"158",119.349998,120.650002,119.110001,119.110001,565400,110.771584
"159",118.970001,119.339996,118.660004,118.709999,527900,110.399582
"160",118.699997,119.07,117.459999,118.559998,462100,110.260078
"161",118.860001,120.339996,118.620003,119.989998,477700,111.589973
"162",119.68,119.989998,118.940002,119.080002,501900,110.743668
"163",119.32,119.529999,118.739998,118.839996,339600,110.520477
"164",119.300003,120.07,119.059998,119.660004,333500,111.283081
"165",120.279999,122.370003,120.279999,121.330002,1433500,112.836166
"166",120.760002,121.699997,120.57,121.510002,779600,113.003555
"167",121.559998,122.389999,121.160004,122.339996,938600,113.775459
"168",122.449997,123.260002,122.339996,122.900002,881100,114.296249
"169",123.519997,123.57,122.550003,123.150002,453100,114.528755
"170",123,123.309998,122.029999,122.889999,670800,114.286964
"171",123.379997,123.379997,122.099998,122.720001,795700,114.128845
"172",122.639999,122.760002,121.610001,122.449997,598600,114.409157
"173",122.139999,123.029999,121.379997,122.510002,516800,114.46521
"174",123.080002,123.470001,122.900002,123.269997,655900,115.175308
"175",123.5,123.75,123.010002,123.669998,411900,115.549042
"176",123.379997,123.760002,122.809998,123.290001,583500,115.194
"177",123,124.349998,122.610001,124.25,911700,116.090965
"178",124.75,126.980003,124.75,126.870003,1501000,118.538902
"179",127.330002,128.979996,126.970001,128.979996,1007100,120.510323
"180",129.199997,130.970001,128.619995,130.910004,1066000,122.313622
"181",131.119995,131.630005,130.639999,131.600006,751200,122.958321
"182",131.429993,131.899994,130.720001,131.059998,648300,122.453766
"183",131.410004,131.889999,131.059998,131.800003,553800,123.145187
"184",131.520004,131.710007,129.860001,130.75,753900,122.164131
"185",131,131.699997,130.75,131.520004,358100,122.883575
"186",131.610001,132,130.789993,131.360001,609500,122.734062
"187",131.130005,131.509995,130.169998,130.949997,522500,122.35099
"188",130.869995,131.740005,130.380005,131.679993,455300,123.033051
"189",131.820007,132.830002,131.520004,132.809998,499200,124.088852
"190",133,133.800003,132.25,133.309998,491200,124.556023
"191",133.009995,134.009995,132.589996,134,412900,125.200722
"192",134.139999,135,134,134.789993,411200,125.938843
"193",134.460007,135.75,134.190002,135.660004,419700,126.751701
"194",136,136.210007,135.550003,135.880005,425000,126.95726
"195",136.410004,136.630005,135.539993,136.070007,491100,127.134789
"196",136.119995,136.449997,135.639999,136,466400,127.069374
"197",135.809998,136.830002,135.809998,136.619995,414100,127.648666
"198",136.940002,137.160004,136.440002,136.559998,397200,127.59259
"199",136.759995,136.850006,135.830002,135.899994,400800,126.975929
"200",135.949997,136.970001,135.949997,136.089996,468500,127.153465
"201",136.300003,136.449997,134.339996,134.839996,522900,125.985542
"202",134.690002,135.740005,133.660004,135.610001,470500,126.704979
"203",136.199997,137.169998,135.490005,136.729996,437300,127.751419
"204",137.210007,137.639999,136.600006,136.820007,535800,127.835548
"205",137.169998,137.389999,136.479996,136.960007,405600,127.966324
"206",137,137.440002,136.080002,136.559998,444100,127.59259
"207",136.880005,137.389999,135.529999,135.860001,400700,126.938583
"208",136.460007,137.059998,136.110001,136.529999,296300,127.564583
"209",136.699997,136.839996,135.160004,135.639999,705600,126.733032
"210",135.649994,139.529999,135.210007,139.320007,830000,130.171371
"211",140.860001,141.970001,136.789993,137.149994,1037200,128.143845
"212",137.160004,137.270004,135.949997,137.100006,609900,128.097168
"213",137.869995,139.75,137.259995,139.410004,994000,130.255478
"214",139.559998,139.559998,138.350006,138.990005,844800,129.863022
"215",139.029999,139.720001,138.339996,139.369995,511400,130.218079
"216",139.289993,141.539993,139,141.289993,601000,132.011993
"217",140.460007,140.809998,136.770004,137.559998,672100,128.526947
"218",136.929993,138.880005,136.929993,138.759995,591800,129.648117
"219",138.220001,139.479996,137.860001,138.970001,392200,129.844376
"220",138.550003,139.369995,137.25,139.339996,462500,130.190048
"221",139.130005,139.199997,137.820007,138.970001,413600,129.844376
"222",139.270004,140.479996,139.259995,140.350006,502500,131.673798
"223",140.089996,141.119995,139.729996,139.839996,610700,131.195358
"224",140.369995,142.039993,140.25,141.919998,571300,133.146774
"225",142.979996,144.75,142.509995,144,1053500,135.09819
"226",144,144,142.520004,142.520004,596300,133.709656
"227",142.770004,144.240005,142.350006,143.940002,310700,135.04187
"228",144.029999,144.240005,143.100006,143.5,502100,134.629074
"229",143.889999,144.470001,143.520004,144.199997,601600,135.285797
"230",144.199997,144.630005,142,143.220001,658600,134.366394
"231",143.979996,144.940002,142.589996,144.5,2345000,135.567261
"232",144.199997,144.410004,140.979996,142.860001,784900,134.028656
"233",144.039993,144.039993,141.110001,141.690002,688300,132.930969
"234",142.059998,143.789993,141.179993,142.580002,704900,133.765976
"235",142.410004,143.220001,141.789993,142.520004,428100,133.709656
"236",142.229996,143.589996,142.229996,143.199997,312800,134.347626
"237",143.960007,144.100006,142.850006,143.25,462200,134.394501
"238",138.080002,143.910004,138.080002,142.639999,492200,133.82225
"239",142.360001,142.789993,140.889999,141.419998,662200,132.677689
"240",141.330002,143.559998,141.179993,141.940002,657600,133.165527
"241",142.570007,142.570007,141.240005,141.270004,562200,132.536926
"242",142.259995,144.600006,141.710007,144.089996,2392400,135.182587
"243",144.699997,144.699997,142.550003,142.669998,687000,133.850418
"244",142.710007,143.839996,142.059998,142.570007,469200,133.756592
"245",142.889999,143.190002,141.910004,142.339996,524200,133.540771
"246",142.860001,143.110001,141.729996,142.789993,387600,133.962967
"247",143.039993,143.100006,141.970001,142.779999,350200,133.953568
"248",142.679993,143.190002,141.839996,142.199997,323000,133.409454
"249",142.300003,143.350006,142.050003,143.220001,285700,134.366394
"250",143.860001,143.860001,141.899994,143.220001,540500,134.366394
"251",143.289993,143.289993,141.619995,141.649994,616500,132.893478
"252",142.039993,142.779999,141.309998,142.070007,932400,133.287491
"253",142.470001,143.259995,140.839996,142.820007,766300,133.991135
"254",142.929993,143.559998,142.009995,142.429993,651000,133.625214
"255",142.690002,143.850006,142.009995,143.740005,686800,134.854248
"256",143.809998,146.630005,143.619995,146.399994,590300,137.349777
"257",146.75,146.960007,145.25,145.619995,763300,136.618011
"258",145.330002,145.389999,143.929993,145.149994,422900,136.177048
"259",145.160004,145.910004,144.869995,145.300003,449300,136.31778
"260",145.25,147.330002,145.110001,147.210007,565500,138.109726
"261",148.559998,148.729996,145.660004,145.770004,570300,136.758743
"262",146.130005,147.770004,145.649994,147.610001,620700,138.485001
"263",147.699997,148.490005,145.710007,145.740005,598300,136.730637
"264",146.419998,146.440002,145.529999,145.889999,522200,136.871338
"265",145.759995,145.759995,142.639999,143.190002,880600,134.338242
"266",143.440002,143.440002,142.199997,142.410004,657000,133.606461
"267",142.619995,144.110001,142.559998,143.100006,604500,134.253815
"268",143.600006,144.699997,143.100006,144.470001,449500,135.539124
"269",145,146.169998,143.270004,146.149994,1033000,137.11525
"270",146.369995,147.860001,146.320007,147.190002,812300,138.090958
"271",148.949997,157.699997,148.330002,156.309998,1633300,146.647186
"272",157.360001,160.229996,157.020004,159.380005,1198100,149.527405
"273",158.869995,160.669998,157.070007,157.679993,1022300,147.932495
"274",157.179993,158.740005,155.770004,155.899994,788600,146.262527
"275",154.270004,156.149994,146.240005,148.199997,1237900,139.038544
"276",144.679993,149.300003,143.029999,148.639999,1217700,139.45134
"277",148.440002,153.880005,147.369995,152.789993,1165600,143.344803
"278",154.440002,155.300003,149.800003,149.839996,1432400,140.577133
"279",151.009995,154.720001,148.820007,153.020004,1290100,143.560593
"280",153.779999,154.5,150.610001,152.789993,828700,143.344803
"281",151.880005,153.279999,151.070007,153.020004,928600,143.560593
"282",152.259995,155.279999,151.729996,154.970001,651300,145.39003
"283",155.979996,156.929993,153.899994,156.229996,706500,146.572128
"284",155.789993,157.229996,154.509995,156.660004,633900,146.97554
"285",156.309998,158.5,155.75,157.009995,582300,147.303909
"286",157.210007,161.039993,156.610001,158.169998,901400,148.392181
"287",158.389999,159.919998,157.639999,157.990005,534400,148.223312
"288",158.360001,158.809998,157.169998,158.800003,422700,148.983261
"289",159.460007,160.830002,158.619995,159.539993,494400,149.677521
"290",159.270004,161,159,159.020004,571200,149.189651
"291",159.880005,159.910004,156.110001,156.149994,794100,146.49707
"292",156.399994,156.399994,150.740005,152.869995,1140600,143.419846
"293",151.589996,154.360001,150.050003,153.860001,629400,144.348633
"294",153,154.339996,151.199997,154.259995,748700,144.723923
"295",154.639999,154.960007,153.779999,154.669998,527600,145.108566
"296",152.970001,156.259995,152.509995,155.759995,765400,146.671677
"297",156.210007,156.289993,153.740005,155.740005,569900,146.652863
"298",156.5,157.779999,155.570007,157.720001,483400,148.51738
"299",158.139999,159.580002,157.550003,158.020004,876000,148.79985
"300",158.520004,159.5,157.600006,158.100006,724500,148.875183
"301",159.059998,159.679993,156.619995,157.580002,650300,148.385513
"302",157.75,158.460007,156.789993,158.179993,609400,148.9505
"303",158.130005,158.410004,155.240005,156.509995,2300100,147.377945
"304",156.050003,156.660004,154.759995,156.429993,955600,147.302612
"305",156.949997,158.899994,156.380005,158.820007,775000,149.553192
"306",159.139999,161.039993,158.729996,159.809998,610200,150.485397
"307",158.419998,160.889999,154.259995,154.570007,750300,145.551117
"308",154.630005,159.710007,154.630005,157.190002,892900,148.01828
"309",158.830002,162.369995,158.830002,162.070007,1035700,152.613541
"310",162.880005,164.580002,159.440002,160.350006,1218300,150.993881
"311",160.419998,161.300003,158.75,159.779999,1299600,150.457123
"312",159.960007,162.419998,158.710007,161.279999,1367600,151.869644
"313",160.979996,161.869995,157.679993,159.630005,1018100,150.315918
"314",160.300003,161,157.479996,159.699997,903800,150.381805
"315",157.710007,162.309998,157.460007,162.289993,650300,152.820694
"316",162.860001,164.690002,161.889999,164.330002,793800,154.741669
"317",163.289993,164.399994,159.820007,161.039993,584300,151.643616
"318",162.229996,164.639999,161.960007,162.830002,757800,153.329193
"319",164.320007,164.619995,161.199997,162.389999,870100,152.914856
"320",161.529999,163.179993,160.830002,161.860001,665100,152.415771
"321",162.139999,163.929993,161.979996,162.759995,569700,153.26326
"322",162.869995,163.509995,161.139999,161.690002,425700,152.255692
"323",163.300003,165.429993,162.339996,165.179993,590600,155.542023
"324",165.929993,167.600006,165.350006,166.960007,449600,157.218216
"325",167.520004,168.559998,166.690002,168.279999,495600,158.461182
"326",168.210007,169.279999,167.089996,168.860001,468100,159.007355
"327",168.630005,169.529999,167.610001,168,480900,158.19751
"328",168.649994,169.139999,168,169,357200,159.139175
"329",169.649994,170.539993,162.389999,164.820007,765300,155.203079
"330",164.479996,164.960007,158.649994,161.160004,1082400,151.756607
"331",161.070007,161.75,159.309998,159.75,1272800,150.428909
"332",159.75,161.130005,157.600006,158.149994,659900,148.922256
"333",158.339996,158.830002,156.080002,156.419998,750000,147.293182
"334",157.160004,157.539993,151.020004,151.779999,1228200,142.92392
"335",153.300003,157.339996,146.320007,146.759995,1298300,138.196823
"336",145.940002,148.229996,143.259995,147.300003,1109000,138.705338
"337",146.649994,149.919998,146.089996,149.839996,825500,141.097107
"338",149.839996,150.720001,148.490005,149.880005,878200,141.134781
"339",151.380005,154.380005,151.009995,153.940002,1612500,144.957901
"340",154.309998,155.740005,153.279999,155.389999,726600,146.323318
"341",156.029999,156.800003,155.210007,156.710007,500900,147.566269
"342",156.240005,157.369995,155.860001,156.649994,465600,147.50975
"343",156.779999,156.779999,154.410004,155.169998,5e+05,146.116119
"344",154.279999,155.009995,153.809998,154.880005,526200,145.843048
"345",155.100006,155.800003,153.619995,153.699997,616800,144.731903
"346",153.089996,153.449997,151.970001,152.839996,942700,143.922058
"347",152.75,154.130005,152.279999,153.899994,674400,144.920227
"348",154.639999,155.270004,153.169998,154.470001,558800,145.456985
"349",154.080002,154.520004,150.679993,150.729996,614200,141.935196
"350",150.139999,154.110001,149.839996,153.929993,622300,144.948471
"351",153.410004,154.380005,152.169998,153.910004,618800,144.929657
"352",153.899994,154.259995,152.470001,152.899994,394400,143.978592
"353",152.25,152.399994,150.350006,150.860001,655700,142.057602
"354",151.570007,154.210007,150.600006,152.75,616000,143.837311
"355",151.880005,151.990005,150.149994,150.470001,759100,142.221085
"356",151.289993,153.259995,150.929993,152.690002,502400,144.319382
"357",153.419998,154.119995,152.289993,152.899994,419500,144.517868
"358",152.440002,153.190002,151.289993,152.949997,1039800,144.56514
"359",153.139999,153.899994,152.789993,153.479996,852000,145.066086
"360",153.419998,154.389999,152.339996,152.979996,434100,144.593475
"361",153,154.75,152.649994,154.649994,457700,146.171921
"362",154.419998,156.199997,153.869995,154.229996,907100,145.774963
"363",154.960007,154.960007,151.860001,152.360001,455200,144.007477
"364",152.039993,153.149994,151.990005,152.240005,682600,143.894073
"365",152.600006,153.5,149.789993,149.949997,523000,141.729599
"366",149.339996,149.339996,147.240005,149.229996,1513800,141.049057
"367",148.570007,149.699997,147.979996,149.270004,742800,141.086868
"368",147.929993,148.160004,145,145.449997,802900,137.476273
"369",145.389999,146.190002,144.839996,145.229996,562400,137.268372
"370",144.369995,145.270004,142.600006,143.149994,802100,135.302353
"371",143.669998,144.139999,142.5,143.699997,1387400,135.822205
"372",143.389999,145.039993,142.699997,144.119995,542300,136.219162
"373",144.339996,145.300003,143.660004,144.289993,598700,136.379868
"374",144.580002,146.949997,143.729996,143.820007,686400,135.935638
"375",143.509995,145.25,143,144.759995,431700,136.824097
"376",145.259995,146.190002,144.380005,144.539993,718400,136.61615
"377",143.699997,146.089996,142.960007,145.970001,506300,137.967773
"378",146.270004,147.029999,145.360001,145.759995,378500,137.769257
"379",145.649994,146.179993,143.389999,143.970001,932800,136.077408
"380",143.919998,145.020004,142.949997,144.300003,506700,136.389343
"381",145,146.610001,144.729996,145.949997,934800,137.948868
"382",146.369995,146.949997,145.520004,146.440002,638800,138.411987
"383",145.149994,145.880005,144.360001,144.770004,455200,136.833557
"384",145.259995,147.679993,144.649994,147.539993,614200,139.451706
"385",147.479996,149.149994,147.440002,148.889999,649600,140.727692
"386",149.460007,151.080002,149.460007,149.570007,573100,141.370407
"387",149.190002,151.979996,149.190002,151.639999,751600,143.32692
"388",151.639999,152.779999,151.169998,152.149994,604300,143.80899
"389",151.630005,152.179993,150.449997,150.529999,580400,142.277786
"390",150.110001,151.529999,150,150.899994,430700,142.627533
"391",150.869995,151.240005,149.800003,150.179993,423700,141.94696
"392",150.960007,152.059998,149.119995,150.979996,630200,142.70311
"393",150.479996,151.580002,148.75,151.360001,513000,143.062271
"394",151.410004,153.729996,150.220001,153.25,814600,144.848694
"395",153.320007,154.910004,152.979996,153.880005,524800,145.444138
"396",153.75,154.600006,149.779999,150.389999,784900,142.145447
"397",151.199997,165.839996,151.199997,164.949997,1368000,155.907288
"398",164.009995,168.910004,163.679993,163.929993,1505600,154.943192
"399",163.190002,164.410004,161.169998,163.440002,917700,154.480087
"400",163.039993,163.639999,160.639999,162.380005,690500,153.478165
"401",162,162.850006,160.399994,162.639999,537800,153.723892
"402",162.940002,164.759995,162.100006,164.130005,431000,155.132248
"403",164.419998,165.130005,162.570007,164.479996,708200,155.463043
"404",164,165.639999,163.889999,164.570007,439600,155.548126
"405",164.039993,164.639999,163,163.259995,543000,154.309921
"406",162.800003,163.550003,161.910004,162.550003,1025000,153.638855
"407",162.740005,165.460007,162.740005,164.899994,507100,155.860016
"408",164.160004,164.570007,162.25,162.800003,708900,153.875153
"409",163.399994,164.289993,163.029999,163.860001,560500,154.877045
"410",163.729996,165.619995,163.320007,164.660004,1260400,155.633179
"411",165.660004,166.220001,164.380005,165.210007,502400,156.15303
"412",165.539993,166.839996,164.699997,166.149994,708300,157.041489
"413",165.380005,165.839996,163.389999,163.699997,847200,154.725784
"414",163.520004,163.589996,161.710007,162.080002,671500,153.194626
"415",162.649994,163.369995,161.679993,163.229996,273500,154.281555
"416",164.190002,164.690002,163.600006,164.479996,516500,155.463043
"417",165.309998,165.990005,163.919998,164.660004,443100,155.633179
"418",164.770004,165.279999,164.289993,164.660004,338600,155.633179
"419",164.589996,165.110001,162.089996,162.470001,597500,153.563202
"420",161.860001,162.839996,161.490005,162.509995,589100,153.601044
"421",162.509995,162.669998,161.050003,162.369995,537200,153.468704
"422",162.350006,163.860001,161.979996,162.679993,621400,153.761688
"423",162.449997,163.729996,161.460007,161.520004,1004200,153.310883
"424",161.800003,161.800003,159.699997,160.179993,1033400,152.038956
"425",160.570007,161.919998,160,161.179993,682400,152.988144
"426",160.830002,162.100006,160.169998,161.320007,362000,153.121017
"427",160.75,161.820007,160.25,161.679993,476600,153.462753
"428",162.009995,163.600006,161.460007,163.470001,425700,155.161743
"429",163.779999,165.080002,163.240005,164.720001,445700,156.348221
"430",165.050003,166.830002,164.020004,166.449997,618300,157.99028
"431",166.839996,168.520004,165.940002,168.029999,452600,159.48999
"432",167.869995,168.699997,164.929993,165.520004,430800,157.107529
"433",165.949997,166.270004,160.960007,162.660004,1067600,154.392914
"434",163.149994,165.529999,163.080002,164.279999,963200,155.930588
"435",163.380005,163.639999,161.350006,162.259995,478800,154.013245
"436",162.649994,165.789993,162,164.809998,512000,156.43364
"437",165.169998,166.789993,164.679993,165.25,467500,156.851257
"438",165.470001,167.850006,165.199997,167.199997,704100,158.702148
"439",167.339996,169.979996,167.110001,169.210007,674100,160.610016
"440",170,170.320007,167.889999,168.570007,326100,160.002563
"441",168.990005,169.619995,168.259995,168.5,505100,159.936096
"442",168.990005,170.720001,168.300003,169.089996,604000,160.496109
"443",168.869995,169.050003,167.610001,168.619995,434600,160.049988
"444",168.910004,170.110001,167.309998,167.559998,371100,159.043884
"445",167.559998,167.880005,166,167.339996,450100,158.835052
"446",166.529999,167.220001,165.610001,166.289993,438700,157.838394
"447",165.990005,165.990005,160.330002,160.649994,707200,152.485092
"448",159.990005,160.949997,154.149994,154.220001,847600,146.381882
"449",156.429993,157.220001,151.880005,154.869995,901000,146.99884
"450",164.169998,174.289993,163.419998,173.25,4727500,164.444672
"451",174.270004,175.5,170.570007,173.529999,2450800,164.710449
"452",172.990005,173.279999,169.559998,171.570007,1759400,162.850067
"453",171.039993,172.75,169.320007,170.699997,1140600,162.024277
"454",170.800003,170.800003,168.270004,168.929993,1143500,160.344254
