"","VRSK.Open","VRSK.High","VRSK.Low","VRSK.Close","VRSK.Volume","VRSK.Adjusted"
"51",79.900002,80.660004,79.900002,80.349998,1501100,78.910736
"52",80.650002,81.269997,80.089996,81.190002,1313300,79.735695
"53",80.940002,81.099998,80.480003,80.949997,1233000,79.499992
"54",81.080002,81.389999,79.589996,79.629997,884300,78.203636
"55",79.860001,80.610001,79.43,80.029999,987400,78.596489
"56",80.269997,80.559998,79.690002,79.959999,907100,78.527718
"57",80.18,80.489998,79.699997,79.709999,971800,78.282204
"58",79.360001,79.970001,79.169998,79.68,788300,78.252731
"59",79.389999,80.370003,79.239998,80.059998,592900,78.625923
"60",79.779999,80.470001,79.610001,80.449997,740300,79.008942
"61",80.410004,80.949997,80.040001,80.790001,1318800,79.342857
"62",80.82,81.610001,80.589996,81.139999,861900,79.686592
"63",81.059998,81.290001,79.360001,79.839996,1019500,78.409882
"64",80.010002,80.639999,79.629997,79.949997,666100,78.517899
"65",79.980003,80.339996,79.43,79.449997,1174100,78.026855
"66",79.459999,79.82,79.129997,79.5,958300,78.075966
"67",79.410004,79.790001,79.25,79.290001,732800,77.86972
"68",79.309998,79.870003,79.309998,79.470001,558700,78.046494
"69",79.269997,79.639999,78.809998,79.629997,976400,78.203636
"70",79.169998,79.739998,78.690002,79.239998,561900,77.820618
"71",79.25,79.650002,79.110001,79.110001,571800,77.69297
"72",79.480003,80.080002,79.480003,80.07,593000,78.635757
"73",79.709999,80.800003,79.709999,80.629997,527900,79.185722
"74",80.980003,81.269997,80.550003,80.769997,611500,79.323219
"75",81.099998,81.620003,81.010002,81.370003,647000,79.912476
"76",81.440002,81.900002,81.309998,81.650002,460200,80.187454
"77",82.419998,82.809998,82.139999,82.660004,615600,81.179375
"78",82.870003,83.290001,82.580002,82.970001,550000,81.48381
"79",82.860001,83.690002,82.839996,83.18,779200,81.690063
"80",83.230003,83.68,82.879997,83.150002,597100,81.660568
"81",83.150002,83.150002,82.550003,82.809998,754300,81.326683
"82",83,83.400002,82.440002,82.769997,1193300,81.287384
"83",82.870003,83.279999,82.059998,82.18,1195700,80.707954
"84",76.550003,79.010002,76.5,76.75,4077500,75.375221
"85",76.690002,78.43,75.599998,78.010002,2582100,76.612656
"86",78.809998,79.769997,78.440002,79.760002,1329700,78.331306
"87",79.769997,80.07,79.129997,79.300003,1141600,77.879555
"88",79.040001,79.5,79.040001,79.260002,878800,77.840256
"89",79.059998,79.239998,78.43,78.699997,1008200,77.290298
"90",78.339996,78.639999,77.720001,78.279999,712600,76.877831
"91",78.150002,78.519997,77.919998,78.099998,782900,76.701035
"92",78.150002,79.040001,78.150002,78.970001,1103900,77.555458
"93",79,79.120003,78.589996,78.82,804300,77.408157
"94",78.480003,79.010002,78.410004,78.5,1564000,77.093864
"95",78.629997,79.220001,78.220001,78.519997,912300,77.11351
"96",78.629997,79.57,78.290001,79.410004,1107800,77.987579
"97",79.389999,79.940002,79.339996,79.910004,660300,78.478638
"98",80,80.019997,79.339996,79.519997,750700,78.095604
"99",79.769997,80.440002,79.690002,80.410004,988600,78.969658
"100",80.580002,81.610001,80.389999,81.18,1024700,79.725883
"101",81.199997,81.519997,80.519997,80.550003,814900,79.107155
"102",80.209999,81.239998,80.080002,81.050003,765500,79.598221
"103",81.260002,81.440002,80.379997,80.889999,817800,79.441063
"104",81.050003,81.5,80.82,81.169998,985000,79.716049
"105",81.419998,81.889999,80.900002,81.860001,895000,80.393692
"106",81.830002,82.209999,81.449997,81.470001,904700,80.010681
"107",81.209999,81.459999,80.550003,80.669998,521400,79.224998
"108",81.050003,81.07,80.029999,80.739998,629200,79.293747
"109",80.580002,80.889999,80.07,80.379997,528100,78.940193
"110",80.389999,80.510002,79.889999,80.07,521900,78.635757
"111",79.860001,81.540001,79.860001,81.5,778400,80.040138
"112",81.419998,82.599998,81.419998,82.419998,962400,80.943665
"113",82.57,83.019997,82.440002,82.970001,8e+05,81.48381
"114",82.610001,83.620003,82.610001,83.25,989000,81.758789
"115",82.900002,83.419998,82.279999,83.139999,1427400,81.650772
"116",83.349998,83.910004,83.120003,83.779999,657100,82.279297
"117",83.470001,83.919998,83.239998,83.910004,828100,82.406982
"118",83.910004,84.18,83.550003,84.059998,1112100,82.554283
"119",84.110001,84.120003,83.010002,83.029999,951700,81.542725
"120",83.089996,83.089996,82.139999,82.360001,1870900,80.88472
"121",82.68,83.550003,82.620003,83.18,778300,81.690063
"122",83.019997,83.150002,82.300003,82.82,903400,81.336494
"123",83.029999,84,82.68,83.959999,741300,82.456078
"124",83.82,83.860001,82.989998,83.360001,1062000,81.866821
"125",83.910004,84.68,83.540001,84.370003,982100,82.858734
"126",84.870003,84.959999,84.150002,84.169998,507200,82.6623
"127",84.220001,84.540001,83.919998,84.290001,781000,82.780159
"128",83.739998,83.860001,83.379997,83.480003,830300,81.98468
"129",83.480003,83.860001,83.379997,83.650002,1077700,82.151619
"130",83.629997,83.690002,83.330002,83.449997,769600,81.955208
"131",83.480003,83.510002,82.940002,83.480003,494600,81.98468
"132",84.010002,84.620003,83.970001,84.550003,601600,83.035507
"133",84.400002,84.550003,83.559998,84.400002,508500,82.888199
"134",84.760002,85.529999,84.690002,85.440002,852000,83.909561
"135",85.449997,85.75,85.07,85.239998,912500,83.713142
"136",85.07,85.940002,84.730003,85.870003,864700,84.331871
"137",85.860001,86.010002,84.959999,85.989998,674500,84.449699
"138",86.050003,86.349998,85,86.269997,410200,84.724701
"139",86.139999,86.959999,86.139999,86.510002,881500,84.960403
"140",86.480003,87.209999,85.949997,87.110001,864400,85.549652
"141",87.300003,87.419998,86.660004,86.879997,590300,85.323769
"142",86.970001,87.18,86.769997,87.059998,404100,85.500534
"143",87.029999,87.470001,86.580002,87.150002,721700,85.588936
"144",87.059998,87.620003,86.769997,87.32,510200,85.755882
"145",87.32,88,87,87.260002,739600,85.696968
"146",85.480003,88.169998,85.480003,87.169998,1081600,85.608582
"147",85.43,85.43,82.550003,83.839996,2072300,82.338219
"148",83.449997,83.739998,82.120003,82.309998,1470400,80.835632
"149",82.559998,82.980003,82.029999,82.879997,1043100,81.395416
"150",82.989998,83.239998,82.150002,82.519997,749900,81.04187
"151",82.330002,82.75,81.860001,81.889999,597400,80.423157
"152",81.910004,82.029999,81.410004,81.529999,721700,80.069603
"153",81.230003,81.410004,80.559998,80.580002,788600,79.136627
"154",80.959999,81.199997,80.589996,80.620003,551100,79.175903
"155",81.150002,81.699997,80.940002,81.440002,504800,79.981216
"156",81.480003,81.669998,81.199997,81.400002,552500,79.941933
"157",81.610001,81.889999,81.279999,81.650002,559500,80.187454
"158",81.510002,81.900002,80.82,80.900002,1111400,79.450882
"159",80.389999,80.959999,80.120003,80.650002,850900,79.20536
"160",80.800003,81.300003,80.43,81.07,535900,79.617836
"161",81.209999,82.360001,81.059998,82.050003,633500,80.580284
"162",81.870003,81.870003,81.18,81.209999,603100,79.755333
"163",81.300003,81.300003,79.870003,80.260002,717300,78.822365
"164",80.75,80.75,79.589996,79.669998,994600,78.242905
"165",80,80.150002,79.080002,79.230003,653000,77.810799
"166",79.290001,79.610001,78.970001,79.519997,813100,78.095604
"167",79.620003,80.349998,79.199997,80.160004,957600,78.724152
"168",80.25,81.190002,80.160004,81.050003,660400,79.598221
"169",81.379997,81.379997,80.809998,80.980003,631300,79.529457
"170",80.82,81.239998,80.419998,80.620003,1056000,79.175903
"171",80.720001,81.18,80.589996,81.059998,767700,79.608025
"172",81.160004,82.349998,81.160004,82,893400,80.531174
"173",81.730003,82.800003,80.889999,82.480003,665400,81.002594
"174",82.919998,82.93,81.870003,82.029999,796300,80.560669
"175",82.019997,83,81.5,82.900002,628100,81.415054
"176",82.639999,82.650002,81.330002,81.449997,557400,79.991035
"177",81.25,81.489998,80.32,80.690002,817300,79.244644
"178",80.720001,81.400002,80.529999,81.029999,1191700,79.578545
"179",81.099998,81.809998,80.919998,81.769997,621000,80.305305
"180",81.809998,81.809998,81.379997,81.709999,390300,80.246376
"181",81.699997,82.489998,81.449997,82.089996,570500,80.619568
"182",82.010002,82.32,81.699997,81.949997,463900,80.482071
"183",81.580002,82.379997,81.580002,82.309998,393600,80.835632
"184",82.209999,82.400002,81.82,82.029999,595900,80.560669
"185",82.5,82.5,81.699997,81.900002,1049400,80.432976
"186",82.029999,82.260002,81.690002,81.980003,737800,80.511551
"187",81.580002,82.440002,81.489998,82.400002,864000,80.924011
"188",82.279999,83.839996,82.269997,83.190002,922200,81.699883
"189",83.400002,84.089996,83.010002,83.519997,794900,82.023956
"190",83.57,84.050003,83.099998,83.75,548700,82.249832
"191",83.739998,84,83.110001,83.870003,462900,82.367691
"192",83.879997,84.010002,83.580002,83.800003,495000,82.298943
"193",83.639999,83.879997,83.209999,83.5,493900,82.004318
"194",83.360001,83.68,83.029999,83.330002,493500,81.837364
"195",83.370003,83.860001,83.330002,83.739998,401200,82.240013
"196",83.720001,83.970001,83.160004,83.360001,530000,81.866821
"197",83.389999,83.989998,83.209999,83.82,640200,82.318573
"198",84.269997,84.599998,83.910004,84,474000,82.495354
"199",83.959999,84.260002,83.739998,84.07,379000,82.56411
"200",84.010002,84.440002,83.82,84.309998,441400,82.799805
"201",84.260002,84.900002,84.260002,84.800003,428500,83.281036
"202",84.800003,84.919998,84.120003,84.910004,514800,83.389061
"203",85,85.370003,84.760002,84.849998,748500,83.330132
"204",84.879997,85.07,84.360001,84.769997,634100,83.251564
"205",84.730003,85.150002,84.370003,84.879997,532400,83.359581
"206",84.529999,84.93,83.959999,84.199997,540600,82.691795
"207",84.480003,85.160004,84.290001,84.830002,777200,83.310501
"208",84.529999,85.349998,84.370003,84.940002,1169500,83.418526
"209",84.919998,85.160004,84.400002,84.699997,779000,83.182816
"210",84.809998,85.419998,84.660004,85.050003,1239800,83.526558
"211",86,91.339996,86,89.879997,2413500,88.270035
"212",90.300003,91.309998,89.93,91.019997,1598500,89.389603
"213",91.080002,91.410004,90.150002,91.029999,877100,89.399437
"214",90.940002,91.730003,90.309998,91.099998,797600,89.468178
"215",91.800003,92.919998,91.699997,92.290001,924500,90.636864
"216",92.139999,92.860001,91.849998,92.57,980800,90.911858
"217",92.160004,92.779999,90.669998,90.82,751500,89.193184
"218",90.720001,90.720001,89.949997,90.209999,889600,88.594116
"219",90.029999,90.43,89.650002,90.120003,888900,88.50573
"220",89.989998,91.589996,89.970001,91.110001,1044100,89.478004
"221",91.099998,91.32,90.389999,90.830002,613200,89.203011
"222",91.129997,91.410004,90.629997,90.82,1090200,89.193184
"223",90.879997,92.209999,90.68,91.860001,1884000,90.214561
"224",91.739998,92.559998,91.620003,92.529999,1030800,90.872574
"225",92.720001,94.099998,92.650002,93.580002,1269500,91.903763
"226",93.519997,94.260002,93.209999,93.82,946700,92.139473
"227",93.800003,94.129997,93.519997,93.879997,223800,92.19838
"228",93.879997,94.510002,93.870003,94.220001,685200,92.532303
"229",94.410004,95.25,94.129997,95.230003,759500,93.5242
"230",95.290001,95.919998,94.809998,94.980003,681700,93.278687
"231",95.190002,96.919998,94.839996,96.419998,904500,94.692894
"232",98.050003,98.599998,94.18,95.639999,957700,93.926865
"233",95.82,96.709999,95.790001,96.010002,877000,94.290245
"234",96.339996,96.650002,95.879997,95.940002,838300,94.221474
"235",96.080002,96.349998,95.620003,95.870003,605500,94.15274
"236",96.25,96.410004,95.349998,95.440002,715700,93.730446
"237",96.010002,96.379997,95.349998,96.160004,565100,94.437546
"238",95.959999,95.959999,94.230003,94.32,1249400,92.630516
"239",94.480003,94.849998,93.730003,94.599998,972400,92.905479
"240",94.790001,95.099998,94.25,94.410004,848200,92.718903
"241",94.559998,95.760002,94.5,94.730003,1015500,93.03315
"242",95,95.620003,94.389999,95,2703900,93.298309
"243",95.410004,96.360001,95.32,95.940002,824200,94.221474
"244",95.769997,96.760002,95.459999,96,1067500,94.280411
"245",96.379997,97.089996,96.080002,96.32,822700,94.594666
"246",96.830002,96.830002,95.32,95.580002,652700,93.867943
"247",95.519997,95.739998,94.93,95.330002,656200,93.622414
"248",95.459999,96.169998,95.279999,95.650002,456900,93.936676
"249",95.959999,96.050003,95.440002,95.769997,369300,94.054535
"250",95.540001,96.519997,95.540001,96.449997,597800,94.722343
"251",96.410004,97,95.93,96,529400,94.280411
"252",96.480003,96.739998,95.379997,95.830002,653900,94.113464
"253",95.760002,95.970001,95.260002,95.550003,760200,93.838478
"254",95.959999,96.290001,95.580002,96.029999,960300,94.309868
"255",96.5,96.959999,95.919998,96.879997,882100,95.144638
"256",96.559998,97.559998,96.339996,97,791600,95.262489
"257",97.019997,97.190002,96.330002,96.730003,566900,94.997345
"258",97.129997,97.129997,96.07,96.339996,437500,94.614311
"259",96.389999,96.730003,96.029999,96.669998,357900,94.9384
"260",96.779999,97.589996,96.43,97.5,734500,95.75354
"261",97.370003,97.889999,97.099998,97.199997,967600,95.458916
"262",97.75,98.269997,97.269997,98.010002,719800,96.25441
"263",98.089996,98.720001,96.290001,98.199997,764000,96.441002
"264",98.5,99.089996,97.989998,98.900002,1088600,97.128456
"265",99.010002,99.550003,98.339996,99.519997,628700,97.73735
"266",99.080002,99.300003,97.330002,99.25,922100,97.472198
"267",99.25,99.919998,98.889999,99,637400,97.226669
"268",99.449997,99.709999,98.529999,98.589996,653200,96.824013
"269",98.959999,98.959999,97.870003,98.309998,1477600,96.549049
"270",98,98.860001,97.540001,98.25,1033600,96.490105
"271",98.290001,99.400002,97.879997,99.120003,1253600,97.344536
"272",99.169998,100.540001,98.720001,100.050003,1264600,98.257866
"273",99.230003,100.339996,98,100.260002,1599800,98.464111
"274",99.839996,100.260002,98.800003,98.830002,1086600,97.059731
"275",98.879997,99.309998,94.849998,94.889999,1257500,93.190292
"276",93.529999,95.440002,92.400002,95.010002,1246900,93.308144
"277",94.610001,96.400002,94.519997,94.690002,940100,92.993881
"278",94.699997,95.489998,92.239998,92.279999,1038200,90.627045
"279",92.980003,93.540001,90.599998,92.910004,1134700,91.245758
"280",93.580002,95.129997,92.889999,94.300003,900200,92.610863
"281",93.940002,95.080002,92.620003,94.879997,800200,93.180458
"282",94.370003,96.779999,93.519997,96.629997,916000,94.899117
"283",97.400002,98.230003,96.510002,98.230003,937600,96.470459
"284",98.169998,99.68,98.169998,98.790001,2067700,97.020447
"285",98.510002,98.510002,96.589996,97.040001,1466200,95.301781
"286",100,102,99,99.230003,1855600,97.452553
"287",100.620003,101.690002,98.989998,99.610001,1734000,97.825745
"288",100,101.57,99.18,101.540001,802700,99.721191
"289",101.830002,103.620003,101.790001,103.589996,1005800,101.734444
"290",103.849998,103.860001,103.040001,103.07,951300,101.22377
"291",103.669998,103.720001,102.160004,102.190002,867400,100.359535
"292",102,102.68,100,101.059998,996700,99.249771
"293",100.190002,101.589996,99.300003,101.370003,1140600,99.554214
"294",101.269997,103.339996,100.860001,103.089996,857700,101.243408
"295",103.309998,104.550003,103.080002,104.269997,1012700,102.402275
"296",103.629997,104.300003,103.080002,104.129997,636500,102.264778
"297",104.330002,104.68,103.760002,104.379997,824300,102.510307
"298",104.949997,106.010002,104.650002,105.839996,1175900,103.944153
"299",105.82,106.07,104.68,104.860001,681000,102.981712
"300",105.82,106.07,104.129997,104.480003,617400,102.608513
"301",104.910004,105,103.910004,104.089996,508600,102.225502
"302",104.25,104.709999,103.580002,104.260002,612900,102.392456
"303",104.300003,105.379997,104.160004,104.769997,979300,102.893326
"304",104.489998,104.559998,103.099998,103.949997,709800,102.087997
"305",104.25,105.589996,104.25,105.239998,580200,103.354897
"306",105.07,105.870003,104.800003,105.050003,466800,103.168304
"307",104.019997,105.370003,103.059998,103.989998,1119100,102.127281
"308",104.040001,104.050003,102.050003,102.110001,660900,100.28096
"309",103.550003,103.720001,101.739998,103.589996,605100,101.734444
"310",103.839996,104.389999,101.050003,101.660004,962600,99.83902
"311",101.910004,102.800003,101.349998,101.760002,448600,99.937241
"312",102.419998,104.599998,101.610001,104,1275400,102.137108
"313",103.309998,103.410004,100.32,101.589996,1006400,99.770279
"314",101.82,103.959999,101.459999,103.5,887000,101.646065
"315",102.339996,104.800003,102.339996,104.519997,848900,102.647781
"316",104.839996,105.75,104.610001,105.449997,805300,103.561134
"317",104.57,105.620003,103.379997,104.129997,1267300,102.264778
"318",104.559998,106.059998,104.32,104.769997,964400,102.893326
"319",106.239998,106.889999,105.389999,106.470001,1019700,104.562866
"320",106.029999,106.769997,105.720001,106.050003,654500,104.150398
"321",106.410004,106.93,105.400002,106.339996,537100,104.435181
"322",106.599998,106.790001,105.18,105.419998,742300,103.53167
"323",106.349998,107.129997,105.940002,106.910004,483500,104.994995
"324",107.709999,108.449997,106.910004,107.379997,844400,105.456581
"325",107.75,108.120003,106.279999,107.989998,655600,106.055649
"326",107.949997,108.209999,106.900002,107.57,586900,105.643173
"327",107.82,108.580002,107.019997,107.379997,571400,105.456581
"328",107.730003,107.940002,107.199997,107.650002,589500,105.721725
"329",108.32,108.330002,106.589996,106.980003,1025800,105.063736
"330",106.82,107.010002,106.010002,106.620003,642400,104.710182
"331",106.860001,107.089996,105.739998,106.639999,934000,104.729828
"332",106.699997,107.5,106.550003,107.120003,727400,105.201233
"333",107.18,107.760002,106.43,106.449997,821600,104.543236
"334",106.470001,107.449997,105.580002,106.690002,1314600,104.778923
"335",105.5,105.5,99.860001,100,3128200,98.208763
"336",98.080002,101,95.209999,100.610001,2234500,98.807846
"337",100.5,103.489998,100.260002,102.360001,1586100,100.526489
"338",102.629997,104.330002,102.480003,103.690002,911000,101.832672
"339",102.669998,103.889999,102.010002,103.620003,1120100,101.763924
"340",103.93,105.290001,102.220001,104.779999,759600,102.903145
"341",105.349998,106.599998,105.099998,105.900002,683600,104.003075
"342",106,106.580002,105.32,105.879997,734500,103.983437
"343",105.769997,106.169998,104.919998,105.25,580400,103.364731
"344",104.580002,105.160004,104.550003,105.040001,709900,103.158478
"345",105.120003,105.379997,104.449997,104.68,766200,102.804924
"346",104.489998,105.760002,104.129997,104.580002,751300,102.706711
"347",104.900002,106.349998,104.559998,106.309998,2472900,104.405731
"348",106.419998,107.339996,106.419998,107.160004,612200,105.240501
"349",107.339996,107.419998,105.379997,105.650002,549300,103.757568
"350",104.949997,105.720001,104.449997,105.660004,453900,103.767372
"351",105.699997,106.769997,105.309998,106.459999,696400,104.553047
"352",106.190002,106.709999,105.849998,106.099998,467100,104.199493
"353",105.559998,106.099998,104.459999,105.459999,652300,103.570953
"354",105.720001,107.599998,105.720001,107.080002,823400,105.161957
"355",107.220001,109.330002,106,106.239998,1051800,104.33699
"356",106.830002,107.32,106.190002,107.269997,737600,105.348534
"357",106.699997,108.150002,106.040001,108.019997,949400,106.085091
"358",108.279999,109.120003,108.089996,109.019997,785300,107.0672
"359",108.940002,109.470001,108.800003,109.419998,899200,107.460022
"360",109.589996,109.589996,108.620003,109.110001,812600,107.155571
"361",109.110001,109.449997,108.839996,109.059998,1020900,107.106476
"362",109.019997,109.32,108.800003,108.940002,688900,106.988632
"363",109.190002,109.599998,109.029999,109.43,910800,107.469856
"364",109.57,110.260002,109.449997,109.699997,595200,107.735001
"365",110,110.32,109.059998,109.970001,482400,108.000183
"366",109.830002,110,108.629997,109.900002,1095600,107.931427
"367",109.129997,109.989998,108.879997,109.599998,651800,107.636803
"368",108.870003,109.349998,108.349998,109.209999,751300,107.253777
"369",109.139999,109.489998,108.559998,108.639999,491600,106.694008
"370",108.879997,108.879997,107.330002,107.57,431500,105.643173
"371",108.089996,108.510002,107.470001,107.889999,1436400,105.95742
"372",107.160004,107.519997,106.169998,106.620003,885900,104.710182
"373",106.760002,107.169998,106.059998,106.260002,723200,104.356636
"374",106.709999,107.93,106.059998,106.059998,907400,104.16021
"375",105.980003,106.800003,105.43,106.440002,673400,104.533409
"376",106.739998,108.139999,106.150002,107.639999,658500,105.711906
"377",106.989998,108.139999,106.550003,108.129997,553700,106.19313
"378",108.739998,108.809998,107.629997,107.730003,258400,105.800293
"379",108.07,109.360001,107.809998,109.260002,976200,107.302895
"380",109.5,110.839996,109.5,110.580002,687200,108.599258
"381",110.889999,111.620003,110.769997,111.57,637000,109.571503
"382",111.5,112,110.550003,111.550003,822300,109.551888
"383",111.150002,112.019997,110.650002,111.800003,736100,109.797386
"384",112,113.050003,111.870003,112.989998,606300,110.966064
"385",113.199997,113.290001,112.379997,113.040001,403600,111.015182
"386",112.970001,113.059998,111.839996,112.010002,765900,110.003624
"387",111.970001,112.599998,111.370003,112.489998,408800,110.475037
"388",112.199997,112.559998,111.459999,112.449997,478000,110.43576
"389",112.190002,112.669998,111.739998,112.25,373900,110.239326
"390",111.839996,112.650002,110.480003,112.589996,658200,110.573235
"391",112.510002,113.040001,111.129997,112.720001,478800,110.700905
"392",113.239998,113.309998,112.25,112.82,720300,110.799118
"393",112.870003,114.610001,112.139999,114.480003,546300,112.42939
"394",114.889999,115.099998,113.43,113.650002,1046900,111.614258
"395",113.900002,113.900002,111.220001,111.459999,991900,109.463486
"396",111.209999,111.470001,109.25,109.419998,1046400,107.460022
"397",109.860001,110.699997,109.339996,110.620003,1118300,108.638535
"398",112.629997,115.050003,111.160004,114.809998,1487400,112.753479
"399",113.709999,114.790001,113.050003,114.669998,1106100,112.615982
"400",114.400002,114.93,112.739998,114.389999,787700,112.341011
"401",114.290001,115.400002,113.480003,114.580002,540600,112.527618
"402",114.290001,116.260002,114.290001,116.169998,689400,114.089111
"403",115.919998,116.760002,115.900002,116.379997,562300,114.295349
"404",116.919998,118.129997,116.25,116.699997,656900,114.609627
"405",116.25,117.459999,116,116.949997,436600,114.855141
"406",116.910004,117.699997,116.199997,116.32,536800,114.236443
"407",116.800003,118.110001,116.639999,117.760002,539300,115.650635
"408",116.75,117.139999,116.160004,116.879997,697000,114.786407
"409",117.459999,117.720001,116.82,117.059998,469700,114.963188
"410",117.059998,117.610001,116.889999,117.419998,639000,115.316719
"411",117.43,118.120003,117.160004,117.610001,535500,115.503326
"412",117.730003,118.209999,117.199997,117.440002,598600,115.336357
"413",117.269997,117.860001,117.07,117.540001,281700,115.434586
"414",117.5,117.830002,117.059998,117.389999,356100,115.287254
"415",117.459999,118.290001,117.410004,117.940002,451800,115.827415
"416",118.230003,118.75,117.660004,118.080002,545300,115.96492
"417",117.470001,118.970001,117.470001,118.220001,473400,116.102394
"418",118.089996,119.339996,117.709999,118.959999,723300,116.829147
"419",119.080002,119.559998,118.559998,118.889999,455600,116.760399
"420",118.599998,119.360001,118.330002,119.089996,664400,116.956818
"421",118.940002,120.690002,118.510002,120.459999,930900,118.302269
"422",120.059998,120.389999,118.699997,120.059998,728400,117.909431
"423",119.860001,120.790001,119.709999,120.32,755800,118.16478
"424",120.059998,121.82,119.580002,120.43,702300,118.27282
"425",121,121.900002,120.190002,120.889999,883600,118.724556
"426",120.720001,121.669998,120.589996,120.690002,791500,118.52816
"427",120.75,121.75,120.720001,121.5,771500,119.323631
"428",122.139999,122.800003,121.900002,122.599998,662800,120.403938
"429",122.699997,122.699997,121.239998,121.629997,545000,119.451324
"430",121.57,121.809998,120.269997,120.550003,510400,118.390663
"431",120.470001,122.57,120.470001,122.199997,549200,120.011108
"432",121.970001,122.239998,119.580002,119.839996,551400,117.693382
"433",120.610001,121.43,119.900002,120.790001,772300,118.626358
"434",121.190002,121.470001,119.790001,120.029999,2722400,117.87999
"435",119.660004,120.269997,118.809998,120.059998,606500,117.909431
"436",120.370003,121.43,119.93,120.800003,595600,118.636185
"437",120.949997,121.650002,120.150002,120.68,621100,118.518333
"438",120.68,121.370003,119.910004,120.800003,547100,118.636185
"439",120.879997,121.290001,120.080002,120.550003,693100,118.390663
"440",121.519997,121.650002,120.029999,120.389999,602200,118.233528
"441",120.510002,120.779999,120.150002,120.470001,653900,118.312088
"442",120.860001,121.440002,120.370003,120.970001,632400,118.803139
"443",120.779999,120.830002,117.620003,118.360001,941100,116.239891
"444",118.580002,120.239998,118.300003,119.459999,1021500,117.320183
"445",119.419998,120.120003,118.260002,119.169998,778100,117.035385
"446",119.32,121.18,119.32,120.57,860800,118.410301
"447",119.980003,119.989998,115,115.110001,1194600,113.048119
"448",115.510002,117.260002,112.650002,113.330002,1236100,111.299995
"449",114.209999,115.459999,113.529999,114.779999,933100,112.724022
"450",114.580002,115.040001,113.230003,113.230003,676400,111.20179
"451",114.029999,116.669998,113.68,116.230003,611700,114.148033
"452",116.169998,117.580002,115.370003,117.080002,754900,114.982811
"453",116.68,117.589996,114.980003,115.639999,547900,113.568596
"454",116.410004,117.25,115.669998,116.139999,658500,114.059647
"455",116.529999,117.220001,115.870003,116.690002,688600,114.599808
"456",115.160004,115.809998,113.440002,115.449997,861000,113.382004
