"","WRB.Open","WRB.High","WRB.Low","WRB.Close","WRB.Volume","WRB.Adjusted"
"55",47.573334,47.573334,47.146667,47.220001,558300,43.045708
"56",47.206669,47.713333,46.933334,47.293331,312000,43.11256
"57",47.346668,47.473331,46.853333,46.946667,338250,42.796539
"58",46.586666,47.18,46.146667,47.16,610950,42.991016
"59",47.066666,47.380001,46.919998,47.279999,494400,43.100403
"60",47.086666,47.213333,46.693333,46.733334,391500,42.602062
"61",46.706669,47.173332,46.68,47.153332,412350,42.984928
"62",46.900002,47.293331,46.893333,47.086666,645000,42.924152
"63",47.046665,47.306667,46.373333,46.453335,625350,42.346813
"64",46.466667,46.939999,46.066666,46.779999,762000,42.644604
"65",46.900002,47.186668,46.34,46.353333,560250,42.255653
"66",46.34,46.553333,46.033333,46.119999,501150,42.04295
"67",46,46.073334,45.613335,45.753334,897300,41.708694
"68",45.746666,46.133331,45.740002,46.060001,451950,41.988247
"69",45.946667,46.166668,45.713333,46.126667,398250,42.049034
"70",46,46,45.593334,45.693333,271800,41.653999
"71",45.686668,45.700001,45.326668,45.326668,424350,41.319748
"72",45.313332,45.993332,45.279999,45.98,537300,41.915318
"73",45.846668,45.946667,45.606667,45.833332,424950,41.781624
"74",45.939999,46.02,45.466667,45.606667,374250,41.574997
"75",45.759998,45.759998,45.433334,45.493332,761550,41.471684
"76",45.506668,45.513332,45.279999,45.34,530250,41.331902
"77",45.846668,45.98,45.626667,45.913334,629250,41.854546
"78",45.919998,45.933334,45.266666,45.473331,1123500,41.453445
"79",45.373333,46.073334,45.373333,45.66,1023450,41.623611
"80",45.700001,45.866669,45.439999,45.713333,737700,41.67223
"81",45.773335,45.773335,45.286667,45.32,607950,41.313671
"82",45.360001,45.386665,45.093334,45.240002,420600,41.240746
"83",45.253334,45.419998,44.786667,44.973331,477300,40.997654
"84",44.906666,45.186668,44.766666,44.993332,341700,41.015888
"85",45.18,45.353333,44.666668,45.080002,1243800,41.094887
"86",45.133331,45.133331,44.806667,45,412200,41.021954
"87",44.939999,45.046665,44.459999,44.540001,615450,40.602627
"88",44.540001,44.540001,43.82,43.873333,724500,39.994888
"89",43.866669,44.326668,43.860001,44.200001,466050,40.292679
"90",43.993332,44.266666,43.793331,44.166668,474150,40.262291
"91",44.139999,44.273335,43.946667,44.106667,443850,40.207596
"92",44.153332,44.326668,44.033333,44.206669,637350,40.298759
"93",44.146667,44.346668,43.939999,44.299999,643050,40.383839
"94",44.299999,44.526669,43.939999,44.273335,788850,40.359535
"95",44.313332,44.966667,44.046665,44.593334,693900,40.651249
"96",44.693333,44.973331,44.513332,44.740002,519000,40.784943
"97",44.959999,45.220001,44.873333,45.113335,599100,41.125286
"98",45.166668,45.446667,45.02,45.34,566250,41.331902
"99",45.5,45.526669,45.18,45.306667,483150,41.301517
"100",45.346668,45.726665,45.246666,45.633331,363000,41.599304
"101",45.606667,45.66,45.459999,45.533333,316200,41.508152
"102",45.533333,45.740002,45.279999,45.639999,276300,41.605381
"103",45.666668,46.053333,45.439999,45.993332,827100,41.927475
"104",46.086666,46.246666,45.84,46.113335,591150,42.036869
"105",46.086666,46.360001,46.02,46.066666,350850,41.994331
"106",46.080002,46.080002,45.686668,45.733334,341250,41.690464
"107",45.566666,45.733334,45.126667,45.16,480150,41.167805
"108",45.200001,45.419998,45.046665,45.066666,344100,41.082733
"109",45.046665,45.68,44.946667,45.52,484800,41.495995
"110",45.526669,46.206669,45.386665,46.053333,407100,41.982178
"111",45.939999,46.213333,45.506668,46.153332,652950,42.073334
"112",45.833332,45.913334,45.560001,45.786667,455100,42.128548
"113",45.84,46.306667,45.700001,46.286667,337800,42.5886
"114",45.939999,46.446667,45.939999,46.419998,443100,42.711273
"115",46.299999,46.786667,46.146667,46.779999,915750,43.042511
"116",46.813332,47.053333,46.413334,46.586666,583800,42.864635
"117",46.526669,46.533333,46.213333,46.233334,541950,42.539524
"118",46.259998,46.353333,45.953335,46.040001,345150,42.361645
"119",46.02,46.02,45.573334,45.646667,409950,41.999737
"120",45.686668,45.833332,45.52,45.686668,814950,42.03653
"121",45.786667,45.973331,45.633331,45.906666,382050,42.238956
"122",45.893333,45.933334,45.606667,45.606667,433950,41.962933
"123",45.726665,46.406666,45.553333,46.253334,552450,42.557926
"124",46.360001,46.459999,45.866669,46.146667,740850,42.459789
"125",46.226665,46.333332,46.053333,46.113335,485250,42.429108
"126",46.153332,47.286667,46.153332,46.693333,360000,42.962765
"127",46.720001,46.846668,46.119999,46.206669,657300,42.514996
"128",46.040001,46.32,45.82,46.139999,816300,42.453655
"129",46.126667,46.406666,45.939999,46.286667,411150,42.5886
"130",46.099998,46.293331,45.913334,46,808950,42.324833
"131",46.02,46.166668,45.700001,46.046665,645000,42.367767
"132",46.053333,46.333332,46.053333,46.139999,309450,42.453655
"133",46.133331,46.386665,45.959999,46.306667,403650,42.606998
"134",46.279999,46.799999,46.133331,46.593334,454950,42.870766
"135",46.553333,46.553333,46.099998,46.186668,459900,42.496586
"136",46.106667,46.106667,45.439999,45.666668,679650,42.018124
"137",45.759998,46.253334,45.633331,46.253334,490950,42.557926
"138",46.32,46.793331,45.953335,46.779999,445050,43.042511
"139",46.720001,47.080002,46.700001,47.053333,531000,43.294018
"140",47.053333,47.566666,47.02,47.506668,592350,43.711128
"141",47.826668,48.220001,47.713333,48.133331,885600,44.28772
"142",45.766666,47.093334,45.666668,46.046665,1011750,42.367767
"143",46,46.033333,45.599998,45.653332,714750,42.005867
"144",45.646667,46.126667,45.593334,45.973331,654900,42.300301
"145",46.033333,46.233334,45.833332,45.98,1004250,42.306423
"146",46.106667,46.400002,45.753334,46.220001,602100,42.52726
"147",46.226665,46.586666,45.779999,46.093334,851250,42.410713
"148",46.093334,46.306667,45.880001,46.133331,732450,42.44751
"149",46.086666,46.126667,45.493332,45.753334,492300,42.097862
"150",45.733334,45.853333,45.419998,45.426666,561900,41.797298
"151",45.433334,45.5,44.333332,44.740002,1419750,41.165493
"152",44.740002,45.599998,44.626667,45.593334,875550,41.950661
"153",45.413334,46.006668,45.279999,45.693333,845250,42.042656
"154",45.693333,45.726665,45.413334,45.586666,580200,41.944523
"155",45.806667,46.18,45.793331,46.093334,449250,42.410713
"156",46.106667,46.146667,45.419998,45.5,355050,41.86478
"157",45.573334,45.673332,45.299999,45.48,301950,41.846375
"158",45.466667,45.540001,45.040001,45.073334,378150,41.472206
"159",44.946667,45.060001,44.873333,44.873333,356400,41.288189
"160",44.893333,44.959999,44.5,44.646667,287850,41.07962
"161",44.700001,44.84,44.633331,44.806667,304200,41.226852
"162",44.626667,44.82,44.540001,44.560001,394500,40.999882
"163",44.66,44.793331,44.426666,44.646667,384750,41.07962
"164",44.733334,45.16,44.706669,44.993332,264900,41.398586
"165",44.919998,44.919998,44.306667,44.473331,352200,40.920132
"166",44.253334,44.713333,44.253334,44.459999,480900,40.907871
"167",44.446667,44.493332,43.886665,43.906666,313950,40.398754
"168",44.060001,44.446667,43.913334,44.426666,514800,40.877205
"169",44.52,44.52,44.073334,44.186668,470700,40.65638
"170",44.060001,44.060001,42.286667,42.306667,1212000,38.926579
"171",42.259998,42.919998,41.746666,42.459999,1161750,39.067661
"172",42.34,42.380001,41.333332,41.693333,1088250,38.362263
"173",41.566666,43.433334,41.493332,42.993332,1302150,39.55838
"174",43.726665,44.593334,43.406666,43.860001,1279950,40.355816
"175",43.986668,44.040001,43.573334,43.966667,516450,40.453949
"176",43.926666,43.993332,43.573334,43.833332,479250,40.331276
"177",43.813332,43.873333,43.366669,43.599998,563100,40.116585
"178",43.599998,43.873333,43.353333,43.666668,1238850,40.177921
"179",43.746666,43.793331,43.419998,43.473331,538650,40.000023
"180",43.380001,43.693333,43.273335,43.306667,735300,39.932407
"181",43.346668,43.606667,43.333332,43.466667,581400,40.079948
"182",43.433334,43.84,43.386665,43.446667,345000,40.061497
"183",43.393333,43.766666,43.393333,43.553333,369750,40.159863
"184",43.466667,43.906666,43.459999,43.846668,528300,40.430351
"185",43.806667,44.52,43.613335,44.333332,845700,40.879089
"186",44.5,44.599998,43.873333,44.293331,635700,40.842209
"187",44.279999,44.613335,44.139999,44.486668,515100,41.020477
"188",44.380001,44.666668,44.306667,44.493332,825000,41.026615
"189",44.453335,44.913334,44.333332,44.900002,382350,41.401604
"190",44.886665,44.98,44.34,44.84,661500,41.346279
"191",44.720001,45.186668,44.526669,45.073334,615750,41.561436
"192",45.099998,45.253334,44.720001,45.153332,601500,41.635197
"193",45.113335,45.373333,44.966667,45.046665,878400,41.536846
"194",45.046665,45.206669,44.753334,44.833332,416550,41.340134
"195",44.833332,45.146667,44.753334,44.906666,428850,41.407749
"196",44.806667,44.946667,44.566666,44.860001,555600,41.364719
"197",44.906666,45.026669,44.626667,44.826668,644250,41.333984
"198",44.84,45.220001,44.626667,44.939999,461250,41.438488
"199",44.933334,45.486668,44.919998,45.473331,681450,41.930267
"200",45.52,45.646667,45.233334,45.633331,569400,42.077793
"201",45.706669,46.106667,45.413334,45.846668,607350,42.274509
"202",45.806667,46.32,45.606667,46.293331,436200,42.686375
"203",46.533333,46.873333,46.326668,46.753334,643800,43.110538
"204",46.733334,46.733334,46.406666,46.693333,540150,43.055206
"205",46.726665,47.126667,46.573334,46.746666,778650,43.104382
"206",47.846668,47.846668,46.293331,46.860001,873750,43.208889
"207",46.806667,47.306667,46.753334,47.046665,593100,43.381012
"208",47.046665,47.066666,46.220001,46.373333,569100,42.760139
"209",46.113335,46.566666,45.793331,45.833332,620550,42.262218
"210",45.779999,45.933334,45.526669,45.720001,591600,42.157711
"211",45.866669,46.060001,45.386665,45.693333,467550,42.133125
"212",45.813332,46.193333,45.593334,46.119999,879150,42.52655
"213",45.933334,46.253334,45.793331,46.166668,696300,42.569576
"214",46.099998,46.433334,46.066666,46.279999,352800,42.67408
"215",46.32,46.773335,45.966667,46.02,911700,42.434334
"216",46.026669,46.113335,45.706669,45.806667,592050,42.237629
"217",45.693333,46.073334,45.566666,45.779999,419400,42.213036
"218",45.733334,45.860001,45.52,45.826668,492450,42.256065
"219",45.613335,45.806667,45.386665,45.419998,586050,41.881084
"220",45.426666,45.486668,45.033333,45.186668,765450,41.665936
"221",45.060001,45.733334,44.919998,45.400002,541050,41.862648
"222",45.400002,45.513332,44.639999,44.720001,653850,41.23563
"223",44.633331,44.913334,44.546665,44.693333,635550,41.211037
"224",44.666668,44.826668,44.560001,44.626667,545100,41.149563
"225",44.700001,44.826668,44.560001,44.666668,547800,41.186455
"226",44.653332,44.706669,44.279999,44.279999,636750,40.829914
"227",44.346668,44.413334,44.106667,44.126667,334800,40.68853
"228",44.073334,44.366669,43.946667,44.253334,513150,40.805325
"229",44.233334,44.853333,44.126667,44.799999,582300,41.309395
"230",44.553333,45.700001,44.34,45.666668,761100,42.51342
"231",45.753334,46.206669,45.146667,46.080002,1610550,42.898216
"232",46.133331,46.439999,45.313332,46.346668,1195050,43.146473
"233",46.686668,47.139999,46.400002,46.5,982200,43.289219
"234",46.720001,46.720001,46.080002,46.32,798600,43.121643
"235",46.333332,46.639999,46.266666,46.473331,517050,43.264385
"236",46.413334,46.673332,46.346668,46.580002,579300,43.363693
"237",46.733334,46.973331,46.606667,46.933334,595500,43.692623
"238",46.833332,47.119999,46.666668,46.993332,585900,43.748486
"239",47.046665,47.406666,47,47.346668,667350,44.077415
"240",47.393333,47.52,46.939999,47,811350,43.754688
"241",47.16,47.166668,46.833332,46.833332,913950,43.599529
"242",47.106667,47.740002,46.966667,47.493332,1451700,44.213966
"243",47.606667,47.926666,46.900002,47.033333,645000,43.785721
"244",47.493332,47.493332,46.526669,46.733334,1005300,43.506439
"245",47.099998,47.5,46.806667,47.166668,556650,43.909859
"246",47.220001,47.473331,47.02,47.146667,226200,43.891224
"247",47.253334,47.326668,46.993332,47.266666,327900,44.002953
"248",47.186668,47.726665,47.16,47.266666,240600,44.002953
"249",47.333332,47.446667,47.106667,47.373333,454350,44.102249
"250",47.48,47.866669,47.259998,47.846668,316800,44.5429
"251",47.893333,47.939999,47.560001,47.766666,490500,44.468418
"252",47.906666,47.993332,46.580002,46.693333,643200,43.469196
"253",46.700001,46.986668,46.299999,46.306667,509400,43.109238
"254",46.386665,46.68,46.266666,46.493332,393150,43.282997
"255",46.580002,46.580002,46.166668,46.299999,539250,43.103024
"256",46.246666,46.246666,45.746666,46.066666,601950,42.885807
"257",46.153332,46.5,45.84,45.860001,1152150,42.693409
"258",45.933334,45.933334,45.293331,45.299999,668100,42.172073
"259",45.333332,45.759998,45.326668,45.740002,474150,42.581703
"260",45.740002,46.406666,45.553333,46.293331,629100,43.096821
"261",46.580002,46.666668,46.266666,46.279999,514350,43.084404
"262",46.246666,46.853333,46.246666,46.740002,440850,43.512646
"263",46.759998,46.900002,46.439999,46.68,830850,43.456787
"264",46.706669,47.153332,46.700001,47.153332,426450,43.897442
"265",47.333332,47.806667,47.293331,47.759998,532650,44.462212
"266",47.82,48.253334,47.540001,48.026669,477150,44.710472
"267",48.133331,48.133331,47.626667,47.860001,531000,44.555313
"268",47.913334,48.226665,47.700001,48.213333,481650,44.884239
"269",48.226665,48.360001,47.933334,48.060001,448500,44.741497
"270",48.046665,48.060001,47.580002,47.786667,539100,44.487045
"271",47.66,48.073334,47.506668,47.720001,520800,44.42498
"272",47.926666,49.193333,47.666668,48.653332,1109850,45.293865
"273",48.433334,49.153332,48.333332,48.953335,727650,45.573151
"274",48.766666,49.619999,48.766666,48.873333,508200,45.498676
"275",48.586666,49,47.286667,47.400002,584850,44.127075
"276",46.759998,47.5,46.080002,47.206669,1138800,43.947086
"277",47.119999,47.606667,46.740002,46.753334,1078200,43.525063
"278",46.766666,46.766666,45.166668,45.173332,954150,42.054157
"279",45.453335,45.693333,44.746666,45.346668,995400,42.215523
"280",45.473331,45.826668,44.873333,45.346668,760500,42.215523
"281",45.186668,45.560001,44.779999,45.48,513900,42.339642
"282",45.439999,46.326668,45.073334,46.286667,477600,43.090614
"283",46.5,46.586666,46.080002,46.493332,379500,43.282997
"284",46.360001,46.666668,46.286667,46.553333,738900,43.338867
"285",46.400002,46.400002,45.439999,45.82,473850,42.65617
"286",45.833332,46.653332,45.833332,46.093334,543900,42.910625
"287",46.246666,46.586666,45.766666,45.846668,582000,42.681
"288",45.953335,46.18,45.453335,46.026669,444150,42.848572
"289",46.186668,46.773335,46.093334,46.720001,362250,43.49403
"290",46.686668,46.873333,46.333332,46.333332,425400,43.13406
"291",46.5,46.860001,45.580002,45.586666,544950,42.43895
"292",45.666668,45.939999,45.046665,45.266666,328350,42.141045
"293",45.040001,45.573334,44.926666,45.48,349650,42.339642
"294",45.48,46.893333,45.48,46.786667,431400,43.556087
"295",46.860001,47.153332,46.006668,47.013332,559800,43.767097
"296",46.846668,47.153332,46.48,47.086666,684900,43.835373
"297",47.220001,47.220001,46.799999,47,587700,43.754688
"298",47.293331,47.993332,47.040001,47.993332,515700,44.679432
"299",47.986668,48.599998,47.886665,48.413334,800400,45.070435
"300",48.413334,48.413334,47.686668,48.053333,507300,44.821701
"301",48.259998,48.259998,47.373333,47.553333,600900,44.355331
"302",47.646667,47.806667,47.34,47.459999,422400,44.268269
"303",47.553333,47.906666,47.326668,47.560001,1363950,44.361553
"304",47.540001,47.959999,47.406666,47.720001,593400,44.510788
"305",47.733334,48.293331,47.666668,48.040001,339000,44.809265
"306",47.906666,48.240002,47.626667,47.626667,373500,44.423737
"307",47.306667,48.126667,47.200001,47.466667,1263750,44.274502
"308",47.486668,47.813332,46.653332,46.813332,1593300,43.665096
"309",47.326668,47.873333,46.866669,47.82,648000,44.604069
"310",47.880001,48.046665,47.193333,47.48,599400,44.28693
"311",47.546665,48.540001,47.166668,48.406666,584850,45.151276
"312",48.619999,48.860001,48.259998,48.466667,852900,45.207237
"313",48.466667,48.706669,47.106667,47.686668,692100,44.479698
"314",47.82,48.626667,47.720001,48.459999,775050,45.201023
"315",47.866669,48.846668,47.706669,48.833332,623550,45.549252
"316",48.98,49.226665,48.553333,48.886665,459300,45.598999
"317",48.599998,48.953335,47.806667,48.133331,468000,44.89632
"318",48.093334,48.633331,47.846668,48.18,453600,44.93985
"319",48.493332,48.606667,48.006668,48.433334,652650,45.176155
"320",48.186668,48.566666,47.939999,48.513332,469200,45.250767
"321",48.713333,48.933334,48.566666,48.82,443250,45.536808
"322",49,49,48.426666,48.713333,507000,45.437321
"323",49,49.66,48.846668,49.560001,384900,46.227055
"324",49.700001,49.853333,49.139999,49.533333,1098300,46.202175
"325",49.619999,49.619999,49.093334,49.400002,662700,46.077812
"326",49.433334,49.766666,49.279999,49.439999,573900,46.115116
"327",49.593334,49.886665,49.353333,49.826668,488850,46.475777
"328",49.860001,49.906666,49.406666,49.793331,475200,46.444687
"329",49.806667,50.013332,49.293331,49.546665,524700,46.214611
"330",53.16,53.16,50.279999,50.753334,838050,47.340122
"331",50.766666,50.766666,49.706669,50.386665,599400,46.998116
"332",50.293331,50.733334,50.133331,50.546665,456000,47.147354
"333",50.686668,50.866669,49.673332,49.706669,671400,46.363853
"334",49.633331,50.046665,49.286667,49.98,456750,46.618797
"335",49.866669,49.906666,48.793331,49.286667,620100,45.972092
"336",49.060001,49.34,48.52,49.213333,474900,45.903694
"337",49.073334,50.099998,49.026669,49.893333,359250,46.537964
"338",49.973331,50.273335,49.306667,50.099998,408150,46.730728
"339",50.099998,50.466667,49.880001,50.220001,602100,46.842655
"340",50.253334,50.373333,49.913334,50.18,627150,46.805344
"341",50.313332,50.873333,50.006668,50.753334,361950,47.340122
"342",50.813332,51.446667,50.713333,51.273335,482850,47.825157
"343",51.326668,51.353333,50.653332,50.740002,410700,47.32769
"344",50.546665,50.880001,50.546665,50.799999,418650,47.383656
"345",50.779999,51.173332,50.633331,50.966667,305400,47.539112
"346",50.926666,51.333332,50.706669,51.139999,424350,47.70079
"347",51.133331,51.193333,50.953335,51.02,425850,47.588863
"348",51.18,51.700001,50.959999,51.573334,338400,48.104984
"349",51.52,51.673332,51.226665,51.326668,402900,47.874905
"350",51.279999,51.413334,50.906666,51.200001,506250,47.756756
"351",51.16,51.366669,50.706669,51.213333,587250,47.769192
"352",51.119999,51.466667,51.060001,51.146667,296850,47.707001
"353",50.766666,50.833332,50,50.193333,455550,46.817783
"354",50.413334,51.513332,50.313332,51.306667,745200,47.856251
"355",51.213333,51.299999,50.619999,50.98,1152750,47.551552
"356",51.360001,51.52,51.18,51.353333,468600,47.899773
"357",51.553333,51.919998,51.413334,51.733334,371400,48.254219
"358",51.593334,52,51.200001,51.393333,492450,47.937084
"359",51.546665,51.880001,51.293331,51.866669,410250,48.378586
"360",51.919998,52.259998,51.513332,52.133331,402600,48.627319
"361",51.786667,52.233334,51.740002,52.206669,356550,49.009083
"362",52.233334,52.393333,51.880001,51.98,268500,48.796291
"363",52.066666,52.066666,51.299999,51.333332,407400,48.18924
"364",51.506668,51.66,50.993332,51.033333,582000,47.907604
"365",50.233334,50.606667,49.893333,50.186668,628200,47.205307
"366",50.099998,50.299999,49.5,50.240002,1092000,47.255466
"367",49.733334,49.860001,49.380001,49.52,534900,46.578239
"368",49.240002,49.973331,49.240002,49.853333,743400,46.891762
"369",50.040001,50.066666,49.453335,49.48,645150,46.540607
"370",49.393333,49.68,48.880001,48.959999,695250,46.051502
"371",49.16,49.52,49,49.153332,921150,46.233349
"372",49.106667,49.306667,48.82,49.119999,696900,46.201996
"373",49.166668,49.326668,48.68,48.740002,1015650,45.84457
"374",48.773335,49.113335,47.873333,47.906666,598200,45.060749
"375",47.806667,48.213333,47.806667,48.080002,459750,45.223782
"376",48.153332,48.700001,48.099998,48.273335,798300,45.405628
"377",48.113335,48.380001,47.813332,47.926666,446400,45.079552
"378",48.053333,48.713333,48.026669,48.113335,471450,45.255138
"379",48.366669,48.413334,47.833332,48.233334,389700,45.368008
"380",48.106667,48.746666,48.02,48.299999,410850,45.43071
"381",48.513332,49.166668,48.5,49.080002,487650,46.164383
"382",49.133331,49.419998,49.040001,49.213333,471450,46.289787
"383",49.086666,49.400002,49.006668,49.279999,412650,46.352493
"384",49.52,49.740002,48.793331,48.926666,264150,46.020149
"385",48.766666,49.18,48.766666,48.913334,468000,46.007607
"386",48.919998,49.619999,48.919998,49.613335,419550,46.666019
"387",49.633331,49.740002,49.139999,49.200001,701250,46.277245
"388",49.186668,49.873333,49.099998,49.746666,414000,46.791431
"389",49.540001,49.826668,49.413334,49.606667,587400,46.659752
"390",49.606667,50.006668,49.333332,49.759998,404400,46.803974
"391",49.693333,49.84,49.360001,49.786667,371250,46.829063
"392",49.826668,49.919998,49.386665,49.52,320850,46.578239
"393",50,52.32,48.806667,49.560001,896850,46.615864
"394",49.720001,50.84,49.720001,50.733334,608100,47.719486
"395",50.846668,51.299999,50.200001,50.273335,437100,47.286816
"396",50.200001,50.619999,50.200001,50.259998,426900,47.274277
"397",50.34,50.673332,49.733334,50.540001,614850,47.537643
"398",50.540001,50.880001,50.326668,50.560001,433200,47.556454
"399",50.266666,50.833332,50.200001,50.52,301200,47.518833
"400",50.506668,50.66,50.213333,50.66,317400,47.650517
"401",50.626667,50.926666,50.48,50.619999,306000,47.612888
"402",50.646667,50.853333,50.066666,50.293331,462750,47.305622
"403",50.273335,50.473331,50.113335,50.393333,370050,47.399693
"404",50.373333,51,50.32,50.786667,378300,47.769653
"405",50.439999,50.753334,50.013332,50.646667,245250,47.637974
"406",50.686668,50.973331,50.439999,50.653332,256500,47.644238
"407",50.713333,51.240002,50.586666,50.939999,382200,47.913879
"408",50.82,51.153332,50.66,51,301650,47.970318
"409",51.146667,51.646667,51.146667,51.486668,298050,48.42807
"410",51.473331,51.753334,51.246666,51.626667,278550,48.559761
"411",51.639999,52.173332,51.639999,52.026669,325050,48.935993
"412",52.033333,52.286667,52.026669,52.066666,313500,48.973614
"413",52.053333,52.073334,51.313332,51.406666,467550,48.352829
"414",51.466667,51.826668,51.233334,51.766666,370350,48.691441
"415",51.826668,52.139999,51.766666,52.073334,238200,48.979889
"416",52.226665,52.419998,52.126667,52.213333,321000,49.111565
"417",52.346668,52.619999,52.213333,52.546665,319650,49.425106
"418",52.586666,52.66,52.299999,52.380001,332100,49.268333
"419",52.34,52.373333,51.906666,52.093334,234150,48.998703
"420",51.973331,52.253334,51.740002,52.173332,581100,49.073952
"421",52.173332,52.540001,51.846668,52.506668,333000,49.387486
"422",52.513332,52.926666,52.333332,52.439999,511350,49.324772
"423",52.466667,52.686668,52.360001,52.513332,371550,49.393742
"424",52.473331,52.566666,52.133331,52.366669,290100,49.255798
"425",52.533333,52.533333,52.066666,52.173332,327750,49.073952
"426",52.013332,52.533333,51.826668,52.446667,445200,49.331047
"427",52.360001,52.48,52.133331,52.373333,331650,49.262062
"428",52.466667,53.153332,52.466667,53.126667,305400,49.970654
"429",53.200001,53.786667,53.200001,53.619999,570750,50.434677
"430",53.52,53.52,52.880001,53.066666,374700,49.914207
"431",52.619999,53.053333,52.473331,52.66,672750,49.939499
"432",52.700001,52.866669,52.080002,52.16,516300,49.465328
"433",52.34,52.613335,52.086666,52.566666,481950,49.850994
"434",51.606667,52.706669,51.513332,52.540001,940650,49.825699
"435",52.540001,52.746666,52.033333,52.099998,550800,49.408428
"436",52.213333,52.913334,52.153332,52.880001,2734200,50.148136
"437",53.053333,53.16,52.540001,52.619999,1049700,49.901562
"438",52.613335,53.240002,52.52,52.753334,1138200,50.028015
"439",52.66,53.34,52.646667,53.286667,1057800,50.533798
"440",53.34,53.619999,52.166668,52.32,971100,49.617058
"441",52.333332,52.700001,52.099998,52.626667,428550,49.907887
"442",52.82,53.226665,52.66,52.773335,771450,50.04697
"443",52.706669,53.099998,52.673332,52.860001,516750,50.129166
"444",52.826668,53.093334,52.5,52.506668,430050,49.794083
"445",52.326668,52.900002,52.279999,52.700001,292500,49.977436
"446",52.639999,53.093334,52.433334,52.900002,445950,50.167103
"447",52.686668,52.939999,51.333332,51.366669,776550,48.712982
"448",51.233334,51.233334,49.553333,49.606667,769800,47.043907
"449",50.406666,50.406666,48.286667,49.066666,735150,46.531807
"450",49.073334,49.52,48.833332,48.959999,798900,46.430649
"451",49.226665,49.913334,48.753334,49.813332,854850,47.239895
"452",49.779999,50.080002,49.246666,49.733334,391200,47.164024
"453",49.66,49.959999,49.146667,49.380001,370500,46.828949
"454",49.299999,49.746666,49.066666,49.286667,364800,46.740437
