"","MRK.Open","MRK.High","MRK.Low","MRK.Close","MRK.Volume","MRK.Adjusted"
"47",63.043892,63.167938,62.5,62.595421,9247447,54.16013
"48",62.251907,62.299618,61.078243,61.21183,14880133,53.345184
"49",61.192749,61.555344,61.116413,61.259541,8271759,53.386765
"50",61.450382,61.994274,61.278625,61.736641,9458200,53.802547
"51",61.612595,61.822517,61.059158,61.240459,10074634,53.370132
"52",61.307251,61.736641,60.963741,60.973282,15142762,53.137299
"53",61.20229,61.354961,61.068703,61.173664,13593818,53.311916
"54",61.374046,61.650764,60.706108,60.982822,11057134,53.145611
"55",61.049618,61.173664,60.353054,60.591602,10007352,52.804668
"56",60.458015,60.896946,60.295803,60.38168,9915128,52.621723
"57",60.267178,60.620228,59.980915,60.286259,9575052,52.538563
"58",60.03817,60.505726,59.933205,60.295803,8400663,52.546879
"59",60.305344,60.496181,60,60.438931,10673880,52.671631
"60",60.753819,61.173664,60.553436,60.725189,8525794,52.921089
"61",60.591602,60.763359,60.419846,60.543892,5577456,52.763092
"62",60.362595,60.715649,60.353054,60.629772,7979472,52.837936
"63",60.524811,60.791985,60.324429,60.562977,6962493,52.77972
"64",60.677483,60.849236,60.467556,60.753819,6650189,52.946037
"65",60.7729,61.21183,60.601147,60.658398,8083538,52.862873
"66",60.572517,61.040077,60.295803,60.34351,7915125,52.588455
"67",60.38168,60.42939,60.066795,60.238548,8091713,52.496986
"68",60.372135,60.42939,59.666031,59.685116,7595590,52.014683
"69",59.627865,59.885494,59.332062,59.713741,6858950,52.039623
"70",59.513359,60.314884,59.427483,60.162212,9965642,52.430466
"71",59.914124,60.114506,59.694656,59.742367,6217260,52.064575
"72",59.837788,59.96183,59.532444,59.923664,5590242,52.222569
"73",59.599236,59.599236,59.150764,59.417938,7749436,51.781841
"74",59.408398,59.770992,59.160305,59.770992,10845857,52.08952
"75",59.790077,59.875954,59.398853,59.685116,9392490,52.014683
"76",59.503819,59.761452,59.036259,59.055344,11002323,51.465847
"77",59.637405,59.65649,59.17939,59.293892,9270922,51.673737
"78",59.627865,60.04771,59.398853,59.446564,11205006,51.806786
"79",59.761452,60,59.57061,59.828243,9284546,52.139412
"80",59.904579,60.028625,59.589695,59.713741,6920258,52.039623
"81",59.713741,59.780533,59.293892,59.475189,9915862,51.831734
"82",59.398853,59.637405,59.255726,59.5229,10707521,51.873306
"83",59.646946,60.34351,59.456108,59.828243,13647580,52.139412
"84",59.637405,60.753819,59.5229,60.715649,11978430,52.912773
"85",60.753819,60.963741,60.324429,60.4771,9023280,52.704887
"86",60.591602,61.154579,60.524811,61.040077,9795237,53.195515
"87",60.982822,61.555344,60.90649,61.078243,11684676,53.228771
"88",61.240459,61.326336,60.267178,60.39122,10712970,52.630047
"89",60.238548,61.020992,60.200382,61.011452,10094126,53.170559
"90",61.784351,62.261452,61.364506,61.479008,19404663,53.578022
"91",61.440842,61.708015,60.372135,60.658398,10838521,52.862873
"92",60.515266,60.687023,60.438931,60.601147,8710347,52.812984
"93",60.534351,60.944656,60.248093,60.86832,8248494,53.045822
"94",60.86832,60.86832,60,60.114506,8296911,52.388893
"95",60.028625,61.545803,60.028625,60.963741,12528316,53.128979
"96",61.106869,61.106869,60.591602,60.85878,9739798,53.037506
"97",60.782444,61.488548,60.658398,61.106869,6525372,53.253716
"98",61.068703,61.63168,61.068703,61.59351,6009861,53.677826
"99",61.803436,62.213741,61.583969,61.956108,7289259,53.993813
"100",61.984734,62.137405,61.698475,62.061069,7436503,54.085289
"101",62.0229,62.223282,61.851147,61.946564,3862614,53.9855
"102",61.755726,62.15649,61.574429,61.908398,5120109,53.952236
"103",62.099236,62.490459,62.051525,62.127865,8162138,54.143494
"104",62.10878,62.270992,61.889313,62.270992,7923404,54.268227
"105",62.46183,62.576336,62.194656,62.471375,6600933,54.44286
"106",62.356869,62.395039,61.736641,62.089695,6254988,54.110226
"107",62.0229,62.061069,61.507633,61.708015,8218206,53.777611
"108",61.64122,61.688931,61.068703,61.125954,7971717,53.270344
"109",61.125954,61.307251,59.95229,60.305344,19411056,52.555195
"110",60.305344,61.488548,60.248093,61.440842,11266419,53.544769
"111",61.440842,61.717556,61.259541,61.440842,9851514,53.544769
"112",60.811069,60.916031,60.143131,60.372135,12631544,53.000263
"113",60.133587,60.725189,60.133587,60.467556,10834853,53.084038
"114",60.400764,60.534351,60,60.295803,8244406,52.933254
"115",60.362595,60.791985,59.818703,60.085876,15617296,52.748959
"116",60.200382,60.887405,60.133587,60.763359,8831391,53.343731
"117",60.763359,61.984734,60.667938,61.574429,10755624,54.055744
"118",61.603054,62.595421,61.603054,62.46183,11679960,54.834793
"119",62.509541,63.330154,62.385494,62.996181,14087111,55.303898
"120",63.015266,63.349236,62.824429,63.129772,14769988,55.421173
"121",63.120228,63.35878,62.814884,62.900764,7940067,55.220135
"122",63.234734,63.234734,62.53817,62.53817,8511437,54.901817
"123",62.748093,62.88168,62.15649,62.175571,7056498,54.583488
"124",62.032444,62.099236,61.154579,61.393131,8751114,53.896591
"125",61.536259,61.765266,61.068703,61.154579,8762223,53.68716
"126",60.925571,61.669846,60.925571,61.326336,4895627,53.837959
"127",61.517178,61.832062,60.992367,61.221375,6820174,53.745811
"128",60.849236,60.982822,60.104961,60.209923,11887150,52.857864
"129",60.314884,60.438931,59.933205,60.267178,7591083,52.908127
"130",60.486641,60.496181,59.742367,59.95229,7036062,52.631687
"131",59.942749,60.095421,59.389313,59.484734,7207620,52.221226
"132",59.790077,60.238548,59.790077,59.904579,8610368,52.589798
"133",59.914124,60.104961,59.427483,60.009541,7125562,52.681946
"134",60.04771,60.496181,59.980915,60.171757,6309903,52.824352
"135",60.257633,60.410305,59.666031,59.742367,7741890,52.447399
"136",59.637405,59.761452,59.417938,59.551525,6408415,52.279858
"137",59.637405,59.95229,59.580154,59.751907,5972657,52.45578
"138",60.028625,60.34351,59.980915,60.057251,6974545,52.723835
"139",59.914124,60.114506,59.713741,59.761452,7237907,52.464161
"140",59.675571,60.019085,59.637405,59.704197,8157318,52.413891
"141",59.971375,60.114506,59.398853,59.503819,6241783,52.237984
"142",59.456108,59.484734,58.893131,58.969467,9816302,51.768875
"143",60.753819,61.59351,59.923664,60.7729,22894922,53.352093
"144",60.887405,61.412212,60.324429,61.173664,13982521,53.703918
"145",61.307251,61.364506,60.601147,60.954197,12277215,53.511257
"146",61.106869,61.326336,60.849236,60.992367,6802463,53.544765
"147",61.020992,61.030533,60.276718,60.534351,7372575,53.142673
"148",60.314884,60.811069,60.286259,60.610687,7355702,53.20969
"149",60.715649,60.7729,60.057251,60.209923,5597368,52.857864
"150",60.066795,60.200382,59.790077,59.96183,7018246,52.640068
"151",59.675571,59.847328,59.351147,59.465649,8048745,52.204468
"152",59.589695,59.847328,59.370228,59.627865,6866810,52.346878
"153",59.513359,59.713741,59.322517,59.332062,8137825,52.087196
"154",59.561069,60.076336,59.408398,59.5229,6341448,52.25473
"155",60.028625,60.114506,59.723282,59.799618,5771860,52.497662
"156",59.856869,60.143131,59.627865,59.637405,6619168,52.355255
"157",59.57061,60.04771,59.475189,59.828243,6352138,52.522789
"158",59.875954,60.133587,58.979008,59.007633,9589305,51.802387
"159",58.940842,58.988548,58.35878,58.673664,8825942,51.50919
"160",58.664124,59.198475,58.616413,59.13168,7542666,51.911282
"161",59.13168,59.637405,59.083969,59.561069,5779930,52.288246
"162",59.398853,59.732822,59.303436,59.303436,6743775,52.062061
"163",59.398853,60.028625,59.341602,59.837788,8122105,52.531178
"164",59.990459,60.39122,59.895039,60.057251,5528095,52.723835
"165",60.219467,60.553436,60.095421,60.419846,7858114,53.042156
"166",60.238548,60.314884,59.847328,60.229008,6879806,52.874611
"167",60.248093,60.276718,60.019085,60.229008,5263580,52.874611
"168",60.448475,60.992367,60.066795,60.935116,13522344,53.494499
"169",60.86832,61.164124,60.687023,60.90649,6481985,53.469376
"170",60.830154,61.173664,60.553436,60.706108,7583538,53.293461
"171",60.963741,61.383587,60.849236,61.068703,7491838,53.611786
"172",61.154579,61.469467,60.86832,61.374046,7185507,53.879841
"173",61.059158,61.574429,61.011452,61.326336,7719358,53.837959
"174",61.965649,62.318703,61.717556,62.146946,10785597,54.558365
"175",62.137405,62.614506,62.137405,62.46183,7707202,54.834793
"176",62.366413,62.54771,62.309158,62.45229,5898878,54.826424
"177",62.013359,63.139313,61.937023,63.091602,10437137,55.788288
"178",63.139313,63.339695,62.738548,63.129772,15390718,55.822044
"179",62.996181,63.36832,62.795803,62.967556,11049274,55.678604
"180",62.996181,63.129772,62.671757,62.92939,7345746,55.644852
"181",63.043892,63.2729,62.204197,62.776718,9903600,55.50985
"182",62.833969,62.910305,62.519085,62.595421,6255198,55.349552
"183",62.624046,62.690842,62.089695,62.146946,7824263,54.95298
"184",62.175571,62.404579,62.061069,62.194656,5840923,54.995167
"185",62.11832,62.328243,61.755726,61.793892,7311058,54.640793
"186",61.717556,61.784351,61.374046,61.612595,7013111,54.480476
"187",61.326336,61.698475,61.230915,61.345421,7359894,54.244247
"188",61.345421,61.574429,60.42939,61.097328,11999181,54.024872
"189",61.269085,61.717556,60.963741,61.59351,7067083,54.463615
"190",61.59351,61.622135,60.85878,61.421757,6819441,54.311741
"191",61.469467,61.660305,61.383587,61.64122,6722606,54.505798
"192",61.469467,61.832062,61.383587,61.64122,9589200,54.505798
"193",61.736641,61.927483,61.421757,61.59351,7847843,54.463615
"194",61.708015,61.774811,61.183205,61.383587,5712962,54.277988
"195",61.364506,61.517178,61.25,61.507633,5157208,54.387672
"196",61.393131,61.393131,60.85878,60.85878,10586477,53.813927
"197",60.86832,61.049618,60.648853,60.90649,6454108,53.856121
"198",61.020992,61.221375,60.4771,60.486641,7693787,53.484875
"199",60.582062,60.811069,60.362595,60.438931,7806762,53.442684
"200",60.314884,60.410305,60,60.324429,7365868,53.341434
"201",61.154579,61.173664,60.505726,60.601147,8265471,53.586117
"202",60.725189,61.097328,60.677483,60.830154,10554618,53.78862
"203",60.925571,61.059158,60.658398,60.954197,10798802,53.8983
"204",61.097328,61.564884,60.400764,60.496181,12137936,53.493301
"205",60.410305,60.410305,59.513359,60.219467,10711713,53.248615
"206",60.209923,60.238548,59.475189,59.589695,11545502,52.691746
"207",59.437023,59.818703,58.979008,59.150764,11260026,52.303631
"208",57.776718,57.776718,55.171757,55.572517,30980242,49.139584
"209",53.196564,53.482822,51.917938,52.204197,40860891,46.16119
"210",52.643131,53.234734,52.509541,52.566795,19313802,46.481796
"211",52.996181,53.244274,52.748093,52.805344,17206483,46.692741
"212",52.938931,53.024811,52.519085,52.833969,12909788,46.718056
"213",52.767178,53.70229,52.662212,53.492367,10281718,47.300232
"214",53.473282,53.606869,53.053436,53.32061,9136988,47.148361
"215",53.32061,53.616413,52.84351,53.043892,15008513,46.903675
"216",52.958015,54.122135,52.919846,53.988548,15859279,47.738976
"217",53.959923,54.064884,53.072517,53.635494,14818825,47.426796
"218",53.71183,53.71183,52.624046,52.938931,17547607,46.810863
"219",52.776718,52.9771,52.53817,52.576336,14135738,46.490238
"220",52.45229,52.652672,52.242367,52.471375,13315678,46.39743
"221",52.251907,52.576336,51.908398,52.290077,12290315,46.237114
"222",52.347328,52.833969,52.242367,52.643131,12572122,46.549305
"223",52.480915,52.89122,52.242367,52.671757,10358537,46.574623
"224",51.564884,51.898853,51.173664,51.622135,18003278,45.646492
"225",51.870228,52.337788,51.698475,51.784351,14369442,45.789936
"226",51.746181,52.07061,51.688931,51.879772,7730258,45.87431
"227",52.003819,52.127865,51.63168,51.860687,4549682,45.857433
"228",51.917938,52.099236,51.717556,52.051525,10584905,46.02618
"229",52.414124,52.604961,51.917938,52.414124,13446783,46.346809
"230",52.519085,53.101147,52.414124,52.824429,10980525,46.709614
"231",52.662212,53.330154,52.509541,52.738548,16139619,46.633678
"232",52.862595,53.416031,52.690842,53.311069,12672835,47.139931
"233",53.36832,54.112595,53.311069,53.645039,14085120,47.43523
"234",53.578243,53.921757,53.167938,53.215649,12405386,47.055546
"235",51.946564,53.36832,51.708015,51.860687,21217703,45.857433
"236",52.337788,53.282444,52.175571,52.261452,17250604,46.211807
"237",52.776718,53.024811,52.15649,53.024811,10923723,46.886806
"238",53.759541,54.045803,53.015266,53.759541,10239170,47.536484
"239",54.265266,54.551525,54.036259,54.456108,14454750,48.152412
"240",54.332062,54.742367,54.055344,54.303436,13982940,48.017422
"241",53.816795,54.14122,53.396946,53.444656,10623890,47.660023
"242",53.654579,53.78817,53.196564,53.664124,23664574,47.855743
"243",53.79771,54.09351,53.625954,53.645039,12151560,47.838722
"244",53.645039,54.026718,53.444656,53.654579,9921521,47.847225
"245",53.70229,53.902672,53.416031,53.540077,13766423,47.745121
"246",53.511452,54.198475,53.511452,54.007633,10439966,48.162071
"247",54.007633,54.2271,53.559158,53.778625,11890608,47.957851
"248",53.902672,54.007633,53.692749,53.759541,4616754,47.940834
"249",53.807251,54.036259,53.683205,53.759541,5931994,47.940834
"250",53.759541,54.198475,53.721375,54.007633,6061108,48.162071
"251",54.2271,54.379772,53.692749,53.692749,8841557,47.881271
"252",53.998093,54.150764,53.482822,53.645039,10556504,47.838722
"253",53.654579,53.683205,53.396946,53.568703,11090460,47.770653
"254",53.854961,54.790077,53.79771,54.437023,15751650,48.544987
"255",54.761452,54.761452,53.998093,54.379772,9955057,48.493938
"256",54.589695,54.627865,53.912212,54.064884,11642546,48.213131
"257",54.208015,54.484734,53.979008,54.198475,11142022,48.332256
"258",53.959923,54.742367,53.874046,54.675571,9497395,48.75771
"259",54.675571,54.971375,54.541985,54.96183,7447402,49.012985
"260",55.295803,56.116413,55.238548,55.973282,12935569,49.914967
"261",58.921757,60.85878,58.444656,59.2271,50399682,52.816605
"262",59.437023,59.723282,59.055344,59.188931,22940615,52.78257
"263",59.160305,59.274811,57.853054,58.330154,20861278,52.016735
"264",58.664124,58.664124,57.862595,58.473282,12745671,52.144375
"265",58.158398,58.625954,57.938931,58.444656,12835380,52.118851
"266",58.234734,59.284351,58.082062,58.874046,11718212,52.50177
"267",59.169846,59.265266,58.167938,58.377865,14129241,52.059284
"268",58.492367,58.568703,58.158398,58.492367,9853610,52.161388
"269",58.673664,59.236641,58.530533,59.198475,11060278,52.791077
"270",59.112595,59.293892,58.740459,58.807251,9198191,52.442196
"271",58.005726,58.444656,57.671757,57.872135,13666654,51.608295
"272",57.986641,58.015266,56.20229,56.536259,15582712,50.417007
"273",56.459923,57.576336,56.364506,57.11832,14009664,50.936069
"274",56.688931,57.223282,55.610687,55.877865,12852777,49.829872
"275",55.601147,56.25,53.263359,53.816795,20546774,47.99189
"276",52.614506,54.169846,51.841602,52.919846,32494498,47.19202
"277",52.643131,54.112595,52.566795,53.32061,14349740,47.549408
"278",53.473282,53.874046,52.204197,52.223282,21871760,46.570858
"279",52.624046,52.872135,50.916031,52.356869,19472364,46.68998
"280",52.814884,53.330154,52.442749,52.89122,13259506,47.166481
"281",52.700382,52.833969,52.261452,52.385494,17857291,46.715508
"282",51.822517,52.576336,51.736641,52.385494,11996142,46.715508
"283",52.89122,53.425571,52.318703,53.425571,10584695,47.643005
"284",53.40649,54.379772,53.35878,53.71183,12294402,47.898277
"285",53.549618,53.568703,52.433205,52.46183,14113416,46.783573
"286",52.509541,52.900764,52.051525,52.051525,11244935,46.417686
"287",52.099236,52.54771,51.927483,52.07061,11334958,46.434704
"288",52.309158,52.480915,52.07061,52.356869,9499177,46.68998
"289",52.480915,53.616413,52.480915,53.492367,12725026,47.702572
"290",53.349236,53.396946,52.194656,52.213741,9734453,46.56234
"291",52.53817,52.643131,51.7271,51.736641,11807606,46.136887
"292",51.774811,52.299618,50.973282,51.240459,13648523,45.694401
"293",51.030533,51.937023,50.687023,51.870228,9355706,46.256001
"294",51.755726,52.204197,51.603054,51.908398,13743577,46.290054
"295",51.994274,52.204197,51.354961,51.812977,9716951,46.204952
"296",51.374046,52.080154,51.28817,51.975189,12817564,46.349609
"297",52.0229,52.309158,51.870228,52.251907,7705001,46.596378
"298",52.509541,52.662212,52.194656,52.614506,9240006,46.91972
"299",53.177483,53.559158,52.709923,52.824429,11269039,47.106934
"300",53.187023,53.196564,52.480915,52.833969,12272080,47.115444
"301",52.738548,52.89122,51.822517,52.290077,11692222,47.038185
"302",52.433205,53.177483,52.375954,52.719467,10560277,47.424454
"303",52.662212,53.291985,52.557251,53.120228,22010620,47.784958
"304",53.110687,53.129772,51.755726,52.127865,12391762,46.892269
"305",52.242367,52.423664,51.870228,52.137405,8153440,46.900852
"306",52.251907,52.748093,51.927483,52.185116,10489746,46.943764
"307",51.755726,52.46183,51.555344,51.64122,13387990,46.454502
"308",51.832062,52.204197,50.896946,50.963741,12408634,45.845066
"309",51.574429,51.67939,50.543892,51.564884,10448770,46.385834
"310",51.517178,52.061069,51.020992,51.28817,16956535,46.136909
"311",51.574429,52.805344,51.545803,52.566795,13302788,47.287106
"312",52.824429,52.872135,51.975189,51.975189,10218524,46.754925
"313",51.908398,52.146946,50.534351,50.830154,14041104,45.724899
"314",50.896946,51.669846,50.410305,51.612595,9688341,46.428753
"315",51.020992,52.185116,50.954197,52.041985,9330030,46.815014
"316",52.53817,52.84351,51.946564,52.032444,13074638,46.806431
"317",51.793892,52.080154,50.4771,50.916031,13100838,45.802147
"318",52.480915,54.790077,52.061069,53.587788,24352376,48.205563
"319",54.083969,54.188931,53.473282,53.902672,13481891,48.488823
"320",53.492367,53.950382,53.330154,53.625954,9445834,48.239895
"321",54.007633,54.57061,53.568703,54.14122,12511967,48.703407
"322",54.465649,54.704197,54.045803,54.551525,10536278,49.072502
"323",55.124046,56.536259,54.551525,55.963741,23627998,50.342873
"324",57.099236,57.213741,56.259541,56.555344,16070451,50.875065
"325",56.688931,56.889313,55.90649,56.221375,11779730,50.574642
"326",56.221375,56.603054,55.744274,55.954197,11041204,50.334293
"327",56.164124,56.555344,55.973282,56.135494,10109951,50.497375
"328",57.299618,57.84351,56.708015,57.490459,20767587,51.716255
"329",57.643131,58.206108,57.032444,57.337788,13974975,51.578915
"330",57.15649,57.175571,56.230915,56.898853,14057034,51.184071
"331",57.080154,57.337788,56.402672,56.688931,14148105,50.995228
"332",56.622135,56.917938,56.59351,56.746181,8034073,51.04673
"333",56.917938,57.232822,56.173664,56.173664,13730267,50.531712
"334",56.29771,56.526718,54.274811,55.324429,13756782,49.767773
"335",55.03817,55.34351,54.408398,54.675571,10921837,49.184082
"336",54.5229,55.152672,53.78817,54.895039,11864932,49.381508
"337",54.503819,55.257633,54.2271,55.104961,9149983,49.570351
"338",55.124046,55.438931,54.465649,54.751907,10513955,49.252758
"339",54.742367,54.790077,53.683205,54.160305,10749546,48.720577
"340",54.360687,55.734734,54.2271,55.295803,8684042,49.742016
"341",55.467556,56.040077,55.276718,55.400764,8624097,49.836445
"342",55.496181,57.223282,55.467556,56.956108,13344498,51.235573
"343",57.032444,57.328243,56.708015,56.946564,9942062,51.226982
"344",56.717556,57.061069,56.20229,56.488548,7148932,50.814968
"345",56.603054,57.261452,56.402672,57.013359,8941222,51.287079
"346",56.812977,57.041985,56.183205,56.364506,8222398,50.703388
"347",56.259541,56.736641,54.856869,56.431297,10151242,50.763477
"348",56.469467,56.603054,55.715649,55.887405,8882219,50.2742
"349",56.087788,56.431297,55.725189,55.7729,9357068,50.171207
"350",55.7729,56.765266,55.753819,56.459923,10375619,50.78923
"351",56.536259,56.688931,56.116413,56.421757,7261382,50.754898
"352",56.431297,56.736641,56.145039,56.383587,6985339,50.720562
"353",55.896946,56.192749,55.372135,55.725189,9228269,50.128284
"354",55.963741,57.061069,55.839695,56.984734,11572016,51.261322
"355",56.898853,57.137405,56.59351,56.803436,12786019,51.098236
"356",57.146946,58.024811,56.889313,57.786259,11556925,51.982346
"357",58.730915,59.666031,58.377865,59.17939,20410534,53.235554
"358",59.160305,59.475189,58.263359,58.578243,13098218,52.694782
"359",58.692749,59.103054,58.416031,59.09351,7912190,53.158298
"360",59.160305,59.198475,58.692749,59.150764,7910933,53.209801
"361",59.169846,59.780533,59.13168,59.713741,10142754,53.71624
"362",59.895039,59.980915,59.236641,59.475189,7542666,53.501648
"363",59.513359,59.742367,59.169846,59.580154,8308230,53.596062
"364",59.704197,60.076336,59.494274,59.723282,9873732,53.724819
"365",59.2271,59.5229,58.416031,58.740459,12528211,53.249073
"366",58.769085,59.255726,58.416031,59.188931,17246517,53.655621
"367",58.540077,58.549618,57.814884,58.196564,9990270,52.756023
"368",57.872135,58.501907,57.853054,58.234734,10501589,52.790627
"369",58.263359,58.664124,58.005726,58.473282,12757094,53.006874
"370",58.463741,58.463741,58.024811,58.377865,9336527,52.92038
"371",58.473282,59.083969,58.416031,58.654579,12885998,53.171219
"372",58.597328,58.79771,57.862595,58.282444,11057238,52.833881
"373",58.043892,58.225189,57.833969,57.938931,12571913,52.522476
"374",57.919846,58.282444,57.061069,57.137405,10948770,51.795879
"375",57.356869,57.967556,57.242367,57.53817,10691591,52.159172
"376",57.757633,58.654579,57.585876,57.919846,14956951,52.505177
"377",57.776718,57.786259,57.175571,57.690842,9546337,52.297581
"378",57.958015,58.492367,57.776718,57.92939,5106590,52.513828
"379",58.587788,59.122135,58.291985,58.816795,9517098,53.318272
"380",58.969467,59.646946,58.959923,59.351147,8543191,53.802673
"381",59.599236,59.818703,59.160305,59.17939,8724600,53.646969
"382",59.532444,59.761452,59.265266,59.446564,11266524,53.889172
"383",59.293892,59.351147,58.769085,59.064884,6055344,53.543175
"384",59.580154,59.96183,59.293892,59.790077,8424453,54.200569
"385",59.417938,60.152672,59.398853,60.009541,7705106,54.399509
"386",60.04771,60.066795,59.475189,59.723282,4729938,54.140015
"387",59.666031,59.933205,59.599236,59.666031,5292086,54.08812
"388",59.732822,60.095421,59.513359,60.057251,6645578,54.442764
"389",59.866413,60.057251,59.398853,59.646946,7631641,54.07082
"390",59.217556,59.675571,59.169846,59.65649,7204686,54.079472
"391",59.704197,59.904579,59.646946,59.818703,7266413,54.226524
"392",60.019085,60.534351,59.942749,60.515266,9931058,54.857964
"393",60.524811,61.612595,60.458015,61.536259,11023598,55.783508
"394",61.650764,62.213741,61.059158,61.078243,11677235,55.368317
"395",59.589695,61.087788,59.5229,60.582062,8815357,54.91851
"396",60.86832,61.927483,60.620228,61.841602,10129130,56.060307
"397",61.927483,63.091602,61.908398,62.853054,16184683,56.977203
"398",62.700382,63.110687,62.45229,62.490459,7949604,56.648502
"399",62.309158,62.433205,61.898853,62.232822,7226379,56.414951
"400",62.213741,62.996181,61.994274,62.910305,7333066,57.029102
"401",63.062977,63.435116,62.681297,63.187023,8600202,57.279945
"402",63.062977,63.921757,63.005726,63.530533,8471298,57.591351
"403",63.463741,63.921757,63.120228,63.635494,6821746,57.686489
"404",63.807251,63.807251,62.786259,62.9771,7495086,57.089653
"405",62.88168,63.454197,62.671757,63.043892,7796806,57.150192
"406",63.101147,63.826336,63.043892,63.664124,9973606,57.712448
"407",63.559158,63.883587,63.225189,63.416031,6912608,57.487549
"408",63.673664,64.475189,63.425571,64.284348,11413873,58.274689
"409",64.503815,65.839699,64.284348,65.696564,19378358,59.554886
"410",65.629768,66.068703,65.553436,65.89695,8223761,59.736534
"411",65.839699,67.003815,65.772903,66.956108,10919426,60.696674
"412",66.994278,67.03244,65.925575,66.001907,10285701,59.831692
"413",66.011452,66.221375,65.696564,65.877861,6176178,59.719231
"414",65.715652,66.020988,65.591606,65.811066,5806654,59.658676
"415",65.839699,66.078247,65.620232,65.877861,5194098,59.719231
"416",66.164124,66.25,65.39122,65.830154,5327822,59.67598
"417",65.696564,65.715652,65.248093,65.486641,6219251,59.364582
"418",65.248093,65.744278,65.143127,65.658394,5753206,59.520287
"419",65.515266,65.78244,65.219467,65.400764,4972341,59.286743
"420",65.219467,65.601143,65.03817,65.448471,6018978,59.329983
"421",65.238548,65.276718,64.818703,64.837784,6045178,58.776382
"422",64.837784,65.543892,64.799622,65.477097,6664337,59.35593
"423",65.811066,66.354965,65.667938,66.202293,10099995,60.013325
"424",65.992363,66.583969,65.696564,66.479012,9971930,60.264179
"425",66.793892,67.356873,66.345421,66.374046,7616759,60.169044
"426",66.60305,66.60305,65.906487,65.916031,6094644,59.753834
"427",66.221375,66.812981,65.954201,66.660301,6382320,60.428528
"428",66.946564,67.690842,66.393127,67.585876,10750594,61.267574
"429",67.5,67.5,66.469467,66.774811,7792928,60.945343
"430",66.650764,67.232826,66.459923,67.194656,7018770,61.328541
"431",67.185112,67.652672,66.698471,67.194656,7126819,61.328541
"432",66.937019,67.337784,66.450378,66.774811,8325522,60.945343
"433",67.127861,67.585876,66.841606,67.53817,6435454,61.642059
"434",67.662216,68.301529,67.662216,67.843513,17850689,61.920753
"435",67.671753,68.034348,67.395035,67.53817,6747862,61.642059
