"","LYB.Open","LYB.High","LYB.Low","LYB.Close","LYB.Volume","LYB.Adjusted"
"640",85.510002,86.550003,85.059998,85.919998,7691300,76.814011
"641",85.389999,85.849998,83.790001,84.220001,3094400,75.294197
"642",84.290001,86.349998,84.25,86.150002,1836800,77.019646
"643",85.800003,87.220001,85.699997,86.360001,2037400,77.20739
"644",86.580002,86.580002,84.459999,85.510002,2033300,76.447472
"645",85.209999,85.970001,84.360001,85.339996,1936000,76.295479
"646",85.029999,85.540001,83.790001,83.870003,1784600,74.981293
"647",83.129997,84.470001,82.629997,84.389999,1626600,75.446167
"648",84.139999,85.260002,83.019997,83.690002,3326700,74.820358
"649",83.449997,84.550003,80.839996,81.489998,2791800,72.853516
"650",80.010002,80.129997,75.989998,76.139999,4480500,68.070511
"651",75.440002,77.339996,75.190002,76.309998,3541400,68.222496
"652",77.169998,77.75,74.900002,75.800003,3785300,67.766556
"653",74.769997,76.120003,74.559998,75.940002,2600700,67.891708
"654",76.75,78.010002,76.739998,77.129997,2706200,68.955589
"655",76.879997,76.93,74.989998,75.419998,2497300,67.426826
"656",74.910004,75.370003,72.879997,72.93,2153600,65.200729
"657",72.330002,76.82,72.32,75.610001,3259900,67.596695
"658",74,74.400002,72.519997,72.709999,2495000,65.004044
"659",73.379997,73.5,71.830002,72.599998,1922900,64.905701
"660",72.910004,74.410004,72.660004,74.25,1893100,66.380821
"661",75.169998,75.57,74.739998,74.879997,1723800,66.944054
"662",74.489998,74.519997,72.449997,72.699997,2228400,64.995087
"663",73.82,74.339996,72.370003,73.129997,1627200,65.379524
"664",73.93,74.190002,72,72.139999,2826100,64.494446
"665",71.589996,71.68,68.610001,69.029999,3608500,61.714046
"666",70.32,70.32,69.059998,69.550003,2075900,62.178951
"667",70.550003,70.550003,69.389999,69.75,2059000,62.357746
"668",69.690002,72.309998,69.349998,72.019997,2841100,64.387169
"669",73.25,75.379997,73.110001,75.330002,4303100,67.346375
"670",76.120003,77.989998,76.059998,77.379997,5716200,69.1791
"671",75,75.25,73.879997,74.82,3975700,67.81057
"672",76.019997,76.339996,75.029999,75.82,1498800,68.716888
"673",76.709999,78.389999,76.559998,77.599998,2863900,70.330139
"674",77.75,78.720001,76.290001,78.050003,2441500,70.737976
"675",78.830002,81.519997,78.459999,81.459999,3406300,73.828506
"676",81.589996,85.099998,81.150002,85.080002,4549000,77.109375
"677",85.120003,86,82.809998,85.709999,2686300,77.680344
"678",83.550003,84.739998,82.550003,83.779999,2653700,75.931152
"679",85.120003,86.779999,83.800003,86.269997,3686700,78.187874
"680",89.410004,90.529999,87.120003,89.669998,4971100,81.269363
"681",89,89.599998,87.309998,89,4635200,80.662125
"682",88.400002,88.419998,87.080002,88.370003,2792600,80.091148
"683",88.5,89.480003,88.120003,88.589996,2165200,80.290535
"684",89,89.269997,88.110001,88.290001,6299700,80.018631
"685",87.129997,88.580002,86.57,88.220001,2433900,79.955208
"686",88.080002,88.239998,85.330002,86.290001,2814700,78.206009
"687",85.980003,87.400002,85.419998,86.849998,2498100,78.713539
"688",86.760002,87.769997,86.129997,87.5,1948900,79.30265
"689",87.690002,89.25,87.5,88.699997,2824100,80.390236
"690",88.669998,89.980003,88.25,89.470001,2764700,81.088097
"691",89.949997,90.379997,86.339996,86.379997,2424000,78.287567
"692",84.889999,85.290001,83.339996,84.410004,2661400,76.502136
"693",83.760002,85.290001,83.019997,85.25,1420400,77.263451
"694",85.470001,86.150002,84.540001,85.18,1398200,77.200012
"695",85.029999,85.690002,84.019997,84.160004,1402800,76.275566
"696",83.07,83.169998,81.449997,81.629997,2468000,73.982574
"697",82.449997,82.75,81.800003,82.25,1741600,74.544495
"698",82.940002,84.440002,82.839996,83.919998,1600400,76.058037
"699",85.720001,88.93,85.610001,88.07,2331400,79.819267
"700",86.769997,88.330002,86.029999,87.370003,1185300,79.184837
"701",87.660004,88.459999,87.07,87.199997,1814800,79.030754
"702",87.449997,88.440002,86.370003,86.449997,2279200,78.351028
"703",87.110001,88,86.080002,86.410004,1873200,78.314774
"704",86.059998,87.010002,85.830002,86.110001,2289900,78.042862
"705",87.290001,88.300003,87.199997,87.989998,1561400,79.74675
"706",87.949997,88.239998,85.860001,87.970001,2881500,79.728622
"707",87.839996,88.93,87.370003,88.209999,1782400,79.946136
"708",89.010002,90.07,87.360001,88.360001,1093900,80.082077
"709",87.919998,90.970001,87.150002,90.830002,2160800,82.320694
"710",91.559998,92.029999,90.07,91.339996,1840700,82.782913
"711",90.629997,92.190002,90,91.639999,1812200,83.054794
"712",91.190002,91.949997,90.080002,91.68,1745000,83.091057
"713",91.050003,91.68,89.559998,89.699997,2744600,81.296539
"714",92.279999,94.57,89.559998,93.599998,2752800,84.831177
"715",94.32,97.040001,94.279999,96.720001,3041900,87.658897
"716",97.300003,98.910004,96.82,97.370003,2974600,88.248001
"717",97.339996,97.510002,96.379997,97.059998,1536400,87.967033
"718",97.639999,98,96.5,97.489998,2218800,88.35675
"719",97.449997,97.589996,96.510002,97.389999,1251000,88.266121
"720",95.93,97.550003,95.230003,97.190002,996000,88.084854
"721",97.18,97.720001,96.120003,96.580002,1315100,87.532005
"722",95.43,96.040001,94.800003,95.260002,1257600,86.33567
"723",94.879997,96.760002,94.709999,95.879997,1292300,86.897575
"724",96.68,96.779999,95.57,96,1019700,87.00634
"725",95.480003,95.889999,94.07,94.919998,1466600,86.027512
"726",95.050003,95.160004,92.75,93.059998,1830400,84.341766
"727",92.790001,93.239998,91.5,92.230003,1382600,83.589539
"728",92.360001,93.389999,91.459999,93.339996,1694200,84.595543
"729",93.540001,94.849998,93.239998,93.339996,1270200,84.595543
"730",94.040001,94.779999,93.110001,94.75,1634300,85.873444
"731",94.800003,94.949997,93.589996,93.660004,2223500,84.885567
"732",93.639999,94.610001,92.879997,94.550003,1360800,85.692192
"733",93.199997,93.459999,92.400002,92.540001,698600,84.812355
"734",92.93,94.18,92.419998,92.650002,1496700,84.913147
"735",90.309998,92.099998,89.589996,91.760002,2703400,84.097481
"736",92.650002,93.739998,91.459999,91.480003,1699300,83.840866
"737",92.07,92.190002,90.980003,91.779999,1793700,84.115807
"738",92.650002,93.540001,92.480003,92.900002,2266400,85.142288
"739",93.129997,93.220001,91.879997,92.019997,1209500,84.335762
"740",91.470001,91.849998,90.190002,90.580002,2434100,83.016029
"741",90.889999,91.639999,90.620003,91.18,1285400,83.565918
"742",90.739998,94.150002,90.57,93.970001,2239400,86.122932
"743",94.239998,94.809998,92.599998,92.620003,1395800,84.885666
"744",93.75,94.529999,93.519997,93.650002,2008800,85.829651
"745",93.709999,94.989998,93.660004,94.870003,2256300,86.947784
"746",94.519997,95.300003,93.580002,95.169998,2697500,87.222725
"747",95.510002,95.730003,94.699997,95.330002,1517900,87.369377
"748",95.82,95.82,93.540001,93.940002,3439200,86.095436
"749",93.639999,94.660004,93.519997,94.510002,1338200,86.617836
"750",94.75,95,94.220001,94.589996,492800,86.691162
"751",94.129997,94.57,93.959999,94.57,597200,86.672821
"752",94.93,95.139999,93.669998,93.839996,1234700,86.003792
"753",94.029999,94.459999,93.870003,94.089996,899800,86.23291
"754",93.540001,94.589996,93.540001,94.480003,1204200,86.590347
"755",95.279999,95.470001,93.449997,93.860001,2321400,86.022118
"756",92.879997,93.349998,91.540001,91.550003,2713200,83.905029
"757",91.339996,92.580002,91.089996,91.309998,2710700,83.685059
"758",90.650002,92.230003,90.089996,90.919998,3039300,83.327621
"759",90.480003,91.150002,89.290001,90.540001,1829900,82.979362
"760",90.660004,91.239998,89.809998,90.57,1724200,83.006851
"761",90.57,90.959999,89.199997,89.43,1755400,81.962044
"762",89.400002,91.199997,89.099998,91.199997,1680900,83.584244
"763",90.860001,92.779999,90.860001,91.93,2297300,84.253281
"764",91.370003,92.150002,90.75,91.190002,1639400,83.575089
"765",91.690002,91.980003,91.199997,91.510002,1451500,83.868362
"766",91.5,92.040001,90.709999,92,2534700,84.317444
"767",91.400002,91.400002,88.410004,89.389999,2005400,81.925392
"768",89.160004,89.160004,86.279999,86.639999,3321400,79.405029
"769",85.900002,86.510002,83.970001,86.239998,3276800,79.038437
"770",85.959999,86.129997,84.389999,84.949997,2668800,77.856148
"771",82.889999,82.889999,81.519997,82.110001,3487900,75.253304
"772",82.620003,83.830002,82.519997,82.93,2884900,76.004852
"773",83.800003,85.089996,83.760002,83.849998,2126900,76.848015
"774",82.800003,83.629997,81.559998,83.449997,2807400,76.481407
"775",80.220001,80.599998,77.290001,77.860001,7267800,71.358223
"776",78.360001,79.739998,77.5,78.82,2464200,72.238045
"777",80.639999,83.309998,80.010002,81.720001,2968400,74.895874
"778",83,84.18,82.599998,84.080002,2793000,77.058815
"779",84.379997,84.43,82.099998,83.379997,1740200,76.417259
"780",82.550003,82.610001,81.230003,82.099998,1324100,75.244141
"781",81.690002,82.790001,81.160004,81.93,2455500,75.088341
"782",82.769997,84.800003,82.629997,83.970001,1577200,76.957985
"783",85.169998,86.669998,84.550003,85.610001,2084500,78.461044
"784",84.800003,85.360001,83.379997,83.489998,1517700,76.518074
"785",83.650002,83.790001,81.879997,82.599998,1895700,75.702393
"786",82.040001,82.699997,80.389999,81.32,1158500,74.529289
"787",81.580002,82.230003,81.480003,81.949997,1290300,75.106682
"788",81.779999,83.830002,81.559998,83.349998,1635100,76.389771
"789",82.720001,83.419998,82.32,82.910004,1580300,75.986519
"790",79.669998,80.300003,78.900002,79.650002,2689800,72.998749
"791",80.059998,80.410004,74.809998,75.410004,2406300,69.112801
"792",76.389999,76.940002,74.040001,74.389999,2996800,68.177971
"793",72.550003,74.540001,70.849998,70.900002,3367700,64.979424
"794",69.169998,71.900002,68.5,71.459999,4156300,66.477158
"795",72.339996,74.580002,70.879997,74.519997,3631300,69.323784
"796",74.5,76.269997,70.559998,72.239998,2949100,67.202774
"797",73.449997,75.309998,71.040001,75.230003,2242400,69.984283
"798",72.790001,74.209999,72.610001,73.910004,2746200,68.756325
"799",71.410004,74.160004,70.839996,71.989998,3578600,66.9702
"800",65,68,59.599998,59.610001,4379100,55.453449
"801",62.77,63.060001,57.830002,59.740002,3663200,55.574387
"802",57.759998,58.18,53.93,54,6644500,50.234623
"803",48.959999,48.959999,45.060001,46.07,8213100,42.857574
"804",50,50.220001,42.029999,46.84,8541200,43.573887
"805",39.52,44.25,33.709999,34.900002,7742000,32.466457
"806",36.139999,42.27,35.599998,41.720001,9219300,38.810898
"807",38.400002,42.720001,37.110001,40.57,6784500,37.741085
"808",39.970001,47.209999,39.220001,43.23,6383600,40.215611
"809",42.959999,44.32,40.389999,42,7474000,39.071377
"810",41.93,42.66,40,40.490002,3984500,37.666672
"811",44.02,46.02,42.029999,45.290001,4216900,42.131966
"812",47,52.919998,46.400002,52.099998,4872500,48.46711
"813",51.25,54.490002,51.25,53.93,5230300,50.16951
"814",51.18,51.59,48.560001,49.400002,3589200,45.955376
"815",48.720001,50.75,48.09,49.580002,2517400,46.122829
"816",48.939999,50.400002,48.77,49.630001,3281000,46.169342
"817",46.240002,47.32,44.509998,45.029999,3270600,41.890091
"818",45.34,49.139999,45.060001,45.919998,3917500,42.718033
"819",46.25,47.310001,45.490002,46.099998,2763800,42.885487
"820",48.330002,50.52,48.330002,49.880001,2583200,46.401909
"821",53.75,54.93,51.279999,51.650002,2555100,48.048492
"822",52.75,55.799999,51.860001,55.470001,2039100,51.602123
"823",56.560001,59.970001,55.66,58.93,3735100,54.820862
"824",58.610001,59.169998,56.82,58.040001,2722200,53.992924
"825",59.290001,59.540001,57.290001,58.639999,2877500,54.551083
"826",55.900002,56.450001,51.650002,52.700001,3259900,49.025276
"827",52.459999,53.240002,48.880001,49.450001,2725100,46.0019
"828",50.259998,53.360001,50.259998,52.189999,4176600,48.550835
"829",50.360001,51.040001,48.200001,48.41,2965100,45.034412
"830",46.150002,47.220001,44.330002,46.630001,4221400,43.378529
"831",48.310001,48.790001,47.119999,48.110001,1911300,44.755333
"832",49.080002,51.549999,49,49.369999,1664400,45.927471
"833",50.400002,50.880001,49.040001,50.049999,2329900,46.560051
"834",50.130001,52.82,50,52.41,2276000,48.755497
"835",53.869999,55.810001,53.25,55.669998,4149700,51.788177
"836",57.73,60.049999,57.349998,59.93,3078100,55.751137
"837",57.700001,58.459999,56.549999,57.950001,4304700,53.909199
"838",56.939999,57,53.810001,55.16,4095500,51.31374
"839",51.41,54.48,50.869999,54.349998,3164400,50.560223
"840",56,57.27,54.720001,54.849998,2038400,51.025356
"841",54.799999,55.349998,51.990002,52.110001,2294900,48.476414
"842",53.419998,55.099998,53.34,53.73,2247000,49.983452
"843",54.830002,56.52,54.619999,56.450001,1918300,52.51379
"844",54.419998,56.610001,53.540001,56.060001,2760100,52.150986
"845",56.68,57.59,55.720001,55.860001,2212000,51.964931
"846",55.310001,55.68,51.91,52.59,2204000,48.922939
"847",51.049999,54,50.060001,53.290001,2813400,49.574131
"848",52.860001,53.669998,52.130001,53.599998,2263300,49.862514
"849",56.959999,60.049999,56.73,59.369999,2117500,55.230179
"850",59.139999,59.610001,57.73,58.07,1882900,54.020828
"851",59.470001,60.740002,59.299999,60.389999,1618400,56.179062
"852",60.25,61.310001,59.509998,60.259998,1698100,56.058121
"853",59.889999,60.599998,59.119999,60.419998,1245300,56.206963
"854",65,67.870003,64.75,67.720001,3274400,62.997948
"855",69.480003,70.849998,67.300003,67.309998,3373000,62.616524
"856",67.959999,67.980003,64.360001,64.400002,4464000,59.909443
"857",63.869999,64.25,62.41,63.759998,3110600,59.314072
"858",63.84,65.879997,63.34,65.339996,2061100,60.78389
"859",66.199997,69.099998,66.199997,68.389999,2676500,63.62122
"860",69.760002,71.830002,69.25,70.5,1715900,65.584099
"861",70.32,74.169998,69.18,73.949997,2856000,68.793526
"862",76.169998,79.970001,74.169998,74.870003,3319100,70.652565
"863",75.629997,77.18,74.779999,76.389999,3447100,72.086937
"864",73.830002,76.360001,73.059998,76,3505500,71.71891
"865",75.599998,75.870003,73.559998,73.57,3501200,69.425789
"866",68.269997,69.389999,63.52,63.900002,3352800,60.300499
"867",68.720001,69.169998,65.510002,66.610001,2750200,62.857849
"868",63.419998,68.510002,63.299999,67.279999,2144800,63.490101
"869",70.779999,71.709999,67.480003,69.059998,1653400,65.169838
"870",69.900002,70.029999,66.790001,66.830002,1805300,63.065456
"871",66.150002,67.779999,65.910004,66.940002,1229900,63.169258
"872",68.5,69.019997,65.93,66.540001,3684300,62.79179
"873",66.019997,67.400002,65.110001,66.709999,1182200,62.952213
"874",67.389999,67.650002,65.959999,65.989998,1996200,62.272766
"875",65.050003,65.050003,60.110001,60.639999,3821900,57.22414
"876",60.32,64.080002,60.040001,64,2442300,60.394871
"877",63.25,63.799999,61.939999,63.369999,4788100,59.800354
"878",63.400002,65.690002,63.119999,64.949997,2938900,61.291351
"879",64.379997,66.029999,63.400002,65.720001,1739400,62.017982
"880",66.169998,66.519997,64.610001,65.610001,1998400,61.914177
"881",67.120003,68.769997,66.110001,66.959999,2279000,63.188129
"882",68.959999,69.489998,67,68.25,1944400,64.405457
"883",67.099998,68.059998,66.949997,67.489998,1732000,63.688271
"884",67.580002,67.580002,64.709999,65.849998,1870000,62.140659
"885",66.110001,66.419998,62.950001,63.110001,1991800,59.555
"886",63.380001,65.599998,63.240002,65.040001,1715300,61.376286
"887",65.769997,66.449997,64.75,65.339996,2546500,61.659382
"888",65.339996,67.019997,65,66.959999,1563800,63.188129
"889",69.050003,69.379997,67.139999,68.879997,1546200,64.999969
"890",68.559998,69.93,67.720001,68.860001,1032400,64.981102
"891",69.059998,69.699997,68.080002,68.5,1172800,64.64138
"892",68.07,68.940002,66.629997,66.800003,1176800,63.037148
"893",67.510002,69.279999,67.510002,68.07,1380200,64.235611
"894",67.959999,69,67.339996,68.370003,2830300,64.518715
"895",68.18,69.309998,66.93,68.889999,1660100,65.009407
"896",69.050003,69.529999,67.940002,68.5,1328900,64.64138
"897",68.75,69.989998,67.839996,69.769997,1008900,65.839844
"898",69.18,69.839996,67.470001,67.580002,1749600,63.773205
"899",67.860001,68.349998,67.349998,67.980003,1743400,64.150681
"900",66.510002,66.720001,64.809998,65.290001,2384500,61.612202
"901",64.169998,64.669998,61.52,62.52,2947500,58.998238
"902",63.049999,63.810001,62.110001,62.130001,2406100,58.630203
"903",62.52,65.150002,61.610001,64.809998,2478800,61.159237
"904",65.910004,67.309998,65.480003,65.830002,1981300,62.121788
"905",65.540001,66.059998,64.610001,65.440002,1843100,61.75375
"906",64.68,66.720001,64.639999,66.690002,1337700,62.933346
"907",67.050003,70.349998,67.010002,70.190002,2283800,66.236191
"908",71.769997,73.5,70.769997,71.050003,2610100,67.047745
"909",72.029999,72.309998,69.300003,69.889999,1344800,65.953087
"910",69.199997,69.970001,68.889999,68.989998,1044900,65.10379
"911",68.389999,69.68,68.169998,69.010002,864900,65.122665
"912",69.690002,70.480003,67.790001,68.529999,1733900,64.669693
"913",68.330002,69.379997,68.260002,68.440002,1126200,64.58477
"914",68.07,68.860001,67.260002,67.629997,1569700,63.820393
"915",66.660004,67.040001,65.860001,65.949997,1133700,62.23502
"916",65.610001,66.349998,65.220001,65.669998,1111700,61.970798
"917",66.730003,69.629997,66.25,69.589996,1650800,65.669975
"918",70.169998,70.959999,68.209999,68.75,1507300,64.877304
"919",68.709999,69.690002,68.010002,69.309998,1363100,65.405762
"920",69.339996,69.720001,67.110001,68.919998,1814500,65.037727
"921",67.980003,68.410004,66.709999,68.150002,1790900,65.306038
"922",68.239998,68.330002,65.440002,65.480003,1914800,62.747467
"923",64.580002,68.639999,64.209999,68.459999,3468200,65.603104
"924",69.470001,71.589996,68.309998,71.489998,2887600,68.50666
"925",71.330002,72.559998,69,70.440002,3169600,67.500481
"926",71.410004,72.790001,70.550003,72.059998,2089900,69.052872
"927",70.919998,71.949997,69.480003,70.080002,3380700,67.155502
"928",70.660004,73.040001,70.660004,72.690002,2221600,69.656586
"929",72.800003,72.989998,70.889999,70.940002,1940400,67.979614
"930",73.300003,74.980003,71.989998,74.309998,1754900,71.208977
"931",74.650002,76.980003,74.290001,76.489998,1883600,73.297997
"932",76.849998,77.389999,75.43,76.550003,1773700,73.355499
"933",75.040001,78.339996,74.18,76.940002,2807200,73.729225
"934",76.110001,80.769997,75.629997,79.900002,3887900,76.565704
"935",79.610001,80.050003,78.540001,79,3830800,75.703255
"936",76.349998,76.870003,72.029999,73.5,3710700,70.432785
"937",74.089996,74.599998,72.970001,73.510002,2481500,70.442368
"938",73,73.599998,69.949997,69.989998,2667400,67.069252
"939",70.139999,70.709999,68.18,70.220001,3088900,67.289658
"940",69.260002,70.589996,68.669998,69.620003,2099500,66.714691
"941",71.190002,72.760002,70.970001,71.209999,2032400,68.238342
"942",71.010002,71.550003,70.029999,70.279999,1247600,67.347153
"943",71.029999,72.339996,70.32,70.489998,2488700,67.548386
"944",70.339996,71.150002,67.82,68.139999,2164700,65.296463
"945",67.019997,73.040001,66.75,72.239998,2973500,69.225357
"946",73.25,76.129997,72.769997,75.400002,2775700,72.253502
"947",76.550003,77.980003,75.169998,75.989998,2888800,72.818871
"948",77.199997,79.589996,77.199997,79.410004,2761600,76.096161
"949",79.900002,80.339996,77.730003,79.260002,1827000,75.9524
"950",80.290001,81.209999,79.019997,79.839996,1719600,76.508209
"951",79.650002,79.68,76.839996,77.449997,1852000,74.217941
"952",77.150002,77.470001,75.43,76.690002,2238600,73.48967
"953",76.480003,78.949997,76.480003,78,1793400,74.744995
"954",76.419998,77.790001,75.519997,76.989998,2032600,73.777138
"955",77.660004,78.389999,76.339996,77.010002,1693100,73.79631
"956",77.360001,79.480003,76.779999,77.050003,1256000,73.834641
"957",77.82,78.889999,77.580002,77.830002,902500,74.582092
"958",77.169998,77.989998,76.199997,76.589996,1285600,73.393829
"959",76.959999,77.419998,74.790001,77.080002,1412600,73.863388
"960",77.910004,78.57,76.760002,76.900002,993800,73.690895
"961",75.699997,76.019997,74.550003,75.43,1751800,72.282242
"962",74.720001,75.080002,73.25,73.370003,1768300,70.308205
"963",71.139999,72.339996,69.230003,69.330002,2630000,66.436806
"964",69.059998,72.529999,68.739998,72.209999,2290200,69.196609
"965",70.440002,71.290001,66.720001,68.449997,3708200,65.593521
"966",69.330002,72.410004,68.110001,71.910004,2989700,68.909134
"967",73.029999,73.370003,71.400002,72.860001,1617100,69.819489
"968",72.809998,72.809998,69.470001,69.559998,1523700,66.657196
"969",70.720001,75.160004,70.599998,74.209999,1730700,71.113159
"970",74.669998,75.57,72.040001,72.669998,2074100,69.637421
"971",79.830002,84.230003,77.089996,79.389999,3437400,76.076988
"972",80.379997,82.529999,79.510002,81.370003,3638400,77.974358
"973",82.349998,82.349998,77.110001,77.160004,3071400,73.940056
"974",76.440002,76.980003,73.510002,74.339996,2697900,71.237717
"975",73.339996,77.029999,72.949997,76.639999,2499200,73.44175
"976",78.849998,79.900002,77.139999,79.669998,1729400,76.345299
"977",78.720001,81.050003,77.650002,81.029999,2151200,77.648552
"978",81.330002,83.650002,81.040001,82.199997,3018200,78.769714
"979",81.360001,82.260002,80.120003,82.230003,2243000,78.79847
"980",81.589996,82,80.82,81.650002,2575000,78.242676
"981",82.879997,85.660004,82.269997,85.169998,1896300,81.615768
"982",87.349998,91.199997,87.059998,90.849998,3862400,87.058746
"983",90.059998,90.059998,87.809998,89.330002,1921000,85.60218
"984",87.900002,89.059998,86.919998,87.860001,884400,85.194916
"985",86.910004,87.449997,84.760002,85.099998,3827000,82.518639
"986",87,87,84.949997,85.760002,2237400,83.15863
"987",84.949997,86.169998,84.639999,85.919998,1563500,83.313766
"988",85.739998,86.440002,85.300003,85.629997,2622700,83.032555
"989",86.5,89.580002,86.239998,89.260002,1903400,86.55246
"990",89,89,86.940002,87.110001,1640900,84.467674
"991",86.699997,88.82,86.25,87.889999,1101800,85.224007
"992",88.470001,89.940002,87.470001,88.540001,1177000,85.854294
"993",88.279999,88.940002,87.620003,88.209999,2561100,85.534302
"994",87.309998,88.849998,86.82,88.5,1786300,85.815506
"995",89.949997,89.949997,87.07,87.099998,1327400,84.45797
"996",88.43,89.18,87.050003,89.010002,970800,86.310043
"997",88.839996,89.510002,87.75,89.080002,1133900,86.377914
"998",90,90.470001,89.370003,90.099998,1140800,87.366974
"999",90.419998,91.550003,89.949997,90.93,3099900,88.171799
"1000",88.519997,90.57,87.910004,90.389999,1448100,87.648178
"1001",90.169998,90.620003,89.290001,89.809998,1161300,87.085762
"1002",90.620003,92.260002,90.169998,90.629997,902700,87.88089
"1003",90.720001,90.760002,89.459999,90.610001,255700,87.861504
"1004",92.239998,92.589996,90.379997,90.599998,794600,87.851814
"1005",90.720001,91.349998,88.870003,89.489998,734100,86.775475
"1006",89.440002,91.550003,89.389999,91.07,712300,88.307549
"1007",91.029999,92.410004,90.459999,91.660004,731500,88.879662
