"","WDC.Open","WDC.High","WDC.Low","WDC.Close","WDC.Volume","WDC.Adjusted"
"448",54.560001,55.91,53.75,54.130001,4538300,50.679077
"449",55.169998,55.66,53.889999,54.41,4419600,50.941231
"450",54.02,55.470001,53.810001,54.5,2931000,51.025494
"451",55.299999,56.240002,54.779999,56.060001,3230700,52.486038
"452",56.209999,56.860001,55.360001,55.759998,3008000,52.205162
"453",55.419998,56.869999,55.389999,55.830002,4901600,52.270706
"454",56.110001,57.779999,56.07,56.540001,6278700,52.93544
"455",56.73,57.119999,55.259998,55.360001,4459000,51.830666
"456",53.799999,56.049999,53.599998,55.66,3903100,52.111542
"457",55.48,55.720001,52.25,52.34,5815500,49.003201
"458",52.889999,54.84,52.630001,54.009998,7265400,50.566727
"459",47.400002,47.57,42,44.189999,29766800,41.37278
"460",44.650002,44.93,41.110001,41.549999,13721500,38.901085
"461",41.560001,42.599998,40.580002,41.369999,10247400,38.732559
"462",42.349998,44.189999,42.130001,43.07,7697900,40.324184
"463",43.290001,47.400002,43.25,47.080002,9682100,44.078533
"464",45.82,47.990002,45.580002,47.740002,7753100,44.696461
"465",47.759998,49.220001,46.970001,48.360001,5951300,45.276932
"466",48.07,49.189999,47.869999,48.900002,3667700,45.782505
"467",49.400002,49.580002,47.5,48.529999,3976000,45.436096
"468",48.529999,48.919998,47.32,47.560001,3999000,44.527935
"469",46.990002,47.259998,44.860001,45.73,5726300,42.814602
"470",45.290001,45.32,43.189999,43.459999,5063300,40.68932
"471",43.68,44.84,43.459999,44.689999,6311400,41.840904
"472",45.68,46.450001,44.630001,45.049999,4376800,42.177956
"473",44.880001,47.119999,44.369999,46.73,5128900,43.750843
"474",46.040001,47.060001,45.59,46.599998,3888000,43.629139
"475",46.130001,46.779999,45.029999,45.110001,4444400,42.234131
"476",43.139999,46.580002,42.599998,45.68,8473700,42.767792
"477",46.549999,47.700001,46.169998,46.900002,6193300,43.910015
"478",46.84,48.09,46.509998,47.34,3259000,44.32196
"479",48.470001,48.5,47.150002,47.919998,4196400,44.864986
"480",47.5,48.939999,47.299999,48.68,3488400,45.57653
"481",49.119999,49.380001,44.549999,48.150002,10518400,45.080322
"482",47.669998,48,45.23,45.52,7446900,42.617992
"483",45.419998,45.709999,43.41,45.389999,9420500,42.496273
"484",46.259998,46.540001,44.91,46.369999,7540900,43.413803
"485",45.959999,46.369999,42.52,43.040001,10118300,40.296097
"486",43.040001,43.66,42.130001,43.599998,6753800,40.820393
"487",43.400002,43.77,41.77,42.029999,4731900,39.350487
"488",41.5,42.040001,40.740002,41.66,4941800,39.00407
"489",42.200001,42.66,41.040001,41.599998,4300000,38.947895
"490",42.240002,42.279999,40.900002,40.970001,6097300,38.358063
"491",41.209999,41.220001,39.740002,39.959999,4924300,37.412453
"492",39.27,39.990002,38.759998,38.779999,5714800,36.307678
"493",38.73,40.119999,37.950001,38.25,6326500,35.81147
"494",38.25,39.810001,38.200001,38.720001,5221400,36.251507
"495",38.419998,39.169998,36.130001,36.580002,7948100,34.24794
"496",36.52,38.360001,36.150002,36.689999,9218300,34.350922
"497",36.919998,37.610001,35.860001,35.900002,10851200,33.611286
"498",35.68,36.349998,34.75,35.060001,3735900,32.824844
"499",35.73,37,33.830002,36.93,7459600,34.575623
"500",35.919998,36.91,35.389999,36.889999,4413700,35.012211
"501",37.279999,37.57,36.200001,36.740002,5289800,34.869839
"502",38.040001,38.09,35.82,36.970001,6960500,35.088135
"503",36.150002,38.869999,36.02,38.259998,6385200,36.312469
"504",37,37.16,35.529999,35.650002,7735400,33.835327
"505",36.599998,37.419998,36.27,37.16,6332900,35.268463
"506",37.32,38.720001,37.16,38.48,5967600,36.521267
"507",39.259998,39.43,37.150002,38.110001,7701100,36.170105
"508",38.360001,41.59,38.349998,39.790001,9461700,37.764591
"509",39.52,40.25,38.880001,39.810001,4843900,37.783577
"510",39.560001,40.529999,38.830002,40.029999,5036400,37.992374
"511",37.889999,38.169998,36.16,38.060001,13446600,36.122658
"512",38.060001,38.240002,36.959999,37.68,6287600,35.761993
"513",37.82,38.740002,37.66,37.830002,4907800,35.904358
"514",37.25,37.389999,35.02,36.470001,9881600,34.613586
"515",36.549999,39.220001,36.259998,39.200001,9352000,37.204624
"516",38.970001,38.970001,37.43,37.560001,6548800,35.648102
"517",37.93,38.349998,37.189999,37.619999,4706600,35.705044
"518",38.669998,41.34,38.549999,40.139999,15720900,38.096771
"519",45.5,47.950001,41.529999,43.16,37681200,40.963051
"520",42.029999,44.150002,41.599998,44,11885400,41.760292
"521",44,44.529999,42.459999,42.549999,6621600,40.384098
"522",43.169998,43.990002,42.48,43.830002,6729300,41.598949
"523",43.810001,45.07,43.5,44.990002,7428500,42.699898
"524",44.73,47.279999,44.73,47,9180100,44.607582
"525",47.060001,47.889999,46.099998,47.849998,6075300,45.414314
"526",47.439999,48.25,47.139999,47.41,5950100,44.996716
"527",47.419998,48.68,47.41,48,5251600,45.556683
"528",47.290001,47.5,45.450001,45.860001,7045600,43.525616
"529",44.450001,46.73,44.049999,46.709999,7119700,44.33234
"530",46.779999,46.880001,45.610001,45.93,4173700,43.592049
"531",46.459999,47.830002,46.349998,47.259998,4634000,44.854351
"532",48.68,48.75,47.540001,47.689999,6110200,45.262463
"533",47.560001,48.41,47.470001,47.98,5293600,45.537701
"534",48.459999,48.459999,47.380001,47.650002,4439300,45.224495
"535",48.419998,48.990002,47.66,48,4801200,45.556683
"536",47.950001,49.189999,47.91,48.459999,4728200,45.993267
"537",48.380001,48.5,47.049999,47.189999,3785100,44.78791
"538",48.060001,49.549999,47.439999,49.490002,4822700,46.97084
"539",50.900002,52.240002,50.759998,51.360001,7755200,48.745651
"540",51.189999,51.599998,50.5,50.970001,4017500,48.375504
"541",50.830002,51.369999,48.5,48.540001,6893900,46.069199
"542",48.150002,50.52,46.66,50.299999,11059300,47.739605
"543",51.02,51.950001,50.59,51.66,7738100,49.030376
"544",52.27,53.400002,51.580002,52.610001,8319100,49.932022
"545",52,52.240002,50.48,50.740002,6344600,48.157215
"546",50.360001,50.360001,48.099998,48.119999,7915800,45.670578
"547",47.860001,47.860001,45.41,46.990002,8877700,44.598095
"548",46.040001,47.560001,45.73,47.48,5320900,45.063152
"549",47.75,50,47.66,49.66,6309900,47.132179
"550",49.689999,50.560001,48.75,49.150002,4828400,46.648144
"551",49.139999,49.470001,48.07,48.990002,6010200,46.496288
"552",48.599998,48.720001,47.150002,47.580002,7826200,45.158066
"553",47.650002,49.130001,47.639999,48.099998,12027800,45.651588
"554",48.189999,48.669998,47.830002,48.290001,4903100,45.831921
"555",48.720001,48.84,47.720001,47.880001,4750100,45.442791
"556",47.84,48.169998,46.560001,47.169998,5415500,44.768932
"557",47.869999,52.27,47.869999,51.779999,14606200,49.144268
"558",51.25,51.450001,48.369999,48.389999,8670800,45.926826
"559",48.25,48.849998,47.09,47.889999,4426500,45.452282
"560",48.189999,48.93,46.869999,47.080002,6381900,44.683514
"561",47.23,47.450001,44.939999,45.380001,8924400,43.070049
"562",44.919998,46.279999,44.759998,45.75,5710600,43.904964
"563",46.279999,48.599998,46.279999,48.060001,8326300,46.121803
"564",48.93,49.580002,48.349998,49.310001,6579500,47.321392
"565",49.23,50.84,48.84,50.380001,6509000,48.34824
"566",51.5,53.43,51.400002,52.009998,8240200,49.912498
"567",51.41,51.869999,50.75,51.400002,4269200,49.327106
"568",51.77,52.349998,51.290001,52.040001,4217400,49.941296
"569",51.419998,51.759998,50.360001,51.59,4377900,49.509445
"570",51.880001,51.880001,50,50.110001,4733300,48.08913
"571",50.080002,50.91,49.599998,50.689999,4376900,48.645733
"572",50.889999,51.599998,50.43,50.830002,3372200,48.78009
"573",51.630001,52.279999,51.27,51.830002,4117400,49.739765
"574",52.5,52.740002,51.48,51.860001,4652900,49.768555
"575",53.16,54.669998,52.869999,54.290001,8407100,52.100555
"576",55,55.540001,53.34,54.450001,6656400,52.254105
"577",54.470001,55.439999,53.900002,55.389999,5652100,53.156189
"578",54.959999,55.220001,53.52,54.209999,4569000,52.023781
"579",54.369999,54.75,53.419998,54.450001,3807100,52.254105
"580",54.509998,54.509998,52.799999,53.939999,3804600,51.764668
"581",54.5,54.650002,52.529999,52.950001,3923600,50.814594
"582",49.950001,50.98,48.799999,50.919998,10236700,48.866459
"583",50.610001,51.540001,50.310001,50.470001,9484700,48.434612
"584",49.299999,51.540001,47.810001,51.119999,19007500,49.058392
"585",51.59,53.040001,50.630001,50.799999,7451100,48.751301
"586",50.939999,51.27,49.57,49.759998,5745700,47.753242
"587",50.110001,50.939999,49.68,50.799999,3813300,48.751301
"588",48.84,49.869999,48.279999,49.560001,4566000,47.56131
"589",48.709999,49.48,46.650002,47.209999,6742700,45.30608
"590",46.939999,47.950001,46.619999,46.700001,4911700,44.81665
"591",45.970001,46.580002,44.57,46.419998,6147700,44.547939
"592",46.02,46.130001,44.220001,45.860001,4650700,44.010529
"593",44.029999,44.18,42.84,42.990002,7293500,41.256275
"594",43.34,45.110001,43.34,44.630001,5283100,42.830135
"595",44.099998,45.950001,43.990002,45.490002,4359400,43.655453
"596",44.82,45.400002,44.349998,45.09,3355900,43.27158
"597",44.349998,45.810001,43.43,44.630001,4467100,42.830135
"598",43.580002,44.16,41.66,41.950001,9147700,40.258209
"599",42.549999,43.720001,42.549999,43.450001,4348500,41.69772
"600",42.970001,43.110001,41.869999,42.189999,3175400,40.488533
"601",41.290001,41.599998,40.23,41.490002,4314200,39.816765
"602",41.73,42.110001,40.77,40.98,3785500,39.327332
"603",41.240002,41.57,39.560001,39.580002,4919900,37.983791
"604",39.07,39.950001,38.75,39.66,5249700,38.060562
"605",39.919998,40.91,39.080002,39.459999,3905500,37.868629
"606",38.689999,39.669998,37.169998,37.220001,7121300,35.718967
"607",37.34,37.970001,36.830002,37.080002,5685000,35.584614
"608",37.52,39.18,37.419998,39.139999,5408000,37.561531
"609",39.450001,39.990002,37.799999,37.900002,5056600,36.371548
"610",38.18,38.470001,37.380001,37.990002,4938200,36.457912
"611",37.77,38.18,36.810001,36.939999,5821700,35.450253
"612",37.470001,38.73,37.470001,37.98,4755500,36.448318
"613",39.009998,39.09,38.080002,38.41,4372400,36.860977
"614",37.709999,37.860001,35.970001,36.240002,7956300,34.778492
"615",36.43,37.360001,36.060001,37.34,7371600,35.834126
"616",36.5,36.77,35.900002,36.330002,5510700,34.864861
"617",36.209999,36.66,35.610001,36.27,4109500,34.807278
"618",36.889999,38.880001,36.75,38.110001,7059900,36.573071
"619",38.490002,39.389999,38.32,38.84,5343400,37.273636
"620",39.91,40.82,39.27,39.639999,5442500,38.041374
"621",39.299999,40.299999,38.799999,40.040001,9206700,38.42524
"622",40.299999,41.73,40.25,41.029999,7002900,39.375309
"623",41.32,41.939999,40.889999,41.099998,5740500,39.44249
"624",43.810001,45.360001,43.400002,44.099998,13574000,42.321499
"625",43.810001,45.099998,43.419998,44.549999,7929000,43.243649
"626",45.380001,47.599998,45.310001,47.549999,14808000,46.155678
"627",50.400002,51.060001,48.540001,49.650002,10863200,48.194099
"628",48.32,49.150002,47.400002,48.330002,7743500,46.912807
"629",48.599998,48.689999,47.689999,47.939999,4005200,46.534237
"630",47.509998,48.599998,47.279999,48.52,4683700,47.097237
"631",47.799999,49.91,47.790001,49.869999,6776500,48.407646
"632",49.52,51.540001,49.470001,51.48,10083100,49.97044
"633",52.349998,54.18,52.310001,54.040001,9414200,52.455372
"634",54.200001,54.470001,52.77,54.259998,7061300,52.668915
"635",54.459999,55.68,53.779999,55.299999,6577700,53.678421
"636",55.34,55.580002,54.060001,54.639999,5419700,53.037777
"637",54.610001,54.610001,50.509998,51.490002,11346500,49.980145
"638",51.709999,52.48,51,51.490002,6292800,49.980145
"639",51.360001,52.919998,51.299999,52.880001,5033300,51.329388
"640",53.279999,53.279999,51.880001,52.459999,4317300,50.9217
"641",52.950001,55.41,52.82,55.310001,7501400,53.688129
"642",55.470001,56.040001,54.68,55.98,4370800,54.338482
"643",55.630001,57.619999,55.630001,57.360001,5347200,55.678013
"644",57.279999,57.860001,56.389999,56.970001,3870700,55.299454
"645",56.860001,57.380001,56.189999,56.5,2870900,54.843235
"646",55.779999,56.009998,54.709999,55.790001,4330400,54.154053
"647",55.200001,56.82,54.91,56.59,3779100,54.930595
"648",55.860001,56.07,53.330002,53.889999,8560900,52.309765
"649",56.610001,58.5,53.630001,55.509998,13373600,53.882263
"650",54.139999,55.34,52.740002,54.389999,6124100,52.795109
"651",52.549999,53.080002,51.75,52.75,5852700,51.203194
"652",53.619999,54.5,52.509998,53.580002,6116500,52.008858
"653",52.599998,54.5,51.43,52.830002,8197700,51.280853
"654",53.419998,55.27,52.959999,55.200001,4793400,53.581356
"655",54.82,54.939999,53.529999,54.259998,3691300,52.668915
"656",53.810001,54.32,52.790001,54.169998,4145200,52.581554
"657",54.27,56.720001,53.82,55.599998,4585500,53.969624
"658",54.220001,54.790001,53.27,54.43,4261700,52.833935
"659",54.549999,54.700001,53.450001,54.060001,2845100,52.474785
"660",54.68,55.830002,54.68,55.189999,3561300,53.571644
"661",56.639999,57.669998,56.220001,57.25,5095800,55.571239
"662",57.119999,57.279999,55.66,56.189999,3561700,54.54232
"663",56.91,57.529999,56.200001,56.349998,2355600,54.697632
"664",56.619999,57.290001,56.119999,56.919998,2454000,55.250916
"665",56.119999,56.939999,54.470001,54.630001,3709700,53.028069
"666",55.490002,55.759998,54.34,54.639999,2164300,53.037777
"667",55.139999,55.299999,52.599998,52.66,3497900,51.115833
"668",52.650002,53.630001,51.84,53.439999,3316100,51.872959
"669",54.400002,55.740002,54.34,55.080002,3203000,53.464878
"670",55.59,57.41,55.59,57.27,4789900,55.590652
"671",56.630001,57.84,56.110001,57.470001,4518400,55.784794
"672",58.860001,61.330002,58.860001,59.330002,6299200,57.590252
"673",60.509998,62.209999,60.240002,61.950001,5840000,60.133423
"674",62.099998,62.84,61.68,62.240002,4453400,60.414921
"675",62.119999,63.169998,62.009998,62.75,3571300,60.909962
"676",62.369999,62.869999,61.720001,62.27,3664100,60.444038
"677",62.91,64.879997,62.700001,64.300003,5005800,62.414513
"678",64.519997,65.160004,64.040001,64.699997,3443100,62.80278
"679",64.32,65.309998,64.309998,64.599998,2937100,62.705711
"680",63.709999,63.720001,62.560001,62.990002,4591800,61.142929
"681",62.939999,64.019997,62.650002,63.91,2815800,62.03595
"682",63.939999,63.990002,62.110001,63.560001,3223400,61.696213
"683",63.689999,63.880001,62.07,62.650002,4108100,60.812901
"684",63.389999,63.389999,60.59,60.68,8623700,58.900661
"685",61.080002,61.73,60.639999,60.990002,3123200,59.201576
"686",61.200001,61.419998,59.369999,59.580002,3930200,57.832924
"687",59.689999,62.049999,59.459999,61.049999,6285500,59.259811
"688",61.369999,62.5,60.880001,61.799999,4439600,59.98782
"689",61.439999,62.5,60.18,60.490002,5759500,58.716232
"690",60.34,60.439999,58.830002,59.639999,3799400,57.891159
"691",60.060001,61.110001,58.369999,58.59,3177100,56.871944
"692",57.810001,57.939999,56.150002,56.82,5590700,55.153847
"693",56.57,57.82,55.48,57.779999,4083100,56.583622
"694",58.150002,58.740002,57.970001,58.57,2415300,57.357262
"695",58.290001,58.75,57.93,57.990002,2457300,56.789272
"696",57.099998,57.299999,55.400002,55.52,4404300,54.370415
"697",56.27,56.970001,55.93,56.529999,2242800,55.359501
"698",56.400002,57.82,56.130001,57.34,2361600,56.152733
"699",58.540001,59.279999,58.009998,58.349998,2617800,57.141819
"700",59.610001,60.23,58.799999,59.279999,3745100,58.052559
"701",59.310001,60.939999,59.259998,60.82,3573700,59.560677
"702",60.939999,61.09,59.34,59.459999,2716600,58.228836
"703",60.09,60.09,58.709999,59.619999,3086700,58.385521
"704",59.080002,59.209999,57.259998,58.130001,3324400,56.926376
"705",58.59,59.060001,58.279999,58.599998,2187600,57.386642
"706",58.709999,59.900002,58.709999,58.860001,3092100,57.641262
"707",58.130001,58.130001,56.880001,57.650002,3332900,56.456314
"708",58.830002,60.23,58.240002,59.52,3744600,58.287594
"709",59.529999,61.32,59.279999,61.23,3394600,59.962185
"710",62.150002,62.860001,61.560001,62.73,3102000,61.431129
"711",62.849998,63.130001,62.23,62.790001,2826500,61.489887
"712",62.93,63.09,61.330002,62.16,4748200,60.872929
"713",57.310001,58,51.549999,51.650002,22281500,50.580547
"714",51.810001,54.380001,51.509998,53.830002,9613100,52.715412
"715",54.59,55.07,53.830002,54.959999,5232700,53.82201
"716",55.02,55.18,53.880001,54.139999,4537000,53.01899
"717",53.939999,53.959999,52.77,53.720001,5817800,52.607685
"718",54.560001,54.669998,53.080002,53.240002,3866800,52.137627
"719",53.009998,53.099998,51.580002,52.02,5762100,50.942886
"720",51.290001,52.209999,50.970001,51.990002,4376900,50.913509
"721",52.139999,52.830002,51.759998,52.540001,4203500,51.452122
"722",51.91,51.970001,50.610001,51.02,5217500,49.963593
"723",50.82,50.880001,49.450001,50.380001,4626400,49.336845
"724",50.990002,51.43,50.150002,50.34,5377100,49.297672
"725",50.25,50.400002,48.93,49.509998,5729100,48.484856
"726",49.700001,49.700001,47.259998,47.52,8323200,46.536064
"727",47.5,48.919998,47.48,48.5,11083000,47.49577
"728",48.380001,48.990002,47.619999,47.84,4259500,46.849438
"729",48.220001,48.869999,47.959999,48.459999,2941200,47.4566
"730",48.68,49.93,48.59,49.759998,3829100,48.729679
"731",49.73,49.810001,48.470001,48.709999,3847000,47.70142
"732",49.169998,50.490002,49.080002,50.41,3829100,49.366222
"733",50.389999,50.720001,49.990002,50.330002,1867300,49.28788
"734",50.34,50.740002,48.450001,48.5,5157700,47.49577
"735",47.5,47.779999,46.650002,47.709999,4254000,46.722126
"736",48.189999,48.68,47.369999,47.439999,4780000,46.457718
"737",47.799999,48.18,47.240002,47.389999,3780200,46.408752
"738",48.18,49.66,48.009998,49.080002,4025700,48.063763
"739",48.720001,49.080002,47.599998,48.060001,4332300,47.064884
"740",48.509998,49.98,48.189999,49.240002,5188500,48.220451
"741",49.700001,51.490002,49.5,51.07,4645900,50.012558
"742",51.240002,53.93,51.220001,53.73,7302300,52.617481
"743",54.060001,55.400002,53.75,54.299999,6783200,53.175674
"744",56.32,58.34,56.049999,56.5,9249100,55.330124
"745",56.790001,57.59,56.330002,57.240002,4810800,56.054802
"746",57.169998,57.709999,56.810001,57.23,3849600,56.04501
"747",58.900002,59.400002,57.540001,58.77,5717700,57.55312
"748",59.619999,61.27,59.16,61.110001,9714100,59.844669
"749",61.029999,63.07,60.900002,62.700001,5355800,61.401752
"750",62.740002,62.779999,61.830002,62.23,1932900,60.941479
"751",62.119999,63.200001,62.02,62.799999,2323300,61.499676
"752",63.099998,63.599998,61.889999,62.130001,3178700,60.843552
"753",62,62.48,60.59,62.380001,3250100,61.088375
"754",61.91,63.509998,61.700001,63.470001,3850300,62.155804
"755",64.199997,65.980003,64.199997,65.620003,6669500,64.771545
"756",63.889999,65.309998,63.549999,64.610001,3958000,63.774597
"757",62.959999,64.550003,62.75,63.369999,4085900,62.550629
"758",65.209999,67.980003,64.529999,67.660004,11090300,66.785164
"759",67.209999,69,66.629997,68.639999,6600100,67.752487
"760",69.389999,69.669998,67.290001,68.620003,5190700,67.73275
"761",68.889999,69.029999,67.660004,67.940002,4484300,67.061546
"762",68.559998,69.68,68.230003,69.129997,4161000,68.236153
"763",69.199997,70.5,68.900002,69.209999,4479400,68.315117
"764",68.389999,68.580002,66.040001,66.669998,5841100,65.807961
"765",68.040001,68.900002,67.660004,68.669998,5229500,67.782104
"766",69.760002,69.800003,67.860001,68.260002,4217100,67.377403
"767",67.57,68.989998,67.470001,68.790001,5044200,67.900551
"768",69.040001,69.809998,68.279999,68.669998,3026400,67.782104
"769",70.360001,72,68.639999,70.93,6943500,70.012878
"770",71.709999,71.760002,68.889999,69.519997,4444600,68.621109
"771",66.269997,67.5,65.32,66.660004,4577900,65.798096
"772",67.480003,68.830002,66.419998,68.410004,3430900,67.525467
"773",68.18,68.620003,66.620003,66.760002,3118500,65.896797
"774",65.389999,66.970001,64.510002,66.959999,8747700,66.094215
"775",69.160004,69.5,65.169998,65.5,14053200,64.653091
"776",65.599998,69.050003,64.690002,67.239998,5778500,66.37059
"777",69,69.879997,68.349998,68.43,4745000,67.545204
"778",69.440002,70.480003,67.410004,68.110001,4870700,67.229347
"779",68.779999,69.129997,67.639999,68.699997,3730200,67.811714
"780",68.050003,68.239998,66.889999,67.029999,4041500,66.163307
"781",66.400002,68.019997,66.260002,68.019997,3084700,67.140503
"782",69.139999,69.800003,68.239998,68.919998,3871000,68.02887
"783",69.699997,71.300003,69.699997,70.349998,3981700,69.440376
"784",69.160004,71.089996,69.040001,69.580002,3670500,68.680336
"785",70.139999,70.269997,68.339996,69.25,3204400,68.354607
"786",67.720001,68.43,67.010002,68.309998,2651800,67.426758
"787",68.980003,70.279999,68.800003,69.559998,2669400,68.660591
"788",69.599998,69.699997,67.43,69.059998,2374000,68.167061
"789",68.480003,68.769997,66.150002,66.980003,4101400,66.11396
"790",63.599998,64.940002,63.139999,63.560001,5069400,62.738174
"791",63.630001,64.110001,59.099998,59.529999,5893900,58.760281
"792",59.869999,61.73,59.330002,59.619999,4825300,58.849117
"793",57.099998,58.389999,54.939999,55.169998,6394400,54.456654
"794",52.25,55.709999,51.779999,55.560001,7869500,54.841614
"795",57.349998,60.07,56.380001,60.040001,7553300,59.263687
"796",59.599998,60.959999,56.34,56.93,5420700,56.193901
"797",58.34,59.279999,56.75,59.139999,5143200,58.375324
"798",56.880001,59.560001,56.779999,57.709999,4487400,56.963814
"799",55.049999,57.080002,53.369999,54.73,6009200,54.022346
"800",49.560001,50.650002,47.32,47.400002,6745200,46.787125
"801",49.970001,50.5,46.43,49.950001,7447000,49.30415
"802",47.82,47.959999,44.189999,45.139999,7660600,44.556343
"803",40.639999,43.049999,36.810001,39.110001,9630500,38.604313
"804",42.810001,43.130001,38.380001,41.82,8375000,41.27927
"805",35.34,37.77,33.130001,33.27,8872800,32.839821
"806",34.23,37,31,34.049999,10273500,33.609737
"807",31.049999,32,27.940001,29.190001,8865200,28.812576
"808",29.200001,32.529999,27.4,31.34,6842400,30.934776
"809",32.349998,34.830002,31,31.049999,9269000,30.648525
"810",32.09,35,30.200001,34.369999,10503800,33.925598
"811",37.59,41.349998,36.610001,40.470001,10365300,39.946728
"812",40.799999,45.41,38.939999,41.630001,9430300,41.091728
"813",43.490002,46.189999,42.700001,44.290001,8747000,43.717335
"814",42.360001,43.68,40.57,42.25,6539200,41.703712
"815",42.75,44.580002,41.82,43.509998,5753100,42.947418
"816",43.099998,44.130001,41.07,41.619999,6797300,41.081856
"817",39.700001,41.279999,37.91,38.669998,6616600,38.169998
"818",38.560001,40.689999,37.43,38.400002,5425100,38.400002
"819",38.610001,39.380001,37.5,38.209999,3422900,38.209999
"820",40.639999,43.68,40.639999,43.310001,6465800,43.310001
"821",45.549999,47.18,42.66,42.860001,7256600,42.860001
"822",43.759998,45.919998,43.509998,45.34,4974300,45.34
"823",46.709999,48.16,43.580002,45.049999,6495800,45.049999
"824",44.27,44.810001,42.810001,43.759998,5688600,43.759998
"825",44.759998,45.900002,44.200001,44.77,5780500,44.77
"826",43.150002,43.59,41.799999,42.650002,5064100,42.650002
"827",42.790001,43,40.400002,41.080002,6075300,41.080002
"828",43.139999,43.16,41.66,42.32,5856700,42.32
"829",41.580002,41.580002,39.490002,39.549999,7781400,39.549999
"830",38.560001,38.990002,37.689999,37.830002,6168100,37.830002
"831",39.209999,40.349998,38.900002,39.93,4626100,39.93
"832",40.060001,40.630001,39.009998,39.389999,5167500,39.389999
"833",39.669998,40.91,39.040001,40.689999,4203300,40.689999
"834",41.290001,43.25,41.209999,43.09,4864800,43.09
"835",44.32,45.040001,43.310001,44.700001,6040300,44.700001
"836",46,48.830002,45.290001,47.73,8785600,47.73
"837",47.150002,47.220001,45.209999,46.080002,9258600,46.080002
"838",40.5,41.439999,38.419998,40.48,25139100,40.48
"839",39.950001,40.630001,38.849998,39.669998,8890800,39.669998
"840",40.52,41.950001,40.139999,40.34,6205900,40.34
"841",40.779999,41.740002,40.290001,40.630001,3930200,40.630001
"842",41.43,42.080002,41.060001,41.849998,4432500,41.849998
"843",42.650002,44.299999,42.619999,44.200001,4855400,44.200001
"844",43.330002,43.330002,41.849998,42.389999,5175000,42.389999
"845",42.939999,43.049999,40.970001,40.98,5158900,40.98
"846",40.799999,40.970001,38.84,39.25,6359100,39.25
"847",38.610001,40.400002,37.650002,40.34,5743900,40.34
"848",39.040001,39.810001,38.599998,39.209999,5521700,39.209999
"849",40.810001,42.52,40.700001,42.380001,6078800,42.380001
"850",42.299999,42.950001,41.509998,41.740002,4186700,41.740002
"851",43.099998,44.25,42.389999,42.98,5737900,42.98
"852",42.709999,43.349998,41.950001,42.689999,4296700,42.689999
"853",42.880001,42.889999,41.91,42.419998,3430300,42.419998
"854",44.360001,45.790001,43.869999,45.07,5612600,45.07
"855",45.5,46.310001,43.16,46.009998,8902100,46.009998
"856",45.459999,45.560001,43.48,43.619999,4314300,43.619999
"857",43.720001,44.540001,42.759998,44.369999,5363300,44.369999
"858",43.400002,43.779999,42.779999,43.080002,4657700,43.080002
"859",43.16,44.049999,42.880001,44,4428800,44
"860",45.049999,45.810001,44.689999,45.439999,4904000,45.439999
"861",45,46.68,44.470001,45.98,6973000,45.98
"862",48.189999,49.880001,47.41,48.459999,7708200,48.459999
"863",49.450001,49.52,47.560001,48.529999,5376700,48.529999
"864",47.389999,48.119999,46.880001,47.830002,4124000,47.830002
"865",47.880001,48,46.34,46.849998,4894500,46.849998
"866",44.619999,44.669998,42.330002,42.349998,8163900,42.349998
"867",43.939999,44.669998,41.77,42.950001,5663400,42.950001
"868",41.459999,43.18,40.77,42.93,5776800,42.93
"869",45.16,46.110001,43.630001,44.470001,5664900,44.470001
"870",44.869999,44.869999,43.509998,43.709999,3987600,43.709999
"871",43.279999,43.52,42.470001,42.82,3975900,42.82
"872",43.419998,45.02,43.200001,44.389999,14291200,44.389999
"873",45.509998,45.540001,43.75,45.110001,5926700,45.110001
"874",45.360001,45.490002,43.299999,43.509998,5662800,43.509998
"875",43.389999,43.419998,41.93,42.25,5723300,42.25
"876",41.889999,42.689999,41.369999,42.57,4205200,42.57
"877",42.369999,42.470001,40.709999,40.869999,5741300,40.869999
"878",41.09,42.220001,40.599998,41.990002,3729100,41.990002
"879",43.220001,44.310001,42.82,44.150002,6924800,44.150002
"880",44.009998,44.130001,42.049999,42.450001,6047600,42.450001
"881",43.02,43.389999,42.189999,42.439999,3900200,42.439999
"882",43.27,43.75,42.549999,42.950001,4343900,42.950001
"883",42.400002,42.84,41.5,41.720001,4684600,41.720001
"884",41.93,42.799999,41.59,42.799999,3724700,42.799999
"885",42.82,43,41.41,42.32,3716200,42.32
"886",42.119999,42.490002,41.459999,42.310001,3259800,42.310001
"887",42.700001,43.130001,41.830002,41.849998,4530300,41.849998
"888",41.380001,42.18,40.57,42.049999,3878500,42.049999
"889",42.990002,44.18,42.68,44.07,4840700,44.07
"890",43.5,44.259998,43.189999,43.799999,3271000,43.799999
"891",44.150002,44.150002,43.040001,43.41,2285100,43.41
"892",43.099998,43.869999,42.77,43.580002,3092700,43.580002
"893",43.959999,44.959999,43.810001,44.169998,4117600,44.169998
"894",44.099998,44.240002,43.48,43.959999,3254900,43.959999
"895",43.939999,47.389999,43.919998,46.16,11060800,46.16
"896",45.360001,45.450001,42.709999,42.849998,8032800,42.849998
"897",43.240002,43.759998,42.549999,43.73,3958200,43.73
"898",43.400002,43.830002,42.77,42.849998,3131000,42.849998
"899",42.09,42.950001,41.84,42.419998,5388700,42.419998
"900",41.889999,42.810001,41.389999,42.759998,3518300,42.759998
"901",42.91,43.139999,42.029999,43.099998,3884300,43.099998
