"","ROP.Open","ROP.High","ROP.Low","ROP.Close","ROP.Volume","ROP.Adjusted"
"125",230.610001,232.619995,230.399994,231.529999,315900,225.734879
"126",233.080002,233.809998,230.929993,232.339996,179900,226.524567
"127",232.649994,236.509995,231.669998,235.270004,395800,229.72731
"128",234.630005,235.699997,232.479996,233.149994,511200,227.657227
"129",233.449997,236.169998,233.449997,234.449997,312700,228.92659
"130",233.690002,237.190002,233.649994,234.740005,443600,229.209793
"131",234.710007,235.889999,233.300003,235.270004,358500,229.72731
"132",236.809998,238.490005,236.5,237.660004,394600,232.060989
"133",237.539993,237.539993,235.5,236.399994,402200,230.830658
"134",236.839996,238.169998,234.660004,235.809998,461400,230.254608
"135",235.619995,236.759995,234.830002,236.539993,218000,230.967377
"136",235.889999,236.149994,233.449997,233.949997,378100,228.438385
"137",234.199997,236.139999,232.789993,236.059998,402600,230.498672
"138",236.220001,236.470001,234.449997,234.850006,262900,229.317184
"139",233.279999,234.869995,231.550003,234.770004,285900,229.239059
"140",234.869995,236.070007,233.990005,235.020004,256700,229.483185
"141",235.889999,236.479996,232.929993,233.419998,288900,227.920853
"142",233.899994,234.830002,233.220001,233.759995,255700,228.252853
"143",234.330002,234.429993,230.759995,231.960007,305300,226.495285
"144",231.889999,232.619995,228.830002,232.339996,474000,226.866318
"145",226.809998,233.899994,226.809998,232.460007,732200,226.983505
"146",233.679993,236.910004,232.320007,236.470001,522700,230.899048
"147",236.25,237.119995,234.820007,235.759995,490700,230.205765
"148",235.899994,236.710007,233.600006,236.389999,311100,230.820908
"149",236.839996,237.830002,236.039993,236.660004,260800,231.084579
"150",236.360001,236.910004,234.729996,236.460007,226900,230.889282
"151",235.889999,237.199997,235.520004,235.979996,263000,230.420547
"152",236.029999,236.029999,234,234.509995,205400,228.985245
"153",233.679993,234.009995,229.119995,229.160004,602600,223.761246
"154",230.25,230.619995,228.75,229.539993,388200,224.132294
"155",231.190002,234.339996,229.690002,233.960007,449400,228.448135
"156",234.029999,235.399994,231.669998,233.330002,354800,227.833008
"157",233.589996,234.270004,232.399994,233.100006,376100,227.608429
"158",232.720001,232.779999,229.300003,229.300003,290000,223.897934
"159",228.850006,229.449997,227.509995,228.199997,404200,222.823868
"160",228.25,229.070007,227.309998,227.789993,323000,222.423523
"161",228.460007,232.960007,228.460007,232.5,325600,227.022568
"162",230.679993,231.720001,229.990005,231.039993,315900,225.596924
"163",231.559998,232.259995,228.660004,229.029999,282400,223.634308
"164",229.589996,231.289993,229.589996,230.759995,247200,225.323517
"165",231.410004,231.929993,229.820007,230,346200,224.581421
"166",229,229.770004,227.929993,229.470001,282500,224.06395
"167",229.619995,231.720001,229.210007,231.630005,349100,226.173065
"168",232.259995,232.369995,230.119995,230.660004,425900,225.225891
"169",231.199997,231.699997,229.429993,230.089996,293900,224.669312
"170",228.720001,229.910004,227.460007,229.009995,320500,223.614777
"171",229.990005,230.410004,228.679993,229.589996,298900,224.181107
"172",229.630005,230.740005,228.070007,229.960007,267300,224.542389
"173",229.580002,234.550003,229.139999,234.380005,348100,228.858276
"174",235.600006,237.240005,234.410004,236.820007,297700,231.240814
"175",237.229996,238.410004,236.380005,237.369995,152100,231.777802
"176",237.149994,237.240005,234.779999,235.580002,271400,230.030029
"177",235.070007,236.5,234.910004,236.410004,241400,230.840439
"178",235.789993,238.100006,235.279999,237.830002,409100,232.22699
"179",238.449997,239.339996,237.020004,237.809998,375800,232.207443
"180",237.850006,239.270004,236.990005,238.600006,241700,232.978851
"181",241.649994,247.300003,240.190002,246.220001,801700,240.419357
"182",246.149994,247.490005,244.220001,246.559998,398700,240.751297
"183",246.089996,247.539993,245.440002,246.160004,319200,240.360748
"184",246.210007,246.600006,242.860001,244.259995,310000,238.505493
"185",244.759995,245.679993,242.75,243.410004,263000,237.675507
"186",244.050003,244.919998,240.339996,241.029999,370400,235.351563
"187",240.419998,241.729996,240.039993,241.710007,391200,236.015564
"188",241.369995,243.830002,240.850006,243.399994,305800,237.665756
"189",243.449997,247.910004,243.449997,247.800003,343500,241.962082
"190",248.559998,249.940002,247.449997,249.860001,341700,243.973557
"191",249.860001,251.100006,249.160004,249.660004,255700,243.77829
"192",249.759995,251.529999,248.990005,251.020004,265700,245.450348
"193",251.100006,252.169998,250.160004,251.990005,206300,246.398819
"194",252.460007,252.559998,250.580002,251.259995,587200,245.684998
"195",251.699997,252.490005,250.759995,251.759995,493400,246.17392
"196",251.809998,251.929993,249.039993,249.910004,424000,244.36496
"197",249.169998,252.25,249.100006,252.050003,296000,246.457489
"198",252.199997,253.160004,249.490005,250.100006,368800,244.550766
"199",250.190002,251.869995,249.240005,251.770004,187800,246.183701
"200",251.399994,252.070007,250.369995,250.699997,511900,245.137436
"201",251.029999,251.389999,249.240005,250.229996,228800,244.677872
"202",249.720001,251.960007,248.929993,251.960007,299600,246.369476
"203",252.860001,254.820007,252.179993,254.820007,223900,249.166031
"204",255.910004,256.059998,253.470001,253.740005,240300,248.109985
"205",255,255.660004,253.600006,254.830002,253200,249.175797
"206",254.679993,256,253.699997,255.160004,295400,249.498474
"207",256.390015,257.76001,255.229996,257.519989,273200,251.806137
"208",257.130005,257.820007,254.419998,257.570007,396500,251.855011
"209",252.350006,258.809998,248.029999,257.049988,565000,251.346573
"210",257.709991,261.070007,256.600006,258.170013,453700,252.441681
"211",259.329987,260.220001,257.100006,258.209991,361700,252.480789
"212",258.059998,258.76001,255.850006,256.679993,335600,250.984787
"213",256.950012,259.25,256.119995,258.059998,363500,252.334152
"214",257.890015,259.649994,256.630005,258.200012,236700,252.471085
"215",258.790009,261.369995,257.730011,260.350006,357800,254.573334
"216",260.109985,260.369995,258.709991,259.26001,355500,253.507523
"217",257.970001,259.420013,255.789993,257.829987,597800,252.109238
"218",257.649994,259.630005,255.940002,258.200012,408900,252.471085
"219",257.299988,257.649994,254.949997,256.040009,443800,250.358978
"220",256.079987,257.980011,254.220001,256.600006,299000,250.906509
"221",255.789993,257.01001,253.850006,255.389999,336000,249.723373
"222",256.220001,257.549988,255.070007,256.5,320700,250.808807
"223",255.130005,257.579987,254.529999,256.339996,345300,250.652298
"224",256.309998,259.380005,256.269989,258.109985,207200,252.383041
"225",258.399994,261.579987,257.940002,260.480011,357300,254.700424
"226",260.600006,261.880005,259.799988,260.579987,251800,254.798187
"227",261.109985,261.829987,259.76001,260.359985,100700,254.583054
"228",261.059998,262.839996,259.959991,260.630005,331500,254.847122
"229",261.149994,265.329987,259.519989,265.040009,447500,259.159271
"230",265.359985,265.679993,261.959991,262.23999,398700,256.421387
"231",262.799988,267.829987,262.269989,267.209991,421000,261.281189
"232",265.679993,266.299988,257.320007,260.600006,496300,254.817764
"233",263.529999,264.630005,261.720001,261.869995,552900,256.05957
"234",262.459991,262.459991,257.869995,258.200012,348900,252.471085
"235",258.380005,260.279999,257.880005,258.910004,302900,253.165253
"236",259.160004,261.380005,258.709991,260.480011,432500,254.700424
"237",261.98999,261.98999,258.850006,260.579987,269900,254.798187
"238",261,261,255.669998,256.459991,649800,250.769638
"239",256.140015,257.470001,254.449997,255.419998,699900,249.752731
"240",255.139999,257.480011,253.5,255.899994,447400,250.222076
"241",255.889999,256.230011,252.229996,252.380005,359400,246.780197
"242",253.029999,254.559998,252.369995,252.619995,909600,247.014862
"243",254.080002,262.570007,253.050003,261.320007,997300,255.521835
"244",261.109985,261.600006,259.140015,259.140015,493000,253.390213
"245",259.410004,260.48999,258.5,258.980011,553400,253.233749
"246",259.070007,259.839996,256.23999,258.380005,210300,252.647034
"247",259.029999,259.839996,258.100006,259.529999,310700,253.771469
"248",260.01001,262,259.450012,260.720001,277900,254.935104
"249",260.730011,262.200012,259.940002,260.609985,282600,254.82756
"250",261.559998,261.559998,259.220001,260.600006,222100,254.817764
"251",261.850006,261.850006,259,259,283800,253.253281
"252",260.440002,260.630005,258.25,260.559998,360300,254.778656
"253",260.649994,262.26001,257.959991,262.079987,347800,256.264923
"254",262.809998,265.75,262.390015,264.859985,367100,258.983185
"255",266.910004,267.779999,264.700012,267.019989,343900,261.095337
"256",266.23999,268.369995,266.059998,268.140015,397700,262.596649
"257",268.98999,271.850006,268.850006,270.320007,331300,264.731598
"258",269.160004,269.299988,267.170013,268.769989,268100,263.213623
"259",269.359985,272.720001,268.529999,272.5,348200,266.866486
"260",274.109985,275.519989,272.399994,275.279999,249800,269.58905
"261",275.980011,276.899994,273.839996,274.880005,289100,269.197357
"262",275.910004,277.119995,275.450012,276.589996,336000,270.871918
"263",276.850006,277.410004,275.850006,276.420013,319100,270.705475
"264",276.420013,277.079987,274.660004,275.690002,645300,269.990601
"265",275.070007,276.609985,272.459991,276.070007,320200,270.362701
"266",276.26001,277.320007,275.079987,276.630005,289200,270.911163
"267",277,277.329987,274.820007,276.51001,443100,270.793549
"268",277,279.940002,275.790009,279.079987,585300,273.310486
"269",279.630005,284.220001,278.529999,284.140015,297000,278.265869
"270",283.320007,284.570007,281.26001,281.299988,301100,275.484589
"271",279.869995,282,276.869995,279.630005,378900,273.849121
"272",281.109985,282.119995,277.940002,280.589996,1206500,274.789246
"273",280.410004,282.970001,278.179993,281.25,537900,275.435577
"274",280.649994,290.420013,276.98999,285.200012,678300,279.303925
"275",285.209991,289.549988,265.790009,266.75,1009700,261.235413
"276",261.440002,269.899994,258.309998,268.790009,970600,263.233276
"277",267.910004,272.850006,266.190002,266.190002,616700,260.686951
"278",266.649994,266.649994,259.230011,259.399994,834300,254.037338
"279",261.929993,263.5,254.100006,261.529999,637100,256.12326
"280",263.290009,272.420013,261.640015,270.119995,571000,264.535736
"281",268.859985,270.970001,266.119995,270.470001,392900,264.878387
"282",269.149994,271.910004,267.399994,271.089996,504700,265.485626
"283",272.309998,276,267.549988,275.75,434000,270.049316
"284",274.299988,277.470001,273.769989,276.309998,492600,270.597748
"285",275.059998,277.910004,274.029999,276.73999,418700,271.01886
"286",277.179993,282.589996,277.100006,278.429993,531600,272.67392
"287",279.420013,283.600006,279.029999,279.600006,456800,273.819702
"288",281.079987,282.540009,279.279999,281.140015,310700,275.32782
"289",282.589996,286.579987,281.980011,285.329987,282300,279.431244
"290",285.23999,285.890015,280.230011,280.329987,452700,274.534668
"291",281.429993,282.540009,275.079987,275.089996,417700,269.402954
"292",275,277,267.230011,267.48999,551500,261.960083
"293",265.769989,268.950012,264.609985,268.01001,420500,262.46933
"294",267.369995,273.579987,265.179993,272.529999,418500,266.895935
"295",273.089996,274.410004,270.890015,273.73999,326300,268.080841
"296",271.040009,280.429993,271.040009,279.390015,562500,273.614044
"297",280.779999,281.190002,276.089996,279.690002,434900,273.907806
"298",280.480011,285.839996,280.220001,285.040009,621800,279.147308
"299",285.899994,286,282.070007,282.829987,289600,276.983002
"300",284.320007,284.619995,280,281.660004,357000,275.837158
"301",283.850006,284.25,278.809998,279.850006,321000,274.064545
"302",280.410004,284.079987,279.700012,282.859985,419400,277.012299
"303",283.429993,287.529999,283.100006,286.670013,744700,280.74353
"304",285.380005,286.339996,281.429993,283.839996,342100,277.972107
"305",284.950012,289.040009,284.459991,288.970001,520600,282.996033
"306",288.970001,292.970001,287.450012,289.859985,431000,283.867615
"307",287.130005,287.450012,280.48999,280.859985,379200,275.053619
"308",281.079987,283.029999,274.130005,274.790009,467600,269.109131
"309",278,283.119995,275.820007,282.519989,337000,276.679291
"310",283.399994,284.48999,276.269989,277.410004,327900,271.675018
"311",278.040009,279.399994,275.029999,276.48999,341000,270.773926
"312",278.959991,284.040009,278.119995,280.690002,373400,274.887207
"313",280.690002,281.25,270.149994,274.579987,582100,268.903534
"314",275.429993,276.640015,271.100006,276.640015,708800,270.920868
"315",271.450012,277.190002,270.049988,276.839996,676700,271.116791
"316",279.109985,279.149994,274.070007,275.559998,645600,269.86322
"317",273.700012,275.040009,266.51001,267.839996,565300,262.696564
"318",268.859985,272.839996,267.529999,268.079987,625500,262.931885
"319",272.630005,275.48999,271.320007,273.140015,466400,267.894836
"320",270.730011,272.380005,269.440002,270.019989,441500,264.834625
"321",271.700012,275.700012,271.679993,274.390015,366700,269.120789
"322",276.220001,276.339996,271.859985,273.109985,318600,267.865295
"323",275.519989,276.01001,273.899994,274.339996,371300,269.071777
"324",276.709991,278.359985,275.350006,276.75,452200,271.435455
"325",278.200012,280.440002,276.549988,279.660004,436300,274.289581
"326",279.140015,281,276.51001,279.980011,393900,274.603424
"327",277.940002,284.709991,274.970001,282.140015,915900,276.721985
"328",282.959991,282.959991,273.76001,277.089996,670400,271.76889
"329",277.339996,277.339996,261.279999,265.850006,991800,260.744781
"330",265.23999,267.980011,260.929993,267.820007,846100,262.676941
"331",268.119995,268.209991,263.769989,266.209991,452300,261.097839
"332",266.209991,268.570007,265.320007,268.279999,377000,263.128082
"333",268.540009,269.98999,264.170013,264.190002,527500,259.116669
"334",263.980011,265.160004,260.160004,264.769989,511200,259.685486
"335",263.910004,265.929993,261.470001,262.640015,637600,257.596436
"336",261.769989,265.649994,257.440002,264.670013,430900,259.587463
"337",263.190002,270.290009,262.089996,269.200012,366600,264.030487
"338",269.589996,271,266.98999,270.619995,381200,265.423157
"339",269.649994,272.200012,269.130005,271.700012,274400,266.482483
"340",273.01001,275.670013,269.839996,275.070007,303100,269.78772
"341",276.48999,279.790009,275.279999,279.230011,473700,273.867859
"342",279.320007,280.519989,278.709991,279.429993,390200,274.063934
"343",280,281.279999,278.220001,278.640015,340000,273.289246
"344",277.320007,278.709991,275.700012,278.470001,306400,273.122406
"345",277.709991,278.769989,275.200012,275.75,401600,270.454681
"346",275.76001,276.019989,273.76001,275.25,454000,269.964264
"347",275.040009,276.440002,274.390015,275.470001,542100,270.180023
"348",277.640015,282.119995,277.559998,281.209991,407200,275.809845
"349",282,284.98999,279.420013,279.779999,439400,274.407257
"350",279.140015,279.470001,275.940002,278.880005,339300,273.524567
"351",279.929993,282.26001,278.01001,281.950012,469100,276.535645
"352",281.109985,281.109985,277.890015,279.320007,247900,273.956055
"353",277.149994,278.130005,273.01001,274.26001,417500,268.993256
"354",275.359985,280.23999,274.570007,278.679993,358900,273.32843
"355",278.399994,278.679993,274.910004,275.790009,533000,270.493896
"356",278.440002,281.079987,277.119995,279.429993,260400,274.063934
"357",280.070007,280.940002,277.399994,280.200012,226700,274.819214
"358",281.040009,283.279999,280.73999,282.100006,251500,276.682739
"359",282.369995,284.019989,279.600006,283.76001,401800,278.310883
"360",284.519989,285.98999,283.820007,284.309998,273300,278.850281
"361",284.660004,285.980011,283.320007,285.579987,220300,280.095917
"362",285.73999,286.5,282.950012,285.529999,304900,280.046844
"363",285.790009,287.720001,284.670013,286.329987,282500,280.831421
"364",286.290009,287.920013,284.519989,285.5,324600,280.017456
"365",286.309998,286.309998,282.5,283.209991,365200,277.771362
"366",281.220001,284.399994,279.429993,284,577200,278.546265
"367",281.160004,282.450012,279.079987,281.660004,332900,276.25116
"368",278.440002,279.209991,275.119995,276.410004,453100,271.10199
"369",276.549988,278.429993,276.109985,277.51001,397300,272.180908
"370",276.820007,278.220001,274.130005,276.119995,501800,270.817535
"371",278.339996,278.940002,275.890015,276.220001,1063800,270.915588
"372",275.029999,275.029999,269.839996,273.130005,420100,267.884918
"373",274.470001,274.470001,272.48999,273.26001,447100,268.012482
"374",274.540009,280.170013,269.579987,269.890015,460100,264.707245
"375",270.470001,272.609985,267.230011,271.529999,372200,266.315735
"376",273.200012,278.369995,272.040009,275.910004,449400,270.611542
"377",274.190002,274.899994,270.309998,274.600006,429600,269.326752
"378",275.820007,276.959991,271.899994,272.859985,178300,267.620087
"379",274,276.630005,272.630005,276,369800,270.69986
"380",275,277.140015,274.019989,276.179993,257100,271.28241
"381",277.480011,281.079987,277.130005,280.589996,276300,275.614105
"382",281.179993,281.630005,278.640015,280.98999,317300,276.007019
"383",277.859985,279.190002,276.140015,276.720001,377100,271.812775
"384",279.140015,282.309998,277.339996,281.929993,289500,276.930389
"385",282.540009,284.149994,282.540009,283.450012,303100,278.423462
"386",284.119995,285.350006,282.109985,282.589996,505900,277.578613
"387",282.589996,283.670013,280.48999,283.040009,315500,278.020691
"388",283.649994,285.309998,282.320007,283.799988,383900,278.767181
"389",282.670013,284.369995,281.079987,283.459991,318500,278.433228
"390",282.230011,285.920013,282.230011,284.73999,383300,279.690582
"391",284.070007,284.070007,280.76001,282.369995,333500,277.362579
"392",281.75,284.980011,281.630005,282.730011,476900,277.716187
"393",281.950012,289.329987,281.950012,288.589996,529200,283.472229
"394",294.299988,312.380005,291.880005,303.579987,1429400,298.196411
"395",305,305,296.649994,298.839996,902900,293.540497
"396",299.089996,300.899994,293.700012,294.26001,528700,289.041718
"397",295.049988,302.220001,295.049988,301.899994,726300,296.546265
"398",301.540009,301.540009,298.160004,298.420013,549700,293.127991
"399",295.190002,297.149994,294.25,296.549988,519500,291.291046
"400",297.359985,297.839996,292.230011,295.040009,302100,289.807922
"401",294.779999,296.579987,293.880005,295.579987,236500,290.338318
"402",296.140015,299.920013,295.25,299.429993,283600,294.120056
"403",299.01001,299.01001,295.339996,296.660004,250900,291.39917
"404",296.480011,298.809998,295.170013,295.470001,274000,290.230286
"405",294.670013,294.670013,292.350006,293.25,246300,288.049622
"406",293.25,294.779999,290.910004,292.100006,285800,286.920044
"407",292.570007,295.459991,291.369995,294.869995,288500,289.6409
"408",293.119995,295.350006,291.790009,293.480011,353800,288.275543
"409",295.380005,296.48999,293.959991,295.149994,271400,289.915894
"410",294.399994,298.839996,294.290009,297.880005,778900,292.597565
"411",298.790009,301.779999,298.160004,301.109985,449600,295.770233
"412",301.290009,304.329987,301.290009,303.619995,417700,298.235687
"413",302.51001,303.579987,298.600006,299.5,337000,294.188843
"414",299.880005,299.959991,296.790009,297.209991,385100,291.939392
"415",297.690002,298.970001,291.940002,296.619995,681700,291.359894
"416",298.869995,300.190002,296.640015,297.570007,512000,292.29303
"417",298.75,300.519989,297.799988,298.649994,309700,293.353851
"418",299.109985,299.820007,296.48999,298.459991,477900,293.167206
"419",298.149994,298.899994,295.359985,296.709991,274200,291.448303
"420",296.910004,298.970001,296.269989,298.369995,408800,293.078796
"421",298.369995,299.540009,295.959991,297.709991,396200,292.430511
"422",296.970001,302,296.429993,301.769989,519100,296.418549
"423",301.869995,304.630005,300.829987,303.109985,586800,297.734711
"424",302.529999,304.850006,301.359985,304.019989,336800,298.628693
"425",305.980011,308.200012,305.73999,306.26001,429300,300.828888
"426",305.170013,306.470001,304.549988,305.390015,443800,299.974396
"427",305.380005,308.100006,304.220001,304.5,670000,299.100128
"428",305.890015,311.070007,305.26001,310.959991,328800,305.445618
"429",310.589996,312.519989,308.320007,310.829987,305400,305.317932
"430",311.170013,312.649994,309.829987,311.399994,416900,305.877716
"431",310.149994,312.029999,308.769989,311.51001,393200,305.98584
"432",311.299988,312.26001,307.910004,308.899994,339200,303.42215
"433",310.149994,310.980011,307.429993,309.779999,305500,304.286469
"434",306.98999,307.839996,304.390015,306.049988,879600,300.622681
"435",305.059998,305.700012,299.450012,299.51001,582200,294.198608
"436",300.559998,301.070007,296.839996,298.019989,457300,292.735016
"437",298.480011,299,295.26001,296.040009,380900,290.790131
"438",297.299988,298.359985,293.929993,294.25,443600,289.031891
"439",293.950012,299.790009,293.890015,296.209991,723200,290.957123
"440",299.109985,301.709991,297.929993,298.730011,650800,293.432434
"441",298.429993,299.519989,297.269989,297.950012,511400,292.666321
"442",299.01001,301.209991,296.140015,298.160004,322000,292.872498
"443",296.5,297.890015,293.829987,295.890015,329200,291.04599
"444",296.950012,297.880005,292.920013,294.429993,398200,289.609833
"445",294.380005,294.619995,290.709991,292.190002,350900,287.406494
"446",292.019989,292.019989,288.309998,289.299988,358700,284.563843
"447",288.230011,290.040009,280.329987,280.540009,606300,275.947235
"448",279.73999,281.089996,272.609985,273.269989,787300,268.796326
"449",277.75,280.420013,274.369995,279.170013,884700,274.599701
"450",279,281.100006,277.880005,279.48999,555600,274.914459
"451",281.089996,287.709991,280.420013,287.209991,528300,282.508026
"452",286.609985,286.970001,281.890015,284.320007,387500,279.665466
"453",282.890015,284.089996,277.410004,279.070007,353700,274.501312
"454",279.829987,280.950012,276.049988,278.01001,372000,273.458679
