"","CRL.Open","CRL.High","CRL.Low","CRL.Close","CRL.Volume","CRL.Adjusted"
"462",119.769997,123.769997,119.559998,121.82,325200,121.82
"463",122.029999,123.57,119.389999,123.129997,311200,123.129997
"464",124.220001,125.339996,122.029999,123.5,278700,123.5
"465",123.510002,124.970001,122.599998,124.529999,305000,124.529999
"466",124.150002,126.050003,123.790001,125.139999,362000,125.139999
"467",128.600006,138.889999,127.860001,136.229996,723200,136.229996
"468",136.360001,138.710007,135.360001,136.100006,547000,136.100006
"469",135.440002,137.470001,134.429993,136.449997,592300,136.449997
"470",136.320007,136.919998,133.149994,133.690002,519300,133.690002
"471",133.740005,135.899994,130.639999,131.190002,297600,131.190002
"472",132.309998,133.389999,128.179993,128.710007,417400,128.710007
"473",127.849998,131.25,126.650002,130.580002,572300,130.580002
"474",130,132.889999,129.100006,130.880005,460900,130.880005
"475",130.179993,130.600006,124.019997,125,371800,125
"476",123.75,125.790001,121.660004,123.540001,633600,123.540001
"477",124.349998,127.279999,124.059998,125.150002,213500,125.150002
"478",124.040001,129.509995,124.040001,127.400002,242400,127.400002
"479",128.830002,130.149994,127.120003,129.270004,237600,129.270004
"480",128.490005,130.020004,127.57,129.699997,285100,129.699997
"481",130.029999,134.710007,130.029999,134.580002,218100,134.580002
"482",133.539993,134.919998,132.220001,133,469400,133
"483",132.309998,135.309998,131.949997,134.850006,367100,134.850006
"484",137.360001,139.720001,136.160004,137.229996,326800,137.229996
"485",137.539993,137.690002,133.050003,133.619995,464300,133.619995
"486",131.5,132.270004,128.190002,130.839996,406000,130.839996
"487",130,131.080002,127.470001,128.860001,357000,128.860001
"488",128.649994,129.75,125.669998,127.709999,612200,127.709999
"489",129.940002,131.029999,128.339996,128.809998,403000,128.809998
"490",131.029999,132.919998,129.410004,129.779999,325100,129.779999
"491",130.070007,130.070007,126.470001,127.919998,410200,127.919998
"492",127.489998,130.029999,124.559998,124.959999,281100,124.959999
"493",123.709999,123.830002,119.389999,120.25,500700,120.25
"494",121.519997,121.599998,118.849998,120.010002,266600,120.010002
"495",120.099998,121.849998,118.120003,118.769997,311000,118.769997
"496",118.269997,118.269997,112.599998,113.989998,561100,113.989998
"497",114,115.370003,110.230003,110.650002,877200,110.650002
"498",109.830002,109.830002,105,105.089996,342900,105.089996
"499",105.639999,110.360001,104.68,110.169998,420000,110.169998
"500",108.5,110.370003,105.510002,110.370003,435300,110.370003
"501",111.190002,113.709999,110.040001,111.720001,377800,111.720001
"502",112.160004,113.470001,111.25,113.18,293000,113.18
"503",111.07,111.959999,109.779999,111.089996,257400,111.089996
"504",110.089996,110.089996,103,104.82,600300,104.82
"505",106.050003,110.580002,106.050003,109.75,819200,109.75
"506",110.260002,113.559998,110.25,112.559998,411500,112.559998
"507",113.57,117.720001,113.57,117.580002,685700,117.580002
"508",118.550003,119.93,117.059998,117.989998,408400,117.989998
"509",117.339996,119.68,116.010002,119.589996,468800,119.589996
"510",118.830002,120.699997,117.809998,119.209999,291000,119.209999
"511",117.730003,118.129997,116.419998,116.940002,346000,116.940002
"512",116.949997,118.529999,115.760002,116.459999,463700,116.459999
"513",117.080002,118.599998,115.690002,117.029999,459700,117.029999
"514",116.440002,119.790001,116.440002,118.449997,347200,118.449997
"515",119.43,120.410004,117.199997,119.209999,464100,119.209999
"516",118.339996,119.330002,116.290001,117.589996,292400,117.589996
"517",118.25,120.849998,116.239998,118.809998,265000,118.809998
"518",118.559998,119.620003,117.68,118.010002,257800,118.010002
"519",118.93,119.309998,117.779999,118.760002,236200,118.760002
"520",117.330002,118.629997,116.900002,118.580002,369500,118.580002
"521",118.860001,120.190002,118.860001,119.389999,292300,119.389999
"522",119.730003,123.269997,118.660004,122.279999,294500,122.279999
"523",122.040001,123.809998,120.260002,123.190002,353500,123.190002
"524",123.690002,125.480003,122.970001,124.129997,388600,124.129997
"525",124.660004,127.980003,123.669998,127.400002,440300,127.400002
"526",127.510002,129.559998,126.309998,126.400002,371100,126.400002
"527",126.379997,127.5,125.809998,126.489998,354500,126.489998
"528",125.970001,126.5,124.720001,125.379997,362400,125.379997
"529",124.769997,125.550003,124.230003,125.43,230200,125.43
"530",125.860001,127.370003,125.300003,126.07,381400,126.07
"531",127.110001,129.550003,126.639999,129.199997,543600,129.199997
"532",135.059998,139.910004,135.059998,139.119995,940400,139.119995
"533",139.860001,141.529999,138.600006,139.699997,506100,139.699997
"534",140.740005,140.919998,138.75,140.860001,578200,140.860001
"535",139.910004,141.990005,139.440002,141.130005,433500,141.130005
"536",141.429993,141.679993,139.839996,141.669998,317800,141.669998
"537",141.320007,142.699997,140.589996,142.389999,311700,142.389999
"538",142.360001,145.229996,141.949997,144.669998,302300,144.669998
"539",144.75,146.309998,144.039993,145.309998,615200,145.309998
"540",144.589996,145.009995,139.270004,140.710007,443400,140.710007
"541",140,142.679993,139.839996,142.570007,267500,142.570007
"542",141.910004,142.639999,139.970001,142.169998,318900,142.169998
"543",143,144.759995,142.110001,144.089996,405500,144.089996
"544",144.089996,144.529999,140.369995,141.199997,582600,141.199997
"545",141.339996,141.899994,140.199997,140.779999,292100,140.779999
"546",141.089996,141.089996,137.960007,138.029999,290800,138.029999
"547",138.059998,139.289993,137,138.479996,321300,138.479996
"548",136.889999,138.740005,136.110001,137.949997,267500,137.949997
"549",138.929993,140.75,138.759995,140.350006,174000,140.350006
"550",140.649994,141.279999,139.970001,140.490005,295300,140.490005
"551",141,142.779999,140.429993,141.509995,506500,141.509995
"552",141.839996,142.289993,140.669998,140.990005,306600,140.990005
"553",142.100006,144.350006,142.100006,143.479996,489300,143.479996
"554",144.070007,145.089996,142.639999,144.899994,421300,144.899994
"555",145.630005,146.199997,144.869995,145.809998,276900,145.809998
"556",145.990005,146.550003,144.050003,145.119995,207800,145.119995
"557",144.25,147.720001,143.820007,146.729996,292600,146.729996
"558",145.449997,146.25,140.779999,141.029999,349800,141.029999
"559",140.809998,142.899994,139.369995,142.350006,273400,142.350006
"560",144.110001,144.919998,142.309998,143.199997,201200,143.199997
"561",142.720001,143.690002,140.070007,141.240005,193700,141.240005
"562",142.070007,143.660004,141.550003,143.339996,259100,143.339996
"563",144.229996,145.479996,143.529999,145.25,258100,145.25
"564",146.800003,147.850006,144.770004,145.5,363600,145.5
"565",145.5,148.160004,145,147.580002,494200,147.580002
"566",148.5,149.070007,147.149994,148.550003,711900,148.550003
"567",148.410004,148.410004,143.059998,143.889999,520300,143.889999
"568",144.5,145.240005,143.669998,143.899994,340600,143.899994
"569",143.630005,145.389999,141.100006,144.809998,615800,144.809998
"570",144.25,145.729996,143.910004,144.110001,244100,144.110001
"571",144.369995,145.660004,144.160004,145.220001,210700,145.220001
"572",145.169998,145.169998,142.919998,144.210007,215000,144.210007
"573",144.880005,145.860001,143.720001,144.389999,444700,144.389999
"574",144.520004,145.399994,142.380005,143.240005,337100,143.240005
"575",144.410004,144.75,137.259995,138,456500,138
"576",138.860001,138.860001,132.119995,133.5,695200,133.5
"577",133.820007,135.610001,131.270004,135.139999,699300,135.139999
"578",134.75,136.059998,133.660004,133.720001,296100,133.720001
"579",133.759995,136.509995,132.809998,136.039993,705500,136.039993
"580",136.479996,137.649994,134.919998,137,597600,137
"581",136.350006,140.279999,135.529999,140,346900,140
"582",140.240005,142.770004,139.710007,142.729996,500700,142.729996
"583",142.440002,144.259995,141.399994,142.520004,467100,142.520004
"584",141.300003,142.220001,139.300003,140.470001,545800,140.470001
"585",141.339996,141.339996,137.240005,137.360001,478300,137.360001
"586",136.729996,140,136.240005,139.729996,283800,139.729996
"587",141,142.559998,140.320007,142.410004,202000,142.410004
"588",139.490005,142.729996,139.490005,142.320007,447000,142.320007
"589",140,140.360001,132.550003,134.259995,583200,134.259995
"590",133.589996,136.949997,131.520004,136.279999,679600,136.279999
"591",135.289993,137.809998,133.309998,136.679993,462400,136.679993
"592",135.880005,136.789993,131.940002,136.539993,375200,136.539993
"593",133.330002,134.179993,130.759995,131.139999,399100,131.139999
"594",132.440002,133.539993,131.419998,131.669998,407100,131.669998
"595",129.660004,132.179993,129.119995,131.630005,235500,131.630005
"596",132.460007,133.339996,131.509995,132.179993,243500,132.179993
"597",130.770004,131.460007,128.740005,129.080002,280800,129.080002
"598",127.889999,129.910004,127.269997,128.729996,256600,128.729996
"599",129.990005,131.460007,129.990005,130.039993,405300,130.039993
"600",129.740005,129.820007,127.879997,129.440002,395100,129.440002
"601",127.870003,128.520004,126.629997,128.440002,315400,128.440002
"602",129.100006,130.919998,129.100006,129.899994,199200,129.899994
"603",130.360001,130.949997,127.550003,127.720001,280900,127.720001
"604",126.199997,127.07,124.830002,125.519997,259400,125.519997
"605",125.629997,126.910004,124.879997,125.709999,199600,125.709999
"606",124.389999,126.709999,123.910004,125.449997,298700,125.449997
"607",125.75,126.809998,123.169998,123.400002,316900,123.400002
"608",124.639999,126.610001,123.889999,126.519997,301000,126.519997
"609",127.639999,129.100006,126.93,127.589996,237000,127.589996
"610",127.940002,128.410004,126.639999,127.550003,198500,127.550003
"611",128.610001,129.449997,127.370003,128.279999,213700,128.279999
"612",130.320007,131.490005,128.600006,130.589996,243800,130.589996
"613",131.979996,132.589996,130.669998,131.320007,292900,131.320007
"614",130.639999,133.009995,130.639999,132.860001,287100,132.860001
"615",133,133.289993,131.139999,131.970001,262900,131.970001
"616",131.940002,131.940002,129.309998,129.410004,285600,129.410004
"617",130,131.070007,129.369995,130.779999,213100,130.779999
"618",131.970001,134.25,131.970001,132.759995,218700,132.759995
"619",133.020004,137.770004,133.020004,137.440002,439400,137.440002
"620",139.169998,139.929993,138.100006,139.190002,896200,139.190002
"621",138.369995,138.699997,136.880005,138.259995,496000,138.259995
"622",138.320007,138.539993,137.029999,137.100006,460800,137.100006
"623",138.059998,138.059998,133.809998,134.080002,629100,134.080002
"624",134.979996,137.399994,133.649994,137.039993,474900,137.039993
"625",137.789993,140.990005,137.320007,140.119995,527700,140.119995
"626",140.440002,142.929993,140.440002,141.899994,694400,141.899994
"627",143.660004,144.389999,141.869995,143.669998,407000,143.669998
"628",144.070007,144.070007,140.830002,141.380005,340300,141.380005
"629",141.800003,142.600006,140.970001,142.369995,269200,142.369995
"630",142.119995,142.809998,140.470001,142.440002,189500,142.440002
"631",141.899994,142.479996,139.809998,140.330002,273600,140.330002
"632",139.850006,140.850006,139,139.440002,340200,139.440002
"633",140.410004,140.410004,137.910004,137.970001,177400,137.970001
"634",138.210007,138.210007,135.990005,136.509995,269100,136.509995
"635",136,136.029999,134.199997,134.869995,245100,134.869995
"636",135.169998,136.639999,134.139999,136.119995,295100,136.119995
"637",136.070007,136.490005,134.880005,135.199997,174400,135.199997
"638",135.339996,135.960007,134.580002,135.229996,181600,135.229996
"639",135.419998,138.320007,134.789993,137.25,188800,137.25
"640",137.889999,138.619995,135.610001,135.639999,200300,135.639999
"641",136.119995,138.089996,136.039993,136.460007,175100,136.460007
"642",137.440002,137.949997,136.149994,137.429993,304200,137.429993
"643",136.789993,140.320007,136.660004,139.839996,240400,139.839996
"644",139.289993,139.860001,138.199997,138.479996,248900,138.479996
"645",139.160004,141.419998,138.919998,139.929993,304500,139.929993
"646",139.919998,141.059998,138.399994,139.789993,382000,139.789993
"647",139.110001,141.800003,138.679993,141.110001,304000,141.110001
"648",136.059998,139.970001,132.110001,134.539993,947100,134.539993
"649",135.699997,138.009995,133.229996,133.910004,518000,133.910004
"650",133.679993,134.710007,131.220001,133.119995,320000,133.119995
"651",130.479996,130.740005,125.360001,126.510002,403300,126.510002
"652",127.480003,131.809998,127.089996,131.759995,380300,131.759995
"653",130.009995,132.979996,128.949997,131.979996,339000,131.979996
"654",133.259995,136,133.119995,134.800003,725300,134.800003
"655",134.440002,134.630005,131.210007,132.600006,230600,132.600006
"656",131.320007,131.889999,128.789993,129.830002,231600,129.830002
"657",129.470001,132.240005,128.800003,130.820007,210700,130.820007
"658",128.449997,129,126.220001,126.529999,276300,126.529999
"659",127.660004,128.169998,126.709999,127.629997,289000,127.629997
"660",128.770004,130.440002,128.770004,129.839996,144600,129.839996
"661",131.220001,131.990005,126.709999,130.729996,125900,130.729996
"662",130.699997,130.860001,129.179993,129.429993,208000,129.429993
"663",130.460007,130.789993,129.419998,129.690002,213600,129.690002
"664",130.619995,130.889999,128.179993,129,152600,129
"665",127.989998,129.460007,124.620003,125.07,284700,125.07
"666",126.25,126.879997,125.620003,126.230003,413300,126.230003
"667",126.900002,127.959999,125.769997,126.910004,315800,126.910004
"668",126.5,129.539993,126.480003,129.309998,254300,129.309998
"669",130.830002,131.75,129.729996,131.029999,184200,131.029999
"670",131.479996,131.839996,130.270004,131.199997,159400,131.199997
"671",130.179993,131.399994,129.440002,130.789993,288200,130.789993
"672",132.309998,132.740005,130.210007,131.710007,240700,131.710007
"673",133.339996,133.809998,131.509995,133.479996,285100,133.479996
"674",133.820007,136.179993,133.389999,134.669998,254700,134.669998
"675",135.300003,135.300003,129.509995,129.740005,368600,129.740005
"676",129.289993,129.679993,126.489998,129.679993,473800,129.679993
"677",130,131.589996,129.479996,130.389999,318800,130.389999
"678",131.139999,136.850006,130.539993,131.789993,354500,131.789993
"679",132.160004,133.009995,130.820007,132.25,511800,132.25
"680",131.259995,135.240005,130.729996,134.300003,336500,134.300003
"681",134.229996,136.190002,133.570007,134.350006,255800,134.350006
"682",133.929993,136.160004,132.699997,135.820007,350800,135.820007
"683",135.949997,138.509995,135.949997,137.960007,368500,137.960007
"684",138.639999,140.100006,138.389999,138.639999,6e+05,138.639999
"685",137.820007,138.460007,137.649994,138,235900,138
"686",138.589996,139.470001,135.679993,136.990005,512500,136.990005
"687",136.990005,137.199997,133.679993,136.149994,318700,136.149994
"688",136.270004,136.889999,134.210007,135.229996,348300,135.229996
"689",135.800003,136.050003,131.850006,132.619995,406300,132.619995
"690",133,133.850006,131.660004,132.369995,305700,132.369995
"691",133.199997,133.369995,127.940002,128.160004,415200,128.160004
"692",126.559998,127.18,123.610001,126.550003,435700,126.550003
"693",126.150002,129.179993,124.370003,129.089996,348700,129.089996
"694",129.119995,132.029999,129.119995,131.779999,323200,131.779999
"695",131.240005,133.509995,131.089996,131.880005,233000,131.880005
"696",130.119995,131.009995,129.009995,129.479996,571300,129.479996
"697",131.039993,131.919998,129.850006,131.389999,160400,131.389999
"698",130.979996,132.440002,129.869995,130.809998,220400,130.809998
"699",132.559998,134.309998,132.050003,133.110001,197700,133.110001
"700",132.960007,134.270004,132,133.899994,121600,133.899994
"701",134.600006,134.789993,133.25,134.070007,195700,134.070007
"702",134.130005,135.570007,133.779999,134.759995,324400,134.759995
"703",135,136.289993,134.649994,136.070007,295900,136.070007
"704",133.5,135.630005,133.5,134.279999,455800,134.279999
"705",133,133.5,127.239998,128.660004,857300,128.660004
"706",129.5,129.740005,126.160004,126.379997,301100,126.379997
"707",126.730003,128.669998,125.519997,126.050003,252400,126.050003
"708",126,127.800003,125.389999,127.620003,385800,127.620003
"709",127.690002,130,127.120003,129.059998,148500,129.059998
"710",129.410004,131.669998,129.410004,131.179993,251000,131.179993
"711",130.860001,133.169998,130.029999,132.419998,171700,132.419998
"712",132.029999,133.210007,130.850006,132.559998,181100,132.559998
"713",132.229996,132.649994,128.589996,129.979996,395200,129.979996
"714",131.220001,133.699997,130.539993,132.720001,414400,132.720001
"715",133.899994,133.899994,131.089996,131.860001,328000,131.860001
"716",132.149994,132.839996,130.570007,130.570007,370400,130.570007
"717",133.410004,134,126.059998,128.740005,435700,128.740005
"718",128.740005,130.869995,126.269997,127.370003,484000,127.370003
"719",127.330002,130.539993,126.559998,130.509995,321100,130.509995
"720",129.720001,132.179993,129.089996,132.009995,295600,132.009995
"721",132.139999,135.160004,131.600006,135.119995,354400,135.119995
"722",134.440002,138.089996,134.080002,137.119995,395500,137.119995
"723",137.119995,137.679993,135.970001,137.589996,315900,137.589996
"724",138,139.179993,137.039993,139.070007,317500,139.070007
"725",138.800003,138.910004,136.410004,136.940002,347000,136.940002
"726",137.5,139.059998,137.139999,138.259995,403500,138.259995
"727",138.25,141.080002,138.119995,139.529999,374300,139.529999
"728",140.100006,140.410004,138.039993,140.070007,296700,140.070007
"729",140.789993,141.740005,139.949997,140.770004,273700,140.770004
"730",141.690002,144.850006,141.479996,144.800003,376300,144.800003
"731",144.449997,145.850006,143.449997,145.539993,226600,145.539993
"732",146,147.160004,145.070007,146.880005,161000,146.880005
"733",146.789993,147.539993,145.070007,145.25,94300,145.25
"734",146.410004,146.410004,144.210007,144.710007,207800,144.710007
"735",143.399994,144.110001,142.759995,143.729996,199600,143.729996
"736",144.580002,146.100006,143.779999,145.389999,276200,145.389999
"737",145.839996,145.979996,143.089996,144.699997,340000,144.699997
"738",146.020004,146.940002,145.759995,146.229996,284600,146.229996
"739",146.789993,146.789993,143.179993,144.710007,353000,144.710007
"740",145.149994,146.419998,143.919998,146.229996,299300,146.229996
"741",145.830002,146.410004,144.979996,146.240005,289300,146.240005
"742",146.440002,149.220001,145.820007,147.070007,242700,147.070007
"743",147.399994,147.800003,145.490005,145.830002,323700,145.830002
"744",148.009995,150.460007,146.449997,147.710007,355400,147.710007
"745",148.639999,149.850006,147.119995,148.899994,404500,148.899994
"746",148.559998,149.820007,146.740005,147.740005,415400,147.740005
"747",147.979996,149.919998,147.570007,149.389999,179500,149.389999
"748",150.5,151.809998,149.779999,151.669998,744000,151.669998
"749",152.199997,152.199997,150.050003,151.339996,216000,151.339996
"750",151.960007,152.149994,151,151.309998,92800,151.309998
"751",151.300003,152.199997,151.300003,151.899994,151200,151.899994
"752",152.550003,152.910004,150.979996,151.929993,234100,151.929993
"753",151.5,152.190002,150.589996,151.839996,176600,151.839996
"754",151.509995,153.389999,151.509995,152.759995,234300,152.759995
"755",154.270004,154.839996,151.380005,153.889999,337200,153.889999
"756",151.690002,153.279999,150.729996,152.699997,291200,152.699997
"757",151.380005,153.550003,151.240005,153.449997,393800,153.449997
"758",154,155.039993,153.309998,154.690002,308500,154.690002
"759",155.350006,157.039993,154.669998,154.929993,384500,154.929993
"760",156.229996,157.690002,155.300003,157.050003,280200,157.050003
"761",159.600006,160.259995,157.470001,157.889999,519900,157.889999
"762",159,159.309998,157.779999,159.100006,240600,159.100006
"763",158.649994,161.389999,158.009995,159.610001,325200,159.610001
"764",159.600006,160.869995,157.839996,158.839996,367300,158.839996
"765",159.690002,160.279999,157.570007,159.960007,329400,159.960007
"766",160.080002,160.839996,158.070007,159.779999,497600,159.779999
"767",159.440002,161.029999,157.809998,158,333000,158
"768",158.179993,159.199997,158.020004,158.830002,308700,158.830002
"769",158.380005,159.130005,156.570007,156.699997,275500,156.699997
"770",157.169998,157.550003,154.660004,155.300003,283700,155.300003
"771",153.479996,156.009995,152.320007,154.570007,292500,154.570007
"772",155.300003,157.220001,154.029999,156.929993,297100,156.929993
"773",157.369995,159.020004,157.070007,157.710007,222000,157.710007
"774",156.410004,157.029999,155.240005,156.910004,253200,156.910004
"775",156.300003,156.539993,153.820007,154.580002,208500,154.580002
"776",155.679993,156.889999,155.089996,155.300003,261700,155.300003
"777",157.25,158.190002,156.690002,156.75,219300,156.75
"778",158.710007,159.720001,157.660004,157.809998,294400,157.809998
"779",158.639999,159.740005,157.610001,159.070007,242900,159.070007
"780",158.490005,159.350006,155.039993,155.990005,238500,155.990005
"781",155.860001,157.820007,155.860001,157.740005,409000,157.740005
"782",166.570007,175.25,166.570007,173.320007,1244800,173.320007
"783",173.330002,174.360001,168.509995,171.330002,956300,171.330002
"784",170.130005,173.009995,169.630005,172.300003,421600,172.300003
"785",172.770004,176.889999,171.350006,176.479996,458400,176.479996
"786",175.610001,176.509995,174.350006,175.919998,315000,175.919998
"787",176.490005,179.380005,175.740005,178.339996,309100,178.339996
"788",177.850006,178.539993,174.199997,175.429993,242600,175.429993
"789",174.770004,174.770004,173.059998,173.639999,313700,173.639999
"790",167.830002,168.789993,166.039993,167.509995,412700,167.509995
"791",167.979996,168.520004,161.039993,162.460007,606500,162.460007
"792",162.589996,164.869995,159.880005,161.050003,412900,161.050003
"793",158.25,164,154.479996,158.389999,673900,158.389999
"794",153.25,157.009995,152.550003,155.570007,773000,155.570007
"795",156.789993,164.479996,154.190002,164.300003,790400,164.300003
"796",165.050003,167.940002,159.759995,161.509995,373800,161.509995
"797",164.899994,168.240005,163.589996,168,484800,168
"798",164.649994,165.240005,160.479996,161.630005,370600,161.630005
"799",157.289993,158.350006,150.970001,155.089996,482300,155.089996
"800",148.429993,148.429993,140,142.809998,554100,142.809998
"801",146.919998,149.149994,142.100006,147.330002,613900,147.330002
"802",143.429993,143.5,135.580002,136.600006,564300,136.600006
"803",127.849998,132.559998,118.900002,124.099998,1128200,124.099998
"804",130.830002,132.059998,117.839996,128.929993,622400,128.929993
"805",119.68,119.68,103.720001,104.660004,675100,104.660004
"806",106.099998,119.040001,99.730003,112,1057600,112
"807",103.370003,109.050003,97.589996,98.900002,1138800,98.900002
"808",98.010002,110.589996,95.580002,108.760002,594000,108.760002
"809",111.970001,113.5,103.029999,105.779999,650800,105.779999
"810",104.07,104.529999,97.230003,100.5,647100,100.5
"811",105.5,111.970001,105.5,110.120003,438900,110.120003
"812",109.669998,122.360001,108.959999,119.349998,669200,119.349998
"813",121.029999,130.229996,121.029999,130.009995,523000,130.009995
"814",130,130,121.389999,126.230003,538300,126.230003
"815",132,132,124.139999,129.990005,497700,129.990005
"816",131.889999,131.889999,124.360001,126.209999,449600,126.209999
"817",121.010002,123.440002,117.209999,119.610001,378200,119.610001
"818",118.010002,122.760002,116.419998,121.580002,568900,121.580002
"819",121.110001,122.629997,117.93,118.839996,687800,118.839996
"820",125.839996,132.990005,125.839996,132.809998,645100,132.809998
"821",137.830002,137.919998,132.419998,133.330002,376000,133.330002
"822",135.660004,142.490005,133.690002,141.429993,620200,141.429993
"823",144.710007,147.059998,137.520004,138.960007,462000,138.960007
"824",138.080002,140.809998,135.320007,139.610001,416500,139.610001
"825",142.770004,143.970001,141.009995,142.589996,252500,142.589996
"826",138.720001,141.509995,136.979996,139.429993,285300,139.429993
"827",140.639999,141.520004,136.509995,139.559998,298800,139.559998
"828",143.979996,147.470001,142.449997,144.979996,4e+05,144.979996
"829",142.5,147.100006,142.5,144.259995,301600,144.259995
"830",135.300003,137.929993,133.880005,135.059998,577800,135.059998
"831",138.25,138.440002,135.529999,137.119995,266800,137.119995
"832",138.679993,142.039993,135.309998,135.449997,312800,135.449997
"833",136.460007,137.520004,133.570007,136.949997,252600,136.949997
"834",138.479996,141.630005,136.669998,140.229996,260000,140.229996
"835",141.940002,142.449997,136.809998,139.949997,273000,139.949997
"836",143.550003,147.210007,141.429993,145.960007,241500,145.960007
"837",144.839996,146.309998,142.589996,144.669998,279400,144.669998
"838",141.509995,141.559998,137.410004,138.589996,355400,138.589996
"839",137.429993,139.119995,136,138.350006,275100,138.350006
"840",140.470001,143.070007,139.759995,141.039993,258300,141.039993
"841",141.940002,144.539993,140.550003,143.660004,262100,143.660004
"842",144.330002,157.279999,144.330002,156.559998,774600,156.559998
"843",160,160.149994,157.100006,159.559998,432300,159.559998
"844",157.699997,164.779999,157.520004,164.240005,396800,164.240005
"845",164.389999,166.699997,160.570007,160.960007,458100,160.960007
"846",165.410004,165.910004,159.240005,160.889999,497900,160.889999
"847",158.509995,163.509995,157.389999,163,309300,163
"848",162.770004,169.929993,161.880005,169.809998,471000,169.809998
"849",173.470001,176.600006,171.190002,171.779999,357900,171.779999
"850",170.910004,173.419998,169.869995,169.880005,265600,169.880005
"851",172.779999,176.380005,171.740005,175.860001,326200,175.860001
"852",175.899994,176.559998,173.339996,175.229996,336000,175.229996
"853",174.429993,175.429993,172.369995,173.610001,255800,173.610001
"854",178.100006,178.100006,170.699997,171.380005,343200,171.380005
"855",173.380005,174.740005,165.100006,174.580002,407200,174.580002
"856",175.369995,176.169998,172.470001,176.130005,320300,176.130005
"857",176.210007,179.979996,174.050003,179.660004,451300,179.660004
"858",179,181.710007,177.009995,179.820007,337000,179.820007
"859",180.740005,183.539993,178.509995,183.350006,251500,183.350006
"860",184.899994,189.850006,184.899994,189.720001,762300,189.720001
"861",188.259995,189.809998,181.770004,183.429993,492000,183.429993
"862",186.580002,188.089996,177.449997,178.429993,499900,178.429993
"863",177.259995,185.350006,177.259995,185.039993,462100,185.039993
"864",184,185.110001,179.020004,180.330002,307700,180.330002
"865",181.380005,183.199997,180.169998,181.710007,404100,181.710007
"866",177.669998,177.970001,173.300003,174.479996,525300,174.479996
"867",179.089996,180.740005,174.5,179.600006,530000,179.600006
"868",176.149994,180.529999,174.809998,179.740005,286000,179.740005
"869",184.240005,185.889999,179.5,180.309998,432800,180.309998
"870",181.910004,181.910004,177.479996,178.149994,275300,178.149994
"871",176.75,179.360001,176.75,178.559998,260700,178.559998
"872",180.309998,181.440002,177.070007,177.190002,426800,177.190002
"873",177.190002,177.199997,173.860001,174.990005,442700,174.990005
"874",177.350006,177.350006,174.339996,175.009995,338600,175.009995
"875",174.460007,175.050003,165.759995,170.639999,453300,170.639999
"876",170.300003,173.949997,167.649994,173.600006,535800,173.600006
"877",173.309998,174.460007,168.550003,169.979996,470700,169.979996
"878",170.410004,171.589996,167.550003,169,291900,169
"879",169.919998,175.029999,169.100006,174.350006,605500,174.350006
"880",177.699997,178.600006,175,175.559998,336700,175.559998
"881",177,177.699997,174.820007,176.919998,583100,176.919998
"882",179.160004,182,177.580002,181.800003,435300,181.800003
"883",180.589996,183.699997,178.75,181.410004,391900,181.410004
"884",182.440002,186.639999,182.440002,185.089996,310000,185.089996
"885",184.949997,186.690002,181.360001,185.130005,249600,185.130005
"886",185.009995,185.039993,180.559998,181.25,233600,181.25
"887",182.720001,186.059998,180.169998,180.509995,429900,180.509995
"888",179.610001,188.240005,179.570007,187.449997,378200,187.449997
"889",190,195.149994,189.440002,193.449997,684100,193.449997
"890",193.029999,193.199997,190.020004,190.699997,383700,190.699997
"891",192.600006,197.470001,192.369995,196.259995,363100,196.259995
"892",196.5,198.800003,195.289993,197.940002,341000,197.940002
"893",199.199997,201.070007,197.75,198.020004,319800,198.020004
"894",197.779999,200.660004,196.660004,198.160004,255600,198.160004
"895",198.779999,202.949997,197.020004,198.199997,312400,198.199997
"896",196.619995,197.009995,192.130005,192.830002,256000,192.830002
"897",194.199997,200.440002,193.440002,199.929993,238100,199.929993
"898",198.929993,200.610001,197.190002,197.369995,166500,197.369995
"899",198.75,201.110001,198.25,199.580002,271500,199.580002
"900",197.089996,203.259995,197.089996,201.309998,312400,201.309998
"901",201.309998,202.240005,195.479996,198.990005,286000,198.990005
"902",201.800003,208.440002,201,207.570007,401700,207.570007
"903",207.169998,207.169998,201.979996,203.919998,324100,203.919998
"904",206.679993,220.009995,204.559998,217.970001,713300,217.970001
"905",219.179993,220,213.179993,217.800003,426000,217.800003
"906",217.300003,221.639999,215.710007,221.600006,504000,221.600006
"907",221.929993,221.970001,216.300003,218.759995,485400,218.759995
"908",218.880005,220.619995,210.089996,210.240005,594300,210.240005
"909",211.539993,220.539993,211.220001,219.649994,340800,219.649994
"910",218.110001,219.910004,215.940002,217.360001,259300,217.360001
"911",215.679993,217.690002,212.839996,214.490005,152600,214.490005
"912",215.970001,219.580002,215.970001,218.449997,182700,218.449997
"913",218.820007,219.25,216.110001,217.149994,266700,217.149994
"914",217.830002,218.369995,214.570007,215.100006,261800,215.100006
"915",213.509995,216.600006,213.509995,214.710007,185200,214.710007
"916",214.429993,216.630005,212.949997,216.369995,211300,216.369995
"917",218.410004,218.979996,215.119995,215.410004,220200,215.410004
"918",215.130005,217.360001,213.710007,217.059998,250400,217.059998
"919",218.110001,218.979996,215.149994,218.600006,227200,218.600006
"920",217.759995,218.389999,214.720001,217.149994,317800,217.149994
"921",216.660004,218.240005,216.199997,217.460007,143300,217.460007
