"","TDY.Open","TDY.High","TDY.Low","TDY.Close","TDY.Volume","TDY.Adjusted"
"139",135.139999,136.100006,134.559998,135.970001,173800,135.970001
"140",136.190002,136.830002,135.410004,136.630005,174600,136.630005
"141",137.5,138.740005,136,137.410004,306400,137.410004
"142",137.610001,138.110001,135.970001,136.100006,141200,136.100006
"143",136.860001,137.440002,135.429993,135.949997,155700,135.949997
"144",135.880005,137.309998,135.740005,137.020004,101500,137.020004
"145",137.300003,137.300003,136.110001,136.339996,101900,136.339996
"146",137.320007,137.820007,136.320007,136.839996,126500,136.839996
"147",136.850006,138.949997,136.029999,138.630005,232200,138.630005
"148",145,148.369995,142.169998,147.509995,374800,147.509995
"149",148.619995,148.619995,146.690002,148.300003,197500,148.300003
"150",148.199997,148.240005,146.639999,147.130005,202700,147.130005
"151",147.039993,147.619995,144.820007,146.800003,153000,146.800003
"152",146.320007,147.429993,146.039993,147.119995,180200,147.119995
"153",146.520004,146.75,144.789993,144.979996,167100,144.979996
"154",145.470001,146.429993,144.759995,144.770004,130600,144.770004
"155",146.089996,147.559998,145.009995,147.160004,125900,147.160004
"156",147.350006,147.960007,146.389999,146.979996,132700,146.979996
"157",147.589996,147.949997,146.630005,147.289993,157600,147.289993
"158",146.770004,147.690002,143.660004,144.009995,129000,144.009995
"159",143.470001,144.660004,143.009995,143.940002,172300,143.940002
"160",143.889999,144.809998,142.779999,143.520004,154700,143.520004
"161",143.960007,145.440002,143.5,144.949997,109200,144.949997
"162",144.100006,145.009995,143.929993,144.449997,98700,144.449997
"163",144.649994,145.940002,144.279999,145.529999,171500,145.529999
"164",146.110001,146.25,145.149994,145.309998,91100,145.309998
"165",145.889999,145.889999,144.399994,145.399994,78200,145.399994
"166",144.5,147.729996,144.5,147.600006,145500,147.600006
"167",147.539993,149.160004,147.020004,148.759995,121200,148.759995
"168",149.259995,150.369995,148.229996,150.059998,129100,150.059998
"169",150.539993,151.539993,150.110001,150.550003,168500,150.550003
"170",150.610001,150.990005,148.360001,148.899994,141000,148.899994
"171",149.720001,149.729996,147.690002,148.619995,123800,148.619995
"172",148.869995,149.080002,147.429993,149.020004,159600,149.020004
"173",148.369995,151.210007,147.830002,151.029999,151700,151.029999
"174",152.169998,153.779999,151.669998,153.639999,192600,153.639999
"175",153.910004,154.919998,153.479996,154.610001,187700,154.610001
"176",154.600006,155.009995,153.229996,154.5,216100,154.5
"177",154.389999,155.240005,153.990005,154.699997,188600,154.699997
"178",154.490005,155.710007,153.949997,155.179993,267900,155.179993
"179",155.779999,158.330002,155.619995,158.25,177300,158.25
"180",158.360001,159.539993,157.539993,158.839996,239900,158.839996
"181",158.949997,160.460007,158.149994,160.199997,165600,160.199997
"182",160.259995,161,158.940002,160.759995,180600,160.759995
"183",160.869995,161.580002,160.279999,161.029999,110100,161.029999
"184",160.830002,161.300003,159.550003,160.449997,159800,160.449997
"185",160.800003,160.800003,159.160004,159.309998,128000,159.309998
"186",159.809998,160.929993,158.729996,160.559998,197700,160.559998
"187",160.240005,160.5,158.529999,159.479996,230200,159.479996
"188",159.710007,160.039993,158.410004,159.179993,138600,159.179993
"189",159.729996,163.070007,159.729996,163.070007,147200,163.070007
"190",163.179993,163.289993,160.860001,163.039993,182000,163.039993
"191",163.149994,163.860001,161.720001,162.559998,118500,162.559998
"192",162.759995,163.380005,162.110001,163.009995,85100,163.009995
"193",162.800003,163.220001,161.839996,163.020004,99300,163.020004
"194",163.380005,164.059998,162.830002,163.619995,105500,163.619995
"195",164.320007,164.660004,163.559998,164.440002,95200,164.440002
"196",164.630005,164.630005,162.580002,162.660004,95000,162.660004
"197",162.770004,165,162.309998,164.990005,105400,164.990005
"198",165.470001,165.869995,162.729996,162.970001,131800,162.970001
"199",163.229996,164.289993,161.789993,161.949997,179400,161.949997
"200",162,162.660004,161.110001,161.529999,81300,161.529999
"201",161.940002,163.399994,161.429993,163.059998,88400,163.059998
"202",162.289993,164.179993,162.080002,163.589996,123800,163.589996
"203",163.529999,165.660004,162.130005,165.419998,67300,165.419998
"204",165.910004,166.339996,164.179993,166.149994,145900,166.149994
"205",166.559998,167.690002,166.210007,167.619995,89500,167.619995
"206",167.5,168.339996,165.589996,167.580002,96900,167.580002
"207",168.029999,168.919998,166.490005,167.490005,80900,167.490005
"208",167.550003,168.320007,166.699997,168.220001,78100,168.220001
"209",167.759995,168.940002,167.309998,168.880005,111000,168.880005
"210",169.369995,170.259995,168.789993,169.960007,169200,169.960007
"211",170.899994,171,168.600006,169.860001,164100,169.860001
"212",169.860001,179.009995,166.679993,178.089996,324800,178.089996
"213",178.210007,182.880005,177.369995,182.399994,229000,182.399994
"214",181.449997,183.600006,180.880005,183.490005,184600,183.490005
"215",182.270004,184.630005,182.199997,184.25,210900,184.25
"216",183.470001,185.660004,181.979996,185.5,450300,185.5
"217",183.949997,185.100006,179.460007,180.330002,146800,180.330002
"218",180.5,181.979996,180.110001,180.630005,68000,180.630005
"219",180.070007,180.380005,178.309998,179.369995,136500,179.369995
"220",178.729996,179.789993,178.330002,178.940002,91000,178.940002
"221",178.360001,179.139999,177.330002,178.419998,90000,178.419998
"222",178.899994,181.399994,177.970001,181.089996,73300,181.089996
"223",180.479996,181.800003,179.429993,179.5,89000,179.5
"224",179.940002,181.210007,179.080002,179.800003,123200,179.800003
"225",180.830002,185.039993,180.369995,185,116200,185
"226",185.119995,185.119995,182.490005,183.809998,64800,183.809998
"227",184.149994,185.240005,182.460007,185.139999,95600,185.139999
"228",185.100006,185.100006,183.070007,183.800003,125800,183.800003
"229",184.369995,185.350006,183.520004,185.300003,106100,185.300003
"230",185.729996,185.990005,182.220001,183.509995,138300,183.509995
"231",184.300003,186.539993,183.490005,186.240005,114200,186.240005
"232",186.009995,186.009995,177.460007,183.490005,155700,183.490005
"233",185,186.059998,181.660004,181.919998,113800,181.919998
"234",181.600006,182.110001,178.800003,179.520004,100500,179.520004
"235",179.259995,182.820007,179.259995,180.410004,88100,180.410004
"236",180.419998,181.529999,179.850006,180.059998,230200,180.059998
"237",180.789993,181.5,179.809998,180.580002,182000,180.580002
"238",180.669998,181.570007,177.050003,177.350006,116500,177.350006
"239",176.919998,179.039993,176.580002,178.389999,201300,178.389999
"240",178.580002,183.229996,178.279999,183.229996,598600,183.229996
"241",183.520004,185.380005,179.710007,180.929993,187000,180.929993
"242",181.660004,186.309998,180.850006,184.360001,441100,184.360001
"243",185.899994,185.949997,182.679993,183.089996,149900,183.089996
"244",183.679993,184.190002,182.039993,182.75,157800,182.75
"245",183.839996,184.710007,181.470001,181.779999,156300,181.779999
"246",181.990005,182.089996,180.710007,181.309998,201800,181.309998
"247",181.860001,182.309998,180.509995,181.240005,142700,181.240005
"248",181.100006,182.059998,180.479996,181.830002,159500,181.830002
"249",181.779999,183.940002,181.630005,183.860001,168600,183.860001
"250",184.119995,184.119995,180.169998,181.110001,219300,181.110001
"251",181.770004,182.449997,180.839996,181.149994,243600,181.149994
"252",181.839996,184.460007,181.600006,184.339996,159500,184.339996
"253",184.369995,185.559998,183.039993,184.089996,108300,184.089996
"254",184.529999,187.759995,183.619995,187.119995,175500,187.119995
"255",187.330002,188.619995,185.360001,186.309998,80000,186.309998
"256",186.309998,189.300003,186.309998,188.580002,76900,188.580002
"257",188.880005,189.869995,188.160004,188.889999,113200,188.889999
"258",188.240005,188.240005,185.309998,187.5,85000,187.5
"259",188.080002,189.630005,187.479996,188.699997,222100,188.699997
"260",189.130005,193.619995,188.369995,193.279999,131400,193.279999
"261",194.389999,196.710007,192.690002,193.080002,167000,193.080002
"262",193.919998,194.710007,189.649994,190.660004,208400,190.660004
"263",190.639999,192.830002,189.580002,190.630005,126400,190.630005
"264",191.520004,192.419998,190.800003,191.929993,211700,191.929993
"265",191.039993,193.070007,189.619995,191.039993,97200,191.039993
"266",191.190002,192.899994,189.740005,192,87200,192
"267",192.75,195.070007,191.240005,194.809998,120600,194.809998
"268",195.809998,197.529999,195.119995,197.25,133900,197.25
"269",197.940002,199.039993,196.649994,198.889999,109400,198.889999
"270",198.589996,201.399994,198.589996,199.490005,142200,199.490005
"271",198.449997,199.309998,192,194.429993,220700,194.429993
"272",195.75,196.770004,190.25,190.919998,221000,190.919998
"273",191.970001,195.25,190.139999,192,404200,192
"274",191.789993,192.789993,188.710007,190.020004,291800,190.020004
"275",188,189.160004,177.690002,181.380005,419400,181.380005
"276",179.550003,183.410004,176.429993,179.059998,329200,179.059998
"277",178.580002,183.699997,178.190002,181.089996,200600,181.089996
"278",181.289993,181.869995,175.559998,175.559998,208200,175.559998
"279",177.809998,180.229996,172.800003,179.020004,176600,179.020004
"280",179.779999,181.789993,177.479996,180.190002,151100,180.190002
"281",179.490005,182.559998,179.490005,182.25,175600,182.25
"282",181.529999,186.679993,181.100006,186.279999,147600,186.279999
"283",187.75,191.970001,187.089996,191.910004,193800,191.910004
"284",191.139999,194.860001,190.479996,193.5,161200,193.5
"285",192.559998,196.660004,192.059998,194.589996,167100,194.589996
"286",194.949997,196.800003,191.699997,191.850006,145200,191.850006
"287",192.940002,192.940002,188.690002,188.860001,157500,188.860001
"288",190.050003,190.270004,188.789993,190.139999,164900,190.139999
"289",191.25,191.960007,189.139999,191.190002,80000,191.190002
"290",191.089996,192.660004,187.429993,187.479996,127200,187.479996
"291",188.25,190.289993,185.729996,185.949997,119800,185.949997
"292",186,186.479996,181.600006,183.029999,124200,183.029999
"293",182.279999,185.25,179.509995,184.880005,125800,184.880005
"294",183,189.320007,183,188.979996,127300,188.979996
"295",189.789993,190.710007,187.520004,189.639999,127000,189.639999
"296",187.880005,190.490005,186.490005,189.220001,165200,189.220001
"297",190.029999,191.339996,187.5,190.830002,91100,190.830002
"298",191.460007,194.460007,190.660004,194.279999,92500,194.279999
"299",194,194.880005,191.300003,192.929993,124300,192.929993
"300",192.830002,194.350006,190.009995,192.220001,375800,192.220001
"301",193.139999,193.190002,188.309998,189.580002,226200,189.580002
"302",190.169998,192.429993,188.720001,190.949997,150300,190.949997
"303",191.179993,192.729996,189.169998,190.550003,330600,190.550003
"304",190.020004,190.970001,187.639999,190.690002,179000,190.690002
"305",190.649994,193.990005,190.649994,192.5,102800,192.5
"306",192.039993,194.809998,190.940002,193.089996,102200,193.089996
"307",191.229996,192.729996,185.289993,186.130005,128400,186.130005
"308",186.589996,188.779999,183.160004,183.889999,214600,183.889999
"309",186.899994,190.610001,184.860001,190.009995,164600,190.009995
"310",190.630005,190.960007,184.520004,186.039993,99900,186.039993
"311",186.039993,186.169998,181.759995,183.589996,216800,183.589996
"312",184.960007,188.880005,184.039993,187.169998,129700,187.169998
"313",186.789993,187.389999,181.020004,183.529999,104700,183.529999
"314",184.300003,186.699997,183.089996,185.729996,233000,185.729996
"315",183.619995,187.25,181.009995,186.610001,191400,186.610001
"316",187.929993,191.220001,187.929993,190.460007,113800,190.460007
"317",188.940002,190.690002,184.009995,185.570007,138000,185.570007
"318",187.149994,187.979996,185.899994,186.139999,132700,186.139999
"319",188.800003,190.570007,187.600006,189.570007,115100,189.570007
"320",188.410004,191.729996,187.059998,190.25,133200,190.25
"321",191.059998,194.839996,191.059998,194.139999,109100,194.139999
"322",195.5,196.410004,191.720001,193.460007,135600,193.460007
"323",196.050003,197.550003,194.550003,196.970001,108800,196.970001
"324",197.990005,199.169998,196,197.169998,143900,197.169998
"325",197.770004,198.130005,196.229996,196.399994,191800,196.399994
"326",196.559998,198.779999,195.160004,198.419998,121400,198.419998
"327",198.899994,199.940002,196.839996,198.339996,99000,198.339996
"328",199,199.440002,197.429993,198.869995,108600,198.869995
"329",199.699997,200.710007,192.100006,194.960007,150500,194.960007
"330",194.600006,195.080002,191.339996,193.389999,161100,193.389999
"331",194.089996,194.800003,191.399994,193.100006,106200,193.100006
"332",192.580002,192.580002,189.399994,190.419998,113500,190.419998
"333",190.880005,192.660004,186.940002,187.089996,119700,187.089996
"334",186.970001,186.970001,177.679993,180.649994,346900,180.649994
"335",180.880005,183.580002,179.509995,179.990005,272600,179.990005
"336",181.729996,185.169998,180.119995,183.580002,225700,183.580002
"337",183.429993,194.479996,182.839996,193.139999,266800,193.139999
"338",193.139999,195.639999,193.139999,195.220001,172000,195.220001
"339",193.990005,198.220001,193.990005,197.009995,167300,197.009995
"340",198.460007,198.839996,196.779999,197.910004,277800,197.910004
"341",197.5,199.550003,197.110001,198.990005,156400,198.990005
"342",198.809998,199.779999,196.830002,198.270004,96900,198.270004
"343",198.479996,199.850006,195.589996,196.720001,141500,196.720001
"344",195.539993,198.059998,195.009995,195.619995,140400,195.619995
"345",195.600006,197.270004,195.199997,195.889999,122500,195.889999
"346",195.699997,198,195.570007,196.690002,128200,196.690002
"347",197.080002,198.839996,196.149994,197.850006,145700,197.850006
"348",199.25,202.630005,199.020004,199.779999,192400,199.779999
"349",199.75,200.399994,196.389999,196.589996,96600,196.589996
"350",195.410004,199.410004,195.410004,199.190002,88700,199.190002
"351",199,201.639999,197.479996,201.490005,171200,201.490005
"352",201,201.740005,198.039993,198.940002,115600,198.940002
"353",197.639999,198.990005,196.169998,198.009995,107800,198.009995
"354",199,204.669998,198.860001,204.050003,260200,204.050003
"355",203.25,204.520004,200.960007,201.460007,162500,201.460007
"356",203.619995,207.029999,201.419998,205.600006,156900,205.600006
"357",205.800003,206.050003,202.559998,205.289993,124000,205.289993
"358",205.179993,208.740005,204.740005,208.460007,173600,208.460007
"359",209.350006,210.470001,206.600006,210.330002,120300,210.330002
"360",210.350006,211.539993,208.009995,210.539993,99100,210.539993
"361",210.190002,213.940002,210.119995,213.770004,164500,213.770004
"362",213.529999,214.320007,209.630005,209.869995,205800,209.869995
"363",210.440002,211.389999,207.589996,208.899994,130100,208.899994
"364",209,209.899994,207.639999,208.220001,188800,208.220001
"365",208.839996,208.839996,205.199997,206.75,115800,206.75
"366",205.580002,205.979996,203.490005,204.880005,267600,204.880005
"367",204.089996,205.960007,203.929993,204.979996,98100,204.979996
"368",202.639999,203.25,199.070007,201.509995,176800,201.509995
"369",202.220001,202.830002,200.309998,201.449997,98400,201.449997
"370",201.369995,201.369995,198.119995,199.270004,100500,199.270004
"371",200.979996,202.220001,199.259995,202.029999,182700,202.029999
"372",201.320007,203.210007,196.509995,197.460007,127100,197.460007
"373",197.389999,201.449997,197.240005,199.770004,144700,199.770004
"374",200.460007,202.410004,197.399994,197.5,153500,197.5
"375",197.279999,200.270004,194.800003,198.899994,134800,198.899994
"376",199.589996,202.740005,198.830002,199.059998,120400,199.059998
"377",197.160004,200.309998,196.789993,200.160004,150800,200.160004
"378",200.899994,202.449997,199.940002,200.389999,62400,200.389999
"379",201.820007,201.820007,198.649994,200.460007,123500,200.460007
"380",200.320007,202.070007,199.110001,200.529999,99700,200.529999
"381",201.699997,204.869995,200.820007,204.580002,68900,204.580002
"382",204.360001,205.899994,202.240005,203.820007,233700,203.820007
"383",201.820007,202.779999,199.529999,200.240005,151400,200.240005
"384",202.139999,205.289993,201.039993,204.970001,92000,204.970001
"385",204.639999,208.130005,204.639999,207.759995,129400,207.759995
"386",208.130005,209.220001,207.289993,208.100006,124500,208.100006
"387",208.080002,211,207.550003,209.479996,134900,209.479996
"388",209.850006,210.789993,208.270004,210.229996,169300,210.229996
"389",209.179993,211.490005,208.949997,210.960007,109200,210.960007
"390",211.100006,213.399994,210.410004,212.559998,77200,212.559998
"391",212.020004,212.660004,208.520004,208.910004,173600,208.910004
"392",210.529999,212.350006,208.949997,211.149994,100500,211.149994
"393",210.050003,214.979996,209,214.649994,116400,214.649994
"394",214.889999,220.240005,213.130005,218.229996,167100,218.229996
"395",218.529999,218.729996,215.979996,217.570007,117400,217.570007
"396",217.899994,218.639999,215.789993,216.25,156100,216.25
"397",216.960007,220.679993,216.839996,219.419998,153300,219.419998
"398",219.089996,220.850006,216.190002,218.880005,177000,218.880005
"399",226.039993,230.979996,224.550003,226.779999,384100,226.779999
"400",226.759995,230.300003,226.5,228,201600,228
"401",228.949997,229.25,223.679993,226.360001,201800,226.360001
"402",227.259995,232.009995,227.259995,231.479996,260600,231.479996
"403",231.589996,233.919998,230.220001,232.630005,183900,232.630005
"404",233.169998,235.600006,231.559998,232,268800,232
"405",230.979996,233.389999,229.910004,231.449997,86900,231.449997
"406",231.929993,232.399994,228.759995,231.009995,94700,231.009995
"407",231.979996,233.699997,230.699997,232.949997,77100,232.949997
"408",231.690002,231.690002,226.880005,229.820007,75700,229.820007
"409",231.240005,233.210007,231.240005,232.830002,131600,232.830002
"410",232.369995,234.470001,230.009995,234,72800,234
"411",234.770004,235,232.990005,233.940002,102100,233.940002
"412",234.5,235.899994,234.470001,235.669998,184000,235.669998
"413",235.639999,235.639999,233.330002,233.429993,78400,233.429993
"414",233.259995,234.429993,231.380005,231.979996,237900,231.979996
"415",232.979996,234.149994,232.169998,232.880005,103900,232.880005
"416",234.160004,236.910004,234.160004,235.550003,131000,235.550003
"417",237.270004,238.139999,235.070007,237.100006,156500,237.100006
"418",237.720001,238.779999,235.860001,237.820007,67700,237.820007
"419",237.440002,237.929993,235.039993,236.190002,142400,236.190002
"420",234.990005,237.899994,234.990005,237.259995,112500,237.259995
"421",236.570007,240.830002,235.149994,239.570007,82500,239.570007
"422",238.779999,241.800003,238.699997,241.600006,140800,241.600006
"423",242.130005,243.940002,241.539993,242.589996,80300,242.589996
"424",241.880005,243.339996,240.479996,241.729996,74300,241.729996
"425",242.710007,244.660004,242.669998,242.839996,83700,242.839996
"426",242.220001,244.479996,241,243.050003,83500,243.050003
"427",242.850006,244.050003,240.970001,243.220001,97700,243.220001
"428",243.949997,247.330002,242.960007,244.009995,126700,244.009995
"429",244.070007,248,244.070007,247.550003,139000,247.550003
"430",247.529999,247.979996,245.039993,247.639999,130700,247.639999
"431",248.050003,250.869995,247.270004,247.770004,195700,247.770004
"432",248.300003,249.619995,244.550003,245.690002,146400,245.690002
"433",246.979996,247.440002,244.830002,246.169998,181600,246.169998
"434",246.970001,250.259995,246.580002,247.399994,349700,247.399994
"435",247.399994,247.399994,243.039993,243.770004,121600,243.770004
"436",244.529999,246.380005,243.75,244.899994,175400,244.899994
"437",245.25,245.419998,242.75,243.199997,128600,243.199997
"438",244.149994,245.479996,243.279999,244.289993,135500,244.289993
"439",244.149994,247.190002,243.860001,246.679993,213800,246.679993
"440",248.610001,249.089996,244.830002,245.660004,143300,245.660004
"441",245.300003,248.589996,240.899994,242.75,133600,242.75
"442",243.429993,246.539993,241.880005,245.5,123800,245.5
"443",245.240005,246.479996,240.520004,242.729996,102700,242.729996
"444",242.449997,243.360001,237.119995,238.669998,90400,238.669998
"445",237.570007,240.330002,235.190002,238.339996,135600,238.339996
"446",237.470001,239.75,236.050003,237.440002,96700,237.440002
"447",236.970001,236.970001,224.720001,225.380005,193000,225.380005
"448",223.720001,228.350006,218.860001,219.860001,180700,219.860001
"449",223.380005,224.589996,217.300003,221.550003,169500,221.550003
"450",221.720001,223.429993,220.380005,220.949997,178600,220.949997
"451",221.100006,227.929993,220,227.699997,260900,227.699997
"452",227.289993,228.100006,224.179993,226.850006,185200,226.850006
"453",226.399994,226.399994,222.759995,225.529999,154300,225.529999
"454",226.899994,227.080002,223.199997,223.529999,154900,223.529999
"455",224.339996,226.770004,221.740005,225.960007,123400,225.960007
"456",222.220001,223.179993,219.419998,221.289993,149100,221.289993
"457",221,227.990005,212.770004,219.970001,214000,219.970001
