"","DRI.Open","DRI.High","DRI.Low","DRI.Close","DRI.Volume","DRI.Adjusted"
"76",84.099998,84.43,83.379997,84.160004,1182000,75.780693
"77",84.949997,85.760002,84.470001,85.18,1901400,76.699127
"78",85.18,85.730003,84.760002,85.550003,1809000,77.032295
"79",85.529999,86.440002,85.269997,86.050003,2665000,77.482513
"80",86.18,86.440002,85.540001,85.959999,1813600,77.401489
"81",85.989998,85.989998,85.040001,85.190002,1906600,76.708153
"82",85.419998,85.830002,85.089996,85.629997,662800,77.104324
"83",86.089996,87.080002,85.720001,86.82,1369700,78.175842
"84",86.540001,87.629997,86.540001,87.419998,836600,78.716103
"85",87.190002,87.5,86.440002,87.330002,1116600,78.635071
"86",87.419998,87.580002,86.610001,87.330002,1244200,78.635071
"87",87.300003,87.559998,86.940002,87.080002,803200,78.409958
"88",87.349998,87.580002,86.910004,87.269997,728700,78.581039
"89",87.330002,87.839996,86.809998,87.629997,743200,78.905205
"90",87.370003,88.510002,86.610001,88.220001,1501700,79.436462
"91",88.400002,89.139999,88.279999,88.309998,1347900,79.517487
"92",88.339996,88.830002,88,88.400002,1235100,79.598526
"93",88.230003,88.230003,85.690002,85.959999,2655000,77.401489
"94",85.959999,86.190002,85.269997,85.529999,1128200,77.014275
"95",85.639999,86.629997,85.150002,86.449997,1042600,77.842667
"96",86.489998,87.220001,86.400002,86.959999,815800,78.30191
"97",87.279999,87.75,87,87.400002,965000,78.698105
"98",87.559998,87.559998,86.150002,86.639999,819200,78.013763
"99",86.900002,87.360001,86.519997,87.209999,1026700,78.527023
"100",86.889999,88.419998,86.360001,88.099998,960100,79.3284
"101",88.099998,88.339996,87.660004,87.949997,708400,79.193344
"102",87.800003,87.900002,87.269997,87.489998,817700,78.779137
"103",87.57,88.949997,86.82,88.93,2050000,80.075775
"104",89,90.089996,88.629997,90.089996,1273500,81.120262
"105",90.290001,91.75,90.160004,91.300003,1104000,82.209793
"106",91,92.290001,90.959999,91.82,1336300,82.678032
"107",91.690002,92.370003,91.610001,91.980003,1241800,82.822098
"108",92,93.019997,92,92.050003,1314300,82.885117
"109",92.050003,92.879997,91.699997,91.849998,1072100,82.705032
"110",92.120003,92.790001,91.580002,92.120003,1103000,82.948174
"111",92.019997,92.68,91.769997,91.940002,1224100,82.786087
"112",91.07,91.260002,89.830002,90.019997,2548000,81.057236
"113",90.010002,90.830002,89.839996,90.470001,1607000,81.462448
"114",90.260002,90.68,89.269997,89.800003,1471800,80.859154
"115",89.330002,89.57,88.529999,89.300003,1829500,80.408936
"116",89.5,90.68,89.389999,90.57,1082300,81.55249
"117",90.139999,90.309998,88.629997,88.68,1141600,79.850655
"118",88.769997,89.32,88.029999,88.279999,1085000,79.490486
"119",88.519997,89.550003,88.269997,89.160004,1116500,80.282867
"120",89.18,89.410004,88.529999,88.730003,1753100,79.895683
"121",89.540001,90.57,89.330002,90.080002,3427300,81.111267
"122",93.010002,95.220001,92.290001,92.690002,6178200,83.461411
"123",93.160004,93.300003,91.150002,91.559998,2209400,82.443901
"124",91.589996,91.940002,90.900002,91.760002,2030700,82.624001
"125",91.970001,92.32,90.330002,90.440002,1693800,81.435432
"126",90.690002,91.57,90.510002,91.339996,842300,82.245804
"127",91.330002,91.43,89.290001,90.129997,1790500,81.156288
"128",89.379997,90.330002,89.010002,89.68,1534300,81.319511
"129",89.889999,90.459999,89.339996,90.169998,1055700,81.763832
"130",90.050003,90.489998,89.010002,89.25,1234100,80.929596
"131",89.550003,89.900002,88.830002,89.300003,1077400,80.974945
"132",89.470001,90.239998,89.379997,89.610001,1460800,81.256027
"133",89.620003,90.099998,88.199997,88.57,1431200,80.313004
"134",88.730003,89.370003,88.440002,88.949997,1181400,80.657555
"135",88.980003,90.010002,88.900002,89.660004,1095000,81.301384
"136",89.739998,89.779999,88.690002,89.040001,779800,80.739174
"137",89.150002,90.050003,89.150002,89.860001,956700,81.482727
"138",89.849998,90.239998,89.510002,89.57,733900,81.219757
"139",89.290001,89.589996,88.559998,88.68,1142200,80.412727
"140",88.5,88.589996,86.550003,86.629997,2085500,78.553856
"141",86.949997,87.190002,86.550003,86.849998,1710700,78.753342
"142",87.199997,87.269997,85.400002,85.830002,1566100,77.82843
"143",85.459999,85.580002,83.919998,84.489998,2883600,76.613365
"144",83.860001,84.150002,82.620003,83.849998,2910300,76.033028
"145",83.82,84.629997,83.690002,83.879997,1492100,76.060211
"146",84.199997,85.230003,83.699997,84.800003,1560800,76.894447
"147",84.790001,85.300003,84.040001,84.559998,961700,76.676811
"148",84.07,84.07,82.010002,82.080002,1950100,74.428024
"149",82.209999,83.32,81.629997,83.150002,1238100,75.398277
"150",83.080002,84.290001,83.080002,83.769997,901600,75.960464
"151",83.57,83.739998,81.330002,81.830002,2403700,74.20134
"152",81.629997,82,80.980003,81.279999,2602000,73.702606
"153",81.110001,83.290001,81,82.529999,2315500,74.836075
"154",82.779999,83.480003,82.410004,83.339996,1116200,75.570557
"155",83.730003,83.839996,82.18,82.75,1373400,75.035568
"156",83.120003,83.779999,82.449997,83.480003,2183700,75.69751
"157",83.650002,84.730003,83.5,84.389999,1276800,76.522667
"158",84.32,85.290001,83.93,84.129997,1409000,76.286903
"159",83.959999,84.620003,83.720001,83.989998,1658200,76.159958
"160",84.120003,84.949997,84,84.510002,1019600,76.631477
"161",84.629997,85.809998,84.550003,85.300003,932800,77.347855
"162",84.980003,85.220001,83.360001,83.440002,1226500,75.661247
"163",83.660004,83.889999,82.360001,82.379997,1059000,74.700043
"164",82.959999,84.620003,82.57,83.68,1783300,75.87886
"165",83.650002,85.230003,83.269997,84.839996,2017600,76.930702
"166",84.400002,84.910004,82.120003,82.639999,2381100,74.935814
"167",82.639999,83.379997,82.540001,82.879997,1228200,75.15345
"168",82.82,83.220001,82.059998,82.089996,1625800,74.437088
"169",82.449997,82.510002,81.669998,81.919998,1427800,74.282944
"170",81.470001,81.860001,80.519997,81.190002,1738900,73.620995
"171",81.300003,81.349998,77.959999,78.360001,3265800,71.054825
"172",78.370003,78.589996,76.720001,77.050003,3040000,69.866943
"173",76.839996,79.199997,76.269997,78.550003,2261400,71.227104
"174",79.300003,81.75,79.300003,79.739998,2240100,72.306175
"175",79.720001,81.43,79.720001,81.220001,1501200,73.648186
"176",81.43,84.620003,81.43,83.620003,2677800,75.824471
"177",83.370003,83.470001,82.190002,83.199997,2059600,75.443611
"178",83.279999,84.470001,83.190002,83.860001,2070700,76.042076
"179",84.019997,84.849998,83.910004,84.370003,1715500,76.504547
"180",84.360001,84.389999,82.82,83.309998,2423100,75.54335
"181",83.550003,84.309998,83.220001,83.800003,1429000,75.987686
"182",83.779999,83.889999,82.660004,83.059998,1825400,75.316666
"183",82.940002,83.339996,82.32,82.879997,1898700,75.15345
"184",83.040001,83.860001,81.910004,83.139999,2399800,75.389221
"185",80.519997,81.730003,77.550003,77.709999,6191200,70.465416
"186",79.199997,80.389999,78.870003,79.150002,3086200,71.771179
"187",79.32,79.629997,78.209999,78.959999,2289300,71.598892
"188",78.879997,78.940002,78.139999,78.779999,2144800,71.435677
"189",78.529999,79.230003,77.93,79.169998,1535200,71.789307
"190",79.779999,80.139999,79.230003,80.110001,1740700,72.641685
"191",80.150002,80.440002,79.330002,79.599998,1203200,72.179237
"192",79.699997,79.940002,78.779999,79.720001,1633200,72.288048
"193",79.309998,80.970001,79,80.830002,1927400,73.878395
"194",80.779999,80.879997,79.5,79.739998,1472400,72.882133
"195",80.019997,80.18,79.099998,79.279999,1052800,72.461708
"196",79.540001,79.860001,79.25,79.339996,2314300,72.516541
"197",78.959999,79.330002,78.25,79.209999,1799400,72.39772
"198",79.120003,79.459999,78.830002,79.419998,988400,72.589653
"199",79.68,80.370003,79.269997,80.199997,1449600,73.302582
"200",79.080002,81.889999,78.860001,81.559998,2245600,74.545624
"201",81.599998,82.25,81.239998,81.959999,1913600,74.911217
"202",81.900002,82.050003,81.080002,81.970001,1638900,74.920341
"203",82.370003,83.559998,82.150002,82.769997,1952300,75.651558
"204",82.779999,83.050003,82.290001,82.349998,1873800,75.267677
"205",82.370003,82.900002,82.25,82.639999,906900,75.532738
"206",82.540001,82.900002,81.360001,81.809998,1906400,74.774101
"207",82.269997,83.029999,82.199997,82.790001,803100,75.66983
"208",83.389999,85.559998,83.139999,83.330002,1585900,76.163383
"209",83.07,83.260002,82.099998,82.769997,1308800,75.651558
"210",82.980003,83.209999,81.989998,82.269997,1103800,75.194542
"211",82.370003,82.709999,81.739998,82.080002,1262300,75.020889
"212",81.690002,82.309998,81.419998,81.809998,881700,74.774101
"213",81.830002,83.220001,81.629997,82.279999,1017700,75.203682
"214",82.25,82.57,81.809998,82.400002,582900,75.31337
"215",82.300003,82.970001,81.339996,81.650002,1546000,74.627869
"216",81.620003,83.220001,81.610001,82.120003,1348400,75.057472
"217",81.620003,82.279999,81.269997,82.139999,1347700,75.075729
"218",81.959999,82.849998,81.849998,82.639999,936400,75.532738
"219",82.519997,83.050003,82.160004,82.839996,1845600,75.715515
"220",82.949997,83.519997,82.660004,82.849998,1505600,75.724678
"221",82.760002,83,81.879997,81.949997,1559100,74.902046
"222",81.989998,82.709999,81.900002,82.330002,1062100,75.249397
"223",82.489998,83.230003,82.199997,82.809998,707900,75.68811
"224",82.949997,82.949997,81.879997,82.290001,1376800,75.21283
"225",82.720001,82.720001,80.139999,80.330002,3043500,73.42141
"226",80.160004,80.260002,79.18,79.760002,1554000,72.900414
"227",79.970001,80.540001,79.559998,80.239998,510700,73.339134
"228",80.150002,80.550003,79.879997,80.279999,1010500,73.375694
"229",80.610001,83.099998,80.349998,83.059998,1109500,75.916611
"230",83.25,85.059998,83.050003,84.809998,1437400,77.516098
"231",84.940002,85.639999,83.959999,84.32,2064100,77.068237
"232",84.720001,85.5,83.769997,85.040001,1441600,77.726334
"233",85.589996,88.57,85.589996,86.059998,2369100,78.658592
"234",86.529999,86.629997,84.699997,86.139999,2156100,78.731712
"235",86.32,86.82,85.5,85.529999,1299300,78.174187
"236",85.57,86.349998,85.07,85.279999,1595500,77.945679
"237",85.339996,86.459999,84.690002,86.410004,1583000,78.978508
"238",86.290001,86.739998,85.879997,86.550003,2067200,79.106453
"239",86.650002,87.650002,85.989998,87.139999,1803500,79.645714
"240",87.050003,87.910004,86.839996,87.599998,1254300,80.066154
"241",87.730003,88.650002,86.93,86.959999,1480900,79.481201
"242",87.599998,89.199997,87.599998,88.410004,3067100,80.806496
"243",89.849998,90.849998,89.300003,90.540001,3056800,82.753304
"244",93.809998,96.739998,92.559998,96.690002,4835100,88.374397
"245",97.730003,98.290001,95.5,95.669998,2719200,87.442116
"246",96.790001,97,94.860001,95.059998,1615800,86.884567
"247",95.139999,96.650002,94.389999,96.400002,1384100,88.109337
"248",96.32,97.709999,96.169998,97.150002,1124400,88.79483
"249",97.07,98.360001,97.07,97.410004,1025500,89.032478
"250",97.589996,97.879997,97.050003,97.5,670300,89.114723
"251",97.800003,97.800003,96.019997,96.019997,1526400,87.762009
"252",96.779999,97.339996,95.57,96.32,2015000,88.036201
"253",96.730003,98.68,96.599998,98.540001,1632400,90.0653
"254",99.519997,100.110001,98.410004,98.519997,2156000,90.047012
"255",98.839996,99.32,97.879997,99.309998,1303100,90.769073
"256",99,99.309998,97.050003,98.779999,1857300,90.284653
"257",98.480003,98.540001,97.190002,97.489998,1884900,89.677544
"258",97.459999,97.559998,96.599998,96.790001,1353900,89.03363
"259",97.050003,97.949997,96.860001,97.599998,1277400,89.778732
"260",97.989998,99.410004,97.760002,98.019997,1076300,90.165054
"261",98.690002,98.860001,96.309998,96.739998,1565600,88.987625
"262",97.57,98.580002,97.059998,97.459999,1212300,89.649925
"263",97.150002,97.800003,96.809998,97.360001,913800,89.557953
"264",97.730003,99.110001,97.68,99.040001,1306200,91.103325
"265",98.720001,98.800003,96.690002,98.059998,1200100,90.201851
"266",97.709999,98.580002,97.440002,97.489998,818800,89.677544
"267",97.949997,98.309998,97.040001,97.550003,732300,89.732735
"268",98,98.550003,96.769997,97.860001,985500,90.017899
"269",97.989998,98.599998,97.099998,98.489998,838900,90.597389
"270",98.339996,98.980003,97.75,98.230003,809600,90.358238
"271",98.07,98.379997,96.519997,96.540001,1273300,88.803665
"272",96.580002,97.139999,95.339996,95.849998,1798300,88.168953
"273",95.400002,97.550003,95.019997,97.510002,1561100,89.69593
"274",97.169998,97.410004,95.989998,96.040001,1701900,88.343727
"275",95.559998,98.330002,94.220001,94.220001,1687900,86.669579
"276",92.580002,94.93,91.150002,94.379997,2462000,86.816757
"277",93.849998,96.230003,93.830002,95.080002,1213500,87.46067
"278",95.349998,95.660004,91.230003,91.330002,1776500,84.011177
"279",92.230003,93.410004,90.230003,92.690002,1648200,85.262192
"280",93.25,94.870003,93.150002,94.220001,1343900,86.669579
"281",93.870003,95,93.230003,94.720001,1965700,87.129517
"282",94.709999,96.089996,94.18,95.610001,1276400,87.948181
"283",96.089996,97.860001,95.860001,97.690002,1836400,89.861504
"284",97.400002,97.720001,96.110001,96.519997,1240400,88.785263
"285",95.980003,96.129997,94.25,94.900002,1170600,87.295082
"286",94.839996,96.650002,94.839996,95.300003,1160000,87.66304
"287",95.610001,96.379997,94.870003,95.190002,867200,87.561844
"288",95.480003,95.75,94.209999,95.349998,1406800,87.70903
"289",95.57,96.379997,95.379997,96.32,806000,88.601288
"290",96.459999,96.970001,92.830002,92.879997,1660300,85.436958
"291",92.860001,94.059998,91.870003,92.190002,3265600,84.802269
"292",92.389999,94.360001,91.769997,92.5,1115500,85.087425
"293",91.980003,95.709999,91.980003,95.470001,2294800,87.819405
"294",95.160004,95.580002,94.099998,94.449997,1857300,86.881119
"295",94.870003,94.870003,93.080002,94.120003,1468500,86.577599
"296",93.25,93.559998,92.459999,93.389999,1714800,85.90609
"297",93.779999,94.279999,93.339996,93.620003,1671400,86.117661
"298",94.330002,94.919998,93.709999,94.809998,1209100,87.212288
"299",94.849998,95.480003,94.309998,94.75,1253100,87.157112
"300",95.269997,95.459999,94.32,94.480003,1585500,86.908745
"301",94.970001,96.010002,93.989998,94.209999,1280300,86.660385
"302",94.309998,95.190002,93.449997,93.620003,1693200,86.117661
"303",93.870003,95.199997,93.68,94.550003,3029900,86.973137
"304",94.18,95.089996,93.660004,94.370003,1629500,86.807571
"305",94.690002,96.370003,94.449997,95.110001,1925400,87.488251
"306",95.040001,95.68,93.209999,93.309998,1661400,85.832504
"307",88.480003,90,85.879997,85.940002,5256500,79.053108
"308",85.830002,86.849998,84.220001,84.25,2723700,77.498535
"309",85.489998,86.830002,84.550003,84.82,2123600,78.022858
"310",84.760002,85.330002,83.669998,84.220001,1430100,77.47094
"311",84.260002,84.730003,83.910004,84.379997,1857500,77.618126
"312",84.779999,85.639999,84.209999,85.25,1319900,78.418381
"313",86.010002,86.029999,82.379997,84.07,2188500,77.332962
"314",84.260002,85.379997,83.57,84.559998,1381300,77.783699
"315",83.75,87.040001,83.75,86.839996,1829200,79.880989
"316",87.080002,87.080002,86.059998,86.669998,1852800,79.724609
"317",86.010002,87.089996,85.830002,86.860001,1757600,79.899376
"318",87.290001,87.910004,86.480003,86.550003,2084300,80.195885
"319",87.089996,87.25,85.870003,86.589996,1698400,80.232948
"320",86.32,87.040001,86.040001,86.5,970000,80.149567
"321",87.129997,87.690002,86.669998,86.849998,1040900,80.473854
"322",87.279999,87.879997,86.860001,87.720001,1785500,81.279999
"323",88,89.120003,88,88.949997,1618500,82.419693
"324",89.959999,90.419998,88.879997,89.419998,1318700,82.855179
"325",89.550003,90.580002,89.339996,89.760002,1137800,83.170219
"326",89.739998,90.099998,88.949997,89.760002,843900,83.170219
"327",90.720001,91.349998,90.360001,91.050003,1773800,84.365524
"328",91.019997,91.349998,89.849998,91.050003,1500300,84.365524
"329",91.580002,91.879997,89.690002,90.400002,1004700,83.763245
"330",90.510002,91.489998,90.059998,91.120003,908200,84.430374
"331",91.639999,93.5,91.639999,92.849998,1413500,86.033356
"332",93.010002,95.43,92.75,94.440002,1346400,87.506645
"333",94.690002,94.690002,92.720001,92.860001,2533700,86.042633
"334",92.769997,93.410004,92.150002,93.300003,956300,86.450325
"335",92.830002,93.349998,91.779999,91.989998,1003100,85.236488
"336",91.870003,92.139999,91.089996,91.830002,869500,85.088242
"337",91.900002,93.68,91.779999,92.830002,1198000,86.014847
"338",92.839996,92.839996,91.440002,91.910004,1916600,85.162376
"339",92.120003,93,91.889999,92.269997,1150300,85.495941
"340",92.239998,92.25,91.099998,91.839996,1132100,85.097511
"341",91.529999,91.720001,91.040001,91.339996,1129300,84.634232
"342",91.480003,92.25,90.269997,90.330002,1895400,83.698372
"343",90.260002,90.330002,86.669998,86.970001,2307500,80.585045
"344",86.699997,87.449997,86.300003,87.300003,1686000,80.890831
"345",87.440002,87.82,87.010002,87.220001,1148400,80.816689
"346",87,87.779999,84.989998,85.940002,2345800,79.630669
"347",86.029999,86.400002,84.419998,85.059998,1745600,78.815269
"348",85.110001,86.43,84.370003,86.220001,1468000,79.890106
"349",86.400002,86.610001,85.370003,85.940002,1431400,79.630669
"350",85.25,86.029999,84.620003,85.709999,1672000,79.417564
"351",85.919998,87.43,85.760002,86.949997,1719300,80.566528
"352",87.120003,88.900002,86.940002,87.879997,1478400,81.428246
"353",87.32,88.089996,86.93,88.080002,1492500,81.613564
"354",88.559998,89.050003,88.139999,88.970001,1244600,82.438225
"355",88.959999,88.959999,86.93,87.410004,1792900,80.992752
"356",88.290001,89.5,87.860001,88.5,1269000,82.002731
"357",88.230003,89.059998,87.860001,88.669998,1287000,82.160248
"358",88.489998,89.43,87.610001,89.260002,1106100,82.706924
"359",89.510002,91.18,89.239998,90.910004,1061500,84.235794
"360",92.290001,92.540001,91.120003,91.400002,1257800,84.689835
"361",91.25,91.910004,90.540001,91.449997,1378900,84.736168
"362",91.879997,92.410004,91.400002,92.309998,1157800,85.533005
"363",92.709999,93.010002,91.980003,92.830002,1705600,86.014847
"364",92.970001,93.730003,92.360001,92.379997,924500,85.59787
"365",92.529999,92.900002,91.57,92.190002,1681100,85.421837
"366",92.050003,94.18,91.339996,94.099998,1904300,87.191589
"367",93.32,94.480003,93,94.32,1448100,87.395454
"368",93.900002,95.970001,93.879997,94.610001,1791000,87.664154
"369",94.519997,94.699997,93.18,93.269997,2889700,86.422523
"370",102.510002,107.739998,100.720001,107.059998,8042900,99.20015
"371",108.239998,109.529999,105.360001,108.870003,3273800,100.877266
"372",108.690002,109.360001,107.199997,107.300003,2510000,99.422516
"373",107.410004,108.879997,106.330002,107.839996,2031900,99.922874
"374",108.389999,108.400002,105.809998,105.870003,1880700,98.097488
"375",105.529999,108.050003,105.529999,108,2003500,100.071129
"376",108.459999,109.580002,107.059998,107.059998,1894900,99.20015
"377",106.849998,109.730003,106.129997,109.510002,2053300,101.470276
"378",110,110.550003,108.150002,108.669998,2591300,100.69194
"379",109.349998,110.480003,108.910004,110.190002,1963600,102.100349
"380",110.860001,111.43,110.190002,111.080002,1963500,102.925026
"381",110.68,111.059998,109.709999,110.43,2254300,103.018295
"382",110.489998,110.760002,109.25,109.800003,1993800,102.430588
"383",109.449997,110.980003,109.419998,110.459999,1768200,103.046288
"384",111.25,111.739998,110.699997,111.389999,1386300,103.913864
"385",111.110001,112.32,110.809998,112.089996,955700,104.566856
"386",110.739998,111.940002,110.050003,111.279999,1506900,103.811241
"387",111.330002,111.75,110.199997,110.379997,1215300,102.971657
"388",111.080002,112.440002,110.519997,112.150002,1215100,104.622856
"389",111.029999,112.809998,111.029999,111.809998,801800,104.305664
"390",111.43,111.510002,110.360001,110.459999,1240200,103.046288
"391",110.730003,111.559998,109.110001,110.959999,1139200,103.512711
"392",110.919998,110.919998,107.93,108.300003,1798500,101.031265
"393",108,109.610001,106.919998,107.050003,2290000,99.86515
"394",106.959999,107.970001,106.510002,107.010002,1632400,99.827827
"395",107.970001,108.519997,106.68,106.779999,1193600,99.613266
"396",106.760002,107.400002,106.269997,106.419998,632000,99.277428
"397",104.800003,107,104.720001,106.940002,1328700,99.762535
"398",105.879997,107.190002,105.32,106.529999,1207300,99.380066
"399",106.970001,109.120003,106.339996,108.769997,1287500,101.469704
"400",108.889999,109.730003,108.019997,108.879997,1114200,101.572311
"401",109.18,111.389999,109.18,110.889999,972000,103.447418
"402",111.209999,111.699997,109.400002,109.980003,837000,102.598511
"403",109.970001,110.089996,108.580002,109.879997,735100,102.505219
"404",109.849998,110.879997,109.339996,109.419998,884700,102.07608
"405",108.459999,110.199997,107.959999,109.470001,892700,102.122726
"406",109.540001,109.739998,108.449997,109.330002,754600,101.992126
"407",109.970001,111.290001,108.459999,111.160004,818900,103.699295
"408",110.580002,112.739998,110.580002,112.339996,1262500,104.80011
"409",112.830002,113.540001,112.529999,112.879997,987900,105.303841
"410",113.150002,114.059998,112.720001,113.849998,776900,106.20874
"411",113.739998,114.510002,113.400002,114.360001,1166500,106.684509
"412",114.529999,114.68,113.029999,114,626600,106.348694
"413",114.199997,114.209999,113.010002,113.760002,529600,106.124802
"414",113.519997,114.43,112.209999,114.309998,1101200,106.637878
"415",114.449997,115.309998,114.080002,114.330002,970700,106.656532
"416",114.709999,115,113.449997,113.879997,643700,106.236732
"417",113.660004,115.269997,113.660004,114.980003,912400,107.262901
"418",115.190002,115.190002,114.32,114.879997,518300,107.169617
"419",114.75,116.290001,114.269997,115.620003,557500,107.859947
"420",115.809998,116.620003,115.190002,116.040001,999900,108.25177
"421",116.110001,117.610001,115.970001,117.269997,815500,109.399208
"422",117.910004,119.099998,116.75,118.870003,1066400,110.891838
"423",118.589996,119.410004,118.050003,118.809998,1154800,110.835861
"424",118.849998,120.199997,118.699997,119.160004,1571700,111.162361
"425",117.449997,119.290001,117.230003,118.68,1006200,110.714577
"426",120.510002,120.93,118.949997,119.379997,1173300,111.367592
"427",119.519997,119.75,118.459999,118.739998,754200,110.770561
"428",119.419998,119.610001,118.190002,118.849998,862100,110.873161
"429",119.400002,119.400002,118.389999,119.050003,815800,111.059761
"430",118.589996,118.919998,117.419998,117.980003,992200,110.061577
"431",117.910004,119.540001,117.010002,118.900002,1697600,110.919823
"432",119.760002,119.849998,117.080002,117.889999,1662900,109.977592
"433",122.620003,124,114.900002,116.449997,3697400,108.634239
"434",116.900002,117,112.599998,112.889999,3062000,105.313179
"435",111.269997,113.739998,110.720001,113.279999,1811400,105.67701
"436",113.870003,114.040001,112.629997,113.080002,1475400,105.49044
"437",113.410004,114.220001,112.400002,112.540001,1269500,104.986671
"438",112.279999,113.099998,111.089996,111.279999,916700,103.811241
"439",111.290001,111.889999,110.970001,111.190002,1807700,103.727287
"440",111.129997,111.18,109.010002,109.220001,1444100,101.889503
"441",109.32,109.519997,106.940002,107.050003,1715100,99.86515
"442",107.440002,108.949997,107.220001,107.900002,1561200,100.658104
"443",108.139999,108.660004,107.690002,108.139999,1399600,100.881996
"444",108.230003,109.080002,107.459999,108.389999,1574300,101.115204
"445",108.43,108.949997,106.82,108.339996,1105500,101.068558
"446",108.150002,109.339996,107.970001,108.639999,1272000,102.054932
