"","MCD.Open","MCD.High","MCD.Low","MCD.Close","MCD.Volume","MCD.Adjusted"
"98",148.220001,148.529999,147.649994,147.820007,3262300,132.592102
"99",147.940002,149.990005,147,149.5,3348900,134.09906
"100",149.809998,149.949997,149.270004,149.779999,3408100,134.350189
"101",149.869995,150.240005,149.25,149.860001,3258200,134.421951
"102",149.949997,150.330002,149.520004,149.929993,3113900,134.484756
"103",150.119995,151.149994,149.600006,150.889999,6415700,135.345871
"104",150.789993,152.389999,150.350006,152.389999,4349800,137.548218
"105",152.520004,153.899994,152.149994,153.740005,4316700,138.766724
"106",153.630005,153.660004,152.759995,152.789993,2633700,137.909225
"107",152.369995,152.589996,151.210007,151.229996,3661900,136.50119
"108",151.229996,152.009995,150.729996,151.940002,2922900,137.142044
"109",151.940002,152.149994,151.009995,151.429993,3709900,136.681686
"110",151.880005,152,150.899994,151.479996,4143100,136.726852
"111",151.479996,151.479996,148.039993,148.470001,5902600,134.009995
"112",148.860001,150.25,148.619995,149.820007,4267700,135.228546
"113",150.320007,151.080002,149.910004,150.679993,2675500,136.004761
"114",149.899994,151.520004,149.649994,151.169998,2517500,136.447037
"115",150.979996,152.889999,150.919998,151.990005,5443900,137.18718
"116",152.389999,153.179993,151.839996,153.139999,3263800,138.225204
"117",154.270004,155.279999,153.839996,154.070007,3614400,139.06459
"118",154.179993,154.419998,153.610001,153.729996,2448500,138.757706
"119",153.779999,154.910004,153.679993,154.800003,2003800,139.723511
"120",155,155.449997,154.429993,154.639999,2214700,139.579071
"121",155.179993,155.460007,153.520004,153.960007,2360900,138.965302
"122",154,154.820007,153.460007,153.720001,2139000,138.748703
"123",154.039993,154.679993,153.740005,154.300003,1302800,139.272186
"124",154.580002,154.580002,152.149994,153.130005,1975900,138.216125
"125",153.300003,153.770004,152.720001,153.160004,2508200,138.243225
"126",153.440002,153.869995,152.479996,152.5,1100700,137.647476
"127",152.820007,153.570007,151.990005,153.070007,2497300,138.161972
"128",152.699997,153.460007,152.330002,153.089996,2019800,138.180023
"129",153.369995,156.559998,153.149994,156.270004,4117800,141.050339
"130",156.279999,156.529999,155.160004,155.520004,2402200,140.373398
"131",155.089996,155.880005,154.009995,154.910004,2008800,139.822784
"132",155.410004,156.75,155.270004,156.580002,2094900,141.330124
"133",156.490005,156.539993,154.339996,155.039993,3169700,139.940109
"134",154.990005,155.5,154.729996,155.279999,2440200,140.156723
"135",155.429993,155.440002,154.699997,155.259995,2408700,140.138687
"136",155,155.270004,153.369995,153.960007,3890300,138.965302
"137",154.130005,154.460007,153.479996,153.889999,3072200,138.90213
"138",154.029999,155.220001,153.550003,154.210007,2240200,139.190964
"139",154.059998,154.699997,153.289993,153.919998,3522400,138.929245
"140",154,154.220001,151.770004,151.850006,5307400,137.060806
"141",157.75,159.979996,156.539993,159.070007,9511400,143.577637
"142",158.759995,159,155.679993,156.509995,4679000,141.266937
"143",156.419998,157.429993,155.539993,156.949997,4624100,141.664093
"144",156.360001,156.660004,155.070007,155.850006,3964500,140.671234
"145",155.919998,156.419998,154.850006,155.139999,4272400,140.030334
"146",154.979996,155.899994,153.710007,154.039993,4185100,139.037491
"147",153.759995,156.649994,153.710007,156.589996,3326000,141.339172
"148",156.559998,156.770004,154.410004,154.720001,3666100,139.651276
"149",154.610001,154.820007,153.229996,153.820007,4435400,138.838928
"150",154.139999,155.389999,154,154.970001,3252100,139.876984
"151",154.669998,155.25,154.100006,154.919998,4234300,139.831833
"152",155.300003,155.679993,154.350006,154.919998,3006500,139.831833
"153",154.330002,157.199997,154.25,156.619995,3874500,141.366226
"154",156.880005,158.399994,156.630005,157.300003,2925000,141.980011
"155",157.449997,157.899994,156.460007,157.259995,2809100,141.943909
"156",157.839996,158.580002,157.339996,157.619995,2160100,142.268814
"157",157.889999,159.380005,157.600006,158.899994,2921800,143.424164
"158",158.75,159.529999,157.809998,157.889999,3071600,142.512543
"159",157.990005,158.279999,157.020004,157.759995,2595700,142.395218
"160",158.169998,158.639999,157.539993,158.360001,2195100,142.936798
"161",158.5,159.940002,158.389999,159.639999,2122600,144.092102
"162",159.300003,159.369995,158.380005,158.809998,2190700,143.342926
"163",159.110001,159.679993,158.330002,158.410004,1634800,142.981903
"164",158.889999,159.339996,158.529999,158.820007,2019600,143.351959
"165",159.039993,159.960007,158.660004,159.669998,2027300,144.119171
"166",159.199997,159.759995,158.729996,159.380005,3283400,143.857407
"167",158.399994,159.639999,158.320007,159.529999,2236500,144.847092
"168",159.770004,160,159.350006,159.970001,2717000,145.246613
"169",159.869995,160.199997,159.5,159.809998,1878300,145.101349
"170",159,159.779999,158.070007,159.100006,4000500,144.45668
"171",159.229996,159.369995,158.220001,158.220001,4143300,143.657669
"172",158.470001,160.070007,158.330002,159.899994,2965400,145.18306
"173",159.529999,160.380005,159.179993,159.710007,2984200,145.010529
"174",160,161.720001,159.919998,161.529999,2333600,146.66304
"175",160.210007,160.720001,155.770004,156.330002,10324100,141.94165
"176",156.740005,157.779999,156,157,4705600,142.549942
"177",157,157.350006,156.050003,157,3109700,142.549942
"178",157.789993,158,156.880005,156.919998,7425100,142.477341
"179",157.720001,157.789993,156.350006,156.679993,3831900,142.25943
"180",157.270004,157.899994,156.330002,157.429993,3554600,142.940384
"181",157.899994,159.889999,157.759995,159.880005,3641100,145.164917
"182",159.869995,160.089996,158.509995,159.029999,2503400,144.393143
"183",158.880005,159.740005,158.559998,158.910004,2442700,144.284195
"184",158.470001,158.690002,156.100006,156.259995,3661500,141.878067
"185",156.25,156.839996,153.270004,153.350006,6420000,139.235916
"186",153.509995,154.690002,153.440002,154.050003,3915900,139.87149
"187",156.160004,158.309998,155.479996,157.490005,4210200,142.994888
"188",157.509995,158.039993,156.119995,156.679993,3670100,142.25943
"189",156,157.179993,155.800003,156.960007,2407000,142.513672
"190",156.75,157.460007,156.360001,156.860001,2188400,142.422836
"191",156.830002,157.419998,156.649994,157.210007,1823100,142.740646
"192",157.300003,158.919998,157.300003,158.800003,2796000,144.184311
"193",158.580002,160.130005,158.580002,159.600006,3548500,144.91069
"194",159.610001,160.490005,159.5,160.119995,2120000,145.382767
"195",159.690002,161.580002,159.589996,160.580002,2909600,145.800476
"196",160.899994,163.240005,160.580002,163.149994,3572500,148.133926
"197",162.990005,164.399994,162.770004,163.910004,3023600,148.82399
"198",164.449997,165.509995,164.080002,165.369995,2957400,150.149628
"199",165.440002,165.740005,164.440002,165.009995,2132300,149.822769
"200",164.919998,166.020004,164.75,165.399994,2379700,150.176849
"201",165.289993,166.25,163.889999,165.770004,2798300,150.512833
"202",165.820007,166.949997,164.919998,166.5,2478100,151.175613
"203",167.229996,167.899994,165.5,166.300003,5577700,150.994019
"204",166.100006,166.100006,163.089996,163.339996,6214800,148.306427
"205",165.259995,166.490005,163.589996,163.880005,7855200,148.796738
"206",163.410004,165.119995,163,163.580002,3716200,148.524384
"207",164.139999,164.649994,163.75,164.009995,2934400,148.91481
"208",164.089996,165.850006,163.770004,165.389999,2298100,150.167786
"209",165,166.559998,164.669998,166.229996,2051000,150.93042
"210",166.25,167.410004,166.130005,166.910004,2873000,151.547882
"211",165.720001,167.990005,165.570007,166.369995,2186100,151.057571
"212",166.990005,168.470001,166.5,168.100006,2291000,152.628357
"213",168,169.449997,167.600006,168.649994,1959500,153.127716
"214",168.899994,170.419998,168.600006,170.070007,3087700,154.416992
"215",170.100006,170.820007,169.520004,170.770004,2506000,155.052597
"216",170.169998,170.919998,169.449997,170.100006,2605000,154.444275
"217",168.720001,169.199997,166.100006,167,4219000,151.629608
"218",166.399994,166.800003,163.520004,165.589996,4226800,150.34938
"219",165.470001,167.949997,165.080002,167.369995,2605600,151.965515
"220",166.839996,168.419998,166.570007,168.110001,2180900,152.637421
"221",167.690002,168.690002,167.149994,167.320007,2019300,151.920135
"222",167.679993,168.889999,167.529999,168.089996,2293400,152.619263
"223",167.539993,167.699997,166.160004,166.720001,2221400,151.375366
"224",167.330002,167.850006,166.759995,166.929993,2442300,151.566025
"225",167.550003,169.259995,167.509995,168.300003,2653100,152.809952
"226",169.270004,170.350006,168.669998,169.050003,2719200,153.490906
"227",168.880005,169.559998,168.820007,169.110001,963200,153.545395
"228",168.899994,169.179993,168.089996,168.960007,2082400,153.409225
"229",169.229996,171.380005,169.039993,171.339996,2909900,155.570129
"230",171.699997,172.020004,169.050003,170.429993,4590300,154.743896
"231",170.240005,173.169998,169.339996,171.970001,6023700,157.073013
"232",172.770004,173.149994,170.389999,172.869995,4279200,157.895035
"233",173.270004,173.479996,170.429993,170.649994,3943100,155.867371
"234",173.639999,174.25,172.460007,172.990005,3228700,158.004669
"235",173.479996,174.440002,173,173.479996,2618700,158.452179
"236",172.550003,173.289993,171.919998,172.910004,2284800,157.931595
"237",173.039993,173.539993,172.509995,173.149994,2241100,158.150787
"238",172.940002,173.25,172.220001,173.25,2340800,158.242142
"239",173,173.199997,171.850006,172.229996,2805900,157.310501
"240",172.440002,173.960007,172.399994,173.550003,2554000,158.516129
"241",173.660004,174.080002,172.830002,173.139999,2666900,158.141663
"242",174.300003,175.089996,173.679993,174.059998,7435200,158.981964
"243",174.869995,175.779999,174.110001,174.199997,2426300,159.109848
"244",174.389999,174.899994,173.080002,173.389999,3122500,158.37001
"245",173.830002,173.880005,171.710007,172.169998,2749400,157.255692
"246",172.600006,172.75,171.669998,171.850006,2343300,156.963394
"247",171.820007,172.039993,170.550003,171.419998,3234100,156.570663
"248",171.089996,171.639999,170.820007,171.289993,1280200,156.45192
"249",171.330002,172.740005,170.850006,172.669998,1596800,157.712341
"250",173.259995,173.550003,172.619995,173.100006,1800100,158.105103
"251",172.979996,172.979996,171.919998,172.119995,2201800,157.210022
"252",173.729996,174.479996,172.660004,173.220001,3696900,158.214737
"253",173.229996,173.639999,172,172.490005,3789600,157.547989
"254",173.240005,174.130005,172.729996,173.699997,2756400,158.653107
"255",174,175,173.399994,174.050003,3737700,158.972839
"256",173.740005,174.210007,172.929993,173.929993,2060800,158.863205
"257",174.229996,174.229996,173.009995,173.539993,2674300,158.506989
"258",173.5,174,172.470001,173.509995,2172500,158.479599
"259",173.559998,174.550003,172.100006,173.389999,3078000,158.37001
"260",173.360001,173.789993,172.880005,173.570007,2901600,158.534409
"261",173.619995,174.410004,172.880005,173.679993,3662600,158.634842
"262",174.350006,175.690002,173.880005,174.979996,4129600,159.822235
"263",175.190002,175.449997,173.899994,174.570007,2154800,159.447769
"264",174.990005,176.639999,174.380005,176.119995,3746300,160.86351
"265",175.970001,176.830002,175.610001,176.210007,3217900,160.945694
"266",175.570007,177.75,174.850006,176.809998,3197600,161.493729
"267",177.300003,177.300003,175.25,176.119995,2810800,160.86351
"268",176.399994,176.619995,174.660004,175.660004,2815800,160.443359
"269",175.669998,178.399994,175.009995,178.360001,3957700,162.90947
"270",178.300003,178.699997,177.240005,177.770004,6091900,162.37059
"271",177.100006,177.669998,170.850006,172.479996,9613000,157.538788
"272",173.600006,174.300003,170.270004,171.139999,7004200,156.314896
"273",170.270004,173.539993,168.889999,171.899994,4751300,157.009064
"274",170.800003,172.729996,168.990005,169.380005,4604500,154.707367
"275",168.610001,169.460007,153.860001,163.850006,7309300,149.656418
"276",158.350006,166.050003,158.25,165.179993,7020000,150.871185
"277",164.860001,168.259995,164.520004,165.710007,4974000,151.355286
"278",165.690002,165.729996,158.759995,158.970001,5656000,145.199158
"279",159.979996,161.979996,155.229996,160.800003,7187100,146.870621
"280",162.369995,165.889999,161.5,163.899994,5255900,149.702057
"281",163,163.830002,161.720001,162.399994,5406000,148.332001
"282",161.440002,162.020004,159.679993,159.990005,5865600,146.130753
"283",161.139999,161.520004,158.809998,160.779999,5012100,146.852356
"284",159.470001,159.899994,157.759995,157.789993,7165800,144.121353
"285",157,159.160004,156.279999,157.160004,5211100,143.545929
"286",157.759995,161.320007,157.600006,158.639999,7833400,144.89772
"287",158.949997,161.399994,158.899994,160.660004,4398200,146.742737
"288",161.440002,163.309998,161.440002,163.059998,4272400,148.934814
"289",164,164.75,162.300003,163.580002,4525200,149.409805
"290",164.190002,164.5,160.639999,160.660004,4907500,146.742737
"291",160.429993,161.210007,157.720001,157.740005,6116800,144.987152
"292",157.800003,160.429993,155.210007,155.699997,5609000,143.112106
"293",148.910004,150.449997,146.839996,148.270004,11754300,136.282761
"294",148.279999,151.479996,147.919998,151.029999,6397800,138.819626
"295",151.25,151.710007,150.130005,151.199997,5015400,138.975922
"296",149.860001,152.740005,149.679993,152.380005,4492000,140.060516
"297",152.729996,154.610001,152.649994,154.440002,4291400,141.953949
"298",155.619995,157.729996,154.839996,157.240005,5076500,144.527542
"299",157.740005,159.449997,157.509995,157.740005,4461500,144.987152
"300",158.559998,159.889999,158.210007,158.220001,4333100,145.428345
"301",159,159.509995,157.240005,158.240005,3879000,145.446747
"302",158.710007,162.149994,158.589996,161.610001,5925700,148.544266
"303",161.880005,163.229996,161.580002,162.360001,14293800,149.233643
"304",162,162.360001,158.210007,159.009995,4307600,146.154434
"305",159.75,160.669998,159.25,159.380005,3105100,146.494598
"306",160,160.410004,158.289993,158.660004,3871900,145.832779
"307",157.850006,159.119995,156.850006,157.039993,3669400,144.34375
"308",157.589996,157.779999,154.919998,154.979996,3447400,142.450272
"309",156.210007,158.199997,156.210007,158.009995,3477000,145.235306
"310",158.5,159.770004,156.470001,157.479996,3519100,144.748154
"311",157.839996,159.759995,157.820007,158.410004,3913200,145.602997
"312",159,159.830002,156.380005,156.380005,5289500,143.737122
"313",158.270004,160.160004,155.25,157.720001,6960100,144.968781
"314",157.979996,160.529999,157.300003,160.399994,4719400,147.432098
"315",158.5,162.149994,157.880005,161.729996,4888000,148.654572
"316",162.399994,164.559998,161.75,163.949997,4503900,150.695099
"317",162.419998,163.779999,160.910004,161.25,4321900,148.213394
"318",162.220001,163.570007,161.059998,161.229996,3581500,148.194992
"319",162.830002,163.960007,162.050003,162.770004,3902600,149.610504
"320",162.5,164.059998,162.279999,163.339996,2711100,150.134384
"321",163.589996,165.399994,161.539993,161.619995,5178900,148.553421
"322",162.160004,163.160004,161.259995,161.729996,2452800,148.654572
"323",161.300003,162.440002,160.860001,161.630005,3115200,148.562637
"324",162.389999,163.479996,162.059998,162.550003,2861900,149.408295
"325",162.589996,163.309998,161.740005,161.809998,2503100,148.728134
"326",161.610001,162.100006,158.779999,159.529999,3276600,146.632446
"327",159.330002,160.729996,158.509995,158.770004,3961200,145.933884
"328",158.970001,159.690002,158.149994,158.990005,3051900,146.136108
"329",159.75,159.830002,156.759995,157.320007,2904400,144.60112
"330",157.089996,157.339996,155.009995,155.940002,3710200,143.332657
"331",156.460007,159.460007,155.649994,158.899994,3680600,146.053345
"332",159.479996,159.850006,158.210007,158.300003,4141500,145.501877
"333",164.690002,167.949997,163.75,167.440002,12954700,153.902924
"334",166.380005,166.5,162.100006,163.440002,6560100,150.226318
"335",162.149994,163.199997,160.440002,160.679993,4318400,147.689453
"336",160.600006,160.839996,159.080002,160.080002,3450100,147.137955
"337",159.949997,165.449997,159.899994,165.029999,4283600,151.687759
"338",166.770004,167.300003,164.649994,165,3379000,151.660187
"339",164.440002,165.589996,163.75,164.770004,2808100,151.448807
"340",165,165.210007,163.050003,164.240005,2762500,150.961624
"341",164.449997,165.639999,164.309998,165.070007,1675100,151.724548
"342",165,165.979996,164.850006,165.389999,2258500,152.018677
"343",165.649994,165.979996,164.320007,164.720001,2537300,151.402832
"344",164.270004,164.649994,162.330002,163.059998,3471300,149.87706
"345",163.240005,163.940002,161.740005,162.869995,2522000,149.702393
"346",162.630005,163.229996,160.729996,161.309998,2975500,148.268539
"347",161.679993,162.839996,160.550003,160.979996,2318000,147.965225
"348",161.779999,161.970001,160.610001,161.479996,2424000,148.424805
"349",162.059998,162.089996,159.160004,159.449997,3224000,146.558899
"350",159.699997,161.649994,159.160004,161.619995,3835100,148.553421
"351",161.110001,162.600006,160.440002,162.389999,3378000,149.261215
"352",162.440002,163.949997,162.100006,163.210007,2582100,150.014923
"353",162.429993,162.720001,160.210007,160.619995,3197100,147.634293
"354",161.410004,162.100006,160.820007,161.820007,2396500,148.737289
"355",161.179993,161.630005,159.940002,160.009995,4881100,147.073639
"356",159.899994,160.050003,159.020004,159.160004,3203800,147.221619
"357",160.080002,160.490005,159.539993,160.220001,3174600,148.202118
"358",159.970001,160.990005,158.979996,159.479996,2952300,147.517654
"359",159.789993,162.389999,159.330002,162.380005,3586200,150.200104
"360",163.75,170,163.690002,169.479996,8342500,156.767563
"361",169.020004,171.559998,168.460007,168.910004,5056600,156.24028
"362",169.039993,169.039993,166.259995,166.490005,3246500,154.001831
"363",166.820007,167.240005,166.229996,166.729996,2985300,154.223816
"364",166.990005,167.610001,166.550003,166.580002,3140500,154.085068
"365",167.039993,167.940002,166.679993,167.050003,2390000,154.519791
"366",166.100006,166.600006,164.589996,166.460007,7384400,153.97406
"367",165.529999,166.580002,163.809998,166.279999,4297700,153.807556
"368",164.619995,165.509995,164.240005,164.970001,3350400,152.595856
"369",164.910004,165.529999,162.369995,162.559998,3649500,150.366623
"370",163.289993,163.600006,159.539993,160.529999,4655800,148.488861
"371",161.270004,165.139999,161.259995,164.550003,8703600,152.207336
"372",163,163,158.949997,159.809998,6126800,147.822861
"373",160.009995,161.850006,159.800003,160.910004,3375100,148.840408
"374",159.050003,160.490005,157.380005,157.419998,4962100,145.612152
"375",157.25,157.330002,155.100006,156.320007,4136500,144.594666
"376",156.759995,157.949997,156.070007,156.690002,4024500,144.936905
"377",155.990005,156.869995,155.449997,156.869995,3024000,145.103394
"378",157.360001,157.820007,156.309998,156.479996,1437700,144.742676
"379",156.899994,157.669998,156.5,157.320007,2248300,145.519669
"380",157.770004,160.570007,157.449997,159.419998,3298800,147.462128
"381",160.470001,160.800003,159.369995,159.940002,2477300,147.943146
"382",159.830002,160.979996,159.460007,160.619995,2187500,148.572098
"383",158.889999,159.710007,157.699997,158.619995,3203800,146.722122
"384",159.149994,159.779999,158.820007,159.119995,2360800,147.184616
"385",157.399994,158.759995,155.279999,158.509995,5186500,146.620407
"386",158.619995,159.279999,157.960007,158.779999,2818200,146.870132
"387",158.559998,160,158.559998,159.75,1877500,147.767365
"388",159.850006,159.869995,157.809998,157.929993,3824000,146.083862
"389",157.589996,158.639999,157.110001,157.410004,4869700,145.60289
"390",157.199997,158.350006,156.279999,157.970001,2695500,146.120895
"391",157.800003,158.830002,157.039993,158.75,2754300,146.842377
"392",159.240005,159.580002,157.520004,157.940002,3388400,146.093155
"393",157.690002,158.990005,157.410004,158.889999,4193400,146.971863
"394",158.229996,158.889999,154.710007,156.139999,7409800,144.428177
"395",156.580002,158.009995,156.399994,157.479996,4234100,145.667618
"396",157.389999,160.020004,157.089996,158.639999,3274800,146.740646
"397",158.699997,159,157.229996,157.539993,3530000,145.723145
"398",156.570007,157.220001,155.660004,156.919998,4252800,145.149673
"399",156.649994,156.929993,153.130005,155.410004,6245900,143.752884
"400",155.699997,156.970001,154.289993,156.210007,3673100,144.492889
"401",156.029999,157.410004,155.460007,156.720001,2375200,144.964661
"402",156.910004,157.199997,155.839996,156.039993,1929300,144.335663
"403",156.490005,158.929993,156.169998,158.919998,2988000,146.999649
"404",158.839996,159.619995,157.960007,159.300003,2764500,147.351135
"405",158.339996,159.509995,157.869995,158.679993,3343200,146.777618
"406",158.479996,158.990005,157.25,158.139999,2879600,146.278122
"407",158.350006,161.429993,158.190002,160.600006,3111600,148.55365
"408",159.809998,160.460007,158.369995,159.880005,3355500,147.887619
"409",160.149994,162.279999,160.149994,161.729996,2822100,149.598862
"410",161.899994,161.899994,160.240005,161.149994,2527400,149.062347
"411",161.289993,162.160004,161.100006,161.679993,2659500,149.552612
"412",161.460007,161.949997,161.020004,161.039993,1920900,148.960602
"413",161.410004,161.509995,160.080002,160.550003,2361500,148.50737
"414",160.559998,160.789993,158.369995,159.050003,2755500,147.119904
"415",158.740005,159.860001,158.300003,159.380005,2199400,147.425156
"416",160.229996,160.520004,159.199997,160.479996,2627100,148.442612
"417",160.550003,161.669998,160.160004,161.639999,2138000,149.515625
"418",161.919998,163.339996,161.690002,163.110001,3168200,150.875351
"419",163.029999,163.289993,162.369995,162.800003,3038400,150.588623
"420",161.529999,162.910004,161.529999,162.229996,3649700,150.998138
"421",161.809998,161.979996,160.070007,161.720001,3296300,150.523438
"422",161.600006,163.399994,161.190002,163.240005,2749200,151.938217
"423",163.039993,164.300003,162.699997,163.740005,3133800,152.40361
"424",163.580002,164.199997,163.139999,163.899994,2868300,152.552521
"425",164.479996,166.020004,164.240005,165.070007,3080100,153.64151
"426",164.880005,165.929993,164.199997,164.619995,2946400,153.222672
"427",164.320007,165.419998,163.740005,164.740005,2613300,153.334381
"428",165.449997,165.460007,161.699997,162.399994,3663600,151.156403
"429",163,163.110001,160.25,160.839996,3939800,149.704376
"430",159.550003,159.820007,156.559998,158.139999,5360000,147.191299
"431",158.169998,159.080002,157.580002,157.770004,3722800,146.846954
"432",158.710007,159.490005,157.720001,159.179993,2822000,148.159317
"433",160.210007,161.050003,159.369995,160.789993,3218700,149.657852
"434",162.710007,165.300003,162.509995,165.300003,8805500,153.855606
"435",163.899994,164.080002,161.119995,163.309998,4375300,152.003357
"436",164.589996,167.179993,164.070007,166.410004,5282900,154.888748
"437",166.399994,167.509995,165.550003,165.759995,3092600,154.283737
"438",165.619995,167.270004,165.300003,166.529999,2390700,155.000443
"439",166.740005,167.830002,166.509995,167.289993,3390200,155.707794
"440",168.369995,168.949997,166.660004,166.669998,3118200,155.130737
"441",166.350006,167.039993,165.179993,165.179993,3071200,153.743896
"442",166.100006,167.600006,164.369995,164.660004,3830300,153.259903
