"","FB.Open","FB.High","FB.Low","FB.Close","FB.Volume","FB.Adjusted"
"123",150.919998,153.470001,149.860001,153.240005,16719100,153.240005
"124",152.279999,152.5,148.919998,151.039993,23973500,151.039993
"125",151.899994,151.919998,150.059998,150.979996,17666000,150.979996
"126",151.720001,152.149994,147.800003,148.429993,13862700,148.429993
"127",149,150.850006,148.130005,150.339996,14334300,150.339996
"128",149.029999,150.039993,148,148.820007,14951800,148.820007
"129",149.25,151.990005,149.190002,151.440002,13615900,151.440002
"130",151.690002,153.979996,151.509995,153.5,13378700,153.5
"131",153.369995,155.419998,152.910004,155.270004,13667700,155.270004
"132",156.490005,159.160004,156.199997,158.899994,22739400,158.899994
"133",158.740005,159.779999,158.419998,159.259995,13929200,159.259995
"134",160.130005,160.320007,159.330002,159.970001,16371200,159.970001
"135",160.25,160.779999,158.809998,159.729996,12858800,159.729996
"136",159.660004,163.729996,159.419998,162.860001,23722900,162.860001
"137",163.589996,165.699997,163.169998,164.139999,26273600,164.139999
"138",164.800003,165,162.809998,164.529999,18523100,164.529999
"139",164.160004,165.050003,163.75,164.429993,14744000,164.429993
"140",164.639999,166.169998,164.309998,166,17367000,166
"141",165.009995,165.539993,163.860001,165.279999,15383200,165.279999
"142",166.009995,166.009995,164.100006,165.610001,35236900,165.610001
"143",174.699997,175.490005,167.5,170.440002,68910700,170.440002
"144",169.070007,173.429993,169.050003,172.449997,24557600,172.449997
"145",172,172.720001,168.550003,169.25,25478900,169.25
"146",169.820007,170.470001,169.050003,169.860001,14385000,169.860001
"147",170.300003,170.550003,166.910004,169.300003,17433800,169.300003
"148",169.300003,169.699997,168.25,168.589996,10793800,168.589996
"149",168.970001,170.059998,168.690002,169.619995,10777700,169.619995
"150",169.949997,172.059998,169.660004,171.979996,12787800,171.979996
"151",171.880005,173.050003,170.619995,171.229996,14393500,171.229996
"152",169.979996,171.449997,169.559998,171.179993,10815000,171.179993
"153",170.059998,170.589996,166.850006,167.399994,20832700,167.399994
"154",167.949997,168.820007,166.850006,168.080002,13791200,168.080002
"155",170.089996,171.080002,169.289993,170.75,12954200,170.75
"156",171.490005,171.5,170.009995,171,8729200,171
"157",171.25,171.380005,169.240005,170,15779900,170
"158",169.339996,169.860001,166.850006,166.910004,17216000,166.910004
"159",166.839996,168.669998,166.210007,167.410004,15093600,167.410004
"160",167.160004,168,165.820007,167.779999,11907500,167.779999
"161",168.279999,169.869995,167.149994,169.639999,11391000,169.639999
"162",168.839996,169.360001,168.199997,168.710007,9856500,168.710007
"163",168.880005,169.289993,166.410004,167.740005,14030400,167.740005
"164",167.860001,168.380005,166.179993,166.320007,12614500,166.320007
"165",166.910004,167.699997,166.330002,167.240005,8553700,167.240005
"166",165.25,168.429993,165,168.050003,11121000,168.050003
"167",168.169998,170.179993,167.630005,169.919998,11138300,169.919998
"168",170.399994,172.149994,170.059998,171.970001,17226500,171.970001
"169",172.399994,172.919998,171.309998,172.020004,11677600,172.020004
"170",171.270004,172.389999,169.550003,170.720001,13210900,170.720001
"171",170.910004,172.479996,169.570007,172.089996,13906300,172.089996
"172",171.940002,173.309998,170.270004,173.210007,18049500,173.210007
"173",173.089996,173.490005,170.800003,170.949997,10998500,170.949997
"174",172.399994,173.889999,172.199997,173.509995,12372000,173.509995
"175",173.759995,174,171.75,172.960007,11186300,172.960007
"176",173.009995,173.169998,172.059998,173.050003,9119300,173.050003
"177",172.259995,172.279999,170.5,170.960007,15615700,170.960007
"178",170.880005,172.339996,170.259995,171.639999,15660500,171.639999
"179",171.990005,172.070007,169.339996,170.009995,12954000,170.009995
"180",170.619995,172.559998,170.360001,172.520004,13168600,172.520004
"181",172.5,173.050003,170.699997,172.169998,12264100,172.169998
"182",171.690002,172.270004,170.009995,171.110001,11161400,171.110001
"183",170.210007,171.729996,169.220001,170.539993,12097100,170.539993
"184",169.240005,169.300003,161.559998,162.869995,41251600,162.869995
"185",164.5,165.5,162.779999,164.210007,23363300,164.210007
"186",165.899994,168.339996,165.570007,167.679993,19242500,167.679993
"187",167.940002,169.070007,167.160004,168.729996,12178700,168.729996
"188",168.830002,171.660004,168.809998,170.869995,15340400,170.869995
"189",171.389999,171.869995,168.75,169.470001,13392300,169.470001
"190",169.300003,170.729996,169.199997,169.960007,8190300,169.960007
"191",169.830002,170.669998,168.289993,168.419998,12127900,168.419998
"192",169.179993,171.309998,168.600006,171.240005,14580600,171.240005
"193",170.25,172.369995,169.75,172.229996,13124500,172.229996
"194",172.699997,174.880005,172,172.5,14570400,172.5
"195",173,173.199997,170.800003,171.589996,11341100,171.589996
"196",171.949997,172.779999,171.399994,172.740005,11283700,172.740005
"197",172.610001,173.850006,172.289993,172.550003,10351000,172.550003
"198",173.449997,174.649994,173.199997,173.740005,13658300,173.740005
"199",174.490005,175,174.059998,174.520004,11498800,174.520004
"200",174.710007,176.130005,174.360001,176.110001,15990100,176.110001
"201",176.649994,176.740005,175.75,176.029999,12752400,176.029999
"202",174.929993,176.029999,172.630005,174.559998,14048400,174.559998
"203",175.5,175.880005,174.630005,174.979996,12602200,174.979996
"204",175.199997,175.339996,171.25,171.270004,13852700,171.270004
"205",172.300003,173.240005,171.5,171.800003,12267900,171.800003
"206",171.899994,172.25,168.889999,170.600006,15868200,170.600006
"207",171.380005,172.289993,170.389999,170.630005,11833100,170.630005
"208",174.149994,178.210007,173.899994,177.880005,30285300,177.880005
"209",179.259995,180.690002,177.610001,179.869995,24353200,179.869995
"210",180.570007,180.800003,178.940002,180.059998,20174200,180.059998
"211",182.360001,182.899994,180.570007,182.660004,40918300,182.660004
"212",180.630005,181.940002,177.339996,178.919998,35529900,178.919998
"213",179.289993,179.860001,176.710007,178.919998,17822100,178.919998
"214",178.559998,180.449997,178.309998,180.169998,13312700,180.169998
"215",180.5,180.75,178.960007,180.25,12928200,180.25
"216",179.789993,180.350006,179.110001,179.559998,10494100,179.559998
"217",178.309998,179.399994,177.089996,179.300003,12610300,179.300003
"218",178.350006,179.100006,177.960007,178.460007,11070200,178.460007
"219",177.5,179.039993,177.300003,178.770004,9523400,178.770004
"220",178.130005,178.970001,177.179993,178.070007,9585900,178.070007
"221",176.660004,178.570007,176.399994,177.949997,10253700,177.949997
"222",178.759995,179.830002,178.5,179.589996,15607600,179.589996
"223",179.300003,179.979996,178.899994,179,13018000,179
"224",178.869995,179.5,178.100006,178.740005,10052400,178.740005
"225",179.149994,181.889999,178.990005,181.860001,14504000,181.860001
"226",181.300003,181.729996,180.440002,180.869995,10376300,180.869995
"227",180.399994,183.149994,180.289993,182.779999,9426300,182.779999
"228",182.559998,183.729996,181.990005,183.029999,12344500,183.029999
"229",183.509995,184.25,182.089996,182.419998,14379700,182.419998
"230",181.889999,181.970001,174,175.130005,41933500,175.130005
"231",176.850006,178.279999,175.199997,177.179993,25307600,177.179993
"232",176.029999,177.479996,172.339996,175.100006,20182500,175.100006
"233",176.289993,176.570007,170.789993,171.470001,24459400,171.470001
"234",170.449997,175.380005,169.009995,172.830002,20184900,172.830002
"235",172.5,176.770004,171.899994,176.059998,20255800,176.059998
"236",175.800003,180.389999,175.800003,180.139999,20404500,180.139999
"237",181.529999,182.279999,178.740005,179,19883800,179
"238",179.300003,180.220001,178.800003,179.039993,13168600,179.039993
"239",178.600006,179.179993,176.600006,176.960007,16854100,176.960007
"240",177.300003,179.160004,177.25,178.300003,14615700,178.300003
"241",178.289993,180.360001,177.679993,178.389999,13591000,178.389999
"242",179.020004,180.490005,178.360001,180.179993,28463100,180.179993
"243",181.009995,181.300003,179.75,180.820007,17265400,180.820007
"244",179.949997,180.080002,178.220001,179.509995,14920600,179.509995
"245",179.809998,179.809998,177.360001,177.889999,11860500,177.889999
"246",177.940002,178.679993,177.050003,177.449997,11600700,177.449997
"247",177.139999,177.529999,176.229996,177.199997,8509500,177.199997
"248",176.630005,177,174.669998,175.990005,8897300,175.990005
"249",176.550003,178.440002,176.259995,177.619995,9496100,177.619995
"250",177.949997,178.940002,177.679993,177.919998,12220800,177.919998
"251",178,178.850006,176.460007,176.460007,10261500,176.460007
"252",177.679993,181.580002,177.550003,181.419998,18151900,181.419998
"253",181.880005,184.779999,181.330002,184.669998,16886600,184.669998
"254",184.899994,186.210007,184.100006,184.330002,13880900,184.330002
"255",185.589996,186.899994,184.929993,186.850006,13574500,186.850006
"256",187.199997,188.899994,186.330002,188.279999,17994700,188.279999
"257",188.699997,188.800003,187.100006,187.869995,12393100,187.869995
"258",186.940002,187.889999,185.630005,187.839996,10529900,187.839996
"259",188.399994,188.399994,187.380005,187.770004,9588600,187.770004
"260",178.059998,181.479996,177.399994,179.369995,77551300,179.369995
"261",181.5,181.75,178.039993,178.389999,36183800,178.389999
"262",179.259995,179.320007,175.800003,177.600006,27992400,177.600006
"263",178.130005,180.979996,177.080002,179.800003,23304900,179.800003
"264",180.850006,182.369995,180.169998,181.289993,26826500,181.289993
"265",180.800003,185.389999,180.410004,185.369995,21059500,185.369995
"266",186.050003,189.550003,185.550003,189.350006,25678800,189.350006
"267",189.889999,190.660004,186.520004,186.550003,24334500,186.550003
"268",187.949997,188.619995,186.600006,187.479996,17377700,187.479996
"269",187.75,190,186.809998,190,17759200,190
"270",188.75,188.839996,185.630005,185.979996,20453200,185.979996
"271",187.619995,188.179993,181.839996,187.119995,20858600,187.119995
"272",188.369995,189.830002,185.220001,186.889999,43275100,186.889999
"273",188.220001,195.320007,187.889999,193.089996,54211300,193.089996
"274",192.039993,194.210007,189.979996,190.279999,26677500,190.279999
"275",186.929993,190.610001,180.610001,181.259995,33128200,181.259995
"276",178.570007,185.770004,177.740005,185.309998,37758500,185.309998
"277",184.149994,185.080002,179.949997,180.179993,27601900,180.179993
"278",181.009995,181.839996,171.479996,171.580002,38478300,171.580002
"279",174.759995,176.899994,167.179993,176.110001,39887600,176.110001
"280",177.059998,177.550003,171.839996,176.410004,32092100,176.410004
"281",175.619995,175.970001,173.100006,173.149994,21809400,173.149994
"282",173.449997,179.809998,173.210007,179.520004,28929700,179.520004
"283",180.5,180.5,176.839996,179.960007,20922100,179.960007
"284",178.990005,179.880005,176.300003,177.360001,20645300,177.360001
"285",175.770004,177.949997,175.110001,176.009995,21204900,176.009995
"286",176.710007,181.270004,176.399994,177.910004,23200800,177.910004
"287",178.699997,180.210007,177.410004,178.990005,18464200,178.990005
"288",179.899994,183.389999,179.509995,183.289993,19007300,183.289993
"289",184.580002,185.660004,183.220001,184.929993,17599700,184.929993
"290",184.449997,184.699997,181.460007,181.460007,15849800,181.460007
"291",182.300003,182.880005,178.139999,178.320007,18783000,178.320007
"292",179.009995,180.119995,174.410004,175.940002,23201600,175.940002
"293",173.289993,177.110001,172.990005,176.619995,20025900,176.619995
"294",176.199997,181.149994,175.889999,180.399994,16189300,180.399994
"295",181.779999,182.380005,179.110001,179.779999,15086800,179.779999
"296",178.740005,183.820007,178.070007,183.710007,19097300,183.710007
"297",183.559998,184.399994,181.449997,182.339996,17225900,182.339996
"298",183.910004,185.509995,183.210007,185.229996,18526300,185.229996
"299",185.229996,186.100006,184.220001,184.759995,15301200,184.759995
"300",185.610001,185.990005,181.110001,181.880005,18067500,181.880005
"301",182.600006,184.25,181.850006,184.190002,16821700,184.190002
"302",183.240005,184,182.190002,183.860001,15614300,183.860001
"303",184.490005,185.330002,183.410004,185.089996,24403400,185.089996
"304",177.009995,177.169998,170.059998,172.559998,88140100,172.559998
"305",167.470001,170.199997,161.949997,168.149994,129851800,168.149994
"306",164.800003,173.399994,163.300003,169.389999,106598800,169.389999
"307",166.130005,170.270004,163.720001,164.889999,73743000,164.889999
"308",165.440002,166.600006,159.020004,159.389999,53609700,159.389999
"309",160.820007,161.100006,149.020004,160.059998,126116600,160.059998
"310",156.309998,162.850006,150.75,152.220001,79117000,152.220001
"311",151.649994,155.880005,150.800003,153.029999,60029200,153.029999
"312",155.149994,161.419998,154.139999,159.789993,59434300,159.789993
"313",157.809998,159.199997,154.110001,155.389999,36796000,155.389999
"314",156.550003,157.389999,150.809998,156.110001,42543900,156.110001
"315",152.029999,155.559998,150.509995,155.100006,49885600,155.100006
"316",161.559998,161.570007,156.649994,159.339996,41449600,159.339996
"317",157.729996,161.419998,156.809998,157.199997,41644800,157.199997
"318",157.820007,160.529999,156.039993,157.929993,34915200,157.929993
"319",157.929993,165.979996,157.009995,165.039993,57889300,165.039993
"320",165.360001,168.649994,163.25,166.320007,56144600,166.320007
"321",166.979996,167.449997,163.100006,163.869995,38263000,163.869995
"322",164.580002,165.699997,163.770004,164.520004,19990600,164.520004
"323",165.720001,165.779999,163.389999,164.830002,18119400,164.830002
"324",165.830002,169,165.660004,168.660004,22743000,168.660004
"325",166.880005,168.119995,165.770004,166.360001,20969600,166.360001
"326",166.199997,168.330002,165.199997,168.100006,22235000,168.100006
"327",167.789993,168.429993,165.809998,166.279999,19119400,166.279999
"328",167.270004,168.449997,165.089996,165.839996,23088100,165.839996
"329",165.429993,166.100006,158.190002,159.690002,35079900,159.690002
"330",160.139999,161.059998,156.190002,159.690002,41083600,159.690002
"331",173.220001,176.270004,170.800003,174.160004,77556900,174.160004
"332",176.809998,177.100006,172.600006,173.589996,29804700,173.589996
"333",173.789993,175.720001,171.710007,172,20750500,172
"334",172,174.020004,170.229996,173.860001,26025900,173.860001
"335",174.25,178.080002,174.199997,176.070007,30424500,176.070007
"336",175.130005,176.119995,172.119995,174.020004,24026100,174.020004
"337",173.080002,176.979996,173.059998,176.610001,17677800,176.610001
"338",177.350006,179.5,177.169998,177.970001,18697200,177.970001
"339",178.25,179.039993,177.110001,178.919998,15577200,178.919998
"340",179.669998,183.009995,178.779999,182.660004,23282800,182.660004
"341",183.149994,186.130005,182.5,185.529999,21071400,185.529999
"342",184.850006,188.320007,184.179993,186.990005,21207800,186.990005
"343",187.710007,187.860001,186.199997,186.639999,15646700,186.639999
"344",184.880005,185.289993,183.199997,184.320007,15429400,184.320007
"345",183.699997,184.320007,182.660004,183.199997,16975500,183.199997
"346",182.679993,184.059998,182.220001,183.759995,14840700,183.759995
"347",183.490005,184.190002,182.610001,182.679993,13130500,182.679993
"348",183.770004,185.300003,183.130005,184.490005,13532900,184.490005
"349",184.929993,185.419998,183.429993,183.800003,12731400,183.800003
"350",182.5,186.910004,182.179993,186.899994,16628100,186.899994
"351",185.880005,186.800003,185.029999,185.929993,12354700,185.929993
"352",186.020004,186.330002,184.449997,184.919998,10965100,184.919998
"353",184.339996,186.809998,183.710007,185.740005,16398900,185.740005
"354",186.539993,188,185.25,187.669998,13736900,187.669998
"355",187.869995,192.720001,187.479996,191.779999,30782600,191.779999
"356",193.070007,194.550003,192.070007,193.990005,17307200,193.990005
"357",191.839996,193.979996,191.470001,193.279999,18939800,193.279999
"358",194.300003,195,192.619995,192.940002,15544300,192.940002
"359",191.029999,192.529999,189.110001,191.339996,22558900,191.339996
"360",190.75,190.970001,186.770004,188.179993,21503200,188.179993
"361",187.529999,189.479996,186.429993,189.100006,12677100,189.100006
"362",188.809998,192.600006,188.800003,191.539993,12928900,191.539993
"363",192.169998,193.279999,191.559998,192.399994,11562700,192.399994
"364",192.740005,194.5,191.910004,192.410004,15853800,192.410004
"365",193.100006,197.279999,192.910004,196.809998,19120900,196.809998
"366",195.789993,197.070007,194.639999,195.850006,21860900,195.850006
"367",194.800003,199.580002,194.130005,198.309998,16826000,198.309998
"368",196.240005,197.960007,193.789993,197.490005,19994000,197.490005
"369",199.100006,203.550003,198.809998,202,28230900,202
"370",202.759995,203.389999,200.089996,201.5,19045700,201.5
"371",201.160004,202.240005,199.309998,201.740005,17420200,201.740005
"372",200,200,193.110001,196.350006,25275100,196.350006
"373",197.600006,199.100006,196.229996,199,17897600,199
"374",199.179993,200.75,195.800003,195.839996,18734400,195.839996
"375",195.179993,197.339996,193.259995,196.229996,18172400,196.229996
"376",197.320007,197.600006,193.960007,194.320007,15811600,194.320007
"377",193.369995,197.449997,192.220001,197.360001,13961600,197.360001
"378",194.550003,195.399994,192.520004,192.729996,13489500,192.729996
"379",194.740005,198.649994,194.029999,198.449997,19684200,198.449997
"380",198.449997,203.639999,197.699997,203.229996,19740100,203.229996
"381",204.929993,205.800003,202.119995,204.740005,18149400,204.740005
"382",204.5,204.910004,202.259995,203.539993,13190100,203.539993
"383",202.220001,204.5,201.75,202.539993,12927400,202.539993
"384",203.429993,207.080002,203.190002,206.919998,15454700,206.919998
"385",207.809998,208.429993,206.449997,207.320007,11486800,207.320007
"386",207.5,208.720001,206.839996,207.229996,11078200,207.229996
"387",204.899994,210.460007,204.839996,209.990005,15349900,209.990005
"388",209.820007,210.990005,208.440002,209.360001,15334900,209.360001
"389",208.770004,209.990005,207.759995,208.089996,11350400,208.089996
"390",208.850006,211.5,208.5,209.940002,16163900,209.940002
"391",210.580002,211.619995,208.800003,210.910004,16732000,210.910004
"392",215.110001,216.199997,212.600006,214.669998,28468700,214.669998
"393",215.720001,218.619995,214.270004,217.5,58954200,217.5
"394",174.889999,180.130005,173.75,176.259995,169803700,176.259995
"395",179.869995,179.929993,173,174.889999,60073700,174.889999
"396",175.300003,175.300003,166.559998,171.059998,65280800,171.059998
"397",170.669998,174.240005,170,172.580002,40356500,172.580002
"398",173.929993,175.080002,170.899994,171.649994,34042100,171.649994
"399",170.679993,176.789993,170.270004,176.369995,32400000,176.369995
"400",177.690002,178.850006,176.149994,177.779999,24763400,177.779999
"401",178.970001,185.789993,178.380005,185.690002,49716200,185.690002
"402",186.5,188.300003,183.720001,183.809998,33398600,183.809998
"403",184.75,186.850006,183.759995,185.179993,22205200,185.179993
"404",185.850006,186.570007,182.479996,183.089996,19732100,183.089996
"405",182.039993,182.100006,179.419998,180.259995,21500400,180.259995
"406",180.100006,182.610001,178.899994,180.050003,17423300,180.050003
"407",180.710007,181.990005,178.619995,181.110001,19102000,181.110001
"408",179.339996,180.869995,174.779999,179.529999,33020200,179.529999
"409",180.419998,180.5,174.009995,174.699997,31351800,174.699997
"410",174.5,176.220001,172.039993,173.800003,24893200,173.800003
"411",174.039993,174.570007,170.910004,172.5,21518000,172.5
"412",172.809998,174.169998,171.389999,172.619995,19578500,172.619995
"413",172.210007,174.240005,172.130005,173.639999,16894100,173.639999
"414",173.089996,175.550003,172.830002,172.899994,18053600,172.899994
"415",173.699997,174.820007,172.919998,174.649994,14631600,174.649994
"416",175.990005,178.669998,175.789993,177.460007,17921900,177.460007
"417",178.100006,178.240005,175.830002,176.259995,15910700,176.259995
"418",176.300003,176.789993,174.75,175.899994,18494100,175.899994
"419",175.899994,179.789993,175.699997,177.639999,24216500,177.639999
"420",177.149994,177.619995,174.979996,175.729996,18065200,175.729996
"421",173.5,173.889999,168.800003,171.160004,29809000,171.160004
"422",169.490005,171.130005,166.669998,167.179993,31226700,167.179993
"423",166.979996,166.979996,160,162.529999,41514800,162.529999
"424",160.309998,164.630005,160.160004,163.039993,24300600,163.039993
"425",163.509995,165.009995,162.160004,164.179993,20197700,164.179993
"426",163.940002,167.190002,163.720001,165.940002,20457100,165.940002
"427",163.25,164.490005,161.800003,162,24078100,162
"428",162,163.320007,160.860001,161.360001,25453800,161.360001
"429",161.720001,162.839996,160.339996,162.320007,21770400,162.320007
"430",161.919998,162.059998,159.770004,160.580002,21005300,160.580002
"431",159.389999,161.759995,158.869995,160.300003,22465200,160.300003
"432",160.080002,163.440002,159.479996,163.059998,19629000,163.059998
"433",164.5,166.449997,164.470001,166.020004,18936000,166.020004
"434",166.639999,167.25,162.809998,162.929993,45994800,162.929993
"435",161.029999,165.699997,160.880005,165.410004,19222800,165.410004
"436",161.990005,165.589996,161.149994,164.910004,27622800,164.910004
"437",164.300003,169.300003,164.210007,166.949997,25252200,166.949997
"438",167.550003,171.770004,167.210007,168.839996,27266900,168.839996
"439",168.330002,168.789993,162.559998,164.460007,34265600,164.460007
"440",163.029999,165.880005,161.259995,162.440002,26407700,162.440002
"441",161.580002,162.279999,158.669998,159.330002,36031000,159.330002
"442",160,163.660004,159.529999,162.429993,23109500,162.429993
