"","MHK.Open","MHK.High","MHK.Low","MHK.Close","MHK.Volume","MHK.Adjusted"
"62",228.869995,230.289993,227.669998,229.490005,401200,229.490005
"63",229.919998,231.080002,226.660004,228.330002,422600,228.330002
"64",228.130005,229.289993,226.809998,227.850006,425100,227.850006
"65",228.869995,230.380005,226.820007,227.149994,331100,227.149994
"66",227.449997,229.860001,226.570007,228.389999,351400,228.389999
"67",228.259995,229.009995,227.5,228.350006,364300,228.350006
"68",228.309998,229.550003,227.979996,228.679993,291500,228.679993
"69",228.789993,230.080002,227.059998,229.929993,308500,229.929993
"70",232.050003,233.860001,228.929993,230.460007,389200,230.460007
"71",229.949997,230.919998,228.839996,229.75,357800,229.75
"72",230.380005,232.490005,229.429993,232.479996,301700,232.479996
"73",231.259995,232.270004,229.949997,231.660004,330400,231.660004
"74",233.139999,234.990005,231.800003,234.220001,519100,234.220001
"75",235.380005,237.580002,234.949997,236.289993,447700,236.289993
"76",236.429993,237.020004,234.770004,234.929993,708800,234.929993
"77",237.75,238.160004,234.740005,235.779999,499400,235.779999
"78",236.830002,240.199997,236.830002,238.419998,550900,238.419998
"79",239.100006,240.080002,238.020004,238.350006,618600,238.350006
"80",238.460007,241.020004,237.059998,238.880005,860200,238.880005
"81",230,236.369995,227.990005,234.789993,1745900,234.789993
"82",235.949997,236.039993,233.059998,234.679993,539600,234.679993
"83",234.679993,235.110001,231.729996,231.970001,588700,231.970001
"84",231.369995,232.389999,228.800003,229.919998,484700,229.919998
"85",230.600006,232.649994,230.419998,232.559998,547600,232.559998
"86",232.710007,233.919998,231.990005,232.199997,298900,232.199997
"87",234.119995,235.119995,232.059998,234.089996,463000,234.089996
"88",234.139999,235.300003,233.830002,234.389999,325800,234.389999
"89",233.600006,234.929993,232.570007,233.699997,290400,233.699997
"90",232.699997,234.970001,231.460007,234.809998,404300,234.809998
"91",234.300003,234.479996,229.919998,230.529999,416400,230.529999
"92",231.050003,233.360001,230.160004,232.199997,448400,232.199997
"93",233.369995,233.649994,231.100006,231.270004,487900,231.270004
"94",231.270004,231.270004,227.710007,228.75,530700,228.75
"95",228.490005,229.699997,226.649994,228.479996,343900,228.479996
"96",228.940002,231.110001,228.479996,230.020004,396400,230.020004
"97",230.649994,232,230.550003,231.580002,200200,231.580002
"98",232.529999,234.5,231.860001,232.869995,673600,232.869995
"99",232.970001,235.800003,231.929993,235.539993,414900,235.539993
"100",236.860001,238.470001,235.919998,236.979996,419300,236.979996
"101",236.350006,237.130005,235.179993,235.889999,259400,235.889999
"102",235.830002,237.630005,234.779999,237.25,219700,237.25
"103",238.479996,239.429993,236.369995,239.300003,520100,239.300003
"104",239.080002,240.589996,237.660004,238.979996,574700,238.979996
"105",239.070007,240,238.479996,239.399994,313200,239.399994
"106",239.889999,240.320007,238.580002,240.220001,247500,240.220001
"107",239,240.610001,238.369995,239.720001,297400,239.720001
"108",240.460007,241.229996,239.169998,240.179993,260400,240.179993
"109",240.179993,241.100006,237.690002,239.210007,290500,239.210007
"110",239.5,241.429993,238.889999,240.160004,250100,240.160004
"111",239.520004,240.520004,238.020004,239.539993,290000,239.539993
"112",239.75,242.330002,239.160004,241.949997,338200,241.949997
"113",243.440002,245.899994,242.070007,243.789993,546500,243.789993
"114",242.970001,243.369995,240.940002,242.490005,332700,242.490005
"115",242.940002,242.940002,238.889999,241.929993,349100,241.929993
"116",242.380005,244.5,242.190002,243.880005,179500,243.880005
"117",243.899994,244.850006,241.860001,243.009995,227700,243.009995
"118",243.199997,243.199997,241.300003,242.919998,391200,242.919998
"119",242.699997,243.179993,240.679993,242.699997,321100,242.699997
"120",244.25,246.740005,243.110001,246.5,1364200,246.5
"121",247.550003,248.240005,245.929993,246.649994,297900,246.649994
"122",246.529999,246.789993,243.440002,243.630005,239000,243.630005
"123",244.880005,244.880005,243.389999,243.940002,395000,243.940002
"124",243,244.020004,237.470001,239.710007,571200,239.710007
"125",240.509995,242.850006,239.830002,241.690002,325900,241.690002
"126",242.369995,242.380005,240.369995,241.070007,224400,241.070007
"127",241.710007,243.960007,240.559998,243.759995,253300,243.759995
"128",242.389999,244.320007,241.039993,241.669998,273700,241.669998
"129",242.770004,247.330002,242.649994,245.75,376700,245.75
"130",245.919998,247.270004,245.020004,246.639999,368100,246.639999
"131",246.679993,246.779999,244.889999,246.529999,350700,246.529999
"132",247.720001,249.25,246.279999,247.860001,394300,247.860001
"133",247.789993,249.610001,247.309998,248.020004,245700,248.020004
"134",248.369995,249.070007,246.770004,247.610001,319900,247.610001
"135",247.679993,248.570007,246.529999,248.190002,225800,248.190002
"136",248,249.300003,246.009995,246.880005,310300,246.880005
"137",247.199997,249.199997,247.199997,247.889999,429000,247.889999
"138",248.539993,248.539993,241.699997,242.580002,672200,242.580002
"139",242.240005,246.789993,241.889999,245.119995,565200,245.119995
"140",244.600006,245.729996,243.869995,244.020004,456700,244.020004
"141",245,245,240.089996,241.270004,1112100,241.270004
"142",243.740005,244.559998,239.350006,240.130005,637500,240.130005
"143",240.210007,241.080002,236.479996,238.339996,882400,238.339996
"144",243.570007,251.690002,242.279999,248.649994,1202600,248.649994
"145",249.75,249.919998,247.5,248.990005,587700,248.990005
"146",249.899994,252.229996,249.589996,252.070007,729500,252.070007
"147",251.720001,252.889999,250.240005,251.699997,394700,251.699997
"148",251.559998,251.809998,249.020004,250.979996,323200,250.979996
"149",251.179993,252.089996,249.210007,250.880005,268500,250.880005
"150",250.009995,250.139999,247.910004,249.380005,505600,249.380005
"151",249.070007,250.740005,247.339996,248.960007,339900,248.960007
"152",249.070007,250.199997,248.190002,249.679993,372300,249.679993
"153",247.910004,248.699997,246.100006,246.410004,419300,246.410004
"154",246.720001,248.5,245.320007,245.429993,313000,245.429993
"155",247.009995,249.679993,246.110001,248.570007,443500,248.570007
"156",249.679993,250.880005,248.970001,249.940002,388600,249.940002
"157",250.429993,252.759995,250.070007,252.110001,396500,252.110001
"158",251.740005,252.160004,248.059998,248.100006,493500,248.100006
"159",247.520004,249.350006,246.729996,248.970001,603300,248.970001
"160",248.520004,249.160004,246.869995,246.910004,304600,246.910004
"161",247,250.380005,246.720001,249.580002,310400,249.580002
"162",248.600006,249.669998,245.470001,248.059998,379900,248.059998
"163",248.639999,249.289993,244.770004,245.899994,338100,245.899994
"164",247.100006,248.460007,245.429993,247.059998,310900,247.059998
"165",247.580002,248.389999,246.949997,247.119995,230000,247.119995
"166",245.899994,248.630005,245.649994,248.570007,328800,248.570007
"167",248.809998,251.039993,248.089996,250.850006,316700,250.850006
"168",252.449997,254.75,252.160004,253.119995,399300,253.119995
"169",253.199997,255.539993,252.509995,254.800003,445600,254.800003
"170",253.979996,255.460007,253.979996,254.759995,466200,254.759995
"171",255.039993,256.329987,253.25,255.559998,463500,255.559998
"172",255.880005,255.880005,250.699997,252.529999,647500,252.529999
"173",252.5,258.380005,252.220001,257.920013,603400,257.920013
"174",259,259.910004,256.929993,258.070007,407600,258.070007
"175",258.609985,259.839996,257.769989,259.690002,325400,259.690002
"176",259.690002,259.690002,255.589996,256.369995,328600,256.369995
"177",255.869995,256.209991,253.339996,253.759995,439400,253.759995
"178",253.580002,254.789993,253.199997,254.669998,484200,254.669998
"179",255.059998,258.279999,253.690002,254.339996,618700,254.339996
"180",252.570007,254.490005,251.139999,254.449997,511900,254.449997
"181",254.449997,256.220001,254.089996,256,480900,256
"182",256,256.75,254.029999,254.110001,297600,254.110001
"183",248.240005,248.740005,242.490005,245.669998,1162500,245.669998
"184",244.869995,245.940002,243.789993,245.029999,611300,245.029999
"185",245.039993,247.940002,245.039993,245.720001,400800,245.720001
"186",246.279999,247.470001,243.75,244.970001,404800,244.970001
"187",245.490005,248.729996,245.490005,248.080002,566500,248.080002
"188",247.389999,248.630005,245.809998,247.509995,759800,247.509995
"189",248.160004,251.229996,247.509995,249.039993,794600,249.039993
"190",249.820007,252.479996,247.970001,252.020004,1044800,252.020004
"191",251.800003,257.209991,251.559998,256.910004,704000,256.910004
"192",258,258.359985,254.429993,256.140015,572000,256.140015
"193",255.110001,257.380005,255.110001,256.769989,419100,256.769989
"194",257.190002,257.649994,256.339996,256.73999,316200,256.73999
"195",257.440002,257.970001,254.380005,254.830002,443700,254.830002
"196",254.710007,257.220001,254.259995,257.059998,349100,257.059998
"197",257.049988,258.279999,256.48999,258.23999,396500,258.23999
"198",257.399994,258.149994,253.190002,254.990005,513800,254.990005
"199",255.889999,257.640015,255,257.179993,217000,257.179993
"200",257.299988,259.329987,257.130005,258.730011,321100,258.730011
"201",258.279999,260.690002,258.279999,260,408400,260
"202",259.480011,262.299988,257.790009,261.040009,520600,261.040009
"203",262.209991,264.679993,261.01001,264.519989,358900,264.519989
"204",265.690002,265.980011,263.380005,264.140015,403800,264.140015
"205",264.089996,267.119995,262.329987,266.51001,587200,266.51001
"206",266.679993,266.679993,261.630005,263.149994,522200,263.149994
"207",264.709991,264.709991,261.100006,262.980011,1496600,262.980011
"208",262.070007,268.459991,262,264.339996,866300,264.339996
"209",264.230011,264.899994,262.079987,262.959991,837300,262.959991
"210",262.480011,264.429993,261.269989,261.76001,547400,261.76001
"211",261.390015,263.309998,260.940002,262.450012,402200,262.450012
"212",261.48999,262.459991,256.359985,257.790009,597100,257.790009
"213",258.109985,259.950012,256.320007,257.329987,313800,257.329987
"214",258.089996,262.059998,256.899994,260.619995,539900,260.619995
"215",260.48999,261.5,259.209991,260.920013,252300,260.920013
"216",261.100006,263.670013,259.76001,263.480011,371700,263.480011
"217",262.359985,264.850006,261.950012,264.609985,358000,264.609985
"218",264.350006,265.420013,263.429993,263.850006,274500,263.850006
"219",264.029999,265.570007,263.290009,265.019989,354500,265.019989
"220",263.75,267.630005,261.660004,267.140015,366600,267.140015
"221",266.51001,268.059998,263.890015,267.100006,397000,267.100006
"222",268.130005,271.690002,267.040009,270.649994,367100,270.649994
"223",270.339996,272.459991,269.459991,272.200012,224500,272.200012
"224",272.75,278.200012,272.75,276.73999,716000,276.73999
"225",275.640015,279.850006,273.049988,274.25,546900,274.25
"226",274.440002,275.480011,273.029999,274.01001,347900,274.01001
"227",274.549988,275.980011,273.279999,275.549988,146200,275.549988
"228",276.600006,277.679993,274.670013,275.529999,467500,275.529999
"229",276.720001,280.459991,276.209991,280.089996,335300,280.089996
"230",279.920013,280.220001,278.459991,279.100006,367300,279.100006
"231",280.170013,283.220001,278.679993,282.609985,631500,282.609985
"232",283.100006,286.290009,279.089996,284.820007,653600,284.820007
"233",285.049988,286.850006,282.929993,284.649994,872500,284.649994
"234",284.119995,284.709991,279.220001,281.26001,428200,281.26001
"235",280.970001,281.570007,277.450012,277.670013,482100,277.670013
"236",277.809998,281.579987,277.019989,280.320007,414300,280.320007
"237",281.440002,282.320007,279.339996,280.570007,376300,280.570007
"238",280.369995,280.5,276.790009,277.369995,388600,277.369995
"239",277.940002,279.839996,275.200012,275.339996,577500,275.339996
"240",275.230011,277.820007,274.149994,275.51001,533700,275.51001
"241",275.070007,276.470001,272.26001,273.559998,453400,273.559998
"242",274.519989,275.519989,273.200012,274.709991,686400,274.709991
"243",275,276.519989,271.540009,275.140015,495600,275.140015
"244",275.5,277.600006,274.220001,276.559998,583400,276.559998
"245",276.890015,279.029999,276.01001,277.549988,586500,277.549988
"246",277.970001,279.769989,277.190002,277.859985,562600,277.859985
"247",278.579987,278.579987,275.279999,276.459991,413900,276.459991
"248",276.48999,277.980011,275.869995,276.450012,332100,276.450012
"249",276.380005,277.279999,273.410004,273.440002,369200,273.440002
"250",273.970001,276.5,273.119995,276.140015,371200,276.140015
"251",276.559998,278.480011,275.799988,275.899994,311700,275.899994
"252",277.040009,277.040009,273.470001,276,471400,276
"253",275.709991,276.869995,274.25,275.140015,467200,275.140015
"254",275.220001,277,274.619995,275.26001,403800,275.26001
"255",276.420013,278.399994,274.25,276.670013,550500,276.670013
"256",276.839996,279.410004,275.420013,279.149994,474400,279.149994
"257",278.540009,282.209991,278.440002,279.790009,617300,279.790009
"258",279.399994,279.690002,270.660004,272.089996,882100,272.089996
"259",272.130005,272.929993,269.25,271.720001,664700,271.720001
"260",271.390015,274.790009,269.920013,274.070007,667700,274.070007
"261",275.709991,277.950012,274.459991,274.48999,513900,274.48999
"262",276.160004,278.309998,274.630005,277.799988,438800,277.799988
"263",277.690002,278.809998,276.890015,278.130005,339500,278.130005
"264",279.149994,279.920013,276.959991,279.140015,524500,279.140015
"265",279.279999,280.799988,277.929993,279.559998,579200,279.559998
"266",280.170013,280.640015,278.079987,278.809998,591600,278.809998
"267",280.079987,280.980011,274.130005,274.559998,620800,274.559998
"268",274.48999,276.950012,272.450012,276.769989,597600,276.769989
"269",277.630005,281,276.790009,280.690002,662600,280.690002
"270",280.119995,281.290009,278.450012,279.140015,624600,279.140015
"271",276.929993,280.649994,275.980011,278.339996,484000,278.339996
"272",280,281.480011,277.160004,281.059998,661200,281.059998
"273",280.269989,280.799988,275.059998,276.079987,656900,276.079987
"274",274.399994,275.929993,268.809998,270.579987,924200,270.579987
"275",269.23999,271.829987,262.769989,263.350006,870700,263.350006
"276",257.910004,268.329987,255.610001,268.049988,1389900,268.049988
"277",267.040009,270.920013,266.059998,267.660004,758700,267.660004
"278",267.119995,268.25,255.970001,256.570007,1025800,256.570007
"279",259,261.48999,238.630005,249.460007,2167100,249.460007
"280",253.020004,257.459991,248.289993,254.550003,1524000,254.550003
"281",253.740005,254.350006,249.169998,251.279999,965200,251.279999
"282",249.490005,253.770004,249.229996,253.5,670100,253.5
"283",254.460007,254.460007,250.419998,252.5,867800,252.5
"284",251.800003,252.199997,249.339996,249.759995,1067900,249.759995
"285",250,251.880005,246.699997,247.070007,902500,247.070007
"286",247,250,246.009995,246.399994,592700,246.399994
"287",247.130005,250.360001,246.179993,249,771900,249
"288",250,251.580002,247.039993,251.389999,672100,251.389999
"289",251.929993,252.380005,247.869995,250.539993,564600,250.539993
"290",251.100006,253.009995,246.539993,246.539993,622700,246.539993
"291",246.779999,247.5,239.880005,239.880005,1123900,239.880005
"292",239.869995,243.619995,237.059998,241.100006,1010900,241.100006
"293",238.539993,238.880005,233.679993,236.559998,1196500,236.559998
"294",235.960007,238.899994,235.149994,238.440002,631900,238.440002
"295",239.100006,241.339996,237.889999,241.289993,629700,241.289993
"296",239.149994,241.350006,236.990005,237.220001,486100,237.220001
"297",237.660004,240.639999,237.660004,240.080002,500100,240.080002
"298",241.25,245.080002,239.789993,245,590100,245
"299",245,248.809998,245,247.929993,683600,247.929993
"300",249.809998,253.550003,248.919998,250.589996,1104800,250.589996
"301",251.199997,251.690002,247.619995,248.889999,499700,248.889999
"302",249.360001,250.25,245.570007,246.399994,455700,246.399994
"303",246.25,248.740005,245.149994,247.899994,500300,247.899994
"304",247.020004,247.800003,241.830002,243.020004,437100,243.020004
"305",243.979996,247.110001,243.009995,246.789993,671600,246.789993
"306",247.179993,249.649994,245.690002,247.100006,418100,247.100006
"307",246.059998,246.979996,239.470001,240.279999,761100,240.279999
"308",240.979996,240.979996,230.039993,230.570007,1172600,230.570007
"309",234.589996,237.869995,230.949997,234.199997,935600,234.199997
"310",235.360001,235.360001,226.619995,227.899994,1193600,227.899994
"311",227.899994,231.520004,227.369995,228.889999,687400,228.889999
"312",230.410004,233.610001,228.919998,232.220001,563700,232.220001
"313",232.220001,232.220001,223.990005,227.610001,778700,227.610001
"314",228.309998,231.410004,228.050003,230.699997,545000,230.699997
"315",227.850006,239.100006,226.839996,238.910004,935200,238.910004
"316",239.649994,241.089996,237.25,239.5,852900,239.5
"317",238.360001,239.690002,234.190002,236.080002,606600,236.080002
"318",238.440002,239.470001,235.149994,235.369995,554100,235.369995
"319",238.119995,240.020004,236.089996,238.830002,472200,238.830002
"320",237.149994,239.830002,236.960007,238.509995,330500,238.509995
"321",238.990005,240.690002,237.289993,239.570007,717900,239.570007
"322",240.449997,241.029999,237.949997,239.199997,399100,239.199997
"323",240.770004,241.960007,238.630005,239.539993,640800,239.539993
"324",241.729996,244.139999,240.369995,243.479996,620500,243.479996
"325",244.399994,247.130005,242.330002,245.940002,645100,245.940002
"326",245.449997,245.789993,238.520004,240.979996,648400,240.979996
"327",241.449997,241.990005,235.050003,235.570007,1156700,235.570007
"328",236.160004,237.190002,232.5,235.929993,613900,235.929993
"329",236.490005,236.490005,225.960007,227.25,1316900,227.25
"330",227.429993,227.979996,221.960007,227.119995,1032800,227.119995
"331",227.789993,227.800003,223.809998,227.199997,1132800,227.199997
"332",220.5,227.710007,216.669998,217.360001,3139900,217.360001
"333",214.470001,216.479996,209.470001,209.880005,1861100,209.880005
"334",209.75,216.220001,207.789993,215.860001,1302000,215.860001
"335",214.809998,216.630005,212.020004,212.309998,961200,212.309998
"336",212.330002,215.550003,211.490005,215.419998,932000,215.419998
"337",213.929993,219.389999,213.899994,216.360001,737700,216.360001
"338",216.600006,218.270004,214.5,215.410004,579300,215.410004
"339",216.110001,217.149994,211.889999,213.429993,773900,213.429993
"340",214.009995,214.009995,209.139999,210.380005,1094900,210.380005
"341",212.139999,213.179993,211.529999,211.529999,598100,211.529999
"342",211.529999,215.479996,210.919998,213.580002,1221300,213.580002
"343",213.889999,213.889999,209.520004,210.639999,1502700,210.639999
"344",209.960007,210.050003,207.869995,208.979996,885000,208.979996
"345",208.300003,210.970001,206.740005,210.550003,887400,210.550003
"346",210.929993,212.589996,209.880005,211.839996,794400,211.839996
"347",212.139999,217.240005,211.259995,216.149994,1838600,216.149994
"348",216.990005,218.820007,215.410004,216.119995,1111100,216.119995
"349",215.720001,217.570007,214.699997,215.089996,780700,215.089996
"350",214.660004,215.929993,213.369995,214.869995,436900,214.869995
"351",214.360001,215.550003,210.949997,212.389999,632500,212.389999
"352",211.949997,215.470001,211.550003,213.360001,799300,213.360001
"353",211.410004,212.270004,208.619995,210.639999,780900,210.639999
"354",210.910004,211.320007,207.720001,208.570007,575500,208.570007
"355",208.75,208.75,203.869995,204.039993,861200,204.039993
"356",204.529999,205.710007,203.039993,204.350006,850000,204.350006
"357",205.539993,207.410004,203.880005,206.839996,1071600,206.839996
"358",206.970001,207.919998,205.619995,205.800003,527600,205.800003
"359",204.839996,205.869995,202.75,205.820007,803400,205.820007
"360",205.990005,208.220001,205.610001,207.970001,652700,207.970001
"361",207.839996,210.669998,207.520004,210.440002,446400,210.440002
"362",210.770004,212.639999,210.229996,210.960007,556200,210.960007
"363",210.759995,214.199997,210.490005,213.949997,603600,213.949997
"364",214.029999,214.479996,209.470001,209.610001,903300,209.610001
"365",210,214.639999,209.979996,214.110001,780600,214.110001
"366",212.710007,213.130005,210.839996,213.009995,824300,213.009995
"367",210.960007,212.119995,209.550003,210.149994,974900,210.149994
"368",207.850006,210.850006,207.850006,210.589996,859300,210.589996
"369",211.220001,212.589996,209.809998,210.710007,571600,210.710007
"370",211.419998,212.089996,209.869995,210.910004,784600,210.910004
"371",211.059998,212.220001,208.199997,211.869995,963000,211.869995
"372",211.869995,211.869995,209,211.5,640400,211.5
"373",212.509995,214.270004,211.320007,213.5,604100,213.5
"374",212.860001,214.309998,210.429993,211.899994,1207100,211.899994
"375",212.539993,212.539993,208.869995,211.339996,874900,211.339996
"376",212.360001,215.809998,210.860001,214.270004,1150100,214.270004
"377",212.380005,214.199997,211.479996,213.860001,839600,213.860001
"378",215,216.509995,214.460007,215.029999,405700,215.029999
"379",215.270004,217.600006,214.509995,217.460007,414600,217.460007
"380",217.960007,220.309998,217.059998,218.740005,479100,218.740005
"381",220.009995,222.130005,218.699997,220.839996,426000,220.839996
"382",220.779999,220.779999,217.929993,219.070007,491800,219.070007
"383",217.830002,228.490005,217.699997,224.839996,2242000,224.839996
"384",225.860001,226.309998,220.479996,223.300003,2168600,223.300003
"385",223.330002,225.660004,221.630005,223.860001,934600,223.860001
"386",223.970001,224.339996,220.509995,221.520004,890000,221.520004
"387",221,224.710007,220.940002,224.369995,482800,224.369995
"388",224.009995,225.610001,222.759995,224.380005,628200,224.380005
"389",224.050003,224.339996,222.660004,223.25,660100,223.25
"390",221.800003,225.059998,221.800003,224.229996,852500,224.229996
"391",223.179993,224.179993,216.740005,217.279999,1153000,217.279999
"392",217.410004,220.830002,216.339996,219.550003,1456800,219.550003
"393",219.789993,220.330002,214.559998,217.369995,1982500,217.369995
"394",189.110001,189.110001,177,179.309998,7360500,179.309998
"395",178.529999,185.509995,177.429993,183.059998,3307800,183.059998
"396",182.529999,186.889999,182.5,184.699997,1804400,184.699997
"397",185.699997,189.570007,184.100006,188.360001,1205600,188.360001
"398",189,191.389999,188.360001,189.389999,1520900,189.389999
"399",187.580002,188.729996,185.770004,186.419998,1464900,186.419998
"400",187.089996,188.199997,185.330002,186.610001,1028600,186.610001
"401",187.449997,188.110001,186.350006,187.029999,1152800,187.029999
"402",187.580002,190.039993,186.679993,186.869995,1032100,186.869995
"403",186.25,187.75,185.660004,186.100006,854300,186.100006
"404",186.440002,187.419998,183.860001,184.289993,1130700,184.289993
"405",183.699997,185.979996,180.710007,182.320007,1099700,182.320007
"406",182.110001,184.160004,180.580002,181.889999,1157100,181.889999
"407",181.300003,184.110001,180.740005,181.860001,710200,181.860001
"408",181.479996,185.220001,180.449997,185.080002,1047000,185.080002
"409",186.550003,189.929993,184.910004,188.119995,1160800,188.119995
"410",188.440002,191.169998,187.869995,190.059998,690300,190.059998
"411",190.970001,192.449997,190.149994,190.509995,669500,190.509995
"412",192.419998,193.789993,190.270004,193.410004,670000,193.410004
"413",193.009995,194.899994,191.570007,192.979996,707900,192.979996
"414",193.179993,193.779999,190.690002,190.889999,685400,190.889999
"415",191.279999,191.639999,190.119995,190.410004,715500,190.410004
"416",191.210007,194.080002,190.240005,192.929993,497600,192.929993
"417",193.529999,193.639999,192.130005,192.860001,413100,192.860001
"418",192.850006,196.300003,192,195.979996,699800,195.979996
"419",195.509995,195.880005,192.360001,193.229996,521500,193.229996
"420",193.110001,194.190002,189.949997,191.589996,626600,191.589996
"421",191.199997,192.259995,189.830002,190.160004,1020300,190.160004
"422",189.5,192.350006,189.270004,191,578600,191
"423",190.300003,192.449997,190.179993,190.720001,532200,190.720001
"424",189.850006,190.940002,188.190002,188.619995,574300,188.619995
"425",190.110001,190.880005,188.210007,189.770004,548400,189.770004
"426",189.75,191.679993,188.429993,189.740005,504600,189.740005
"427",188.020004,188.830002,183.970001,185.559998,1899900,185.559998
"428",186.309998,186.720001,183.259995,185.889999,1508400,185.889999
"429",186.600006,188.029999,185.240005,187.100006,1021200,187.100006
"430",187.100006,188.830002,186.729996,186.910004,973200,186.910004
"431",186.580002,187.600006,184.339996,185.270004,1173300,185.270004
"432",186.679993,189.199997,185.779999,187.330002,816500,187.330002
"433",188,188.869995,185.5,186.179993,1052100,186.179993
"434",186.529999,187.630005,185.949997,186.600006,899200,186.600006
"435",185.529999,186.770004,182.610001,182.960007,936400,182.960007
"436",182.899994,183.720001,180.979996,181.380005,723200,181.380005
"437",181.679993,182.149994,180.389999,180.589996,860500,180.589996
"438",180.389999,180.800003,179.089996,179.330002,780400,179.330002
"439",179.360001,179.740005,173.820007,175.350006,1022800,175.350006
"440",175.910004,176.740005,173.589996,173.699997,726700,173.699997
"441",173.050003,174.449997,169.570007,170.029999,1094200,170.029999
"442",170.300003,172.100006,168.130005,170.850006,1971500,170.850006
"443",170.059998,171.990005,169.869995,171.110001,754000,171.110001
"444",171.190002,172.429993,167.210007,168.089996,1212700,168.089996
"445",168.080002,169.589996,167.199997,169.350006,732800,169.350006
"446",162.009995,164.779999,160.270004,160.669998,1319200,160.669998
"447",161.649994,162.960007,159.389999,159.630005,1202000,159.630005
"448",159,161.440002,157.160004,157.220001,843800,157.220001
"449",159.570007,159.570007,153.880005,156.119995,1325500,156.119995
"450",153.919998,157.179993,153.919998,155.330002,1517600,155.330002
"451",155.869995,156.910004,153.610001,156.25,1284200,156.25
"452",155.380005,156.75,152.559998,155.949997,1042800,155.949997
"453",155.539993,155.990005,151.5,152.289993,802400,152.289993
"454",152.009995,152.479996,148.470001,150.309998,801900,150.309998
