"","REG.Open","REG.High","REG.Low","REG.Close","REG.Volume","REG.Adjusted"
"39",71.470001,71.540001,69.889999,70.349998,4661100,58.915798
"40",69.730003,70.559998,68.370003,68.400002,27410600,57.282742
"41",68.400002,69.849998,68.400002,69.129997,3453400,57.894085
"42",68.589996,68.629997,66.760002,67.739998,3126800,56.730015
"43",67.370003,67.5,66.389999,66.629997,1818400,55.800415
"44",66.800003,67.089996,65.489998,65.720001,1618100,55.038334
"45",65.199997,65.459999,63.919998,64.779999,1839100,54.25111
"46",64.610001,65.040001,62.91,62.950001,1700400,52.718552
"47",62.950001,63.68,61.900002,62.580002,2390100,52.408684
"48",62.59,63.759998,62.509998,63.720001,3215800,53.3634
"49",63.349998,65.169998,63.07,64.849998,2610200,54.309734
"50",64.889999,67.239998,64.559998,66.769997,2616100,55.917671
"51",66.589996,66.809998,66.190002,66.480003,1089100,55.674809
"52",66.480003,66.93,66.019997,66.910004,4358400,56.034927
"53",66.900002,67.440002,66.620003,66.769997,1052900,55.917671
"54",66.900002,67.290001,66.470001,66.699997,1660200,55.859039
"55",66.779999,66.82,65.620003,66.330002,1116300,55.549187
"56",66.239998,67.669998,66.190002,67.269997,1143100,56.336391
"57",67.25,67.660004,66.989998,67.110001,814600,56.202415
"58",67.209999,67.779999,66.150002,66.449997,979700,55.649677
"59",66.349998,66.809998,65.57,66.620003,818700,55.792057
"60",66.510002,66.980003,66.260002,66.470001,1112300,55.666435
"61",66.389999,66.669998,65.959999,66.5,726300,55.691551
"62",66.599998,66.839996,66.349998,66.389999,1225100,55.59943
"63",66.43,67.129997,66.150002,66.449997,1446500,55.649677
"64",66.489998,66.919998,66.230003,66.349998,1212200,55.565929
"65",66.440002,66.639999,66.080002,66.129997,1427300,55.381687
"66",66.080002,66.370003,65.730003,66.029999,1090900,55.297947
"67",66.029999,66.459999,65.93,66.07,1001100,55.331444
"68",65.970001,66.860001,65.790001,66.690002,757700,55.850674
"69",66.720001,67.529999,66.690002,67.209999,867700,56.286156
"70",67.239998,67.57,66.980003,67.349998,720500,56.403397
"71",67.389999,67.650002,66.839996,67.309998,654400,56.369904
"72",67.529999,67.889999,67.220001,67.830002,545900,56.805389
"73",67.849998,68.400002,67.589996,68.309998,641300,57.207363
"74",68.279999,69.07,68.190002,68.489998,911000,57.358116
"75",68.529999,68.660004,67.940002,68.440002,539000,57.316235
"76",68.389999,68.43,67.400002,67.470001,606900,56.503891
"77",68.059998,68.059998,65.169998,65.239998,1154200,54.636356
"78",65.260002,65.629997,64.970001,65.160004,904100,54.569347
"79",64.949997,65.18,64.050003,64.07,896300,53.656509
"80",64.07,65.120003,63.790001,63.880001,795000,53.497391
"81",63.720001,63.720001,62.900002,63.18,914700,52.91116
"82",63.560001,63.990002,62.57,63.509998,989000,53.187523
"83",63.59,64.709999,63.459999,64.239998,937700,53.79887
"84",64.410004,64.43,62.950001,63.110001,777600,52.852547
"85",62.830002,62.849998,61.509998,62.549999,1045400,52.383556
"86",62.610001,63.290001,62.27,62.669998,729100,52.484055
"87",62.790001,62.849998,61.380001,61.490002,936200,51.495846
"88",61.57,61.689999,60.849998,61.529999,1120700,51.529339
"89",61.529999,63.57,61.529999,62.93,2012300,52.701801
"90",62.540001,62.619999,61.34,62.240002,2335900,52.12394
"91",62.490002,62.490002,60.529999,60.720001,1248500,50.850998
"92",60.669998,61.419998,60.509998,60.959999,2078500,51.051987
"93",60.849998,60.849998,58.82,58.959999,1795200,49.377048
"94",58.630001,60.639999,58.630001,60.240002,1938100,50.44902
"95",59.59,60.439999,59.200001,60.240002,1673000,50.896812
"96",60.110001,61.419998,59.700001,60.630001,1702400,51.226322
"97",60.630001,61.330002,60.380001,60.759998,1454600,51.336155
"98",60.830002,61.130001,60.52,60.759998,1026000,51.336155
"99",60.880001,62.150002,60.740002,61.970001,1345900,52.35849
"100",62.259998,62.75,61.82,62.48,1066000,52.789383
"101",62.619999,63.009998,61.77,62,1236200,52.383835
"102",61.959999,62.209999,60.669998,60.689999,1211100,51.277016
"103",60.48,61.169998,60.07,60.860001,1962900,51.42065
"104",60.639999,61.169998,60.169998,60.939999,1188500,51.488232
"105",61.259998,61.93,60.73,60.91,874700,51.462883
"106",60.669998,60.849998,60.009998,60.200001,848300,50.863018
"107",60.25,61.689999,59.77,61.16,1019400,51.674122
"108",61.220001,62.799999,61.220001,62.16,1345600,52.51902
"109",62.16,62.490002,61.490002,61.810001,1146700,52.223301
"110",61.75,62.740002,61.220001,62.369999,758400,52.696445
"111",62.669998,63.919998,62.400002,63.860001,1200000,53.955349
"112",63.560001,64.339996,63.060001,63.889999,841800,53.980694
"113",64.529999,64.669998,63.09,63.490002,733800,53.642735
"114",63.119999,64.110001,63.119999,64.059998,1039100,54.124325
"115",64.260002,65.25,61,61.450001,4343600,51.919136
"116",61.389999,61.389999,59.860001,60.23,2649700,50.888363
"117",60.23,60.57,59.209999,59.759998,1951400,50.491257
"118",59.779999,60.419998,59.299999,59.970001,1849900,50.668682
"119",59.759998,60.48,59.369999,60.279999,1409100,50.930603
"120",60.290001,61.419998,60.290001,61.07,1631500,51.598076
"121",61.080002,62.82,61.02,62.450001,1483200,52.764034
"122",62.290001,62.68,61.810001,62.310001,1082100,52.645752
"123",62.59,63.52,62.459999,63.150002,1096000,53.355465
"124",62.869999,63.82,62.630001,62.98,1339100,53.211834
"125",63.290001,63.82,62.369999,62.639999,1455500,52.924564
"126",62.860001,63.950001,62.509998,63.810001,495200,53.913101
"127",63.740002,63.880001,62.43,62.650002,1107300,52.933014
"128",62.400002,62.73,61.490002,61.709999,978200,52.138805
"129",61.82,62.509998,61.580002,62.380001,678500,52.704903
"130",62.490002,62.66,61.439999,61.439999,691800,51.91069
"131",61.639999,61.700001,60.799999,61.400002,644000,51.876892
"132",61.740002,63.080002,61.740002,62.16,770000,52.51902
"133",62.09,62.830002,62,62.450001,798700,52.764034
"134",62.560001,63.73,62.560001,63.549999,857700,53.693428
"135",63.639999,64.25,63.41,63.959999,805300,54.039829
"136",63.93,64.139999,63.389999,63.580002,715400,53.718769
"137",63.59,64.489998,63.48,64.480003,592200,54.479191
"138",64.610001,64.879997,64.220001,64.5,418800,54.496086
"139",64.540001,64.82,63.630001,64.230003,499800,54.267967
"140",64.309998,64.519997,63.48,64.309998,594300,54.335548
"141",64.449997,64.919998,63.849998,64.889999,613200,54.8256
"142",64.809998,65.830002,64.709999,65.669998,723400,55.484615
"143",65.540001,67.389999,64.970001,67.190002,1115000,56.76886
"144",66.940002,67.309998,66.080002,66.160004,847600,55.898628
"145",66.269997,66.32,65.209999,66.220001,850300,55.949318
"146",66.510002,67.669998,66.129997,67.300003,1286600,56.861805
"147",66.889999,67.260002,65.75,66.099998,783700,55.847923
"148",65.849998,66.589996,65.68,66.129997,678000,55.873268
"149",65.599998,67.379997,65.419998,66.730003,1128000,56.380211
"150",66.739998,67.07,66.160004,66.739998,571800,56.388657
"151",66.480003,67.220001,66.029999,66.540001,626000,56.219685
"152",66.300003,67.339996,66.279999,66.860001,657200,56.490051
"153",66.82,67.129997,66.389999,66.410004,884500,56.109844
"154",66.279999,66.309998,64.739998,65.110001,763900,55.011471
"155",64.989998,66.260002,64.519997,65.919998,720900,56.152935
"156",65.489998,65.889999,64.68,65.059998,827600,55.420349
"157",65.190002,65.889999,64.980003,65.519997,826800,55.812202
"158",65.970001,66.199997,65.330002,65.330002,949300,55.650345
"159",64.980003,65.089996,64.300003,64.68,970100,55.096657
"160",64.82,65.690002,64.389999,65.529999,531800,55.820721
"161",65.540001,65.849998,65.080002,65.290001,478000,55.616276
"162",65.190002,66.029999,65.010002,65.769997,642300,56.025158
"163",66.07,67.099998,65.230003,65.260002,1171000,55.590729
"164",65.489998,66.07,64.879997,65.75,766100,56.008118
"165",65.870003,66.029999,64.199997,64.339996,972300,54.80703
"166",63.970001,64.5,63.139999,63.380001,1703400,53.989273
"167",63.25,63.66,62.66,63.630001,1659900,54.202232
"168",63.950001,64.739998,63.669998,64.32,1153500,54.789997
"169",64.32,65.129997,63.950001,64.68,779900,55.096657
"170",64.720001,65.25,64.129997,64.519997,727600,54.960365
"171",64.790001,65.5,64.550003,64.720001,855700,55.130733
"172",64.739998,65.099998,64.440002,64.800003,1353700,55.198887
"173",64.599998,64.889999,63.869999,64.18,828400,54.670742
"174",64.300003,65.349998,64.290001,65,1857000,55.369251
"175",64.739998,65.379997,63.700001,63.919998,937600,54.449261
"176",64.010002,64.010002,63.27,63.639999,946900,54.210751
"177",63.619999,65.559998,63.470001,65.470001,1074500,55.769608
"178",65.239998,65.269997,64.540001,65,1715400,55.369251
"179",64.870003,64.980003,63.720001,63.950001,978400,54.474827
"180",63.84,63.84,63.119999,63.470001,1120900,54.065941
"181",63.630001,63.75,62.240002,62.610001,743700,53.333366
"182",62.650002,63.009998,62.279999,62.419998,833200,53.171509
"183",62.5,62.77,62.02,62.119999,563100,52.915962
"184",62.259998,63.32,62.150002,62.720001,1061700,53.427067
"185",62.790001,63.450001,62.5,63.09,1147600,53.742241
"186",63.040001,63.040001,61.650002,61.860001,1004900,52.694489
"187",61.889999,62.23,61.459999,62.139999,814900,52.932999
"188",61.849998,62.34,61.68,62.040001,785700,52.847816
"189",62.049999,62.349998,61.529999,62.099998,803500,52.898922
"190",62.369999,62.509998,61.700001,62.380001,576600,53.13744
"191",62.360001,62.880001,62.040001,62.869999,557900,53.554832
"192",62.990002,63.82,62.900002,63.099998,819700,53.750767
"193",62.779999,62.779999,62.16,62.299999,1093100,53.06929
"194",62.509998,63.110001,62.439999,62.630001,535700,53.350399
"195",62.73,63.59,62.73,63.57,642000,54.151123
"196",63.57,64.080002,63.57,63.91,637300,54.440746
"197",63.790001,64.050003,63.34,64.040001,753800,54.551487
"198",64.290001,64.93,63.66,64.669998,707800,55.088139
"199",64.57,64.760002,63.970001,64.230003,930000,54.713337
"200",64.139999,65.07,64.029999,65.059998,718200,55.420349
"201",64.900002,65.25,64.330002,64.760002,946200,55.164806
"202",64.849998,65.220001,64.269997,64.379997,629100,54.841106
"203",64.459999,64.480003,63.27,63.650002,683000,54.219273
"204",63.849998,64.139999,63.389999,63.740002,550200,54.29594
"205",63.619999,63.790001,62.970001,63.360001,922400,53.972233
"206",63.02,63.209999,61.91,62.93,688200,53.605953
"207",63.27,63.27,61.799999,62.380001,590600,53.13744
"208",62.209999,62.700001,61.490002,62.52,807200,53.256702
"209",62.540001,62.919998,62.189999,62.240002,589000,53.018188
"210",62.220001,62.419998,61.189999,61.549999,934500,52.430412
"211",61.560001,62.580002,61.560001,62.119999,1043800,52.915962
"212",63.98,65.510002,63.41,65.279999,1448600,55.607758
"213",64.690002,65.379997,63.950001,64.099998,1302100,54.602592
"214",64.220001,64.93,63.939999,64.239998,711400,54.721855
"215",64.330002,65.860001,64.279999,65.260002,872400,55.590729
"216",65.309998,66.260002,65.309998,65.760002,995000,56.016647
"217",65.550003,66.940002,65.550003,66.32,703800,56.493668
"218",65.989998,66.720001,65.989998,66.449997,932100,56.604397
"219",66.730003,67.25,66.18,67.209999,891900,57.251797
"220",66.650002,66.980003,66.019997,66.910004,646700,57.449276
"221",66.949997,67.269997,66.349998,66.870003,880200,57.414944
"222",66.739998,67.5,66.339996,67.260002,803800,57.749786
"223",67.110001,67.830002,67.110001,67.400002,564900,57.869999
"224",67.470001,67.57,66.970001,67.190002,818700,57.68969
"225",67.190002,67.900002,67.080002,67.809998,934500,58.222019
"226",67.510002,68.199997,67.510002,67.669998,531000,58.101822
"227",67.900002,67.980003,67.440002,67.809998,271900,58.222019
"228",68.059998,68.110001,67.330002,67.419998,482800,57.887177
"229",67.580002,68.110001,67.110001,67.989998,928000,58.376572
"230",67.839996,68.300003,67.459999,68,812500,58.38517
"231",68,68.449997,67.629997,67.809998,1281800,58.222019
"232",68.059998,68.260002,67.489998,68.059998,678900,58.436672
"233",68.059998,68.739998,68.059998,68.599998,1219600,58.90033
"234",68.540001,68.709999,67.769997,67.790001,746800,58.204853
"235",68.099998,68.199997,66.889999,67.339996,626000,57.818481
"236",67.410004,67.870003,67.059998,67.449997,1074200,57.912926
"237",67.610001,67.860001,67.25,67.580002,639000,58.024548
"238",67.540001,68,67.360001,67.68,603300,58.110401
"239",67.769997,68.75,67.32,68.589996,840000,58.891735
"240",68.769997,69.230003,68.370003,68.760002,937100,59.037704
"241",68.790001,69.639999,68.550003,69.199997,912000,59.415485
"242",69.379997,70.110001,69.290001,70,2053300,60.102375
"243",70.110001,70.639999,70,70.370003,1685700,60.420071
"244",70.360001,70.519997,68.760002,69,1212700,59.243759
"245",68.970001,69.419998,68.010002,68.010002,713400,58.393742
"246",68.010002,68.440002,67.489998,67.699997,1062000,58.127583
"247",68.050003,68.220001,67.639999,68.089996,720200,58.46244
"248",68.330002,69.089996,68.099998,68.690002,562000,58.9776
"249",68.949997,69.260002,68.519997,69.019997,899100,59.260941
"250",69.220001,69.610001,68.690002,69.419998,677700,59.604378
"251",69.410004,69.639999,69.150002,69.18,667100,59.398319
"252",69.330002,69.779999,68.889999,69.540001,763800,59.707405
"253",69.57,69.620003,68.669998,69.050003,781200,59.286694
"254",69.080002,69.080002,66.760002,66.790001,844900,57.346245
"255",67.129997,67.360001,66.629997,66.769997,944900,57.329075
"256",66.82,67.559998,66.82,67.32,903800,57.801311
"257",67.419998,67.419998,65.889999,65.900002,789800,56.582096
"258",65.309998,65.540001,64.400002,65.339996,932700,56.101269
"259",65.339996,65.57,64.290001,64.370003,1305300,55.268425
"260",64.449997,64.449997,63.529999,64.059998,943900,55.002254
"261",64.260002,64.970001,63.59,63.66,985000,54.658813
"262",63.919998,64.370003,63.529999,64.209999,881400,55.131054
"263",63.939999,64.129997,63.369999,63.639999,883500,54.64164
"264",63.810001,64.050003,63.400002,63.77,1026700,54.753258
"265",63.73,64.360001,63.66,64.309998,1159600,55.2169
"266",64.529999,64.690002,64.18,64.589996,869800,55.45731
"267",64.580002,64.650002,63.98,64.300003,1045200,55.208328
"268",64.25,64.760002,63.830002,64.120003,796900,55.053772
"269",64.300003,64.339996,63.029999,63.16,1157300,54.229511
"270",63.889999,63.950001,62.07,62.57,1492100,53.722935
"271",62.41,62.59,61.580002,61.830002,867100,53.087578
"272",61.939999,62.970001,61.669998,62.91,1730700,54.014858
"273",62.939999,63.220001,60.66,60.689999,1343200,52.108761
"274",60.360001,60.740002,59.669998,60.119999,859100,51.619347
"275",59.84,60.93,58.290001,58.290001,1190600,50.048107
"276",57.689999,58.740002,56.66,57.790001,1955800,49.618805
"277",57.830002,59.110001,57.5,57.529999,1472900,49.395561
"278",57.369999,57.73,55.580002,55.580002,1445500,47.721291
"279",56.169998,57.080002,55.029999,56.700001,1468600,48.682922
"280",57.110001,57.509998,54.869999,57.27,1343800,49.172329
"281",57.27,57.740002,56.459999,57.540001,973300,49.404152
"282",57.110001,57.950001,56.009998,57.66,1363900,49.507183
"283",57.959999,58.529999,57.669998,57.84,1324300,49.661732
"284",56.889999,58.34,56.849998,58.040001,1796100,50.316254
"285",57.779999,58.849998,57.779999,58.060001,2551500,50.333599
"286",57.919998,57.990002,56.709999,56.740002,1499400,49.189259
"287",56.84,58.610001,56.759998,58.279999,975800,50.524311
"288",58.48,59.029999,57.959999,59.009998,1053300,51.157181
"289",59.240002,59.529999,58.509998,59.330002,1086400,51.434593
"290",59.459999,59.84,57.900002,57.91,1457800,50.20356
"291",58.169998,58.98,57.84,58.110001,1575100,50.376938
"292",57.970001,58.669998,57.650002,58.330002,1729000,50.567669
"293",58,59.09,57.25,58.93,1334800,51.087818
"294",58.549999,59.549999,58.43,58.720001,1074500,50.905766
"295",58.900002,59,58.220001,58.950001,762400,51.10516
"296",58.84,59.400002,58.580002,58.849998,773900,51.018471
"297",58.91,59.52,58.5,58.959999,839200,51.113827
"298",58.900002,59.110001,58.080002,59.099998,1375900,51.235195
"299",58.950001,59.200001,58.580002,59.119999,1232500,51.252541
"300",59.380001,59.599998,58.75,59.200001,1064500,51.321892
"301",59.290001,59.41,58.279999,58.82,1172800,50.992466
"302",58.939999,59.009998,58.029999,58.259998,1153300,50.506985
"303",58.18,58.419998,57.779999,58.27,2158900,50.515663
"304",58.41,58.41,57.02,57.32,1264800,49.692078
"305",57.540001,57.939999,56.130001,56.959999,1451200,49.379978
"306",56.84,57.040001,56.16,56.509998,1049000,48.989864
"307",56.450001,57.77,56.299999,56.639999,1160900,49.102566
"308",56.599998,56.599998,55.740002,55.849998,1215800,48.41769
"309",56.200001,56.720001,55.599998,56.619999,846200,49.085224
"310",56.619999,57.77,55.810001,57.09,1485900,49.492676
"311",57.349998,59.209999,57.349998,59.02,1448200,51.165852
"312",59.16,59.52,58.549999,58.98,1332600,51.131168
"313",58.98,58.98,57.540001,57.700001,1598700,50.021507
"314",57.91,58.889999,57.34,58.610001,922300,50.810402
"315",58.299999,59.599998,58.060001,59.400002,801200,51.495274
"316",59.439999,59.779999,58.91,59.669998,876500,51.729343
"317",59.450001,60.09,58.509998,58.700001,861000,50.888428
"318",58.650002,59.080002,58.110001,58.580002,493000,50.784405
"319",58.830002,59.25,58.529999,58.98,797600,51.131168
"320",58.82,59.349998,58.490002,58.869999,1026700,51.035809
"321",59.220001,59.220001,57.709999,58.189999,808200,50.446297
"322",58.32,58.419998,57.82,58.389999,760300,50.619682
"323",58.43,58.869999,58.310001,58.529999,1011100,50.741051
"324",58.709999,59.16,58.209999,58.580002,1044400,50.784405
"325",58.68,58.869999,58.130001,58.240002,815100,50.489651
"326",58.099998,58.099998,56.66,57.099998,794800,49.501347
"327",57.150002,57.52,56.07,56.119999,727900,48.651764
"328",56.150002,56.669998,55.82,56.110001,585800,48.643097
"329",55.950001,56.389999,55.77,56.18,781800,48.703777
"330",56.119999,56.459999,55.43,56,512000,48.547737
"331",56.360001,57.560001,56.029999,57.240002,879400,49.622723
"332",57.240002,58.91,57.09,58.779999,889300,50.957783
"333",58.919998,59.389999,58.490002,58.849998,1349700,51.018471
"334",58.849998,59.52,58.150002,59.259998,898200,51.373909
"335",58.869999,59.09,57.919998,58.110001,908900,50.376938
"336",58.060001,58.400002,57.68,57.75,1021000,50.064854
"337",57.639999,58.919998,57.639999,58.759998,728600,50.940445
"338",59.040001,59.200001,58.630001,58.900002,606400,51.06181
"339",58.799999,58.869999,57.939999,58.09,815800,50.359596
"340",58.029999,58.700001,57.740002,58.650002,639000,50.845081
"341",58.959999,59.110001,58.490002,58.639999,667000,50.836418
"342",58.82,59.080002,58.459999,58.549999,727200,50.758389
"343",58.41,58.810001,57.360001,57.700001,785800,50.021507
"344",56.77,56.970001,56.139999,56.400002,1320300,49.369377
"345",56.68,56.950001,56.150002,56.290001,1185100,49.273087
"346",56.349998,56.68,55.880001,56.27,951500,49.255581
"347",55.880001,56.080002,55.459999,55.700001,1640200,48.756634
"348",56.110001,56.950001,55.380001,56.66,953400,49.596962
"349",56.68,57.389999,56.580002,57.200001,1379500,50.069645
"350",57.349998,58.009998,57.110001,57.599998,1649500,50.419785
"351",57.810001,58.080002,57.07,57.380001,1080500,50.227211
"352",57.59,57.880001,57.330002,57.799999,1123200,50.594856
"353",57.43,58.189999,57.16,58,1412500,50.769928
"354",57.959999,58.610001,57.57,58.41,1354300,51.128815
"355",58.41,58.529999,57.889999,58.080002,1456800,50.839954
"356",58.189999,58.619999,57.619999,57.759998,1513600,50.559841
"357",58.02,58.52,57.889999,58.459999,1065500,51.172581
"358",58.630001,59.299999,58.459999,58.82,1288100,51.487709
"359",58.709999,59.279999,58.419998,59.169998,1345200,51.794071
"360",59.139999,59.529999,58.720001,59.16,1570100,51.78532
"361",59.189999,59.610001,58.849998,59.470001,1272800,52.056675
"362",59.529999,59.740002,59.189999,59.32,1024400,51.925377
"363",59.32,60.59,59.200001,60.419998,1477300,52.888245
"364",60.509998,60.66,59.169998,59.369999,860500,51.969143
"365",59.560001,60.200001,59.5,60.009998,863800,52.529358
"366",59.939999,60.380001,59.549999,59.709999,1647000,52.266758
"367",59.549999,59.950001,59.080002,59.639999,1084100,52.205482
"368",59.549999,59.860001,58.93,59.060001,1053900,51.697788
"369",58.950001,60.130001,58.950001,60.07,971800,52.581886
"370",60.110001,61.32,60.029999,61.290001,1031600,53.649811
"371",61.439999,62.779999,61.18,62.68,1787100,54.866528
"372",62.790001,62.919998,61.66,62.580002,1129200,54.778996
"373",62.639999,62.689999,62.07,62.380001,1024300,54.603931
"374",62.630001,62.849998,62.200001,62.200001,775400,54.446373
"375",62.150002,62.599998,61.880001,62.459999,1251000,54.673954
"376",62.299999,62.689999,62,62.080002,1380600,54.341328
"377",62.02,62.66,61.02,61.549999,1750100,53.877388
"378",61.48,62.27,60.970001,61.639999,985500,53.956173
"379",61.790001,62.209999,61.349998,62.139999,1067400,54.393845
"380",62.310001,62.580002,62.07,62.360001,1203500,54.586422
"381",62.41,62.419998,61.57,61.919998,1110300,54.201267
"382",61.709999,62.25,61.549999,61.689999,1062600,53.999939
"383",61.599998,61.779999,61.23,61.32,803500,53.676064
"384",61.310001,61.57,61.080002,61.290001,1201800,53.649811
"385",61.52,61.790001,61.119999,61.220001,658100,53.588528
"386",61.099998,61.25,60.5,61.029999,578400,53.422211
"387",61.240002,61.740002,60.689999,60.77,1479500,53.194626
"388",60.669998,60.970001,60.279999,60.689999,1154000,53.124599
"389",60.619999,61.849998,60.41,61.48,949600,53.81612
"390",61.189999,61.48,60.900002,61.439999,1608600,53.781105
"391",61.59,61.880001,61.189999,61.779999,1435500,54.078724
"392",61.869999,62.07,60.75,60.970001,1630100,53.369694
"393",60.830002,63.439999,60.830002,62.830002,7758400,54.997826
"394",63.139999,64.400002,62.799999,62.900002,2654800,55.059105
"395",63.009998,63.040001,61.66,61.869999,1947300,54.157501
"396",62.009998,62.790001,61.380001,62.700001,1644000,54.884033
"397",62.939999,64.279999,62.639999,63.630001,1417900,55.698109
"398",62.91,63.77,62.5,63.630001,1824400,55.698109
"399",63.509998,63.93,63.349998,63.599998,1130100,55.671848
"400",62.959999,64.980003,61.93,64.839996,1424400,56.757275
"401",64.870003,64.940002,63.5,63.689999,1466300,55.750626
"402",63.580002,63.580002,62.91,63.360001,1457100,55.461769
"403",63.400002,63.439999,62.880001,63.189999,1345100,55.312958
"404",63.169998,63.459999,62.959999,63.32,829800,55.42675
"405",63.470001,63.66,63.110001,63.25,928500,55.365479
"406",63.240002,63.32,62.610001,62.849998,1166900,55.015335
"407",62.669998,63.57,62.5,63.380001,1112400,55.973549
"408",63.439999,64,63.360001,63.810001,1170100,56.353302
"409",63.849998,64.389999,63.77,64.269997,1034700,56.759541
"410",64.18,65.239998,64.019997,65.209999,3340100,57.589687
"411",65.389999,66,65.379997,65.68,1043500,58.004776
"412",65.43,65.650002,64.75,65.059998,1118600,57.457222
"413",65.099998,65.169998,64.68,64.779999,964300,57.209949
"414",64.82,65.110001,64.660004,64.959999,633600,57.368908
"415",64.790001,65.489998,64.790001,65.440002,699700,57.792824
"416",65.489998,65.529999,64.720001,65,980300,57.40424
"417",65.309998,66.089996,64.959999,66.07,1087200,58.349201
"418",65.800003,66.260002,65.739998,66,819900,58.28738
"419",66.129997,66.199997,65.550003,65.779999,851100,58.093094
"420",65.82,66.110001,65.639999,66.029999,998500,58.313877
"421",65.970001,66.089996,64.900002,65.099998,969500,57.492546
"422",64.910004,66.139999,64.779999,65.879997,898400,58.181404
"423",66.059998,66.860001,65.849998,66.370003,1148900,58.614151
"424",65.43,65.989998,65.110001,65.139999,951200,57.527874
"425",65.559998,66.190002,65.489998,65.68,1224900,58.004776
"426",65.43,66.18,65.309998,65.690002,939100,58.013615
"427",65.739998,65.860001,65.199997,65.269997,1042000,57.642685
"428",65.620003,66.019997,65.209999,65.769997,1026100,58.084248
"429",65.43,65.970001,64.410004,64.650002,1234000,57.095135
"430",64.75,65.620003,64.650002,65.489998,1205700,57.836975
"431",65.599998,65.75,65.220001,65.349998,1028000,57.713329
"432",65.440002,65.519997,64.480003,64.5,1304600,56.962669
"433",64.529999,65.410004,64.199997,65.32,1026300,57.686844
"434",65.239998,65.93,65.230003,65.370003,6329600,57.731003
"435",65.32,65.459999,63.619999,63.950001,1182500,56.476944
"436",64.040001,64.739998,63.93,64.309998,747000,56.794865
"437",64.279999,64.580002,63.32,63.380001,589200,55.973549
"438",63.5,64.019997,63.369999,63.459999,609000,56.044201
"439",63.540001,64.690002,63.509998,64.669998,1068600,57.112801
"440",64.709999,64.940002,64.260002,64.489998,885800,56.953835
"441",64.489998,64.699997,64.120003,64.190002,913600,56.688896
"442",64.190002,64.610001,62.610001,63.200001,975600,55.814583
"443",62.959999,63.459999,62.369999,63.040001,932100,55.673283
"444",63.16,63.41,62.880001,63.130001,902800,55.752766
"445",63.259998,64.790001,63.259998,64.260002,1587500,56.750717
"446",64.290001,64.410004,63.57,64.050003,1593000,56.56525
"447",63.619999,64.260002,63.119999,63.200001,2428200,55.814583
"448",63.560001,63.68,61.610001,61.669998,1496000,54.463379
"449",62.080002,62.709999,61.419998,61.740002,1183000,54.525192
"450",61.560001,62.619999,61.560001,61.919998,1464000,54.684162
"451",62.169998,63.25,61.68,62.98,993200,55.620293
"452",62.869999,63.369999,62.52,63.02,1083600,55.655613
"453",63.060001,63.639999,62.91,62.939999,1081200,55.584969
"454",63.07,63.779999,62.970001,63.450001,934700,56.035374
"455",63.490002,64.139999,62.52,62.52,792700,55.214046
