"","CCI.Open","CCI.High","CCI.Low","CCI.Close","CCI.Volume","CCI.Adjusted"
"446",110.309998,112.07,110.190002,111.07,2330300,100.764091
"447",111.07,111.5,108.699997,108.709999,3186700,98.623085
"448",108.980003,108.980003,104.599998,105.279999,2324800,95.511337
"449",106.269997,106.910004,104.059998,104.949997,3033400,95.21196
"450",104.809998,106.629997,104.739998,105.510002,1871100,95.720009
"451",105.57,107.139999,105.099998,106.900002,2210500,96.98101
"452",107.129997,107.5,105.650002,106.790001,2465100,96.881233
"453",106,108.650002,105.019997,106.620003,3933100,96.727005
"454",106.669998,107.889999,106.059998,106.93,2567800,97.00824
"455",107.260002,107.830002,105.779999,105.779999,2462500,95.964935
"456",105.540001,106.339996,104.529999,106.160004,3149500,96.3097
"457",106.419998,108.440002,106.209999,106.779999,4904400,96.872162
"458",107.099998,108.300003,106.029999,107.349998,3272000,97.389275
"459",106.610001,106.889999,103.290001,103.540001,3148700,93.932793
"460",104.199997,106.760002,104.139999,106.050003,4762700,96.209885
"461",106.769997,110.120003,105.980003,109.519997,3117100,99.357918
"462",109.68,110.029999,107.93,108.739998,3168200,98.650284
"463",109.239998,110.25,108.660004,109.32,2540500,99.176483
"464",109.25,109.629997,107.879997,109.339996,2817400,99.194633
"465",109.809998,111.699997,109.75,111.029999,2731300,100.727814
"466",111.190002,111.839996,110.529999,111.209999,1365400,100.891113
"467",111.349998,112.449997,111.050003,111.730003,1844600,101.362869
"468",111.589996,111.889999,110.480003,111.470001,2177200,101.126991
"469",111.470001,111.919998,110.540001,110.870003,1495800,100.582649
"470",110.790001,111.889999,109.660004,109.730003,2334100,99.548447
"471",110.050003,111.07,109.529999,110.68,2137300,100.410286
"472",111.260002,111.260002,109.25,110.300003,1837000,100.065544
"473",110.07,110.989998,108.809998,110.589996,2648700,100.328636
"474",110.419998,112.360001,110.059998,112.120003,2328900,101.716667
"475",112.169998,113.779999,111.540001,112.269997,2006900,101.852768
"476",112.669998,112.93,109.629997,109.629997,2550300,99.45771
"477",109.43,110.18,108.629997,109.470001,2112900,99.312576
"478",109.239998,109.43,107.919998,107.959999,684700,97.942665
"479",108.339996,108.589996,107.900002,108.389999,1539900,98.332771
"480",108.529999,110.510002,108.290001,110.480003,2016200,100.228859
"481",110.699997,112.370003,110.190002,112.120003,1865100,101.716667
"482",112.160004,113.370003,111.5,113,2647000,102.51503
"483",113.300003,114.949997,112.709999,114.900002,3752300,104.238731
"484",114.68,115.339996,111.339996,113.699997,3640600,103.150063
"485",113.660004,115.410004,113.660004,115,2907900,104.329453
"486",114.419998,117.599998,113.230003,117.470001,3247300,106.570259
"487",117.120003,117.580002,115.32,115.760002,2308200,105.018929
"488",115.730003,116.660004,114.309998,116.099998,2188900,105.327377
"489",116.739998,117.169998,116,116.139999,1732600,105.36367
"490",116.739998,117.519997,115.449997,115.480003,2173400,104.764908
"491",114.760002,115.839996,114.019997,115.050003,2153400,105.401634
"492",114.5,115.18,113.690002,114.550003,2231100,104.943558
"493",114.550003,114.769997,110.860001,110.910004,2837500,101.608818
"494",111.470001,112.709999,109.949997,110.620003,2091500,101.343124
"495",111.260002,112.75,110.129997,110.260002,2324300,101.013329
"496",110.059998,111.309998,109.230003,110,3422400,100.775139
"497",108.349998,111.18,106.110001,106.199997,4839300,97.293816
"498",106.25,106.559998,103.870003,103.870003,1501100,95.15921
"499",104.019997,107.639999,103.209999,107.629997,2234500,98.603882
"500",107.139999,107.879997,104.419998,107.879997,1690600,98.832916
"501",108.959999,109.239998,107.43,108.120003,1575600,99.052788
"502",108.5,108.660004,106.68,108.629997,1375800,99.520012
"503",107.620003,107.620003,105.160004,105.949997,2127700,97.064774
"504",105.82,108.650002,105.82,106.480003,2288000,97.550339
"505",107.300003,108.870003,106.870003,108.07,1591300,99.006989
"506",108.419998,109.699997,108.18,108.599998,1431300,99.492531
"507",109.470001,109.599998,107.339996,107.540001,3250600,98.521431
"508",107.360001,107.540001,104.43,105.669998,3213600,96.80825
"509",105.620003,107.120003,105.110001,106.849998,2277000,97.889313
"510",106.610001,107.720001,105.93,107.379997,1482700,98.374847
"511",106.800003,107.18,104.220001,106.419998,1989200,97.495354
"512",106.709999,107.849998,106.400002,107.400002,1271800,98.393173
"513",107.150002,107.860001,106.519997,107.330002,1483500,98.329056
"514",107.209999,108.010002,106.760002,107.620003,1488500,98.594719
"515",108.230003,108.349998,106.900002,107.610001,1907600,98.585579
"516",107.620003,109.209999,107.510002,109.190002,2322300,100.033051
"517",109.709999,110.300003,108.970001,110.269997,2558000,101.022491
"518",110.790001,112.879997,109.580002,111.910004,2990300,102.524963
"519",112.739998,114.769997,112.300003,113.699997,2449500,104.164833
"520",113.690002,114.589996,112.75,114.379997,2026900,104.787811
"521",114.050003,115.110001,114.040001,115.050003,1788000,105.401634
"522",114.940002,116.269997,114.870003,115.470001,2357800,105.786415
"523",115.470001,117.199997,114.269997,117.059998,3463200,107.243057
"524",117.220001,117.269997,114.860001,116.980003,1982000,107.169777
"525",116.82,117.639999,115.959999,117.639999,1915100,107.774414
"526",117.650002,119.239998,117.400002,119.220001,2352900,109.221939
"527",119.410004,119.43,117.169998,117.360001,2007700,107.517899
"528",116.720001,118.43,116.720001,118.279999,1521400,108.360748
"529",118.07,118.629997,117.449997,118.370003,2113500,108.443207
"530",118.43,118.959999,117.93,118.440002,1233400,108.507324
"531",118.400002,118.550003,116.790001,117.379997,2072700,107.536217
"532",117.529999,118.5,117.029999,118.440002,1538900,108.507324
"533",118.459999,119.120003,117.830002,118.75,1168100,108.791328
"534",119.690002,120.199997,118.93,120.129997,1861000,110.055603
"535",120.230003,120.559998,119.610001,120.150002,1602600,110.073929
"536",120.389999,120.389999,119.040001,119.580002,2355300,109.55172
"537",119.110001,119.940002,118.360001,119.360001,1782700,109.350189
"538",119.68,120.230003,118.690002,119.870003,1290000,109.817413
"539",120.059998,120.129997,117.940002,118.169998,2104000,108.259972
"540",118.389999,118.82,117.75,118.169998,1251900,108.259972
"541",118.110001,118.709999,117.029999,118.32,1097000,108.397392
"542",118.379997,120,117.849998,118.75,2215100,108.791328
"543",118.849998,119.370003,117.400002,119.230003,1462100,109.231079
"544",119.650002,119.779999,117.849998,119.510002,1647700,109.487602
"545",119.510002,120.300003,119.330002,119.580002,1272700,109.55172
"546",119.860001,121.220001,119.599998,120.68,1884200,110.559471
"547",120.599998,121.699997,120.279999,120.739998,1615000,110.614449
"548",120.720001,121.589996,120.190002,120.959999,1133800,110.816002
"549",121.18,123.620003,121.099998,123.540001,1564800,113.179642
"550",123.720001,124.400002,123.190002,123.849998,1766200,113.463623
"551",124.230003,125.660004,124.010002,125.010002,2509400,114.526352
"552",124.129997,124.370003,123.199997,124.010002,1660400,114.641914
"553",124.5,125.139999,124.050003,125.029999,3155000,115.584869
"554",125.150002,125.589996,124.040001,124.660004,1865200,115.242821
"555",124.699997,125.239998,123.940002,124.57,2166900,115.159607
"556",124.589996,126.099998,123.68,125.760002,2154500,116.259712
"557",125.300003,127.129997,125.169998,126.400002,2587900,116.851364
"558",126.360001,127.68,125.489998,125.5,1917600,116.019356
"559",125.580002,125.970001,125.059998,125.279999,2186500,115.815979
"560",125.669998,126.889999,124.730003,125.540001,1496400,116.056335
"561",125.470001,126.400002,124.529999,126.379997,1673100,116.832886
"562",126.68,127.25,125.959999,127.230003,2477500,117.618668
"563",127.230003,128.199997,126.519997,128,2609500,118.33049
"564",128.369995,128.369995,126.019997,126.669998,1810600,117.100967
"565",126.669998,128.580002,126.379997,128.369995,1203100,118.672554
"566",128.360001,128.740005,127.040001,128.380005,1466500,118.681793
"567",128.679993,128.75,127.32,128.210007,966000,118.524635
"568",128.220001,129.199997,127.529999,129.100006,962800,119.34742
"569",128.960007,129.360001,128.009995,128.509995,1625700,118.801956
"570",128.550003,129.880005,128.279999,129.830002,1608000,120.022247
"571",130.160004,130.350006,129.679993,130.25,1534100,120.41053
"572",130.380005,130.600006,128.350006,128.729996,1873500,119.005356
"573",128.320007,128.960007,126.910004,128.869995,1799600,119.134781
"574",128.850006,129.100006,127,127.400002,2395900,117.775826
"575",127.339996,127.519997,123.690002,124.610001,3001700,115.196594
"576",127.220001,127.220001,122.93,124.169998,3250000,114.789833
"577",121.75,123.940002,119.809998,122.620003,2748500,113.356926
"578",122.610001,122.699997,120.709999,122.580002,2050400,113.319931
"579",123.089996,123.839996,122.139999,123.43,1879800,114.105728
"580",123.690002,124.360001,122.580002,123.120003,2045700,113.819145
"581",123.040001,123.150002,122.050003,122.660004,1405100,113.393906
"582",123.5,124.699997,123.040001,124.010002,1644500,114.641914
"583",124,124.32,123.290001,123.599998,1330200,114.262878
"584",123.68,125.93,122.739998,125.779999,2061500,116.278198
"585",125.629997,126.699997,124.370003,124.449997,1481400,115.048668
"586",124.529999,125.290001,123.769997,124.029999,1223300,114.660416
"587",124.43,125.220001,124.190002,124.790001,772300,115.362991
"588",124.279999,125.110001,123.419998,124.769997,1172800,115.344498
"589",124.629997,124.830002,122.370003,123.230003,1171900,113.920853
"590",123.360001,124.889999,123.029999,123.709999,1273300,114.364578
"591",123.650002,124.809998,122.730003,124.029999,1191500,114.660416
"592",124.010002,126.139999,123.699997,125.68,1352000,116.18576
"593",124.800003,126.5,124.690002,126.300003,1710000,116.758926
"594",126.489998,128.050003,126.43,126.889999,1717100,117.304359
"595",126.82,127.989998,126.300003,127.239998,1083700,117.627907
"596",127.120003,128.070007,127.080002,127.529999,1396200,117.896004
"597",127.050003,127.849998,126.900002,127.25,1817400,117.637161
"598",126.059998,126.089996,122.599998,123.489998,3521200,114.161186
"599",124.050003,125.300003,122.940002,125.050003,1541700,115.603355
"600",125.260002,126.760002,125.260002,126.629997,1224800,117.063988
"601",126.449997,127.760002,126.019997,127.690002,1472300,118.043922
"602",129.649994,129.660004,127.720001,127.830002,2023600,118.173332
"603",128.039993,129.029999,126.120003,126.120003,1492100,116.592529
"604",126.18,127.07,125.190002,125.510002,1423900,116.028603
"605",125.889999,127.839996,125.25,127.690002,2377300,118.043922
"606",127.690002,131.899994,127.459999,130.009995,3175500,120.188667
"607",130.110001,132.059998,129.339996,131.830002,2616300,121.871155
"608",131.5,131.960007,130.080002,131.860001,2141200,121.898918
"609",132.479996,134.649994,131.190002,134.570007,1943300,124.404205
"610",134.800003,135.350006,133.75,135.050003,1266600,124.847916
"611",135.770004,136.389999,135.059998,135.220001,1348200,125.005089
"612",135.509995,135.699997,134.169998,134.710007,1467200,124.533592
"613",134.759995,136.270004,133.740005,135.899994,2524400,125.633705
"614",136.089996,137.309998,134.940002,135.089996,1756600,124.884888
"615",133.160004,133.899994,132.009995,132.550003,1925300,123.565796
"616",132.839996,133.690002,132.509995,133.309998,1417600,124.274292
"617",133.669998,136.009995,133.419998,135.990005,1541300,126.772652
"618",136.710007,137.25,135.479996,136.039993,1889200,126.81926
"619",135.25,136.949997,134.779999,136.619995,1599500,127.35994
"620",137,137.850006,136.429993,136.919998,1659400,127.639618
"621",136.75,136.919998,135.199997,135.779999,2477800,126.576889
"622",136.179993,136.380005,134.970001,135.149994,1444300,125.989586
"623",135.479996,135.839996,133.190002,133.25,1936800,124.218369
"624",133.080002,133.460007,129.889999,130.460007,2049100,121.61747
"625",130.990005,131.970001,130.330002,130.470001,2153300,121.626785
"626",130.289993,131.089996,129.910004,130.350006,3630700,121.514923
"627",130.839996,130.919998,126.839996,130.119995,2247100,121.300514
"628",130.610001,133.460007,130.229996,133.25,1915400,124.218369
"629",133.589996,134.800003,133.440002,134.520004,946800,125.402267
"630",133.669998,134.839996,131.710007,134.229996,849200,125.131927
"631",134.259995,135.479996,133.770004,135.089996,1105800,125.93364
"632",134.509995,135.550003,134.360001,135.320007,1393100,126.148071
"633",135.479996,136.279999,134.949997,136.080002,1058500,126.856537
"634",136.020004,136.630005,133.990005,134.210007,1404500,125.113304
"635",134.770004,134.850006,131.740005,132.520004,2130300,123.537834
"636",132.800003,134.149994,132.270004,133.190002,1660500,124.162437
"637",133.330002,134.059998,132.660004,132.720001,1202000,123.724274
"638",133.029999,133.199997,130.929993,131.619995,1640700,122.698845
"639",125.309998,128.600006,123.870003,126.870003,5462200,118.270798
"640",127.529999,128.339996,125.209999,125.480003,4059100,116.975014
"641",125.480003,127.019997,124.629997,126.419998,1912000,117.851288
"642",126.540001,127.739998,125.660004,127.699997,1951000,119.044533
"643",127.860001,129.279999,127.160004,129.210007,2105800,120.452194
"644",129.199997,129.600006,127.269997,129.470001,1746500,120.694565
"645",129.990005,130.889999,129.350006,130.580002,2143500,121.729332
"646",131.240005,132.479996,129.759995,130.160004,2386800,121.337814
"647",130.339996,132.850006,130.059998,132.679993,1785600,123.686974
"648",133.089996,134.220001,131.369995,133.259995,3278100,124.227684
"649",134.630005,135.509995,133.529999,133.839996,2102200,124.768349
"650",133.869995,135.940002,133.029999,135.229996,1449900,126.06414
"651",134.839996,135.190002,132.110001,133.130005,1835500,124.106491
"652",133.210007,136.570007,133.020004,136.300003,1834900,127.061638
"653",135.649994,139.289993,133.589996,138.25,2498300,128.879471
"654",138.139999,141.149994,137.059998,140.940002,1713800,131.387131
"655",140.970001,141.869995,139.309998,141.240005,1632500,131.666824
"656",141.570007,142.139999,140.479996,141.5,904900,131.909164
"657",141.080002,142.240005,139.270004,141.949997,1762800,132.32869
"658",141.580002,141.809998,138.860001,138.940002,1693400,129.522675
"659",139.039993,142.809998,138.690002,142.410004,1222500,132.757507
"660",143.339996,143.589996,141.729996,142.919998,1637000,133.232941
"661",143.649994,145.070007,142.520004,144.860001,1090800,135.041428
"662",145.5,145.630005,143.839996,144.509995,1434500,134.715149
"663",145.330002,145.720001,144.539993,145.169998,1201300,135.330429
"664",145.240005,146.320007,144.100006,146.110001,893300,136.206726
"665",146.5,147.880005,145.839996,146.339996,1751200,136.421127
"666",147,147.910004,146.389999,147.589996,980800,137.58638
"667",148.039993,148.699997,146.029999,146.070007,1690700,136.169434
"668",146.179993,147.880005,145.889999,146.449997,1447600,136.523697
"669",147.160004,147.75,145.020004,145.949997,1396400,136.057556
"670",146.350006,146.350006,144.380005,145.169998,2003500,135.330429
"671",145.089996,147.600006,144.860001,147.580002,1361400,137.577087
"672",148,149.470001,147.779999,149.070007,1361400,138.96611
"673",149.350006,149.399994,146.100006,147.070007,1273000,137.101654
"674",147.039993,147.770004,145.919998,146.440002,977700,136.514328
"675",146.229996,146.300003,143.139999,143.479996,1631600,133.754959
"676",142.330002,142.360001,138.229996,139.320007,2363800,129.876938
"677",139.070007,140.419998,137.910004,138.660004,2205900,129.261688
"678",138.419998,140,137.050003,138.809998,1699100,130.459991
"679",138.610001,139.669998,135.669998,136.440002,2276800,128.232529
"680",136.119995,138.550003,135.860001,137.960007,1693800,129.661102
"681",138.910004,142.630005,138.910004,142.479996,2057600,133.90921
"682",142.990005,143.270004,138.759995,140.550003,2550800,132.095291
"683",141,141.910004,140.559998,141.240005,1599800,132.743805
"684",141.669998,142.039993,139.529999,140.580002,2333900,132.123505
"685",140.720001,142.199997,139,141.440002,1295700,132.931763
"686",141.869995,142.910004,141.619995,142.350006,1289700,133.787048
"687",142.820007,142.820007,140,140.089996,1512000,131.662979
"688",140.029999,142.479996,140.009995,142,1158400,133.458069
"689",141.740005,141.979996,136.529999,137.869995,2696500,129.576508
"690",138.429993,139.820007,138.169998,139.009995,2530100,130.647949
"691",138.889999,139.190002,136.679993,136.789993,2234000,128.561493
"692",136.940002,137.300003,135.229996,136.5,1981100,128.28894
"693",136.880005,138.080002,136.360001,137.339996,2433300,129.0784
"694",137.520004,138.509995,137.309998,137.919998,2126700,129.623489
"695",137.449997,138.020004,135.710007,137.440002,1673500,129.172394
"696",137.330002,138,135.919998,137.080002,2297600,128.834045
"697",137.360001,137.809998,136.5,137.25,1475300,128.99382
"698",136.600006,138.419998,135.800003,138.220001,2212600,129.905472
"699",138.229996,138.600006,136.570007,136.679993,1851800,128.458084
"700",136.949997,137,135.669998,136.130005,938000,127.941185
"701",136.220001,136.440002,133.5,134.649994,1894100,126.550194
"702",134.149994,134.770004,133.479996,134.690002,2266500,126.587807
"703",135.520004,140.860001,135.520004,139.580002,2355400,131.183655
"704",140.449997,144.990005,140.089996,144.059998,3120000,135.39415
"705",144.050003,144.050003,141.320007,143.350006,1570600,134.726898
"706",143.080002,143.770004,141.029999,141.300003,1323500,132.800186
"707",141,142.089996,139.970001,140.899994,1301500,132.424271
"708",141.259995,141.899994,140,141.710007,1657700,133.185532
"709",141.5,141.830002,140.259995,141,2028100,132.518219
"710",140.970001,141.240005,138.669998,139.399994,2219900,131.014465
"711",139.380005,140.399994,138.660004,139.020004,1345000,130.657333
"712",139.210007,140.199997,138.75,139.25,1959200,130.873505
"713",139.320007,139.740005,138.160004,138.789993,2397800,130.441162
"714",139.559998,139.740005,136.179993,137.419998,2545300,129.15358
"715",137.279999,137.279999,134.479996,134.5,1626900,126.409225
"716",134.029999,134.300003,129.860001,131.660004,3104000,123.740089
"717",132.160004,134.199997,132.110001,133.910004,2315300,125.854752
"718",133.139999,133.809998,131.479996,131.910004,2122900,123.975052
"719",130.580002,133.059998,130.479996,130.809998,2279700,122.941223
"720",130.839996,132,130.759995,131.110001,1878400,123.223167
"721",131.110001,131.440002,130.279999,130.660004,2657400,122.800255
"722",131.020004,131.979996,130.740005,131.369995,1799100,123.467514
"723",131.820007,133.919998,131.399994,133.669998,2384200,125.629173
"724",134.100006,134.740005,133.449997,134.679993,1732900,126.5784
"725",134.779999,137.309998,134.729996,135.940002,1795400,127.762642
"726",136.240005,137,134,134.320007,2681400,126.240097
"727",134.309998,137.059998,134.309998,136.889999,1620900,128.655472
"728",137.220001,138.339996,135.380005,135.449997,2378400,127.302086
"729",135.419998,136.820007,132.320007,132.320007,1996300,124.360382
"730",132.440002,132.880005,130.990005,131.389999,3021000,123.48632
"731",132.089996,134.440002,132.089996,134.410004,4903300,126.324669
"732",134.399994,134.979996,133.270004,133.779999,2048600,125.732559
"733",134,134.559998,133.649994,133.660004,859100,125.619789
"734",133.449997,134.130005,130.860001,130.949997,2026700,123.0728
"735",131.160004,134.419998,131.020004,134.149994,1953900,126.080292
"736",133.339996,135.029999,132.929993,134.529999,1908600,126.437439
"737",134.320007,135.229996,133.279999,135,1945300,126.879166
"738",134.759995,135.690002,134.300003,135.460007,1532200,127.311523
"739",135.179993,136.770004,135.139999,135.880005,1579800,127.706245
"740",136.380005,136.919998,133,134,1314500,125.939331
"741",133.880005,135.360001,133.589996,134.610001,1916600,126.512627
"742",133.660004,133.729996,131.300003,132,2335700,125.175537
"743",131.990005,133.300003,130.860001,132.679993,2966400,125.820351
"744",132.979996,134.839996,132.529999,134.5,2026600,127.546265
"745",134.770004,135.029999,132.880005,133.149994,1990500,126.26606
"746",133.520004,137.550003,133.490005,137.199997,2958100,130.106689
"747",136.910004,140,136.889999,139.919998,2640400,132.68605
"748",142.050003,142.460007,140.5,142,3225900,134.658524
"749",142.320007,142.830002,140.380005,140.580002,1035200,133.311935
"750",140.550003,140.869995,139.5,140.039993,561300,132.79985
"751",140.270004,140.729996,139.740005,140.600006,692500,133.330917
"752",141.110001,141.5,140.320007,141.080002,863700,133.786087
"753",140.690002,141.449997,139.940002,141.399994,1125000,134.089523
"754",141.449997,142.199997,140.559998,142.149994,1591300,134.800751
"755",142.330002,142.660004,141.130005,141.679993,1795500,134.355057
"756",140.850006,142.699997,140.100006,142.460007,1254500,135.094742
"757",142.139999,142.679993,141.25,141.259995,1631100,133.956757
"758",141,141.419998,138.160004,138.869995,1667200,131.690323
"759",139.009995,139.910004,138.589996,139.449997,2644600,132.240356
"760",139.199997,140.770004,139.169998,140.25,1534400,132.999008
"761",140.399994,142.559998,140.199997,142.399994,2760400,135.037811
"762",142.919998,143.850006,142.649994,143.289993,1743200,135.881836
"763",142.949997,143.479996,141.050003,141.949997,1667100,134.611099
"764",142.160004,144.440002,142.119995,144.050003,1431600,136.602524
"765",144.399994,145.25,143.770004,145.229996,1505500,137.721512
"766",145.509995,146.210007,144.419998,145.25,2070000,137.740494
"767",145.320007,148.339996,145.119995,148.210007,1650500,140.54747
"768",149.009995,149.199997,147.979996,148.690002,1920100,141.00264
"769",149.130005,150.210007,148,149.779999,1246800,142.036301
"770",150,150.710007,149.259995,149.899994,868100,142.15007
"771",149.330002,150.410004,148.589996,150.300003,1363900,142.529404
"772",150.149994,151.779999,149.729996,151.729996,1539100,143.885468
"773",151.800003,151.970001,148.910004,149.050003,1519400,141.344009
"774",148.630005,151.240005,148.580002,151.130005,968300,143.316498
"775",151.059998,151.789993,148.720001,149.839996,1293900,142.093185
"776",150.679993,150.929993,148.940002,149.190002,1225000,141.476776
"777",149.630005,151.860001,148.899994,150.449997,1264700,142.671661
"778",150.270004,150.759995,149.309998,149.960007,1257900,142.206985
"779",150.130005,151.210007,149.410004,150.5,1005100,142.71904
"780",151.059998,151.059998,150.429993,150.490005,1119300,142.709595
"781",151.059998,153,150.889999,152.919998,1583600,145.013947
"782",154.339996,163.509995,153.369995,161.029999,3488200,152.704666
"783",160.830002,163.440002,158.800003,163.210007,1969900,154.771957
"784",163.059998,164.220001,162.330002,163.919998,1202800,155.445236
"785",164.470001,166.399994,164.009995,165.970001,1424600,157.389252
"786",166.050003,166.259995,164.880005,166.210007,1275300,157.616852
"787",166.270004,166.850006,164.520004,165.600006,1211500,157.038391
"788",165.869995,167.940002,165.410004,166.990005,2180300,158.356537
"789",166.660004,168.75,165.910004,168.059998,3006000,159.371216
"790",165.350006,168.490005,163.5,166.360001,2092400,157.759094
"791",167.050003,167.919998,162.429993,163.020004,2038500,154.591766
"792",163.740005,165.169998,162.330002,162.690002,2293700,154.278839
"793",148.740005,156.25,147,148.399994,5822200,140.727615
"794",145.130005,147.970001,140.710007,143.289993,6204100,135.881836
"795",143.929993,156.520004,143.820007,156.240005,4077800,148.162323
"796",156.830002,162.490005,155.669998,158.130005,4248500,149.95459
"797",160.619995,164.220001,158.449997,163.559998,2384700,155.103867
"798",160.809998,164.119995,160.100006,162.240005,2513900,153.852112
"799",159.259995,161.589996,154.729996,160.820007,3109400,152.505524
"800",152.979996,155.259995,148.820007,150.279999,3291300,142.510452
"801",153.610001,159.429993,148.639999,159.350006,2944400,151.111511
"802",155.080002,156.110001,151.289993,153.850006,3287100,145.895859
"803",143.190002,150.350006,132.690002,142.509995,3854100,136.204529
"804",149.630005,158,143.169998,155.089996,3769000,148.227905
"805",138.929993,147.360001,135.029999,135.820007,3833900,129.810516
"806",138.699997,153.259995,138.210007,146.869995,4441300,140.371628
"807",141.160004,148.679993,131.110001,138.309998,4357000,132.190353
"808",137.910004,138.119995,127.25,130.75,4548200,124.964844
"809",129.309998,136.5,125.599998,128.059998,5346100,122.393867
"810",126.800003,128.690002,115.650002,116.980003,4029300,111.804115
"811",121.830002,124.400002,114.18,123.709999,4397100,118.236343
"812",122.970001,134.979996,121.669998,127.959999,3121700,122.298302
"813",128,143.740005,128,142.470001,4092400,136.166275
"814",139.419998,141.800003,135.169998,136.889999,3220000,130.833176
"815",140.5,148.660004,139.300003,148.059998,2934600,141.508972
"816",145.949997,147.809998,141.789993,144.399994,3078400,138.01088
"817",137.669998,140.229996,133.800003,137.589996,2519000,131.502213
"818",137.5,146.970001,136.059998,146.369995,3240000,139.893723
"819",144.850006,147.529999,142.610001,145.619995,2117600,139.17691
"820",148.389999,150,144.740005,148.75,3275700,142.168427
"821",153.550003,154.479996,146.300003,146.539993,2645600,140.056183
"822",148,158.029999,146.789993,157.360001,2153800,150.397461
"823",158.259995,164.770004,157.820007,164.139999,4349400,156.877487
"824",163.190002,163.570007,156.320007,157.050003,1725500,150.101196
"825",160.289993,165.899994,159.139999,165.779999,2460700,158.444931
"826",166.020004,166.309998,161.479996,162.460007,2697900,155.27182
"827",164.440002,165.029999,160.949997,161.800003,2038600,154.641006
"828",165.229996,167.830002,163.770004,167.050003,2058900,159.658722
"829",165.259995,166.520004,162.399994,162.419998,1883500,155.233582
"830",160.169998,160.899994,158.149994,159.669998,2103500,152.605255
"831",161.860001,165.190002,161.550003,163.169998,1649400,155.950409
"832",162.740005,163.779999,159.729996,160.550003,1537200,153.446335
"833",161.610001,162.25,158.529999,161.610001,1475000,154.459427
"834",163,164.720001,161.970001,163.800003,1626500,156.552521
"835",163.029999,166,160.949997,161.259995,2059900,154.124908
"836",163.410004,163.479996,155.059998,155.440002,3280000,148.562424
"837",150.600006,159.899994,150.600006,159.429993,3669500,152.37587
"838",156.979996,158,155.080002,156.410004,1553200,149.489502
"839",157.149994,157.800003,152.289993,157.729996,1803800,150.751068
"840",157.589996,159.979996,157.389999,158.679993,1174900,151.659042
"841",159.190002,159.940002,154.979996,154.990005,1581600,148.132339
"842",156.320007,157.929993,154.440002,154.690002,2337300,147.845612
"843",157.320007,158.240005,155.839996,157.699997,1370000,150.722412
"844",155.830002,160.830002,155.570007,159.789993,2017700,152.719955
"845",159.979996,160.25,151.710007,154.220001,1961200,147.396393
"846",154.160004,158.559998,152.559998,153.190002,2143700,146.411972
"847",152.759995,152.809998,149.520004,152.039993,1718500,145.312866
"848",151.429993,152.699997,147.559998,150.139999,2593900,143.496918
"849",153.25,157.449997,152.970001,156.399994,2565900,149.479935
"850",155.699997,156.020004,152.5,152.559998,1349800,145.80983
"851",153.520004,154.190002,151.360001,152.360001,1816900,145.618683
"852",152.199997,152.759995,148.380005,150.830002,2254200,144.156387
"853",151.550003,156.880005,149.949997,156.199997,1874000,149.288788
"854",160.820007,161.169998,156.800003,159.589996,2657200,152.528793
"855",159.839996,163.070007,158.089996,163.059998,1690800,155.845276
"856",165.029999,169.199997,163.960007,168.789993,2437000,161.321716
"857",168.119995,172.539993,166.559998,172.160004,3286300,164.542648
"858",171.740005,175.619995,169.600006,173.770004,2907100,166.081375
"859",174.919998,175.949997,172.149994,174.550003,3183300,166.826889
"860",176.559998,176.850006,173.929993,174.559998,1917600,166.836441
"861",173.529999,174.279999,166.110001,167.649994,1941800,160.232178
"862",169.740005,170.550003,166.509995,168.600006,3265800,161.140137
"863",168,173.169998,168,172.830002,1958300,165.182983
"864",172.360001,176.610001,172.080002,174.339996,1717800,166.62616
"865",174.220001,175.740005,171.679993,174.089996,1858300,166.387238
"866",170.050003,171.619995,160.470001,160.720001,3072000,154.674973
"867",164.789993,165.699997,162.5,164.369995,1941300,158.187668
"868",161.339996,167.830002,161.199997,167.570007,3733600,161.267334
"869",172,172,166.649994,169.589996,2053000,163.211334
"870",171.360001,172.240005,169.369995,169.449997,2422700,163.07663
"871",168.169998,168.880005,164.330002,165.25,1982300,159.034592
"872",167.360001,170.789993,165.320007,170.449997,5207000,164.039017
"873",169.479996,170,165.270004,166.339996,2747500,160.083603
"874",167.119995,167.779999,165.350006,165.529999,1727400,159.304047
"875",164,165.839996,159.149994,162.100006,2054600,156.003082
"876",162.240005,164.889999,160.759995,164.720001,1302600,158.524521
"877",164.410004,164.830002,160.679993,161.330002,2750500,155.262039
"878",163.190002,163.490005,160.669998,162.300003,1402700,156.195557
"879",162.940002,167.990005,162.839996,167.350006,2003100,161.055603
"880",167.929993,173.089996,167.210007,171.889999,1780600,165.42485
"881",173.720001,174,169.690002,170.720001,2253800,164.298874
"882",178.610001,180,172.369995,174.300003,3263000,167.744202
"883",171.960007,173.949997,171.199997,171.509995,1705000,165.059143
"884",172.100006,173.520004,169.679993,171.410004,2282800,164.962906
"885",170.889999,172.25,168.979996,171.649994,1435300,165.193863
"886",171.970001,172.960007,169.860001,171.5,2070000,165.049515
"887",171.279999,171.880005,166.039993,166.910004,2245400,160.632156
"888",168,169.839996,165.679993,169.350006,2534200,162.980377
"889",171.139999,171.619995,167.339996,168,1797100,161.681152
"890",166.960007,168.020004,164.600006,165.740005,1623900,159.506165
