"","CCI.Open","CCI.High","CCI.Low","CCI.Close","CCI.Volume","CCI.Adjusted"
"165",107.089996,107.309998,106.75,107.050003,3116500,92.582054
"166",107,107.279999,106.68,107.019997,1821400,92.556122
"167",106.790001,107.360001,106.629997,107.269997,1967200,92.772316
"168",107.629997,108.879997,107.32,108.440002,2253400,93.784195
"169",108.470001,108.610001,106.68,107.010002,2590700,92.54747
"170",107.190002,107.940002,106.989998,107.029999,2004500,92.564758
"171",107.32,107.540001,105.489998,106.010002,2682200,91.682617
"172",106.160004,107.190002,106.010002,106.989998,1825000,92.530159
"173",106.970001,107.169998,105.910004,106.489998,2079900,92.097733
"174",106.839996,107.349998,106.519997,106.93,1864200,92.478271
"175",106.940002,107.010002,105.220001,106.209999,1692900,91.855583
"176",106.080002,106.139999,104.43,104.949997,2103900,90.765877
"177",104.019997,104.980003,103.139999,104.809998,1769400,91.472794
"178",104.989998,105.57,104.540001,105.480003,2987800,92.057533
"179",105.379997,106.18,104.379997,104.489998,1557700,91.193527
"180",104.580002,105.25,100.43,102.160004,4935600,89.160019
"181",102.25,102.830002,100.809998,101.839996,2093200,88.880753
"182",101.709999,102.290001,101.480003,101.599998,1616400,88.671272
"183",101.050003,101.449997,100.050003,100.599998,2720000,87.798508
"184",100.480003,101.279999,99.57,100.129997,1733800,87.388329
"185",100.290001,100.669998,99.160004,99.57,2275300,86.899605
"186",99.559998,100.580002,99.209999,99.989998,2574600,87.266129
"187",99.779999,100.599998,99.470001,100.540001,1544600,87.746147
"188",100.019997,100.660004,99.449997,99.980003,2217100,87.257423
"189",100.309998,100.980003,99.410004,99.690002,1509000,87.004333
"190",99.610001,100,99.330002,99.650002,1385900,86.969414
"191",99.949997,102.120003,99.599998,101.889999,2051500,88.924385
"192",101.949997,102.209999,101.339996,101.57,2614600,88.645096
"193",101.459999,101.610001,100.089996,101.519997,1565400,88.601456
"194",101.360001,102.769997,101.080002,102.120003,1595400,89.125099
"195",102.129997,102.709999,101.150002,101.589996,2527600,88.662552
"196",101.610001,102.75,101.400002,102.209999,2466100,89.203644
"197",102.25,103.480003,101.629997,103.099998,2182200,89.980385
"198",103.519997,104,102.440002,102.5,2084200,89.456749
"199",101.169998,102.330002,101.029999,101.849998,2293900,88.889458
"200",101.949997,102.199997,100.870003,101.379997,2503400,88.479263
"201",100.989998,101.480003,99.540001,100.959999,2990100,88.112701
"202",102.18,104.449997,101.550003,103.220001,3784200,90.085129
"203",103.519997,105.370003,103.25,104.989998,3305300,91.62989
"204",104.989998,105.129997,103.25,103.949997,1900800,90.722237
"205",104.059998,104.650002,103.5,104.059998,1742900,90.818222
"206",103.529999,104.360001,103,104.120003,1735600,90.870598
"207",105,105.18,103.160004,103.18,2072600,90.050209
"208",103.25,104,102.910004,103.190002,1650600,90.058937
"209",103.339996,110.660004,103.199997,106.110001,5454800,92.607376
"210",105.949997,107.540001,105.290001,107.080002,2476300,93.453957
"211",107.68,107.739998,104.779999,105.139999,2467200,91.760811
"212",105.260002,107.110001,105.07,106.370003,1451200,92.834274
"213",105.839996,107.269997,105.269997,106.510002,1613500,92.956474
"214",110.900002,114.839996,109.440002,111.809998,6502000,97.582039
"215",111.809998,112.459999,110.440002,111.760002,2602800,97.538414
"216",111.629997,114.970001,111.629997,114.029999,2104200,99.519539
"217",113.699997,114.559998,112.769997,113.5,1459600,99.056984
"218",112.860001,113.75,111.910004,113.279999,1286000,98.864967
"219",113.379997,113.879997,111.779999,112.900002,2060100,98.533325
"220",112.800003,113.580002,112.080002,113.160004,1519000,98.760262
"221",113.489998,113.589996,111.959999,112.550003,1551500,98.227898
"222",112.620003,113.43,110.790001,111.120003,2923900,96.979843
"223",110.519997,111.449997,109.790001,110.019997,2652800,96.019836
"224",110.220001,111.099998,110.019997,110.480003,1321500,96.421288
"225",110.68,112.309998,110.629997,112.110001,2274300,97.843872
"226",111.720001,112.279999,110.889999,111.839996,1000700,97.608223
"227",111.910004,113.279999,111.849998,112.720001,535500,98.376244
"228",113.480003,114.529999,113.129997,113.290001,1095100,98.873718
"229",114,114,112.599998,113.519997,2705700,99.074448
"230",113.540001,113.639999,111.190002,112.860001,1368100,98.498444
"231",113.080002,113.349998,111.959999,113,1731200,98.620613
"232",113.449997,113.449997,112,112.550003,1777100,98.227898
"233",112.449997,113.489998,109.57,109.629997,1875500,95.679451
"234",109.370003,110.440002,108.779999,108.809998,2082600,94.963791
"235",109.110001,109.5,108,109.18,2812700,95.286697
"236",109.480003,110.169998,108.019997,109.709999,1540200,95.749268
"237",109.849998,110.339996,108.709999,109.5,1667900,95.565987
"238",109.57,111.139999,108.910004,110.910004,2869400,96.79657
"239",111.059998,111.800003,110.650002,110.889999,1198400,96.779114
"240",111.190002,112.459999,110.910004,111.370003,1838000,97.198036
"241",110.540001,111.25,110.239998,110.610001,2397000,97.453529
"242",111.080002,111.690002,110.110001,110.650002,3284900,97.488785
"243",110.599998,110.980003,109.029999,109.629997,1649900,96.590096
"244",109.93,110.07,108.349998,108.550003,1242400,95.638557
"245",108.43,108.559998,107.330002,107.889999,1924300,95.057068
"246",108.5,108.900002,108.010002,108.18,1514200,95.312576
"247",108.080002,108.720001,107.559998,108.550003,1003300,95.638557
"248",108.550003,109.43,108.220001,108.970001,721400,96.008614
"249",109.120003,109.68,108.82,109.43,1059100,96.41391
"250",109.639999,110.209999,109.010002,109.82,1779300,96.7575
"251",110,111.43,109.610001,111.010002,1266800,97.805954
"252",110.529999,110.959999,108.470001,108.93,2036100,95.973358
"253",108.75,109.5,108.080002,108.470001,2078900,95.568062
"254",108.290001,108.760002,107.099998,107.209999,2240400,94.457939
"255",107.43,108.410004,107.260002,108.029999,1769400,95.180412
"256",108.010002,108.730003,107.720001,108.349998,1776500,95.462357
"257",108.300003,108.669998,107.629997,107.68,1031900,94.87204
"258",105.949997,106.529999,103.339996,104.919998,4849400,92.440323
"259",104.949997,105.190002,102.599998,103.690002,4380700,91.356636
"260",104.050003,104.07,103.07,103.57,2430400,91.250908
"261",103.980003,106.769997,103.980003,105.32,2844800,92.792778
"262",105.400002,106.989998,105.050003,106.029999,2616500,93.418289
"263",105.709999,106.32,105.209999,106.110001,2062500,93.488792
"264",106.25,107.650002,105.669998,107.349998,2867600,94.581291
"265",107.5,108.370003,106.889999,108.300003,2837800,95.418297
"266",108.919998,110.440002,108.480003,110.330002,2996400,97.206856
"267",110.480003,110.910004,109.349998,109.589996,2405700,96.554863
"268",109.379997,110.220001,107.160004,108.610001,4370700,95.691414
"269",110.349998,110.870003,108.75,110.629997,3328800,97.471153
"270",110.519997,111.150002,108.839996,109.830002,3214500,96.766312
"271",109.019997,110.410004,108.660004,110.029999,2954600,96.94252
"272",110.089996,113.389999,110.07,112.769997,2814800,99.356613
"273",112.910004,114.470001,112.330002,113.07,3168300,99.620934
"274",112.660004,113.190002,111.25,112.099998,1809700,98.766304
"275",111.550003,112.919998,109.889999,110.510002,2853200,97.365433
"276",109.059998,110.290001,106.93,108.550003,4553800,95.638557
"277",108.300003,109.910004,107.82,108.75,2978700,95.814781
"278",108.5,109.169998,103.790001,103.809998,4391400,91.462364
"279",104.150002,104.75,100.760002,103.860001,3670300,91.506416
"280",104.5,105.660004,103.830002,105.110001,3325300,92.607735
"281",105.129997,106.75,104.720001,106.360001,1879200,93.709061
"282",106.07,106.260002,104.010002,105.360001,2917800,92.828003
"283",105.629997,107.989998,104.620003,107.639999,2673900,94.836807
"284",107.529999,110.089996,107.529999,109.120003,2769000,96.140762
"285",108.769997,109.720001,108.519997,108.57,2480900,95.656174
"286",108.760002,109.260002,106.739998,106.790001,2443700,94.087898
"287",107.389999,109.510002,106.900002,108.459999,2293900,95.559258
"288",108.790001,110.440002,108.449997,110.440002,1726100,97.303764
"289",110.57,111.559998,109.849998,111.540001,1670600,98.272926
"290",111.410004,111.779999,108.599998,110.360001,3278000,97.233269
"291",110.510002,112.129997,109.93,110.059998,3384000,96.968941
"292",108.099998,108.5,105.419998,106.07,6252300,93.453545
"293",105.25,105.690002,103.650002,104.559998,3842100,92.123131
"294",104.019997,107.989998,104.019997,107.720001,2935900,94.907288
"295",107.610001,108.93,107.339996,107.730003,2326700,94.9161
"296",106.93,108.099998,106.93,107.599998,2197700,94.801559
"297",108.580002,110.610001,107.900002,110.239998,4080700,97.127541
"298",110.650002,110.989998,110.110001,110.989998,3951900,97.788338
"299",110.769997,112.040001,110.769997,111.389999,3442900,98.140755
"300",111.300003,112.160004,111.120003,111.660004,3026600,98.378639
"301",111.809998,112.339996,111.43,112.080002,2415500,98.748695
"302",111.089996,111.660004,109.470001,109.610001,2914300,97.485771
"303",109.25,109.970001,107.989998,109.080002,5239600,97.014374
"304",108.980003,109.059998,107.400002,108.190002,2542600,96.222824
"305",108.349998,110.029999,108.32,108.870003,3502900,96.827606
"306",109.220001,109.510002,107.290001,107.589996,1819700,95.689201
"307",107.279999,110.199997,107.139999,108.949997,3447000,96.898766
"308",109.720001,110.690002,109.470001,109.660004,4929700,97.530235
"309",110.529999,111.529999,110.080002,111.330002,2535500,99.015511
"310",111.43,112.25,110.239998,110.669998,2259500,98.428505
"311",110.830002,112.32,110.720001,110.879997,2014100,98.61528
"312",110.970001,111.470001,108.980003,109.610001,3418300,97.485771
"313",109.589996,110.440002,108.07,108.800003,2733800,96.765358
"314",109.050003,109.190002,106.480003,107.389999,3879800,95.511322
"315",106.940002,109.120003,106.940002,108.910004,3047400,96.863182
"316",109,110.330002,108.519997,109.800003,2773900,97.654732
"317",109.849998,110.32,107.879997,108.010002,2273300,96.062744
"318",108.169998,110.040001,107.919998,108.860001,2418200,96.818718
"319",109.480003,109.830002,101.690002,103.639999,5754800,92.176117
"320",102.870003,106.349998,102.57,104.860001,2665900,93.261162
"321",105.199997,105.290001,103.120003,103.860001,2088500,92.37178
"322",104.360001,105.010002,103.129997,103.760002,1393200,92.282837
"323",104.300003,105.059998,103.709999,104.330002,1738900,92.789795
"324",104.919998,107.059998,104.32,106.139999,3159900,94.399574
"325",105.989998,107.519997,105.449997,106.589996,2084500,94.799805
"326",105.099998,105.57,101.519997,102.639999,4308800,91.286728
"327",102.870003,104.849998,102.449997,102.620003,3004100,91.268936
"328",103.279999,105.029999,102.970001,104.949997,3117400,93.341217
"329",105.400002,106.410004,104.790001,105.349998,3866600,93.69696
"330",104.980003,105.370003,104.639999,105.199997,2095900,93.56356
"331",105.220001,105.889999,104.75,105.099998,3342300,93.474602
"332",102.919998,103.120003,100.5,101.309998,4451600,90.103844
"333",99.989998,103.779999,98.849998,100.870003,6689300,89.712502
"334",101.25,101.709999,99.769997,100.860001,3706500,89.703621
"335",100.440002,102.07,100.43,100.82,3714000,89.668037
"336",100.870003,102.099998,100.260002,101.57,2083700,90.335083
"337",101.510002,104,101.510002,103.309998,1861700,91.882607
"338",103.239998,103.940002,101.900002,102.559998,1675600,91.215576
"339",102.120003,102.790001,101.559998,102.739998,2732500,91.375664
"340",103,103.839996,102.190002,103.790001,2456000,92.309509
"341",104,105.980003,103.889999,104.919998,2175800,93.314529
"342",105,105.660004,103.230003,103.610001,1476100,92.149445
"343",103.68,103.989998,102.540001,103.290001,1276900,91.86483
"344",102.790001,103.330002,101.709999,103.279999,2942700,91.855919
"345",103.080002,103.440002,102.510002,102.989998,1699600,91.598015
"346",103.129997,103.18,101.489998,101.910004,1964600,90.637482
"347",101.919998,103.199997,101.610001,102.230003,1983000,90.922089
"348",102.849998,102.900002,101.339996,102.099998,1610200,90.806458
"349",102.010002,102.110001,101.110001,101.720001,2585100,90.468483
"350",101.709999,102.330002,101.309998,102.160004,1052800,90.85984
"351",102.290001,102.550003,101.440002,101.849998,1553200,90.584106
"352",102,103.260002,101.900002,102.739998,1427400,91.375664
"353",102.5,104.099998,102.449997,103.459999,2609900,92.016014
"354",103.370003,104.440002,103.019997,104.019997,1348100,92.514091
"355",103.57,104.290001,102.949997,104.150002,3124200,92.629692
"356",104.300003,104.300003,102.809998,103.800003,1335400,92.31842
"357",104.389999,104.989998,103.580002,104.339996,2445100,92.798676
"358",104.370003,104.480003,102.800003,103.150002,2849900,91.740318
"359",103.110001,103.32,101.900002,102.889999,2206500,91.509071
"360",103.18,103.300003,101.870003,102.480003,1739900,91.144424
"361",102.709999,103.199997,102.059998,103.040001,2840600,91.642479
"362",102.959999,104.220001,102.779999,103.330002,1941200,91.900414
"363",103.169998,104.709999,102.510002,104.68,2966400,93.101074
"364",104.43,104.589996,100.93,101.07,2606100,89.890396
"365",99.989998,101.940002,99.989998,101.169998,3433000,90.923912
"366",101.519997,102.290001,100.739998,101.089996,3324200,90.85202
"367",100.739998,101.120003,100.410004,100.959999,2242000,90.735184
"368",100.5,102.699997,100.5,101.93,2504100,91.606949
"369",101.699997,102.889999,101.290001,102.589996,1825800,92.200104
"370",102.550003,103.550003,102.519997,102.910004,1153800,92.487701
"371",103.169998,104.059998,102.349998,103.599998,2537800,93.107811
"372",103.540001,104.43,103.029999,104.279999,2173200,93.718948
"373",104.650002,106.5,104.209999,106.360001,3673100,95.588303
"374",106.400002,107.489998,105.949997,106.330002,1775600,95.561333
"375",106.699997,107.809998,106.400002,107.599998,2087400,96.702721
"376",106.910004,108.339996,106.190002,107.82,2588400,96.900429
"377",107.849998,108.559998,106.910004,108.18,2178600,97.223984
"378",108.32,109.879997,107.669998,109.010002,2165200,97.969917
"379",109.050003,111.110001,109.050003,111,2311300,99.758377
"380",111.419998,112.040001,110.830002,111.269997,1795800,100.001038
"381",111.540001,111.790001,108.989998,109.610001,2164600,98.509155
"382",109.580002,110.809998,108,110.599998,3474900,99.398895
"383",110.559998,111.459999,110.32,110.860001,1771100,99.632561
"384",111.25,111.57,110.269997,110.75,2011200,99.533699
"385",111.199997,111.489998,110.339996,111.059998,1105800,99.812294
"386",111.059998,111.059998,109.849998,110.57,1178100,99.371941
"387",110.830002,110.959999,110.059998,110.870003,2896500,99.641541
"388",110.519997,110.760002,109.809998,110.440002,2156200,99.255104
"389",109.650002,112.25,109.650002,111.029999,2178700,99.785339
"390",110.779999,111.610001,109.959999,110.330002,3099800,99.156235
"391",110.230003,110.629997,108.169998,108.75,2227200,97.736252
"392",108.25,108.940002,106.949997,107.989998,4123600,97.053223
"393",108.379997,109.43,107.779999,108.919998,2160800,97.88903
"394",109.239998,109.870003,109.160004,109.550003,1792600,98.455223
"395",109.949997,110.349998,108.989998,109.059998,1594000,98.014862
"396",108.989998,109.75,108.160004,109.610001,2422000,98.509155
"397",109.580002,111.400002,109.550003,110.830002,2921900,99.605598
"398",110.160004,111.690002,109.550003,111.540001,1559100,100.243706
"399",111.68,111.980003,110.889999,111.25,1256200,99.983063
"400",111.400002,112.589996,110.949997,112.489998,1305700,101.097466
"401",112.660004,113.279999,110.849998,111,3334100,99.758377
"402",111.029999,111.389999,109.419998,111.25,3557400,99.983063
"403",111.410004,111.660004,109.809998,109.959999,2289300,98.823723
"404",109.949997,111.5,109.919998,111.419998,1743600,100.135841
"405",111.290001,112.330002,110.290001,110.339996,948100,99.165222
"406",110.089996,110.940002,109.739998,110.620003,1397500,99.416862
"407",110.800003,111.360001,110.400002,111.25,1345300,99.983063
"408",111.300003,112.349998,110.849998,112.25,1854000,100.88179
"409",112.07,113.010002,112.029999,112.690002,1694700,101.277214
"410",112.860001,113.889999,112.440002,113.860001,1850900,102.328728
"411",113.949997,114.519997,112.989998,114.260002,1818700,102.688232
"412",114.290001,114.290001,112.57,112.849998,3458600,101.421028
"413",112.760002,112.910004,111.089996,111.660004,2589900,100.351547
"414",111.709999,112.139999,111.330002,111.580002,1116600,100.279648
"415",111.699997,112.860001,111.489998,112.43,1479400,101.043556
"416",112.82,112.82,111.410004,111.629997,1531200,100.324577
"417",111.580002,113.610001,111.510002,113.57,1429200,102.0681
"418",113.57,114.5,113.370003,113.970001,2493400,102.427597
"419",114.230003,114.440002,113.400002,113.760002,1385200,102.238853
"420",113.790001,114.809998,113.68,114.029999,2181000,102.481514
"421",113.699997,114.279999,113.260002,113.639999,1197600,102.131012
"422",113.349998,113.919998,112.639999,113.900002,1247800,102.364677
"423",114.050003,114.449997,113.339996,114.330002,1132000,102.751137
"424",113.900002,114.010002,112.970001,113.019997,1236600,101.573814
"425",113.379997,113.769997,112.57,112.629997,1915100,101.223289
"426",112.5,112.629997,111.93,112.110001,1996400,100.755966
"427",112.260002,112.550003,111.5,112.220001,1515800,100.854813
"428",111.459999,113.010002,111.059998,112.5,1779500,102.061417
"429",112.339996,112.440002,111.150002,111.550003,1541700,101.199562
"430",111.599998,113.050003,111.360001,112.699997,1738300,102.242859
"431",112.510002,113.089996,112.089996,112.169998,1282400,101.762032
"432",112.379997,112.550003,111.5,111.82,2120200,101.444519
"433",111.720001,112.760002,111.290001,112.400002,2274500,101.970703
"434",112.010002,112.860001,111.669998,111.709999,2906200,101.344711
"435",111.480003,111.849998,110.029999,110.230003,1918300,100.002052
"436",110.260002,111.019997,109.57,109.690002,1513800,99.512138
"437",109.690002,110.349998,108.309998,108.529999,2141900,98.459785
"438",108.860001,109.629997,108.639999,108.919998,2020900,98.813583
"439",109.230003,111.389999,109.230003,111.330002,2375100,100.999977
"440",111.330002,111.959999,110.370003,110.410004,2121400,100.165337
"441",110.449997,110.730003,109.019997,109.080002,1830800,98.958755
"442",109.279999,110.150002,107.790001,108.839996,1757500,98.741028
"443",108.440002,108.879997,107.190002,108.32,1280000,98.269264
"444",108.410004,109.419998,108.129997,108.739998,1232100,98.650284
"445",108.980003,111.07,108.949997,110.269997,2149300,100.038338
