"","SWKS.Open","SWKS.High","SWKS.Low","SWKS.Close","SWKS.Volume","SWKS.Adjusted"
"119",103.370003,103.650002,101.379997,103.25,1309700,96.677032
"120",103.25,104.510002,102.57,104.360001,2462200,97.716347
"121",104.470001,105.25,101.260002,101.32,1947400,94.869896
"122",100.5,100.620003,97.709999,97.860001,2896400,91.630165
"123",98.739998,98.879997,96.370003,98.360001,2328300,92.09832
"124",97.959999,98.419998,94.349998,96.129997,3107500,90.0103
"125",96.639999,97.269997,95.110001,95.949997,2194300,89.841759
"126",96.440002,97.480003,95.150002,95.339996,1180800,89.270576
"127",95.790001,97.82,95.790001,97.529999,2346200,91.321152
"128",97.139999,99.040001,96.610001,97.790001,2241900,91.564613
"129",98.190002,100.419998,98.059998,99.699997,1556300,93.35302
"130",99.93,100.300003,98.419998,100.050003,1295200,93.680748
"131",100.050003,101.07,99.690002,100.730003,1375200,94.317436
"132",101.449997,102.290001,101.139999,101.730003,1605700,95.253784
"133",102,103.18,101.480003,102.75,1682100,96.208855
"134",103.419998,104.029999,103.169998,103.989998,1352000,97.369919
"135",104.019997,104.419998,103.18,103.300003,1693900,96.723846
"136",103.050003,103.870003,101.870003,103.830002,1281600,97.220078
"137",104.5,105.5,104.059998,105.410004,1810600,98.699524
"138",106.18,108.209999,105.5,107.639999,4144600,100.787552
"139",106.730003,107.980003,105.230003,107.470001,3844900,100.628387
"140",107.650002,107.730003,105.370003,105.860001,3086000,99.120865
"141",106.389999,106.739998,104.709999,106.389999,1700100,99.617126
"142",107,107.940002,106.300003,107.330002,1319700,100.497292
"143",107.610001,108.559998,105.550003,107,3054600,100.188293
"144",106.639999,107.150002,105.419998,105.760002,1604600,99.027229
"145",106.370003,106.510002,104.389999,104.870003,1240700,98.193893
"146",105.110001,105.379997,103.5,104.279999,2064400,97.641457
"147",106.82,106.980003,103.349998,104.43,2025200,97.781898
"148",104.43,104.529999,101.290001,101.790001,2148500,95.309975
"149",101.669998,103.650002,101,102.550003,1712800,96.324409
"150",102.290001,104.699997,102.290001,104.5,1257000,98.156013
"151",104.5,105.980003,104.25,104.730003,1319300,98.37207
"152",103.699997,105.07,103.510002,104.739998,1012600,98.381454
"153",103.599998,103.989998,101.489998,101.599998,1650800,95.43206
"154",101.709999,103.589996,101.449997,103.18,1051200,96.916161
"155",104.040001,105.660004,103.809998,105.470001,1252700,99.067123
"156",105.730003,106.110001,104.830002,105.800003,2056700,99.377106
"157",106.099998,106.099998,105.089996,105.93,1018700,99.499214
"158",105.480003,105.559998,102.110001,102.209999,1617300,96.005035
"159",102.57,102.93,101.169998,102.209999,1138800,96.005035
"160",102.580002,102.620003,100.059998,101.010002,1364900,94.877914
"161",101.639999,103.379997,101.389999,103.010002,980800,96.756477
"162",102.529999,103.029999,102.209999,102.709999,861100,96.474686
"163",102.93,103.309998,101.940002,102.5,1131700,96.277458
"164",102.739998,103.129997,101.550003,101.980003,1105700,95.789017
"165",102.089996,102.290001,99.769997,100.699997,1952200,94.586693
"166",99.980003,101.970001,99.110001,101.519997,1137700,95.356934
"167",101.800003,104.080002,101.239998,103.940002,1602900,97.630028
"168",104.010002,105.599998,103.669998,105.360001,1412900,98.963814
"169",105.559998,106.379997,105.43,105.57,1106400,99.161057
"170",106.919998,108.940002,105.330002,106.93,2198500,100.438515
"171",107.629997,107.989998,105.800003,106.169998,1469100,99.724632
"172",106.43,107.300003,105.940002,106.43,1394700,99.968872
"173",106.050003,106.349998,104.309998,104.639999,969500,98.287521
"174",105.699997,107.43,105.25,107.190002,1268600,100.682724
"175",107.599998,107.75,106.650002,106.870003,1029300,100.382133
"176",106.449997,106.860001,105.580002,106.800003,899300,100.316399
"177",105.779999,108.110001,105.769997,107.080002,1635900,100.579399
"178",107.059998,109.730003,106.709999,109.550003,2366300,102.899445
"179",109.800003,110.610001,107.379997,107.489998,2274600,100.9645
"180",107.889999,108.660004,107.220001,107.93,1091700,101.377792
"181",108.239998,108.279999,101.760002,103.510002,3559400,97.226128
"182",103.279999,103.849998,101.230003,102.129997,2126700,95.929909
"183",101.709999,103.519997,101.5,103.080002,1377400,96.82222
"184",102.169998,102.169998,98.699997,99.589996,2490800,93.544098
"185",100.360001,100.75,98.970001,99.349998,2120500,93.318657
"186",100.489998,101.970001,99.879997,101.599998,1538200,95.43206
"187",101.309998,101.940002,100.519997,101.239998,1297600,95.093933
"188",101.339996,102,100.82,101.900002,1212300,95.71386
"189",102.160004,102.860001,101.25,102.279999,1257100,96.070808
"190",102.279999,103.050003,101.699997,102.610001,796400,96.38076
"191",102.199997,103.379997,101.800003,103.32,1363000,97.047638
"192",103.769997,104.199997,102.959999,103.839996,1117600,97.536087
"193",103.370003,105.07,103.18,104.959999,1453400,98.588104
"194",105.169998,105.25,104.43,104.739998,1026400,98.381454
"195",105,105.150002,103.330002,104.349998,1030600,98.015114
"196",104.059998,105.68,104.059998,105.470001,1152300,99.067123
"197",105.230003,106.040001,104.919998,105.040001,1103400,98.663223
"198",105.529999,107.129997,105.150002,106.660004,1253000,100.184914
"199",107.160004,107.300003,106.110001,106.980003,1099000,100.485466
"200",106.580002,107.449997,106.150002,107.349998,997500,100.833008
"201",107.559998,107.82,105.720001,107.339996,1044000,100.823608
"202",105.400002,105.449997,101.669998,103.32,3140300,97.047638
"203",104.470001,105.309998,103.849998,105.150002,1821600,98.766571
"204",105.660004,106.099998,104.470001,104.769997,1505400,98.40963
"205",104.730003,106.040001,104.25,105.209999,1545500,98.822922
"206",104.910004,105.989998,103.379997,104.57,1350200,98.221779
"207",104.989998,105.739998,104.75,105.519997,1020900,99.114105
"208",106.290001,108.370003,105.75,107.910004,2283600,101.359016
"209",108.400002,112.300003,108.129997,112,2815200,105.200706
"210",112.400002,114.800003,111.440002,113.860001,2808700,106.9478
"211",114.519997,114.599998,110.589996,111.32,2614800,104.562004
"212",111.209999,111.900002,108.599998,111.760002,2401400,104.975273
"213",113.639999,114.440002,111.150002,113.190002,2758700,106.318474
"214",115.239998,117.650002,114.300003,116.330002,6242600,109.267853
"215",109.870003,113.239998,107.75,111.190002,8180300,104.439888
"216",111.330002,113.25,110.870003,113.150002,2773600,106.280899
"217",111.709999,112.599998,109.529999,111.120003,2163000,104.374153
"218",110.690002,111.480003,109.949997,110.410004,1921700,103.707245
"219",109.290001,110.900002,108.57,110.300003,1203200,103.603928
"220",109.919998,111.739998,109.739998,111.209999,1454000,104.458679
"221",110.57,110.57,107.139999,108.889999,2097600,102.279526
"222",109.860001,110.669998,109.540001,110.059998,1459900,103.378487
"223",110.349998,110.620003,108.889999,110,1378400,103.322121
"224",109.629997,110.540001,109.400002,109.790001,1163000,103.425766
"225",110.279999,111.080002,109.809998,110.25,1638200,103.8591
"226",110.190002,110.25,108.480003,108.540001,1536800,102.248215
"227",108.669998,109.849998,108.419998,109.75,617000,103.388062
"228",109.199997,109.209999,107.139999,107.220001,1726600,101.004723
"229",107.43,107.879997,106.230003,107.550003,2073400,101.315613
"230",107.199997,107.419998,103.379997,105.330002,2878800,99.224281
"231",105.470001,106.269997,104.279999,104.739998,2817900,98.668488
"232",103.699997,103.989998,99.720001,102.230003,3225000,96.303993
"233",102.949997,102.989998,98.230003,98.260002,3761200,92.56411
"234",97.709999,99.580002,95.360001,97.599998,2932800,91.942352
"235",95.150002,97.120003,93.050003,96.470001,5397000,90.877884
"236",98.150002,98.300003,95.129997,96.68,3576200,91.075699
"237",97.940002,98.300003,95.790001,96.279999,2493800,90.698883
"238",96.160004,97.019997,95.879997,96.980003,1937200,91.35833
"239",96.239998,97.220001,95.010002,96.470001,2638900,90.877884
"240",97.07,97.5,95.589996,95.860001,1977700,90.30323
"241",95.510002,96,93.599998,94.089996,3553800,88.635841
"242",94.510002,95.489998,93.580002,94.629997,3952700,89.144539
"243",95,96.239998,94.629997,95.839996,2593500,90.284386
"244",95.830002,96.519997,95.300003,95.68,1837300,90.133667
"245",96.459999,97.93,95.879997,97.43,2096500,91.782227
"246",98,98.949997,97.32,97.489998,1960400,91.838737
"247",97.639999,97.970001,96.800003,97.07,1510600,91.443085
"248",94.190002,97.07,93.599998,95.199997,2378100,89.681488
"249",95.269997,96.510002,95.129997,95.82,1420500,90.265556
"250",96.449997,96.720001,95.970001,96.540001,953600,90.94381
"251",96.489998,96.709999,94.93,94.949997,1551600,89.445984
"252",96,98.5,95.120003,98.43,2488200,92.724258
"253",98.730003,100.489998,98.540001,99.93,2359400,94.137306
"254",100.610001,100.959999,99.099998,100.769997,1866000,94.928619
"255",101.120003,102.080002,100.150002,101.230003,1779400,95.361961
"256",100.849998,101.760002,100.089996,101.25,1689300,95.380791
"257",101.540001,101.800003,100.389999,100.68,1694400,94.843819
"258",100.089996,100.480003,97.57,98.599998,2316000,92.884407
"259",98.830002,100.43,98.099998,99.919998,1594500,94.127876
"260",100.199997,101.620003,99.769997,101.209999,1751000,95.343109
"261",102.199997,103.110001,99.309998,99.860001,2515900,94.071365
"262",100.779999,102.510002,100.279999,102.190002,2119200,96.266296
"263",102.230003,103.709999,101.540001,102.290001,1974900,96.360504
"264",102.470001,102.470001,98.050003,99.199997,3317600,93.449631
"265",99.050003,99.139999,96.970001,98.720001,2345200,92.997444
"266",98.400002,100.730003,98.129997,99.370003,3096600,93.609772
"267",99.129997,100.150002,96.839996,97.129997,3342300,91.499619
"268",98.099998,98.32,95.019997,95.050003,2945100,89.540192
"269",95.660004,97.410004,95.139999,97.349998,2698400,91.706871
"270",96.68,97.57,96.080002,97.099998,2896000,91.471367
"271",96.010002,99.959999,95.510002,97.209999,3111100,91.574974
"272",98.75,99.099998,96.260002,97.209999,3235600,91.574974
"273",98.540001,103.910004,98.5,103.150002,5172400,97.170654
"274",102.279999,102.489998,98.93,98.959999,3767700,93.223541
"275",97.949997,99.720001,94.330002,94.68,5451800,89.191643
"276",101.050003,106.739998,100.75,104.559998,8628600,98.498924
"277",103.5,104.389999,101.349998,101.349998,3704700,95.474991
"278",101.510002,103.309998,99.029999,99.040001,3388600,93.298897
"279",100.059998,103.330002,98.610001,102.639999,3294900,96.690216
"280",103.110001,105,102.480003,104.099998,3045400,98.06559
"281",103.330002,104.199997,102.669998,103.580002,1955100,97.575722
"282",102.82,105.099998,102.790001,104.650002,2601400,98.583717
"283",104.980003,104.980003,102.279999,104.370003,2567300,98.319931
"284",103.629997,105.169998,103.599998,104.110001,2089100,98.07502
"285",104.419998,107.790001,103.720001,106.410004,2588700,100.241684
"286",106.599998,107.400002,105.730003,106,1611100,100.156631
"287",106.599998,107.5,105.970001,107.260002,2342700,101.347191
"288",108,108.349998,107.010002,108.230003,1598800,102.263718
"289",108.550003,110.449997,108.269997,110.389999,1870900,104.304642
"290",110.010002,112.279999,110.010002,110.300003,1982200,104.219604
"291",110.620003,111.18,108.940002,109.25,2009000,103.227486
"292",109.550003,109.620003,106.290001,106.589996,2200000,100.714111
"293",105.720001,109.720001,105.599998,109.139999,1878000,103.12355
"294",109.220001,111.559998,108.300003,111.480003,2488900,105.334549
"295",112,112.099998,110.269997,111.849998,1928500,105.684158
"296",110.900002,112.330002,110.639999,111.540001,1336000,105.391258
"297",111.949997,111.949997,110.160004,111.440002,1338500,105.296768
"298",112.220001,114.050003,111.879997,113.559998,1934700,107.299873
"299",114.519997,115.980003,113.809998,115.160004,2753500,108.811691
"300",114.519997,115.980003,111.379997,112,2655200,105.825882
"301",112.199997,112.199997,110.410004,111.940002,1680100,105.769196
"302",111.860001,112.160004,110.5,111.290001,1230900,105.155029
"303",111.449997,111.910004,110.449997,110.629997,2158300,104.53141
"304",110.330002,110.980003,107.5,109.330002,1918000,103.303062
"305",109.160004,109.330002,107.690002,109.07,1428600,103.057411
"306",109,110.32,107.730003,108.470001,1618500,102.490486
"307",106.870003,108.580002,105.18,105.239998,1703000,99.438538
"308",105.32,105.5,101.370003,101.410004,2469200,95.819664
"309",104.029999,105,102.349998,104.93,2070900,99.145622
"310",105.5,105.540001,100.849998,101.519997,1492100,95.923592
"311",100.849998,102.690002,98.389999,98.870003,2038100,93.419701
"312",99.720001,101.239998,98.849998,100.260002,2209300,94.733078
"313",99.879997,99.879997,95.690002,96.529999,1965200,91.208687
"314",97.019997,98.139999,95.949997,97.629997,2106400,92.248047
"315",95.620003,99.879997,95.589996,99.629997,2267600,94.137787
"316",99.900002,100.839996,98.089996,98.800003,1194000,93.353554
"317",97.660004,98.57,95.220001,95.559998,1778300,90.292152
"318",96.529999,98.75,95.970001,96.019997,1535100,90.726791
"319",98.129997,98.75,96.529999,98.010002,1265700,92.607101
"320",97.550003,98.949997,97.099998,98.370003,1206000,92.94725
"321",98.830002,100.190002,98.510002,99.910004,1779500,94.402359
"322",100.629997,100.980003,98.150002,98.470001,1236100,93.041748
"323",98.860001,99.5,97.269997,97.730003,1837600,92.342529
"324",98.339996,99.860001,97.879997,99.449997,1338400,93.967697
"325",99.209999,99.730003,97.919998,98.959999,1330600,93.504723
"326",97.220001,97.239998,93.730003,93.879997,3228700,88.704765
"327",93.370003,93.699997,90.379997,91.18,5078600,86.153603
"328",91.5,91.779999,88.470001,88.639999,2737300,83.753639
"329",88.470001,89.660004,86.860001,87.769997,2627800,82.93158
"330",87.900002,88.739998,86.309998,87.809998,2541600,82.969383
"331",88.900002,89.650002,87.919998,88.400002,2242700,83.526863
"332",88.769997,89.029999,86.940002,87.080002,1415300,82.279617
"333",87.080002,88.459999,86.129997,86.760002,2255400,81.977264
"334",86.790001,91.029999,86.75,90.900002,3833800,85.889046
"335",93.099998,93.75,90.660004,91.360001,2894100,86.323685
"336",90.5,92.980003,89.529999,92.25,3350700,87.164619
"337",89.830002,96.279999,88,96.199997,4731700,90.896873
"338",96.269997,96.449997,92.470001,95.339996,3618200,90.084282
"339",95.419998,96.790001,95.300003,96.620003,2331400,91.293732
"340",96.709999,96.980003,94.5,95.550003,2291100,90.282715
"341",95.910004,97.169998,95.800003,97.07,1925400,91.71891
"342",96.879997,97.730003,96.57,97.010002,1853500,91.662216
"343",98.099998,100.199997,97.650002,99.019997,1678900,93.561424
"344",98.309998,98.330002,97.129997,97.889999,2560200,92.493713
"345",98.419998,98.879997,97.93,98.839996,1467000,93.391342
"346",98.419998,100.099998,98.300003,99.709999,1743600,94.213387
"347",98.309998,99.18,97.849998,98.489998,2068800,93.060638
"348",99.650002,100.370003,98.199997,98.849998,2017400,93.705246
"349",99.410004,101.290001,99.160004,100.040001,1549700,94.833305
"350",99.339996,100.080002,98.839996,100.059998,1519200,94.85228
"351",100.18,100.480003,99.080002,99.580002,1816900,94.39727
"352",99.540001,100.709999,99.540001,100.370003,1208300,95.146133
"353",99.669998,100.699997,98.589996,99.440002,1833900,94.264534
"354",100.010002,100.550003,98.699997,99.779999,1558000,94.58683
"355",99.379997,99.650002,98.540001,98.610001,2292000,93.477737
"356",99.279999,101,98.599998,100.970001,1343400,95.714905
"357",100.720001,100.959999,99.5,100.349998,1865600,95.127174
"358",100.730003,101.260002,99.07,99.510002,2105600,94.330894
"359",99.790001,100.379997,98.82,100.309998,1797200,95.089256
"360",100.470001,104.199997,100.209999,102.489998,2594700,97.1558
"361",99.07,100.349998,98.18,99.809998,3094200,94.615288
"362",99.809998,100.260002,99.110001,99.660004,1239100,94.473099
"363",99.989998,101.129997,99.300003,100.879997,1560400,95.629585
"364",101.099998,101.629997,100.309998,100.440002,1731100,95.212502
"365",100.82,102.279999,100.540001,101.970001,1322200,96.662857
"366",101.860001,102.779999,100.389999,102.699997,2158100,97.354866
"367",102.150002,102.309998,100.360001,101.099998,1951900,95.838142
"368",99.190002,100.599998,98.419998,99.440002,1847600,94.264534
"369",100.230003,100.860001,99.93,100.029999,1422100,94.823814
"370",100.349998,100.57,98.790001,98.860001,1074700,93.714729
"371",99.760002,100.029999,98.07,98.550003,2301900,93.420868
"372",97.959999,98.150002,95.809998,97.379997,1965600,92.311745
"373",97.489998,98.860001,96.870003,97.800003,1732100,92.709885
"374",98.290001,98.919998,95.940002,96.010002,1462300,91.013054
"375",95.989998,97.040001,95.330002,96.559998,1283400,91.534424
"376",96.839996,97.809998,96.589996,96.650002,1616200,91.619759
"377",95.459999,97.199997,95.050003,97.059998,2029100,92.008408
"378",97.199997,97.860001,95.300003,95.459999,1060600,90.491676
"379",96.5,99.75,96.5,99.660004,2248500,94.473099
"380",99.419998,100.449997,98.589996,100.129997,1438400,94.918633
"381",100.510002,100.639999,99.269997,100.43,994200,95.203011
"382",100.459999,102.099998,100.139999,101.639999,1217500,96.350029
"383",100.379997,101.019997,98.389999,98.550003,1252400,93.420868
"384",99.650002,100.260002,97.889999,99.82,1762300,94.624763
"385",99.650002,100.230003,99.019997,99.599998,1118400,94.416206
"386",99.900002,100.620003,99.110001,99.760002,1476300,94.567886
"387",98.940002,101.730003,98.93,101.690002,1942000,96.397453
"388",101.970001,102.900002,101.349998,102.029999,2163100,96.719734
"389",101.970001,102.889999,100.720001,102.480003,2113800,97.146324
"390",103.25,103.949997,96.5,96.989998,7018900,91.942032
"391",96.660004,96.93,93.809998,96.440002,3257600,91.420685
"392",97.32,97.400002,94.300003,94.470001,2330400,89.553215
"393",94.239998,95.209999,92.720001,94.82,2559300,89.884995
"394",94.779999,95.57,94,95.470001,1829800,90.50116
"395",96,96.599998,94.690002,95.199997,1704300,90.245209
"396",95.160004,95.410004,93.919998,94.43,1199500,89.515289
"397",95.089996,95.709999,94.040001,94.580002,1176400,89.657478
"398",95.360001,95.900002,94.32,94.639999,1459000,89.714371
"399",93.650002,95.809998,92.900002,95.620003,1219800,90.643356
"400",95.660004,95.919998,94.959999,95.610001,1278700,90.633881
"401",94.050003,95.139999,93,95.089996,1742200,90.500633
"402",95.419998,96.110001,95.040001,96.07,1345900,91.433327
"403",96.059998,96.25,95.389999,95.419998,1062000,90.814705
"404",95.190002,95.220001,94.160004,94.330002,1731700,89.777306
"405",93.470001,93.739998,92.239998,93.089996,2565600,88.597145
"406",93.580002,94.300003,93.07,93.809998,1616200,89.282402
"407",94.029999,94.25,92.620003,92.720001,1437300,88.245018
"408",91.93,92.120003,90.580002,91.610001,1698800,87.188599
"409",92.300003,92.489998,91.059998,91.410004,1400600,86.998253
"410",90.660004,92.029999,89.099998,91.849998,1755000,87.417015
"411",91.910004,91.970001,90.580002,90.980003,1102800,86.589005
"412",91.160004,92.910004,91.139999,92.690002,1358100,88.216461
"413",92.279999,92.889999,91.510002,92.730003,914000,88.254532
"414",92.519997,93.470001,92.160004,92.309998,904400,87.854813
"415",93.010002,93.290001,92.339996,92.989998,1416500,88.501984
"416",93.209999,94.379997,92.82,93.620003,1381100,89.101593
"417",93.940002,94.32,92.839996,93.580002,1156900,89.063515
"418",93.769997,93.769997,92.800003,93.019997,1399400,88.530533
"419",92.879997,93.099998,91.489998,91.489998,1694200,87.074371
"420",91.349998,91.93,90.980003,91.300003,1749600,86.893555
"421",91.120003,91.610001,89.690002,90,2133000,85.656303
"422",89.800003,89.959999,88.900002,89.75,2438200,85.418358
"423",89.790001,90.93,88.449997,88.660004,2226100,84.380974
"424",88.510002,89.269997,87.330002,87.480003,2531000,83.257912
"425",87.550003,88,86.660004,87.160004,2382700,82.953369
"426",86.650002,86.959999,84.699997,85.830002,2892700,81.687553
"427",85.089996,85.309998,83.050003,84.370003,2418700,80.298027
"428",85,87.599998,84.870003,87.209999,2907100,83.000946
"429",87.540001,89.230003,87.129997,87.730003,2135100,83.495857
"430",87.089996,88.059998,86.080002,86.220001,1913800,82.058739
"431",86.260002,87.190002,86.260002,86.809998,1547800,82.620255
"432",87.790001,89.209999,86.900002,88.860001,2304200,84.571327
"433",89.599998,92.110001,89.449997,91.610001,3401100,87.188599
"434",91.360001,92.540001,90.769997,92.169998,3894000,87.721573
"435",91.739998,93.620003,90.699997,93.18,1780200,88.682808
"436",93.040001,93.300003,91.25,91.730003,2022900,87.302811
"437",90.75,91.410004,89.800003,90.040001,1779000,85.694359
"438",90.279999,90.730003,89.620003,89.940002,1051600,85.599182
"439",89.699997,90.82,88.910004,90.709999,1108400,86.332039
"440",91.279999,92.160004,90.800003,91.449997,1182600,87.036316
"441",91.260002,93.019997,91.260002,91.879997,1076500,87.445549
"442",92.32,93.07,91.029999,92.449997,1611000,87.988045
"443",92,92.010002,90.089996,91.050003,1296600,86.655624
"444",90.650002,90.870003,86.610001,87.550003,2129300,83.324539
"445",87.239998,87.940002,86.360001,87.57,1137300,83.343567
