"","ISRG.Open","ISRG.High","ISRG.Low","ISRG.Close","ISRG.Volume","ISRG.Adjusted"
"679",174.546661,175.656662,173.113327,174.406662,1150800,174.406662
"680",172.926666,174.789993,171.346664,174.546661,1266000,174.546661
"681",175,177.493332,173.746674,176.723328,1852200,176.723328
"682",176.103333,177.059998,174.509995,176.92334,1688700,176.92334
"683",176.453339,179.333328,176.083328,176.483337,1361400,176.483337
"684",175.679993,178.960007,175.330002,177.053329,2072400,177.053329
"685",176.486664,178.116669,175.473328,175.986664,1405800,175.986664
"686",177.333328,182.083328,176.026672,180.486664,3704700,180.486664
"687",180.006668,181.806671,177.566666,181.669998,2371500,181.669998
"688",181.666672,182.476669,178.846664,181.096664,1947300,181.096664
"689",182.356674,183,177.123337,177.910004,1413000,177.910004
"690",178.643326,181.353333,178.443329,179.976669,1292700,179.976669
"691",179.979996,180.979996,176.066666,176.199997,1382700,176.199997
"692",176,176.089996,168.766663,170.630005,2782800,170.630005
"693",170.759995,173.07666,167.33667,173.023331,1757100,173.023331
"694",174.113327,176.513336,173.656662,176.393326,1346100,176.393326
"695",176.146667,176.869995,175.210007,175.53334,874800,175.53334
"696",174.083328,174.733337,169.513336,169.666672,1554900,169.666672
"697",171.58667,172.256668,170.366669,171.373337,1122300,171.373337
"698",170.473328,172.223328,169.57666,170.410004,1135800,170.410004
"699",172.666672,175.960007,172.429993,172.676666,1886400,172.676666
"700",172.880005,174.600006,172.686661,172.960007,867600,172.960007
"701",173.963333,176.779999,173.830002,176.070007,1268400,176.070007
"702",175.639999,177.899994,175,176.746674,1203000,176.746674
"703",178.229996,178.996674,176.153336,176.46666,2100000,176.46666
"704",182.333328,189.993332,181.853333,188.75,6992100,188.75
"705",188.070007,188.613327,186.343338,187.566666,2616900,187.566666
"706",185.71666,186.476669,178.303329,178.583328,2919300,178.583328
"707",178.393326,181.479996,178.393326,179.949997,1729500,179.949997
"708",181,183.279999,178.720001,182.649994,1606800,182.649994
"709",182.333328,184.503326,180.196671,183.089996,1265100,183.089996
"710",182.740005,187.096664,182.003326,186.21666,1554900,186.21666
"711",184.979996,188.236664,184.226669,185.389999,1284600,185.389999
"712",185.183334,186,183.333328,185.440002,1356300,185.440002
"713",184.570007,186.333328,182.556671,184.316666,1161900,184.316666
"714",185.820007,187.616669,184.003326,186.456665,1704300,186.456665
"715",187.503326,187.940002,186.149994,186.953339,1240800,186.953339
"716",186.809998,189.596664,186.5,187.789993,2273400,187.789993
"717",187.703339,189.330002,184.589996,184.720001,1462500,184.720001
"718",186.070007,186.309998,182.676666,183.963333,1373100,183.963333
"719",183.776672,185.119995,182.433334,182.983337,1071300,182.983337
"720",181.699997,182.613327,180.056671,181.600006,1509900,181.600006
"721",181.666672,184.553329,181.666672,183.119995,1403100,183.119995
"722",180.800003,183.736664,180.613327,183.509995,1492500,183.509995
"723",183.456665,186.876663,183.050003,184.813339,1781400,184.813339
"724",186.433334,189.850006,185.666672,189.846664,2543700,189.846664
"725",189.666672,192.666672,189.183334,189.696671,2542200,189.696671
"726",190,193.386673,189.17334,192.600006,1977900,192.600006
"727",192.223328,194.330002,189.403336,190.843338,1629900,190.843338
"728",189.333328,190.66333,187.683334,190.606674,1390500,190.606674
"729",190.566666,190.686661,187.473328,189.830002,1223400,189.830002
"730",190.726669,193.863327,190.243332,193.833328,1948200,193.833328
"731",192.596664,195.5,192,195.333328,2954400,195.333328
"732",195.520004,197.903336,195.520004,197.083328,1917900,197.083328
"733",196.666672,198.056671,196.003326,197.633331,887400,197.633331
"734",197.333328,197.633331,194.5,195.793335,1892700,195.793335
"735",192.929993,193.916672,191.960007,193.07666,1578000,193.07666
"736",193.41333,194.946671,192.740005,194.110001,1039500,194.110001
"737",194.240005,195.190002,193.176666,193.603333,1424100,193.603333
"738",194.876663,196.21666,194.153336,195.190002,1566300,195.190002
"739",194.580002,195.449997,190.856674,191.056671,2361900,191.056671
"740",191.520004,192.639999,190.970001,191.789993,1109400,191.789993
"741",192.67334,192.78334,190.986664,191.596664,1067700,191.596664
"742",191.833328,194.873337,190.956665,193.656662,1162200,193.656662
"743",193.633331,194.779999,192.526672,193.21666,1088700,193.21666
"744",195,197.106674,194.006668,196.679993,1757400,196.679993
"745",196.899994,198.666672,195.699997,197.906662,1873500,197.906662
"746",197.419998,198.679993,196.953339,197.42334,1639200,197.42334
"747",198.206665,198.206665,195.403336,196.236664,1726500,196.236664
"748",197.149994,197.766663,195.820007,197.103333,3352200,197.103333
"749",197.333328,199.666672,196.103333,199.139999,1233600,199.139999
"750",198.666672,199.773331,197.770004,199.603333,838800,199.603333
"751",199.633331,199.666672,197.666672,199.346664,994500,199.346664
"752",199.460007,200.53334,198.556671,199.293335,1287300,199.293335
"753",199.333328,200.330002,196.669998,197.106674,1133100,197.106674
"754",197.096664,197.990005,196.080002,197.050003,1344300,197.050003
"755",198.566666,199.276672,196.929993,199.08667,1623000,199.08667
"756",196.059998,198.193329,194.053329,197.779999,1256100,197.779999
"757",196.666672,199.206665,195.983337,198.58667,1574400,198.58667
"758",196.649994,196.649994,191.246674,194.266663,3515100,194.266663
"759",193.846664,195.123337,192.196671,193.926666,2679300,193.926666
"760",195.83667,196.583328,194.026672,195.263336,2988900,195.263336
"761",201.833328,205.520004,199.296661,199.573334,3847800,199.573334
"762",200.16333,202.306671,199.616669,201.039993,1845600,201.039993
"763",200.906662,201.433334,199.199997,200.896667,1335900,200.896667
"764",200.896667,201.830002,198.666672,199.080002,1295700,199.080002
"765",200.529999,201.266663,197.686661,199.429993,1496700,199.429993
"766",200.183334,200.276672,198,200.009995,1777800,200.009995
"767",199.429993,200.833328,199.119995,200.550003,1504200,200.550003
"768",201.666672,204.830002,200.83667,203.41333,2031000,203.41333
"769",203.949997,205,202.199997,205,2941500,205
"770",201.600006,201.666672,194.610001,196.399994,6266400,196.399994
"771",190.636673,190.996674,186.419998,189.166672,4478700,189.166672
"772",190.110001,191.146667,189.166672,189.910004,2550000,189.910004
"773",191.666672,192.570007,189.333328,190.470001,1694400,190.470001
"774",189.550003,191.580002,186.059998,190.279999,2236500,190.279999
"775",189.28334,190.070007,185.009995,186.593338,2303700,186.593338
"776",187.433334,188.746674,186.196671,188.539993,2771700,188.539993
"777",192.056671,194.996674,190.886673,191.356674,1844700,191.356674
"778",193.786667,193.833328,190.926666,192.186661,1548300,192.186661
"779",192.666672,194.543335,191.773331,193.850006,1329900,193.850006
"780",193.779999,194.33667,192.779999,193.143326,1806000,193.143326
"781",192.956665,195.03334,192.229996,194.976669,1209000,194.976669
"782",196.21666,196.866669,195.253326,195.940002,1293000,195.940002
"783",197.190002,198.323334,196.126663,197.613327,1398000,197.613327
"784",199.666672,200.300003,197.503326,200.116669,2261700,200.116669
"785",200.333328,201.446671,198.139999,201.119995,1911300,201.119995
"786",200.443329,201.666672,199.903336,201.556671,1628400,201.556671
"787",198.713333,206.190002,198.713333,204.960007,2213400,204.960007
"788",203.66333,206.333328,202.573334,206.096664,1909800,206.096664
"789",204.119995,204.976669,202.233337,204.360001,2202300,204.360001
"790",196.816666,198.809998,192.843338,193.389999,2545500,193.389999
"791",194.646667,195.083328,185.293335,186.17334,2652000,186.17334
"792",188.333328,191.270004,186.273331,186.509995,2238600,186.509995
"793",183.463333,186.830002,181.393326,181.539993,3199800,181.539993
"794",175.970001,178.949997,172.853333,177.986664,5829600,177.986664
"795",178.649994,186.526672,177.406662,186.356674,2842500,186.356674
"796",185.573334,191.666672,181.263336,186.089996,3081600,186.089996
"797",189.333328,194.573334,187.666672,194.300003,2202000,194.300003
"798",190.596664,192.256668,186.843338,189.456665,2871600,189.456665
"799",183.333328,186.493332,179.360001,185.046661,3102300,185.046661
"800",171.713333,175.96666,167,170.220001,3455100,170.220001
"801",176.889999,179.646667,168.520004,179.133331,2935800,179.133331
"802",173.333328,174.186661,167.58667,169.850006,3014700,169.850006
"803",162.093338,166.066666,152.020004,152.509995,5082000,152.509995
"804",159.343338,160.766663,144.190002,156.993332,5606400,156.993332
"805",138.773331,149.169998,134.080002,134.763336,5370900,134.763336
"806",137.66333,143.013336,123.333336,141.82666,5773200,141.82666
"807",133.166672,136.119995,122.686668,135.566666,6621300,135.566666
"808",133.753326,144.630005,124,136.066666,4804800,136.066666
"809",138.946671,144.803329,130.429993,131.396667,4264800,131.396667
"810",127.333336,130.263336,120.166664,122.583336,4780500,122.583336
"811",132.973328,144.546661,132.363327,143.96666,5644200,143.96666
"812",144.433334,161.32666,143.333328,153.436661,5216400,153.436661
"813",154.210007,168.199997,154.210007,167.156662,4961700,167.156662
"814",159.583328,168.800003,158.893326,163.470001,4865400,163.470001
"815",163.333328,168.960007,161.433334,168.073334,2829900,168.073334
"816",166.28334,169.800003,164.096664,165.070007,3418500,165.070007
"817",153.419998,158.333328,150.089996,152.753326,4517400,152.753326
"818",150,157.990005,150,155.906662,2671500,155.906662
"819",154.773331,156.880005,150,154.156662,3269100,154.156662
"820",163.16333,167.800003,159.009995,166.746674,3801900,166.746674
"821",173.333328,174.779999,161.963333,163.330002,4463100,163.330002
"822",165,171.556671,162.009995,170.166672,3145800,170.166672
"823",170.563339,171.733337,163.583328,167.929993,4173900,167.929993
"824",165.41333,166.683334,162.723328,164.843338,2311500,164.843338
"825",167.089996,171.479996,166.309998,169.313339,3236100,169.313339
"826",165.203339,171.096664,163.686661,170.333328,2517300,170.333328
"827",171.626663,171.979996,165.183334,170.146667,2806800,170.146667
"828",173.366669,176.03334,165.369995,175.443329,4096800,175.443329
"829",174.5,176.5,172.550003,172.776672,2156400,172.776672
"830",168.726669,170.416672,162.666672,165.543335,2728500,165.543335
"831",167.919998,171.476669,166.436661,170.710007,2332200,170.710007
"832",171.706665,174.666672,170.526672,171.073334,2280000,171.073334
"833",173.009995,173.496674,169.553329,171.643326,1553700,171.643326
"834",174.149994,174.403336,171,172.366669,1280100,172.366669
"835",171.956665,173,166.666672,167.816666,2001000,167.816666
"836",170.896667,175.389999,168.679993,173.240005,2138700,173.240005
"837",172.5,172.666672,169.479996,170.293335,1686600,170.293335
"838",167.666672,168.990005,164,166.286667,2041500,166.286667
"839",165.800003,168.123337,165.183334,167.330002,1493100,167.330002
"840",169.916672,173,168.190002,170.953339,1518900,170.953339
"841",171.770004,174.339996,169.289993,170.616669,1468800,170.616669
"842",174.016663,178.846664,172.546661,178.646667,2835000,178.646667
"843",180.973328,181.479996,178.246674,179.256668,2776200,179.256668
"844",177.333328,180,176.5,179.699997,2318700,179.699997
"845",178.66333,180.233337,174.279999,174.286667,1482300,174.286667
"846",174.080002,175.723328,167.333328,169.643326,2297400,169.643326
"847",167.259995,172.823334,167.043335,172.42334,1605600,172.42334
"848",171.353333,173.470001,170.396667,173.470001,1386300,173.470001
"849",177.17334,182.116669,176.476669,179.470001,1758900,179.470001
"850",180.123337,180.986664,176.866669,177,1192200,177
"851",180,185.153336,179.160004,184.103333,1964700,184.103333
"852",183.483337,184.800003,181.270004,181.983337,1395900,181.983337
"853",182.320007,187.710007,181.300003,187.600006,1669500,187.600006
"854",191.666672,194.160004,186.666672,187.029999,2469300,187.029999
"855",188.833328,189.073334,183.116669,188.243332,1863000,188.243332
"856",187.550003,195.203339,187.550003,190.796661,2467200,190.796661
"857",191.333328,193.863327,189,193.343338,2686200,193.343338
"858",191.600006,193.573334,190.210007,191.529999,1434900,191.529999
"859",191.893326,193.520004,189.649994,193.270004,1488300,193.270004
"860",193.166672,194.866669,191.323334,191.486664,1938000,191.486664
"861",191.32666,191.32666,186.393326,188.083328,2490600,188.083328
"862",189.286667,200.403336,189.166672,197.58667,3038700,197.58667
"863",196.866669,197.906662,194.803329,197.566666,1816800,197.566666
"864",195.020004,197.583328,194.259995,194.839996,1488600,194.839996
"865",191.456665,196.676666,190.426666,195.126663,1739100,195.126663
"866",191.323334,192.229996,182.376663,182.610001,2646600,182.610001
"867",187.676666,189.779999,181.839996,186.136673,2017800,186.136673
"868",182.166672,190.660004,181.623337,190.426666,1845600,190.426666
"869",195.960007,196.42334,190.853333,191.690002,1934100,191.690002
"870",193.446671,195.210007,192.193329,192.830002,1165200,192.830002
"871",192.733337,195.253326,192.330002,195.179993,1237200,195.179993
"872",197.236664,198.446671,193.223328,195.843338,3470700,195.843338
"873",196.08667,196.759995,194.16333,196.320007,1607100,196.320007
"874",197,198.766663,195.666672,196.17334,1259700,196.17334
"875",194.210007,194.33667,184.143326,184.986664,2878500,184.986664
"876",185.566666,185.763336,181.009995,185.036667,2148900,185.036667
"877",185.523331,185.956665,181.623337,183.28334,1975800,183.28334
"878",184.503326,184.996674,181.386673,184.589996,1342800,184.589996
"879",184.883331,191.126663,183.993332,189.943329,2176200,189.943329
"880",190.666672,192.330002,189.029999,191.846664,1394100,191.846664
"881",194.096664,194.479996,192.276672,193.493332,1540200,193.493332
"882",196.293335,197.123337,193.699997,194.880005,1486200,194.880005
"883",193.233337,195.643326,191.713333,191.779999,1151100,191.779999
"884",192.986664,194.356674,191.869995,193.653336,1145700,193.653336
"885",193.073334,194.406662,189.333328,191.490005,1448400,191.490005
"886",191.566666,192.369995,189.169998,191.956665,929700,191.956665
"887",193.053329,196.263336,190,190.429993,1550400,190.429993
"888",189.880005,195.493332,188.736664,195.113327,1653600,195.113327
"889",197.083328,203,196.860001,202.600006,2370900,202.600006
"890",201.566666,204.256668,198.786667,201.416672,2088300,201.416672
"891",203.333328,218.266663,202.119995,216.91333,4995000,216.91333
"892",215.146667,223.876663,210.523331,222.513336,3291600,222.513336
"893",222.410004,225.020004,217.516663,219.383331,3455100,219.383331
"894",223.149994,228.28334,220.006668,227.113327,3396000,227.113327
"895",228.263336,233.240005,223.906662,228.850006,2461500,228.850006
"896",221.710007,225.699997,219.660004,225.110001,2370900,225.110001
"897",224.356674,229.943329,222.693329,228.449997,1674600,228.449997
"898",226.666672,228.333328,224.75,226.563339,1288500,226.563339
"899",227.573334,234.666672,226.669998,231.929993,2403000,231.929993
"900",229.653336,230.763336,226.703339,229.130005,1640400,229.130005
"901",229.28334,230.213333,225.240005,228.479996,1641900,228.479996
"902",228.583328,231.080002,228.456665,229.646667,1468500,229.646667
"903",229.07666,229.803329,227.166672,227.833328,1196400,227.833328
"904",229.21666,232.523331,228.440002,230.963333,1413900,230.963333
"905",230.066666,230.843338,225.363327,230.416672,1011000,230.416672
"906",230.339996,231.366669,226.67334,228.616669,1110300,228.616669
"907",228.246674,228.446671,225.330002,227.666672,904800,227.666672
"908",228.66333,228.66333,223.873337,225,1005900,225
"909",225.41333,228.666672,224.256668,227.696671,1437300,227.696671
"910",227.573334,231.333328,226.696671,230.186661,823800,230.186661
"911",230.846664,230.846664,227.116669,228.17334,887700,228.17334
"912",228.339996,231.686661,228.113327,231.333328,1263900,231.333328
"913",230.543335,232.066666,230.246674,230.796661,1216500,230.796661
"914",231.666672,233,229.886673,230.470001,1518300,230.470001
"915",229.75,231.736664,229.003326,231.016663,868800,231.016663
"916",230.179993,231.660004,228.893326,231.293335,1589400,231.293335
"917",233,233.986664,229.763336,231.91333,1582200,231.91333
"918",231.926666,233.616669,231.393326,233.166672,1490100,233.166672
"919",233.333328,233.82666,230.929993,233.330002,1537800,233.330002
"920",233.610001,239.369995,230.706665,236.463333,2590800,236.463333
"921",237.779999,243.316666,236.229996,242.33667,1940700,242.33667
"922",241.056671,244.816666,240.333328,243.613327,1806300,243.613327
"923",244.149994,247.479996,242.436661,247.190002,1563900,247.190002
"924",247.33667,259.609985,246.110001,255.036667,3234300,255.036667
"925",250.953339,252.32666,241.376663,247.203339,3249900,247.203339
"926",247.703339,249.949997,239.25,245.093338,2487600,245.093338
"927",236.666672,239.289993,230.676666,231.389999,3123300,231.389999
"928",234.453339,242.236664,234.053329,239.82666,1850400,239.82666
"929",239.5,242.896667,233.756668,235.199997,1563600,235.199997
"930",237.943329,238.509995,232.66333,234.179993,1300200,234.179993
"931",237.470001,240.713333,237.046661,238.779999,1168800,238.779999
"932",241.416672,242.053329,237.046661,238.523331,1135500,238.523331
"933",240.106674,241.176666,229.886673,230.463333,2312400,230.463333
"934",228.403336,230.096664,224.496674,226.956665,2458800,226.956665
"935",226.333328,228.383331,216.473328,218.523331,4024500,218.523331
"936",216.03334,216.03334,211.096664,213.983337,2352900,213.983337
"937",216.153336,222.479996,213.880005,222.006668,3708600,222.006668
"938",225.210007,225.399994,218.393326,219.136673,1876500,219.136673
"939",217.380005,221.226669,215.846664,219.176666,1245000,219.176666
"940",218.220001,225.973328,217.666672,224.57666,1566900,224.57666
"941",228.333328,231.853333,226.676666,231.053329,1951200,231.053329
"942",232.666672,238.630005,230.183334,230.976669,1625700,230.976669
"943",232.383331,239.296661,230.183334,236.513336,1895100,236.513336
"944",237.703339,239.476669,234.67334,236.839996,1243800,236.839996
"945",233.360001,235.856674,230.699997,232.093338,1602600,232.093338
"946",233.03334,236.186661,232.273331,235.899994,1206300,235.899994
"947",236.509995,238.740005,232.100006,233.006668,1236000,233.006668
"948",236.146667,240.66333,236.146667,240.093338,1180500,240.093338
"949",241.666672,242.873337,240.039993,241.006668,1110900,241.006668
"950",243.293335,247.089996,242.666672,246.063339,1239900,246.063339
"951",249.580002,253.009995,247.743332,251.889999,2265300,251.889999
"952",251.973328,253.683334,249.910004,251.78334,1633200,251.78334
"953",253.103333,255.393326,248.720001,250.360001,1914300,250.360001
"954",247.356674,251.800003,246.666672,247,2765700,247
"955",241.666672,253.626663,238.759995,250.893326,3096600,250.893326
"956",251.75,257.206665,243.123337,245.373337,1732500,245.373337
"957",245.373337,248.516663,243.300003,244.333328,1199400,244.333328
"958",243.600006,244.886673,240.863327,242.82666,1838400,242.82666
"959",243.206665,246.113327,241.296661,244.313339,935100,244.313339
"960",246.110001,246.666672,242.5,245.160004,845100,245.160004
"961",242.360001,243.256668,233.559998,237.256668,1540800,237.256668
"962",237.839996,242.683334,237.123337,240.300003,975000,240.300003
"963",234.773331,235.046661,229.263336,229.266663,1692000,229.266663
"964",230,231.490005,227.789993,228.759995,2658000,228.759995
"965",227.399994,228.666672,217.666672,222.360001,2989800,222.360001
"966",226.873337,227.666672,223.096664,225.32666,1865400,225.32666
"967",228,232.259995,226.940002,227.333328,1879500,227.333328
"968",236.226669,239.320007,233.570007,236.550003,2760900,236.550003
"969",244.846664,244.929993,239.556671,242.759995,1605900,242.759995
"970",243.136673,245.800003,240.083328,244.623337,1218000,244.623337
"971",251.926666,264.179993,251.926666,257.816681,3383700,257.816681
"972",257.013336,257.236664,247.333328,249.833328,1921800,249.833328
"973",251.509995,253.276672,245.373337,245.850006,1555800,245.850006
"974",248.056671,250.593338,245.656662,246.92334,1241400,246.92334
"975",249.443329,251.773331,248.243332,251.126663,862200,251.126663
"976",253.333328,254.679993,249.373337,252.729996,1561200,252.729996
"977",249.323334,250.759995,246.883331,249.71666,1152900,249.71666
"978",249.080002,249.243332,244.333328,244.460007,1302000,244.460007
"979",243.58667,245.809998,241.16333,244.649994,1141500,244.649994
"980",243.669998,245.08667,242.210007,243.580002,1169100,243.580002
"981",243.82666,244.683334,237.690002,239.683334,1503000,239.683334
"982",242.300003,242.883331,240.339996,241.613327,1761600,241.613327
"983",243.100006,244.246674,241.623337,242.123337,1029000,242.123337
"984",245.123337,245.190002,242,243.273331,796200,243.273331
"985",241.803329,244.630005,240.333328,242.016663,2353800,242.016663
"986",244.433334,245.506668,240.616669,244.550003,1557000,244.550003
"987",243.669998,251.399994,243.669998,250.426666,1761000,250.426666
"988",250.66333,254.75,249.623337,252.906662,1634100,252.906662
"989",251.156662,260.633331,251.156662,260.113342,1661700,260.113342
"990",259.333344,260.176666,254.106674,254.796661,1732200,254.796661
"991",254.286667,255.860001,251.666672,255.116669,1276200,255.116669
"992",255.869995,255.869995,250.03334,251.169998,1587300,251.169998
"993",251.866669,255.600006,249.360001,252.690002,1488000,252.690002
"994",251.383331,253.96666,248.626663,253.333328,1637700,253.333328
"995",254.666672,260.209991,254.016663,254.929993,1794300,254.929993
"996",252.33667,257.186676,251.666672,256.16333,1297800,256.16333
"997",255.25,256.65332,254.020004,255.353333,1078800,255.353333
"998",257.126678,260.416656,255.75,259.926666,1306200,259.926666
"999",262.263336,263.600006,258.34668,263.029999,2622900,263.029999
"1000",259.33667,263.32666,256.059998,263.089996,1541700,263.089996
"1001",263.369995,272.279999,262.756653,271.75,2246100,271.75
"1002",272.33667,275.603333,269.51001,269.883331,1932900,269.883331
"1003",270.236664,270.779999,267.670013,269,489900,269
"1004",272.736664,273.329987,265.73999,268.386658,1229700,268.386658
"1005",270.790009,273.433319,269.046661,271.356659,1120200,271.356659
"1006",273.329987,274.049988,270.679993,271.766663,775500,271.766663
"1007",271.839996,273.676666,270.103333,272.700012,1160700,272.700012
