"","WELL.Open","WELL.High","WELL.Low","WELL.Close","WELL.Volume","WELL.Adjusted"
"449",62.150002,62.150002,60.93,61.599998,2462500,53.851173
"450",61.560001,62.650002,61.560001,61.900002,1931400,54.113426
"451",61.959999,63.529999,61.549999,63.119999,2277300,55.17997
"452",63.09,63.720001,62.919998,63.389999,1319100,55.416008
"453",63.439999,63.98,63.220001,63.459999,1310900,55.477196
"454",63.509998,64.580002,63.220001,64.470001,1667300,56.360149
"455",64.650002,65.089996,63.259998,63.34,3560600,55.372295
"456",63.330002,64.739998,63.330002,64.18,1784500,56.106628
"457",64.300003,66.269997,64.040001,65.790001,2358400,57.514095
"458",65.639999,66.580002,65.129997,66.279999,2094900,57.942463
"459",65.919998,66.790001,64.800003,65.150002,2351800,56.954605
"460",65.639999,66.160004,65.419998,65.980003,1592300,57.680202
"461",66.230003,69.849998,65.980003,69.489998,4266200,60.748665
"462",67.699997,68.410004,66.019997,66.07,4077800,57.758881
"463",66.589996,67.709999,65.75,67.5,2412700,59.008991
"464",67.290001,67.290001,64.43,65.860001,2160200,57.575283
"465",66.190002,68.110001,65.900002,67.779999,1719300,59.253777
"466",67.75,69.160004,67.099998,69.120003,3163100,60.425198
"467",69.190002,69.5,68.529999,69.099998,2177000,60.407707
"468",68.199997,68.660004,67.599998,68.580002,1139000,60.717602
"469",68.699997,69.720001,68.330002,69.480003,2133900,61.514431
"470",69.470001,70.440002,69.440002,69.870003,1732100,61.859707
"471",69.889999,70.32,69.18,69.580002,1489300,61.602955
"472",69.870003,70.389999,69.550003,70.099998,1611100,62.063335
"473",69.839996,70.07,68.809998,69.489998,1430900,61.523273
"474",69.739998,70.410004,69.190002,70.330002,2006200,62.266968
"475",70.449997,70.989998,70.019997,70.309998,1411800,62.249271
"476",70.150002,71.269997,70.150002,70.290001,2505800,62.231571
"477",70.230003,70.230003,69.440002,69.510002,1766900,61.540977
"478",69.449997,70.199997,68.959999,69.790001,586000,61.788876
"479",70.209999,70.260002,69.199997,69.919998,1479700,61.903973
"480",69.970001,71,69.370003,70.739998,1645200,62.629967
"481",70.580002,71.349998,69.760002,71.349998,2162700,63.170021
"482",71.190002,71.68,70.949997,71.43,1780700,63.240871
"483",71.699997,72.339996,71,72.330002,3284400,64.037674
"484",72.330002,72.660004,71.470001,72.650002,2116200,64.320999
"485",72.620003,73.879997,71.949997,72.129997,3178800,63.860615
"486",72.059998,74.75,71.919998,74.720001,3320000,66.153679
"487",74.559998,74.559998,72.989998,73.730003,3167400,65.277184
"488",73.709999,73.919998,72.300003,73.010002,2208900,64.639717
"489",73.199997,73.849998,72.940002,73.050003,4902200,64.67514
"490",73.519997,73.790001,71.589996,71.720001,2234000,63.49762
"491",71.959999,72.959999,71.949997,72.300003,1738400,64.011116
"492",71.879997,72.410004,71.68,72.339996,1657100,64.046539
"493",72.519997,73.440002,70.379997,70.720001,3204300,62.61227
"494",71,71.900002,70.739998,71.389999,2452300,63.205444
"495",71.720001,72.300003,70.82,71.120003,2492900,62.966396
"496",71.199997,71.910004,70.620003,71.139999,2610700,62.984108
"497",71.089996,72.849998,70.410004,70.410004,5608700,62.337811
"498",70.199997,70.489998,66.330002,66.440002,1128900,58.822945
"499",66.690002,69.099998,65.940002,69.099998,1835100,61.177971
"500",68.849998,69.410004,67.290001,69.269997,1960500,61.328491
"501",69.800003,70.330002,68.480003,69.370003,1757200,61.417027
"502",69.599998,69.599998,68.089996,69.410004,1421800,61.45245
"503",68.790001,68.919998,66.82,67.290001,2328100,59.575497
"504",67.459999,69.160004,67.309998,68.529999,2369600,60.673332
"505",68.949997,69.25,68.029999,68.279999,2673200,60.451977
"506",68.480003,69.709999,68.279999,69.089996,1643800,61.169132
"507",69.400002,70.57,69.239998,70.309998,1794000,62.249271
"508",70.489998,70.489998,69.129997,69.68,1911400,61.691498
"509",69.510002,71.360001,69.459999,71.239998,2488400,63.072636
"510",71.18,71.540001,70.940002,71.459999,2054400,63.26741
"511",71.32,71.559998,70.879997,71.169998,1407300,63.010662
"512",71.32,72.629997,71.190002,72.389999,1319800,64.090813
"513",71.889999,73.120003,71.889999,72.589996,1404200,64.267868
"514",72.349998,73.220001,72.230003,72.709999,1648200,64.374115
"515",72.709999,73.209999,72.43,73.040001,1921900,64.666267
"516",73.080002,73.800003,72.769997,73.410004,1770700,64.993866
"517",73.25,74.199997,72.949997,74.169998,1631000,65.666725
"518",74.269997,74.5,73.510002,74.309998,1453000,65.79068
"519",74.519997,75,74.169998,74.940002,1938900,66.348457
"520",74.82,75.529999,74.669998,75.459999,2679000,66.808838
"521",75.599998,76,75.029999,75.989998,2134700,67.278076
"522",75.839996,77.010002,75.610001,76.599998,3195100,67.818146
"523",76.440002,77.900002,75.68,77.489998,4277400,68.60611
"524",77.559998,77.730003,75.230003,76.309998,2269600,67.561394
"525",76.110001,77.150002,75.57,77.150002,2177200,68.305092
"526",77.150002,77.529999,76.370003,77.459999,2089500,68.579536
"527",77.339996,77.660004,76.419998,76.75,1831900,67.950943
"528",76.639999,77.150002,76.220001,77.050003,2866900,68.216553
"529",76.529999,77.239998,76.260002,77.209999,1738000,68.358208
"530",77.389999,77.669998,76.919998,77.43,2220800,68.552986
"531",77.379997,77.769997,76.349998,76.650002,2729800,67.862419
"532",76.309998,77.660004,75.949997,77.559998,1943400,68.668083
"533",77.660004,77.900002,77.010002,77.470001,1509600,68.588402
"534",77.709999,77.790001,77.160004,77.610001,2907700,68.712357
"535",77.690002,77.739998,76.669998,76.760002,2152800,67.959785
"536",76.519997,76.800003,75.089996,75.75,2933000,67.065598
"537",74.809998,75.099998,74.139999,74.440002,5911800,66.671516
"538",74.739998,75.900002,74.510002,75.440002,2693100,67.567154
"539",75.779999,75.779999,74.18,74.400002,3271200,66.635689
"540",74.870003,75.160004,74.099998,74.550003,2009800,66.770042
"541",74.019997,74.639999,73.110001,74.540001,2362600,66.761078
"542",74.5,75.790001,74.129997,74.309998,5700300,66.555069
"543",74.459999,74.5,72.620003,74.010002,3070300,66.2864
"544",74.25,74.720001,73.510002,74.559998,2209000,66.778984
"545",74.489998,75.349998,74.489998,74.860001,2494700,67.047676
"546",74.860001,75.029999,74.160004,74.32,1748500,66.564034
"547",74.669998,75.489998,74.610001,75.099998,2687900,67.262627
"548",75.099998,75.809998,74.349998,74.970001,2245600,67.146202
"549",75.18,76.489998,75.18,76.470001,2184700,68.489662
"550",76.599998,77.150002,76.510002,76.860001,2230700,68.838966
"551",77.040001,77.589996,77.010002,77.379997,2177400,69.304695
"552",77.449997,77.889999,77.25,77.879997,2216400,69.75251
"553",78,78.239998,77.040001,77.290001,5124400,69.224091
"554",77.419998,77.540001,75.339996,75.769997,2857700,67.862709
"555",75.709999,75.900002,75.029999,75.269997,2554400,67.414886
"556",75.449997,75.919998,74.470001,75.5,2100200,67.620888
"557",75.470001,77.669998,75.279999,77.669998,3143900,69.56443
"558",77.779999,79.410004,77.779999,77.82,2896500,69.698769
"559",77.919998,78.790001,77.5,78.400002,1941100,70.218262
"560",78.790001,78.879997,78.279999,78.720001,1546700,70.50486
"561",78.57,78.889999,77.870003,78.07,2023400,69.922691
"562",78.339996,78.599998,77.839996,78.580002,1945900,70.379471
"563",78.510002,78.559998,77.43,77.599998,2673200,69.501724
"564",77.669998,77.669998,76.129997,77.059998,2241300,69.018082
"565",77.239998,77.699997,76.25,77.639999,2289600,69.53756
"566",77.440002,77.800003,76.769997,77.260002,1472000,69.197227
"567",77.209999,77.209999,76.129997,76.559998,1259500,68.570267
"568",76.199997,76.82,76.040001,76.739998,1707900,68.731476
"569",76.940002,77.129997,75.720001,75.75,1913600,67.844795
"570",75.839996,75.970001,75.540001,75.790001,1594600,67.88063
"571",76.199997,76.610001,75.949997,76.519997,1527300,68.534447
"572",76.32,76.940002,76.07,76.519997,1741700,68.534447
"573",75.82,76.470001,75.279999,76.470001,1337400,68.489662
"574",76.5,76.610001,76.040001,76.449997,1073200,68.471741
"575",76.339996,76.5,73.489998,73.730003,1977100,66.035614
"576",73.900002,73.940002,71.830002,72.260002,1728900,64.719009
"577",72.510002,73.459999,72.07,73.239998,1294500,65.596725
"578",72.940002,73.169998,71.18,71.760002,1990800,64.271202
"579",72.260002,73.010002,71.760002,72.699997,1437300,65.113083
"580",73.139999,73.68,72.620003,73.440002,1586900,65.775856
"581",73.260002,73.870003,72.940002,73.75,1272900,66.05352
"582",74.379997,74.839996,73.779999,74.540001,977300,66.761078
"583",74.330002,74.540001,72.900002,72.989998,1123800,65.372826
"584",73.129997,74.980003,72.800003,74.529999,2680300,66.752121
"585",74.800003,76,74.43,74.870003,1955000,67.056633
"586",74.889999,75.669998,74.720001,75.349998,1752500,67.486542
"587",75.540001,76.57,75.300003,76.449997,1049100,68.471741
"588",76.120003,76.629997,75.68,76,948700,68.068703
"589",76.129997,76.129997,74.800003,75.379997,1260400,67.513412
"590",75.470001,76.339996,75.25,75.290001,1061100,67.432793
"591",75.309998,76.120003,74.900002,76.080002,1132800,68.140358
"592",76,77.629997,75.889999,77.529999,1085000,69.439034
"593",76.169998,77.769997,76.089996,77.690002,1920500,70.372025
"594",77.410004,78.150002,77.279999,78.080002,1590700,70.725296
"595",77.870003,79.18,77.839996,78.690002,1167300,71.277817
"596",78.610001,79.82,78.5,79.480003,1375400,71.993408
"597",79.190002,80.150002,78.919998,80.040001,1356500,72.500664
"598",80.080002,80.400002,78.68,79.230003,1284700,71.766968
"599",79.470001,80.199997,79.300003,80,1484400,72.464432
"600",79.949997,80.32,79.550003,80.220001,1149200,72.663696
"601",80,81.370003,79.940002,81.349998,1787100,73.687263
"602",81.389999,81.919998,81.360001,81.57,1419700,73.886543
"603",81.82,82.18,80.110001,80.110001,2200100,72.564064
"604",80.449997,80.68,79.330002,79.709999,1801900,72.201744
"605",79.870003,80.769997,79.550003,80.760002,1464900,73.15284
"606",80.82,81.910004,80.5,81.220001,1811200,73.569504
"607",81.629997,82.18,81.139999,82.010002,1814000,74.285103
"608",81.669998,81.669998,79.419998,80.059998,3331600,72.518776
"609",80.580002,82.07,80.25,81.980003,2252900,74.257935
"610",82.029999,82.82,81.699997,82.580002,1473700,74.801407
"611",83.120003,83.870003,82.779999,83.230003,2268600,75.39019
"612",83.309998,83.5,81.870003,82.379997,1565100,74.620247
"613",82.419998,82.650002,81.300003,82.110001,1791300,74.375687
"614",82.410004,83.25,82.120003,82.269997,1565900,74.520599
"615",82.190002,82.660004,81.690002,82.330002,1759600,74.574966
"616",82.199997,83.25,82.199997,82.279999,2015800,74.529663
"617",82.730003,83.849998,82.5,83.610001,2322600,75.734383
"618",84.089996,84.360001,82.699997,83.040001,2061200,75.218086
"619",82.57,84.260002,82.18,83.800003,2459700,75.906487
"620",84.230003,85.260002,84.18,84.629997,3496100,76.65831
"621",84.550003,84.75,82.550003,83.650002,10019400,75.770607
"622",84.080002,84.589996,83.470001,84.07,3101200,76.151054
"623",84.230003,84.809998,82.980003,83.300003,3555600,75.45359
"624",82.980003,83,80.529999,81.07,2843900,73.43364
"625",81.32,82.169998,81.269997,81.629997,1784600,73.940887
"626",81.629997,82.190002,81.389999,81.529999,4007600,73.850311
"627",82.129997,82.129997,80.029999,81.739998,2257800,74.040527
"628",82.099998,84.260002,81.93,84.169998,2090700,76.241631
"629",84.290001,85.459999,84.290001,85.269997,1123100,77.238014
"630",84.25,84.5,82.400002,84.220001,1382900,76.286934
"631",84.300003,85.260002,84.220001,85.260002,1334800,77.228981
"632",85.120003,86.260002,84.970001,86.099998,1555700,77.989845
"633",86.25,86.910004,85.900002,86.720001,1734100,78.551445
"634",86.389999,86.589996,84.949997,85.169998,2168600,77.147446
"635",85.300003,85.379997,84.410004,84.75,1492500,76.767014
"636",84.879997,85.68,84.370003,84.410004,1728000,76.459038
"637",83.870003,84.809998,83.540001,84.650002,1599000,76.676422
"638",84.940002,85.470001,83.910004,84.5,1278200,76.54055
"639",84.330002,85.110001,83.980003,84.849998,1201600,76.85759
"640",84.900002,84.949997,82.970001,83.050003,1775000,75.227142
"641",83.139999,83.620003,82.669998,83.050003,3221500,75.227142
"642",83.169998,83.730003,82.5,83.720001,2070600,75.834015
"643",84,84.010002,82.589996,83.089996,2051100,75.263359
"644",82.860001,83.129997,82.220001,82.629997,1619400,74.846695
"645",82.580002,83.279999,82.139999,83.129997,1588800,75.299599
"646",83.75,84.68,83.419998,83.709999,1113300,75.824982
"647",83.57,84.419998,83.07,83.949997,1326600,76.042351
"648",83.730003,84.68,82.830002,83.120003,2011600,75.290543
"649",82.769997,84.43,81.360001,83.699997,2791000,75.81591
"650",83.699997,85.239998,83.699997,84.760002,1511800,76.776062
"651",85.169998,85.510002,83.779999,84.839996,3232300,76.848526
"652",84.510002,86.800003,84.040001,85.410004,2564700,77.364845
"653",85.449997,87.910004,84.650002,87.25,2256600,79.031525
"654",86.720001,88.269997,86.07,87.910004,2649500,79.629356
"655",87.889999,88.440002,87.339996,88.279999,1507000,79.9645
"656",88.300003,88.870003,87.370003,87.989998,1199800,79.701813
"657",87.949997,88.239998,86.480003,87.849998,1834900,79.574997
"658",87.110001,87.550003,86.449997,86.559998,1556800,79.190758
"659",86.489998,88.470001,86.440002,88.279999,1866900,80.764328
"660",88.209999,89.059998,86.440002,88.790001,1500700,81.230911
"661",88.980003,89.620003,88.309998,89.419998,1644600,81.807266
"662",89.900002,90.25,88.5,88.550003,2286100,81.011345
"663",88.699997,89.339996,87.959999,88.93,1074600,81.358994
"664",88.809998,89.260002,88.220001,88.900002,1322400,81.331543
"665",89.010002,90.199997,87.400002,87.75,2110300,80.279457
"666",88.160004,88.720001,87.400002,88.599998,2153000,81.057091
"667",89.18,90.220001,88.959999,88.959999,3336700,81.386436
"668",89.470001,89.849998,88.610001,88.889999,1242900,81.322411
"669",89.360001,89.800003,88.720001,89.68,1606100,82.045151
"670",89.839996,90,89.029999,89.559998,1245500,81.935356
"671",89.379997,91.440002,89.089996,91.379997,1937300,83.60041
"672",92.190002,92.5,91.529999,92.459999,2095900,84.58847
"673",91.68,92.110001,89.699997,91.089996,2100900,83.335098
"674",91.190002,92.110001,91.190002,91.389999,1904900,83.609566
"675",91,91.040001,89.629997,90.209999,1585600,82.530014
"676",89.300003,89.760002,86.980003,87.879997,2472200,80.398384
"677",87.199997,88.480003,86.589996,87.68,2735800,80.215416
"678",88.879997,89.330002,87.230003,87.449997,2340200,80.004974
"679",87.010002,87.610001,85.190002,85.510002,3001000,78.230156
"680",86.099998,87.449997,85.650002,86.93,2421000,79.529259
"681",87.669998,89.470001,87.5,89.300003,1743900,81.697502
"682",89.739998,89.879997,87.919998,88.879997,1870800,81.313248
"683",89.080002,89.68,88.910004,89.300003,1354500,81.697502
"684",89.709999,89.720001,88.660004,88.800003,3578200,81.240059
"685",88.620003,89.940002,88.620003,89.059998,1736400,81.477921
"686",89.300003,90.18,88.559998,89.169998,2093600,81.578545
"687",89.279999,89.849998,88.839996,89.169998,1414100,81.578545
"688",89.639999,90.919998,89.239998,90.620003,1290800,82.905121
"689",90.720001,91.050003,89.489998,90.290001,1862000,82.603218
"690",90.239998,91.050003,90.080002,90.650002,2505500,82.932549
"691",90.269997,90.519997,89.410004,89.459999,1680900,81.843872
"692",90.059998,90.489998,88.980003,89.779999,1525500,82.136627
"693",89.839996,91.989998,89.839996,91.330002,1514800,83.554672
"694",91.459999,92,91.300003,91.959999,1160000,84.131027
"695",91.050003,92.330002,91,91.540001,1411700,83.746773
"696",91.889999,92.080002,90.739998,91.18,1143300,83.417442
"697",91.370003,92.07,91.279999,91.349998,889200,83.572968
"698",91.160004,91.839996,90.349998,91.599998,1476800,83.801682
"699",91.669998,91.82,90.830002,91.18,1456100,83.417442
"700",91.279999,91.889999,90.919998,91.790001,964400,83.97551
"701",91.900002,92.150002,90.440002,91.389999,1456200,83.609566
"702",90.889999,91.230003,89.779999,91.019997,1857200,83.271049
"703",91.089996,91.370003,90.5,91.18,2237600,83.417442
"704",91.139999,92.379997,90.970001,92.089996,1896800,84.249962
"705",91.849998,92.220001,91.019997,92.209999,1656900,84.359756
"706",92.599998,93.169998,91.730003,91.919998,2081700,84.094437
"707",92,92.349998,90.580002,91.120003,3023000,83.362549
"708",91.18,91.279999,90.279999,90.839996,1913100,83.106377
"709",90.169998,90.57,87.639999,87.959999,2461700,80.471565
"710",87.860001,87.900002,86.760002,87.040001,3518600,79.62989
"711",92.07,92.07,88.860001,89.440002,3377300,81.825569
"712",88.940002,90.510002,88.93,90.459999,1896800,82.758728
"713",90.470001,91.470001,89.900002,90.690002,2069200,82.969154
"714",90.839996,91.099998,88.879997,90.029999,1820500,82.365349
"715",89.389999,89.389999,86.639999,86.889999,1807800,79.492668
"716",86.209999,86.209999,84.029999,85.550003,3328900,78.266747
"717",86.160004,86.360001,84.440002,84.870003,2411200,77.644646
"718",84.029999,84.120003,82.510002,83.25,2433400,76.162537
"719",83.040001,83.800003,82.690002,82.879997,1750400,75.824051
"720",83.110001,83.610001,82.669998,83.110001,1281900,76.03447
"721",82.449997,83.449997,82.099998,82.290001,2512000,76.080696
"722",82.529999,83.400002,82.400002,83.099998,2313400,76.829582
"723",83.360001,83.790001,83.230003,83.589996,1558000,77.282608
"724",83.75,84.190002,83.209999,83.989998,3593100,77.652428
"725",84.18,85.440002,84.029999,84.82,2264200,78.4198
"726",85.370003,85.540001,84.610001,85.099998,1434700,78.67868
"727",85.019997,85.370003,84.190002,84.839996,1306800,78.438286
"728",84.150002,84.610001,83.290001,83.5,1646400,77.199394
"729",83.779999,83.889999,82.809998,83.650002,1417000,77.338081
"730",83.940002,84.779999,83.110001,83.190002,4300500,76.912796
"731",83.5,84.57,83.389999,84.559998,3373500,78.179413
"732",84.269997,85.82,84.029999,85.82,2085700,79.34433
"733",85.760002,86.139999,84.449997,84.57,1015800,78.18866
"734",84.260002,84.580002,83.199997,83.230003,1777100,76.949776
"735",83.889999,84.739998,83.699997,83.93,1828000,77.596954
"736",83.709999,84.379997,83.540001,83.779999,1968900,77.458282
"737",83.379997,84.059998,82.760002,84.059998,1944100,77.717148
"738",84.019997,84.510002,83.43,83.769997,1185100,77.449028
"739",83.779999,83.980003,82.919998,83.139999,1697000,76.866562
"740",83.139999,83.330002,82.080002,82.690002,1603800,76.450516
"741",82.68,82.790001,80.540001,81.169998,2528700,75.045212
"742",81.050003,81.470001,79.010002,79.129997,2239700,73.159149
"743",78.940002,79.779999,77.730003,78.669998,2664900,72.733841
"744",78.639999,78.970001,77.720001,78.669998,2742800,72.733841
"745",79.019997,79.230003,77.239998,77.400002,2613800,71.559692
"746",76.970001,78.68,76.75,78.389999,2412000,72.474976
"747",78.559998,79.389999,77.900002,79.050003,2900200,73.085182
"748",80.43,80.790001,79.75,80.400002,5539100,74.333313
"749",80.540001,80.82,79.559998,79.849998,1956300,73.824806
"750",79.830002,80.139999,79.550003,79.93,425600,73.898773
"751",80.019997,80.480003,79.910004,80.480003,758700,74.40728
"752",80.709999,81.099998,80.400002,80.959999,1050200,74.851051
"753",80.550003,81.040001,80.290001,81.010002,2517700,74.897285
"754",81.059998,81.790001,81.010002,81.779999,2777200,75.609192
"755",82.089996,82.139999,79.959999,80.139999,2049100,74.092934
"756",79.639999,81.660004,79.550003,81.550003,1687000,75.396545
"757",82.089996,83.220001,81.660004,82.790001,2201200,76.542976
"758",82.489998,82.540001,81.239998,82.25,1239500,76.043724
"759",81.919998,82.360001,81.459999,82.269997,2016800,76.062202
"760",82.139999,82.760002,81.790001,82.459999,1211900,76.237869
"761",82.529999,83.040001,82.349998,82.800003,1897400,76.552231
"762",82.610001,84.199997,82.610001,84.07,1563800,77.726387
"763",83.839996,84.07,83.050003,84.029999,2365700,77.689415
"764",84.25,85.199997,84.139999,84.949997,1726500,78.539986
"765",84.959999,86.75,84.720001,86.550003,1851700,80.019264
"766",86.650002,86.919998,86.059998,86.389999,2177900,79.871323
"767",86.470001,87.82,86.400002,87.800003,1707700,81.174942
"768",88,88.110001,85.879997,86,2116100,79.51075
"769",86.110001,87.279999,85.790001,87.239998,2335100,80.657204
"770",87.300003,87.379997,86.400002,86.949997,1479000,80.389076
"771",86.620003,87.260002,86.459999,86.870003,1601000,80.315117
"772",86.809998,87.169998,86.519997,86.75,1341900,80.204163
"773",86.970001,87.209999,86.300003,86.529999,1548100,80.000763
"774",86.190002,86.360001,85.239998,85.400002,3210100,78.956039
"775",85.559998,85.580002,84.459999,84.910004,2419200,78.503006
"776",85.110001,85.32,84.25,84.459999,2770500,78.08696
"777",84.639999,85.879997,84.220001,84.949997,1915000,78.539986
"778",84.620003,84.849998,83.760002,84.010002,1738400,77.670921
"779",84.449997,85.349998,84.029999,84.669998,2256200,78.281128
"780",84.669998,85.099998,84.019997,84.129997,1581700,77.781853
"781",84.599998,85.540001,84.360001,85.120003,1834600,78.697166
"782",85.050003,85.699997,84.419998,84.900002,1891700,78.493759
"783",84.940002,86.019997,84.730003,85.860001,1412500,79.381325
"784",85.769997,88.230003,85.68,87.699997,2650800,81.082481
"785",88.25,89.370003,88,89.32,2484500,82.580238
"786",89.32,89.989998,88.970001,89.839996,2991600,83.061005
"787",89.769997,89.769997,87.540001,87.739998,2193400,81.119453
"788",87.809998,88.129997,86.900002,88.019997,3168400,81.378342
"789",87.360001,88.169998,87,87.110001,2202000,81.340981
"790",86.730003,87.599998,85.650002,86.629997,3017600,80.892776
"791",86.889999,86.940002,82.910004,82.970001,3761900,77.475166
"792",83.129997,83.480003,80.370003,80.720001,3839900,75.374191
"793",79.699997,80.470001,75.57,75.580002,3598400,70.574577
"794",75,76.379997,71.970001,74.82,5619700,69.864906
"795",75.25,75.739998,72.849998,75.260002,5980800,70.275787
"796",75.5,79.639999,74.970001,77.010002,6261700,71.909874
"797",78.470001,79.760002,77.699997,79.650002,2592700,74.375031
"798",78.529999,78.82,75.389999,76.169998,4065100,71.125511
"799",74.129997,74.660004,71.129997,73.959999,5658000,69.061867
"800",69.470001,69.470001,64.760002,64.879997,5732100,60.583206
"801",66.639999,66.709999,61.009998,64.610001,5142400,60.331089
"802",62.599998,62.740002,55.34,56.490002,6277600,52.748848
"803",52.150002,52.150002,39.939999,45.950001,12651200,42.906883
"804",50.290001,52.32,44.619999,51.279999,9208100,47.883888
"805",44.389999,44.779999,38,38.77,7116800,36.202389
"806",39.810001,41.950001,35.299999,38.630001,8052300,36.071663
"807",35.990002,36.82,24.27,33.220001,8833800,31.019949
"808",32.849998,42.470001,30.75,40.919998,7698400,38.210003
"809",42.610001,46.450001,41.349998,42.419998,11125500,39.610657
"810",40.790001,45.84,38.07,43.490002,7627100,40.609798
"811",46.529999,48.709999,42.84,45.369999,7375700,42.365295
"812",45.650002,48.799999,42.84,46.16,8434200,43.102974
"813",47.299999,50.779999,44.560001,50.41,7642000,47.071507
"814",47.52,50.52,45.900002,49.700001,4939200,46.408527
"815",48.650002,49.360001,45.029999,47.18,5214200,44.055424
"816",46.68,47.290001,44.529999,45.779999,6286900,42.748138
"817",42.889999,43.25,38.880001,40.599998,5002900,37.91119
"818",40.259998,42.099998,37.57,38.790001,3825400,36.221069
"819",37.779999,39.299999,36.23,37.259998,5650000,34.792389
"820",40.990002,42.98,40,42.509998,5405200,39.694695
"821",44.790001,48.209999,44.290001,44.400002,5039500,41.459534
"822",45.389999,52.740002,44.490002,51.59,5030400,48.173359
"823",54.09,58,53.98,56.599998,7865200,52.851563
"824",56.630001,57,51.700001,52.48,3596100,49.004421
"825",53.43,55.439999,52.93,53.349998,3245700,49.816799
"826",50.57,51.82,48,48.529999,3127800,45.316017
"827",49.009998,49.099998,46.66,47.240002,2492900,44.111446
"828",49.57,50,48.09,49.099998,4518200,45.848259
"829",47.330002,48.23,45.259998,45.380001,2844600,42.37463
"830",42.57,44.220001,42.02,43.73,3127900,40.833904
"831",45.279999,45.48,43.84,44.290001,2260800,41.356819
"832",44.700001,45.310001,43.040001,43.110001,3409900,40.254971
"833",43.150002,44.139999,42.650002,44.060001,3339800,41.142048
"834",44.32,46.490002,44.25,45.939999,3253000,42.897541
"835",48.400002,49.349998,46.48,49.060001,3697000,45.810917
"836",51.200001,52.970001,49.189999,52.540001,4084100,49.060452
"837",49.759998,51.529999,49.610001,51.23,3994700,47.837204
"838",48.759998,48.759998,46.950001,47.330002,3325700,44.195488
"839",46.580002,48.389999,45.75,48.32,2199000,45.119923
"840",49.169998,50.110001,48.02,48.200001,4909500,45.00787
"841",48.299999,48.490002,45.220001,45.32,3521800,42.318604
"842",43.549999,46.889999,41.310001,42,10992400,39.218479
"843",42.16,44.779999,40.75,44.549999,6798900,41.599598
"844",43.880001,45.049999,42,42.060001,5063400,39.274506
"845",42.130001,42.419998,38.98,39.77,7700800,37.136166
"846",39.110001,39.869999,37.509998,37.959999,6717000,35.446033
"847",36.799999,40.400002,36.080002,40.34,5266400,37.668415
"848",39.779999,40.93,39.43,40.650002,7250400,37.957882
"849",42.209999,45.610001,42.209999,45.130001,5163000,42.783199
"850",45.119999,46.150002,43.540001,45.200001,3241700,42.849556
"851",45.18,45.990002,44.639999,45.75,3423100,43.370956
"852",45.75,46.860001,45.360001,46.419998,3393900,44.006115
"853",46.439999,47.860001,46.209999,47.82,2387400,45.333313
"854",52.099998,52.990002,50.02,51.119999,5301800,48.461712
"855",53.259998,53.970001,51.16,51.889999,4426300,49.191666
"856",52.52,52.82,50.740002,51.34,3907600,48.670273
"857",50.369999,51.549999,49.169998,50.669998,7484100,48.035103
"858",50.459999,53.439999,50.290001,53.07,3817800,50.31031
"859",53.869999,55.16,53.380001,54.779999,3958600,51.931389
"860",55.740002,59.34,55.490002,58.970001,3951600,55.903503
"861",58.470001,58.970001,57.220001,58.709999,3395600,55.657021
"862",63,64.690002,60.849998,61.599998,6457100,58.396744
"863",62.82,63.209999,61.009998,61.650002,4718100,58.444138
"864",59.34,61.259998,58.529999,59.599998,4256000,56.500736
"865",58.950001,58.950001,55.459999,55.77,3952400,52.869904
"866",51.349998,54.139999,50.75,51.34,5475500,48.670273
"867",54.93,55.470001,51.990002,55.240002,3748100,52.367466
"868",52.77,56.360001,52.450001,56.119999,3187500,53.201706
"869",59.720001,59.77,56.369999,57.639999,2695100,54.642666
"870",58.220001,58.419998,55.810001,56.02,2681900,53.106903
"871",55.049999,56.360001,54.810001,55.810001,2115200,52.907825
"872",56.900002,56.900002,50.18,51,11173700,48.34795
"873",51.959999,52.66,50.59,51.380001,3795900,48.708191
"874",51.810001,52.349998,50.990002,51.48,1944300,48.80299
"875",50.299999,50.720001,47.18,49.380001,3551300,46.812195
"876",48.91,50.25,48.279999,50.209999,2619500,47.599026
"877",50.080002,50.68,49.419998,49.740002,3829800,47.153477
"878",50.5,51.310001,49.16,51.259998,1826400,48.594421
"879",51.369999,52.48,50.700001,51.75,2983100,49.058949
"880",52.189999,54.099998,51.669998,53.639999,2569200,50.85067
"881",54.889999,55.25,52.380001,52.630001,1855200,49.893188
"882",54.310001,54.330002,52.060001,52.310001,1447200,49.589828
"883",51.470001,51.470001,49.880001,49.950001,2267600,47.352551
"884",50.02,50.450001,49.290001,50.029999,2562200,47.428394
"885",49.740002,49.900002,48.040001,49.200001,2291300,46.641556
"886",49.049999,50.599998,48.990002,50.549999,2452900,47.921349
"887",50.75,51.080002,49.68,50.02,2069500,47.418911
"888",50.099998,50.98,49.73,49.939999,1973500,47.343067
"889",51.529999,51.689999,50.18,51.040001,2060600,48.385872
"890",50.470001,51.119999,49.529999,49.880001,2147000,47.286194
"891",50.099998,51.299999,49.630001,50.990002,2188400,48.338474
"892",50.48,50.950001,49.09,49.299999,2455400,46.736351
"893",49.990002,50.470001,49.389999,49.48,1646700,46.90699
"894",49.240002,52.860001,48.900002,52.330002,3988900,49.608791
"895",51.68,52.470001,51.389999,51.939999,2079500,49.239071
