"","RE.Open","RE.High","RE.Low","RE.Close","RE.Volume","RE.Adjusted"
"33",235.490005,235.490005,233.660004,235.119995,250800,212.403
"34",235.580002,236.199997,233.520004,233.940002,247000,211.337021
"35",233.130005,235.380005,232.679993,234.910004,246400,212.213318
"36",235.820007,236.460007,234.610001,235.380005,193400,212.637894
"37",234.429993,237.199997,233.919998,235.029999,194100,212.321716
"38",234.940002,234.940002,232.990005,233.029999,166700,210.514923
"39",233.289993,235.309998,232.979996,235.139999,336300,212.421082
"40",237.360001,240.509995,236,239.149994,286300,216.04364
"41",238.380005,239.220001,236.910004,237.179993,273300,214.263947
"42",237.119995,238.360001,235.070007,235.619995,200100,212.854721
"43",235.009995,235.009995,232.589996,232.660004,211500,211.301712
"44",231.990005,232.190002,230.899994,231.429993,393800,210.184601
"45",231.75,234,231.75,233.050003,215300,211.655899
"46",232.929993,233.789993,231.720001,232.740005,142900,211.374344
"47",232.770004,235.350006,232.740005,234.990005,244000,213.417816
"48",235.110001,235.619995,234.190002,235,230300,213.426895
"49",234.130005,234.910004,233.699997,234.710007,118700,213.163513
"50",234.970001,236.389999,233.990005,236.279999,194300,214.589355
"51",236.389999,236.399994,234.339996,235.669998,169600,214.035339
"52",235.660004,236.470001,234.039993,235.990005,266000,214.326019
"53",236.050003,236.389999,234.600006,235.169998,128100,213.581284
"54",236.149994,236.149994,233.050003,233.470001,170000,212.037323
"55",233.479996,234.960007,232.550003,234.429993,184400,212.909195
"56",234.399994,235.169998,233.559998,234.039993,128600,212.554977
"57",234.050003,236.210007,232.75,233.399994,126100,211.97377
"58",231.550003,232.869995,230.940002,231.770004,165000,210.493408
"59",231.330002,234.690002,231.270004,233.809998,238600,212.34613
"60",233.289993,234.419998,232.559998,233.429993,150600,212.000977
"61",233.149994,235.380005,232.279999,234.889999,142100,213.326981
"62",234.360001,235.669998,233.740005,233.809998,173800,212.34613
"63",234.639999,235.940002,232.949997,233.800003,226800,212.337067
"64",233.720001,236.5,233.720001,236.110001,150400,214.434967
"65",235.880005,236.339996,233.270004,233.800003,186900,212.337067
"66",233.559998,234.259995,231.419998,233.639999,303900,212.191696
"67",232.910004,234.610001,232.610001,232.619995,236800,211.26535
"68",232.5,234.479996,232.039993,233.660004,128800,212.2099
"69",233.399994,235.399994,232.259995,234.350006,145900,212.836594
"70",235.009995,235.009995,232.809998,233.350006,147300,211.92836
"71",234.110001,234.699997,230.520004,230.630005,245700,209.458054
"72",230.399994,235,230.399994,234.559998,158100,213.027252
"73",233.149994,234.589996,233.100006,233.910004,134300,212.436935
"74",234.300003,234.479996,232.539993,233.210007,179800,211.801208
"75",232.949997,235.479996,232.25,234.949997,139500,213.3815
"76",234.919998,235.399994,233.720001,233.729996,209300,212.273468
"77",236.210007,240,235.630005,239.380005,722200,217.404831
"78",245.199997,252.960007,241.770004,251.919998,860800,228.793625
"79",253.380005,258.299988,253.029999,256.910004,491300,233.325531
"80",255.789993,256.809998,253.509995,253.910004,401800,230.600937
"81",252.729996,254.199997,250.729996,251.710007,285200,228.602875
"82",252.910004,254.979996,249.080002,250.330002,2e+05,227.349594
"83",249.300003,251.389999,247.699997,247.990005,261000,225.224411
"84",248.610001,249.240005,246.610001,248.679993,224500,225.851044
"85",249.589996,249.970001,246.839996,248.380005,275100,225.578598
"86",247.960007,248.940002,246.360001,246.419998,246000,223.798523
"87",246.160004,247.850006,244.889999,246.190002,214300,223.589645
"88",247.070007,247.660004,242.399994,243.059998,262000,220.746948
"89",242.539993,244.679993,242.199997,244,221000,221.600677
"90",242.309998,245.5,242.100006,244.419998,250000,221.982101
"91",243.679993,245.350006,243.429993,243.949997,196600,221.555283
"92",245.119995,246.149994,244.110001,244.699997,195100,222.236404
"93",244.880005,245.979996,242.399994,244.539993,280200,222.09108
"94",244.539993,244.539993,240.149994,241.649994,193000,219.466415
"95",240.899994,245.289993,240.320007,243.850006,248300,221.464462
"96",243.339996,247.449997,242.699997,243.940002,269700,221.546188
"97",243.25,244.899994,242.669998,243.970001,369700,221.57341
"98",244.619995,246.509995,241.509995,246.270004,241600,223.662323
"99",247.539993,247.979996,246,247.600006,303500,224.870209
"100",247.339996,249.389999,247.039993,249.009995,254600,226.150726
"101",247.770004,248.75,246.509995,248.660004,189700,226.972275
"102",247.039993,248.800003,245.610001,248.270004,225600,226.616272
"103",250.080002,254.649994,248.130005,254.649994,718300,232.439804
"104",255.139999,256.040009,253.449997,255.600006,275800,233.306961
"105",255.160004,255.929993,253.759995,255.529999,195400,233.243073
"106",255.610001,255.979996,253.789993,254.080002,194400,231.91954
"107",252.830002,254.270004,251.630005,252.080002,220300,230.093948
"108",251.550003,252.990005,251.360001,252.429993,204200,230.413452
"109",251.860001,254.490005,251.240005,253.169998,290600,231.088913
"110",254.320007,256.450012,253.509995,255.570007,252600,233.279617
"111",255.570007,258.470001,254.860001,258.119995,251800,235.607162
"112",258,258,254.529999,255.259995,494400,232.996582
"113",254.139999,255.429993,251.389999,252.380005,391400,230.367828
"114",250.470001,253.050003,250.279999,252.089996,479600,230.103088
"115",253.070007,255.979996,251.600006,255.589996,7583800,233.297852
"116",257.160004,259.940002,256.910004,257.320007,487900,234.876953
"117",256.75,257.899994,253.539993,254.860001,321800,232.631531
"118",254.850006,257.040009,254.029999,256.579987,369900,234.201508
"119",256.48999,258.200012,255.350006,256.73999,368900,234.347534
"120",257.220001,257.220001,253.360001,253.979996,469900,231.828262
"121",254.880005,256.299988,253.669998,254.149994,299100,231.983429
"122",254.279999,254.550003,252.160004,253.410004,355900,231.307999
"123",254.490005,256.01001,253.669998,255.070007,532000,232.823196
"124",256.209991,256.25,253.809998,255.160004,346000,232.905365
"125",255.050003,255.710007,252.389999,254.589996,427400,232.385056
"126",255.600006,268.380005,254.929993,263.950012,523900,240.92868
"127",264.799988,265.700012,262.369995,262.75,522600,239.833374
"128",262.5,263.130005,260.910004,261.320007,437800,238.528091
"129",262.779999,264.070007,261.040009,263.209991,281500,240.253204
"130",262.51001,267.049988,262.209991,265.579987,476900,242.416504
"131",266.279999,266.279999,260.179993,262.23999,522800,239.367844
"132",262,264.609985,261.410004,262.720001,310400,239.805969
"133",263.630005,264.299988,261.899994,263.829987,319800,240.819168
"134",263.269989,263.950012,261.920013,263.75,287500,240.746124
"135",262.600006,265.470001,261.160004,264.859985,272600,241.759338
"136",263.350006,268.410004,262.679993,267.329987,483600,244.01387
"137",268.200012,270.809998,267.329987,269.040009,489800,245.574814
"138",268.730011,269.820007,267.720001,269.109985,399900,245.638626
"139",268.570007,270.369995,267.98999,270.119995,347900,246.560516
"140",270.73999,273.549988,269.279999,271.119995,451700,247.473343
"141",272.75,277.170013,263.269989,266.730011,662600,243.466232
"142",266.820007,266.820007,259.839996,260.019989,521400,237.341446
"143",259.570007,259.859985,257.079987,259.529999,387200,236.89418
"144",259.529999,260.549988,258.170013,259.859985,312900,237.195404
"145",260.070007,263.25,260.070007,262.390015,307500,239.504761
"146",264.230011,265.579987,261.980011,263.98999,393700,240.965195
"147",263.850006,266.869995,263.040009,265.339996,277500,242.197449
"148",265,266.869995,264.459991,266.059998,213300,242.85466
"149",267.200012,267.429993,264.059998,265.670013,211700,242.498688
"150",265.75,266.269989,264.220001,265.589996,235100,242.425629
"151",265.329987,266.25,264.799988,266.190002,289600,242.973358
"152",265.269989,268.829987,264.880005,268.720001,249500,245.282623
"153",268.519989,269.700012,267.859985,269.299988,330600,245.812027
"154",269.5,269.670013,264.859985,265.070007,218600,241.950989
"155",266.290009,268.959991,266.059998,268.940002,230600,245.48349
"156",269.600006,270.940002,266.390015,267.410004,258000,244.086914
"157",268.519989,269.649994,266,266.910004,227300,243.6306
"158",266.709991,267.25,262.170013,262.5,296600,239.605225
"159",261.730011,263.26001,261.329987,263.019989,659500,240.079788
"160",263.140015,263.309998,261.529999,262.470001,215200,239.577759
"161",262.649994,263.679993,262.220001,263.679993,254600,240.682205
"162",263.570007,265.730011,262.600006,262.790009,194200,239.869873
"163",262.779999,263.100006,256.679993,257.609985,369100,235.141617
"164",257.5,260.579987,257.230011,260.23999,302000,237.542282
"165",258.859985,258.880005,251.759995,252.889999,581900,230.833344
"166",251.839996,253.429993,250.75,252.490005,491100,230.468231
"167",251.910004,253.910004,250.929993,251.75,405500,229.792755
"168",251.740005,253,250.190002,252.479996,528800,230.459091
"169",251.360001,252.940002,247.770004,248.380005,540600,227.844727
"170",246.130005,246.130005,230.059998,231.190002,1013700,212.075958
"171",231.070007,233.850006,227.190002,227.380005,1195200,208.580933
"172",227.300003,227.309998,210.199997,211.940002,1196400,194.417465
"173",211.899994,226.669998,209.220001,222.479996,1566400,204.08606
"174",242.169998,245.210007,230.740005,231.960007,1421900,212.782272
"175",231.949997,234.960007,229.190002,233.25,653200,213.965622
"176",231.960007,234.119995,229.529999,233.320007,479900,214.029846
"177",233.330002,233.330002,227.020004,229.289993,558300,210.333008
"178",229.600006,231.850006,228.559998,231.660004,540100,212.507095
"179",232,232.830002,226.179993,226.669998,483400,207.929626
"180",226.389999,229.050003,225.229996,225.880005,599400,207.204941
"181",225.789993,226.130005,221.589996,224.820007,648400,206.23259
"182",225.25,228.649994,225.009995,227.300003,427000,208.507568
"183",226.309998,227.350006,224.199997,226.259995,341700,207.553497
"184",225.399994,227.550003,223.550003,223.940002,537000,205.425323
"185",222.229996,222.990005,217.050003,220.270004,888700,202.058746
"186",222.949997,223.289993,220.970001,221.080002,736000,202.801788
"187",220.979996,224.470001,219.779999,222.880005,591800,204.452972
"188",223.570007,229.449997,222.690002,228.389999,663300,209.507446
"189",227.199997,230.460007,224.509995,229.279999,560000,210.323853
"190",228.550003,230.050003,227.440002,229.320007,412300,210.360565
"191",229.5,230.149994,227.550003,227.699997,396000,208.874466
"192",226.580002,228.419998,226.009995,226.75,450300,208.003036
"193",227.279999,228.139999,224.669998,225.009995,312100,206.406891
"194",225.589996,227.460007,224,226.020004,343700,207.333374
"195",226,227.330002,224.710007,224.770004,380200,206.186722
"196",224.529999,224.779999,221.020004,222.509995,564000,204.113571
"197",223.089996,227.660004,223.089996,226.809998,579500,208.058075
"198",228,244.589996,228,240.509995,933400,220.625397
"199",239.960007,241.139999,237.789993,238.119995,562400,218.432983
"200",239.190002,239.190002,235.160004,236.399994,439300,216.855179
"201",237.100006,237.479996,234.110001,235,323400,215.570923
"202",234.580002,237.460007,234.210007,237.25,237900,217.634933
"203",239.300003,239.539993,235.740005,236.669998,402200,217.102875
"204",236.979996,236.979996,234.710007,235.850006,294100,216.350662
"205",235.529999,238.009995,233.360001,234.279999,491200,214.910446
"206",233.570007,238.059998,231.759995,232.940002,536500,213.681244
"207",234,236.139999,231.899994,234.949997,371500,215.52504
"208",234.589996,239.190002,232.149994,236.949997,534300,217.359726
"209",235.800003,240.740005,235.800003,239.119995,645800,219.350296
"210",239,244.169998,236.279999,237.449997,817200,217.818359
"211",238.570007,239.130005,234.789993,234.789993,728600,215.378296
"212",234.789993,237.25,226.779999,227.440002,692600,208.635956
"213",227.440002,228.869995,224.039993,227.839996,500700,209.002884
"214",227.600006,230.740005,227.600006,228.460007,310600,209.571671
"215",229,231.679993,226.610001,227.029999,489800,208.259872
"216",226.119995,229.070007,225.130005,228.360001,580900,209.479889
"217",228.25,232.369995,226.720001,230.789993,561600,211.708984
"218",230.550003,232.779999,228.020004,231.139999,329200,212.03006
"219",230.660004,231.210007,228.130005,228.550003,410500,209.654205
"220",227.550003,228.600006,225.699997,226.130005,425400,207.434311
"221",225.470001,230.479996,223.539993,229.270004,599000,210.314697
"222",229.309998,229.960007,224.639999,225.470001,589300,206.828888
"223",225.699997,227.589996,224.699997,226.320007,832900,207.608582
"224",226.339996,226.339996,223.229996,223.839996,447000,205.333603
"225",224.669998,224.669998,221.949997,222.25,499300,203.875061
"226",222.350006,222.880005,219.070007,219.240005,623000,201.113922
"227",219.369995,219.889999,217.300003,217.669998,299200,199.673737
"228",219.460007,223.729996,217.910004,223.070007,950500,204.627274
"229",222.830002,225.960007,221.259995,225.009995,573800,207.616837
"230",225.429993,227.669998,220.729996,222.740005,481300,205.522308
"231",223.429993,224.759995,217.779999,219.600006,917200,202.624985
"232",219.949997,221.669998,215.029999,218.059998,471800,201.204071
"233",219.440002,221.020004,213.369995,213.559998,567600,197.05188
"234",214.449997,214.589996,211.630005,212.149994,529100,195.750885
"235",212.380005,214.830002,211,211.059998,626500,194.745178
"236",210.679993,211.869995,210.009995,210.360001,597800,194.099258
"237",210.25,214.279999,208.809998,212.279999,609800,195.87085
"238",211.990005,217.710007,210.479996,217.470001,655500,200.659668
"239",218.020004,220.710007,217.740005,219.820007,793800,202.827988
"240",219.350006,220.270004,216.300003,216.919998,668100,200.152191
"241",217.899994,218.860001,214.619995,217.699997,1334600,200.871887
"242",218.470001,224.229996,217.779999,222.110001,906300,204.940994
"243",221.889999,222.5,217.539993,219.220001,453700,202.274414
"244",219.630005,220.070007,218.059998,218.880005,455700,201.960663
"245",219.139999,220.789993,215.520004,216.509995,402700,199.773849
"246",217.539993,219.789993,217.419998,218.440002,335300,201.554688
"247",218,219.279999,217.350006,218.949997,173900,202.025284
"248",218.660004,221.429993,218.660004,219.729996,161600,202.744965
"249",219.610001,221.25,218.960007,219.979996,187400,202.975647
"250",220.309998,222.830002,219.830002,222.570007,226100,205.365433
"251",222.690002,222.770004,221.029999,221.259995,304300,204.156693
"252",222.639999,222.639999,215.699997,216.470001,563500,199.736969
"253",217.490005,220.330002,215.410004,219.770004,479000,202.781876
"254",220.720001,223.270004,219.839996,221.770004,431700,204.627258
"255",222.720001,222.720001,219.220001,222.350006,391000,205.162415
"256",221.630005,222.240005,218.419998,218.75,551800,201.840729
"257",217.940002,220.679993,216.880005,216.949997,436400,200.179871
"258",216.580002,221.089996,216.360001,219.970001,394300,202.966415
"259",220.350006,224.160004,220,222.809998,365300,205.586884
"260",222.919998,224.350006,220.639999,224.199997,278000,206.8694
"261",225.589996,226.100006,222.460007,222.75,370500,205.531509
"262",223.899994,226.220001,222.440002,226,265900,208.530289
"263",225.539993,227.100006,223,223.240005,312600,205.983658
"264",223.830002,225.550003,223.410004,224.600006,259100,207.23851
"265",230,235.830002,229.949997,230.5,477000,212.682434
"266",230.080002,231.789993,226.910004,231.639999,446500,213.734299
"267",232,233.690002,231.039993,231.960007,321100,214.029602
"268",231.940002,232.509995,230.059998,230.929993,288700,213.079193
"269",231.100006,231.100006,225.779999,229.25,294800,211.529068
"270",229.220001,229.759995,225.259995,228.820007,253800,211.132324
"271",228.279999,230.449997,226.220001,227.449997,291300,209.86824
"272",227.899994,230.580002,227.529999,229.800003,419600,212.036545
"273",228.770004,231.660004,228.089996,230.139999,296000,212.350281
"274",229.320007,232.630005,229.320007,229.610001,346100,211.861237
"275",228.309998,231.789993,224.320007,225.429993,493400,208.004349
"276",225.979996,243,225.979996,242.320007,942000,223.588776
"277",242.309998,250.679993,242.229996,246.699997,669200,227.630203
"278",246,247.419998,241.059998,241.059998,514100,222.426147
"279",243.410004,243.410004,237.419998,239.770004,510700,221.235886
"280",241.570007,244.229996,237.440002,239.479996,472300,220.968292
"281",239.149994,239.149994,236.419998,238.179993,388600,219.768799
"282",237.520004,243.259995,237.429993,242.589996,280200,223.837921
"283",243.509995,244.649994,240.059998,242.389999,368400,223.653351
"284",241.75,244.199997,240.360001,243.259995,283300,224.4561
"285",243.169998,245,240.619995,243.259995,373400,224.4561
"286",243.160004,245,239.779999,239.940002,375600,221.392715
"287",240.860001,243.460007,239.300003,239.399994,382300,220.894455
"288",239.679993,243.130005,236.520004,242.940002,257100,224.160873
"289",243.660004,243.660004,240.130005,241.630005,335900,222.952103
"290",242.259995,244.949997,240.839996,243.179993,367300,224.382278
"291",244.470001,245.020004,240.240005,240.240005,286100,221.669556
"292",241.270004,242.949997,238,238.380005,315200,219.953323
"293",237.339996,239.270004,236.990005,239,226300,220.525406
"294",245,255.339996,243.059998,254.350006,506500,234.688873
"295",252.619995,255.470001,249.339996,254.699997,423100,236.219116
"296",252.639999,256.140015,251.960007,255.570007,350500,237.026001
"297",255.389999,257.679993,253.710007,257.309998,322600,238.639755
"298",258.540009,263.440002,256.170013,262.619995,400200,243.564468
"299",262.23999,263.350006,260.359985,261.390015,263600,242.423706
"300",262.459991,262.459991,260.029999,261.769989,185000,242.776123
"301",262.350006,263.25,259.299988,260.369995,279400,241.477707
"302",261.429993,261.959991,258.660004,259.369995,283100,240.550232
"303",259.369995,263.630005,259.369995,261.399994,559800,242.432983
"304",261.179993,263.339996,260.380005,262.670013,219300,243.610855
"305",263.130005,263.130005,260.119995,260.26001,211200,241.375687
"306",259.450012,264.880005,256.640015,259.589996,151800,240.754303
"307",257.859985,258.929993,253.169998,253.289993,275300,234.911438
"308",254.259995,256.040009,248.630005,248.630005,352700,230.589584
"309",251.289993,252.600006,248.770004,252.449997,228300,234.132385
"310",253.550003,255.289993,249.699997,250.699997,220500,232.509354
"311",251.419998,259.200012,251.350006,258.329987,361400,239.585724
"312",259.649994,259.649994,256.709991,256.820007,329700,238.185333
"313",257.769989,259.470001,251.660004,254.419998,293000,235.959457
"314",256.070007,259.290009,255.289993,257.040009,267000,238.389359
"315",254.779999,258.600006,253.509995,258.269989,282400,239.53006
"316",259.959991,259.959991,256.170013,256.390015,240400,237.786499
"317",254.860001,256.910004,252.190002,254.25,249300,235.801788
"318",255.660004,261.890015,253.610001,257.839996,316400,239.131287
"319",259.920013,260.899994,255.330002,256.200012,286600,237.610306
"320",255.710007,260.820007,254.929993,260,259800,241.134567
"321",260,261.25,248.910004,250.649994,517100,232.462982
"322",250.899994,251.690002,247.990005,249.190002,219800,231.108948
"323",250.380005,252.600006,248.970001,250.919998,280500,232.713394
"324",252.610001,252.940002,245.619995,247.429993,396500,229.476639
"325",248.179993,249.199997,243.259995,243.869995,407200,226.174942
"326",243.350006,244.259995,241.800003,242.350006,436300,224.765274
"327",243.289993,247.130005,242.75,246.990005,458500,229.068558
"328",246.990005,248.669998,244.669998,245.360001,175100,227.556839
"329",245.350006,247.330002,242.800003,244.649994,236200,226.898331
"330",244.070007,244.389999,239.470001,240.440002,376900,222.99382
"331",237.630005,237.630005,229.619995,231.910004,743300,215.082764
"332",232.979996,238.210007,232.050003,236.720001,363600,219.543716
"333",236.419998,237.259995,232.649994,232.669998,243500,215.787598
"334",232.399994,233.110001,230.550003,232.899994,220300,216.000931
"335",232.600006,233.559998,227.309998,228.169998,375600,211.61412
"336",228.070007,228.869995,222.669998,226.149994,553700,209.740677
"337",223.009995,229.100006,223.009995,227.520004,209800,211.011322
"338",227.889999,228.300003,225.559998,226.539993,199800,210.102402
"339",226.149994,227.970001,223.910004,227.169998,390900,210.686676
"340",227.179993,228.470001,225.660004,227.949997,240200,211.410095
"341",228.380005,229.759995,227.570007,228.190002,227200,211.632675
"342",227.910004,229.149994,227.110001,228.289993,164500,211.725433
"343",228.289993,228.350006,226.440002,226.910004,308700,210.445557
"344",226.5,228.119995,225.770004,228.020004,315600,211.475021
"345",228.039993,229.300003,227.179993,229.070007,223500,212.448822
"346",228.979996,229.119995,225.75,227.800003,234200,211.270981
"347",227.330002,229.5,226.320007,226.539993,312500,210.102402
"348",227.789993,230.100006,227.509995,228.919998,263700,212.309692
"349",228.690002,230.389999,228.429993,229.039993,199000,212.42099
"350",228.800003,229.070007,225.809998,226.539993,224800,210.102402
"351",226.830002,227.240005,225.089996,226.529999,315100,210.093124
"352",226.009995,228.190002,225.509995,227.440002,178900,210.937057
"353",225.119995,225.710007,223.029999,224.720001,446900,209.612564
"354",225.529999,226.259995,224.580002,225.509995,222400,210.349457
"355",225.110001,225.949997,222.949997,225.289993,487700,210.144226
"356",227.619995,227.619995,225.190002,225.919998,179200,210.731873
"357",225.949997,227.509995,225.5,226.679993,122200,211.440765
"358",226.360001,226.75,225,226.520004,166600,211.291565
"359",226.860001,228.169998,224.990005,228.100006,182400,212.765335
"360",228.729996,230.320007,227.240005,230.080002,145500,214.612244
"361",230.199997,231.020004,228.410004,230.320007,188700,214.83609
"362",230.619995,231.869995,227.899994,228.479996,145500,213.119781
"363",228.100006,228.860001,226.220001,227.289993,207900,212.009766
"364",228.220001,229.839996,226.610001,227.339996,147600,212.056412
"365",227.330002,228.080002,225.270004,226,225900,210.806488
"366",225.789993,228.100006,224.539993,226.600006,525100,211.366165
"367",227.039993,228.289993,225.210007,226.75,232700,211.506088
"368",226.169998,229.850006,226.169998,229.229996,220300,213.819366
"369",229.300003,231.059998,228.669998,230.130005,273100,214.658875
"370",229.940002,230.830002,227.100006,228.669998,214000,213.297012
"371",229.690002,230.279999,227.809998,230,382700,214.537598
"372",229.970001,233.479996,229.759995,232.669998,208400,217.028107
"373",232.279999,233.240005,229.160004,229.899994,295200,214.444336
"374",229.509995,231.460007,226.770004,228.720001,465400,213.343613
"375",228.990005,232.360001,228.389999,231.479996,242200,215.918091
"376",231.309998,232.570007,229.259995,230.479996,282100,214.985352
"377",230.759995,231.479996,226.300003,227.160004,297700,211.88855
"378",227.850006,229.460007,225.429993,226.389999,164300,211.170303
"379",227.589996,230.779999,227.320007,230.639999,229000,215.134537
"380",230.479996,232.669998,229.389999,230.460007,171400,214.966675
"381",231.320007,235.75,231.199997,235.009995,170500,219.210785
"382",235.679993,235.679993,232.910004,234.220001,206200,218.473892
"383",233.570007,235.029999,232.839996,233.75,149400,218.035507
"384",235.009995,235.649994,231.880005,232.850006,128800,217.196014
"385",233.119995,233.119995,230.75,231.550003,157800,215.983398
"386",232.240005,235.429993,231.399994,235.179993,251500,219.369339
"387",235.740005,235.740005,233.490005,235.110001,171800,219.304031
"388",235.479996,237.080002,234.279999,236.320007,243200,220.432709
"389",235.889999,236.270004,233.679993,234.300003,171500,218.548538
"390",225.5,225.5,219.899994,224.820007,647600,209.705841
"391",222.910004,226.050003,221.539993,225.259995,392900,210.116241
"392",225.169998,225.279999,222.369995,223.479996,287500,208.455917
"393",222.220001,225.199997,220.210007,223.619995,314800,208.586502
"394",224.220001,228.070007,223.839996,227.25,339100,211.972488
"395",227.110001,229.720001,225.809998,226.190002,291900,210.983734
"396",225.869995,229.479996,223.119995,223.740005,334800,208.698456
"397",217,218.929993,213.020004,218.350006,659600,203.670792
"398",216.449997,220.880005,216.289993,219.869995,724700,205.088608
"399",219.399994,222.949997,219.070007,219.970001,395700,205.181885
"400",219.229996,220.839996,217.259995,220.690002,262800,205.85347
"401",221.190002,224.039993,218.039993,218.899994,271700,204.183823
"402",219.110001,219.669998,217.080002,218.360001,271700,203.68013
"403",217.660004,218.850006,216.940002,217.139999,173600,202.54216
"404",217.350006,217.589996,214.940002,215.210007,174200,200.741882
"405",214.210007,216.309998,212.050003,215.169998,293600,200.70459
"406",214.740005,216.119995,213.960007,214.919998,285200,200.47139
"407",214.190002,215.690002,213.119995,214.660004,229500,200.228882
"408",214.059998,218.070007,214.059998,216.210007,198500,201.674683
"409",216.740005,220.970001,216.740005,217.509995,222800,202.887253
"410",217.179993,219.380005,216.860001,218.399994,257100,203.717422
"411",218.809998,221.070007,218.399994,220.399994,209900,205.582977
"412",219.919998,221.160004,219.550003,220.279999,217500,205.471069
"413",220.139999,221.130005,219.380005,219.990005,207700,205.200531
"414",219.949997,220.520004,218.550003,220.089996,249800,205.293793
"415",220.220001,221.600006,220.220001,220.850006,156700,206.002731
"416",221.020004,223.690002,221.020004,222.490005,227400,207.532486
"417",222.520004,223.789993,221.899994,222.449997,203100,207.495148
"418",222.850006,223.539993,220.809998,222.860001,246600,207.877594
"419",222.720001,222.720001,220.229996,222.419998,242900,207.467194
"420",221.949997,223.330002,221.009995,223.020004,265500,208.026886
"421",221.410004,221.940002,219.710007,221.559998,238300,207.876709
"422",219.899994,222.369995,219.729996,221.100006,340300,207.44516
"423",220.589996,221.639999,219.050003,219.309998,374000,205.765671
"424",219.649994,219.649994,215.059998,215.490005,797600,202.181625
"425",215.75,215.75,206.899994,209.839996,499700,196.880524
"426",209.100006,212.889999,206.679993,210.509995,395400,197.509155
"427",210.979996,215.479996,210.669998,214.009995,437900,200.793015
"428",215.179993,221.419998,214.710007,220.690002,394700,207.060455
"429",221,223.809998,220.110001,223.380005,217000,209.58432
"430",223.910004,224.110001,221.610001,223.259995,219300,209.471741
"431",223.679993,226.210007,222.850006,225.729996,244400,211.7892
"432",225.979996,230.550003,225.979996,229.559998,346200,215.38266
"433",229.740005,232.089996,229.690002,231.699997,217500,217.390472
"434",233.619995,234.020004,229.830002,233.130005,379200,218.732178
"435",232.589996,232.690002,226.610001,228.75,349000,214.622681
"436",229.160004,230.330002,226.779999,229.059998,194900,214.913544
"437",229.020004,230.520004,226.860001,227.789993,202000,213.72197
"438",227.619995,229.539993,226.600006,228.190002,149600,214.09726
"439",227.830002,229.979996,225.350006,228.470001,226200,214.359955
"440",228.179993,229.229996,223.880005,224.380005,256700,210.522583
"441",225.740005,229.479996,224.139999,227.119995,250900,213.093338
"442",227.699997,228.970001,225.860001,225.960007,223300,212.00499
"443",226.949997,228.020004,225.25,226.880005,271400,212.868179
"444",226.130005,229.479996,225.919998,226.960007,169900,212.943253
"445",226.880005,228.169998,225.429993,227.199997,200200,213.168411
"446",227.470001,229.770004,226.380005,229.509995,253500,215.335709
"447",226.869995,228.800003,217.490005,217.729996,334400,204.283264
"448",217.339996,221.830002,214.770004,215,344300,201.721878
"449",217.490005,217.490005,208.649994,212.990005,253100,199.835999
"450",213.550003,216.690002,212.899994,214.520004,162200,201.2715
"451",215.740005,217.160004,213.970001,215.399994,132900,202.097168
"452",215.360001,216.899994,212.669998,216.009995,219200,202.669495
"453",215.300003,216.259995,210.300003,211.119995,238000,198.081497
"454",210.330002,217.5,209.600006,216.179993,358300,202.828995
"455",216.279999,217.589996,212.470001,212.630005,214700,199.498199
