"","DHR.Open","DHR.High","DHR.Low","DHR.Close","DHR.Volume","DHR.Adjusted"
"273",100.919998,102.190002,100.5,101.860001,2289200,100.069557
"274",101.269997,102.529999,101.269997,102.18,4556900,100.383926
"275",101.449997,101.849998,96.290001,96.699997,4813100,95.000252
"276",95.300003,98.580002,94.75,97.050003,6693900,95.344109
"277",96.379997,96.970001,94.75,95.25,5337000,93.575745
"278",95.400002,95.550003,92.139999,92.160004,3443100,90.540062
"279",93.300003,95.279999,91.839996,94.459999,3693600,92.799637
"280",95.129997,95.889999,94.599998,95.410004,2247600,93.732925
"281",94.730003,95.449997,94.040001,94.980003,2012600,93.310486
"282",94.389999,96.169998,94.120003,96.099998,1504900,94.410797
"283",96.989998,97.779999,96.379997,97.470001,1896600,95.756721
"284",97.339996,98.419998,96.82,97.540001,1889000,95.825493
"285",97.150002,97.739998,96.580002,96.849998,2111600,95.147598
"286",96.690002,98.900002,96.629997,97.349998,2177000,95.638824
"287",97.879997,98.440002,97.059998,97.360001,2342400,95.648666
"288",97.709999,99.389999,97.639999,99.330002,1646700,97.584015
"289",99.519997,101.489998,99.25,100.830002,3593000,99.057663
"290",100.839996,101.800003,99.540001,99.57,2574800,97.819809
"291",99.800003,100.199997,97.760002,97.779999,2047800,96.061272
"292",97.75,98,95.150002,95.989998,2299900,94.302727
"293",95.519997,96.419998,94.910004,96.220001,2318800,94.528709
"294",95.639999,97.989998,95.389999,97.580002,1701700,95.864792
"295",97.730003,97.769997,96.889999,97.75,1525700,96.031807
"296",97.239998,101.230003,96.949997,100.82,3872400,99.047844
"297",101.040001,101.660004,100.660004,101.610001,2423100,99.823959
"298",102.129997,104.07,101.669998,103.739998,3475000,101.916504
"299",103.919998,104.290001,102.860001,103.400002,2292900,101.582512
"300",103.889999,104.290001,102.57,102.800003,2060000,100.993042
"301",102.980003,103.480003,101.849998,102.18,1514000,100.383926
"302",102.379997,102.660004,101.970001,102.220001,1287600,100.423225
"303",102.510002,102.669998,101.889999,101.93,2509200,100.138329
"304",101.790001,101.849998,99.550003,100.309998,2147600,98.546814
"305",100.309998,100.860001,100.010002,100.559998,2329000,98.792397
"306",100.860001,100.989998,99.800003,99.809998,1974900,98.055588
"307",99.080002,99.870003,97.220001,97.489998,1875700,95.776367
"308",97.910004,98.410004,95.709999,95.940002,2472400,94.253632
"309",97.150002,98.349998,96.470001,98.160004,3181400,96.434601
"310",98.699997,98.989998,96.690002,97.25,2061800,95.540581
"311",97.489998,97.970001,96.349998,96.519997,2347600,94.979683
"312",96.889999,98.529999,96.660004,97.910004,2275800,96.347496
"313",97.620003,97.809998,95.019997,96.099998,2601300,94.566399
"314",96.75,98.349998,96.480003,98.230003,2172100,96.662415
"315",96.849998,99.260002,96.160004,99.059998,2183100,97.479164
"316",99.559998,99.739998,98.790001,99.220001,1624200,97.636597
"317",98.529999,99.019997,95.769997,96.660004,1804100,95.117462
"318",97.360001,98.949997,96.720001,97.599998,2019600,96.042458
"319",98.809998,100.540001,98.809998,99.519997,2312800,97.931808
"320",98.800003,99.139999,98.029999,98.419998,1764900,96.849373
"321",99.139999,99.68,98.959999,99,1485400,97.420113
"322",99.589996,99.760002,98.720001,99.239998,1344100,97.656273
"323",100.139999,100.93,100.010002,100.419998,1458300,98.817436
"324",101,101.959999,100.370003,101.690002,2563300,100.067184
"325",102.029999,102.650002,101.639999,102.400002,2100800,100.765854
"326",103,103.980003,100.43,101.5,3388900,99.880211
"327",101.370003,102.220001,100.360001,101.339996,3660100,99.722755
"328",101.699997,101.989998,100.849998,101.199997,2184600,99.584984
"329",101.220001,101.639999,99.209999,100.099998,2551000,98.502563
"330",100.07,101.160004,98.599998,100.489998,3112900,98.886337
"331",100.720001,102.410004,100.489998,101.779999,1952200,100.155746
"332",102,102.129997,101.279999,101.639999,1497700,100.017975
"333",101.699997,101.82,100.220001,100.32,2229800,98.719048
"334",100.349998,100.970001,99.989998,100.889999,2347500,99.279953
"335",100.57,100.849998,99.260002,99.559998,1966400,97.971169
"336",99.139999,99.43,97.739998,99,3142000,97.420113
"337",98.68,100.480003,97.870003,100.199997,2716900,98.600952
"338",100.410004,101.370003,99.43,99.580002,2636100,97.99086
"339",99.5,99.650002,98.900002,99.18,2512500,97.597237
"340",99.220001,100.150002,98.779999,99.540001,2053900,97.951492
"341",100,101.440002,99.739998,101.169998,1462600,99.555489
"342",101.139999,102.389999,100.93,101.809998,2111600,100.185257
"343",101.940002,103.139999,101.839996,102.669998,2567900,101.031548
"344",101.449997,101.839996,99.860001,100.239998,2604900,98.64032
"345",100.220001,101.199997,100.089996,100.699997,1390800,99.092964
"346",100.699997,101.260002,100.379997,100.779999,1442900,99.171692
"347",100.650002,101.510002,100.349998,101.25,1754000,99.634193
"348",101.720001,102.860001,101.629997,102.239998,2165600,100.608398
"349",102.330002,102.480003,101.300003,101.410004,1366900,99.791641
"350",101.160004,102.349998,101.120003,102.32,2057800,100.687119
"351",102.440002,103.129997,101.879997,102.290001,1309900,100.657623
"352",102.349998,103.019997,101.839996,102.129997,1223400,100.500153
"353",101.120003,101.440002,99.620003,100.550003,2875500,98.945389
"354",101.029999,101.68,100.790001,101.25,1494800,99.634193
"355",101.309998,101.309998,99.260002,99.279999,2575800,97.695625
"356",100.099998,100.919998,99.800003,100.589996,2200600,98.984734
"357",100.989998,102.269997,100.839996,101.870003,2218000,100.244324
"358",102.019997,102.699997,101.650002,102.089996,1962700,100.460793
"359",102.199997,102.879997,101.690002,102.800003,2751400,101.159485
"360",103.029999,103.32,102.120003,102.5,2229500,100.864258
"361",102.760002,103.199997,102.489998,103,1890700,101.35627
"362",103.029999,104,102.879997,103.239998,2062200,101.592438
"363",103.440002,104.129997,102.93,103.160004,2768000,101.513733
"364",103.230003,103.580002,102.540001,102.620003,2068200,100.98233
"365",103,103.410004,102.309998,102.639999,2631800,101.002029
"366",102.050003,103.07,100.629997,102.309998,4509500,100.677277
"367",101.57,101.849998,100.699997,101.269997,1645300,99.65387
"368",100.440002,100.809998,99.610001,100.029999,2738300,98.433693
"369",100.269997,100.620003,98.919998,99.139999,2386800,97.557884
"370",99.199997,99.43,97.68,97.910004,2809200,96.347496
"371",98.760002,99.949997,98.230003,99.300003,2819600,97.715317
"372",99.080002,99.080002,98.029999,98.860001,2856200,97.282356
"373",99.089996,99.550003,98.599998,99.120003,2336900,97.538208
"374",99.510002,100.800003,98.150002,98.150002,2745500,96.583679
"375",97.970001,98.940002,97.089996,98.620003,2013800,97.204636
"376",98.830002,99.650002,98.639999,98.68,2352000,97.263779
"377",98.18,98.260002,97.400002,98.129997,2158800,96.721657
"378",98.660004,99.330002,98.209999,98.470001,1244000,97.056786
"379",99.080002,99.449997,98.25,98.860001,2483000,97.4412
"380",99,99.489998,98.870003,99.330002,1903600,97.904449
"381",99.599998,99.919998,99.040001,99.5,3205700,98.072006
"382",99.699997,100.480003,99.489998,100.160004,1761500,98.722519
"383",99.330002,99.610001,98.5,98.57,1834000,97.155357
"384",99.32,100.279999,99.089996,99.620003,2356400,98.190285
"385",99.870003,100.080002,98.489998,99.199997,2104200,97.776299
"386",99.080002,99.419998,98.029999,98.169998,1953900,96.761086
"387",98.209999,99.849998,97.910004,99.580002,4108900,98.150894
"388",99.650002,99.900002,98.5,98.779999,3189000,97.362335
"389",106,106.080002,102.709999,103.199997,5937100,101.718903
"390",102.57,103,101.120003,101.290001,3722800,99.836319
"391",101.400002,103.43,101.010002,103.139999,3494000,101.659767
"392",103.989998,104.209999,102.879997,103.550003,3320400,102.063881
"393",103.540001,104.010002,102.830002,103.540001,3153000,102.054031
"394",103.870003,104.419998,103.379997,103.790001,2470200,102.30043
"395",103.860001,104.040001,102.660004,102.75,2401900,101.27536
"396",102.75,103.010002,101.599998,101.809998,1744900,100.348862
"397",102.32,103.110001,101.800003,102.580002,3611100,101.107811
"398",102.599998,102.980003,101.830002,102,2150900,100.536133
"399",101.699997,101.849998,100.730003,101.449997,2414800,99.994003
"400",101.459999,101.599998,100.879997,101.370003,2224200,99.915161
"401",101.040001,102.449997,100.949997,102.309998,2503200,100.841675
"402",102.459999,102.610001,101.949997,102.260002,2162900,100.792381
"403",102.139999,102.290001,101.589996,101.949997,1376600,100.486839
"404",102.169998,102.190002,101.629997,101.709999,1279700,100.250282
"405",101.410004,101.410004,99.839996,100.330002,1763700,98.890106
"406",100.230003,100.739998,99.050003,99.860001,2216400,98.426849
"407",99.959999,101.089996,99.849998,100.790001,1854500,99.343491
"408",100.199997,100.480003,99.510002,100.089996,1777700,98.653526
"409",100.519997,101.18,100.120003,100.480003,1579700,99.037949
"410",100.610001,101.139999,100.400002,100.709999,3012800,99.264641
"411",100.790001,101.099998,100.519997,100.580002,1214800,99.136513
"412",101.089996,101.349998,100.449997,100.610001,1907900,99.166077
"413",100.540001,100.870003,99.849998,100.690002,1278100,99.244934
"414",100.769997,100.809998,99.699997,99.75,1630800,98.318413
"415",99.940002,100.410004,99.809998,100.150002,3335200,98.712677
"416",100.540001,102.75,100.540001,102.459999,2560200,100.989525
"417",102.699997,102.93,102.300003,102.699997,1609600,101.226082
"418",102.809998,103.82,102.5,103.660004,1992400,102.17231
"419",102.959999,103.540001,102.629997,103.010002,2002600,101.531616
"420",102.940002,103.68,102.690002,103.540001,2903600,102.054031
"421",103.660004,103.989998,102.75,103.550003,2241000,102.063881
"422",103.400002,104.019997,102.809998,104.010002,1909500,102.517273
"423",104.010002,104.839996,103.889999,104.599998,1809600,103.098793
"424",104.489998,104.879997,104.260002,104.660004,1506100,103.157959
"425",105.019997,105.650002,104.849998,105.129997,2076300,103.621208
"426",105.169998,105.449997,104.339996,105.25,1693200,103.739487
"427",105.550003,105.870003,105.239998,105.790001,2656800,104.271729
"428",105.93,107.540001,105.900002,107.419998,2228200,105.878334
"429",107.43,107.769997,106.709999,106.870003,1364100,105.336243
"430",106.650002,106.650002,105.660004,105.970001,2074900,104.449142
"431",106.239998,106.82,105.959999,106.760002,1857200,105.227814
"432",107,108,106.779999,107.510002,2057500,105.967049
"433",108.230003,108.230003,107.419998,107.970001,1797000,106.420448
"434",108.089996,108.589996,108.019997,108.080002,4411000,106.528877
"435",108.160004,108.339996,107.330002,107.830002,1959500,106.282455
"436",107.949997,108.209999,107.620003,108.019997,1963400,106.469727
"437",108.169998,109.32,108,108.900002,2003600,107.337105
"438",108.849998,109.230003,107.940002,108.18,2058900,106.784332
"439",108.18,108.839996,108.089996,108.660004,1952500,107.258133
"440",109.18,109.93,108.980003,109.290001,2003100,107.879997
"441",109.339996,109.410004,108.790001,108.959999,1729300,107.554268
"442",109.550003,110.129997,108.379997,108.529999,2399700,107.129807
"443",108.160004,108.269997,106.610001,107,1874500,105.61956
"444",107.199997,107.610001,105.870003,106.980003,1919200,105.599808
"445",106.839996,107.050003,104.529999,105.610001,2100900,104.247467
"446",105.800003,107.120003,105.470001,106.730003,3048600,105.35305
"447",106.5,106.589996,103.760002,103.839996,3386000,102.50032
"448",103.559998,104,100.5,101.269997,3517000,99.96347
"449",102.849998,103.790001,101.800003,103.379997,2901200,102.046265
"450",102.900002,103.040001,101.839996,101.989998,2239700,100.674187
"451",102.949997,105.129997,102.589996,105.050003,2347600,103.694702
"452",104.629997,105.510002,103.839996,104.959999,3521500,103.605881
"453",106,106.099998,100.5,101.239998,5531400,99.933861
"454",101.199997,102,99.800003,100.389999,4260000,99.094826
"455",100.470001,100.849998,97.669998,98.559998,3649000,97.288445
"456",97.360001,97.970001,95.629997,97.419998,3383800,96.163139
"457",97.739998,98.650002,95.669998,95.809998,3315800,94.573929
"458",96.540001,99.169998,96,98.290001,3465700,97.021919
"459",97.010002,98.089996,95.93,97.139999,2730600,95.886742
"460",98.32,98.839996,95.440002,96.849998,3195800,95.600502
"461",97.139999,98.379997,96.480003,97.720001,3178500,96.459282
"462",98.629997,100.440002,98.080002,99.400002,2865200,98.117622
"463",99.389999,100.769997,98.75,100.519997,2269900,99.22316
"464",101.290001,101.730003,99.980003,101.25,2601800,99.943741
"465",101.550003,102.019997,101.029999,101.760002,2067600,100.447166
"466",101.610001,102.230003,100.519997,101.220001,2461600,99.914124
"467",102.029999,104.169998,101.849998,104.07,2059900,102.727356
"468",104.019997,105.019997,103.949997,104.75,1619400,103.398582
"469",104.410004,104.620003,103.25,104.389999,2609900,103.043228
"470",104.139999,104.360001,101.160004,101.550003,2338300,100.239868
"471",101.889999,102.849998,100.300003,100.489998,1986400,99.193542
"472",101.360001,101.949997,100.059998,100.739998,1889000,99.440308
"473",100.080002,101.669998,98.709999,101.650002,2265200,100.338585
"474",101.25,103.589996,101.209999,103.199997,2767700,101.868576
"475",103.260002,103.410004,100.629997,101.300003,2861300,99.993103
"476",100.860001,102.730003,100.580002,101.970001,2773700,100.654442
"477",102.260002,103.769997,101.919998,102.940002,2126600,101.611946
"478",101.900002,103,101.900002,102.410004,920100,101.088783
"479",103.099998,103.449997,102.550003,103.279999,2023400,101.947548
"480",102.949997,104.019997,102.440002,104,1876900,102.658249
"481",104.459999,107.089996,104.279999,106.970001,2180000,105.589951
"482",106.370003,108.760002,106.150002,107.940002,2300400,106.547424
"483",108.110001,109.669998,108,109.540001,3278500,108.126778
"484",110.5,110.860001,108.330002,108.639999,4518500,107.238388
"485",108.699997,108.900002,106.010002,106.300003,4190000,104.928589
"486",104.809998,105.529999,102.410004,104.860001,3584300,103.507164
"487",104.660004,105.470001,101.379997,101.870003,2443100,100.55574
"488",101.690002,102.089996,99.529999,101.720001,3088800,100.407677
"489",102.970001,103.550003,100.599998,101.32,1998900,100.012833
"490",102.550003,104.059998,101.959999,102.029999,2715100,100.713669
"491",102.669998,104,101.839996,102.5,2388400,101.177605
"492",101.309998,101.839996,99.139999,100.400002,2569700,99.104706
"493",99.970001,101.449997,99.239998,100.370003,4481800,99.075089
"494",100.879997,101.279999,99.480003,100.720001,3535300,99.42057
"495",100.879997,103.110001,99.410004,100.650002,4260100,99.351463
"496",99.830002,100.370003,97.599998,98.360001,5365100,97.091019
"497",98.470001,100.730003,97.919998,98.480003,6292600,97.20948
"498",98,98.269997,94.589996,94.849998,3099200,93.626312
"499",95.190002,100,95,99.959999,2741800,98.67038
"500",98.540001,101.5,97.900002,101.5,2639300,100.351143
"501",102.360001,103.050003,101.370003,101.830002,2506900,100.677406
"502",102.150002,103.639999,102.150002,103.120003,1980300,101.952797
"503",101.660004,102.169998,99.970001,100.5,2397100,99.362442
"504",99.970001,101.489998,96.440002,97.620003,3219100,96.515053
"505",98.599998,101.370003,98.599998,100.449997,2556700,99.313034
"506",100.730003,101.650002,100.300003,100.860001,2356200,99.718384
"507",101.730003,103.480003,101.459999,103.43,3649200,102.259293
"508",104.080002,105.32,103.730003,104.360001,3015600,103.178749
"509",104.040001,105.43,103.209999,105.360001,1675400,104.16745
"510",104.580002,105.290001,104.199997,105.260002,1547700,104.068581
"511",104.360001,104.980003,103.980003,104.089996,1563400,102.911804
"512",104.260002,105.480003,104.040001,105.040001,2071100,103.851051
"513",105.290001,105.75,104.160004,104.489998,2804500,103.307274
"514",104.489998,105.919998,104.449997,105.57,3092100,104.375069
"515",106.410004,107.690002,106.029999,107.449997,3153000,106.233788
"516",106.830002,106.900002,105.32,106.410004,2683300,105.205559
"517",106.230003,106.970001,104.949997,106.129997,1899700,104.928719
"518",106.099998,106.5,105.220001,106.050003,1660800,104.84964
"519",106.779999,107.650002,105.940002,106.330002,2800500,105.126465
"520",105.540001,106.040001,104.959999,106.029999,2100500,104.829872
"521",106.190002,107.800003,104.5,105.269997,3633100,104.078468
"522",106.050003,109.480003,105.589996,109.010002,3522900,107.776123
"523",108.639999,111.099998,108.080002,110.919998,2888400,109.664497
"524",110.93,111,108.980003,109.300003,2588100,108.062859
"525",109.199997,109.589996,108.529999,109.589996,1930600,108.349548
"526",110,110.690002,109.029999,109.510002,2569900,108.270477
"527",109.279999,109.93,109.059998,109.660004,1597700,108.418777
"528",108.870003,109.699997,107.830002,108.589996,1706400,107.360878
"529",107.919998,109.360001,107.559998,109.25,1259500,108.013412
"530",109.559998,109.93,109.080002,109.68,1649100,108.438553
"531",110.5,111.5,109.970001,111.370003,1773300,110.109413
"532",111.650002,111.790001,110.599998,111.220001,1962000,109.961121
"533",110.970001,111.089996,110.290001,110.360001,2248000,109.110847
"534",111.360001,111.589996,110.629997,111.239998,4048900,109.980888
"535",111.349998,111.82,110.900002,111.32,2366000,110.059982
"536",111.010002,112.230003,110.660004,112.199997,1703600,110.930023
"537",111.830002,112.470001,111.300003,112.43,1821700,111.157425
"538",112.550003,113.629997,112.360001,113.480003,1855800,112.195526
"539",123.940002,124.099998,121.330002,123.150002,8804800,121.756081
"540",122.43,123.410004,121.309998,123.209999,6666000,121.815392
"541",125.379997,127.529999,125.029999,126.389999,15512100,124.959404
"542",126.110001,127.839996,125.800003,127.019997,6231300,125.582268
"543",127.550003,128.210007,126.43,127.769997,3627800,126.323784
"544",127.790001,128.389999,124.849998,125.889999,4505800,124.465073
"545",125.419998,126.610001,125.040001,125.349998,3358400,123.931183
"546",125.010002,125.269997,123.769997,124.639999,3794200,123.229202
"547",124.440002,125,123.639999,124.459999,2840300,123.051231
"548",123.739998,125.150002,123.5,125.040001,2369100,123.624672
"549",125.32,126.809998,125.019997,126.330002,3282300,124.900093
"550",126.589996,127.800003,126.410004,127.440002,2484800,125.99752
"551",127.75,128.949997,127.599998,128.130005,2156200,126.679726
"552",128,128.259995,127.540001,128.110001,2280600,126.659935
"553",128.130005,129.419998,128.029999,128.690002,5489400,127.233383
"554",128.809998,129.190002,127.339996,128.070007,2853100,126.620407
"555",128.529999,129.940002,128.389999,129.860001,3165200,128.390121
"556",129.350006,130.179993,129.070007,129.740005,3180000,128.271484
"557",128.789993,132.429993,128.789993,132.289993,3006200,130.792618
"558",131.529999,132.600006,129.660004,129.690002,2942900,128.222061
"559",129.369995,130.220001,128.850006,129.460007,1750300,127.994667
"560",130.690002,132.050003,130.419998,131.080002,1902400,129.596344
"561",130.850006,131.160004,128.830002,129.740005,2945300,128.271484
"562",130,130.220001,129.020004,129.839996,1458100,128.538773
"563",130.440002,132.169998,130.070007,132.020004,3211100,130.69693
"564",133.149994,134.5,131.309998,131.820007,2384400,130.498932
"565",132,132.020004,131.419998,131.619995,2069100,130.300919
"566",132.070007,132.070007,130.850006,130.970001,2349100,129.657455
"567",131.259995,131.630005,130.190002,130.470001,2266400,129.162476
"568",130.820007,131.770004,130.429993,131.589996,2703000,130.271225
"569",131.649994,132.039993,130.279999,131.949997,2123800,130.627609
"570",131.229996,132.529999,131.029999,131.830002,2063400,130.508835
"571",131.940002,132.449997,131.350006,131.5,1634200,130.182144
"572",131.759995,131.889999,130.850006,131.429993,1451900,130.112854
"573",131.649994,132.520004,131.020004,131.630005,2187500,130.310837
"574",131.610001,131.929993,129.679993,130.5,2447700,129.192169
"575",131.419998,131.699997,127.82,128.179993,3125800,126.895409
"576",129.110001,129.789993,124.010002,124.879997,5906300,123.628487
"577",128.240005,129.710007,125.290001,126.769997,5793700,125.499557
"578",125.529999,127.57,125,126.870003,2732300,125.598549
"579",125.489998,128.660004,124.849998,127.779999,3482200,126.499428
"580",127.760002,129.880005,127.279999,129.300003,2607000,128.004211
"581",128.759995,130.770004,128.139999,130.389999,2165400,129.083237
"582",130.960007,131.410004,129.789993,130.929993,1705900,129.617844
"583",130.990005,131.940002,130.139999,131.320007,2343300,130.003983
"584",131.710007,132.75,130.729996,132.440002,2565100,131.112717
"585",132.660004,132.679993,131.110001,131.559998,1811800,130.241547
"586",131.740005,133.559998,131.220001,133.509995,1702500,132.172012
"587",133.990005,134.669998,133.220001,134.580002,2315100,133.231247
"588",132.160004,134.059998,132.110001,133.789993,2746000,132.449203
"589",133.089996,133.089996,129.720001,130.729996,2261600,129.419861
"590",130.839996,132.970001,130.380005,131.720001,2371200,130.399948
"591",130.320007,131.429993,129.830002,131.339996,2184900,130.023758
"592",130.960007,132.270004,128.919998,131.679993,1587600,130.360336
"593",129.440002,130.279999,128.309998,129.460007,2323700,128.162598
"594",129.880005,131.839996,129.75,130.75,1759500,129.439636
"595",129.720001,131.539993,128.979996,131.050003,1649300,129.736649
"596",131.740005,133.139999,131.360001,132.270004,2303700,130.944443
"597",130.860001,132.889999,130.860001,131.100006,2729500,129.786163
"598",130.179993,130.940002,129.389999,130.320007,2548400,129.013962
"599",131.300003,132.100006,130.199997,130.210007,2871400,128.905075
"600",130.369995,132.130005,130.089996,131.740005,1923800,130.419754
"601",130.75,131.720001,130.220001,131.630005,1664600,130.310837
"602",132.639999,133.240005,131.800003,132.039993,1789600,130.71669
"603",132.639999,134.110001,129.889999,130.130005,3548100,128.825882
"604",129.940002,130.580002,129.160004,130.279999,1803400,128.97435
"605",130.259995,132.580002,130.119995,132.440002,1991500,131.112717
"606",131.600006,132.830002,130.75,132.009995,1991900,130.687042
"607",132.199997,133.820007,131.210007,131.919998,2306700,130.597946
"608",133.710007,133.710007,131.850006,132.449997,3340000,131.12262
"609",133.690002,134.820007,132.729996,134.199997,3029600,132.855103
"610",134.259995,135.800003,133.869995,134.919998,2142000,133.567856
"611",135.779999,137.850006,135.229996,137.520004,2381500,136.14183
"612",138.190002,138.990005,137.020004,137.970001,1755600,136.58728
"613",138.720001,139.479996,136.199997,137.910004,1747200,136.527908
"614",137.979996,138.990005,137.860001,138.770004,1825400,137.379288
"615",139.100006,139.460007,138.369995,139.419998,1527500,138.022736
"616",139.419998,140.25,139.089996,139.630005,2297200,138.230667
"617",139.990005,140.229996,138.649994,139.350006,2199600,137.953491
"618",140.460007,141.539993,139.619995,141.009995,1830100,139.596832
"619",140.75,143.179993,140.75,142.539993,1923100,141.111496
"620",143.929993,144.570007,142.630005,143.649994,2053700,142.210373
"621",143.300003,144.080002,142.570007,143.729996,3016100,142.289566
"622",143.630005,144.089996,142.119995,142.149994,2170600,140.725418
"623",142.429993,143.589996,141.809998,142.199997,2333800,140.774918
"624",142.009995,142.490005,139.830002,140.910004,2317400,139.497833
"625",141.759995,142.100006,140.610001,141.979996,1616100,140.726883
"626",141.979996,143.110001,140.729996,142.919998,3777800,141.658615
"627",144.039993,144.880005,143.360001,144,1516400,142.72908
"628",144.410004,144.509995,143,144.139999,1770900,142.867828
"629",144.539993,145.339996,144.190002,145.309998,1453400,144.027481
"630",144.570007,145.5,143.110001,144.449997,1124700,143.17511
"631",143.970001,144,142.649994,143.619995,1955000,142.352417
"632",143.080002,143.309998,142.100006,142.289993,2502000,141.03418
"633",142.729996,143.619995,142.559998,142.600006,2352300,141.341446
"634",143.190002,143.229996,141.960007,142.710007,2320100,141.450455
"635",142.399994,142.639999,139.509995,140.029999,4283800,138.794098
"636",140.380005,141.360001,139.529999,141.110001,2434100,139.864594
"637",141.449997,141.729996,139.699997,139.830002,2178600,138.595871
"638",140.389999,141.320007,139.429993,139.649994,2755200,138.417465
"639",141.449997,144,140.869995,143,4990100,141.7379
"640",143.5,143.699997,141.429993,141.610001,3821800,140.360153
"641",142,142.320007,141.029999,141.619995,2391200,140.370056
"642",141.860001,142.860001,141.509995,142.509995,3298400,141.252228
"643",142.440002,142.880005,141.050003,142.690002,2946300,141.430634
"644",142.600006,143.710007,141.779999,143.210007,1317600,141.946075
"645",144.039993,144.139999,141.960007,142.279999,1567800,141.024231
"646",142.350006,143.190002,141.639999,142.679993,1468000,141.4207
"647",141.979996,143.080002,141.460007,142.699997,2040900,141.440536
"648",142.490005,142.779999,139.270004,140.5,1986400,139.259964
"649",140.839996,142.360001,139.139999,140.220001,2489800,138.982437
"650",140.279999,140.429993,138.630005,139.190002,2021200,137.961502
"651",137.169998,137.960007,134.110001,135.699997,2780300,134.50235
"652",136.289993,138.25,135.789993,138.229996,2984100,137.009979
"653",136.289993,138.679993,134.5,138.199997,2064600,136.98027
"654",139.089996,141.070007,138.610001,140.889999,1870000,139.646515
"655",140.75,141.509995,139.190002,140.309998,1306800,139.07164
"656",139.559998,140.720001,138.029999,138.410004,1222300,137.188416
"657",137.720001,141.440002,137.720001,140.539993,1675900,139.299606
"658",139.130005,140.240005,136.289993,136.360001,2390700,135.156509
"659",137.740005,139.399994,136.479996,137.190002,2248300,135.979187
"660",138.570007,140.550003,137.880005,140.350006,1988700,139.111282
"661",141.820007,142.139999,140.229996,141.710007,1604200,140.45929
"662",141.910004,142.5,140,140.070007,1551900,138.833755
"663",141.399994,141.580002,139.199997,140.320007,1458500,139.081543
"664",140.75,141.550003,138.770004,139.559998,1244600,138.328278
"665",139.520004,140.199997,134.539993,135.399994,2258800,134.204956
"666",136.380005,136.949997,134.970001,136.399994,1461700,135.196121
"667",137.979996,138.800003,137.009995,138.25,3026100,137.029816
"668",137.429993,139.789993,137.25,139.490005,1636100,138.258881
"669",140.639999,142.279999,140.050003,141.679993,2204200,140.429535
"670",142.820007,143.380005,141.220001,142.089996,1960300,140.835922
"671",140.550003,141,138.970001,139.869995,1920700,138.635529
"672",140.479996,142,139.440002,140.259995,1564700,139.022064
"673",141.880005,143.449997,140.990005,142.949997,2231500,141.688339
"674",143.589996,144.929993,143.119995,144.330002,1712100,143.056168
"675",144.100006,144.270004,139.080002,139.360001,2026400,138.130035
"676",138.289993,138.360001,133.839996,136.589996,3862300,135.38446
"677",136.550003,139.759995,135.479996,139.5,2860800,138.268784
"678",140.360001,142.149994,140.110001,141.740005,2180700,140.489029
"679",141.389999,142.75,140.020004,141.020004,2151700,139.775375
"680",140.330002,141.649994,139.570007,140.649994,2313200,139.40863
"681",140.649994,142.710007,140.520004,142.330002,1818000,141.073822
"682",142.389999,144.759995,141.830002,143.949997,2610100,142.679474
"683",144,146.929993,143.899994,145.75,2621800,144.463638
"684",146.660004,147.330002,145.830002,146.470001,5103500,145.177261
"685",145.300003,146.339996,144.210007,144.600006,1799500,143.323776
"686",145.369995,146.190002,143.070007,144.550003,3075800,143.274231
"687",144.160004,144.699997,142.669998,143.949997,2088500,142.679474
"688",144.860001,144.979996,141.740005,142.759995,1838600,141.667313
"689",143.240005,143.610001,140.75,141.559998,1666200,140.476501
"690",142.229996,145.149994,141.830002,144.429993,2181100,143.324524
"691",144.25,145.360001,141.759995,141.919998,1679800,140.83374
"692",140.529999,141.080002,136.470001,137.110001,2869800,136.060547
"693",136.75,138.839996,135.330002,138.809998,1907200,137.747543
"694",139.360001,141.729996,139.210007,141.649994,1916200,140.565811
"695",140.720001,141.130005,139.649994,139.679993,1839200,138.610886
"696",138.389999,138.649994,134.419998,135.619995,2725800,134.58194
"697",136.960007,137.75,136.210007,137.199997,1629700,136.149887
"698",136.559998,139.419998,136.190002,138.759995,1783700,137.697922
"699",140.149994,141.990005,138.690002,138.720001,1950400,137.658234
"700",139.830002,140,138.419998,138.800003,1100300,137.737625
"701",139.699997,140.699997,137.589996,137.589996,2088000,136.536896
"702",137.199997,138.479996,136.910004,137.389999,2112900,136.338425
"703",137.970001,138.5,137.589996,137.770004,1029100,136.7155
"704",137.429993,138.580002,137.009995,138.009995,1434300,136.953644
"705",138.690002,138.899994,137.520004,138.229996,1347000,137.171997
"706",138.350006,139.729996,136.970001,137.080002,1830300,136.030807
"707",137.679993,139,137.399994,138.449997,2395700,137.390305
"708",137.679993,138.330002,135.690002,136.440002,2781000,135.395691
"709",135.729996,136.309998,135.080002,135.869995,2365200,134.830048
"710",136.279999,137.509995,136.020004,136.210007,1945500,135.167465
"711",135.839996,138.710007,135.779999,137.270004,2352500,136.219345
"712",137.410004,138.809998,136.800003,138.25,3171600,137.191849
"713",138.199997,138.699997,136.660004,137.820007,2537400,136.765121
"714",138.720001,139.330002,136.529999,136.570007,2298400,135.524704
"715",137.559998,137.990005,135.199997,135.220001,2174500,134.185013
"716",135.169998,135.550003,132.880005,133.470001,3161500,132.448456
"717",133.869995,135.050003,133.350006,134.860001,2569800,133.827805
