"","PPG.Open","PPG.High","PPG.Low","PPG.Close","PPG.Volume","PPG.Adjusted"
"450",94.839996,96.669998,94.370003,96.150002,2355200,91.076859
"451",96.620003,98.339996,95.970001,98.18,1854200,92.999748
"452",97.970001,98.559998,97.309998,98.120003,2665300,92.942924
"453",99.230003,100.620003,97.400002,98.989998,3516100,93.767006
"454",100.360001,101.82,99.769997,101.389999,3417100,96.040382
"455",101.610001,101.830002,99.82,101.660004,3852000,96.296127
"456",100.110001,101.120003,98.290001,100.629997,3073900,95.320465
"457",99.900002,100.580002,97.540001,97.779999,2990900,92.620834
"458",102.940002,104.129997,100.339996,103.709999,4542200,98.237961
"459",102.580002,103.949997,101.07,102.830002,2826000,97.404388
"460",105.050003,105.910004,101.410004,102.889999,4258500,97.461243
"461",102.980003,104.610001,102.120003,104.220001,3070700,98.721062
"462",105,106.480003,104.239998,105.089996,2595000,99.545143
"463",105.089996,107.379997,105.089996,106.739998,1476900,101.108093
"464",106.870003,107.980003,105.610001,106.910004,1315500,101.269127
"465",106.849998,107.220001,105.949997,106.449997,1474800,100.833382
"466",106.660004,107.43,106.279999,107.360001,934600,101.695381
"467",108,109.57,106.610001,109.529999,1299900,103.7509
"468",108.519997,108.949997,105.720001,108.669998,1028800,103.389351
"469",108.199997,108.589996,106.360001,107.709999,897300,102.475998
"470",107.699997,107.919998,105.230003,105.400002,2173500,100.278267
"471",105.639999,105.980003,104,104.309998,3662100,99.241226
"472",105.199997,106.68,104.68,105.349998,1345300,100.230667
"473",104.690002,107.730003,104.010002,107.080002,1375300,101.876625
"474",106.620003,108.019997,105.849998,107.169998,2201200,101.962242
"475",107.360001,108.709999,106.849998,107.699997,1291200,102.466484
"476",106.339996,106.68,104.860001,105.879997,1940100,100.734932
"477",106.599998,108.389999,106.339996,106.809998,1099700,101.619736
"478",106.07,108.080002,105.989998,107.290001,381900,102.076416
"479",108,108.139999,106.830002,107.339996,1730600,102.123978
"480",106.720001,107.290001,105.440002,105.800003,944400,100.658836
"481",106.050003,107.720001,104.510002,107.639999,1277600,102.409401
"482",108.279999,109.419998,107.760002,108.470001,2603700,103.199074
"483",108.239998,109.989998,108.239998,109.330002,1962000,104.017303
"484",110.379997,111.419998,109.32,110.559998,1206500,105.1875
"485",110.419998,110.730003,106.540001,106.730003,1457600,101.543625
"486",105.440002,105.82,103.199997,105.790001,1734200,100.649307
"487",106.169998,107.540001,102.599998,103.230003,1185000,98.213692
"488",103.129997,103.830002,101.120003,103.459999,1209000,98.43251
"489",105.150002,105.75,102.599998,103.040001,834600,98.032936
"490",104.019997,104.800003,103.419998,103.459999,852800,98.43251
"491",103.650002,104.150002,100.480003,100.900002,1611500,95.996941
"492",99.940002,100.830002,97.580002,100.139999,2367800,95.273849
"493",100.029999,100.489998,96.57,97.129997,1487000,92.410103
"494",97.800003,98.669998,96.269997,96.699997,1684800,92.001022
"495",97.93,99.669998,95.82,96.43,1686500,91.744141
"496",97.480003,98.940002,96.050003,97.07,2327500,92.353043
"497",97.360001,99.519997,96.279999,96.32,2350600,91.639488
"498",96.040001,98.089996,95.349998,95.599998,1100000,90.954468
"499",95.839996,99.300003,94.410004,99.269997,1310600,94.446144
"500",98.290001,101.43,98,101.419998,1430400,96.491638
"501",101.690002,102.75,100.629997,101.230003,1119500,96.310898
"502",101.82,102.910004,101.230003,102.230003,1162700,97.262306
"503",101.029999,102.199997,100.449997,101.690002,1063300,96.748543
"504",101.290001,101.389999,97.589996,97.970001,1118400,93.209312
"505",97.5,100.739998,96.82,99.910004,1801500,95.055031
"506",99.870003,101.709999,99.040001,100.239998,1277800,95.368996
"507",100.739998,101.639999,99.519997,101.07,1648100,96.158661
"508",101.339996,101.790001,100.25,101.5,1071000,96.567764
"509",101.25,102.709999,100.610001,102.650002,1015200,97.66188
"510",101.910004,102.379997,101.5,101.860001,1065000,96.910263
"511",101.290001,102.599998,100.940002,101.959999,870100,97.005432
"512",100.059998,101.82,99.410004,101,2509500,96.092072
"513",101.379997,103.5,100.870003,102.540001,2483600,97.557236
"514",103.370003,107.510002,103.290001,107.360001,3655600,102.143005
"515",106.209999,107.199997,104.360001,105.43,2247900,100.306793
"516",104.870003,105.349998,103.400002,104.349998,1464900,99.279266
"517",104.309998,104.82,100.900002,102.050003,2229200,97.091049
"518",101.769997,102.639999,101.360001,102.220001,1121600,97.252777
"519",103.349998,104.029999,103.139999,103.5,1277200,98.470596
"520",102.889999,103.830002,102.510002,103.699997,823000,98.660866
"521",103.760002,104.550003,103,104.480003,1607800,99.402977
"522",105.07,105.919998,104.07,105.050003,1042700,99.945267
"523",104.330002,105.879997,103.970001,105.440002,1466500,100.316307
"524",105.639999,106.449997,105.029999,105.769997,945800,100.630264
"525",105.660004,106.449997,104.730003,106.260002,1072800,101.096474
"526",106.739998,107.059998,105.589996,107.010002,1204300,101.810028
"527",106.510002,106.760002,105.599998,106.099998,927000,100.944229
"528",105.639999,106.059998,104.419998,104.849998,916100,99.754974
"529",104.459999,104.860001,103.360001,104.860001,983800,99.764503
"530",105.089996,105.410004,104.529999,104.720001,818000,99.631317
"531",105.480003,107.68,105.150002,107.610001,1082100,102.380859
"532",108,108.919998,107.309998,107.889999,1023900,102.647263
"533",107.199997,108.099998,106.040001,107.260002,847900,102.047874
"534",108.400002,109.209999,107.68,109.110001,1043100,103.807968
"535",108.589996,109.57,108.300003,108.730003,977700,103.446449
"536",108.830002,110.989998,108.5,109.739998,1022600,104.407356
"537",109.529999,110.290001,108.93,110.129997,790200,105.238716
"538",110.849998,111.599998,110.43,111.440002,920600,106.49054
"539",112,112.699997,111.279999,112.32,1017600,107.331459
"540",112.010002,112.309998,111.440002,111.470001,778100,106.519203
"541",111.25,112.5,110.910004,112.169998,610100,107.188103
"542",112.190002,112.190002,111.300003,111.970001,999500,106.996994
"543",112.730003,113.309998,112.07,112.760002,848400,107.7519
"544",113,113.029999,109.970001,111.360001,988900,106.414093
"545",111.32,111.779999,110.709999,110.75,860000,105.831192
"546",110.830002,111.440002,110.190002,110.550003,622600,105.640076
"547",110.400002,110.5,108.589996,109.839996,1039700,104.961601
"548",109.010002,109.660004,107.830002,109.629997,1011900,104.760925
"549",110.029999,111.309998,109.730003,111.300003,1180300,106.35675
"550",110.300003,112.050003,110.300003,111.150002,1282700,106.213432
"551",111.589996,111.919998,110.410004,111.330002,1524700,106.385422
"552",111.040001,111.120003,108.989998,109.68,1432500,104.808708
"553",109.519997,110.5,109.139999,110.029999,1923900,105.143173
"554",110.279999,111.050003,109.650002,110.949997,1734600,106.022293
"555",111.309998,112.150002,110.400002,110.900002,1520300,105.974518
"556",110.849998,111.480003,110.260002,110.82,1476900,105.898071
"557",110.610001,113.220001,110.510002,112.639999,949700,107.637238
"558",110.400002,110.760002,106.480003,106.690002,2509900,101.9515
"559",107.040001,108.029999,106.550003,107.059998,1493500,102.305054
"560",107.699997,108.519997,107.370003,108.360001,1132100,103.547318
"561",108.610001,110.519997,108.330002,110.080002,1705800,105.190941
"562",110.790001,112.089996,110.519997,111.720001,1691300,106.75811
"563",112,113,111.93,112.870003,1384900,107.857025
"564",113.620003,115.099998,113.43,114.220001,1526100,109.147064
"565",114.43,115.260002,113.519997,114.239998,961900,109.166183
"566",115.25,115.709999,114.160004,114.580002,1284100,109.491081
"567",115.339996,115.989998,114.550003,115,1301900,109.892418
"568",115.080002,115.639999,114.620003,114.959999,837800,109.854218
"569",114.779999,114.889999,113.769997,114.400002,988200,109.319061
"570",113.830002,114.839996,113.349998,114.279999,797500,109.204407
"571",114.660004,115.239998,114.459999,114.900002,779300,109.796867
"572",114.900002,115.269997,114.25,114.519997,761900,109.433739
"573",115.400002,115.779999,114.589996,115.599998,879800,110.465767
"574",115.870003,116.57,115.480003,116.470001,1094100,111.297142
"575",116.900002,118.43,116.629997,118.400002,2004200,113.141411
"576",118.699997,118.769997,117.169998,117.389999,1659900,112.17627
"577",119.779999,121.290001,119.220001,119.860001,3742000,114.536568
"578",118.650002,119.199997,116.870003,117.239998,1854900,112.032928
"579",117.330002,118.5,116.379997,117.620003,1819800,112.396057
"580",117.730003,118.099998,116.489998,116.639999,1038900,111.459579
"581",116.309998,116.309998,115.089996,115.529999,896600,110.39888
"582",116,118.050003,115.279999,117.809998,905500,112.577614
"583",117.989998,117.989998,116.980003,117.110001,896800,111.908714
"584",117.139999,117.720001,116.290001,117.5,894800,112.281395
"585",117.970001,117.970001,115.400002,115.470001,794700,110.341553
"586",115.120003,116.769997,114.82,116.760002,809100,111.574249
"587",117.260002,117.800003,116.68,117.629997,686600,112.405609
"588",116,116.510002,115.059998,116.290001,815600,111.12513
"589",115.040001,115.370003,113.760002,114.459999,1217100,109.376411
"590",114.080002,114.639999,113.449997,114.019997,697300,108.95594
"591",112.769997,113.459999,112,112.879997,1045300,108.322594
"592",112.550003,112.949997,110.300003,112.239998,1345900,107.708435
"593",110.550003,111.870003,110.050003,111.25,1138400,106.758408
"594",111.410004,112.300003,110.879997,111.559998,759800,107.055893
"595",111.169998,112.529999,110.900002,111.940002,1072800,107.420563
"596",112.660004,114.019997,112.190002,112.919998,1211200,108.360977
"597",111.959999,112.529999,111.370003,111.769997,1676100,107.257401
"598",110.870003,111.279999,107.449997,107.739998,1976300,103.390129
"599",107.43,109.169998,106.68,109,1726700,104.599258
"600",108.290001,108.68,107.599998,108.480003,1367400,104.100258
"601",107.910004,107.949997,106.230003,106.82,1499700,102.507263
"602",107.870003,107.910004,106.639999,107.75,986600,103.399719
"603",107.510002,108.349998,107.339996,107.510002,1468000,103.169411
"604",107.099998,107.610001,106.330002,107.18,1200600,102.852722
"605",107.160004,108.110001,106.959999,107.239998,619100,102.910301
"606",105.93,106.330002,104.57,104.650002,1214600,100.424873
"607",104.660004,107.779999,104.440002,107.779999,1647800,103.428505
"608",109.080002,111.720001,108.730003,111.709999,2105700,107.199844
"609",112.379997,112.769997,110.199997,112.349998,2427300,107.814003
"610",112.910004,113.230003,112.120003,112.989998,2578400,108.428162
"611",113.559998,114.57,113.129997,113.989998,1859000,109.387772
"612",114.269997,114.699997,113.489998,114.389999,1647800,109.771629
"613",115.330002,117.349998,115.330002,116.849998,1407700,112.132324
"614",117,117.389999,115.410004,116.989998,672400,112.266663
"615",117.190002,117.589996,116.239998,116.910004,640600,112.189888
"616",116.839996,116.839996,115.910004,116.550003,811500,111.844437
"617",116.790001,116.82,114.779999,114.93,1020600,110.289833
"618",115.5,115.760002,114.470001,114.68,1161600,110.049927
"619",115.18,116.040001,114.330002,115.660004,1156600,110.990356
"620",117,117.349998,114.5,115.190002,1506100,110.539337
"621",115.43,116.089996,114.540001,116.07,2309900,111.383812
"622",116,117.370003,115.949997,116.900002,1021200,112.18029
"623",117.019997,117.07,115.5,116.269997,710900,111.575737
"624",116.190002,116.599998,115.290001,115.529999,797800,110.865593
"625",116.209999,116.529999,115.730003,115.889999,721600,111.211082
"626",116.150002,116.830002,115.68,116.709999,2138200,111.997955
"627",117.660004,118.68,117.110001,118.629997,750500,113.840454
"628",118.879997,118.879997,117.279999,118.089996,731100,113.322258
"629",117.809998,119.099998,117.809998,119.080002,453900,114.272293
"630",118.120003,118.209999,117.050003,117.959999,565200,113.197495
"631",117.5,117.910004,115.279999,116.379997,1338600,111.68129
"632",116.029999,116.279999,115.300003,115.940002,1178400,111.259064
"633",116.5,116.910004,115.169998,115.410004,661000,110.750458
"634",115.43,116.029999,114.57,116,961900,111.316628
"635",116.279999,117.849998,116.269997,117.040001,1117000,112.314644
"636",117.150002,118.059998,116.779999,117.709999,1070400,112.957581
"637",117.93,118.519997,117.400002,117.849998,1627500,113.091942
"638",117.989998,117.989998,116.059998,116.610001,1428100,111.902008
"639",114.989998,119,114.989998,117,2015500,112.27626
"640",118.129997,118.879997,117.360001,117.510002,2025200,112.765671
"641",117.540001,118.309998,116.669998,116.949997,1077700,112.228279
"642",117.480003,118.959999,116.949997,118.959999,2019400,114.15712
"643",118.660004,119.290001,117.589996,118.099998,1629700,113.331841
"644",118.230003,119.080002,117.580002,118.139999,1803700,113.370232
"645",118.129997,118.209999,117,117.940002,1209500,113.178299
"646",117.690002,119.050003,117.400002,118.43,1165100,113.648514
"647",117.800003,119.349998,117.349998,118.959999,785600,114.15712
"648",118.889999,119.410004,116.489998,117.389999,815300,112.650513
"649",117.389999,118.239998,114.989998,115.669998,1094500,110.999962
"650",115.650002,115.650002,112.400002,114.169998,1124600,109.560516
"651",112.919998,113.089996,109.699997,110.959999,1080200,106.48011
"652",111.489998,111.489998,109.389999,110.980003,1052600,106.499306
"653",110.050003,113.239998,109.620003,112.860001,2167300,108.303413
"654",114.580002,116.760002,114.379997,116.650002,1807900,111.940399
"655",115.419998,116.199997,114.660004,115.330002,1098600,111.159676
"656",114.830002,115.18,112.32,112.550003,1221700,108.480217
"657",112.230003,114.769997,111.739998,113.089996,986800,109.000664
"658",111.260002,111.980003,109.860001,110.220001,1249000,106.234451
"659",110.330002,110.860001,108.949997,109.620003,890900,105.656158
"660",109.139999,111.440002,109.139999,110.720001,855600,106.71637
"661",111.980003,112.709999,111.360001,111.620003,737200,107.583847
"662",111.199997,111.199997,109.779999,110.300003,1249400,106.311562
"663",111.410004,111.910004,110.5,110.699997,697700,106.697098
"664",110.870003,111.230003,109.449997,110.099998,602200,106.118797
"665",109.660004,109.93,105.989998,106.540001,974300,102.687523
"666",107.389999,108,106.410004,107.169998,1168800,103.294739
"667",108.160004,108.379997,106.959999,107.410004,1861700,103.52607
"668",107.080002,109.290001,106.760002,109.029999,1090800,105.087494
"669",110.389999,111.080002,110.07,110.139999,586200,106.157333
"670",111.150002,111.510002,110.470001,110.790001,762500,106.783844
"671",109.779999,110.610001,108.949997,110.43,848500,106.436867
"672",111.419998,111.900002,110.82,111.519997,958100,107.487442
"673",112.910004,114.18,112.470001,113.339996,1047100,109.241631
"674",114.199997,116.120003,113.720001,115.779999,1058000,111.593407
"675",116.199997,116.589996,114.860001,116.510002,1174600,112.297005
"676",116.410004,117.269997,115.739998,117.269997,938800,113.029533
"677",117.25,117.879997,116.480003,117.68,892900,113.424713
"678",118.099998,118.389999,117,118.209999,851900,113.935516
"679",118.650002,119.900002,118.639999,119.379997,843900,115.063232
"680",118.139999,118.190002,114.980003,115.360001,1246800,111.188591
"681",115.470001,117.209999,114.620003,117.209999,1448400,112.97171
"682",117.279999,119.57,116.800003,119.43,1078700,115.11142
"683",119.5,120.959999,119.169998,120.690002,1215800,116.325874
"684",120.730003,121,119,119.260002,1486500,114.947571
"685",118.410004,119.199997,117.989998,118.349998,933900,114.070473
"686",118.510002,118.730003,116.019997,116.230003,1139900,112.027138
"687",116.699997,117.150002,116.25,116.660004,675100,112.441582
"688",116.5,117.110001,115.519997,116.660004,995900,112.441582
"689",116.720001,118.809998,116.489998,118.220001,1136700,113.945175
"690",118.639999,119.150002,117.529999,118.510002,840700,114.224709
"691",119.07,120.169998,116.540001,116.870003,1004700,112.644005
"692",115.349998,115.879997,113.550003,114.410004,1167500,110.272957
"693",114.099998,114.610001,112.019997,114.599998,674600,110.456078
"694",114.75,116.910004,114.75,116.620003,997500,112.403038
"695",116.139999,116.959999,115.709999,115.709999,996100,111.52594
"696",114.910004,114.949997,112.309998,112.349998,1146000,108.287445
"697",113.5,115.029999,113.260002,114.580002,1481800,110.436806
"698",114.349998,115.879997,114.279999,115.660004,734400,111.477753
"699",117.5,119.870003,117.099998,119.169998,1313300,114.860825
"700",118.580002,119.730003,117.120003,117.209999,1168700,112.97171
"701",117.839996,118.599998,116.889999,118.209999,1275300,113.935516
"702",118.129997,120.029999,117.849998,118.959999,1338900,114.658417
"703",119.07,121.459999,118.93,121.239998,1784000,116.855965
"704",123,124.900002,122.739998,124.230003,3015800,119.737869
"705",125,125.610001,124.25,124.68,1688300,120.171585
"706",124.970001,125.629997,123.279999,125.269997,1505600,120.74025
"707",125.120003,126.080002,124.239998,124.470001,1670400,119.96917
"708",125.059998,125.099998,123.040001,123.580002,1144700,119.111359
"709",123.160004,124.330002,122.529999,124.040001,1210000,119.554741
"710",124.040001,124.639999,123.440002,123.709999,1169400,119.236664
"711",123.709999,125.349998,123.279999,125.050003,1258200,120.528198
"712",124.68,126.279999,123.730003,125.980003,1264900,121.424583
"713",125.510002,125.980003,124.620003,125.120003,1387600,120.595673
"714",125.720001,126.43,125.139999,125.440002,960400,120.904099
"715",126.269997,128.179993,125.989998,128.089996,1540500,123.458275
"716",127.970001,129.080002,127.800003,128.889999,1509100,124.229347
"717",128.970001,130.029999,128.309998,129.770004,1276100,125.07753
"718",129.910004,130.419998,129.25,129.830002,1169900,125.135361
"719",130,130.020004,128.300003,128.919998,863300,124.748306
"720",128.160004,129.440002,127.980003,129.199997,916600,125.019234
"721",129.389999,130.809998,129.300003,130.25,843600,126.035278
"722",129.240005,130.699997,129.059998,130.320007,893800,126.103012
"723",129.869995,130.5,129.179993,129.75,738400,125.551445
"724",130.350006,130.729996,129.080002,129.5,767300,125.309532
"725",129,129.770004,128.25,128.919998,1048900,124.748306
"726",129.360001,129.360001,127.669998,128.789993,1273400,124.62249
"727",128.490005,128.779999,126.489998,126.5,1343500,122.406609
"728",126.489998,126.550003,125.309998,125.68,1114000,121.613144
"729",125.940002,126,125.260002,125.410004,816100,121.351883
"730",126.099998,128.110001,125.57,127.790001,2404900,123.654877
"731",128.050003,129.720001,127.940002,129.710007,2273400,125.512726
"732",129.710007,129.710007,128.419998,129.190002,919400,125.009567
"733",129.070007,129.410004,128.509995,128.839996,450100,124.670883
"734",129.369995,129.660004,128.279999,128.5,1145700,124.341896
"735",126.419998,128.229996,126.07,127.959999,1896000,123.819359
"736",129.139999,130.399994,128.630005,129.100006,2105900,124.922478
"737",129.75,131.360001,129.669998,131.130005,1653900,126.88678
"738",132.850006,133.820007,132.380005,132.539993,1126900,128.25116
"739",132.119995,133.440002,132.059998,132.979996,1140900,128.676926
"740",132.910004,133.800003,132,132.470001,997200,128.183426
"741",132.360001,133.110001,131.869995,132.309998,911800,128.028625
"742",132.589996,134.139999,132.059998,133.759995,1082000,129.431686
"743",133.559998,134.360001,132.979996,133.009995,968900,128.705933
"744",133.630005,134.360001,132.910004,133.25,1212200,128.938171
"745",133.039993,133.25,132.149994,133.100006,1095700,128.79306
"746",133.300003,133.300003,130.570007,131.649994,1236700,127.389954
"747",131.759995,132.809998,130.759995,132.419998,1007400,128.13504
"748",133.360001,133.630005,132.440002,132.470001,1901900,128.183426
"749",132.550003,133.210007,131.839996,133.009995,1194900,128.705933
"750",132.960007,133.639999,132.820007,133.539993,377700,129.218781
"751",133.570007,133.589996,132.679993,133.360001,570400,129.044632
"752",133.979996,133.979996,132.979996,133.309998,632100,128.996231
"753",133.190002,133.520004,132.800003,132.919998,479300,128.618866
"754",133.020004,133.509995,132.589996,133.490005,626500,129.170425
"755",133.970001,134.160004,131.350006,131.600006,1393100,127.341568
"756",130.050003,130.850006,129.630005,129.690002,1598400,125.493378
"757",128.889999,129.979996,128.740005,129.089996,1529400,124.912796
"758",128.589996,129.279999,128.039993,128.080002,2217600,123.935486
"759",128.410004,129.399994,127.830002,128.410004,1313000,124.254814
"760",128.710007,129.089996,128.229996,128.660004,1644900,124.496727
"761",128.860001,129.470001,127.959999,128.089996,1699800,123.945152
"762",127.739998,129.380005,127.459999,129.220001,2112300,125.038612
"763",129.199997,131.050003,129.199997,129.929993,2208400,125.725594
"764",129.710007,131.880005,129.479996,130.740005,1402400,126.509407
"765",126.349998,129.100006,125.379997,127.410004,3290400,123.287155
"766",127.540001,128.740005,125.830002,128.490005,2781500,124.33223
"767",127.82,128.119995,125.669998,125.889999,1917000,121.816353
"768",126.18,126.559998,125.559998,126.160004,1401800,122.077614
"769",125.43,126.839996,124.650002,126.260002,2183600,122.174377
"770",126.620003,126.800003,125.620003,125.809998,1191800,121.73893
"771",123.419998,124.059998,122.610001,122.959999,1368800,118.981163
"772",123.470001,124.529999,123.07,124.029999,1097900,120.016533
"773",124.580002,125.029999,123.379997,123.419998,1142600,119.426262
"774",122.18,123.25,120.93,123.110001,1246300,119.12632
"775",122.260002,122.660004,119.349998,119.839996,2323100,115.962128
"776",120.489998,122.050003,119.93,121.339996,2339800,117.413589
"777",122.839996,123.980003,121.519997,122.529999,2238600,118.565071
"778",123.589996,125.099998,122.599998,124.860001,2648300,120.819672
"779",125.300003,125.440002,123.610001,124.360001,1384100,120.335869
"780",123.699997,123.860001,122.269997,122.610001,1314800,118.642471
"781",122.050003,122.050003,120.360001,120.889999,1944000,116.978142
"782",121.459999,122.940002,121.199997,121.949997,1437700,118.003845
"783",122.650002,122.720001,121.510002,122.360001,897300,118.400566
"784",121.900002,121.900002,120.32,120.459999,1263000,116.562057
"785",120.410004,120.940002,119.510002,120.150002,1576900,116.262077
"786",119.739998,120.440002,118.910004,119.330002,1081200,115.468613
"787",119.580002,120,119.139999,119.519997,1153700,115.652473
"788",118.620003,119.830002,118.309998,119.360001,1733600,115.992607
"789",118.980003,119.290001,118.370003,118.910004,1100800,115.555313
"790",116.709999,117.059998,114.489998,115.269997,1870500,112.01799
"791",115.690002,115.739998,109.519997,109.629997,2506500,106.537102
"792",110.489998,111.629997,108.980003,109.089996,2067000,106.012337
"793",107.620003,109.129997,103.559998,103.589996,2287200,100.667503
"794",100.580002,104.489998,100.230003,104.449997,4461000,101.503258
"795",104.919998,106.309998,104.07,105.309998,3748800,102.338989
"796",105.07,106.949997,102.75,104.389999,2642100,101.444939
"797",105.879997,107.959999,104.949997,107.959999,2941400,104.914207
"798",105.220001,105.32,101.029999,102.650002,2865500,99.754013
"799",99.660004,102.82,99.57,101.449997,2480400,98.587868
"800",95.790001,103.029999,95.470001,97.410004,4053500,94.661865
"801",100.269997,102,97.529999,101.980003,3491700,99.102928
"802",99.18,99.18,95.220001,96.970001,2183900,94.234268
"803",87.510002,92.309998,86.440002,89.900002,2981400,87.363731
"804",94.309998,95.330002,90.110001,94.190002,2716100,91.5327
"805",82.93,88.559998,81.199997,82.419998,2741800,80.094757
"806",84.330002,84.330002,79.610001,82.620003,3407300,80.289124
"807",78.550003,80,70.309998,72.919998,3112000,70.862778
"808",72.209999,78.830002,69.769997,76.559998,2642100,74.40007
"809",77.110001,80.459999,71.75,79.720001,4507300,77.470924
"810",78.379997,80.629997,71.529999,72.5,3043000,70.45462
"811",75.82,82.239998,75.620003,82.050003,2550500,79.735199
"812",77.769997,89.580002,77.769997,85.709999,3782700,83.291931
"813",86.239998,90.389999,85,89.760002,1984100,87.227684
"814",86.190002,87.279999,84.449997,85,1669600,82.601982
"815",85.849998,87.199997,83.669998,85.919998,1579100,83.496017
"816",85.139999,87.330002,83.120003,83.599998,1897100,81.241455
"817",80.559998,82.300003,79.699997,79.889999,2031800,77.636139
"818",79.589996,82.32,78.010002,80.730003,3956300,78.452438
"819",80.389999,81.68,80.169998,80.43,2421800,78.160896
"820",84.389999,87.68,84,86.629997,2850100,84.185982
"821",89.089996,93.279999,89.089996,91.089996,2115500,88.520157
"822",91.989998,94.099998,91.07,93.349998,1722400,90.716393
"823",94.720001,98.809998,94.199997,97.169998,2184700,94.428619
"824",95.919998,96.989998,93.019997,93.68,1557400,91.037094
"825",95.889999,95.889999,92.230003,92.790001,1960900,90.172195
"826",90.410004,91.529999,87.800003,88.480003,1291700,85.983795
"827",88.900002,89.480003,86.300003,88.900002,1733100,86.391945
"828",91.480003,94.019997,91.190002,93.309998,1345400,90.677513
"829",91.629997,93.300003,90.169998,91.099998,1045800,88.529869
"830",88.769997,89.839996,87.75,88.010002,1511500,85.527054
"831",89.760002,90.800003,89.059998,90.07,1287300,87.528931
"832",90.860001,92.660004,90.459999,90.519997,1040200,87.96624
"833",91.309998,93.169998,89.43,92.739998,1782400,90.123611
"834",93.349998,96.639999,93.150002,96,1764600,93.291641
"835",97.5,99.089996,90.940002,91.489998,3226900,88.908867
"836",93.290001,97.370003,92.860001,95.879997,2614900,93.175011
"837",94.190002,94.190002,90.529999,90.830002,2266300,88.267494
"838",89.199997,89.339996,86.690002,88,1730000,85.517326
"839",86.699997,87.080002,85.190002,86.830002,2777000,84.380341
"840",88.160004,89.720001,87.769997,88.269997,1983700,85.779716
"841",89.550003,91.559998,88.32,88.800003,1758700,86.294762
"842",89.93,90.940002,89.519997,90.360001,1680700,87.810745
"843",91.540001,92.709999,90.870003,91.980003,1818800,89.89241
"844",90.800003,91.080002,89.610001,90.419998,1600400,88.367821
"845",90.93,91.580002,87.599998,87.629997,1668700,85.641136
"846",87.010002,87.480003,83.599998,84.239998,1488800,82.328079
"847",82.639999,86.029999,81.43,85.970001,2149700,84.018822
"848",85.32,86.93,84.599998,86.919998,1889300,84.94725
"849",90.860001,92.629997,89.949997,91.849998,1601800,89.765358
"850",91.309998,94.190002,90.349998,93.220001,2714200,91.104263
"851",94.639999,96.32,94.639999,95.989998,2277700,93.811401
"852",95.599998,96.440002,94.610001,95.089996,3132800,92.931816
"853",95.139999,96.239998,94.480003,96.18,1046400,93.997086
"854",99.720001,101.339996,99.209999,100,1696800,97.730385
"855",102.610001,104.290001,101.730003,102.349998,1998600,100.027054
"856",103.160004,103.18,100.919998,102.639999,2030300,100.310463
"857",102,102.440002,100.559998,101.669998,2772600,99.36248
"858",101.739998,103.559998,101.160004,103.370003,1659800,101.023911
"859",103.790001,107.940002,103.760002,107.519997,2752200,105.079704
"860",109.160004,112.760002,108.519997,111.68,2728800,109.145302
"861",110.059998,111.699997,109.489998,111.120003,1710500,108.598007
"862",114.5,116.449997,113.610001,113.949997,2057200,111.363777
"863",114.860001,116.379997,112.650002,113.400002,1522500,110.826263
"864",111.889999,112.169998,109.720001,111.419998,1559500,108.891197
"865",111.330002,111.629997,108.330002,109.040001,1826200,106.565224
"866",105.769997,105.769997,99.300003,99.559998,2452500,97.300369
"867",102.589996,104.370003,100.169998,101.629997,1224600,99.323395
"868",98.970001,103.709999,98.410004,103.199997,1068700,100.857758
"869",106.459999,107.830002,103.739998,104.760002,816600,102.382355
"870",105.580002,106.300003,104.169998,104.870003,848300,102.489861
"871",104.260002,105.540001,103.93,104.419998,876300,102.050079
"872",107.360001,107.610001,102.879997,103.720001,1809100,101.365959
"873",103.260002,104.400002,101.889999,103.669998,856400,101.317101
"874",105.110001,105.510002,103.480003,103.690002,1097900,101.336639
"875",102.419998,102.940002,100.400002,101.879997,1239400,99.567719
"876",101.730003,102.900002,100.139999,102.769997,899600,100.437508
"877",102.239998,103.199997,101.190002,102.139999,3616700,99.821815
"878",103.300003,104.980003,102.550003,103.940002,1218800,101.580971
"879",105.230003,106.980003,104.099998,106.059998,1259300,103.652847
"880",106.169998,107.019997,105.099998,106.349998,1382400,103.936264
"881",108.110001,110.120003,107.809998,109.07,1395400,106.594543
"882",110.849998,111.849998,107.849998,109.879997,1606100,107.386139
"883",108.889999,109.269997,107.470001,108.419998,1641800,105.959282
"884",108.18,109.110001,105.190002,106.470001,1314700,104.053543
"885",106.5,106.5,103.580002,105.080002,1326000,102.695084
"886",105.519997,107.099998,104.870003,107.040001,738500,104.610603
"887",108.32,110.82,107.760002,109.379997,1926900,106.897491
"888",108.989998,112.239998,108.139999,111.720001,1602300,109.184387
"889",113.57,116.18,112.940002,115.620003,1532100,112.995888
"890",115.230003,115.910004,113.349998,115.260002,1919400,112.644051
"891",118.809998,119.029999,110.559998,111.879997,5558100,109.340752
"892",112.839996,112.910004,109.139999,109.389999,2061200,106.907272
"893",109.919998,111.410004,109.75,110.160004,1545200,107.659805
"894",109.760002,112.010002,109.480003,111.68,1935600,109.145302
"895",111.480003,112.330002,110.199997,110.830002,1187100,108.31459
"896",110.650002,111.669998,110.07,110.559998,957000,108.050713
"897",110.589996,111.580002,109.650002,110.230003,1428900,107.728203
"898",109.849998,110.580002,108.349998,108.580002,1237300,106.115654
