"","RL.Open","RL.High","RL.Low","RL.Close","RL.Volume","RL.Adjusted"
"95",75,75.489998,70.470001,71.379997,4456200,65.669128
"96",71.239998,71.669998,68.230003,69.290001,4195600,63.746346
"97",69.389999,70.190002,68.07,68.239998,2602400,62.780346
"98",68.480003,68.480003,67.559998,67.699997,1792600,62.28355
"99",67.639999,67.709999,66.260002,66.68,1960200,61.345158
"100",67.269997,67.690002,66.449997,66.519997,1890600,61.197964
"101",66.620003,66.790001,66.059998,66.110001,1452300,60.820778
"102",66.330002,67.580002,66.059998,67.339996,2296000,61.952362
"103",67.239998,67.849998,66.529999,67.800003,2065600,62.375565
"104",68.160004,69.709999,67.970001,69.5,2147000,63.939552
"105",69.699997,69.919998,68.720001,69.169998,2260700,63.635952
"106",69.139999,69.720001,68.75,69.160004,2651500,63.626759
"107",68.660004,69.459999,68.370003,69.019997,2285600,63.497952
"108",69.160004,69.580002,68.589996,69.129997,2261700,63.599144
"109",69.129997,70.419998,68.870003,69.199997,2186400,63.663551
"110",68.989998,70.279999,68.5,70.150002,1413000,64.537552
"111",70,72,69.699997,69.699997,2212600,64.123535
"112",69.620003,70.32,68.779999,70.029999,1551100,64.427132
"113",70.57,70.730003,69.559998,70.589996,1306600,64.942337
"114",70.139999,72.449997,69.980003,71.57,2158400,65.843933
"115",71.510002,72.120003,71.059998,72.080002,2435300,66.313133
"116",72.019997,72.110001,71.269997,71.43,1772500,65.715134
"117",71.57,71.800003,70.449997,70.660004,1340300,65.006737
"118",70.660004,71.169998,70.279999,70.910004,1900900,65.23674
"119",71.080002,73.959999,70.900002,71.43,1601100,65.715134
"120",71.269997,72.839996,70.779999,72.730003,1117200,66.911133
"121",72.800003,73.370003,72.190002,72.889999,714000,67.058327
"122",72.889999,73.260002,72.360001,72.879997,1404100,67.049118
"123",72.809998,73.660004,72.720001,72.849998,799900,67.484482
"124",73.059998,73.839996,72.559998,73.309998,872900,67.910614
"125",73.720001,74.290001,73,73.800003,2321800,68.364548
"126",73.949997,75.129997,73.809998,74.849998,417400,69.337204
"127",74.730003,74.839996,72.43,73.099998,1293600,67.716087
"128",72.879997,73.099998,70.360001,70.529999,1871200,65.335381
"129",70.849998,72.860001,70.769997,72.300003,1359300,66.975014
"130",72.150002,72.529999,71.120003,72.419998,1480700,67.086159
"131",72.599998,72.730003,71.559998,71.75,1376500,66.46553
"132",72.080002,72.510002,71.220001,71.25,778700,66.002342
"133",71.620003,72.349998,71.300003,71.879997,955400,66.585953
"134",71.349998,71.879997,70.57,71.370003,1237400,66.113503
"135",71.5,73.989998,71.5,72.82,995000,67.456703
"136",72.739998,72.959999,71.699997,72.139999,1050900,66.826813
"137",72.209999,73.309998,72.080002,72.970001,872600,67.595665
"138",73.209999,74.010002,72.889999,73.760002,781800,68.327492
"139",73.709999,75.019997,73.139999,74.879997,1208700,69.364998
"140",74.339996,74.440002,72.690002,73.040001,896300,67.660515
"141",73.199997,75.769997,73.199997,74.980003,1147100,69.457626
"142",75.059998,75.330002,74.209999,74.660004,1248500,69.161209
"143",74.5,75.709999,73.75,75.610001,943400,70.041237
"144",75.610001,75.970001,74.690002,75.239998,1480600,69.698479
"145",75.580002,76.239998,74.519997,75.650002,941600,70.0783
"146",75.43,75.860001,74.220001,75.730003,793600,70.152405
"147",75.599998,76.099998,75.199997,75.510002,638200,69.948601
"148",75.599998,76.449997,75.120003,76.050003,835300,70.44883
"149",76.050003,77.349998,76.019997,77.290001,1030600,71.597504
"150",77.370003,79.379997,76.860001,78.150002,2501200,72.394157
"151",86.309998,88.75,84.25,88.529999,4960300,82.009666
"152",88,90.449997,86.830002,87.050003,3450500,80.638664
"153",86.690002,87.239998,83.32,83.839996,2150500,77.665085
"154",83.540001,85.709999,82.309998,83.779999,1573400,77.609505
"155",84.5,85.18,83.940002,84.870003,1054400,78.619209
"156",84.400002,85.379997,83.300003,84.959999,1152400,78.702606
"157",85.220001,86.989998,85.220001,86.150002,1182300,79.804947
"158",85.900002,86.949997,85.279999,85.5,1188800,79.202827
"159",85.239998,85.290001,83.830002,84.32,1231500,78.109734
"160",84.599998,85.610001,84.139999,84.900002,957700,78.647018
"161",85.360001,85.529999,84.470001,85.32,948500,79.036079
"162",85.230003,85.709999,84.510002,84.589996,832600,78.359833
"163",85.400002,86.940002,84.75,85.949997,1656400,79.619667
"164",86.110001,87.870003,85.849998,87.199997,1178700,80.777603
"165",87.080002,87.629997,86.43,87.230003,847200,80.805405
"166",86.419998,86.989998,86.029999,86.830002,548900,80.43486
"167",86.57,87.370003,85.82,86.949997,1121000,80.546028
"168",87.269997,87.949997,86.93,87.889999,1087900,81.416801
"169",87.959999,89.419998,87.709999,89.32,1188700,82.741463
"170",89.769997,90.389999,88.290001,89.5,1293900,82.908211
"171",89.720001,90.730003,89.220001,90.550003,1693000,83.880882
"172",90.669998,90.970001,88.5,88.739998,1480700,82.204185
"173",90.449997,91.410004,89.25,90.790001,1683300,84.103203
"174",90.830002,92.160004,90.400002,92.150002,1030000,85.363037
"175",92.349998,92.550003,90.809998,91.400002,952700,84.668289
"176",91.419998,91.629997,89.879997,90.629997,1124200,83.954994
"177",90.489998,91.120003,89.400002,90.82,1094500,84.130997
"178",90.379997,91.260002,90,90.870003,1070400,84.177307
"179",91.120003,91.389999,89.900002,90.160004,835400,83.5196
"180",90.529999,91.279999,90.059998,91.029999,1070700,84.325516
"181",90.459999,90.620003,88.419998,89.110001,1031200,82.546944
"182",89.040001,89.449997,88.010002,88.480003,1074700,81.963333
"183",88.400002,89.050003,88,88.419998,657300,81.907753
"184",88.400002,90.050003,88.18,88.5,1272800,81.98188
"185",89.059998,89.5,88.120003,88.730003,1080600,82.194931
"186",88.75,89.32,87.540001,89.199997,1252900,82.630302
"187",88.07,89.529999,87.849998,88.860001,1353100,82.779366
"188",88.949997,89.599998,88.129997,88.290001,985200,82.248383
"189",88.379997,89.059998,87.830002,88.980003,738900,82.891167
"190",89.470001,89.660004,88.5,88.540001,662200,82.481262
"191",89.139999,89.849998,88.830002,89.480003,1368800,83.356941
"192",89.580002,89.709999,88.989998,89.43,815000,83.310349
"193",89.150002,89.349998,88.019997,88.25,1291800,82.211113
"194",88.559998,88.589996,86.580002,86.949997,741900,81.000061
"195",85.779999,87.540001,85.779999,87.220001,1261200,81.251602
"196",86.669998,86.900002,84.510002,85.199997,1605100,79.36982
"197",85.059998,85.419998,83.260002,85.260002,1239000,79.42572
"198",85.129997,86.25,84.809998,85.040001,1258000,79.220764
"199",84.910004,86.510002,84.690002,86.050003,1326300,80.161667
"200",85.879997,86.860001,85.809998,86.010002,886500,80.124397
"201",86.339996,87.040001,85.209999,85.330002,959000,79.490929
"202",85.139999,86.769997,85.120003,86.379997,732900,80.469078
"203",87.160004,90.580002,86.980003,90.370003,1840700,84.186043
"204",89.199997,92.160004,89.199997,89.559998,2003000,83.431458
"205",89.480003,90.93,89.480003,90.669998,1450200,84.465492
"206",90.800003,92.400002,90.199997,91.849998,1511300,85.564758
"207",91.870003,92.839996,91.220001,91.260002,1412000,85.015137
"208",90.5,91.709999,89.830002,91.089996,1300600,84.85675
"209",90.43,92.169998,90.050003,91.809998,1951100,85.527489
"210",91.25,91.900002,89.050003,89.43,2034400,83.310349
"211",90.209999,90.309998,88.510002,89.449997,2374600,83.328987
"212",95,97.199997,88.690002,91.730003,5252700,85.452965
"213",91.730003,92.410004,89.709999,90.669998,1588000,84.465492
"214",91,91.089996,87.150002,88.029999,2247800,82.006149
"215",88.110001,88.139999,83.910004,85,2828900,79.183502
"216",85.129997,86.690002,84.529999,85.43,2051800,79.584084
"217",85.209999,87.32,85.209999,86.300003,1722000,80.394547
"218",86.410004,87.919998,86.360001,86.629997,1114200,80.701965
"219",86.720001,87.339996,86.339996,86.669998,1466600,80.739227
"220",86.150002,87.459999,86.150002,87.199997,905400,81.232948
"221",86.910004,87.839996,86.419998,87.129997,1010100,81.16774
"222",86.980003,88.709999,85.910004,88.410004,1290500,82.360161
"223",89.690002,89.870003,88.5,89.110001,1077900,83.01226
"224",88.980003,89.870003,88.800003,89.559998,876700,83.431458
"225",89.870003,90.379997,88.860001,90.269997,785600,84.092865
"226",90.160004,92.980003,90.099998,91.940002,1250800,85.648621
"227",92.230003,93,91.139999,91.419998,526600,85.164177
"228",91.779999,92.5,91.550003,92.370003,9e+05,86.049179
"229",92.959999,94.959999,92.730003,94.519997,996400,88.052048
"230",94.410004,96.830002,94.300003,94.650002,1115000,88.173164
"231",94.410004,96.040001,94.160004,95.150002,1083900,88.638947
"232",95.150002,96.550003,93.779999,95.599998,1213300,89.058144
"233",96.599998,100.120003,96.089996,99.709999,2597500,92.886909
"234",99.669998,99.699997,95.639999,95.790001,1591000,89.235153
"235",96.260002,98.260002,95,97.300003,1173600,90.641815
"236",97.620003,100.209999,97.620003,99.970001,1373400,93.129105
"237",100,102.379997,99.489998,102.339996,1158000,95.336937
"238",102.150002,103.089996,100.239998,101.190002,1295200,94.265625
"239",101.190002,101.839996,100.089996,100.139999,745700,93.287476
"240",96.160004,97.629997,95.730003,96.220001,2190400,89.635727
"241",96.5,97.5,95.870003,96.849998,1048900,90.222603
"242",97.559998,98.019997,95.940002,96.110001,1460000,89.533249
"243",96.830002,98.550003,96.019997,98.059998,1239400,91.349808
"244",98.699997,99.010002,96.699997,97.330002,921600,90.669754
"245",97.900002,98.970001,97.099998,98.620003,1139300,91.871498
"246",98.980003,101.18,98.349998,100.919998,1111100,94.014107
"247",101,101.980003,100.410004,101.800003,523000,94.833893
"248",102,104,101.970001,103.389999,645900,96.315086
"249",103.489998,103.75,102.209999,103.309998,693400,96.240562
"250",102.860001,103.349998,101.910004,102.610001,540500,96.053322
"251",102.629997,105.519997,102.360001,103.690002,1155400,97.064331
"252",103.410004,105.309998,103.050003,104.879997,1123100,98.178276
"253",104.5,104.739998,101.360001,101.639999,1499500,95.145317
"254",101.809998,104.050003,100.519997,103.519997,1176900,96.905174
"255",103.639999,104.440002,102.559998,104.379997,773300,97.710236
"256",105.050003,105.970001,102.68,104.959999,1333300,98.253174
"257",104.5,105.510002,103.43,104.989998,1052500,98.281258
"258",104.709999,106.300003,103.120003,104.980003,698900,98.271904
"259",105.389999,106.150002,104.269997,105.940002,677100,99.170547
"260",105.93,106.919998,105.489998,106.790001,980200,99.966232
"261",107.029999,107.389999,103.730003,104.419998,1338100,97.747673
"262",104.489998,106.849998,104.419998,106.050003,656500,99.273537
"263",107.599998,110.93,107.150002,109.82,1574900,102.802628
"264",110.279999,112.889999,109.720001,112.779999,1074200,105.573479
"265",112.959999,115.32,112.43,114.889999,1519500,107.548653
"266",114.209999,116.300003,113.589996,115.849998,1061200,108.447327
"267",116.18,119.330002,116.019997,117.739998,1058100,110.216537
"268",118.650002,119.160004,116.889999,117.370003,729300,109.870193
"269",117.870003,118.919998,116.5,118.870003,957900,111.274345
"270",117.760002,118.370003,116.910004,116.970001,922200,109.495758
"271",116.739998,117.5,114.900002,116.089996,1515500,108.671982
"272",116.160004,116.800003,114.309998,114.309998,1510800,107.005707
"273",108.010002,115.480003,107.029999,111.5,3249400,104.375275
"274",111.050003,113.860001,109.150002,109.800003,1576800,102.783905
"275",109.389999,111.089996,105.169998,105.440002,1631700,98.702499
"276",103.260002,107.370003,103.050003,106.730003,1600500,99.910072
"277",107.120003,109.059998,106.800003,107.699997,1110900,100.818085
"278",107.529999,107.57,101.199997,101.32,1475900,94.845764
"279",102.940002,104.470001,100.089996,103.489998,1266500,96.877098
"280",104.330002,105.610001,102.739998,103.389999,797500,96.783493
"281",103.410004,104.900002,102.540001,104.540001,732800,97.860016
"282",103.580002,107.110001,103.360001,106.68,723500,99.863266
"283",107.040001,107.470001,105.580002,106.949997,926900,100.11602
"284",106.019997,107.57,104.730003,105.589996,624300,98.842918
"285",104.800003,106.459999,103.660004,105.389999,621000,98.655708
"286",105.349998,109.400002,105.349998,106.669998,818000,99.853912
"287",106.739998,109.540001,106.739998,107.510002,673000,100.640228
"288",108.370003,108.540001,106.400002,108.529999,549500,101.595047
"289",109.269997,110.370003,108.620003,109.610001,652200,102.606041
"290",110.199997,111.830002,107.82,107.900002,704000,101.00531
"291",108.389999,109.110001,105.830002,105.839996,790800,99.076927
"292",105.800003,106.959999,103.919998,105.120003,771300,98.402954
"293",104.120003,106.730003,102.519997,106.440002,700200,99.638611
"294",106.220001,108.830002,106.019997,107.419998,752200,100.555984
"295",107.43,107.980003,106.370003,106.959999,942400,100.125381
"296",105.82,107.540001,104.949997,106.970001,709300,100.13475
"297",107,107.339996,104.870003,105.230003,627100,98.505928
"298",105.970001,106.260002,104.5,105.839996,735300,99.076927
"299",105.949997,108.330002,105.5,107.480003,643900,100.61216
"300",108.279999,108.940002,107.199997,107.32,566600,100.462379
"301",108.169998,108.769997,107.330002,107.779999,429200,100.89299
"302",107.989998,108.550003,106.800003,108.440002,527200,101.510811
"303",108.650002,110.25,107.870003,109.150002,706500,102.175446
"304",108.970001,110.68,107.900002,108.32,616500,101.398483
"305",108.68,110.510002,108.580002,110.400002,704500,103.345566
"306",110.440002,111.849998,109.410004,109.470001,614300,102.474991
"307",111.919998,111.919998,107.599998,107.660004,941300,100.780655
"308",107.779999,109.800003,106.959999,107.080002,772500,100.237717
"309",109.120003,110.75,107.980003,110.730003,648700,103.654488
"310",110.639999,111.949997,108.940002,109.589996,729600,102.587311
"311",109.419998,110.779999,108.160004,110.040001,771500,103.48069
"312",111,112.690002,110.57,111.800003,668800,105.13578
"313",111,111.230003,107.230003,108.040001,849100,101.599915
"314",109.089996,109.989998,108.050003,109.839996,797900,103.292603
"315",108.620003,112.940002,108.389999,112.699997,1054000,105.982117
"316",112.879997,114.68,112.75,114.389999,819400,107.571388
"317",113.940002,114.559998,110.639999,111.769997,848400,105.107567
"318",112.660004,113.639999,112.300003,112.470001,739900,105.765854
"319",114.379997,115.349998,113.120003,115.050003,774600,108.192055
"320",114.019997,116.690002,114.019997,114.360001,6e+05,107.543182
"321",114.5,115.379997,113.690002,113.989998,584400,107.195236
"322",114.449997,114.970001,109.32,111.150002,1188500,104.524529
"323",111.980003,112.589996,111.07,111.989998,782100,105.314453
"324",112.730003,113.82,111.260002,113.410004,873400,106.649818
"325",113.559998,115,111.099998,111.349998,610600,104.712601
"326",111.339996,111.769997,108.910004,110.089996,795600,103.527702
"327",109.690002,110.419998,105.760002,106.269997,955000,99.93541
"328",106.970001,110.120003,106.940002,109.43,864500,102.907051
"329",109.650002,110.989998,107.419998,108.360001,732700,101.900841
"330",108.360001,109.739998,107.639999,108.790001,465100,102.305191
"331",108.720001,110.480003,107.599998,110.010002,482200,103.452492
"332",109.959999,112.129997,109.82,111.040001,866500,104.421097
"333",111.620003,112.360001,109.720001,109.849998,643300,103.30201
"334",108.360001,108.629997,104.629997,106.93,1000500,100.556084
"335",106.790001,107.480003,105.050003,106.559998,948000,100.20813
"336",106.230003,108.360001,105.720001,107.290001,977700,100.894623
"337",106.75,107.269997,105.220001,106.800003,809900,100.43383
"338",106.839996,107.330002,103.980003,106.190002,681400,99.860191
"339",106.5,107.849998,105.82,106.580002,1082900,100.226944
"340",107.260002,110.110001,106.019997,109.849998,886400,103.30201
"341",109.730003,109.82,107.57,108.959999,605900,102.465065
"342",108.75,109.440002,108.169998,109.010002,857400,102.512077
"343",109.690002,111.080002,109.010002,110.480003,708300,103.894463
"344",109.620003,112.330002,109,111.459999,814900,104.81604
"345",112.580002,113.599998,111.360001,112.169998,804000,105.483727
"346",111.790001,114.910004,111.790001,113.620003,1173000,106.847298
"347",113.050003,115.599998,112.379997,115.459999,1222100,108.577606
"348",116.260002,117.889999,115.099998,117.080002,1363500,110.101036
"349",117.110001,117.480003,115.540001,116.610001,1788200,109.659065
"350",122.510002,136.429993,122.129997,133.330002,5606600,125.382393
"351",133.240005,137.440002,131.419998,134.800003,2125500,126.764809
"352",135.089996,137.589996,134.110001,137.300003,1474900,129.115799
"353",136.300003,138.889999,134.600006,135.259995,1973900,127.197365
"354",135.179993,137.059998,134.360001,136.309998,1226200,128.184769
"355",136.490005,136.979996,133.630005,134.580002,1375400,126.557907
"356",136.070007,137.979996,135.009995,137.869995,1131400,129.651794
"357",137.919998,139.110001,136.75,138.470001,1013400,130.216019
"358",137.880005,139.759995,137.25,139.559998,1039400,131.241058
"359",140.100006,140.800003,139.020004,139.600006,967300,131.278687
"360",143.25,145.940002,137.639999,137.860001,1849000,129.64238
"361",135.970001,142.850006,135.550003,142.229996,1822600,133.751907
"362",142.190002,144.419998,141.759995,142.029999,1368200,133.563843
"363",142.220001,144.110001,141.389999,142.899994,1087100,134.381943
"364",142.220001,142.889999,138.850006,138.940002,1521000,130.658005
"365",138.940002,140,137.630005,139.089996,1283300,130.799072
"366",138.529999,140.550003,137.660004,139.710007,1237600,131.382111
"367",138.960007,141.539993,138.029999,140.580002,684900,132.200241
"368",138.779999,139.860001,136.960007,139.410004,1232700,131.100006
"369",139.350006,140.460007,137.910004,138.5,1050400,130.244217
"370",137.210007,137.210007,134.070007,135.089996,1023100,127.037521
"371",135.279999,136.699997,129.850006,130.259995,1825700,122.495399
"372",129.210007,129.539993,125.82,128.009995,1359800,120.379524
"373",127.970001,130.270004,127.919998,128.679993,1001000,121.00959
"374",128.440002,130.100006,126.220001,126.769997,733900,119.213448
"375",126.199997,127.849998,125.470001,126.940002,891200,119.964767
"376",127.699997,129.309998,125.709999,125.720001,962200,118.811806
"377",124.739998,126.120003,124.139999,125.82,917500,118.906311
"378",126.290001,126.870003,124.199997,124.589996,391000,117.743889
"379",125.300003,125.970001,124.5,125.5,712000,118.603889
"380",125.660004,127.559998,124.940002,126.419998,585600,119.473328
"381",126.75,128.169998,125.529999,126.879997,815300,119.908058
"382",127.050003,129.279999,126.860001,129.169998,1131200,122.072235
"383",128.899994,129.089996,126.080002,126.370003,741000,119.426071
"384",126.910004,127.809998,126.160004,127.43,639000,120.427841
"385",127.580002,129.759995,127.120003,127.550003,731600,120.541237
"386",128,130.169998,127.269997,129.899994,768100,122.7621
"387",129.149994,133.529999,129.149994,133.300003,1171500,125.975273
"388",133,133.990005,131.630005,133.610001,840200,126.268265
"389",133.550003,135.490005,133.529999,135.179993,639000,127.751968
"390",135.380005,138.169998,135.009995,136.559998,1086000,129.056137
"391",136.729996,137.449997,135.070007,135.259995,732700,127.827576
"392",135.669998,136.399994,132.990005,133.350006,937400,126.022537
"393",133.570007,137.25,133.320007,137.169998,923000,129.632629
"394",138,139.389999,136.020004,136.669998,809400,129.160126
"395",136.559998,136.869995,134.660004,136.050003,750500,128.574188
"396",136.149994,137.529999,134.860001,135.889999,1258200,128.422943
"397",145,147.789993,133.320007,134.979996,2985300,127.562958
"398",133.960007,135.630005,127.800003,128.850006,1756900,121.769814
"399",128.279999,131.350006,127.43,130.5,1048400,123.329132
"400",131.070007,131.619995,129.610001,130.360001,1056700,123.196838
"401",130.729996,132.509995,129.270004,131.770004,1181000,124.529366
"402",132.309998,133.869995,130.809998,133.320007,836100,125.994194
"403",133.770004,135.360001,133.149994,134.25,624900,126.873077
"404",134.229996,137.860001,133.619995,136.630005,894200,129.12233
"405",135.669998,137.350006,134.839996,136.380005,640500,128.886047
"406",137.229996,137.360001,135.509995,136.610001,997900,129.103394
"407",137.289993,138.940002,137.240005,138.5,1309400,130.889526
"408",137.410004,137.410004,131.149994,131.660004,894300,124.425392
"409",132.600006,132.830002,131.429993,132.350006,805400,125.077492
"410",132.860001,136.029999,132.300003,135.410004,842600,127.969345
"411",135.779999,139.419998,135.509995,138.910004,1190300,131.277023
"412",139.5,141.619995,138.839996,139.410004,754600,131.749573
"413",139.240005,141.210007,137.199997,137.479996,528700,129.925568
"414",137.529999,139.139999,137.389999,137.740005,638400,130.171326
"415",137.509995,138.330002,136.089996,136.699997,731900,129.188461
"416",137.600006,138.350006,135.139999,136.130005,749500,128.64978
"417",136.149994,137.389999,134.229996,135.869995,849600,128.404037
"418",135.470001,135.970001,131.160004,134.910004,1070100,127.496803
"419",134.479996,136.289993,131.330002,131.820007,1084800,124.576622
"420",131.889999,133.529999,131.270004,132.809998,872200,125.512184
"421",131.710007,133.020004,129.369995,130.880005,1276700,123.688263
"422",130.25,131.660004,129.779999,131.179993,1026400,123.971764
"423",131.940002,133.759995,131.029999,131.059998,676200,123.85836
"424",130.449997,131.509995,129.460007,130.039993,731200,122.894417
"425",130.490005,133.649994,129.869995,133.119995,1057500,125.805176
"426",132.460007,132.869995,131.139999,131.570007,1147300,124.34034
"427",131.889999,134.699997,131.509995,134.330002,802200,126.948685
"428",134.759995,135.660004,132.839996,133.270004,667400,125.946945
"429",133.610001,133.610001,131.149994,131.740005,695300,124.500992
"430",132.070007,132.830002,130.710007,131.550003,912200,124.321457
"431",132.029999,132.809998,130.899994,132.220001,682600,124.954613
"432",132.660004,134.589996,132.119995,134.130005,894500,126.759689
"433",136.580002,137.240005,135.160004,136.119995,780100,128.64032
"434",136.25,137.990005,135.149994,136.570007,1140100,129.065582
"435",136.509995,136.820007,133.089996,133.940002,647900,126.580116
"436",134.270004,134.75,132.289993,134.479996,604200,127.090446
"437",134.720001,138.580002,133.279999,137.440002,645200,129.887802
"438",136.889999,139.199997,136.179993,137.660004,769500,130.690002
"439",137.619995,139.559998,137.190002,137.550003,742600,130.585571
"440",137.690002,139.5,135.139999,135.440002,695000,128.582397
"441",135.380005,135.770004,129.889999,129.960007,1247500,123.379875
"442",130.600006,133.970001,130.039993,132.990005,878100,126.256477
"443",132.300003,132.899994,125.860001,126.559998,1525900,120.152023
"444",127.110001,128.169998,125.169998,126.459999,1495600,120.057091
"445",126.190002,128.919998,125.879997,128.020004,772700,121.538101
"446",127.669998,129.350006,127.059998,127.739998,570200,121.27227
"447",125.339996,125.339996,116.800003,116.959999,1920700,111.038086
"448",116.959999,120.300003,116.080002,117.650002,1305000,111.693153
"449",119.470001,121.889999,119.129997,121.419998,1773100,115.27227
"450",127.599998,127.599998,124.199997,126.510002,2300700,120.104553
