"","CZR.Open","CZR.High","CZR.Low","CZR.Close","CZR.Volume","CZR.Adjusted"
"142",21,21,20.700001,20.799999,742000,20.799999
"143",20.85,21,20.200001,20.25,549000,20.25
"144",20.15,20.450001,19.875,20,437700,20
"145",20.15,20.525,19.950001,20.4,833100,20.4
"146",20.6,20.674999,20.15,20.299999,596900,20.299999
"147",20.25,20.65,19.950001,20.6,534200,20.6
"148",20.700001,20.799999,20.200001,20.35,422000,20.35
"149",20.4,20.4,20.1,20.299999,254700,20.299999
"150",20.299999,20.450001,20.049999,20.200001,542200,20.200001
"151",20.25,20.25,19.799999,19.950001,590200,19.950001
"152",20.5,22.15,20.4,21.950001,4852600,21.950001
"153",22.1,23,21.9,22.549999,1535900,22.549999
"154",22.75,23.4,22.4,23.4,1363400,23.4
"155",23.35,23.5,22.799999,23.299999,640000,23.299999
"156",23.25,23.299999,22.200001,22.75,869800,22.75
"157",22.799999,22.924999,22.450001,22.5,479100,22.5
"158",22.450001,22.700001,22.049999,22.1,415000,22.1
"159",21.9,22.4,21.700001,22.299999,546200,22.299999
"160",22.200001,22.6,22.1,22.5,454500,22.5
"161",22.65,23.35,22.65,23.200001,907800,23.200001
"162",23.049999,23.25,22.85,23.049999,417800,23.049999
"163",23.15,23.299999,23.049999,23.1,985400,23.1
"164",23.299999,23.35,23.025,23.25,711800,23.25
"165",23.35,23.35,22.450001,22.9,647400,22.9
"166",22.700001,22.9,22.25,22.700001,522300,22.700001
"167",22.549999,22.9,22.35,22.549999,459900,22.549999
"168",22.75,23.25,22.700001,23,668100,23
"169",23.15,23.35,22.85,23.15,501600,23.15
"170",23.15,24.15,23.15,23.85,1027300,23.85
"171",23.950001,23.975,23.15,23.700001,942900,23.700001
"172",23.700001,24.1,23.298,23.799999,599300,23.799999
"173",23.9,24.1,23.6,24.049999,968600,24.049999
"174",24.1,24.975,24.1,24.700001,1323300,24.700001
"175",24.65,25.35,24.65,25.25,1311000,25.25
"176",25.15,25.299999,24.75,24.85,1102300,24.85
"177",24.9,25.200001,24.450001,24.6,1099500,24.6
"178",24.700001,25.049999,24.549999,24.799999,2062300,24.799999
"179",24.85,25.4,24.85,25.299999,1262600,25.299999
"180",25.25,25.549999,25.075001,25.299999,902300,25.299999
"181",25.5,25.65,25.25,25.450001,1134500,25.450001
"182",25.35,25.450001,24.85,25.1,606100,25.1
"183",25.15,25.15,24.65,24.725,717700,24.725
"184",24.9,24.9,24.15,24.4,1192700,24.4
"185",24.4,24.799999,24.299999,24.549999,945900,24.549999
"186",24.65,25.299999,24.5,25.200001,615400,25.200001
"187",25.049999,25.450001,24.950001,25.450001,488000,25.450001
"188",25.5,25.975,25.325001,25.65,1433100,25.65
"189",25.549999,26.025,25.35,25.9,941300,25.9
"190",25.9,26.75,25.799999,26.65,857300,26.65
"191",26.9,26.950001,25.955,26.75,637700,26.75
"192",26.75,27.15,26.4,26.950001,1073200,26.950001
"193",26.950001,27.025,26.1,26.4,644600,26.4
"194",26.4,26.700001,25.674999,26.1,1066000,26.1
"195",26.299999,26.450001,25.549999,26.1,1411000,26.1
"196",26.200001,26.6,25.950001,26.35,812400,26.35
"197",26.35,26.5,26.15,26.15,501200,26.15
"198",26.299999,26.5,26,26.200001,594700,26.200001
"199",26.299999,26.950001,26.174999,26.65,596000,26.65
"200",26.65,26.700001,26.225,26.5,536400,26.5
"201",26.6,26.725,26.25,26.299999,696900,26.299999
"202",26.049999,26.049999,25.65,25.799999,539600,25.799999
"203",26.049999,26.049999,25.5,25.5,486400,25.5
"204",25.450001,25.725,24.65,25.25,934100,25.25
"205",25.25,25.525,24.9,24.9,539100,24.9
"206",24.75,25.1,24.4,24.799999,982300,24.799999
"207",24.799999,24.950001,23.950001,24.049999,955300,24.049999
"208",24.15,25.35,24.15,25.25,1437500,25.25
"209",25.1,25.924999,24.950001,25.6,1268300,25.6
"210",25.65,25.75,24.975,25.700001,723800,25.700001
"211",25.700001,26.25,25.299999,25.799999,701900,25.799999
"212",25.799999,25.950001,25.35,25.65,907500,25.65
"213",27.200001,30,26.65,28,3212900,28
"214",28.200001,29,28.049999,28.6,1111300,28.6
"215",28.5,29.025,27.85,29,1132400,29
"216",29,29.450001,28.549999,29.299999,915300,29.299999
"217",29.200001,29.950001,28.450001,28.549999,1271800,28.549999
"218",28.799999,29.549999,28.549999,28.65,1112300,28.65
"219",28.65,29,28.15,28.799999,825000,28.799999
"220",28.700001,29.450001,28.35,29.049999,845900,29.049999
"221",28.85,29.174999,28.25,29,730800,29
"222",29.1,29.700001,29,29.25,920500,29.25
"223",29.15,29.65,29.1,29.200001,430100,29.200001
"224",29.200001,30.15,29.1,29.65,1977300,29.65
"225",29.75,29.799999,29.25,29.4,381200,29.4
"226",29.5,29.549999,29.066999,29.25,426100,29.25
"227",29.25,29.85,29.025,29.700001,156700,29.700001
"228",29.549999,30,29.35,29.75,711200,29.75
"229",29.950001,30.549999,29.799999,30.049999,595400,30.049999
"230",30.15,30.6,29,29.424999,720200,29.424999
"231",29.6,30.700001,29.25,30.6,981900,30.6
"232",30.5,30.9,30.1,30.6,495300,30.6
"233",31,31.35,30.450001,30.85,775100,30.85
"234",30.700001,31.475,30.549999,31.35,1245700,31.35
"235",31.15,31.5,30.85,31.25,1758500,31.25
"236",31.15,31.85,30.9,31.85,619200,31.85
"237",32.200001,32.775002,31.9,32.700001,879000,32.700001
"238",33.099998,33.400002,32.799999,33.299999,874800,33.299999
"239",33.400002,33.700001,33.099998,33.650002,1025800,33.650002
"240",33.650002,34.030998,33.450001,33.950001,1114000,33.950001
"241",33.900002,33.900002,31.725,32.049999,1477900,32.049999
"242",32.049999,32.648998,31.5,32.150002,972900,32.150002
"243",32.549999,33.650002,32.400002,33.599998,840700,33.599998
"244",33.650002,33.827,33,33.400002,714900,33.400002
"245",33.549999,33.549999,32.700001,33,612300,33
"246",33.25,33.457001,32.900002,33.299999,363300,33.299999
"247",33.25,33.5,33,33.200001,364300,33.200001
"248",33.099998,33.525002,32.849998,33.200001,375900,33.200001
"249",33.299999,33.950001,32.849998,33.900002,348800,33.900002
"250",33.950001,33.950001,32.900002,33,759400,33
"251",33.049999,33.200001,32.224998,33.150002,558800,33.150002
"252",33.299999,33.299999,31.200001,31.65,1157300,31.65
"253",31.65,32,31.25,31.299999,715000,31.299999
"254",31.6,32.125,31.4,32,706500,32
"255",32.200001,32.549999,31.450001,31.799999,538300,31.799999
"256",31.799999,33.098999,31.25,31.700001,373200,31.700001
"257",31.700001,32.275002,31.5,32.049999,593400,32.049999
"258",32.049999,32.549999,31.775,32.25,391000,32.25
"259",32.349998,32.799999,32.049999,32.549999,308900,32.549999
"260",32.700001,32.974998,32,32.349998,1266000,32.349998
"261",32.599998,33.200001,31.799999,32.099998,366000,32.099998
"262",32.299999,32.549999,31.9,32,259400,32
"263",31.950001,32.109001,31.549999,31.6,259900,31.6
"264",32,33.200001,31.474001,32.950001,458000,32.950001
"265",32.900002,33.75,32.5,33.599998,405700,33.599998
"266",33.549999,35.150002,33.549999,34,1577400,34
"267",33.950001,34.599998,32.724998,33.450001,803000,33.450001
"268",33.700001,34.049999,32.799999,32.950001,442700,32.950001
"269",33.150002,33.549999,32.549999,33.049999,551000,33.049999
"270",32.799999,33.075001,31.9,32,612200,32
"271",31.950001,32.950001,31.200001,32.25,511300,32.25
"272",32.599998,35,32.599998,34.549999,1380500,34.549999
"273",34.450001,35.299999,34.349998,34.650002,723600,34.650002
"274",34.400002,35.200001,34,35,652400,35
"275",34.75,34.75,33.099998,33.700001,930800,33.700001
"276",32.950001,35,32,34.5,892200,34.5
"277",34.5,34.75,33.799999,33.900002,374500,33.900002
"278",33.849998,33.950001,31.799999,31.950001,606000,31.950001
"279",32.349998,33.720001,29.16,30.65,1891400,30.65
"280",30.799999,31.200001,29.85,30.15,1019800,30.15
"281",30.1,31.450001,29.950001,31.15,687100,31.15
"282",30.799999,32.599998,30.799999,32.299999,533900,32.299999
"283",32.349998,32.650002,31.649,32.450001,356500,32.450001
"284",32.349998,33.599998,32.349998,33.549999,729300,33.549999
"285",33.700001,34.25,33.200001,34.150002,751300,34.150002
"286",33.650002,34.25,32.099998,32.549999,1177800,32.549999
"287",32.599998,32.75,31.4,32.150002,809400,32.150002
"288",32,34.25,30.6,33.549999,1127300,33.549999
"289",34.150002,34.75,33.150002,33.599998,647100,33.599998
"290",33.900002,34.650002,33.450001,33.900002,1000500,33.900002
"291",33.950001,34.700001,33.650002,34.099998,650700,34.099998
"292",34.150002,34.75,33.950001,34.349998,775200,34.349998
"293",33.950001,34.5,33.700001,34.25,517600,34.25
"294",33.849998,34.200001,33.099998,33.849998,504200,33.849998
"295",33.849998,35,33.650002,34.349998,1490700,34.349998
"296",34.25,35.450001,34.25,35.25,882600,35.25
"297",35.599998,36.049999,34.650002,35.849998,758300,35.849998
"298",35.950001,38.450001,35.950001,37.650002,1767800,37.650002
"299",37.650002,38.200001,36.799999,37.150002,599100,37.150002
"300",37.200001,37.700001,36.75,36.950001,559000,36.950001
"301",37.299999,37.900002,36.799999,37.700001,571500,37.700001
"302",37.950001,37.950001,37.150002,37.25,417800,37.25
"303",38.099998,38.320999,36.375,36.5,938800,36.5
"304",36.099998,36.400002,35.200001,35.549999,713500,35.549999
"305",35.700001,35.950001,34.450001,34.75,1010700,34.75
"306",34.599998,34.799999,33.75,33.900002,642900,33.900002
"307",33.75,34.5,33.200001,33.200001,488000,33.200001
"308",33.299999,33.474998,32.150002,32.299999,612700,32.299999
"309",32.799999,33.75,32.599998,33.599998,815000,33.599998
"310",33.75,33.799999,32.700001,33,668500,33
"311",32.950001,33.150002,32.25,32.450001,926200,32.450001
"312",32.5,33.599998,31.25,33,1310700,33
"313",32.950001,33.25,31.799999,32.099998,761800,32.099998
"314",32.700001,33.950001,32.049999,33.799999,927900,33.799999
"315",33.25,34.75,32.700001,34.650002,757600,34.650002
"316",34.900002,35.599998,34.5,35.5,560500,35.5
"317",35.299999,35.900002,33.849998,34.400002,501900,34.400002
"318",34.549999,35.099998,33.599998,34.099998,497500,34.099998
"319",34.700001,35.049999,34.299999,34.599998,478700,34.599998
"320",34.25,35.200001,34.25,34.599998,329100,34.599998
"321",34.849998,35.724998,34.650002,35.5,459700,35.5
"322",35.849998,35.849998,35.299999,35.700001,525600,35.700001
"323",39.849998,43.150002,39.599998,41.5,3898300,41.5
"324",42.200001,42.200001,40.650002,41,884500,41
"325",41.150002,42.042999,40.900002,41.299999,556700,41.299999
"326",41.200001,41.650002,40.150002,40.799999,557600,40.799999
"327",40.650002,41.025002,40.25,40.400002,468200,40.400002
"328",40.5,41.200001,40.099998,41.150002,444700,41.150002
"329",41.150002,41.648998,39.799999,40.099998,769900,40.099998
"330",40.200001,40.200001,39.200001,39.450001,480300,39.450001
"331",40.700001,41.400002,40,40.25,477100,40.25
"332",40,40.650002,39.424999,40.549999,344300,40.549999
"333",40.900002,41.650002,40.299999,40.5,590000,40.5
"334",40.700001,40.765999,39.900002,40.299999,475500,40.299999
"335",40.099998,41.450001,39.849998,40.400002,867900,40.400002
"336",39.950001,40.599998,39.290001,40,730200,40
"337",40.799999,43.950001,39.700001,42.5,1750600,42.5
"338",42.849998,43.549999,42.049999,42.150002,679300,42.150002
"339",41.950001,42.450001,40.900002,42.349998,908900,42.349998
"340",42.25,42.799999,41.299999,42.25,492500,42.25
"341",42.349998,43.950001,41.869999,43.299999,482000,43.299999
"342",43.099998,43.5,41.700001,42.200001,443900,42.200001
"343",42.200001,43.400002,41.75,43.200001,824200,43.200001
"344",43.099998,43.650002,42.549999,43.099998,567000,43.099998
"345",42.900002,44.099998,42.5,43.400002,1305700,43.400002
"346",43.400002,44.335999,43.349998,44.25,632000,44.25
"347",44.349998,44.700001,43.799999,44.400002,460600,44.400002
"348",44.549999,44.75,42.825001,43.700001,1201600,43.700001
"349",44,44.200001,42.700001,43.349998,344400,43.349998
"350",43.099998,43.5,42.75,43,202500,43
"351",42.950001,44.099998,42.483002,44,787700,44
"352",43.799999,44.75,43.799999,44.5,447700,44.5
"353",44.099998,45,43.775002,44.950001,588600,44.950001
"354",45,45.950001,44.849998,45.349998,1088800,45.349998
"355",45.900002,45.900002,44.799999,45.200001,539700,45.200001
"356",45.349998,45.650002,44.599998,45.400002,461000,45.400002
"357",45.799999,45.799999,44.924999,45.049999,360400,45.049999
"358",45.150002,45.549999,43.900002,44.5,684500,44.5
"359",44.349998,45.349998,44.150002,45.349998,340300,45.349998
"360",45.349998,45.5,43.849998,44.200001,367200,44.200001
"361",44.049999,44.849998,43.450001,43.450001,409400,43.450001
"362",43.599998,44.150002,42.974998,43.349998,472200,43.349998
"363",43.849998,46.450001,43.700001,45.900002,1783700,45.900002
"364",45.849998,46.299999,43.299999,43.5,1179000,43.5
"365",43.5,43.849998,42.450001,42.849998,855200,42.849998
"366",42.650002,43.150002,42.049999,42.5,945200,42.5
"367",42,43.849998,41.150002,43.150002,1337900,43.150002
"368",43.049999,43.900002,42.150002,43.150002,627600,43.150002
"369",43.150002,44.599998,43.099998,44.099998,1254100,44.099998
"370",44.349998,45.5,43.599998,43.849998,659200,43.849998
"371",43.950001,44.299999,43.25,44.25,2914000,44.25
"372",43.25,44,41.099998,41.400002,1101600,41.400002
"373",41.200001,41.950001,41.200001,41.5,460000,41.5
"374",41.549999,41.900002,39.5,39.700001,872100,39.700001
"375",39.400002,40.049999,38.650002,39.849998,815300,39.849998
"376",39.650002,40.5,38.849998,39.099998,1154900,39.099998
"377",39.099998,39.400002,38.200001,38.599998,1197800,38.599998
"378",38.599998,40.075001,38.25,39.549999,389900,39.549999
"379",39.650002,40.349998,39.349998,40.200001,699900,40.200001
"380",40.5,41.650002,40.325001,41.200001,590100,41.200001
"381",41.849998,43,41.700001,42.599998,972400,42.599998
"382",42.5,43.75,42.5,43.049999,1440400,43.049999
"383",42.650002,44.700001,42.549999,43.799999,1200800,43.799999
"384",44.150002,45.700001,43.5,45.599998,1039100,45.599998
"385",45.450001,46.849998,45.099998,46.25,1999900,46.25
"386",46.5,46.5,44.400002,44.849998,775200,44.849998
"387",44.650002,45.375,44.549999,45,358300,45
"388",45.200001,45.481998,43.950001,43.950001,422700,43.950001
"389",43.75,44.5,43.25,44.400002,398900,44.400002
"390",44.349998,44.849998,44.150002,44.5,420400,44.5
"391",44.549999,44.650002,43.75,44.599998,583800,44.599998
"392",44.900002,45.200001,42.575001,43.549999,553000,43.549999
"393",43.599998,44,43.150002,43.700001,375100,43.700001
"394",43.75,44.5,41.5,42.099998,776700,42.099998
"395",42.349998,43.200001,40.650002,41.400002,645500,41.400002
"396",41.450001,42.200001,40.900002,41.599998,669800,41.599998
"397",41.549999,43.5,41.349998,42.849998,464200,42.849998
"398",42.700001,43.099998,41.450001,41.450001,1025700,41.450001
"399",41.200001,41.75,40.325001,41.400002,995600,41.400002
"400",43.5,45.099998,42.5,43.700001,1363400,43.700001
"401",44,44.049999,42.349998,42.549999,682500,42.549999
"402",42.400002,43,41.950001,42.5,556900,42.5
"403",43.049999,43.525002,42.599998,43.049999,843000,43.049999
"404",43.049999,44.049999,42.900002,43.549999,633300,43.549999
"405",43.200001,44.25,43.099998,43.5,434600,43.5
"406",43.400002,44,42.549999,43.299999,503300,43.299999
"407",43.5,44.325001,43.25,43.799999,533000,43.799999
"408",45.700001,46,43.400002,45.700001,5268100,45.700001
"409",45.950001,46.924999,45.549999,46.549999,2582600,46.549999
"410",46.349998,47.150002,45.700001,45.950001,11806800,45.950001
"411",46.150002,46.599998,45.325001,46.400002,1376000,46.400002
"412",46.400002,47.945,46.400002,47.5,1915400,47.5
"413",47.25,49.200001,47.25,48.950001,1463900,48.950001
"414",49,49.400002,48.575001,48.75,681300,48.75
"415",48.950001,49.950001,48.849998,49.75,929700,49.75
"416",50,50,48.5,48.599998,859900,48.599998
"417",48.900002,49,47.400002,48.349998,898500,48.349998
"418",48.450001,49,47.700001,48.950001,417400,48.950001
"419",49,49,47.775002,48,676200,48
"420",47.900002,48.325001,47.700001,48.049999,672500,48.049999
"421",48.200001,48.974998,46.799999,46.900002,905100,46.900002
"422",46.799999,47.950001,46.349998,47.349998,1512800,47.349998
"423",47.799999,47.799999,45.700001,45.799999,1056400,45.799999
"424",45.299999,46.174999,44.950001,45.349998,1203300,45.349998
"425",45.650002,46.200001,45.099998,45.950001,853100,45.950001
"426",45.950001,46.799999,45.200001,46.700001,971500,46.700001
"427",46.75,48.150002,46.299999,47.950001,711700,47.950001
"428",48.049999,49.599998,48.049999,49,799700,49
"429",49.150002,49.849998,47.950001,48.849998,1390600,48.849998
"430",48.799999,49.25,47.5,47.849998,806800,47.849998
"431",47.900002,48.400002,47.5,48.299999,725700,48.299999
"432",48.450001,49,47,47.299999,640700,47.299999
"433",47.650002,48.5,47.25,48.450001,687500,48.450001
"434",48.400002,48.650002,47.650002,48.200001,1409400,48.200001
"435",47.849998,48.549999,47.299999,48.349998,634700,48.349998
"436",48.5,48.5,47.549999,47.849998,1480800,47.849998
"437",48.049999,48.650002,47.650002,47.900002,536300,47.900002
"438",47.75,48.700001,47.349998,48.599998,674800,48.599998
"439",48.400002,49.049999,47.75,48.599998,792800,48.599998
"440",48.98,49,47.84,48.610001,911700,48.610001
"441",48.990002,49.990002,48.68,49.5,2043000,49.5
"442",49.490002,50.639999,49.490002,49.700001,1220600,49.700001
"443",49.610001,49.799999,48.57,48.700001,599000,48.700001
"444",49.02,49.076,43.900002,44.549999,3087500,44.549999
"445",44.41,44.689999,43.195,44.639999,1935400,44.639999
"446",44.189999,46.98,44.189999,46.77,1144900,46.77
"447",46.639999,47.220001,45.630001,45.720001,1248900,45.720001
"448",45.48,46.32,44.98,45.43,1002600,45.43
"449",46.459999,46.66,44.439999,45.740002,714400,45.740002
"450",45.619999,46.330002,44.759998,45.700001,396200,45.700001
"451",45.970001,47.740002,45.389999,47.669998,884300,47.669998
"452",47.639999,48.790001,46.419998,47.439999,1111800,47.439999
"453",47.200001,47.91,46.740002,47.259998,1003600,47.259998
"454",47.279999,47.700001,44.130001,44.330002,1393300,44.330002
"455",44.630001,44.761002,41.630001,41.73,1347400,41.73
"456",41.150002,41.174999,38.91,40.040001,2079000,40.040001
"457",40.040001,40.209999,37.860001,37.939999,2658100,37.939999
"458",38.209999,39.605,37.939999,39.369999,2145100,39.369999
"459",38.650002,39.018002,36.290001,36.509998,2069100,36.509998
"460",36.650002,37.110001,32.490002,32.82,3330900,32.82
"461",32.82,35.080002,31.959999,34.889999,2777600,34.889999
"462",35.57,37.290001,35.41,36.5,2003000,36.5
"463",36.43,38.654999,36.009998,38.189999,1453300,38.189999
"464",38.450001,39.68,37.450001,38.529999,1153700,38.529999
"465",38.540001,38.549999,36.5,37,1021300,37
"466",37.189999,37.669998,36.66,37.25,649600,37.25
"467",37.349998,38.400002,36.029999,37.799999,1005700,37.799999
"468",37.400002,39.040001,36.580002,38.889999,2542800,38.889999
"469",40.5,41.900002,35.445,36.720001,3545100,36.720001
"470",36.369999,37.200001,32.779999,33.029999,2074300,33.029999
"471",33.209999,35.93,33.209999,35,2866600,35
"472",35.759998,37.790001,35.549999,36.139999,1749000,36.139999
"473",35.700001,37.779999,35.509998,37.549999,1357500,37.549999
"474",37.720001,38.049999,36.68,37.360001,1196300,37.360001
"475",37.43,37.5,35.154999,35.630001,1042800,35.630001
"476",34.799999,34.799999,32.919998,33.52,1620200,33.52
"477",34,36.139999,33.889999,35.830002,747500,35.830002
"478",35.25,36.860001,35.25,35.849998,258600,35.849998
"479",36.330002,39.439999,36.330002,39.380001,2054900,39.380001
"480",39.259998,40.389999,38.970001,40.299999,989000,40.299999
"481",40.580002,43.130001,40.450001,43,1273000,43
"482",42.779999,43.974998,41.869999,43.91,1356000,43.91
"483",43.68,44.290001,42.98,43.98,1070500,43.98
"484",44.77,45.580002,41.939999,42.529999,1692200,42.529999
"485",42.689999,43.02,40.639999,40.950001,1214000,40.950001
"486",39.93,40.66,38.900002,40.27,957600,40.27
