"","IEX.Open","IEX.High","IEX.Low","IEX.Close","IEX.Volume","IEX.Adjusted"
"65",93.480003,94.160004,92.150002,92.220001,314000,87.162628
"66",92.279999,93.730003,92.010002,93.440002,196700,88.315727
"67",93.010002,93.970001,93.010002,93.330002,155200,88.211754
"68",93.099998,94.050003,93.059998,93.580002,148700,88.448036
"69",93.360001,94.330002,93.099998,94.309998,334000,89.138023
"70",94.129997,94.129997,92.209999,92.330002,191900,87.266594
"71",92.169998,92.709999,91.599998,91.720001,241700,86.690056
"72",92,93.360001,91.839996,93.260002,225900,88.145607
"73",92.550003,93.800003,92.550003,93.529999,304800,88.40078
"74",94.059998,94.43,93.449997,94,441600,88.845016
"75",96.989998,100.660004,96.599998,100.160004,1210900,94.667198
"76",100.150002,102.120003,100.150002,101.589996,568000,96.018776
"77",103.089996,103.370003,101.57,102.089996,545100,96.491356
"78",102.269997,104.440002,100.68,103.470001,518000,97.795685
"79",103.360001,104.660004,103.279999,104.209999,481700,98.495102
"80",104.449997,106.290001,104.220001,105.389999,387300,99.610382
"81",105.779999,105.989998,104.580002,104.760002,431100,99.014946
"82",105.309998,105.370003,104.120003,104.470001,281800,98.740829
"83",104.75,104.879997,104.239998,104.650002,263100,98.910965
"84",104.18,104.43,103.68,104.360001,383600,98.636879
"85",104.510002,104.519997,102.720001,103.970001,571000,98.268257
"86",104.199997,105.379997,103.720001,105.379997,297400,99.600922
"87",105.010002,105.559998,104.800003,104.980003,303100,99.222878
"88",105.129997,106.010002,104.059998,104.209999,277500,98.495102
"89",104.169998,104.699997,104,104.559998,277900,98.825897
"90",103.790001,104.510002,102.690002,104.260002,202400,98.892281
"91",104.080002,104.120003,103.370003,103.510002,159900,98.180901
"92",104.050003,104.639999,103.989998,104.190002,221000,98.825905
"93",104.43,106.040001,104.199997,105.980003,771000,100.523743
"94",105.980003,105.980003,104.279999,105.089996,398900,99.679535
"95",104.769997,106.209999,104.160004,105.57,287700,100.134842
"96",106.349998,107.529999,105.57,106.699997,657500,101.20668
"97",107.269997,107.940002,106.650002,106.849998,376400,101.348953
"98",106.910004,108.68,106.389999,108.650002,661900,103.056282
"99",108.709999,109.870003,107.849998,108.389999,380100,102.809654
"100",108.709999,109.199997,107.379997,107.860001,515000,102.306946
"101",107.75,108.449997,107.209999,107.720001,344600,102.174164
"102",107.239998,108.07,106.93,107.910004,466300,102.354385
"103",107.959999,109.150002,106.440002,108.470001,2849900,102.885559
"104",108.739998,108.989998,107.870003,108.889999,461100,103.283928
"105",109.220001,110.779999,108.980003,110.099998,448400,104.431618
"106",109.900002,110.279999,109.510002,109.82,251300,104.166046
"107",109.540001,110.040001,108.989998,109.559998,313800,103.919426
"108",109.699997,110.190002,109.370003,109.599998,427800,103.957382
"109",109.43,110.510002,109.150002,110.300003,409700,104.62133
"110",110.339996,111.400002,110.18,110.989998,380600,105.275795
"111",111.150002,111.900002,110.269997,111.029999,429200,105.313751
"112",110.989998,111.809998,110.57,111.809998,373500,106.053581
"113",111.82,112.25,111.43,111.980003,317400,106.214844
"114",110.849998,113.040001,110.849998,113.019997,246500,107.201286
"115",112.730003,113.519997,112.5,113.199997,610600,107.372032
"116",113.959999,114.93,113.209999,114.82,249600,108.908615
"117",114.449997,114.940002,112.489998,112.639999,285200,106.840866
"118",112.440002,112.629997,110.910004,111.099998,288800,105.380135
"119",111.120003,111.629997,110.769997,111.540001,225000,105.797478
"120",111.5,112.839996,111.209999,112.699997,426200,106.897774
"121",113.110001,113.169998,112.139999,112.589996,223800,106.793449
"122",112.580002,112.809998,111.480003,111.480003,253500,105.74057
"123",112.150002,112.779999,111.82,112.57,356800,106.774445
"124",112.769997,112.769997,110.970001,111.57,280500,105.825958
"125",112.019997,113.449997,111.860001,113.010002,366600,107.191818
"126",113.489998,114.669998,112.860001,113.510002,161000,107.666061
"127",113.82,114.199997,113.029999,113.480003,349500,107.637627
"128",113.220001,114.230003,112.5,112.669998,620100,106.869316
"129",112.779999,114.470001,112.459999,114.129997,174600,108.254143
"130",113.970001,114.550003,113.68,113.940002,213700,108.073936
"131",113.790001,113.980003,113.07,113.739998,239900,107.884216
"132",114.339996,115.190002,113.879997,114.260002,430100,108.731178
"133",114.360001,114.480003,112.900002,113.190002,241200,107.712929
"134",113.199997,114.389999,113.129997,113.940002,357200,108.426651
"135",113.849998,114.790001,113.330002,114.190002,224900,108.664551
"136",113.849998,114.230003,113.25,113.370003,2e+05,107.884216
"137",113.459999,114.419998,113.25,114.419998,196900,108.883408
"138",113.980003,114.980003,113.290001,114.290001,240200,108.759705
"139",113.849998,114.610001,113.639999,113.970001,230300,108.455185
"140",113.910004,114.029999,113.419998,113.879997,257100,108.369545
"141",114.559998,115.059998,112.709999,113.139999,523400,107.665359
"142",113.300003,118.080002,113.300003,117.040001,606800,111.37664
"143",117.559998,117.970001,114.080002,115.540001,567900,109.949226
"144",115.230003,116.879997,113.349998,116.610001,326900,110.967453
"145",116.970001,117.25,116.440002,116.540001,273700,110.900848
"146",116.769997,117.199997,115.209999,115.589996,525800,109.996803
"147",115.589996,115.760002,114.440002,115.459999,431900,109.873085
"148",115.510002,115.709999,114.940002,115.709999,168100,110.111008
"149",115.879997,116.489998,115.580002,116.220001,109700,110.596321
"150",116.169998,117.25,116.150002,117.080002,196000,111.414703
"151",116.889999,117.449997,116.330002,116.940002,233700,111.281471
"152",116.75,116.860001,115.629997,115.760002,226200,110.158562
"153",115.169998,115.260002,112.959999,113.040001,305500,107.570213
"154",112.769997,113.669998,112.769997,113.120003,192200,107.646332
"155",113.879997,114.870003,113.800003,114.75,150000,109.197441
"156",114.839996,115.32,114.610001,115.18,164400,109.606636
"157",115.489998,116.580002,115.419998,116.290001,165300,110.662918
"158",115.980003,116.300003,113.580002,113.589996,222200,108.09359
"159",113.080002,113.889999,110.25,112.959999,177600,107.494064
"160",112.919998,113.489998,112.629997,113.410004,177800,107.922295
"161",113.760002,114.720001,113.290001,114.629997,115400,109.08326
"162",114.059998,114.669998,113.849998,113.870003,117900,108.360016
"163",114.389999,114.389999,113.370003,113.68,131600,108.179222
"164",114.300003,114.68,113.989998,114.5,122600,108.959541
"165",115,115.25,114.230003,115.019997,139300,109.454384
"166",114.400002,115.419998,114.400002,115.199997,118600,109.625671
"167",115.050003,116.18,114.970001,115.919998,142500,110.310829
"168",116.43,117.739998,115.980003,117.580002,232200,111.890526
"169",118.190002,118.760002,117.779999,117.779999,159700,112.080841
"170",117.440002,118.07,116.400002,117.239998,190800,111.566956
"171",117.5,117.739998,116.489998,117.239998,159700,111.566956
"172",117.419998,118.150002,116.110001,118.099998,171500,112.385353
"173",117.730003,120.559998,117.68,120.550003,288400,114.716812
"174",121.260002,121.779999,120.099998,120.699997,176700,114.859558
"175",121.129997,122.220001,120.93,121.690002,204600,115.801636
"176",121.550003,121.699997,120.019997,120.209999,230700,114.393227
"177",120.209999,120.980003,119.639999,120.82,221900,114.97374
"178",120.5,121.650002,120.5,121.589996,350900,115.706467
"179",121.879997,123.699997,121.699997,123.5,153900,117.524048
"180",123.57,123.940002,123.059998,123.349998,207100,117.381317
"181",123.610001,124.110001,122.949997,123.089996,364800,117.133896
"182",123.18,123.720001,122.449997,123.150002,324400,117.191002
"183",123.220001,123.519997,122.919998,123.120003,568200,117.16246
"184",123.029999,124.050003,122.669998,123.580002,218200,117.600197
"185",123.839996,124.540001,123,123.110001,241100,117.152924
"186",123.699997,124,122.550003,122.989998,239200,117.038734
"187",122.839996,122.839996,121.739998,122.309998,277800,116.391632
"188",122.239998,122.510002,121.43,121.470001,411300,115.5923
"189",121.919998,122.82,121.480003,122.809998,682500,116.867439
"190",122.830002,123.459999,122.510002,123.190002,571700,117.229034
"191",123.470001,124.709999,123.199997,124.330002,316300,118.313896
"192",124.559998,125.419998,123.269997,123.75,186500,117.761971
"193",123.470001,123.900002,122.639999,123.879997,301900,117.885651
"194",124.050003,124.449997,123.010002,123.129997,286000,117.171951
"195",123.860001,123.860001,122.769997,123.059998,245100,117.105354
"196",123.25,123.949997,122.800003,123.230003,309900,117.267113
"197",123.239998,124.919998,123.230003,124.529999,298600,118.504204
"198",124.769997,125.589996,124.260002,124.519997,211700,118.847809
"199",125.25,125.459999,124.480003,125.059998,315000,119.363205
"200",121.910004,124.849998,120.93,124.199997,584300,118.542389
"201",125.040001,125.449997,124.459999,124.529999,400300,118.857361
"202",124,124.660004,123.230003,124.639999,221500,118.962349
"203",125.239998,125.800003,124.739998,125.769997,266300,120.040863
"204",125.629997,125.879997,124.650002,124.739998,155100,119.057762
"205",125.309998,127.059998,125.290001,126.879997,248900,121.100304
"206",126.360001,127.18,125.580002,127.040001,417100,121.253021
"207",127.440002,129.360001,126.480003,129.210007,465700,123.324181
"208",128.789993,128.789993,126.879997,128.410004,343000,122.560608
"209",128.529999,128.529999,127.080002,127.959999,255800,122.131111
"210",128.360001,128.679993,128.070007,128.210007,339300,122.369743
"211",129.399994,129.399994,127.5,128.029999,256200,122.197914
"212",128,128.740005,127.169998,128.479996,240500,122.627419
"213",128.479996,128.740005,127.589996,127.809998,380300,121.987953
"214",127.639999,128.570007,127.239998,127.870003,135100,122.045219
"215",127.779999,128.059998,127.010002,127.480003,185200,121.672981
"216",127.480003,128.130005,126.660004,128.029999,222300,122.197914
"217",126.989998,127.400002,126.080002,127.290001,161300,121.491615
"218",127.360001,128.520004,127.169998,128.020004,174200,122.188377
"219",127.360001,128.570007,127.25,127.959999,230700,122.131111
"220",127.389999,127.919998,126.989998,127.639999,148800,121.825699
"221",127.080002,127.400002,126.199997,126.449997,122300,120.689903
"222",127.050003,128.309998,126.980003,128.110001,171900,122.274284
"223",127.68,128.539993,126.580002,128.110001,169600,122.274284
"224",128.720001,129.350006,127.760002,129.050003,154300,123.171478
"225",127.160004,130.479996,127.160004,130.119995,295000,124.192726
"226",130.410004,130.979996,129.740005,130.309998,128900,124.374077
"227",130.559998,130.789993,129.970001,130.690002,73900,124.736755
"228",130.929993,131.679993,130.210007,130.830002,340100,124.870384
"229",131.220001,132.770004,130.699997,132.600006,226000,126.559769
"230",132.75,133.360001,131.910004,132.5,211100,126.46431
"231",132.5,135.699997,132.130005,135.570007,435000,129.39447
"232",134.919998,135.600006,131.809998,133.990005,298600,127.886452
"233",135.240005,135.539993,133.289993,133.589996,253900,127.504639
"234",133.970001,134.039993,132.699997,132.850006,287900,126.798378
"235",132.559998,133.229996,131.710007,131.990005,293600,125.977547
"236",132.199997,133.660004,131.970001,132.300003,243700,126.273438
"237",132.860001,133.110001,132.330002,132.639999,177100,126.597923
"238",132.699997,133.410004,132.059998,132.309998,155500,126.28299
"239",132.309998,132.520004,130.929993,131.330002,201700,125.347618
"240",131.059998,131.860001,130.270004,130.419998,175800,124.47905
"241",130.589996,131.130005,129.029999,129.240005,222400,123.352798
"242",129.839996,132.300003,129.839996,131.199997,444500,125.223526
"243",132.240005,132.990005,131.259995,131.940002,236100,125.92981
"244",132.309998,132.320007,131.080002,132.130005,130500,126.111145
"245",132.330002,132.839996,131.820007,132.5,140700,126.46431
"246",132.770004,133.470001,132.110001,132.970001,328700,126.91291
"247",133,133,130.839996,132.070007,129300,126.053879
"248",131.639999,132.410004,130.820007,132.020004,117500,126.006187
"249",132.020004,132.679993,131.669998,132.220001,134100,126.197098
"250",132.820007,132.820007,131.630005,132.5,218600,126.46431
"251",132.669998,133.169998,131.910004,131.970001,205000,125.958458
"252",132.690002,132.820007,130.800003,131.679993,441900,125.681664
"253",131.270004,132.979996,131.149994,132.869995,376600,126.817444
"254",133.550003,135.25,133.550003,135,391300,128.850418
"255",135.360001,135.389999,133.720001,134.740005,170600,128.602264
"256",134.509995,135.669998,134.029999,134.970001,268200,128.821793
"257",135.190002,137.410004,135.190002,135.759995,239000,129.575821
"258",135.339996,135.339996,133.759995,134.940002,264000,128.793152
"259",134.850006,136.779999,134.729996,136.740005,176500,130.87001
"260",136.850006,137.369995,134.610001,136.809998,159800,130.936981
"261",137.770004,138.570007,136.179993,136.830002,261900,130.956131
"262",137.520004,137.520004,136.229996,136.520004,236300,130.659439
"263",136.960007,137.869995,136.580002,136.699997,208300,130.831711
"264",137.380005,138.460007,137.199997,138.350006,111000,132.410904
"265",138.130005,139.119995,136.089996,137.710007,214700,131.798401
"266",137.559998,138.229996,136.690002,137.690002,202700,131.779205
"267",138.300003,139.149994,137.630005,138.199997,206900,132.267349
"268",138.970001,140.899994,138.289993,140.820007,378000,134.774841
"269",141.050003,143.169998,140.259995,142.429993,295200,136.315704
"270",142.130005,143.190002,140.600006,140.660004,221800,134.621735
"271",148.320007,148.320007,141,144.449997,686400,138.249023
"272",145.669998,147.910004,142.759995,143.479996,547800,137.320663
"273",143.199997,145.199997,141.860001,144.550003,294000,138.344742
"274",144.160004,144.199997,141.839996,142.130005,337100,136.028625
"275",140.449997,142.300003,135.110001,135.369995,353600,129.558807
"276",132.589996,136.679993,130.720001,135.520004,451100,129.702393
"277",135.570007,138.160004,135.009995,136.669998,282100,130.803009
"278",137.270004,137.800003,132.660004,132.720001,371800,127.022583
"279",134.5,134.779999,127.400002,130.899994,491900,125.280708
"280",131.710007,134.369995,130.960007,132.630005,306400,126.936417
"281",132.300003,133.690002,130.669998,133,314900,127.290573
"282",132.589996,135.110001,131.270004,135.039993,198700,129.242966
"283",136,137.039993,134.729996,136.960007,186200,131.080551
"284",136.830002,138.649994,136.570007,137.350006,213500,131.453812
"285",136.300003,137.729996,135.860001,136.830002,184400,130.956131
"286",136.580002,140,136.580002,137.110001,299500,131.224106
"287",137.509995,139.240005,137.25,138.119995,192800,132.190781
"288",138.75,140.289993,138.360001,140.240005,220600,134.219788
"289",141.039993,142,139.669998,141.800003,259500,135.712784
"290",141.979996,142.679993,139.350006,139.539993,286000,133.549805
"291",140.289993,140.289993,136.800003,136.800003,260100,130.927429
"292",137.369995,138.330002,134.149994,135.940002,248100,130.10437
"293",134.800003,137.580002,134.190002,137.449997,377200,131.549484
"294",136.759995,139.520004,136.490005,138.899994,360600,132.937256
"295",139.350006,141.389999,138.610001,141.029999,328000,134.975845
"296",140.020004,142.729996,139.550003,142.050003,438800,135.952042
"297",142.460007,143.279999,141.119995,142.830002,266200,136.698578
"298",143.75,147.919998,143.479996,147.449997,429500,141.120224
"299",147.919998,147.919998,145.559998,146.699997,190100,140.402435
"300",147.279999,147.940002,145.820007,146.300003,172400,140.019623
"301",146.779999,147.860001,145.009995,146.889999,250300,140.584244
"302",146.889999,147.800003,145.770004,146.899994,197000,140.593857
"303",147.380005,148.259995,146.600006,147.720001,461100,141.378662
"304",147.080002,147.610001,144.949997,147.259995,137200,140.938416
"305",147.529999,150.660004,147.529999,150.369995,415600,143.914902
"306",150.059998,150.720001,149.220001,149.649994,303200,143.2258
"307",148.550003,148.809998,144.649994,144.710007,198700,138.497864
"308",145.779999,148.860001,142.520004,142.779999,310300,136.650742
"309",144.5,145.589996,143.100006,145.300003,393500,139.062546
"310",146.190002,146.279999,140.690002,141.509995,305500,135.435196
"311",141.460007,142.270004,139.399994,140.520004,354100,134.487747
"312",141.490005,143.919998,140.520004,142.509995,312700,136.392288
"313",142.509995,143.270004,138.259995,139.399994,321500,133.415802
"314",140.369995,142.020004,139.639999,141.199997,371400,135.13855
"315",139.289993,142.800003,138.399994,142.660004,298500,136.535873
"316",143.059998,144.210007,142.130005,142.630005,249200,136.507156
"317",141.820007,142.449997,137.309998,138.770004,293300,132.812897
"318",139.570007,141.5,138.479996,139.240005,234500,133.262695
"319",141.220001,142.619995,140.720001,141.389999,428900,135.320389
"320",140.559998,141.850006,139.770004,141.059998,277000,135.004562
"321",141.509995,142.850006,140.710007,142.199997,223200,136.095627
"322",143.289993,144.089996,141.179993,141.940002,174000,135.846756
"323",142.520004,142.770004,141.550003,142.490005,332200,136.373169
"324",143.880005,145.220001,142.830002,144.520004,230100,138.316025
"325",145.410004,145.779999,144.279999,145.630005,242400,139.378387
"326",145.410004,146.669998,144.330002,145.179993,286900,138.947678
"327",145.699997,146.75,143.429993,144.639999,314200,138.430847
"328",145.190002,146.190002,142.630005,142.699997,197000,136.574188
"329",143.960007,144.419998,136.449997,138.369995,368100,132.430038
"330",137.869995,138.889999,136.839996,137.839996,335400,131.922791
"331",138.130005,138.130005,134.860001,137.160004,439100,131.271973
"332",137.25,138.759995,135.070007,136.490005,331900,130.630753
"333",135.75,137.990005,133.520004,133.660004,458500,127.922218
"334",133.660004,133.919998,132.229996,133.339996,510800,127.615967
"335",133.550003,134.110001,132.639999,132.869995,455200,127.166107
"336",132.809998,133.789993,130.369995,132.580002,376400,126.888588
"337",131.889999,137.529999,131.479996,136.5,489900,130.64032
"338",136.729996,136.919998,135.919998,136.270004,456500,130.420166
"339",135.160004,137.119995,135.160004,136.369995,318700,130.515884
"340",137.020004,137.210007,135.929993,136.600006,324100,130.735992
"341",137.320007,138.490005,136.990005,137.850006,230400,131.932358
"342",138.339996,139,137.660004,138.789993,233300,132.831985
"343",138.809998,139.410004,137.460007,137.720001,183200,132.217575
"344",137.029999,137.320007,136.479996,137.119995,149400,131.641525
"345",137.25,138.220001,137.009995,137.410004,194100,131.919952
"346",137.350006,138.5,137.270004,138.020004,192400,132.505585
"347",137.610001,139.800003,137.610001,139.539993,298900,133.964828
"348",140.550003,142.149994,140.229996,142.020004,194600,136.345779
"349",142,142.619995,140.25,140.330002,191500,134.723328
"350",139.809998,140.539993,139.169998,139.75,191600,134.166489
"351",139.699997,141.039993,139.429993,140.929993,277700,135.299332
"352",140.240005,140.610001,138.949997,139.270004,126200,133.705658
"353",138.240005,139.729996,136.820007,137.899994,244100,132.39035
"354",138.899994,141.75,138.899994,140.589996,329100,134.972885
"355",139.580002,140.380005,138.649994,138.679993,616100,133.139191
"356",139.809998,140.270004,139.289993,139.470001,276600,133.897644
"357",139.940002,140.880005,138.679993,139.240005,282600,133.676849
"358",139.479996,141.300003,139.479996,141.259995,306600,135.616135
"359",141.529999,142.690002,140.839996,142.490005,233700,136.796967
"360",142.889999,144.110001,142.070007,143.309998,217700,137.584229
"361",143.169998,144.160004,142.740005,144.130005,232200,138.37146
"362",144.100006,144.910004,143.220001,143.389999,233100,137.661041
"363",143.690002,143.820007,142.470001,143.229996,241700,137.507385
"364",143.490005,143.699997,141.809998,142.179993,232700,136.499344
"365",142.449997,144.179993,142.449997,143.669998,303800,137.92984
"366",143.300003,143.539993,141.589996,143.25,540400,137.526627
"367",142.020004,144.429993,141.660004,143.990005,269400,138.237061
"368",142.990005,143.5,140.690002,141.600006,275800,135.942551
"369",142.570007,142.740005,140.679993,141.210007,231300,135.568115
"370",141.110001,141.110001,137.949997,138.75,263000,133.206406
"371",140.009995,140.009995,138.429993,138.660004,329500,133.12001
"372",138.389999,138.550003,136.190002,137.119995,282500,131.641525
"373",137.5,137.740005,135.919998,136.070007,415200,130.633499
"374",136.649994,138.330002,135.589996,135.589996,355000,130.172684
"375",135.639999,136.429993,134.279999,135.520004,305000,130.105469
"376",136.289993,138.449997,136.139999,136.479996,442900,131.027084
"377",135.919998,136.270004,134.669998,135.789993,441600,130.364655
"378",136.229996,137.369995,135.320007,135.440002,181300,130.028687
"379",136.259995,137.850006,135.25,137.580002,515100,132.083176
"380",137.669998,137.949997,136.630005,137.389999,228300,131.900742
"381",138,139,137.529999,138.380005,420400,132.851212
"382",138.559998,139.460007,137.940002,138.759995,376900,133.216003
"383",137.460007,137.679993,136.179993,136.740005,270500,131.276718
"384",137.229996,138.360001,136.039993,138.149994,294400,132.630371
"385",137.550003,139.059998,137.550003,138.649994,361300,133.525986
"386",138.529999,138.869995,137.149994,137.419998,241000,132.341476
"387",137.339996,139.110001,136.570007,138.630005,258100,133.50676
"388",139.070007,139.449997,138,139.080002,290500,133.94014
"389",138.929993,141.139999,138.520004,140.669998,230500,135.471359
"390",140.220001,141.850006,139.529999,140.039993,250200,134.864639
"391",139.380005,139.380005,137.210007,137.449997,233800,132.370361
"392",138.399994,140.210007,138.279999,139.600006,337700,134.440918
"393",143.699997,150.070007,142.639999,149.039993,979200,143.532013
"394",150,152.110001,148.119995,150.369995,593500,144.812897
"395",150.789993,150.850006,149.050003,149.949997,339900,144.408432
"396",150,151,147.830002,147.970001,361800,142.501587
"397",149.350006,153.860001,148.639999,153.580002,551900,147.904251
"398",153.389999,153.990005,152.600006,152.649994,397100,147.008621
"399",151.720001,154.240005,151.399994,152.789993,413400,147.143448
"400",153.279999,153.759995,150.699997,151.759995,339500,146.15152
"401",152.059998,153.509995,151.970001,152.970001,224600,147.316803
"402",152.059998,154.619995,152.059998,153.270004,244300,147.605728
"403",153,153.259995,151.699997,152.520004,154500,146.883423
"404",152.759995,153.270004,151.240005,151.649994,109600,146.045563
"405",151.070007,151.929993,150.479996,151.039993,159700,145.458115
"406",151.399994,151.820007,150.059998,151.089996,232000,145.506256
"407",151.490005,153.460007,150.399994,152.110001,259000,146.488586
"408",151.190002,152.020004,149.330002,151.580002,247700,145.978165
"409",152.179993,153.210007,151.820007,152.029999,205500,146.41156
"410",152,152.919998,151.759995,152.119995,350500,146.49826
"411",152.830002,153.520004,152.190002,153.070007,262200,147.413132
"412",153.009995,153.990005,152.339996,153.759995,350500,148.077621
"413",153.360001,153.440002,151.649994,152.820007,140100,147.172348
"414",152.679993,152.789993,150.630005,150.949997,337000,145.371475
"415",151.380005,152.020004,150.289993,151.5,335100,145.901138
"416",152.309998,153.710007,151.570007,153.509995,217500,147.836838
"417",154.100006,154.410004,153.160004,153.669998,174900,147.990952
"418",154.199997,156,153.330002,155.360001,179200,149.618454
"419",155.070007,155.350006,153.649994,153.910004,236200,148.222061
"420",153.619995,154.130005,152.919998,153.210007,303800,147.547943
"421",153.160004,153.399994,151.770004,152.789993,170600,147.143448
"422",152.039993,153.259995,151.710007,152.690002,294400,147.04715
"423",152.759995,154.100006,152.550003,152.570007,351900,146.93161
"424",152,153.820007,151.080002,152.350006,258200,146.719727
"425",152.710007,154.119995,152.470001,152.520004,328800,146.883423
"426",151.869995,153.229996,151.220001,152.070007,440900,146.450089
"427",152.169998,152.610001,150.770004,151.130005,288600,145.54483
"428",151.520004,153.389999,151.479996,153.360001,428600,147.692383
"429",153.570007,155.600006,153.570007,155.279999,390300,149.541397
"430",155.720001,156,153.529999,153.899994,257600,148.212433
"431",154.350006,156.220001,154.089996,155.960007,293900,150.19632
"432",156,156.429993,154.410004,155.100006,274700,149.368088
"433",156.100006,157.509995,155.740005,156.770004,298900,150.976364
"434",156.970001,157.839996,156,156.160004,485700,150.388931
"435",156.059998,156.059998,153.960007,154.779999,221900,149.059921
"436",155.490005,155.490005,153.880005,154,227300,148.308762
"437",154.220001,155.309998,152.949997,153.25,314500,147.586441
"438",153.559998,154.149994,152.179993,152.210007,253500,146.5849
"439",151.979996,152.520004,150.350006,150.660004,398400,145.092178
"440",151.860001,152.25,149.550003,151.110001,573000,145.525558
"441",151.080002,151.309998,149.800003,149.919998,298300,144.379501
"442",150.199997,151.669998,149.050003,150.970001,571700,145.390717
"443",150.509995,151.600006,149.289993,149.830002,211900,144.292847
"444",150.149994,150.600006,147.179993,148.059998,143900,142.588257
"445",147.589996,148.380005,144.800003,145.800003,364700,140.411789
"446",145.089996,145.940002,142.809998,143.429993,500800,138.129379
"447",142.770004,143.539993,139.630005,140.119995,568500,134.941681
"448",139.339996,140.809998,134.020004,134.179993,471900,129.221222
"449",136.320007,136.850006,132.929993,136.490005,538100,131.445847
"450",135.529999,136.369995,135.039993,135.179993,329100,130.595673
"451",135.559998,137.800003,135.169998,136.800003,550700,132.160751
"452",136.669998,138.160004,136.259995,137.360001,651900,132.701752
"453",136.160004,136.169998,133.899994,134.369995,550300,129.813126
"454",134.509995,134.809998,132.619995,132.860001,309400,128.354355
"455",133.169998,134.559998,132.330002,133.550003,592100,129.020966
"456",130.559998,131.630005,128.649994,129.410004,800800,125.02137
