"","DUK.Open","DUK.High","DUK.Low","DUK.Close","DUK.Volume","DUK.Adjusted"
"31",76.790001,77.169998,76.279999,76.779999,3802900,62.824951
"32",77.169998,79.209999,76.769997,78.900002,6795600,64.559647
"33",78.699997,78.989998,77.980003,78.360001,4104600,64.117798
"34",78.300003,79.220001,77.93,79.089996,2735000,64.715126
"35",79.209999,79.989998,78.959999,79.870003,2895000,65.35334
"36",79.980003,81.07,79.900002,80.910004,2801200,66.204323
"37",81.199997,82.209999,81.169998,81.959999,3846800,67.063469
"38",81.93,82.199997,81.5,81.860001,2505800,66.981651
"39",81.589996,82.82,81.589996,82.550003,3529900,67.546257
"40",81.599998,82.519997,81.199997,81.93,4832300,67.038925
"41",81.599998,82.779999,81.389999,82.360001,4176100,67.390778
"42",82.139999,82.160004,81.279999,81.910004,2848100,67.022583
"43",81.959999,82.080002,81.529999,81.870003,2785100,66.989838
"44",81.589996,82.07,81.459999,81.690002,3732600,66.84256
"45",81.110001,81.120003,80.25,80.32,3342600,65.721558
"46",80.519997,80.790001,80.019997,80.050003,3074500,65.500626
"47",80.410004,80.949997,80.169998,80.639999,3334400,65.983391
"48",80.800003,80.970001,80.459999,80.870003,3423500,66.1716
"49",80.849998,81.110001,80.610001,80.870003,2151200,66.1716
"50",81.080002,82.360001,80.839996,82,3727700,67.096222
"51",82.199997,82.330002,81.239998,81.620003,4352300,66.785278
"52",81.849998,82.25,81.519997,81.839996,7276900,66.965279
"53",81.93,82.099998,80.860001,81.18,3271000,66.42524
"54",81.150002,83.010002,81.120003,82.68,5092500,67.652618
"55",82.989998,83.589996,82.580002,82.760002,2881800,67.718079
"56",82.489998,83.290001,82.349998,82.68,2410000,67.652618
"57",82.610001,83.269997,82.449997,82.989998,2078800,67.906265
"58",83.32,83.580002,82.410004,82.790001,2125800,67.742615
"59",82.540001,82.980003,82.349998,82.93,2458500,67.857178
"60",82.739998,82.739998,82.190002,82.419998,2087600,67.43988
"61",82.110001,82.120003,81.660004,82.040001,2467000,67.128952
"62",81.910004,82.470001,81.730003,82.010002,2251800,67.104393
"63",81.900002,82.290001,81.269997,82.25,2756200,67.300758
"64",82.239998,82.690002,81.980003,82.370003,1761400,67.398949
"65",82.269997,82.970001,82.110001,82.870003,2064000,67.80809
"66",82.660004,82.870003,82.370003,82.589996,2499200,67.578957
"67",82.800003,82.989998,82.209999,82.260002,2453100,67.308937
"68",82.300003,82.440002,81.849998,82.400002,2563900,67.423508
"69",82.32,82.400002,81.779999,82.190002,1876600,67.251694
"70",81.959999,82.839996,81.760002,82.779999,2230800,67.734421
"71",82.760002,82.900002,82.129997,82.589996,2425200,67.578957
"72",82.699997,83.010002,82.540001,82.93,2046600,67.857178
"73",82.900002,83.260002,82.650002,82.860001,2257400,67.799889
"74",82.839996,82.910004,82.019997,82.349998,2132600,67.382576
"75",82.349998,82.349998,81.419998,82.029999,2330800,67.120758
"76",82.099998,82.699997,82.029999,82.209999,2471100,67.268051
"77",82.410004,82.690002,81.639999,82.580002,2641300,67.570786
"78",82.410004,82.720001,82.120003,82.690002,2954400,67.660782
"79",82.57,83.290001,82.440002,82.599998,2291800,67.587151
"80",82.68,83.349998,82.599998,82.900002,1736700,67.832619
"81",82.709999,82.900002,82.260002,82.5,2166600,67.50531
"82",82.510002,82.620003,81.849998,82.07,2069600,67.153473
"83",82.230003,82.580002,81.900002,82.389999,2576100,67.415321
"84",82.279999,82.550003,81.910004,82.040001,2128500,67.128952
"85",81.93,82.660004,81.870003,82.589996,2110400,67.578957
"86",82.690002,83.150002,82.690002,82.980003,2144500,67.898079
"87",83.019997,83.160004,82.370003,82.919998,2179400,67.848976
"88",82.529999,82.970001,82.080002,82.110001,2478000,67.186211
"89",82.269997,82.699997,82.010002,82.480003,2142900,67.488976
"90",82.150002,83.019997,82.059998,83,2372900,67.914459
"91",83.099998,83.669998,83.019997,83.480003,2013500,68.307205
"92",83.550003,83.790001,83.260002,83.580002,2043000,68.389038
"93",83.580002,83.800003,83.089996,83.120003,2614700,68.012642
"94",82.269997,83.239998,82.269997,82.779999,4344700,68.438408
"95",83.099998,83.660004,82.489998,83.25,3772300,68.827003
"96",83.360001,83.43,82.720001,83.370003,3104700,68.926216
"97",83.269997,84.339996,83.190002,84.099998,2213200,69.529747
"98",84.129997,84.779999,84.019997,84.300003,1749300,69.695076
"99",84.470001,84.879997,84.389999,84.690002,2971100,70.017509
"100",84.809998,85.25,84.610001,85.139999,2801700,70.389557
"101",85.190002,85.349998,84.949997,85.07,2024000,70.331665
"102",85.199997,85.540001,84.879997,85.410004,2501600,70.612762
"103",85.519997,86.010002,85.400002,85.68,3250800,70.835999
"104",85.480003,86.400002,85.239998,86.400002,3158900,71.431259
"105",86.790001,86.800003,85.919998,86.279999,2114500,71.332039
"106",86.25,86.300003,85.690002,85.830002,2284900,70.959999
"107",86.089996,86.160004,85.660004,85.809998,2066800,70.943466
"108",85.809998,86.239998,85.580002,86.089996,3025100,71.174965
"109",86.089996,86.089996,84.75,85.379997,2571100,70.58799
"110",85.099998,85.75,84.919998,85.720001,2264200,70.869072
"111",85.730003,86.190002,85.080002,85.620003,3292600,70.786392
"112",85.529999,86.050003,85.419998,85.949997,2421400,71.059219
"113",86.440002,86.839996,86.089996,86.32,2432900,71.365105
"114",86.209999,86.959999,86.080002,86.949997,2468100,71.885971
"115",87.120003,87.489998,86.910004,87.139999,4996900,72.043045
"116",87.309998,87.309998,86.519997,86.889999,2394500,71.836372
"117",86.839996,87.050003,86.669998,86.910004,2420400,71.852905
"118",86.93,87.139999,86.120003,86.57,1735200,71.5718
"119",86.400002,86.730003,86.220001,86.279999,2106900,71.332039
"120",86.220001,86.599998,85.860001,85.959999,1543000,71.067474
"121",86.330002,87.050003,85.989998,86.699997,2834500,71.679268
"122",86.360001,86.540001,85.449997,85.699997,2404500,70.852531
"123",86.029999,86.080002,84.860001,84.970001,3180700,70.249001
"124",84.730003,84.730003,83.769997,84.029999,3859300,69.471863
"125",84.150002,84.419998,83.589996,83.589996,3607600,69.108086
"126",83.779999,83.839996,83.160004,83.309998,1705900,68.876587
"127",83.32,83.489998,82.720001,83.290001,3530000,68.860039
"128",83.099998,83.300003,82.769997,83.209999,2801800,68.793922
"129",83.220001,83.75,83.089996,83.419998,2531400,68.967545
"130",83.580002,83.82,83.160004,83.190002,1833900,68.777397
"131",83.370003,83.440002,82.800003,83.18,2558000,68.769135
"132",83.830002,84.269997,83.709999,83.980003,2946600,69.430527
"133",83.82,83.980003,83.349998,83.370003,2175400,68.926216
"134",83.849998,84.129997,83.68,83.839996,1377300,69.314781
"135",83.839996,84.099998,83.599998,84.029999,1594100,69.471863
"136",84.07,84.279999,83.93,84.190002,1653500,69.604156
"137",84.269997,84.43,83.959999,84.349998,1790100,69.73642
"138",84.599998,84.949997,84.239998,84.93,1971700,70.215935
"139",84.889999,85.230003,84.379997,85.199997,2494400,70.43914
"140",85.239998,85.279999,84.330002,84.550003,2541700,69.901756
"141",84.57,84.660004,83.690002,83.809998,1926900,69.289955
"142",83.68,84.459999,83.599998,84.449997,1702400,69.819084
"143",84.199997,85.050003,84.050003,85.050003,2179600,70.315147
"144",85.010002,85.230003,84.580002,84.910004,2089800,70.199417
"145",84.900002,85.330002,84.660004,85.120003,2435100,70.373024
"146",85.150002,85.519997,85.050003,85.169998,2825100,70.414352
"147",85.010002,85.739998,84.650002,85.739998,2131600,70.88562
"148",86,86.519997,85.510002,86.510002,2915600,71.522217
"149",86.169998,86.580002,85.970001,86.480003,2599600,71.497406
"150",86.459999,86.550003,86,86.260002,2026400,71.315514
"151",86.099998,86.610001,86.010002,86.599998,2045800,71.596603
"152",86.760002,86.900002,86.010002,86.199997,2115400,71.265907
"153",86.199997,86.599998,85.760002,86.389999,2140900,71.422997
"154",86.470001,86.470001,85.160004,85.699997,2516800,70.852531
"155",85.82,86.269997,85.639999,86.120003,2473800,71.199768
"156",85.910004,86.970001,85.889999,86.889999,1876300,71.836372
"157",85.970001,86.370003,85.709999,86.309998,1804200,72.095306
"158",86.309998,86.449997,85.800003,85.870003,2055000,71.727791
"159",85.75,86.830002,85.610001,86.379997,2853800,72.153778
"160",86.5,86.68,86.160004,86.580002,2090600,72.320854
"161",86.580002,86.709999,86.110001,86.550003,1719800,72.295792
"162",86.57,86.989998,86.139999,86.879997,1931900,72.571426
"163",86.739998,87.120003,86.57,86.769997,1984900,72.479538
"164",87.389999,87.550003,86.970001,87.230003,1708900,72.863792
"165",87.370003,87.5,86.970001,87.419998,1185400,73.022514
"166",87.550003,87.949997,87.330002,87.5,1828300,73.089317
"167",87.32,87.580002,87.07,87.279999,1425100,72.905556
"168",87.379997,87.529999,87.220001,87.300003,2188300,72.922264
"169",87.480003,87.550003,86.730003,87.089996,1364000,72.746834
"170",87.199997,87.529999,86.790001,87.410004,1910400,73.014145
"171",87.519997,87.620003,86.809998,86.989998,1978900,72.663322
"172",87.089996,87.559998,86.870003,87.339996,1943800,72.955673
"173",87.370003,88.029999,87.209999,87.779999,1938300,73.323212
"174",87.639999,88.400002,87.470001,88.339996,1674700,73.79097
"175",88.300003,88.339996,86.720001,87.279999,2900200,72.905556
"176",87.220001,87.239998,86.660004,86.769997,2544800,72.479538
"177",86.739998,87.580002,86.529999,87.5,2755900,73.089317
"178",87.5,87.779999,86.82,87.300003,6419300,72.922264
"179",87.300003,87.309998,85.529999,86.059998,2868200,71.886482
"180",86.059998,86.269997,85.879997,85.980003,1954300,71.819664
"181",86.209999,86.25,84.860001,85.199997,2982700,71.168106
"182",85.220001,85.660004,85,85.160004,2456100,71.13472
"183",85.360001,85.400002,84.220001,84.25,1799200,70.37458
"184",84.25,85.139999,84.239998,85.139999,2117300,71.118004
"185",85.040001,85.160004,84.690002,84.82,1570600,70.850708
"186",84.400002,84.599998,83.519997,83.940002,2318900,70.115631
"187",83.650002,84.5,83.400002,84.260002,2365800,70.382935
"188",84.129997,84.220001,83.599998,83.919998,2384500,70.098923
"189",84.07,84.620003,83.779999,84.360001,2601100,70.466469
"190",84.199997,84.230003,83.519997,83.849998,1926600,70.040459
"191",83.900002,84.480003,83.650002,84.470001,3088800,70.558342
"192",84.559998,84.720001,84.139999,84.290001,2060300,70.407982
"193",84.010002,84.739998,83.800003,84.639999,2744500,70.70034
"194",84.75,85.25,84.690002,84.82,2720900,70.850708
"195",85,85.879997,84.800003,85.790001,1593100,71.66095
"196",85.800003,86.68,85.760002,86.389999,2235900,72.16214
"197",86.449997,87.07,86.400002,86.970001,2272900,72.646614
"198",87.18,87.599998,86.75,86.790001,2073000,72.496246
"199",86.699997,87.150002,86.419998,87.129997,1728700,72.780251
"200",86.989998,87.589996,86.779999,87.510002,2355500,73.097687
"201",87.339996,87.459999,86.510002,87.040001,1530600,72.705101
"202",87.019997,87.879997,87.010002,87.849998,1672500,73.381691
"203",87.730003,88.059998,87.519997,87.93,2033600,73.448517
"204",87.959999,88,86.879997,87.540001,2609600,73.122726
"205",87.650002,88.059998,87.339996,87.989998,2197800,73.498619
"206",87.610001,87.959999,86.709999,87.75,2268400,73.298149
"207",88.120003,88.550003,87.349998,87.360001,2708400,72.972389
"208",87.230003,88.519997,87.120003,87.949997,2059800,73.465225
"209",87.779999,88.199997,87.68,88.110001,2262300,73.598846
"210",88,88.639999,87.800003,88.309998,2666700,73.765923
"211",88.559998,88.559998,87.559998,87.860001,2023900,73.39003
"212",88,88.730003,87.669998,88.559998,3518300,73.974754
"213",88.279999,89.5,88.160004,88.519997,2405200,73.941322
"214",88.360001,88.720001,87.769997,87.870003,2557000,73.398392
"215",88.080002,89.43,87.610001,89.360001,2315000,74.642998
"216",89.150002,89.68,88.669998,89.230003,3057700,74.534409
"217",89.059998,89.739998,88.910004,89.629997,2101600,74.868523
"218",89.099998,89.290001,88.650002,88.889999,2216700,74.250397
"219",89.059998,90.220001,88.980003,89.879997,2626600,75.077347
"220",89.68,91.139999,89.610001,91.089996,2713100,76.088058
"221",91.379997,91.800003,90.419998,90.580002,3304400,75.662071
"222",89.75,89.910004,88.879997,89.209999,3205200,75.257141
"223",88.860001,89.279999,88.449997,88.519997,2652700,74.675064
"224",88.620003,88.989998,88.32,88.660004,2558500,74.793175
"225",88.760002,89.199997,88.660004,88.809998,2467000,74.919708
"226",88.739998,88.889999,88.290001,88.629997,1653000,74.767853
"227",88.82,89.080002,88.639999,88.779999,936300,74.894409
"228",88.889999,89.019997,88.410004,88.879997,3129300,74.978767
"229",89.080002,89.400002,88.68,88.980003,3013700,75.063126
"230",88.769997,89.349998,88.32,89,2917800,75.079994
"231",89.150002,89.410004,88.739998,89.18,4393100,75.231834
"232",89.389999,89.720001,88.190002,88.730003,3088500,74.852219
"233",89.07,89.43,88.43,88.620003,2552300,74.759422
"234",88.709999,88.75,87.449997,87.959999,3261300,74.202652
"235",88.230003,88.5,87.879997,88.309998,1970100,74.49791
"236",88.25,88.269997,87.540001,87.900002,2346000,74.152039
"237",87.57,88.120003,87.57,88.050003,2701700,74.278587
"238",87.809998,88.389999,87.550003,88.370003,2244200,74.548523
"239",88.010002,88.230003,87.07,87.129997,2787200,73.502464
"240",87.43,88.190002,87.150002,87.559998,3938200,73.865196
"241",87.519997,87.839996,86.720001,87.559998,2437800,73.865196
"242",87.709999,88.160004,87.550003,87.839996,6372800,74.101425
"243",88,88.150002,86.400002,86.540001,3166000,73.004745
"244",86.660004,86.730003,84.93,85.010002,2635100,71.714035
"245",85,85.400002,84.43,84.489998,2011400,71.275368
"246",84.449997,84.769997,83.75,84.300003,2966400,71.115089
"247",84.400002,84.620003,83.970001,84.169998,1683900,71.005424
"248",84.260002,84.379997,83.559998,83.599998,1223100,70.52459
"249",83.639999,84.099998,83.639999,83.980003,1663700,70.845139
"250",84.080002,84.260002,83.860001,83.989998,1904400,70.853584
"251",84.279999,84.580002,83.980003,84.110001,2210700,70.954819
"252",84.279999,84.419998,82.900002,83.230003,3167900,70.212448
"253",83.059998,83.790001,82.839996,82.970001,2690200,69.993118
"254",82.82,83.230003,82.150002,82.32,2475800,69.444771
"255",82.510002,82.75,81.349998,81.940002,3827200,69.124214
"256",81.980003,82.309998,81.720001,82.199997,3560000,69.343544
"257",82.029999,82.029999,80.959999,81.239998,2781700,68.533691
"258",80.779999,80.949997,79.919998,80.110001,3227200,67.580429
"259",79.510002,80.139999,79,79.279999,4087200,66.880249
"260",79,79.610001,78.550003,78.900002,3211400,66.559677
"261",79.089996,79.269997,78.209999,78.419998,4375300,66.154739
"262",78.360001,78.699997,77.620003,78.410004,4125200,66.146309
"263",78.639999,78.639999,77.050003,77.339996,4757600,65.24366
"264",77.470001,77.82,76.639999,76.82,4536700,64.804985
"265",77.160004,77.650002,76.849998,76.949997,3720100,64.914658
"266",77.75,78.449997,77.239998,77.709999,4033900,65.555801
"267",77.699997,77.730003,77.209999,77.239998,3601700,65.159325
"268",77.230003,79.220001,77.199997,78.900002,4842900,66.559677
"269",78.93,79.040001,78.059998,78.830002,3944500,66.500626
"270",78.550003,78.57,77.169998,77.290001,4901300,65.201492
"271",77.099998,77.910004,76.970001,77.660004,3969200,65.513634
"272",77.779999,78.580002,77.25,78.5,4007000,66.222229
"273",78.32,78.650002,76.669998,76.839996,4328600,64.821861
"274",76.82,77.730003,76.43,76.529999,4252400,64.560349
"275",76.650002,77.589996,75.730003,75.809998,5852100,63.952961
"276",75.150002,75.25,72.93,74.489998,7810800,62.839417
"277",74.459999,75.559998,74.18,74.400002,4840400,62.763504
"278",74.089996,75.870003,73.800003,74.32,6160100,62.696007
"279",74.32,76.720001,73.860001,76.099998,6312300,64.197617
"280",76.120003,77.25,75.660004,76.809998,4373100,64.796555
"281",76.540001,77.300003,75.82,77.080002,3808000,65.024345
"282",76.620003,76.660004,75.449997,75.480003,4563000,63.67458
"283",74.769997,76.209999,74.660004,76.199997,3923800,65.048981
"284",76.07,76.889999,75.769997,76.699997,3796600,65.475807
"285",76.209999,76.620003,74.82,75.690002,4017000,64.613617
"286",75.580002,76.5,75.300003,75.330002,4242800,64.30629
"287",75.480003,76.25,75.169998,75.540001,3103900,64.485565
"288",75.449997,77.300003,75.379997,77.220001,2839100,65.919716
"289",79.110001,79.629997,77.650002,77.919998,5253800,66.517265
"290",77.879997,78.290001,76.330002,76.330002,4088600,65.159958
"291",76.019997,76.559998,75.309998,75.339996,3321700,64.314819
"292",75.349998,76.82,75.160004,75.559998,3209700,64.502625
"293",75.459999,76.300003,74.580002,75.349998,3631400,64.323372
"294",75.220001,77.669998,74.870003,77.489998,3840600,66.1502
"295",77.230003,77.389999,75.629997,75.860001,3655400,64.758751
"296",75.410004,75.699997,74.93,75.25,9936900,64.238007
"297",75.529999,76.029999,75.239998,75.989998,4733900,64.86969
"298",75.900002,76.150002,75.519997,76.129997,3870100,64.989212
"299",76.120003,76.730003,76.059998,76.550003,3581800,65.347778
"300",76.900002,77.330002,76.190002,76.470001,6365000,65.279472
"301",76.709999,77.330002,76.449997,77,3788900,65.731903
"302",76.870003,77.629997,76.290001,76.739998,4619000,65.509933
"303",76.900002,77.730003,76.739998,77.589996,6667100,66.235558
"304",77.800003,77.870003,76.709999,77.040001,5503500,65.766052
"305",77.019997,77.370003,76.330002,76.43,3888500,65.245331
"306",76.43,77.220001,75.839996,76.18,4051400,65.031906
"307",76.339996,77.529999,76.080002,76.190002,3704800,65.040451
"308",76.519997,76.919998,75.029999,75.169998,3033400,64.169701
"309",75.300003,76.07,75.230003,75.919998,2805900,64.809944
"310",75.989998,77.690002,75.769997,77.099998,4338900,65.817261
"311",77.32,77.760002,76.559998,77.419998,4543200,66.090431
"312",77.089996,77.910004,77.040001,77.470001,3962500,66.133125
"313",77.550003,78.050003,76.57,77.099998,3741100,65.817261
"314",77,77.639999,76.68,77.260002,2971400,65.95385
"315",77.150002,77.910004,76.709999,77.709999,3467600,66.338005
"316",77.690002,78.790001,76.760002,78.599998,3934200,67.097763
"317",78.589996,78.900002,78.059998,78.160004,3411900,66.722168
"318",78.139999,79.050003,78.040001,78.470001,3855100,66.986778
"319",78.470001,78.559998,77.25,77.519997,4187900,66.175812
"320",77.349998,77.779999,76.790001,77.080002,2426800,65.800209
"321",77.089996,77.379997,75.959999,76.139999,2369000,64.997749
"322",76.269997,76.989998,76.260002,76.669998,3993200,65.450195
"323",76.82,78.080002,76.800003,77.959999,2402900,66.551422
"324",78.010002,78.75,77.790001,78.5,1727800,67.01239
"325",78.650002,79.419998,78.269997,78.279999,2057000,66.824577
"326",78.160004,78.610001,77.849998,78.519997,2423300,67.029472
"327",78.629997,78.720001,77.529999,77.68,2764000,66.312378
"328",77.879997,78.230003,77.57,77.989998,2172700,66.577026
"329",78.220001,78.739998,77.769997,78.220001,4273000,66.773384
"330",78.160004,78.900002,77.82,78.889999,3282100,67.345322
"331",78.870003,79.919998,78.529999,79.839996,2810000,68.156296
"332",79.599998,80.75,79.5,80.5,2600500,68.719719
"333",80.639999,80.849998,80.059998,80.160004,2658100,68.429466
"334",80.160004,80.300003,79.620003,79.830002,2423200,68.147774
"335",79.839996,80.370003,79.57,79.980003,2586200,68.275818
"336",79.75,80.089996,78.82,79.760002,3522600,68.088013
"337",79.769997,80.410004,79.580002,79.879997,3853900,68.19046
"338",79.870003,80.129997,79.440002,79.5,2901400,67.866051
"339",79.309998,79.389999,77.629997,77.879997,4333400,66.483131
"340",77.809998,77.949997,76.879997,77.639999,3853500,66.278244
"341",78.800003,79.480003,77.540001,78.160004,4605300,66.722168
"342",78.209999,78.400002,77.529999,77.910004,4231000,66.508743
"343",78.07,78.220001,77.360001,77.830002,3972500,66.440453
"344",77.349998,77.660004,76.57,76.93,3889100,65.672142
"345",76.93,77.07,75.5,76.029999,5483400,64.903854
"346",75.050003,75.279999,73.910004,74.150002,3474800,64.048714
"347",74.269997,74.550003,73.129997,73.800003,3721000,63.746399
"348",73.980003,74.059998,73.349998,73.68,3301700,63.642738
"349",73.43,74.309998,73.400002,74.07,2957300,63.979607
"350",74.330002,75.050003,74.190002,74.870003,2901100,64.670631
"351",74.870003,75.800003,74.639999,75.739998,4162700,65.422119
"352",75.739998,76.019997,75.580002,75.809998,2262600,65.482582
"353",75.760002,77.040001,75.489998,76.599998,4468600,66.164955
"354",76.269997,77.190002,76.040001,76.980003,2620800,66.493202
"355",76.940002,77.57,76.459999,77.160004,3587800,66.648666
"356",77.120003,77.150002,75.529999,76.080002,3403200,65.715797
"357",76.330002,76.5,75.339996,75.370003,3234500,65.102516
"358",75.440002,75.510002,74.580002,74.75,2497300,64.566994
"359",74.720001,74.860001,73,73.139999,3949500,63.176304
"360",73.139999,74.279999,72.830002,73.480003,3289800,63.469975
"361",73.540001,73.760002,72.870003,73.120003,3268500,63.159031
"362",73.019997,73.239998,71.959999,72.120003,4922400,62.295273
"363",72.129997,72.849998,71.980003,72.480003,4694200,62.606216
"364",72.540001,72.879997,72.010002,72.25,5618200,62.407547
"365",72.5,73.68,72.370003,73.459999,5079900,63.452702
"366",73.290001,74.400002,73.099998,74.300003,6493000,64.178284
"367",74.279999,74.650002,74.040001,74.410004,3223900,64.273308
"368",74.730003,75.849998,74.589996,75.669998,4039400,65.361649
"369",76.290001,76.599998,75.769997,76.190002,3660900,65.810822
"370",76.190002,77.18,76.07,76.910004,4198700,66.432732
"371",76.900002,77.669998,76.760002,77.43,3184200,66.881882
"372",77.5,79.169998,77.470001,79.080002,4768200,68.307114
"373",78.980003,79.529999,78.650002,78.790001,4402500,68.056618
"374",78.760002,79.709999,78.5,79.519997,3978400,68.687172
"375",79.75,80.150002,79.099998,79.230003,2659400,68.436676
"376",79.059998,79.540001,78.510002,79.080002,3385000,68.307114
"377",79.209999,79.860001,78.900002,79.760002,2570000,68.894485
"378",79.760002,80.43,79.449997,79.809998,2568600,68.937675
"379",79.959999,80.620003,79.610001,80.610001,3964600,69.62867
"380",80.580002,81.699997,80.489998,81.620003,2963000,70.501099
"381",81.589996,81.589996,78.370003,78.639999,4505700,67.927055
"382",78.419998,79.940002,77.900002,79.519997,3763200,68.687172
"383",79.709999,80.580002,79.690002,80.379997,3921000,69.430023
"384",80.410004,80.639999,80.099998,80.5,3655400,69.533691
"385",80.669998,80.93,79.980003,80.620003,3366200,69.637321
"386",80.690002,80.980003,80.080002,80.779999,4171500,69.775528
"387",80.940002,81,80.540001,80.650002,2271400,69.663239
"388",80.739998,80.739998,79.900002,80.440002,3103400,69.48185
"389",80.629997,81.75,80.510002,81.199997,3009000,70.138306
"390",81.059998,81.330002,80,80.650002,3013500,69.663239
"391",81.230003,81.230003,79.669998,79.970001,2844900,69.075867
"392",80.099998,80.139999,78.779999,79.889999,4065500,69.006783
"393",79.790001,80.620003,79.690002,80.18,2582100,69.257256
"394",80.449997,81.339996,80.410004,81.139999,2812000,70.086479
"395",81,81.699997,80.75,81.089996,2097200,70.043297
"396",80.849998,81.199997,80.599998,80.769997,2306900,69.766884
"397",81.199997,81.709999,80.760002,81.620003,3691100,70.501099
"398",81.139999,81.440002,80.139999,81.050003,3478500,70.008743
"399",80.629997,81.199997,79.510002,80.449997,4075600,69.490486
"400",80.519997,81.720001,80.290001,81.550003,3122300,70.440636
"401",81.57,82.220001,80.800003,81.120003,3285600,70.069206
"402",81.120003,81.18,80,80.879997,2629400,69.8619
"403",80.620003,80.900002,80.18,80.43,2429900,69.473206
"404",80.459999,80.870003,80.279999,80.809998,1658000,69.80143
"405",80.980003,81.800003,80.849998,80.889999,3467100,69.870522
"406",80.919998,81.120003,80.519997,80.940002,4051000,69.913734
"407",80.970001,81.529999,80.779999,81.220001,2379000,70.155579
"408",81.440002,82.449997,81.309998,81.860001,3683400,70.708397
"409",80.910004,81.839996,80.550003,81.790001,3104900,71.458015
"410",81.639999,82.720001,81.580002,82.279999,3090200,71.886124
"411",82.379997,82.57,81.620003,81.809998,2643600,71.475494
"412",81.709999,81.779999,80.830002,81.279999,2623400,71.012436
"413",81.400002,81.800003,80.540001,80.830002,3050000,70.619293
"414",80.730003,81.449997,80.669998,80.879997,1828100,70.662971
"415",81.07,81.489998,80.660004,81.410004,2296600,71.126022
"416",81.419998,81.589996,80.300003,80.589996,2559200,70.409599
"417",80.440002,80.620003,80.160004,80.349998,2307900,70.199936
"418",80.489998,80.779999,80.190002,80.730003,2322700,70.531929
"419",80.959999,81.449997,80.639999,81.32,2738700,71.047386
"420",81.300003,81.800003,80.870003,81.239998,3837400,70.977493
"421",81.379997,81.879997,81.239998,81.419998,2887100,71.134758
"422",81.510002,83.300003,81.510002,83.190002,4884700,72.681175
"423",82.620003,83.769997,82.620003,83.470001,3213600,72.925797
"424",82.82,83.190002,81.940002,82.470001,3113000,72.052124
"425",82.720001,83.230003,82.260002,82.309998,4512800,71.912331
"426",82.440002,82.800003,81.269997,81.379997,4085500,71.099808
"427",81.230003,81.5,80.610001,80.889999,4646300,70.671707
"428",80.910004,82.209999,80.550003,82.150002,4725200,71.772537
"429",81.989998,82,81.040001,81.699997,3102700,71.379379
"430",81.769997,82.139999,81.260002,82.080002,3052100,71.711372
"431",82.440002,82.5,81.660004,81.919998,4191000,71.571579
"432",81.889999,81.959999,79.620003,80.089996,4469600,69.972763
"433",80,80.739998,79.269997,80.620003,4074900,70.435814
"434",80.5,80.919998,78.529999,79.82,15566200,69.736885
"435",79.709999,79.970001,79.43,79.610001,3633700,69.553398
"436",79.599998,79.699997,78.550003,78.809998,4748700,68.854462
"437",78.800003,79.25,78.040001,78.089996,5169800,68.225403
"438",78,79.32,78,78.940002,3256000,68.96804
"439",79.129997,80.059998,79.099998,80.019997,4540900,69.911598
"440",79.910004,80,79.190002,79.550003,2727200,69.500984
"441",79.93,80.75,79.910004,80.419998,2509500,70.261078
"442",80.339996,80.610001,78.519997,79.190002,4127400,69.18647
"443",79.110001,80.029999,78.559998,79.940002,3620300,69.841713
