"","FIS.Open","FIS.High","FIS.Low","FIS.Close","FIS.Volume","FIS.Adjusted"
"159",89.5,90.129997,88.970001,89.830002,3093600,85.62133
"160",89.830002,90.900002,89.800003,90.860001,1377700,86.603065
"161",91.129997,91.660004,90.879997,91.580002,1218500,87.28936
"162",91.349998,91.489998,91.050003,91.339996,976200,87.060593
"163",91.580002,91.580002,91.050003,91.25,1185200,86.974808
"164",91.589996,91.75,91.18,91.339996,830400,87.060593
"165",91.639999,91.860001,91.360001,91.790001,671600,87.48951
"166",91.339996,92.230003,91.279999,91.940002,930600,87.632477
"167",91.949997,92.489998,91.720001,92.389999,883000,88.061401
"168",92.720001,93.059998,92.489998,92.919998,1430400,88.566559
"169",93.150002,93.290001,91.989998,92.339996,1022200,88.013733
"170",92.099998,92.32,91.699997,92.209999,905200,87.889816
"171",92.389999,92.610001,91.860001,92.470001,966500,88.13765
"172",92.650002,92.839996,92.230003,92.529999,956800,88.194839
"173",92.510002,92.720001,92.129997,92.300003,1060400,87.975601
"174",92.800003,93.389999,92.480003,93.389999,1101100,89.014534
"175",93.5,93.730003,92.949997,93.330002,771800,88.957359
"176",93.080002,93.18,92.410004,92.419998,874200,88.089996
"177",92.099998,92.480003,91.779999,92.110001,997100,88.070862
"178",92.059998,92.330002,91.720001,92.010002,2102100,87.97525
"179",92.190002,93.610001,92.099998,93.540001,2223400,89.438164
"180",93.470001,93.68,92.660004,92.769997,1272300,88.701935
"181",92.870003,93.129997,92.18,92.800003,1136600,88.730614
"182",92.669998,92.93,92.349998,92.720001,849200,88.654114
"183",92.68,93.120003,92.540001,93.050003,968900,88.969635
"184",93.050003,93.209999,92.139999,92.830002,1362000,88.759285
"185",92.93,93.169998,92.510002,92.650002,933100,88.587189
"186",92.980003,93.449997,92.779999,93,955500,88.921844
"187",92.57,93.389999,92.519997,93.339996,891400,89.246918
"188",93.360001,93.650002,93,93.389999,1076600,89.294746
"189",93.459999,93.860001,93.139999,93.330002,867500,89.237373
"190",93.330002,93.589996,93.059998,93.400002,519800,89.304291
"191",93.440002,93.940002,93.269997,93.709999,1107200,89.600716
"192",93.910004,93.949997,93.360001,93.82,733100,89.705872
"193",93.760002,93.989998,93.5,93.910004,1380400,89.791931
"194",94,94.449997,93.809998,94.349998,742000,90.212654
"195",94.510002,94.949997,94.32,94.610001,1332000,90.46122
"196",94.580002,94.720001,94.339996,94.639999,858600,90.489922
"197",94.559998,94.989998,94.419998,94.610001,1051600,90.46122
"198",94.900002,95.139999,94.639999,94.959999,1042800,90.795883
"199",95.059998,95.269997,94.760002,95.209999,1019500,91.034927
"200",95.239998,95.239998,94.129997,94.379997,964000,90.241318
"201",94.370003,95.209999,94.290001,94.809998,652400,90.652466
"202",94.779999,95.209999,94.18,95.150002,1166500,90.977554
"203",95.489998,95.5,94.800003,95.279999,976700,91.101852
"204",95.5,96,95.489998,95.709999,743400,91.512993
"205",95.839996,95.970001,95.239998,95.269997,813300,91.092278
"206",95.309998,95.949997,95.029999,95.529999,864400,91.340881
"207",96.099998,96.360001,95.739998,95.940002,888000,91.732895
"208",96.139999,96.669998,95.879997,96.620003,994500,92.383087
"209",96.449997,96.459999,95.739998,96.07,1241200,91.857231
"210",91.25,93.300003,90.800003,92.760002,4394200,88.692368
"211",94.120003,94.889999,92.470001,93.110001,2849500,89.027008
"212",93.440002,93.629997,92.910004,93.360001,1489400,89.266052
"213",93.010002,93.449997,92.589996,93.18,1264400,89.093925
"214",93.32,93.699997,93,93.129997,1620700,89.04612
"215",92.940002,92.989998,89.309998,90.470001,4748900,86.502785
"216",90.410004,92.110001,90,91.650002,2400600,87.631035
"217",91.5,92.790001,90.959999,92.519997,2704700,88.462875
"218",92.330002,92.970001,92.120003,92.760002,1800200,88.692368
"219",91.830002,92.889999,91.510002,92.849998,1561600,88.778419
"220",92.349998,93.720001,91.660004,93.43,2111000,89.332977
"221",93.269997,93.82,92.139999,93.540001,2414600,89.438164
"222",93.809998,94.239998,93.169998,93.199997,2711900,89.113068
"223",92.989998,93.230003,91.830002,92.059998,1692900,88.023056
"224",92.389999,92.589996,91.790001,91.970001,1429400,87.936996
"225",92.139999,92.25,91.57,91.739998,1924400,87.717079
"226",91.589996,91.809998,91.330002,91.589996,792600,87.573669
"227",91.589996,92.199997,91.5,92.110001,469200,88.070862
"228",92.339996,92.370003,91.529999,91.970001,1155000,87.936996
"229",92,92.839996,91.919998,92.720001,938800,88.654114
"230",93.029999,93.029999,91.910004,92.720001,1068700,88.654114
"231",93.089996,94.400002,92.870003,94.330002,1802900,90.19352
"232",94.129997,94.379997,92.849998,93.75,1488800,89.638947
"233",94.519997,94.589996,93.589996,93.629997,1668400,89.524208
"234",93.809998,95.230003,93.300003,95.169998,2017200,90.996689
"235",94.959999,95.540001,94.43,95.300003,1817100,91.120995
"236",95.43,96.010002,95.199997,95.870003,2004000,91.665977
"237",96.169998,96.440002,95.510002,95.849998,1683500,91.646851
"238",95.809998,96,95.129997,95.709999,1188300,91.512993
"239",95.400002,95.870003,94.110001,94.239998,2546100,90.107452
"240",94.07,95.18,93.980003,94.260002,1496500,90.126572
"241",94.040001,94.459999,93.57,93.599998,1487900,89.771713
"242",93.809998,94.970001,93.519997,94.830002,2735000,90.951408
"243",95.489998,95.75,95.07,95.25,1579600,91.354225
"244",95.379997,95.540001,94.580002,95,1357600,91.114456
"245",95.529999,95.879997,94.959999,95.080002,983600,91.191177
"246",95.269997,95.510002,94.709999,94.860001,964700,90.980179
"247",94.720001,95.050003,94.309998,94.32,881900,90.462273
"248",94.209999,94.379997,93.870003,94.129997,691900,90.280045
"249",94.459999,94.610001,93.839996,94,674300,90.155365
"250",94.209999,94.470001,93.860001,94.279999,1371900,90.423904
"251",94.559998,94.559998,94.089996,94.089996,808300,90.241669
"252",94.309998,94.620003,93.25,93.699997,1231700,89.867615
"253",93.639999,94.449997,93.57,94.25,1370600,90.395126
"254",94.330002,95.57,94.330002,94.949997,1673900,91.06649
"255",95.139999,95.489998,94.43,95.489998,1721000,91.584404
"256",95.379997,96.349998,95.059998,95.730003,1185900,91.814606
"257",95.790001,96.169998,95.529999,96.040001,1338500,92.111923
"258",96.029999,97.290001,95.449997,97.279999,2110700,93.301201
"259",97.330002,97.800003,97.059998,97.779999,1239200,93.780754
"260",97.860001,97.989998,96.910004,97.610001,1773300,93.617699
"261",97.800003,98.360001,96.949997,97.169998,1448600,93.195694
"262",97.769997,97.970001,97.25,97.599998,1407300,93.608124
"263",97.949997,98.059998,97.510002,97.540001,1235500,93.550568
"264",97.870003,98.589996,97.629997,98.470001,1627100,94.44252
"265",98.629997,99.199997,98.410004,99.190002,1111900,95.133095
"266",99.029999,99.809998,98.940002,99.129997,971600,95.075523
"267",99.599998,100.809998,99.220001,100.559998,1542900,96.447037
"268",100.660004,101.800003,100.540001,101.5,1194500,97.348602
"269",101.800003,103.07,101.580002,102.879997,1419700,98.672157
"270",102.910004,103.650002,102.489998,102.690002,1248400,98.489937
"271",102.360001,103.080002,102.18,102.660004,1222100,98.461151
"272",102.669998,103.18,102.169998,102.360001,1500400,98.173424
"273",102.300003,102.879997,101.720001,102.110001,1530800,97.933655
"274",101.559998,102.220001,100.779999,100.809998,1612600,96.686829
"275",100.589996,101.410004,97.029999,97.199997,2636000,93.224464
"276",95.349998,96.209999,92.449997,95.720001,5946300,91.805
"277",95.739998,98.209999,95.480003,96.769997,3099800,92.812065
"278",96.82,97.989998,92.690002,92.739998,3058300,88.946899
"279",93.389999,95.720001,92.120003,95.029999,2572000,91.143242
"280",95.769997,96.379997,94.900002,95.150002,1789900,91.258331
"281",95.080002,96.290001,94.43,96.169998,1144100,92.236595
"282",95.68,96.410004,95.330002,96,1590800,92.073555
"283",96.32,96.57,95.529999,96.559998,1538100,92.610649
"284",96.540001,98.160004,96.540001,97.82,1098100,93.819107
"285",97.239998,98.010002,96.290001,97.32,1501200,93.339561
"286",97.550003,98.919998,97.139999,97.150002,1215000,93.176514
"287",97.639999,99.150002,97.260002,98.029999,2315300,94.020531
"288",98.610001,99.839996,98.080002,99.82,1805300,95.737312
"289",100.010002,101.099998,99.709999,99.919998,2047900,95.833244
"290",99.949997,100.220001,98.43,98.440002,1253400,94.413757
"291",98.5,99.489998,97.150002,97.18,1987200,93.205292
"292",97.25,97.57,95.519997,95.959999,1350800,92.035194
"293",95.279999,97.059998,94.75,96.900002,1260800,92.93676
"294",96.239998,99.629997,96.239998,99.589996,2357000,95.516724
"295",99.82,100.18,98.440002,98.709999,1419500,94.672707
"296",97.910004,98.75,97.790001,98.57,1398500,94.538437
"297",99.139999,99.349998,98.529999,99.279999,1220700,95.219398
"298",99.900002,100.830002,99.389999,100.769997,1703100,96.64846
"299",100.779999,101.589996,100.300003,101.230003,2355000,97.089638
"300",101.220001,101.690002,99.989998,100.410004,1501200,96.303192
"301",100.389999,100.980003,99.849998,100.32,1233000,96.216866
"302",100.389999,101.050003,99.849998,100.099998,783000,96.313072
"303",100.279999,100.879997,100.260002,100.639999,1700800,96.832649
"304",100.389999,100.699997,99.379997,100.050003,715800,96.264977
"305",100.339996,101.050003,99.849998,100.919998,962600,97.102066
"306",101.110001,101.739998,100.480003,100.580002,1023500,96.774925
"307",99.970001,99.970001,97.410004,97.519997,1754300,93.830673
"308",97.629997,97.809998,94.839996,94.860001,1665400,91.271309
"309",95.790001,96.349998,94.550003,96.160004,1942400,92.522141
"310",96.540001,96.790001,94.080002,94.68,1356800,91.098137
"311",94.860001,96.010002,93.949997,95.32,1644400,91.713928
"312",95.730003,97.209999,94.949997,96.300003,1244800,92.65686
"313",95.900002,96.57,93.919998,94.709999,2329900,91.126991
"314",94.779999,95.339996,93.870003,95,2589200,91.406021
"315",93.800003,96.209999,93.709999,96,2107500,92.368187
"316",96.639999,98,96.489998,97.459999,1870500,93.772949
"317",96.580002,97.080002,95.120003,95.529999,1480700,91.915985
"318",96.040001,97.360001,95.400002,96,1688900,92.368187
"319",97.089996,97.620003,96.540001,96.830002,1050700,93.166801
"320",96.080002,97.419998,96.050003,96.339996,1212700,92.695328
"321",96.919998,97.169998,96.559998,96.68,665000,93.022453
"322",97.309998,97.410004,95.860001,96.230003,972200,92.5895
"323",97.059998,97.540001,96.5,97.290001,793700,93.609375
"324",97.879997,97.879997,97.220001,97.610001,2055600,93.917274
"325",98,98,97.330002,97.529999,1599000,93.840317
"326",97.43,97.800003,96.599998,97.059998,908700,93.388077
"327",96.839996,97.220001,95.779999,96.010002,1156000,92.377815
"328",96.43,96.629997,95.459999,95.699997,1158100,92.079536
"329",95.949997,96.279999,94.370003,94.769997,1355300,91.184723
"330",94.800003,94.839996,93.870003,94.110001,1619900,90.549683
"331",94.699997,95.5,94.519997,95,1798700,91.406021
"332",95.089996,95.589996,94.540001,94.699997,2038200,91.117378
"333",95.129997,96.309998,94.900002,94.970001,2914500,91.377159
"334",97,99.709999,96.370003,99.660004,4051800,95.889732
"335",99.760002,100.120003,98.110001,98.489998,2866200,94.763992
"336",98,99.459999,97.769997,99.410004,2282400,95.64917
"337",99.019997,100.839996,98.610001,100.660004,2020900,96.851906
"338",100.650002,102.25,100.480003,102.209999,2203500,98.343254
"339",101.800003,103.5,101.709999,103.190002,2751900,99.286194
"340",103.389999,103.93,102.940002,103.910004,3287500,99.978943
"341",103.699997,105.019997,103.639999,104.910004,1965700,100.941124
"342",104.730003,105,104.050003,104.889999,2149300,100.921875
"343",105,105,104.110001,104.699997,1926300,100.739052
"344",104.150002,104.720001,103.360001,104.699997,1580900,100.739052
"345",104.699997,104.980003,104.169998,104.839996,1329200,100.873764
"346",104.510002,104.949997,103.550003,103.82,1686700,99.892349
"347",103.75,104.550003,103.599998,104.120003,1338700,100.181015
"348",104.720001,104.910004,104.220001,104.449997,824600,100.498512
"349",104.489998,104.489998,103.120003,103.5,1348200,99.584457
"350",103,103.93,102.699997,103.870003,1022700,99.94046
"351",103.959999,104.190002,103.300003,103.800003,1299800,99.873108
"352",103.760002,103.849998,103.349998,103.459999,837600,99.545959
"353",102.889999,103.010002,101.82,102.379997,902900,98.506828
"354",102.540001,103.629997,102.540001,103.260002,1161600,99.353546
"355",103.32,103.559998,102.129997,102.220001,1640000,98.35289
"356",102.949997,103.389999,102.650002,103.220001,1108500,99.315048
"357",102.919998,103.940002,102.919998,103.769997,2946400,99.844238
"358",104,104.900002,103.800003,104.760002,1619500,100.796799
"359",104.949997,107.059998,104.650002,106.93,2699600,102.884689
"360",106.93,106.93,104.699997,105.470001,1110400,101.479935
"361",105.470001,106.169998,105.129997,106.139999,915800,102.124588
"362",106.089996,106.129997,105.660004,105.860001,721700,101.855171
"363",106.040001,107.199997,105.43,107.169998,2442100,103.115639
"364",107.169998,107.879997,106.800003,107.099998,1313500,103.048271
"365",106.919998,107.809998,106.830002,107.720001,1372400,103.955414
"366",107.330002,107.459999,106.559998,107.440002,2173500,103.685196
"367",106.739998,107.349998,106.139999,107.269997,1891200,103.521156
"368",106.449997,107.459999,106.139999,107.389999,1659600,103.63694
"369",107.599998,107.790001,106.82,107,966500,103.260567
"370",107.160004,107.900002,106.989998,107.389999,1223500,103.63694
"371",107.580002,108,106.870003,107.629997,2014700,103.868553
"372",107.269997,107.489998,106.059998,106.580002,1740900,102.85524
"373",106.529999,107.050003,106.059998,106.099998,1634200,102.392029
"374",106.459999,106.599998,104.800003,104.860001,1425100,101.195366
"375",104.760002,106.68,104.760002,105.709999,1422300,102.015663
"376",105.900002,106.800003,105.800003,106.029999,1689900,102.324486
"377",105.209999,106.699997,105.169998,106.699997,1574400,102.971046
"378",107.059998,107.410004,106.459999,106.599998,945100,102.87455
"379",106.5,107.709999,106.32,107.540001,1413900,103.7817
"380",107.510002,108.830002,107.139999,108.370003,1569700,104.58268
"381",108.660004,109.150002,108,108.220001,1645200,104.437943
"382",108.239998,108.589996,107.370003,107.639999,1243600,103.878197
"383",107.150002,108.300003,107.059998,107.730003,1046300,103.965073
"384",108.389999,108.860001,108.139999,108.550003,1618800,104.756409
"385",108.489998,108.690002,107.82,108.129997,1020700,104.351074
"386",108.209999,108.5,107.339996,107.699997,1233200,103.936111
"387",107.779999,108.5,107.419998,108.339996,907000,104.553757
"388",108.339996,109.040001,108.019997,108.970001,1234100,105.161743
"389",108.970001,109.010002,108.209999,108.720001,1300800,104.920479
"390",108.550003,109.139999,108.25,108.900002,587800,105.094177
"391",108.599998,109.360001,108.510002,109.339996,826600,105.518791
"392",109.589996,109.949997,108.269997,108.669998,1545500,104.872223
"393",108.57,109.57,108.379997,109.489998,1221500,105.663544
"394",109.370003,109.620003,108.889999,109.129997,888600,105.316154
"395",109.370003,109.379997,107.169998,107.440002,861500,103.685196
"396",107.330002,107.879997,104.639999,105.059998,1480400,101.388367
"397",103.5,105.75,102.370003,103.129997,3882100,99.525826
"398",103.269997,105.099998,102.410004,102.949997,3051600,99.352119
"399",102.480003,103.669998,102.230003,103.269997,1694900,99.660942
"400",103.389999,104.269997,102.690002,104.220001,1415700,100.577728
"401",104.169998,104.870003,104.029999,104.779999,1192100,101.118156
"402",104.889999,105.370003,104.709999,105.160004,1526300,101.484886
"403",105.309998,106.190002,105.150002,105.870003,1279900,102.170082
"404",105.809998,107.199997,105.68,106.949997,1529600,103.212311
"405",106.5,107.57,106.190002,106.879997,1424800,103.144768
"406",106.860001,107.370003,106.080002,106.139999,757100,102.430634
"407",106.269997,107.199997,105.959999,106.690002,2009600,102.961411
"408",106.25,106.580002,105.620003,106.019997,1158900,102.314819
"409",106.620003,106.949997,106.129997,106.339996,791400,102.623634
"410",106.5,107.290001,106.400002,107.099998,1283000,103.357086
"411",107.010002,107.709999,106.610001,107.480003,2076200,103.723801
"412",107.900002,108.040001,107.489998,107.580002,1355600,103.820313
"413",107.470001,108.510002,107.279999,108.25,968000,104.466888
"414",108.300003,108.849998,108.230003,108.379997,969400,104.592339
"415",108.470001,108.919998,108.139999,108.870003,644100,105.065224
"416",109.160004,109.389999,107.82,107.900002,1195100,104.12912
"417",108.290001,108.720001,107.480003,107.589996,983400,103.829948
"418",107.68,108.300003,107.580002,108.059998,973800,104.283539
"419",107.980003,108.199997,107.489998,107.699997,603900,103.936111
"420",107.559998,108.279999,107.559998,108.169998,863700,104.389687
"421",108.029999,108.309998,107.360001,107.870003,1008700,104.100166
"422",107.550003,107.739998,106.110001,106.540001,1121500,102.81665
"423",106.540001,107.82,106.269997,107.599998,785300,103.839607
"424",107.379997,107.980003,107.120003,107.449997,1066700,103.694847
"425",108,108.889999,107.699997,108.720001,862500,104.920479
"426",108.580002,109.470001,108.230003,109.160004,1077500,105.345085
"427",109.150002,109.730003,108.779999,109.5,807500,105.67321
"428",109.760002,110.25,108.980003,110.050003,1338600,106.515266
"429",109.919998,110.190002,109.199997,110.120003,1306600,106.583023
"430",110.300003,110.5,109.290001,109.43,2197900,105.915176
"431",109.230003,109.970001,109.029999,109.760002,1290800,106.234573
"432",110.059998,110.059998,108.68,108.769997,1264700,105.276375
"433",108.919998,109.830002,108.760002,109.790001,1084500,106.263596
"434",110.32,110.830002,110.160004,110.580002,2813000,107.028244
"435",110.300003,110.449997,108.730003,109.93,1146800,106.399117
"436",110,110.580002,108.400002,109.809998,1128800,106.282959
"437",110.019997,110.5,109.379997,109.519997,1002600,106.002274
"438",109.529999,109.839996,108.169998,108.769997,1721200,105.276375
"439",108.449997,109.610001,108.419998,109.07,1507600,105.56675
"440",109.410004,109.580002,106.849998,107.18,1444700,103.737465
"441",106.93,107.68,106.18,107.519997,1605700,104.066513
"442",108.040001,108.260002,107.300003,108.010002,1395100,104.540771
"443",107.589996,107.949997,106.82,107.629997,2200900,104.172989
"444",107.43,108.589996,106.910004,108.18,1518800,104.705322
"445",107.699997,108.480003,106.220001,107.290001,2042500,103.84391
"446",106.849998,108.230003,106.849998,107.809998,1447600,104.347206
"447",107.349998,107.529999,102.709999,102.830002,1940400,99.527161
"448",102.75,103.25,101.089996,101.169998,2996000,97.920486
