"","FIS.Open","FIS.High","FIS.Low","FIS.Close","FIS.Volume","FIS.Adjusted"
"449",102.470001,103.18,101.239998,102.379997,2966000,99.091614
"450",102.160004,102.290001,101.199997,101.220001,1835000,97.96888
"451",102.07,104.989998,102.010002,104.82,2344500,101.453239
"452",104.589996,105.260002,103.839996,104.870003,1214800,101.501633
"453",104.720001,105.269997,103.199997,104.07,1002200,100.727325
"454",104.400002,105.300003,103.529999,103.75,1080100,100.417603
"455",104.330002,104.730003,103.639999,103.940002,1434400,100.601517
"456",102.470001,103.879997,101.480003,103.160004,1691200,99.846558
"457",102.889999,103.559998,100.559998,100.699997,1187400,97.465584
"458",101.690002,103.150002,101.120003,102.919998,1387000,99.614273
"459",100.93,102.599998,100.300003,101.370003,1244400,98.114052
"460",102.349998,103.089996,98.349998,99.129997,2485000,95.945999
"461",100.120003,103.660004,98.760002,103.620003,3478200,100.291794
"462",104.800003,105.82,103.57,104.099998,2471000,100.756378
"463",103.980003,104.400002,102.169998,103.949997,1769400,100.611176
"464",104.279999,105.139999,102.889999,103.650002,1232000,100.320831
"465",103.669998,104.580002,103.290001,103.970001,991400,100.630554
"466",104.050003,104.879997,103.760002,104.669998,1255600,101.30806
"467",105.690002,107.629997,105.43,107.339996,1920100,103.892303
"468",106.980003,107.790001,106.779999,107.68,1273800,104.22139
"469",107.349998,107.75,106.470001,107.470001,906800,104.018112
"470",107.209999,107.400002,105.610001,105.690002,965300,102.295303
"471",105.809998,106.360001,104.459999,104.800003,1164800,101.433876
"472",105.790001,105.910004,104.32,104.510002,1130000,101.153221
"473",104.199997,107.07,103.839996,106.82,1115200,103.388992
"474",106.139999,108.639999,106.050003,107.860001,1504300,104.395607
"475",107.480003,107.889999,103.949997,104.339996,1394400,100.988663
"476",102.330002,103.529999,101.75,102.449997,1380400,99.159363
"477",103.089996,104.209999,102.269997,103.349998,734900,100.030464
"478",102.459999,103.919998,102.459999,103.260002,313800,99.943359
"479",104.25,104.580002,103.519997,104.389999,759300,101.037064
"480",104,104.459999,103.120003,104.120003,1066000,100.775726
"481",104.68,108.110001,104.68,107.949997,1213800,104.482704
"482",107.279999,107.550003,105.769997,105.849998,1255700,102.450157
"483",105.879997,108.110001,105.879997,107.949997,1933600,104.482704
"484",109,109.330002,107.989998,109.120003,1337700,105.615135
"485",108.419998,109.980003,105.959999,106.120003,1812900,102.711479
"486",103.900002,105.900002,102.669998,105.790001,2241400,102.392105
"487",105.639999,106.410004,103.57,104.620003,1516800,101.259674
"488",104.589996,106.080002,103.389999,105.68,1075800,102.285614
"489",107.919998,107.919998,105.269997,105.830002,1082800,102.430801
"490",107.370003,108.32,106.510002,106.739998,1688900,103.311577
"491",106.370003,107.489998,104.959999,105.849998,1235500,102.758224
"492",104.739998,105.449997,104.07,104.589996,1201500,101.535011
"493",104.050003,104.779999,101.440002,102.059998,2520700,99.078934
"494",103.400002,103.730003,101.089996,101.57,1589700,98.603249
"495",101.43,103.75,100.050003,101.040001,1614800,98.088722
"496",100.580002,101.120003,97.889999,99.139999,1742700,96.244217
"497",98.709999,101.110001,97.5,97.849998,2608800,94.99189
"498",97.18,97.940002,95.440002,95.830002,776100,93.030907
"499",96.25,99.43,94.529999,99.43,1100800,96.525742
"500",98.010002,100.849998,97.139999,100.82,1393400,97.875145
"501",101.419998,102.190002,100.080002,100.809998,975300,97.86544
"502",101.129997,102.550003,99.75,102.550003,1226700,99.554611
"503",100.879997,102.400002,100.5,101.43,1704300,98.467331
"504",99.839996,100.800003,98.099998,98.309998,1612700,95.438461
"505",99.730003,102.080002,99.459999,101.779999,2534200,98.807106
"506",102.059998,103.519997,101.489998,102.419998,2246100,99.428413
"507",103.440002,104.019997,102.809998,103.190002,2029300,100.175919
"508",103.620003,104.139999,102.209999,102.699997,1942500,99.700226
"509",102.589996,103.910004,102.32,103.830002,2121100,100.797234
"510",103.199997,103.779999,102.690002,103.529999,1306000,100.505981
"511",102.760002,104,102.519997,103.660004,1342900,100.632187
"512",103.900002,105.139999,103.57,104.709999,1160200,101.651512
"513",104.879997,105,101.739998,103.669998,2492400,100.641899
"514",102.93,104.75,102.93,104.209999,1618600,101.166122
"515",105,106.589996,104.419998,105.839996,1778600,102.748497
"516",105.470001,105.82,104.309998,105.339996,1458700,102.263107
"517",105.870003,106.419998,104.900002,105.889999,1219400,102.797066
"518",105.75,105.790001,105.029999,105.160004,1348600,102.088379
"519",106,106.019997,104.919998,105.43,1470700,102.350487
"520",104.169998,104.629997,103.68,104.290001,926100,101.24379
"521",104.349998,104.449997,103.410004,103.589996,1009400,100.564232
"522",103.970001,105.82,103.75,105.519997,1381400,102.437859
"523",105.260002,105.900002,104.300003,104.529999,1632200,101.476791
"524",104.540001,107.25,104.540001,107.199997,1820900,104.068779
"525",107.400002,108.970001,106.919998,108.970001,1285500,105.787109
"526",109,109.940002,108.870003,109.900002,1185100,106.689926
"527",109.730003,109.790001,109.050003,109.699997,1033000,106.495766
"528",108.800003,109,107.510002,108.669998,2819300,105.495842
"529",107.910004,109.220001,107.860001,109,2602100,105.816216
"530",109.610001,110.050003,108.980003,109.099998,1574200,105.913284
"531",106.800003,108.43,104.970001,106.550003,3944500,103.437775
"532",107.440002,109.099998,106.330002,106.790001,3539800,103.670761
"533",106.720001,106.93,105.720001,106.300003,3246800,103.195076
"534",107.260002,109.25,106.68,108.93,3211800,105.748245
"535",108.900002,109.169998,107.949997,108.709999,2224100,105.534691
"536",108.589996,108.68,106.949997,107.059998,3753900,103.932877
"537",107.139999,107.720001,106.529999,107.120003,2370900,103.991142
"538",107.470001,107.610001,106.779999,107.089996,1762000,103.962006
"539",107.720001,107.720001,106.620003,106.790001,1424000,103.670761
"540",106.93,107.269997,106.419998,106.809998,2759700,103.690178
"541",106.5,107.360001,106.269997,107.209999,2177800,104.078499
"542",107.199997,108.449997,106.889999,108.150002,3075800,104.991051
"543",109,109.480003,107.830002,108.389999,1756000,105.224037
"544",108.949997,109.43,106.800003,107.32,1751700,104.185287
"545",107.279999,107.690002,106.809998,106.889999,1520000,103.767845
"546",107.190002,107.190002,106.419998,106.599998,1245500,103.486313
"547",106.669998,106.669998,105.43,105.650002,1875000,102.564072
"548",104.989998,105.739998,104.730003,105.709999,1768200,102.622314
"549",106.220001,107.110001,105.870003,107.040001,2322100,103.913483
"550",107.389999,107.760002,106.860001,107.370003,1415300,104.233826
"551",107.029999,108.400002,106.919998,107.599998,2070900,104.4571
"552",107.5,108.25,106.910004,107.779999,1893100,104.973305
"553",107.599998,109.169998,107.550003,108.879997,3613300,106.044662
"554",111.790001,112.169998,106.5,108.120003,16711100,105.304451
"555",107.489998,107.489998,105.760002,106.599998,6677400,103.824036
"556",106.529999,107.599998,104.870003,106.75,10713400,103.970131
"557",106.25,110.309998,106.040001,110.160004,5331000,107.291328
"558",110.160004,111.330002,109.480003,110.410004,6868700,107.534821
"559",110.410004,110.470001,108.330002,108.419998,3464500,105.596634
"560",108.900002,109.989998,108.639999,109.910004,2948100,107.047836
"561",110,110.470001,108.790001,109.970001,3894600,107.106293
"562",110.5,111.230003,109.690002,111.18,3116900,108.284775
"563",111.610001,113.300003,111.209999,113.099998,5454600,110.15477
"564",113.480003,114.010002,112.720001,113.779999,2937300,110.817055
"565",114,114.220001,113.239998,114.120003,2543400,111.148193
"566",114.550003,115.559998,113.889999,114.93,3899100,111.937111
"567",115.010002,115.080002,113.5,114.029999,2506800,111.060532
"568",114.239998,114.57,113.25,113.389999,2537400,110.437218
"569",113.370003,113.82,112.160004,113.650002,5314700,110.690445
"570",113.169998,114.040001,112.75,113.760002,2863000,110.797577
"571",114.410004,114.410004,111.980003,112.379997,3674800,109.453514
"572",112.620003,113.300003,111.739998,112.900002,3352000,109.959991
"573",113.669998,113.699997,112.839996,113.160004,2983500,110.213211
"574",113.029999,113.190002,112.239998,113.139999,1934800,110.193718
"575",113.510002,113.730003,111.220001,111.580002,4615400,108.674355
"576",111.720001,111.800003,110.849998,111.099998,1879100,108.206841
"577",111.07,111.510002,110.269997,110.889999,2079100,108.002304
"578",110.879997,112.209999,110.5,112.209999,2954000,109.287941
"579",112.489998,113.199997,111.82,112.800003,2779800,109.862587
"580",112.760002,113.110001,112.029999,112.040001,2351000,109.122383
"581",111.980003,112.279999,110.940002,111.550003,3692100,108.645134
"582",111.870003,111.870003,110.5,110.900002,3044600,108.01207
"583",110.690002,111.839996,109.959999,111.540001,7539300,108.635391
"584",116.18,117.980003,115.110001,115.93,8346600,112.911079
"585",115.769997,117.449997,115.099998,115.220001,6462400,112.219574
"586",116.309998,117.82,115.830002,117.800003,5374900,114.732376
"587",117.959999,117.989998,116.650002,117.760002,2907300,114.693413
"588",116.080002,117.779999,115.849998,117.32,2627300,114.264885
"589",116.839996,117.089996,114.879997,115.889999,3309200,112.872108
"590",115.760002,116.879997,115.470001,116.139999,3286900,113.115608
"591",115.160004,116.07,114,115.870003,3041300,112.852638
"592",115.459999,116.739998,114.010002,116.720001,2040000,113.680511
"593",114.940002,115.879997,114.349998,115.449997,3211000,112.443573
"594",116,117.730003,115.900002,116.919998,2855300,113.87529
"595",116.139999,117.610001,115.949997,117.25,2216400,114.196709
"596",117.830002,119.779999,117.589996,119.099998,3405300,115.99852
"597",117.830002,119.629997,117.830002,118.730003,2664900,115.638153
"598",118,119.029999,117.870003,118.32,1914600,115.238823
"599",119.879997,121.139999,119.510002,120.410004,4226200,117.274414
"600",120.150002,121.75,119.809998,121,3108100,117.849045
"601",120.129997,120.5,118.68,120.410004,2815800,117.274414
"602",121.160004,121.860001,118.470001,118.739998,2998100,115.647903
"603",119.370003,120.699997,118.57,119.349998,4177800,116.24202
"604",119.089996,119.18,118.059998,119.07,2340800,115.969307
"605",119.209999,119.849998,118.32,119.550003,2602800,116.436806
"606",119.059998,120.660004,118.760002,120.300003,3747300,117.167274
"607",120.809998,121.559998,115.82,116.57,4191000,113.534393
"608",117.449997,120.32,116.809998,120.239998,2765700,117.108841
"609",121.190002,121.980003,120.580002,121.790001,2277800,118.618469
"610",121.839996,122.129997,120.419998,121.57,2142100,118.404213
"611",122,123.050003,122,122.540001,3003900,119.348938
"612",123.120003,123.269997,121.550003,122.290001,2220700,119.105453
"613",123.279999,123.279999,121.07,121.690002,2770300,118.521088
"614",121.730003,121.730003,120.620003,120.949997,1864800,117.800354
"615",121.150002,121.290001,120.18,120.839996,2085600,118.034782
"616",120.690002,121.650002,120.449997,121.400002,2368200,118.581779
"617",121.669998,122.139999,120.760002,121.529999,1698900,118.708763
"618",122.480003,123.019997,121.839996,122.620003,2847800,119.77346
"619",123,123.870003,121.910004,123.290001,2533100,120.42791
"620",124,125.260002,123.629997,123.879997,2532100,121.004204
"621",123.860001,123.889999,122.279999,122.699997,3239800,119.851593
"622",122.599998,122.650002,121.150002,121.220001,2249400,118.40596
"623",121.300003,122.379997,120.959999,121.260002,2352000,118.44503
"624",121.379997,121.779999,120.260002,121.269997,2736500,118.454788
"625",121.730003,121.910004,120.550003,121.339996,2552100,118.52317
"626",121.489998,123.099998,121.410004,122.68,8997000,119.832062
"627",123.650002,127,122.75,124.57,3249000,121.678185
"628",124.629997,125.589996,124.040001,124.910004,2302400,122.010292
"629",125.389999,126.669998,125.169998,126.620003,1706600,123.680595
"630",126.010002,126.879997,124.339996,126.800003,2886100,123.856422
"631",126.440002,127.150002,126.25,126.830002,2434800,123.885727
"632",126.639999,127.5,126.129997,127,2182500,124.051765
"633",127.209999,127.870003,126.400002,126.919998,1919900,123.973625
"634",127.25,127.93,126.550003,127.82,2637900,124.85273
"635",127.949997,129.479996,127.720001,129.360001,2748400,126.356995
"636",129.759995,130.679993,129,130.360001,2534100,127.333771
"637",130.259995,130.710007,129.429993,129.710007,2960700,126.698891
"638",129.929993,130.880005,129.550003,130.600006,1973400,127.568207
"639",130.759995,132.100006,130.169998,131.330002,2890200,128.28125
"640",131.910004,132.169998,129.710007,129.740005,2323200,126.728172
"641",130,132.039993,129.949997,131.089996,2184500,128.046814
"642",131.440002,131.880005,129.990005,131.059998,1972500,128.017517
"643",131.059998,131.059998,127.809998,130.119995,3139200,127.099358
"644",129.440002,133.479996,127.739998,132.479996,6365800,129.404556
"645",133.470001,136.429993,133.089996,135.610001,6351900,132.461884
"646",135.610001,137.029999,135.199997,136.710007,5312600,133.536362
"647",135.779999,136.559998,133.289993,133.690002,13807700,130.586487
"648",134.550003,135.429993,130.789993,133.25,65404200,130.156708
"649",133.589996,133.75,131.039993,131.210007,9160100,128.164047
"650",130.729996,130.860001,128.910004,130.160004,4516800,127.13842
"651",127.809998,129,124.589996,125.949997,7125000,123.026146
"652",130.550003,132.490005,128.649994,130.919998,7268200,127.880783
"653",129.029999,134.850006,127.650002,134.479996,6887800,131.358154
"654",134.160004,136.860001,134.130005,136.389999,4860600,133.22377
"655",136.059998,137.25,135.660004,136.5,5806600,133.331238
"656",135.559998,136.649994,132.350006,132.470001,4240500,129.394791
"657",132.199997,134.960007,132.119995,134.850006,3510000,131.719559
"658",132.809998,133.339996,129.949997,130.679993,4123200,127.646324
"659",131.839996,135.190002,131.070007,134.940002,6064900,131.807434
"660",136.139999,138.449997,135.589996,138.309998,5668400,135.099213
"661",139.940002,140.110001,138.380005,138.889999,4317000,135.665756
"662",138.550003,139.860001,137.449997,139.619995,2817900,136.378784
"663",140.369995,140.729996,137.910004,138.199997,3696800,134.991776
"664",138.630005,138.809998,136.039993,137.970001,2919900,134.767136
"665",137.539993,138.360001,133.759995,134.470001,3620200,131.348343
"666",135.479996,136.119995,134.039993,135.649994,2367700,132.500946
"667",136.240005,137.009995,135.029999,136.729996,3600000,133.555923
"668",135.860001,137.619995,134.809998,137.009995,2894000,133.829361
"669",138.190002,139,137.169998,137.330002,1848500,134.141953
"670",138.369995,138.649994,135.729996,136.220001,3266500,133.05777
"671",136.020004,137.429993,135.479996,136.570007,3695400,133.399612
"672",135.470001,137.899994,135.419998,137.720001,2071100,134.522934
"673",141.229996,141.350006,138.809998,139.050003,3881800,135.822037
"674",138.960007,139.699997,137.570007,137.669998,2187400,134.474106
"675",138.119995,138.149994,132.899994,133.839996,3770400,130.732971
"676",133.509995,133.759995,129.789993,131.360001,4940900,128.310562
"677",130.759995,132.529999,130.100006,131.289993,4542100,128.242172
"678",132.899994,134.600006,132.690002,133.440002,5056800,130.690689
"679",133,133.289993,130.570007,130.880005,3090100,128.183426
"680",132.070007,133.830002,130.509995,133.059998,3944200,130.318497
"681",133.600006,135.550003,133.600006,134.410004,3748400,131.640732
"682",134.360001,134.529999,130.460007,132.889999,2997700,130.152008
"683",132.880005,134.729996,132.75,133.899994,2451200,131.141205
"684",134.009995,134.869995,131.570007,131.809998,4130500,129.094269
"685",131.679993,132.570007,131.089996,131.520004,2032700,128.810242
"686",132.580002,133.880005,131.5,132.899994,2500500,130.161804
"687",132.529999,133.589996,130.839996,133.529999,2953400,130.778824
"688",133.669998,134.220001,132.729996,133.419998,2124000,130.671097
"689",133.919998,133.919998,129.509995,130.679993,2140600,127.987534
"690",130.970001,132.880005,130.600006,132.759995,3190800,130.024673
"691",133.229996,133.910004,130.929993,131.259995,3500500,128.555588
"692",130.259995,130.850006,128.039993,129.380005,3479100,126.714348
"693",129.600006,130.220001,127.919998,129.880005,5527400,127.204048
"694",130.369995,131.75,130.160004,131.410004,3920200,128.702515
"695",130.679993,131.149994,129.649994,130.570007,3559900,127.879822
"696",129.880005,131.619995,128.490005,129.529999,2333400,126.861237
"697",130.429993,131.880005,129.800003,131.630005,1927900,128.917969
"698",130.949997,132.360001,130.179993,131.539993,2467300,128.829803
"699",132.559998,133.559998,131.660004,132.029999,2973300,129.309708
"700",131.710007,132.889999,131.600006,132.740005,1558600,130.005096
"701",132.690002,133.029999,132.089996,132.809998,2068200,130.073639
"702",132.210007,132.309998,129.979996,131.759995,2175600,129.045273
"703",132.149994,132.990005,130.169998,130.529999,2530200,127.840637
"704",130.539993,130.809998,128.009995,128.330002,4189000,125.685959
"705",128.869995,129.880005,127.120003,128.830002,2384700,126.175667
"706",129.169998,129.809998,125.339996,125.440002,2865000,122.855507
"707",125.550003,127.209999,125.010002,126.970001,3765100,124.353996
"708",127.769997,129.740005,127.629997,129.210007,1808400,126.547829
"709",128.610001,130.360001,128.220001,129.320007,1979000,126.655563
"710",129.860001,131.300003,128.940002,130.220001,2623700,127.53701
"711",130.080002,132.059998,129.669998,130.740005,2383200,128.04631
"712",131.059998,132.229996,130.070007,131.960007,2097500,129.24118
"713",131.919998,133.039993,130.899994,131.759995,3385800,129.045273
"714",132.789993,134.210007,132.550003,134.149994,3137200,131.386063
"715",134.520004,134.869995,130.990005,131,5304400,128.300949
"716",135.080002,135.229996,128.199997,132.190002,5902800,129.466461
"717",132.009995,133.580002,130.380005,130.889999,3296800,128.193222
"718",131.199997,133.789993,131.070007,132.350006,3039400,129.623123
"719",131.710007,132.25,130.240005,130.690002,2863100,127.99736
"720",130.550003,132.770004,130,132.360001,3106700,129.632935
"721",132.710007,133.589996,132.080002,132.619995,4478900,129.887589
"722",132.360001,134.520004,132.210007,133.820007,3815400,131.062851
"723",133.669998,135.630005,132.720001,135.5,2947800,132.708237
"724",136.399994,136.690002,134.259995,135.820007,4150700,133.021652
"725",135.740005,137.419998,135.5,137.039993,3992100,134.216507
"726",137.360001,137.889999,136.800003,137.660004,3140600,134.823746
"727",137.649994,138.839996,136.830002,137.470001,2282700,134.637665
"728",137.309998,137.910004,136.300003,136.470001,1828500,133.658249
"729",136.929993,137.309998,135.100006,135.460007,2298300,132.669067
"730",136.029999,137.619995,135.690002,136.880005,2460500,134.059799
"731",137.369995,138.529999,136.910004,137.539993,4292700,134.706207
"732",137.850006,138.460007,137.009995,138.429993,2061400,135.57785
"733",138.270004,138.649994,137.449997,138.149994,851300,135.303619
"734",138,138.289993,134.679993,135.740005,3963100,132.943298
"735",134.639999,136.539993,134.179993,136.220001,2253000,133.413406
"736",136.410004,136.690002,135.330002,135.740005,2703600,132.943298
"737",136.360001,137.25,135.429993,136.929993,3466600,134.10878
"738",137.610001,139,137.279999,138.580002,2476000,135.724792
"739",138.279999,138.630005,136.789993,136.960007,2843300,134.138168
"740",136.820007,137.279999,135.360001,135.529999,2474200,132.73761
"741",135.130005,135.770004,134.039993,135.5,3953800,132.708237
"742",134.869995,137.130005,134.600006,136.729996,2555200,134.259705
"743",136.529999,138.279999,135.860001,138.190002,2613700,135.693298
"744",138.970001,139.679993,136.25,137.009995,5944900,134.534622
"745",137.009995,138.449997,136.289993,137.860001,4338000,135.369278
"746",138.440002,139.119995,137.600006,137.710007,4068900,135.221985
"747",137.639999,138.559998,136.889999,138.080002,3454300,135.585297
"748",139.190002,139.490005,138.279999,138.800003,5665400,136.292282
"749",138.800003,139.119995,137.910004,138.210007,1742900,135.712952
"750",138.259995,138.710007,137.410004,137.880005,854900,135.388916
"751",138.229996,138.860001,138.080002,138.699997,918800,136.194107
"752",139,139.789993,138.460007,139.75,1470500,137.225143
"753",139.210007,139.380005,137.910004,138.600006,1949900,136.095901
"754",138.339996,139.119995,137.75,139.089996,2486200,136.577042
"755",139.869995,140.839996,139.199997,139.899994,3002300,137.372406
"756",137.889999,140.320007,137.809998,139.020004,2365700,136.508331
"757",138.130005,140.350006,137.820007,140.350006,3685700,137.814301
"758",139.660004,140,138.100006,138.190002,3568500,135.693298
"759",138.789993,140.75,138.570007,140.220001,3206700,137.68663
"760",140.990005,143.050003,140.520004,142.919998,4133200,140.33786
"761",143.380005,143.910004,141.479996,141.940002,2170800,139.375565
"762",142.490005,142.949997,141.429993,142.729996,4227700,140.151291
"763",142.860001,143.229996,141.360001,142.449997,1936700,139.876358
"764",143.020004,145,142.449997,144.479996,2941200,141.869659
"765",145.300003,146.330002,144.339996,146.240005,3871300,143.59787
"766",147.309998,147.309998,144.850006,147.089996,3715800,144.43251
"767",146.759995,148.660004,146.589996,147.619995,3844900,144.952927
"768",149.029999,149.729996,148.529999,148.589996,3017800,145.905426
"769",148.940002,149.539993,147.880005,149.009995,1902200,146.317825
"770",149.5,150.419998,147.229996,147.919998,2359000,145.247513
"771",145.690002,147.190002,145.130005,146.389999,1985000,143.745148
"772",146.600006,149.470001,146.600006,147.960007,2391500,145.286804
"773",148.419998,149.610001,147.850006,148.089996,1661200,145.414444
"774",147.169998,148.139999,146.610001,147.5,3983100,144.835114
"775",147.330002,147.330002,142.960007,143.660004,3984700,141.064484
"776",145.100006,145.979996,144.300003,145.75,2868400,143.11673
"777",147.179993,148.839996,146.889999,147.419998,1957300,144.756561
"778",148.440002,149.130005,144.940002,146.119995,2968100,143.480011
"779",146.470001,147.559998,145.869995,147.339996,2310000,144.678009
"780",146.820007,147.089996,145.899994,146.460007,2494500,143.813904
"781",146.160004,150.380005,146.009995,149.979996,4263000,147.270279
"782",150.509995,150.929993,149.199997,149.509995,2908800,146.808807
"783",149.149994,149.580002,147.449997,147.960007,3407000,145.286804
"784",148.850006,156.820007,147.479996,154.320007,7114800,151.531906
"785",154.350006,158.210007,153.869995,157.440002,4133600,154.59552
"786",157.449997,157.580002,151.210007,155.649994,4518900,152.83786
"787",156.550003,157.919998,156.350006,157.289993,2328500,154.448212
"788",157,157.289993,152.960007,156.779999,2326700,153.947433
"789",155.779999,156.369995,153.740005,154.929993,2759400,152.130859
"790",150.570007,152.960007,149.559998,150.720001,3651200,147.996933
"791",151.050003,151.679993,144.389999,144.660004,5343900,142.046417
"792",144.970001,148.130005,143.559998,143.899994,4085900,141.300125
"793",141.229996,145.380005,138.75,138.869995,4392500,136.361023
"794",135.869995,141.119995,135.149994,139.720001,8619900,137.195648
"795",140.059998,148.869995,139.289993,148.610001,6618600,145.925049
"796",149.059998,150.440002,141.600006,143.089996,4561500,140.504807
"797",145.240005,150,144.059998,149.929993,2692500,147.221191
"798",145.789993,147.149994,141.050003,142.75,4238000,140.170944
"799",139.940002,140.699997,135.600006,139.910004,5042700,137.382248
"800",130.119995,133.830002,127,130.039993,6199900,127.690559
"801",134.990005,141,131.240005,140.899994,6580800,138.35434
"802",136.529999,138.740005,131.460007,132.960007,4872900,130.5578
"803",123.260002,129.350006,118.400002,118.459999,8314700,116.626778
"804",124.519997,130.729996,119.25,129.899994,6787400,127.889725
"805",111.5,118.559998,108.349998,108.349998,8147000,106.673241
"806",110.010002,116.389999,105.599998,113.959999,7426100,112.196426
"807",105.230003,108.150002,91.68,102.940002,10211800,101.34697
"808",102,108.5,96.93,105.230003,8058800,103.601524
"809",106.300003,109.279999,99.099998,102.82,10109400,101.228813
"810",100.580002,104.790001,98.330002,102.449997,8300700,100.86454
"811",109.010002,120.260002,108.639999,119.160004,7863600,117.315956
"812",119.459999,124.739998,115.050003,120.370003,5841200,118.507225
"813",121.760002,124.300003,118.339996,123.639999,6534500,121.726631
"814",119.919998,124.260002,117.029999,120.099998,3940600,118.241402
"815",123.099998,125.889999,120.68,125.290001,3758400,123.351082
"816",123.980003,125.110001,119.099998,121.639999,8623600,119.757576
"817",116.279999,117.510002,113.190002,114.559998,5207300,112.78714
"818",113.290001,118.449997,112.470001,117.110001,3565700,115.297676
"819",116.540001,117.18,112.199997,115.220001,3741300,113.436928
"820",121.730003,123.720001,119.349998,123.019997,5708200,121.116211
"821",128.830002,130.830002,119.910004,120.139999,5157200,118.280785
"822",121.879997,126.059998,120.339996,124.769997,3645500,122.839134
"823",126.419998,128.660004,123.879997,125.120003,4682600,123.183723
"824",124.169998,124.650002,120.410004,123.599998,4525600,121.687241
"825",122.900002,124.849998,118.010002,123.790001,6022800,121.874298
"826",121.169998,121.220001,117.68,120.160004,4517600,118.300468
"827",122.220001,123.059998,119.949997,122.989998,5082900,121.086678
"828",125.739998,128.220001,124.360001,127.959999,3901100,125.979774
"829",125.860001,125.919998,122.330002,122.620003,4281200,120.722412
"830",120.089996,120.639999,117.050003,117.470001,3654000,115.6521
"831",120.309998,123.639999,120.010002,122.550003,3016200,120.653481
"832",123.279999,123.860001,120.879997,121.18,2160100,119.304688
"833",122.5,126.190002,121.699997,125.730003,4006700,123.784279
"834",126.639999,128,124.18,127.639999,3401200,125.664711
"835",129.679993,131.389999,125.220001,129.130005,4376000,127.131676
"836",133,137.190002,132.169998,134.289993,5650100,132.211792
"837",132.979996,133.520004,130.399994,131.889999,3433900,129.848953
"838",128.580002,130.630005,128,129.289993,2579700,127.289177
"839",128.110001,129.110001,127.139999,128.580002,2622600,126.590164
"840",130.5,132.809998,128.919998,131.949997,3103700,129.908005
"841",134.149994,135.449997,131.820007,131.910004,4160000,129.868652
"842",130.449997,134.440002,128.169998,129.440002,5933600,127.436852
"843",131.160004,134.130005,127.620003,128.229996,4530100,126.245583
"844",127.279999,130.449997,126.220001,128.240005,4449700,126.255447
"845",128.869995,130.380005,127.769997,127.910004,3356900,125.930542
"846",128.100006,130.289993,126.110001,127.489998,6441600,125.517036
"847",125.940002,130.199997,125.580002,129.770004,5089300,127.761749
"848",129.039993,132.639999,128.020004,132.220001,3965900,130.173843
"849",135.050003,139.619995,134.979996,136.339996,4653300,134.230087
"850",135.410004,138,135.190002,135.440002,2427100,133.344009
"851",137.360001,139.830002,136.509995,138.110001,3007100,135.972687
"852",137.720001,138.410004,135.570007,136.5,4023400,134.387619
"853",136.649994,137.020004,135.270004,136.160004,1894000,134.052872
"854",140,140.580002,136.389999,136.600006,3253600,134.486053
"855",138.009995,138.440002,134.679993,138.029999,3096800,135.893936
"856",139.020004,140.300003,138.029999,138.369995,2803700,136.228668
"857",138.550003,139.350006,136.449997,138.830002,3804200,136.681564
"858",138.910004,139.520004,137.869995,138.869995,2028200,136.720932
"859",139.5,139.970001,137.690002,138.960007,5925600,136.80954
"860",139.550003,140,137.850006,139.570007,3268300,137.410095
"861",138.869995,139.5,134.389999,136.270004,4680800,134.161179
"862",138.509995,143.210007,136.710007,143.070007,4920700,140.855942
"863",142.419998,143.399994,140.520004,142.570007,3135100,140.363678
"864",142.009995,143.059998,141.080002,141.369995,2322400,139.182251
"865",141.889999,142.589996,139.660004,141.220001,2786700,139.034561
"866",138.160004,139.020004,134.210007,134.229996,3560100,132.481064
"867",137.330002,138.5,134.050003,137.080002,3495400,135.293961
"868",134.259995,138.740005,133.720001,137.440002,4925900,135.649246
"869",141.410004,143.009995,139.110001,140.580002,5258200,138.748352
"870",138.559998,141.199997,138.240005,138.589996,3585100,136.784286
"871",137.850006,140.910004,137.850006,139.949997,2072200,138.126556
"872",142.279999,142.800003,135,135,6306300,133.241058
"873",135.649994,139.25,135.160004,138.949997,3170800,137.139572
"874",140.690002,140.690002,137.490005,137.960007,2301800,136.162476
"875",137.220001,137.940002,131.779999,132.300003,5811100,130.576233
"876",133,134,131.429993,133.279999,3267800,131.543457
"877",132.75,133.610001,130.220001,130.509995,10841600,128.80954
"878",131.649994,131.789993,129.380005,131.169998,3436200,129.460938
"879",131.160004,134.869995,130.699997,134.089996,3774200,132.342896
"880",134.539993,137.660004,133.699997,136.860001,3299600,135.076813
"881",138.539993,139.490005,136.470001,136.779999,2009700,134.997864
"882",139.169998,139.169998,136.699997,137.529999,2336600,135.738068
"883",136.550003,139.020004,135.649994,136.5,3525400,134.721512
"884",136.839996,137.589996,135.350006,136.800003,4408500,135.017609
"885",137.110001,137.559998,134.070007,135.789993,4387900,134.020767
"886",135.460007,137.080002,134.630005,136.880005,1993900,135.096542
"887",138.130005,138.729996,135.100006,135.479996,3469400,133.714783
"888",134.990005,136.460007,133.229996,136.419998,3600600,134.642532
"889",138.050003,140.929993,137.559998,140.429993,4440100,138.600296
"890",139.539993,139.940002,138.179993,138.850006,1835500,137.040894
"891",139.440002,141.210007,138.429993,140.470001,2066000,138.639786
"892",140.399994,141.970001,139.199997,141.550003,2328500,139.705719
"893",142.490005,144.199997,141.990005,143.399994,3412400,141.531586
