"","CMA.Open","CMA.High","CMA.Low","CMA.Close","CMA.Volume","CMA.Adjusted"
"446",92.25,92.540001,91.5,91.919998,729300,79.857315
"447",91.889999,92.339996,89.059998,89.169998,1886100,77.468178
"448",88.650002,89.139999,85.720001,85.800003,2493400,74.540443
"449",86.910004,86.949997,82.349998,84.730003,3012900,73.610847
"450",84.150002,84.709999,82.919998,83.519997,2834500,72.559639
"451",84.010002,85.419998,81.82,83.900002,4937800,72.889786
"452",83.980003,86,82.099998,85.080002,3221000,73.914932
"453",84.480003,85.699997,83.400002,83.550003,2120900,72.585701
"454",83.610001,85.739998,82.970001,84.410004,2053100,73.332848
"455",84.730003,84.949997,81,81.139999,1529700,70.491974
"456",79.800003,81.769997,78.25,81.050003,1978000,70.41378
"457",80.82,81.07,78.110001,78.269997,2218400,67.998596
"458",78.980003,80.540001,78.510002,79.709999,1561800,69.249634
"459",79.050003,80.089996,78.300003,78.809998,1752000,68.467743
"460",80.349998,81.32,78.989998,79.779999,1648200,69.310448
"461",80.300003,80.949997,79.160004,80.760002,2372200,70.161835
"462",81.949997,83.540001,81.489998,81.559998,2620900,70.85685
"463",81.959999,83.410004,81.720001,82.699997,2238800,71.847252
"464",83.809998,85.120003,82.639999,83.510002,2859800,72.550964
"465",83.510002,84.209999,82.709999,83.550003,1876000,72.585701
"466",83.419998,83.93,82.860001,83.690002,1562700,72.707321
"467",83.830002,84.349998,81.699997,83.550003,1892300,72.585701
"468",83.209999,85.029999,83.029999,84.510002,1513100,73.419716
"469",84.290001,84.989998,84.010002,84.690002,3201800,73.576111
"470",85.160004,85.540001,83.550003,83.639999,1973200,72.663902
"471",83.169998,84.669998,82.650002,82.760002,1951300,71.899384
"472",83.400002,83.900002,79.980003,80.709999,2100400,70.118401
"473",79.959999,82.059998,79.440002,81.959999,2213200,71.204376
"474",81.349998,81.720001,80.650002,81.400002,1864800,70.71785
"475",81.5,82.18,79.940002,80.660004,1596800,70.074974
"476",80.099998,80.580002,78.699997,78.879997,1958700,68.528549
"477",79.209999,80.260002,78.190002,79.050003,1671100,68.676247
"478",78.379997,78.870003,77.330002,78.370003,812500,68.08548
"479",79.400002,80.459999,79.120003,80.099998,2119100,69.58844
"480",79.370003,80.940002,78.839996,79.330002,2121000,68.919502
"481",79.269997,80.57,78.449997,79.959999,1880000,69.46682
"482",79.449997,79.910004,78.419998,78.989998,1973800,68.624123
"483",78.610001,80.169998,78.589996,79.18,2675600,68.789177
"484",80.309998,81.120003,79.32,79.779999,2561900,69.310448
"485",79.169998,79.900002,75.970001,76.400002,3063300,66.374001
"486",74.550003,75.239998,73.510002,75.150002,3237600,65.28804
"487",75.139999,76.239998,73.650002,74.029999,3209700,64.315025
"488",73.25,73.790001,71.199997,72.18,2464200,62.707802
"489",72.910004,73.82,71.269997,71.349998,2220600,61.986713
"490",72.360001,73.419998,71.589996,72.519997,4063800,63.003181
"491",71.980003,72.389999,69.389999,69.629997,3617200,60.997101
"492",68.790001,70.589996,68.669998,68.980003,4346600,60.427696
"493",68.540001,70.360001,68.230003,69.519997,3506900,60.900738
"494",69.790001,70.470001,67.550003,68.099998,3061700,59.656792
"495",68,69.290001,66.540001,67.18,3486500,58.850857
"496",66.419998,67.489998,65.790001,66.529999,2889300,58.281441
"497",66.440002,67.709999,65.370003,65.559998,3712600,57.431705
"498",64.75,65.5,63.889999,64.449997,1163400,56.459328
"499",64.589996,67.879997,63.689999,67.839996,1731000,59.429028
"500",66.650002,67.919998,65.459999,67.919998,2000600,59.499107
"501",68.239998,69.099998,67.339996,67.879997,2103100,59.464066
"502",68.029999,68.910004,67.489998,68.690002,1466700,60.173641
"503",67.57,70,67.459999,69.739998,1523400,61.093456
"504",69.660004,70.400002,69.059998,69.279999,1760900,60.690487
"505",70.580002,71.830002,70.290001,71.5,2682200,62.635265
"506",71.25,72.870003,70.809998,72.129997,1617800,63.187145
"507",72.629997,72.879997,71,72.32,1529000,63.353584
"508",72.760002,73.68,72.269997,73.220001,1254700,64.142006
"509",73.129997,73.459999,72.269997,73.080002,1118200,64.019356
"510",72.349998,73.639999,71.879997,73.309998,1561700,64.22084
"511",72.650002,74.449997,72.440002,73.949997,3054100,64.781494
"512",73.879997,74.209999,72.75,74.040001,2070400,64.860336
"513",75.519997,78.5,75.449997,78.129997,3569500,68.443253
"514",78.120003,79.800003,77.449997,79.699997,2386200,69.818596
"515",80.18,81.230003,79.339996,81.190002,2390000,71.123871
"516",80.709999,81.169998,79.75,80.169998,2500100,70.230331
"517",80.699997,81.610001,80.160004,81.129997,2461200,71.071304
"518",80.599998,81.959999,80.599998,81.690002,2316800,71.561874
"519",82.330002,82.480003,81.489998,82.07,2088900,71.89476
"520",81.639999,82.610001,81.190002,82.309998,1598700,72.105011
"521",82.260002,82.809998,81.910004,82.010002,1324700,71.842194
"522",82.440002,82.550003,80.790001,80.919998,2203100,70.887344
"523",80.5,80.739998,77.68,78.739998,4039200,68.977623
"524",78.989998,79.599998,78.260002,78.959999,2188400,69.170364
"525",78.940002,79.669998,78.589996,79.529999,1182000,69.669678
"526",79.57,79.949997,78.940002,79.580002,1727100,69.713486
"527",79.32,79.989998,79.150002,79.599998,1381200,69.73101
"528",83.879997,85.07,82.800003,83.449997,5675000,73.103661
"529",82.910004,83.220001,81.209999,82.339996,2171900,72.131271
"530",82.449997,83.199997,82.139999,83.059998,1833300,72.762009
"531",83.970001,84.779999,83.610001,84.260002,1885200,73.81324
"532",84.529999,85.080002,84.150002,84.470001,2093600,73.997192
"533",83.330002,84.139999,82.25,83.660004,1589800,73.287613
"534",84.559998,86.449997,84.510002,86.370003,1720200,75.661636
"535",86,87.769997,86,87.440002,1950700,76.598961
"536",87.269997,88.470001,86.860001,88.309998,1697100,77.361099
"537",88.309998,88.809998,87.260002,87.739998,1306000,76.861771
"538",87.800003,88.239998,87.470001,88.099998,1109900,77.177147
"539",88.699997,88.959999,86.949997,87.120003,1595000,76.318649
"540",86.849998,87.550003,85.870003,86.370003,1212700,75.661636
"541",86.699997,87.839996,86.309998,87.82,1268800,76.931854
"542",88.050003,88.169998,86.989998,87.110001,1794100,76.309898
"543",87.669998,88.349998,86.150002,86.860001,1640800,76.090881
"544",86.82,87.800003,85.730003,86.519997,1457200,75.79303
"545",86.029999,86.75,85.120003,86.379997,1687700,75.670387
"546",85.510002,86.18,84.279999,84.540001,1806700,74.058533
"547",84.279999,84.389999,82.190002,82.800003,2771800,72.534256
"548",82.080002,83.519997,81.870003,83.470001,2003400,73.121178
"549",83,83.379997,82,82.489998,3114100,72.262695
"550",82.839996,83.139999,81.709999,82.230003,2487700,72.034912
"551",82.080002,82.800003,81.400002,82.440002,2038200,72.21888
"552",81.889999,82.830002,81.889999,82.160004,1620500,72.563332
"553",81.949997,82.809998,81.739998,82.269997,3062600,72.660469
"554",82.660004,83.43,82.519997,82.900002,1717100,73.216904
"555",83.540001,83.720001,80.660004,80.800003,2321100,71.362183
"556",80.400002,80.550003,77.239998,77.25,3206600,68.22683
"557",76.760002,76.879997,75.220001,75.360001,2831900,66.557602
"558",74.599998,74.599998,71.389999,72.07,2509700,63.651882
"559",72.18,73.029999,71.18,71.790001,2244300,63.404598
"560",72.260002,73.019997,71.550003,72.839996,2338000,64.33194
"561",72.75,73.300003,71.5,72.260002,1833300,63.819702
"562",72.440002,73.169998,72.010002,73.099998,1584900,64.561577
"563",73.739998,74.18,72.849998,73.32,1678800,64.755882
"564",73.879997,76.25,73.860001,76.080002,2311200,67.193512
"565",75.809998,77.559998,75.529999,76.93,2282400,67.944214
"566",78.139999,78.970001,76.599998,76.889999,1904400,67.908897
"567",75.290001,78.050003,75.290001,77.459999,2197000,68.412308
"568",77.559998,78.110001,76.540001,77.629997,2283000,68.562454
"569",77.589996,78.599998,77.440002,78.230003,1837600,69.092377
"570",77.75,77.980003,76.660004,77.139999,1347300,68.129677
"571",77.160004,77.589996,76.089996,77.470001,1924200,68.421143
"572",77.779999,78.949997,77.400002,78.080002,2159200,68.9599
"573",79.489998,80.620003,78.660004,80.330002,2358200,70.94709
"574",80,80.32,78.669998,78.949997,2218500,69.728271
"575",77.389999,79.940002,76.239998,79.389999,3417700,70.116867
"576",79.290001,79.669998,78.419998,79.260002,1802800,70.00206
"577",79.32,79.480003,78.040001,78.25,2017600,69.110046
"578",78.269997,78.910004,77.82,78.309998,1277500,69.163033
"579",78.169998,79.040001,76.809998,79.010002,1872400,69.781258
"580",78.209999,78.209999,75.959999,77.239998,2086700,68.218002
"581",77.050003,77.900002,76.449997,77.279999,1880100,68.253334
"582",77.269997,78.150002,76.730003,77.75,1180100,68.668434
"583",78.239998,79.739998,77.940002,78.790001,1823000,69.586967
"584",78.849998,78.980003,77.410004,78.589996,1756200,69.410309
"585",78.419998,79.129997,76.620003,76.989998,1817700,67.9972
"586",77.050003,78.639999,77.050003,78.190002,1415300,69.05706
"587",78.25,78.900002,78.029999,78.139999,1506400,69.012886
"588",76.919998,78.309998,76.639999,77.910004,1082400,68.809746
"589",77.029999,77.230003,76.019997,76.489998,1445300,67.555611
"590",75.970001,76.599998,75.300003,75.870003,1899200,67.008034
"591",74.919998,76.389999,74.449997,76.220001,1763500,67.317146
"592",75.900002,77.129997,75.040001,76.720001,1485300,67.758751
"593",75.260002,75.650002,73.099998,73.419998,2229200,64.8442
"594",73.599998,75.239998,73.370003,74.610001,2395300,65.89521
"595",73.669998,73.669998,71.849998,72.93,1663000,64.41143
"596",73.480003,74.75,73.389999,74.089996,1566800,65.435936
"597",73.150002,74.290001,72.82,73.510002,1052500,64.923698
"598",73.480003,73.959999,73.239998,73.690002,1289600,65.082664
"599",74.230003,74.540001,73.839996,74.5,1079000,65.798058
"600",73.989998,74.139999,73.330002,73.459999,1075900,64.879532
"601",72.720001,72.720001,71.25,71.650002,1261400,63.280941
"602",71.970001,72.739998,71.959999,72.419998,1295300,63.96101
"603",72.120003,72.470001,71.330002,71.389999,1587200,63.051311
"604",70.480003,71.800003,69.940002,71.599998,1723100,63.236782
"605",71.779999,72.150002,70.160004,70.860001,1175300,62.583206
"606",69.839996,70.160004,68.620003,68.82,2212200,60.781502
"607",68.720001,70.279999,68.480003,69.870003,1635000,61.708858
"608",70.919998,72.220001,70.919998,72.050003,1669900,63.634224
"609",71.910004,72.059998,70.449997,71.220001,1704500,62.901169
"610",71.089996,71.419998,70.040001,71.220001,1389600,62.901169
"611",71.07,71.07,69.879997,70.139999,1860000,61.947315
"612",71.040001,71.849998,70.050003,70.160004,1927800,61.964985
"613",70.669998,72.120003,70.470001,71.110001,2255300,62.804016
"614",71.18,71.220001,69.459999,69.980003,1671900,61.806015
"615",69.510002,70.050003,69.07,69.400002,1405700,61.886269
"616",69.620003,70.440002,68.370003,70.209999,1349700,62.608574
"617",70.019997,70.589996,69.059998,69.199997,1100600,61.707928
"618",68.629997,70.940002,68.629997,70.510002,1718400,62.876087
"619",70.93,72.040001,69.059998,69.239998,2444700,61.743587
"620",69.660004,70.059998,68.190002,70.019997,2171000,62.439129
"621",69.919998,70.800003,69.839996,70.050003,3068500,62.465897
"622",69.790001,70.699997,69.290001,69.489998,1488400,61.966522
"623",69.389999,70.330002,68.160004,69.900002,1912600,62.332138
"624",70.32,71.339996,70.160004,70.459999,1495600,62.831501
"625",70.730003,71.75,70.720001,71.370003,1646400,63.642982
"626",72.089996,72.870003,71.139999,72.639999,2698300,64.775482
"627",73.5,74.110001,72.660004,73.010002,1642000,65.105415
"628",71.5,72.220001,70.050003,70.589996,2568700,62.947418
"629",70.940002,71.800003,70.489998,71.730003,970700,63.964012
"630",72.559998,73.470001,72,72.980003,1384300,65.078667
"631",72.230003,72.650002,71.669998,71.879997,1154400,64.097755
"632",71.470001,72.68,71.349998,72.650002,1607800,64.784393
"633",72.660004,72.919998,71.220001,71.480003,1746400,63.741077
"634",71.32,72.889999,71.019997,72.550003,1604300,64.695229
"635",72.5,72.970001,72.120003,72.839996,1496000,64.953827
"636",72.849998,72.949997,71.089996,71.379997,1675000,63.65189
"637",71.580002,72.169998,70.830002,71.75,2456800,63.981834
"638",69.989998,69.989998,67.389999,69.190002,3994200,61.698997
"639",68.82,70.220001,68.639999,69.339996,3384600,61.832752
"640",69.25,70.800003,68.059998,70.669998,3435700,63.018761
"641",70.389999,71,69.82,70.339996,1762700,62.724495
"642",70.510002,71.43,70.150002,71.25,2066800,63.535969
"643",70.970001,72.739998,70.970001,72.370003,1980800,64.534721
"644",72.639999,72.989998,71.470001,71.790001,1574400,64.017509
"645",72.010002,73.300003,71.669998,73.07,1709800,65.158928
"646",72.800003,73.519997,72.089996,72.089996,2005300,64.285019
"647",71.519997,73.239998,71.440002,73.230003,1349400,65.301598
"648",73.019997,74.050003,72.309998,73.199997,4073600,65.274849
"649",72.989998,73.080002,68.190002,68.410004,3212100,61.003456
"650",68.489998,68.949997,66.43,67.889999,1990600,60.539745
"651",65.169998,66.029999,63.77,64.43,2360000,57.454353
"652",65.739998,65.940002,63.84,65.129997,1847300,58.078568
"653",63.099998,63.400002,62.060001,62.700001,2884400,55.911655
"654",63.580002,63.869999,62.799999,63.220001,2588600,56.375355
"655",62.830002,63.060001,62.060001,62.630001,1110300,55.849232
"656",61.860001,61.860001,60.790001,61.200001,1517700,54.574059
"657",60.810001,63.169998,60.75,61.880001,2103800,55.180435
"658",60.009998,60.689999,59.259998,59.77,2240500,53.298882
"659",59.889999,60.240002,59,59.27,1936000,52.853012
"660",59.860001,61.619999,59.860001,61.330002,1513400,54.689983
"661",62.650002,62.650002,61.84,62.07,1426700,55.349861
"662",61.450001,61.450001,60.689999,60.889999,1201300,54.297623
"663",61.650002,61.77,60.990002,61.529999,1326200,54.868324
"664",62.040001,62.459999,61.18,61.560001,1204000,54.895084
"665",61.07,61.869999,59.34,59.619999,1330100,53.165115
"666",60.259998,60.5,59.400002,59.82,1077600,53.343464
"667",59.990002,60.41,58.540001,58.799999,1688000,52.433895
"668",58.68,60.34,58.599998,60.07,1610400,53.566387
"669",60.59,61.830002,60.529999,61.529999,2015900,54.868324
"670",62.09,62.650002,61.549999,61.650002,1652600,54.975338
"671",60.880001,61.099998,59.529999,59.93,2231500,53.441555
"672",60.009998,60.75,59.959999,60.529999,1349300,53.976589
"673",61.669998,63.400002,61.439999,62.380001,3188100,55.626301
"674",62.25,62.75,61.139999,61.610001,2349500,54.939663
"675",61.41,63.619999,60.060001,63.209999,3040800,56.366436
"676",63.77,64.699997,62.959999,64.07,2650300,57.133327
"677",64.07,65.830002,62.509998,65.769997,2419000,58.649273
"678",63.740002,65.300003,62.740002,64.760002,2777700,58.342972
"679",65.709999,66.389999,64.910004,65.599998,2074600,59.099731
"680",64.160004,66.550003,64.160004,66.5,1576800,59.910553
"681",65.919998,65.93,64.849998,65.480003,1458400,58.991627
"682",64.980003,67.18,64.690002,66.919998,2367100,60.288929
"683",66.589996,66.970001,65.809998,66,1551700,59.460091
"684",66.529999,66.870003,65.730003,65.970001,3287200,59.433071
"685",65.309998,66.309998,65.029999,65.809998,1098200,59.288918
"686",65.709999,65.910004,64,64.519997,1743100,58.126743
"687",64.650002,65.779999,64.550003,65.5,1077900,59.00964
"688",65.160004,65.669998,64.860001,64.980003,1127300,58.541172
"689",65.610001,66.620003,65.269997,65.790001,728000,59.270908
"690",66,66.32,65.610001,65.989998,1169300,59.451084
"691",66.43,66.830002,63.709999,64.050003,1736300,57.703323
"692",63.580002,63.759998,62.709999,63.23,1311900,56.964573
"693",62.689999,63.450001,61.43,63.419998,1658400,57.135742
"694",63.299999,63.91,62.369999,63.91,1074500,57.577194
"695",64.080002,64.900002,63.549999,64.029999,1113800,57.685299
"696",62.849998,63.23,62.18,62.330002,1393700,56.153755
"697",63,63.09,62.119999,62.59,1311900,56.387993
"698",63.25,64.620003,63.029999,63.860001,1506100,57.532154
"699",65.349998,66.290001,65.18,65.360001,1750800,58.883511
"700",64.800003,65.510002,64.32,65.260002,1143400,58.79343
"701",65.699997,67.410004,65.239998,67,2014700,60.361004
"702",68,68,64.790001,65.489998,2340200,59.000629
"703",64.139999,66.089996,64.110001,64.589996,1942200,58.189808
"704",64.199997,65.839996,64.099998,65.449997,1670300,58.964588
"705",66.190002,66.760002,65.269997,65.510002,1429100,59.018658
"706",65.5,66.739998,64.449997,65.879997,1794800,59.351982
"707",65.769997,66.190002,65.360001,65.769997,823800,59.25288
"708",66.120003,66.129997,64.199997,64.660004,1005800,58.25288
"709",64.580002,65.919998,64.580002,65.589996,1122100,59.090717
"710",66.059998,66.93,65.800003,66.440002,1247100,59.856503
"711",66.050003,67.099998,65.93,66.980003,1182900,60.342991
"712",66.690002,67.290001,65.610001,66.519997,1589700,59.928562
"713",65.989998,66.050003,64.010002,65.419998,1588400,58.937557
"714",66.209999,67.720001,65.669998,67.620003,1557700,60.919567
"715",68.480003,70.199997,68.32,70.089996,2118800,63.144814
"716",70.669998,71.910004,70.510002,71.169998,1398400,64.11779
"717",71.07,71.07,69.239998,70.349998,1609300,63.379059
"718",71.239998,72.610001,71.190002,71.779999,1455500,64.667351
"719",71.489998,71.949997,70.910004,71.830002,976000,64.712402
"720",71.050003,71.769997,70.959999,71.459999,474700,64.379074
"721",71.449997,71.940002,70.919998,71.419998,1262100,64.343025
"722",70.5,70.730003,69.540001,70.040001,1070300,63.099777
"723",69.610001,69.910004,68.629997,69.559998,1027900,62.667336
"724",70.040001,70.230003,69.449997,69.959999,813800,63.027706
"725",69.650002,69.830002,68.739998,69.18,1161600,62.324997
"726",69.589996,70,69.25,69.449997,1347200,62.56823
"727",68.650002,69.650002,68.089996,69.290001,1510200,62.424091
"728",69.629997,69.68,68.75,69.059998,1023700,62.216885
"729",69.440002,70.529999,69.07,69.910004,1016700,62.982651
"730",70.099998,70.769997,69.669998,70.510002,1022100,63.523205
"731",69.800003,70.360001,69.779999,70.309998,1707700,63.343018
"732",70.93,71.339996,70.43,70.940002,992700,63.910591
"733",70.980003,71.080002,70.269997,70.410004,364500,63.433105
"734",70.870003,71.370003,69.900002,70.099998,1201000,63.153824
"735",69.029999,69.129997,68.129997,68.949997,1260400,62.117779
"736",69.190002,70.519997,69.190002,70.120003,1011900,63.171852
"737",70.57,70.900002,70.150002,70.559998,1223900,63.568249
"738",72,72.449997,71.360001,71.370003,1191600,64.297989
"739",70.989998,71.75,70.650002,70.75,2213600,63.739422
"740",70.550003,71.029999,69.830002,69.910004,1927800,62.982651
"741",70.010002,70.400002,69.519997,69.800003,1908400,62.883564
"742",69.459999,72.449997,69.459999,72.169998,2031200,65.648865
"743",72.019997,72.790001,70.830002,71.93,2007400,65.430557
"744",72.900002,73.43,71.830002,71.849998,2835700,65.357788
"745",72.139999,72.959999,71.559998,72.760002,1536900,66.185555
"746",72.989998,73.120003,72.110001,72.150002,1299100,65.630676
"747",72.129997,72.330002,71.349998,71.559998,1430800,65.093979
"748",71.82,72.260002,71.440002,71.809998,3132400,65.321388
"749",71.970001,72,71.309998,71.68,1056700,65.203148
"750",71.790001,71.849998,71.279999,71.790001,501400,65.3032
"751",71.93,71.989998,71.349998,71.830002,697200,65.339592
"752",72.089996,72.089996,71.099998,71.239998,729800,64.802895
"753",71.730003,71.849998,71.279999,71.400002,1161800,64.948441
"754",71.220001,71.849998,71.169998,71.75,1116700,65.266823
"755",72,72.230003,70.739998,71.75,1457000,65.266823
"756",70.639999,70.839996,69.589996,70.660004,1143400,64.275307
"757",69.440002,69.980003,68.980003,69.629997,1085900,63.338371
"758",69.339996,69.550003,68.519997,69.169998,1314200,62.919945
"759",69.43,70.220001,69.199997,69.68,1099300,63.383858
"760",70.099998,70.279999,69.400002,69.830002,1452300,63.520302
"761",69.860001,69.860001,68.339996,68.419998,1596100,62.237709
"762",68.639999,68.839996,67.970001,68.75,1236000,62.537899
"763",68.800003,69.230003,68.599998,68.949997,1037300,62.71981
"764",68.099998,68.150002,66.75,66.980003,1842800,60.927826
"765",67.519997,68.550003,67.440002,68.239998,1861200,62.073967
"766",68.690002,69.089996,68.110001,68.720001,2146000,62.510601
"767",66.150002,66.879997,65.32,66.309998,2653900,60.318359
"768",66.690002,67.400002,66.230003,66.400002,1675400,60.400238
"769",66.349998,66.360001,64.860001,65.989998,2009000,60.027271
"770",65.919998,65.919998,63.970001,64.730003,1471800,58.881126
"771",63.389999,64.459999,62.700001,62.720001,2465300,57.05275
"772",63.360001,63.91,62.900002,63.150002,1698800,57.443897
"773",63.360001,63.709999,61.970001,61.98,1788600,56.379612
"774",61.34,62.529999,61.330002,62.48,2756200,56.834438
"775",61.700001,62.049999,60.950001,61.16,2211600,55.633709
"776",61.580002,62.790001,61.580002,62,1878000,56.397808
"777",63.330002,64.489998,62.810001,62.900002,2160200,57.216492
"778",64,65.290001,63.91,64.440002,2159800,58.61734
"779",65.040001,65.209999,63.220001,63.27,1518100,57.553059
"780",62.59,62.84,61.720001,62.060001,1749100,56.452389
"781",61.650002,61.98,61.060001,61.330002,1511000,55.788349
"782",61.57,63.130001,61.549999,62.23,1388400,56.607029
"783",62.779999,63.43,62.43,62.709999,1419500,57.043652
"784",62.439999,63.07,62.200001,62.970001,1357800,57.280159
"785",62.880001,63.110001,62.389999,62.759998,1403400,57.08913
"786",62.25,62.77,61.209999,61.959999,1574800,56.361423
"787",62.389999,63.18,62.040001,62.970001,1373600,57.280159
"788",62.799999,63.990002,62.73,63.43,1399200,57.698597
"789",62.950001,62.950001,61.779999,62.48,2118500,56.834438
"790",60.830002,60.830002,59.32,59.779999,1722400,54.378407
"791",59.869999,59.869999,56.5,56.790001,2780700,51.658573
"792",57.240002,57.48,55.540001,55.740002,1859400,50.703449
"793",54.169998,55.68,52.950001,53.209999,2377100,48.40205
"794",51.5,53.099998,50.889999,52.639999,3356900,47.883556
"795",52.599998,55.02,51.709999,55.02,3255100,50.048504
"796",54.580002,55.110001,50.450001,51,4364300,46.391743
"797",51.470001,51.5,48.759998,50.389999,2840400,45.836861
"798",48.330002,48.560001,46.080002,46.720001,3683800,42.498478
"799",44.560001,46.77,44.009998,44.810001,4890700,40.761066
"800",41.060001,41.09,35.099998,35.990002,5312400,32.738018
"801",38.389999,40.25,36.299999,40.240002,4692900,36.603996
"802",38.849998,39.580002,37.5,38.029999,3796700,34.593689
"803",34.5,40.5,33.02,34.950001,5659000,32.3708
"804",38.32,38.689999,34.029999,38.669998,5046200,35.816277
"805",31.52,33.900002,30.6,31.450001,4202500,29.129091
"806",32.169998,34.720001,30,34.400002,4497500,31.861389
"807",31.450001,32.43,26.26,27.42,4409600,25.39649
"808",26.73,30,24.280001,28.950001,4159600,26.813583
"809",29.26,30.030001,27.17,28.93,3936700,26.795057
"810",28.5,29.32,27.049999,27.34,2202800,25.322395
"811",29.799999,31.629999,29.07,30.5,2765300,28.249197
"812",31,34.34,29.129999,33.07,3219900,30.629538
"813",33.48,34.84,32.5,33.990002,2588000,31.481646
"814",32.540001,33.82,31.389999,32.869999,2069400,30.444296
"815",32.540001,32.75,30.4,31.030001,2093200,28.740084
"816",30.58,31.58,29.129999,29.34,2515400,27.174801
"817",27.93,28.02,26.959999,27.17,2814800,25.164942
"818",26.860001,29.33,26.690001,27.790001,3655800,25.739189
"819",28.34,28.43,26.950001,27.34,2977300,25.322395
"820",29.43,30.370001,28.129999,28.99,4003200,26.850632
"821",31.08,32.240002,30.280001,30.68,3564400,28.415915
"822",30.780001,33.32,30.719999,33.02,3367900,30.583231
"823",34.32,37.009998,33.77,34.75,4557300,32.185558
"824",34.75,34.75,32.25,32.779999,2390300,30.360935
"825",33.43,33.68,30.35,30.889999,2705300,28.610415
"826",28.99,29.629999,27.98,28.120001,3369700,26.044834
"827",28,28,25.799999,26.049999,2960400,24.127592
"828",27.530001,30.219999,27.309999,30,4510400,27.786095
"829",28.389999,30.91,27.84,29.620001,3612700,27.434139
"830",28,30.940001,27.85,29.43,4446000,27.258158
"831",30.48,30.98,29.73,30.450001,2447500,28.202887
"832",31,32.130001,30.77,31.6,2651900,29.268019
"833",32.400002,33.029999,30.969999,32.130001,3952900,29.758909
"834",32.389999,34.959999,32.049999,34.509998,3223300,31.96327
"835",36.529999,37.029999,34.860001,35.200001,3096100,32.602352
"836",36.919998,37.900002,36.099998,37.48,3641500,34.714092
"837",36.200001,36.57,34.540001,34.860001,2554400,32.287441
"838",33.439999,33.959999,32.669998,32.830002,2422700,30.407251
"839",32.060001,32.560001,31.08,32.150002,2111000,29.777431
"840",33.189999,34.009998,31.530001,31.57,1943600,29.240231
"841",32.07,32.400002,30.58,31.33,2301700,29.017944
"842",31.92,33.950001,31.92,32.369999,2028600,29.981195
"843",33.48,34.130001,32.93,33.889999,1794500,31.389021
"844",33.450001,33.5,31.68,32.18,1384200,29.805216
"845",32.439999,32.66,30.4,30.459999,2712900,28.212147
"846",30.190001,30.24,28.51,29.23,2493700,27.072918
"847",28.34,31.790001,27.84,31.559999,3121200,29.23097
"848",30.65,31.43,29.889999,30.040001,2117200,27.823143
"849",32.41,34.119999,32.130001,33.650002,3499500,31.166737
"850",33.150002,33.66,32.060001,32.139999,1827700,29.768167
"851",33,33.810001,32.810001,33.25,2019600,30.796255
"852",33.060001,33.599998,32.540001,33.02,2017200,30.583231
"853",33.09,33.57,31.92,32.650002,1340700,30.240534
"854",34.779999,37.330002,34.68,36.689999,2351600,33.982391
"855",39.52,40.25,37.459999,39.43,2984400,36.520195
"856",39.950001,39.950001,37.200001,37.580002,2493500,34.806721
"857",36.439999,37.32,35.610001,36.349998,3023700,33.66748
"858",36.779999,38.299999,36.389999,37.580002,1419300,34.806721
"859",38.32,39.25,37.459999,37.740002,1461000,34.95491
"860",39.279999,40.84,38.779999,40.040001,2361700,37.085175
"861",40.830002,42.900002,39.720001,42.900002,2570300,39.734119
"862",47.189999,49,45.09,45.52,2957000,42.16077
"863",47.139999,48.189999,45.77,46.77,3163200,43.318523
"864",45.34,46.43,44.560001,45.709999,1901400,42.336746
"865",45.189999,45.41,41.779999,41.799999,3009700,38.71529
"866",38.220001,39.810001,37.5,37.700001,2255600,34.917862
"867",39.599998,39.990002,37.099998,39.139999,1848300,36.917473
"868",36.799999,40.509998,36.669998,40.18,2198800,37.898422
"869",42.540001,42.860001,40.07,41.470001,1689600,39.115173
"870",41.419998,41.610001,39.900002,39.950001,1617200,37.681484
"871",39.490002,41.25,39.25,40.060001,2511600,37.785236
"872",41.119999,41.119999,38.619999,39.439999,6832900,37.200443
"873",38.889999,40.09,38.66,39.560001,2006600,37.313629
"874",40.57,40.919998,39.529999,39.830002,1578300,37.568298
"875",39.07,39.07,37.220001,37.450001,1743900,35.323441
"876",37.110001,38.869999,36.830002,38.68,2024700,36.483593
"877",37.43,37.610001,35.169998,35.369999,4276900,33.361553
"878",36.080002,37.330002,35.5,37.009998,1819400,34.908424
"879",36.73,38.439999,36.580002,38.099998,1487400,35.936527
"880",37.490002,38.110001,35.900002,35.939999,1731000,33.899185
"881",37.349998,37.849998,35.080002,35.27,1889600,33.267227
"882",36.529999,37.18,35.360001,35.810001,2063900,33.776569
"883",35.23,35.360001,34.279999,34.75,1673800,32.77676
"884",34.650002,35.43,33.970001,34.759998,1247900,32.78619
"885",34.34,34.66,32.93,33.400002,1493900,31.50342
"886",33.75,35.790001,33.599998,35.77,1624500,33.738834
"887",36.419998,36.490002,35.290001,36,1618300,33.955776
"888",35.970001,35.970001,34.540001,34.93,1188600,32.946537
"889",36.18,37.130001,35.619999,36.889999,1316700,34.795242
"890",36.310001,37.779999,35.830002,36.759998,835000,34.672623
"891",36.630001,36.830002,35.43,35.540001,1306900,33.521896
"892",35.209999,35.529999,34.459999,34.93,1570800,32.946537
"893",35.919998,37.900002,35.779999,37.240002,2946800,35.12537
"894",36.59,37.57,36.060001,36.66,1958500,34.578304
"895",36.630001,37.790001,36.080002,37.369999,1898500,35.247986
