"","CMA.Open","CMA.High","CMA.Low","CMA.Close","CMA.Volume","CMA.Adjusted"
"108",68.639999,69.43,68.489998,68.849998,1199500,58.372574
"109",68.849998,71.529999,68.599998,70.790001,2230400,60.017353
"110",72,73.160004,71.489998,72.669998,2106700,61.611244
"111",72.620003,73.580002,72.099998,72.800003,1989000,61.721478
"112",74,74.449997,73.519997,73.870003,3165500,62.853107
"113",73.300003,74.510002,72.589996,74.260002,2173100,63.184952
"114",73.669998,74.760002,73.650002,74.080002,1602100,63.031803
"115",74.160004,75.010002,73.839996,74.120003,4587700,63.065826
"116",74.639999,75.300003,74.400002,74.620003,1361700,63.49128
"117",74.419998,74.440002,73.120003,73.279999,1806000,62.351101
"118",73.589996,73.650002,71.959999,72.32,1858600,61.534275
"119",72.32,72.400002,71.139999,71.419998,2142900,60.768505
"120",71.879997,71.959999,70.470001,70.849998,2141200,60.283508
"121",71.029999,71.75,70.459999,71.07,1378000,60.470707
"122",71.699997,72.769997,71.25,71.800003,1472100,61.091831
"123",72.470001,72.949997,71.919998,71.940002,2826800,61.210957
"124",73.779999,74.970001,72.129997,72.790001,2187100,61.934174
"125",73.099998,73.669998,72.459999,73.239998,1415500,62.317062
"126",73.910004,74.93,73.650002,74.389999,650600,63.295578
"127",74.610001,74.709999,73.639999,74.43,1277100,63.32959
"128",74.550003,75.050003,73.970001,74.129997,1140900,63.074329
"129",74.839996,74.980003,73.760002,74.669998,991600,63.533802
"130",74.379997,75.440002,74.209999,75.129997,1259800,63.925201
"131",75.190002,75.720001,74.730003,75.230003,1549900,64.010292
"132",74.919998,75.339996,74.599998,74.889999,1295100,63.720985
"133",75.110001,75.290001,74.690002,75.099998,1872700,63.89967
"134",74.129997,74.629997,73.190002,74.260002,1606400,63.184952
"135",74.150002,74.669998,73.639999,74.519997,2020100,63.4062
"136",73,74.099998,72.389999,73.050003,2364700,62.155418
"137",73.400002,73.559998,71.900002,72.489998,2439800,61.678932
"138",72.589996,73.279999,72.150002,72.43,1947000,61.627888
"139",72.110001,72.910004,71.720001,72.459999,1931800,61.6534
"140",72.5,73.510002,72.5,73.279999,1613100,62.351101
"141",74.739998,75.199997,73.769997,74.129997,1933000,63.074329
"142",74.519997,74.610001,72.379997,72.529999,1626300,61.712959
"143",72.660004,72.660004,71.110001,72.010002,1774400,61.270512
"144",72.019997,72.410004,71.18,71.980003,985900,61.244991
"145",72.019997,73.029999,72.019997,72.309998,1671700,61.525772
"146",72.959999,73.089996,71.919998,72.309998,1839900,61.525772
"147",72.209999,72.730003,72.050003,72.489998,1539800,61.678932
"148",72.580002,73.339996,72.489998,72.839996,2094600,61.97673
"149",73.57,74.769997,73.459999,73.860001,1109100,62.844616
"150",73.900002,74.230003,73.330002,73.43,709800,62.478737
"151",73.300003,74.760002,73.120003,73.459999,1437000,62.504269
"152",72.830002,73.300003,71.839996,72.470001,1096500,61.661907
"153",71.980003,72.110001,70.360001,70.809998,1812900,60.249477
"154",70.739998,71.230003,69.860001,70.209999,1382900,59.738953
"155",71.139999,71.910004,70.949997,71.669998,1254100,60.981216
"156",72.5,73.279999,71.879997,71.940002,987200,61.210957
"157",72.309998,72.779999,71.419998,71.660004,1295700,60.972713
"158",71.349998,71.760002,69.389999,69.480003,1176400,59.117832
"159",69.160004,70.099998,68.879997,69.370003,1523500,59.024227
"160",69.410004,69.510002,68.449997,68.769997,1230400,58.513718
"161",69.169998,69.989998,69.089996,69.849998,1367100,59.432655
"162",69.309998,70.639999,69.059998,70.110001,702500,59.653873
"163",70.389999,70.860001,70.139999,70.370003,880900,59.875107
"164",70.57,70.949997,70.279999,70.32,724600,59.832558
"165",70.540001,70.589996,68.989998,69.239998,1521000,58.913631
"166",68.260002,68.93,67.669998,68.589996,1708000,58.360561
"167",68.730003,69.18,68.540001,68.650002,1790800,58.411625
"168",69.059998,69.07,68.099998,68.25,1906300,58.071274
"169",68.470001,69.760002,68.330002,69.300003,1720000,58.964676
"170",68.599998,68.599998,66.540001,66.739998,2407000,56.78648
"171",67.150002,67.410004,66.639999,66.879997,1494500,56.905598
"172",66.709999,66.769997,64.040001,64.459999,2036000,54.846516
"173",64.349998,65.18,64.300003,64.720001,1703400,55.067738
"174",65.690002,67.040001,65.589996,66.75,2615800,56.794991
"175",68.040001,69.830002,67.839996,69.199997,2570000,58.879597
"176",68.949997,69.07,68.150002,68.779999,2894500,58.522221
"177",68.709999,68.919998,68.050003,68.18,1673300,58.265862
"178",67.980003,69.110001,67.830002,69.089996,2822600,59.04353
"179",69.379997,70.760002,69.199997,70.68,1588100,60.402328
"180",70.760002,71.870003,70.440002,71.839996,1470200,61.39365
"181",71.980003,72.699997,70.839996,72.529999,2134700,61.983315
"182",72.599998,73.449997,72.43,73.330002,1352000,62.666992
"183",72.809998,73.540001,72.470001,73.419998,1023500,62.7439
"184",73.239998,73.940002,73,73.620003,1306800,62.91481
"185",73.800003,74.18,73.43,73.779999,1334100,63.051552
"186",75,75.980003,74.519997,75.120003,2020900,64.196701
"187",75.290001,75.610001,74.589996,75.519997,1415600,64.538521
"188",75.599998,76.760002,75.470001,76.260002,970400,65.170929
"189",76.360001,76.75,75.830002,76.650002,1568100,65.504219
"190",76.629997,76.730003,75.610001,76.169998,1643200,65.094025
"191",76.169998,76.660004,75.18,75.300003,1606300,64.35054
"192",75.669998,77.050003,75.029999,77,2064200,65.803329
"193",77.370003,77.949997,76.720001,76.919998,1730300,65.734962
"194",77.089996,77.169998,76.279999,76.410004,1077700,65.299118
"195",76.660004,77.330002,76.419998,76.949997,1120000,65.760597
"196",76.690002,76.959999,76.239998,76.57,854100,65.43586
"197",76.730003,76.870003,75.730003,75.830002,1327900,64.803467
"198",75.720001,76.050003,74.889999,75.550003,1287800,64.564178
"199",75.610001,76.139999,74.970001,75.339996,2315700,64.38472
"200",76.029999,76.809998,74.660004,74.800003,2615900,63.923237
"201",75.529999,76.760002,74.830002,76.57,2010200,65.43586
"202",75.839996,77.610001,75.290001,77.480003,1832600,66.213539
"203",78.5,79.199997,78.230003,79.07,2181500,67.572327
"204",79.129997,79.220001,78.449997,78.540001,2229700,67.119385
"205",79,80.040001,78.989998,79.559998,1963300,67.991074
"206",80.220001,80.25,78.339996,78.879997,1329800,67.409958
"207",79.120003,80.010002,79.120003,79.709999,1313200,68.119278
"208",79.349998,80,79.190002,79.790001,965100,68.187622
"209",79.279999,79.580002,78.389999,78.82,960500,67.358688
"210",78.639999,79.480003,78.459999,78.57,1206400,67.145035
"211",79.080002,79.779999,78.389999,78.449997,1161200,67.042473
"212",78.449997,79.919998,78.099998,79.440002,1484200,67.888512
"213",79.199997,80.25,79.040001,79.75,1584300,68.153442
"214",79.510002,79.720001,78.870003,79.540001,1124400,67.973969
"215",79.489998,79.709999,77.019997,77.160004,1606700,65.940071
"216",76.68,76.879997,75.57,76.139999,1980900,65.06839
"217",75.449997,76.300003,74.339996,75.279999,1393200,64.333435
"218",75.550003,76.220001,74.889999,74.93,1165600,64.034332
"219",74.330002,77.150002,74.160004,76.940002,2256300,65.752052
"220",76.529999,79.349998,76.529999,78.709999,2557800,67.264679
"221",77.699997,79.690002,76.830002,78.879997,1942900,67.409958
"222",79.540001,79.989998,78.309998,78.419998,1237700,67.016838
"223",78.300003,79.82,77.879997,79.129997,1262400,67.623589
"224",79.410004,80.040001,79.279999,79.800003,1222700,68.196182
"225",80.059998,80.059998,79.190002,79.400002,1170900,67.854332
"226",79.510002,80.089996,79.169998,79.339996,875500,67.803062
"227",79.589996,79.660004,78.540001,78.669998,433500,67.230476
"228",78.760002,79.290001,78.389999,78.639999,1039600,67.204857
"229",78.669998,81.010002,78.669998,80.830002,1762500,69.076416
"230",81.459999,84.830002,81.449997,83.489998,3202200,71.349602
"231",84.18,85.279999,83.209999,83.309998,2650500,71.195786
"232",83.449997,84.809998,81.459999,83.779999,2054000,71.597443
"233",85.580002,86.779999,84.519997,85.110001,3165300,72.734047
"234",85.199997,85.610001,83.849998,83.940002,1365900,71.734169
"235",83.650002,84.019997,83.089996,83.230003,1386800,71.127426
"236",82.769997,84.959999,82.699997,84.43,1812900,72.152908
"237",84.900002,85.629997,84.68,85.400002,1348200,72.981865
"238",85.220001,85.470001,84.389999,84.669998,1258000,72.358032
"239",85.059998,86.260002,84.919998,85.870003,1571200,73.383537
"240",85.809998,86.449997,84.730003,84.809998,1626600,72.477676
"241",84.889999,85.029999,83.739998,83.75,1478700,71.825859
"242",84.389999,85.900002,84.139999,85.290001,3543900,73.146622
"243",86.110001,86.839996,85.730003,86.260002,1676200,73.978516
"244",87.050003,87.480003,86.459999,86.540001,2150400,74.218636
"245",87.510002,87.629997,85.620003,86.559998,1215700,74.235786
"246",87.190002,88.07,87.040001,87.660004,2063500,75.179169
"247",87.949997,88.220001,87.25,87.739998,1176200,75.247787
"248",87.610001,88.199997,86.959999,87.330002,641500,74.896179
"249",87.120003,87.360001,86.779999,87.120003,765900,74.716049
"250",87.279999,87.5,86.660004,87.290001,805100,74.861847
"251",87.43,87.620003,86.760002,86.809998,786500,74.450211
"252",87.360001,87.480003,86.080002,86.57,1053900,74.244362
"253",86.5,86.949997,86.019997,86.540001,1228100,74.218636
"254",87.199997,88.489998,87.040001,87.510002,1349900,75.050537
"255",88.5,88.57,87.669998,88.470001,1296100,75.873848
"256",88.239998,88.989998,88.07,88.720001,1385200,76.088264
"257",88.980003,91.099998,88.760002,90.370003,2007000,77.503334
"258",90.779999,92.419998,90.660004,91.309998,1374400,78.309494
"259",91.860001,92.529999,91.57,92.519997,2038500,79.347229
"260",93,93.540001,92.550003,93.040001,1623500,79.79319
"261",92.879997,95.489998,92.879997,93.790001,2376500,80.436409
"262",94.190002,95.050003,92.970001,94.760002,1845400,81.268303
"263",95.269997,95.599998,93.489998,93.809998,1303700,80.453552
"264",93.779999,95.269997,93.779999,94.989998,2508000,81.465553
"265",95.050003,95.330002,94.279999,95.209999,1883600,81.654228
"266",94.919998,95.669998,94.32,95.25,1502600,81.68853
"267",95.510002,95.970001,94.75,95.529999,1519700,81.928665
"268",95.699997,95.919998,94.360001,94.699997,1604100,81.216843
"269",95.050003,95.879997,94.559998,95.809998,1069400,82.16877
"270",95.449997,96.529999,95.089996,95.150002,899500,81.602768
"271",94.379997,95.699997,94.040001,94.760002,1005600,81.268303
"272",94.949997,95.68,94.779999,95.220001,1084500,81.662788
"273",95.160004,97.029999,94.949997,97.029999,1239800,83.215111
"274",97,98.18,94.739998,94.959999,1932700,81.439819
"275",93.480003,95.059998,90.32,90.720001,2090300,77.803505
"276",88.690002,93.160004,88.150002,92.769997,2116000,79.561623
"277",92.120003,95.129997,92.089996,93.580002,1911800,80.256294
"278",93.580002,93.580002,89.139999,89.18,1523400,76.48275
"279",91.129997,92.419998,88.339996,91.610001,1709100,78.56678
"280",92.190002,94.309998,91.699997,93.300003,1605000,80.016167
"281",92.449997,93.989998,92.199997,93.839996,1181000,80.479286
"282",93.690002,97.540001,93.690002,97.400002,1727600,83.53241
"283",97.900002,98.300003,97.019997,97.669998,1297500,83.763977
"284",96.980003,99.029999,96.5,97.82,1308300,83.892609
"285",97.400002,98.589996,96.629997,97.199997,933600,83.36087
"286",97.349998,99.800003,97.309998,98.410004,1023700,84.398613
"287",99.25,99.599998,96.389999,96.669998,1060600,82.906357
"288",97.190002,98.720001,96.970001,98.68,1066300,84.630173
"289",99.279999,99.669998,98.199997,99.669998,1224600,85.479218
"290",99.5,101.730003,98.529999,98.610001,1213500,84.570145
"291",99.239998,100.18,97.220001,97.220001,1821700,83.378052
"292",97.220001,97.870003,95.550003,96.93,2573000,83.129341
"293",96.18,98.580002,95.389999,98.290001,1821700,84.2957
"294",97.480003,99.449997,96.150002,98.849998,1695600,84.775963
"295",99.599998,100.82,98.540001,100.650002,1159600,86.319679
"296",99.57,101.300003,99.370003,101.169998,1139600,86.765656
"297",101.639999,101.919998,98.650002,100.339996,1498200,86.053833
"298",101.349998,102.419998,100.519997,102.209999,1370200,87.657585
"299",102.300003,102.660004,100.540001,100.82,1650800,86.465492
"300",101.489998,101.489998,98.900002,99.400002,1641400,85.247658
"301",99.82,99.82,97.309998,97.720001,1111400,84.060547
"302",98.239998,98.879997,97.230003,98.050003,1161200,84.344444
"303",98.830002,99.800003,98.190002,98.940002,2713800,85.110031
"304",98.639999,99.139999,96.660004,98.029999,937700,84.327217
"305",98.709999,99.519997,98.190002,98.559998,1351900,84.783127
"306",98.599998,100.5,98.169998,98.989998,1470900,85.153023
"307",98,98.230003,94.43,94.760002,2714400,81.51432
"308",95.25,95.25,91.5,91.690002,1635100,78.873444
"309",93.580002,96.489998,93.379997,96.139999,1674700,82.701408
"310",96.739998,97.360001,93.690002,94.43,1937100,81.230423
"311",94.720001,95.580002,93.389999,94.269997,1682600,81.092804
"312",94.769997,96.290001,93.849998,95.93,1596900,82.520775
"313",95.620003,96.209999,92.559998,93.82,1595600,80.705704
"314",94.120003,95.800003,93.830002,95.440002,1615100,82.099266
"315",93.769997,97.029999,93.389999,96.730003,1584200,83.208939
"316",97.760002,98.599998,97.139999,97.940002,1457900,84.249809
"317",96.910004,97.309998,93.949997,94.919998,1589500,81.651947
"318",96.190002,97.970001,95.449997,95.550003,1642100,82.193893
"319",98.07,98.07,96.150002,97.379997,1322600,83.768097
"320",96.32,97.230003,95.900002,96.260002,928900,82.804649
"321",97.190002,99.099998,96.760002,98.480003,1332200,84.714325
"322",99.150002,99.370003,95.349998,96.07,1443900,82.641212
"323",96.629997,97.199997,95.379997,96.110001,2128100,82.675606
"324",94.599998,94.900002,91.949997,92.739998,4065300,79.776665
"325",92.919998,94.540001,92.110001,93.279999,2225400,80.241196
"326",93.510002,95.43,93.25,95.040001,1779300,81.755165
"327",95.019997,96.269997,94.860001,95.489998,1650900,82.142258
"328",95.860001,96.529999,95.239998,96.010002,952400,82.589584
"329",96.830002,98.25,95.110001,96.269997,1868200,82.813232
"330",95.860001,96.809998,94.709999,96.07,1152300,82.641212
"331",95.699997,96.440002,95.07,95.699997,974400,82.322906
"332",95.410004,96.480003,95.300003,96.290001,1246400,82.830444
"333",96.620003,97.400002,94.57,94.580002,870200,81.359474
"334",94.419998,95.059998,93.449997,94.849998,1137900,81.591728
"335",94.589996,95.93,94.080002,94.300003,1820000,81.118622
"336",93.910004,94.019997,91.529999,92.980003,1479700,79.983124
"337",92.07,94.699997,91.489998,94.080002,885100,80.929359
"338",94.370003,94.629997,93.290001,94.050003,1136300,80.903549
"339",94.279999,96.809998,94.209999,95.769997,1945000,82.383118
"340",96.290001,97.769997,95.730003,97.32,1193400,83.716461
"341",97.239998,98.580002,96.739998,97.910004,848100,84.224007
"342",98.150002,98.620003,97.279999,97.900002,1097700,84.215393
"343",98.360001,98.599998,97.459999,98.019997,1015700,84.318626
"344",97.730003,99.25,97.730003,98.400002,1164000,84.645515
"345",98.099998,99.599998,98.099998,99.019997,1260800,85.178833
"346",98.68,99.480003,98.139999,99.370003,1316100,85.479919
"347",99.029999,99.269997,98.110001,98.360001,972200,84.611099
"348",98.690002,99.650002,98.580002,98.800003,1485200,84.989601
"349",99.099998,101.050003,99,100.309998,1743800,86.288521
"350",99.599998,100.25,98.449997,98.989998,1354900,85.153023
"351",98.660004,99.190002,97.040001,99,962900,85.161636
"352",98.07,98.709999,97.459999,97.760002,1082500,84.094971
"353",96.370003,96.809998,93.150002,93.760002,2178200,80.654106
"354",95.129997,95.57,94.019997,95,1467800,81.720749
"355",94.919998,95.540001,94,94.290001,2061700,81.110001
"356",95.699997,96.300003,95.269997,95.75,1323400,82.365944
"357",96.120003,96.639999,95.860001,96.620003,1634400,83.114319
"358",96.400002,96.419998,95.290001,95.669998,948000,82.297119
"359",96.400002,98.25,96.160004,97.43,1999100,83.811104
"360",97.849998,98.300003,96.269997,96.720001,2018100,83.200348
"361",96.910004,97.18,95.959999,96.470001,1252200,82.985298
"362",96.620003,97.040001,94.480003,94.709999,2145200,81.471313
"363",95.330002,96.519997,94.919998,95.769997,2147800,82.383118
"364",96.309998,97.790001,95.5,95.879997,1502100,82.47776
"365",96.18,96.959999,94.410004,95.18,1514800,82.166969
"366",94.68,95.190002,93.169998,94.57,2476000,81.640381
"367",93.709999,95.169998,93.050003,94.68,1619400,81.735336
"368",93.75,95.57,93.639999,95.309998,1661100,82.279205
"369",96.110001,96.349998,95.440002,95.540001,1408900,82.477776
"370",95.449997,96.470001,94.699997,96.010002,1699500,82.883514
"371",97.25,98.25,94.839996,95.440002,3323300,82.391434
"372",94.709999,94.839996,92.709999,93.989998,1761300,81.139671
"373",94.129997,94.300003,92.279999,92.809998,2007800,80.12101
"374",92.589996,92.900002,90.400002,91,2423700,78.558479
"375",91.18,91.809998,90.400002,91.339996,2183300,78.851967
"376",92.330002,93.160004,90.879997,90.919998,1754800,78.489403
"377",90.480003,91.879997,90.360001,91.769997,1597300,79.22319
"378",91.940002,92.440002,90.230003,90.440002,1068400,78.075043
"379",91.209999,91.260002,89.940002,90.330002,1266000,77.980087
"380",89.919998,91.150002,89.400002,90.620003,1052400,78.230431
"381",91.389999,93.370003,90.879997,93.120003,2351400,80.388626
"382",93.489998,93.879997,92.07,92.480003,1446400,79.836136
"383",91.919998,92.68,91.449997,91.620003,1401900,79.093689
"384",92.449997,92.449997,89.629997,90.489998,1630100,78.118179
"385",90,90,88.629997,89.459999,2221900,77.229012
"386",89.790001,91.190002,89.720001,90.699997,1654000,78.299461
"387",90.989998,92.769997,89.629997,91.860001,3593000,79.300903
"388",93,93.959999,92.010002,93.769997,2866600,80.94976
"389",93.489998,94.059998,92.209999,93.57,2026200,80.777084
"390",93.699997,95.080002,92.849998,94.220001,1971500,81.338211
"391",94.269997,95.989998,94.220001,95.769997,1683400,82.6763
"392",96,96.459999,95.099998,95.5,2052200,82.443207
"393",96.730003,97.57,94.989998,96.099998,2060800,82.961182
"394",96.300003,96.75,95.160004,95.25,1402000,82.227402
"395",95.559998,96.629997,95.370003,96.290001,1442100,83.125229
"396",96.540001,97.150002,95.779999,96.620003,1807500,83.410095
"397",96.779999,97.769997,95.980003,96.940002,2820200,83.686356
"398",97.669998,99.480003,97.599998,97.620003,1865200,84.273384
"399",96.830002,98.779999,96.57,98.389999,1986600,84.938095
"400",98.209999,98.860001,97.800003,98.019997,1925200,84.618698
"401",98.150002,98.190002,96.93,97.559998,1089200,84.221588
"402",98.150002,98.540001,97.68,97.959999,1060200,84.566887
"403",97.959999,98.959999,97.400002,98.610001,1067800,85.128036
"404",98.370003,98.629997,97.620003,97.910004,921900,84.523727
"405",96.790001,97.470001,96.400002,97.139999,1203000,83.859009
"406",97.129997,97.470001,96.139999,96.260002,1098700,83.099335
"407",96.550003,97.900002,96.550003,97.580002,1246700,84.238861
"408",96.870003,97.529999,96.209999,96.660004,1068300,83.444641
"409",97.129997,99.57,97.129997,98.690002,1911700,85.19709
"410",98.540001,99.440002,98.18,99.230003,1196100,85.663269
"411",99.139999,99.660004,98.849998,99.269997,1064100,85.697769
"412",99.620003,100.639999,99.18,99.43,1565600,85.835907
"413",99.300003,99.769997,98.68,99.260002,1412900,85.689163
"414",99.18,99.370003,98.32,98.599998,947000,85.119385
"415",99.160004,99.32,98.449997,98.629997,1306000,85.145294
"416",98.629997,99.610001,98.629997,98.849998,1265000,85.335197
"417",99.099998,99.120003,98.18,98.720001,1298200,85.222984
"418",98.900002,98.959999,97.889999,98.43,1147500,84.972633
"419",98.230003,98.230003,96.529999,96.739998,1620600,83.513687
"420",96.419998,97.699997,95.889999,97.480003,1491500,84.152519
"421",97.639999,98.07,97.059998,97.739998,1581500,84.376968
"422",97.529999,98.57,97.529999,97.980003,1712400,84.584167
"423",98.050003,98.400002,97.160004,97.879997,1798100,84.497841
"424",98.080002,98.279999,96.959999,97.279999,1327300,83.979858
"425",97.730003,97.760002,97.050003,97.129997,1234500,83.850365
"426",97.059998,98.75,96.949997,98.330002,2422900,84.886307
"427",97.709999,98.07,94.660004,94.949997,2841700,81.968422
"428",94.68,94.889999,92.480003,93.010002,2519100,80.804268
"429",93.190002,94.059998,92.959999,93.190002,1645600,80.960655
"430",93.43,93.940002,92.010002,92.739998,1281900,80.569695
"431",92.720001,92.919998,92,92.389999,1671300,80.265625
"432",92.43,94.160004,92.360001,93.860001,1331500,81.542725
"433",94.230003,95.389999,94.230003,94.690002,1121200,82.263794
"434",94.839996,94.849998,94.199997,94.629997,1820100,82.21167
"435",94.519997,94.629997,93.410004,93.75,1085100,81.447159
"436",94.300003,94.519997,93.360001,93.440002,913300,81.177856
"437",93.900002,94.139999,91.440002,91.669998,1843800,79.640121
"438",91.769997,91.889999,90.540001,91.010002,1359700,79.066734
"439",90.470001,91,89.980003,90.199997,1393000,78.363022
"440",91.360001,91.519997,90.139999,90.230003,1426400,78.389091
"441",90.300003,90.639999,89.419998,89.779999,2026300,77.998154
"442",90.5,92.290001,90.5,92.089996,2107400,80.00499
"443",92.370003,93.800003,91.709999,92.720001,1369800,80.55233
"444",93.029999,93.279999,91.599998,92.040001,816500,79.961563
"445",92.230003,92.82,91.389999,92.489998,709400,80.352509
