"","EQIX.Open","EQIX.High","EQIX.Low","EQIX.Close","EQIX.Volume","EQIX.Adjusted"
"457",411.290009,420.589996,411.290009,416.75,359200,393.982727
"458",418.640015,421.029999,410.059998,411.970001,458800,389.463837
"459",409.579987,410,383.839996,385.220001,1076000,364.175201
"460",388.200012,391.75,377.25,379.910004,701200,359.155334
"461",380.529999,383.600006,374.390015,376.790009,851200,356.20575
"462",384.179993,384.179993,376.540009,378.73999,804100,358.049255
"463",379.820007,390.809998,379.01001,386.690002,577300,365.565002
"464",392.230011,397.269989,382.480011,392.429993,1086300,370.991302
"465",397.5,401.390015,393.570007,396.459991,709900,374.801208
"466",396.670013,399.839996,393.160004,396.040009,548400,374.404144
"467",400,401.679993,396.859985,400,533300,378.147827
"468",400.589996,401.140015,389.140015,389.480011,755800,368.202484
"469",389.459991,390.25,380.820007,384.940002,741200,363.910492
"470",384.859985,391.23999,384.859985,389.420013,487700,368.145813
"471",388.429993,388.839996,382.899994,383.529999,490700,364.712921
"472",385.269989,388.299988,380.059998,385.320007,438700,366.415131
"473",384.73999,387.130005,377.480011,385.279999,497000,366.377045
"474",383.179993,389.429993,383,388.630005,650100,369.562653
"475",389.720001,394.829987,381.589996,383.470001,438200,364.655823
"476",383.850006,386,374.23999,376.5,813400,358.027802
"477",377.640015,386.119995,374.73999,382.890015,440200,364.104309
"478",380.950012,382.470001,378.570007,380.399994,193700,361.73642
"479",382.450012,383.98999,380.279999,382.170013,572100,363.419647
"480",382.179993,385.440002,378.369995,382.109985,334300,363.362488
"481",382.230011,385.470001,379.790009,384.059998,618400,365.216919
"482",385.540009,386.170013,381.410004,384.109985,486500,365.264374
"483",383.75,388.320007,381.670013,385.279999,786500,366.377045
"484",387.450012,391.690002,385.279999,391.109985,487500,371.920959
"485",392.73999,396.589996,383.910004,385.089996,753600,366.196381
"486",381.920013,392.899994,377.950012,392.720001,663500,373.452026
"487",390.790009,393.329987,383.950012,386.470001,450300,367.508636
"488",388.149994,389.76001,381.619995,387.079987,403100,368.088715
"489",388.690002,391.670013,387.059998,389.799988,449400,370.675262
"490",390.309998,396.5,386.690002,387.119995,525900,368.12674
"491",388.309998,395.25,388.230011,389.320007,429000,370.21875
"492",387.73999,389.23999,383.769989,386.899994,505300,367.917572
"493",386.890015,387.540009,368.559998,369.059998,832600,350.95285
"494",371.869995,377.059998,369.480011,370.970001,527300,352.769135
"495",370.5,374.089996,367.079987,368.440002,795500,350.363251
"496",367.420013,367.799988,355.329987,358.209991,762800,340.635223
"497",358.619995,363.679993,348.619995,350.309998,1277500,333.122711
"498",348.75,349.899994,338.970001,339.019989,339700,322.386658
"499",340.399994,349.269989,335.290009,349.269989,594800,332.133759
"500",345.649994,348.98999,337.670013,346.390015,569700,329.395203
"501",348.75,356.140015,347.100006,352.850006,569900,335.538116
"502",352.350006,353.299988,347.609985,352.559998,384400,335.262421
"503",349.279999,352.690002,343.579987,350,664600,332.828003
"504",348.660004,355.470001,345.170013,345.940002,779700,328.967163
"505",347.799988,356.640015,346.359985,353.790009,543700,336.432037
"506",353,357.019989,351.410004,354.5,730300,337.107147
"507",357.420013,363.179993,357.420013,361.859985,680800,344.106079
"508",363.690002,365.089996,348.23999,357.320007,1024800,339.788818
"509",356.309998,371.220001,355.040009,370.679993,1033200,352.493347
"510",369.959991,372.299988,366.549988,371.429993,433600,353.206573
"511",370.299988,377.149994,369.98999,376.579987,638200,358.103851
"512",379.459991,383.589996,378.149994,382.980011,721200,364.18985
"513",381.209991,384.179993,379.529999,381.109985,620800,362.411652
"514",380.970001,383.589996,379.209991,381.829987,490200,363.096283
"515",383.480011,383.480011,373.75,374.670013,638100,356.287567
"516",374.670013,375.790009,368.26001,371.01001,858600,352.80719
"517",370.859985,371.690002,363.149994,365.26001,667100,347.339294
"518",357.350006,371.559998,357.350006,371.279999,492600,353.063904
"519",371.779999,373.140015,364.910004,369.440002,760600,351.314209
"520",367.950012,377.970001,363.899994,377.109985,466600,358.60788
"521",378.100006,379.880005,373.890015,379.290009,352100,360.680969
"522",379.290009,384.799988,379.149994,383.01001,400300,364.218445
"523",382.829987,394.829987,379.910004,394,591400,374.66922
"524",393.450012,396.660004,390.869995,396.380005,646100,376.932434
"525",397,397,392.369995,395.290009,487600,375.895874
"526",397.040009,399,372.75,395.790009,527700,376.371429
"527",395,396.970001,388.390015,390.100006,732600,370.960541
"528",389,392.119995,385.980011,389.790009,402400,370.665741
"529",388.519989,395.98999,387.890015,395.820007,354600,376.399933
"530",396.950012,400.850006,395.630005,400.070007,408300,380.441406
"531",400.640015,400.640015,393.579987,397.480011,346100,377.978546
"532",386.950012,398.779999,385.910004,391.910004,575500,372.681793
"533",412,422.440002,399.570007,420.589996,1551900,399.954651
"534",421.470001,422.059998,417.410004,421.390015,689300,400.715332
"535",422,433.019989,418.399994,430.589996,660500,409.463989
"536",428.429993,433.640015,427.5,431.529999,598400,410.357849
"537",429.070007,430,424.299988,425.859985,397000,404.966034
"538",427.980011,430.25,423.75,428.540009,341700,407.514526
"539",429,430,425.519989,428.980011,580000,407.933014
"540",428.079987,428.75,425,425.839996,422300,407.282593
"541",421.470001,426.5,417.25,418.149994,525500,399.927734
"542",422.190002,426.079987,417.589996,423.5,1549800,405.044617
"543",424.459991,433.540009,420,432.790009,786500,413.929779
"544",433.450012,434.149994,423.230011,426.980011,704300,408.372955
"545",426.950012,430.26001,424.600006,426.920013,420300,408.315552
"546",426.170013,428,422.869995,424.660004,376500,406.154053
"547",422.73999,431.380005,421.190002,426.75,510200,408.152954
"548",426.850006,431,424.5,430.380005,581500,411.624817
"549",430.880005,438.5,430.880005,438.329987,560400,419.228302
"550",439.75,442.559998,438.119995,438.5,614000,419.390961
"551",438.019989,441.869995,437.839996,438.869995,588500,419.744843
"552",439.5,442.920013,436.299988,440.480011,398400,421.284668
"553",439.910004,442.75,438.329987,441.609985,1207400,422.365356
"554",442.5,444.799988,440.850006,444.100006,370000,424.746857
"555",445.019989,446.149994,441.910004,443.549988,383300,424.220856
"556",442.149994,449,441.48999,448.079987,590200,428.553467
"557",447.929993,458.410004,444.5,458.290009,569500,438.318573
"558",458.829987,460.880005,451.109985,451.5,644400,431.824463
"559",452.25,453.48999,445.279999,446.179993,449500,426.736206
"560",445.880005,448.720001,442.75,447.670013,379200,428.161377
"561",449.480011,451.540009,445.029999,448.079987,390900,428.553467
"562",449.73999,452.220001,446.850006,449.959991,415200,430.351501
"563",451.470001,453.850006,444.959991,453.160004,524400,433.412109
"564",443.559998,456.769989,443.559998,456.299988,376200,436.415222
"565",457.459991,461.75,455.019989,460.440002,484000,440.374878
"566",461.709991,466.109985,455.690002,462.01001,531700,441.876404
"567",462.549988,464.730011,459.899994,461.440002,448900,441.331207
"568",461.970001,467.290009,460.450012,466.619995,284800,446.285492
"569",466.73999,467.98999,460.320007,463.410004,251000,443.215424
"570",463.190002,464.230011,459.160004,460.109985,284600,440.059174
"571",461.559998,462.98999,459.519989,461.209991,304200,441.111206
"572",456.98999,462.920013,456.98999,460.670013,256300,440.594788
"573",457.820007,464,453.720001,463.380005,369900,443.186646
"574",462.309998,463.070007,457.350006,460,286100,439.95401
"575",461.920013,461.920013,451.329987,452.660004,346900,432.933807
"576",454.410004,454.51001,445.029999,447.519989,342300,428.017822
"577",450.170013,450.170013,444.940002,446.440002,452600,426.984894
"578",445.73999,448.970001,442.820007,447.230011,445200,427.740509
"579",449.450012,452.820007,444.51001,450.209991,369800,430.590607
"580",450.779999,454.179993,445.929993,453.459991,268400,433.698975
"581",450.910004,455.779999,447.26001,453.890015,223800,434.11026
"582",453.820007,453.820007,440.720001,453.049988,361000,433.306854
"583",451.559998,453.980011,446.26001,448.809998,296200,429.251617
"584",449.619995,456.149994,446.040009,454.700012,408100,434.88501
"585",453.600006,459.51001,449.529999,450.01001,499000,430.399353
"586",470,479.940002,461.940002,465.01001,726200,444.745636
"587",466.320007,476.98999,464.399994,476.98999,420200,456.203613
"588",472.459991,480.799988,472.26001,478.529999,496500,457.676544
"589",477.899994,478.5,471.929993,474.929993,523700,454.233368
"590",473.570007,483.640015,471.649994,478.980011,590600,458.106903
"591",477.779999,479.329987,473.01001,476.589996,335800,455.821045
"592",476.26001,481.730011,474.640015,479.820007,438200,458.910309
"593",473.559998,477.190002,472.470001,476.23999,498800,455.486267
"594",477.540009,484.5,477.01001,484,419700,462.908112
"595",484.25,488.380005,483.130005,486.619995,279100,465.41391
"596",487.519989,494,487.019989,491.76001,327000,470.329926
"597",487.619995,490.839996,485.160004,490.279999,289400,468.914368
"598",487.880005,488.429993,480.109985,480.119995,379400,459.197205
"599",477.929993,486.079987,477.929993,484.450012,403100,465.724792
"600",483.839996,494.619995,480.51001,493.98999,332600,474.895996
"601",492.859985,496.570007,492,496.26001,467900,477.078278
"602",498.76001,500,495.959991,496.519989,251600,477.328217
"603",496.799988,500.200012,491.230011,491.230011,285100,472.242676
"604",490.98999,491.600006,481.299988,482.549988,278000,463.898224
"605",483.100006,487.829987,483.100006,487.309998,332600,468.474182
"606",485.149994,489.190002,483.660004,485.790009,337700,467.012939
"607",487.609985,489.619995,482.160004,485.579987,461900,466.811035
"608",485.519989,485.589996,471.799988,481.049988,494200,462.456177
"609",484.369995,495.399994,482.459991,495.290009,306800,476.145752
"610",496.820007,497.920013,491.290009,494.660004,334000,475.5401
"611",496.540009,499.959991,495.100006,499.600006,262100,480.289124
"612",499.140015,507.309998,497.600006,506.019989,329400,486.460999
"613",507.290009,508.76001,499.26001,504.23999,303300,484.749847
"614",505.76001,508.98999,502.980011,503.670013,221500,484.201874
"615",505.440002,508.029999,503.23999,507.299988,399900,487.691559
"616",507.299988,512.929993,505.51001,509.920013,318600,490.210297
"617",511.26001,515.080017,509.290009,511.480011,354200,491.709961
"618",514.450012,516.950012,502.450012,503.230011,461300,483.778839
"619",502.690002,513.799988,501.890015,511.170013,351900,491.411987
"620",515.039978,515.880005,506.709991,508.369995,433000,488.720184
"621",509.040009,509.369995,499.51001,508.089996,761600,488.450989
"622",510,512.900024,506.070007,510.040009,285500,490.325592
"623",508.829987,512.98999,499.429993,500.049988,246000,480.72171
"624",500.029999,501.089996,485.579987,490.279999,489800,471.329346
"625",491.329987,498.929993,491.329987,498.190002,262500,478.933655
"626",498.75,504.690002,496.359985,504.290009,551000,484.797913
"627",509.040009,510,498.029999,504.940002,366800,485.42276
"628",506.369995,515.27002,505.070007,514.940002,349000,495.036224
"629",515.369995,520.23999,515.369995,518.950012,180200,498.891266
"630",517.030029,520.349976,510.529999,518.179993,168000,498.151001
"631",518.400024,520,515.840027,519.159973,196400,499.093079
"632",517.320007,521.700012,516.830017,521.5,235300,501.342682
"633",522.140015,527.409973,518.099976,527.159973,315600,506.783936
"634",528.969971,528.97998,520.559998,523.880005,292400,503.630615
"635",525,526.929993,516.51001,518.01001,301700,497.98761
"636",521.309998,523.599976,515.590027,516.98999,181400,497.006989
"637",515.320007,516.640015,511.970001,514.219971,319400,494.344086
"638",518.789978,519.039978,509.01001,512.179993,211900,492.382874
"639",509.529999,513.460022,508.190002,512.169983,293700,492.37326
"640",514.469971,515.799988,506.559998,506.609985,305100,487.028198
"641",505.410004,508.769989,504.079987,506.399994,243800,486.826294
"642",508.429993,509.899994,501.880005,507.329987,335400,487.720398
"643",507.380005,510.980011,504.709991,508.320007,279500,488.67215
"644",507,507.51001,490.049988,490.480011,533200,471.521698
"645",492.170013,495,484.459991,488.809998,523600,469.916199
"646",494.980011,496.959991,484.23999,486.579987,393800,467.7724
"647",485.200012,499.5,484.570007,498.820007,464900,479.539337
"648",497.660004,511.290009,493.920013,502.100006,741300,482.692535
"649",529.47998,530.719971,504.910004,522.75,720100,502.544373
"650",526.109985,533.080017,520.76001,524.090027,580300,503.832611
"651",518.570007,523.669983,506.049988,512.679993,429700,492.863617
"652",513.47998,523.52002,513,519.859985,366400,499.766022
"653",518.049988,534.830017,511.98999,533.090027,436600,512.484741
"654",531.299988,550,527.530029,549.23999,550800,528.010437
"655",550,553.52002,546.830017,552.419983,499100,531.067505
"656",550.539978,557.539978,549.609985,553.299988,403900,531.913513
"657",553.75,554.349976,545,548.380005,452200,527.183655
"658",544.450012,548.669983,537.200012,539.880005,472900,519.012146
"659",541.299988,550.159973,539.5,546.340027,359100,525.222473
"660",547.25,553.849976,545.01001,551.809998,575000,530.48114
"661",556.219971,557.960022,550.380005,555.72998,279600,534.249634
"662",551.23999,554.47998,546.72998,547,257600,528.195007
"663",548.820007,552.099976,545.359985,552.099976,198900,533.119812
"664",551.640015,558.429993,547.619995,554.419983,270500,535.360046
"665",557.409973,559.320007,547.140015,549.419983,319200,530.53186
"666",550.030029,558.789978,550,558.679993,203100,539.473572
"667",560.48999,562.469971,555.450012,557.52002,590000,538.353516
"668",558.359985,559.640015,551.380005,553.530029,304000,534.500671
"669",556.710022,558.799988,554.960022,557.719971,339500,538.54657
"670",558,559.549988,553.219971,556.280029,288200,537.156128
"671",555.380005,566.390015,554.210022,565.909973,296600,546.454956
"672",564.900024,567.890015,555.030029,558.48999,445900,539.290161
"673",558.76001,560,547.690002,551,486500,532.057556
"674",552.440002,560.669983,551.710022,554.090027,366900,535.041382
"675",554.099976,554.309998,536.76001,538.210022,397000,519.707275
"676",535.51001,535.51001,525.380005,531.440002,496300,513.170105
"677",530.190002,533.359985,526,528.440002,529900,510.273193
"678",529.98999,539.679993,528.5,538.880005,435400,520.354309
"679",537,539.080017,531.789978,536.799988,329600,518.345825
"680",537.73999,551.200012,536.190002,549.929993,297300,531.024353
"681",551.469971,559.98999,545.200012,558.909973,380400,539.695679
"682",559.5,561.190002,545.669983,561,359100,541.713867
"683",560.51001,570.830017,559.330017,569.030029,470100,549.467773
"684",568.570007,571.700012,564.690002,566.450012,1067300,546.976379
"685",575.030029,609.969971,569.830017,581.710022,715300,561.711914
"686",582.210022,582.950012,567.109985,572.039978,519700,552.374268
"687",574.559998,580.330017,562,579.25,381200,559.336548
"688",577.340027,584.5,577.130005,583.02002,270600,562.976868
"689",581.01001,583.48999,573.330017,576.619995,290500,556.796753
"690",578.719971,582.22998,574.289978,576.799988,301000,556.970642
"691",574.840027,578.219971,567.950012,569.590027,313000,550.008484
"692",568.119995,571.51001,555.179993,561.52002,531300,542.216064
"693",563.159973,575.76001,562.77002,575.75,417600,555.956726
"694",577.630005,582.429993,575.929993,581.650024,295700,561.653931
"695",577.869995,580.950012,575.549988,577.309998,224800,557.463135
"696",576.169983,577.77002,569.340027,569.5,280500,549.92157
"697",570.909973,579.289978,570.070007,575,274000,555.232544
"698",573.530029,574.919983,568.140015,572.200012,230600,552.528809
"699",576.190002,576.190002,565.869995,566.609985,280100,547.130981
"700",566.97998,571.219971,565.049988,567.5,181500,547.990417
"701",570.599976,574.169983,566,571.650024,207100,551.997681
"702",568.159973,568.900024,560.890015,567.890015,313200,548.367004
"703",570.929993,576.47998,569.450012,571.840027,198100,552.181152
"704",574.820007,577.169983,571.320007,576.409973,247900,556.593994
"705",576.409973,578.320007,572.030029,577.349976,270800,557.50177
"706",582.679993,582.679993,569.830017,569.929993,271100,550.336853
"707",569.690002,572.609985,558.929993,566.619995,370600,547.140747
"708",569.5,569.5,561.280029,563.340027,329300,543.973511
"709",562.340027,566.539978,553.669983,565.73999,379200,546.290955
"710",564.22998,568.559998,563.179993,567.130005,288100,547.633057
"711",565.890015,576.25,565.76001,567.52002,305000,548.009827
"712",570.719971,577.710022,566.450012,571.159973,556100,551.524536
"713",572.700012,574.900024,553.809998,566.780029,690100,547.295166
"714",565.330017,567.460022,557.140015,562.23999,431900,542.911194
"715",560.669983,560.799988,542.380005,543.200012,661300,524.525879
"716",542.140015,542.140015,523.789978,527.190002,934300,509.066101
"717",530.070007,534.98999,527.849976,531.880005,375800,513.595032
"718",530.960022,530.960022,519.369995,522.5,383600,504.537354
"719",523.460022,535.960022,521.919983,530.309998,505500,512.078857
"720",530.26001,539.359985,530.26001,535,309400,516.607666
"721",535.630005,539.01001,526.849976,531.23999,358000,512.97699
"722",533.719971,541.960022,532.530029,540.72998,414100,522.140625
"723",542.200012,549.099976,539.320007,544.710022,521700,525.983765
"724",548.840027,552.01001,543.719971,550.409973,448200,531.487854
"725",550,560.960022,550,558.210022,350400,539.019775
"726",557.289978,568.900024,555.369995,564.960022,403600,547.952454
"727",565,573.179993,563.900024,568.76001,398200,551.638062
"728",565.580017,570.599976,558.130005,560.169983,322600,543.306641
"729",562.840027,567.349976,556.25,557.580017,318900,540.794678
"730",559.609985,563.469971,553.200012,553.849976,472500,537.17688
"731",553.219971,556.710022,550.909973,554.679993,848700,537.981995
"732",555.460022,566.969971,551.52002,565.190002,302300,548.175598
"733",565.609985,569.070007,565.169983,566.849976,187200,549.785583
"734",564.809998,564.809998,549.690002,549.73999,394500,533.190735
"735",550.700012,555.969971,547.059998,552.599976,447200,535.964539
"736",549.76001,564.02002,548.76001,562.929993,413700,545.983643
"737",561.27002,563.97998,555.929993,560.059998,337700,543.200012
"738",562.190002,566.98999,558.880005,559.190002,307300,542.356201
"739",559.559998,562.619995,557.289978,560.719971,208200,543.840088
"740",563.47998,564.830017,556.179993,557.72998,340500,540.940186
"741",559.219971,564.119995,554.5,559.140015,333000,542.307739
"742",561.369995,561.369995,546.26001,547.799988,387300,531.309143
"743",547.669983,552.72998,543.109985,551.840027,553600,535.227478
"744",552.549988,563.859985,547.150024,562.799988,473100,545.857544
"745",565.580017,571.01001,556,557.52002,411500,540.73645
"746",559.599976,566.849976,558.340027,565.450012,491700,548.427795
"747",566.52002,578.47998,564.52002,575.919983,388900,558.582642
"748",581.849976,582.200012,573.799988,577.710022,931900,560.318726
"749",577.369995,579.340027,570.109985,571.640015,181700,554.431519
"750",571.539978,576.710022,569.159973,573.23999,82600,555.983215
"751",573.669983,580.119995,572.159973,579.51001,153100,562.064453
"752",582.369995,584.450012,578.150024,582.5,231800,564.9646
"753",580.299988,582.429993,575.030029,580.23999,247100,562.772461
"754",580.539978,583.909973,578.359985,583.700012,292700,566.128357
"755",583.909973,584.909973,576.030029,579.349976,448500,561.909241
"756",575.469971,590.359985,575.469971,585.119995,385200,567.505615
"757",585.130005,588,579.75,584.47998,284200,566.884949
"758",584.469971,586.5,575.02002,581.880005,252600,564.363159
"759",583,586.159973,575.01001,583.799988,261000,566.225342
"760",582.950012,590,575.409973,588.98999,229600,571.259094
"761",593.320007,595.77002,587.320007,594,307900,576.118225
"762",594.890015,598.530029,592.26001,594.960022,396300,577.049377
"763",595.809998,597,582.929993,586.5,385400,568.844116
"764",588.559998,592.530029,585.049988,586.23999,394300,568.591858
"765",587.549988,596.400024,586.609985,595.119995,522100,577.204529
"766",594,596.690002,587.900024,588,794200,570.298889
"767",591.51001,594.549988,583.940002,590,680900,572.238647
"768",595.349976,599.179993,590.789978,591.530029,444100,573.722595
"769",594.48999,603.700012,592.559998,596.01001,352200,578.06781
"770",597.369995,603.349976,590.039978,591.960022,329000,574.139709
"771",589.909973,594.960022,585.609985,593.950012,233200,576.069824
"772",595.98999,604.669983,595.390015,602.570007,318100,584.430298
"773",600.059998,604.25,596.789978,602.679993,243200,584.536865
"774",602.700012,608.109985,602.700012,603,348400,584.847412
"775",604.070007,605.27002,587.359985,589.72998,488700,571.976807
"776",592.559998,606.140015,591.049988,603.599976,445700,585.42926
"777",608.090027,609.469971,605.26001,607.849976,325900,589.551331
"778",608.48999,609.219971,600,601.26001,327400,583.15979
"779",606.26001,607.830017,594.559998,603.72998,215000,585.555359
"780",605.140015,607.549988,602.130005,606,186900,587.757019
"781",609.190002,613.73999,607.070007,612.030029,270300,593.605591
"782",613.099976,619.75,611.01001,613.570007,345000,595.099182
"783",616.22998,624.580017,612.330017,623.140015,566400,604.381042
"784",615.099976,636.429993,611.98999,635.75,508300,616.611511
"785",639.090027,654.320007,637.190002,648.650024,438600,629.123047
"786",644.169983,649.98999,639.349976,643.590027,427900,624.215332
"787",648.190002,650.109985,641.400024,643.719971,405000,624.341553
"788",644,648.52002,639.299988,648.390015,353600,628.870972
"789",651.960022,657,644.099976,655.98999,604900,636.242126
"790",648.179993,654.440002,637.690002,644.900024,543200,625.486023
"791",643.049988,645.909973,627.5,631.97998,677700,615.49353
"792",634.549988,637.830017,624.880005,629.840027,414600,613.409485
"793",623.919983,630.72998,597.26001,597.48999,718200,581.90332
"794",586.530029,589.960022,563.549988,572.799988,1132000,557.857483
"795",577.880005,620.289978,577.26001,618.880005,757100,602.735352
"796",621.719971,634.039978,600,615.159973,678800,599.112366
"797",626,646.52002,621.919983,645.48999,586400,628.651184
"798",629.02002,641.830017,611.049988,616.669983,578100,600.583008
"799",599.590027,609.98999,582.52002,608.669983,826300,592.791687
"800",571,601.940002,570.130005,574.059998,724500,559.084595
"801",600,615.039978,571.049988,610.280029,706400,594.359741
"802",591.640015,604.97998,584.890015,598.799988,897900,583.179138
"803",556.909973,595,546.150024,565.130005,1003900,550.387512
"804",585.289978,623.840027,566.73999,621.090027,1081100,604.887817
"805",582.590027,586.280029,530,542.429993,1018900,528.279724
"806",558.619995,598.22998,554.719971,575.179993,1215500,560.175354
"807",545,585.039978,534.440002,572.140015,1027900,557.214661
"808",571.890015,590.109985,535.549988,550,985200,535.652222
"809",549.75,559.97998,493.200012,506.519989,1230300,493.306458
"810",505.040009,506,477.869995,489.140015,882100,476.379883
"811",509.839996,552.950012,496.660004,545.890015,914300,531.649414
"812",535.799988,593.690002,535.369995,553.919983,723800,539.469971
"813",559.530029,604.25,551.26001,587.580017,754700,572.251953
"814",573.52002,605,553.900024,594.27002,616200,578.767395
"815",605.98999,649,594.02002,644.869995,778600,628.047241
"816",640,644.929993,611.059998,624.570007,1135000,608.276978
"817",608.179993,620,580.690002,595.460022,714800,579.926392
"818",594.789978,629.039978,590.700012,626.150024,801500,609.815796
"819",626.309998,636.210022,604.409973,624.690002,557200,608.393738
"820",639.780029,658.97998,630,652.219971,698800,635.205627
"821",678.919983,679.659973,621.719971,623.619995,621200,607.351746
"822",624.02002,668.72998,621.549988,664.26001,533700,646.93158
"823",666.890015,692.630005,666.210022,686.940002,904300,669.019836
"824",681.609985,681.609985,644.76001,657.190002,541000,640.045898
"825",677.359985,695.869995,671.809998,688.890015,549800,670.918945
"826",677.76001,685.190002,665.5,675.530029,361100,657.907593
"827",659.030029,688,659.030029,682.73999,521700,664.929382
"828",681.849976,696.789978,669.299988,694.950012,502600,676.820984
"829",684,687,665.799988,670.75,519500,653.252136
"830",658.409973,681.090027,654.950012,672.200012,420700,654.664368
"831",679.909973,698.73999,673.200012,684.789978,434000,666.925842
"832",683.640015,698.98999,681.01001,685.48999,382400,667.607666
"833",685.48999,689.549988,672.909973,685.099976,459800,667.227844
"834",691.869995,707.02002,685.23999,702,349800,683.687073
"835",713.609985,715.75,682.289978,683.76001,374300,665.922913
"836",685.5,688.799988,672.099976,679.320007,605800,661.598694
"837",675.640015,686.559998,663.77002,675.200012,752000,657.586182
"838",670.340027,680.890015,665.23999,670.849976,346700,653.349609
"839",664.51001,677,660.919983,675.969971,515200,658.33606
"840",689.380005,692.599976,672.51001,686.390015,321600,668.484314
"841",680.409973,701.150024,680.25,684.190002,388300,666.341614
"842",662.01001,679.150024,656,675.340027,663100,657.722595
"843",679.890015,686.98999,671.349976,678.159973,439400,660.468933
"844",672.469971,686.890015,670.450012,678,558900,660.31311
"845",668.51001,676.299988,660,663.650024,1527300,646.337524
"846",663.47998,686.330017,663.25,678.799988,1572000,661.092285
"847",679.619995,682.169983,645.900024,659.26001,800500,642.062012
"848",656.880005,662.349976,646.580017,658.659973,564600,641.477539
"849",680.75,680.75,659.390015,662.380005,586600,645.100586
"850",663,669.97998,649.200012,650.130005,455600,635.723145
"851",653.539978,656.210022,647.109985,655.47998,590200,640.954468
"852",650,653.77002,639.429993,644.400024,512300,630.120056
"853",643.109985,671.409973,641.919983,670.02002,503000,655.172363
"854",681.099976,685,656.590027,658.01001,573200,643.428528
"855",666.559998,676.349976,646.559998,675.539978,555400,660.569946
"856",681.669983,694.799988,676.73999,693.349976,441200,677.985291
"857",697.179993,700.48999,685.369995,697.630005,589300,682.170532
"858",699.869995,716.320007,696.830017,710.169983,447200,694.432556
"859",718.330017,718.330017,687.940002,696.690002,621400,681.251343
"860",691.690002,696.02002,682.590027,688.98999,436700,673.721924
"861",680.859985,688.030029,660.190002,665.179993,508300,650.439575
"862",662.73999,675.090027,647.76001,673.5,828400,658.575195
"863",661.679993,676.619995,661.679993,676.23999,563500,661.254517
"864",679.880005,694.070007,675.400024,691.219971,525800,675.902466
"865",695.22998,699.869995,680.51001,695.530029,473400,680.117004
"866",693.190002,693.190002,659.789978,660.700012,582100,646.05896
"867",668.690002,680,663.440002,676.640015,539300,661.645691
"868",669.289978,695.619995,661.830017,694.530029,546900,679.13916
"869",702,710,687.419983,697.200012,570900,681.750061
"870",702.090027,704.469971,694.150024,698,392200,682.532349
"871",696.549988,699.380005,689.280029,696.51001,313100,681.075317
"872",713.419983,714,688.559998,711.429993,1364400,695.664734
"873",709.169983,710.97998,692.710022,697.140015,603600,681.691284
"874",700,705,688.599976,694.690002,594900,679.295654
"875",690,694.559998,678.429993,689.630005,522200,674.347778
"876",684.52002,698.200012,683.640015,696.840027,487600,681.39801
"877",697.140015,698.01001,682.940002,686.539978,563500,671.326233
"878",692.799988,693,684.080017,688.919983,319100,673.653442
"879",698.5,704.929993,690.48999,702.299988,470000,686.736938
"880",703.039978,730.539978,701.200012,728.169983,573400,712.033569
"881",732.799988,735.98999,716.960022,718.409973,433100,702.48999
"882",723.380005,728.530029,713.460022,722.669983,421300,706.655579
"883",718.450012,730.780029,715.98999,721.070007,316000,705.091003
"884",725.570007,730.659973,714.609985,720.349976,333600,704.387085
"885",721.789978,733.030029,715.109985,728.690002,239200,712.542114
"886",734.97998,734.97998,713.590027,716.590027,339600,700.710388
"887",720.23999,723.75,698.02002,701.119995,439200,685.583191
"888",716.820007,718.98999,697.280029,716.909973,333100,701.023193
"889",724.169983,724.77002,710.950012,713.880005,367600,698.060425
"890",716.400024,717.98999,707.130005,714.090027,228000,698.265747
"891",717.299988,730.890015,709.070007,724.22998,338900,708.180969
"892",726.030029,734.719971,721.580017,731.840027,299200,715.622498
"893",735.5,735.5,724.460022,725.97998,278200,709.892212
"894",729.75,737.77002,725,735.52002,279400,719.220764
"895",738.640015,744.460022,728.27002,736.690002,336500,720.364929
"896",729.809998,739.51001,729.570007,737.390015,252900,721.049377
"897",737.700012,756.090027,735.030029,754,399400,737.291321
"898",762.390015,762.390015,748.5,752.530029,401500,735.853882
"899",760.099976,770.880005,756.159973,770,379500,752.936707
"900",780,787.700012,770,777.950012,461400,760.71051
"901",774.179993,785.799988,770.880005,785.47998,334600,768.07373
"902",776.640015,785.469971,775.190002,779.119995,386500,761.854614
"903",783.460022,794.719971,775.030029,793.429993,382900,775.847595
"904",799,799,786.23999,794.039978,250100,776.444031
"905",787.669983,793.780029,786.469971,792.059998,254300,774.507935
"906",791.690002,798.47998,788.440002,791.700012,224900,774.155884
"907",797.950012,805.809998,780.030029,782.73999,307700,765.394409
"908",781.460022,781.460022,754.919983,758.169983,505600,741.368896
"909",764.679993,776.210022,756.619995,772.98999,315300,755.860413
"910",769.320007,778.169983,767.940002,770.119995,284500,753.054077
"911",771.200012,776.340027,758.109985,762.01001,361600,745.123718
"912",758.359985,773.01001,758.359985,772.080017,390700,754.970703
"913",772,789.97998,770.460022,786.849976,453600,772.073364
"914",794.630005,794.630005,774.22998,778.710022,334000,764.086243
"915",776.619995,788.090027,776.619995,784.909973,312100,770.1698
"916",787.710022,787.710022,774.630005,782.169983,504600,767.481262
"917",785,785,763.130005,772.469971,371200,757.963379
"918",776.320007,782.059998,771.47998,779.710022,186200,765.067444
