"","BKNG.Open","BKNG.High","BKNG.Low","BKNG.Close","BKNG.Volume","BKNG.Adjusted"
"404",1911,1956.73999,1901,1942.390015,1680200,1942.390015
"405",1909.849976,1919.439941,1890.099976,1897.660034,936400,1897.660034
"406",1901.719971,1904.900024,1852.180054,1854.26001,658500,1854.26001
"407",1863.140015,1867.930054,1832.430054,1833.550049,688600,1833.550049
"408",1819.949951,1872.219971,1815.5,1863.48999,686200,1863.48999
"409",1873,1884.560059,1822.119995,1824.98999,941400,1824.98999
"410",1822.150024,1842.660034,1816.040039,1840.680054,615300,1840.680054
"411",1844.26001,1878.73999,1840.640015,1858.599976,493300,1858.599976
"412",1874,1901.599976,1871,1898.079956,557400,1898.079956
"413",1899.439941,1926.390015,1898.089966,1917,461500,1917
"414",1910.02002,1930,1892.310059,1894.900024,427000,1894.900024
"415",1900.410034,1919.189941,1900.410034,1903.339966,411400,1903.339966
"416",1913.98999,1938.790039,1913.98999,1935.699951,340700,1935.699951
"417",1943.709961,1944.5,1925.02002,1931.22998,265100,1931.22998
"418",1929.469971,1953.27002,1929.469971,1944.030029,271400,1944.030029
"419",1939.609985,1957.939941,1931.73999,1944,266900,1944
"420",1938.869995,1952.890015,1938.869995,1951.550049,304700,1951.550049
"421",1950.609985,1951.050049,1921.400024,1925.359985,389500,1925.359985
"422",1927.969971,1927.969971,1889.609985,1892.180054,530100,1892.180054
"423",1890.880005,1910.829956,1871.859985,1909.5,411900,1909.5
"424",1895.48999,1922.97998,1889.599976,1901.810059,348200,1901.810059
"425",1915.069946,1916.02002,1871.910034,1875.76001,391000,1875.76001
"426",1869.869995,1887.579956,1846.359985,1880.930054,376200,1880.930054
"427",1873.410034,1889.530029,1867.170044,1876.079956,503600,1876.079956
"428",1889.150024,1909.26001,1876.400024,1882.609985,393400,1882.609985
"429",1887.180054,1918.709961,1883.380005,1916.27002,392000,1916.27002
"430",1917.939941,1919.939941,1879.319946,1890.76001,417600,1890.76001
"431",1896.660034,1918.040039,1888.849976,1911.109985,298700,1911.109985
"432",1900.949951,1933.280029,1888.390015,1926.780029,268300,1926.780029
"433",1939.98999,1958.599976,1933.01001,1947.73999,328400,1947.73999
"434",1956,1962.119995,1939.609985,1956.73999,597400,1956.73999
"435",1938,1973.069946,1923.359985,1958.76001,438500,1958.76001
"436",1964.209961,1972.609985,1952.209961,1955.01001,380000,1955.01001
"437",1960.22998,1986.439941,1953.400024,1967.51001,303600,1967.51001
"438",1974.800049,1989.790039,1965.97998,1969.339966,345800,1969.339966
"439",1974.619995,1990.73999,1964.619995,1984,416600,1984
"440",1997.72998,2017.109985,1987.329956,1989.209961,311000,1989.209961
"441",1979.98999,1996.400024,1976.189941,1976.589966,297300,1976.589966
"442",1983.060059,1987.51001,1972,1972.630005,350800,1972.630005
"443",1965,1969.98999,1929.890015,1933.400024,443400,1933.400024
"444",1932.969971,1939.469971,1900.119995,1903.839966,387600,1903.839966
"445",1895,1916.900024,1880.97998,1900.900024,323500,1900.900024
"446",1901,1915.660034,1869.209961,1870.5,327800,1870.5
"447",1865,1865.73999,1785.459961,1788.73999,635300,1788.73999
"448",1779.619995,1808.02002,1757.160034,1781.709961,613000,1781.709961
"449",1814.869995,1829.050049,1791.780029,1807.170044,698600,1807.170044
"450",1803.579956,1826.25,1790.02002,1811.329956,407100,1811.329956
"451",1825,1835.640015,1819.900024,1830.27002,359400,1830.27002
"452",1834.400024,1858.290039,1823.5,1850.51001,326600,1850.51001
"453",1853.109985,1859,1808.089966,1811.709961,351800,1811.709961
"454",1817.290039,1836.02002,1796,1805.73999,262100,1805.73999
"455",1810.880005,1851.119995,1807.369995,1827.290039,269200,1827.290039
"456",1787.040039,1841.52002,1785.670044,1830,404800,1830
"457",1828.209961,1847.209961,1745.630005,1753.579956,533500,1753.579956
"458",1770.790039,1814.680054,1760.01001,1804.530029,470400,1804.530029
"459",1790,1801.199951,1751.079956,1770.810059,525800,1770.810059
"460",1800.780029,1840.800049,1759.819946,1788.030029,466700,1788.030029
"461",1790.400024,1855.109985,1775,1836,433000,1836
"462",1849,1898.040039,1845.130005,1874.579956,463700,1874.579956
"463",1882.72998,1908.089966,1868.660034,1896.089966,349200,1896.089966
"464",1901.47998,1904.959961,1856.880005,1875.01001,354000,1875.01001
"465",1873.76001,1885.150024,1838.589966,1871.119995,679500,1871.119995
"466",1988.540039,2009.98999,1946.219971,1949.459961,901000,1949.459961
"467",1973.25,2015.650024,1965.880005,1998.170044,616500,1998.170044
"468",1991.119995,2019.47998,1975.069946,1977.609985,418600,1977.609985
"469",1967.5,1973.849976,1922.209961,1937.640015,370500,1937.640015
"470",1928.130005,1938.920044,1891.859985,1906.280029,400900,1906.280029
"471",1916.089966,1931.089966,1904.22998,1910.079956,410400,1910.079956
"472",1932.589966,1935,1885.109985,1888.369995,301000,1888.369995
"473",1872.01001,1899.130005,1840.449951,1888.869995,366900,1888.869995
"474",1864.949951,1874.560059,1831.5,1855.319946,334700,1855.319946
"475",1854.650024,1875,1779.819946,1780,558500,1780
"476",1761.300049,1780.640015,1726.780029,1750.430054,829900,1750.430054
"477",1779.280029,1788.839966,1756.77002,1760.400024,368800,1760.400024
"478",1750.719971,1776.410034,1737.26001,1764.079956,160600,1764.079956
"479",1778.089966,1818.709961,1766.77002,1802.439941,451900,1802.439941
"480",1793.569946,1832.410034,1789.780029,1824.609985,397000,1824.609985
"481",1828.26001,1875.910034,1816.550049,1869.449951,348500,1869.449951
"482",1866,1885.150024,1859.709961,1865.150024,358100,1865.150024
"483",1868.319946,1897.109985,1852.800049,1891.880005,361000,1891.880005
"484",1925.469971,1945.839966,1915.359985,1919.699951,535500,1919.699951
"485",1917.800049,1925.540039,1852.930054,1863.140015,355400,1863.140015
"486",1839.640015,1889.51001,1817.880005,1882.23999,396800,1882.23999
"487",1867.219971,1882.160034,1814.98999,1834.51001,409400,1834.51001
"488",1833.040039,1852.839966,1811.26001,1826.01001,431700,1826.01001
"489",1839.829956,1877.98999,1834.310059,1852.349976,264200,1852.349976
"490",1884.140015,1894.02002,1842,1856.150024,325900,1856.150024
"491",1864.599976,1865.609985,1821.280029,1833.069946,361600,1833.069946
"492",1806.900024,1833.280029,1796.540039,1807.140015,399100,1807.140015
"493",1796.660034,1806.959961,1701.01001,1739.52002,632900,1739.52002
"494",1752.22998,1799.640015,1737,1769.420044,391900,1769.420044
"495",1769.420044,1806.640015,1706.75,1736.630005,524100,1736.630005
"496",1727.01001,1740.01001,1685.76001,1705.180054,473800,1705.180054
"497",1704.619995,1715.890015,1617.160034,1633.390015,1043700,1633.390015
"498",1621.680054,1649.089966,1606.27002,1616.829956,387200,1616.829956
"499",1629.23999,1705.01001,1626.400024,1703.25,413600,1703.25
"500",1669.780029,1719.680054,1666.880005,1717.800049,316500,1717.800049
"501",1724.900024,1734.25,1701.76001,1715.829956,281000,1715.829956
"502",1730.47998,1739.699951,1712.48999,1722.420044,280200,1722.420044
"503",1691.25,1736.77002,1690.839966,1721.699951,312600,1721.699951
"504",1704.650024,1712.680054,1657.97998,1663.119995,445200,1663.119995
"505",1686.119995,1737.079956,1678.619995,1717.550049,541000,1717.550049
"506",1721.73999,1731.400024,1703.599976,1711.819946,334800,1711.819946
"507",1730.040039,1755.98999,1681.150024,1686.920044,652400,1686.920044
"508",1642.349976,1682.880005,1637.02002,1649.48999,786300,1649.48999
"509",1640,1685.97998,1640,1677.329956,459700,1677.329956
"510",1670.589966,1678.050049,1654.930054,1665.890015,331200,1665.890015
"511",1647.560059,1708.829956,1645,1692.880005,439200,1692.880005
"512",1695,1704.180054,1681.560059,1698.310059,436100,1698.310059
"513",1693.420044,1698.219971,1676.540039,1680.569946,503700,1680.569946
"514",1681.72998,1737.910034,1676.540039,1724.51001,363200,1724.51001
"515",1747.02002,1776.839966,1737.5,1760.26001,552600,1760.26001
"516",1743.180054,1759.670044,1691.47998,1708.97998,758000,1708.97998
"517",1717.25,1746.579956,1715.109985,1744.310059,437900,1744.310059
"518",1748.97998,1805.180054,1748.880005,1795.670044,695700,1795.670044
"519",1811.98999,1834.079956,1799.01001,1802.199951,483200,1802.199951
"520",1787.619995,1835,1780.180054,1813.599976,387800,1813.599976
"521",1816.619995,1820.400024,1794.199951,1808.800049,212300,1808.800049
"522",1825.329956,1835.47998,1805.579956,1818.699951,300500,1818.699951
"523",1820.369995,1851.180054,1820.369995,1832.810059,314900,1832.810059
"524",1824.050049,1862.069946,1821.150024,1836.959961,278200,1836.959961
"525",1840.390015,1862.26001,1837.939941,1860.98999,319500,1860.98999
"526",1887.530029,1916.22998,1879.930054,1902.26001,487900,1902.26001
"527",1895.939941,1910,1874.780029,1906.930054,243000,1906.930054
"528",1892.099976,1900.650024,1862.01001,1877.060059,362600,1877.060059
"529",1892.369995,1899.98999,1862.01001,1871.089966,276000,1871.089966
"530",1873.130005,1880.689941,1856.98999,1865,327700,1865
"531",1876.829956,1900,1861.709961,1895.290039,262200,1895.290039
"532",1899.290039,1924,1898.77002,1919.969971,277300,1919.969971
"533",1909.880005,1922.630005,1901,1902.329956,208900,1902.329956
"534",1925.329956,1934.650024,1898.569946,1933.569946,331800,1933.569946
"535",1927.560059,1951.859985,1909.180054,1935.5,338400,1935.5
"536",1936.51001,1944.98999,1920,1926.170044,322200,1926.170044
"537",1924.650024,1932.650024,1900.290039,1906.310059,414100,1906.310059
"538",1920.380005,1923.910034,1897.209961,1910.52002,385800,1910.52002
"539",1928.630005,1934.829956,1885.829956,1890.030029,454100,1890.030029
"540",1885.829956,1919.829956,1885.829956,1915.72998,366000,1915.72998
"541",1906,1952.25,1897.01001,1906,750600,1906
"542",1754,1763.890015,1692,1697.040039,1989800,1697.040039
"543",1708.199951,1726.329956,1698,1714.079956,1248100,1714.079956
"544",1723.660034,1730,1690.040039,1707.819946,1043400,1707.819946
"545",1715,1748.72998,1709.369995,1745.930054,619600,1745.930054
"546",1748.369995,1765.819946,1745.290039,1751.619995,621400,1751.619995
"547",1746.5,1756.709961,1719.280029,1725.01001,598900,1725.01001
"548",1708.040039,1719.51001,1692.930054,1715.819946,773200,1715.819946
"549",1721.689941,1723.98999,1693.319946,1709.900024,681200,1709.900024
"550",1709.719971,1740.380005,1689.439941,1736,699300,1736
"551",1740.439941,1769.839966,1739.609985,1760.709961,680900,1760.709961
"552",1768.829956,1782.170044,1738.72998,1743.880005,520700,1743.880005
"553",1751.790039,1758.069946,1744.219971,1752.170044,760100,1752.170044
"554",1757.709961,1765.599976,1752.810059,1756.329956,403000,1756.329956
"555",1751.050049,1787.300049,1740.140015,1764.030029,499100,1764.030029
"556",1766.780029,1780.98999,1751.130005,1774.430054,389200,1774.430054
"557",1765.800049,1784.650024,1761.01001,1774.359985,4e+05,1774.359985
"558",1754.040039,1761.180054,1711.089966,1721.589966,656100,1721.589966
"559",1714.01001,1759.880005,1712.709961,1752.390015,559700,1752.390015
"560",1761.199951,1783.859985,1759.219971,1768.869995,462400,1768.869995
"561",1768.97998,1786.959961,1746.209961,1752.109985,355500,1752.109985
"562",1759.98999,1765.579956,1727.23999,1728.890015,417300,1728.890015
"563",1736.599976,1756.530029,1733.430054,1744.910034,440100,1744.910034
"564",1755.079956,1771.969971,1748.099976,1759.22998,502400,1759.22998
"565",1766.030029,1771.569946,1751.23999,1763.550049,492600,1763.550049
"566",1778.469971,1796.140015,1769.01001,1774.930054,486200,1774.930054
"567",1775.310059,1791.189941,1767.5,1780.599976,373200,1780.599976
"568",1788.030029,1788.030029,1768.380005,1769.449951,365800,1769.449951
"569",1767.920044,1793.089966,1766.400024,1788.719971,324000,1788.719971
"570",1776.75,1796.880005,1767.650024,1794.469971,378500,1794.469971
"571",1793.849976,1808.97998,1772.01001,1806,392700,1806
"572",1810,1823.400024,1806.150024,1818.589966,421000,1818.589966
"573",1827.869995,1848,1827.140015,1833.069946,413500,1833.069946
"574",1834,1848.140015,1825.949951,1846.22998,386300,1846.22998
"575",1851.800049,1863.300049,1839.140015,1841.699951,416500,1841.699951
"576",1848.630005,1856.22998,1837.609985,1839.790039,324200,1839.790039
"577",1847.640015,1854.22998,1839.839966,1844.310059,344600,1844.310059
"578",1833.930054,1853.199951,1831.040039,1844.170044,315900,1844.170044
"579",1849.22998,1895.280029,1847.339966,1887.72998,549300,1887.72998
"580",1887.140015,1893.97998,1863.599976,1867.280029,506600,1867.280029
"581",1870.650024,1884.810059,1856.930054,1866.26001,384400,1866.26001
"582",1868.099976,1883.5,1850.01001,1868,541100,1868
"583",1869.810059,1885,1865.619995,1876.319946,432900,1876.319946
"584",1872,1889.099976,1852.199951,1854.98999,422400,1854.98999
"585",1857.569946,1865.48999,1828.189941,1829.52002,407400,1829.52002
"586",1824.660034,1830.430054,1800.180054,1808,529000,1808
"587",1816.170044,1829.959961,1814.25,1824.069946,496100,1824.069946
"588",1798.959961,1811.699951,1782.030029,1800.51001,540100,1800.51001
"589",1781.449951,1800.579956,1771.209961,1785,477200,1785
"590",1765.01001,1771.619995,1746,1751.630005,464600,1751.630005
"591",1729.430054,1751.099976,1715.01001,1736.030029,627900,1736.030029
"592",1825,1860,1765.619995,1829.849976,1168400,1829.849976
"593",1800,1814.290039,1770,1777.26001,493000,1777.26001
"594",1787.119995,1814.800049,1781.699951,1793.670044,410400,1793.670044
"595",1778.599976,1801.589966,1760.01001,1789.430054,380800,1789.430054
"596",1790,1816.800049,1790,1803.310059,305000,1803.310059
"597",1786.369995,1819.420044,1785,1787.290039,346200,1787.290039
"598",1769.72998,1770,1746.180054,1752.22998,352000,1752.22998
"599",1762.339966,1783.52002,1757.22998,1772.189941,340600,1772.189941
"600",1757.349976,1775,1742.910034,1745.02002,367900,1745.02002
"601",1746.949951,1746.949951,1705.150024,1716.930054,483800,1716.930054
"602",1731.52002,1731.579956,1707.589966,1708.47998,269300,1708.47998
"603",1707.589966,1728.97998,1685.380005,1685.800049,390800,1685.800049
"604",1676.930054,1689.52002,1662.209961,1685.920044,317500,1685.920044
"605",1687,1693.51001,1670.27002,1673.060059,265800,1673.060059
"606",1650.099976,1662.140015,1640.540039,1656.219971,366400,1656.219971
"607",1658.5,1692.209961,1648.380005,1650.459961,462300,1650.459961
"608",1673.5,1748.310059,1673.5,1747.030029,648000,1747.030029
"609",1755.75,1767.189941,1736.089966,1765,388700,1765
"610",1766.01001,1766.630005,1746.390015,1754.859985,335700,1754.859985
"611",1765.25,1789.689941,1756.310059,1778.290039,337600,1778.290039
"612",1782.569946,1814.410034,1778.300049,1781.119995,298300,1781.119995
"613",1799.5,1812.660034,1791.089966,1803.630005,351000,1803.630005
"614",1804.170044,1814,1779.130005,1798.900024,212300,1798.900024
"615",1802.050049,1839.339966,1802.050049,1809.52002,319200,1809.52002
"616",1808.199951,1811.680054,1772.72998,1775.5,325500,1775.5
"617",1776,1787.410034,1768,1781.410034,281200,1781.410034
"618",1808.380005,1821.699951,1790.930054,1808.98999,412800,1808.98999
"619",1812,1844.410034,1809.089966,1842.060059,420200,1842.060059
"620",1862.069946,1871.930054,1844.75,1861.310059,545000,1861.310059
"621",1859.359985,1883.189941,1849.589966,1880,755800,1880
"622",1880.969971,1889.329956,1869.319946,1870.810059,351200,1870.810059
"623",1880.829956,1884.98999,1841.050049,1845.469971,322200,1845.469971
"624",1848.300049,1868.150024,1828.390015,1830.219971,277500,1830.219971
"625",1835,1858.75,1832.829956,1845.170044,427100,1845.170044
"626",1852.579956,1877,1844.829956,1874.709961,613700,1874.709961
"627",1900,1906,1883.439941,1898.420044,454500,1898.420044
"628",1902.23999,1910,1889.420044,1907.98999,222000,1907.98999
"629",1906.219971,1924.609985,1905,1919.650024,172900,1919.650024
"630",1904.76001,1928.609985,1901.410034,1924.75,170200,1924.75
"631",1918.72998,1922,1875,1875.76001,343100,1875.76001
"632",1873,1889.73999,1866.01001,1877.869995,360800,1877.869995
"633",1890.52002,1892.98999,1858.880005,1869.390015,319200,1869.390015
"634",1875.449951,1879.099976,1868.72998,1874.170044,270400,1874.170044
"635",1878.02002,1884.97998,1869.48999,1882.47998,268200,1882.47998
"636",1881.890015,1885.23999,1872.290039,1881.910034,284200,1881.910034
"637",1879.890015,1897.219971,1875.569946,1888.900024,259100,1888.900024
"638",1887.75,1897.089966,1866.530029,1867.73999,284800,1867.73999
"639",1861.829956,1895.680054,1861.829956,1885.910034,230600,1885.910034
"640",1896.030029,1901.589966,1882.089966,1882.089966,198000,1882.089966
"641",1883.650024,1906.599976,1882.73999,1893.699951,279400,1893.699951
"642",1898.630005,1910.380005,1887.939941,1900.25,219500,1900.25
"643",1896.26001,1920.829956,1896.26001,1919.25,212100,1919.25
"644",1911.98999,1928.910034,1905.030029,1926.130005,248100,1926.130005
"645",1940,1969.880005,1940,1966.849976,381800,1966.849976
"646",1958.780029,1962.97998,1908.189941,1919.550049,304900,1919.550049
"647",1909.859985,1925.290039,1903.589966,1916.589966,207500,1916.589966
"648",1906.329956,1915.47998,1866.27002,1886.609985,270000,1886.609985
"649",1885.469971,1917.48999,1867.73999,1879.859985,238400,1879.859985
"650",1874.109985,1874.97998,1839.390015,1846.079956,304200,1846.079956
"651",1819.97998,1819.97998,1773.089966,1788.599976,431400,1788.599976
"652",1799.199951,1815.98999,1767.319946,1786.52002,393900,1786.52002
"653",1758.400024,1826.199951,1755,1821.560059,542300,1821.560059
"654",1900,1958.810059,1895,1941.01001,797000,1941.01001
"655",1926.540039,1927.619995,1897.01001,1917.689941,402000,1917.689941
"656",1900.439941,1926.790039,1891.170044,1916.890015,281100,1916.890015
"657",1907.670044,1963.900024,1907.670044,1943.189941,384300,1943.189941
"658",1908.560059,1926.22998,1889.959961,1891.189941,440400,1891.189941
"659",1900.030029,1919.709961,1873.869995,1904.670044,290500,1904.670044
"660",1929,1936.459961,1905.01001,1922.189941,240800,1922.189941
"661",1944.869995,1959.880005,1931.410034,1943.72998,283400,1943.72998
"662",1942.51001,1952.119995,1929.209961,1934.400024,230400,1934.400024
"663",1945.689941,1957.599976,1939.699951,1955.75,203000,1955.75
"664",1962.449951,1967.52002,1928.300049,1952.469971,204600,1952.469971
"665",1942.97998,1951.930054,1893.079956,1898.670044,303400,1898.670044
"666",1918.23999,1918.5,1902.219971,1916.810059,219200,1916.810059
"667",1921.73999,1931.800049,1912.329956,1919.98999,276200,1919.98999
"668",1911.800049,1947.949951,1903.569946,1942,228300,1942
"669",1966.430054,1976.76001,1948,1957.140015,312800,1957.140015
"670",1971.800049,1973.22998,1953,1966.410034,270900,1966.410034
"671",1956.560059,1967.900024,1931.420044,1941.780029,341500,1941.780029
"672",1960.880005,1963.560059,1935.709961,1958.790039,280000,1958.790039
"673",1974.150024,2010.939941,1967.439941,1994.439941,440300,1994.439941
"674",2006.339966,2006.339966,1962.75,1967.630005,413000,1967.630005
"675",1980.640015,1994.51001,1973.380005,1992.25,369700,1992.25
"676",1983.339966,2018.76001,1964.030029,2018.76001,456100,2018.76001
"677",2013.199951,2054.169922,2001.380005,2050.159912,399600,2050.159912
"678",2056,2067.070068,2037.300049,2041.410034,442200,2041.410034
"679",2047.02002,2071.780029,2039.599976,2063.899902,392800,2063.899902
"680",2057.23999,2081.810059,2035.01001,2072.949951,393900,2072.949951
"681",2067.600098,2081.23999,2058.169922,2077.439941,263300,2077.439941
"682",2072.209961,2078.850098,2036.97998,2058.370117,185100,2058.370117
"683",2053.73999,2062.699951,2046.72998,2058.570068,256100,2058.570068
"684",2046.219971,2057.429932,2029.459961,2031.569946,507400,2031.569946
"685",2016,2030,2007.140015,2009.410034,315500,2009.410034
"686",2012.819946,2020.98999,1985.920044,1990.640015,282800,1990.640015
"687",1991.650024,2000.640015,1962,1993.530029,333400,1993.530029
"688",1994.079956,1994.079956,1964,1978.449951,307400,1978.449951
"689",1969.560059,1979.349976,1936.859985,1944.25,305600,1944.25
"690",1953,1982.709961,1942.339966,1962.609985,226500,1962.609985
"691",1977,1987.76001,1964.719971,1978.030029,234700,1978.030029
"692",1969,1969,1929.910034,1941.439941,289300,1941.439941
"693",1936.550049,1964.300049,1918.22998,1961.449951,212200,1961.449951
"694",1970.640015,1984.869995,1965.310059,1983.199951,162200,1983.199951
"695",1971.01001,1980.26001,1949.079956,1951.560059,254100,1951.560059
"696",1937.050049,1955.72998,1923.560059,1938.189941,170300,1938.189941
"697",1953.719971,1954.160034,1926.199951,1943.329956,230300,1943.329956
"698",1942.689941,1970.430054,1933.839966,1962.910034,227500,1962.910034
"699",1984.300049,2003.790039,1972.939941,1977.180054,277200,1977.180054
"700",1964.52002,1994.390015,1964.52002,1988.75,176500,1988.75
"701",1992.209961,2023.109985,1991.599976,2016.390015,273400,2016.390015
"702",2016.800049,2037.089966,2016.800049,2027.630005,3e+05,2027.630005
"703",2033,2044.77002,2021.369995,2028.530029,199900,2028.530029
"704",2030.859985,2033.920044,2006.959961,2013.530029,352200,2013.530029
"705",2022.680054,2035,2017.400024,2022.23999,194500,2022.23999
"706",2029.040039,2033.300049,2010.01001,2023.050049,186400,2023.050049
"707",2019.660034,2034.680054,2016.209961,2032.22998,176100,2032.22998
"708",2035,2045.829956,2016.469971,2043.75,171900,2043.75
"709",2020.130005,2058.860107,2019.77002,2055.929932,242400,2055.929932
"710",2053.02002,2079.699951,2047.290039,2057.050049,195700,2057.050049
"711",2054.139893,2057.429932,2037.73999,2042.800049,177700,2042.800049
"712",2035.530029,2050.860107,2030.349976,2049.550049,150300,2049.550049
"713",2046.079956,2059.169922,2031.290039,2048.77002,192400,2048.77002
"714",2023.619995,2041.579956,2007.75,2032.02002,333200,2032.02002
"715",2042,2045.780029,2002.829956,2007.680054,328300,2007.680054
"716",2008.98999,2029.800049,2001.589966,2025.430054,255700,2025.430054
"717",2018.560059,2022.439941,2001.410034,2012.089966,378300,2012.089966
"718",1942.199951,1945.219971,1844.449951,1849.930054,1827300,1849.930054
"719",1941,1954,1841,1879.189941,1033700,1879.189941
"720",1869,1897.97998,1852.839966,1896.040039,471200,1896.040039
"721",1901.349976,1901.349976,1860.22998,1875.839966,496600,1875.839966
"722",1855.589966,1871.859985,1852.640015,1859.089966,426000,1859.089966
"723",1855.390015,1875,1850.959961,1865.550049,276900,1865.550049
"724",1873.849976,1873.98999,1843.030029,1848.819946,366400,1848.819946
"725",1847.040039,1853.150024,1826.699951,1838.030029,362000,1838.030029
"726",1845,1854.359985,1833.410034,1845.300049,274000,1845.300049
"727",1846.060059,1856.689941,1837,1851.819946,354700,1851.819946
"728",1851.339966,1876,1844.589966,1873.310059,342700,1873.310059
"729",1881.449951,1884.98999,1870.439941,1877.530029,239900,1877.530029
"730",1885.089966,1902.569946,1875.01001,1897.540039,298700,1897.540039
"731",1899.699951,1899.75,1882.02002,1887.459961,329600,1887.459961
"732",1893,1916.349976,1883.030029,1906.449951,262800,1906.449951
"733",1904.890015,1910,1899.079956,1904.030029,153600,1904.030029
"734",1898.209961,1903.48999,1867.76001,1884.439941,400300,1884.439941
"735",1865.390015,1881.579956,1852.52002,1879.97998,192700,1879.97998
"736",1894.640015,1929,1879.97998,1921.530029,423600,1921.530029
"737",1929,1929,1901.51001,1904.219971,362800,1904.219971
"738",1923.27002,1935.920044,1920.209961,1930.27002,299300,1930.27002
"739",1928.079956,1928.650024,1903.180054,1905.790039,343100,1905.790039
"740",1902.400024,1926.400024,1901.579956,1904.630005,238800,1904.630005
"741",1915.900024,1929.819946,1904.47998,1925.880005,267400,1925.880005
"742",1930.849976,1959.040039,1924.459961,1948.47998,302400,1948.47998
"743",1960.869995,1990,1949.079956,1973.599976,395700,1973.599976
"744",1983.469971,1998.01001,1983.469971,1995.02002,264100,1995.02002
"745",2000,2011.640015,1991,2001.869995,311300,2001.869995
"746",2008.670044,2008.670044,1977.77002,1991.51001,379800,1991.51001
"747",1996,2014.969971,1994.76001,2003.119995,277500,2003.119995
"748",2017,2025,2002.339966,2023.26001,583200,2023.26001
"749",2026.01001,2041.5,2017.680054,2032.099976,219600,2032.099976
"750",2032.23999,2047.300049,2031.290039,2044,97300,2044
"751",2049.340088,2068.810059,2047.650024,2064.320068,182600,2064.320068
"752",2063,2080.98999,2053.649902,2072.540039,280000,2072.540039
"753",2071.98999,2082.669922,2050.469971,2053.870117,224700,2053.870117
"754",2046.51001,2057.98999,2039.969971,2053.72998,226900,2053.72998
"755",2068.399902,2077.409912,2053.219971,2074.580078,329000,2074.580078
"756",2042.469971,2067.689941,2035,2065.47998,294000,2065.47998
"757",2050,2059.790039,2035,2047.400024,384000,2047.400024
"758",2047.390015,2072.830078,2038.540039,2068.050049,345300,2068.050049
"759",2066.840088,2088.659912,2057.139893,2062.899902,325800,2062.899902
"760",2072,2090,2072,2084.290039,273800,2084.290039
"761",2088.370117,2094,2076.939941,2086.899902,198500,2086.899902
"762",2090.25,2090.25,2073.01001,2080.5,254900,2080.5
"763",2074.600098,2086,2067.159912,2071.47998,331700,2071.47998
"764",2073.560059,2083.98999,2061.379883,2065.159912,309000,2065.159912
"765",2073.01001,2073.01001,2040.969971,2054.75,546800,2054.75
"766",2060,2064.040039,2046.910034,2054.689941,470800,2054.689941
"767",2006,2014.51001,1963.869995,1990.569946,711700,1990.569946
"768",2004.329956,2014.23999,1992.040039,2000.780029,357300,2000.780029
"769",1986.23999,2006.390015,1975.119995,1993.199951,368500,1993.199951
"770",1998,2000.810059,1954.73999,1962.959961,580400,1962.959961
"771",1906.410034,1917.900024,1868.040039,1908.890015,708900,1908.890015
"772",1914.670044,1937.02002,1900,1917.449951,512500,1917.449951
"773",1924.040039,1933.040039,1890.089966,1893.949951,445200,1893.949951
"774",1871.420044,1885.51001,1858.859985,1872.089966,588900,1872.089966
"775",1865.930054,1865.930054,1820.439941,1830.550049,717800,1830.550049
"776",1838.869995,1858.160034,1830.050049,1839.030029,634600,1839.030029
"777",1857.060059,1895.5,1848.180054,1864.51001,662600,1864.51001
"778",1898.699951,1943.97998,1882.709961,1939.290039,552300,1939.290039
"779",1958.900024,1972,1937.01001,1960.900024,412000,1960.900024
"780",1950.22998,1960,1904.160034,1909.589966,449500,1909.589966
"781",1901.689941,1912.589966,1883,1886.640015,470200,1886.640015
"782",1894.47998,1918.890015,1892.619995,1909.300049,408900,1909.300049
"783",1923.949951,1967,1911.209961,1960.359985,473200,1960.359985
"784",1944,1960.880005,1929.099976,1959.939941,388800,1959.939941
"785",1998.439941,2024.880005,1984.660034,1990.959961,535900,1990.959961
"786",1972.25,1988.189941,1961.949951,1976.280029,363500,1976.280029
"787",1982.76001,1989.98999,1962.319946,1968.48999,241300,1968.48999
"788",1960,1987.76001,1956.390015,1970.910034,359200,1970.910034
"789",1965,1968.099976,1922.160034,1928.719971,358500,1928.719971
"790",1830.930054,1835.5,1777.880005,1792.540039,886000,1792.540039
"791",1803,1811.310059,1711.01001,1726.579956,958300,1726.579956
"792",1731.219971,1742.939941,1659.640015,1678.199951,903300,1678.199951
"793",1612.97998,1730,1592.449951,1659.849976,1338000,1659.849976
"794",1643.640015,1718,1634.540039,1695.660034,977000,1695.660034
"795",1709.75,1732.920044,1651.76001,1728.97998,869200,1728.97998
"796",1726.630005,1749.98999,1646.930054,1683.02002,704300,1683.02002
"797",1697.150024,1736.890015,1671.23999,1732.130005,593500,1732.130005
"798",1662.98999,1680.040039,1632.579956,1647.439941,788800,1647.439941
"799",1603.089966,1684,1584,1612.089966,1077500,1612.089966
"800",1483.98999,1588.670044,1476.51001,1527.800049,770300,1527.800049
"801",1589.949951,1615,1499.939941,1559,742000,1559
"802",1522.290039,1528.530029,1420.560059,1442.5,829800,1442.5
"803",1297,1369.98999,1280,1280.400024,1282100,1280.400024
"804",1336.800049,1421.670044,1270.869995,1421.329956,1153100,1421.329956
"805",1275,1411.829956,1252.219971,1289.670044,986900,1289.670044
"806",1309.560059,1370.52002,1252.910034,1368.26001,1080100,1368.26001
