"","NCLH.Open","NCLH.High","NCLH.Low","NCLH.Close","NCLH.Volume","NCLH.Adjusted"
"783",52.849998,54.279999,52.84,54.209999,1982900,54.209999
"784",53.41,53.639999,52.91,53.43,2246200,53.43
"785",52.439999,53,52.439999,52.459999,2044500,52.459999
"786",52.09,52.349998,51.490002,51.689999,2179300,51.689999
"787",51.700001,52.349998,51.700001,52.02,2285700,52.02
"788",51.490002,51.580002,48.369999,48.509998,5621400,48.509998
"789",48.119999,48.16,46.849998,46.970001,4549900,46.970001
"790",44.490002,44.650002,42.18,42.580002,6497100,42.580002
"791",42.950001,43.060001,39.18,39.310001,5898800,39.310001
"792",39.560001,39.57,36.16,36.209999,8127700,36.209999
"793",35.07,37.09,33.169998,34.740002,10504600,34.740002
"794",33.279999,37.259998,33.209999,37.259998,9192400,37.259998
"795",37.099998,37.099998,33.98,35.59,7318900,35.59
"796",35.389999,35.900002,33.080002,33.619999,5704600,33.619999
"797",34.25,34.25,31.469999,33,7154900,33
"798",31.309999,31.379999,28,28.59,8778700,28.59
"799",27.4,30.25,26.549999,27.1,12408800,27.1
"800",23.93,24.09,19.709999,19.809999,12091800,19.809999
"801",22.24,22.25,17.120001,20.5,21711700,20.5
"802",19.360001,19.450001,14.78,15.03,21631700,15.03
"803",11.49,13.43,9.6,9.65,29445000,9.65
"804",13.33,13.6,9.87,11.1,43494100,11.1
"805",10.46,13.41,10.1,10.94,35890800,10.94
"806",11.51,11.62,9.83,10.03,25250500,10.03
"807",9.73,9.99,7.03,7.77,24363500,7.77
"808",8.03,8.85,7.25,8.23,16537300,8.23
"809",9.09,10.98,8.23,8.72,27443900,8.72
"810",8.95,10.59,8.44,9.67,27174100,9.67
"811",12,15.76,11.3,13.75,46798300,13.75
"812",17.15,18,14.33,16.959999,47730700,16.959999
"813",16.799999,20.280001,15,15.71,51130200,15.71
"814",14.31,14.31,12.01,12.02,44214100,12.02
"815",11.11,11.84,9.82,10.68,32858300,10.68
"816",10.54,12.4,10.41,10.96,35119800,10.96
"817",10.5,10.59,9.45,9.55,31934400,9.55
"818",9.16,9.9,8.08,8.4,33277200,8.4
"819",9.06,9.25,8.12,8.46,24203800,8.46
"820",9.2,10.18,8.8,10.01,40974200,10.01
"821",12.27,13,10.36,11.01,56733100,11.01
"822",11.46,11.95,10.91,11.72,28293100,11.72
"823",12.72,14.18,12.25,13.11,53320000,13.11
"824",12.05,12.05,11,11.36,34352100,11.36
"825",12.49,12.98,11.63,12.35,38677100,12.35
"826",11.6,12.25,11.39,12.08,20560300,12.08
"827",11.94,12.14,11.13,11.35,20442300,11.35
"828",12.2,12.5,11.8,12.38,25069500,12.38
"829",11.96,12.3,11.46,11.49,26653400,11.49
"830",11.1,11.57,10.81,11,22928600,11
"831",11.3,11.47,10.65,10.87,18037600,10.87
"832",10.95,11.69,10.92,11.47,23018700,11.47
"833",11.37,11.48,10.66,10.86,22271600,10.86
"834",11.04,11.87,10.91,11.44,28614000,11.44
"835",12.33,13.38,11.93,13.09,37342600,13.09
"836",14.44,16.459999,14.08,16.41,62157700,16.41
"837",16.219999,17.48,15.18,16.4,57984400,16.4
"838",15.25,15.74,13.7,13.84,43335600,13.84
"839",12.57,14.48,12.22,14.44,39664500,14.44
"840",12.75,13.22,11.03,11.18,155971800,11.18
"841",11.79,11.94,10.88,11.12,128458000,11.12
"842",11.4,12.5,11.39,12,82249000,12
"843",12.83,13.13,12,12.43,76876100,12.43
"844",12.16,12.29,11.53,11.73,42615400,11.73
"845",11.89,11.96,11.07,11.09,36548900,11.09
"846",11,11.03,9.9,10.31,55477600,10.31
"847",9.94,11.33,9.24,10.76,68694300,10.76
"848",10.52,11.37,10.32,10.92,45461300,10.92
"849",11.88,13.47,11.76,12.88,104486300,12.88
"850",12.92,13.15,11.88,12.43,65613300,12.43
"851",12.76,13.01,12.08,12.78,63558500,12.78
"852",12.96,14.35,12.81,14.03,77421100,14.03
"853",14.72,15,13.72,13.9,65214400,13.9
"854",15.36,16.17,15.25,16.030001,76937900,16.030001
"855",17.76,17.84,15.83,17.59,102210000,17.59
"856",17.379999,17.440001,15.93,16.07,78503000,16.07
"857",15.28,16.059999,15.05,15.66,77407100,15.66
"858",15.88,17.35,15.71,17.290001,62400000,17.290001
"859",17.98,18.290001,16.969999,17.389999,62632200,17.389999
"860",16.799999,18.43,16.700001,17.98,78460800,17.98
"861",18.16,20,17.389999,19.59,88301400,19.59
"862",24.209999,24.290001,21.6,22.43,109690000,22.43
"863",25.280001,26.91,24,26.860001,105202600,26.860001
"864",25.049999,25.5,23.15,24.129999,85767900,24.129999
"865",22.709999,22.709999,19.4,20.65,126632800,20.65
"866",16.76,19,16.450001,17.25,119113500,17.25
"867",19.58,20.58,18.67,20.5,114996400,20.5
"868",18.360001,20.5,18.17,19.99,81509700,19.99
"869",22.459999,22.469999,20.110001,20.959999,89311000,20.959999
"870",18.969999,20.040001,18.860001,19.200001,68441600,19.200001
"871",18.5,20.08,18.43,19.309999,56711700,19.309999
"872",19.889999,20,17.719999,18.219999,78742400,18.219999
"873",17.530001,17.74,16.629999,17.09,62807300,17.09
"874",17.299999,18.18,17.040001,18.030001,51733600,18.030001
"875",17.219999,17.25,15.33,15.8,77704400,15.8
"876",14.55,16.15,14.5,16.08,56764000,16.08
"877",16.200001,16.4,14.85,15.28,50406500,15.28
"878",15.19,16.66,14.61,16.559999,51431800,16.559999
"879",16.209999,16.58,15.57,16.43,42330100,16.43
"880",16.93,18.18,16.299999,16.42,56033300,16.42
"881",17.07,17.360001,15.86,15.97,42555200,15.97
"882",16.059999,16.49,15.41,16.129999,36917000,16.129999
"883",15.88,16.02,15.22,15.27,24714500,15.27
"884",15.15,16.16,14.91,15.99,32430000,15.99
"885",16.190001,16.459999,15.03,15.2,29313400,15.2
"886",15.07,16.450001,14.87,16.4,43942500,16.4
"887",16.389999,16.629999,15.5,15.6,34578500,15.6
"888",15.22,15.54,14.85,15.33,29311400,15.33
"889",16.33,18.68,16.24,18.5,86360500,18.5
"890",16.58,17.1,15.6,15.61,76351200,15.61
"891",15.34,15.68,15.01,15.27,74412700,15.27
"892",15.51,15.95,14.82,14.89,50349000,14.89
"893",15.11,15.31,14.68,14.98,50576500,14.98
"894",14.85,15.11,14.58,14.66,28875400,14.66
"895",14.57,14.86,13.96,14.41,43441500,14.41
"896",14.22,14.68,14.07,14.38,25494200,14.38
"897",14.28,14.3,13.26,13.38,33689900,13.38
"898",13.34,14.52,13.32,14.22,43793700,14.22
"899",14.22,14.49,13.81,14.34,27760900,14.34
"900",13.97,14.32,13.78,14.17,24503400,14.17
"901",13.99,14.1,13.46,13.64,28346300,13.64
"902",13.31,13.38,12.56,13.06,40525300,13.06
"903",13.04,13.91,13.01,13.56,28813100,13.56
"904",13.97,14.2,13.43,13.72,33478900,13.72
"905",13.34,14.42,13.27,14.24,39913200,14.24
"906",14.09,14.18,13.47,13.99,31073500,13.99
"907",13.99,15.38,13.98,15.13,44266500,15.13
"908",16.469999,16.58,15.55,15.64,54538400,15.64
"909",16.110001,16.190001,14.72,15.23,36454400,15.23
"910",14.95,15.91,14.93,15.34,24496700,15.34
"911",15.1,15.89,14.91,15.75,24861700,15.75
"912",15.85,15.86,15.04,15.39,20503000,15.39
"913",15.39,15.54,15.05,15.2,14170900,15.2
"914",15.21,16.370001,15.06,15.68,30456700,15.68
"915",15.41,15.7,15.09,15.58,17282200,15.58
"916",15.5,15.87,15.45,15.56,15940000,15.56
"917",15.94,17.209999,15.41,16.74,48402000,16.74
"918",16.84,17.1,16.190001,16.75,26657600,16.75
"919",16.57,16.639999,15.45,15.72,35788000,15.72
"920",16.219999,17.299999,16.139999,16.65,45413800,16.65
"921",17.16,17.780001,16.860001,17.690001,43052900,17.690001
"922",17.67,17.84,17.07,17.110001,28361300,17.110001
"923",16.75,17.27,16.440001,16.940001,20325500,16.940001
"924",16.93,17.09,16.379999,16.99,19333600,16.99
"925",17.66,19.200001,17.299999,17.629999,57080500,17.629999
"926",18.27,18.610001,17.49,18.42,45101900,18.42
"927",18.02,18.85,17.99,18.530001,30798300,18.530001
"928",18.299999,18.48,17.48,17.93,23650100,17.93
"929",18.049999,19.16,17.92,17.93,32735800,17.93
"930",18.120001,18.120001,17.18,17.51,21562200,17.51
"931",17.82,17.969999,17.42,17.790001,18679800,17.790001
"932",17.77,17.84,16.780001,16.969999,30618100,16.969999
"933",17.110001,17.860001,16.719999,17.5,26509600,17.5
"934",16.98,17.559999,16.709999,17.26,21691000,17.26
"935",17.01,17.299999,15.95,16.25,34292600,16.25
"936",15.46,15.72,14.73,14.99,32507000,14.99
"937",15.05,15.59,14.92,15.33,21506800,15.33
"938",15.5,16.17,15.13,15.17,21249100,15.17
"939",14.95,15,14.15,14.63,23348900,14.63
"940",15.82,16.639999,15.57,16.629999,48616000,16.629999
"941",16.92,16.950001,16.01,16.68,28960900,16.68
"942",16.6,16.85,16.280001,16.559999,14090800,16.559999
"943",17.09,18.23,16.940001,17.110001,38387400,17.110001
"944",17.4,17.41,16.74,17.34,22208800,17.34
"945",16.280001,17.43,16.15,17.27,22461000,17.27
"946",17.059999,17.360001,16.690001,16.99,15330900,16.99
"947",17.219999,18.24,17.09,17.23,31714300,17.23
"948",17.75,18.16,17.459999,18.01,16898500,18.01
"949",18.32,18.440001,17.700001,18.200001,17459900,18.200001
"950",18.299999,18.91,17.98,18.73,24449200,18.73
"951",18.52,18.620001,18.07,18.08,15878600,18.08
"952",17.299999,17.370001,16.42,16.59,28061700,16.59
"953",16.68,17.16,16.360001,16.48,19207800,16.48
"954",16.18,16.24,15.65,16.1,19229800,16.1
"955",16.280001,16.440001,15.9,16.200001,13688700,16.200001
"956",16.32,16.76,16.18,16.450001,12919300,16.450001
"957",16.66,17.16,16.469999,17.08,15685600,17.08
"958",17,17.139999,16.73,16.99,11362300,16.99
"959",17.1,17.75,17.02,17.709999,16692200,17.709999
"960",17.719999,18.41,17.450001,18.35,21988100,18.35
"961",17.74,17.74,16.35,16.799999,27651100,16.799999
"962",16.85,17.07,16.51,16.530001,12990900,16.530001
"963",15.84,16.030001,15,15.03,26446200,15.03
"964",15.05,15.85,14.77,15.77,19523900,15.77
"965",15.49,17.07,15.3,16.629999,41916000,16.629999
"966",16.059999,16.219999,15.29,16.17,25069900,16.17
"967",16.200001,16.73,16.120001,16.549999,15148300,16.549999
"968",16.5,16.73,16.120001,16.16,13519800,16.16
"969",16.4,17.309999,16.4,17.25,17527400,17.25
"970",17.07,17.299999,16.65,16.969999,14037000,16.969999
"971",21.02,23.049999,20.360001,21.51,75069900,21.51
"972",20.799999,21.129999,19.379999,20.120001,37843700,20.120001
"973",20.530001,20.84,19.35,19.52,26873800,19.52
"974",18.790001,19.870001,18.610001,18.85,26427400,18.85
"975",19.280001,20.27,19.16,20.059999,22894200,20.059999
"976",21.93,22.02,21.030001,21.309999,40909500,21.309999
"977",21.1,22.620001,20.77,22.059999,32189600,22.059999
"978",20.67,21.379999,20.41,20.459999,71591700,20.459999
"979",20.58,21.290001,20.49,21.02,36017800,21.02
"980",21.110001,21.27,19.940001,19.99,30469700,19.99
"981",20.620001,21.030001,20.07,20.889999,30434400,20.889999
"982",22.049999,22.639999,21.799999,22.549999,38926200,22.549999
"983",22.83,23.35,22,23.200001,30769200,23.200001
"984",23.469999,24.32,23.450001,23.68,17081000,23.68
"985",24.059999,24.200001,22.32,22.870001,25635800,22.870001
"986",23.549999,23.67,22.82,22.940001,20283500,22.940001
"987",22.4,23.5,21.82,23.4,20709000,23.4
"988",23.6,25.799999,23.549999,25.42,44080500,25.42
"989",26.110001,26.450001,25.17,26.299999,33185000,26.299999
"990",26.32,26.65,25.700001,26.5,23744800,26.5
"991",26.299999,28.17,26.25,28.15,27515500,28.15
"992",28.969999,28.98,26.200001,27.26,43942900,27.26
"993",26.65,27.540001,26.549999,27.440001,24569400,27.440001
"994",27.530001,27.870001,26.26,26.51,21177900,26.51
"995",27.219999,27.540001,25.219999,25.41,24467000,25.41
"996",24.93,25.51,23.790001,25.219999,33097200,25.219999
"997",25.23,25.74,24.68,25.459999,21274500,25.459999
"998",25.700001,25.700001,25.030001,25.41,12857000,25.41
"999",25.49,26.09,24.860001,25.18,20648600,25.18
"1000",23.620001,24.9,23.450001,24.780001,22591400,24.780001
"1001",24.85,24.870001,23.040001,23.08,24903000,23.08
"1002",23.27,24.700001,23.16,24.5,18389600,24.5
"1003",24.5,24.790001,24.120001,24.58,7884200,24.58
"1004",25.15,25.940001,24.799999,25.530001,16371400,25.530001
"1005",26,26.110001,25.049999,25.389999,12962800,25.389999
"1006",25.379999,26.09,25.209999,25.639999,11142100,25.639999
"1007",25.540001,25.68,24.43,25.43,14616900,25.43
