"","VLO.Open","VLO.High","VLO.Low","VLO.Close","VLO.Volume","VLO.Adjusted"
"112",65.830002,66.980003,65.540001,66.529999,4336400,53.890884
"113",66.419998,66.529999,64.120003,64.75,6431000,52.449055
"114",64.459999,65,64.150002,64.690002,3974100,52.400448
"115",65,66.040001,64.639999,65.800003,6522500,53.299583
"116",65.760002,66.949997,65.75,66.610001,4078300,53.955692
"117",65.949997,66.370003,65.150002,65.650002,3634100,53.178066
"118",65.169998,65.489998,63.77,64.68,5566100,52.392345
"119",65.660004,65.660004,64.769997,64.82,3801400,52.505753
"120",64.720001,66.080002,64.580002,65.980003,4915200,53.445374
"121",66.18,66.480003,65.760002,66.040001,3376800,53.49398
"122",66.099998,67.839996,65.970001,66.809998,5447300,54.117702
"123",67.139999,68.139999,66.970001,67.470001,3336400,54.652317
"124",67.790001,68.389999,66.769997,67.089996,3282900,54.344501
"125",67.550003,67.769997,66.870003,67.459999,2972000,54.644207
"126",67.809998,68.440002,67.660004,68.019997,2160000,55.097828
"127",68,68.25,66.959999,67.07,3938100,54.328304
"128",66.989998,67.18,66.18,66.459999,3332100,53.834183
"129",66.440002,68.419998,66.25,68.18,5083600,55.227436
"130",68.050003,68.489998,67.940002,68.089996,3718200,55.15451
"131",68.029999,68.449997,67.730003,67.93,2188200,55.024933
"132",68.480003,68.550003,67.440002,68.029999,4206100,55.105919
"133",67.870003,68.379997,67.040001,67.779999,2883700,54.903427
"134",67.839996,68.330002,67.410004,68.040001,2194700,55.114025
"135",67.82,68,67.32,67.43,2868800,54.619907
"136",67.720001,67.760002,67.199997,67.510002,2816000,54.684719
"137",67.599998,68.690002,67.540001,68.029999,3481900,55.105919
"138",68.389999,68.43,67.300003,67.519997,2914800,54.692814
"139",67.519997,67.870003,67.010002,67.779999,2725700,54.903427
"140",67.629997,68.089996,67.540001,67.68,2318800,54.822422
"141",67.980003,68.720001,67.940002,68.440002,3131100,55.438046
"142",68.510002,68.529999,67.800003,67.989998,3356800,55.073521
"143",68,68.830002,66.610001,67.589996,4377800,54.749516
"144",67.470001,67.580002,65.949997,66.690002,7105600,54.020493
"145",67.080002,69.440002,66.879997,68.970001,7354800,55.867352
"146",69.349998,69.75,68.730003,68.82,5330100,55.745838
"147",68.610001,69.169998,68.300003,68.5,3724900,55.486637
"148",68.220001,68.639999,68.059998,68.5,3342700,55.486637
"149",68.5,68.93,68.300003,68.529999,3201800,55.510925
"150",67.949997,68.529999,67.75,68,2671900,55.65007
"151",67.669998,67.940002,67.349998,67.790001,3114700,55.478203
"152",67.650002,67.93,66.610001,66.93,3498100,54.774395
"153",66.800003,66.989998,65.75,66.199997,3425100,54.176971
"154",66.150002,66.400002,65.849998,66.150002,2330000,54.136059
"155",66.470001,67.010002,66.389999,66.790001,3034300,54.659821
"156",66.660004,67.32,66.610001,67.150002,4079300,54.954441
"157",67.260002,67.5,65.860001,65.989998,2807500,54.005116
"158",65.669998,65.709999,64.470001,64.550003,3358400,52.826649
"159",64.449997,65.459999,64.220001,64.75,3082600,52.990326
"160",64.660004,64.949997,64.449997,64.699997,2463900,52.949402
"161",64.900002,65.720001,64.5,65.580002,2865800,53.669582
"162",65.220001,66,65.099998,65.709999,2808700,53.775967
"163",65.699997,68,65.699997,67.440002,5492000,55.191765
"164",67.790001,68.809998,67.559998,67.669998,3915900,55.379993
"165",68.900002,69.790001,68.239998,68.419998,6445800,55.993782
"166",68.230003,68.949997,67.779999,67.919998,3557700,55.584587
"167",68.519997,68.870003,68.080002,68.410004,3248100,55.985607
"168",68.650002,68.720001,67.309998,68.099998,4434400,55.731892
"169",68.110001,69.510002,67.82,69.199997,3954400,56.632114
"170",68.589996,68.709999,67.239998,67.910004,4581400,55.576401
"171",68.230003,68.769997,67.709999,68.110001,4428800,55.740086
"172",68.330002,69.099998,68.110001,68.860001,3675900,56.353874
"173",68.860001,70.279999,68.730003,69.540001,3771300,56.910374
"174",69.769997,69.970001,68.800003,69.809998,3287700,57.13134
"175",70,70.660004,69.82,70.209999,2629200,57.458687
"176",70.550003,71.169998,70.25,71,4122500,58.105209
"177",70.900002,71.059998,69.529999,69.940002,4494000,57.23774
"178",69.980003,71.510002,69.980003,71.129997,6859900,58.211597
"179",71.230003,72.440002,71.139999,72.199997,3823700,59.087269
"180",72.199997,73.199997,71.559998,72.709999,3870200,59.504646
"181",73.029999,73.379997,72.510002,73.18,3255600,59.889294
"182",73.089996,73.870003,72.839996,73.360001,3106100,60.036598
"183",73.25,74.360001,73.150002,74.290001,3263900,60.797688
"184",74.629997,75.260002,74.349998,75.120003,3461000,61.476959
"185",75.019997,75.75,74.809998,74.959999,3287900,61.346004
"186",74.889999,75.879997,74.410004,75.470001,4516000,61.763371
"187",75.809998,76.919998,75.550003,76.739998,6079400,62.802727
"188",76.760002,77.769997,76.620003,76.93,4442200,62.958225
"189",76.730003,77.400002,76.410004,77.050003,3141300,63.056442
"190",76.879997,77.660004,76.760002,77.57,3194700,63.481991
"191",77.389999,77.82,76.940002,77.690002,2669900,63.580212
"192",77.900002,78.639999,76.489998,77.269997,4923400,63.236481
"193",76.370003,77.230003,76.269997,77.230003,4672400,63.203754
"194",77.269997,77.440002,76.769997,77.129997,2925600,63.121902
"195",77.550003,77.610001,77,77.370003,2659600,63.318325
"196",77.529999,77.919998,77.089996,77.919998,2277500,63.768421
"197",77.400002,78.050003,77.099998,77.910004,2532500,63.760227
"198",78.150002,78.309998,77.669998,78.080002,2161700,63.899372
"199",77.650002,77.830002,77.230003,77.419998,2405400,63.359226
"200",77.589996,77.860001,77.269997,77.620003,2358400,63.5229
"201",77.599998,77.919998,76.980003,77.620003,2399600,63.5229
"202",77.209999,77.889999,76.629997,77.629997,2329900,63.531094
"203",78.440002,78.440002,77.389999,77.540001,4149900,63.457462
"204",77.849998,77.900002,77.370003,77.400002,4820100,63.342854
"205",77.400002,78.099998,77.150002,77.690002,3241700,63.580212
"206",77.699997,77.870003,76.949997,77.68,4901200,63.572029
"207",77.379997,77.660004,75.839996,76.290001,5371300,62.434452
"208",76.129997,77.82,75.949997,77.75,6118600,63.629311
"209",77.720001,78.580002,77.720001,78.400002,4427100,64.161255
"210",78.300003,79.139999,77.779999,78.889999,3231000,64.562248
"211",79.32,80.93,79.07,80.709999,4097800,66.051712
"212",80.739998,82.190002,80.739998,81.589996,4972900,66.771889
"213",81.199997,81.75,80.629997,80.879997,3390500,66.190834
"214",80.900002,81.790001,80.269997,81.449997,3326200,66.657303
"215",81.529999,81.879997,81.309998,81.830002,2603300,66.968323
"216",81.610001,81.690002,80.629997,81.669998,2976100,66.837357
"217",81,81.339996,80.029999,81.279999,3569700,66.518188
"218",80.959999,81.449997,80.709999,81.370003,2473900,66.591843
"219",81.239998,81.519997,80.610001,80.669998,2568500,66.018997
"220",80.550003,81.589996,80.489998,81.370003,3108700,66.591843
"221",80.889999,81.690002,80,81.480003,3122000,66.681862
"222",81.309998,82.610001,81.209999,82.120003,4322600,67.205635
"223",81.849998,82.919998,81.75,82.879997,2897400,67.827599
"224",82.260002,82.260002,81.480003,82.089996,3163600,67.753319
"225",82.239998,84,82.150002,83.800003,3528000,69.16468
"226",83.910004,83.910004,82.309998,82.349998,3271500,67.967911
"227",82.68,82.849998,82.059998,82.25,1623400,67.885384
"228",82.220001,82.349998,81.589996,82.120003,3073500,67.778084
"229",82.330002,83.470001,81.839996,83.239998,3015300,68.702484
"230",83.190002,83.650002,82.5,83.339996,2752900,68.785027
"231",83.830002,85.860001,83.360001,85.620003,5521800,70.666824
"232",85.370003,85.779999,82.519997,84.169998,4123200,69.470062
"233",84.559998,85.43,83.5,83.629997,4049400,69.024368
"234",83.910004,86.419998,83.910004,85.779999,4197300,70.798889
"235",85.480003,85.970001,84.57,84.970001,2975900,70.130341
"236",84.790001,85.68,84.650002,85.589996,2128800,70.642067
"237",86.269997,87.730003,85.959999,87.599998,3533300,72.301033
"238",87.169998,88.120003,86.870003,87.199997,2853800,71.970886
"239",87.400002,87.699997,86.800003,86.940002,2515000,71.756294
"240",86.769997,88.099998,86.599998,87.449997,3112000,72.177208
"241",87.550003,88.43,87.43,87.480003,3635800,72.201981
"242",87.650002,88.400002,87.5,88.190002,6579300,72.787979
"243",88.57,89.169998,88.209999,88.93,3433000,73.398766
"244",88.940002,89.209999,88.010002,88.07,2953500,72.688942
"245",88.690002,90.480003,88.279999,90.160004,3506600,74.41394
"246",89.93,91.120003,89.839996,90.720001,3004200,74.876129
"247",91.029999,91.5,90.800003,91.129997,1837200,75.214531
"248",91.25,92.050003,91.239998,91.860001,1442900,75.817039
"249",91.82,92.489998,91.57,92.139999,2388300,76.048111
"250",92.389999,92.580002,91.75,92.300003,1835700,76.180191
"251",92.690002,93.18,91.910004,91.910004,2343800,75.858315
"252",92.190002,93.139999,91.709999,92.800003,3582900,76.592865
"253",92.580002,93.470001,92.5,93.290001,3057600,76.997284
"254",93.410004,93.620003,92.639999,93.589996,2977000,77.244896
"255",93.599998,94.300003,93.43,94.029999,2973800,77.60807
"256",94.129997,94.370003,93.400002,94.220001,2493400,77.764885
"257",94.760002,94.959999,94,94.099998,3884900,77.665825
"258",93.809998,94.650002,93.559998,94.150002,2391800,77.7071
"259",94.589996,94.610001,93.610001,94.550003,2679700,78.037231
"260",94.910004,97,94.709999,96.75,2873400,79.853012
"261",96.849998,97.550003,95.660004,96.150002,3052500,79.357803
"262",96.459999,98.110001,96.290001,97.559998,2940700,80.521553
"263",97.110001,97.230003,95.980003,96.459999,2489400,79.613663
"264",96.769997,97.290001,96.25,97.260002,2368800,80.273941
"265",97.620003,99.099998,97.43,98.949997,2441200,81.668777
"266",99.309998,99.309998,98.059998,98.690002,2120300,81.454208
"267",99.93,99.949997,96.980003,97.660004,3109500,80.60408
"268",98.190002,98.190002,96.879997,97.18,2725300,80.207932
"269",97.559998,98.75,97.389999,98.690002,2122200,81.454208
"270",98.629997,98.629997,96.190002,96.389999,2787100,79.555885
"271",95.82,96.019997,92.110001,94.339996,4338800,77.863914
"272",94.550003,96.43,94.459999,95.970001,5334000,79.209229
"273",96.419998,96.870003,92.699997,94.690002,5032300,78.152779
"274",94.190002,95.849998,92.739998,93.190002,4656700,76.914764
"275",91.839996,93.660004,82.900002,89.769997,7072900,74.092049
"276",87.779999,91.120003,86.75,90.459999,6335000,74.66153
"277",90.43,92.550003,89.839996,89.839996,4344500,74.149818
"278",89.629997,90.370003,86.75,86.769997,3975900,71.615974
"279",87.629997,89.370003,85.260002,88.220001,5463400,72.812759
"280",88.25,89.690002,88.129997,88.839996,4020900,73.995468
"281",88.330002,89.800003,88.160004,89.480003,3638200,74.528534
"282",88.860001,93.040001,88.779999,92.629997,4877300,77.152191
"283",93.559998,94.220001,91.580002,93,4057600,77.460365
"284",93.010002,94.410004,92.410004,93.269997,2538800,77.685242
"285",93.110001,93.889999,91.050003,91.580002,3083600,76.277641
"286",91.5,92.75,90.809998,90.830002,2018100,75.652954
"287",90.989998,93.239998,90.989998,92.050003,3047300,76.669113
"288",92.68,92.900002,91.660004,92.459999,2069200,77.01059
"289",93.110001,93.809998,92.660004,93.309998,2563300,77.718552
"290",93.360001,95.25,92.730003,92.769997,2893000,77.268806
"291",93,93.470001,90.400002,90.419998,2746800,75.311462
"292",90.529999,92.419998,89.790001,90.82,3035900,75.644623
"293",90.059998,92.620003,89.57,92.199997,3485000,76.794044
"294",91.510002,92.349998,90.080002,91.559998,4656700,76.260979
"295",91.879997,92.769997,91,91.720001,2852300,76.394234
"296",90.75,92.849998,90.699997,92.040001,2616800,76.660782
"297",92.099998,93.459999,91.099998,93.309998,3650800,77.718552
"298",93.93,95.400002,93.849998,94.32,3500400,78.559799
"299",94.010002,94.480003,92.529999,92.690002,3231900,77.202179
"300",93.019997,94.949997,92.800003,93.489998,4322400,77.868492
"301",93.669998,94.099998,92.489998,92.660004,2747400,77.177177
"302",93.099998,93.389999,90.519997,92.330002,2786100,76.902313
"303",92.389999,94.040001,92.389999,93.790001,5308600,78.118355
"304",93.220001,93.440002,92.169998,92.940002,2334700,77.410385
"305",93.540001,95.870003,93.470001,94.470001,3354400,78.684731
"306",94.709999,96.410004,94.489998,95.449997,3066200,79.500984
"307",94.389999,95.110001,92.949997,93.040001,3264500,77.49369
"308",93.790001,94.510002,91.110001,91.220001,3195400,75.977798
"309",92.379997,94.470001,92.339996,94.25,3111500,78.501495
"310",94.290001,94.660004,91.110001,92.269997,3756700,76.852325
"311",92.599998,92.949997,90.220001,90.279999,3864800,75.19487
"312",91.220001,92.889999,91.120003,92.769997,4173900,77.268806
"313",92.25,92.730003,89.75,91.559998,2788500,76.260979
"314",92.199997,92.760002,91.339996,92.699997,2930600,77.21051
"315",91.089996,93.620003,89.970001,93.349998,3659600,77.751884
"316",93.830002,96.220001,93.709999,95.860001,3766300,79.842476
"317",95.059998,96,93.769997,95.18,3432000,79.276108
"318",95.82,97.199997,95.559998,96.010002,3653800,79.967422
"319",97.370003,99.220001,97.07,98.889999,3489100,82.366173
"320",98.980003,100.910004,98.339996,100.309998,3506900,83.548912
"321",100.650002,101.279999,99.650002,100.529999,3245100,83.732155
"322",101.349998,102.230003,100.459999,101.830002,2641200,84.814957
"323",102.260002,106.349998,102.129997,105.489998,5876400,87.86338
"324",105.629997,106.940002,104.089996,106.690002,3669100,88.862862
"325",107.260002,108.830002,106.699997,107.540001,3904800,89.570847
"326",107.540001,108.589996,106.330002,108.199997,3240500,90.120552
"327",107.849998,108.610001,107.379997,108.550003,2795100,90.412079
"328",108.75,109.269997,107.480003,109.260002,2162800,91.003464
"329",109.349998,110.949997,107.660004,108.290001,3279700,90.195526
"330",107.779999,109.209999,106.269997,108.68,3799800,90.520355
"331",109.790001,111.82,106.949997,111.540001,4912200,92.902466
"332",111.610001,112.300003,109.32,109.779999,2658700,91.436539
"333",110.080002,113.32,109.860001,110.93,5667700,92.394394
"334",110.260002,111.059998,108.769997,110.720001,3680800,92.219482
"335",110.550003,113.470001,110.550003,112.25,5677400,93.493835
"336",111.769997,113.889999,110.959999,113.370003,3576400,94.426689
"337",113,113.919998,111.93,113.389999,2923000,94.443352
"338",114.160004,115.480003,113.339996,113.669998,3449900,94.676567
"339",113.059998,113.25,111.029999,113.190002,6102200,94.276772
"340",113.949997,115.839996,113.519997,114.82,4159800,95.634392
"341",115.540001,115.989998,113.980003,114.489998,5038700,95.359535
"342",114.660004,115.139999,114.150002,114.629997,2773400,95.476143
"343",115.199997,116.199997,114.989998,115.870003,3936000,96.50898
"344",115.889999,116.43,114.82,115.900002,3541300,96.533928
"345",114.940002,115.260002,113.870003,114.989998,2691900,96.441673
"346",116.459999,121.040001,116.330002,119.709999,5888500,100.40033
"347",120.050003,120.879997,119.019997,120.559998,3906500,101.113243
"348",121.529999,122.379997,120.230003,122.059998,2992600,102.371269
"349",121.860001,122.68,119.660004,120.150002,3253300,100.769371
"350",119.269997,121.739998,118.529999,121.050003,3395800,101.524193
"351",120.099998,122.940002,119.57,121.879997,3158300,102.220306
"352",120.400002,120.459999,117.650002,118.730003,3581600,99.578415
"353",118.290001,121.459999,118.209999,119.470001,3025600,100.199043
"354",120.699997,123.029999,120.059998,122.209999,2996000,102.497063
"355",121.860001,124.769997,120.910004,121.199997,5480900,101.649979
"356",122.080002,124.739998,121.459999,123.779999,2941900,103.813828
"357",124.629997,126.980003,124.25,124.440002,3792000,104.367371
"358",124.18,124.43,122.739998,123.330002,3392500,103.436394
"359",123,123.470001,119.940002,121.199997,3554200,101.649979
"360",121.739998,122.620003,120.800003,121.489998,2329400,101.893211
"361",121.519997,121.650002,119.209999,119.720001,3743600,100.408722
"362",119.809998,121.07,118.480003,120.57,3279200,101.121605
"363",120.669998,121.480003,117.580002,118.019997,4422600,98.982933
"364",117.940002,118.660004,115.599998,117.879997,5546200,98.865517
"365",118.699997,119.190002,116.690002,116.82,2431400,97.976509
"366",115.949997,117.110001,115.010002,115.18,5087200,96.601036
"367",115.330002,118.089996,115.019997,116.540001,3054900,97.741676
"368",115.330002,117.029999,115.029999,116.620003,2491200,97.808769
"369",116.860001,117.279999,115.309998,115.730003,3093100,97.062325
"370",115.059998,115.059998,111.040001,111.220001,4528700,93.279793
"371",113.269997,113.57,111.709999,112.239998,5030800,94.135277
"372",111.669998,111.790001,108.580002,109.260002,4559500,91.635979
"373",109.510002,111.099998,109.480003,110.25,3422200,92.466255
"374",111.209999,111.93,109.330002,109.519997,3412400,91.854019
"375",109.129997,109.629997,107.68,109.110001,2668200,91.510147
"376",111.360001,112.800003,110.760002,110.830002,3483600,92.952705
"377",109.900002,110.220001,108.410004,109.230003,3748500,91.610786
"378",110.360001,110.529999,107.800003,108.169998,2078100,90.721779
"379",109.169998,109.470001,106.239998,107.529999,3400600,90.185005
"380",106.779999,108.68,105.949997,107.830002,2461300,90.436615
"381",108.300003,109.639999,108.160004,109.269997,2726500,91.644348
"382",109.769997,110.709999,108.529999,108.620003,2648300,91.099205
"383",107.910004,108.699997,105.900002,106.360001,3512600,89.203743
"384",107.099998,107.599998,105.540001,106.790001,2992200,89.564377
"385",106.620003,107.730003,106.160004,107.339996,2500000,90.02565
"386",107.279999,108.150002,106.139999,106.300003,2548400,89.153404
"387",106.199997,107.540001,105.669998,106.089996,2590600,88.977287
"388",105.540001,107.440002,103.75,106.650002,3100500,89.446953
"389",106.959999,107.650002,106.720001,107,2564300,89.740494
"390",106.68,107.339996,105.82,106.209999,2291700,89.077942
"391",106.860001,107.209999,105.760002,106.279999,2542400,89.136642
"392",106.550003,107.480003,106.400002,107.269997,3347500,89.966942
"393",107.419998,109.360001,107.019997,109.330002,3309900,91.694679
"394",109.709999,117.339996,109.279999,116.830002,5408000,97.984894
"395",116.449997,117.699997,115.339996,116.349998,3308700,97.582314
"396",117.220001,118.160004,116.169998,117.260002,2930500,98.345535
"397",117.459999,118.739998,117.459999,118.349998,4034600,99.259712
"398",116.610001,118.190002,115.519997,116.779999,3411600,97.942955
"399",115.68,115.949997,114.040001,115.330002,2588100,96.726852
"400",115.440002,116.330002,113.529999,115.379997,2583000,96.768791
"401",114.5,115.169998,113.82,114.889999,2401100,97.030602
"402",115.300003,117.779999,115.099998,116.709999,2606700,98.567673
"403",115.639999,116.220001,115.089996,115.900002,2009600,97.883575
"404",115.919998,116.300003,114.769997,115.139999,2175600,97.24173
"405",114.610001,115.510002,114.449997,115.370003,2059300,97.435989
"406",116.139999,116.900002,114.68,114.790001,1875600,96.946136
"407",115.43,116.010002,114.650002,115.050003,1440200,97.165726
"408",114.75,114.75,111.160004,111.519997,3452500,94.184464
"409",111.800003,112.379997,111.199997,111.32,1875800,94.015541
"410",111.949997,112.150002,110.610001,111,1791100,93.745277
"411",111.339996,114.050003,111.040001,113.400002,2072200,95.772217
"412",113.900002,115.379997,113.809998,114.139999,2021700,96.397179
"413",114.379997,116.370003,114.279999,115.68,1670900,97.697792
"414",115.459999,118.209999,115.150002,118.059998,3151100,99.707817
"415",118.449997,121.599998,118.410004,120.550003,3448400,101.81076
"416",121.080002,121.970001,120.75,121.209999,2038100,102.368149
"417",121.400002,122.419998,119.82,120.389999,2062600,101.675636
"418",120.389999,121.720001,119.529999,120.610001,2525900,101.86142
"419",121,121.379997,118.279999,119.050003,2648100,100.54393
"420",118.519997,118.629997,116.480003,117.879997,3722500,99.555809
"421",118.360001,121.220001,118.32,120.239998,3372100,101.548935
"422",119.239998,119.389999,116.910004,116.910004,4506400,98.73658
"423",117.339996,118.879997,115.300003,116.07,3406600,98.027153
"424",114.839996,115.889999,113.389999,115.080002,2498200,97.191055
"425",115.650002,116.550003,114.989998,115.25,2451800,97.334625
"426",114.93,116.309998,114.239998,115.099998,2708100,97.207947
"427",116.07,117.43,115.879997,116.309998,3195200,98.229858
"428",116.540001,117.480003,115.800003,116.830002,2081500,98.669022
"429",116.879997,117.809998,116.699997,117.129997,1724500,98.922379
"430",117.050003,117.379997,115.209999,115.459999,1876000,97.511993
"431",115.769997,116.599998,115.309998,115.330002,2028300,97.402199
"432",115.18,115.18,108.650002,109.699997,5033500,92.647354
"433",110.059998,111.629997,108.099998,110.480003,3135600,93.306122
"434",110.809998,112.970001,110.129997,112.239998,4044500,94.792526
"435",113.190002,116.160004,113.089996,114.959999,3069900,97.089714
"436",115.599998,117.699997,114.949997,116.760002,3219300,98.609917
"437",116.25,117.639999,114.629997,116.519997,2492600,98.407204
"438",117.220001,118.529999,114.940002,115.290001,2281900,97.368416
"439",114.589996,115.779999,113.410004,113.75,2787400,96.067802
"440",114.589996,115.849998,113.599998,113.879997,2404600,96.177589
"441",114.269997,115.610001,112.550003,115.519997,3240600,97.56266
"442",116.470001,120.720001,116.470001,119.989998,3683800,101.337814
"443",119.57,119.93,116.620003,117.220001,2214000,98.99839
"444",118.199997,118.459999,115.809998,117.110001,1834100,98.90551
"445",116.57,117.050003,115.150002,116.18,2722600,98.120064
"446",116.18,117.510002,115.349998,115.660004,2400500,97.680908
"447",116.139999,116.150002,110.75,110.839996,3083000,93.610153
"448",109.970001,111.379997,106.32,106.889999,3478600,90.274178
"449",107.800003,108.68,106.540001,108.25,3502500,91.42276
"450",108.239998,108.400002,103.68,103.790001,3741700,87.656082
"451",104.529999,106.190002,103.980003,105.910004,2209400,89.446526
"452",105.900002,106.099998,103.279999,103.739998,3378800,87.613838
"453",102.709999,104.849998,101.32,103.389999,4018900,87.318237
"454",98.169998,100.290001,92.5,92.760002,11818100,78.340652
"455",92.540001,93.580002,91.099998,92.849998,4663000,78.416649
"456",90.82,92.150002,87.93,91.660004,6303700,77.411644
"457",91.550003,92.150002,86.330002,86.690002,6376900,73.214226
"458",89.029999,89.82,85.949997,87.379997,5189800,73.796959
"459",86.029999,87.230003,82.639999,85.790001,6921400,72.454132
"460",86.389999,89.419998,86.160004,87.379997,5884300,73.796959
"461",87.760002,90.43,87.669998,90.099998,5477000,76.094154
"462",91.209999,93.82,91.019997,91.089996,5501700,76.930252
"463",92.07,93.339996,90.309998,92.510002,4340900,78.129532
"464",93.199997,94.720001,90.919998,91.830002,3424200,77.555222
"465",92.889999,93.379997,89.870003,91.150002,3339200,76.980927
"466",91.160004,91.809998,89.919998,91.279999,2609500,77.090714
"467",92.040001,92.730003,90.059998,92.589996,3672900,78.197075
"468",92.360001,92.769997,88.059998,88.699997,5813300,74.911774
"469",87.75,88.269997,86.480003,87.580002,4760400,73.965881
"470",87.860001,88.230003,85.760002,85.970001,3901000,72.606163
"471",85.519997,86.029999,83.139999,83.57,4393100,70.579224
"472",84.349998,85.010002,81.25,82.339996,5663100,69.540428
"473",81.589996,83.489998,80.879997,83.269997,4288100,70.325867
"474",83.389999,84.489998,83.029999,83.949997,3448100,70.900162
"475",82.669998,82.860001,79.529999,80.690002,4040800,68.802559
"476",79.379997,80.699997,78,78.610001,5786600,67.028999
"477",78.940002,80.639999,78.489998,79.199997,4244000,67.532059
"478",78.089996,78.290001,77,77.029999,2105200,65.68177
"479",77.940002,79.769997,77.940002,78.779999,4315500,67.173943
"480",78.43,78.989998,77.029999,77.43,4435400,66.022827
"481",77.839996,79.550003,76.25,79.419998,3914000,67.719658
"482",79.209999,80.739998,78.339996,79.470001,3701900,67.762299
"483",78.970001,80.449997,78.389999,79.900002,5685700,68.128944
"484",82.260002,83.779999,79.529999,81.300003,6462800,69.322708
"485",81.75,82.709999,79.25,79.510002,6217800,67.796402
"486",78.010002,78.980003,76.830002,78.839996,4711100,67.225098
"487",79.900002,80.459999,75.550003,75.989998,4669500,64.794975
"488",75.019997,75.279999,71.480003,73.379997,7407500,62.569492
"489",73.75,75.32,72.559998,73.269997,4749400,62.475693
"490",74.440002,74.879997,73.330002,73.639999,4089000,62.791172
"491",73.93,74.57,73.019997,73.459999,4508700,62.637699
"492",73.400002,75.339996,72.980003,73.300003,5021300,62.501278
"493",72.919998,74.150002,71.25,72.580002,4508400,61.88736
"494",72.550003,73.349998,70.669998,71.059998,4295800,60.59127
"495",71.660004,73.989998,70.239998,70.980003,4913100,60.523071
"496",70.089996,72.510002,70.010002,70.610001,6304500,60.207577
"497",70.269997,72.489998,70.160004,71.639999,7720400,61.085815
"498",71.25,71.440002,68.910004,68.940002,3265100,58.783607
"499",69.290001,73.489998,68.809998,73.309998,5828300,62.509796
"500",72.040001,74.629997,71.730003,74.629997,4872800,63.63533
"501",74.860001,75.400002,72.550003,73.480003,4265700,62.654751
"502",73.809998,75.220001,73.709999,74.970001,3817800,63.925236
"503",73.82,76.150002,73.169998,75.559998,4271900,64.428322
"504",75.940002,76.160004,72.949997,74.199997,3300800,63.268677
"505",75.43,77.269997,74.599998,77.010002,4364500,65.664719
"506",77,78.339996,76.010002,77.089996,3833600,65.732918
"507",77.910004,78.330002,76.550003,77.360001,3087700,65.963142
"508",77.739998,78.389999,75.800003,77.290001,4280200,65.903458
"509",77.470001,78.07,76.32,77.419998,3818500,66.01429
"510",77.019997,79.059998,76.900002,78.470001,3607300,66.90963
"511",77.75,79.199997,77.25,78.949997,4496100,67.318909
"512",79.339996,79.419998,77.889999,78.769997,3341400,67.165413
"513",78.540001,79.330002,78.099998,79,3957500,67.361534
"514",78.459999,80.790001,78.370003,80.489998,4056000,68.632019
"515",82.970001,83,80.470001,82.589996,5110700,70.422653
"516",82.230003,83.32,80.949997,82.010002,7603000,69.928108
"517",81.940002,82.459999,79.440002,79.779999,4507500,68.026627
"518",79.339996,80.129997,78.199997,78.949997,5093700,67.318909
"519",80.129997,82.900002,79.699997,82.190002,6462100,70.081573
"520",81.129997,81.620003,80.230003,81.029999,3662000,69.092468
"521",80.769997,81.510002,80.010002,81.139999,3949600,69.186279
"522",81.720001,83.610001,81.239998,83.279999,4688900,71.011002
"523",87.989998,88.360001,84.300003,87.82,8796700,74.882164
"524",88,88.209999,84.599998,85.260002,5136100,72.699295
"525",85,85.550003,83.809998,84.790001,4448500,72.298538
"526",84.730003,86.110001,84.400002,85.959999,3918400,73.296173
"527",85.75,86.610001,85.110001,85.919998,2783900,73.262077
"528",85.739998,86.620003,83.559998,83.910004,3114700,71.54818
"529",83.529999,84.419998,82.129997,84.139999,4126500,71.744308
"530",84.029999,84.629997,83.260002,83.339996,3446600,71.062149
"531",83.370003,83.440002,82.139999,82.330002,3083300,70.967339
"532",82.510002,83.730003,82.5,83.459999,2725000,71.941376
"533",83.25,83.959999,82.449997,83.610001,2810600,72.070679
"534",84.389999,85.129997,84.059998,84.400002,3929800,72.751663
"535",84.099998,84.980003,83.809998,84.790001,2031200,73.08783
"536",84.75,86.18,84.599998,85.43,3951500,73.639496
"537",85.449997,86.360001,84.360001,84.480003,3207800,72.820618
"538",85.139999,86.080002,84.550003,85.32,3158100,73.544678
"539",85.099998,85.660004,84.860001,84.980003,2033700,73.251595
"540",85,85.75,84.379997,84.410004,2146300,72.760269
"541",84.5,84.610001,82.910004,83.089996,3009700,71.622437
"542",83.089996,83.300003,81.529999,81.559998,3608400,70.303612
"543",82.120003,82.970001,81.949997,82.889999,3102700,71.45005
"544",83.660004,83.669998,80.910004,82.529999,3688500,71.139732
"545",82.5,82.5,80.519997,81.150002,3934800,69.950203
"546",81.110001,82.010002,80.75,81.349998,3444400,70.122589
"547",81.43,81.690002,80.349998,80.589996,3145900,69.467476
"548",79.75,79.970001,78.550003,79.75,4089100,68.743416
"549",80.440002,83.559998,80.169998,83.480003,4375500,71.958626
"550",83.379997,85.080002,82.760002,83.849998,5009900,72.27755
"551",84.110001,84.57,83.470001,84.220001,4275800,72.596497
"552",84.110001,84.959999,83.82,84.940002,3546000,73.217125
"553",84.879997,86.230003,84.650002,85.080002,5656800,73.337807
"554",85.349998,86.849998,85.300003,86.75,3471800,74.777321
"555",87.269997,87.949997,86.209999,86.43,2946100,74.501488
"556",86.040001,87.029999,85.330002,86.440002,3921800,74.510101
