"","EXPE.Open","EXPE.High","EXPE.Low","EXPE.Close","EXPE.Volume","EXPE.Adjusted"
"446",122.129997,123.43,121.139999,121.360001,1306800,119.223145
"447",121.029999,121.300003,116.699997,116.760002,1902400,114.70414
"448",117.129997,118.470001,114.239998,115.690002,2086600,113.652985
"449",118.860001,119.690002,115.860001,118.559998,1619500,116.472435
"450",118.230003,119.610001,116.449997,118.550003,1314900,116.462624
"451",118.830002,122.099998,118.559998,121.910004,1639700,119.763451
"452",121.459999,121.580002,118.870003,120.550003,1728500,118.427414
"453",119.82,120.5,117.559998,118.440002,1792600,116.354553
"454",119.169998,119.580002,117.330002,118.32,1499400,116.236664
"455",119.169998,119.93,117.419998,118.5,1279800,116.413506
"456",116.059998,117.529999,113.690002,117.209999,2195600,115.14621
"457",118,119.389999,113.870003,114.220001,2923900,112.20887
"458",115.32,119.099998,113.849998,117.57,4111600,115.499878
"459",122.660004,125.440002,118.540001,120.5,5645300,118.378288
"460",122.220001,125.449997,119.220001,121.730003,2884800,119.586632
"461",121.279999,125.029999,120.150002,124.489998,2452400,122.298027
"462",125.870003,126.730003,125.150002,125.43,2391600,123.221481
"463",125.660004,127.860001,124.57,127.620003,1912500,125.372925
"464",128.279999,128.850006,125.410004,126.510002,1612300,124.282463
"465",126.589996,127.599998,125.040001,126.889999,1750600,124.655769
"466",126.220001,127.889999,124.610001,125.029999,2118300,122.828522
"467",126.529999,128.679993,126.309998,128.380005,1839800,126.119545
"468",128.25,128.690002,124.720001,125.43,1678500,123.221481
"469",124.949997,125.970001,123.809998,124.040001,1676200,121.855949
"470",123.870003,124.260002,121.839996,122.25,1562500,120.097466
"471",122.970001,124.349998,121.480003,122.379997,1210200,120.225174
"472",123.010002,125.18,121.410004,121.93,1598000,120.097137
"473",121.010002,121.940002,117.889999,119.75,2799600,117.949898
"474",118.650002,120.989998,115.559998,116.949997,2373200,115.191994
"475",117.230003,117.389999,112.540001,113.099998,2037500,111.399864
"476",111.050003,112.870003,110.260002,111.620003,1983800,109.942116
"477",112.470001,114.93,112.470001,113.089996,1421200,111.390015
"478",112.599998,113.720001,112.019997,113.139999,573500,111.43927
"479",115.099998,117,114.620003,116.580002,1272000,114.82756
"480",115.709999,117.889999,115.360001,117.540001,981800,115.773125
"481",118,120.529999,116.970001,120.160004,1286500,118.353737
"482",119.400002,120.349998,118.870003,119.739998,1109300,117.940056
"483",120.160004,121.940002,120,120.790001,1316100,118.974266
"484",123.300003,123.57,120.029999,120.650002,1368000,118.836372
"485",120.139999,121.93,118.470001,118.779999,1520800,116.994492
"486",116.620003,120.75,116.07,120.650002,1519900,118.836372
"487",120.43,121.57,117.129997,118.239998,1888800,116.462601
"488",118.010002,119.690002,117.169998,118.779999,1570700,116.994492
"489",120.559998,121.709999,118.139999,118.349998,1576800,116.570946
"490",119.800003,122.760002,119.800003,121.099998,1401000,119.279602
"491",121.419998,122.120003,118.400002,119.589996,1161500,117.792305
"492",118.550003,119.370003,117.540001,118.360001,986300,116.580803
"493",117.669998,119.25,115.650002,116.93,1531300,115.172287
"494",117.839996,119.519997,117.110001,118.260002,1171400,116.4823
"495",118.580002,120.959999,114.120003,115.150002,2155400,113.419052
"496",115,115.839996,112.68,114.309998,1625300,112.591675
"497",114.190002,115.379997,109.93,110.150002,2916500,108.494225
"498",109.709999,110.589996,108.410004,109.099998,718900,107.459999
"499",109.809998,114.400002,108.639999,114.199997,1903100,112.48333
"500",112.269997,114.480003,110.550003,114.370003,1347800,112.650772
"501",114.07,114.989998,112.510002,113.290001,1364800,111.587013
"502",114.330002,114.599998,111.529999,112.650002,1162500,110.956635
"503",110.400002,113,110.199997,111.980003,1235100,110.296707
"504",111.169998,112.029999,108.110001,108.519997,1645100,106.888718
"505",111.040001,114,110.559998,113.089996,2289200,111.390015
"506",112.919998,115.25,112.379997,114.559998,1232100,112.837914
"507",115.440002,117.25,114.410004,116.970001,1777200,115.211685
"508",113.660004,115.389999,111.5,114.620003,2859000,112.897018
"509",113.480003,114.769997,113.019997,114.199997,1506100,112.48333
"510",113.489998,114.25,113.07,114.220001,1001100,112.503036
"511",112.849998,115.459999,112.440002,115.209999,1475600,113.478149
"512",115.400002,116.910004,114.970001,116.730003,1324000,114.975311
"513",116.699997,117,115.260002,116,915300,114.256271
"514",115.459999,117.480003,114.900002,116.709999,1208600,114.955605
"515",118,119.459999,115.760002,118.480003,973500,116.698997
"516",117.029999,118.010002,114.300003,115.650002,1241800,113.911537
"517",116.050003,117.339996,115.07,116.650002,1286700,114.896507
"518",116.540001,118.279999,115.959999,117.419998,959700,115.654922
"519",117.75,118.059998,117,117.110001,1206400,115.349586
"520",115.800003,118.160004,115.370003,117.040001,939600,115.28064
"521",117,117.849998,115.830002,117.080002,732700,115.320038
"522",117.889999,120.089996,117.25,119.419998,1114100,117.624863
"523",119.120003,120.860001,117.940002,119.25,1289800,117.45742
"524",119.519997,122.059998,119.360001,121.970001,1400700,120.136536
"525",121.779999,124.57,121.690002,123.540001,1812400,121.68293
"526",124.239998,127.029999,123.93,126.209999,2294300,124.312798
"527",126.599998,127.919998,125.360001,127.879997,1858400,125.957687
"528",127.18,128.410004,126.279999,127.870003,3283400,125.947838
"529",135,135.130005,129.059998,130.800003,5798900,128.833817
"530",131,132,126.349998,126.629997,2479000,124.726479
"531",127.639999,127.849998,125.860001,126.580002,2603600,124.677238
"532",125.989998,127.5,125.080002,127.459999,1632000,125.544006
"533",126.080002,127.809998,125.5,126.760002,1253300,124.854523
"534",127.25,127.839996,126.440002,127.089996,1488100,125.179565
"535",124.559998,128.619995,124.309998,128.25,1410200,126.322136
"536",128.279999,129.669998,127.970001,128.589996,951600,126.657013
"537",128.330002,128.809998,126.610001,128.100006,1161700,126.174393
"538",128.279999,129.339996,126.720001,126.980003,1190800,125.07122
"539",127.82,128.229996,125.739998,126.160004,1444000,124.263557
"540",125.949997,128.320007,125.459999,127.559998,1639600,125.642502
"541",126.900002,129.119995,126.650002,128.199997,1628500,126.272881
"542",126.300003,126.919998,122.809998,123.309998,2602400,121.456383
"543",125.18,125.839996,123.980003,125.269997,1330900,123.386925
"544",126.040001,126.449997,123.620003,125,1262700,123.120987
"545",125.059998,126.5,124.209999,125.970001,1235000,124.076401
"546",125.93,127.5,124.629997,125.279999,1363100,123.711037
"547",125,125.43,122.470001,123.160004,1912600,121.617592
"548",121.769997,122.470001,120.709999,121.360001,1242500,119.840134
"549",122.059998,122.07,120.330002,121.870003,1633500,120.34375
"550",121.980003,122.290001,119.279999,120.550003,1534400,119.040283
"551",120.519997,121.43,119.529999,120.480003,1284800,118.971153
"552",121.019997,121.410004,120.139999,120.800003,1088500,119.287148
"553",121.330002,122.290001,121.050003,121.559998,1843700,120.037621
"554",121.449997,122.300003,120.879997,121.150002,1857600,119.632767
"555",121.43,123.389999,121.150002,122.239998,1339900,120.709106
"556",122.550003,123.029999,121.349998,122.470001,1122200,120.936226
"557",122.489998,124.269997,122.040001,124.099998,890300,122.545807
"558",123.699997,124.279999,121.559998,121.639999,1219600,120.116623
"559",120.93,122.459999,120,122.080002,1024500,120.551125
"560",123.169998,124.419998,122.040001,122.099998,2181400,120.570854
"561",122.629997,122.629997,119.519997,119.800003,1860600,118.299675
"562",120.019997,120.25,117.970001,119.059998,1380400,117.568932
"563",119.849998,120.739998,118.93,119,1688800,117.509682
"564",120.550003,120.809998,119.779999,120.25,2331600,118.744034
"565",120,121.040001,119.849998,120.440002,1953100,118.931648
"566",121.5,122.459999,121.050003,122.07,1962100,120.541237
"567",122.230003,123.07,121.690002,122.550003,794500,121.015236
"568",123.160004,124.089996,122.169998,122.5,1080200,120.965851
"569",122.25,123.32,122.089996,123.209999,1435900,121.666962
"570",123.110001,124.25,122.540001,123.940002,908500,122.387817
"571",123.849998,124.349998,122.150002,124.160004,752600,122.605072
"572",124.470001,125,123.940002,124.589996,687400,123.029678
"573",125.099998,126.290001,124.75,125.790001,1066500,124.214653
"574",126.190002,126.190002,124.279999,125.449997,869200,123.878899
"575",127.959999,128.240005,125.790001,125.989998,2014400,124.412148
"576",126.589996,127.059998,123.150002,124.82,1985400,123.256798
"577",125.169998,125.169998,123.68,124.510002,1154600,122.950684
"578",124.339996,124.760002,123.779999,124.349998,1591200,122.792679
"579",124.449997,126.480003,124.099998,125.879997,1631600,124.30352
"580",126,126.5,124.309998,124.489998,1252900,122.930931
"581",124.620003,126.389999,123.959999,125.220001,1328200,123.651794
"582",125.889999,129.199997,125.32,127.760002,1850100,126.159981
"583",127.610001,130.639999,127.589996,129.979996,1791500,128.352173
"584",129.389999,130.100006,128.660004,129.839996,1800000,128.213928
"585",130.029999,131.710007,128.690002,128.809998,1604100,127.196823
"586",128.559998,128.929993,126.470001,128.229996,2238300,126.624092
"587",124.389999,127.18,123,127.099998,3869900,125.50824
"588",124.519997,125.940002,123.449997,124.089996,1889200,122.535934
"589",123.099998,125.339996,122.470001,122.870003,2425200,121.33123
"590",122.230003,122.800003,120.599998,121.870003,1574600,120.34375
"591",120.059998,120.870003,118.269997,119.300003,1550700,117.805931
"592",120.230003,120.620003,117.199997,118.760002,2343000,117.27269
"593",116.169998,117.029999,115.07,116.769997,2155100,115.307602
"594",117.550003,119.919998,117.050003,119.559998,2271200,118.062668
"595",118.699997,120.949997,118.32,119.139999,1724500,117.647934
"596",119.330002,120.440002,118,118.169998,2238700,116.690086
"597",117.75,118.220001,116.019997,116.260002,1793100,114.804001
"598",115.239998,116.970001,114.480003,116.480003,2485800,115.021248
"599",117.25,117.910004,116.379997,117.480003,1450700,116.00872
"600",116.260002,117.75,116.260002,116.709999,1029900,115.563141
"601",114.580002,117.389999,114.580002,116.440002,1417300,115.295799
"602",117,117.739998,115.690002,115.919998,1416800,114.780907
"603",116.040001,117.220001,115.629997,115.989998,1588700,114.850212
"604",115.440002,116.5,115.169998,116.019997,1460200,114.879921
"605",116.110001,116.809998,115.699997,116.099998,1381700,114.959137
"606",115.169998,116.139999,114.860001,115,1422800,113.869949
"607",114.620003,116.919998,114.620003,116.169998,1738300,115.02845
"608",117.010002,120.400002,117.010002,120.150002,2118100,118.969345
"609",120.199997,120.620003,118.779999,120.57,1543900,119.385216
"610",121,122.230003,119.43,120.519997,1949200,119.335701
"611",120.879997,122.940002,120.559998,122.599998,1384700,121.395264
"612",123.199997,124.489998,121.540001,121.75,1468200,120.553619
"613",122.510002,124.160004,122.5,123.059998,1376800,121.850746
"614",122.889999,124.510002,122.349998,124.220001,1213200,122.999352
"615",124.910004,126.339996,124.480003,125.629997,1308700,124.395493
"616",125.790001,127.839996,124.919998,126.809998,1632500,125.563896
"617",126.629997,128.399994,126.120003,127.059998,1357900,125.81144
"618",127.690002,129.169998,127.370003,127.589996,1308600,126.336227
"619",127.339996,129.940002,126.949997,129.639999,1692100,128.366074
"620",130,130.800003,129.070007,129.600006,1305100,128.326477
"621",129.679993,131.139999,128.649994,130.479996,1731200,129.19783
"622",131,131.949997,130.119995,130.229996,1047400,128.950287
"623",130.820007,131.600006,129.690002,129.75,1007900,128.475006
"624",130.039993,130.710007,127.519997,127.660004,1502400,126.405548
"625",128.389999,130.320007,127.949997,130.139999,1029500,128.861176
"626",130.389999,133.289993,130.339996,133.029999,1710100,131.722763
"627",133.949997,134.199997,132.119995,133.240005,1280900,131.930725
"628",133.229996,134.050003,132.320007,134.009995,1047500,132.693146
"629",134.089996,135,133.059998,134.880005,733600,133.554611
"630",134.160004,135.169998,132.919998,135.119995,736400,133.792236
"631",134.580002,135.029999,132.130005,132.479996,1127600,131.178192
"632",132.160004,133.710007,132.160004,133.449997,827200,132.138657
"633",133.830002,134.490005,132.770004,133.300003,1143600,131.990128
"634",133.330002,133.990005,132.869995,133.940002,994900,132.62384
"635",134.110001,134.759995,133.710007,134.580002,1044700,133.257538
"636",135,135.199997,133.899994,134.740005,1472600,133.41597
"637",135,136.539993,134.600006,136.369995,1314600,135.029953
"638",136.139999,137.160004,135.110001,135.139999,1229800,133.812027
"639",134.130005,137.139999,134.119995,136.470001,1459800,135.128967
"640",136.5,137.380005,135.059998,135.100006,1554700,133.77243
"641",134.820007,136.740005,134.5,136.020004,1717400,134.683395
"642",136.5,137.630005,135.990005,137.309998,1239900,135.960724
"643",136.809998,138.440002,136.020004,137.820007,1832100,136.465714
"644",138.410004,139.490005,137.770004,138.210007,2320600,136.851883
"645",140.979996,144,138.729996,139.419998,9142800,138.049988
"646",138.899994,139.979996,137.270004,138.710007,2162000,137.346985
"647",136.539993,137.080002,133.690002,135.25,2853600,133.920959
"648",137.289993,137.289993,131.300003,132.740005,2543400,131.435623
"649",132.910004,133.479996,130.570007,131.410004,2839100,130.118698
"650",130.589996,132.029999,128.889999,129.169998,2430500,127.900711
"651",126.900002,128.279999,125.470001,126.5,1716000,125.256943
"652",127.32,128.139999,125.919998,127.059998,1472000,125.81144
"653",125.540001,127.449997,124.699997,127.169998,1740700,125.920357
"654",128.350006,131.339996,127.309998,130.470001,1963800,129.187927
"655",129.919998,130.699997,128.009995,128.919998,1627300,127.653168
"656",128.169998,128.559998,127.239998,128.020004,1387800,126.762009
"657",128.289993,130.5,128.009995,129.149994,1336400,127.880898
"658",127.940002,128.300003,125.459999,126.650002,2121600,125.405472
"659",127.160004,127.699997,126,126.800003,1386700,125.553993
"660",127.510002,128.660004,126.889999,128.600006,1053000,127.336304
"661",129.979996,131.110001,129.130005,130.800003,2582000,129.514694
"662",130.199997,131.169998,129.979996,130.619995,1099400,129.336456
"663",131.389999,131.539993,130.160004,130.889999,1005000,129.942047
"664",131.059998,131.649994,129.190002,130.710007,1048000,129.763351
"665",129.740005,130.539993,127,127.519997,1363200,126.596451
"666",128.649994,128.660004,127.440002,128.5,1040100,127.569359
"667",128.910004,129.690002,127.459999,128.460007,1358700,127.529648
"668",127.57,129.910004,127.040001,129.380005,993600,128.442993
"669",130.690002,131.740005,129.660004,130.009995,1346300,129.068405
"670",130.830002,131.369995,129.539993,130.100006,760800,129.157776
"671",129.059998,130.380005,128.100006,128.779999,1052500,127.847321
"672",129.720001,130.070007,127.980003,128.699997,1049500,127.767899
"673",130.470001,131.990005,129.539993,131.550003,1384200,130.59726
"674",131.520004,133.809998,131.360001,131.710007,1406700,130.756119
"675",130.490005,131.520004,129.770004,131.210007,1772700,130.25972
"676",131.210007,131.210007,128.229996,130.169998,1789100,129.227264
"677",129.600006,130.610001,128.949997,130.550003,1250300,129.604507
"678",130.899994,132.279999,130.580002,131.649994,1216700,130.696533
"679",132.669998,133.020004,131.740005,132.300003,1074900,131.341843
"680",131.539993,132.029999,129.850006,131.279999,1272600,130.329208
"681",131.380005,132.899994,130.229996,132.690002,1396500,131.729019
"682",132.279999,134.080002,132.199997,133.809998,1744300,132.840897
"683",134.339996,135.979996,133.779999,134.479996,1998000,133.506042
"684",135.419998,135.800003,133.350006,134.179993,2206200,133.208206
"685",133.789993,134.539993,131.729996,132.369995,1428500,131.411316
"686",133.169998,133.770004,131.389999,132.600006,1820200,131.639664
"687",132.630005,134.320007,131.570007,133.600006,1407700,132.632431
"688",133.029999,133.740005,131.880005,132.869995,1292100,131.9077
"689",133.460007,134,131.009995,132.169998,1296100,131.212769
"690",132.559998,135.050003,132.559998,134.410004,1223400,133.436554
"691",134.460007,135.289993,133.850006,133.910004,990700,132.940186
"692",133.770004,134.419998,131.740005,132.669998,1501000,131.709137
"693",132.619995,133.289993,131.309998,133.25,1197100,132.284943
"694",133.229996,133.75,132.630005,133.220001,896300,132.255173
"695",132.539993,133.070007,131.300003,132.350006,800800,131.391479
"696",131.399994,132.830002,130.389999,131.550003,727900,130.59726
"697",132.720001,133.970001,132.440002,133.550003,774700,132.582779
"698",133.380005,136.410004,133.380005,135.990005,1279600,135.005112
"699",137.860001,139.880005,137.619995,138.270004,1287700,137.2686
"700",138.110001,138.669998,136.550003,136.710007,935000,135.719894
"701",137.300003,137.929993,136.330002,137.25,977800,136.255981
"702",136.880005,139.210007,136.880005,138.259995,1008000,137.258652
"703",138.669998,138.669998,137.020004,138.479996,711100,137.477066
"704",138.220001,138.339996,135.460007,136.029999,1061900,135.044815
"705",136.910004,137.75,136.149994,136.259995,1014700,135.273148
"706",136.770004,137.75,136.419998,136.649994,968900,135.660309
"707",136.220001,138.309998,136.220001,138.309998,1122600,137.308304
"708",138.389999,139.320007,135.529999,137.139999,2139800,136.146774
"709",136.940002,138.429993,135.759995,137.059998,2345700,136.067352
"710",137.110001,138.899994,137.059998,138.089996,949600,137.08989
"711",137.979996,138.039993,136.020004,137.149994,1089400,136.156708
"712",136.990005,137.100006,135.619995,136.449997,971000,135.461777
"713",136.160004,137.220001,134.960007,136.660004,1156900,135.670258
"714",137.479996,138.190002,136.929993,137.800003,1661600,136.802002
"715",138.720001,138.720001,135.009995,135.199997,1969700,134.220825
"716",135.050003,137.149994,134.669998,135.020004,1916300,134.04213
"717",135.429993,136.649994,134.270004,135.360001,3347900,134.379669
"718",115.150002,115.43,97.050003,98.290001,30819900,97.57814
"719",99.239998,101.989998,99.07,101.32,10007800,100.586205
"720",100.959999,100.970001,98.519997,99.07,5832100,98.352493
"721",98.620003,98.690002,95.620003,95.660004,7972400,94.967194
"722",96.040001,97.699997,95.300003,95.599998,3335400,94.907623
"723",95.330002,95.779999,94.099998,95.580002,3483800,94.887779
"724",96.010002,96.230003,95.139999,95.669998,2935700,94.977119
"725",95.599998,96.150002,94.910004,95.139999,3256300,94.787819
"726",95.25,95.269997,93.529999,94.879997,3096700,94.528778
"727",94.459999,95.050003,93.879997,94.309998,2387600,93.960892
"728",94.629997,95.18,94.139999,94.699997,2572600,94.349449
"729",94.82,96.82,94.690002,96.629997,2782800,96.272301
"730",97.410004,98.980003,97.260002,98.43,2842800,98.065643
"731",98.830002,99.910004,98.669998,99.300003,2871300,98.932426
"732",99.300003,102.150002,99.300003,101.510002,2719700,101.134247
"733",101.919998,102.870003,101.379997,101.660004,1759800,101.283691
"734",101.529999,101.660004,99.879997,100.75,2958100,100.377052
"735",99.769997,99.93,99.18,99.389999,2335100,99.022087
"736",106.099998,109.32,102.599998,105.559998,16733800,105.16925
"737",105.059998,106.989998,104.239998,105.68,5457000,105.288803
"738",107.050003,109.080002,106.669998,107.580002,4764800,107.181778
"739",108.360001,109.440002,107.650002,108.800003,2824000,108.397263
"740",109.620003,113.169998,109.110001,111.849998,4827300,111.435966
"741",111.849998,112.449997,110.839996,111.959999,2505600,111.545555
"742",112.440002,113.959999,112.400002,113.5,2346900,113.079857
"743",113.610001,114.550003,112.720001,112.760002,2110500,112.342598
"744",113.599998,114.519997,113.510002,114.230003,2272900,113.807159
"745",114.099998,114.199997,111.07,111.510002,3523600,111.097229
"746",111.550003,111.639999,110.129997,110.5,3007000,110.090965
"747",110.389999,111.010002,108.900002,109.099998,3695000,108.696144
"748",109.129997,110.949997,108.010002,110.080002,5047900,109.672523
"749",110.239998,110.559998,107.959999,108,2543300,107.60022
"750",108.370003,109.290001,108.019997,108.769997,1684700,108.367363
"751",108.75,109.5,108.730003,109.07,1847900,108.66626
"752",109.239998,109.57,108.279999,108.32,1647100,107.919029
"753",108.199997,108.760002,107.610001,107.769997,1555600,107.371063
"754",107.620003,108.279999,107.300003,108.139999,1824500,107.7397
"755",108.870003,111.150002,108.779999,110.980003,3481200,110.569191
"756",109.589996,110.440002,108.349998,109.129997,2027100,108.726028
"757",108.160004,109.07,107.800003,108.739998,2218300,108.337479
"758",108.68,110.300003,108.5,110.019997,1813100,109.61274
"759",110.199997,110.980003,108.059998,108.620003,1990000,108.217926
"760",109.120003,110.07,108.849998,109.760002,1746000,109.353706
"761",109.849998,111.050003,109.419998,110.690002,1781500,110.280266
"762",111.25,111.370003,110.050003,110.589996,1544700,110.180626
"763",110.419998,110.800003,109.580002,110.410004,1159300,110.001297
"764",110.559998,111.339996,110.330002,110.739998,2080600,110.33007
"765",111.099998,112.160004,110.639999,111.739998,1650300,111.32637
"766",112.190002,112.559998,110.970001,111.82,1795100,111.406075
"767",110.720001,110.970001,108.809998,110.169998,3218400,109.762184
"768",110.709999,111.870003,109.879997,110.029999,1578400,109.622704
"769",109.459999,114.089996,109.25,113.730003,3225400,113.309013
"770",114.120003,114.279999,111.730003,112.139999,1693600,111.724892
"771",106.889999,109.889999,106.889999,109.080002,2036500,108.676224
"772",109.57,110.400002,109,109.110001,1666900,108.706108
"773",109.32,110.199997,108.360001,109.550003,1239400,109.144485
"774",106.57,109.230003,106.279999,109.099998,2083400,108.696144
"775",109.080002,109.360001,107.040001,108.449997,3281400,108.048546
"776",108.959999,110.050003,107.379997,107.800003,2970800,107.400963
"777",109.029999,111.339996,108.800003,110.660004,1825900,110.250374
"778",111.779999,111.959999,109.760002,111.099998,1238700,110.688744
"779",111.410004,112.230003,110.790001,111.75,1233200,111.336334
"780",111.449997,111.529999,109.800003,110.089996,1798900,109.68248
"781",109.660004,109.82,108.190002,108.709999,2039300,108.307587
"782",109.290001,110.059998,108.339996,109.199997,2065300,108.795776
"783",109.82,111.07,109.599998,110.970001,2656800,110.559227
"784",110,111.970001,110,110.589996,3732300,110.180626
"785",124.050003,124.739998,120.019997,122.800003,10382900,122.345436
"786",122.07,124.57,120.919998,121.099998,3219000,120.651726
"787",120.980003,122.809998,119.290001,121.879997,3216900,121.428833
"788",121.199997,123.75,121.120003,121.660004,2184400,121.209656
"789",120.5,121.639999,119.910004,120.120003,2060400,119.675354
"790",113.169998,114.440002,110.57,112.309998,4563600,111.894264
"791",113.790001,114.089996,107.610001,108.910004,3447200,108.506851
"792",109.400002,109.699997,100.610001,101.190002,5075600,100.81543
"793",98.57,103.900002,94.620003,98.709999,6148300,98.344604
"794",95.830002,99.779999,95.239998,98.620003,5328300,98.254944
"795",97.720001,98.169998,93.790001,96.730003,4849000,96.371941
"796",96.470001,98.980003,93.690002,95.190002,3376400,94.837639
"797",96.220001,97.199997,93.010002,97.139999,3954200,96.780418
"798",94.290001,94.489998,90.599998,91.510002,4449800,91.171257
"799",88.260002,92.940002,87.989998,91.849998,4773900,91.510002
"800",84.400002,87.5,82,86.300003,4359000,86.300003
"801",88.470001,89.989998,82,85.93,3947700,85.93
"802",83.239998,83.639999,75.559998,76.669998,6358200,76.669998
"803",65.989998,71.309998,64.300003,65.040001,6498800,65.040001
"804",68.599998,69.980003,58.560001,69.629997,9199200,69.629997
"805",60,63.970001,53.52,54.700001,5743800,54.700001
"806",54.27,57.990002,49.630001,54.119999,7689200,54.119999
"807",47.02,48.139999,40.759998,45.650002,7369900,45.650002
"808",44.59,52.75,43,48.43,8405200,48.43
"809",50.400002,56.889999,45.48,48.799999,7312100,48.799999
"810",49.200001,54.459999,46.290001,50.849998,6602100,50.849998
"811",54.32,61.970001,53.849998,59.48,4982600,59.48
"812",62.099998,70.709999,59.080002,65.889999,5872200,65.889999
"813",64.660004,66.290001,60.860001,64.410004,5244600,64.410004
"814",61.919998,61.919998,57.700001,60.029999,4990300,60.029999
"815",60.009998,60.029999,54.130001,56.389999,5845600,56.389999
"816",56.330002,61.34,55.259998,56.27,4767200,56.27
"817",52.860001,53.689999,50.279999,52,4743100,52
"818",51,54.490002,46.799999,47.860001,4987600,47.860001
"819",48.040001,48.810001,46.150002,48.709999,3753400,48.709999
"820",52.389999,53.889999,51.150002,52.830002,5498800,52.830002
"821",59.880001,61.48,54.419998,56.509998,6205000,56.509998
"822",58.75,61.990002,57.990002,60.549999,5534700,60.549999
"823",64.040001,66.059998,61.27,62.419998,5275700,62.419998
"824",62.389999,63,58.07,58.790001,3206600,58.790001
"825",61.369999,62.380001,59.439999,61.580002,4060400,61.580002
"826",58.66,61.18,57.290001,60.560001,3814700,60.560001
"827",59.610001,59.939999,55.830002,58.220001,5386200,58.220001
"828",62.049999,63.77,61.02,63.220001,4584200,63.220001
"829",61.68,63.279999,59.869999,59.950001,4036800,59.950001
"830",58.09,58.59,55.23,57.25,3911000,57.25
"831",62.5,64.120003,60.759998,61.419998,5621700,61.419998
"832",61.84,67.360001,61.84,63.369999,8139300,63.369999
"833",65.269997,67.239998,63.299999,66.57,4397800,66.57
"834",67.360001,69.68,66.75,69.150002,4027300,69.150002
"835",70.889999,73.25,70.099998,71.839996,3837500,71.839996
"836",75.699997,76.540001,74.660004,74.830002,4846300,74.830002
"837",73.739998,73.980003,68.919998,70.980003,4567400,70.980003
"838",68.139999,69.910004,66.370003,67.290001,3483200,67.290001
"839",65,67.440002,62.599998,67.019997,3071600,67.019997
"840",68.410004,68.410004,63.799999,64.080002,5488400,64.080002
"841",64.790001,65.980003,63.150002,64.379997,2495600,64.379997
"842",65.099998,67.300003,65.099998,66.459999,2542700,66.459999
"843",66.57,69.489998,66.050003,69.269997,2760200,69.269997
"844",68.529999,69.379997,67.440002,67.620003,1978100,67.620003
"845",67.830002,68.419998,64.989998,64.989998,3290600,64.989998
"846",64.639999,64.75,60.599998,62.009998,4480500,62.009998
"847",60.549999,64.519997,58.389999,64.370003,3616100,64.370003
"848",63.720001,67.160004,62.860001,66.760002,2886900,66.760002
"849",70.739998,80.459999,70.739998,79.190002,12331400,79.190002
"850",77.360001,79.449997,76.339996,76.349998,4969000,76.349998
"851",78.510002,79.889999,76.650002,79.580002,5891400,79.580002
"852",82.589996,83.110001,75.139999,77.010002,11953500,77.010002
"853",76.959999,78.739998,74.809998,77.949997,3481800,77.949997
"854",83.349998,86.349998,82.129997,82.82,6863900,82.82
"855",86.18,86.879997,80.489998,81.610001,7131700,81.610001
"856",81.809998,81.980003,78.010002,78.779999,6356100,78.779999
"857",78.660004,80.139999,76.029999,79.480003,6801100,79.480003
"858",79.5,83.169998,78.839996,82.419998,3796100,82.419998
"859",83.25,84.629997,82.080002,84.220001,3968200,84.220001
"860",86.18,89.769997,86.160004,89.139999,6050100,89.139999
"861",89.769997,91.410004,87.580002,89.879997,3662700,89.879997
"862",94.540001,95.260002,91.120003,93.059998,6752500,93.059998
"863",95.300003,97.589996,92.639999,93.989998,4695200,93.989998
"864",91.120003,91.849998,88.510002,88.699997,4549900,88.699997
"865",89.360001,89.75,83.830002,87.370003,5757600,87.370003
"866",81.779999,83.730003,77.300003,77.730003,6088600,77.730003
"867",82.510002,84.230003,79.330002,82.519997,3884300,82.519997
"868",79.339996,84.910004,78.160004,84.269997,3427300,84.269997
"869",88.230003,89.18,83.010002,85.300003,3604500,85.300003
"870",86.029999,86.080002,83.559998,84.669998,3161400,84.669998
"871",83.620003,86.699997,83.129997,84.400002,2359100,84.400002
"872",85.690002,86.269997,81.800003,82.059998,4972300,82.059998
"873",82.68,83.269997,80.330002,83.120003,2798600,83.120003
"874",84.870003,87.029999,83.699997,86.599998,3109200,86.599998
"875",86.269997,86.279999,78.830002,81.239998,6730200,81.239998
"876",80.790001,82.900002,79.540001,82.720001,3954800,82.720001
"877",82.989998,83.949997,77.330002,77.589996,8055900,77.589996
"878",78.010002,82.82,75.75,82.669998,4752300,82.669998
"879",83.150002,83.150002,80.849998,82.199997,3119800,82.199997
"880",83.209999,86.110001,82.389999,84.440002,3163200,84.440002
"881",86.480003,88.080002,83.470001,84.889999,2916200,84.889999
"882",88.589996,89.82,83.989998,87.339996,4336600,87.339996
"883",85.870003,86.220001,83.669998,85.050003,2833300,85.050003
"884",84.809998,84.989998,81.959999,84.199997,4197900,84.199997
"885",83.940002,84.139999,79.150002,81.559998,5708600,81.559998
"886",81.040001,84.089996,80.050003,83.540001,4013000,83.540001
"887",84.449997,86.07,81.480003,81.580002,3714400,81.580002
"888",80.830002,82.650002,80.32,82.470001,2344700,82.470001
"889",86.260002,91.290001,86.129997,90.230003,5597200,90.230003
"890",88.449997,89.07,86.449997,87.169998,2458500,87.169998
"891",87.209999,87.25,85.57,86.870003,1631400,86.870003
"892",86.089996,87.550003,84.529999,86.889999,1924800,86.889999
