"","WAT.Open","WAT.High","WAT.Low","WAT.Close","WAT.Volume","WAT.Adjusted"
"379",193.369995,195.220001,192.529999,195.110001,600100,195.110001
"380",195.740005,197.009995,194.630005,196.479996,369800,196.479996
"381",197.080002,200.25,196.610001,198.970001,438200,198.970001
"382",198.580002,200.690002,198.449997,199.919998,427500,199.919998
"383",198.589996,198.589996,196.380005,196.690002,425300,196.690002
"384",197.860001,198.660004,196.809998,198.559998,417700,198.559998
"385",198.110001,199.350006,197.570007,198.089996,564500,198.089996
"386",191.009995,194.979996,190.729996,193.5,715100,193.5
"387",191.949997,196.550003,190.990005,196.009995,763300,196.009995
"388",196.339996,196.380005,194.100006,194.259995,652800,194.259995
"389",194.839996,198.5,194.479996,197.639999,512100,197.639999
"390",197.529999,199.320007,197.009995,197.149994,532200,197.149994
"391",198,198.520004,196.119995,196.449997,659800,196.449997
"392",194.479996,202.789993,191.009995,197.770004,1220800,197.770004
"393",197.009995,197.529999,191.720001,196.660004,922300,196.660004
"394",196.779999,198.889999,196.190002,198.479996,519400,198.479996
"395",198.289993,198.289993,192.089996,195.179993,675300,195.179993
"396",194.899994,194.919998,192.610001,192.830002,420000,192.830002
"397",193.580002,197.830002,193.080002,197.270004,784500,197.270004
"398",196.399994,197.639999,194.059998,194.839996,339200,194.839996
"399",194.009995,195.100006,193.509995,194.919998,380400,194.919998
"400",195.25,195.669998,192.279999,193.979996,293800,193.979996
"401",193.729996,197.449997,193.190002,195.610001,430900,195.610001
"402",195.940002,196.839996,194.679993,196.520004,518100,196.520004
"403",196.490005,196.830002,194.539993,194.660004,293600,194.660004
"404",194.399994,194.539993,191.770004,191.949997,424000,191.949997
"405",191.270004,191.880005,189.139999,189.990005,327700,189.990005
"406",190.169998,190.169998,186.679993,187.320007,582800,187.320007
"407",187.600006,189.020004,186.759995,188.339996,480700,188.339996
"408",187.740005,187.740005,184.809998,186.440002,410200,186.440002
"409",187.710007,188.869995,187.020004,187.919998,491300,187.919998
"410",187.789993,188.020004,186.039993,187.550003,355900,187.550003
"411",187.440002,188.600006,186.889999,187.529999,414100,187.529999
"412",187.5,188.789993,186.979996,187.429993,509600,187.429993
"413",187.399994,188.589996,186.460007,188.289993,390400,188.289993
"414",188.449997,189.389999,186.880005,187.669998,459200,187.669998
"415",188.490005,189.860001,187.649994,189.360001,378800,189.360001
"416",190.350006,191.369995,189.619995,190.979996,450500,190.979996
"417",191.869995,192.210007,190.089996,191.5,367300,191.5
"418",191.360001,192.589996,190.089996,190.210007,386100,190.210007
"419",190.460007,191.289993,189.070007,190.059998,335400,190.059998
"420",189.550003,190.210007,188.339996,189.479996,435000,189.479996
"421",188.429993,189.330002,186.759995,188.259995,519200,188.259995
"422",188.490005,190,187.610001,189.300003,472900,189.300003
"423",189.080002,192.839996,188.660004,191.729996,546500,191.729996
"424",191.360001,193.820007,191.179993,192.490005,430700,192.490005
"425",193.460007,194.759995,192.679993,192.889999,349500,192.889999
"426",192.639999,194.449997,191.429993,193.839996,425300,193.839996
"427",193.740005,194.389999,190.830002,193.149994,678200,193.149994
"428",193.820007,196.050003,192.740005,195.75,539600,195.75
"429",195.949997,199.660004,195.039993,196.169998,559500,196.169998
"430",195.949997,196.320007,194.330002,195.089996,531800,195.089996
"431",195.490005,195.850006,193.789993,195.729996,493300,195.729996
"432",195.869995,198.559998,195.339996,196.669998,406500,196.669998
"433",197.710007,198.809998,197.029999,197.289993,630700,197.289993
"434",197.960007,198.729996,196.490005,196.759995,791100,196.759995
"435",197.080002,197.080002,194.990005,196.589996,417600,196.589996
"436",197.410004,198.580002,196.020004,196.160004,365500,196.160004
"437",196.509995,196.649994,194.800003,195.229996,336700,195.229996
"438",195.850006,196.330002,194.350006,195.360001,302800,195.360001
"439",194.830002,195.770004,194.240005,194.679993,429300,194.679993
"440",195.759995,195.979996,193.190002,194,505600,194
"441",193.690002,194.179993,192.369995,193.970001,494300,193.970001
"442",194.360001,194.800003,193.330002,193.460007,292900,193.460007
"443",192.960007,193.130005,190.300003,191.330002,493900,191.330002
"444",191.740005,192.940002,189.25,190.710007,595200,190.710007
"445",186.529999,189.050003,181.270004,182.949997,1032000,182.949997
"446",181.660004,182.759995,180.919998,181.5,739100,181.5
"447",181.210007,182.589996,177.25,177.479996,736100,177.479996
"448",179.5,182.960007,177.919998,178.320007,1223800,178.320007
"449",180.690002,182.509995,178.979996,181.800003,728600,181.800003
"450",180.940002,184.190002,179.979996,181.929993,596400,181.929993
"451",183.399994,188.25,182.860001,188.119995,550800,188.119995
"452",187.75,189.630005,185.539993,188.979996,485600,188.979996
"453",189.399994,190.380005,185.440002,187.720001,655700,187.720001
