"","BMY.Open","BMY.High","BMY.Low","BMY.Close","BMY.Volume","BMY.Adjusted"
"443",62.23,62.599998,61.900002,62.360001,4369000,56.686684
"444",62.48,62.889999,62.119999,62.41,3798200,56.732132
"445",62.459999,63.150002,62.209999,62.900002,7767500,57.177551
"446",62.709999,63.689999,62.470001,63.23,6618700,57.477528
"447",62.93,63.349998,60.75,60.77,10428300,55.241333
"448",60.77,60.77,57.02,57.5,12540100,52.268829
"449",57.810001,57.959999,56.66,57.509998,10713200,52.27792
"450",57.700001,58.200001,57.349998,57.610001,6356600,52.368824
"451",57.93,58.09,57.119999,57.830002,6445300,52.568813
"452",57.93,59.279999,57.66,58.900002,6546200,53.54147
"453",57.5,57.529999,55.700001,55.98,13606400,50.887112
"454",55.849998,55.849998,54.290001,54.299999,14981800,49.359955
"455",51.25,51.900002,50.509998,50.880001,24632300,46.251095
"456",50.52,51.029999,49.830002,50.650002,15370000,46.042023
"457",50.700001,51.169998,48.669998,48.830002,13583300,44.387596
"458",48.830002,50.369999,46.939999,49.209999,16207100,44.733025
"459",49.209999,51.060001,48.790001,50.43,13671900,45.84203
"460",51.18,51.209999,49.200001,49.73,10028800,45.205723
"461",49.720001,50.189999,49.080002,50.02,11263800,45.469334
"462",50.400002,51.16,50.110001,50.540001,9516500,45.942032
"463",50.68,52.240002,50.639999,52.130001,8305600,47.387379
"464",52.459999,52.490002,50.380001,50.689999,9236500,46.078373
"465",51.310001,52.130001,51.220001,52.029999,6803500,47.296471
"466",51.970001,52.119999,50.5,51.349998,10196700,46.678333
"467",51.880001,53.110001,51.880001,52.990002,9499800,48.169132
"468",53.009998,53.669998,52.619999,52.810001,6982900,48.005512
"469",52.799999,53.619999,52.599998,53.389999,8107400,48.532742
"470",53.360001,53.529999,52.700001,52.849998,6259800,48.04187
"471",53.02,53.32,52.299999,52.59,4586600,47.805531
"472",52.889999,52.939999,52.279999,52.59,6382400,47.805531
"473",52.150002,53.349998,51.709999,53.27,7628100,48.42366
"474",53.59,54.810001,53.43,54.07,10125900,49.150879
"475",53.959999,54.130001,52.990002,53.48,11082700,48.614555
"476",53.009998,53.810001,52.900002,53.52,12617900,48.650917
"477",53.799999,53.880001,52.950001,53.200001,6934600,48.36002
"478",52.98,53.439999,52.68,52.93,2328100,48.114597
"479",53.389999,53.470001,52.349998,52.73,6750500,47.932781
"480",50.689999,51.25,49.860001,51.150002,16857900,46.496532
"481",51.450001,52.330002,51.259998,52,7995000,47.269199
"482",51.990002,52.369999,51.380001,51.82,7466300,47.105576
"483",51.799999,53.48,51.75,53.459999,13932100,48.596371
"484",53.580002,53.990002,52.950001,53.279999,9599900,48.432751
"485",53.419998,53.830002,51.950001,52.029999,9190000,47.296471
"486",52.16,53.25,51.66,53.25,11399100,48.405476
"487",53.23,53.799999,52.75,53.080002,10462900,48.25095
"488",53.25,53.290001,51.369999,52.580002,8036900,47.796436
"489",53.07,53.169998,51.919998,52.43,8788900,47.66008
"490",53,54.25,52.959999,53.439999,7447200,48.578186
"491",53.509998,53.939999,53.310001,53.639999,8455600,48.759998
"492",53.209999,53.259998,51.93,52.119999,10708000,47.378284
"493",51.93,52.439999,50.759998,50.919998,12517400,46.287453
"494",51.360001,52.049999,51.060001,51.560001,8410200,46.869232
"495",51.849998,52,49.860001,50.389999,7811000,45.805676
"496",50.25,50.59,49.75,50.060001,10182000,45.505695
"497",50.220001,51.380001,49.630001,49.82,14465400,45.287533
"498",49.459999,49.689999,48.75,48.759998,5580800,44.323963
"499",48.810001,50.099998,47.889999,50.029999,8389800,45.478432
"500",49.639999,50.41,48.720001,50.41,7919100,45.823856
"501",50.610001,51.700001,50.5,50.939999,7686400,46.305634
"502",51.07,52.009998,51.029999,51.98,7369800,47.251026
"503",51.34,52.84,51.34,52.43,8441300,47.66008
"504",46.919998,47.619999,44.299999,45.119999,80351600,41.338387
"505",45.880001,47.549999,45.860001,46.889999,47515800,42.960033
"506",47.040001,48.740002,46.360001,48.41,26805000,44.352646
"507",48.779999,48.880001,47,47.990002,16415900,43.967846
"508",48,48,46.740002,47.18,19719600,43.225731
"509",47.080002,48.009998,46.419998,47.720001,24947800,43.720478
"510",47.5,48.02,47.099998,47.990002,12470900,43.967846
"511",48.299999,48.369999,47.580002,47.970001,18295900,43.949524
"512",48.290001,49.830002,48,49.720001,23116600,45.552845
"513",49.650002,50.259998,49.099998,49.130001,14961200,45.012302
"514",49.16,49.889999,48.470001,49.599998,21202400,45.442909
"515",49.779999,50.330002,48.939999,50.119999,20409900,45.919319
"516",49.779999,49.799999,49.029999,49.720001,17123000,45.552845
"517",50.029999,50.400002,49.599998,49.959999,15683500,45.772736
"518",48.75,50.5,48.299999,49.02,20224500,44.911518
"519",49.57,50.099998,48.459999,48.93,19652100,44.82906
"520",48.669998,48.830002,48.139999,48.32,9723500,44.270184
"521",48.299999,48.650002,47.880001,48.32,10883100,44.270184
"522",48.779999,49.209999,48.18,48.860001,10567500,44.764927
"523",49.09,49.549999,48.66,49.369999,12945500,45.232185
"524",49.009998,50.040001,48.580002,49.889999,18512100,45.708607
"525",50.82,50.900002,49.580002,50.849998,26142100,46.588142
"526",51.02,51.07,50.09,50.150002,15028000,45.946812
"527",50.040001,51.220001,50,51.139999,13101200,46.853832
"528",50.75,50.77,49.779999,50.049999,10644200,45.85519
"529",49.709999,50.25,49.580002,50.220001,9618800,46.010941
"530",50.220001,50.32,49.580002,50.099998,14105600,45.900993
"531",50.380001,50.450001,49.509998,49.709999,13815500,45.543686
"532",49.849998,51.189999,49.709999,50.98,14606500,46.707245
"533",51.060001,51.360001,50.509998,50.830002,17855300,46.569828
"534",51.419998,51.869999,50.919998,51.669998,15449600,47.339413
"535",51.68,52.02,51.259998,51.360001,9732700,47.055393
"536",51.349998,51.889999,50.75,51.299999,21470600,47.000427
"537",51.080002,52.799999,50.09,50.130001,25947000,45.928493
"538",50.439999,51.040001,50.130001,50.98,14910200,46.707245
"539",51.150002,51.150002,50.57,50.650002,10551500,46.404911
"540",50.599998,50.860001,50.09,50.16,12319500,45.955963
"541",50,51.139999,49.950001,50.959999,17453600,46.688923
"542",51.860001,52.619999,51.080002,51.66,80889800,47.330254
"543",51.669998,53.279999,51.509998,53.220001,34760700,48.759514
"544",53.200001,53.27,52.509998,53.049999,20534600,48.603756
"545",53.139999,54.380001,52.919998,53.799999,23848200,49.29089
"546",53.810001,54,52.650002,52.889999,23652800,48.457165
"547",52.700001,52.82,51.220001,51.509998,19096800,47.192829
"548",51.09,51.41,50.360001,51.389999,18674900,47.082886
"549",51.389999,51.549999,50.540001,50.900002,13960600,46.633957
"550",50.91,51.09,50.349998,50.380001,12772700,46.157536
"551",50.52,51.029999,50.310001,50.970001,12357700,46.69809
"552",51,51.240002,48.790001,49.889999,31496100,45.708607
"553",49.880001,50.09,48.84,49.959999,27370700,45.772736
"554",50,50.110001,49.630001,49.860001,11628200,45.681118
"555",50.009998,50.110001,49.470001,49.599998,11656500,45.442909
"556",49.700001,49.700001,48.549999,49.189999,17438200,45.067265
"557",49.130001,49.23,48.73,48.919998,13308400,44.819901
"558",48.779999,49.060001,48.150002,48.16,14120000,44.123596
"559",48.150002,48.200001,47.389999,47.490002,12968600,43.509754
"560",47.860001,48.439999,47.790001,48.34,16679700,44.288513
"561",48.259998,49.099998,47.959999,47.98,19695800,43.958687
"562",48.279999,48.509998,47.779999,47.84,16788400,43.830421
"563",46.740002,48.299999,46.52,47.709999,49293100,43.711315
"564",48.049999,48.099998,46.75,47.09,21242500,43.143272
"565",47.119999,47.439999,46.689999,46.700001,15098100,42.785969
"566",47.080002,47.470001,46.34,46.880001,21744000,42.950878
"567",46.639999,46.740002,46.169998,46.669998,17925900,43.135731
"568",46.880001,47.099998,46.509998,46.639999,16044300,43.108006
"569",46.700001,46.889999,46.529999,46.790001,15953300,43.246643
"570",46.599998,46.669998,45.880001,45.98,16073400,42.497982
"571",45.98,46.32,45.709999,45.889999,13083700,42.414799
"572",46.110001,46.330002,45.43,46.09,19846100,42.599651
"573",46.41,46.419998,45.400002,45.57,25363500,42.11903
"574",45.830002,46.709999,45.650002,46.5,20263700,42.978603
"575",46.84,46.889999,45.98,46.02,21336600,42.534954
"576",46.169998,46.200001,45.43,45.799999,20085500,42.331608
"577",46.049999,46.130001,45.029999,45.52,23633800,42.072819
"578",45.34,45.650002,44.900002,45.240002,15747900,41.814026
"579",45.34,45.540001,44.950001,45.32,14386000,41.88797
"580",45.509998,45.549999,44.610001,44.619999,15062000,41.240974
"581",45.049999,45.75,44.540001,45.639999,17288000,42.183731
"582",46.080002,46.150002,45.259998,45.889999,13671800,42.414799
"583",45.779999,46.779999,45.77,46.32,15735800,42.812233
"584",46.48,46.580002,46,46.43,14162500,42.913906
"585",46.32,49.810001,45.849998,46.580002,18282300,43.052544
"586",46.779999,47.07,46.509998,46.880001,12676400,43.32983
"587",47.369999,48.799999,47.27,48.619999,24355100,44.938057
"588",47.790001,48.200001,47.59,48.099998,14481200,44.457439
"589",47.75,47.919998,46.93,47.220001,13189700,43.644081
"590",47.09,47.68,46.810001,47.450001,13207600,43.856663
"591",47.169998,47.380001,46.759998,47.23,13886300,43.65332
"592",46.900002,47.32,46.23,47.009998,12019900,43.449982
"593",46.349998,46.59,45.830002,45.900002,15454000,42.424046
"594",46.09,46.439999,45.880001,45.91,12971100,42.433285
"595",45.619999,46.75,45.529999,46.630001,10143300,43.098755
"596",46.700001,47.84,46.66,47.119999,15378100,43.551655
"597",46.689999,47.23,46.59,46.849998,10144900,43.302097
"598",46.380001,46.580002,46.099998,46.310001,11081000,42.802994
"599",46.549999,47.459999,46.48,47.43,12018800,43.838181
"600",47.459999,47.82,47.07,47.740002,9222200,44.124702
"601",47.509998,47.639999,46.889999,47.299999,10834500,43.718021
"602",47.400002,47.540001,46.779999,46.810001,9468900,43.265133
"603",47.060001,47.23,45.860001,45.860001,16422900,42.387074
"604",45.610001,45.650002,44.860001,45.380001,15910700,41.943424
"605",45.360001,45.970001,45.360001,45.880001,8594900,42.405556
"606",45.560001,45.759998,45.07,45.369999,12845500,41.934177
"607",45.259998,46.5,45.07,46.119999,13277000,42.627388
"608",46.48,46.84,46.43,46.630001,10883100,43.098755
"609",46.869999,47.02,46.549999,46.630001,10052400,43.098755
"610",46.82,46.869999,46.119999,46.150002,12206200,42.655113
"611",46.52,46.950001,46.48,46.75,6801600,43.209671
"612",46.73,46.970001,45.91,46.009998,10445300,42.525707
"613",46.200001,47.02,46.040001,46.869999,11030300,43.320583
"614",46.990002,47.66,46.900002,47.630001,10651400,44.023033
"615",47.529999,47.740002,46.970001,47.330002,9328000,43.745754
"616",47.330002,48.029999,47.200001,47.560001,10186000,43.958336
"617",47.790001,48.470001,47.650002,48.209999,9514200,44.559109
"618",48.279999,48.68,47.709999,47.790001,11523700,44.170914
"619",48.080002,48.669998,47.709999,48.610001,8720800,44.928814
"620",49,49.549999,48.639999,48.889999,9441600,45.187611
"621",48.82,49.389999,48.189999,49.34,14979300,45.603535
"622",47.220001,47.439999,45.57,45.68,36621800,42.220707
"623",45.810001,46.560001,45.650002,45.77,24456700,42.303883
"624",45.860001,45.98,44.540001,44.919998,21924200,41.518257
"625",44.950001,45.57,44.950001,45.099998,10918600,41.684624
"626",45.380001,45.400002,44.919998,45.349998,15627000,41.915699
"627",45.709999,46.290001,45.419998,46.18,14049600,42.682846
"628",46.459999,46.68,46.18,46.68,10957000,43.144981
"629",46.490002,46.599998,46.23,46.560001,6121500,43.415386
"630",46.529999,46.669998,45.869999,45.889999,9635600,42.790642
"631",45.720001,45.830002,45.299999,45.77,11884000,42.678745
"632",45.849998,46.369999,45.700001,46.040001,9456700,42.930508
"633",46.040001,46.139999,45.75,45.959999,8807200,42.855907
"634",45.880001,45.889999,44.169998,44.529999,23338400,41.522495
"635",44.57,44.650002,43.810001,44.27,14254900,41.280056
"636",44.279999,44.57,44.049999,44.189999,8885400,41.205456
"637",44.150002,44.509998,44.080002,44.450001,11590900,41.447895
"638",44.470001,44.549999,44.060001,44.130001,10815700,41.149509
"639",44.189999,44.200001,43.529999,44.049999,13177600,41.074913
"640",44.110001,44.189999,43.259998,43.330002,12023100,40.403534
"641",43.400002,43.509998,42.720001,42.77,12390600,39.881363
"642",42.810001,43.07,42.48,43.049999,17663400,40.142452
"643",42.959999,43.310001,42.68,43.23,14490600,40.310291
"644",42.900002,45.639999,42.82,45.400002,33799300,42.333736
"645",45.98,46.110001,44.259998,45.369999,20318100,42.305756
"646",45,45.509998,44.91,45.389999,14301000,42.324413
"647",45.049999,45.330002,44.48,44.560001,13906500,41.550465
"648",44.369999,45.049999,44,44.41,12863100,41.410595
"649",44.549999,45.5,44.41,45.200001,16077500,42.14724
"650",45.25,46.029999,45.110001,45.990002,17929000,42.883888
"651",45.259998,45.900002,44.900002,45.380001,17156700,42.315086
"652",45.68,45.700001,45,45.689999,12146800,42.604145
"653",45.259998,46.459999,45.080002,46.240002,16780700,43.117001
"654",46.43,47.369999,46.259998,47.290001,13955700,44.096088
"655",47.290001,47.84,47.099998,47.32,12213600,44.124058
"656",47,47.209999,46.209999,46.509998,9441500,43.368763
"657",46.439999,46.959999,46.150002,46.490002,8496200,43.350121
"658",46.889999,46.970001,45.540001,45.639999,14371700,42.557526
"659",45.830002,46.07,45.32,45.75,8513700,42.660091
"660",45.970001,47.060001,45.779999,46.98,9630200,43.807022
"661",47.080002,47.84,47.02,47.459999,7788700,44.254601
"662",47.470001,47.799999,47.240002,47.630001,9176300,44.41312
"663",48,48.009998,47.439999,47.77,6729200,44.543659
"664",47.950001,48.23,47.470001,47.860001,6378500,44.627586
"665",47.77,48.200001,46.290001,46.580002,16319900,43.434036
"666",48.419998,49.080002,47.720001,48.110001,20731500,44.86071
"667",48.330002,48.470001,47.740002,47.93,14748000,44.692856
"668",47.700001,48.68,47.400002,48.66,8521100,45.373554
"669",48.950001,49.139999,47.77,48.27,10342000,45.009899
"670",48.400002,48.59,47.799999,48.07,8126000,44.823402
"671",47.889999,48.16,47.259998,48.040001,7708200,44.795429
"672",48.43,48.43,47.529999,48.119999,8140000,44.870022
"673",48.299999,48.580002,47.93,48.509998,7320900,45.233681
"674",48.419998,48.799999,48.169998,48.27,8241800,45.009899
"675",48.400002,48.450001,47.490002,48.09,7470800,44.842056
"676",47.75,48.759998,47.52,48.560001,9807000,45.280312
"677",48.759998,49.549999,48.610001,49.240002,8153800,45.914383
"678",49.459999,50.049999,49.209999,49.610001,9047000,46.259392
"679",49.950001,50.349998,49.290001,49.43,7343500,46.091553
"680",49.490002,49.740002,49.209999,49.470001,6481800,46.128849
"681",49.490002,50.099998,49.349998,49.740002,10059800,46.380619
"682",49.740002,49.98,49.419998,49.860001,8326700,46.492519
"683",49.889999,50.529999,49.66,50.07,8016200,46.688324
"684",50.07,50.860001,49.990002,50.57,13449700,47.154556
"685",50.709999,51.060001,50.470001,50.52,9178700,47.107937
"686",50.790001,50.91,49.759998,50.009998,9342200,46.632378
"687",50.009998,50.23,49.689999,49.84,7078700,46.473866
"688",50.009998,50.169998,49.380001,49.970001,8194600,46.595081
"689",50.009998,50.57,49.98,50.220001,11466100,46.828201
"690",50.52,51.43,50.32,50.709999,15950500,47.285099
"691",51.09,51.439999,50.349998,50.650002,9932400,47.229164
"692",50.299999,50.369999,48.709999,49.209999,12596200,45.886414
"693",48.84,49.549999,48.549999,49.549999,9227000,46.591633
"694",49.630001,50.82,49.52,50.75,10081500,47.719986
"695",50.650002,51.490002,50.560001,50.880001,9367100,47.842224
"696",50.580002,51.189999,49.959999,50.360001,11120600,47.353275
"697",50.619999,51.09,50.32,50.830002,7815700,47.795212
"698",50.759998,50.990002,50.400002,50.779999,11166700,47.748196
"699",51.34,51.98,51.220001,51.610001,11271800,48.528641
"700",51.509998,51.669998,51.279999,51.560001,5653200,48.481621
"701",51.639999,52.139999,51.470001,51.830002,7414300,48.735504
"702",51.950001,52.07,51.290001,51.509998,8619300,48.434612
"703",52.099998,52.75,51.91,52.419998,8926000,49.290276
"704",52.450001,53.169998,52.380001,53.029999,10859800,49.863857
"705",53.150002,53.369999,52.560001,53.200001,13098200,50.023708
"706",55.990002,57.369999,54.369999,54.419998,26890200,51.170868
"707",54.41,54.82,53.869999,54.77,13025500,51.499973
"708",54.849998,54.970001,53.860001,54.369999,14594500,51.123856
"709",54.5,55.25,54.400002,54.98,12353100,51.697437
"710",54.860001,55.93,54.709999,55.59,13931300,52.271019
"711",55.619999,56.119999,55.330002,55.77,9118900,52.440273
"712",56.240002,56.919998,55.84,56.869999,14159000,53.47459
"713",56.459999,58.220001,56.310001,57.369999,25041900,53.94474
"714",57.990002,58.459999,57.09,57.16,17122200,53.747276
"715",57.099998,57.240002,56.529999,56.639999,12960100,53.258324
"716",56.689999,56.869999,55.970001,56.389999,10503300,53.023254
"717",56.610001,57.139999,56.139999,56.959999,13475600,53.559219
"718",57.029999,57.619999,56.900002,57.580002,11892700,54.142208
"719",57.610001,58.060001,57.290001,58.02,11580000,54.555931
"720",57.869999,58.299999,57.450001,58.150002,9096700,54.678169
"721",58.25,59,58.119999,58.389999,9700600,54.903843
"722",58.240002,59.18,57.900002,58.790001,12857500,55.279964
"723",58.610001,58.849998,57.919998,58.509998,10931900,55.016678
"724",58.540001,58.790001,58.400002,58.59,9723800,55.091908
"725",58.189999,58.529999,57.290001,57.650002,28506700,54.208027
"726",57.84,57.849998,56.259998,56.48,39248100,53.10788
"727",56.16,56.5,55.299999,56.41,185413200,53.042053
"728",57.130001,57.459999,56.459999,56.849998,22932700,53.455788
"729",56.650002,57.119999,55.919998,56.450001,21515600,53.07967
"730",56.919998,57.099998,55.939999,56.169998,23231400,52.816391
"731",56.330002,56.900002,56.080002,56.73,21781800,53.342953
"732",56.939999,57.849998,56.900002,57.599998,25908300,54.161007
"733",57.23,57.369999,56.849998,56.939999,11292400,53.540421
"734",57.34,58.099998,57.279999,57.41,24715100,53.982353
"735",57,57.810001,56.68,57.75,16233300,54.302052
"736",57.830002,58.98,57.549999,58.900002,22257200,55.383392
"737",58.860001,59.669998,58.799999,59.48,17149700,55.928768
"738",59.880001,60.860001,59.82,59.950001,17765400,56.370705
"739",60.59,61.580002,60.400002,61.279999,16110700,57.621296
"740",61.029999,62.369999,60.93,62.09,19224800,58.382935
"741",62.869999,62.98,61.959999,62.41,18262900,58.683826
"742",62.419998,64.220001,62.419998,63.939999,17353600,60.122475
"743",64.040001,64.75,63.790001,63.82,14526400,60.009651
"744",63.099998,64.269997,63.009998,63.5,23018200,59.708752
"745",63.799999,64.550003,63.540001,64.110001,16207100,60.282337
"746",63.869999,64.279999,62.970001,63.150002,14824300,59.37965
"747",63.18,63.459999,62.740002,62.849998,12928200,59.097561
"748",63.580002,63.59,62.919998,63.509998,24137000,59.718151
"749",63.549999,63.799999,63.080002,63.209999,12914900,59.436069
"750",63.02,63.43,63.009998,63.16,2890400,59.38905
"751",63.23,64.040001,63.18,63.959999,8187700,60.141289
"752",64.169998,64.300003,63.830002,64.139999,7684400,60.310539
"753",64.089996,64.459999,63.639999,63.73,7862300,59.925022
"754",63.59,64.209999,63.509998,64.190002,9378400,60.357555
"755",63.849998,64,63.139999,63.34,13163700,59.978783
"756",62.610001,63.330002,62.549999,62.779999,12984600,59.448502
"757",62.900002,63.240002,62.669998,62.98,11311400,59.637882
"758",62.84,64.18,62.77,63.93,15551700,60.537476
"759",64.050003,64.610001,63.860001,63.860001,18527000,60.471188
"760",64.139999,65.779999,64.120003,65.449997,16169300,61.976814
"761",65.449997,65.970001,65.040001,65.230003,11698000,61.768497
"762",65.43,66.989998,65.370003,66.150002,19243300,62.639668
"763",65.809998,66.529999,65.57,66.440002,30560500,62.914284
"764",66.43,67.089996,66.43,66.580002,10937400,63.046844
"765",66.629997,66.970001,66.510002,66.779999,8435800,63.236233
"766",66.75,67.209999,66.699997,66.720001,14375000,63.179413
"767",66.699997,67.620003,66.529999,67.43,12519400,63.851742
"768",67.910004,68.339996,67.220001,67.43,15186700,63.851742
"769",67.129997,67.25,66.029999,66.870003,13183300,63.321465
"770",66.389999,66.739998,63.610001,64.160004,22453000,60.755268
"771",63.259998,64.629997,63.09,63.700001,20951100,60.319679
"772",64.129997,65.360001,63.900002,64.809998,12761900,61.37077
"773",65.019997,65.089996,64.129997,64.139999,10763200,60.736332
"774",63.799999,64.309998,63.389999,63.810001,10783700,60.42384
"775",63.630001,63.689999,62.509998,62.950001,12898000,59.609482
"776",63.099998,64.239998,63.049999,63.580002,15986500,60.206047
"777",64.07,64.940002,64.050003,64.290001,11740200,60.878368
"778",64.919998,65.849998,64.849998,65.589996,14991600,62.109375
"779",67,67.800003,66.389999,67.099998,16488500,63.539253
"780",66.68,67.010002,65.839996,66.25,13093400,62.734364
"781",65.879997,67.120003,65.800003,66.910004,13218500,63.359333
"782",67.349998,67.550003,66.970001,66.989998,7261400,63.435089
"783",67.089996,67.5,66.57,67,11213700,63.444565
"784",66.720001,66.949997,66.040001,66.080002,9149500,62.57338
"785",66.25,66.830002,65.980003,66.379997,7530700,62.857456
"786",66.510002,66.970001,65.440002,66.07,13831900,62.563904
"787",66,66.050003,65.360001,65.709999,9905400,62.223019
"788",65.629997,65.980003,64.889999,65.169998,11360500,61.711674
"789",64.870003,65.870003,64.800003,65.629997,10134800,62.147263
"790",64.080002,65.059998,63.689999,63.970001,12105000,60.575352
"791",63.889999,63.91,61.599998,62.139999,15706000,58.842461
"792",61.75,63.389999,61.610001,62.040001,11264600,58.747772
"793",61,61.580002,59.560001,59.580002,20624800,56.418312
"794",57.759998,59.209999,56.369999,59.060001,28292500,55.925911
"795",59.57,60.779999,58.68,60.34,19500300,57.137985
"796",60.860001,61.849998,58.34,59.200001,18250100,56.058479
"797",60.200001,61.68,59.689999,61.48,18228300,58.217487
"798",60.700001,61.240002,59.84,60.5,15119400,57.289497
"799",58.880001,60.419998,58.759998,60.310001,14833900,57.109573
"800",56.009998,59.139999,56,57.66,22385900,54.600197
"801",58.82,58.950001,55.91,57.93,24831000,54.855877
"802",56.779999,57.959999,55.810001,56.509998,19768800,53.511227
"803",52.330002,54.900002,50.619999,52.75,22963000,49.950756
"804",54.889999,55.5,51.779999,54.990002,23503600,52.071888
"805",50.130001,53.759998,48.009998,51.110001,20582800,48.397785
"806",51.830002,54.099998,51.200001,54.09,17519600,51.219646
"807",51.630001,52.389999,48.02,50.240002,27384200,47.573952
"808",50.110001,50.720001,48.130001,48.790001,20058300,46.200897
"809",49.049999,50.639999,47.25,48.400002,20370800,45.831596
"810",47.189999,48.400002,45.759998,46.400002,21237000,43.937725
"811",48.18,49.5,47.389999,49.240002,16484800,46.627014
"812",49.029999,51.950001,48.169998,49.349998,20921300,46.731178
"813",50.459999,53.32,50.310001,52.25,21600200,49.477295
"814",51.110001,53.779999,50.869999,52.790001,14498400,49.988632
"815",53.200001,55.080002,53.200001,54.389999,18013500,51.503727
"816",54.299999,56.240002,54.240002,55.740002,28455600,52.782089
"817",53.619999,55.700001,53.52,54.82,13441300,51.910908
"818",54.84,55.32,53.580002,55.209999,12929400,52.712914
"819",54.990002,56.470001,54.900002,55.529999,14654200,53.018444
"820",57.07,58.07,56.580002,57.869999,22589700,55.252605
"821",58.529999,58.59,56.68,56.900002,19224400,54.326481
"822",57.049999,59.130001,56.360001,58.25,15268700,55.615417
"823",58.799999,59.580002,58.369999,58.91,13256000,56.245571
"824",58.5,59.400002,58.060001,58.919998,13921600,56.255116
"825",59.830002,60.73,59.630001,60.040001,14259000,57.324459
"826",59.299999,59.889999,58.900002,59.459999,14402100,56.770695
"827",59.799999,60.349998,59.5,59.560001,12984900,56.866173
"828",60.380001,60.77,59.880001,60.599998,16697800,57.859135
"829",60.75,62.84,60.599998,61.68,17446000,58.890282
"830",60.860001,61.32,60.259998,60.59,22203000,57.849586
"831",61.259998,61.91,60.880001,60.93,12081000,58.17421
"832",61.32,61.990002,60.84,60.950001,11897400,58.193298
"833",61.669998,62.549999,61.259998,62.25,10460800,59.434505
"834",62.639999,63.02,62.41,62.560001,13994600,59.730488
"835",62.93,63.18,61.77,62.139999,10858900,59.329475
"836",62.369999,62.619999,61.529999,61.630001,11035100,58.842541
"837",60.849998,61.110001,60.360001,60.810001,17554500,58.059635
"838",60.849998,60.869999,59.68,60.259998,15582800,57.534508
"839",60.740002,60.919998,59.73,60.169998,16989600,57.448578
"840",60.599998,61.799999,60.43,61.360001,13340800,58.584759
"841",61.650002,62.23,60.939999,61.130001,14589000,58.365162
"842",62.52,62.599998,60.619999,61.040001,17531500,58.279232
"843",61.830002,62.18,60.950001,61.049999,16960100,58.288784
"844",60.869999,62.810001,60.77,62.66,14146800,59.825966
"845",63.169998,64.269997,62.880001,63.349998,18928100,60.484745
"846",63.169998,63.93,62.580002,63.27,17287900,60.408367
"847",62.5,64.129997,62.130001,63.77,18221700,60.885754
"848",64.199997,65.339996,63.810001,64.089996,35224400,61.191277
"849",64.919998,65.209999,63.48,63.599998,15170500,60.723446
"850",63.43,63.82,62.490002,62.709999,11052100,59.873703
"851",63,63.25,60.830002,61.68,16658200,58.890282
"852",61.619999,61.869999,60.439999,61.139999,16016000,58.37471
"853",61.009998,61.66,60.59,60.790001,9228600,58.040543
"854",61.509998,61.509998,60.18,60.32,18447800,57.591797
"855",60,60.52,59.110001,60.400002,19071700,57.668179
"856",60.959999,60.98,59.68,59.810001,14977400,57.104862
"857",60.299999,60.470001,59.380001,59.720001,27224800,57.018936
"858",59.459999,61.439999,59.43,60.290001,11507900,57.563152
"859",60.290001,60.68,59.27,60.650002,15460100,57.906872
"860",60.700001,60.889999,59.689999,60.209999,13497600,57.486774
"861",59.82,61.09,59.82,60.889999,13476900,58.136021
"862",61.18,61.77,60.529999,61.330002,11862600,58.556118
"863",60.599998,61.43,60.400002,61.43,12549100,58.651592
"864",61.75,62.169998,60.93,60.93,12159500,58.17421
"865",61.240002,61.419998,59.900002,60.16,13343700,57.439034
"866",59.900002,60.279999,56.400002,56.709999,17371900,54.145073
"867",57.59,57.650002,55.59,56.169998,14864200,53.629494
"868",55.639999,55.779999,54.07,55.099998,21617800,52.607891
"869",55.93,57.290001,55.5,57.060001,16973300,54.479248
"870",57.209999,57.360001,56.709999,56.950001,13638200,54.374218
"871",56.57,56.619999,55.580002,55.970001,14113300,53.438541
"872",56.700001,56.830002,54.73,56.41,54134700,53.858643
"873",56.240002,57.689999,55.919998,57.560001,18716200,54.956631
"874",57.939999,59.099998,57.82,58.380001,15557200,55.73954
"875",58.110001,58.209999,57.110001,57.759998,11177200,55.147583
"876",58.009998,58.470001,57.700001,58.18,15267200,55.548588
"877",57.959999,58.02,56.669998,57.540001,26132400,54.937534
"878",57.990002,58.139999,57.310001,57.799999,9831400,55.185776
"879",57.860001,59.200001,57.5,58.799999,12139700,56.140541
"880",59.189999,59.73,58.880001,59.43,11738300,56.74205
"881",59.299999,59.639999,58.75,59.139999,11366100,56.895981
"882",59.599998,60.580002,58.869999,60.189999,8810800,57.906139
"883",59.759998,60.610001,59.52,60.290001,12766700,58.002342
"884",60.32,60.68,59.279999,59.560001,10507000,57.300045
"885",59.66,60.139999,57.830002,58.110001,12780000,55.90506
"886",58,58.09,57.16,57.43,8770000,55.250862
"887",57.57,58.490002,57.5,57.75,10149000,55.55872
"888",57.830002,58.099998,57.290001,57.889999,12153900,55.693413
"889",58.650002,59.610001,58.32,59.27,9459400,57.021042
"890",59.23,59.380001,58.73,59.32,6949700,57.069153
"891",59.700001,60.619999,59.400002,60.389999,9078200,58.098553
"892",60.290001,60.639999,59.220001,59.459999,6759900,57.203838
"893",59.59,60.240002,59.32,59.799999,7802300,57.530937
"894",59.889999,60.330002,59.34,59.849998,8961000,57.579037
"895",60.119999,60.459999,59.57,59.869999,8913200,57.598278
