"","TER.Open","TER.High","TER.Low","TER.Close","TER.Volume","TER.Adjusted"
"457",30.959999,32.310001,30.219999,30.23,7696500,29.708933
"458",31.450001,33.25,31.280001,32.790001,7263100,32.224808
"459",31.93,32.860001,31.879999,32.349998,5828500,31.792389
"460",32.91,33.84,31.959999,32.43,4901600,31.871012
"461",32.599998,34.02,32.450001,33.990002,3441300,33.404129
"462",34.73,34.93,34.290001,34.450001,2502000,33.856197
"463",34.799999,36.23,34.259998,36.189999,3791200,35.566204
"464",36.220001,36.450001,35.450001,36.110001,2154500,35.487579
"465",36.25,36.34,35.02,35.790001,1525700,35.1731
"466",35.700001,36.299999,35.57,36.189999,1573400,35.566204
"467",36.720001,36.779999,35.720001,36.560001,1499500,35.929829
"468",36.330002,36.93,36.32,36.75,1388500,36.11655
"469",36.400002,36.630001,35.139999,35.59,1386100,34.976547
"470",35.009998,35.009998,33.66,34.040001,2475300,33.453262
"471",34.360001,35.099998,33.939999,34.02,2435000,33.433601
"472",34.560001,35.240002,34.380001,34.889999,3088400,34.288609
"473",34.650002,36.639999,34.610001,36.5,2248300,35.870861
"474",35.610001,36.610001,35.360001,36.41,1644800,35.782413
"475",36.130001,36.439999,35.080002,35.290001,1761300,34.681713
"476",33.869999,35.48,33.09,35.279999,2970700,34.671883
"477",35.68,36.18,35.220001,35.810001,1306400,35.192753
"478",35.310001,36.330002,35.310001,35.860001,315000,35.24189
"479",36.490002,36.75,35.93,36.619999,1202400,35.988789
"480",36.290001,36.540001,35.970001,36.27,1806200,35.732643
"481",36.48,36.57,35.959999,36.400002,5100900,35.860714
"482",36.389999,36.529999,35.349998,35.369999,2763700,34.845978
"483",35.23,35.709999,34.790001,35.689999,3284500,35.161232
"484",36.639999,37.130001,35.389999,35.959999,4077800,35.427231
"485",35.790001,35.869999,34.419998,34.490002,2914400,33.979019
"486",33.43,33.82,32.830002,33.810001,3373200,33.30909
"487",33.919998,33.919998,32.290001,32.610001,2759000,32.126865
"488",32.509998,33.119999,32.360001,32.869999,1865200,32.383011
"489",33.330002,34.18,32.900002,32.959999,1697200,32.471676
"490",33.599998,34.040001,33.09,33.360001,2052100,32.865753
"491",33.32,33.540001,32.860001,33,1818900,32.511089
"492",32.470001,33.130001,32.200001,32.509998,1651800,32.028351
"493",32.310001,32.84,31.74,31.799999,2786900,31.328865
"494",32.060001,33.259998,31.870001,31.959999,2799000,31.486496
"495",31.77,32.419998,30.559999,30.6,3957700,30.146648
"496",30.68,31.34,29.889999,30.690001,4532700,30.235315
"497",30.18,30.559999,29.51,29.559999,6730500,29.122057
"498",29.34,29.879999,28.889999,28.940001,1564500,28.511242
"499",29.360001,30.51,28.73,30.49,2139300,30.038279
"500",29.84,30.969999,29.67,30.92,2333700,30.461905
"501",31.82,31.959999,30.99,31.190001,2745900,30.727905
"502",31.610001,31.76,30.91,31.379999,2307400,30.915089
"503",30.540001,32.169998,30.540001,31.74,2411000,31.269758
"504",30.93,31.209999,29.58,29.6,4214200,29.161461
"505",30.219999,31.24,30.02,31.1,3446100,30.63924
"506",31.209999,31.74,30.65,31.15,2407500,30.688499
"507",31.25,31.59,30.4,30.780001,1889000,30.323977
"508",31.01,32.400002,31.01,31.9,2651100,31.427385
"509",31.629999,32.32,31.469999,32.169998,1589600,31.693382
"510",31.91,32.66,31.9,32.330002,1403900,31.851019
"511",31.110001,31.85,30.84,31.49,2764700,31.023458
"512",31.530001,31.98,31.450001,31.790001,2224400,31.319019
"513",31.799999,32.310001,31.690001,31.709999,1639700,31.240196
"514",31.450001,32.310001,31.35,32.110001,2838300,31.634277
"515",32.34,33.369999,32.310001,32.900002,2448500,32.412575
"516",32.470001,32.580002,31.629999,31.799999,2152500,31.328865
"517",32.209999,32.450001,31.51,31.93,4397800,31.456944
"518",34.700001,37.470001,34.049999,36.040001,10477600,35.506054
"519",35.82,36.939999,35.5,36.75,3998100,36.205528
"520",36.009998,37.279999,35.279999,36.77,3644000,36.225235
"521",36.759998,36.950001,36.290001,36.34,2010700,35.801601
"522",36.82,37.200001,36.150002,36.900002,2711600,36.353313
"523",36.560001,37.080002,35.91,35.990002,3874500,35.456787
"524",36.240002,37.130001,36.009998,36.759998,2990100,36.215382
"525",36.759998,36.93,36.439999,36.93,1650300,36.382866
"526",37.009998,37.5,36.84,37.349998,1694900,36.796638
"527",37.560001,38.919998,37.560001,38.5,2701400,37.929607
"528",38.02,38.349998,37.310001,37.639999,2275700,37.082348
"529",37.240002,37.869999,37.040001,37.540001,1767300,36.983829
"530",37.459999,37.990002,37.27,37.869999,1421300,37.308937
"531",38.220001,38.959999,38.060001,38.91,1707600,38.333527
"532",39,39.459999,38.98,39.150002,2877200,38.569973
"533",39.110001,39.889999,39,39.529999,1820800,38.944344
"534",39.560001,40.099998,39.5,39.77,1742100,39.18079
"535",40,40.810001,39.91,40.380001,2569900,39.781754
"536",40.669998,41.290001,40.439999,41.290001,2340100,40.678265
"537",41.25,41.25,40.82,41.099998,1812200,40.579536
"538",40.580002,41.259998,40.5,41.240002,1578000,40.717762
"539",41.689999,42.490002,41.57,42.07,2211600,41.537254
"540",41.810001,42.16,41.369999,41.470001,1689200,40.944851
"541",41.310001,41.419998,40.740002,41.220001,1204300,40.698021
"542",40.75,41.02,40.560001,40.830002,1473600,40.312954
"543",41.380001,41.639999,40.720001,41,1521000,40.480801
"544",41.139999,41.450001,40.09,40.639999,1849300,40.125362
"545",40.59,40.669998,40.330002,40.400002,1182500,39.888405
"546",40.349998,40.490002,39.91,39.939999,1392000,39.434219
"547",39.759998,39.77,38.599998,38.869999,2503500,38.377773
"548",38.279999,38.830002,38,38.75,2199600,38.259296
"549",38.919998,39.700001,38.869999,39.529999,1230800,39.029415
"550",39.580002,39.790001,39.139999,39.59,1261900,39.08865
"551",39.799999,39.799999,38.84,39.610001,2189400,39.108402
"552",39.630001,39.830002,39.200001,39.27,1690500,38.772709
"553",39.509998,40.59,39.27,40.459999,3890300,39.947639
"554",40.439999,40.93,40.080002,40.389999,2611400,39.878525
"555",40.57,40.779999,40.279999,40.540001,1535300,40.026623
"556",40.560001,40.560001,39.200001,39.580002,3597000,39.078781
"557",39.529999,40.880001,39.439999,40.509998,4585400,39.997002
"558",40.330002,40.720001,39.59,39.610001,3130500,39.108402
"559",39.41,39.790001,39.09,39.509998,1204800,39.00967
"560",39.439999,40.200001,39.439999,39.799999,1219300,39.295998
"561",39.790001,40.060001,38.860001,39.299999,1510600,38.802326
"562",39.369999,39.709999,39.009998,39.220001,1060400,38.723339
"563",39.650002,39.939999,39.5,39.84,1160700,39.335491
"564",40.130001,41.900002,40.130001,41.779999,2904800,41.250927
"565",41.73,42.189999,41.169998,42.02,2232900,41.487888
"566",42.700001,43.73,42.290001,43.599998,2964600,43.047863
"567",43.470001,43.75,42.990002,43.630001,1693500,43.077499
"568",43.889999,44.400002,43.639999,44.150002,1576000,43.590912
"569",44.119999,44.369999,43.630001,44.310001,1270400,43.74889
"570",44.049999,44.200001,43.529999,43.700001,2599800,43.146614
"571",43.669998,44.07,43.130001,43.919998,2886000,43.363823
"572",44,44.209999,43.380001,43.610001,1536500,43.057747
"573",44.25,44.349998,43.82,44.139999,1273600,43.581039
"574",44,44.25,43.400002,43.939999,1364100,43.383575
"575",44.48,45.209999,44,45.130001,1836400,44.558506
"576",45.459999,45.57,44.57,44.849998,2130200,44.282051
"577",45,45.189999,44.59,44.810001,1430600,44.24255
"578",44.709999,44.880001,44.529999,44.849998,1701100,44.282051
"579",44.639999,44.889999,44.360001,44.59,3200600,44.025345
"580",46.709999,49.450001,45.959999,47.990002,10154900,47.382282
"581",48.459999,48.880001,47.529999,48.150002,3959400,47.54026
"582",47.880001,49.529999,47.380001,48.759998,2745800,48.142532
"583",48.77,49.27,48.509998,49.099998,2018300,48.478226
"584",48.84,49.34,48.419998,49,1665400,48.37949
"585",49.330002,49.830002,48.740002,48.740002,1748100,48.122787
"586",48.68,49.439999,48.349998,48.959999,1744700,48.340004
"587",49.25,49.459999,48.939999,49.43,1907500,48.804047
"588",47.93,48.900002,47.380001,48.580002,1913700,47.964813
"589",48.029999,48.130001,46.990002,48.119999,2142300,47.510639
"590",47.75,48.759998,47.68,48.189999,2212400,47.579746
"591",47.34,48.18,46.639999,47.970001,2156400,47.362537
"592",47.689999,48.619999,47.209999,48.25,1570800,47.638988
"593",46.41,46.880001,45.43,45.759998,2008200,45.180523
"594",46.369999,46.869999,45.880001,46.23,1351600,45.644569
"595",45.66,47.299999,45.490002,46.790001,1103300,46.197479
"596",46.75,47.43,46.139999,46.970001,1850100,46.375202
"597",46.5,46.919998,45.82,45.900002,1363900,45.318748
"598",44.110001,45,43.810001,43.830002,2847300,43.274967
"599",44.43,44.950001,43.709999,43.919998,3962700,43.363823
"600",43.490002,43.91,43.150002,43.5,2182700,42.949146
"601",42.799999,43,41.689999,42.310001,2309800,41.774216
"602",42.540001,42.889999,41.849998,41.889999,2065600,41.359531
"603",41.880001,42.16,41.330002,41.580002,1804500,41.141853
"604",41.119999,42.369999,40.919998,42.32,2195800,41.874058
"605",42.380001,43.310001,42.380001,42.549999,1508300,42.101627
"606",42.02,42.93,41.98,42.139999,2178500,41.69595
"607",42.450001,42.900002,41.889999,42.299999,1700300,41.854263
"608",42.889999,44.380001,42.529999,44.32,2226900,43.852974
"609",44.57,44.790001,43.610001,44.540001,1901600,44.07066
"610",44.740002,45.16,44.48,44.889999,1994900,44.416969
"611",45.099998,45.52,44.900002,45.209999,1743000,44.733593
"612",45.66,47.23,45.66,46.91,2702900,46.41568
"613",47.66,47.93,46.919998,47.360001,1614700,46.860947
"614",46.66,46.75,45.41,45.450001,1546400,44.971069
"615",45.73,46.049999,44.77,45.09,1617700,44.614868
"616",44.400002,44.419998,43.459999,44.029999,1733300,43.566036
"617",44,44.75,43.700001,44.09,1694000,43.625404
"618",44.099998,45.869999,44.099998,45.82,1725400,45.33717
"619",46.16,46.189999,45.439999,45.470001,1357600,44.990856
"620",46.380001,46.5,45.59,46.200001,1048000,45.713165
"621",45.919998,46.209999,45.77,46.049999,2304200,45.564747
"622",45.93,46.400002,45.93,46.23,987900,45.742855
"623",46.439999,46.869999,45.43,45.450001,1422900,44.971069
"624",46.23,46.799999,45.68,45.939999,1296400,45.455902
"625",46.259998,46.98,46.259998,46.650002,1241200,46.158421
"626",47.029999,48.119999,46.889999,47.91,5009100,47.405148
"627",49.400002,49.77,48.380001,48.830002,2527700,48.315456
"628",48.57,48.68,47.400002,47.549999,1474800,47.048939
"629",47.66,47.709999,46.950001,47.299999,1039900,46.801571
"630",46.959999,47.16,46.279999,46.91,1370300,46.41568
"631",46.630001,46.990002,46.310001,46.650002,1501800,46.158421
"632",46.200001,46.580002,45.709999,46.349998,2416300,45.86158
"633",46.849998,47.490002,45.740002,45.919998,2452600,45.436119
"634",45.889999,46,44.580002,45.27,2171100,44.792965
"635",45.27,46.349998,45.23,46.259998,1401800,45.772533
"636",46.48,46.740002,46.099998,46.48,1513500,45.990215
"637",45.18,45.860001,43.790001,45.16,2547400,44.684124
"638",45.459999,45.75,44.799999,45.09,1770900,44.614868
"639",45.150002,46.32,44.849998,46.299999,2360100,45.812115
"640",46.290001,46.580002,45.779999,45.959999,1436400,45.475693
"641",46.400002,47.25,46.389999,46.84,1815600,46.34642
"642",47.150002,48.23,47.009998,48.09,2831200,47.583248
"643",53.299999,58.610001,53.130001,57.939999,16165100,57.329456
"644",57.139999,57.700001,55.75,55.900002,5353700,55.310959
"645",56.240002,57.27,56.029999,56.349998,2406300,55.75621
"646",56.32,58.02,56.200001,57.59,3573900,56.983143
"647",56.82,57.75,55.599998,57.360001,2914200,56.755562
"648",57.349998,57.349998,55.049999,55.73,3704000,55.142738
"649",56.400002,57.110001,54.049999,54.799999,2621700,54.222546
"650",54.299999,54.759998,53.169998,53.470001,2282500,52.906559
"651",51.849998,52.48,51.110001,51.73,2792500,51.184895
"652",52.650002,52.959999,50.73,51.259998,4784800,50.719849
"653",50.93,51.09,49.889999,50.450001,6208200,49.918385
"654",51.290001,52.630001,50.959999,52.400002,3713700,51.847836
"655",51.93,52.509998,51.009998,52.169998,1865700,51.620251
"656",51.759998,53.110001,51.310001,52.25,2036200,51.699417
"657",51.720001,54.349998,51.09,53.580002,2051500,53.015408
"658",52.25,52.869999,51.259998,51.290001,2135700,50.749527
"659",51.529999,52.32,51.310001,52.029999,1596100,51.481735
"660",52.299999,53.419998,52.299999,52.950001,1200100,52.392044
"661",53.900002,54.27,53,53.119999,1344800,52.560249
"662",53.41,53.630001,52.68,53.060001,1135500,52.500881
"663",53.759998,53.889999,53.16,53.43,2005900,52.866982
"664",53.950001,54.02,52.669998,53.650002,881200,53.084667
"665",53.09,53.799999,51.740002,51.990002,1389800,51.442154
"666",52.889999,52.889999,52.080002,52.450001,791100,51.897305
"667",52.860001,52.970001,51.779999,51.970001,830100,51.422367
"668",51.77,52.169998,51.32,51.790001,1363000,51.244267
"669",52.57,53.139999,52.52,52.650002,1210300,52.095203
"670",53.16,53.380001,52.279999,52.970001,1475700,52.411831
"671",52.720001,52.959999,51.889999,52.209999,1042600,51.747761
"672",53.18,53.900002,52.290001,53.639999,1407800,53.1651
"673",54.279999,56.130001,54.25,55.919998,2407800,55.424911
"674",56,56.540001,55.529999,56.080002,1631300,55.583496
"675",56.529999,57.970001,55.200001,57.400002,2836400,56.891815
"676",57.389999,57.91,55.73,56.849998,3042900,56.34668
"677",57.310001,58.080002,56.57,57.75,1340600,57.238712
"678",58,58.200001,56.860001,57.389999,2251900,56.881893
"679",57.599998,58.130001,56.799999,57.84,1734000,57.327915
"680",57.080002,58.07,56.650002,57.939999,1093700,57.427032
"681",57.790001,58.200001,57.299999,58,1935600,57.4865
"682",57.779999,58.59,57.540001,58.5,2096700,57.982071
"683",58.580002,59.389999,58.18,58.740002,2016700,58.219948
"684",59.009998,59.310001,57.610001,58.209999,2750400,57.694637
"685",58.529999,59.32,58.220001,58.709999,1487900,58.190212
"686",58.91,59.310001,58.099998,58.150002,3045500,57.63517
"687",57.689999,59.720001,57.400002,59.419998,1584900,58.893925
"688",59.73,59.75,58.919998,59.220001,1765900,58.695698
"689",59.09,59.32,56.630001,57.400002,2119400,56.891815
"690",57.900002,58.099998,57.48,57.91,1531700,57.397293
"691",58.740002,58.970001,57.5,58.110001,1773200,57.595531
"692",57.580002,58.02,56.970001,57.34,1877400,56.832344
"693",57.490002,58.48,56.889999,58.43,1750500,57.912685
"694",58.880001,60,58.599998,59.959999,1993100,59.429146
"695",59.689999,60.099998,59.07,59.369999,1941300,58.844364
"696",59.029999,59.049999,57.450001,58.040001,2063600,57.52615
"697",59.150002,60.419998,58.549999,59.849998,2844900,59.320122
"698",60.119999,60.709999,59.540001,59.880001,2266100,59.349854
"699",60.990002,61.75,60.709999,61.18,2428400,60.63834
"700",60.990002,61.48,60.529999,60.619999,1314600,60.083302
"701",60.799999,62.09,60.799999,61.689999,1779200,61.143833
"702",61.650002,61.82,60.209999,60.259998,2058100,59.726486
"703",60.700001,61.48,59.959999,60.310001,2747100,59.776054
"704",60.34,60.34,58.599998,58.93,2926100,58.408264
"705",60.049999,61.119999,59.73,60.060001,2642300,59.528259
"706",60.049999,60.470001,58.880001,59.150002,3589500,58.62632
"707",63.549999,65.440002,60.040001,60.700001,8601300,60.162598
"708",61.400002,63.279999,61.220001,63.110001,2652600,62.551258
"709",63.029999,64.110001,63.029999,63.619999,2219300,63.056744
"710",64.349998,65.040001,63.84,64.059998,2128800,63.49284
"711",64.010002,64.610001,63.25,63.619999,1290300,63.056744
"712",63.619999,63.720001,62.459999,62.77,1449800,62.214272
"713",62.200001,62.23,60.549999,61.220001,2186000,60.67799
"714",61.509998,62.490002,61.509998,62.389999,1499700,61.837631
"715",63.189999,63.610001,62.560001,62.869999,1705800,62.313381
"716",63.259998,63.470001,62.529999,62.59,1394600,62.035858
"717",62.450001,63.09,61.970001,63.02,1489900,62.462051
"718",63.689999,64.290001,62.290001,62.57,1871000,62.016037
"719",62.580002,63.57,62.43,63.509998,2121300,62.947716
"720",63.040001,64.330002,63,64.07,1071500,63.502762
"721",64.360001,65.550003,64.360001,65.18,3378800,64.602928
"722",64.660004,65.800003,64.089996,65.660004,2534000,65.078697
"723",65.379997,65.849998,65,65.57,2057400,64.989479
"724",66.32,67.199997,66.050003,66.769997,2873500,66.178856
"725",66.550003,66.739998,65.019997,65.110001,2261900,64.533554
"726",65.290001,65.57,63.84,64.160004,2523600,63.591965
"727",63.959999,64.68,63.299999,63.849998,2010400,63.28471
"728",63.560001,63.560001,61.419998,61.779999,2243600,61.233028
"729",62.23,62.77,61.48,61.959999,1723700,61.411434
"730",62.41,63.82,62.310001,63.59,1829600,63.027004
"731",63.490002,64.019997,63.099998,63.669998,10827500,63.195744
"732",64.139999,64.57,63.84,63.970001,1186500,63.493511
"733",63.700001,64.059998,62.52,62.59,712000,62.123783
"734",62.57,63.119999,61.950001,62.540001,1525700,62.074158
"735",61.169998,62.200001,61.02,61.639999,1602500,61.180866
"736",62.209999,63.169998,62.209999,62.700001,1482200,62.232967
"737",62.599998,63.25,62.23,62.66,1196300,62.193272
"738",62.330002,63.990002,62.330002,63.939999,1596400,63.46373
"739",64,64.059998,63.5,63.52,1593900,63.046867
"740",63.91,64.269997,63.580002,64.07,1250900,63.592762
"741",63.990002,65.620003,63.900002,65.559998,1337000,65.071655
"742",65.589996,67.010002,65.25,66.410004,1751100,65.915344
"743",66.339996,67.370003,66.190002,66.690002,1132400,66.193253
"744",67.720001,69.120003,67.410004,68.32,2022000,67.811104
"745",68.660004,69,67.940002,68.519997,1537900,68.009598
"746",68.730003,68.800003,68.089996,68.400002,1227500,67.890511
"747",68.489998,68.779999,68.050003,68.559998,2557400,68.049301
"748",68.82,69.440002,68.550003,69.349998,3613800,68.833427
"749",69.730003,69.800003,68.989998,69.07,1235300,68.555511
"750",69.199997,69.239998,68.599998,68.989998,373500,68.47612
"751",68.970001,69.739998,68.790001,69.629997,1663100,69.111343
"752",69.839996,69.900002,69.010002,69.139999,624800,68.625
"753",69.160004,69.300003,68.029999,68.760002,755100,68.247826
"754",68.43,68.68,67.879997,68.190002,1124800,67.682068
"755",68.839996,69.790001,68.540001,69.68,1100800,69.16098
"756",68.129997,68.910004,67.470001,68.230003,1363400,67.721779
"757",67.309998,67.349998,66.230003,66.75,1717600,66.2528
"758",67.080002,68.870003,66.849998,68.220001,2096500,67.711845
"759",68.389999,68.870003,68,68.300003,1188100,67.79126
"760",68.910004,69.5,67.470001,68.260002,1783000,67.751564
"761",68.529999,68.879997,67.830002,67.93,1200900,67.424011
"762",69.82,69.82,68.75,69.269997,1482300,68.754028
"763",69.269997,70.739998,69.269997,70.269997,2231300,69.746582
"764",70.269997,70.269997,68.639999,69.150002,1580300,68.634926
"765",69.43,70.82,69.43,70.5,1609700,69.974876
"766",70.550003,70.720001,70.040001,70.290001,1300500,69.766434
"767",70.459999,71.980003,70.25,71.550003,2956300,71.017052
"768",72.529999,73.790001,72.459999,73.589996,4299300,73.04184
"769",79.050003,81.57,74.949997,76.209999,16146800,75.642326
"770",75.870003,76.199997,71.400002,72.099998,5662200,71.56295
"771",70.510002,70.510002,69.040001,69.489998,3699400,68.972389
"772",69.959999,71.629997,69.019997,71.150002,2624800,70.620026
"773",71.57,71.949997,69.709999,70.029999,2232700,69.508377
"774",69.720001,70.660004,68.330002,68.849998,2411900,68.337166
"775",68.360001,68.769997,65.580002,65.989998,2952700,65.498451
"776",66.379997,67.879997,66.309998,67.800003,2032900,67.294991
"777",69.010002,70.660004,68.919998,70.470001,2006500,69.945099
"778",71.75,71.830002,70.199997,71.279999,1377200,70.749054
"779",71.279999,71.720001,70.730003,71.370003,1119800,70.838387
"780",70.690002,71,69.209999,69.449997,1604700,68.932686
"781",69,70.629997,68.830002,70.550003,1182600,70.02449
"782",71.389999,73.040001,71.199997,72.400002,1565700,71.86071
"783",72.769997,73.559998,72.459999,73.099998,1502800,72.555489
"784",72.720001,73.599998,72.110001,72.580002,2073800,72.039368
"785",72.800003,72.879997,69.660004,70.160004,2040200,69.637413
"786",67.919998,68.309998,66.720001,67.389999,4028300,66.888023
"787",68.330002,68.699997,67.849998,67.980003,2210200,67.473648
"788",67.860001,68.57,66.25,67.889999,1793300,67.483582
"789",67.559998,67.559998,65.639999,66,2329800,65.604897
"790",63.189999,64.510002,62.68,63.880001,4037200,63.497585
"791",64.699997,64.779999,61.189999,61.630001,2879500,61.261051
"792",61.98,62.959999,61.119999,61.43,1956200,61.062252
"793",59.529999,60.200001,57.580002,58.41,4047300,58.060329
"794",55.77,58.970001,55.32,58.759998,3646000,58.408234
"795",59.41,60.68,57.580002,60.490002,2780300,60.127876
"796",60.509998,61.439999,57.900002,58.470001,2071400,58.119972
"797",59.59,62.5,59.57,62.470001,2588600,62.096027
"798",60.639999,61.540001,59.790001,60.619999,1637700,60.257103
"799",58.66,59.709999,57.25,58.919998,1917000,58.567276
"800",53.400002,56.509998,53.009998,55.080002,2483900,54.750267
"801",56.880001,59.16,55.080002,59.009998,2713900,58.656742
"802",57.290001,58.09,54.669998,54.880001,2534500,54.551464
"803",50.799999,53.060001,49.599998,49.830002,3130200,49.531696
"804",53.23,54.880001,48.68,54.529999,2910500,54.203552
"805",48.099998,53.919998,46.779999,48.150002,2791800,47.861755
"806",49.549999,52.150002,47.389999,51.720001,2535400,51.410381
"807",47.57,51.099998,42.869999,46.18,2665200,45.903553
"808",45.77,50.080002,45.57,47,2558500,46.718636
"809",48.389999,49.919998,44.07,44.290001,2663700,44.02486
"810",44.610001,47.380001,43.32,45.970001,2652500,45.694801
"811",48.330002,52.98,47.830002,52.82,3422600,52.503799
"812",53.25,56.990002,51.049999,54.240002,3288100,53.915291
"813",54.970001,57.540001,54.720001,57.509998,2442300,57.165714
"814",55.630001,56.610001,54.560001,54.849998,2156700,54.521641
"815",54.98,56.09,53.740002,55.240002,1872100,54.909309
"816",55.970001,56.07,53.41,54.169998,2192700,53.845711
"817",52.389999,53.939999,51.43,52.139999,1839600,51.827866
"818",51.209999,53.540001,51.150002,53.43,1387300,53.110146
"819",52.709999,54.02,51.889999,52.860001,1426500,52.543556
"820",55.060001,59.459999,55.060001,59.200001,2591800,58.8456
"821",61.57,62.150002,58.93,59.189999,2910600,58.835659
"822",59.950001,62.98,59.119999,62.779999,1912000,62.404167
"823",63.610001,64.889999,60.439999,61.150002,2686600,60.783924
"824",60.810001,61.43,59.82,60.959999,908200,60.595066
"825",62.709999,64.610001,62.560001,63.310001,1557300,62.930996
"826",60.919998,61.82,59.23,61.099998,1727400,60.73423
"827",62.43,64.589996,61.959999,63.860001,3100200,63.477699
"828",65.379997,66.440002,63.25,63.830002,2944400,63.447884
"829",63.110001,63.810001,62.459999,62.470001,1362800,62.096027
"830",61.470001,62.470001,60.23,60.93,3005200,60.565247
"831",66.279999,66.279999,57.490002,62.779999,6689200,62.404167
"832",60.43,62.549999,60.43,61.200001,2608600,60.83363
"833",61.220001,62.169998,60.279999,62,1564800,61.628841
"834",62.639999,65.110001,62.459999,63.75,1626700,63.368362
"835",64.580002,64.839996,61.799999,63.189999,1755300,62.811714
"836",63.09,67.540001,63.09,67.32,2598200,66.916992
"837",66.699997,66.870003,62.529999,62.540001,2207400,62.165607
"838",60.73,61.060001,56.709999,57.849998,3333200,57.503677
"839",57.34,59.18,57.049999,58.580002,2171100,58.229313
"840",60.470001,61.650002,59.09,59.439999,1709700,59.084164
"841",60.419998,61.68,59.830002,60.5,1596600,60.137817
"842",61.360001,62.639999,61.360001,62.43,2482200,62.056267
"843",63.099998,65.709999,63.099998,65.089996,2052600,64.700333
"844",64.18,64.550003,63.07,63.110001,2790400,62.732193
"845",63.41,63.919998,61.290001,61.299999,1735800,60.933029
"846",61.200001,62.220001,58.639999,59.73,1718100,59.372429
"847",58.93,61.549999,57.330002,61.389999,2041000,61.022484
"848",57.439999,59.360001,56.419998,56.889999,3275500,56.549427
"849",58.509998,60.970001,57.5,60.650002,2534100,60.286926
"850",60.990002,62.970001,60.73,61.119999,1562800,60.754105
"851",62.73,63.84,62.5,63.529999,2042400,63.149673
"852",62.860001,63.419998,60.939999,61.740002,1530900,61.370396
"853",61.950001,62.799999,61.099998,62.75,850000,62.374352
"854",64.800003,65.860001,63.110001,64.849998,1924500,64.564667
"855",65.970001,67.690002,64.919998,67.589996,2647600,67.29261
"856",67.650002,68.169998,64.209999,64.559998,2279900,64.275948
"857",64.769997,67.25,64.769997,67.019997,2464600,66.725121
"858",66.839996,67.949997,66.5,67.160004,1964000,66.86451
"859",67.379997,69.489998,67.120003,69.449997,1344900,69.144432
"860",71.269997,73.480003,70.620003,72.32,2479200,72.001801
"861",72.449997,73.690002,71.839996,73.190002,1996400,72.867973
"862",75.910004,78.029999,75.199997,76.760002,2529900,76.422279
"863",78,78.190002,73.910004,74.900002,2851300,74.57045
"864",73.660004,75.709999,72.5,74.860001,2979700,74.53064
"865",75.349998,77.480003,74.959999,76.279999,2280400,75.944382
"866",74,74.470001,70.760002,70.809998,2753200,70.498451
"867",73.5,74.190002,70.32,71.75,2548500,71.434311
"868",70.43,74.669998,70.059998,74.57,2743200,74.241898
"869",77.660004,78.860001,75.809998,77.029999,2604500,76.691078
"870",77.470001,78.769997,77.080002,78.419998,2155700,78.074959
"871",78.860001,79.93,78.010002,79.610001,2025000,79.259735
"872",80.43,82.790001,80.029999,82.75,4815200,82.385918
"873",82.940002,84.5,81.790001,83.849998,2598600,83.481071
"874",85,85.419998,83.5,83.739998,1988100,83.371552
"875",83.660004,84.860001,80.900002,81.360001,3000700,81.002037
"876",81.480003,84.830002,80.629997,84.830002,2551800,84.456772
"877",84.620003,84.970001,81.639999,81.849998,2395600,81.489876
"878",81.779999,83.339996,80.580002,82.830002,1606900,82.465569
"879",83.610001,84.860001,82.160004,84.510002,2337800,84.138176
"880",84.699997,84.790001,82.809998,82.910004,1422400,82.545204
"881",84,85.720001,83.669998,84.580002,1609700,84.207863
"882",86.919998,89.580002,86.199997,88.129997,1793600,87.742233
"883",87.779999,88.879997,86.300003,86.339996,1994800,85.960114
"884",87.459999,88.449997,86.620003,87.75,1724300,87.363914
"885",88.279999,89.269997,87.129997,88.459999,1440700,88.070793
"886",88.5,88.849998,85.879997,87.379997,2076700,86.995537
"887",88.449997,90.699997,86.809998,86.849998,2280500,86.467865
"888",83.519997,86.639999,82.910004,86.610001,2584600,86.228935
"889",87.169998,87.169998,84.690002,86.529999,1590700,86.149277
"890",85.160004,86.529999,84.870003,86.099998,1096600,85.721176
"891",86.269997,86.629997,85.610001,86.419998,1031700,86.039764
"892",86.949997,89.860001,86.419998,89.739998,1575300,89.345161
"893",89.739998,90.379997,88.410004,89.720001,3341400,89.325256
"894",89.239998,90.230003,86.489998,89.489998,3475300,89.096252
"895",89.769997,90.650002,84.379997,86.099998,2763800,85.721176
"896",84.18,84.970001,82.739998,83.529999,2253100,83.162476
"897",84.989998,88.900002,84.360001,88.32,3006300,87.931404
"898",87.339996,88.050003,86.239998,87,2203300,86.617218
"899",87.75,89.82,87.629997,88.769997,2317700,88.379425
"900",87.709999,88.75,86.230003,88.610001,1451100,88.220123
"901",88.470001,89.029999,86.18,88.959999,2330700,88.568581
"902",89.459999,91.309998,89.459999,90.260002,1746900,89.862869
"903",90.25,90.389999,88.480003,89.529999,1126400,89.136078
"904",89.760002,90.870003,89.349998,90.650002,3476500,90.25116
"905",91,92.239998,89.529999,90.860001,1675000,90.460236
"906",90.300003,90.970001,85.639999,87.57,2315100,87.184715
"907",87.75,88.43,86.080002,87.099998,1418400,86.716782
"908",86.849998,88,86.050003,86.269997,1525300,85.890427
"909",87.269997,89.93,86.360001,89.650002,1310000,89.255554
