"","NFLX.Open","NFLX.High","NFLX.Low","NFLX.Close","NFLX.Volume","NFLX.Adjusted"
"218",191.610001,192.589996,189.5,192.020004,6622200,192.020004
"219",191.119995,196.050003,191,195.080002,4607000,195.080002
"220",193.639999,195.880005,193,195.710007,3450500,195.710007
"221",194.539993,195.419998,191.529999,192.119995,4203100,192.119995
"222",194.330002,197.699997,193.75,195.509995,5678400,195.509995
"223",195.740005,195.949997,192.649994,193.199997,3906300,193.199997
"224",193.300003,194.320007,191.899994,194.100006,3827500,194.100006
"225",195.039993,197.520004,194.970001,196.229996,4787300,196.229996
"226",196.580002,196.75,193.630005,196.320007,5895400,196.320007
"227",196.649994,196.899994,195.330002,195.75,2160500,195.75
"228",195.559998,195.850006,194,195.050003,3210100,195.050003
"229",195.339996,199.679993,194.009995,199.179993,6981100,199.179993
"230",198.910004,199.029999,184.320007,188.149994,14202700,188.149994
"231",190.309998,190.860001,186.679993,187.580002,6630100,187.580002
"232",186.990005,189.800003,185,186.820007,6219500,186.820007
"233",189.360001,189.720001,178.380005,184.039993,9069800,184.039993
"234",183.5,188.139999,181.190002,184.210007,5783700,184.210007
"235",183.380005,186.479996,182.880005,185.300003,5490100,185.300003
"236",185.710007,187.339996,183.220001,185.199997,4659500,185.199997
"237",186.5,189.419998,186.300003,188.539993,4987300,188.539993
"238",187.850006,189.419998,185.910004,186.220001,5298600,186.220001
"239",186.009995,187.850006,184.820007,185.729996,4265900,185.729996
"240",186.100006,188.690002,185.410004,187.860001,4710000,187.860001
"241",187.979996,192.639999,187.199997,189.559998,7792800,189.559998
"242",189.610001,191.429993,188.009995,190.119995,7285600,190.119995
"243",191.199997,191.649994,188.899994,190.419998,5011000,190.419998
"244",190.179993,190.300003,185.75,187.020004,7033000,187.020004
"245",187.940002,189.110001,185.259995,188.820007,6545400,188.820007
"246",189.440002,190.949997,187.580002,188.619995,4729800,188.619995
"247",188.330002,190.949997,186.800003,189.940002,3878900,189.940002
"248",189.779999,189.940002,186.399994,187.759995,3045700,187.759995
"249",187.800003,188.100006,185.220001,186.240005,4002100,186.240005
"250",187.179993,194.490005,186.850006,192.710007,10107400,192.710007
"251",192.509995,193.949997,191.220001,191.960007,5187600,191.960007
"252",196.100006,201.649994,195.419998,201.070007,10966900,201.070007
"253",202.050003,206.210007,201.5,205.050003,8591400,205.050003
"254",206.199997,207.050003,204,205.630005,6029600,205.630005
"255",207.25,210.020004,205.589996,209.990005,7033200,209.990005
"256",210.020004,212.5,208.440002,212.050003,5580200,212.050003
"257",212.110001,212.979996,208.589996,209.309998,6125900,209.309998
"258",207.570007,213.639999,206.910004,212.520004,5951500,212.520004
"259",214.289993,217.75,213.350006,217.240005,7659500,217.240005
"260",217.179993,222.550003,216,221.229996,8199400,221.229996
"261",224.240005,226.070007,217.199997,221.529999,13516100,221.529999
"262",221,221.149994,216.320007,217.5,9123100,217.5
"263",220.339996,220.580002,216.550003,220.330002,8225300,220.330002
"264",222.75,223.490005,218.5,220.460007,10548600,220.460007
"265",222,227.789993,221.199997,227.580002,17703300,227.580002
"266",255.050003,257.709991,248.020004,250.289993,27705300,250.289993
"267",250.880005,261.709991,249.309998,261.299988,17352400,261.299988
"268",263,272.299988,260.230011,269.700012,15336400,269.700012
"269",271.48999,274.600006,268.76001,274.600006,11021800,274.600006
"270",274.200012,286.809998,273.920013,284.589996,17529700,284.589996
"271",277,282.730011,272.700012,278.799988,12482900,278.799988
"272",281.940002,282.290009,269.579987,270.299988,11695100,270.299988
"273",266.410004,271.950012,263.380005,265.070007,9669000,265.070007
"274",263,270.619995,262.709991,267.429993,9123600,267.429993
"275",262,267.899994,250.029999,254.259995,11896100,254.259995
"276",247.699997,266.700012,245,265.720001,12595800,265.720001
"277",266.579987,272.450012,264.329987,264.559998,8981500,264.559998
"278",267.079987,267.619995,250,250.100006,9306700,250.100006
"279",253.850006,255.800003,236.110001,249.470001,16906900,249.470001
"280",252.139999,259.149994,249,257.950012,8534900,257.950012
"281",257.290009,261.410004,254.699997,258.269989,6855200,258.269989
"282",260.470001,269.880005,260.329987,266,10972000,266
"283",270.029999,280.5,267.630005,280.269989,10759700,280.269989
"284",278.730011,281.959991,275.690002,278.519989,8312400,278.519989
"285",277.73999,285.809998,276.609985,278.549988,7769000,278.549988
"286",282.070007,286.640015,280.01001,281.040009,9371100,281.040009
"287",283.880005,284.5,274.450012,278.140015,8891500,278.140015
"288",281,286,277.809998,285.929993,7301800,285.929993
"289",288.75,295.649994,287.01001,294.160004,10268600,294.160004
"290",294.769989,297.359985,290.589996,290.609985,9416500,290.609985
"291",293.100006,295.75,290.779999,291.380005,7653500,291.380005
"292",292.75,295.25,283.829987,290.390015,11932100,290.390015
"293",284.649994,301.179993,283.230011,301.049988,13345300,301.049988
"294",302.850006,316.910004,297.600006,315,18986100,315
"295",319.880005,325.790009,316.5,325.220001,18525800,325.220001
"296",320,323.73999,314.549988,321.160004,17132200,321.160004
"297",322.200012,322.920013,314.130005,317,11340100,317
"298",321.329987,331.440002,320.230011,331.440002,14500200,331.440002
"299",333.559998,333.980011,318.600006,321.299988,20369200,321.299988
"300",323.869995,325.839996,313.279999,315.880005,12917200,315.880005
"301",318.160004,323.880005,317.700012,321.549988,10475100,321.549988
"302",323.170013,323.399994,318.140015,321.089996,5642900,321.089996
"303",321.420013,324.109985,318.369995,318.450012,7333700,318.450012
"304",315.799988,317,307.339996,313.480011,9925200,313.480011
"305",313.26001,319.5,312.799988,317.5,5991900,317.5
"306",316.350006,319.399994,314.51001,316.480011,5263900,316.480011
"307",313.070007,314.119995,305.660004,306.700012,8063300,306.700012
"308",307.410004,309.369995,300.359985,300.940002,9529900,300.940002
"309",309.359985,321.029999,302,320.350006,11988300,320.350006
"310",322.48999,322.899994,297,300.690002,12068600,300.690002
"311",298.390015,298.799988,281.609985,285.769989,18972900,285.769989
"312",287,295.350006,275.899994,295.350006,19145500,295.350006
"313",291.940002,292.869995,275.049988,280.290009,13405800,280.290009
"314",285.450012,291.25,278.01001,283.670013,12694900,283.670013
"315",273.630005,290.309998,271.220001,288.940002,12914000,288.940002
"316",293.149994,299.160004,289.109985,293.970001,10655200,293.970001
"317",289.100006,298.850006,285.649994,288.850006,11444800,288.850006
"318",291.769989,299.549988,289.119995,289.929993,9853600,289.929993
"319",297.679993,298.950012,291.690002,298.070007,10660500,298.070007
"320",302.880005,311.640015,301.820007,303.670013,14877400,303.670013
"321",309.720001,311.130005,306.75,309.25,10249400,309.25
"322",317.290009,317.48999,308.230011,311.649994,12046600,311.649994
"323",315.98999,316.100006,304,307.779999,20307900,307.779999
"324",329.660004,338.619995,323.769989,336.059998,33866500,336.059998
"325",336.299988,338.820007,331.100006,334.519989,11221100,334.519989
"326",332.880005,335.309998,326.769989,332.700012,8438800,332.700012
"327",332.220001,336.51001,326,327.769989,9158700,327.769989
"328",329.149994,331.220001,317.079987,318.690002,8968000,318.690002
"329",319.220001,320.25,302.309998,307.019989,13893200,307.019989
"330",306.369995,309.980011,292.619995,305.76001,14919700,305.76001
"331",310,316.630005,305.579987,313.980011,9266700,313.980011
"332",316.25,317.450012,306.5,311.76001,7074400,311.76001
"333",311.070007,317.880005,310.119995,312.459991,6088800,312.459991
"334",310.359985,313.480011,306.690002,313.299988,6036600,313.299988
"335",311.649994,317.100006,310.399994,313.359985,5697100,313.359985
"336",312.589996,312.589996,305.730011,311.690002,6135800,311.690002
"337",308.709991,320.980011,307.670013,320.089996,8209500,320.089996
"338",321.98999,329.019989,319.339996,326.26001,7117800,326.26001
"339",325.899994,327.350006,323.049988,326.890015,4735700,326.890015
"340",328.790009,331.950012,327.51001,330.299988,5633400,330.299988
"341",331.5,332.059998,327.339996,329.600006,5302300,329.600006
"342",329.649994,331.26001,324.869995,326.459991,4589700,326.459991
"343",327.25,330.5,327.040009,328.529999,4089800,328.529999
"344",325.940002,326.940002,322.429993,326.130005,4746100,326.130005
"345",326.279999,329.720001,325.140015,328.190002,3671700,328.190002
"346",327.529999,330.450012,323.170013,325.220001,4935700,325.220001
"347",324.899994,326.420013,322.799988,324.179993,3577700,324.179993
"348",327.109985,331.880005,325.450012,331.820007,6657300,331.820007
"349",334.049988,336.630005,331.149994,331.619995,5964400,331.619995
"350",329.040009,345,328.089996,344.720001,10049100,344.720001
"351",344.339996,354,341.119995,349.290009,14758600,349.290009
"352",349.899994,354.359985,348.829987,351.290009,7817400,351.290009
"353",351.5,356.100006,346.709991,349.730011,9717900,349.730011
"354",352.369995,354,349.26001,353.540009,5685500,353.540009
"355",353.799988,355.529999,350.209991,351.600006,6921700,351.600006
"356",353.880005,359.98999,352.820007,359.929993,7112300,359.929993
"357",362.679993,363,355.51001,361.809998,7682000,361.809998
"358",363.320007,369.829987,361.410004,365.799988,8358000,365.799988
"359",367.779999,369.679993,363.329987,367.450012,7712300,367.450012
"360",368.540009,368.700012,357.799988,361.399994,8278000,361.399994
"361",358.059998,362.390015,356.25,360.570007,5225700,360.570007
"362",361.880005,365.670013,360.910004,361.450012,4432400,361.450012
"363",363.600006,365.980011,362,363.829987,4291000,363.829987
"364",367.529999,384.25,364.109985,379.929993,18222800,379.929993
"365",384.269989,395.029999,383.25,392.869995,14598300,392.869995
"366",390.709991,398.859985,387.51001,391.980011,13588100,391.980011
"367",387.720001,393.160004,386.5,390.399994,6824800,390.399994
"368",389.5,405.290009,388.5,404.980011,16697100,404.980011
"369",415.149994,419.470001,409.600006,416.76001,16494600,416.76001
"370",421.380005,423.209991,406.369995,415.440002,18389900,415.440002
"371",419.980011,420.5,409.649994,411.089996,10428600,411.089996
"372",404.690002,405.98999,378.75,384.480011,22490900,384.480011
"373",393.279999,404.779999,389.049988,399.390015,15191200,399.390015
"374",407.559998,411.589996,390,390.390015,16541400,390.390015
"375",395,396.899994,387.100006,395.420013,12219900,395.420013
"376",399.190002,401.329987,390.549988,391.429993,9252500,391.429993
"377",385.450012,398.380005,380,398.179993,8142500,398.179993
"378",399.48999,399.980011,389.5,390.519989,5280300,390.519989
"379",393.799988,399.23999,390.859985,398.390015,8448900,398.390015
"380",397.450012,408.649994,395.519989,408.25,8629600,408.25
"381",415.950012,419.119995,411.100006,418.970001,11127500,418.970001
"382",417.23999,419.440002,413.079987,415.630005,9382900,415.630005
"383",411.339996,419.769989,410.600006,418.649994,9713900,418.649994
"384",415.160004,416.790009,407.799988,413.5,12743300,413.5
"385",409.190002,410,395.079987,395.799988,15719000,395.799988
"386",398.980011,403.359985,391.75,400.480011,22960000,400.480011
"387",346.950012,385,344,379.480011,58410400,379.480011
"388",381.23999,383.130005,372.359985,375.130005,21746300,375.130005
"389",371.059998,375.75,363,364.230011,16878700,364.230011
"390",364.920013,370.5,360.140015,361.049988,15096700,361.049988
"391",359.149994,363.899994,353.600006,362.660004,11505200,362.660004
"392",366.940002,367.399994,354.559998,357.320007,12851500,357.320007
"393",357.570007,363.279999,355.649994,362.869995,8467800,362.869995
"394",358.190002,365.540009,356.630005,363.089996,6993700,363.089996
"395",366.850006,367,351.649994,355.209991,8949500,355.209991
"396",351.929993,352.029999,334.019989,334.959991,18260700,334.959991
"397",331.51001,342.5,328,337.450012,14085400,337.450012
"398",335.869995,344.410004,334.019989,338.380005,7790500,338.380005
"399",337.230011,345,334.709991,344.5,7131300,344.5
"400",347.75,347.859985,338.480011,343.089996,8848400,343.089996
"401",342.869995,351.980011,341.73999,350.920013,8198100,350.920013
"402",353.230011,357.309998,349.01001,351.829987,7970900,351.829987
"403",352.209991,352.290009,346.609985,347.609985,5394700,347.609985
"404",347.959991,352.440002,345.820007,349.359985,4820300,349.359985
"405",346.910004,349.100006,344.420013,345.869995,4328400,345.869995
"406",339.890015,347.190002,339.070007,341.309998,6888900,341.309998
"407",342.089996,342.410004,336.25,337.48999,5805200,337.48999
"408",334.029999,335.5,321,326.399994,11784500,326.399994
"409",329.899994,331.170013,321.209991,322.440002,6689700,322.440002
"410",319.01001,324.369995,312.959991,316.779999,10407900,316.779999
"411",314.640015,331.600006,310.929993,327.730011,13591100,327.730011
"412",331,341.5,329.700012,338.019989,14783200,338.019989
"413",338.48999,346.209991,337.410004,344.440002,8930700,344.440002
"414",348.109985,350.079987,337.649994,339.170013,11336400,339.170013
"415",346,359.149994,344.540009,358.820007,14729100,358.820007
"416",367.149994,374.48999,360,364.579987,17427300,364.579987
"417",367.230011,369.98999,360.380005,368.48999,9222600,368.48999
"418",367.200012,369.859985,362.910004,368.040009,8118700,368.040009
"419",365,376.809998,363.540009,370.980011,10981000,370.980011
"420",370.660004,376,367.079987,367.679993,7943400,367.679993
"421",366.470001,368.880005,361.26001,363.600006,7605200,363.600006
"422",360,363.390015,335.829987,341.179993,13092800,341.179993
"423",347.440002,356,341.98999,346.459991,13050200,346.459991
"424",342.200012,355.75,341.25,348.679993,9105800,348.679993
"425",352.269989,352.5,343.079987,348.410004,5752200,348.410004
"426",344.670013,356.149994,343.899994,355.929993,6198100,355.929993
"427",359.079987,370.429993,356.23999,369.950012,10480800,369.950012
"428",371.910004,374.089996,366.839996,368.149994,8366100,368.149994
"429",368.549988,371.089996,363.459991,364.559998,4756400,364.559998
"430",364.220001,367.329987,349.570007,350.350006,7071900,350.350006
"431",353.670013,368.149994,351.559998,367.649994,10414000,367.649994
"432",373.950012,377.609985,359.170013,366.959991,11876800,366.959991
"433",370.26001,370.26001,363.170013,365.359985,6768100,365.359985
"434",366.589996,372.220001,360.73999,361.190002,11930600,361.190002
"435",359,373.640015,354.329987,369.609985,9322500,369.609985
"436",370.230011,371.339996,364.48999,369.429993,6799800,369.429993
"437",373.589996,382,370.880005,377.880005,13799700,377.880005
"438",379.869995,383.200012,376,380.709991,7326200,380.709991
"439",379.23999,380.799988,373.730011,374.130005,7114900,374.130005
"440",375.850006,386.109985,375.589996,381.429993,8376600,381.429993
"441",384.380005,386.799988,373.829987,377.140015,8638700,377.140015
"442",378.529999,380.929993,374.880005,377.049988,5798600,377.049988
"443",375.880005,375.920013,360.399994,363.649994,9074400,363.649994
"444",359.769989,363.5,343,351.350006,13523000,351.350006
"445",345.179993,352.950012,338.109985,349.100006,12375500,349.100006
"446",348.480011,358.720001,347.089996,355.709991,8755000,355.709991
"447",353.519989,355.149994,325.390015,325.890015,17183100,325.890015
"448",324.940002,334.200012,315.809998,321.100006,16082100,321.100006
"449",339.570007,341.299988,328.899994,339.559998,14870800,339.559998
"450",337.630005,339.209991,326.929993,333.130005,11215000,333.130005
"451",337.23999,347.950012,330.559998,346.399994,20156400,346.399994
"452",378.329987,380,356.5,364.700012,32610900,364.700012
"453",360.670013,362.200012,346.049988,346.709991,18461000,346.709991
"454",351,355.799988,332.200012,332.670013,16717200,332.670013
"455",333.100006,335.799988,320.339996,329.540009,17097200,329.540009
"456",318,336.579987,316.769989,333.160004,14907300,333.160004
"457",332.279999,333,300.730011,301.829987,19039300,301.829987
"458",307.119995,319.940002,305.25,312.869995,13346900,312.869995
"459",300.51001,313.98999,292.299988,299.829987,19616000,299.829987
"460",305.26001,307.890015,275.399994,284.839996,21698800,284.839996
"461",275.570007,290.519989,271.209991,285.809998,23685700,285.809998
"462",297.769989,311.5,295.049988,301.779999,20360300,301.779999
"463",304.589996,318.450012,296.670013,317.380005,15121500,317.380005
"464",318,321.880005,308.329987,309.100006,13404600,309.100006
"465",311.100006,317.529999,303.73999,315.440002,10283000,315.440002
"466",314.76001,320.220001,305.299988,310.839996,9710400,310.839996
"467",312.899994,328.559998,311,327.5,13328300,327.5
"468",328,332.049988,316.609985,317.920013,11023900,317.920013
"469",311.070007,312.980011,298.01001,303.470001,13480800,303.470001
"470",300,302.48999,290.630005,294.070007,10924800,294.070007
"471",295,303.549988,289.100006,294.399994,12232200,294.399994
"472",300.399994,301.839996,278.299988,286.730011,16853600,286.730011
"473",285.51001,292.5,282.160004,290.059998,9967100,290.059998
"474",287.140015,291.720001,281,286.209991,9099500,286.209991
"475",283.790009,285.089996,269.149994,270.600006,12993800,270.600006
"476",254.630005,276.339996,250,266.980011,16693800,266.980011
"477",274.420013,275.339996,261.51001,262.130005,11023000,262.130005
"478",260.109985,265.5,256.839996,258.820007,5245100,258.820007
"479",260.549988,266.25,253.800003,261.429993,12498600,261.429993
"480",259.23999,269.079987,256.140015,266.630005,11149500,266.630005
"481",271.980011,284,263.339996,282.649994,14801300,282.649994
"482",282.320007,290.48999,275.5,288.75,15431500,288.75
"483",288,290.809998,283.059998,286.130005,11860100,286.130005
"484",293.190002,298.720001,284.579987,290.299988,14117400,290.299988
"485",288.130005,295.73999,274.720001,275.329987,12800600,275.329987
"486",268.329987,283.220001,267.140015,282.880005,13074300,282.880005
"487",282.480011,284.209991,263.380005,265.140015,12466700,265.140015
"488",264.190002,271.179993,260.609985,269.700012,9605600,269.700012
"489",274.079987,274.5,262.76001,265.320007,9843200,265.320007
"490",267.660004,281.769989,266.480011,274.880005,11456700,274.880005
"491",277.640015,279.320007,271.850006,276.019989,8379300,276.019989
"492",271.809998,277.670013,265,266.839996,9915300,266.839996
"493",266.51001,272.980011,261.079987,262.799988,9634700,262.799988
"494",263.299988,275.75,263.290009,270.940002,10350100,270.940002
"495",269.959991,280.869995,263.769989,266.769989,13788400,266.769989
"496",264.640015,269.899994,251.880005,260.579987,16792900,260.579987
"497",263.829987,264.5,241.289993,246.389999,21397600,246.389999
"498",242,250.649994,233.679993,233.880005,9547600,233.880005
"499",233.919998,254.5,231.229996,253.669998,14402700,253.669998
"500",250.110001,255.589996,240.100006,255.570007,12235200,255.570007
"501",257.940002,261.910004,249.800003,256.079987,10992800,256.079987
"502",260.160004,270.100006,260,267.660004,13508900,267.660004
"503",259.279999,269.75,256.579987,267.660004,11679500,267.660004
"504",270.200012,275.790009,264.429993,271.200012,14969600,271.200012
"505",281.880005,297.799988,278.540009,297.570007,19330100,297.570007
"506",302.100006,316.799988,301.649994,315.339996,18620100,315.339996
"507",319.980011,320.589996,308.01001,320.269989,15359200,320.269989
"508",317.709991,323.350006,313.5,319.959991,13343200,319.959991
"509",314.570007,325.369995,312.5,324.660004,13472500,324.660004
"510",330.959991,341.089996,328.519989,337.589996,19500400,337.589996
"511",334.23999,335.480011,329.130005,332.940002,10499600,332.940002
"512",349.600006,357.220001,347,354.640015,21181200,354.640015
"513",354,358.850006,348.109985,351.390015,15385500,351.390015
"514",349.5,355.790009,346.410004,353.190002,18871200,353.190002
"515",351.970001,353,336.730011,339.100006,26621000,339.100006
"516",334.890015,336.880005,321.029999,325.160004,17941400,325.160004
"517",328.25,331.75,318.600006,321.98999,13480100,321.98999
"518",320.600006,331.799988,319,326.670013,11131600,326.670013
"519",328.720001,340,328.51001,338.049988,11152900,338.049988
"520",334.700012,336.299988,328.880005,335.660004,8652100,335.660004
"521",335.869995,338.220001,328.149994,328.899994,7655200,328.899994
"522",332.75,341.779999,330.799988,340.660004,9234500,340.660004
"523",339.679993,345.98999,338.089996,339.5,8535500,339.5
"524",337.179993,346.839996,336.5,339.850006,9827800,339.850006
"525",342.600006,352,341.299988,351.339996,9051400,351.339996
"526",353.200012,360,352.899994,355.809998,9046600,355.809998
"527",357,357.040009,347.190002,352.190002,6717700,352.190002
"528",347.899994,348.75,339.019989,344.709991,7864500,344.709991
"529",338,348,338,347.570007,7561400,347.570007
"530",350,352.869995,344.809998,345.730011,5454900,345.730011
"531",348.089996,360,346.519989,359.970001,10429400,359.970001
"532",357.299988,359.600006,350.279999,351.769989,10559100,351.769989
"533",351.75,360.450012,348.329987,359.070007,9295300,359.070007
"534",358.470001,364.399994,355.5,356.869995,9230000,356.869995
"535",355.799988,365,355.320007,361.920013,7396600,361.920013
"536",364.850006,366.709991,356.700012,359.910004,8110700,359.910004
"537",360.029999,362.850006,353.880005,356.970001,6227900,356.970001
"538",360.339996,366.130005,360.049988,363.019989,7088200,363.019989
"539",367.01001,371.48999,363.790009,363.910004,7569300,363.910004
"540",362.980011,365.700012,359.329987,364.970001,4944600,364.970001
"541",363.5,368.029999,359.799988,362.869995,5629900,362.869995
"542",362.470001,366.390015,357.709991,358.100006,6186800,358.100006
"543",362.26001,362.869995,354.690002,357.320007,5526500,357.320007
"544",359.720001,362.25,348.040009,351.040009,7487000,351.040009
"545",351.459991,356.170013,348.25,354.299988,5937800,354.299988
"546",353.600006,359.880005,351.700012,359.609985,6211900,359.609985
"547",360.160004,362.859985,350.5,352.600006,6151300,352.600006
"548",345.75,349.920013,342.470001,349.600006,6898800,349.600006
"549",352,358.980011,350.029999,358.859985,5387300,358.859985
"550",359.369995,360.130005,353.799988,356.269989,5164600,356.269989
"551",355.809998,362.480011,352.769989,361.209991,6444100,361.209991
"552",360.5,363.839996,358.100006,358.820007,5271400,358.820007
"553",361.019989,364,358.890015,361.459991,8444500,361.459991
"554",362.470001,370.970001,361.859985,363.440002,7194700,363.440002
"555",366.399994,366.959991,356.799988,358.779999,7541400,358.779999
"556",358.910004,375.899994,357.01001,375.220001,10917200,375.220001
"557",374,379,370.609985,377.869995,8544000,377.869995
"558",375.950012,376.429993,360.040009,361.01001,8661300,361.01001
"559",359,367.040009,357.440002,366.230011,8473800,366.230011
"560",367.869995,368.380005,358.019989,359.970001,7666500,359.970001
"561",361,362.470001,350.369995,353.369995,7852400,353.369995
"562",354.48999,355.940002,349.200012,354.609985,4361000,354.609985
"563",357.160004,358.25,353.709991,356.559998,4705600,356.559998
"564",359,368.329987,358.51001,366.959991,7036100,366.959991
"565",366.25,368.420013,362.220001,367.720001,5158700,367.720001
"566",369.26001,373.410004,366.190002,369.75,5368900,369.75
"567",370.070007,372.049988,362.399994,367.880005,4627300,367.880005
"568",369,369.799988,364.660004,365.48999,3905500,365.48999
"569",365.109985,365.940002,359.929993,361.410004,4653800,361.410004
"570",360.540009,366.73999,359,364.709991,5439200,364.709991
"571",365.790009,368.850006,362.25,363.920013,4545600,363.920013
"572",365,370.119995,360.809998,367.649994,6526900,367.649994
"573",360.690002,361.75,349.359985,351.140015,15646200,351.140015
"574",350.709991,352.209991,342.269989,348.869995,8842300,348.869995
"575",355,364.480011,352.720001,359.459991,18740200,359.459991
"576",365.049988,368.76001,350.600006,354.73999,18054100,354.73999
"577",355,360.410004,351.640015,360.350006,8353200,360.350006
"578",359.700012,377.690002,359,377.339996,11980500,377.339996
"579",375.450012,384.799988,374.709991,381.890015,10089800,381.890015
"580",381.070007,381.899994,373.269989,374.230011,6541900,374.230011
"581",374.48999,374.76001,365.700012,368.329987,6255500,368.329987
"582",368.350006,375.140015,366.23999,374.850006,5621900,374.850006
"583",373.679993,374.579987,369.119995,371.829987,3821700,371.829987
"584",369.559998,374.5,368.350006,370.540009,3870100,370.540009
"585",374,385.98999,373.170013,378.809998,9257300,378.809998
"586",378,383.5,374.51001,379.059998,5398200,379.059998
"587",381.529999,385.029999,378.269989,385.029999,5130300,385.029999
"588",377.690002,381.350006,376,378.670013,5793100,378.670013
"589",377,379.910004,365.809998,370.459991,6974900,370.459991
"590",367.920013,369,361.359985,364.369995,6572000,364.369995
"591",360.899994,364.200012,352.75,362.75,5882600,362.75
"592",361.619995,365.26001,353.059998,361.040009,5657100,361.040009
"593",352.290009,354.26001,343.100006,345.26001,8026700,345.26001
"594",348.709991,349.950012,342.5,345.609985,5353000,345.609985
"595",343.339996,356.5,341.390015,354.98999,6340100,354.98999
"596",356.369995,364,353.940002,359.309998,6441500,359.309998
"597",356.390015,359.619995,353.790009,354.450012,4725400,354.450012
"598",351.230011,352.420013,345.399994,348.109985,4621500,348.109985
"599",350.950012,356.429993,349.929993,354.269989,4026400,354.269989
"600",358.01001,370.459991,357.299988,359.730011,6229400,359.730011
"601",355.5,357.420013,347.700012,352.209991,5630400,352.209991
"602",355.410004,359.440002,353.790009,354.390015,3831000,354.390015
"603",354.390015,361.200012,353.649994,355.059998,4717100,355.059998
"604",353.600006,353.850006,345.899994,349.190002,5658900,349.190002
"605",350.549988,354.209991,348.299988,351.850006,4008000,351.850006
"606",347.220001,349.339996,342.920013,343.279999,5023400,343.279999
"607",343.559998,347.660004,332.649994,336.630005,7849600,336.630005
"608",345,353.609985,343.25,353.399994,7891600,353.399994
"609",354.380005,357.880005,348.709991,355.730011,5020100,355.730011
"610",354.839996,358.209991,352.089996,357.130005,3710000,357.130005
"611",357.390015,365.149994,355.690002,360.869995,4777300,360.869995
"612",363.649994,367.100006,349.290009,352.01001,7810300,352.01001
"613",355,357.579987,348.5,351.269989,5396700,351.269989
"614",351.820007,353.609985,343.230011,345.559998,4584700,345.559998
"615",347.230011,348.5,339.25,343.429993,6209300,343.429993
"616",341.630005,343.399994,336.160004,339.730011,5019000,339.730011
"617",342.690002,351.769989,342.059998,350.619995,5358200,350.619995
"618",355.570007,361.5,353.75,357.119995,5428500,357.119995
"619",361.720001,364.73999,356.119995,363.519989,5667200,363.519989
"620",365.910004,370.119995,361.220001,365.209991,5899500,365.209991
"621",365,371.450012,365,369.209991,7448400,369.209991
"622",370.269989,375,370.200012,371.040009,4830200,371.040009
"623",370.75,371,358.290009,360.299988,5750400,360.299988
"624",361.600006,366.790009,361.600006,362.200012,3669700,362.200012
"625",363.200012,370.850006,363.200012,370.019989,4138600,370.019989
"626",370.26001,371.540009,364.869995,367.320007,4592700,367.320007
"627",373.5,376.660004,372,374.600006,4992600,374.600006
"628",374.890015,376,370.309998,375.429993,3625000,375.429993
"629",376.690002,381.98999,375.839996,381.720001,3799000,381.720001
"630",378.290009,381.399994,375.559998,380.549988,3732200,380.549988
"631",378.190002,378.25,375.359985,376.160004,3113400,376.160004
"632",379.059998,384.76001,377.5,379.929993,6932800,379.929993
"633",382.769989,384.339996,362.679993,381,5878800,381
"634",381.100006,384.540009,378.799988,379.5,4336300,379.5
"635",378.679993,379.73999,372.790009,373.25,6636900,373.25
"636",372.940002,373.679993,362.299988,366.600006,7944700,366.600006
"637",370.089996,371.339996,364.920013,365.98999,5863200,365.98999
"638",366.25,366.5,361.75,362.440002,13639500,362.440002
"639",323.76001,329.850006,320.299988,325.209991,31287100,325.209991
"640",323.399994,325.850006,314.230011,315.100006,16302500,315.100006
"641",312,314.540009,305.809998,310.619995,17718000,310.619995
"642",311.440002,313.5,306,307.299988,9171100,307.299988
"643",310.51001,319.98999,307.25,317.940002,11961800,317.940002
"644",318.859985,327.690002,316.299988,326.459991,10798500,326.459991
"645",328.790009,336,327.5,335.779999,10847500,335.779999
"646",335.980011,336.399994,328.769989,332.700012,5782800,332.700012
"647",329.200012,329.649994,323.230011,325.929993,6029300,325.929993
"648",325.160004,331.769989,318.529999,322.98999,6259500,322.98999
"649",324.25,328.579987,318.73999,319.5,6563200,319.5
"650",317.48999,319.410004,311.799988,318.829987,6280300,318.829987
"651",310.959991,313.420013,304.679993,307.630005,8692500,307.630005
"652",310.579987,311.880005,305.299988,310.100006,6179100,310.100006
"653",302.559998,305,296.809998,304.290009,9322400,304.290009
"654",311.029999,316.359985,306.630005,315.899994,5905900,315.899994
"655",313.73999,316.640015,305.679993,308.929993,5349100,308.929993
"656",305.459991,312.890015,303.23999,310.829987,6531700,310.829987
"657",309.769989,316.429993,308.160004,312.279999,5289400,312.279999
"658",308.01001,308.410004,298.01001,299.109985,7355800,299.109985
"659",299.5,300.630005,288,295.76001,9629200,295.76001
"660",298.859985,303.549988,296.269989,302.799988,6905800,302.799988
"661",306.25,311.75,304.75,309.380005,4942200,309.380005
"662",304.570007,305,297.679993,298.98999,7349900,298.98999
"663",301.609985,302.880005,296.200012,297.809998,5685400,297.809998
"664",298.649994,300.329987,293.149994,296.929993,4974200,296.929993
"665",295,299.01001,290.320007,291.440002,6324900,291.440002
"666",295.23999,296.950012,292.5,294.980011,4695700,294.980011
"667",294.540009,296.769989,287.200012,291.029999,6309400,291.029999
"668",289.470001,292.820007,287.75,291.769989,3955700,291.769989
