"","CI.Open","CI.High","CI.Low","CI.Close","CI.Volume","CI.Adjusted"
"448",209.589996,210.770004,202.729996,206,3605400,203.282471
"449",207.759995,209.839996,205.990005,207.089996,2621600,204.358093
"450",205.809998,207.070007,203.830002,203.919998,1791200,201.229919
"451",206.839996,212.470001,206.389999,211.960007,2788200,209.163864
"452",211.190002,212.210007,209.210007,211.199997,1456700,208.413879
"453",211.350006,213.080002,209.070007,212.740005,1875100,209.933578
"454",213.699997,214.910004,209,210,2055300,207.229691
"455",209.779999,211.449997,207.399994,208.800003,1396000,206.045532
"456",206.169998,211.080002,205.020004,210.339996,1844000,207.565216
"457",209.770004,210.929993,201.589996,201.919998,2877700,199.256302
"458",202.610001,211.919998,201.229996,210.369995,3653800,207.594818
"459",208.149994,208.369995,204.080002,206.690002,2859000,203.963364
"460",208.429993,214,204.050003,206.869995,1988100,204.140976
"461",207.899994,210.649994,206.270004,210.259995,1994000,207.486267
"462",212,214.449997,209.279999,213.809998,2817300,210.989456
"463",219.009995,222.720001,212.139999,216.279999,4115300,213.426865
"464",216.759995,218,212.070007,213.130005,2281300,210.318436
"465",214,216.580002,213.339996,215.5,1355300,212.657135
"466",215.050003,215.960007,213.479996,214.240005,2136800,211.413788
"467",218,222.25,218,220.289993,3238600,217.383942
"468",220.600006,221.190002,219.320007,220.490005,3756800,217.581329
"469",220.669998,220.990005,216.770004,217.649994,1794800,214.778778
"470",217.080002,219.160004,216.449997,217.419998,1983700,214.551834
"471",217.429993,218.369995,212.259995,213.050003,2883400,210.239471
"472",213.559998,214.660004,210.919998,212.350006,2754400,209.548721
"473",211.570007,213.440002,208.610001,212.800003,2405100,209.992767
"474",213.210007,215.110001,212.389999,213.720001,1797000,210.90065
"475",215.839996,215.839996,209.470001,211.190002,1397500,208.404022
"476",211.229996,211.830002,207.240005,207.779999,1800500,205.039017
"477",207.240005,211.960007,207.240005,209.710007,1839000,206.943542
"478",208.839996,213.160004,207.190002,211.160004,535400,208.37442
"479",213.119995,218.380005,211.529999,216.279999,2187800,213.426865
"480",215.850006,217.240005,214.220001,216.800003,2278500,213.940018
"481",216.580002,222.520004,215.470001,221.720001,2605500,218.795105
"482",220.5,223.830002,218.929993,222.520004,1890000,219.584564
"483",223.190002,223.960007,219.929993,223.380005,2440900,220.433212
"484",224.820007,226.610001,220.789993,224.839996,2704100,221.873947
"485",225.449997,226.190002,217.289993,217.839996,2547900,214.966278
"486",216.039993,216.779999,206.610001,214.289993,2854700,211.463104
"487",213.389999,215.110001,204.270004,206.110001,2556400,203.391022
"488",206.630005,207.470001,199.529999,206.080002,2017900,203.36142
"489",207.729996,210.119995,204.059998,205.940002,1332300,203.223267
"490",208.529999,211.199997,207.410004,207.690002,2026600,204.950211
"491",210.020004,213.710007,207.350006,211.949997,3082200,209.153976
"492",210.839996,211.580002,202.660004,205.369995,3632200,202.660797
"493",201,202.869995,197.550003,198.660004,3935100,196.039307
"494",201.520004,202.389999,190.320007,192.059998,3720100,189.526367
"495",192.039993,201.130005,190.699997,193.300003,4751800,190.750015
"496",194.809998,194.809998,178.300003,179.800003,8708800,177.428101
"497",178.539993,187.259995,177.110001,181.300003,7237700,178.90831
"498",180.5,181.429993,176.520004,178.009995,2589000,175.661713
"499",179.740005,187.899994,177.190002,187.630005,5037100,185.154816
"500",185.75,192.789993,183.389999,192.789993,4623600,190.246735
"501",192.940002,194.210007,188.740005,190.649994,2820300,188.134979
"502",191.070007,191.929993,188.009995,189.919998,2871000,187.414597
"503",187.690002,188.949997,184.300003,187.169998,3478200,184.700882
"504",186,188.75,184.509995,185.570007,3614700,183.121994
"505",186.889999,191.130005,185.300003,188.690002,2936200,186.200836
"506",188.600006,189.690002,186.279999,186.5,2340700,184.039703
"507",187.520004,190.270004,185.009995,189.929993,3097300,187.424469
"508",191.070007,191.070007,187.089996,190.350006,4118500,187.838928
"509",190.130005,191.949997,188.210007,191.779999,2646300,189.250061
"510",189.860001,194.830002,189.550003,194.660004,3923700,192.092072
"511",193.679993,194.589996,191.679993,192.050003,2489900,189.51651
"512",192.339996,197.330002,191.850006,196.550003,2946000,193.957153
"513",196.389999,198.389999,195.830002,196.729996,2911000,194.134781
"514",195.410004,196.720001,193.089996,194.5,2536700,191.934189
"515",196.449997,197.979996,194.619995,194.830002,2521400,192.259842
"516",193.639999,195.429993,192.5,193.080002,3701000,190.532898
"517",194.5,197.710007,193.949997,196.919998,2241600,194.32225
"518",196.389999,197.429993,193.039993,193.070007,1923200,190.523056
"519",194.940002,196.869995,194.529999,196.279999,1988700,193.690704
"520",195.559998,195.839996,193.110001,195.080002,1510100,192.506531
"521",194.509995,198.479996,194.289993,198.389999,1575300,195.772858
"522",199.25,200.279999,195.270004,199.800003,2719500,197.164261
"523",199.479996,202.050003,198.860001,199.809998,2894900,197.174133
"524",195,199.380005,188.610001,194.059998,5566700,191.5
"525",192.330002,193.380005,189.529999,192.070007,3346300,189.536255
"526",192.729996,193.289993,186.009995,186.449997,4061100,183.990372
"527",185.899994,188,185.220001,187.479996,2268200,185.006775
"528",185.880005,186.809998,183.600006,185.960007,2349200,183.506851
"529",185.330002,185.600006,180.5,181.369995,3036100,178.977371
"530",181.610001,183.029999,180.880005,182.889999,3930300,180.477341
"531",183.559998,186.320007,182.220001,185.119995,2836900,182.677917
"532",185.479996,189.350006,185.25,188.800003,2392100,186.309387
"533",188.449997,192.320007,187.289993,192.220001,2363100,189.684265
"534",193.850006,198.130005,193.009995,197.869995,2842700,195.25972
"535",197.740005,199.130005,196.039993,198.279999,3208200,195.664307
"536",197.740005,197.899994,193.669998,194.119995,3195800,191.559189
"537",194,194.990005,190.630005,191.869995,1601100,189.338867
"538",192.020004,194.380005,190.139999,193.770004,1734100,191.213821
"539",194.559998,195.539993,191.169998,191.619995,1886400,189.092163
"540",191.619995,191.619995,188.050003,188.149994,1948200,185.667938
"541",186.949997,187.380005,179.5,180.720001,4645600,178.335983
"542",180.080002,180.970001,173.240005,174.440002,5918900,172.138824
"543",176,180.339996,175.369995,178.25,3150400,175.898544
"544",178.979996,179.990005,170.929993,171.679993,3045900,169.415207
"545",171.910004,172.639999,168.229996,170.110001,3938100,167.865921
"546",169.820007,169.910004,164.529999,164.910004,2440600,162.734528
"547",165.110001,165.970001,162.419998,163.809998,3355900,161.649033
"548",162.949997,165.759995,162.550003,163.139999,2011700,161.027206
"549",163.309998,164.970001,162.440002,163.630005,2090800,161.510864
"550",164.470001,166.850006,164.050003,164.300003,1997800,162.172165
"551",165.479996,169.600006,164.949997,168,2659900,165.824265
"552",168.839996,171.080002,168.309998,169.559998,3755200,167.364044
"553",169.5,170.600006,166.229996,166.449997,3753100,164.294327
"554",166.550003,167.970001,166.449997,167.110001,1696400,164.94577
"555",167.880005,173.410004,167.460007,172.779999,3452200,170.542343
"556",172.199997,173.419998,167.669998,167.869995,2314700,165.695938
"557",167,169.710007,167,168.869995,1625000,166.682983
"558",168.259995,168.630005,165.229996,166.089996,1595600,163.938995
"559",165.380005,165.380005,162.449997,163.770004,1654400,161.649048
"560",164.389999,164.570007,159.910004,160.740005,2614000,158.658295
"561",160.449997,161.770004,158.580002,159.789993,1949800,157.720581
"562",159.789993,161.039993,158.789993,159.690002,1682700,157.621887
"563",160.080002,161.789993,158.710007,160.820007,3332000,158.737244
"564",162.619995,163.089996,160.440002,161.869995,1894500,159.773666
"565",162.449997,162.490005,158.529999,158.619995,2712800,156.565735
"566",159.25,161.229996,158,159,2286400,156.940826
"567",159,161.660004,158.360001,161.479996,1703700,159.388702
"568",162.649994,167.449997,162.380005,166.130005,3692900,163.978485
"569",166.169998,167.529999,164.649994,167.399994,2385400,165.23201
"570",166.460007,170.889999,165.179993,169.130005,2742600,166.939636
"571",168.440002,169.690002,166.889999,168.199997,2082300,166.021683
"572",168.300003,168.380005,162.360001,164.009995,3368000,161.88591
"573",164.940002,165,159.729996,160.600006,3592700,158.520096
"574",161.690002,165.509995,160.160004,163.820007,2669700,161.69841
"575",166.699997,167.259995,150.509995,151.039993,6383100,149.083908
"576",151.110001,151.759995,141.949997,145.490005,8670300,143.605789
"577",145.949997,149.050003,144.240005,149,5347700,147.070328
"578",149.509995,151.720001,147.740005,147.990005,2654200,146.07341
"579",148.770004,155.789993,148.699997,153.820007,4360000,151.827927
"580",153.380005,154.440002,151.529999,154.220001,1821200,152.222733
"581",153.240005,157.720001,152.130005,156.809998,2290900,154.77919
"582",157.110001,161.160004,157.029999,160.940002,2343900,158.855698
"583",160.940002,161.380005,158.309998,160.669998,1795300,158.589188
"584",161.149994,161.169998,156.149994,158.839996,3430200,156.782883
"585",158.919998,162.830002,158.289993,162,3204400,159.901978
"586",163.779999,163.990005,152.5,158.220001,4885300,156.170929
"587",158.169998,158.740005,149.809998,152.830002,5762400,150.850723
"588",151.160004,159.350006,150.25,158.800003,3249500,156.743393
"589",157.600006,158.899994,153.210007,155.160004,2350500,153.150543
"590",154.990005,157.800003,153.429993,156.509995,1800900,154.483078
"591",154.839996,157.369995,154.009995,155.860001,1682200,153.841476
"592",156.139999,158.669998,153.429993,158.440002,2195600,156.388077
"593",155.460007,157.660004,154.169998,157.320007,2341000,155.282593
"594",157.320007,158.699997,155.25,155.289993,2778500,153.27887
"595",155.149994,155.990005,151.220001,155.270004,2094100,153.259125
"596",155.009995,158.039993,153.389999,153.789993,2208700,151.798294
"597",153.380005,157,153.130005,154.860001,1558400,152.854431
"598",154,155.830002,152.800003,153.669998,2028800,151.67984
"599",154.190002,156.229996,152.940002,154.660004,2979600,152.657028
"600",154.970001,154.970001,150.880005,152.830002,2531000,150.850723
"601",151.350006,152.399994,149.009995,150.009995,2370600,148.067245
"602",150.339996,150.830002,148.75,149.479996,2269700,147.544113
"603",149.220001,150.229996,146.259995,146.490005,4552300,144.592834
"604",145.929993,148.960007,144.429993,148.410004,2054400,146.487976
"605",148.210007,149.669998,147,147.990005,1291500,146.07341
"606",146.889999,148.380005,145.009995,148.020004,2375600,146.103027
"607",147.610001,151.25,147.5,150.410004,2479200,148.462067
"608",151.889999,154.789993,151.429993,154.050003,2251100,152.054932
"609",155.380005,155.380005,152.139999,153.809998,2194000,151.818024
"610",153.699997,154.660004,153.119995,153.720001,1300600,151.729202
"611",154.440002,158,153.929993,157.470001,1862400,155.430634
"612",157.869995,158.479996,156.330002,156.550003,1465300,154.522552
"613",156.899994,158.380005,156.059998,156.360001,1263300,154.335022
"614",155.800003,156.429993,154.600006,156.070007,1242000,154.048767
"615",156.509995,158.199997,155.520004,158.110001,952000,156.062332
"616",158.339996,159.910004,156.690002,158.410004,1473600,156.358444
"617",158.460007,159.669998,158.029999,159.110001,979000,157.049408
"618",160,161.070007,158.699997,159.839996,1561800,157.769943
"619",160,161.699997,157.970001,160.199997,2386500,158.12529
"620",160.619995,160.820007,158.759995,159.75,1546400,157.681107
"621",160.279999,162.610001,158.619995,161.149994,3055000,159.062958
"622",161,161,159.009995,160.460007,1404400,158.381912
"623",159.559998,160.820007,158.839996,160.080002,1245800,158.006836
"624",160.25,160.639999,156.369995,156.910004,1530400,154.877884
"625",157.279999,158.710007,156.360001,157.889999,1362300,155.845184
"626",158.050003,159.139999,156.509995,157.550003,3249500,155.509598
"627",158.919998,159.839996,157.910004,158.75,1715000,156.694046
"628",158.919998,161.839996,157.320007,161.809998,1738000,159.714417
"629",162.320007,165.940002,162,164.830002,1159500,162.695328
"630",164.020004,165.199997,162.839996,163.440002,862800,161.323318
"631",163.25,163.449997,160.160004,161.729996,1202300,159.635437
"632",160.190002,161.320007,159.449997,159.729996,1007100,157.661362
"633",159.929993,161.289993,159.300003,160.509995,948600,158.431259
"634",179.529999,185.770004,173,175.339996,10064800,173.069199
"635",174.899994,179.699997,174.25,179.210007,3821800,176.889099
"636",179.050003,179.820007,176.360001,177.029999,1806300,174.73732
"637",177.539993,182.119995,176.660004,179.960007,3057700,177.629379
"638",178.410004,181.850006,178.059998,178.479996,1529700,176.168533
"639",177.789993,179.320007,174.300003,176.940002,1719600,174.648483
"640",177.600006,177.600006,173.479996,173.690002,1120800,171.440567
"641",173.779999,173.779999,170.460007,170.610001,1687000,168.400467
"642",170.479996,172.960007,168.660004,172.100006,1642800,169.871155
"643",170.899994,171.539993,165.509995,171.279999,1817100,169.061783
"644",170.720001,170.889999,166.100006,166.550003,2040700,164.393036
"645",167.419998,167.630005,165.940002,167.300003,1801700,165.133331
"646",166.779999,172.490005,166.779999,172.240005,1563400,170.009354
"647",170.570007,172.440002,169.179993,172.25,878900,170.019211
"648",173.539993,173.660004,169.270004,169.919998,2017300,167.719391
"649",170.039993,173.009995,165.050003,167.559998,3175900,165.389969
"650",167.869995,169.149994,162.339996,164.580002,1905900,162.448563
"651",162.360001,163.279999,157.130005,159,2570500,156.940826
"652",163,164.429993,159.589996,163.720001,3088100,161.599701
"653",161.570007,166.830002,160.380005,166.479996,1806300,164.323944
"654",166.619995,167.990005,164.880005,166.600006,1590900,164.442398
"655",166.509995,170.839996,166.320007,169.899994,1664900,167.699631
"656",168.380005,169.649994,165.039993,165.610001,1313800,163.465225
"657",165.610001,170.089996,165.610001,169.470001,1321900,167.275223
"658",166.600006,166.860001,160.039993,160.179993,2839100,158.10553
"659",161.020004,161.210007,157.130005,159.699997,1743200,157.631744
"660",160.330002,163.169998,157.130005,161.240005,1453000,159.15181
"661",163.050003,164.779999,162.729996,162.979996,1265400,160.869278
"662",162.559998,164.029999,160.699997,161.149994,1250500,159.062958
"663",162.649994,164.050003,161.570007,162.339996,1263600,160.237564
"664",162.399994,162.399994,155.410004,155.779999,2060100,153.762512
"665",155,157.080002,152.289993,153.300003,2201800,151.314651
"666",154.229996,154.509995,152.199997,152.910004,1529200,150.929672
"667",153.190002,153.539993,146.229996,146.270004,2794300,144.375687
"668",146.279999,149.380005,145.509995,147.449997,2343300,145.54039
"669",149.089996,152.830002,148.919998,152.5,2045200,150.525009
"670",153.300003,155.369995,152.539993,153.970001,1553500,151.975967
"671",152.820007,155.330002,152.119995,154.990005,2994000,152.982758
"672",156.440002,157.580002,152.539993,152.940002,1915700,150.959305
"673",154.889999,154.889999,150.940002,151,2092900,149.044418
"674",150.860001,154.720001,150,153.800003,2031300,151.808167
"675",155.169998,162.589996,154.649994,162.160004,2945400,160.059906
"676",162.389999,166.960007,160.270004,164.990005,2936500,162.853241
"677",164.419998,165.460007,160.190002,161.889999,2194500,159.793396
"678",165.130005,165.279999,158.75,158.979996,3362700,156.921097
"679",160.100006,162.990005,159.550003,160.850006,2194900,158.766861
"680",159.979996,165.619995,159.979996,165.5,1558600,163.356644
"681",164.089996,165.759995,160.789993,161.5,1620000,159.408432
"682",160.529999,161.960007,159.380005,160.440002,1563100,158.362167
"683",161.020004,166.699997,160.589996,164.710007,2006900,162.576889
"684",165.539993,166.720001,161.320007,161.380005,2695700,159.289993
"685",160.570007,161.399994,159.690002,160.149994,2112500,158.075928
"686",160.789993,161.610001,156.729996,157.910004,1842600,155.864944
"687",157.460007,158.460007,154.910004,155.220001,1689600,153.209778
"688",155.910004,156.300003,149.460007,149.789993,3523500,147.850082
"689",150.610001,152.039993,148.130005,149.479996,2463900,147.544113
"690",150.529999,152.889999,148.229996,151.789993,1993700,149.824188
"691",152.960007,153.100006,147.919998,150.429993,2231800,148.481812
"692",149.210007,152.050003,148.410004,149.240005,2563800,147.30722
"693",149.020004,150.039993,147.809998,148.610001,2010100,146.685379
"694",148.369995,151.259995,148,150.740005,2097400,148.787811
"695",150.589996,151.850006,149.149994,149.199997,2216600,147.267731
"696",147.979996,148.779999,146.5,147.190002,1854900,145.283768
"697",148.389999,149.990005,147.389999,149.589996,1796900,147.652679
"698",149.100006,152.460007,148.550003,150.830002,2215600,148.876633
"699",152.539993,155.990005,151.729996,152.399994,1946100,150.4263
"700",152.210007,152.800003,150.789993,151.580002,1304300,149.616928
"701",155.300003,161.339996,155.100006,160.160004,2792200,158.0858
"702",159.740005,161.679993,157.809998,161.470001,1822100,159.37883
"703",161.729996,165.289993,161.470001,164.770004,1796000,162.636093
"704",165.839996,167.380005,163.830002,166.880005,2030300,164.718765
"705",166.949997,168.059998,165.850006,166.740005,1891200,164.580582
"706",166.080002,172.229996,166.080002,170.380005,2379000,168.173431
"707",170.199997,173.529999,169,172.910004,2088700,170.670654
"708",172.869995,173.669998,168,170.110001,1974300,167.906937
"709",169.990005,172.149994,168.869995,171.490005,1325300,169.269058
"710",171.679993,175.740005,171.369995,174.789993,2019300,172.526321
"711",174.600006,178.130005,174.320007,177.979996,1927000,175.675003
"712",176.550003,177.649994,175.440002,176.440002,2033200,174.154968
"713",178.25,179.5,171.649994,178.460007,3971400,176.148788
"714",179.210007,184.559998,178,179.509995,3425800,177.185196
"715",181.309998,183.679993,178.449997,183.119995,2451400,180.748444
"716",184,184.740005,181.679993,181.850006,2581100,179.494904
"717",182.970001,184.440002,181.740005,183.130005,1763600,180.758316
"718",184.029999,186.5,183.460007,185.339996,1356000,182.939697
"719",186,189.279999,185.259995,188.199997,1461300,185.762665
"720",185.899994,187.470001,185.070007,187.160004,1390400,184.736115
"721",186.470001,190.539993,186.25,188.970001,1831900,186.52269
"722",187.949997,191.740005,187.220001,190.25,1463000,187.786102
"723",190.339996,191.710007,189.009995,189.699997,1534900,187.24321
"724",190.389999,198.639999,188.279999,196.009995,3056600,193.471497
"725",197.380005,202.850006,195.75,198.380005,2818800,195.810806
"726",198.729996,200.389999,196.330002,200.020004,1666100,197.429581
"727",199,200.600006,197.169998,199.910004,1633000,197.321014
"728",200.270004,201.429993,198.100006,201.210007,1359200,198.604172
"729",202,202.880005,200.320007,201.850006,1492300,199.23587
"730",202,205.240005,201.839996,203.869995,2419700,201.229721
"731",204.389999,204.389999,199.389999,200.369995,2201100,197.77504
"732",200.5,202.589996,198.5,200.029999,2042000,197.439468
"733",200.029999,200.789993,198.5,199.919998,812000,197.330872
"734",199.919998,200.389999,196.839996,196.940002,1498900,194.389465
"735",193.940002,195.979996,192.539993,195.330002,1975900,192.800308
"736",196.410004,197.990005,195.289993,196.740005,1820300,194.192062
"737",196.699997,196.820007,193.580002,195.589996,1526300,193.056931
"738",197.509995,199.940002,197.089996,198.929993,1658000,196.353683
"739",198.080002,198.839996,195.850006,195.949997,1376600,193.412292
"740",195.679993,195.679993,189.520004,191.710007,3335200,189.227203
"741",191.490005,193.5,189.830002,191.75,1971100,189.266678
"742",192.330002,194.899994,191.110001,193.559998,2013100,191.053238
"743",193.910004,194.960007,188.800003,189.869995,2090900,187.411011
"744",191.809998,197.229996,191,195.130005,1867500,192.602905
"745",194.580002,196.330002,192.080002,193.520004,1701700,191.013763
"746",195,199.800003,194.589996,198.199997,2439600,195.633148
"747",198.210007,199.990005,197.809998,198.720001,1683500,196.146408
"748",201.559998,206.240005,201.559998,204.589996,4943200,201.940369
"749",203.970001,207.279999,203.369995,206.470001,1901000,203.796036
"750",206.529999,206.929993,204,204.009995,531000,201.367889
"751",204.509995,205.350006,203.979996,204.380005,743100,201.733124
"752",204.440002,204.949997,203.589996,204,1053600,201.358032
"753",203.699997,204.589996,202.380005,202.970001,954800,200.341385
"754",202.880005,204.710007,202.009995,204.490005,1483600,201.84169
"755",205.389999,205.850006,202.089996,204.940002,1372600,202.285889
"756",202.009995,204.389999,200.800003,203.179993,1387300,200.54866
"757",202,207.160004,201.949997,206.919998,1243000,204.240219
"758",206.179993,208.779999,205.279999,207.929993,1354600,205.237137
"759",207.929993,211.720001,207.190002,211.410004,1483600,208.672073
"760",210.029999,212.229996,209,210.850006,2018200,208.119324
"761",212.110001,212.350006,209.699997,210.279999,1034800,207.556702
"762",208.509995,209,201.960007,203.509995,2376600,200.874359
"763",203.259995,206.949997,203.020004,205.190002,1499100,202.532623
"764",205.190002,210.419998,205.190002,208.229996,1799700,205.533249
"765",209.410004,211.259995,208.5,210.949997,1387500,208.218018
"766",210.960007,212.639999,209.229996,212.520004,1680000,209.7677
"767",211.679993,214.440002,210.399994,213,2192200,210.24147
"768",213.300003,213.800003,210.369995,211.259995,1468700,208.524017
"769",211.039993,213.380005,209.830002,212.699997,1511600,209.945358
"770",212.710007,212.990005,204.740005,206.009995,1882200,203.34198
"771",202.199997,202.610001,196.649994,199.949997,1498300,197.360489
"772",201.350006,206.119995,200.630005,205.330002,1603400,202.670807
"773",204.860001,206.419998,201.720001,202.539993,1849500,199.916931
"774",200.509995,201.529999,194.869995,196.990005,3180000,194.438828
"775",195.380005,195.820007,191.089996,192.380005,1816000,189.888535
"776",193.820007,196.080002,191.179993,191.770004,2356200,189.286438
"777",194.160004,198.710007,193.899994,196.860001,1955700,194.310501
"778",200.089996,207.5,200.089996,206.479996,2122600,203.805908
"779",210.25,216.179993,207.830002,211.860001,3006200,209.116241
"780",210.669998,212.789993,208.009995,208.919998,2046800,206.21431
"781",208.029999,211.899994,207.509995,210.320007,2041400,207.596191
"782",212.350006,215.330002,210.399994,215.179993,1815100,212.393234
"783",217.820007,224.639999,217,222.559998,2720700,219.677658
"784",220.330002,224.25,220.330002,221.889999,2115900,219.016342
"785",221.639999,222.279999,218.929993,220.339996,2077300,217.48642
"786",220.339996,224.570007,219.429993,221.949997,1956100,219.075562
"787",221.5,223.580002,219.5,221.440002,1615200,218.572159
"788",219.309998,221.740005,216.210007,220.410004,2206200,217.555511
"789",218.570007,219.820007,216.770004,217.190002,1469800,214.377213
"790",207.869995,210.119995,200.050003,200.360001,3114500,197.765167
"791",203.339996,203.940002,189.360001,191.759995,2824100,189.276535
"792",193.720001,195.5,188.539993,188.919998,2869700,186.473328
"793",184.490005,189.789993,181.720001,181.929993,3101300,179.573853
"794",176.25,184.589996,174.220001,182.940002,5465700,180.570786
"795",183.410004,194.539993,180.410004,194.339996,3901200,191.823135
"796",194.339996,203.880005,186.899994,189.25,3570000,186.799057
"797",208.039993,211.940002,205.350006,209.539993,6127800,206.826294
"798",203.029999,206.350006,198.630005,200.929993,3106900,198.327789
"799",194.210007,196.550003,188,195.520004,3447900,192.987854
"800",181.259995,186.350006,173.899994,181.600006,3897800,179.284805
"801",187.789993,198.699997,186.029999,197.770004,4188200,195.248657
"802",191.240005,196.539993,183.539993,187.229996,4106600,184.843018
"803",175.160004,181.440002,163.580002,164.270004,4830200,162.175735
"804",172.690002,180,164.229996,179.869995,5081600,177.576859
"805",150,162.389999,145.240005,150.690002,3340800,148.76889
"806",154.210007,162.75,148.279999,155.089996,3765400,153.112778
"807",145,146,118.5,142.910004,4199600,141.088058
"808",141.600006,149.570007,134.100006,146.520004,3987400,144.652039
"809",149.320007,150.639999,139.820007,142.089996,4711700,140.278519
"810",140.25,140.460007,126,130.059998,4226400,128.401871
"811",141.940002,147.649994,136.550003,147.199997,5464300,145.323364
"812",145,165.539993,143,156.820007,4232900,154.820724
"813",158.309998,170.850006,154.410004,169.539993,4059400,167.378555
"814",160.740005,167.789993,159.800003,161.289993,3563000,159.233719
"815",162.740005,178.940002,162.740005,178.259995,3677400,175.987381
"816",176.979996,181.979996,173.5,177.179993,4427600,174.921158
"817",169.720001,174.270004,167.389999,173.070007,2993300,170.863556
"818",168.440002,172.929993,164.289993,168.809998,2501400,166.657867
"819",167.330002,169.770004,159.389999,163.839996,2271700,161.751221
"820",171.679993,176.699997,170.399994,173.490005,3060600,171.278214
"821",181.470001,186.410004,176.210007,177.169998,2351500,174.911285
"822",179.639999,189.25,175.139999,186.220001,2548700,183.845917
"823",186.889999,188.649994,180.75,181.830002,2485600,179.511871
"824",180.509995,182,174.050003,177.479996,1682800,175.217316
"825",181.039993,188.339996,181.039993,185.619995,1799300,183.253555
"826",182.759995,187.619995,179.229996,182.600006,2597600,180.272064
"827",184.75,196.330002,183.25,195.350006,2678800,192.859512
"828",198.630005,199.350006,190.699997,194.130005,3482700,191.65506
"829",191.490005,193.529999,188.380005,188.699997,1861500,186.294281
"830",184.039993,188,177.75,177.910004,2452800,175.641846
"831",182.940002,187.809998,180.850006,182.589996,1756800,180.262177
"832",183,186.449997,182.649994,184.279999,1024000,181.930634
"833",185.529999,188.830002,183,188.199997,1346700,185.800674
"834",190.369995,193.940002,190,192.809998,1529700,190.351883
"835",196.529999,196.990005,184.830002,189.589996,1347600,187.172943
"836",192.910004,197.320007,187.800003,195.869995,1844500,193.372879
"837",197.25,202.75,194.110001,195.779999,2732700,193.284027
"838",192,194.880005,185.360001,187.089996,1614200,184.704803
"839",181,186.419998,180.529999,184.610001,1525600,182.256424
"840",187.029999,192.789993,186.610001,190.389999,1440300,187.962738
"841",192.279999,193.429993,183.009995,183.429993,1438600,181.091476
"842",185.520004,187.690002,183.300003,184.179993,1127400,181.831894
"843",187.119995,189.429993,186.100006,189.270004,1300600,186.857025
"844",187.630005,191.539993,187.559998,188.990005,1068100,186.580597
"845",190.699997,194.210007,189.559998,189.559998,1334600,187.143311
"846",188.330002,189,178.679993,181.009995,1845800,178.702332
"847",179.679993,184.460007,176.520004,184.460007,1838700,182.108353
"848",183.669998,190.410004,183.259995,190.149994,1305200,187.7258
"849",195.240005,196.199997,193.360001,193.509995,1257900,191.042969
"850",192.860001,194.979996,190.5,191.779999,997200,189.335022
"851",193.940002,194.550003,187.5,188.270004,1617300,185.869781
"852",187.960007,190.229996,186.669998,188.679993,1072300,186.274536
"853",189.460007,189.75,186.880005,189,818700,186.590469
"854",193.759995,198,192.860001,195.919998,1542700,193.422241
"855",196.639999,199.649994,193.289993,199.460007,1288200,196.917114
"856",200,205,199.559998,200.570007,1463000,198.01297
"857",200.570007,203.369995,195.679993,197.320007,2306800,194.804413
"858",196.440002,198.809998,194.619995,198.100006,1062900,195.574463
"859",198.210007,202.509995,196.25,201.309998,1964900,198.743515
"860",203.559998,204.869995,200.580002,201.360001,1404700,198.792877
"861",199.460007,204.399994,198.460007,202.389999,1259200,199.809753
"862",205,213.559998,203.410004,209.479996,1956000,206.809357
"863",207.979996,215.919998,207.220001,215.839996,2092800,213.088272
"864",213.990005,217.300003,211.5,214.5,1497600,211.765381
"865",214.470001,214.5,206.639999,209,1433300,206.335495
"866",204.179993,204.779999,189.330002,191.559998,2936300,189.117828
"867",197.830002,198.419998,187.949997,190.020004,2004800,187.597458
"868",185.270004,189.389999,182.360001,187.130005,2105400,184.744308
"869",193.850006,196.160004,189.5,193.020004,1348400,190.559219
"870",194.520004,194.990005,190.830002,191.800003,1169500,189.354767
"871",190.360001,190.770004,187.279999,189.979996,1881200,187.557968
"872",194.080002,196.850006,190.75,191.399994,2260000,188.959869
"873",190.289993,192.410004,187.169998,190.380005,1450000,187.952866
"874",192.139999,193.990005,189.639999,192.309998,1687200,189.858261
"875",190.100006,191.979996,182.210007,183.970001,1658100,181.624588
"876",183.100006,185.960007,181.059998,185.479996,1225200,183.115341
"877",184.919998,185.630005,182.429993,185.059998,2410400,182.700699
"878",186.679993,187.759995,183.690002,187.550003,1294300,185.158951
"879",187.529999,188.789993,184.350006,187.649994,2146900,185.257675
"880",187.960007,192.350006,187.479996,190.5,2004000,188.07135
"881",191.960007,194.520004,190.089996,190.490005,892500,188.061478
"882",191.800003,192.800003,189.009995,189.330002,1571100,186.91626
"883",186.949997,188.199997,181.529999,182.050003,2183500,179.72908
"884",182.479996,184.529999,177.139999,180.080002,2535200,177.784195
"885",179.5,180.320007,171.770004,173.899994,2331500,171.682968
"886",174.350006,176.050003,170.789993,175.539993,1520600,173.302048
"887",176.350006,180.130005,176.210007,177.369995,1733600,175.108734
"888",176.970001,182.389999,175.330002,182.169998,1798900,179.847534
"889",183.100006,184.720001,180.190002,181.039993,1816400,178.731934
"890",181,181.360001,178.899994,180,1706800,177.7052
"891",181.279999,181.910004,179.289993,179.809998,2537500,177.517639
"892",179.970001,180.240005,175.720001,175.860001,2002200,173.617981
"893",178,178.479996,176.259995,178.300003,2542700,176.026886
