"","LEN.Open","LEN.High","LEN.Low","LEN.Close","LEN.Volume","LEN.Adjusted"
"33",45.240906,45.68338,44.985252,45.68338,1254266,44.394028
"34",45.939037,46.263519,45.752213,46.23402,1923859,44.929119
"35",47.118977,47.138641,46.145527,46.519173,2453818,45.20623
"36",46.794495,46.794495,45.929203,46.361851,1718425,45.053345
"37",46.155357,46.735497,45.889874,46.637169,1877687,45.320896
"38",46.637169,47.689281,46.430679,47.561455,2462869,46.219097
"39",47.531956,48.180923,47.384464,47.974434,3558280,46.620419
"40",48.328419,49.596851,48.29892,49.174042,3536007,47.786179
"41",49.06588,49.252705,48.711899,48.908554,1628522,47.528179
"42",48.751228,49.24287,48.269421,49.06588,3247993,47.681057
"43",48.800392,49.351032,48.603737,49.134708,2609215,47.747944
"44",49.24287,49.96067,48.967552,49.862339,2898348,48.45504
"45",49.803345,51.543755,49.754177,51.376598,4603247,49.926556
"46",51.376598,52.015732,50.432644,51.061947,4805834,49.620796
"47",51.533924,52.890854,51.52409,51.838741,6202175,50.375664
"48",51.966568,52.114059,51.022617,51.052113,3861956,49.611237
"49",50.93412,50.97345,50.186825,50.737465,2415884,49.305462
"50",50.993118,51.415928,50.38348,51.258602,2974013,49.81189
"51",51.445427,52.379547,51.012783,52.08456,3736763,50.614536
"52",52.025566,52.399212,51.750244,51.946903,4068000,50.480766
"53",51.917404,51.937069,51.278271,51.799412,3506311,50.337437
"54",51.288101,51.52409,49.970501,50.412979,4695591,48.990131
"55",50.521141,50.530972,49.400196,49.862339,3260807,48.45504
"56",49.921337,50.481808,49.79351,50.009834,1706729,48.59837
"57",50.196655,50.471977,49.852509,50.186825,1895891,48.770359
"58",49.528023,50.245823,49.380531,50.127827,1816464,48.713032
"59",49.901672,50.806293,49.891838,50.501476,1590588,49.076141
"60",50.176991,50.796459,50.176991,50.639133,1374679,49.209911
"61",50.540806,50.707966,50.176991,50.442478,1606860,49.018806
"62",50.344151,50.521141,50.167156,50.334316,1229553,48.913696
"63",50.393314,50.629303,49.606686,50.058998,1932097,48.646145
"64",49.862339,50.137661,49.587021,49.79351,1298404,48.388153
"65",50.019665,50.55064,49.734512,49.79351,1834465,48.388153
"66",49.705013,50.432644,49.606686,50.058998,1472311,48.646145
"67",49.882008,50.20649,49.79351,49.832844,1187348,48.426373
"68",50.108162,51.30777,50.058998,50.619469,2220213,49.1908
"69",50.55064,51.111111,50.334316,51.052113,2626301,49.611237
"70",50.747295,51.032448,50.294987,50.432644,1977658,49.009247
"71",50.560471,51.563423,50.560471,50.924286,2647454,49.487019
"72",51.071781,51.543755,50.914455,51.474926,2089528,50.02211
"73",51.189774,51.887905,50.963619,51.553589,1850126,50.098553
"74",51.809242,52.005901,51.445427,51.720749,1852262,50.26099
"75",52.005901,52.114059,50.521141,51.022617,2880144,49.582569
"76",50.855457,51.209438,50.511307,51.14061,2208619,49.697231
"77",51.681416,51.819077,50.55064,50.707966,1874331,49.276794
"78",50.432644,50.511307,49.478859,49.852509,3989183,48.44548
"79",49.980335,50.471977,49.773846,50.117992,4499717,48.703476
"80",50.147491,50.412979,49.773846,50.255653,2036441,48.837246
"81",50.117992,50.167156,49.056046,49.655849,2748239,48.292179
"82",49.882008,50.088497,49.429695,49.44936,2123903,48.091351
"83",49.41003,49.61652,49.016716,49.341202,2020576,47.986168
"84",49.282204,49.557522,48.51524,48.898724,2316421,47.555836
"85",48.957718,49.282204,48.84956,48.947887,1277962,47.603649
"86",49.174042,49.262535,48.829891,48.957718,1540755,47.613209
"87",48.947887,49.174042,48.741398,49.016716,1105784,47.670586
"88",48.977383,49.891838,48.977383,49.813175,2016304,48.445179
"89",49.685349,49.744347,49.183872,49.724682,1508211,48.359116
"90",49.61652,50.216324,49.360867,50.137661,1868738,48.760757
"91",50.098328,50.098328,49.44936,49.547688,1026560,48.186977
"92",49.714848,50.38348,49.655849,50.176991,1547976,48.799
"93",50.38348,50.580139,49.764011,50.570305,1287115,49.181511
"94",50.570305,50.570305,49.311703,49.429695,1822261,48.072235
"95",49.419861,50.639133,49.095379,50.245823,1893552,48.86594
"96",50.432644,51.445427,50.245823,51.278271,2325167,49.870026
"97",51.425762,51.838741,51.258602,51.573254,1841889,50.156918
"98",51.946903,52.428711,50.648968,50.76696,1738053,49.372768
"99",50.648968,51.179939,50.157326,51.111111,1354339,49.707458
"100",51.406097,51.533924,50.609634,50.865292,1795107,49.468399
"101",50.658798,50.884956,50.501476,50.668633,947030,49.277142
"102",50.580139,50.776794,50.078663,50.629303,1643269,49.238884
"103",50.845623,50.875122,50.117992,50.452312,1477599,49.066757
"104",50.501476,51.130775,50.147491,51.061947,1574011,49.659657
"105",51.111111,52.005901,51.111111,51.848576,1975828,50.424675
"106",51.819077,51.86824,51.347099,51.553589,1884704,50.137791
"107",51.111111,51.533924,50.894791,51.337265,1436919,49.927406
"108",51.366764,51.966568,51.30777,51.533924,1295150,50.118668
"109",51.533924,51.819077,51.15044,51.268436,1264436,49.86047
"110",51.347099,51.445427,50.884956,51.130775,1562417,49.726589
"111",51.042282,51.848576,51.042282,51.809242,1586520,50.386421
"112",51.966568,53.077679,51.720749,52.753197,2048645,51.304455
"113",52.949852,53.923306,52.733528,53.028515,2692406,51.572212
"114",52.674534,53.156342,51.966568,52.212391,2141497,50.778507
"115",52.015732,52.114059,51.396263,52.045231,2294250,50.61594
"116",52.114059,52.41888,51.730579,51.858406,4657250,50.434242
"117",54.562439,54.818092,52.359882,52.969517,7395827,51.514828
"118",52.890854,53.362831,51.90757,52.359882,2566196,50.92194
"119",52.222221,52.320553,51.52409,51.533924,1404579,50.118668
"120",51.622417,51.956734,51.219273,51.248772,4172344,49.841351
"121",51.406097,51.710915,51.199608,51.583088,1294234,50.166485
"122",51.622417,51.927238,51.219273,51.219273,1123785,49.812653
"123",51.642086,52.182892,51.248772,51.976402,1614182,50.548988
"124",51.86824,51.966568,51.160275,51.819077,2584807,50.395996
"125",52.015732,52.890854,51.986233,52.428711,1841177,50.988884
"126",52.340218,52.605701,51.671581,51.681416,1142498,50.262112
"127",51.563423,51.86824,51.061947,51.52409,2156549,50.109108
"128",51.130775,51.514259,50.678467,51.002949,2612266,49.602276
"129",51.288101,52.979351,51.130775,52.586037,2484734,51.141891
"130",52.507374,53.697147,52.310719,53.687317,2992116,52.212929
"131",52.812195,53.136677,52.143559,52.84169,2546670,51.428188
"132",53.058014,53.608654,52.379547,52.851524,1959149,51.437767
"133",52.645035,53.303837,52.497543,52.900688,1198636,51.485607
"134",52.723698,53.510323,52.723698,53.126842,1361356,51.705727
"135",53.097343,53.323502,52.566372,52.713863,2240756,51.303787
"136",52.576206,52.674534,51.651917,52.064896,2212585,50.672173
"137",52.291054,52.753197,51.917404,52.409046,3062289,51.007126
"138",52.468044,52.497543,51.671581,52.369717,1674287,50.968849
"139",52.350048,53.3825,52.232056,52.438545,1874026,51.035835
"140",52.379547,52.517208,51.90757,51.996067,1602589,50.60519
"141",52.055065,52.654865,52.035397,52.300884,1823074,50.901855
"142",52.241886,52.291054,51.533924,51.86824,1504550,50.480785
"143",51.887905,52.232056,51.553589,52.143559,1160295,50.748741
"144",52.064896,52.300884,50.97345,51.553589,2095935,50.174557
"145",51.789577,51.819077,51.15044,51.563423,1141277,50.184128
"146",51.681416,52.517208,51.415928,52.487709,1068155,51.083687
"147",52.350048,53.195675,52.133728,52.969517,1413020,51.552597
"148",52.969517,53.146507,52.615536,52.969517,1301455,51.552597
"149",53.087513,53.490658,53.038349,53.343166,1009474,51.91626
"150",53.343166,53.510323,53.107178,53.3825,818075,51.954533
"151",53.343166,53.94297,52.999016,53.520157,1120632,52.08852
"152",53.264503,53.618484,52.910522,53.254669,1181856,51.83012
"153",52.920353,53.077679,52.123894,52.271385,1000423,50.873146
"154",52.08456,52.487709,51.809242,52.359882,712917,50.95927
"155",52.409046,53.284168,52.409046,52.989185,1177483,51.571743
"156",52.989185,53.254669,52.674534,53.166176,1217044,51.743999
"157",53.235004,53.303837,52.763027,53.185841,915503,51.763138
"158",53.176006,53.264503,51.956734,51.996067,1372747,50.60519
"159",51.819077,51.819077,51.002949,51.012783,1787988,49.648205
"160",51.022617,51.386433,50.668633,51.238937,1120327,49.868317
"161",51.179939,51.288101,50.58997,51.061947,1773750,49.696053
"162",50.835793,51.248772,50.265488,50.727631,2329032,49.370689
"163",50.894791,50.953785,50.285152,50.334316,908995,48.987892
"164",50.353981,50.884956,50.216324,50.747295,1297895,49.38982
"165",50.75713,50.806293,49.813175,50.068829,1733985,48.729511
"166",49.675514,50.03933,49.587021,49.646019,1583774,48.318001
"167",49.724682,50.20649,49.606686,49.862339,930047,48.528549
"168",50.009834,50.943954,49.96067,50.894791,1564553,49.533375
"169",51.042282,51.278271,50.816128,50.894791,957912,49.533375
"170",50.845623,50.845623,49.518192,50.186825,1571570,48.844349
"171",50.226154,50.304817,48.928219,49.213371,3247688,47.896935
"172",49.370697,49.478859,48.938053,49.036381,1672355,47.724667
"173",48.918388,50.009834,48.69223,49.695183,1534755,48.365852
"174",49.921337,50.983284,49.764011,50.875122,1867619,49.514233
"175",50.875122,51.406097,50.76696,51.288101,1608284,49.916157
"176",51.258602,51.376598,49.577187,50.353981,3230297,49.007027
"177",50.255653,50.58997,49.587021,50.03933,2014677,48.700798
"178",50,50.825958,49.557522,50.452312,3215957,49.102726
"179",50.511307,51.258602,50.344151,50.835793,2888483,49.475948
"180",50.530972,51.327435,50.294987,50.943954,3310437,49.581219
"181",50.639133,50.894791,49.596851,49.61652,2434088,48.289291
"182",49.891838,50.088497,49.419861,49.646019,1101614,48.318001
"183",49.655849,50.058998,49.282204,49.439529,1856635,48.117039
"184",49.164207,49.832844,49.06588,49.685349,2623860,48.356281
"185",49.96067,50.452312,49.685349,50.324486,1842092,48.978329
"186",50.658798,50.875122,49.911503,50.462143,2206280,49.112297
"187",50.442478,51.386433,50.344151,51.356934,1971861,49.983154
"188",51.710915,52.6647,51.612587,51.917404,3296402,50.528637
"189",52.182892,52.261555,51.622417,51.937069,3034525,50.547771
"190",53.9823,54.91642,52.615536,54.424778,8070912,52.968933
"191",54.139626,55.496559,54.139626,55.46706,3666590,53.983341
"192",55.535889,55.830875,55.024582,55.132744,2891738,53.657963
"193",55.08358,55.270405,54.601768,54.955753,2878619,53.485706
"194",54.788593,55.447395,54.660767,55.260571,1666253,53.782375
"195",55.211407,55.526058,54.847591,55.299904,1844126,53.820641
"196",55.162243,55.67355,55.12291,55.634216,2037254,54.146023
"197",55.378563,55.752213,55.103245,55.113079,1457056,53.638824
"198",55.349068,55.742378,55.054081,55.08358,1487566,53.610107
"199",55.103245,55.329399,54.739429,54.926254,1309998,53.457001
"200",54.926254,55.240906,54.798428,55.034416,2251435,53.562279
"201",55.024582,55.50639,54.867256,55.329399,4306080,53.887871
"202",55.309734,55.978367,54.867256,55.801376,2514431,54.347546
"203",56.814159,57.030483,56.047199,56.538841,2406629,55.065807
"204",56.44051,56.941986,56.135693,56.342182,2216755,54.874264
"205",56.391346,57.15831,56.391346,57.040314,2458496,55.554214
"206",57.610619,57.974434,56.873158,56.971485,3231314,55.487179
"207",57.236973,57.630283,57.020649,57.482792,1715984,55.985165
"208",57.463127,57.659782,56.912487,57.040314,1812294,55.554214
"209",55.221237,56.293018,54.591938,54.749264,13502709,53.322842
"210",54.90659,55.063911,53.992134,54.739429,8826543,53.313274
"211",55.152409,56.027531,54.53294,56.007866,6986180,54.548668
"212",56.066864,56.165192,53.9823,54.178959,6770576,52.767406
"213",54.090462,54.513275,53.529991,53.706982,4541820,52.307724
"214",54.896755,55.319569,53.638149,55.201572,3190227,53.763374
"215",55.358898,56.135693,55.250736,55.535889,3163989,54.088985
"216",55.339233,57.590954,54.926254,57.58112,5577431,56.080929
"217",57.48,59.07,57.189999,58.93,7262300,57.394669
"218",58.669998,59.32,58.32,58.709999,5263800,57.180393
"219",58.360001,58.689999,58.02,58.220001,3921700,56.703159
"220",57.810001,58.580002,57.75,58.560001,3250600,57.034306
"221",58.27,58.48,57.740002,58.02,2463000,56.508373
"222",58.119999,58.509998,57.880001,58.09,2942800,56.576546
"223",57.919998,59.099998,57.810001,58.889999,3717600,57.355698
"224",58.880001,59.310001,58.73,59.119999,3729000,57.579716
"225",59.52,60.860001,59.32,60.529999,3510700,58.952969
"226",60.360001,60.810001,60.049999,60.610001,2669400,59.030891
"227",60.740002,61.349998,60.689999,61.02,1290800,59.430218
"228",61.009998,61.130001,60.23,60.75,3958000,59.167244
"229",60.919998,61.580002,60.810001,61.540001,4147800,59.936661
"230",61.5,62.66,61,62.18,5049400,60.559986
"231",62.669998,63.150002,62.200001,62.779999,4778500,61.144356
"232",62.84,63.27,61.259998,62.560001,4958600,60.930092
"233",63.41,63.939999,62.84,62.98,4516300,61.339146
"234",61.540001,62.549999,61.029999,62.029999,3727600,60.413898
"235",61.75,62.18,60.84,60.91,3864600,59.323074
"236",60.84,62.189999,60.669998,61.709999,2277600,60.10223
"237",61.82,62.23,61.639999,62.18,2041000,60.559986
"238",62.540001,62.580002,61.349998,61.68,2817000,60.073009
"239",61.43,62.290001,61.41,61.43,2616400,59.829521
"240",61.709999,61.82,61.040001,61.110001,2756500,59.517868
"241",61.150002,61.66,61.009998,61.139999,2718800,59.547081
"242",61.389999,61.630001,61.080002,61.400002,4080900,59.800316
"243",61.880001,62.619999,61.880001,62.360001,2721000,60.735294
"244",62.549999,62.580002,61.84,61.880001,2164900,60.267811
"245",62.25,62.900002,62.040001,62.560001,2200200,60.930092
"246",62.75,64.010002,62.75,63.75,2171700,62.089085
"247",64,64.239998,63.509998,64,3922200,62.332573
"248",64,64.419998,63.740002,63.889999,1788300,62.225437
"249",64.050003,64.400002,63.82,63.919998,3694800,62.254665
"250",64.010002,64.169998,63.689999,63.82,3270700,62.157265
"251",64.040001,64.370003,63.099998,63.240002,2130300,61.592373
"252",63.93,64.849998,63.790001,64.839996,3714600,63.150669
"253",64.989998,67.400002,64.989998,67.230003,5642100,65.478409
"254",67.230003,67.449997,66.5,66.949997,4595700,65.205727
"255",67.400002,67.629997,66.769997,67.580002,3780500,65.819305
"256",67.769997,67.800003,67.080002,67.230003,3296300,65.478409
"257",67.379997,67.440002,66.309998,66.669998,4944600,64.933006
"258",66.239998,68.510002,65.75,68.260002,9804600,66.48159
"259",68.910004,70.400002,68.620003,69.57,6364100,67.757454
"260",69.129997,69.93,69.040001,69.260002,3792000,67.455528
"261",69.860001,69.870003,68.620003,68.779999,3338700,66.988045
"262",69.260002,70.830002,68.900002,70.709999,3398400,68.867744
"263",71.769997,72.07,70.43,70.540001,4315900,68.702179
"264",70.599998,71.870003,70.589996,71.82,3647500,69.948822
"265",71.970001,72.169998,71.360001,71.730003,3951000,69.861183
"266",71.690002,71.940002,70.599998,70.93,2778900,69.082016
"267",70.980003,71.889999,70.43,70.860001,2829700,69.01384
"268",70.809998,70.940002,68.010002,68.470001,4283700,66.723793
"269",68.790001,68.970001,67.239998,67.82,5853700,66.090355
"270",67.400002,67.699997,64.93,65.019997,5183800,63.361763
"271",64.489998,64.839996,63.470001,63.869999,4916100,62.241096
"272",64.709999,65.449997,62.450001,62.66,5944400,61.061951
"273",62.200001,63.52,61.73,62.84,6011800,61.237354
"274",62.27,62.400002,59.970001,60.02,4867400,58.489285
"275",59.52,60.32,57.099998,57.700001,6119000,56.228455
"276",56.560001,60.669998,56.029999,60.439999,8420500,58.898575
"277",60.669998,63.400002,60.389999,60.91,8414300,59.356579
"278",60.790001,61.099998,59.009998,59.110001,6774600,57.602493
"279",60,60,57.389999,58.689999,7755800,57.193207
"280",59.32,60.560001,57.77,59.34,18347000,57.826633
"281",59.400002,60.139999,58.84,59.959999,7289900,58.430809
"282",59.5,61.759998,59.470001,61.23,7001800,59.668419
"283",61.880001,61.880001,60.02,60.400002,4639500,58.859592
"284",60.290001,61.130001,60.110001,60.860001,6359800,59.307861
"285",60.650002,60.779999,58.970001,59.150002,4373800,57.641468
"286",59.380001,60.389999,58.639999,58.66,3818900,57.163967
"287",58.98,59.32,58.130001,58.43,4884300,56.939835
"288",59.560001,59.560001,58.200001,59.040001,3495800,57.534271
"289",59.369999,59.619999,58.450001,59.450001,4800800,57.933819
"290",59.57,60.810001,57.66,57.66,5085300,56.189465
"291",57.900002,58.130001,55.939999,56.580002,9672500,55.13702
"292",56.84,57.549999,56.169998,57.360001,5266500,55.897125
"293",56.779999,57.580002,55.919998,57.48,4306300,56.014072
"294",57.040001,58.650002,56.959999,58.310001,6151000,56.822903
"295",58.639999,59.330002,57.880001,59.169998,5147200,57.660957
"296",58.689999,59.66,58.540001,59.290001,2458300,57.777901
"297",59.290001,59.57,58,58.66,3176500,57.163967
"298",59.009998,59.880001,58.240002,59.790001,3804400,58.265144
"299",59.860001,60.73,59.799999,60.43,3808200,58.888828
"300",60.860001,61.52,60.439999,60.560001,3747500,59.015514
"301",60.869999,60.900002,59.73,59.900002,3355600,58.372345
"302",60.07,60.299999,58.490002,58.889999,3333000,57.388096
"303",58.970001,59.560001,58.470001,59.209999,3825300,57.699944
"304",59,59.099998,58.240002,59.060001,2810600,57.553772
"305",59.25,59.75,58.619999,58.869999,2410700,57.368607
"306",59.029999,60.57,58.700001,59.900002,3113300,58.372345
"307",59.299999,60.41,58.630001,58.68,2992700,57.183456
"308",59.169998,60.259998,58.009998,58.060001,3564900,56.579273
"309",59.040001,59.400002,58.330002,59.209999,2418200,57.699944
"310",59.389999,59.400002,58.25,58.669998,2926400,57.17371
"311",58.91,59.450001,58.610001,58.759998,3049600,57.261414
"312",58.82,59.200001,58.689999,58.939999,4110800,57.436825
"313",58.709999,58.709999,55.869999,56.830002,5276500,55.380646
"314",57.080002,57.82,55.48,57.09,5666900,55.634014
"315",58.529999,64.080002,58.009998,62.82,18562300,61.217876
"316",63.459999,64.900002,62.68,64,6946200,62.367779
"317",63.139999,63.779999,60.360001,61.580002,7352200,60.009499
"318",61.669998,62.16,60.75,60.779999,3591000,59.229897
"319",61.610001,61.630001,59.75,60.09,5845800,58.557499
"320",59.529999,60.439999,58.040001,58.189999,4784200,56.705956
"321",58.490002,58.610001,56.5,56.75,6193300,55.302677
"322",56.869999,57.650002,55.900002,56.939999,6269900,55.487835
"323",57.23,57.919998,56.490002,57.130001,3304700,55.672981
"324",57.52,58.040001,57.27,57.529999,3201700,56.062782
"325",57.799999,58.490002,57.450001,57.639999,2629800,56.169979
"326",57.52,57.57,54.200001,55.619999,7194300,54.201496
"327",55.75,56.349998,54.41,54.619999,4402800,53.227009
"328",54.619999,55.150002,54.029999,54.459999,3127300,53.071083
"329",55.029999,55.490002,53.330002,53.470001,4777700,52.144634
"330",53.549999,53.970001,52.849998,53.91,4473600,52.573723
"331",54.580002,54.599998,53.02,54.290001,5479400,52.944305
"332",54.25,55.400002,54.18,54.849998,3341400,53.490421
"333",54.75,55.049999,52.860001,52.889999,4122000,51.579006
"334",52.810001,54.52,52.439999,53.91,5687100,52.573723
"335",53.84,54.290001,53.130001,53.25,3035700,51.930084
"336",53.259998,53.75,52.630001,53.630001,2570900,52.300667
"337",53.380001,54.900002,52.84,54.439999,3416200,53.09058
"338",54.599998,54.790001,54.02,54.330002,3863700,52.983311
"339",54.290001,54.689999,53.939999,54.43,2543900,53.080826
"340",54.52,54.77,53.029999,53.610001,2946800,52.281162
"341",53.91,54.540001,53.720001,54.189999,2421000,52.846786
"342",54.23,55.130001,54.18,54.290001,2029800,52.944305
"343",54.360001,54.720001,54.040001,54.290001,2627500,52.944305
"344",53.68,53.970001,50.869999,51.209999,5502400,49.940651
"345",51.110001,51.57,50,50.970001,6153300,49.7066
"346",50.98,51.639999,50.950001,51.299999,2533400,50.028419
"347",51.299999,52.380001,51.049999,52.029999,2516000,50.740322
"348",52.290001,53.02,51.990002,52.27,2469200,50.97438
"349",51.41,51.810001,50.740002,50.869999,4351900,49.60907
"350",50.360001,51.84,50.209999,51.75,3793600,50.467262
"351",51.720001,52.139999,50.939999,51.459999,2823400,50.184456
"352",51.740002,53.75,51.700001,53.389999,4303900,52.066616
"353",53.060001,54.18,52.970001,53.290001,3058900,51.969101
"354",53.470001,53.599998,52.389999,52.5,2381300,51.198677
"355",52.549999,52.669998,51.66,51.740002,3344800,50.457512
"356",52,52.060001,50.689999,51.619999,3821000,50.340488
"357",51.91,52.299999,51.619999,52.07,3156300,50.779324
"358",51.66,52.869999,51.66,52,3526200,50.711071
"359",51.860001,52.330002,50.799999,52.290001,2978700,50.993881
"360",52.400002,53.099998,52.07,52.439999,2472900,51.14016
"361",52.43,54.150002,52.34,54,3611200,52.661499
"362",54,54.470001,53.450001,53.700001,2857400,52.368931
"363",53.84,54.82,53.66,54.68,2473900,53.324638
"364",54.450001,54.450001,51.75,52.490002,5765800,51.188923
"365",52.439999,53.169998,52.099998,53.07,5309500,51.754543
"366",53,53.66,52.110001,52.82,5237400,51.510746
"367",52.389999,53.200001,51.630001,51.970001,4621900,50.681812
"368",51.599998,52.689999,51.580002,52.07,3675600,50.779324
"369",51.91,52.529999,51.119999,52.23,2646300,50.935371
"370",52.259998,52.450001,51.57,51.68,2089100,50.398994
"371",51.599998,51.720001,50.720001,51.200001,6717300,49.930901
"372",50.950001,51.060001,48.709999,49.220001,6268700,47.999969
"373",52.849998,53.869999,51.049999,51.610001,15700800,50.330734
"374",52.200001,52.240002,50.970001,51.259998,5202200,49.989407
"375",50.830002,52.16,50.77,52.040001,3493400,50.750076
"376",53.07,53.330002,52.450001,52.5,4336100,51.198677
"377",52,52.950001,51.610001,52.169998,2798600,50.876854
"378",52.459999,52.799999,52.080002,52.380001,1062500,51.081642
"379",52.790001,53.27,52.400002,53.119999,2553700,51.80331
"380",53.209999,54.380001,52.959999,53.689999,2982500,52.359177
"381",54.34,54.700001,54.09,54.630001,3830600,53.275879
"382",54.889999,55.220001,53.91,54.349998,4509900,53.002815
"383",53.950001,54.77,53.919998,53.970001,3393400,52.671001
"384",54.200001,54.380001,53.369999,53.779999,3156300,52.485577
"385",53.68,54.25,53.560001,54.060001,1374300,52.758835
"386",54,54.580002,53.459999,54.049999,2705700,52.749077
"387",54.049999,55.77,53.98,55.549999,3670400,54.212975
"388",54.919998,55.369999,54.240002,55.169998,2845400,53.842117
"389",55.130001,55.580002,54.740002,55.139999,3054800,53.81284
"390",55.060001,55.130001,54.189999,54.68,3604900,53.363911
"391",55,55.049999,54.060001,54.299999,3298100,52.993057
"392",54.209999,54.34,52.52,52.59,4230200,51.324219
"393",52.029999,52.389999,50.540001,51.349998,4684000,50.114071
"394",51.580002,52.59,51.09,52.529999,4648200,51.265659
"395",52.689999,53.200001,51.380001,52.110001,5910500,50.85577
"396",52.200001,52.439999,51.799999,51.880001,3535800,50.631306
"397",52.139999,52.450001,51.529999,52.27,2725100,51.011925
"398",52.439999,52.549999,51.509998,51.740002,2954400,50.494682
"399",51.43,51.610001,50.32,50.810001,4854100,49.587063
"400",50.939999,51.619999,50.75,51.48,2589800,50.240932
"401",51.450001,52.009998,50.84,51.759998,2038000,50.514194
"402",51.849998,53.080002,51.639999,53,1989200,51.724354
"403",53.189999,53.349998,52.790001,53.27,2518400,51.98785
"404",53.330002,53.98,53.080002,53.450001,2096800,52.163517
"405",52.959999,53.470001,52.07,53.380001,2841000,52.0952
"406",53.029999,53.060001,50.459999,50.779999,4111600,49.557781
"407",50.939999,51.490002,50.610001,50.990002,3508200,49.762733
"408",50.619999,50.689999,49.740002,50.23,3576900,49.021015
"409",50.43,51.009998,50.080002,50.48,2409100,49.264999
"410",50.369999,50.779999,50.049999,50.57,2387200,49.352837
"411",50.560001,51.52,50.560001,51.130001,2091700,49.899361
"412",52.369999,53.669998,52.290001,53.259998,4316800,51.978092
"413",53.16,53.220001,52.299999,52.529999,1503600,51.265659
"414",52.389999,52.5,51.459999,51.709999,1780300,50.465397
"415",51.740002,52.110001,51.5,51.549999,1395200,50.309258
"416",51.599998,52.720001,51.549999,52.419998,1632500,51.15831
"417",52.419998,52.779999,52.27,52.610001,2495500,51.343742
"418",52.57,53,51.990002,52.689999,2285500,51.421806
"419",52.43,52.709999,51.779999,51.84,1569700,50.59227
"420",51.889999,52.040001,51.419998,51.669998,1480800,50.426361
"421",51.630001,51.93,51.450001,51.720001,1643500,50.475163
"422",51.740002,52.82,51.400002,52.52,2357300,51.255898
"423",52.669998,53.299999,52.23,52.34,2074700,51.080238
"424",51.84,51.889999,50.439999,50.529999,2957800,49.313793
"425",50.77,51.240002,50.32,50.689999,3512500,49.469944
"426",50.5,51.709999,50.470001,51.169998,4194300,49.938396
"427",51.209999,52.360001,51.029999,52.220001,4670300,50.963123
"428",52.259998,52.619999,51.139999,52.349998,3833700,51.089989
"429",52.240002,52.790001,51.43,52.529999,2696200,51.265659
"430",52.490002,52.639999,51.080002,51.16,3215000,49.928635
"431",51.32,52.279999,51.279999,51.810001,4580100,50.562996
"432",51.779999,52.599998,51.240002,51.389999,2587500,50.153099
"433",51.48,51.720001,50.349998,50.720001,4529800,49.499233
"434",50.689999,50.720001,49.57,50.130001,7790100,48.923431
"435",49.900002,49.990002,48.98,49,3125200,47.820625
"436",49.240002,49.299999,48.709999,48.869999,3595900,47.693752
"437",49.189999,49.57,47.560001,47.900002,4420600,46.747101
"438",47.759998,47.830002,46.759998,47.080002,5048900,45.946842
"439",47.009998,47.389999,46.599998,46.689999,5220800,45.566227
"440",47,47.419998,46.779999,47.16,5014400,46.024914
"441",47.18,48,46.740002,46.77,8668400,45.644295
"442",46.450001,47.740002,45.369999,46.240002,11511500,45.127048
"443",45.970001,46,44.540001,44.689999,7254800,43.614357
"444",44.5,45.130001,43.66,44.779999,8970700,43.702202
