"","SLB.Open","SLB.High","SLB.Low","SLB.Close","SLB.Volume","SLB.Adjusted"
"446",63.189999,63.650002,62.299999,63.110001,6410500,56.358524
"447",62.779999,63.040001,60.669998,60.82,10393700,54.313499
"448",60.32,60.580002,58.650002,59.119999,12620400,52.795364
"449",59.779999,60.139999,58.299999,59.330002,9737400,52.982895
"450",59.400002,60.110001,58.860001,59.549999,7302100,53.179363
"451",59.889999,60.130001,59.52,59.68,6310100,53.295448
"452",59.25,59.529999,58.68,59.240002,6484100,52.902523
"453",58.82,59.310001,58.080002,58.43,11215300,52.17918
"454",58,61.189999,57.59,58.470001,11347900,52.214897
"455",58.450001,58.610001,56.169998,56.810001,13371500,50.732491
"456",55.619999,55.75,54.48,55.09,13516700,49.196491
"457",55.509998,55.610001,52.970001,53.009998,16957500,47.339008
"458",53.779999,54.25,52.77,53.299999,9850400,47.597984
"459",52.560001,53.84,51.84,52.900002,11131300,47.24078
"460",53.200001,53.200001,50.799999,51.450001,11125100,45.945896
"461",51.360001,52.549999,50.82,52.32,12235800,46.722828
"462",52.849998,53.009998,51.240002,51.310001,13260600,45.820877
"463",51.599998,52.189999,50.810001,51.66,10799400,46.13343
"464",52.220001,52.279999,50.720001,51.400002,8458000,45.901249
"465",51.950001,52.279999,51.299999,51.959999,8644900,46.40134
"466",52,52.240002,51.5,52.080002,6433500,46.508503
"467",52.599998,52.939999,51.700001,52.32,9417300,46.722828
"468",52.209999,52.59,51.470001,51.580002,10936000,46.061993
"469",50.700001,51.290001,50,50.400002,13347100,45.008224
"470",50.939999,50.950001,49.349998,49.450001,10256900,44.159859
"471",49.349998,49.369999,47.25,47.34,19044100,42.275585
"472",48.209999,48.880001,47.349998,47.810001,17285400,42.695301
"473",47.610001,48.380001,47.07,48.080002,16015200,42.936428
"474",48.279999,48.75,47.73,48.220001,11775800,43.061443
"475",47.970001,49.18,47.869999,48.310001,9449600,43.141819
"476",47.509998,47.700001,46.34,46.900002,12276800,41.882656
"477",47.599998,48,47.189999,47.639999,9262500,42.543484
"478",46.200001,46.610001,45.799999,46.369999,8001400,41.409351
"479",47.009998,47.540001,46.279999,46.630001,11263600,41.641544
"480",46.549999,46.709999,45.540001,46.200001,11644400,41.257534
"481",46.299999,46.509998,45.259998,46.41,10630200,41.445076
"482",46.529999,46.650002,45.82,45.900002,13565000,40.989639
"483",45.48,45.549999,44.68,45.099998,16183600,40.275223
"484",46.279999,46.610001,45.799999,46.299999,12790700,41.346848
"485",45.790001,45.889999,44.02,44.119999,12979400,39.830185
"486",42.799999,42.98,41.869999,42.32,23678300,38.205204
"487",43.16,44.650002,43.009998,43.040001,14196900,38.855202
"488",41.790001,42.919998,41.02,41.970001,15376600,37.889236
"489",42.330002,42.5,40.529999,41.240002,19863000,37.230221
"490",41.610001,42.540001,41.380001,41.439999,13509300,37.410767
"491",41.259998,41.360001,40.380001,41.02,15276200,37.031609
"492",40.560001,40.59,38.82,39.099998,18278300,35.298286
"493",39,39.900002,38.810001,39.049999,20140600,35.253147
"494",38.98,39,37.669998,37.84,20384400,34.160801
"495",37.880001,38.959999,37.310001,37.790001,25769400,34.115665
"496",37.34,38.029999,36.060001,36.200001,24543700,32.68026
"497",35.470001,36.68,35.23,35.700001,30594300,32.22887
"498",35.450001,35.880001,35,35.189999,14037400,31.768459
"499",35.41,36.630001,34.990002,36.610001,19950500,33.050392
"500",36.099998,36.470001,35.02,36.330002,16779100,32.797615
"501",36.52,37.16,36.34,36.599998,15785500,33.041363
"502",36.66,36.810001,35.259998,36.080002,19349800,32.57193
"503",35.490002,37.75,35.34,37.200001,15926100,33.583027
"504",37.310001,38.59,36.860001,37.599998,20007900,33.944134
"505",38.299999,39.23,38.029999,39.09,19506600,35.289253
"506",39.209999,40.470001,38.950001,40.169998,15736900,36.264248
"507",40.77,41,40.23,40.669998,13070200,36.715633
"508",41.259998,41.619999,40.740002,41.240002,17909200,37.230221
"509",40.93,41.84,40.75,41.650002,13299600,37.600357
"510",41.110001,41.77,40.689999,41.740002,13330500,37.681599
"511",41.099998,41.57,40.990002,41.32,11804200,37.302429
"512",41.84,42.200001,41.43,41.720001,9398400,37.66354
"513",41.5,41.740002,41.200001,41.25,12481600,37.239243
"514",40.889999,41.740002,40.529999,41.369999,13889800,37.347569
"515",43.849998,44.939999,43,44.73,26638600,40.380878
"516",43.889999,44.27,43.32,43.959999,21523500,39.685741
"517",44.060001,44.189999,42.709999,43.310001,13765800,39.098946
"518",43.490002,44.380001,43.189999,43.560001,10990900,39.324642
"519",44,45.049999,43.98,45,15921400,40.62463
"520",44.27,44.549999,43.77,44.240002,11225300,39.938522
"521",44.68,44.84,43.84,44,8097500,39.721859
"522",44.169998,45.049999,43.939999,45,7961500,40.62463
"523",45,45.009998,43.73,44.209999,15458100,39.911438
"524",44.400002,44.970001,44.200001,44.560001,8583700,40.227406
"525",44.220001,44.650002,43.880001,44.599998,12786700,40.263523
"526",44.599998,45.27,44.389999,45.139999,10662700,40.751011
"527",44.970001,45.220001,44.779999,45.07,6945800,40.68782
"528",44.689999,44.869999,42.900002,43.459999,12647300,39.234364
"529",43.32,43.5,42.23,42.779999,9173500,38.620483
"530",42.48,43.740002,42.459999,43.689999,9541800,39.441998
"531",43.860001,44.360001,43.740002,44.060001,8981100,40.236496
"532",44.169998,45.130001,44.07,44.419998,11036100,40.565254
"533",44.279999,44.52,44.119999,44.139999,9671200,40.309559
"534",44.630001,45.099998,44.470001,44.950001,8174900,41.049271
"535",44.52,45.799999,44.439999,45.540001,10039200,41.58807
"536",45.349998,46.349998,45.349998,45.900002,8565600,41.916836
"537",45.860001,45.950001,44.599998,44.720001,9527400,40.839233
"538",45.080002,45.139999,44.189999,44.360001,5716500,40.510464
"539",44.330002,45.009998,44.25,44.790001,6033300,40.903156
"540",44.799999,45.150002,44.259998,44.310001,5853200,40.464806
"541",44.400002,44.779999,44.080002,44.349998,7442700,40.501328
"542",44.459999,44.540001,43.419998,44.060001,8846900,40.236496
"543",44.220001,45.189999,44.220001,45.189999,8811700,41.268433
"544",45.43,45.66,44.57,45.240002,6946300,41.314102
"545",45.200001,45.27,44.310001,44.790001,7391100,40.903156
"546",44.509998,44.709999,43.200001,43.369999,9948900,39.606373
"547",43.419998,43.459999,42.450001,42.490002,8086500,38.80275
"548",41.73,41.790001,40.880001,41.290001,12739200,37.706882
"549",41.790001,42.32,41.439999,42.080002,9494500,38.428326
"550",42.150002,42.919998,42.119999,42.59,8230600,38.894066
"551",43.009998,43.299999,42.830002,43.150002,8822800,39.405468
"552",43.150002,43.5,43.049999,43.09,7934400,39.350674
"553",42.700001,43.16,42.34,42.389999,14144900,38.711426
"554",42.700001,43.650002,42.470001,43.360001,13518800,39.59724
"555",43.779999,43.990002,43.09,43.25,8834700,39.496796
"556",43.23,44.599998,43.080002,44.290001,9512500,40.446541
"557",44.110001,44.389999,43.779999,44.220001,6168400,40.382622
"558",43.75,43.970001,42.310001,42.470001,7892200,38.784481
"559",41.759998,42.549999,41.720001,42.470001,6390000,38.784481
"560",42.919998,43.720001,42.77,43.049999,6500500,39.314144
"561",43.029999,43.279999,42.389999,42.68,5254400,38.976254
"562",42.490002,43.68,42.330002,43.619999,7419800,39.834686
"563",44.23,44.349998,43.220001,43.57,7984800,39.789021
"564",43.98,44.990002,43.720001,44.759998,9717800,40.875755
"565",44.900002,45.450001,44.349998,44.490002,6899400,40.629192
"566",44.790001,44.830002,43.389999,43.59,7230600,39.807285
"567",43.41,44.110001,43.060001,44.099998,6670900,40.273026
"568",44.41,45.540001,44.259998,45,9149600,41.094929
"569",45.150002,46.240002,45.099998,46.169998,11421400,42.163391
"570",45.860001,46.040001,45.220001,45.580002,7577500,41.624599
"571",45.799999,46,45.400002,45.549999,6148800,41.597202
"572",45.549999,45.91,44.91,45.310001,5291400,41.378025
"573",46,46.450001,45.580002,45.650002,8667000,41.688526
"574",45.560001,46.830002,45.25,46.400002,11178400,42.37344
"575",46.639999,47.549999,46.610001,47.34,7654400,43.231861
"576",47.810001,47.959999,47.130001,47.41,8346300,43.295788
"577",48.130001,48.880001,45.509998,45.560001,15721600,41.606327
"578",45.639999,46.18,45.209999,45.849998,7901000,41.871162
"579",45.669998,46.09,45.27,45.889999,8539400,41.907692
"580",45.720001,45.810001,44.240002,44.240002,8941800,40.400883
"581",44.150002,44.189999,43.169998,43.299999,9404900,39.542458
"582",42.950001,43.470001,42.459999,43.299999,8527500,39.542458
"583",43.34,44.369999,43.25,43.43,8927300,39.661175
"584",43.860001,43.900002,42.389999,42.68,12163700,38.976254
"585",42.630001,42.889999,41.34,41.369999,10523300,37.779938
"586",40.98,41.549999,40.669998,41.119999,9108300,37.551628
"587",41.560001,41.810001,41.110001,41.279999,7184800,37.69775
"588",40.84,41.490002,40.700001,41.240002,6571600,37.661221
"589",40.759998,40.759998,39.970001,40.599998,10438900,37.076756
"590",40.52,40.599998,39.919998,40.27,9237900,36.775391
"591",39.919998,40.450001,39.490002,40.27,12928500,36.775391
"592",39.900002,40.119999,38.650002,39.560001,12810800,36.127007
"593",38.880001,39.150002,37.630001,38.16,16732200,34.848495
"594",38.490002,39.970001,38.360001,39,12042900,35.615601
"595",38.41,39.439999,38.400002,39.330002,10558400,35.916965
"596",39.59,40.009998,39.470001,39.860001,7632500,36.40097
"597",39.5,39.75,38.939999,39.02,7252400,35.633869
"598",38.830002,39.16,38.66,39.119999,5922600,35.725189
"599",39.290001,39.73,38.959999,39.5,6716300,36.072212
"600",39.16,39.259998,38.009998,38.34,7429900,35.012878
"601",37.529999,37.529999,36.799999,37.490002,12398900,34.236641
"602",37.650002,37.900002,36.93,37,7665200,33.789162
"603",37.099998,37.130001,36.439999,36.5,11869600,33.33255
"604",36,36.27,35.459999,36.18,10072100,33.040325
"605",36.040001,36.279999,35.119999,35.18,11763600,32.127102
"606",34.720001,34.939999,34.459999,34.689999,11445600,31.679625
"607",34.990002,35.650002,34.830002,35.490002,9878700,32.410202
"608",35.509998,35.98,35.16,35.73,8021100,33.095638
"609",35.810001,35.849998,34.689999,34.939999,9098900,32.363884
"610",34.93,35.57,34.66,35.049999,12356100,32.465775
"611",35.41,36.150002,35.209999,35.599998,12881200,32.97522
"612",35.810001,36.220001,35.380001,35.470001,12121000,32.854809
"613",36.09,37.02,35.799999,36.689999,12121500,33.984856
"614",36.799999,36.799999,35.5,35.580002,12258800,32.956707
"615",36.18,36.959999,35.919998,36.790001,14336200,34.077484
"616",36.669998,36.700001,35.639999,35.93,11571500,33.280891
"617",35.77,36.73,35.689999,36.66,7574600,33.957073
"618",36.689999,37.380001,36.540001,36.93,10127400,34.207161
"619",37.099998,37.130001,36.310001,36.509998,10273200,33.818127
"620",37.389999,38.349998,37.279999,38.25,13067900,35.429836
"621",38.360001,38.91,38.080002,38.880001,16111400,36.013386
"622",38.700001,39.18,38.419998,38.650002,9348100,35.80035
"623",38.580002,38.740002,38.099998,38.580002,7969100,35.735512
"624",39.029999,39.75,38.759998,39.02,8362900,36.143066
"625",39.18,39.349998,38.849998,39.110001,6417500,36.226437
"626",39.23,39.779999,39.189999,39.740002,9742700,36.809986
"627",40.419998,40.630001,39.259998,39.32,13048500,36.420956
"628",39.439999,39.439999,38.630001,39.18,8732500,36.291279
"629",39.139999,39.509998,38.900002,39.490002,4954500,36.578423
"630",39.200001,39.599998,39.080002,39.57,5885500,36.652512
"631",39.43,40.099998,39.279999,39.889999,10899100,36.948921
"632",39.779999,40.220001,39.549999,40.200001,8699200,37.236069
"633",40.610001,40.889999,40.290001,40.619999,7003300,37.625103
"634",40.599998,41,40.07,40.970001,9695200,37.949299
"635",41.110001,41.400002,40.700001,40.810001,6788100,37.801094
"636",40.849998,41,40.34,40.470001,6903800,37.486168
"637",40.349998,40.759998,39.880001,40.07,9257000,37.11565
"638",39.82,40.07,38.549999,38.630001,12523600,35.781834
"639",38.189999,38.779999,37.959999,38.779999,13563000,35.920765
"640",39.34,39.34,37.290001,38.709999,12811700,35.855919
"641",39.119999,39.759998,38.619999,39.490002,10961200,36.578423
"642",39.549999,40.169998,39.25,39.75,10610500,36.819248
"643",39.639999,40.689999,39.580002,40.330002,10763300,37.356487
"644",40.59,40.59,39.560001,39.950001,7701100,37.004505
"645",39.900002,40.310001,39.68,40.009998,6731100,37.060074
"646",39.990002,40,38.650002,39.209999,6549500,36.319057
"647",38.990002,39.759998,38.59,39.549999,9256500,36.633991
"648",39.669998,40.610001,39.310001,39.970001,10673300,37.023026
"649",39.380001,39.450001,38.07,38.509998,13280000,35.67067
"650",38.509998,38.73,37.189999,37.419998,8738200,34.66103
"651",36.689999,36.799999,35.900002,35.990002,10771600,33.336472
"652",36.130001,36.389999,34.709999,35.459999,11639900,32.845547
"653",34.619999,35.009998,33.939999,34.740002,12162700,32.178635
"654",34.939999,35.23,34.360001,35.209999,10805500,32.613976
"655",35.209999,35.290001,34.25,34.529999,7866600,31.984114
"656",34.369999,34.529999,34.02,34.27,8030000,31.743286
"657",34.099998,35.759998,33.860001,34.630001,11075400,32.076744
"658",33.77,33.810001,32.200001,32.34,12761500,29.955584
"659",32.099998,32.150002,31.110001,31.65,20155700,29.316456
"660",31.639999,32.779999,31.6,32.720001,13561300,30.307568
"661",33.529999,34.32,33.439999,34.099998,11073600,31.58581
"662",33.810001,34.169998,33.540001,33.900002,7770100,31.400568
"663",34.240002,34.43,33.619999,33.689999,6427200,31.206051
"664",33.959999,34.369999,33.669998,33.709999,6975600,31.224569
"665",33.150002,33.330002,31.9,32.029999,13952100,29.668438
"666",32.509998,32.639999,31.34,31.59,11611200,29.260881
"667",31.93,32.009998,31.15,31.25,10000600,28.945948
"668",31.379999,32.099998,31.030001,31.620001,11557000,29.288671
"669",31.969999,32.689999,31.84,32.259998,12614300,29.881479
"670",32.5,33.119999,32.130001,32.43,12443800,30.03895
"671",31.18,31.860001,31.110001,31.719999,9366900,29.841383
"672",32.279999,33.43,31.940001,32.98,11018400,31.02676
"673",33.369999,34.799999,33.279999,34.060001,12117900,32.042797
"674",33.799999,34.48,33.259998,34.200001,11976700,32.174507
"675",34.5,36.459999,34.330002,36.23,13461600,34.084278
"676",37.049999,38.389999,36.830002,37.459999,19638200,35.241432
"677",37.639999,38.830002,37.080002,37.32,17918600,35.109722
"678",36.529999,37.060001,35.5,36.900002,13089500,34.714592
"679",37.43,38.080002,36.799999,37.330002,8453300,35.119133
"680",40.029999,40.25,38.84,39.310001,22533100,36.981865
"681",38.919998,38.970001,37.509998,38.169998,13493400,35.909382
"682",37.630001,38.439999,37.540001,38.029999,6949000,35.777672
"683",38.5,38.580002,37.639999,37.759998,6234900,35.523663
"684",37.880001,38.049999,37.169998,37.299999,17917800,35.090908
"685",36.810001,37.5,36.599998,37.330002,5849400,35.119133
"686",37.130001,37.220001,35.419998,35.560001,12212700,33.45396
"687",35.299999,35.549999,34.830002,35.240002,11344800,33.152916
"688",35,35.099998,34.290001,34.540001,12359300,32.494373
"689",34.259998,34.93,34.110001,34.330002,9969900,32.29681
"690",34.150002,34.470001,33.810001,34.169998,9583500,32.146282
"691",34.360001,34.57,32.669998,32.700001,12617900,30.763342
"692",32.639999,32.75,31.65,31.76,13468900,29.879017
"693",31.59,32.310001,31.459999,32.049999,11557200,30.151838
"694",32.080002,32.41,31.690001,31.879999,10554400,29.991905
"695",32.110001,32.619999,31.790001,31.799999,15854500,29.916643
"696",31.49,31.860001,30.65,30.709999,16807100,28.891199
"697",30.940001,31.16,30.719999,30.9,12176900,29.069948
"698",31.01,31.389999,30.709999,31.07,12784900,29.229879
"699",31.5,32.919998,31.27,32.48,12652600,30.55637
"700",31.99,32.830002,31.74,32.57,9294400,30.641041
"701",32.470001,33.509998,32.360001,32.810001,8943600,30.866831
"702",32.799999,33.07,31.950001,31.950001,22004600,30.057764
"703",32.220001,32.310001,31.77,31.889999,15730800,30.001314
"704",32.189999,33.200001,32.09,32.310001,17218300,30.396442
"705",32.220001,33.799999,32.220001,33.59,16441100,31.60063
"706",33.759998,35.189999,33.459999,34.82,17598700,32.757786
"707",34.57,35.650002,34.220001,35.330002,12862300,33.237583
"708",35.400002,35.52,34.279999,35.110001,11551700,33.030613
"709",35,35.310001,34.59,35.09,12385700,33.011791
"710",35.389999,35.560001,34.810001,35.02,12727500,32.945938
"711",34.75,35.009998,34.200001,34.790001,10309100,32.729565
"712",34.66,34.75,33,33.099998,13940300,31.139654
"713",33.119999,33.119999,32.349998,32.689999,10079200,30.753935
"714",33.049999,34.529999,32.970001,34.439999,11094400,32.400291
"715",34.900002,36.459999,34.779999,36.240002,14206000,34.093693
"716",36.43,37.07,36.419998,36.720001,15720300,34.545258
"717",36.599998,36.720001,35.330002,35.560001,10647900,33.45396
"718",36.139999,36.779999,35.82,36.080002,8832400,33.943169
"719",35.759998,36.509998,35.02,36.34,8382200,34.187763
"720",35.75,36.5,35.310001,36.41,8804100,34.25362
"721",36.5,37.200001,36.029999,36.209999,11652100,34.06546
"722",36,36.060001,34.98,35.029999,9728100,32.955345
"723",34.959999,35.349998,34.5,34.709999,14068000,32.654293
"724",34.939999,35.720001,34.93,35.360001,9017400,33.265808
"725",34.98,35,34.139999,34.689999,11671500,32.635487
"726",34.52,34.68,34.040001,34.310001,10174100,32.277996
"727",34.360001,36.23,34.139999,36.139999,15805500,33.999611
"728",36.419998,36.919998,36.040001,36.619999,11451700,34.451183
"729",36.700001,37.09,36.240002,36.610001,7515000,34.441776
"730",36.299999,37.200001,36.029999,37.080002,8711700,34.883938
"731",36.98,37.220001,36.220001,36.389999,9578300,34.234802
"732",36.41,36.939999,36.130001,36.77,6538200,34.592293
"733",36.279999,36.48,35.919998,36.200001,5445400,34.056057
"734",36.450001,37.02,36.330002,36.360001,8583000,34.206581
"735",35.16,35.389999,34.52,34.990002,10351800,33.376701
"736",35.48,36.360001,35.279999,36.189999,9780100,34.521362
"737",36.400002,36.470001,35.560001,35.849998,6836700,34.197037
"738",36.060001,37.029999,36.009998,36.889999,8525400,35.189087
"739",36.540001,37.459999,36.540001,37.16,8713500,35.446644
"740",37.23,37.48,36.709999,37.34,9497000,35.61834
"741",37.5,38.5,37.48,38.400002,15742800,36.629471
"742",38.419998,39.639999,38.330002,39.07,13609000,37.26857
"743",39.349998,39.509998,38.549999,39,11981100,37.201801
"744",39.110001,39.84,39.110001,39.400002,12149000,37.583363
"745",39.5,39.919998,39.299999,39.459999,9658500,37.640591
"746",39.200001,40,38.970001,39.619999,9204400,37.793213
"747",39.59,39.830002,39.48,39.610001,7048600,37.783676
"748",39.93,39.970001,39.18,39.43,13465800,37.611969
"749",39.439999,40.889999,39.43,40.790001,9911300,38.909271
"750",40.740002,40.93,40.349998,40.650002,3860400,38.775723
"751",40.860001,40.880001,39.93,40.07,7629700,38.222469
"752",40.130001,40.380001,39.830002,40,6769100,38.155697
"753",40.009998,40.75,40,40.400002,8155800,38.537254
"754",40.009998,40.220001,39.529999,40.200001,10649000,38.346478
"755",40.52,40.720001,40.080002,40.169998,9147400,38.317856
"756",41,41.139999,40,40.560001,9752000,38.68988
"757",40.610001,41.080002,40.189999,40.82,15534100,38.937885
"758",40.529999,40.610001,39.73,40.610001,10971700,38.737572
"759",40.279999,40.439999,39.310001,39.41,11327600,37.592903
"760",39.52,40.09,38.73,39.860001,12186000,38.022152
"761",39.73,40.09,39.509998,39.830002,8089700,37.99353
"762",39.830002,39.84,38.970001,39.23,11665600,37.421196
"763",38.98,39.529999,38.389999,39.529999,13958700,37.707363
"764",39.200001,39.360001,38.139999,38.330002,13737700,36.562702
"765",38.57,38.93,38.349998,38.779999,11771100,36.991943
"766",39.009998,39.970001,38.18,38.369999,17644600,36.600849
"767",37.630001,37.73,36.889999,36.950001,16710200,35.246326
"768",36.799999,36.82,36.23,36.68,12796800,34.988766
"769",36.07,36.529999,35.57,36.43,11844000,34.750298
"770",36.220001,36.220001,35.349998,35.77,10408600,34.120728
"771",34.549999,34.740002,33.869999,33.959999,17360600,32.39418
"772",34.220001,34.23,33.490002,33.959999,10938000,32.39418
"773",34.299999,34.630001,33.720001,33.73,9003800,32.174789
"774",33.139999,34.080002,33,34.040001,10489600,32.47049
"775",33.490002,33.860001,33.18,33.509998,16887900,31.964933
"776",33.439999,33.700001,33.189999,33.459999,9202500,31.917236
"777",34.23,34.73,33.950001,34.07,12373600,32.499115
"778",34.77,35.66,34.73,35.07,11399900,33.453007
"779",35.220001,35.220001,34.419998,34.509998,7980300,32.918827
"780",34,34.759998,33.880001,34.419998,8582100,32.83297
"781",34.119999,34.369999,33.810001,34.349998,7197400,32.766205
"782",34.150002,34.349998,33.869999,34.290001,8825600,33.192112
"783",35.220001,35.380001,34.439999,35.049999,9094900,33.927776
"784",34.84,35.02,33.970001,34.669998,11718000,33.559944
"785",34.810001,34.869999,34.139999,34.419998,7904500,33.317951
"786",33.900002,33.990002,32.880001,33.650002,11792800,32.572609
"787",33.880001,34.34,33.639999,34.290001,6592300,33.192112
"788",34.490002,34.709999,33.779999,33.830002,7836000,32.746845
"789",33.470001,33.549999,32.869999,33.389999,7246300,32.32093
"790",31.889999,31.99,30.809999,30.93,16714900,29.939697
"791",30.99,31.049999,29.219999,29.34,18709700,28.4006
"792",29.59,29.74,28.379999,28.379999,19240700,27.471338
"793",27.530001,28.280001,26.82,26.84,23765700,25.980646
"794",25.809999,27.16,25.450001,27.09,26830600,26.222643
"795",27.65,27.790001,26.17,27.790001,23253000,26.900232
"796",27.620001,27.91,26.27,26.809999,22020400,25.951609
"797",27.209999,27.379999,26.26,27.08,16155900,26.212963
"798",26.129999,26.25,25.24,25.83,15754600,25.002987
"799",24.879999,25.16,23.52,23.85,23793200,23.08638
"800",17.9,17.9,12.91,17.309999,86148000,16.755775
"801",19.139999,19.23,17.129999,18.190001,40409000,17.607599
"802",17.32,18.139999,17.049999,17.379999,33291900,16.82353
"803",15.62,16.690001,14.41,14.42,47922900,13.958306
"804",15.72,16.17,14.32,16.16,29182100,15.642594
"805",14.02,16.040001,13.26,14.41,24971100,13.948626
"806",14.54,14.56,13.11,14,25536500,13.551753
"807",13,13.72,11.89,12.05,28198200,11.664187
"808",12.17,14.28,11.87,13.87,25449300,13.425916
"809",14.3,14.58,13.1,14.28,32875200,13.822788
"810",14.17,14.43,12.6,12.83,24393500,12.419214
"811",13.54,14.93,13.5,14.65,25812600,14.18094
"812",14.99,15.87,13.58,14.6,24201200,14.132544
"813",14.51,15.64,14.38,15.52,22180200,15.023088
"814",14.54,14.7,13.74,13.76,21794500,13.319438
"815",13.35,13.69,12.95,13.28,25981500,12.854805
"816",13.88,13.89,13.3,13.49,25754200,13.058083
"817",13.09,13.19,12.17,12.59,25393800,12.186898
"818",13.1,14.99,12.95,13.88,33976500,13.435596
"819",14.48,14.6,13.78,14.29,24822900,13.832468
"820",14.96,15.82,14.53,15.67,24572200,15.168284
"821",16.93,17.700001,16.25,16.469999,29091500,15.94267
"822",16.9,17.389999,16.43,17.280001,16039000,16.726736
"823",18.379999,18.6,15.88,16.469999,25065500,15.94267
"824",16.620001,16.82,15.7,15.95,16740700,15.439319
"825",16,16.450001,15.45,15.54,20214400,15.042446
"826",14.67,14.98,14.02,14.73,22681400,14.25838
"827",14.64,14.79,13.96,14.05,18242900,13.600153
"828",14.72,15.4,14.2,15.28,33939700,14.79077
"829",14.07,15.74,14.01,15.21,21290600,14.723012
"830",14.84,15.62,14.37,14.69,22926600,14.219661
"831",15.46,16.040001,14.94,15.34,20596000,14.84885
"832",15.85,16.85,15.75,16.52,20619600,15.991069
"833",16.85,17.4,15.98,16.110001,22709600,15.594196
"834",15.75,16.389999,15.18,16.049999,17717100,15.536118
"835",16.4,16.66,15.9,16.15,18234000,15.632915
"836",16.950001,18.25,16.77,18.200001,19406700,17.617279
"837",18.25,18.25,16.67,16.82,25829800,16.281466
"838",16.32,16.65,15.51,15.75,18752100,15.245723
"839",15.26,16.26,15.11,16.23,23079600,15.710354
"840",16.969999,17.33,16.120001,16.25,15936300,15.729712
"841",16.24,16.559999,15.81,15.82,8990700,15.313481
"842",16.309999,17.049999,16.290001,16.73,14609800,16.194345
"843",17.120001,18.1,17.09,18.049999,16418000,17.47208
"844",17.700001,17.940001,17.110001,17.360001,12661300,16.804173
"845",17.5,17.82,16.9,17.08,14169600,16.53314
"846",16.870001,16.959999,15.75,15.85,15827300,15.342521
"847",15.5,16.530001,15.14,16.1,13323200,15.584517
"848",15.98,16.51,15.83,15.95,10347800,15.439319
"849",17.040001,18.09,17,17.950001,22646700,17.375288
"850",17.809999,17.860001,17.049999,17.110001,12776600,16.562178
"851",17.469999,18.25,17.299999,18.209999,14142800,17.626961
"852",18.219999,18.5,17.540001,17.790001,17533800,17.220407
"853",17.57,17.719999,17.09,17.58,9974700,17.017128
"854",18.309999,18.67,18.17,18.4,11760900,17.810877
"855",18.889999,19.27,18.190001,19.049999,13778600,18.440062
"856",19.139999,19.360001,18.639999,18.790001,10372900,18.188389
"857",18.549999,18.73,17.790001,18.469999,21018100,17.878633
"858",18.51,18.860001,18.24,18.43,10251700,17.839912
"859",18.5,19.040001,18.459999,18.860001,16286900,18.380814
"860",19.33,19.709999,19.09,19.610001,13986600,19.111759
"861",19.629999,20.610001,19.360001,20.33,20361300,19.813463
"862",22.33,23.09,21.57,21.99,26486400,21.431288
"863",23.370001,23.74,22.540001,23.65,21082500,23.049112
"864",22.559999,22.879999,21.709999,22.51,17914700,21.938076
"865",21.98,22.059999,20.940001,20.959999,16602500,20.427456
"866",19.120001,19.719999,18.450001,18.51,19638300,18.039707
"867",19.57,19.82,18.440001,19,14646700,18.517258
"868",17.98,19.610001,17.709999,19.32,12742000,18.829128
"869",20.58,20.67,19.17,19.549999,17831200,19.053284
"870",19.51,20.040001,19.27,19.83,15816600,19.326168
"871",19.309999,20.23,19.190001,20.18,15867700,19.667278
"872",20.940001,20.959999,19.450001,19.709999,22249100,19.209219
"873",19.48,20,19.360001,19.82,9110100,19.316423
"874",19.969999,20.129999,19.440001,19.57,18440100,19.072773
"875",19.09,19.200001,17.85,17.860001,17967800,17.406221
"876",17.639999,18.59,17.5,18.42,18885600,17.951992
"877",18.18,18.190001,17.299999,17.440001,18480300,16.996891
"878",17.629999,18.290001,17.459999,18.01,14061300,17.55241
"879",17.780001,18.51,17.59,18.389999,18613000,17.922756
"880",18.5,18.780001,17.700001,17.719999,13923300,17.269779
"881",18.18,18.49,17.9,17.98,10301000,17.523172
"882",18.469999,18.93,18.309999,18.75,11469600,18.273611
"883",18.629999,18.629999,18.139999,18.18,9742500,17.718092
"884",18.200001,18.610001,17.940001,18.07,10031300,17.610884
"885",18,18.24,17.09,17.129999,12015300,16.694767
"886",17.09,17.82,16.959999,17.790001,9806200,17.337999
"887",17.99,18,17.35,17.379999,10945400,16.938417
"888",17.27,18.440001,17.120001,18.389999,13525000,17.922756
"889",19,19.27,18.549999,18.9,13852400,18.419796
"890",18.76,19.219999,18.530001,18.82,9806100,18.341829
"891",18.959999,19.18,18.450001,18.620001,8818600,18.146915
"892",18.6,18.950001,18.389999,18.440001,13673700,17.971485
"893",18.860001,19.92,18.76,19.559999,18805000,19.063028
"894",19.299999,19.450001,18.91,19.17,12653600,18.682938
"895",18.98,19.360001,18.780001,19.299999,13233200,18.809635
"896",19.5,19.66,18.9,19.48,16738200,18.985064
"897",19.700001,19.73,19.139999,19.68,15020100,19.179979
"898",19.49,19.6,18.99,19.15,14551100,18.663446
"899",19.1,19.48,18.950001,19.43,7444900,18.936333
"900",19.049999,19.16,18.200001,18.440001,15563300,17.971485
"901",18.110001,18.559999,17.92,18.139999,15338900,17.679106
"902",18.1,18.969999,17.870001,18.719999,9618800,18.24437
"903",18.68,19.360001,18.6,19.23,10141800,18.741413
"904",19.66,19.950001,19.370001,19.5,9127500,19.004555
