"","HSY.Open","HSY.High","HSY.Low","HSY.Close","HSY.Volume","HSY.Adjusted"
"37",108.699997,108.989998,108.18,108.900002,1055600,98.135529
"38",108.690002,109,107.730003,107.800003,744300,97.144287
"39",108.18,109.089996,108.120003,108.349998,1554300,97.639908
"40",108.599998,109.900002,107.82,109.400002,1709000,98.586113
"41",109.580002,109.660004,108.580002,109.129997,1059400,98.342804
"42",108.790001,109.110001,108.089996,108.660004,883800,97.919266
"43",107.970001,108.709999,107.889999,108.599998,774800,97.865181
"44",108.669998,108.879997,108.080002,108.150002,803200,97.459663
"45",108.010002,108.75,107.32,108.57,1696000,97.838165
"46",108.800003,109.550003,108.279999,109.360001,993700,98.550072
"47",109.800003,109.849998,108.720001,108.93,735600,98.162567
"48",108.639999,108.93,108.379997,108.699997,768800,97.955299
"49",108.699997,108.860001,108.279999,108.519997,679400,97.793106
"50",108.610001,109.559998,108.529999,109.290001,857600,98.486977
"51",109.230003,109.5,108.5,109.470001,604300,98.649193
"52",109.760002,109.760002,108.959999,109.010002,1361800,98.234665
"53",109.010002,109.169998,108.489998,108.849998,946500,98.090469
"54",108.419998,108.93,107.980003,108.110001,1196600,97.423637
"55",108.400002,108.709999,107.120003,107.940002,1173800,97.270424
"56",107.919998,108.739998,107.650002,108.099998,707600,97.414612
"57",108.379997,108.620003,107.480003,107.980003,794500,97.306473
"58",107.660004,108.529999,107.449997,108.260002,854400,97.5588
"59",108.029999,109.900002,107.720001,109.150002,1338900,98.360817
"60",109.099998,109.730003,108.68,109.610001,792900,98.77536
"61",109.389999,109.620003,108.540001,108.900002,933300,98.135529
"62",108.889999,109.68,108.25,109.25,1034400,98.450928
"63",108.93,109.330002,108.660004,108.919998,1008200,98.153572
"64",108.43,108.550003,107.739998,108.389999,935000,97.675949
"65",108.519997,109.800003,108.230003,109.07,912700,98.288734
"66",109.07,109.269997,108.519997,108.879997,535500,98.117508
"67",109.019997,109.800003,108.610001,109.519997,961100,98.694244
"68",109.620003,109.790001,108.040001,108.32,1426000,97.612862
"69",108.129997,108.480003,107.769997,108.410004,737200,97.69397
"70",108.440002,109.099998,108.019997,109.050003,596100,98.270706
"71",108.949997,108.959999,108.150002,108.199997,571900,97.50473
"72",108.309998,108.849998,108.169998,108.699997,557000,97.955299
"73",108.709999,110,108.629997,109.470001,857400,98.649193
"74",109.559998,109.779999,108.360001,108.629997,655900,97.89222
"75",108.739998,109.089996,108.089996,108.800003,940300,98.045433
"76",108.599998,108.739998,107.379997,107.400002,1075200,96.783813
"77",107.639999,108.620003,107.639999,108.440002,864800,97.721001
"78",108.540001,108.889999,108.290001,108.459999,941500,97.739029
"79",108.620003,108.709999,106.510002,107.5,1788500,96.873924
"80",107.790001,108.489998,107.239998,107.379997,897500,96.765785
"81",106.989998,108.260002,106.839996,108.199997,1067200,97.50473
"82",108,108.199997,107.050003,107.050003,893700,96.468399
"83",107.120003,107.43,106.709999,107.059998,879900,96.477409
"84",106.82,107.019997,106,106.739998,1231000,96.189041
"85",107.389999,108.150002,106.699997,107.279999,1136900,96.675659
"86",107.650002,107.650002,107.199997,107.550003,684700,96.918991
"87",107.389999,107.489998,106.790001,107,1341700,96.423347
"88",106.970001,107.279999,106.150002,106.410004,732500,95.89167
"89",106.440002,107.120003,106.18,106.629997,791200,96.08992
"90",106.330002,106.739998,106.019997,106.550003,768700,96.017838
"91",106.449997,107.230003,106.43,107.07,590200,96.48642
"92",106.989998,107.989998,106.800003,107.849998,802200,97.189339
"93",107.989998,108,107.080002,107.209999,595400,96.612595
"94",107.209999,109.650002,106.730003,108.769997,1258100,98.018402
"95",108.699997,111.18,108.260002,110.760002,1779600,99.811676
"96",110.760002,112.150002,110.080002,111.980003,1573200,100.91111
"97",111.849998,113.360001,111.849998,112.769997,1359800,101.623001
"98",112.389999,113.82,112.160004,113.139999,1253700,102.51825
"99",113.099998,114.470001,113.040001,114.360001,1200300,103.623726
"100",114.260002,115.739998,114.029999,115.309998,1884000,104.484505
"101",115.309998,116.489998,114.690002,115.959999,993000,105.073517
"102",115.889999,115.889999,115.050003,115.519997,729900,104.674789
"103",115.730003,116.160004,115.209999,115.269997,1652000,104.44828
"104",115.589996,115.82,114.839996,115.82,1279300,104.946655
"105",115.269997,116,114.760002,115.879997,1058200,105.001007
"106",115.720001,115.760002,115.190002,115.43,1320200,104.593262
"107",115.43,116.019997,115.099998,115.480003,649200,104.638573
"108",115.160004,115.550003,114.889999,115.480003,711200,104.638573
"109",115.480003,115.519997,113.489998,113.809998,1222600,103.125351
"110",113.870003,114.160004,113.260002,114.019997,833200,103.315628
"111",114.220001,114.470001,113.25,113.599998,677600,102.935059
"112",113.18,114.260002,112.660004,114.209999,721200,103.487785
"113",114.349998,115.330002,114.190002,114.389999,745200,103.650902
"114",114.040001,115.339996,113.510002,114.879997,1356400,104.094872
"115",115,115.169998,110.720001,111.830002,2287800,101.331238
"116",111.959999,112.660004,110.980003,112.300003,1259000,101.757111
"117",112.339996,112.449997,111.419998,111.589996,779900,101.113739
"118",111.849998,112.529999,111.279999,111.57,842800,101.095627
"119",111.370003,111.589996,110.489998,110.519997,763000,100.144211
"120",110.290001,110.699997,109.370003,109.809998,1264500,99.500847
"121",110.110001,110.699997,109.690002,110.279999,1089500,99.926758
"122",110.029999,110.099998,108.050003,108.18,1025100,98.023895
"123",108.650002,108.860001,107.599998,107.669998,825900,97.561768
"124",107.650002,107.650002,106.050003,106.620003,917000,96.610344
"125",106.779999,108.730003,106.779999,107.370003,1620900,97.289948
"126",107.050003,107.580002,106.290001,106.639999,716400,96.628479
"127",106.639999,106.790001,105.849998,106.309998,1715000,96.329445
"128",106.379997,107.290001,106.029999,106.43,1197500,96.438187
"129",106.660004,106.860001,105.860001,105.910004,751700,95.966995
"130",106.120003,106.260002,104.940002,104.970001,948700,95.115257
"131",104.989998,105.160004,103.769997,104.059998,1672600,94.29068
"132",104.529999,105.010002,104.360001,104.830002,952000,94.988403
"133",104.839996,105.040001,104.400002,104.800003,644800,94.961205
"134",105.080002,105.629997,105.050003,105.470001,570700,95.568329
"135",105.449997,106.449997,105.300003,106.290001,843400,96.311325
"136",106.230003,106.419998,105.639999,105.889999,762300,95.948883
"137",105.900002,106.349998,105.790001,106.089996,575200,96.130096
"138",106.279999,106.5,105.980003,106.279999,420000,96.302277
"139",106.18,106.470001,105.720001,106.389999,751200,96.401947
"140",106.370003,106.370003,105.260002,105.300003,1293500,95.414276
"141",105.410004,107.540001,104.790001,107.440002,1301400,97.353363
"142",106.889999,108.099998,105.650002,106,1761700,96.048569
"143",106.059998,106.459999,105.089996,106.449997,1434900,96.456306
"144",106.349998,107.150002,105.800003,106.07,815700,96.111984
"145",106.190002,106.440002,105.019997,105.309998,1175700,95.423332
"146",105.510002,106,104.760002,105.650002,889700,95.731415
"147",105.57,105.860001,104.660004,105.589996,707400,95.677032
"148",105.57,105.980003,105.379997,105.540001,727500,95.631752
"149",105.860001,105.919998,104.779999,104.860001,710800,95.015572
"150",105,105.739998,104.860001,105.650002,761600,95.731415
"151",105.269997,106.18,105,105.099998,971400,95.23304
"152",105.129997,105.379997,104.190002,105.25,1003100,95.368973
"153",104.980003,105.790001,104.699997,105.300003,552600,95.414276
"154",105.260002,106.190002,105.010002,105.199997,572000,95.323662
"155",105.5,106.040001,105.459999,105.940002,535700,95.994194
"156",105.900002,106.07,105.610001,105.900002,548400,95.957947
"157",106,106.349998,105.779999,106.040001,705300,96.084808
"158",106.93,109.339996,106.93,107.849998,1654300,97.724892
"159",107.919998,107.980003,106.559998,107.339996,1047000,97.262749
"160",107.25,107.739998,106.650002,107.610001,642700,97.507408
"161",107.620003,107.849998,106.849998,107.760002,1304300,97.643326
"162",107.07,107.589996,106.610001,107.440002,2264800,97.949646
"163",106.669998,107.779999,105.489998,105.519997,2298900,96.199234
"164",105.949997,106.290001,105.07,105.160004,1360400,95.871056
"165",105.269997,105.290001,103.879997,104.470001,1606900,95.241989
"166",104.57,105.209999,104.440002,104.940002,1119500,95.670486
"167",104.860001,105.529999,104.050003,104.400002,873700,95.178162
"168",104.230003,104.989998,104,104.919998,769400,95.652237
"169",105.379997,105.660004,104.309998,105.610001,1173300,96.281281
"170",105.239998,105.949997,104.510002,104.660004,1410700,95.415222
"171",104.639999,105.330002,104.199997,105.290001,1430000,95.989563
"172",105.43,108.059998,105.160004,107.800003,1725300,98.277855
"173",107.739998,108.889999,107.279999,108.150002,1089000,98.596924
"174",108.480003,109.900002,108.199997,109.650002,1073600,99.964447
"175",109.629997,110.300003,109.360001,109.580002,759900,99.90062
"176",109.209999,110.599998,109.050003,109.419998,779300,99.75473
"177",109.18,109.510002,108.919998,109.32,537900,99.663582
"178",109.43,110.550003,109.43,110.5,1224500,100.739334
"179",110.529999,110.690002,109.550003,109.75,923500,100.055595
"180",109.669998,109.809998,109.150002,109.410004,946000,99.745651
"181",108.93,109.239998,107.730003,108.419998,691300,98.843079
"182",108.5,108.639999,107.080002,107.550003,959300,98.049934
"183",107.629997,107.860001,106,106.480003,1148800,97.074432
"184",106.599998,106.889999,105.940002,106.830002,1483300,97.393524
"185",107.010002,107.410004,106.610001,107.209999,835600,97.73996
"186",107.25,108.290001,107.199997,108.220001,1254200,98.660744
"187",107.610001,108.75,107.400002,107.82,896500,98.296082
"188",108.080002,109.480003,107.779999,109.169998,1200800,99.52684
"189",109.199997,109.68,108.690002,108.839996,878500,99.225998
"190",108.949997,109.110001,107.360001,107.660004,948600,98.150215
"191",107.949997,109,107.120003,108.239998,851000,98.678993
"192",108.379997,108.980003,108.07,108.919998,876400,99.298927
"193",108.860001,109.230003,108.309998,108.650002,994400,99.052757
"194",108.730003,108.940002,107.720001,107.889999,601000,98.359894
"195",108.129997,109.089996,107.379997,109.029999,655400,99.3992
"196",109.089996,110.389999,109.089996,109.519997,893700,99.845924
"197",109.459999,110.639999,109.459999,109.970001,1167500,100.256165
"198",110.199997,110.360001,109.489998,110.07,1042200,100.347313
"199",110.220001,110.989998,109.75,110.940002,604200,101.14048
"200",110.769997,110.889999,110,110.82,559400,101.03109
"201",110.919998,110.919998,109.989998,110.050003,671500,100.329102
"202",110.010002,110.230003,109.089996,109.349998,683500,99.690926
"203",109.489998,109.989998,108.860001,109.019997,716800,99.390091
"204",109.129997,109.279999,107.949997,109.120003,949200,99.481247
"205",109.389999,109.760002,109.230003,109.360001,789400,99.70005
"206",108.699997,109.059998,107.75,108.599998,1192500,99.007179
"207",107.470001,107.5,102.519997,102.870003,2601800,93.783318
"208",102.760002,104.120003,102.620003,104.080002,1844300,94.886452
"209",104.330002,105.629997,104.190002,104.730003,1449700,95.479042
"210",105.209999,106.389999,105.019997,106.18,1312800,96.800941
"211",106.57,106.870003,105.610001,106.730003,811000,97.302368
"212",106.410004,106.790001,105.660004,106.589996,874100,97.174736
"213",106.419998,106.790001,105.830002,105.919998,809400,96.563911
"214",106.040001,106.040001,104.139999,104.379997,780300,95.159943
"215",104.18,106.089996,104.089996,105.970001,955200,96.609497
"216",105.949997,107.919998,105.940002,107.75,798400,98.232277
"217",107.470001,108.339996,107.300003,107.769997,854000,98.250481
"218",107.339996,108.870003,107.339996,108.599998,751700,99.007179
"219",108.769997,109.550003,108.050003,108.18,939900,98.624275
"220",108,110.309998,107.650002,109.860001,997800,100.155876
"221",109.449997,110.949997,107.059998,107.419998,924100,97.931419
"222",108.040001,110.120003,107.559998,109.699997,1202700,100.010017
"223",109.279999,110.639999,108.980003,109.099998,1993400,99.463005
"224",109.099998,110.75,108.830002,110.099998,922100,100.37468
"225",109.300003,109.989998,108.389999,108.510002,1060300,99.518089
"226",108.510002,108.910004,107.860001,108.120003,957700,99.160385
"227",108.339996,108.459999,107.43,107.449997,291200,98.545906
"228",107.75,108.699997,107.139999,108.370003,634600,99.389702
"229",108.599998,109.870003,108.010002,109.839996,915900,100.737885
"230",109.870003,111.589996,109.220001,110.5,843900,101.343178
"231",110.699997,111.889999,110.260002,110.93,1732700,101.737534
"232",111.040001,111.040001,108.980003,111.010002,723900,101.810921
"233",111.440002,113.139999,111.360001,112.82,1172000,103.470924
"234",112.849998,113.559998,112.019997,112.760002,1010100,103.415909
"235",112.739998,113.900002,112.489998,113.760002,795400,104.333031
"236",113.470001,113.940002,112.949997,113.559998,689800,104.149612
"237",113.57,113.709999,112.849998,113.199997,590300,103.819443
"238",113,113.059998,112,112.800003,599900,103.452576
"239",113.110001,113.559998,112.18,113.400002,901300,104.002853
"240",113.269997,113.669998,112.889999,113.160004,974300,103.782745
"241",113.080002,113.980003,112.879997,113.360001,812600,103.966187
"242",113.550003,114.900002,113.190002,114.139999,1596900,104.681549
"243",113.290001,115.32,112.650002,114.260002,1264900,104.791603
"244",114.889999,115.82,114.82,115.449997,1165200,105.882973
"245",115.669998,115.82,114.339996,114.989998,982500,105.461098
"246",115.379997,115.480003,114.540001,114.660004,574300,105.158447
"247",115,115.379997,114.400002,114.949997,396100,105.424408
"248",114.949997,115.459999,114.669998,115.010002,406400,105.479431
"249",115.230003,115.580002,114.269997,114.580002,434800,105.085075
"250",114.860001,114.989998,114.040001,114.360001,536400,104.883316
"251",114.089996,114.75,113.510002,113.510002,416600,104.103737
"252",113.480003,113.989998,111.959999,112.110001,845800,102.819756
"253",112.230003,112.43,111.370003,111.639999,818800,102.388702
"254",112.18,112.730003,111.830002,112.419998,679700,103.104065
"255",112.559998,113.139999,111.620003,112.959999,767100,103.599304
"256",113.230003,114.629997,113,114.059998,869700,104.608162
"257",114.169998,114.440002,113.650002,113.779999,584100,104.351364
"258",111.339996,111.989998,109.57,110.82,1309600,101.636665
"259",110.75,110.790001,109.830002,110.089996,763900,100.96714
"260",110.279999,110.470001,109.230003,109.269997,621400,100.215088
"261",107.309998,109.290001,107.25,108.290001,1641100,99.316322
"262",108.5,109.660004,108.099998,108.93,1509800,99.903282
"263",109.059998,109.269997,107.589996,107.790001,700100,98.85775
"264",108.150002,109.550003,108.110001,109.370003,1046600,100.306816
"265",109.410004,110,109.150002,109.959999,1137300,100.847923
"266",110.080002,111.239998,109.809998,110.809998,762800,101.62748
"267",110.400002,110.989998,109.739998,110.309998,910000,101.168922
"268",110.480003,111.580002,110.169998,111.230003,562900,102.012695
"269",111.550003,111.809998,110.639999,111.07,1116200,101.865929
"270",110.75,111.050003,109.650002,109.669998,798600,100.58194
"271",109.25,110.360001,108.989998,109.529999,862600,100.453552
"272",109.400002,110.93,109.379997,110.330002,1254700,101.187241
"273",105.449997,106.25,102.800003,103.769997,3156100,95.17086
"274",102.330002,105.290001,102.139999,102.970001,2333400,94.43718
"275",102.839996,103.269997,100.169998,100.169998,1878100,91.869194
"276",99.480003,101.739998,98.849998,101.290001,2551000,92.89637
"277",101,101.330002,99.029999,99.040001,1664100,90.832832
"278",99.339996,99.860001,97.620003,97.650002,1824000,89.558014
"279",98.419998,100.290001,97.839996,99.669998,1898500,91.410629
"280",100,100.480003,99.330002,99.779999,1234200,91.511513
"281",99.290001,99.970001,98.57,99.540001,1130000,91.291389
"282",98.809998,99.57,98.099998,99.019997,955300,90.814484
"283",99.129997,100.959999,98.160004,100.790001,982600,92.437805
"284",100.400002,100.830002,99,100.709999,2472000,92.364456
"285",100.43,100.550003,99.559998,99.900002,1153800,91.621552
"286",99.739998,100.32,97.870003,97.889999,1166900,89.778122
"287",95.870003,98.169998,95.209999,97.07,1200300,89.626709
"288",97.010002,97.720001,96.370003,96.949997,1252500,89.515907
"289",97.080002,98.5,96.949997,98,881200,90.485374
"290",98.139999,99.449997,97.790001,98.190002,1492900,90.66082
"291",98.730003,99.18,98.160004,98.260002,1309100,90.725456
"292",98.199997,99.110001,97.040001,97.800003,1219600,90.300743
"293",97.339996,99.25,97.339996,98.870003,973700,91.288689
"294",98.510002,99.5,98.510002,99.449997,1210400,91.824188
"295",99.449997,99.620003,98.669998,99.370003,1009400,91.750343
"296",98.400002,99.879997,98.080002,99.879997,1009700,92.221237
"297",100,100.349998,98.93,99.650002,951200,92.008865
"298",99.809998,100.360001,99.300003,100.360001,647900,92.664421
"299",100.519997,101.82,100.519997,101,818400,93.255356
"300",101.339996,102.199997,100.849998,101.800003,1246900,93.994003
"301",101.830002,103,101.489998,101.68,994800,93.883209
"302",101.940002,102.68,100.489998,100.940002,1218500,93.199951
"303",101.150002,101.800003,100.029999,101.019997,2293200,93.273819
"304",100.93,101.410004,99.709999,100.07,1146600,92.396667
"305",100.269997,100.940002,99.849998,100.330002,777600,92.636734
"306",99.32,99.370003,97.360001,98.470001,1492500,90.919357
"307",98.279999,99.309998,97.010002,97.050003,996800,89.608231
"308",97.300003,98.550003,95.919998,96.059998,1418200,88.69413
"309",96.910004,98.150002,96.300003,98.019997,1085300,90.503853
"310",98.080002,98.82,97.339996,97.790001,1032500,90.291496
"311",98.050003,99.440002,98.050003,98.25,1063700,90.716217
"312",98.690002,99.519997,98.510002,98.959999,896900,91.371788
"313",98.540001,98.690002,96.510002,97.040001,804300,89.599014
"314",97.629997,98.199997,96.790001,97.809998,848300,90.309952
"315",97.25,101.07,97.25,100.599998,1331000,92.886032
"316",101,101,99.040001,99.699997,1039000,92.055023
"317",99.379997,100.629997,98.300003,98.849998,774000,91.27021
"318",99.169998,100.379997,98.120003,99.360001,744800,91.741104
"319",97.209999,97.959999,95.529999,95.860001,2460900,88.509491
"320",95.790001,97.160004,95.669998,96.650002,1027800,89.238922
"321",96.879997,97,95.099998,95.57,776800,88.241722
"322",95.660004,96.290001,95.360001,95.959999,709000,88.601814
"323",95.779999,97.18,95.459999,96.800003,1108600,89.377426
"324",96.980003,97.300003,96.239998,96.699997,774700,89.285088
"325",96.559998,96.690002,95.309998,95.339996,1100800,88.029343
"326",95.099998,95.190002,93.050003,93.559998,1851500,86.385849
"327",93.709999,94.419998,92.059998,92.480003,1828900,85.388657
"328",92.720001,93.43,92.309998,93.18,1284200,86.034981
"329",93.470001,93.830002,91.919998,92.769997,1607900,85.656425
"330",92.599998,94.25,92.510002,93.540001,1384400,86.367386
"331",93.010002,94.5,91.400002,93.290001,3524500,86.136543
"332",92.290001,94.120003,92.029999,93.379997,1774000,86.21965
"333",93.57,94,91.849998,91.940002,1287700,84.890068
"334",92,92.190002,90.879997,91.32,1418600,84.317612
"335",90.690002,91.18,89.470001,89.540001,2257100,82.674095
"336",90.010002,90.489998,89.099998,89.699997,1728400,82.821831
"337",89.690002,92.220001,89.5,91.779999,1236200,84.74234
"338",91.900002,91.989998,91.190002,91.660004,1270300,84.631538
"339",91.25,92.519997,90.949997,92.150002,1395400,85.083961
"340",92.389999,92.879997,91.980003,92.610001,903300,85.508705
"341",92.940002,93.309998,92.599998,92.889999,730000,85.767227
"342",93,93.669998,92.160004,92.459999,704100,85.370209
"343",92.32,92.669998,92.25,92.540001,898100,85.444054
"344",91.860001,94.290001,90.669998,92.650002,2542000,85.545616
"345",92.940002,93.669998,92.75,93.639999,1709400,86.459724
"346",93.610001,93.860001,92.260002,92.599998,1117300,85.499458
"347",91.93,92.43,90.029999,91.489998,1681000,84.474579
"348",91.720001,92.25,91.199997,92.059998,1021400,85.000862
"349",92.190002,92.68,91.410004,91.650002,816700,84.622307
"350",91.639999,92.160004,91.190002,92.099998,1040500,85.037796
"351",91.620003,92.209999,90.830002,91.669998,809400,85.247955
"352",91.660004,93.239998,91.589996,92.029999,1401900,85.582748
"353",91.75,92.370003,91.230003,91.589996,1124800,85.173576
"354",91.730003,92.129997,91.260002,91.599998,1677100,85.182877
"355",91.629997,91.629997,89.68,90.040001,2342100,83.732162
"356",90.120003,90.419998,89.849998,90.010002,1184000,83.704262
"357",90.5,91.589996,90.400002,91.309998,1746400,84.913185
"358",91.379997,91.43,90.239998,90.5,1118000,84.159927
"359",90.5,90.660004,89.629997,90.550003,894600,84.206444
"360",89.959999,91.57,89.290001,91.080002,1265200,84.699318
"361",91.209999,92,91.129997,91.769997,1000600,85.34095
"362",92,92.830002,91.599998,92.410004,1254300,85.936134
"363",92.730003,93.5,92.32,93.379997,864700,86.838173
"364",91.690002,92.220001,89.839996,91.220001,2894400,84.829491
"365",91.550003,92.300003,91.190002,92.139999,1260800,85.685051
"366",91.900002,94,91.800003,94,2530400,87.414742
"367",93.089996,93.959999,91.290001,91.550003,1346700,85.136391
"368",91.540001,92.419998,91.300003,91.919998,1272500,85.480446
"369",91.940002,92.379997,91.110001,91.860001,707400,85.424675
"370",91.919998,92.459999,91.68,91.910004,1224600,85.471169
"371",92.190002,93.150002,91.93,92.669998,931200,86.177925
"372",92.75,94.379997,92.75,94.199997,1488900,87.600723
"373",94.139999,94.410004,93.400002,94.040001,1715100,87.451942
"374",93.839996,95.010002,93.559998,93.93,1037800,87.349648
"375",93.980003,94.860001,93.489998,94.18,895000,87.582123
"376",94.449997,94.449997,93.029999,93.059998,1193200,86.540588
"377",92.900002,93.169998,91.779999,92.230003,1094000,85.768761
"378",92.529999,93.330002,91.93,92.769997,635600,86.270905
"379",93.239998,95.199997,92.839996,95.160004,1195400,88.493477
"380",95.150002,96.300003,94.379997,95.550003,1259100,88.856148
"381",95.239998,95.82,93.639999,93.919998,785900,87.340324
"382",93.910004,94.18,93.220001,93.809998,926200,87.238045
"383",93.779999,94.489998,93.57,94.040001,929700,87.451942
"384",94.199997,94.550003,93.169998,93.660004,884300,87.098564
"385",93.599998,94.389999,93.510002,93.989998,856100,87.405457
"386",94,94.139999,92.480003,92.75,776800,86.252304
"387",92.699997,93.949997,92.699997,93.559998,601800,87.005562
"388",93.449997,93.480003,91.309998,91.410004,1092400,85.006195
"389",91.410004,92.800003,91.25,92.230003,976000,85.768761
"390",92.260002,92.410004,91.559998,91.919998,842200,85.480446
"391",91.620003,92,90.519997,91.040001,834900,84.662102
"392",90.93,92.459999,90.669998,92.059998,1400300,85.610641
"393",92.349998,93.080002,91.669998,92.830002,1444900,86.326706
"394",95,101.690002,94.779999,99.660004,3534700,92.678215
"395",99.169998,99.169998,96.790001,96.989998,2216800,90.195282
"396",96.400002,97.989998,96.279999,97.800003,1567300,90.94854
"397",98,98.699997,97.169998,98.209999,1631500,91.329803
"398",98.32,98.440002,96.5,96.529999,1377100,89.767494
"399",96.260002,97.639999,95.809998,97.540001,1253100,90.706741
"400",98.050003,100.839996,97.720001,99.160004,1365300,92.213249
"401",99.470001,100.269997,98.959999,100.07,1260100,93.059502
"402",100.099998,100.110001,98.019997,98.580002,1373800,91.673882
"403",98.519997,98.669998,97.489998,97.690002,748400,90.84623
"404",97.790001,98.029999,96.919998,97.339996,764200,90.520744
"405",97.099998,97.959999,96.760002,97.699997,633900,90.855522
"406",97.730003,98.129997,97,98.059998,712200,91.190323
"407",98.099998,98.910004,97.910004,98.610001,626000,91.701775
"408",98.849998,100.510002,98.010002,100.440002,1118200,93.40358
"409",100.699997,101.120003,99.75,100.5,1457400,93.459373
"410",100.5,101.959999,100.279999,101.480003,2508600,94.370735
"411",101.900002,102.769997,101.690002,102.440002,965000,95.263466
"412",102.190002,102.440002,100.419998,101.089996,971000,94.008041
"413",101,101.040001,99.699997,100.199997,818200,93.180397
"414",99.129997,99.489998,98.769997,98.989998,654400,92.723282
"415",98.980003,100.019997,98.660004,99.769997,917900,93.453911
"416",100.230003,100.349998,98.849998,99.290001,612700,93.004295
"417",99.290001,99.580002,98.5,98.760002,622300,92.507851
"418",99.260002,99.790001,99.099998,99.610001,665500,93.304039
"419",99.440002,100.330002,99.169998,99.919998,906300,93.594406
"420",100.110001,100.879997,99.860001,100.519997,1141700,94.156433
"421",100.709999,101.82,100.410004,101.5,1232500,95.074387
"422",101.260002,103.559998,101.080002,102.870003,2057700,96.357666
"423",102.809998,104.449997,102.489998,104.239998,1292400,97.64093
"424",103.669998,104.050003,102.790001,103.639999,1173100,97.078903
"425",103.540001,104.75,103.389999,104.410004,1148100,97.800179
"426",104.739998,105.410004,103.940002,104.239998,922400,97.64093
"427",104.510002,106.089996,103.910004,106.019997,1414500,99.308228
"428",106,106.629997,105.300003,106.599998,1024400,99.85154
"429",106.68,106.760002,105.300003,105.970001,967700,99.261406
"430",105.900002,105.900002,103.690002,103.769997,1831700,97.200676
"431",103.43,103.959999,101.599998,103.440002,1080000,96.891563
"432",103.879997,103.879997,102.339996,102.660004,639900,96.160957
"433",102.82,103.720001,102.550003,103.449997,871200,96.90094
"434",104.040001,104.739998,103.68,103.900002,1396200,97.322464
"435",103.660004,103.839996,102.059998,102.190002,619600,95.720726
"436",101.949997,102.529999,101.860001,102.290001,854200,95.814377
"437",102.389999,102.959999,101.940002,102,753800,95.542732
"438",101.410004,102.629997,101.190002,101.739998,521300,95.299194
"439",101.5,102.440002,101.300003,102,663100,95.542732
"440",102.25,102.290001,101.199997,101.639999,777100,95.205521
"441",102.230003,103.25,101.910004,102.699997,559400,96.198418
"442",102.610001,103.260002,101.639999,102.099998,933100,95.636398
"443",102,102.860001,101.419998,102.730003,801900,96.226517
"444",103.290001,104.68,103.160004,104.389999,1138100,97.781441
"445",104.010002,106.540001,104.010002,106.230003,935300,99.504944
"446",106.019997,106.370003,104.82,104.919998,869800,98.277885
"447",105.129997,106,103.650002,103.739998,1176700,97.172577
"448",104.129997,104.349998,101.660004,102.089996,952100,95.627037
"449",102.529999,103.730003,101.910004,103.410004,850000,96.86348
"450",103.360001,105.389999,103.330002,104.959999,779500,98.315338
"451",104.93,105.790001,104.5,105.5,724700,98.821159
"452",105.410004,105.760002,104.389999,105.190002,849000,98.530785
"453",105.410004,106.349998,103.839996,104.580002,1578900,97.959412
