"","CBOE.Open","CBOE.High","CBOE.Low","CBOE.Close","CBOE.Volume","CBOE.Adjusted"
"70",80.589996,81.629997,80.120003,81.529999,1050500,79.99826
"71",81.360001,82.160004,80.580002,81.290001,671900,79.762779
"72",81.260002,82.25,80.93,82.160004,607200,80.61644
"73",81.75,82.620003,81.75,81.93,654100,80.390755
"74",81.940002,82.5,81.940002,82.220001,636600,80.675308
"75",82.720001,83.309998,82.279999,83,945600,81.440659
"76",82.970001,83.529999,82.739998,82.989998,880300,81.43084
"77",83.82,84.150002,83.300003,83.839996,1435600,82.264862
"78",84.099998,84.629997,83.93,84.160004,968700,82.578857
"79",82.400002,84.080002,82.400002,83.629997,1185700,82.058807
"80",83.800003,83.800003,82.290001,82.400002,1115700,80.851921
"81",82.480003,82.720001,81.849998,82.410004,1823800,80.861732
"82",82.620003,83.099998,82.309998,82.660004,926700,81.107033
"83",82.769997,83.120003,82.099998,82.980003,948200,81.421028
"84",82.489998,83.150002,82.279999,83.029999,999000,81.470093
"85",83.160004,83.709999,82.449997,82.980003,818100,81.421028
"86",83.25,83.879997,82.989998,83.760002,886900,82.186371
"87",83.57,84.089996,82.139999,82.260002,989500,80.714546
"88",83,85.349998,83,84.989998,2528900,83.393265
"89",85.379997,86.279999,83.720001,84.839996,1336700,83.246071
"90",84.449997,84.839996,83.720001,84.360001,1230100,82.775093
"91",84.269997,84.720001,83.860001,84.07,1069300,82.490547
"92",84.410004,85.120003,84.160004,85,1414000,83.403076
"93",84.82,84.82,83.089996,83.93,2093400,82.353188
"94",83.169998,84.699997,82.540001,84.150002,1711900,82.569054
"95",84.099998,84.769997,83.739998,84.410004,902100,82.824165
"96",84.57,85.129997,83.900002,85.040001,2979100,83.442322
"97",85,85.360001,84.550003,85.050003,966600,83.452141
"98",85.120003,85.790001,84.889999,85.730003,1192200,84.119354
"99",85.839996,86.169998,85.370003,86.029999,662600,84.413712
"100",86.290001,86.629997,85.82,86.279999,931900,84.659019
"101",86.300003,86.75,85.970001,86.629997,968900,85.002457
"102",86.580002,86.879997,85.860001,86.650002,1070800,85.022072
"103",86.739998,86.889999,86.050003,86.370003,5628400,84.992561
"104",86.779999,86.989998,86.279999,86.82,1229800,85.435379
"105",86.889999,87,86.269997,86.75,878700,85.366501
"106",86.660004,87.25,86.379997,86.900002,1216100,85.514114
"107",86.290001,87.139999,86.099998,86.769997,1010700,85.386185
"108",87,89.160004,86.580002,88.879997,1619300,87.462517
"109",88.690002,89.830002,88.690002,88.980003,1251800,87.560936
"110",88.809998,89.769997,88.489998,89.75,1050100,88.318649
"111",89.209999,89.790001,89.050003,89.760002,942100,88.328491
"112",89.940002,90.089996,89.209999,89.93,1269100,88.495773
"113",89.330002,90.290001,89.330002,90,822900,88.564659
"114",89.480003,89.699997,88.989998,89.540001,746900,88.112
"115",88.839996,89.959999,88.18,88.57,3292200,87.157471
"116",88.959999,89.709999,88.959999,89.620003,858200,88.190727
"117",89.589996,89.809998,88.599998,88.959999,996700,87.541245
"118",89.07,89.150002,88.669998,88.82,609600,87.403481
"119",88.82,88.940002,88.440002,88.57,598500,87.157471
"120",88.709999,89.260002,88.589996,88.769997,850200,87.354263
"121",88.800003,89.650002,88.800003,89.620003,704500,88.190727
"122",89.620003,90.059998,89.389999,90.010002,847400,88.574501
"123",90.059998,90.760002,89.699997,90.550003,772400,89.105896
"124",91.239998,91.300003,90.050003,91,750800,89.548721
"125",91.110001,91.800003,91,91.400002,910000,89.942337
"126",91.830002,92.290001,91.540001,91.910004,538100,90.444199
"127",92.209999,93.550003,92.160004,93.029999,1392100,91.546341
"128",92.959999,93.410004,92.129997,92.18,918700,90.709885
"129",92.32,93.290001,91.400002,92.980003,1044800,91.497139
"130",93.010002,93.199997,92.620003,92.690002,751100,91.211754
"131",92.580002,93.040001,92.050003,92.790001,618600,91.310165
"132",92.519997,92.709999,91.639999,91.940002,801000,90.473724
"133",92.349998,92.68,91.120003,92.540001,710600,91.064156
"134",92.410004,92.480003,91.830002,91.980003,474000,90.513084
"135",91.989998,92.540001,91.959999,92.019997,669900,90.552437
"136",91.940002,93.18,91.82,93.120003,720900,91.634903
"137",93.139999,93.360001,92.349998,92.910004,529700,91.428253
"138",92.860001,93.25,92.540001,93.150002,503600,91.664429
"139",93.269997,94.370003,93.269997,93.940002,792700,92.441818
"140",93.809998,94.489998,93.760002,93.849998,711800,92.353264
"141",94.290001,94.32,93.309998,93.400002,748300,91.910446
"142",93.599998,94.589996,93.389999,94.040001,834700,92.54023
"143",94.040001,94.099998,92.620003,93.290001,641000,91.802193
"144",93.220001,94.150002,93.120003,93.489998,551000,91.999001
"145",93.779999,94.699997,93.510002,94.529999,808700,93.022415
"146",94.809998,95.25,94.129997,95.209999,839400,93.691574
"147",94.93,95.209999,94.050003,94.790001,693300,93.278267
"148",94.790001,95.25,94.349998,94.989998,756200,93.475075
"149",95.769997,95.949997,92.199997,93.5,1228900,92.008842
"150",93.599998,95.349998,92.360001,94.639999,1151700,93.130661
"151",94.269997,95.559998,94.019997,95.459999,871100,93.937584
"152",95.510002,96.949997,94.910004,96.800003,759100,95.25621
"153",96.650002,97.239998,96.349998,96.669998,806000,95.128281
"154",96.980003,97.269997,95.809998,96.230003,540000,94.695305
"155",96.459999,98.019997,96.239998,97.07,909600,95.521912
"156",97.279999,98.059998,96.860001,97.540001,1029500,95.984421
"157",97.790001,98.550003,97.5,97.830002,667400,96.269791
"158",97.870003,98.040001,97.129997,97.190002,797300,95.639999
"159",96.93,97.32,96.239998,96.300003,1240800,94.764191
"160",96.209999,97.389999,95.709999,97.089996,924800,95.541588
"161",97.199997,99.239998,97.029999,99.110001,1048400,97.529366
"162",98.809998,99.400002,98.370003,98.400002,865000,96.830696
"163",99,99.040001,98.190002,98.459999,738500,96.88974
"164",98.900002,99.989998,98.550003,99.769997,787500,98.178848
"165",100,100.440002,99.169998,100.150002,720700,98.552788
"166",100,100.379997,99.660004,100.339996,633300,98.739754
"167",100.410004,100.57,99.639999,100.269997,728400,98.937096
"168",100.639999,101.349998,100.330002,100.889999,986700,99.548851
"169",100.610001,101.160004,100.519997,100.940002,649300,99.598198
"170",100.529999,102.32,100.529999,102.199997,1603200,100.841431
"171",102.57,104.099998,102.459999,103.730003,1355500,102.351105
"172",104.010002,104.32,103.190002,103.68,967000,102.301773
"173",103.760002,105.910004,103.699997,104.739998,1126100,103.347679
"174",105.360001,105.900002,103.860001,104.379997,1296700,102.992455
"175",104.730003,105.489998,104.279999,104.730003,1132200,103.337814
"176",104.730003,105.599998,104.019997,105.370003,1698100,103.969299
"177",105,106.529999,105,105.849998,1966200,104.442917
"178",105.849998,106.410004,104.639999,104.669998,6221300,103.278603
"179",104.650002,105.809998,104.650002,105.489998,1577300,104.087708
"180",105.540001,106.260002,105.260002,105.43,1514200,104.028511
"181",105.660004,107.059998,105.43,106.400002,919600,104.985603
"182",106.599998,106.980003,105.559998,106.260002,973600,104.847481
"183",106.199997,106.720001,105.809998,106.599998,733800,105.182953
"184",106.720001,106.989998,105.580002,106.309998,784900,104.896812
"185",106.309998,106.699997,104.669998,104.709999,846400,103.318077
"186",105.349998,107.07,105,106.699997,864100,105.281624
"187",106.540001,107.720001,106.510002,107.32,601600,105.893372
"188",107.370003,108.260002,107.010002,107.629997,785000,106.199265
"189",107.919998,108.410004,107.480003,108.18,674100,106.741943
"190",108.709999,109.610001,108.050003,109.07,1019000,107.620125
"191",109.199997,109.650002,108.32,109.339996,739900,107.886536
"192",110.209999,110.209999,108.389999,108.43,932200,106.988632
"193",108.800003,109.099998,107.629997,108.169998,1626500,106.732079
"194",107.849998,109.339996,107.849998,109.220001,710300,107.768127
"195",109.230003,109.290001,108.330002,108.43,599100,106.988632
"196",108.639999,109.099998,107.93,109.099998,803500,107.649719
"197",108.82,110.370003,108.769997,110.019997,681200,108.557495
"198",110.199997,110.669998,109.919998,110.5,645900,109.031105
"199",110.150002,110.650002,109.459999,109.699997,927100,108.241737
"200",110.110001,110.489998,109.389999,109.529999,765500,108.074005
"201",109.580002,109.790001,108.860001,109.589996,760100,108.133209
"202",109.559998,109.559998,108.120003,108.93,813400,107.481979
"203",109.290001,110.089996,109.209999,109.989998,742800,108.527885
"204",109.93,111.040001,109.440002,110.690002,726300,109.21859
"205",111,111.25,110.010002,110.25,525300,108.784424
"206",110.150002,110.510002,108.470001,109.730003,939100,108.271355
"207",110,111.620003,109.599998,111.489998,756600,110.00795
"208",111.330002,112.5,110.779999,111.949997,657400,110.46183
"209",111.82,112.730003,111.760002,111.860001,528300,110.373024
"210",111.599998,113.379997,111.449997,113.059998,793200,111.557083
"211",113.690002,113.809998,112.599998,112.629997,513800,111.132797
"212",113.480003,115.739998,113.120003,115.57,947100,114.033714
"213",115.550003,115.910004,114.889999,115.019997,581700,113.49102
"214",115.07,115.709999,114,114.440002,1020900,112.918739
"215",113.290001,116.559998,112.349998,113.419998,1115400,111.912285
"216",113.309998,113.769997,112.620003,113.419998,743300,111.912285
"217",113.059998,114.410004,109.839996,114.129997,853700,112.612854
"218",114.330002,115.32,113.900002,114.449997,1037100,112.928596
"219",114.68,116.129997,114.510002,115.739998,881100,114.201454
"220",115.68,116.910004,115.510002,116.599998,1497800,115.050018
"221",116.790001,116.800003,115.370003,115.510002,756800,113.97451
"222",115.75,116.339996,115.230003,116.019997,671500,114.477737
"223",115.949997,116.849998,115.889999,116.480003,777100,114.931618
"224",116.730003,119.290001,116.730003,119.230003,1413300,117.645058
"225",120.139999,120.489998,118.199997,119.629997,937000,118.039734
"226",119.760002,120.230003,118.459999,119.349998,700500,117.763458
"227",119.629997,120.839996,119.540001,120.129997,333000,118.533096
"228",120.580002,121.019997,120.389999,120.5,786400,118.898178
"229",121,122.800003,120.720001,122.720001,886000,121.088669
"230",123.32,125.040001,119.779999,120.93,2075700,119.322464
"231",121.18,124.25,120.800003,123.43,2264000,122.06176
"232",124.419998,125,122.290001,124.25,1566400,122.872665
"233",126,127.779999,122.349998,123.110001,1550500,121.745293
"234",123.019997,123.980003,121.269997,123.769997,1349700,122.39798
"235",123.690002,124.349998,122.839996,123.410004,1020000,122.041977
"236",123.760002,124.760002,122.370003,124.190002,919800,122.813332
"237",125,125.5,124.010002,125.269997,1213700,123.881363
"238",126.760002,126.980003,124.760002,126.349998,1263800,124.949379
"239",126.82,128.320007,126.260002,127.620003,1204200,126.205307
"240",127.82,128.300003,126.120003,126.279999,1591400,124.88015
"241",126.870003,127.610001,125.169998,126.059998,1699200,124.662598
"242",126.389999,127.07,125.150002,126.370003,2725500,124.969162
"243",126.580002,126.959999,125.540001,125.790001,1761500,124.395592
"244",126.32,127.220001,124.519997,124.650002,1585100,123.268227
"245",124.699997,125.519997,123.269997,124.230003,945200,122.85289
"246",124.5,125,123.760002,124.629997,1635200,123.248451
"247",124.650002,125.199997,124.300003,124.470001,683600,123.090218
"248",124.190002,124.470001,123.239998,124.040001,521300,122.664986
"249",123.870003,125.540001,123.720001,124.760002,647000,123.377022
"250",125.099998,125.099998,123.720001,124.849998,823000,123.466003
"251",125.07,125.760002,124.279999,124.589996,673000,123.208885
"252",124.879997,125.300003,122.349998,122.75,841900,121.38929
"253",122.349998,124.099998,120.349998,123.559998,1010500,122.190308
"254",123.75,124.900002,123.489998,124.040001,917900,122.664986
"255",127.389999,127.830002,124.050003,127.599998,1241400,126.185516
"256",127.470001,129.949997,127.050003,129.529999,1130500,128.094131
"257",129.699997,131.570007,129.699997,130.789993,1085900,129.340164
"258",130.479996,132.460007,130.309998,132.330002,791900,130.863083
"259",132.410004,133.309998,131.860001,132.190002,1083000,130.724655
"260",132.190002,132.619995,131.419998,131.509995,618200,130.05217
"261",132.220001,133.059998,129.830002,130.789993,861900,129.340164
"262",130.860001,131.869995,130.570007,131.520004,721000,130.062057
"263",131.070007,133,130.770004,132.910004,760200,131.436676
"264",133.059998,134.149994,132.649994,133.880005,885300,132.39592
"265",133.809998,134.639999,133.369995,134.559998,607600,133.068375
"266",134.339996,134.960007,133.929993,134.809998,635900,133.315598
"267",135,135.660004,133.389999,135.570007,605900,134.0672
"268",136.380005,137.429993,135.259995,137.160004,793900,135.639557
"269",137.5,137.639999,136,137.020004,953700,135.501114
"270",137.199997,138.539993,134.729996,135.110001,983600,133.612259
"271",134.529999,134.899994,132.380005,133.289993,1434200,131.812454
"272",133.570007,135.419998,133.5,134.389999,872400,132.900253
"273",134.169998,136.800003,133.559998,136.559998,893000,135.046204
"274",136.190002,136.940002,134.529999,134.649994,861600,133.157379
"275",133.169998,136.570007,130.050003,130.529999,1719300,129.083038
"276",125.57,125.68,108,116.940002,7648400,115.643692
"277",111.010002,116.089996,111.010002,114.57,4190800,113.299973
"278",114.410004,114.879997,111.07,111.150002,3246300,109.917877
"279",104.349998,108.610001,96.809998,107.110001,7012900,105.922661
"280",108.580002,113.32,108.349998,110.68,2567300,109.453087
"281",110.730003,113.470001,109.540001,112.220001,2403500,110.976021
"282",111.589996,115.620003,111.32,115,2331900,113.725204
"283",116.470001,117.580002,114.620003,117.449997,2075500,116.148033
"284",116.839996,117.389999,110.839996,111.449997,2804000,110.214554
"285",110.959999,113.029999,110.029999,110.779999,1707200,109.551979
"286",111.239998,113.099998,110.75,111.300003,1400500,110.066216
"287",111.339996,112.07,109.589996,109.959999,992900,108.741074
"288",110.110001,110.120003,108.269997,108.75,2064200,107.544487
"289",108.940002,111.959999,108.860001,111.330002,1609000,110.095886
"290",110.940002,111.93,110.160004,110.190002,1271500,108.968521
"291",110.989998,113.489998,110.580002,112.010002,1800900,110.768341
"292",111.629997,112.730003,111.07,111.360001,2780200,110.391647
"293",111.029999,116.370003,110.699997,115,1907400,113.999992
"294",114.510002,116.57,113.120003,115.349998,1957400,114.346954
"295",115.349998,119.199997,115.160004,118.169998,2139400,117.142433
"296",117.599998,119.099998,117.220001,118.790001,1488400,117.757042
"297",119.389999,120.650002,118.900002,119.889999,1257500,118.847473
"298",120.220001,124.550003,120.18,124.540001,1432700,123.457039
"299",124.169998,124.540001,123.059998,123.82,1253100,122.743294
"300",124.559998,124.559998,119.459999,119.919998,1141100,118.877205
"301",120.550003,120.550003,118.949997,119.290001,818800,118.252693
"302",119.290001,119.419998,117.639999,118.610001,938200,117.578606
"303",118.949997,119.760002,117.809998,119.220001,1218000,118.183296
"304",119.199997,120.449997,117.220001,118.529999,1275400,117.49929
"305",118.599998,121.550003,117.989998,119.900002,1166800,118.857384
"306",116.220001,118.5,116,117.330002,1441300,116.309731
"307",116.519997,117.290001,112.410004,112.620003,1039200,111.640701
"308",112.639999,113.839996,111.360001,111.709999,1030200,110.738602
"309",112.940002,115.290001,112.260002,114.589996,818200,113.593559
"310",114.540001,114.93,111.129997,112.059998,1014000,111.085556
"311",112.059998,113.519997,111.470001,111.910004,814200,110.936867
"312",112.459999,115.360001,112.089996,114.099998,1472700,113.107819
"313",114.080002,115.129997,111.300003,112.480003,1105600,111.501907
"314",112.150002,112.519997,109.169998,110.989998,1894000,110.024864
"315",109.660004,111.809998,109.019997,111.209999,1661300,110.24295
"316",112.389999,112.809998,111.089996,111.599998,1020700,110.629562
"317",110.260002,111.059998,108.470001,109.339996,1301900,108.389206
"318",109.870003,112.050003,109.730003,110.029999,931000,109.073212
"319",110.620003,111.580002,109.839996,110.279999,877800,109.321037
"320",109.669998,109.75,108.029999,108.449997,1181700,107.50695
"321",108.919998,110.650002,108.220001,109.669998,675600,108.716347
"322",109.949997,110.040001,108.050003,108.349998,895000,107.407822
"323",109.080002,109.739998,108.580002,108.809998,568200,107.863815
"324",109.629997,110.32,109.099998,110.089996,763900,109.13269
"325",110.25,110.669998,109.300003,109.330002,563500,108.379303
"326",108.989998,110.400002,108.800003,109.879997,988300,108.924507
"327",110.190002,110.889999,109.639999,110.160004,562800,109.202087
"328",110.739998,110.860001,107.82,107.940002,818900,107.001389
"329",108.489998,108.879997,105.480003,105.550003,1069900,104.632164
"330",105.260002,106.589996,104.330002,106.269997,1061100,105.345909
"331",106.440002,107.709999,104.82,106.870003,964300,105.940689
"332",106.669998,107.449997,105.160004,106.190002,853600,105.266602
"333",106.610001,108.309998,106.610001,106.779999,803800,105.851463
"334",106.389999,107.400002,105.889999,107.290001,919700,106.35704
"335",106.849998,108.809998,106.43,106.790001,1904000,105.861389
"336",106.68,107,104.540001,105.449997,1857000,104.533043
"337",108.5,108.5,101.889999,102.489998,2096800,101.59877
"338",102.419998,104.150002,101.900002,103.160004,1315300,102.262955
"339",102.099998,103.519997,102,102.370003,1149600,101.47982
"340",102.57,104.910004,102.150002,103.910004,1164700,103.006439
"341",104.269997,105.739998,103.779999,105.410004,846600,104.493393
"342",105.25,107.190002,104.669998,106.82,1019000,105.891121
"343",107.050003,108.360001,106.800003,108.110001,1247400,107.169907
"344",107.940002,109.550003,107.639999,108.110001,1100700,107.169907
"345",107.949997,109.419998,107.480003,108.449997,731000,107.50695
"346",108.440002,108.660004,107.139999,108.379997,728000,107.437553
"347",108.010002,108.489998,106.550003,106.559998,1893300,105.633385
"348",106.760002,107.389999,106.290001,106.489998,914700,105.563988
"349",106.989998,106.989998,103.949997,104.440002,992200,103.53183
"350",104.220001,104.559998,103.370003,103.839996,711500,102.937035
"351",103.470001,104.57,102.07,102.779999,1925400,101.886253
"352",102.769997,103.360001,102.089996,103.089996,883600,102.19355
"353",102.980003,103.660004,101.540001,101.989998,924600,101.103127
"354",101.279999,101.699997,97.230003,99.019997,2159300,98.158943
"355",98.68,99.209999,97.480003,97.559998,2187300,96.976074
"356",98.849998,99.07,97.550003,98.419998,1000800,97.830925
"357",98.32,98.870003,97.559998,98.07,1071100,97.483017
"358",98.080002,99.830002,98.080002,99.300003,837300,98.705658
"359",99.300003,100.459999,99.099998,100.32,1019600,99.719559
"360",101.010002,103.220001,100.959999,102.910004,1717700,102.29406
"361",102.449997,104.5,101.809998,103.949997,1257500,103.32782
"362",104.290001,105.290001,103.279999,104.919998,1896300,104.292023
"363",104.769997,105.629997,103.589996,105.599998,1483100,104.967949
"364",105.790001,106.080002,104.400002,104.5,914400,103.874542
"365",104.68,105.790001,103.169998,103.809998,967900,103.188667
"366",103.400002,104.330002,102.470001,102.82,1620800,102.20459
"367",103.360001,103.68,101.669998,103.540001,851500,102.920288
"368",102.709999,105.620003,101,105.199997,1440600,104.570343
"369",105.040001,106.5,104.080002,104.220001,994700,103.596222
"370",104.209999,104.639999,103.040001,103.949997,789100,103.32782
"371",104.580002,105.419998,103.779999,104.980003,1437400,104.351669
"372",104.68,105.169998,102.550003,104.150002,1038300,103.526634
"373",104.68,107.669998,104.68,105.769997,1513600,105.13694
"374",105.940002,106.330002,103.919998,103.949997,991900,103.32782
"375",103.940002,104.57,103.110001,103.809998,641500,103.188667
"376",103.910004,105.57,102.349998,104.07,968500,103.447113
"377",103.379997,103.93,103.110001,103.75,586500,103.129028
"378",104.279999,104.419998,102.18,102.419998,318100,101.806984
"379",102.660004,103.110001,101.860001,102.940002,570800,102.323883
"380",102.540001,103.040001,100.290001,100.790001,774400,100.186745
"381",100.510002,103.370003,100.510002,103.209999,1016600,102.592262
"382",103.5,103.730003,102.330002,102.900002,932100,102.284119
"383",101.910004,103.150002,101.75,102.150002,597900,101.538605
"384",102.510002,103.620003,102.510002,103.129997,554300,102.512733
"385",103.239998,103.440002,102.330002,102.900002,435400,102.284119
"386",102.830002,104.620003,102.830002,103.730003,606500,103.109146
"387",103.949997,105.120003,103.110001,104.879997,400700,104.252258
"388",105,106.169998,104.629997,106.019997,485900,105.385437
"389",105.610001,106.07,104.419998,104.760002,515000,104.132988
"390",104.389999,105.199997,103.809998,104.620003,450600,103.99382
"391",104.839996,105.209999,103.660004,104.290001,623500,103.665794
"392",104.400002,105.099998,103.360001,104.129997,562600,103.506752
"393",104.07,105.5,103.779999,105.330002,514700,104.69957
"394",105.309998,105.650002,103.730003,103.919998,493600,103.298012
"395",104.139999,104.25,102.110001,102.169998,512700,101.558479
"396",102.080002,102.080002,96.370003,96.68,1156900,96.101341
"397",97.239998,97.419998,94,97.129997,1436200,96.548645
"398",97.07,98.470001,96.269997,96.360001,751000,95.783257
"399",96.339996,96.660004,95.029999,95.800003,1146700,95.226616
"400",94.18,97,92.639999,94.629997,1486400,94.063606
"401",94.209999,94.919998,92.809998,92.959999,1204700,92.40361
"402",93.18,94.349998,92.949997,93.620003,867000,93.059662
"403",93.669998,94.110001,92.419998,92.699997,692600,92.145164
"404",92.800003,93.480003,92.089996,92.099998,1020400,91.548759
"405",91.949997,92.629997,91.099998,92.489998,977500,91.936417
"406",92.5,93.93,92.489998,92.779999,660400,92.224678
"407",93.18,93.900002,93.010002,93.459999,574000,92.900612
"408",93.279999,94.989998,93.089996,94.650002,923600,94.083488
"409",94.779999,95.949997,94.779999,95.110001,676400,94.540741
"410",94.959999,96.220001,94.550003,95.769997,837500,95.196785
"411",97.209999,99.209999,96.82,98.779999,938200,98.188774
"412",98.900002,99.239998,97.489998,97.839996,637900,97.254395
"413",97.599998,99.480003,97.050003,99.120003,835200,98.526741
"414",98.82,100.900002,98.760002,100.080002,1063500,99.480995
"415",100.18,102.75,99.760002,102.610001,1148500,101.99585
"416",103.07,103.970001,100.82,101.139999,1056500,100.534645
"417",101.540001,101.860001,100.07,100.230003,646700,99.630096
"418",100.169998,101.019997,99.849998,100.769997,459600,100.166862
"419",100.050003,100.75,99.480003,100.639999,573800,100.346336
"420",100.639999,101.139999,100.150002,100.800003,709800,100.505875
"421",100.660004,104.089996,100.629997,104.010002,1087800,103.706505
"422",104.239998,104.860001,102.959999,103.309998,656900,103.008545
"423",103.379997,103.790001,101.980003,102.900002,577100,102.599747
"424",103.120003,104.980003,102.980003,104.330002,744900,104.025574
"425",104.610001,105.220001,103.370003,103.410004,824700,103.108261
"426",103.370003,104.550003,102.510002,104.040001,527900,103.73642
"427",103.779999,104.400002,102.220001,103.5,712100,103.19799
"428",103.93,104.330002,103.190002,104.07,399100,103.766327
"429",104.059998,105.199997,103.629997,104.199997,385200,103.89595
"430",104.699997,105.07,103.620003,104.779999,470600,104.474258
"431",104.779999,107.699997,104.68,106.190002,1293500,105.880142
"432",105.879997,107.190002,104.720001,106.940002,666400,106.62796
"433",106.389999,107.449997,105.260002,107.18,1138700,106.867256
"434",108.150002,109.120003,106.75,107.150002,1705800,106.837341
"435",107.260002,107.260002,105.059998,105.290001,901100,104.982773
"436",102.220001,105.050003,99.599998,101.989998,1364400,101.692398
"437",101.980003,102.339996,98.279999,98.870003,1264100,98.581505
"438",98.57,99,97.220001,97.760002,882200,97.474747
"439",96.970001,97.980003,95.57,95.959999,918400,95.679993
"440",95.5,97.239998,95.32,97.029999,759200,96.746872
"441",97.019997,97.550003,96.190002,96.620003,721300,96.338074
"442",97.360001,97.360001,95.379997,95.639999,910400,95.360924
"443",95.620003,96,93.760002,95.43,1162200,95.151543
"444",94.18,98.5,94.18,97.209999,1034200,96.926346
"445",97.519997,100.129997,97.040001,99.919998,883900,99.628441
"446",98.769997,101.970001,98.769997,101.400002,1204600,101.104118
"447",100.739998,103.199997,100.150002,101.959999,1151100,101.662483
"448",102.309998,102.410004,100.330002,100.800003,1413600,100.505875
"449",100.449997,102,99.110001,100.110001,941300,99.817886
"450",97.730003,102.279999,96.769997,99.260002,937000,98.970367
"451",99.269997,103.059998,99.269997,102.790001,725500,102.490067
"452",100.690002,103.43,99.529999,102.639999,1138500,102.3405
"453",103.389999,104.260002,101.5,103.300003,607500,102.998581
"454",102.349998,105.099998,102.349998,104.910004,696900,104.603882
"455",104.07,104.900002,103.080002,104.43,647200,104.125282
"456",105.339996,107.25,103.519997,106.779999,1119300,106.468422
"457",106.32,106.919998,105.260002,105.800003,1081900,105.491287
"458",105.800003,107.129997,105.620003,106.699997,703300,106.388649
"459",106.699997,107.699997,105.82,106.93,847500,106.617981
"460",109,110,107.699997,108.910004,929600,108.592209
"461",109.589996,112.419998,109,111.949997,791500,111.623329
"462",112.489998,114.599998,111.300003,112.849998,1069600,112.520706
"463",113.669998,114.370003,110.110001,110.5,1157400,110.177567
"464",114.5,114.5,106.5,112.25,986700,111.922462
"465",114.139999,115.110001,111.839996,112.139999,676900,111.812782
"466",111.139999,113.989998,110.470001,112.440002,576600,112.111908
"467",112.440002,112.650002,110,111.230003,748500,110.905441
"468",110.230003,111.389999,107.279999,109.800003,1493300,109.479614
"469",108.019997,109.709999,108.019997,108.900002,888100,108.582237
"470",108.459999,109.019997,106.75,107.599998,656900,107.286026
"471",108,109.900002,106.860001,109.489998,662000,109.170509
"472",109.07,110.580002,108.440002,109.599998,1143300,109.28019
"473",108.559998,109.93,107.529999,109.709999,595500,109.38987
"474",109.980003,110.519997,108.709999,110.110001,741100,109.788704
"475",110.550003,112.669998,109.550003,110.919998,929700,110.596336
"476",111.739998,112.209999,108.139999,110,852800,109.679024
"477",110.440002,111.339996,107.580002,107.970001,691400,107.654953
"478",106.550003,108.019997,106.330002,107.389999,236700,107.076645
"479",107.389999,108.730003,106.639999,107.269997,696300,106.956985
"480",106.099998,108.089996,105.860001,107.93,855600,107.615067
"481",107.519997,108.75,105.870003,106.239998,643500,105.929993
"482",105.650002,108.010002,104.540001,106.830002,906200,106.830002
"483",106.07,108.029999,106.07,107.620003,895400,107.620003
"484",107.720001,109.25,101.870003,105.129997,1745800,105.129997
"485",107.239998,107.989998,103.480003,103.900002,1513000,103.900002
"486",103.580002,104.25,102.440002,103.620003,1276900,103.620003
"487",104.440002,105.339996,103.43,104.339996,1241400,104.339996
"488",104.32,105.870003,103.900002,105.459999,552000,105.459999
"489",106.050003,106.629997,103.309998,103.379997,848600,103.379997
"490",104.309998,106.129997,103.470001,104.489998,1466100,104.489998
"491",104.309998,105.489998,102.190002,102.860001,797600,102.860001
"492",103.160004,103.610001,100.330002,100.889999,573300,100.889999
"493",101.489998,102.730003,100.18,100.269997,554900,100.269997
"494",100.379997,102.32,98.690002,99.150002,715400,99.150002
"495",99.760002,100.440002,97.650002,98.080002,503800,98.080002
"496",98.599998,99.18,96.529999,96.75,859900,96.75
"497",96.410004,100.889999,96,96.080002,1437300,96.080002
"498",95.739998,96.650002,91.230003,91.230003,353600,91.230003
"499",91.550003,94.239998,87.870003,94.120003,785200,94.120003
"500",93.209999,95.639999,91.779999,95.620003,625800,95.620003
"501",95.669998,96.959999,95.230003,96.209999,526400,96.209999
"502",95.980003,97.830002,95.550003,97.830002,502100,97.830002
"503",95.940002,98.120003,95.199997,95.889999,891700,95.889999
"504",95,97.610001,95,95.589996,752500,95.589996
"505",98.300003,99.470001,96.980003,98.360001,635400,98.360001
"506",95.5,98.339996,94.239998,96.550003,1043300,96.550003
"507",97.309998,97.949997,92.150002,93.519997,1074600,93.519997
"508",94.099998,95.889999,92.57,92.800003,501800,92.800003
"509",92.120003,92.839996,89.540001,91.550003,744400,91.550003
"510",92,92.610001,90.720001,91.389999,678000,91.389999
"511",91,92.410004,90.589996,92.199997,701200,92.199997
"512",92.510002,93.68,92.099998,92.720001,606900,92.720001
"513",92.610001,95.68,91.980003,92.970001,697800,92.970001
"514",92.510002,93.940002,91.800003,93.529999,459100,93.529999
"515",95.379997,96.110001,94,95.089996,1073100,95.089996
"516",95.269997,97.709999,95.269997,97.260002,890200,97.260002
"517",97.269997,98.370003,96.540001,98.209999,793500,98.209999
"518",98,98.480003,95.989998,96.089996,604400,96.089996
"519",96.970001,96.970001,95.129997,96.029999,743000,96.029999
"520",95.690002,97,95.230003,96.730003,458300,96.730003
"521",96.540001,96.919998,94.75,95.540001,688100,95.540001
"522",95.059998,95.989998,92.93,93.519997,718600,93.519997
"523",93.559998,93.559998,91.620003,93.269997,859100,93.269997
"524",92.900002,94.169998,92.809998,94.050003,478600,94.050003
"525",94.059998,94.519997,92.150002,93.709999,553300,93.709999
