"","WHR.Open","WHR.High","WHR.Low","WHR.Close","WHR.Volume","WHR.Adjusted"
"82",185.669998,187.199997,185.600006,185.910004,700400,161.847427
"83",185.899994,188.309998,185.509995,187.660004,862000,163.370941
"84",187.449997,189.229996,186.330002,187.149994,896400,162.92691
"85",187.490005,188.289993,183.720001,183.929993,998600,160.123672
"86",183.830002,185.380005,183.479996,185.139999,568300,161.177094
"87",185.559998,185.979996,183.479996,183.679993,578900,159.906082
"88",183.630005,185.070007,183.380005,184.5,597000,160.619919
"89",184.399994,185.360001,183.5,185.25,566100,161.272873
"90",185.160004,186.080002,182.880005,185.649994,449100,161.621078
"91",185.070007,185.100006,182.839996,183.190002,598000,159.479507
"92",184.029999,188.789993,183.050003,187.830002,1377000,163.518921
"93",188.350006,188.759995,184.940002,186.940002,635900,162.744095
"94",185.839996,185.910004,182.100006,182.279999,772900,159.626526
"95",175.479996,178.800003,172.970001,177.199997,1382600,155.177872
"96",177.679993,180.449997,176.610001,179.080002,793400,156.824265
"97",180.080002,181.690002,179.220001,180.130005,516700,157.743744
"98",180.490005,181.139999,180.050003,180.779999,414100,158.312943
"99",180.699997,181,179.490005,179.979996,452800,157.612396
"100",179.970001,182.279999,179.039993,180.399994,542700,157.980179
"101",180.720001,180.789993,178.759995,179.130005,578100,156.868027
"102",179.350006,183.880005,178.740005,183.199997,761300,160.43219
"103",183.229996,185.820007,182.679993,185.539993,755900,162.48143
"104",185.570007,188.770004,185.179993,187.809998,782100,164.469284
"105",188.210007,190.919998,187.089996,189.889999,614200,166.290787
"106",190,194.970001,189.059998,191.860001,1164400,168.015945
"107",191.729996,192.779999,188.850006,188.910004,677700,165.432602
"108",188.940002,190.039993,187.919998,189.169998,540600,165.660278
"109",189.169998,190,187.990005,189.089996,509100,165.590225
"110",188.809998,191.850006,188.190002,190.979996,501400,167.24527
"111",191.149994,191.839996,188.210007,190.610001,640500,166.92131
"112",191.669998,194.520004,190.369995,193.899994,694200,169.802414
"113",193.960007,202.990005,193.199997,196.539993,1330800,172.114304
"114",195.139999,196.880005,194.059998,196.240005,767100,171.851639
"115",195.830002,196.330002,194.589996,195.869995,645200,171.527618
"116",196.75,198.25,196.089996,196.869995,566400,172.40329
"117",197.419998,199.940002,194.320007,194.559998,1169100,170.380417
"118",194.919998,195.380005,192.259995,193.809998,565500,169.723602
"119",194.25,195.75,193.089996,195.160004,465800,170.905853
"120",194.630005,194.630005,186.520004,188.679993,1565000,165.23114
"121",189.110001,191.929993,188.919998,190.720001,780900,167.017654
"122",190.839996,191.929993,188.039993,188.520004,619000,165.091034
"123",189.919998,190.300003,188.229996,188.539993,598800,165.108551
"124",188.839996,189.789993,186.509995,188.039993,653300,164.6707
"125",188.270004,192.490005,188.270004,191.619995,744800,167.805756
"126",191.919998,193.029999,190.789993,191.970001,397200,168.112289
"127",192.639999,194.190002,192.639999,193.210007,416600,169.198227
"128",192.279999,193.270004,188.820007,189.699997,518100,166.124405
"129",190.509995,192.910004,188.649994,192.110001,426200,168.234909
"130",192.5,193.860001,191.850006,192.830002,368700,168.865417
"131",192.839996,193.020004,189.75,191.25,421800,167.481766
"132",192.529999,194.080002,192.110001,192.259995,540400,168.366272
"133",192.779999,193.789993,191.669998,192.25,652800,168.357498
"134",192.639999,193.229996,190.449997,192.289993,587700,168.392532
"135",194.220001,197.539993,193.990005,195.520004,1125600,171.2211
"136",195.649994,196.529999,194.139999,196.199997,738500,171.816574
"137",198.029999,200.610001,197.619995,198.339996,923300,173.690628
"138",196.350006,197.070007,188.369995,189.740005,2269000,166.159424
"139",189.509995,191.960007,188.559998,191.220001,721600,167.45549
"140",190.960007,190.960007,188.619995,190.080002,542700,166.457214
"141",191.410004,192.149994,189.490005,190.949997,716600,167.219055
"142",190.710007,192.470001,189.580002,190.190002,903900,166.553497
"143",182,182.339996,175.119995,178.240005,2557700,156.088623
"144",177.089996,179,175.509995,177.759995,1462300,155.668274
"145",178.070007,178.509995,174.179993,177.880005,925400,155.773376
"146",178.089996,179.289993,175.330002,176.479996,1051800,154.547348
"147",176.279999,177.020004,174.919998,176.580002,662300,154.634933
"148",176.550003,176.779999,173.869995,175.910004,790900,154.048187
"149",176.520004,178.139999,176.009995,177.820007,742700,155.720825
"150",178.100006,179.080002,176.669998,178.389999,1066900,156.219971
"151",178.059998,179.380005,177.199997,178.539993,751100,156.351349
"152",177.639999,178.399994,174.600006,175.050003,801300,153.295074
"153",175,175.470001,171.600006,171.740005,1120500,150.396439
"154",171.289993,172.660004,170.559998,171.240005,610900,149.958618
"155",171.919998,174.929993,171.809998,173.649994,641200,152.069061
"156",174.020004,174.020004,172.610001,173.190002,644800,151.666214
"157",173.759995,175.309998,173.509995,174.110001,596100,152.471893
"158",174,174.330002,171.440002,171.490005,580600,150.177505
"159",170.919998,171.449997,169.740005,170.080002,607600,148.942764
"160",170,170.630005,167.770004,167.800003,820100,146.946091
"161",168.160004,169.889999,167.820007,169.309998,827300,148.268387
"162",168,169.130005,167.580002,168.369995,573300,148.409439
"163",169,169.690002,167.160004,167.350006,567800,147.510406
"164",168.190002,169.199997,167.470001,168.449997,400200,148.480026
"165",168.779999,169.330002,167.029999,168.190002,4e+05,148.250809
"166",167.399994,169.020004,167.190002,168.020004,427800,148.100967
"167",168.050003,169.740005,167.300003,168.910004,553100,148.885468
"168",169.75,172.199997,169.75,171.619995,648800,151.274155
"169",171.649994,174.309998,171.240005,173.289993,551600,152.746185
"170",173,173.100006,170.479996,172.139999,480500,151.732529
"171",172.369995,172.589996,168.860001,170.199997,779700,150.022522
"172",170.720001,170.720001,168.470001,168.960007,728900,148.92955
"173",168.179993,172.360001,168.029999,172.289993,624800,151.864731
"174",173.580002,175.630005,173.160004,173.600006,9e+05,153.019409
"175",174.229996,176.419998,173.860001,176.339996,515500,155.434601
"176",176.740005,177,173.710007,175.889999,530900,155.037979
"177",174.600006,176.309998,173.889999,175.130005,785300,154.368057
"178",173.119995,174.110001,170.440002,171.860001,1176700,151.485718
"179",172.309998,172.529999,170.089996,170.839996,556800,150.586655
"180",170.809998,171.679993,169.509995,171.059998,820400,150.780533
"181",171.059998,171.75,169.940002,170.380005,715500,150.181168
"182",170.940002,172.910004,170.080002,172.690002,588900,152.217331
"183",172.860001,177.449997,172.720001,175.229996,939200,154.456177
"184",175.050003,178.320007,174.830002,177.289993,816700,156.271973
"185",177.800003,182.25,177.190002,181.630005,1016600,160.097473
"186",182.100006,182.25,179.820007,181.529999,755500,160.009338
"187",181.600006,183.940002,180.919998,183.570007,812600,161.807465
"188",183.169998,185.740005,182.589996,184.440002,467100,162.574356
"189",185.399994,185.949997,182.610001,183.899994,830900,162.098373
"190",184.610001,185.75,182.710007,185.089996,652100,163.147278
"191",185.119995,185.910004,183.389999,185.820007,673300,163.790741
"192",185.899994,190.729996,183.139999,183.440002,1388000,161.692886
"193",183.559998,183.759995,180.699997,181.330002,795000,159.833054
"194",181.720001,181.830002,178.910004,179.960007,677000,158.625458
"195",180.809998,180.809998,176.070007,177.179993,1264600,156.175034
"196",177.130005,177.869995,175.850006,176.910004,641000,155.937073
"197",176.660004,177.899994,175.919998,177.100006,700600,156.104492
"198",177.979996,179.440002,176.330002,178.779999,593300,157.585342
"199",178.160004,178.160004,175.080002,176.770004,638000,155.81366
"200",176.669998,176.669998,174.729996,176.339996,798900,155.434601
"201",176.429993,178.279999,175.429993,176.789993,632100,155.831238
"202",176.539993,178.229996,175.5,177.960007,380900,156.862549
"203",178.869995,183.139999,178.820007,182.460007,894600,160.829071
"204",182.5,183.880005,180.889999,182.5,1524900,160.864319
"205",164.949997,168.600006,162.009995,163.259995,9480000,143.905258
"206",162.720001,163,159.710007,160.940002,2497200,141.860291
"207",161.130005,163.100006,160.570007,161.509995,1531100,142.362717
"208",161.639999,162.940002,160.630005,161.410004,1250400,142.274567
"209",161,161.990005,160.559998,161.660004,910200,142.494949
"210",161.770004,164.830002,160.630005,163.929993,1138800,144.495804
"211",165,167.449997,163.630005,164.419998,1137800,144.92775
"212",163.720001,164.669998,160.940002,163.410004,985400,144.037491
"213",163.529999,166.229996,163.309998,163.860001,951300,144.434128
"214",163.529999,163.919998,162.550003,163.419998,496200,144.04628
"215",163.369995,163.5,162.100006,162.559998,732900,143.288223
"216",162.669998,163.070007,161.809998,162.770004,543600,143.473389
"217",161.759995,162.919998,161.289993,162.740005,687900,143.44693
"218",162.539993,162.960007,161.679993,162.050003,704400,142.838715
"219",161.5,162.470001,161.429993,161.669998,490800,142.503754
"220",161.970001,161.970001,159.970001,161,620100,141.913193
"221",159.580002,162.240005,158.800003,161.570007,736700,142.415634
"222",161.570007,164.470001,161.25,162.880005,639100,144.554474
"223",162.419998,166.080002,161.75,165.399994,808200,146.790955
"224",165.869995,166.850006,164.720001,165.199997,553900,146.61348
"225",165.820007,169.880005,164.210007,168.880005,1400600,149.87941
"226",168.800003,169.440002,166.169998,166.639999,889400,147.891449
"227",167.839996,168.75,166.830002,167.820007,336300,148.938675
"228",167.699997,167.990005,164.929993,165,985800,146.435959
"229",165.020004,167.830002,163.770004,167.479996,1722200,148.636917
"230",167.570007,170.210007,167.020004,168.990005,1420500,149.977051
"231",169.899994,171.580002,167.039993,168.570007,988100,149.604279
"232",168.429993,169.179993,164.509995,167.460007,776800,148.619202
"233",169.399994,171.399994,168.320007,169.630005,1097800,150.545044
"234",168.800003,170.089996,166.690002,169.119995,693500,150.092407
"235",169.389999,170.800003,168.899994,169.110001,463300,150.083542
"236",170.050003,171.279999,169.009995,170.490005,742900,151.308258
"237",170.880005,170.880005,168.470001,169.699997,579200,150.607147
"238",169.330002,169.860001,166.669998,167.869995,1151800,148.983032
"239",168.639999,168.789993,165.979996,166.509995,859100,147.776062
"240",166.919998,168.190002,166.649994,167.039993,506100,148.246399
"241",167.300003,167.880005,162.919998,163.919998,850400,145.477478
"242",164.339996,165.110001,163.220001,164.490005,1205700,145.983337
"243",165.300003,166,164.729996,165.360001,735900,146.755432
"244",165.610001,166.869995,164.699997,166.100006,561000,147.412231
"245",166.259995,166.699997,164.770004,164.880005,415100,146.329453
"246",165.399994,170.789993,165.339996,169.610001,1240300,150.527267
"247",170.050003,172.300003,169.029999,171.679993,705100,152.364395
"248",171.710007,173.199997,169.770004,170.160004,469500,151.015411
"249",169.940002,170.869995,169.639999,170.080002,329500,150.944412
"250",170.279999,170.759995,169.160004,170.669998,281300,151.468018
"251",170.529999,171.679993,168.259995,168.639999,399800,149.666443
"252",169.169998,169.949997,167,167.990005,676000,149.089584
"253",168.279999,169.550003,167.899994,168.839996,963200,149.843918
"254",169.910004,170.25,168.100006,168.820007,617400,149.826187
"255",168.880005,169.320007,167.729996,168.479996,561200,149.524399
"256",168.600006,170.429993,167.910004,169.050003,918900,150.030289
"257",169.559998,169.830002,167.940002,168.369995,1108700,149.426773
"258",167.039993,167.119995,164.330002,166.210007,827700,147.509811
"259",166.860001,169.300003,164.520004,169.029999,953700,150.012543
"260",169.809998,172.990005,168.490005,172.75,1081800,153.314011
"261",173,173.199997,167.639999,168.949997,844300,149.941544
"262",169.779999,172.300003,168.539993,171.380005,804400,152.098145
"263",171.919998,172.050003,166.660004,167.389999,1061500,148.557068
"264",167.360001,167.809998,165.5,167.529999,879700,148.681305
"265",166.949997,166.949997,163.770004,166.649994,1109300,147.900314
"266",176.160004,177,170.399994,171.979996,2152100,152.630615
"267",173.679993,181.889999,173.479996,178.970001,2261400,158.834198
"268",180.009995,187.470001,179.020004,183.089996,2563900,162.490646
"269",185.740005,186.949997,184.5,185.970001,1472200,165.046646
"270",184.410004,184.899994,182.199997,182.5,968100,161.967041
"271",181.720001,183.089996,180.059998,182.070007,843000,161.585388
"272",183,183.600006,180.449997,181.419998,822500,161.00853
"273",180.619995,184.5,180.410004,182.490005,798600,161.958191
"274",181.270004,181.589996,177.259995,178.059998,851800,158.026566
"275",176.970001,179.110001,171.529999,171.880005,1295600,152.541885
"276",168.580002,174.440002,167.509995,173.809998,1298300,154.254745
"277",173.190002,176.460007,171.470001,171.520004,861900,152.222366
"278",170.990005,171,164.940002,164.949997,932900,146.391602
"279",168.279999,171.399994,163.630005,167.009995,1635900,148.219803
"280",169.029999,172.490005,168.029999,171.050003,930900,151.805283
"281",170.399994,171.669998,168.889999,170.190002,592100,151.042038
"282",168.979996,172.660004,168.080002,171.210007,751000,151.947266
"283",172.809998,177.589996,171.460007,176.740005,894900,156.855072
"284",176.460007,180,172.160004,172.699997,1288400,153.269638
"285",172.300003,173.339996,167.770004,168.5,1059100,149.542191
"286",168.850006,169.220001,166.259995,166.289993,1152000,147.580811
"287",166.639999,168.649994,166.25,168.479996,679400,149.524399
"288",169.690002,172.550003,168.479996,171.440002,750300,152.151398
"289",171.440002,171.639999,166.289993,168.089996,1039600,149.178314
"290",168.669998,169.539993,165.199997,165.240005,554300,146.648987
"291",165.25,166.339996,161.910004,162.429993,1021200,144.155106
"292",160.699997,163.919998,158.619995,160.570007,1439800,143.476028
"293",159.660004,159.660004,156.369995,158.649994,1086600,141.760422
"294",157.960007,160.199997,157.880005,158.580002,880200,141.697845
"295",159.449997,161.899994,159.449997,161.419998,837600,144.235519
"296",160.75,161.75,157.710007,158.600006,725000,141.715744
"297",159.119995,159.669998,156.889999,158.779999,657200,141.876572
"298",159.850006,164.240005,158.470001,164.059998,973300,146.594452
"299",164.759995,165.139999,162.960007,163.309998,536100,145.924316
"300",164.009995,164.610001,162.100006,162.720001,457400,145.397141
"301",163.860001,163.860001,159.860001,160.119995,533300,143.073914
"302",160.149994,160.869995,158.979996,160.479996,649600,143.395569
"303",160.869995,162.690002,159.770004,159.820007,948400,142.805832
"304",158.899994,159,156.550003,158,1088300,141.179611
"305",158.910004,159.070007,156.020004,157.259995,1064800,140.518372
"306",157.800003,159.009995,157.119995,158.240005,705800,141.394073
"307",157.070007,158.380005,155.470001,155.479996,804800,138.927887
"308",155.889999,155.889999,152.399994,152.630005,1155600,136.381287
"309",154.649994,154.899994,152.460007,153.440002,668700,137.105087
"310",153.410004,154.330002,151.5,152.800003,751800,136.533203
"311",152.800003,153.389999,150.220001,151.169998,797500,135.076706
"312",152.080002,154.190002,151.960007,153.110001,508300,136.81015
"313",152.550003,152.889999,148.619995,150.460007,989900,134.442307
"314",150.910004,152.119995,150.039993,151.229996,548800,135.130371
"315",146,151.880005,145.589996,151.600006,1492000,135.460938
"316",152.940002,153.5,151.660004,152.610001,881000,136.363403
"317",151.720001,151.899994,146.399994,148.520004,927900,132.708832
"318",147.940002,149.479996,146.720001,146.789993,715100,131.162994
"319",148.029999,150.5,147.929993,149.820007,748800,133.870468
"320",148.910004,150.509995,148.789993,148.929993,433700,133.07518
"321",149.110001,150,148.669998,149.029999,528800,133.164551
"322",150.25,150.869995,147.970001,148.589996,390900,132.771378
"323",150.279999,154.179993,149.720001,153.570007,973900,137.221237
"324",154.600006,156.089996,153.419998,153.529999,834700,137.185486
"325",153.800003,156.550003,153.800003,154.720001,534600,138.248779
"326",153.970001,154.600006,150.419998,152.009995,576800,135.827316
"327",151.660004,152.550003,148.110001,149.369995,878500,133.468338
"328",149.369995,150.779999,148.729996,150.320007,1122700,134.31723
"329",157,159.759995,155.619995,155.960007,3734600,139.356796
"330",155.490005,156.630005,154,155.479996,1500200,138.927887
"331",156.119995,156.660004,153.240005,155.850006,1120800,139.258499
"332",155.789993,158.139999,154.770004,157.75,1006200,140.956253
"333",157.740005,157.979996,154.770004,154.949997,901100,138.454315
"334",154.199997,156.470001,152.720001,155.919998,1139000,139.32106
"335",156.059998,156.229996,153.839996,154.240005,893800,137.819916
"336",153.589996,153.919998,150.210007,151.740005,1510600,135.586014
"337",151.199997,154.110001,151.089996,153.300003,1019200,136.97995
"338",153.539993,154.779999,153.039993,153.399994,1088800,137.069305
"339",153.559998,155.279999,153.050003,153.979996,726700,137.587585
"340",154.059998,155.539993,152.889999,154.600006,834800,138.141556
"341",155.380005,156.919998,154.699997,155.619995,911800,139.052979
"342",155.339996,156.649994,155.050003,155.970001,746800,139.365707
"343",156.119995,158.449997,156.020004,157.649994,1101200,140.866837
"344",157.039993,158,156.589996,157.259995,1757400,140.518372
"345",157.410004,160.429993,157.169998,159.559998,2060600,142.573532
"346",159,162.110001,158.179993,161.850006,3897100,145.669647
"347",161.979996,164.229996,161.259995,162.679993,3732900,146.416672
"348",164.850006,166.399994,163.5,164.949997,4571000,148.459747
"349",165,167.539993,164.25,164.300003,6635100,147.874741
"350",164.449997,165.960007,162.630005,164.649994,4099800,148.189697
"351",157.940002,158.800003,150.75,151.009995,6791700,135.9133
"352",150.960007,153.479996,150,151.070007,4434500,135.967346
"353",149.399994,150.910004,148.800003,149.990005,1481600,134.9953
"354",150.669998,150.949997,148.710007,149.240005,2370200,134.320267
"355",148.800003,148.889999,143.449997,144.75,3159600,130.279129
"356",144.979996,145.309998,143.110001,145.309998,2625100,130.783142
"357",148.979996,151.100006,148.240005,149.220001,1617000,134.302292
"358",149.570007,149.729996,147.419998,148.440002,1336000,133.600235
"359",147.839996,148.119995,145.279999,147.600006,1127000,132.844254
"360",147.949997,149.369995,146.610001,148.369995,949300,133.537231
"361",148.350006,149.289993,146.490005,148.860001,956800,133.978256
"362",148.860001,151.369995,148.770004,150.679993,730100,135.616287
"363",151.5,151.960007,150.190002,151.639999,838700,136.480362
"364",151.970001,152.199997,150.800003,151.059998,708400,135.958313
"365",152.770004,156.75,152.059998,155.470001,1894700,139.927475
"366",154.830002,154.830002,151.559998,152.039993,1460400,136.840363
"367",150.660004,151.119995,149.75,150.630005,832600,135.571289
"368",149.160004,149.160004,146.169998,147,1381500,132.304214
"369",147.210007,147.860001,144.779999,145.899994,760200,131.314163
"370",144.990005,145.440002,143.690002,143.979996,698800,129.586136
"371",144.279999,144.960007,143.600006,144.649994,669900,130.189148
"372",144.270004,144.740005,143.160004,143.889999,965700,129.505127
"373",144.839996,145.190002,142.309998,144.380005,801500,129.946167
"374",145.100006,147.410004,144.279999,144.649994,643400,130.189148
"375",144.910004,145.979996,143.679993,145.559998,1084900,131.008148
"376",145.940002,147.75,145.389999,146.229996,674500,131.611176
"377",144.75,147.169998,143.789993,146.940002,703400,132.250229
"378",147.779999,148.229996,146.020004,146.149994,302000,131.539169
"379",146.460007,149.070007,146.190002,148.809998,639300,133.933243
"380",148.610001,151.259995,148.610001,150.869995,488300,135.787292
"381",151.990005,155.279999,150.740005,154.899994,828400,139.414444
"382",154.929993,155,152.520004,154.050003,640300,138.649429
"383",153.289993,155.089996,152.419998,154.169998,644700,138.757401
"384",154.830002,155.679993,153.490005,155.289993,675500,139.765442
"385",154.869995,156.509995,154.009995,155.770004,876400,140.197449
"386",154.149994,154.75,152.300003,153.440002,886100,138.100418
"387",153.199997,154.360001,149.669998,150.759995,1276500,135.688309
"388",149.919998,150.949997,148.149994,150.440002,946200,135.400299
"389",150.479996,152.690002,149.539993,152.350006,937100,137.11937
"390",152.179993,154.789993,151.440002,151.800003,1190400,136.624359
"391",151.699997,152.699997,150.399994,150.710007,1274200,135.643326
"392",135.369995,135.800003,128.25,128.820007,12449800,115.941711
"393",128.270004,128.550003,122.809998,124.209999,4794400,111.792549
"394",123.779999,127.800003,123.029999,127.639999,2266400,114.879639
"395",128,130.100006,127.459999,127.889999,1778200,115.10466
"396",127.889999,129.440002,127.480003,127.900002,2091100,115.113663
"397",128.610001,131.649994,128,131.100006,1154200,117.993752
"398",131.210007,131.699997,129.419998,130.949997,898600,117.858742
"399",130.199997,132.789993,130.199997,132.210007,817000,118.99279
"400",132.919998,135.979996,132.589996,134.779999,1170200,121.305855
"401",134.399994,135.190002,131.679993,132.630005,1116700,119.370804
"402",132.779999,133.520004,131.520004,132.139999,977400,118.929787
"403",132.259995,132.259995,130.369995,131.720001,696900,118.551765
"404",132.009995,133.649994,130.690002,130.800003,719000,117.723763
"405",130,130.080002,127.029999,127.32,999900,114.591644
"406",127,127.080002,123.949997,124.589996,1303500,112.134567
"407",124.690002,125.129997,123.970001,124.349998,647900,111.918564
"408",123.32,124.849998,122.199997,124.540001,1148500,112.089561
"409",125.029999,128.130005,125.029999,127.660004,826300,114.897659
"410",126.980003,128.25,126.019997,127.239998,484400,114.519646
"411",127.800003,128.479996,127.419998,128.070007,481800,115.266678
"412",129.119995,131.330002,128.619995,130.369995,624000,117.336731
"413",130.089996,130.149994,128.350006,128.820007,790400,115.941711
"414",128.350006,128.5,126.089996,126.599998,776600,113.943642
"415",127.519997,127.519997,126.169998,127.120003,506400,114.411652
"416",128.639999,131.779999,128.229996,130.800003,925100,117.723763
"417",130.550003,131.949997,129.630005,129.910004,1398500,116.922714
"418",129.800003,130.550003,128.199997,129.850006,596800,116.868736
"419",128.690002,129.059998,126.059998,126.449997,617000,114.825562
"420",125.980003,126.43,124.110001,124.980003,1132800,113.490692
"421",124.43,124.870003,123.129997,124,752300,112.600769
"422",124.139999,127.389999,123.910004,126.800003,825300,115.143394
"423",127.019997,129.210007,126.019997,126.470001,407100,114.843742
"424",126.089996,126.709999,125.389999,125.669998,403500,114.117256
"425",126.269997,127.260002,126.029999,126.449997,475400,114.825562
"426",125.860001,127,124.730003,125.849998,458500,114.280724
"427",125.900002,125.900002,124.260002,124.510002,980300,113.063911
"428",125.07,125.370003,124.110001,125.32,845200,113.799438
"429",124.129997,125.690002,122.540001,123.209999,969200,111.883415
"430",123,125.290001,122.709999,123.07,1090600,111.756271
"431",122.839996,123.25,121.120003,122.099998,1150000,110.87545
"432",122.639999,125.040001,122.139999,122.970001,929100,111.665466
"433",123.989998,125.089996,122.800003,122.989998,953800,111.683617
"434",123,124.459999,122.629997,123.75,2028600,112.373764
"435",123.75,124.5,121.489998,121.519997,1095200,110.34877
"436",121.93,121.93,120.949997,121.32,789700,110.167145
"437",121.75,122.230003,118.980003,119.360001,1003100,108.387337
"438",119.480003,120.459999,118.720001,118.940002,636400,108.005951
"439",118.900002,119.440002,118.349998,118.75,577900,107.833412
"440",119.279999,119.959999,118.400002,118.589996,806600,107.688118
"441",116.599998,117.970001,114.910004,115.449997,1200100,104.836784
"442",116.169998,116.739998,114.019997,114.370003,1244700,103.856071
"443",114.169998,115.220001,113.760002,114.190002,666800,103.692604
"444",114.279999,115.559998,111.190002,111.519997,1076000,101.268066
"445",111.110001,112.849998,110.330002,112.559998,864400,102.212456
"446",110.459999,111,106.059998,106.300003,1662000,96.527939
"447",105.779999,107.379997,104.82,104.970001,1523400,95.320183
"448",105.279999,107.260002,104.099998,104.349998,1093500,94.757187
"449",105.720001,105.93,102.849998,103.849998,1022200,94.303154
"450",103.209999,106.970001,103.099998,105.370003,929800,95.683411
"451",105.940002,108.93,105.300003,108.370003,1273400,98.407646
"452",107.709999,109.480003,107.360001,108.339996,1263500,98.380379
