"","NKE.Open","NKE.High","NKE.Low","NKE.Close","NKE.Volume","NKE.Adjusted"
"450",75.769997,76.160004,74.970001,74.989998,5789000,72.869896
"451",75.599998,77.650002,75.32,77.480003,7744200,75.289497
"452",77.519997,77.800003,75.940002,76.480003,6816900,74.317787
"453",77.400002,77.410004,75,75.599998,7622200,73.462662
"454",75.830002,76.050003,74.139999,74.209999,7301200,72.111961
"455",74.650002,75.209999,74.300003,74.900002,7042500,72.78244
"456",74.190002,74.379997,72.07,73.349998,11423800,71.276253
"457",73.470001,74.610001,71.949997,72.120003,8333900,70.081047
"458",72.690002,73.5,72.230003,73.099998,7648000,71.033325
"459",72,72.709999,70.690002,72.07,8371100,70.03244
"460",73.260002,74.010002,71.389999,72.190002,9874200,70.149055
"461",73.07,74.639999,72.809998,74.510002,9470000,72.403473
"462",75.5,76.339996,74.919998,75.040001,8755500,72.918488
"463",75.230003,76.839996,74.839996,76.790001,6117800,74.619003
"464",77.529999,78.589996,75.709999,76.580002,6995100,74.414955
"465",76.489998,77.769997,76.050003,77.529999,7143300,75.338089
"466",77.339996,77.580002,76.360001,76.57,6424200,74.40522
"467",76.940002,78.230003,76.57,77.970001,5403900,75.765648
"468",77.690002,78.160004,77.239998,77.779999,5425000,75.581017
"469",77.709999,77.769997,75.529999,76.360001,4737600,74.201164
"470",76.349998,76.769997,74.989998,75.099998,5204900,72.976791
"471",75.529999,76.269997,74.839996,75.199997,4584600,73.073959
"472",76.32,77.489998,74.889999,75.199997,7984200,73.073959
"473",74.440002,74.669998,72.889999,74.330002,7858300,72.228561
"474",73.760002,75.519997,73.059998,74.739998,8064200,72.626968
"475",74.690002,74.75,71.860001,72.519997,6744900,70.469719
"476",70.489998,72.07,69.519997,71.120003,9053900,69.109314
"477",71.989998,72.900002,71.809998,72.370003,7326100,70.323975
"478",72.050003,72.519997,71.410004,71.489998,2582300,69.468842
"479",72.339996,73,72.269997,72.709999,6458300,70.654358
"480",72.279999,72.550003,71.300003,72.089996,5008000,70.051888
"481",72.300003,74.760002,72.300003,74.660004,6167200,72.549225
"482",74.639999,74.949997,73.32,74.339996,5436700,72.238266
"483",74.18,75.480003,73.900002,75.120003,7947300,73.212891
"484",77.099998,79,76.93,77.940002,10211800,75.961288
"485",77.419998,78.400002,75.410004,75.790001,8800400,73.865875
"486",74.370003,75.57,73.589996,75.540001,9693700,73.622231
"487",75.040001,75.970001,72.870003,73.339996,6133700,71.478065
"488",73.099998,73.709999,70.610001,72.510002,7235000,70.669159
"489",73.870003,74.57,72.559998,73.57,7794500,71.70224
"490",74.519997,75.279999,73.510002,74.32,6950400,72.433189
"491",74.5,74.589996,72.589996,72.93,7454800,71.078484
"492",71.970001,73.650002,71.410004,72.529999,7221200,70.688644
"493",71.370003,71.769997,69.459999,69.900002,10647700,68.12542
"494",70.900002,72.410004,70.43,71.150002,7533300,69.343674
"495",71.449997,72,68.32,68.970001,8426100,67.219017
"496",68.730003,69.57,66.529999,67.529999,14488500,65.815575
"497",73.290001,74.290001,71.25,72.370003,28487900,70.532715
"498",71.400002,71.93,68.080002,68.099998,8551400,66.371101
"499",68.699997,73.010002,68.650002,73.010002,10019200,71.156464
"500",72.18,73.730003,70.989998,73.669998,9004900,71.799698
"501",73.970001,74.459999,72.57,73.339996,6197000,71.478065
"502",73.980003,74.459999,73.519997,74.139999,5519100,72.257751
"503",72.790001,74.639999,72.190002,74.059998,6762700,72.179794
"504",73.25,73.32,71.209999,72.75,8007400,70.903053
"505",73.449997,75.120003,73.120003,74.650002,7844200,72.754822
"506",74.739998,76.360001,74.300003,75.720001,8184800,73.797646
"507",76.830002,77.400002,76.199997,76.730003,8809000,74.782021
"508",76.970001,77.150002,76.139999,76.589996,8591000,74.645561
"509",75.639999,77.339996,75.459999,76.419998,11148600,74.479889
"510",76.339996,76.889999,75.800003,76.040001,10689900,74.109535
"511",75.459999,76.809998,75.459999,76.089996,5677400,74.158264
"512",76.190002,77.980003,76.129997,77.879997,6212400,75.902809
"513",78,78.849998,77.589996,77.68,5697100,75.707893
"514",77.540001,79.400002,77.309998,79.129997,7737300,77.121078
"515",79.949997,80.970001,79.739998,80.449997,10404100,78.407562
"516",80.330002,81.309998,80.199997,80.75,8781700,78.699959
"517",81.190002,81.400002,80.220001,80.5,5823000,78.456299
"518",80.599998,80.870003,79.550003,80.440002,4753200,78.397827
"519",81.25,81.330002,80.43,80.610001,4457100,78.563507
"520",79.800003,80.510002,79.739998,80.32,5452000,78.280861
"521",80.360001,80.830002,79.839996,80.220001,4187500,78.183403
"522",80.400002,81.290001,80.059998,81.279999,5200200,79.216492
"523",81.18,81.949997,80.709999,81.879997,8599200,79.80127
"524",81.830002,81.900002,81.129997,81.510002,5351900,79.440666
"525",81.220001,82,80.830002,81.989998,4236600,79.908463
"526",81.980003,83.190002,81.93,82.860001,6545600,80.756393
"527",82.510002,82.709999,81.639999,82.709999,3682800,80.610184
"528",82.150002,82.849998,81.709999,82.389999,4827500,80.298317
"529",82.25,82.720001,81.940002,82.360001,3786500,80.269073
"530",82.949997,83.830002,82.870003,83.68,6158500,81.555565
"531",83.970001,84.839996,83.620003,84.709999,6290300,82.559418
"532",84.760002,85.589996,84.760002,85.400002,5032800,83.231903
"533",84.610001,85.139999,83.699997,84.68,5179000,82.530174
"534",85.489998,85.779999,85.099998,85.379997,6111300,83.212395
"535",84.580002,85.050003,84.459999,84.57,5105900,82.422981
"536",84.629997,84.949997,84.349998,84.839996,6436100,82.686111
"537",83.57,84.150002,83.349998,83.949997,8579200,81.818718
"538",84.199997,85.019997,84.029999,84.760002,4449500,82.608147
"539",85.389999,85.730003,84.959999,85.169998,6229700,83.007729
"540",85.309998,86.080002,85.199997,85.800003,6678700,83.621758
"541",85.529999,86.220001,85.059998,86.169998,4588200,83.982353
"542",86.080002,86.400002,85.68,85.730003,4988100,83.553535
"543",86.93,87.989998,86.239998,87.160004,6314900,85.165779
"544",87.32,87.989998,85.110001,85.639999,7339500,83.680542
"545",85.879997,86.25,85.440002,85.440002,4976300,83.485123
"546",85.599998,85.989998,85.040001,85.129997,3198000,83.18222
"547",84.970001,85.410004,84.660004,85.260002,4321800,83.309258
"548",84.580002,84.879997,84.019997,84.800003,4669700,82.859764
"549",85.389999,85.940002,85.050003,85.82,3999800,83.85643
"550",85.779999,86.080002,85.019997,85.43,4431600,83.475365
"551",85.699997,86.660004,85.599998,85.93,5037800,83.963921
"552",86.150002,86.879997,85.699997,86.870003,5906100,84.882408
"553",87.220001,87.610001,85.959999,86.800003,11031400,84.814011
"554",87.300003,87.839996,87,87.82,7750700,85.810677
"555",88.220001,88.589996,87.290001,87.690002,6642200,85.683655
"556",87.5,87.580002,86.089996,86.690002,5991500,84.706528
"557",87.239998,88.120003,86.830002,88.010002,10386900,85.99633
"558",85.199997,85.900002,82.150002,82.190002,21659800,80.309494
"559",81.480003,83.220001,80.889999,82.330002,15558300,80.446281
"560",83.629997,84.089996,82.910004,83.379997,9611900,81.472252
"561",83.690002,83.800003,82.040001,83.089996,6485100,81.188896
"562",83.93,84.720001,83.699997,84.040001,6032700,82.117157
"563",84.599998,84.849998,83.860001,84.209999,6492000,82.283264
"564",85.040001,85.32,84.699997,85.230003,6737400,83.27993
"565",85,85.260002,84.160004,84.370003,4433800,82.439621
"566",84.900002,84.989998,84.25,84.470001,4080900,82.537331
"567",84.489998,85.379997,84.360001,85.279999,3660700,83.328789
"568",86,86.160004,85.050003,85.400002,7367400,83.446037
"569",85.010002,85.290001,84.57,84.730003,4705800,82.791374
"570",84.220001,84.599998,83.970001,84.279999,3804500,82.351669
"571",84.639999,85.010002,84.559998,84.879997,3918400,82.937935
"572",84.900002,85.050003,84.279999,85,3347400,83.055199
"573",85.300003,86.489998,85.290001,86.239998,6037000,84.266815
"574",86.889999,87.239998,86.440002,86.830002,5034900,84.84333
"575",87,87.949997,87,87.800003,4652700,85.791138
"576",87.949997,88.970001,87.449997,88.730003,5694900,86.699852
"577",88.760002,90,88.699997,89.199997,7016600,87.159103
"578",88.349998,88.639999,87.300003,87.360001,5390500,85.361214
"579",87.57,87.669998,87.010002,87.43,7513700,85.429604
"580",87.669998,88.82,87.43,88.389999,8063000,86.367638
"581",88.400002,88.540001,87.489998,87.559998,7069900,85.556633
"582",87.949997,88.940002,87.330002,88.309998,6219600,86.289452
"583",88.18,88.510002,88.129997,88.260002,5008400,86.240608
"584",88.290001,88.400002,87.260002,87.830002,7614100,85.820457
"585",87.730003,87.949997,85.870003,85.900002,6524600,83.934616
"586",86.209999,86.279999,84.989998,85.269997,6813700,83.319023
"587",85.900002,86.300003,85.699997,85.699997,6798300,83.739174
"588",83.769997,83.870003,82.860001,83.57,12836600,81.657913
"589",83.019997,83.629997,81.830002,82.540001,9811300,80.651474
"590",82.43,83.989998,82.139999,82.769997,9501300,80.876221
"591",82.209999,83.010002,81.540001,82.980003,6336600,81.081421
"592",82.779999,84.269997,82.190002,83.949997,5450500,82.029221
"593",81.650002,82.629997,81.32,82.529999,6445200,80.641701
"594",82.779999,84,82.059998,83.669998,7529200,81.755623
"595",83.169998,84.489998,82.940002,84.010002,4862200,82.08786
"596",84.510002,85.400002,84.199997,84.279999,6745200,82.351669
"597",83.510002,85.519997,83.5,84.57,5068200,82.63504
"598",83.800003,83.800003,82.739998,82.849998,7181900,80.954376
"599",83.360001,83.800003,82.510002,83.639999,5762500,81.726311
"600",82.989998,83.339996,82.760002,83.199997,5237800,81.296371
"601",82.5,83.059998,81.989998,82.639999,9704200,80.749191
"602",82.199997,83.169998,82.089996,82.160004,5999000,80.28019
"603",82.849998,83.190002,81.129997,81.199997,7927300,79.342148
"604",80.709999,80.860001,77.699997,78.870003,10116900,77.065453
"605",78.919998,79.730003,78.610001,79.260002,6177800,77.446533
"606",78,78.260002,77.07,77.139999,8891100,75.584831
"607",77.239998,78.580002,77.080002,77.959999,11665500,76.388306
"608",79.300003,81.650002,78.779999,81.620003,7526800,79.974525
"609",82.290001,82.900002,81.93,82.720001,8173200,81.052338
"610",82.720001,83.059998,82.080002,82.449997,4953000,80.787766
"611",83.089996,83.68,82.809998,83.410004,3891100,81.728439
"612",83.75,84.199997,82.449997,82.580002,4419800,80.915169
"613",83.650002,84.339996,83.129997,83.260002,3939400,81.581451
"614",83.480003,84.019997,82.519997,82.629997,4025900,80.964157
"615",83.150002,83.919998,83.050003,83.610001,3383400,81.9244
"616",83.510002,83.860001,83.040001,83.440002,4355600,81.75782
"617",83.339996,83.459999,82.010002,82.110001,5101900,80.454628
"618",82.699997,84.650002,82.5,84.300003,6456500,82.600479
"619",83.730003,83.900002,83.139999,83.550003,6217700,81.865601
"620",84.900002,85.669998,84.419998,85.239998,6163800,83.521507
"621",85.160004,85.75,84.599998,85.75,9289800,84.021255
"622",86,86.849998,84.370003,84.5,8043300,82.796448
"623",84.599998,84.690002,82.160004,82.620003,7339900,80.954346
"624",83.150002,83.690002,82.440002,82.550003,5838500,80.885773
"625",82.93,83.769997,82.93,83.660004,11436700,81.973396
"626",83.989998,84.75,82.669998,83.949997,12443800,82.257545
"627",84.93,86.279999,84.900002,85.410004,6587300,83.688095
"628",85.360001,85.470001,84.220001,84.959999,7187200,83.247162
"629",85.330002,86.290001,85.120003,86.199997,4012800,84.462181
"630",85.800003,86.910004,85.419998,86.82,6440900,85.069679
"631",86.059998,88.519997,85.970001,88.480003,7052000,86.696213
"632",88.099998,88.800003,87.82,88.040001,6219700,86.265091
"633",88.480003,88.940002,87.389999,87.440002,5985500,85.677177
"634",87.709999,88.300003,87.400002,88.290001,3942400,86.510048
"635",88.18,89.309998,88.010002,89.120003,4240900,87.323326
"636",89.059998,89.870003,89.059998,89.480003,3750900,87.676071
"637",89.5,89.709999,88.57,88.599998,5812800,86.813797
"638",88.419998,88.690002,87.440002,87.5,4461500,85.73597
"639",87.629997,87.760002,86.760002,87.440002,4607000,85.677177
"640",87.730003,87.879997,86.480003,86.550003,6635300,84.805122
"641",86.559998,86.989998,85.830002,85.970001,6810300,84.236801
"642",86.639999,87.099998,86.230003,86.699997,5659900,84.952087
"643",86.650002,87.209999,86.309998,86.699997,6362900,84.952087
"644",86.82,87.5,86.589996,87.279999,4546400,85.520401
"645",87.440002,87.839996,86.769997,87.540001,3707200,85.775154
"646",87.650002,87.870003,87.18,87.620003,4387300,85.853554
"647",86.82,87.910004,86.360001,87.199997,3561200,85.442009
"648",87.089996,87.269997,85.550003,86.029999,5818200,84.295609
"649",85.260002,86.769997,82.699997,83.120003,7871800,81.444267
"650",82.529999,83.239998,80.790001,81.139999,8761400,79.504196
"651",79.660004,80.050003,78.190002,78.970001,8493300,77.377937
"652",79.849998,81.589996,79.489998,81.300003,8664500,79.660965
"653",80.5,81.82,80.089996,81.279999,6275000,79.641365
"654",81.809998,83.360001,81.610001,83,6208900,81.326691
"655",83.139999,83.43,81.32,81.980003,5460200,80.327255
"656",81.410004,81.949997,81.18,81.650002,3762500,80.003914
"657",81.169998,84.150002,80.849998,83.32,6896800,81.640244
"658",81.239998,81.690002,80.510002,81.029999,7266100,79.3964
"659",80.93,81.300003,79.440002,79.510002,6713600,77.907051
"660",80.089996,80.559998,79.25,80.279999,5649000,78.661537
"661",82,82.339996,80.830002,81.129997,7027900,79.494377
"662",80.720001,81.230003,79.449997,80.529999,5903100,78.906487
"663",81.940002,82.839996,81.629997,82.739998,6454200,81.071922
"664",83,83.720001,82.5,83.309998,5571600,81.63044
"665",82.019997,82.760002,80.029999,80.440002,8497800,78.818306
"666",81.440002,82.279999,80.739998,82.25,4336000,80.591812
"667",82.629997,83.18,82,82.029999,3842500,80.376251
"668",81.900002,83.589996,81.720001,83.480003,4123700,81.797012
"669",84.220001,85.769997,84.169998,85.379997,5101900,83.658699
"670",85.699997,85.989998,84.410004,84.5,5235400,83.010345
"671",84,84.830002,83.620003,84.669998,6360800,83.177338
"672",85.580002,86.5,85.5,86.349998,4151200,84.827736
"673",87.279999,88.620003,87.279999,88.419998,6328400,86.861244
"674",88.400002,88.980003,88.019997,88.690002,3625300,87.126488
"675",88.940002,89.349998,88.419998,88.669998,4282400,87.106834
"676",88.260002,88.629997,86.290001,86.830002,7072400,85.299278
"677",86.959999,87.25,85.870003,86.75,4623300,85.22068
"678",87.099998,88.07,86.220001,87.669998,4057500,86.124451
"679",88.25,88.790001,87.300003,87.32,5894700,85.780624
"680",87.089996,87.82,86.669998,87.269997,4171700,85.731522
"681",86.769997,87.639999,86.470001,87.589996,3248400,86.045868
"682",87.650002,88.400002,87.209999,88.080002,4722200,86.527229
"683",88.400002,88.720001,87.510002,87.699997,4231200,86.153923
"684",88,88.489998,86.669998,86.68,6991100,85.151917
"685",86.980003,88.019997,86.800003,87.690002,4790000,86.144119
"686",88.449997,88.690002,86.760002,87.18,10202900,85.643105
"687",91.779999,92.790001,90.150002,90.809998,25330700,89.209099
"688",91.620003,92.449997,90.25,92.169998,10408300,90.545128
"689",91.849998,92.860001,91.599998,92.309998,6420500,90.682648
"690",92.529999,94.080002,92.5,93.919998,7401200,92.264267
"691",94.129997,94.75,92.059998,92.279999,8464900,90.653183
"692",91.470001,91.839996,90.57,91.489998,6933900,89.877106
"693",91.309998,92.32,90.349998,92.220001,5762300,90.594254
"694",92.220001,93.169998,91.93,93.07,4551400,91.429268
"695",92.5,93.919998,92.400002,93.169998,4975400,91.527512
"696",90.449997,92.709999,90.410004,91.75,6916800,90.13253
"697",92.410004,93.050003,91.82,92.519997,5115900,90.888962
"698",93.5,93.5,92.720001,93,5794100,91.360504
"699",94,94.57,93.559998,93.879997,6220100,92.224991
"700",94.199997,95.25,94.050003,94.879997,4636000,93.207359
"701",95,95.18,94.120003,94.790001,4292500,93.118942
"702",94.089996,95.139999,94.07,94.879997,4883300,93.207359
"703",95.57,95.889999,94.970001,95.559998,3427400,93.875366
"704",94.809998,96.459999,94.800003,96.099998,6209200,94.405838
"705",96.610001,96.870003,95.419998,96.220001,5185800,94.523735
"706",96.059998,96.830002,95.519997,95.599998,5470100,93.914665
"707",95.029999,95.540001,92.120003,92.32,11933600,90.69249
"708",92.68,92.870003,90.989998,91.5,12085800,89.886948
"709",91.440002,91.830002,90.75,90.919998,8147200,89.317162
"710",91.059998,91.300003,90.169998,90.849998,10304700,89.248398
"711",90.849998,90.919998,89.129997,89.279999,9044700,87.706078
"712",89.449997,90.269997,89.349998,90.190002,8127500,88.600029
"713",90,90.410004,88.940002,89.550003,6752000,87.971321
"714",90.18,90.529999,89,89.18,5263600,87.607841
"715",90.129997,90.559998,89.32,89.860001,8161200,88.275856
"716",90.150002,90.339996,89.540001,89.879997,5589700,88.295509
"717",90.639999,90.720001,88.739998,89.480003,7033800,87.902565
"718",90.470001,90.599998,89.769997,90.400002,7110000,88.806335
"719",90.279999,90.349998,89.290001,89.809998,4555400,88.22673
"720",89.370003,90.099998,89.370003,90.050003,3247300,88.462509
"721",90.309998,92.029999,89.489998,89.5,3979600,87.922211
"722",89.730003,91.550003,89.57,91.290001,5923600,89.680649
"723",91.489998,91.959999,90.720001,91.269997,6035300,89.660995
"724",92.139999,93.559998,91.959999,93.040001,6785500,91.399788
"725",93.5,94.260002,92.910004,94.18,6165600,92.519699
"726",94.610001,95.120003,93.059998,93.610001,5368400,91.959755
"727",94.110001,94.400002,92.769997,93.050003,6235400,91.409622
"728",92.620003,93.300003,92.07,92.160004,5493100,90.535301
"729",92.209999,93.349998,91.93,93.339996,4264400,91.694504
"730",93.779999,93.970001,92.739998,92.900002,5419700,91.26226
"731",93.379997,93.629997,93.019997,93.330002,5907400,91.684677
"732",93.5,94.379997,93.5,94.139999,4017400,92.4804
"733",94.370003,94.610001,93.389999,93.489998,2541800,92.08149
"734",94.089996,94.279999,92.980003,93.559998,3892000,92.150444
"735",92.480003,92.550003,91.309998,92.459999,5570700,91.067017
"736",92.809998,93.790001,92.730003,93.720001,4456400,92.308037
"737",95.879997,95.949997,94.68,95.790001,6946000,94.346855
"738",96.559998,97.309998,96.379997,97,6368500,95.53862
"739",97.019997,97.629997,96.160004,96.629997,6517800,95.174187
"740",96.760002,97.589996,96.629997,97.010002,4234300,95.54847
"741",96.900002,97.32,96.650002,97.18,4319700,95.715904
"742",97.32,98.18,96.900002,97.720001,4762800,96.24778
"743",97.43,98.290001,96.910004,97.769997,5247600,96.29702
"744",98.139999,99.339996,98.059998,98.809998,8211300,97.321358
"745",99.379997,100.169998,99.050003,99.650002,7050700,98.148697
"746",100.199997,100.790001,99.580002,100.57,7332000,99.05484
"747",100.5,101.269997,99.629997,101.150002,12214500,99.626099
"748",101,101.400002,98.849998,99.959999,17641600,98.454018
"749",100.230003,100.690002,99.550003,100.040001,6350500,98.532829
"750",99.830002,100.660004,99.760002,100.139999,3328100,98.631317
"751",100.339996,100.75,100.110001,100.709999,3709900,99.192726
"752",101,101.790001,100.989998,101.57,5307500,100.039772
"753",101.540001,101.610001,100.459999,100.800003,3495200,99.28138
"754",100.580002,101.389999,100.510002,101.309998,3213600,99.783684
"755",101.360001,102.209999,101.019997,102.199997,5644100,100.660278
"756",100.589996,102,100.309998,101.919998,4541800,100.384506
"757",100.949997,101.839996,100.870003,101.830002,4612400,100.29586
"758",101.809998,102.739998,100.809998,101.779999,6719900,100.246613
"759",101.309998,102.139999,100.849998,101.550003,4942200,100.020073
"760",101.940002,102.410004,101.389999,101.480003,5007500,99.951134
"761",101.889999,101.93,100.760002,100.900002,5135300,99.379868
"762",101,102.339996,100.82,102.160004,6722400,100.620888
"763",102.449997,103.889999,102.349998,102.919998,5088500,101.369438
"764",103.25,103.699997,102.480003,102.790001,4209200,101.241386
"765",102.879997,103.57,102.849998,103.370003,6571700,101.81266
"766",103.43,104.550003,103.339996,104.529999,6271200,102.955185
"767",104.25,104.690002,103.809998,104.580002,4854700,103.004433
"768",105,105.620003,104.419998,104.489998,5031400,102.915779
"769",104.029999,104.370003,102.620003,103.019997,7102900,101.467918
"770",103.589996,103.889999,101.660004,102.029999,3839300,100.492836
"771",98.209999,100.709999,98.010002,100.239998,9841400,98.729813
"772",100.339996,101.050003,99.519997,100.410004,5673200,98.897247
"773",101.07,101.300003,99.169998,99.839996,4503700,98.335831
"774",99.019997,99.75,97.370003,98.190002,7065100,96.710701
"775",98.110001,98.449997,95.919998,96.300003,8780300,94.849167
"776",99,100.919998,98.57,99.269997,9727000,97.774422
"777",101.910004,102.779999,101.260002,101.379997,6559600,99.852631
"778",101.760002,101.970001,99.529999,100.540001,6108300,99.025299
"779",100.900002,101.529999,100.160004,100.269997,5641800,98.759354
"780",99.809998,100.400002,98.970001,99.440002,4121800,97.941872
"781",99.220001,100.510002,99,100.019997,4213900,98.513115
"782",100.07,100.349998,99.440002,100.019997,4871800,98.513115
"783",100.739998,103.080002,100.440002,103,8075600,101.448227
"784",102.510002,103.739998,101.68,103.370003,5386800,101.81266
"785",103.529999,103.889999,102.449997,103.540001,4305300,101.980103
"786",103,103.379997,101.610001,102,4916200,100.463295
"787",102.660004,103.389999,102.43,102.459999,6200500,100.916367
"788",102.459999,102.629997,100.550003,102.529999,6427600,100.985306
"789",102,102.080002,99.629997,100.25,5750900,98.73967
"790",95.540001,97.07,95.25,95.910004,8364200,94.465042
"791",96.349998,96.760002,92.620003,92.900002,9602100,91.500389
"792",93.080002,94.650002,91.989998,92,9308400,90.613953
"793",90,93.059998,88.5,88.550003,12825700,87.215927
"794",86.029999,89.470001,85.150002,89.379997,16552400,88.277664
"795",89.599998,93.139999,87.910004,92.68,14102000,91.536964
"796",92.739998,94.980003,90.57,90.93,14767600,89.808556
"797",92.080002,93.82,90.839996,93.790001,6904400,92.633278
"798",91.260002,91.68,89.940002,90.580002,8851100,89.462868
"799",88.360001,89.389999,85.879997,88.360001,12336400,87.270256
"800",81.889999,86.739998,80.919998,84.110001,13272700,83.072662
"801",86.690002,88.400002,82.879997,88.300003,12755900,87.210991
"802",84,84.629997,82.07,84,16172000,82.964012
"803",78.230003,78.489998,73,74.199997,21534800,73.284874
"804",78.199997,78.199997,71.760002,75.580002,21859600,74.647865
"805",65.279999,72.970001,63.369999,66.790001,17976700,65.966278
"806",67.510002,73.330002,62.400002,69.839996,17122100,68.978661
"807",64.790001,68.330002,60,68.040001,19498800,67.200867
"808",67.040001,72.709999,64.150002,70.339996,16177200,69.472488
"809",71.510002,74.059998,67.199997,67.449997,15761900,66.618141
"810",65,66.879997,60.580002,62.799999,17690000,62.025478
"811",65.699997,72.660004,64,72.330002,18849500,71.437943
"812",80.110001,83.489998,76.199997,79.010002,27053200,78.035561
"813",80.169998,86.860001,80.010002,84.300003,17200800,83.260315
"814",81.699997,85.739998,79.510002,83.230003,14183400,82.203522
"815",84,85.959999,81.5,85.379997,10960100,84.326988
"816",85.129997,85.730003,82.400002,82.739998,9610100,81.719551
"817",79.489998,81.18,78.529999,79.230003,9771300,78.252853
"818",79,81.599998,77.160004,80.139999,12731300,79.151627
"819",79.360001,79.790001,77.910004,78.860001,8476900,77.887413
"820",81.910004,85.040001,81.209999,84.629997,11266500,83.58625
"821",88.699997,88.870003,84.029999,84.160004,10468100,83.122063
"822",84.699997,85.769997,83.610001,85.300003,6642700,84.247993
"823",86.690002,87.389999,85.160004,86.790001,7773600,85.719604
"824",85.800003,85.989998,84.139999,84.459999,5077600,83.418343
"825",85.949997,87.769997,85.480003,87.470001,6397200,86.39122
"826",84.870003,85.879997,83.709999,85.040001,8053900,83.991188
"827",85.43,86.529999,84.550003,86.300003,9373800,85.235664
"828",89,90.25,88.360001,89.910004,8111400,88.801132
"829",88.43,89.440002,87.519997,87.900002,7244400,86.815918
"830",85.989998,86.900002,85.089996,85.199997,6597000,84.149208
"831",86.980003,89.440002,86.419998,88.769997,6463000,87.675194
"832",88.940002,89.529999,87.260002,87.349998,5343500,86.272697
"833",88.889999,89.120003,87.650002,88.370003,4450100,87.280121
"834",88.379997,89.870003,87.309998,89.370003,6875100,88.267784
"835",90.550003,90.709999,88.629997,88.800003,5145400,87.704826
"836",90,91.389999,87.830002,88.07,9461400,86.983826
"837",87,88,86.510002,87.18,9371400,86.104805
"838",85.669998,86.110001,84.809998,85.540001,6151200,84.485039
"839",84.68,85.800003,84.309998,85.75,6348900,84.692444
"840",86.540001,88.529999,86.029999,87.199997,6321500,86.12455
"841",88.050003,88.690002,87.43,88.440002,7342300,87.349258
"842",89.400002,90.239998,88.379997,88.559998,4565900,87.467789
"843",90.110001,90.639999,89.589996,90.459999,5488000,89.344345
"844",89.449997,91.419998,89.139999,90.93,4937600,89.808556
"845",91.529999,91.669998,88.150002,88.260002,5622600,87.171478
"846",87.379997,87.739998,85.199997,86.019997,6739800,84.959106
"847",85,86.580002,84.110001,86.550003,7431800,85.482582
"848",85.25,87.230003,84.879997,86.989998,9165000,85.917145
"849",90.489998,91.599998,89.879997,91.040001,8517200,89.917198
"850",90.849998,93.82,90.82,91.510002,6514100,90.381401
"851",93.199997,93.860001,92.699997,92.949997,6347000,91.803642
"852",92.879997,94.379997,92.370003,94.260002,7504300,93.097496
"853",94.419998,94.650002,93.349998,93.75,4049500,92.593773
"854",95.980003,97.43,95.279999,96.620003,7185200,95.428375
"855",98.120003,99.989998,97.620003,99.870003,7915900,98.638298
"856",100.089996,100.690002,98.25,98.459999,7260700,97.245689
"857",98.190002,99.25,96.93,98.580002,10332500,97.607079
"858",98.400002,99.779999,97.889999,99.540001,4295400,98.557617
"859",99.419998,100.879997,98.82,100.739998,10798700,99.745758
"860",101.260002,104.550003,101.120003,104.110001,5867700,103.082504
"861",103.660004,103.900002,100.470001,101.279999,8775000,100.280434
"862",104,104.690002,102.129997,102.709999,8363600,101.696327
"863",103.050003,104.300003,102.709999,104.290001,6165400,103.260727
"864",102.82,103.769997,102.43,102.629997,5385900,101.617111
"865",103,103.150002,101.709999,102.120003,5194200,101.112144
"866",98.379997,98.989998,94.879997,95.169998,10976900,94.230728
"867",97.800003,97.800003,94.739998,96.43,7416400,95.478302
"868",93.900002,98.080002,93.440002,97.839996,8645300,96.874382
"869",101.25,101.339996,97.720001,99.040001,6054400,98.062546
"870",99,100.239998,98.889999,99.209999,3405500,98.230858
"871",98.690002,99.419998,97.849998,98.449997,4392400,97.478355
"872",99.970001,99.980003,95.779999,95.779999,10304000,94.834717
"873",96.849998,99.540001,96.019997,99.510002,6918200,98.527916
"874",101.150002,102.220001,100.709999,101.919998,6499000,100.914116
"875",100.940002,101.849998,98.089996,100.080002,8611600,99.092278
"876",99.230003,101.68,98.800003,101.400002,11531400,100.399254
"877",98.5,98.779999,93.57,93.669998,24918500,92.745544
"878",93.699997,96,93.699997,95.870003,9624200,94.923836
"879",96,98.300003,95.639999,98.050003,9065500,97.082321
"880",98.5,98.720001,97.110001,97.400002,5733800,96.438736
"881",98.779999,99.660004,98.019997,98.43,5354900,97.458557
"882",99.620003,100.029999,99.040001,99.949997,4995000,98.963554
"883",99.220001,99.550003,96.919998,97.07,6352900,96.111984
"884",97.5,98.980003,96.959999,98.839996,5634600,97.86451
"885",98.550003,98.910004,96.370003,96.989998,6282300,96.032768
"886",97,98.050003,95.720001,97.989998,3967000,97.022911
"887",98.25,98.940002,96.260002,96.459999,4845600,95.508003
"888",96.330002,97.25,95.510002,96.760002,4850600,95.805046
"889",98.410004,99.040001,97.309998,98.540001,5343700,97.56749
"890",97.5,98.230003,97.040001,97.260002,3594700,96.300117
"891",96.949997,97.230003,96.040001,96.279999,7405700,95.329781
"892",95.5,96.349998,95.110001,95.650002,5822300,94.706001
"893",96.919998,99,96.099998,98.360001,5855600,97.389252
"894",98.160004,98.989998,97.910004,98.910004,4097000,97.93383
"895",98.349998,100.18,97.720001,98.300003,4530500,97.329834
"896",98.139999,99.360001,97.699997,98.43,5638400,97.458557
"897",96.959999,98.400002,96.889999,97.209999,4273400,96.25061
