"","NXPI.Open","NXPI.High","NXPI.Low","NXPI.Close","NXPI.Volume","NXPI.Adjusted"
"65",105.480003,105.480003,104.610001,104.800003,3961200,100.772141
"66",104.949997,105,104.339996,104.400002,3719200,100.387505
"67",104.5,104.800003,104.449997,104.550003,4128600,100.531746
"68",104.5,104.68,104.169998,104.169998,2051200,100.166344
"69",104.050003,104.440002,103.870003,103.970001,2272100,99.974022
"70",103.919998,103.989998,103.660004,103.690002,3112300,99.704811
"71",103.699997,103.900002,103.190002,103.230003,2697600,99.262474
"72",103.5,103.690002,103.169998,103.169998,1998900,99.204773
"73",103.199997,103.589996,103.160004,103.309998,1495300,99.339401
"74",103.5,104.419998,103.389999,104.230003,3463200,100.224045
"75",104.449997,104.510002,103.900002,104.43,2904200,100.416351
"76",104.449997,104.449997,104.110001,104.360001,1813200,100.349045
"77",104.5,104.910004,104.410004,104.769997,1644800,100.743286
"78",104.860001,105.279999,104.800003,105.209999,2253100,101.166367
"79",105.110001,105.599998,105.110001,105.470001,2824800,101.416382
"80",105.5,105.580002,105.300003,105.449997,1981000,101.397156
"81",105.400002,105.800003,105.300003,105.75,2050000,101.685616
"82",105.900002,106.160004,105.599998,105.959999,1946800,101.88755
"83",106,106.190002,105.669998,105.760002,2297800,101.695236
"84",106,106.099998,105.599998,105.790001,1199200,101.724083
"85",105.760002,106.970001,105.730003,106.779999,4468100,102.676025
"86",106.57,106.959999,106.379997,106.580002,2512700,102.483711
"87",106.529999,106.970001,106.449997,106.900002,2710900,102.791428
"88",106.660004,107.019997,106.650002,106.769997,2151900,102.66642
"89",106.720001,106.889999,106.580002,106.68,3243000,102.579872
"90",106.550003,106.940002,106.400002,106.860001,2924400,102.752953
"91",106.769997,106.910004,106.5,106.870003,4860600,102.762573
"92",106.779999,107.199997,106.669998,107.040001,1854800,102.926018
"93",106.970001,107.760002,106.93,107.699997,6256900,103.560669
"94",107.260002,107.830002,107.25,107.389999,5324200,103.262581
"95",107.279999,107.5,107.139999,107.269997,3252800,103.147186
"96",107.449997,107.830002,107.449997,107.75,2773300,103.608757
"97",107.870003,108.239998,107.75,108.169998,3259300,104.012611
"98",107.959999,108.199997,107.959999,108.089996,2996400,103.935661
"99",108.110001,108.290001,107.849998,108,3686000,103.849152
"100",108,108.150002,107.800003,107.949997,3058800,103.801071
"101",107.889999,108.239998,107.889999,108,2620100,103.849152
"102",107.910004,108.209999,107.910004,108.139999,2111900,103.983765
"103",109.050003,109.900002,108.980003,109.900002,12507100,105.676125
"104",109.650002,109.709999,109,109.32,7465900,105.118408
"105",109.199997,109.349998,108.860001,109.150002,3789000,104.954941
"106",109,109.32,109,109.220001,2537400,105.022255
"107",109.220001,109.349998,108.849998,108.849998,2724700,104.666473
"108",108.849998,109.32,108.809998,109.209999,2903200,105.012634
"109",109.07,109.400002,108.919998,109.230003,2064500,105.031883
"110",109.230003,109.5,108.169998,108.580002,4308300,104.406853
"111",108.910004,108.910004,108,108.220001,2889900,104.060692
"112",108.449997,109.110001,108.32,109.110001,1959100,104.916473
"113",108.959999,109.419998,108.650002,109.269997,2478000,105.07032
"114",108.779999,109.110001,108.75,109,1315700,104.810699
"115",109,109.400002,108.849998,109.089996,2075700,104.897255
"116",109,109.290001,108.900002,109.150002,1808900,104.954941
"117",109.050003,109.860001,108.970001,109,3010300,104.810699
"118",109.019997,109.220001,108.879997,109.169998,2796600,104.974174
"119",109.150002,109.5,108.989998,109.5,3156500,105.291496
"120",109.5,109.980003,109.470001,109.980003,23837000,105.753044
"121",109.75,109.919998,109.449997,109.730003,2437900,105.51265
"122",109.669998,109.790001,109.419998,109.519997,4010400,105.310715
"123",109.879997,109.949997,109.57,109.900002,2210600,105.676125
"124",109.769997,109.800003,109.029999,109.400002,4944800,105.195343
"125",109.330002,109.510002,109.139999,109.449997,2853900,105.243416
"126",109.5,109.5,109.099998,109.269997,1170800,105.07032
"127",109.269997,109.370003,109.040001,109.199997,2315600,105.003029
"128",109.110001,109.300003,109.050003,109.260002,1708600,105.060722
"129",109.269997,109.379997,109,109.110001,3532500,104.916473
"130",109.050003,109.459999,109.050003,109.32,1428800,105.118408
"131",109.25,109.25,109,109.25,1803800,105.051109
"132",109.199997,109.370003,109.059998,109.169998,2861400,104.974174
"133",109.150002,109.5,109.080002,109.209999,2247200,105.012634
"134",109.199997,109.480003,109.160004,109.400002,1782000,105.195343
"135",109.400002,109.620003,109.370003,109.449997,2083200,105.243416
"136",109.449997,109.639999,109.370003,109.459999,1521700,105.253021
"137",109.449997,109.650002,109.410004,109.599998,1302300,105.387642
"138",109.5,109.809998,109.410004,109.709999,1497800,105.493416
"139",109.599998,109.889999,109.550003,109.860001,1321200,105.637657
"140",109.830002,109.839996,109.550003,109.550003,1583800,105.339569
"141",109.559998,109.93,109.550003,109.709999,2426000,105.493416
"142",109.75,109.949997,109.75,109.93,2711500,105.704971
"143",109.849998,110.43,109.839996,110.339996,2846900,106.099197
"144",110.120003,110.400002,110.050003,110.220001,2041500,105.983818
"145",110.25,110.389999,110.080002,110.330002,2535100,106.089577
"146",110.300003,111.199997,110.199997,111.099998,3760200,106.829994
"147",111.080002,111.220001,110.849998,110.879997,3406700,106.618454
"148",110.519997,111.059998,110.43,110.660004,1908400,106.406906
"149",112.019997,112.790001,111.75,112.419998,5618300,108.099243
"150",112.650002,113.199997,112.419998,112.959999,2353300,108.618515
"151",113.019997,113.389999,112.82,112.980003,1577000,108.637749
"152",112.599998,113.099998,112.57,113.089996,1113600,108.743507
"153",112.849998,112.849998,112.080002,112.120003,2215200,107.810799
"154",111.57,112.279999,111.57,112.199997,2038100,107.887703
"155",112.5,112.800003,112.330002,112.519997,1024400,108.195427
"156",112.650002,112.830002,112.510002,112.830002,838200,108.493523
"157",112.809998,112.849998,112.550003,112.790001,498500,108.45504
"158",112.790001,112.849998,112.339996,112.470001,1318200,108.147354
"159",112.699997,112.699997,112.389999,112.449997,704800,108.128105
"160",112.589996,112.68,112.18,112.349998,888500,108.03196
"161",112.449997,112.739998,112.339996,112.349998,514800,108.03196
"162",112.510002,112.510002,112.300003,112.300003,892500,107.983871
"163",112.379997,112.480003,111.940002,112.010002,1174400,107.705017
"164",112.099998,112.349998,111.900002,112.230003,1086000,107.916573
"165",112.160004,112.739998,112,112.57,1287600,108.243507
"166",112.25,112.599998,112.220001,112.309998,1193900,107.993492
"167",112.309998,112.580002,112.290001,112.400002,981100,108.08004
"168",112.43,113.059998,112.370003,112.959999,2329300,108.618515
"169",112.800003,113.190002,112.800003,112.900002,1229800,108.560799
"170",112.559998,112.849998,112.290001,112.419998,1525400,108.099243
"171",112.57,112.57,111.75,112.160004,2330500,107.849274
"172",112.230003,112.75,112.139999,112.660004,933600,108.33004
"173",112.400002,112.480003,112.160004,112.300003,640500,107.983871
"174",112.5,112.699997,112.260002,112.550003,630900,108.224251
"175",112.660004,112.809998,112.639999,112.779999,1041100,108.445435
"176",112.709999,112.809998,112.599998,112.629997,1103000,108.301193
"177",112.459999,112.75,112.32,112.400002,1773600,108.08004
"178",112.5,112.839996,112.43,112.839996,1775700,108.503113
"179",112.860001,113.230003,112.800003,112.989998,1648000,108.647362
"180",112.910004,113.050003,112.830002,112.919998,935400,108.580032
"181",112.849998,112.949997,112.5,112.550003,1244100,108.224251
"182",112.489998,112.849998,112.339996,112.720001,1369000,108.387733
"183",112.550003,112.769997,112.489998,112.639999,733900,108.310814
"184",112.550003,112.629997,112.360001,112.419998,2387500,108.099243
"185",112.400002,112.599998,112.309998,112.370003,1232400,108.051178
"186",112.400002,112.889999,112.400002,112.730003,1190000,108.397346
"187",112.699997,113.07,112.610001,112.870003,1592200,108.531967
"188",112.959999,113.400002,112.830002,113.089996,1806300,108.743507
"189",113.150002,113.389999,112.849998,113.120003,2505600,108.772354
"190",113.220001,113.43,113.010002,113.360001,1228700,109.003143
"191",113.300003,113.800003,113.099998,113.709999,1681900,109.339684
"192",113.75,113.830002,113.559998,113.68,913600,109.310837
"193",114,114.419998,113.900002,113.949997,2859200,109.570442
"194",114.099998,114.669998,113.989998,114.519997,1834600,110.118546
"195",114.650002,115.169998,114.459999,115,2833300,110.580116
"196",114.940002,115.610001,114.830002,115.459999,2268700,111.022415
"197",115.150002,115.349998,114.800003,115.18,1273700,110.753189
"198",115.68,115.68,115.040001,115.169998,1311300,110.743568
"199",115.510002,115.519997,114.760002,114.940002,1369500,110.522423
"200",114.970001,115.199997,114.919998,115.150002,1402500,110.724335
"201",115.029999,115.510002,115.029999,115.360001,2151300,110.926277
"202",115.150002,115.489998,115.010002,115.489998,1196300,111.051262
"203",115.699997,115.940002,115.400002,115.879997,3369000,111.426277
"204",115.709999,116.440002,115.709999,116.400002,1818400,111.9263
"205",116.5,117,116.400002,116.790001,1674000,112.301323
"206",116.589996,116.790001,116.239998,116.489998,1902900,112.01284
"207",117.660004,118,116.610001,116.620003,4338700,112.137856
"208",116.870003,117.300003,116.82,116.93,3128800,112.435928
"209",116.43,116.970001,116.279999,116.730003,2878200,112.243622
"210",116.699997,117.07,116.5,117.050003,2188100,112.551331
"211",117.050003,117.730003,116.889999,117.300003,2902500,112.791725
"212",117.029999,117.730003,116.57,117.459999,3185900,112.94558
"213",117.449997,118.199997,111.370003,115.019997,25791200,110.599319
"214",115.019997,116.879997,115.019997,116.720001,8836900,112.233994
"215",116.32,116.980003,116,116.660004,3361600,112.1763
"216",116.699997,117.559998,116.25,116.339996,5526300,111.868599
"217",116.120003,116.599998,114.989998,115.309998,3342800,110.878197
"218",115.260002,116.25,115.040001,116.050003,2392800,111.589752
"219",116.120003,116.199997,115.529999,115.650002,2472600,111.205139
"220",115.599998,115.949997,115.019997,115.5,3542500,111.06089
"221",115.419998,115.43,114.720001,115,2949700,110.580116
"222",115.199997,115.879997,115.050003,115.190002,3501100,110.762802
"223",115.379997,115.699997,115.199997,115.5,2030600,111.06089
"224",115.510002,115.910004,115.139999,115.18,1414800,110.753189
"225",115.220001,115.610001,115.150002,115.32,1881100,110.887817
"226",115.32,115.860001,115.07,115.150002,1434500,110.724335
"227",114.809998,115.199997,114.540001,114.650002,1942400,110.243553
"228",114.5,115.080002,114.440002,114.529999,2368900,110.128174
"229",114.650002,114.849998,113.779999,113.790001,3850700,109.416611
"230",113.849998,114.169998,112.5,113,6117100,108.65699
"231",113.110001,114.18,112.949997,113.389999,3727800,109.031967
"232",114.010002,115,113.93,114.779999,4934900,110.368546
"233",115,115.050003,113.75,113.870003,2772600,109.493538
"234",113.699997,114.290001,113.529999,113.75,3482900,109.378151
"235",114.139999,115,113.400002,114.330002,2388300,109.93586
"236",114.5,115.279999,114.25,115.129997,2100700,110.705109
"237",115.150002,115.849998,115.129997,115.290001,2112300,110.858971
"238",116.400002,116.599998,115.629997,115.839996,2542600,111.387817
"239",116.110001,116.32,115.5,115.639999,1345800,111.195503
"240",115.650002,116.099998,115.610001,116.059998,1560700,111.599358
"241",115.959999,116.099998,115.629997,115.879997,4910000,111.426277
"242",115.849998,116.349998,115.470001,116.349998,1989700,111.878212
"243",116.220001,116.919998,116.07,116.790001,1332400,112.301323
"244",116.629997,117,116.300003,116.449997,1348000,111.974373
"245",116.559998,116.889999,116.400002,116.739998,1450400,112.253227
"246",116.730003,116.910004,116.599998,116.699997,1012300,112.214783
"247",116.720001,117.379997,116.610001,116.699997,1442500,112.214783
"248",116.610001,116.839996,116.489998,116.57,736600,112.089775
"249",116.699997,116.870003,116.470001,116.690002,9765500,112.205154
"250",116.629997,117.120003,116.550003,116.980003,812400,112.484009
"251",116.93,117.400002,116.910004,117.089996,1577400,112.589767
"252",117,117.980003,116.800003,117.949997,1784200,113.416718
"253",118.349998,118.529999,117.68,118.080002,2873200,113.541725
"254",118.089996,118.330002,117.660004,117.870003,2153500,113.339813
"255",118.089996,118.309998,117.910004,118.050003,1631700,113.512871
"256",118.650002,118.650002,117.949997,118.279999,1258000,113.734032
"257",118.300003,118.830002,118.260002,118.449997,1408600,113.897514
"258",118.370003,119.269997,118.07,119.150002,1868300,114.570625
"259",119.150002,119.480003,118.75,119.25,2576800,114.666763
"260",119.290001,119.699997,118.989998,119.580002,2027200,114.984093
"261",119.519997,119.900002,119.400002,119.400002,2516900,114.810997
"262",119.339996,119.470001,118.800003,119.339996,4177600,114.753304
"263",119.400002,120.199997,119.400002,120,3981600,115.387932
"264",120.110001,120.669998,120,120.449997,4837600,115.820633
"265",120.699997,121.25,120.550003,121.080002,2026200,116.426437
"266",121.370003,121.459999,120.849998,120.849998,2000400,116.205269
"267",120.75,121.120003,120.25,120.459999,1470500,115.830261
"268",121.239998,121.239998,120.199997,120.199997,1526600,115.580261
"269",120.5,120.989998,120.209999,120.339996,2357000,115.714859
"270",120.07,120.650002,119.510002,120.550003,1376600,115.916794
"271",120.010002,120.410004,119.900002,120.209999,2079900,115.589867
"272",120.550003,120.699997,119.889999,120.32,2942100,115.695633
"273",120.849998,121.5,120.629997,121.300003,3660600,116.63797
"274",121.120003,121.290001,120.5,120.620003,2626200,115.984108
"275",119.540001,120.32,117.860001,118.190002,5072500,113.647499
"276",117.099998,118.769997,117,118.150002,4431900,113.609039
"277",118.150002,118.300003,116.239998,116.410004,3993200,111.935921
"278",118.25,118.75,115.760002,115.940002,5688000,111.483978
"279",116.290001,116.550003,114.769997,115.779999,4053400,111.330139
"280",116.300003,116.900002,115.980003,116.540001,1876100,112.060913
"281",116.209999,117.080002,115.989998,116.199997,1903400,111.733978
"282",115.879997,116.25,114.550003,114.879997,4370300,110.464706
"283",115.389999,117.050003,115.209999,116.919998,2289300,112.426315
"284",116.5,119.029999,116.5,118.5,5097200,113.945587
"285",125.800003,125.93,125.5,125.559998,30986300,120.73423
"286",125.779999,125.919998,125.589996,125.599998,11299500,120.772705
"287",125.75,125.82,125.650002,125.709999,7547100,120.878471
"288",125.68,125.730003,125.330002,125.440002,5231000,120.618866
"289",125.349998,125.449997,124.18,124.459999,8208300,119.676514
"290",124.419998,124.889999,124.400002,124.650002,3645500,119.859222
"291",124.699997,124.779999,124.639999,124.660004,2745200,119.868858
"292",124.370003,124.699997,123.5,123.769997,4977000,119.013039
"293",123.760002,124.300003,123.5,124.089996,2903300,119.320747
"294",125.449997,125.529999,124.699997,124.779999,5036900,119.98423
"295",124.959999,125.089996,124.010002,124.400002,4066700,119.618828
"296",124.029999,124.129997,123.599998,123.779999,3054800,119.022659
"297",124,124.169998,123.650002,123.699997,1715200,118.945717
"298",123.959999,124,123.309998,123.68,2533700,118.926514
"299",123.449997,123.940002,123.279999,123.620003,1984100,118.868813
"300",123.980003,124,122.050003,122.629997,6211400,117.916855
"301",122.75,123.209999,120.989998,122.300003,6210700,117.599541
"302",122.290001,123.089996,121.860001,121.879997,2211200,117.195686
"303",121.900002,122.580002,121.150002,122.25,3385900,117.55146
"304",122.099998,123.5,121.760002,122.629997,1529700,117.916855
"305",122.720001,123.239998,122.709999,123.099998,1353500,118.36879
"306",121.900002,122.440002,121.690002,121.959999,3147300,117.272583
"307",121.559998,121.68,120.5,120.919998,3138300,116.272591
"308",121.800003,121.800003,119.5,120.190002,2174700,115.570648
"309",121.379997,121.949997,121,121.610001,3412800,116.936058
"310",122.160004,122.480003,121.32,121.519997,3367900,116.849518
"311",121.529999,121.760002,116.019997,116.260002,11205000,111.791687
"312",117.25,117.660004,115.449997,117,4969400,112.503235
"313",117,117.07,114.57,115.220001,4566100,110.791656
"314",115.529999,116.489998,115.230003,116.410004,3379900,111.935921
"315",115.199997,115.940002,113.769997,115.43,4889200,110.993584
"316",115.290001,116.150002,114.220001,114.779999,4686700,110.368546
"317",114.239998,114.800003,113.379997,113.730003,3927500,109.35891
"318",114.32,114.75,113.650002,114.339996,3190800,109.945465
"319",115.519997,117.360001,115.400002,116.610001,6659100,112.12822
"320",116.709999,116.940002,115.099998,115.879997,4931800,111.426277
"321",115.879997,115.879997,112.25,114.169998,10004100,109.782013
"322",114.089996,115.650002,112.669998,113.440002,6605600,109.080055
"323",113.470001,113.639999,112.650002,112.830002,2488500,108.493523
"324",112.989998,113.940002,112.830002,113.160004,2497600,108.810829
"325",113.010002,113.589996,112.589996,112.989998,1512100,108.647362
"326",110.080002,110.150002,106.75,107.169998,12747600,103.051025
"327",107.889999,108.080002,103.190002,105.150002,16428000,101.108681
"328",105.599998,106.309998,102.82,103.169998,9049400,99.204773
"329",103.160004,103.400002,100.230003,101.709999,12601900,97.800888
"330",102.300003,102.699997,100.360001,101.190002,8249400,97.300873
"331",102,104.760002,101.970001,102.489998,9264100,98.550911
"332",103.900002,105.82,102.970001,105.400002,10043300,101.349068
"333",105.760002,106.370003,104.75,104.900002,4016300,100.868286
"334",104.910004,105.120003,103.360001,103.989998,5134100,99.993248
"335",104.470001,104.550003,102.040001,102.720001,5151800,98.772087
"336",94.220001,95,90.830002,92.360001,31709000,88.810242
"337",93.349998,100.290001,93.209999,100.279999,15639000,96.425842
"338",100,100.239998,98.099998,98.459999,3710500,94.675812
"339",98.309998,98.989998,96.800003,98.790001,3644500,94.993126
"340",99,99.129997,98.239998,98.639999,2425400,94.848885
"341",98.75,99.290001,98.610001,99.290001,2832200,95.473907
"342",99.080002,99.330002,98.300003,99.010002,2280500,95.204666
"343",109.75,114.660004,108.050003,110.739998,23168000,106.483826
"344",112.080002,112.879997,109.580002,110.050003,9077200,105.820358
"345",108.5,109.800003,106.809998,108.839996,9651200,104.656853
"346",109.75,110.370003,103.07,106.709999,8530900,102.608727
"347",106.400002,113,106.300003,111.019997,12282700,106.753075
"348",114.199997,114.970001,113.07,114.650002,9542100,110.243553
"349",117.690002,117.709999,114.760002,115.459999,13172900,111.022415
"350",114,114.190002,111.889999,112.550003,5107700,108.224251
"351",113,113.239998,109.769997,111.510002,4273400,107.224243
"352",111.480003,117.029999,111.360001,116.790001,9197500,112.301323
"353",119,119.110001,115.18,116.279999,10126000,111.810913
"354",114.730003,116.019997,113.360001,115.580002,9240100,111.13781
"355",115.019997,115.400002,112.510002,114,8042700,109.618538
"356",113.309998,114.75,113.120003,114,6789300,109.618538
"357",110.349998,111.290001,109.32,110.699997,5488600,106.445381
"358",110.769997,118,110.239998,116.360001,5544000,111.887825
"359",115.870003,116,113.370003,114.519997,4700300,110.118546
"360",121.75,122.239998,119.900002,120.07,23139100,115.455231
"361",119.449997,120.43,118.5,120.169998,6819800,115.551407
"362",119,119.150002,117.510002,118.290001,4626600,113.743668
"363",117.050003,117.25,114.830002,115.25,6723400,110.820496
"364",113.379997,114.18,111.279999,111.449997,10868500,107.166542
"365",111.470001,113.300003,110.230003,113.010002,9244900,108.666588
"366",115.75,117.620003,112.510002,113.160004,11933700,108.810829
"367",112.300003,112.349998,110.239998,111.449997,6443500,107.166542
"368",108.470001,109.959999,108.099998,108.989998,6860600,104.801094
"369",108.800003,114.989998,108.800003,112.919998,7062400,108.580032
"370",113.18,113.989998,112.25,112.839996,3304600,108.503113
"371",113.349998,115.110001,112.139999,115.07,7211100,110.647408
"372",113.199997,113.260002,108.870003,110.139999,5144400,105.906891
"373",110.690002,111.269997,108.300003,109.779999,4405100,105.560738
"374",111,112,108.599998,109.360001,4133800,105.156876
"375",109.760002,110.5,109,110.25,3259300,106.01265
"376",110.5,110.989998,109.190002,109.269997,4574300,105.07032
"377",108.599998,108.959999,106.699997,108.800003,3916300,104.618393
"378",108.949997,108.949997,106.25,106.870003,2212500,102.762573
"379",107,107.650002,105.580002,106.68,3712600,102.579872
"380",106.870003,107.860001,106.25,107.470001,2870500,103.339516
"381",107.989998,108,106,107.370003,2822600,103.243362
"382",107.5,111.489998,106.809998,110.360001,4193600,106.118439
"383",105.5,109.099998,105.209999,107.599998,5709200,103.464516
"384",108.809998,108.809998,105.5,108.389999,4158200,104.224152
"385",108.199997,109.800003,106.599998,107.519997,4265800,103.387596
"386",107,107,103.650002,104.050003,5967300,100.050972
"387",103.5,104.900002,100.989998,103.669998,9014600,99.685539
"388",103.709999,108.019997,103.529999,106.489998,4799100,102.397186
"389",103.150002,104.010002,102.110001,103.540001,7100500,99.560562
"390",103,106,102,103.349998,9270500,99.377853
"391",102.080002,105.980003,99.800003,105.089996,12777400,101.050987
"392",105.190002,105.949997,100.209999,100.660004,9091000,96.791237
"393",97.959999,100.910004,94.910004,98.370003,19769600,94.589256
"394",91.839996,94.080002,90.25,92.809998,49298100,89.242958
"395",94,96.57,93.669998,94.970001,21620400,91.319939
"396",95.160004,95.75,94.230003,94.830002,14652900,91.185326
"397",95.5,95.989998,94.779999,95.339996,11682100,91.675713
"398",96,96.080002,95.150002,95.400002,8527300,91.733414
"399",95,95.730003,94.620003,95.599998,7547900,91.925728
"400",95.68,96.089996,94.830002,95.919998,7016100,92.233421
"401",95.970001,96.529999,95.400002,96.290001,6821400,92.589218
"402",96.57,96.57,95.82,95.970001,4264900,92.281509
"403",96.089996,96.150002,95.360001,95.800003,4124500,92.118034
"404",95.360001,95.760002,94.970001,95.68,4801200,92.002655
"405",93.959999,94.699997,93.699997,94.559998,9381000,90.925682
"406",94.690002,94.690002,92.379997,93.160004,8900200,89.579498
"407",93.089996,93.239998,90.300003,91.190002,10669900,87.685226
"408",89.709999,89.949997,86.669998,89.760002,15241200,86.310181
"409",90.059998,90.25,89.260002,89.639999,4169200,86.194794
"410",89.370003,90.169998,88.599998,89.769997,5833000,86.319786
"411",89.93,90.730003,88.400002,90.129997,6460100,86.665955
"412",90.540001,92.540001,90.07,91.959999,7318100,88.425613
"413",91.349998,91.900002,90.550003,91.220001,5669500,87.714066
"414",91.769997,91.769997,90.099998,90.68,5518900,87.194809
"415",90.82,92.269997,90.690002,91.980003,7316300,88.444862
"416",92.32,92.580002,91.699997,92.309998,5964000,88.762169
"417",92.639999,93.459999,92.419998,93.190002,7418500,89.608345
"418",93.199997,94.110001,92.690002,93.82,5507700,90.214142
"419",93.199997,93.480003,91.779999,92.190002,5222500,88.64679
"420",92.080002,93.339996,92,93.139999,4057600,89.560265
"421",93.300003,94.900002,93.150002,94.660004,7915400,91.021866
"422",94.599998,94.709999,92.919998,93.879997,7533500,90.27182
"423",93.879997,94.389999,93.290001,93.989998,9140900,90.377602
"424",94.5,95.059998,93.160004,94.019997,10214100,90.406441
"425",94.099998,95.139999,93.559998,93.68,8539900,90.079498
"426",93,93,88.260002,89.57,15011100,86.127464
"427",88.410004,88.839996,84.589996,88.800003,15937100,85.387077
"428",90,92.25,89.589996,91.910004,9852500,88.377556
"429",92.25,93.419998,91.449997,92.760002,7293800,89.194885
"430",93.620003,93.75,90,90.150002,4110200,86.685188
"431",90.150002,91.940002,89.900002,91.68,4465000,88.156395
"432",91.269997,92.279999,91.269997,92.18,3977200,88.637169
"433",92.919998,94,92.550003,93.889999,5995900,90.281425
"434",94,94.18,92.620003,93.730003,9068400,90.127609
"435",92.790001,93.160004,90.800003,91.089996,4525800,87.823296
"436",90.120003,90.389999,86.309998,86.510002,12705200,83.407539
"437",86.370003,86.860001,84.349998,85.290001,9662400,82.231308
"438",85.900002,86.690002,85,85.519997,5012200,82.453064
"439",85.139999,85.959999,84.519997,85.5,4910300,82.433777
"440",86.43,86.989998,84.93,85.029999,6007500,81.980629
"441",84.730003,86.199997,84.449997,85.080002,4058600,82.028854
"442",85.620003,86.370003,84.470001,86.120003,4423100,83.031548
"443",85.599998,85.669998,82.18,82.949997,7525600,79.97522
"444",83,83.489998,80.709999,83.209999,6544000,80.225899
"445",82.559998,82.959999,81.540001,82.150002,3324800,79.203918
"446",81.809998,82.5,80.699997,80.980003,3237600,78.075882
"447",80,80,77.699997,78.160004,7068300,75.35701
"448",78.720001,80.169998,76.639999,77.290001,7109600,74.518211
"449",80.010002,80.5,77.349998,78.559998,5817300,75.742661
