"","ULTA.Open","ULTA.High","ULTA.Low","ULTA.Close","ULTA.Volume","ULTA.Adjusted"
"43",280.23999,281.170013,273.48999,275.589996,1078600,275.589996
"44",274.75,275.160004,268.230011,269.920013,1641600,269.920013
"45",270.5,275.859985,270.5,275.470001,818000,275.470001
"46",276.5,277.25,272.649994,273.769989,1726400,273.769989
"47",271,287.190002,270.5,286.420013,4576900,286.420013
"48",286.470001,288.589996,283.709991,286.910004,1086800,286.910004
"49",285.209991,286.690002,283.799988,285.380005,616200,285.380005
"50",286,288.549988,284.450012,287.779999,548000,287.779999
"51",287.730011,289.130005,285.089996,286.320007,487100,286.320007
"52",287.630005,289.269989,286.079987,288.809998,665200,288.809998
"53",288.799988,288.980011,284.269989,285.709991,655600,285.709991
"54",286.200012,286.429993,280.929993,281.279999,588100,281.279999
"55",281.279999,284.049988,280,283.26001,701400,283.26001
"56",283.01001,284.769989,280.950012,281.220001,489000,281.220001
"57",281.779999,282.910004,279.829987,281.529999,342200,281.529999
"58",279.640015,281.880005,277.089996,280.140015,514600,280.140015
"59",279.790009,283.649994,279.709991,282.859985,379700,282.859985
"60",283.170013,283.98999,281.570007,283.429993,411400,283.429993
"61",283.059998,285.540009,281.720001,285.51001,500200,285.51001
"62",285.23999,285.959991,283.76001,285.230011,433100,285.230011
"63",285.51001,285.980011,281.920013,282.029999,644300,282.029999
"64",282,284.040009,280.850006,281.570007,397600,281.570007
"65",281.690002,284.410004,280.48999,281.649994,406000,281.649994
"66",282.649994,285.019989,282.209991,284.959991,504700,284.959991
"67",285.209991,286.98999,283.75,284.5,343300,284.5
"68",287.459991,287.459991,285.299988,286.589996,370000,286.589996
"69",286.73999,287.079987,283.309998,286.649994,356300,286.649994
"70",285.709991,286.179993,283.029999,283.779999,336700,283.779999
"71",284.209991,285.829987,282.679993,282.679993,330300,282.679993
"72",283.48999,284.730011,282.209991,283.170013,325900,283.170013
"73",282.75,284.179993,282,282.859985,291900,282.859985
"74",282,282.429993,276.019989,279.459991,1042000,279.459991
"75",279.869995,281.390015,277.970001,278.730011,560200,278.730011
"76",278.779999,281.029999,277.549988,279.5,507300,279.5
"77",282.480011,283,276.399994,278.209991,707200,278.209991
"78",279.470001,281.190002,276.640015,277.98999,512900,277.98999
"79",278.109985,280.980011,277.029999,279.690002,488900,279.690002
"80",279.709991,283.670013,277.950012,281.679993,679200,281.679993
"81",282.440002,282.799988,279.540009,281.440002,348800,281.440002
"82",281.779999,283.839996,281.200012,283.220001,493700,283.220001
"83",283.279999,288.720001,283.279999,288.589996,516100,288.589996
"84",288.829987,291.5,288.220001,290.359985,457200,290.359985
"85",290.01001,292.390015,289.480011,292.209991,327100,292.209991
"86",292.920013,296.170013,291.649994,295.470001,477200,295.470001
"87",296,298.130005,294.040009,297.540009,532900,297.540009
"88",298.059998,301.399994,297.619995,299.570007,592300,299.570007
"89",299.420013,299.920013,297.549988,299.470001,434300,299.470001
"90",298.540009,300.420013,296.019989,299.910004,505000,299.910004
"91",299.649994,299.649994,296.190002,297.549988,469300,297.549988
"92",298.410004,299.880005,295.179993,295.410004,578300,295.410004
"93",295.48999,295.98999,293.200012,293.329987,696800,293.329987
"94",292.109985,293.200012,289.679993,292.089996,754300,292.089996
"95",293.109985,299.700012,292.269989,297.820007,887800,297.820007
"96",298.01001,299.660004,292.910004,294.079987,709200,294.079987
"97",295.320007,298.839996,294.079987,294.940002,612400,294.940002
"98",296.390015,296.399994,290,290.549988,926000,290.549988
"99",290.5,290.980011,277.679993,280.51001,2023600,280.51001
"100",282.26001,293.839996,282.26001,293.040009,2137000,293.040009
"101",305.5,310,301.359985,302.399994,2858700,302.399994
"102",302.019989,306.869995,302,303,807100,303
"103",304.109985,304.970001,301.299988,304.839996,595100,304.839996
"104",304.450012,307.190002,304.269989,306.720001,552200,306.720001
"105",309.98999,311.779999,307.700012,311.470001,680000,311.470001
"106",313.140015,314.859985,311.540009,313.730011,843100,313.730011
"107",313.209991,314.079987,306.01001,306.959991,934800,306.959991
"108",307.929993,309.630005,306.880005,307.940002,482800,307.940002
"109",309,310,305.519989,307.269989,537800,307.269989
"110",308.329987,310.190002,306.839996,307.869995,511600,307.869995
"111",305.880005,307.48999,300.480011,301.019989,826400,301.019989
"112",301.679993,303.019989,299.019989,302.690002,532200,302.690002
"113",302.440002,303.51001,299.450012,302.209991,635900,302.209991
"114",300.730011,300.73999,296.940002,300.130005,386800,300.130005
"115",298.420013,299.600006,294.410004,295.940002,801800,295.940002
"116",296.690002,297,291.040009,294.170013,881000,294.170013
"117",294.850006,299.970001,294.850006,296.5,1014900,296.5
"118",295.670013,296.890015,288.220001,288.839996,980800,288.839996
"119",288.799988,290.51001,283.100006,284.140015,1155100,284.140015
"120",282.209991,286.190002,280.950012,284.709991,822800,284.709991
"121",285,291.559998,285,289.720001,740900,289.720001
"122",289.440002,289.709991,280.980011,282.859985,886800,282.859985
"123",283.279999,286.959991,280.320007,285.279999,526500,285.279999
"124",284.899994,286.5,281.369995,285.880005,764900,285.880005
"125",287.51001,289.850006,284.339996,287.339996,720900,287.339996
"126",287.700012,288.339996,282.779999,283.359985,333000,283.359985
"127",281,283.970001,276.119995,279.040009,1293700,279.040009
"128",276.51001,277.720001,271.429993,273.23999,1084600,273.23999
"129",273.920013,278.940002,272.040009,276.970001,584700,276.970001
"130",276.640015,276.890015,267.519989,268.820007,1099400,268.820007
"131",268.570007,269.25,253.089996,255.979996,3388500,255.979996
"132",258.679993,265.309998,257.170013,261.859985,1909100,261.859985
"133",265.5,265.5,257.190002,257.399994,1081900,257.399994
"134",264.700012,267.480011,260.700012,261.73999,1567000,261.73999
"135",261.75,262.480011,253.690002,253.940002,1671400,253.940002
"136",253.149994,259.779999,253.149994,258.75,1600600,258.75
"137",259.170013,260.790009,255.139999,256.75,1197000,256.75
"138",256.670013,256.940002,254.889999,255.740005,791200,255.740005
"139",255.660004,256.48999,250.440002,253.399994,1135700,253.399994
"140",253.300003,256.130005,250.880005,252.080002,884100,252.080002
"141",252.490005,257.109985,250.529999,256.609985,950500,256.609985
"142",245.789993,249.979996,243.610001,247.240005,2357800,247.240005
"143",247.240005,251.5,245.800003,249.429993,1169800,249.429993
"144",247.009995,252.570007,246,248.600006,669800,248.600006
"145",243.880005,251.919998,243.279999,251.210007,960500,251.210007
"146",253.139999,257.059998,252.449997,255.270004,1117800,255.270004
"147",255,255.350006,246.100006,247.970001,1187800,247.970001
"148",246.940002,251.979996,246.240005,251.279999,676400,251.279999
"149",252.149994,254.589996,250.009995,250.199997,460900,250.199997
"150",249.559998,251.919998,248.529999,248.809998,617700,248.809998
"151",248.889999,252.869995,247.229996,250.639999,537100,250.639999
"152",249.850006,254.419998,249.179993,253.080002,668600,253.080002
"153",252.089996,252.199997,246.690002,246.869995,685400,246.869995
"154",247.949997,251.979996,247.949997,251.050003,385700,251.050003
"155",251.800003,252.880005,247.449997,248.470001,680600,248.470001
"156",248.809998,248.929993,237.360001,237.669998,1574700,237.669998
"157",238.020004,245.100006,236,243.429993,1302200,243.429993
"158",241.830002,245.25,240.960007,241.429993,678500,241.429993
"159",240.850006,247.360001,240.850006,244.199997,813400,244.199997
"160",236.669998,240,233.020004,234.210007,1804700,234.210007
"161",236.369995,239.979996,231.160004,231.649994,2165700,231.649994
"162",231,233.440002,228.5,232.059998,2861100,232.059998
"163",240,247.300003,233.020004,233.710007,2884700,233.710007
"164",215.440002,217.800003,208.25,212.360001,7890200,212.360001
"165",210.199997,211.380005,207,207.75,2745200,207.75
"166",205.139999,212.729996,204.009995,211.779999,1754200,211.779999
"167",211.380005,213.880005,210.589996,213.570007,1511200,213.570007
"168",214.820007,221.149994,214.470001,221.009995,2070900,221.009995
"169",221.119995,222.270004,218.759995,221.729996,1646300,221.729996
"170",221,223.940002,220.009995,223.899994,1622500,223.899994
"171",224.289993,228.089996,223.770004,228,1519000,228
"172",228.520004,231.279999,228.25,230.529999,1626400,230.529999
"173",229.660004,229.660004,226,226.979996,1112500,226.979996
"174",227.869995,228.889999,227.119995,228.600006,716000,228.600006
"175",229.539993,229.559998,225.520004,226.880005,1006400,226.880005
"176",225.979996,227.690002,225.710007,226.410004,716600,226.410004
"177",225.339996,226.029999,221.690002,223.929993,1439400,223.929993
"178",223.490005,224.880005,222.809998,224.669998,937600,224.669998
"179",225.729996,228.690002,225.339996,227.080002,1061100,227.080002
"180",227.380005,227.550003,222.630005,224.449997,802900,224.449997
"181",223.889999,226.919998,221.880005,223.839996,622600,223.839996
"182",224.720001,224.720001,219.699997,219.740005,847900,219.740005
"183",219.009995,221.690002,218.360001,219.169998,767700,219.169998
"184",219.639999,220.630005,218.130005,218.889999,904600,218.889999
"185",219,220.759995,218.669998,218.990005,1422200,218.990005
"186",219.279999,228.800003,219.279999,227.660004,1168700,227.660004
"187",227.440002,228.589996,226.029999,226.889999,549700,226.889999
"188",226.300003,227.910004,224.619995,226.059998,562100,226.059998
"189",226.929993,226.990005,218.330002,223.800003,1063600,223.800003
"190",222.470001,227.789993,221.759995,227.619995,893200,227.619995
"191",226.759995,227.419998,222.850006,223.520004,600200,223.520004
"192",223.529999,224.990005,220.619995,220.630005,1229600,220.630005
"193",219.419998,221.330002,219.100006,219.910004,1479200,219.910004
"194",220.100006,220.899994,215.610001,217.339996,631100,217.339996
"195",217.149994,217.839996,212.690002,212.690002,835300,212.690002
"196",212.190002,212.679993,207.669998,207.889999,2061100,207.889999
"197",201.520004,201.779999,189.5,190.160004,5496000,190.160004
"198",191.979996,200.899994,187.960007,198.580002,3790600,198.580002
"199",196.119995,197.399994,192.110001,193.699997,2309800,193.699997
"200",196.440002,202.660004,195.270004,202.279999,1994000,202.279999
"201",197.809998,201.160004,196.610001,198.369995,2400300,198.369995
"202",198.059998,208.690002,197.119995,204.619995,2739400,204.619995
"203",205.720001,207.639999,203.169998,204.839996,1114200,204.839996
"204",204.839996,204.970001,202.110001,202.360001,804500,202.360001
"205",201.960007,203.770004,201.270004,203.309998,670200,203.309998
"206",202.600006,203.429993,199.559998,201.289993,785400,201.289993
"207",201.229996,202.259995,199.399994,200.509995,688000,200.509995
"208",200,200.360001,196.009995,198.929993,953200,198.929993
"209",197.860001,204.949997,196.779999,201.690002,837200,201.690002
"210",202.179993,203.880005,200.289993,201.789993,724500,201.789993
"211",203.789993,212.350006,202.139999,204.830002,1350900,204.830002
"212",204.770004,208.539993,201.300003,202.899994,872500,202.899994
"213",203.029999,205.199997,201.149994,202.050003,837200,202.050003
"214",201.179993,202.649994,198.509995,201.330002,1272300,201.330002
"215",201.639999,202.850006,196.539993,198.009995,770300,198.009995
"216",198.259995,199.399994,194.130005,195.899994,1311600,195.899994
"217",194.070007,201.279999,191.800003,199.190002,957000,199.190002
"218",198.419998,204.660004,198.199997,200.759995,806800,200.759995
"219",200.550003,202.009995,196.110001,198.029999,860900,198.029999
"220",197.820007,201.240005,197.820007,199.050003,594100,199.050003
"221",198.149994,200.600006,196.559998,199.990005,647800,199.990005
"222",200.820007,207.610001,198.610001,205.960007,1049800,205.960007
"223",208.020004,215.679993,206.610001,215.100006,1690700,215.100006
"224",215.770004,216.050003,208.75,209.160004,1281700,209.160004
"225",207.059998,211.899994,203.089996,209.960007,1643900,209.960007
"226",210.160004,215.410004,209.720001,212.300003,1152700,212.300003
"227",212.690002,214.080002,209.270004,210.369995,438200,210.369995
"228",210.949997,212,205.839996,206.690002,1162500,206.690002
"229",208.300003,217.270004,206.639999,217.070007,1815000,217.070007
"230",218.979996,227.399994,218.820007,223.100006,1991700,223.100006
"231",224.610001,226.899994,218.580002,221.710007,2723700,221.710007
"232",208.070007,217.610001,201,212.580002,6694700,212.580002
"233",212.740005,226.919998,212.740005,221.639999,2663000,221.639999
"234",223.770004,226.139999,219.800003,223.970001,1567800,223.970001
"235",222.679993,225.259995,219.529999,223.139999,1280600,223.139999
"236",223.960007,227.520004,221.149994,221.589996,1039500,221.589996
"237",222.410004,225.309998,219.130005,224.539993,1465500,224.539993
"238",224.160004,224.429993,215.559998,216.139999,1142600,216.139999
"239",216.25,217.229996,210.720001,214.869995,1860100,214.869995
"240",215.759995,217.470001,213.229996,215.029999,1069700,215.029999
"241",216.080002,218.259995,214.75,217.169998,1389700,217.169998
"242",218.369995,220.100006,216.009995,218.25,1750200,218.25
"243",219.679993,224.440002,219.320007,222.660004,812300,222.660004
"244",227.410004,230.800003,223.919998,227.470001,1159600,227.470001
"245",228.490005,230.889999,224.210007,226,897700,226
"246",226.289993,229.580002,225.929993,228.570007,1449000,228.570007
"247",229.289993,229.559998,224.729996,226.270004,1232500,226.270004
"248",227.740005,229.970001,224.339996,226.679993,1381000,226.679993
"249",226.490005,227.649994,224.600006,225.649994,517900,225.649994
"250",225.270004,225.600006,223,225.330002,496700,225.330002
"251",224.979996,225.139999,222.350006,223.660004,668000,223.660004
"252",224.440002,231,224.440002,229.630005,972900,229.630005
"253",235.770004,246.520004,234.380005,245.119995,1975000,245.119995
"254",248.009995,249.300003,240.25,244.880005,1250600,244.880005
"255",244.440002,244.75,235.020004,237.960007,1811000,237.960007
"256",237.25,238.990005,230.179993,231.139999,1348900,231.139999
"257",231.199997,233.539993,227.820007,232.919998,939600,232.919998
"258",231.169998,233.160004,229.149994,230.449997,517600,230.449997
"259",231.399994,233.5,228.009995,233.149994,702900,233.149994
"260",233.539993,237.720001,233.490005,237.320007,1086600,237.320007
"261",238.289993,238.679993,234.679993,237.119995,832400,237.119995
"262",245.190002,245.729996,237.600006,238.690002,1363200,238.690002
"263",238.820007,243.960007,238.259995,243.149994,1075300,243.149994
"264",244.899994,247.300003,241.660004,244.130005,1235100,244.130005
"265",240.880005,241.789993,232.740005,235.009995,1973600,235.009995
"266",233.850006,234.779999,227.880005,228.789993,1919200,228.789993
"267",228.330002,228.330002,220.669998,224.309998,1702000,224.309998
"268",224.869995,228.740005,223,227.289993,1128700,227.289993
"269",226.880005,229.350006,223.410004,227.690002,1450700,227.690002
"270",227.529999,230.899994,225.380005,229.149994,996300,229.149994
"271",225.839996,228.789993,223.070007,226.050003,737800,226.050003
"272",226.460007,226.889999,221.020004,222.100006,989500,222.100006
"273",220.600006,222.020004,217.529999,219.399994,810100,219.399994
"274",219.179993,221.960007,216.199997,219.470001,1030700,219.470001
"275",218.509995,224.389999,212.990005,212.990005,1902100,212.990005
"276",210.789993,222.130005,207.339996,218.589996,1650200,218.589996
"277",217.990005,221.669998,216.910004,218.059998,753500,218.059998
"278",218.880005,219.940002,209.009995,209.089996,1022100,209.089996
"279",211,220.440002,205.5,218.550003,1325500,218.550003
"280",219.970001,222.220001,204.75,209.479996,2647400,209.479996
"281",208.440002,211.25,206.259995,206.789993,1071100,206.789993
"282",204.740005,208.639999,204.699997,206.759995,1299000,206.759995
"283",207.240005,208.25,203.380005,204,1261100,204
"284",204.449997,205.729996,201.630005,203.149994,1061100,203.149994
"285",200.149994,205,199.5,201.130005,984900,201.130005
"286",202.210007,204.839996,199.830002,201.190002,728700,201.190002
"287",201.259995,204.839996,199.539993,204.050003,953800,204.050003
"288",205,207.210007,203.770004,207.110001,852300,207.110001
"289",206.899994,207.039993,198.320007,198.929993,1634800,198.929993
"290",198.899994,204.889999,198.289993,203.059998,1217500,203.059998
"291",204.490005,208.979996,203.330002,203.350006,997100,203.350006
"292",203.619995,204.839996,199.539993,200.710007,808100,200.710007
"293",198.080002,199.080002,191.699997,194,2208000,194
"294",194,198.339996,192.5,197.880005,1314500,197.880005
"295",198.399994,202.889999,198.399994,200.220001,1266100,200.220001
"296",197.759995,202.130005,196.070007,201.070007,921900,201.070007
"297",202.350006,206.960007,200.130005,206.539993,1023100,206.539993
"298",207.470001,208.75,202.809998,205.919998,1064700,205.919998
"299",205.690002,208.309998,203.020004,207.619995,899700,207.619995
"300",205.690002,208.399994,203.020004,208.399994,1436800,208.399994
"301",208.839996,209.490005,201.25,201.990005,1167900,201.990005
"302",202.389999,206.5,201,206.139999,2747200,206.139999
"303",210.350006,223.5,207.539993,221.880005,5862200,221.880005
"304",221.75,222.979996,215.199997,215.600006,1368800,215.600006
"305",216.889999,219,214.220001,215.630005,1267900,215.630005
"306",215.789993,217.539993,212.899994,213,1027600,213
"307",212.550003,215.610001,207.210007,207.360001,1451800,207.360001
"308",207.5,207.990005,202.169998,202.289993,1332800,202.289993
"309",205.070007,208.300003,204.779999,207.899994,1006900,207.899994
"310",209.210007,209.679993,203.5,204.919998,1044600,204.919998
"311",204.639999,208.779999,204.199997,205.110001,783300,205.110001
"312",206.009995,207.869995,203.309998,204.270004,1171100,204.270004
"313",204.279999,206.550003,199.149994,203.130005,913100,203.130005
"314",204.509995,205.880005,203.059998,204.380005,727300,204.380005
"315",202.729996,207.190002,202.729996,206.320007,949600,206.320007
"316",207.839996,208.369995,204.869995,206.919998,1036900,206.919998
"317",206.309998,213.309998,205.479996,208.259995,1289000,208.259995
"318",208.289993,214.589996,206.169998,212.149994,1253900,212.149994
"319",217.5,221.729996,216.669998,221.059998,1663100,221.059998
"320",219.199997,221.440002,213,213.300003,1205000,213.300003
"321",214.169998,218.779999,212.389999,217.809998,1125500,217.809998
"322",219.75,223.139999,218.25,220.880005,1368200,220.880005
"323",226.679993,230.589996,224.350006,227.929993,1555200,227.929993
"324",228.089996,233.910004,228.020004,233.589996,1261800,233.589996
"325",233.889999,237.880005,231.110001,233.039993,1180200,233.039993
"326",232.990005,234.960007,231.610001,234.160004,904400,234.160004
"327",234.770004,235.880005,231.580002,235.050003,1090800,235.050003
"328",236.190002,240.080002,235.369995,238.649994,1099500,238.649994
"329",238.75,239.419998,232.669998,233.940002,1207900,233.940002
"330",234.820007,238.339996,234.389999,236.199997,695500,236.199997
"331",237.610001,244.649994,236.360001,243.610001,928500,243.610001
"332",243.589996,249.509995,242.300003,248.809998,1028900,248.809998
"333",250.139999,257.630005,249.429993,250.910004,1228800,250.910004
"334",252.059998,254.339996,248.419998,250.619995,922800,250.619995
"335",248.910004,250.529999,243.660004,248.419998,780500,248.419998
"336",246.490005,247.979996,242.600006,246.869995,595100,246.869995
"337",246.100006,255.399994,245.179993,253.740005,917300,253.740005
"338",255,257.23999,252.360001,253.070007,784500,253.070007
"339",251.850006,254.160004,247.380005,249.229996,559100,249.229996
"340",250.410004,250.889999,244.460007,248.899994,826300,248.899994
"341",249.789993,250.449997,245.190002,247.5,547700,247.5
"342",247.259995,250.119995,246.100006,250,539300,250
"343",250.490005,250.979996,246.199997,247.039993,568000,247.039993
"344",251.5,252.490005,246.009995,250.389999,956100,250.389999
"345",251.889999,253.490005,251.110001,252.020004,827300,252.020004
"346",251.5,258.570007,251.5,257.600006,807700,257.600006
"347",257.190002,257.190002,255.020004,255.589996,754500,255.589996
"348",258.350006,261.399994,253.949997,254.770004,719400,254.770004
"349",255.389999,257.029999,252.270004,252.690002,570100,252.690002
"350",252.070007,258.48999,251.470001,252.970001,931500,252.970001
"351",252.449997,253.220001,245.449997,251.720001,906800,251.720001
"352",253.720001,255.389999,250.050003,251.050003,815400,251.050003
"353",249.440002,254.130005,248.25,253.690002,874300,253.690002
"354",255.429993,256.390015,250.210007,253.479996,1163600,253.479996
"355",256.140015,256.890015,246.009995,246.910004,2348500,246.910004
"356",235.990005,251.970001,234.809998,245.149994,3982100,245.149994
"357",245.809998,257.329987,244.429993,256.600006,1481500,256.600006
"358",252.440002,254.979996,249.440002,253.929993,1199100,253.929993
"359",254.600006,258.799988,251.699997,255.850006,1049700,255.850006
"360",255.5,259.619995,252,256.920013,1240200,256.920013
"361",255.229996,256.589996,248.130005,253.059998,1100400,253.059998
"362",253.309998,254.240005,250.529999,251.839996,779400,251.839996
"363",251.279999,252.740005,247.449997,248.289993,1220700,248.289993
"364",249,251.809998,246.929993,247.520004,1262300,247.520004
"365",247.699997,247.779999,243.679993,246.600006,1454000,246.600006
"366",246.210007,248.539993,244.080002,247.880005,1157300,247.880005
"367",245.919998,249.710007,245.910004,247.259995,772200,247.259995
"368",246.440002,248.559998,242.759995,246.259995,955500,246.259995
"369",248.050003,252.509995,246.410004,251.279999,971700,251.279999
"370",250.130005,252.050003,247.529999,250.350006,636300,250.350006
"371",251.520004,251.929993,247.850006,249.759995,760400,249.759995
"372",248.419998,248.419998,239.360001,241.610001,1052500,241.610001
"373",242.360001,243.770004,237.080002,238.75,667000,238.75
"374",239.5,240.720001,235.660004,236.050003,717200,236.050003
"375",236.5,240.919998,235.619995,239.669998,858500,239.669998
"376",242.050003,242.710007,233.220001,233.460007,1012700,233.460007
"377",231.119995,232.710007,228.380005,232.539993,979200,232.539993
"378",233.850006,235.899994,233.320007,235.279999,476400,235.279999
"379",235.809998,237.869995,232.869995,237.860001,874400,237.860001
"380",238,244.190002,237.869995,242.610001,1015300,242.610001
"381",243.279999,252.419998,243.179993,250.699997,862300,250.699997
"382",251.330002,254.880005,248.619995,254.610001,794800,254.610001
"383",253.410004,253.410004,249.800003,252.199997,560500,252.199997
"384",253.210007,254.300003,251.710007,252.869995,625100,252.869995
"385",253.630005,260.420013,253.449997,259.869995,944800,259.869995
"386",260.329987,260.5,253.949997,255.5,864800,255.5
"387",254.350006,256.670013,252.710007,253.080002,662000,253.080002
"388",252.080002,253.410004,248.279999,250.639999,828100,250.639999
"389",250.869995,258.700012,250.240005,257.410004,781200,257.410004
"390",256.73999,259.299988,253.460007,254.520004,639300,254.520004
"391",254.509995,257.470001,252.929993,255.050003,549500,255.050003
"392",255.289993,255.529999,245.770004,249.240005,752200,249.240005
"393",249.240005,254.100006,248,253.389999,726500,253.389999
"394",254.029999,257.410004,251.169998,251.880005,429300,251.880005
"395",251.389999,253.809998,248.660004,249.990005,488800,249.990005
"396",247.889999,249.270004,242.190002,243.539993,623300,243.539993
"397",245.029999,246.429993,243.660004,244.389999,484600,244.389999
"398",243.919998,245.660004,237.710007,238,717600,238
"399",233.649994,236.300003,229.619995,234.809998,1102100,234.809998
"400",235.600006,237.509995,232.899994,235.020004,586400,235.020004
"401",234.839996,236.279999,232.630005,236.100006,621700,236.100006
"402",236.270004,239.889999,236.009995,239.050003,421200,239.050003
"403",238.660004,239.470001,235.770004,236,502900,236
"404",236.509995,237.740005,230.559998,236.149994,848400,236.149994
"405",234.25,237.490005,232.520004,236.520004,587200,236.520004
"406",236.5,239.770004,231.529999,233.440002,735500,233.440002
"407",233.949997,237.940002,233.470001,236.020004,694700,236.020004
"408",234.5,235.979996,231.809998,231.979996,1053200,231.979996
"409",233.899994,235.610001,232.479996,233.169998,806200,233.169998
"410",234.429993,235.470001,231.660004,235.039993,718500,235.039993
"411",236,239.789993,235.809998,239.320007,669300,239.320007
"412",239.850006,243.820007,239.320007,242.179993,748100,242.179993
"413",240.059998,241.710007,233.169998,234.699997,938600,234.699997
"414",236.110001,240.529999,234.619995,239.399994,813300,239.399994
"415",240.100006,242.070007,237.649994,241.669998,719900,241.669998
"416",242,245.169998,239.639999,240.839996,789000,240.839996
"417",241.669998,245.369995,239.440002,242.470001,784700,242.470001
"418",241.770004,242.919998,240.160004,241.729996,986900,241.729996
"419",240.729996,246.210007,240.570007,244.410004,1863900,244.410004
"420",247.210007,268.880005,247.210007,260,5311500,260
"421",260,274.980011,258.269989,274.369995,2295300,274.369995
"422",272.950012,276.779999,269.630005,274.929993,1512400,274.929993
"423",274.98999,276.579987,270.160004,275.660004,941200,275.660004
"424",276.410004,288.970001,276.350006,285.799988,2241300,285.799988
"425",287.059998,287.440002,284.269989,285.959991,985400,285.959991
"426",285.440002,290.299988,283.160004,286.730011,1041500,286.730011
"427",287.410004,289.649994,282.549988,283.630005,1229100,283.630005
"428",284.299988,284.98999,279.470001,280.519989,995500,280.519989
"429",280.109985,283,278.940002,279.100006,856500,279.100006
"430",278.709991,282.410004,276.410004,281.450012,704000,281.450012
"431",281.049988,285.100006,278.670013,282.869995,789300,282.869995
"432",284.869995,287.609985,280.899994,287.160004,959200,287.160004
"433",288.140015,289.140015,284.220001,284.76001,1143200,284.76001
"434",285.829987,286.529999,280.730011,280.769989,1144600,280.769989
"435",280.549988,282.950012,277.299988,280.98999,850400,280.98999
"436",281.100006,281.950012,276.350006,277.459991,667300,277.459991
"437",278.390015,282.920013,277.220001,278.329987,869100,278.329987
"438",279.209991,281.059998,276.690002,279.279999,685800,279.279999
"439",278.970001,285.51001,278.950012,282.119995,763900,282.119995
"440",284.119995,285.23999,281.769989,282.959991,692600,282.959991
"441",283.579987,283.579987,279.690002,279.970001,614500,279.970001
"442",280.23999,282.619995,276.679993,278.869995,528400,278.869995
"443",277.720001,281.980011,272.600006,275,650800,275
"444",273.730011,274.700012,265,269.850006,1152300,269.850006
"445",270.369995,275.890015,270.109985,273.48999,670200,273.48999
"446",274.320007,278,272.670013,275.679993,703000,275.679993
"447",275.269989,275.709991,267.809998,268.130005,774000,268.130005
"448",268.76001,274.320007,264.709991,267.570007,744500,267.570007
"449",272.079987,277.929993,272,275.640015,1033100,275.640015
"450",276.149994,285.01001,275.079987,281.730011,883000,281.730011
"451",283.660004,286.549988,278.230011,285.410004,731200,285.410004
"452",286.329987,287.049988,278.959991,281.920013,521600,281.920013
"453",280.630005,283.170013,271.26001,273.440002,847000,273.440002
