"","HES.Open","HES.High","HES.Low","HES.Close","HES.Volume","HES.Adjusted"
"450",66.5,66.940002,65.470001,65.639999,2345400,62.180454
"451",65.790001,66.220001,65.120003,65.800003,2455000,62.332035
"452",65.459999,65.57,63.66,64.779999,4552200,61.365791
"453",63.59,64.25,63.049999,64.110001,3966300,60.731098
"454",64.5,65.730003,63.209999,63.560001,3186400,60.210091
"455",63.369999,63.630001,62.389999,62.939999,2172000,59.622768
"456",61.970001,62.290001,60.110001,61.43,5267900,58.192352
"457",62.049999,62.380001,58.07,58.16,4246400,55.094696
"458",58.91,59.799999,58.389999,58.990002,3419800,55.880951
"459",57.830002,59.200001,56.75,58.110001,3220600,55.047329
"460",58.41,58.599998,55.439999,56.16,3233000,53.200108
"461",56.209999,57.220001,55.119999,57.080002,3736700,54.071609
"462",60.150002,61.16,57.150002,57.400002,7736400,54.374752
"463",57.91,58.700001,57,57.84,3819500,54.791565
"464",58.130001,58.599998,55.66,56.349998,3465700,53.380089
"465",57.040001,58.990002,56.950001,58.639999,3918200,55.549393
"466",58.830002,59.380001,57.630001,58.66,3373600,55.568344
"467",59.610001,61.290001,59.080002,60.880001,4605600,57.671337
"468",60.639999,61.080002,59.02,59.23,3079300,56.108299
"469",57.889999,59.540001,57.349998,59.150002,2901300,56.032516
"470",59.860001,60.150002,57.349998,57.459999,2395100,54.431583
"471",57.290001,58.009998,55.490002,55.959999,4067800,53.010643
"472",57.360001,58.27,55.34,56.02,3075900,53.067482
"473",55.810001,57.540001,55.5,57.220001,2991200,54.204239
"474",57.34,58.099998,56.919998,57.68,2482800,54.639984
"475",56.68,57.509998,56.459999,56.959999,2057700,53.957943
"476",55.799999,55.810001,53.959999,54.860001,4306800,51.96862
"477",55.720001,57.189999,55.43,56.189999,2752600,53.228523
"478",53.669998,54.669998,53.209999,53.650002,2931400,50.822399
"479",54.23,55.049999,52.52,53.099998,6759500,50.30138
"480",53.080002,53.369999,52.290001,53.200001,3233400,50.396111
"481",53.389999,54.650002,52.740002,54.029999,3136100,51.182358
"482",54.099998,55.369999,53.869999,54.439999,2736300,51.570751
"483",53.689999,54.689999,53.040001,53.889999,3935200,51.049736
"484",56.139999,57.150002,54.880001,56.450001,4241500,53.474819
"485",56.459999,57.200001,54.889999,54.919998,6173600,52.025459
"486",53.580002,54.099998,52.27,53.369999,5001400,50.557156
"487",54.580002,55.299999,52.509998,52.610001,4348100,49.837208
"488",51.75,52.57,50.369999,51.490002,4496700,48.776237
"489",52.639999,52.939999,51.470001,51.98,3339600,49.24041
"490",52.82,53.82,51.400002,51.740002,4258200,49.013058
"491",51.740002,53.580002,51.57,52.209999,5718500,49.458286
"492",51.43,52.279999,50.5,50.900002,4306500,48.449322
"493",50.73,51.200001,49.27,49.759998,4186900,47.364208
"494",49.75,49.830002,47.279999,47.310001,6644700,45.032173
"495",47.66,48.700001,45.900002,46,6261100,43.785248
"496",45.41,46.119999,43.400002,43.509998,5920500,41.415127
"497",43.27,43.700001,41.25,41.490002,8595400,39.492386
"498",40.639999,40.860001,36.43,36.43,7428900,34.676003
"499",37.259998,40.48,35.59,40.450001,10671300,38.502457
"500",39.689999,41.610001,39.060001,41.540001,8029900,39.539986
"501",41.720001,41.849998,40.169998,40.380001,5171700,38.435837
"502",40.650002,41.32,40.080002,40.5,4513500,38.550049
"503",39.290001,42.400002,39.080002,42.240002,4692200,40.206272
"504",42.400002,42.849998,40.599998,42.389999,6034500,40.349052
"505",43.5,45.860001,43,45.689999,9819300,43.490162
"506",45.810001,48.169998,45.099998,47.880001,7827100,45.574734
"507",48.700001,48.790001,47.540001,48.48,5405900,46.14584
"508",49.150002,50.560001,48.599998,50.16,6525800,47.744953
"509",49.68,52.040001,49.110001,51.950001,8692500,49.448772
"510",51.009998,51.330002,50.200001,51.27,4236700,48.80151
"511",50.400002,51.380001,50.209999,50.810001,3986300,48.363667
"512",51.599998,52.41,51.419998,51.82,5974600,49.325027
"513",51.849998,52.099998,51.150002,51.279999,4309600,48.811028
"514",50.709999,52.41,50.560001,51.84,2964200,49.344055
"515",52.509998,52.950001,51.790001,52.810001,5504600,50.267361
"516",51.93,52.59,51.5,51.869999,4486200,49.372623
"517",52.349998,52.349998,50.080002,51.049999,3562600,48.592098
"518",50.900002,51.889999,50.369999,51,4396400,48.54451
"519",51.540001,53.630001,51.470001,53.099998,5046700,50.543396
"520",51.560001,52.110001,51.049999,51.73,4012400,49.239361
"521",52.25,52.57,51.689999,51.869999,4688000,49.372623
"522",52.919998,54.049999,51.279999,53.93,4999800,51.333439
"523",54.040001,55.380001,53.860001,54,7623100,51.400066
"524",54.599998,56.619999,54.41,55.66,5369500,52.980141
"525",54.77,55.799999,54.25,55.669998,2592200,52.989658
"526",55.400002,55.869999,54.290001,54.41,3209200,51.790321
"527",54.700001,55.16,54.130001,54.939999,4075600,52.2948
"528",54.200001,54.48,52.009998,52.400002,3740500,49.877106
"529",52.310001,52.580002,51.099998,52.470001,3398800,49.943729
"530",51.830002,53.689999,51.34,53.580002,2469000,51.00029
"531",54.82,55.529999,54.540001,55.139999,4035600,52.48518
"532",55.360001,57.66,55.360001,56,3762900,53.303776
"533",55.709999,57.610001,55.549999,57.07,2994500,54.32225
"534",57.759998,58.23,57.290001,57.580002,2604400,54.807709
"535",57.009998,57.73,56.549999,57.59,2918900,54.817226
"536",57.369999,58.919998,57.349998,58.639999,2388200,55.816662
"537",58.32,58.650002,57.48,57.68,3254800,54.902885
"538",58.349998,58.549999,57.009998,57.16,2966900,54.407921
"539",56.66,58.040001,56.580002,57.540001,2204900,54.769627
"540",57.389999,58.349998,57.200001,57.689999,2859700,54.912407
"541",58.200001,59.93,57.799999,58.139999,3525300,55.340736
"542",58.330002,58.330002,57.110001,57.849998,5634900,55.064697
"543",58.259998,59.740002,58.259998,59.23,3450700,56.378258
"544",59.779999,60,58.009998,59.330002,3319900,56.473446
"545",59.91,59.93,58.75,59.150002,4571600,56.302109
"546",58.09,58.09,56,56.740002,4072000,54.008144
"547",56.919998,57.240002,56,56.610001,4371100,53.884399
"548",55.07,55.189999,54.259998,55,3367100,52.351925
"549",55.740002,56.459999,55.18,55.93,4506300,53.237144
"550",56.380001,57.650002,56.099998,57.209999,2852500,54.455513
"551",57.869999,58.439999,57.400002,58.060001,3870900,55.264591
"552",58.02,58.790001,57.740002,57.959999,3572400,55.169403
"553",57.540001,58.610001,57.169998,58.25,4319000,55.685635
"554",58.470001,59.32,58.279999,59.130001,2114600,56.526894
"555",59.630001,59.650002,57.630001,57.990002,2959300,55.43708
"556",57.93,60.630001,57.439999,59.950001,3905200,57.310787
"557",59.810001,60.990002,59.599998,60.799999,2210700,58.123379
"558",59.700001,60.209999,57.959999,58.75,3292500,56.16362
"559",58.599998,59.810001,58.049999,59.540001,2997200,56.918839
"560",60.689999,61.529999,60.16,61.09,3149200,58.400608
"561",61.029999,61.509998,59.849998,60.259998,2283700,57.60714
"562",59.610001,61.029999,59.540001,60.959999,1747400,58.276329
"563",61.59,61.93,60.110001,60.23,2244600,57.578465
"564",61.080002,61.450001,60.41,60.84,2580400,58.161613
"565",61.549999,61.549999,60.119999,60.349998,3058500,57.693176
"566",60.549999,60.810001,59.299999,59.560001,1893800,56.937962
"567",59.5,60.810001,59.130001,60.75,2487900,58.075581
"568",61,63.099998,60.869999,63,4768400,60.226524
"569",63.099998,63.619999,62.59,63.080002,4155500,60.303001
"570",62.709999,63.310001,61.889999,62.540001,3084400,59.786774
"571",62.959999,63.630001,62.84,63.360001,2856800,60.570671
"572",62.970001,63.689999,62.23,63.290001,2128400,60.503754
"573",65,66.25,64.610001,66.099998,6405700,63.190041
"574",65.699997,66.260002,65.25,65.540001,2041800,62.654709
"575",65.279999,66.480003,64.660004,66.309998,2643200,63.390789
"576",66.650002,67,65.739998,65.919998,2135300,63.017971
"577",66.050003,66.589996,65.660004,65.860001,2199100,62.960617
"578",66.949997,68.269997,66.260002,67.879997,4294700,64.891685
"579",67.75,68.080002,66.889999,67.459999,3839000,64.490166
"580",67.75,68.25,65.760002,65.849998,4279000,62.95105
"581",66.459999,67.150002,63.93,64.18,7603500,61.354572
"582",63.490002,64.220001,62.75,63.849998,3828900,61.039089
"583",64.019997,64.419998,63.349998,63.919998,2737400,61.106014
"584",64.5,64.639999,63.700001,64.120003,3587700,61.297215
"585",64.379997,65.150002,63.099998,63.110001,2170000,60.331676
"586",61.779999,63.029999,61.18,61.93,2991100,59.203621
"587",62.75,63.759998,62.060001,63.23,2662900,60.446388
"588",61.900002,63.080002,61.119999,62.810001,2618000,60.044884
"589",61.810001,62.32,61.150002,62.299999,9202700,59.557331
"590",62.32,63.84,62.209999,63.439999,2537000,60.647152
"591",62.459999,63.389999,61.869999,63.259998,1877800,60.475071
"592",63.169998,63.84,62.360001,63.580002,2329500,60.780987
"593",63.060001,63.360001,62.09,62.900002,2268800,60.130917
"594",63.509998,65,63.360001,64.18,2201100,61.354572
"595",63.599998,65.269997,63.290001,65.040001,2327100,62.176712
"596",65.639999,66.720001,65.459999,66.349998,2268900,63.429028
"597",65.550003,66.559998,65.370003,65.690002,1648600,62.798111
"598",65.730003,65.970001,64.970001,65.279999,2147600,62.406143
"599",65.519997,66.5,65.25,66.459999,2106000,63.534195
"600",65.720001,66.019997,63.93,64.089996,2984600,61.268528
"601",62.189999,62.389999,58,59.009998,4962600,56.412174
"602",59.900002,61,58.540001,59.470001,2504100,56.851917
"603",60.150002,60.689999,59.07,59.18,2449400,56.574692
"604",57.950001,58.560001,57.240002,58.540001,2569000,55.962864
"605",58.439999,58.869999,57.459999,57.790001,1832800,55.24588
"606",56.330002,57.150002,55.580002,55.860001,2807700,53.400845
"607",56.299999,56.610001,54.52,54.73,3584400,52.320595
"608",55.200001,55.93,54.380001,55.84,3408500,53.381721
"609",55.990002,56.060001,53.580002,54.18,4479600,51.794804
"610",54.32,55.77,54.32,55.52,4964700,53.075817
"611",55.720001,56.91,55.349998,56.549999,4557300,54.060467
"612",56.810001,57.91,56.419998,57.279999,2174800,54.758331
"613",58.029999,58.599998,57.41,58,2770100,55.446632
"614",57.32,58.130001,56.630001,56.709999,4592300,54.213425
"615",58.029999,58.91,57.709999,58.310001,3230400,55.742985
"616",58.040001,58.48,56.98,57.25,4809100,54.965313
"617",56.849998,58.279999,56.77,57.860001,2656900,55.55098
"618",58.560001,59.759998,57.509998,58.709999,3647000,56.36705
"619",58.57,59.509998,57.900002,58.919998,2106400,56.568665
"620",60.490002,61.75,60.310001,61.32,3548400,58.872887
"621",61.66,62.279999,61.119999,61.200001,3357000,58.757683
"622",61.240002,61.919998,60.93,61.59,2402900,59.132111
"623",61.310001,62.68,61.310001,62.189999,2126900,59.708172
"624",63.110001,65.790001,62.990002,65.379997,3620900,62.77087
"625",65.330002,66.029999,63.939999,64.290001,2116200,61.724369
"626",64.360001,64.699997,62.599998,63.57,3370900,61.033104
"627",65.330002,65.760002,64.029999,64.269997,2493000,61.705162
"628",64,64,62.080002,62.639999,2130500,60.140213
"629",62.84,63.110001,61.889999,62.419998,1880400,59.928993
"630",62.220001,63.080002,62.009998,63.009998,1597600,60.495445
"631",62.459999,62.93,61.540001,61.709999,2655600,59.247334
"632",61.619999,62.139999,60.810001,62.049999,1878200,59.573765
"633",63,63.880001,62.66,63.18,2349000,60.658661
"634",63.279999,63.330002,62.189999,62.490002,1367900,59.996204
"635",62.959999,63.580002,62.400002,63.130001,1764100,60.610661
"636",63.610001,63.740002,61.759998,62.169998,2163600,59.688965
"637",62.110001,62.849998,61.040001,61.700001,1964800,59.237732
"638",61.650002,61.869999,59.369999,59.650002,3705200,57.269535
"639",59.360001,60.119999,59.119999,59.849998,2818200,57.461555
"640",59.75,60.939999,59.360001,60.610001,3940400,58.191223
"641",60.709999,60.990002,59.299999,60.419998,1733900,58.008812
"642",60.41,60.689999,59.630001,60.240002,1710800,57.835991
"643",60.02,61.080002,59.709999,60.599998,2831000,58.181625
"644",60.91,60.91,59.57,59.810001,3004900,57.423157
"645",59.720001,60.099998,59.080002,59.830002,2638700,57.442352
"646",59.790001,60.119999,58.66,59.98,6014900,57.586369
"647",59.790001,62.25,59.509998,62,3322400,59.525761
"648",61.970001,67.209999,61.970001,64.839996,4855800,62.252411
"649",63.25,65.690002,62.650002,63.66,4215600,61.119507
"650",63.939999,64.230003,61,61.950001,3033900,59.477749
"651",60.220001,60.549999,58.599998,58.82,3604400,56.47266
"652",59.290001,59.889999,56.990002,57.5,3075700,55.205341
"653",55.959999,58.630001,55.630001,58.02,4460300,55.704582
"654",58.709999,60.389999,58.150002,60.349998,2517600,57.941597
"655",60.709999,61.98,60.029999,60.619999,2550500,58.200829
"656",60.349998,61.360001,59.73,60.810001,2365400,58.383251
"657",60.450001,62.759998,59.970001,62.02,2710600,59.544956
"658",60.150002,60.610001,58.73,59.360001,2874600,56.991112
"659",58.889999,59.790001,58.349998,59.619999,2434500,57.240734
"660",59.98,60.389999,59.32,59.82,2387700,57.432743
"661",61.150002,63.389999,60.689999,63.150002,4036100,60.629864
"662",62.549999,63.639999,62.310001,62.599998,2414000,60.101807
"663",63.669998,65.410004,63.549999,64.830002,2961500,62.242813
"664",64.959999,65.330002,63.849998,63.950001,1386500,61.397938
"665",62.200001,63.549999,59.27,59.560001,3797100,57.183121
"666",60.66,60.740002,59.16,59.919998,1796200,57.528759
"667",60.220001,60.790001,59.139999,59.709999,1988700,57.327145
"668",60.310001,61.650002,59.759998,61.43,2939900,58.978504
"669",62,62.990002,61.52,62.240002,2793700,59.756176
"670",62.41,63.23,61.529999,62.950001,2063000,60.437843
"671",61.349998,63.59,61.049999,63.279999,2632800,60.754669
"672",64.239998,65.400002,63.470001,65.040001,2561700,62.444435
"673",65.5,65.989998,64.879997,64.989998,2379000,62.396431
"674",63.799999,64.650002,63.34,64.040001,4074200,61.484344
"675",64.839996,65.050003,63.02,64.059998,4823100,61.503544
"676",64.410004,65.040001,62.290001,63.209999,6012000,60.687458
"677",63.599998,65.089996,63.279999,64.949997,3408200,62.358036
"678",63.220001,64.800003,63.060001,63.48,2703500,60.946686
"679",63.810001,64.139999,62.75,63.220001,2943900,60.937054
"680",66.949997,71.059998,66.279999,70.290001,6852600,67.75174
"681",69.5,69.980003,64.910004,67.800003,4804000,65.351685
"682",66.800003,68.059998,66.349998,66.910004,3267900,64.493805
"683",67.800003,68,65,65.580002,2451100,63.211826
"684",66.059998,66.629997,65.400002,65.669998,3605000,63.29858
"685",65,66.019997,65,65.510002,1761600,63.144363
"686",65.129997,65.32,63.25,64.32,4229000,61.997326
"687",63.380001,64.160004,62.48,63.52,1854700,61.226219
"688",62.77,62.82,61.220001,61.68,2294200,59.452663
"689",60.529999,61.790001,59.759998,60.130001,3256800,57.958641
"690",59.709999,60.860001,59.529999,60.48,2440500,58.296005
"691",61.169998,62.09,60.34,60.619999,3720100,58.430946
"692",60.209999,60.470001,58.900002,59.32,3356000,57.177883
"693",58.779999,61.869999,58.310001,61.790001,3326900,59.558689
"694",61.939999,62.560001,61.119999,62.389999,2963100,60.137028
"695",62.759998,63.599998,62.360001,62.700001,2887100,60.435833
"696",61.669998,63.439999,61.400002,62.119999,2579100,59.876778
"697",63.150002,64.720001,62.93,64.349998,2141300,62.026245
"698",64.690002,66.099998,64.510002,65.910004,2214700,63.529911
"699",66.830002,67.760002,66.260002,66.769997,2072800,64.358864
"700",65.760002,67.559998,65.449997,67.190002,2343200,64.763702
"701",66.919998,67.68,65.959999,66.129997,1633000,63.741966
"702",66.120003,66.589996,64.989998,65.230003,1898800,62.874474
"703",65.360001,65.639999,64.629997,65.160004,1202600,62.806992
"704",65.260002,66.150002,64.690002,64.949997,1567400,62.604588
"705",64.68,66.029999,64.400002,65.910004,1407500,63.529911
"706",66.339996,68.610001,65.870003,67.550003,1917000,65.110695
"707",67.379997,67.589996,66.230003,66.620003,2607400,64.214272
"708",67.010002,67.489998,66.199997,66.870003,2092600,64.455254
"709",66.519997,67.489998,65.849998,66.779999,1395900,64.368492
"710",67.269997,67.660004,66.150002,66.57,1664800,64.166077
"711",66.089996,68.720001,65.629997,67.800003,1964300,65.351685
"712",65.559998,67.190002,64.190002,64.760002,3409300,62.421444
"713",64.370003,65.790001,64.029999,65.75,2721100,63.375702
"714",66.760002,69.32,66.410004,68.910004,2370300,66.421577
"715",69.940002,70.480003,68.860001,69.239998,3512700,66.739655
"716",69.760002,69.970001,68.150002,69.699997,2853400,67.18306
"717",69.059998,69.739998,67.830002,68.660004,2111200,66.180611
"718",69.790001,70.839996,69.57,70.730003,3063000,68.175858
"719",70.220001,72.190002,69.879997,71.849998,2317000,69.255417
"720",70.809998,72.949997,70.699997,72.800003,1846900,70.171112
"721",72.839996,74.110001,71.160004,71.809998,3238100,69.21685
"722",70.209999,70.489998,68.349998,68.970001,3775200,66.479416
"723",69.029999,69.400002,67.720001,67.849998,2187900,65.399857
"724",68.25,68.739998,67.589996,68.019997,2356400,65.563705
"725",67.550003,67.760002,66.019997,66.790001,3511400,64.378136
"726",66.410004,66.949997,65.300003,66.199997,2691100,63.809433
"727",66.360001,68.160004,65.970001,67.129997,2522700,64.705849
"728",67.650002,67.650002,66.400002,66.910004,1760900,64.493805
"729",67.25,67.25,64.349998,64.370003,2501000,62.045521
"730",64.279999,65.120003,63.810001,64.75,2995100,62.411812
"731",64.580002,65.129997,63.529999,63.57,3760600,61.274418
"732",63.73,63.73,62.290001,63.119999,2531100,60.840656
"733",62.349998,62.869999,61.490002,62.09,1575600,59.847858
"734",62.549999,62.970001,60.919998,61.189999,2583400,58.980354
"735",60.610001,60.900002,59.720001,59.790001,2570800,57.630917
"736",60.540001,61.599998,60,61.220001,3054600,59.009274
"737",61.580002,61.990002,60.84,60.950001,1800600,58.749031
"738",61.16,62.57,61,62.259998,2224500,60.011719
"739",61.560001,62.400002,61.349998,61.75,3031500,59.520138
"740",62.220001,62.220001,61.279999,61.73,1777700,59.500862
"741",61.709999,62.009998,61.389999,61.599998,1354900,59.375553
"742",61.720001,63.509998,61.560001,63.380001,2677600,61.091274
"743",63.380001,63.959999,62.119999,62.32,1655500,60.307434
"744",62.939999,65.389999,62.939999,64.599998,3467600,62.513798
"745",64.690002,65.550003,64.330002,64.669998,2181100,62.581543
"746",64.519997,65.889999,64.389999,65.059998,2877100,62.958946
"747",64.720001,65.300003,63.369999,63.689999,2428500,61.633198
"748",64.980003,66.300003,64.360001,64.839996,3596700,62.746044
"749",64.889999,67.050003,64.839996,66.889999,1581700,64.729843
"750",67.019997,67.279999,66.639999,67.239998,490300,65.068542
"751",67.599998,67.82,67.260002,67.449997,990500,65.271759
"752",67.720001,67.949997,66.230003,66.459999,1594000,64.313736
"753",66.529999,67.279999,66.050003,66.150002,988400,64.013756
"754",65.580002,66.860001,65.330002,66.809998,1516700,64.652435
"755",67.510002,68.010002,67.139999,67.720001,1561400,65.533051
"756",68.870003,70.290001,68.519997,69.839996,2925600,67.584579
"757",70.230003,71.029999,69.709999,70.860001,2116800,68.57164
"758",70.349998,70.959999,69.589996,70.940002,1733200,68.649055
"759",70.919998,71,68.029999,68.519997,2377000,66.307213
"760",68.010002,69.199997,67.080002,69.089996,1487200,66.858803
"761",69.040001,69.080002,68.099998,68.510002,1223200,66.297539
"762",68.379997,69.559998,68.25,69.300003,1655900,67.062035
"763",69.360001,70.139999,68.919998,70.059998,2509800,67.79747
"764",69.620003,70.120003,69.169998,70.080002,1108900,67.816833
"765",70.489998,71.660004,69.919998,70.309998,1803800,68.039398
"766",70.389999,70.739998,69.75,69.900002,1602800,67.642654
"767",69.260002,69.610001,68.440002,68.489998,2058600,66.278175
"768",68.07,68.730003,67.080002,67.199997,2165200,65.029839
"769",65.919998,67.309998,64.699997,66.529999,2114500,64.38147
"770",66.260002,66.379997,63.57,64.410004,2117100,62.329941
"771",62.540001,63.25,61.93,62.150002,4966600,60.142921
"772",62.779999,64.080002,61.720001,62.119999,11483700,60.113892
"773",62.240002,62.240002,57.52,57.82,6557600,55.952755
"774",57.48,58.939999,57.189999,58.560001,4376700,56.668865
"775",57.619999,57.689999,56.110001,56.57,3553900,54.743122
"776",56.900002,58.02,56.25,56.43,3345700,54.607643
"777",57.700001,58.5,56.880001,57.669998,2954000,55.807602
"778",58.91,59.549999,58.02,59.310001,3132200,57.394642
"779",59.200001,59.310001,57.02,57.029999,3005700,55.188263
"780",56.279999,56.650002,54.990002,55.450001,3073100,53.659298
"781",54.919998,55.16,53.939999,54.950001,2620100,53.175442
"782",56.029999,56.650002,55.639999,56.16,1784700,54.346363
"783",57.380001,58.990002,57.290001,58.77,4015700,56.872078
"784",58.200001,60.040001,57.91,59.990002,3838300,58.052685
"785",60.32,62.040001,59.82,60.34,7043100,58.391376
"786",59.439999,61.369999,59.18,61.139999,2558400,59.165539
"787",61.849998,63.990002,61.549999,63.57,3994100,61.517067
"788",63.799999,64.980003,63.09,64.720001,2546000,62.629929
"789",63.900002,64.699997,63.099998,64.419998,1937200,62.339611
"790",61.290001,61.799999,59.380001,60.220001,2693800,58.275249
"791",60.389999,60.52,56.599998,57.389999,3143900,55.536644
"792",57.630001,58.18,55.880001,55.880001,3338100,54.075405
"793",53.880001,57.25,51.880001,55.02,5813400,53.243179
"794",52.009998,56.189999,52.009998,56.18,6072200,54.365715
"795",56.880001,57.43,54.669998,57.189999,4752100,55.343098
"796",57.360001,58.610001,56.029999,57.700001,4212800,55.836632
"797",59.049999,59.049999,55.970001,57,3358700,55.159241
"798",55.099998,55.529999,53.490002,54.48,4912700,52.720619
"799",52.360001,53.459999,48.34,49.720001,10523800,48.114338
"800",35.200001,36.299999,27.6,32.98,14243000,31.914942
"801",36.709999,39.880001,32.490002,39.68,9588000,38.398575
"802",37.889999,38.849998,35.330002,36.689999,8035100,35.505127
"803",33.700001,35.240002,32.189999,32.84,8121200,31.779461
"804",35.200001,37.240002,31,34.919998,6294500,34.051514
"805",31,33.709999,30.469999,31.049999,7196200,30.277761
"806",30.940001,34.490002,29.799999,30.620001,7519300,29.858459
"807",28.389999,30.43,26.059999,30.139999,8249800,29.390396
"808",30.4,33.73,29.120001,31.129999,4651700,30.355774
"809",32.029999,32.82,29.59,30.690001,5850500,29.926718
"810",30.700001,31.299999,27.77,28.91,5406700,28.190985
"811",31.23,34.900002,30.379999,34.52,4221600,33.661457
"812",34.759998,37.169998,32.709999,34.740002,4065100,33.875996
"813",34.82,37.619999,34.509998,36.68,4157300,35.767738
"814",34.900002,35.849998,33.759998,34.029999,3161700,33.183651
"815",32.759998,33.189999,29.83,31.93,7572400,31.135876
"816",33.290001,35.34,32.619999,33.299999,3576500,32.471802
"817",32.189999,32.529999,30.58,31.98,3881000,31.184631
"818",33.73,37.5,32.150002,35.299999,5309000,34.422066
"819",36.959999,37.419998,31.049999,33.52,5667900,32.686333
"820",33.950001,35.630001,32.59,35.130001,3551700,34.25629
"821",37.869999,38.990002,34.990002,35.139999,3681700,34.266037
"822",35.970001,39.369999,35.790001,39.18,3078500,38.205563
"823",41.32,43.799999,38.549999,40.380001,5151700,39.375721
"824",41.77,42.27,39.32,39.91,2542000,38.917412
"825",39.419998,39.560001,38.049999,38.599998,3109200,37.639988
"826",36,36.68,34.029999,35.419998,4694500,34.539078
"827",34.860001,34.889999,32.41,32.540001,4296500,31.730709
"828",32.990002,37.540001,32.619999,37.349998,4443700,36.421074
"829",33.959999,37.419998,33.689999,35.93,4413000,35.036388
"830",34.130001,37.18,33.740002,36.369999,4213300,35.46545
"831",38.560001,39.509998,37.099998,39.380001,3213700,38.400593
"832",41.66,42.669998,40.630001,41.669998,3646900,40.633633
"833",42.639999,43.34,40.709999,42.459999,3974000,41.403988
"834",41.369999,43.48,40.439999,43.169998,2386300,42.096325
"835",44.169998,44.669998,42.830002,44.299999,2632200,43.198223
"836",46.580002,49.27,45.810001,49.009998,3982100,47.791077
"837",49.619999,50.400002,47.470001,48.639999,3869000,47.430286
"838",47.279999,47.740002,43.970001,44.279999,2821600,43.178722
"839",43.130001,46.720001,42.709999,46.290001,3527500,45.138733
"840",49,49.18,45.889999,46.139999,2746900,44.992462
"841",46.099998,46.650002,44.549999,45.009998,2690600,43.890564
"842",46.900002,48.700001,45.709999,46.400002,2997400,45.245998
"843",47.689999,48.509998,47.110001,48.48,2087900,47.274269
"844",47.740002,48.299999,46.82,47.130001,2038500,45.957844
"845",47.5,47.75,44.59,44.799999,2496400,43.685787
"846",45.099998,46.07,41.880001,42.360001,2757500,41.306473
"847",41.540001,43.889999,40.299999,42.77,2829600,41.706284
"848",42.450001,45.23,42.34,44.07,2604900,42.973942
"849",47.220001,50.049999,46.919998,49.110001,3063300,47.888603
"850",49.299999,49.299999,45.759998,45.860001,1896200,44.719425
"851",47.18,48.369999,47,47.34,1616800,46.162621
"852",47.650002,48.200001,46.509998,47.240002,1320500,46.065105
"853",46.639999,47.189999,46.259998,47.099998,1884300,45.928589
"854",49.07,49.610001,48.080002,48.630001,1934700,47.420536
"855",49.43,49.57,47.34,49.389999,1450800,48.161636
"856",49.560001,49.790001,48.330002,48.439999,2185900,47.23526
"857",48.75,48.75,46.48,47.470001,2653400,46.289391
"858",47.59,48.939999,47.110001,48.700001,2458300,47.488792
"859",50.080002,52.009998,49.73,51.740002,3169700,50.45319
"860",52.810001,52.990002,50.66,52.110001,2245000,50.813984
"861",51.82,53.23,51.099998,52.48,1655300,51.174782
"862",56,57.93,55.450001,57.029999,6349800,55.611614
"863",59.830002,60.029999,58.009998,59.98,4411400,58.488255
"864",57.09,58.66,56.400002,57.669998,2841400,56.235703
"865",56.18,56.73,53.540001,53.57,2203400,52.237671
"866",49.549999,51.860001,48.209999,48.57,3543700,47.36203
"867",51.110001,51.709999,47.919998,49.610001,2930200,48.626453
"868",46.759998,49.919998,46.259998,49.599998,2327700,48.616653
"869",52.5,52.560001,49.75,52.209999,2398700,51.174904
"870",51.939999,52.060001,50.41,50.41,1858000,49.410587
"871",49.869999,51.990002,49.650002,51.650002,2140000,50.626011
"872",53.549999,53.549999,51.240002,51.240002,4852200,50.22414
"873",50.939999,51.970001,50.169998,51.82,1934200,50.792637
"874",52.5,53.73,52.32,52.41,2207000,51.370945
"875",51.529999,51.799999,48.900002,48.959999,1971000,47.989338
"876",48.59,50.709999,48.009998,50.630001,1499100,49.626236
"877",49.919998,50.080002,48.200001,48.48,2672000,47.518856
"878",48.880001,49.959999,48.419998,49.939999,1638200,48.949909
"879",49.310001,52.189999,49.310001,51.810001,2204700,50.782837
"880",51.720001,52.299999,49.540001,49.849998,1850800,48.861691
"881",51.200001,52.080002,51,51.490002,1851300,50.469177
"882",52.459999,52.459999,48.82,49.490002,2745600,48.508835
"883",48.790001,49.919998,48.139999,48.360001,1912300,47.401237
"884",48.459999,49.700001,48.139999,49.32,1944000,48.342201
"885",48.990002,49.200001,44.619999,44.68,4375800,43.794193
"886",44.380001,45.619999,44.139999,44.900002,2617200,44.009834
"887",45.259998,46.580002,44.02,45.330002,2195400,44.431305
"888",45.080002,47.599998,44.779999,47.48,2125100,46.538685
"889",48.799999,49.060001,46.970001,48.66,3034700,47.695282
"890",48.200001,49.419998,47.290001,48.669998,1374500,47.705086
"891",49.049999,49.799999,47.709999,47.869999,1498100,46.920948
"892",47.919998,49.369999,47.889999,48.200001,1987100,47.244408
"893",49.060001,52.900002,49.060001,52.259998,2959300,51.223911
"894",51.25,52.57,50.099998,52.09,1838200,51.057285
"895",51.369999,51.810001,50.110001,51.040001,1609500,50.028103
"896",51.23,51.91,50.389999,50.459999,1125500,49.459599
"897",50.150002,50.950001,49.740002,50.290001,1122500,49.292969
"898",49.990002,50.310001,47.970001,48.099998,2477800,47.146389
"899",50.009998,50.299999,48.75,50,2492200,49.00872
"900",48.639999,49.040001,46.540001,47.540001,2700500,46.597492
