"","TECH.Open","TECH.High","TECH.Low","TECH.Close","TECH.Volume","TECH.Adjusted"
"457",182.880005,186.529999,173.289993,173.679993,378600,170.869003
"458",174.520004,181.419998,174.429993,179.839996,208700,176.929321
"459",177,182.330002,174.020004,180.160004,167000,177.244171
"460",182.610001,184.910004,174.690002,177.460007,309500,174.58786
"461",171.809998,180.779999,165.759995,166.350006,536300,163.657684
"462",163.529999,168.960007,161.259995,167.720001,583600,165.005508
"463",166.110001,170.330002,162.690002,169.350006,293200,166.609131
"464",170.949997,174.149994,167.910004,170.229996,243800,167.474869
"465",170.389999,172.779999,167.460007,170.570007,238100,167.809387
"466",170.279999,172.789993,168.669998,172.660004,203900,169.86554
"467",173.910004,180.080002,173.910004,178.669998,205900,175.778259
"468",178.839996,178.839996,172.630005,172.869995,231500,170.377289
"469",171.830002,172.690002,169.770004,170.800003,347600,168.337143
"470",170.720001,173.330002,163.080002,163.669998,190400,161.309937
"471",164.080002,165.809998,161.350006,161.960007,282900,159.624619
"472",162.419998,162.759995,160.479996,161.410004,313400,159.08255
"473",160.410004,164.869995,159.690002,163.050003,266300,160.698883
"474",162.059998,164.949997,159.789993,160.229996,489100,157.919525
"475",160.410004,161.229996,154.029999,155.149994,370300,152.912811
"476",153.529999,156.679993,152.389999,156.320007,335300,154.065933
"477",157.059998,160.009995,155.589996,156.479996,146000,154.223633
"478",155.360001,160.449997,155,159.479996,74400,157.180328
"479",160.75,161.440002,157.539993,158.729996,150900,156.441162
"480",158.089996,158.550003,154.960007,158.179993,150200,155.899109
"481",158.899994,163.169998,157.259995,163.160004,175000,160.807312
"482",162.550003,164.990005,160.990005,162.380005,180600,160.038559
"483",161.330002,162.169998,159.380005,161.419998,180000,159.092392
"484",163.679993,166.779999,163.220001,164.210007,193200,161.842163
"485",164.5,165.160004,159.880005,160.389999,223900,158.077225
"486",159.320007,161.410004,157,160.490005,170000,158.175797
"487",160.429993,163.339996,155.25,156.220001,241700,153.967361
"488",155.979996,156.949997,153.679993,155.630005,160600,153.385895
"489",157.210007,159.160004,156.539993,157.529999,296100,155.258484
"490",159.449997,163.399994,158.660004,161.979996,200800,159.644333
"491",162,162,153.789993,155.669998,199500,153.425293
"492",154.559998,156.020004,150.929993,151.179993,147600,149.000031
"493",151.25,152.020004,145.649994,146.800003,168200,144.683212
"494",148.279999,148.639999,144.889999,146.149994,230400,144.042603
"495",146.229996,149.850006,144.539993,145.539993,196600,143.44136
"496",145.539993,146.110001,140.149994,141.289993,231300,139.252655
"497",141.779999,142.949997,136.919998,137.789993,408500,135.803131
"498",136.889999,136.960007,132.75,132.75,97900,130.835815
"499",133,139.5,132.809998,139.320007,239400,137.31105
"500",137.330002,141.410004,136.110001,141.380005,247000,139.34137
"501",141.910004,144.050003,140.220001,141.75,160700,139.706024
"502",142.679993,144.720001,141.460007,144.720001,192800,142.633209
"503",142.809998,143.259995,140.679993,141.910004,214900,139.863708
"504",141.300003,143.259995,134.589996,136.089996,230000,134.12764
"505",138.770004,145.070007,137.770004,144.490005,540400,142.406525
"506",144.770004,147.960007,144.610001,145.880005,232500,143.776474
"507",147.110001,149.380005,145.130005,147.320007,280500,145.195709
"508",147.850006,149.990005,147.339996,148.960007,356500,146.812088
"509",148.940002,154,147.419998,153.690002,410500,151.473862
"510",153.539993,157.919998,149.440002,157.770004,311400,155.495056
"511",157.490005,158.449997,155.830002,156.279999,230900,154.02652
"512",156.729996,158.949997,155.770004,158.800003,245700,156.510193
"513",159.169998,160.690002,158.050003,160.320007,268000,158.008255
"514",159.720001,164.199997,158.800003,161.949997,269000,159.614746
"515",162.889999,164.699997,160.179993,163.169998,274700,160.817154
"516",163.169998,163.839996,160.039993,161.009995,275100,158.688309
"517",161.869995,163.529999,159.080002,162.130005,181000,159.79216
"518",162.119995,165.059998,161.25,162.240005,134300,159.900574
"519",163.660004,165.050003,162.410004,164.289993,117500,161.920975
"520",163.179993,164.300003,161.110001,163.940002,149600,161.57605
"521",163.960007,165.199997,162.800003,164.529999,141200,162.157532
"522",164.940002,168.389999,163.869995,168.389999,165700,165.961899
"523",168.339996,175.139999,168.259995,174.460007,429700,171.944366
"524",174.029999,176.360001,172.229996,175.690002,383200,173.156601
"525",174.800003,178.550003,173.470001,177.779999,178100,175.216476
"526",181.779999,193.470001,178.369995,188.580002,498900,185.860794
"527",189.059998,189.059998,184.309998,187.229996,272800,184.530212
"528",186.660004,187.850006,181.270004,184.229996,272800,181.573486
"529",183.419998,185.369995,182.440002,183.729996,198800,181.080688
"530",183.740005,185.679993,182.419998,183.800003,383000,181.149673
"531",185.009995,187,184.059998,186.649994,243900,183.958588
"532",186.899994,189.389999,185.009995,189.050003,192100,186.323975
"533",188.289993,190.119995,187.460007,188.550003,171600,186.146286
"534",189.399994,191.770004,188.839996,191.630005,153900,189.186981
"535",191.130005,193.039993,190.130005,191.869995,149700,189.423935
"536",191.479996,194,191.139999,193.710007,123600,191.240509
"537",194.169998,194.5,191.529999,193.960007,112500,191.487289
"538",194.710007,195.679993,193.240005,194.970001,152300,192.484421
"539",196,197.759995,194.710007,194.970001,167600,192.484421
"540",194.520004,195.610001,191.529999,191.559998,200400,189.117889
"541",191.229996,195.039993,190.160004,194.320007,134100,191.842712
"542",194.279999,195.259995,193.020004,193.899994,118400,191.42807
"543",193.889999,197.850006,193.889999,196.809998,111700,194.300949
"544",197.110001,198.979996,192.660004,195.169998,196200,192.6819
"545",195.279999,196.699997,193.389999,195.860001,95600,193.363068
"546",195.970001,195.970001,191.059998,191.259995,134800,188.821701
"547",191.25,191.779999,189.589996,190.770004,141500,188.337997
"548",189.610001,190.910004,188.600006,189.5,104900,187.084122
"549",189.580002,193.720001,189.580002,191.970001,170600,189.522675
"550",192.110001,194.369995,191,193.360001,148500,190.894958
"551",193.830002,196.759995,193.830002,194.990005,145300,192.504181
"552",194.309998,195.470001,193.490005,194.520004,128500,192.040192
"553",194.630005,196.520004,194.460007,195.649994,191300,193.155731
"554",195.320007,197.059998,194.440002,196.75,129300,194.241745
"555",197.229996,199.539993,195.130005,199.070007,83700,196.532181
"556",198.139999,200.759995,197,198.520004,117500,195.989197
"557",197.550003,201.410004,196.979996,200.440002,155100,197.884689
"558",199.520004,200.350006,192.089996,192.339996,193500,189.887955
"559",191.410004,194.669998,190.300003,194.190002,172300,191.714371
"560",195.880005,198.220001,194.089996,195.940002,103500,193.442062
"561",195.559998,197.300003,191,194.240005,183300,191.763733
"562",195.110001,197.699997,191.869995,196.910004,128400,194.399689
"563",197.759995,199.190002,195.970001,198.550003,140400,196.018814
"564",200.429993,200.979996,197.940002,199.929993,103100,197.381195
"565",200.360001,202.279999,199.270004,200.199997,177500,197.647751
"566",200.160004,203.380005,200.119995,201.889999,409800,199.316193
"567",202.300003,202.710007,196.550003,198.910004,197300,196.374207
"568",199.669998,200.779999,197.300003,198.429993,219000,195.900299
"569",198.220001,202.970001,194.850006,201.649994,136400,199.079239
"570",201.589996,203.160004,199.990005,201.110001,90900,198.546173
"571",201.669998,204.690002,200.330002,203.410004,116500,200.816803
"572",203.869995,204.089996,201.419998,202.25,79000,199.671616
"573",202.699997,204.259995,201.009995,201.5,93300,198.931183
"574",202,202.740005,199.080002,200.619995,101800,198.062363
"575",201.970001,202.869995,194.210007,195.270004,129900,192.780609
"576",196.100006,196.100006,186.889999,188.720001,236900,186.314102
"577",189.309998,190.899994,184.429993,189.160004,490800,186.748489
"578",189.119995,191.899994,180.369995,191.160004,152100,188.722977
"579",191.009995,194.460007,189.070007,191.910004,215800,189.46344
"580",191.949997,194.169998,190.789993,190.929993,162200,188.495941
"581",190.149994,191.729996,188.449997,191.279999,261900,188.841476
"582",191.440002,195.350006,191.110001,194.960007,144700,192.474533
"583",195.580002,197.869995,193.929993,196.229996,159000,193.728348
"584",204.990005,205,194.690002,204.589996,246900,201.981781
"585",203.75,205.899994,201.279999,202.130005,236800,199.553162
"586",202.059998,204.160004,198.190002,201.330002,162200,198.763336
"587",202.339996,205.710007,201.949997,205.570007,118000,202.94931
"588",201.800003,207.839996,201.800003,207.350006,153000,204.706604
"589",204.919998,205.440002,200.050003,201.389999,130100,198.822586
"590",201.619995,203.020004,199.949997,201.940002,125500,199.365601
"591",200.380005,202.940002,197.660004,201.869995,112500,199.612793
"592",201.289993,202.910004,196.330002,201.720001,147900,199.464432
"593",197.940002,197.940002,193.529999,194.660004,113000,192.483398
"594",195.479996,199.570007,195.259995,197.399994,222900,195.192749
"595",195.940002,198.449997,193.949997,196.679993,106500,194.480774
"596",197.380005,201.960007,197.380005,201.520004,102800,199.266693
"597",199.440002,201.119995,197.309998,197.460007,98400,195.252106
"598",195.880005,199.139999,194.029999,197.449997,62900,195.242188
"599",198.479996,203.080002,198.479996,201.089996,100900,198.841492
"600",200.259995,203.679993,199.779999,202.039993,75200,199.780884
"601",200.929993,200.929993,196.669998,197.860001,123000,195.647598
"602",199.25,201.220001,197.380005,197.789993,121000,195.5784
"603",197.820007,200.830002,195.720001,196.039993,170900,193.847977
"604",194.520004,197.330002,192.539993,193.75,89700,191.583557
"605",194.470001,197.889999,193.25,194.949997,103000,192.770157
"606",192.740005,199.020004,192.009995,198.050003,196800,195.835495
"607",196.380005,200.639999,196.380005,197.949997,205900,195.736588
"608",199.820007,204.960007,198.919998,203.880005,128300,201.600311
"609",205,207.559998,203.940002,206.570007,125000,204.260239
"610",207.389999,209.449997,206.630005,208.809998,91600,206.475174
"611",209,210.919998,207.830002,209.949997,69600,207.602432
"612",210.240005,212.630005,209.210007,212.119995,97600,209.748169
"613",213.639999,214.449997,210.300003,212.660004,123700,210.28212
"614",213.639999,216.440002,211.600006,215.429993,122000,213.021149
"615",214.149994,216.470001,209.820007,211.240005,102700,208.878021
"616",211.350006,213.210007,207.110001,208.339996,76000,206.010452
"617",209.630005,214.479996,206.809998,207.229996,145200,204.912827
"618",208.850006,209.990005,206.850006,207.490005,160300,205.169952
"619",207.470001,211.259995,206.029999,211.130005,141700,208.769226
"620",213.630005,215.440002,210.570007,214.220001,124300,211.824692
"621",213.860001,213.860001,207.279999,210.309998,408400,207.958405
"622",209.970001,209.970001,205.610001,205.839996,122300,203.538376
"623",205.869995,207.850006,201.929993,203.440002,139700,201.165237
"624",203.759995,206.669998,199.889999,202.220001,205800,199.958847
"625",202.910004,207,202.910004,206.389999,142500,204.082245
"626",206.869995,209.729996,205.649994,208.490005,227700,206.158768
"627",211.410004,211.410004,207.580002,209.259995,109000,206.92012
"628",212.899994,215.789993,211.940002,213.550003,295200,211.162186
"629",214.830002,217.160004,214.25,216.720001,76800,214.296738
"630",215.770004,216.229996,213.479996,214.809998,99700,212.408096
"631",213.600006,214.020004,210.830002,212.410004,125800,210.034927
"632",211.779999,213.809998,210.610001,212.479996,96200,210.104141
"633",212.919998,214.210007,212.080002,213,124400,210.618332
"634",212.720001,212.990005,208.149994,208.470001,92600,206.138977
"635",207.850006,210.300003,206.169998,209.309998,112400,206.969589
"636",210.089996,212.309998,208.539993,210.559998,113700,208.205612
"637",210.5,211.580002,209.550003,210.279999,156700,207.928741
"638",210.199997,212.289993,209.710007,210.029999,81000,207.681549
"639",209.75,214.600006,209.75,214.419998,96900,212.022446
"640",214.710007,216.089996,209.130005,209.470001,186000,207.127777
"641",210.139999,211.910004,208.020004,208.759995,195200,206.42572
"642",209.449997,209.449997,206.139999,208.020004,197800,205.694016
"643",207.25,209.240005,204.369995,209,131100,206.66304
"644",208.710007,210.669998,207.330002,209.889999,98200,207.543121
"645",210.199997,214.869995,209.929993,214.610001,111800,212.210312
"646",214.309998,216.029999,211.710007,215.059998,165100,212.655289
"647",213.490005,214.589996,209.720001,210.449997,135700,208.096832
"648",210.050003,213.539993,209.25,210.149994,135700,207.800201
"649",211.570007,214.639999,209.210007,210.979996,185100,208.620926
"650",210.369995,211.559998,204.830002,206.020004,88200,203.716385
"651",202.169998,203.229996,198.710007,199.490005,246900,197.259415
"652",191,198.639999,183.149994,194.149994,361800,191.979065
"653",191.059998,193.380005,185.509995,190.410004,307200,188.28093
"654",192.199997,197,192.199997,195.669998,220200,193.482086
"655",194.389999,195.770004,190.699997,192.089996,98000,189.942123
"656",191.839996,193.479996,188.029999,190.429993,142800,188.30069
"657",189.240005,198.080002,189.240005,197.199997,215300,194.994995
"658",195.070007,196.199997,191.800003,192.240005,206900,190.090454
"659",192.449997,199.570007,190.550003,192.850006,143500,191.011597
"660",195.139999,199.130005,194.300003,197.570007,129000,195.6866
"661",197.550003,198.710007,193.589996,193.899994,161900,192.051575
"662",193.619995,199.009995,192.360001,192.589996,131800,190.754074
"663",194.229996,195.619995,192.300003,193.210007,102600,191.368149
"664",193.820007,194.770004,190.059998,191.429993,159300,189.605133
"665",190.399994,190.960007,186.979996,187.619995,203000,185.831467
"666",189.220001,190.830002,187.330002,190.080002,196700,188.268005
"667",191.619995,191.919998,188.059998,189.119995,144600,187.317154
"668",187.949997,191.660004,187.699997,190.600006,93100,188.783051
"669",191.729996,193.020004,190.949997,192.639999,137500,190.803589
"670",192.220001,193.449997,188.259995,191.570007,142100,189.74382
"671",190.460007,191.830002,184.869995,185.649994,169700,183.880219
"672",187.429993,188.259995,186.5,187.130005,172400,185.346115
"673",188.800003,190.570007,187.229996,189.820007,123500,188.010483
"674",189.630005,191.960007,187.759995,188.179993,167900,186.386093
"675",188.710007,188.839996,182.490005,183.559998,241300,181.810165
"676",183.059998,189.960007,178.279999,188.039993,240400,186.247437
"677",188.139999,196.449997,187.429993,195.649994,210900,193.784882
"678",196.570007,201.600006,195.520004,199.919998,182200,198.014191
"679",200.639999,201.199997,197.050003,200.949997,283500,199.034378
"680",199.710007,201.539993,199.050003,200.130005,258000,198.222198
"681",200.460007,200.460007,196.169998,197.669998,147200,195.785629
"682",197.630005,200.009995,196.199997,198.410004,110700,196.5186
"683",199.080002,199.619995,195,197.5,177000,195.617264
"684",197.589996,201.660004,197.029999,200.429993,309600,198.519348
"685",200.919998,203.5,199.350006,202.190002,176700,200.262558
"686",203.669998,204.059998,198.520004,200.940002,226000,199.024506
"687",201.809998,201.949997,195.399994,201.5,193900,199.579117
"688",202.270004,204.259995,201.440002,202.960007,112600,201.025208
"689",203.970001,204.5,195.880005,197.330002,193400,195.448883
"690",197.820007,199.369995,195.440002,195.669998,251900,193.804703
"691",196.630005,196.630005,188.289993,189.679993,174500,187.871796
"692",189,193.470001,187.25,191.539993,192500,189.714081
"693",191.339996,197.119995,189.850006,196.839996,264700,194.963547
"694",197.5,201.789993,196.880005,201.399994,126700,199.480072
"695",200.279999,205.149994,199.600006,201.679993,126700,199.757431
"696",200.490005,200.490005,193.440002,196.429993,208900,194.557449
"697",198.600006,202.149994,197.449997,200.960007,84500,199.044296
"698",201.070007,202.419998,198.990005,199.490005,93400,197.588303
"699",201.960007,204.979996,200.679993,200.949997,108100,199.034378
"700",200.619995,202.990005,199.110001,200.110001,89300,198.202377
"701",201.089996,201.960007,199.880005,200.639999,139900,198.727295
"702",199.880005,202.259995,199.539993,202.029999,104200,200.10408
"703",203.419998,204.389999,201.449997,201.5,131400,199.579117
"704",201.039993,202.259995,198.419998,200.25,132300,198.341034
"705",201.610001,203.729996,199.490005,203.380005,123600,201.441238
"706",202.339996,205.490005,200.320007,200.679993,78600,198.766922
"707",200.699997,203.869995,198.639999,202.440002,81200,200.510178
"708",202.699997,202.809998,200.119995,201.639999,81400,199.717789
"709",200.910004,204.229996,200.600006,203.309998,107800,201.371887
"710",203.979996,210.050003,202.369995,209.199997,120100,207.205719
"711",208.899994,214.990005,208.550003,210.240005,200500,208.235809
"712",209.75,210,206.740005,209.179993,120700,207.185898
"713",208.339996,209.619995,207.179993,208.169998,113000,206.185547
"714",209.770004,212,208.330002,210.389999,130400,208.384384
"715",211.970001,211.970001,205.960007,207.050003,103800,205.076248
"716",207.550003,207.949997,204.399994,204.699997,82800,202.748611
"717",205.270004,207.169998,203.240005,204.190002,105800,202.243484
"718",204.369995,205.529999,202.050003,202.970001,101700,201.350677
"719",203.039993,203.720001,201.820007,203.210007,145000,201.58876
"720",202.600006,204.229996,202.330002,203.070007,68200,201.449875
"721",202.380005,204.850006,202.380005,203.960007,131100,202.332779
"722",203.419998,205.75,203.149994,204.889999,113000,203.255341
"723",204.800003,205.279999,201.520004,203.580002,92500,201.955811
"724",205.419998,212.789993,205.100006,212.449997,110100,210.755035
"725",211.940002,212.919998,210.970001,211.419998,126700,209.733246
"726",212.25,216.690002,212.25,216.339996,137100,214.613983
"727",215.770004,219,214.009995,218.130005,268800,216.38974
"728",217.789993,218,213.490005,214.690002,158900,212.977158
"729",215.970001,216.279999,213.75,215.479996,130400,213.760834
"730",216.880005,221.559998,216.880005,220.089996,111300,218.334106
"731",220.399994,221.729996,217.199997,219.990005,88700,218.234909
"732",220.729996,222.869995,220.509995,222,104300,220.228867
"733",221.949997,222.25,217.949997,218.25,55000,216.508759
"734",219.119995,220.179993,216.940002,217.869995,91000,216.13179
"735",216.009995,218.130005,215.190002,215.529999,84000,213.810471
"736",216.789993,219.559998,215.759995,218.380005,120300,216.637711
"737",219.600006,219.600006,216.559998,217.770004,134600,216.032593
"738",218.75,221.759995,218.75,219.309998,141600,217.560272
"739",218.979996,220.580002,216.710007,219.259995,107800,217.510681
"740",219.440002,222.240005,218.100006,219.970001,139000,218.215042
"741",220.330002,221.139999,214.789993,215.690002,126100,213.969208
"742",215.479996,218.669998,212.259995,218.309998,175100,216.568268
"743",217.669998,219.050003,212.029999,213.020004,125400,211.320496
"744",213.429993,219.199997,213.029999,218.869995,173600,217.123825
"745",219.449997,219.919998,215.880005,217.330002,158600,215.5961
"746",217.509995,217.509995,214.889999,216.029999,103800,214.306458
"747",216.130005,217.419998,215.139999,216.779999,114400,215.050507
"748",218.470001,222.399994,217.5,222.089996,338000,220.31813
"749",222.259995,223.279999,220.059998,221.690002,98100,219.92131
"750",222.860001,222.860001,220.360001,220.740005,29200,218.978912
"751",221.309998,221.800003,217.559998,218.339996,77400,216.598053
"752",218.710007,219.440002,217.410004,218.320007,59600,216.578232
"753",218.080002,218.330002,215.130005,217.460007,72700,215.725082
"754",217.429993,220.380005,217,219.509995,119300,217.758728
"755",220.559998,220.600006,216.660004,219.460007,117900,217.709122
"756",217.720001,218.800003,214.979996,216.679993,108600,214.951263
"757",214.139999,218,214.009995,217.160004,209700,215.42746
"758",216.410004,218.839996,215.399994,215.979996,107300,214.256866
"759",216.5,219.380005,214.210007,215.100006,181300,213.383896
"760",216.039993,217.940002,215.490005,216.690002,113600,214.961243
"761",217.210007,218.059998,214.880005,216.139999,120900,214.415604
"762",216.080002,217.979996,215.800003,217.300003,89600,215.56633
"763",216.589996,218.979996,215.710007,217.860001,91400,216.121872
"764",218.130005,221.410004,217.660004,220.300003,143000,218.542419
"765",221.110001,222.080002,218.779999,219.410004,128600,217.6595
"766",220.080002,221.339996,218,220.610001,208600,218.849945
"767",220.550003,222.050003,219.729996,221.509995,111500,219.742752
"768",222.289993,223.289993,218.809998,219.179993,88300,217.43132
"769",218.820007,219.25,216.820007,218.759995,141300,217.014679
"770",219.220001,219.550003,214.169998,214.960007,143000,213.24501
"771",212.619995,217.75,210.899994,216.789993,135000,215.06041
"772",217.529999,218.919998,215.75,218.429993,124300,216.687332
"773",218.279999,220.529999,217.529999,217.529999,154100,215.79451
"774",216.779999,217.100006,211.199997,213,136900,211.300659
"775",212.070007,212.660004,208.320007,209.970001,218400,208.294815
"776",210.940002,211.110001,204.929993,207.25,361000,205.596512
"777",200,213.779999,196.669998,208.369995,401300,206.707581
"778",209.550003,213.089996,206.089996,206.639999,182100,204.991409
"779",206.949997,208.320007,203.850006,204.350006,118100,202.719681
"780",203.679993,203.970001,198.639999,201.059998,149600,199.455902
"781",201.350006,206.300003,199.600006,205.690002,207700,204.04895
"782",206.479996,209.559998,203.809998,205.509995,238800,203.870407
"783",206.559998,207.479996,204.509995,205.470001,170200,203.830704
"784",204.800003,207.080002,203.729996,205.649994,254400,204.327499
"785",206.160004,209.050003,205.050003,208.529999,77600,207.18898
"786",208.830002,214.800003,206.009995,206.360001,247600,205.032928
"787",207.020004,211.259995,206.580002,210.649994,110400,209.295364
"788",210.309998,210.679993,206.139999,208.869995,113900,207.526779
"789",208.020004,210.639999,205.940002,206.029999,148800,204.705063
"790",200.089996,202.369995,197.240005,201.619995,163100,200.32341
"791",202.369995,202.369995,197.130005,197.639999,214700,196.369003
"792",199.240005,202.970001,197.639999,197.830002,174300,196.5578
"793",195.259995,201.639999,189.179993,193.009995,205800,191.768799
"794",188.990005,192.940002,185.830002,188.889999,423000,187.675278
"795",190.210007,198.369995,188.979996,197.639999,216300,196.369003
"796",197.380005,199.860001,192.389999,193.380005,257900,192.136414
"797",196.699997,200.080002,195.610001,197.690002,295900,196.418716
"798",193.970001,197.940002,190.830002,194.080002,191600,192.831924
"799",188.910004,196.119995,183.850006,194.199997,248300,192.951141
"800",184.229996,192.270004,183.580002,188.660004,339400,187.446777
"801",192.100006,193.169998,182.380005,187.979996,372500,186.771133
"802",184.429993,185.570007,178.649994,180.580002,399800,179.418732
"803",171.839996,175.869995,164.929993,166.479996,451900,165.409409
"804",167.830002,179.619995,163.119995,179.619995,554700,178.46489
"805",166.529999,176.039993,160.080002,161.169998,352400,160.133545
"806",164.410004,174.809998,161.830002,169.5,372400,168.410004
"807",161.350006,171.880005,157.630005,164.720001,287200,163.660706
"808",164.229996,171.600006,158.130005,166.419998,222700,165.349777
"809",164.550003,178.389999,164,167.259995,295600,166.184372
"810",167.660004,173.089996,155.169998,170.339996,355300,169.244583
"811",175.649994,183.729996,163.800003,169.880005,294800,168.787552
"812",169.300003,174.910004,164.320007,172.490005,205600,171.380768
"813",173.410004,186.779999,172.169998,186.320007,265800,185.121826
"814",182.270004,189.339996,175.589996,184.389999,184700,183.204224
"815",186.119995,191.910004,182.720001,190.789993,197600,189.56308
"816",190.149994,194.830002,186.649994,189.619995,284400,188.400604
"817",185.770004,188.289993,180.509995,185.429993,189700,184.237549
"818",185.130005,191.600006,180.160004,190.820007,143700,189.59288
"819",189.550003,190.5,182.470001,186.389999,195200,185.191376
"820",191.860001,196.070007,189.380005,194.550003,146700,193.298889
"821",198.389999,199.520004,191.949997,193.610001,179800,192.364944
"822",195.669998,199.539993,189.75,199,201800,197.720261
"823",200.300003,200.679993,191.740005,192.690002,203800,191.450836
"824",191.369995,193.119995,189.330002,190.880005,148700,189.652512
"825",194.679993,199.419998,190.380005,199.279999,217400,197.998474
"826",197.550003,204.460007,195.940002,201.490005,252000,200.194275
"827",202.940002,213.410004,202.639999,211.979996,330600,210.616806
"828",217.860001,217.860001,212.820007,213.820007,312400,212.444992
"829",213,213,205.110001,207.789993,225200,206.453751
"830",204.149994,205.139999,200.089996,200.369995,218700,199.081451
"831",203.970001,208.330002,201.550003,207.850006,172700,206.513367
"832",208.350006,213.559998,208.350006,209.729996,297900,208.381241
"833",211.839996,211.839996,200.169998,201.850006,377100,200.551971
"834",204.5,210.550003,203.339996,208.869995,280000,207.526779
"835",210.820007,211.410004,203.520004,204.75,179800,203.433289
"836",208.130005,213.690002,204.679993,211.179993,345000,209.82193
"837",212.100006,229,208.789993,225,509500,223.553101
"838",204.470001,227.789993,204.470001,227.539993,497100,226.076736
"839",228,237.559998,225.440002,236.630005,458100,235.108292
"840",236.740005,247.100006,236.740005,246.059998,475700,244.477646
"841",246.990005,262.880005,246.740005,261.630005,520500,259.94751
"842",264.630005,266.320007,254.850006,263.5,315900,261.805511
"843",265.950012,271.369995,263.839996,270.5,225300,269.08725
"844",269.029999,281.769989,269.029999,279.559998,368100,278.099915
"845",282.519989,282.519989,272.890015,272.920013,423300,271.494629
"846",274.309998,274.440002,257.790009,261.829987,447400,260.462524
"847",260.459991,265.350006,254.550003,262.049988,330100,260.681396
"848",261.269989,270.720001,260.559998,267.309998,388100,265.91391
"849",270.029999,273.149994,264.640015,266.790009,237200,265.396637
"850",267.970001,269.579987,259.76001,260.049988,257400,258.691833
"851",263.839996,271.019989,262.399994,269.76001,369800,268.351196
"852",270.519989,270.929993,264.25,266.75,307500,265.356812
"853",267.480011,269.109985,265.049988,266.399994,253600,265.008667
"854",268.75,268.75,255.369995,260.649994,439200,259.288727
"855",257.73999,258.23999,245.460007,257.269989,291700,255.926315
"856",258.200012,261.26001,255.529999,258.399994,379800,257.050476
"857",259.98999,265.059998,258.269989,264.799988,243700,263.417053
"858",263.869995,265.299988,261.350006,262.059998,215100,260.691315
"859",261.01001,264.200012,257.649994,263.839996,295800,262.462036
"860",263.920013,263.920013,257.440002,259.429993,226500,258.075043
"861",257.880005,260.660004,251.350006,252.550003,181200,251.231018
"862",255.410004,260.540009,250.850006,256.579987,279300,255.23996
"863",252.339996,259.459991,250.960007,255,328100,253.668228
"864",256.529999,259.25,252.300003,252.509995,143200,251.191223
"865",255.460007,262.929993,253.830002,262,288800,260.631653
"866",260.170013,260.170013,242.009995,242.029999,469400,240.765945
"867",246.110001,252.070007,241.100006,245.729996,305400,244.446625
"868",244.169998,254.399994,243.160004,254.360001,170500,253.031555
"869",259.230011,260.429993,249.740005,250.869995,223900,249.559769
"870",253.820007,258.410004,251.720001,255.380005,147500,254.046234
"871",256.339996,259.100006,253.520004,253.899994,160900,252.573975
"872",255.690002,258.899994,251.059998,257.709991,333600,256.364075
"873",256.809998,263.720001,255.889999,262.230011,258300,260.860504
"874",265,266.880005,260.269989,261.859985,195500,260.49234
"875",260.269989,261.600006,249.970001,252.509995,207700,251.191223
"876",253.929993,258.309998,249.979996,258.269989,160300,256.921112
"877",258.220001,258.869995,254.320007,256.450012,313600,255.110657
"878",256.170013,259.420013,251.809998,253.809998,138800,252.484406
"879",255.690002,265.01001,247.509995,264.070007,216900,262.690857
"880",263.600006,268,260.820007,266.01001,193700,264.620728
"881",266.170013,272.890015,264.899994,269.179993,131800,267.77417
"882",273.109985,275.25,268.149994,269.850006,210000,268.440643
"883",267.929993,272.529999,266.73999,266.75,124000,265.356812
"884",268.299988,275.679993,268.299988,274.01001,136300,272.578979
"885",274.450012,279.049988,270.549988,277.369995,162800,275.921387
"886",278.200012,278.529999,271.540009,272.399994,135900,270.977325
"887",275.23999,277.25,262.230011,263.130005,198600,261.755737
"888",263.549988,267.170013,257.329987,266.670013,225000,265.277252
"889",267.190002,274.369995,266.549988,274.299988,179000,272.867401
"890",274.290009,275.660004,270.149994,272.670013,155200,271.245941
"891",273.399994,281.079987,273.399994,279.76001,196000,278.29892
"892",282.100006,286.679993,279.390015,282.959991,141400,281.482178
"893",284.709991,285.100006,276.119995,276.959991,160400,275.513519
"894",278.769989,281.089996,274.019989,275.929993,154800,274.488953
"895",277.589996,280.209991,271.98999,273.420013,95400,271.992004
"896",271.779999,271.859985,267.570007,270.070007,72000,268.659515
"897",272.059998,277.630005,269.470001,276.799988,140300,275.35437
"898",277.640015,278.76001,270.5,270.679993,80100,269.266327
"899",271.649994,277.529999,271.649994,274.350006,92600,272.917175
"900",272.410004,278.040009,272.399994,276.869995,108100,275.423981
"901",277.619995,283.559998,271.549988,275.160004,252300,273.7229
"902",278.450012,284,276.859985,278.869995,252100,277.413544
"903",284.51001,284.51001,259.950012,276.890015,442600,275.443909
"904",278.98999,278.98999,266.779999,267.869995,190900,266.471008
"905",270.470001,271.209991,262.339996,266.549988,122000,265.157898
"906",265.73999,270.049988,262.660004,265.76001,99400,264.37204
"907",265.029999,265.839996,257.25,257.899994,111200,256.55304
"908",258.76001,264.149994,257.5,261.820007,182200,260.452576
"909",263.160004,265.299988,261.529999,263.420013,103400,262.04422
"910",263.149994,267.839996,262,266.290009,111400,264.899261
"911",265.519989,265.73999,258.730011,261.029999,99600,259.666718
"912",261.790009,268.709991,261.119995,262.709991,114300,261.658722
