"","TECH.Open","TECH.High","TECH.Low","TECH.Close","TECH.Volume","TECH.Adjusted"
"124",118.809998,119.980003,116.360001,117.32,130500,114.106674
"125",117.709999,118.260002,117.230003,117.5,110800,114.281738
"126",118.129997,119.559998,116.660004,116.870003,111900,113.668991
"127",116.860001,117.849998,115.260002,116.25,214600,113.065987
"128",115.68,117.330002,115.379997,116.019997,200600,112.842278
"129",116.349998,118,116.349998,117.68,101500,114.456795
"130",117.610001,117.610001,115.540001,116.400002,115000,113.211868
"131",116.400002,117.290001,115.910004,116.889999,132700,113.688438
"132",117.480003,117.709999,116.059998,116.269997,132700,113.085434
"133",115.690002,116.07,114.209999,115.660004,107200,112.492142
"134",115.82,116.279999,115.120003,115.25,88400,112.093353
"135",115.75,116.589996,114.620003,116.080002,138600,112.90062
"136",116.099998,117.650002,116.050003,117.239998,203100,114.028854
"137",117.779999,118.400002,116.779999,116.949997,144700,113.746788
"138",117.360001,118.160004,115.550003,116.93,84200,113.727356
"139",116.949997,118.790001,116.470001,117.980003,125300,114.748604
"140",118.220001,118.790001,117.550003,118.129997,233100,114.894485
"141",118.730003,118.730003,116.5,118.209999,195100,114.972267
"142",118.120003,118.459999,116.910004,117.230003,102900,114.019127
"143",117.610001,117.610001,115.720001,116.330002,81100,113.143784
"144",116.309998,116.769997,115.139999,116.5,60300,113.30912
"145",116.720001,117.360001,115.529999,115.910004,135500,112.735283
"146",116.360001,116.5,114.760002,115.779999,190900,112.608841
"147",116.309998,116.699997,115.029999,115.419998,179800,112.258705
"148",115.650002,117.260002,114.639999,115.400002,215500,112.239258
"149",114.949997,115.489998,114.230003,115.339996,150600,112.180893
"150",115,117.059998,114.919998,116.230003,146800,113.046524
"151",118.019997,121.940002,112.330002,113.589996,395800,110.478844
"152",113.779999,114.650002,113.019997,114.440002,259900,111.305557
"153",113.879997,117.989998,113.290001,116.75,281400,113.552292
"154",116.940002,118.470001,116.790001,117.540001,135500,114.320648
"155",118.559998,119.769997,116.110001,117.470001,100700,114.252556
"156",117.300003,118.150002,116.790001,117.029999,91000,113.824608
"157",117.25,118.82,117.029999,118.300003,104200,115.375305
"158",118.260002,119.139999,117.690002,117.959999,109400,115.043716
"159",118.279999,118.730003,117.440002,117.900002,215400,114.985191
"160",118.199997,119.099998,117.419998,118.489998,82300,115.560585
"161",118.440002,119.900002,118,119.43,107900,116.477371
"162",119.419998,120.480003,118.43,119.07,98400,116.126266
"163",119.379997,120.080002,118.82,119.940002,53200,116.974754
"164",120,121.199997,119.650002,119.970001,104300,117.004013
"165",120.5,121.82,118.07,121.760002,113700,118.749763
"166",121.690002,122,121.5,121.839996,78900,118.827782
"167",121.489998,121.75,120.290001,120.639999,163800,117.657455
"168",120.900002,123.889999,119.410004,123.779999,165400,120.71981
"169",124,124,121.93,122.57,79400,119.539742
"170",122.309998,122.639999,120.75,121.150002,139500,118.154854
"171",121.769997,122.25,120.489998,121.660004,140900,118.652237
"172",121.849998,122.879997,120.129997,120.620003,248200,117.637955
"173",120.629997,121.480003,119.660004,119.910004,149000,116.945511
"174",120.419998,122.379997,119.980003,121.550003,145500,118.54496
"175",121.459999,122.410004,120.599998,122.349998,137200,119.325188
"176",122.239998,123.029999,121.559998,122.830002,130500,119.79332
"177",122.800003,123.900002,121.809998,123.050003,131000,120.007858
"178",122.910004,123.349998,121.209999,121.580002,220600,118.574226
"179",121.660004,121.870003,120.699997,121.720001,167700,118.710747
"180",121.910004,122.18,120.699997,121.900002,118300,118.886299
"181",121.470001,122.410004,120.730003,121.25,129100,118.252373
"182",121.260002,121.480003,120.330002,121.209999,157200,118.213356
"183",121.07,121.709999,120.5,121.400002,103700,118.398666
"184",121.339996,122.339996,120.860001,121.550003,161100,118.54496
"185",121.830002,122.43,119.010002,119.849998,193900,116.886978
"186",120.300003,121.370003,119.480003,121.209999,182300,118.213356
"187",121.300003,121.400002,120.139999,120.639999,93600,117.657455
"188",120.660004,122.370003,120.260002,120.889999,130000,117.901276
"189",121.050003,122.669998,120.610001,122.639999,108600,119.608002
"190",122.970001,123.410004,121.800003,122.230003,111000,119.208145
"191",122.239998,123.07,121.980003,122.449997,144100,119.422699
"192",122.720001,122.849998,121.919998,122.690002,92700,119.656776
"193",122.489998,123.269997,121.489998,122.559998,83200,119.529991
"194",122.709999,122.709999,120.919998,121.169998,74600,118.174347
"195",121.610001,122.410004,121.32,122.300003,139100,119.276421
"196",122.410004,123.589996,121.669998,123.440002,117800,120.388229
"197",123.43,124.940002,123.169998,123.93,127500,120.866112
"198",124.190002,124.82,121.589996,121.650002,123200,118.642479
"199",122.050003,125.410004,121.879997,122.540001,203500,119.51049
"200",122.57,123.940002,122.57,123.339996,102600,120.290703
"201",123.449997,123.709999,122.410004,123.129997,94000,120.085892
"202",123.120003,123.550003,122.690002,123.459999,104600,120.40773
"203",123.879997,124.599998,123.309998,124.25,96100,121.1782
"204",124.400002,124.82,123.769997,123.879997,86700,120.817345
"205",124.18,124.669998,123.18,123.940002,77900,120.875877
"206",124.019997,125.879997,122.910004,124.440002,255200,121.363518
"207",124.360001,125.25,123.959999,125.050003,186900,121.958435
"208",125.050003,126.489998,124.230003,125.949997,121600,122.836166
"209",125.699997,126.349998,123.309998,123.620003,167100,120.563774
"210",125,131.509995,121.849998,131.020004,409600,127.780846
"211",132.479996,132.570007,127.739998,128.399994,214600,125.225609
"212",128.699997,130.309998,127.330002,128,145200,124.835487
"213",128.179993,129.410004,126.879997,129.289993,138100,126.093582
"214",129.470001,129.929993,128.089996,128.460007,85600,125.284119
"215",128.5,129.509995,126.169998,126.209999,183100,123.089752
"216",126.360001,128.100006,124.959999,126.720001,182900,123.587151
"217",126,129.029999,123.209999,124.699997,120600,121.924957
"218",124.440002,125.620003,122.75,124.239998,119000,121.475204
"219",123.919998,124.790001,121.269997,124.339996,153000,121.572968
"220",124.040001,125.699997,123.419998,125.220001,161700,122.433418
"221",125.389999,126.360001,124.110001,125.919998,180400,123.117813
"222",126.230003,128.619995,125.269997,128.610001,134900,125.747955
"223",128.190002,129.630005,127.309998,129.220001,115900,126.344391
"224",129.339996,130.199997,127.139999,130.029999,127400,127.136345
"225",130.210007,132.789993,130.210007,132.119995,199600,129.17984
"226",132.169998,132.869995,131.210007,132.429993,172600,129.482941
"227",132.550003,132.880005,131.300003,131.710007,189400,128.778961
"228",131.720001,133.139999,131.110001,132.470001,146300,129.522049
"229",132.720001,134.419998,132.520004,133.119995,130700,130.157608
"230",133.199997,134.889999,130.009995,133.610001,162500,130.636703
"231",133.899994,136.389999,133.589996,134.75,135700,131.751312
"232",134.779999,134.919998,131.100006,133.190002,141700,130.226013
"233",134,134,129.649994,129.809998,214400,126.92128
"234",130.259995,130.960007,128.070007,128.470001,155100,125.611069
"235",128.449997,130.389999,127.220001,128.720001,146800,125.855515
"236",128.729996,129.600006,127.629997,128.899994,150300,126.031502
"237",129.020004,130.070007,128.199997,128.759995,273100,125.8946
"238",128.919998,128.919998,126.919998,127,172600,124.173782
"239",127.099998,127.839996,125.940002,127.32,205100,124.486671
"240",127.339996,128.210007,125.839996,127.779999,138100,124.936417
"241",127.879997,128.429993,127.160004,127.760002,186600,124.916878
"242",128.160004,129.779999,126.220001,129.509995,370800,126.62793
"243",130.210007,130.660004,129.100006,129.580002,105400,126.696365
"244",129.710007,129.710007,128.270004,129.300003,100300,126.422615
"245",129.600006,130.589996,128.75,129.169998,113100,126.295502
"246",129.380005,129.770004,128.729996,128.770004,97400,125.904404
"247",128.910004,129.220001,127.959999,128.330002,184800,125.47419
"248",128.149994,128.830002,127.209999,128.479996,77700,125.620842
"249",128.559998,128.919998,127.459999,128.199997,95400,125.347061
"250",128.520004,129.570007,127.779999,128.759995,65100,125.8946
"251",128.889999,130.990005,128.809998,129.550003,139000,126.667023
"252",129.720001,131.630005,129.600006,131.460007,177800,128.534515
"253",132,134.539993,131.729996,134.490005,149700,131.49707
"254",134.509995,135.440002,134.169998,134.919998,192600,131.917542
"255",135.330002,137.339996,134.5,136.380005,185600,133.345032
"256",136.029999,136.899994,135.139999,136.389999,151300,133.354813
"257",136.979996,138.259995,135.899994,137.729996,218900,134.664993
"258",137.470001,138.240005,135.5,137.389999,244400,134.332596
"259",137.649994,139.039993,137.309998,138.169998,102000,135.095245
"260",138.410004,140.660004,133.529999,140.020004,139500,136.904068
"261",140.130005,141.289993,139.679993,140.259995,194200,137.138657
"262",140.880005,141.199997,139.639999,140.669998,178200,137.539566
"263",140.919998,141.830002,139.389999,140.020004,186900,136.904068
"264",140.399994,141.110001,139.690002,140.720001,193600,137.588425
"265",140.720001,141.539993,140.119995,141,209100,137.862228
"266",141.339996,142.229996,140.509995,141.490005,175900,138.341354
"267",141.990005,142.119995,141.039993,141.360001,182700,138.214203
"268",141.779999,142.259995,140.550003,142.110001,179800,138.947525
"269",142.539993,143.119995,141.589996,142.320007,152400,139.152908
"270",142.169998,143.639999,141.729996,142.009995,176600,138.849731
"271",140.889999,142.190002,140.160004,140.389999,188100,137.265778
"272",141.179993,142.399994,139.850006,140.289993,213200,137.16803
"273",140.179993,140.419998,139.059998,140.020004,106400,136.904068
"274",139.339996,140.080002,138.110001,138.190002,118100,135.114777
"275",137.740005,138.910004,132.279999,132.520004,162300,129.570969
"276",131.550003,138.229996,128.059998,137.759995,373900,134.694321
"277",138.179993,138.679993,136.169998,136.449997,247300,133.413483
"278",137.149994,137.149994,131.880005,131.960007,202500,129.023422
"279",133.440002,134.720001,129.720001,133.589996,189600,130.617126
"280",134.339996,138.979996,134.300003,135.440002,244600,132.425964
"281",134.580002,138.059998,133.270004,137,233900,133.951248
"282",136.160004,141.210007,136.050003,141.059998,187600,137.920914
"283",141.5,142.889999,139.089996,141.5,184400,138.665665
"284",141.100006,142.190002,139.660004,141.199997,206200,138.371674
"285",140.380005,141.050003,137.369995,139.509995,186600,136.7155
"286",139.899994,141.440002,138.830002,139.550003,202600,136.754761
"287",140.059998,141.320007,139.100006,139.5,165400,136.705734
"288",139.570007,142.139999,139.089996,141.990005,166300,139.145828
"289",142.300003,142.699997,139.850006,142.589996,130600,139.73381
"290",142.5,142.779999,140.350006,141.550003,163100,138.714691
"291",141.880005,142.800003,141.229996,141.339996,206200,138.50885
"292",141.929993,142.350006,139.089996,140.830002,199600,138.009125
"293",140.199997,140.649994,138.830002,140.399994,136900,137.587708
"294",139.789993,142.529999,139.550003,141.470001,160800,138.636276
"295",141.970001,144.940002,140.880005,144.789993,236800,141.889786
"296",144.279999,147.050003,142.210007,144.289993,418400,141.39978
"297",144.479996,146.339996,142.149994,143.940002,171500,141.056793
"298",144.210007,147.050003,144.210007,146.360001,139200,143.42836
"299",146.309998,147.320007,145.320007,146.690002,153800,143.75174
"300",146.309998,147.320007,145.880005,146.559998,117800,143.624329
"301",146.889999,147.490005,145.529999,146.820007,110800,143.87912
"302",146.860001,147.850006,146.169998,146.539993,109400,143.604706
"303",146.729996,148.869995,146.729996,148.179993,324900,145.211868
"304",147.600006,148.5,146.330002,147.979996,147500,145.015884
"305",148.199997,149.050003,147.419998,148.679993,127500,145.701843
"306",148.949997,149.679993,147.940002,148.449997,92200,145.476471
"307",147.220001,149.5,147.050003,147.559998,263000,144.604279
"308",147.470001,149.029999,144.639999,144.759995,142500,141.860382
"309",146.470001,149.369995,144.440002,149.199997,153800,146.211441
"310",149.800003,149.800003,146,146.789993,150900,143.849731
"311",146.889999,148.199997,145.179993,147.429993,117000,144.476898
"312",148.210007,151.889999,147.639999,151.039993,235700,148.014572
"313",150.490005,151.410004,143.800003,144.899994,238100,141.997589
"314",146,147.470001,144.600006,146.470001,206600,143.536118
"315",144.850006,151.860001,144.619995,147.220001,246300,144.271088
"316",148.190002,148.529999,142.660004,148.210007,155300,145.241272
"317",147.110001,147.919998,142.710007,145.330002,146000,142.418961
"318",145.850006,148.399994,144.589996,146.330002,158700,143.398941
"319",147.929993,150.190002,147.169998,148.910004,161700,145.927246
"320",148.25,150.649994,147.539993,149.389999,124900,146.397629
"321",149.779999,150.889999,148.410004,149.179993,131800,146.191833
"322",150.139999,150.139999,148.070007,148.949997,69600,145.966415
"323",149.800003,150.990005,148.820007,149.929993,169200,146.926819
"324",150.690002,153.190002,148.460007,153.009995,171600,149.945099
"325",152.729996,153.690002,152.649994,153.350006,145700,150.27832
"326",152.949997,154.550003,151.389999,152.190002,76800,149.141556
"327",152.190002,153.869995,151.369995,152.779999,208200,149.719727
"328",153.279999,154.399994,152.5,154.059998,129400,150.974106
"329",154.559998,154.559998,151.210007,152.479996,184300,149.425735
"330",152.490005,153.100006,150.160004,151.559998,180000,148.524155
"331",152.300003,153.929993,151.139999,152.600006,97800,149.54335
"332",153.360001,153.639999,150.580002,152.169998,132500,149.121964
"333",152.300003,152.440002,150.880005,150.910004,180500,147.887177
"334",150.889999,151.919998,150.440002,150.779999,207300,147.759796
"335",149,150.339996,143.490005,146.770004,388400,143.830109
"336",146.830002,147.850006,143.949997,146.529999,366400,143.594879
"337",146.5,148.289993,144.449997,147.880005,166200,144.917892
"338",147.820007,150.509995,147.490005,148.740005,223600,145.760666
"339",148.229996,149.820007,147.309998,149.119995,204600,146.133057
"340",149.429993,149.949997,148.580002,148.949997,123500,145.966415
"341",149.449997,150.399994,148.910004,149.889999,81300,146.887634
"342",149.589996,151.75,148.979996,151.470001,113300,148.753555
"343",151.330002,152.610001,150.899994,151.970001,150700,149.244583
"344",151.089996,151.309998,149.059998,149.320007,175800,146.642105
"345",149.440002,152.149994,149.050003,151.770004,223200,149.048172
"346",151.460007,152.279999,151,151.619995,174900,148.900848
"347",151.660004,153.869995,151.570007,152.970001,224200,150.226639
"348",153.630005,154,151.729996,152.380005,110700,149.647247
"349",153.070007,153.440002,151.679993,152.130005,128100,149.401703
"350",151.910004,153.100006,151.759995,152.630005,78200,149.892761
"351",153.080002,153.100006,150.889999,151.470001,132900,148.753555
"352",151.820007,151.850006,148.270004,148.820007,178500,146.151062
"353",147.839996,149.759995,144.830002,147.279999,195800,144.638672
"354",147.910004,150.839996,146.179993,149.899994,197000,147.2117
"355",149.800003,150.919998,149.25,150.320007,253500,147.624161
"356",151.520004,152.5,150.279999,150.970001,196500,148.262512
"357",151.289993,153.809998,150.570007,153.679993,149300,150.923904
"358",153.559998,155.559998,153.559998,155.279999,176000,152.495193
"359",155.759995,159.449997,155.190002,159.289993,182600,156.433304
"360",159.899994,160.509995,158.509995,158.800003,219400,155.952072
"361",159,160.279999,158.570007,159.729996,130200,156.865402
"362",159.5,161.630005,159.080002,160.919998,105300,158.034103
"363",162.080002,162.550003,160.610001,162.190002,199900,159.281296
"364",162.710007,163.809998,161.539993,162.600006,167600,159.68396
"365",162.990005,164.240005,161.979996,164.059998,117400,161.117767
"366",164.639999,166.600006,164,165.580002,351400,162.610535
"367",165.210007,166.809998,163.559998,163.679993,159700,160.744598
"368",163.309998,164.110001,160.979996,163.559998,149900,160.626724
"369",163.779999,164.589996,162.320007,163,132800,160.076752
"370",163.009995,163.080002,160.690002,161.169998,111600,158.279617
"371",162.160004,162.669998,160.100006,161.460007,202400,158.564407
"372",161.130005,161.130005,157.479996,158.25,159500,155.411957
"373",158.5,163.229996,156.610001,157.029999,390500,154.213837
"374",153.889999,154.460007,145.979996,146.130005,566100,143.509323
"375",145.970001,147.470001,145.210007,147.130005,250600,144.491364
"376",147.850006,149.089996,147.289993,147.949997,281300,145.296692
"377",147.580002,148.449997,146.199997,148.220001,190800,145.561844
"378",148.160004,149.580002,147.029999,147.440002,133800,144.795837
"379",148.800003,148.800003,146.610001,148.309998,352400,145.650238
"380",148.399994,150.679993,148.309998,150.410004,140200,147.712555
"381",151.100006,152.699997,151.100006,152.580002,162400,149.843628
"382",153.100006,153.240005,152.270004,152.800003,210200,150.059708
"383",152.429993,153.110001,151.850006,152.119995,115700,149.391907
"384",153,153.479996,152.320007,153.320007,140200,150.570389
"385",153.470001,154.270004,152.5,153.110001,127500,150.364166
"386",152.75,152.960007,151.240005,151.550003,95000,148.832108
"387",151.259995,152.679993,151.259995,152.470001,133000,149.735611
"388",152.470001,152.770004,151.639999,152.179993,98800,149.450775
"389",152,154.610001,151.800003,153.889999,264200,151.130127
"390",154.330002,157.300003,153.75,156.419998,224000,153.614761
"391",155.960007,159.190002,155.559998,158.899994,166700,156.050308
"392",161.009995,162.669998,160.169998,162.490005,274400,159.575943
"393",162,166.009995,161.789993,165.639999,163600,162.669434
"394",165.369995,167.089996,164.399994,166.610001,127000,163.62204
"395",166.389999,166.779999,162.089996,162.429993,152100,159.516953
"396",162.660004,162.919998,156.869995,157.389999,231600,154.567368
"397",158.419998,161.029999,158.419998,160.639999,164700,157.759094
"398",161.970001,164.960007,161.479996,164.649994,144100,161.697159
"399",165.979996,166.850006,164.270004,166.229996,178800,163.248856
"400",165.410004,167.919998,164.639999,166.339996,83500,163.356873
"401",166.470001,171.729996,166.360001,168.850006,290200,165.821884
"402",171.800003,183.899994,171.070007,180.139999,471900,176.909378
"403",179.300003,180.309998,174.029999,177.320007,389400,174.139954
"404",177.979996,181.960007,177.979996,178.279999,253800,175.082733
"405",178.059998,181.020004,177.809998,178.679993,147600,175.475571
"406",178.130005,181.429993,176.869995,177.699997,255600,174.513123
"407",178.339996,181.919998,175.449997,180.139999,214000,176.909378
"408",179.690002,180.25,177.580002,179.979996,147000,176.752274
"409",180.210007,181.210007,178.509995,179.720001,152500,176.811295
"410",179.729996,182.259995,179.729996,180.5,285800,177.578659
"411",180.589996,182.5,179.860001,181.289993,118700,178.355835
"412",180.860001,185.309998,180.860001,184.869995,197800,181.87793
"413",183.649994,185.240005,182.449997,184.830002,200600,181.838562
"414",184.830002,188.429993,184.830002,187.940002,195400,184.89827
"415",188.100006,189.330002,187,188.25,182200,185.203201
"416",188.399994,189.070007,187.380005,187.529999,140300,184.494888
"417",188.520004,188.679993,185.470001,188.339996,325700,185.291748
"418",188.029999,192.600006,187.320007,191.720001,241600,188.61705
"419",190.720001,192.5,190.460007,191.339996,126100,188.243195
"420",191.490005,194.309998,190.639999,192.169998,195500,189.059769
"421",191.570007,192.5,188.339996,191.080002,176300,187.987411
"422",190.339996,191.240005,188.429993,189.199997,220400,186.137848
"423",189.649994,191.869995,188.539993,190.529999,200900,187.446304
"424",190.529999,194.369995,190.529999,191.360001,148100,188.262894
"425",193.330002,195.850006,191.669998,195.539993,177200,192.375214
"426",194.990005,197,194.25,195.720001,264200,192.552338
"427",195.110001,196.789993,194.210007,195.970001,158300,192.798294
"428",196.080002,199.009995,196.009995,197.440002,225600,194.244492
"429",195.559998,199.990005,195.559998,199.809998,249900,196.576126
"430",200,201.899994,195.720001,196.850006,119100,193.664017
"431",197.050003,198.610001,196.309998,197.350006,182800,194.15596
"432",197.770004,198.699997,195.809998,198.600006,146600,195.385712
"433",199.199997,199.639999,196.940002,198.979996,216500,195.759567
"434",198.979996,199.25,195.520004,195.919998,379700,192.749084
"435",195.800003,200.449997,195.570007,200.229996,256100,196.989319
"436",201.220001,203.5,200.330002,201.940002,283900,198.671677
"437",202.699997,204.660004,201.160004,201.520004,229200,198.258453
"438",202.160004,205.119995,202.160004,203.830002,347600,200.531082
"439",203.949997,206.039993,203.440002,204.110001,435200,200.806534
"440",204.449997,205.740005,202.75,203.800003,329700,200.501572
"441",202.539993,203.509995,200.330002,201.669998,202700,198.406006
"442",203.130005,204.289993,199.339996,200.330002,342000,197.087723
"443",198.929993,199.199997,192.759995,193.330002,212100,190.200989
"444",193.100006,195.240005,190.619995,192.199997,200200,189.089264
"445",192.029999,192.369995,187.110001,189.440002,182000,186.373978
"446",188.770004,190.020004,187.449997,188.529999,159300,185.478699
"447",188.449997,189.429993,182.199997,182.399994,319400,179.447906
"448",181.119995,187,179.440002,180.649994,297800,177.726212
"449",183.350006,187.179993,181.690002,185.029999,287200,182.035324
"450",184.179993,184.679993,181.889999,182.190002,159200,179.241302
"451",183.130005,186.179993,183.130005,185.389999,407400,182.389481
"452",185.149994,185.339996,181.679993,183.110001,332100,180.146439
"453",182.800003,187.279999,182.380005,183.25,306000,180.284134
"454",183.899994,185.020004,177.160004,177.5,380000,174.627243
"455",177.669998,181.630005,176.100006,180.639999,259900,177.716354
"456",177.770004,185.360001,176.660004,183.369995,383500,180.402191
