"","TT.Open","TT.High","TT.Low","TT.Close","TT.Volume","TT.Adjusted"
"236",66.741661,67.664856,66.400307,66.951126,1886194,62.616974
"237",68.525986,69.076805,67.548485,67.967415,2808473,63.567474
"238",67.920868,68.619087,67.920868,68.130333,3027474,63.719837
"239",68.339798,68.355316,66.966644,67.013191,2061240,62.675007
"240",67.067497,67.866562,66.485649,67.595032,2568075,63.219177
"241",67.889839,68.184639,66.726143,66.741661,1537390,62.421051
"242",67.401085,67.804497,66.912338,67.300232,3675068,62.94347
"243",67.525215,68.145851,67.160591,67.214897,1922801,62.863667
"244",67.494179,67.711403,66.943367,67.292473,1503103,62.936222
"245",67.75795,68.114815,67.276962,67.657097,1402948,63.277245
"246",68.013962,70.364624,67.812256,70.116371,4158056,65.577301
"247",70.27153,70.318077,69.146622,69.643135,1680598,65.134712
"248",69.697441,69.697441,69.053528,69.208687,676209,64.728371
"249",69.394882,69.410393,69.038017,69.131111,982476,64.655838
"250",69.387123,69.387123,68.657875,69.224205,848807,64.742882
"251",69.495735,69.953453,69.193176,69.193176,1213594,64.713867
"252",69.612099,69.782776,68.114815,68.851822,2448456,64.394615
"253",68.789757,69.868118,68.626846,69.782776,1656881,65.265312
"254",69.87587,70.806824,69.751747,70.12413,1665388,65.584564
"255",70.333595,70.488754,69.30954,69.596588,1800089,65.091179
"256",69.8526,70.54306,69.712959,70.1474,2547837,65.606323
"257",70.387901,70.83786,70.155159,70.512024,2293389,65.94735
"258",70.496506,70.674942,69.899147,70.581848,1927442,66.01265
"259",70.597359,71.986038,70.41893,71.365402,2446264,66.745483
"260",71.660202,71.660202,70.349106,70.674942,2248145,66.099716
"261",71.28006,71.318855,69.806053,70.023277,1870984,65.490219
"262",70.186188,70.380142,69.619858,69.961212,1502716,65.43219
"263",69.751747,70.69046,69.472458,70.077583,1595266,65.541008
"264",70.4422,70.636154,69.914665,70.54306,1473585,65.976379
"265",70.380142,70.465477,69.255234,69.697441,1543191,65.185509
"266",70.814583,71.25679,70.077583,71.194725,2118858,66.585854
"267",71.520561,72.41272,71.13266,71.357643,2248918,66.738228
"268",71.877426,71.877426,70.496506,71.039566,1380906,66.440727
"269",71.365402,72.816139,70.98526,72.785103,2087407,68.073265
"270",72.637703,73.824669,72.606674,72.823891,2670808,68.10955
"271",72.467026,72.878197,71.202484,71.784332,3238613,67.137306
"272",72.435997,73.529869,70.83786,73.413498,5681268,68.660995
"273",73.196274,75.771919,73.118698,74.941818,4684226,70.090355
"274",74.453064,74.840965,73.762604,73.886734,3353076,69.103584
"275",73.343674,73.917763,70.093094,70.232742,4884408,65.686127
"276",68.820793,71.598137,68.138092,71.179207,3909021,66.571335
"277",71.163696,72.622185,70.71373,70.744766,2719532,66.165016
"278",70.698219,70.814583,67.913109,67.959656,2721724,63.560204
"279",68.820793,69.72847,66.524437,69.169899,3031341,64.692108
"280",69.72847,71.163696,69.565552,70.527542,1914036,65.961861
"281",69.860359,70.527542,69.534523,70.023277,1510966,65.490219
"282",69.58107,70.387901,69.301781,70.12413,2387486,65.584564
"283",70.799072,71.652443,69.720711,71.380913,2036491,66.759995
"284",71.163696,72.335144,70.434448,70.620636,2527987,66.048927
"285",70.201706,70.752518,69.588829,69.8526,2125819,65.330612
"286",69.976723,70.791313,69.278511,69.829323,3847923,65.308838
"287",70.279289,71.062836,69.899147,70.062065,1669384,65.52652
"288",70.581848,70.705971,69.487976,69.937935,2002461,65.410431
"289",70.046547,70.581848,69.208687,70.325836,2785142,65.773216
"290",70.387901,71.194725,69.883629,69.883629,1992923,65.359627
"291",70.240494,70.899925,68.882858,68.89061,2341726,64.430885
"292",69.030258,69.084564,66.570984,66.617531,3435830,62.304974
"293",66.020172,67.160591,65.205589,66.943367,3684220,62.609703
"294",66.578743,67.207138,65.973625,66.889061,4578786,62.558926
"295",67.31575,68.192398,66.679596,67.486427,2540103,63.117619
"296",66.547714,67.88208,66.539955,67.672615,2568075,63.291744
"297",67.649338,67.998451,67.16835,67.866562,2516128,63.802273
"298",68.47168,69.542282,68.169121,69.534523,2601202,65.370354
"299",69.550041,69.790535,68.192398,68.332039,1772504,64.239899
"300",68.681145,69.317299,68.122574,68.456169,1814396,64.356575
"301",68.944916,69.193176,68.114815,68.518234,1813365,64.414925
"302",68.657875,70.069824,68.363075,69.992241,3031341,65.800652
"303",69.937935,69.976723,69.01474,69.418152,2991898,65.260956
"304",69.262993,69.356087,67.982933,68.673393,1217847,64.560783
"305",68.882858,69.837082,68.766487,69.01474,1450641,64.881699
"306",69.16214,69.891388,68.929405,69.038017,1752782,64.903572
"307",68.262222,68.262222,66.60202,66.780449,1643475,62.781227
"308",66.997673,66.997673,64.864235,65.058182,2009551,61.162079
"309",65.981384,66.935608,65.430565,66.850273,1962631,62.846859
"310",67.16835,67.354538,65.593483,65.942589,1656623,61.993519
"311",66.020172,66.446861,64.856476,65.128006,1812850,61.227734
"312",65.531418,66.927849,65.531418,66.338249,1283200,62.365494
"313",66.05896,66.470131,63.560902,64.50737,1955026,60.644253
"314",64.7789,65.570206,64.243599,65.539177,1467140,61.614285
"315",63.917767,66.089989,63.723816,65.973625,1799831,62.022709
"316",67.051979,67.106285,66.18309,66.617531,1931824,62.628059
"317",65.841736,66.283943,63.801395,64.538399,2383361,60.673431
"318",64.9263,65.259888,64.080681,64.204811,2063947,60.359825
"319",64.94957,66.020172,64.747864,65.49263,1397018,61.570515
"320",64.864235,65.174553,64.546158,64.848717,956309,60.96516
"321",65.228859,65.756401,65.213341,65.399536,1286938,61.482994
"322",65.896042,66.175331,64.934059,65.267647,1212949,61.359005
"323",65.91156,66.121025,65.407295,65.93483,1316327,61.986233
"324",66.33049,67.028702,66.229637,66.764931,1824837,62.766621
"325",67.19162,67.61055,66.904579,66.997673,1309237,62.985432
"326",66.982155,67.051979,64.856476,65.546936,3034693,61.621571
"327",65.337471,65.663307,64.111717,64.825447,3822916,60.943291
"328",64.864235,65.523659,64.50737,64.592705,2511359,60.724483
"329",64.879753,65.360748,61.776569,62.366177,4991910,58.63129
"330",65.3685,66.252907,63.723816,66.066719,5515244,62.110214
"331",66.190849,66.439102,64.592705,65.950348,5020011,62.000813
"332",65.802948,66.912338,65.174553,66.803726,3008784,62.803097
"333",66.850273,67.106285,64.903023,65.081459,3070656,61.183975
"334",64.825447,66.726143,64.786659,66.664078,3637042,62.671799
"335",66.664078,67.106285,66.012413,66.113266,3035853,62.153984
"336",65.942589,66.966644,65.236618,66.695114,2988804,62.700996
"337",66.221878,67.703644,65.981384,67.238167,1753298,63.211525
"338",67.494179,68.083786,67.31575,67.796745,2341469,63.736652
"339",67.688133,68.564781,67.509697,68.332039,2141287,64.239899
"340",68.564781,68.913887,68.231186,68.704422,2247243,64.589966
"341",68.89061,69.472458,68.665634,68.836304,1726744,64.713943
"342",68.952675,69.441429,68.463928,68.906128,1700836,64.77961
"343",69.053528,69.658653,69.022499,69.169899,1460824,65.027557
"344",68.944916,69.363846,68.704422,68.952675,1808596,64.823357
"345",68.999222,69.526764,68.549263,68.657875,1942394,64.546211
"346",68.74321,70.186188,68.74321,69.798294,2188464,65.61834
"347",69.743988,69.976723,69.588829,69.751747,1874335,65.574593
"348",70.395653,71.40419,70.364624,71.055084,1826126,66.799858
"349",71.163696,71.42746,70.488754,70.512024,1511353,66.289322
"350",70.062065,70.139641,69.573311,70.023277,1827931,65.829826
"351",70.007759,70.698219,69.759506,69.87587,2291971,65.691261
"352",69.596588,70.139641,69.402641,69.674164,1351001,65.50164
"353",69.092323,69.751747,68.347557,68.921646,1734994,64.794182
"354",69.449188,69.891388,69.169899,69.5578,1816201,65.392242
"355",69.689682,69.720711,67.75795,67.913109,2564852,63.846035
"356",68.59581,69.053528,68.200157,68.479439,1282168,64.378441
"357",69.006981,69.410393,68.207916,68.332039,1122203,64.239899
"358",68.409622,68.758728,68.091545,68.588051,1444840,64.480553
"359",68.657875,70.062065,68.386345,69.930176,2311435,65.74231
"360",69.798294,70.387901,69.402641,70.287041,1429372,66.409348
"361",70.325836,70.457718,69.968971,70.356865,1017150,66.475304
"362",71.024048,72.467026,70.682701,72.172226,2491508,68.190514
"363",72.203255,72.350662,71.062836,71.706749,2478103,67.75074
"364",71.636925,71.636925,70.612877,70.71373,2239509,66.812492
"365",70.98526,71.784332,70.705971,71.303337,1612539,67.369568
"366",70.915436,71.892937,70.131882,71.481766,3248925,67.538155
"367",70.915436,71.419708,70.41893,71.388672,1065616,67.450188
"368",70.775795,71.210243,69.759506,70.612877,1566393,66.717194
"369",70.915436,71.093872,70.209465,70.519783,1023853,66.62925
"370",70.287041,70.341347,69.472458,69.720711,2661141,65.87426
"371",70.287041,70.752518,70.023277,70.411171,1782945,66.526611
"372",69.945694,69.953453,69.022499,69.658653,1414162,65.81562
"373",69.953453,70.170677,69.022499,69.100075,2224298,65.287865
"374",69.743988,70.791313,68.937164,68.960434,2050541,65.15593
"375",68.960434,69.8526,68.223427,69.030258,1749044,65.221893
"376",69.464699,70.333595,69.169899,69.612099,2060853,65.771629
"377",69.146622,69.394882,68.47168,69.379364,1682403,65.551735
"378",69.689682,70.449959,69.487976,69.775017,1307304,65.925575
"379",70.287041,70.651665,69.72847,70.178436,1898568,66.306725
"380",69.984482,70.131882,69.317299,69.720711,1894186,65.87426
"381",70.131882,71.567108,70.131882,71.148178,1793901,67.222961
"382",71.148178,71.660202,70.737007,70.946472,991112,67.032379
"383",70.248253,70.248253,69.216446,69.262993,1468429,65.441788
"384",69.922417,70.1474,69.13887,69.72847,1348036,65.881592
"385",69.58107,70.737007,69.534523,70.636154,1016892,66.739189
"386",70.550812,70.737007,69.58107,69.790535,1328057,65.940239
"387",69.798294,70.705971,69.534523,70.512024,1241049,66.62191
"388",70.760277,71.078354,70.519783,70.799072,1280106,66.89312
"389",70.380142,71.450737,70.263771,71.217995,1174924,67.28894
"390",70.799072,71.388672,70.341347,71.217995,1880522,67.28894
"391",70.69046,70.954231,69.743988,69.937935,1831540,66.079498
"392",70.636154,71.241272,69.650894,70.659424,2220045,66.761169
"393",71.830879,74.678047,71.799843,74.569435,4857983,70.455467
"394",74.716835,76.656326,74.623741,75.818466,3562023,71.635597
"395",76.027931,76.408066,75.446083,75.810707,1687946,71.628258
"396",75.942589,76.803726,75.321953,75.422806,2298287,71.261757
"397",76.027931,76.74942,75.717613,76.423584,2060209,72.207314
"398",76.322731,76.570984,75.236618,75.577965,1384257,71.408356
"399",75.042671,75.453842,74.468582,74.957329,1580701,70.821976
"400",75.190071,75.453842,74.476341,75.213341,1734478,71.06385
"401",75.515907,75.709854,74.988365,75.34523,1114727,71.188469
"402",75.554695,75.942589,75.174553,75.678818,1314136,71.503654
"403",75.663307,76.18309,75.267647,75.725372,1261673,71.54763
"404",75.399536,75.849495,74.453064,74.871994,2658949,70.741348
"405",74.809929,75.027153,74.274628,74.670288,1211144,70.550758
"406",74.856476,75.104729,74.220329,74.50737,1529914,70.396835
"407",74.608223,75.694336,74.608223,75.283165,1643604,71.129837
"408",74.934059,76.18309,74.072922,75.950348,2702517,71.760208
"409",76.198601,77.106285,75.973625,76.679596,2119116,72.449226
"410",76.858032,77.626068,76.563225,77.432121,1413517,73.160217
"411",77.579521,77.944145,77.19162,77.447632,1668739,73.174881
"412",77.967415,78.766487,77.618309,78.169121,2550802,73.85656
"413",77.928627,78.114815,76.850273,77.207138,1386448,72.947655
"414",77.261444,77.346779,76.664078,77.137314,934654,72.881691
"415",77.269203,77.486427,76.648567,77.261444,888379,72.99897
"416",77.579521,78.409622,77.501938,78.30101,1431435,73.981186
"417",78.502716,78.944916,78.316521,78.401863,1388382,74.076469
"418",78.557022,79.317299,78.107063,78.937164,1626589,74.582245
"419",78.727699,78.999222,78.262222,78.456169,1120012,74.127785
"420",78.192398,79.022499,78.145851,78.580292,1290418,74.245056
"421",78.487198,79.01474,78.184639,78.991463,1847524,74.633537
"422",78.774246,80.178436,78.634598,79.930176,2910949,75.520462
"423",79.619858,79.930176,78.417381,78.541504,2469853,74.592117
"424",78.122574,78.269974,77.346779,77.804497,2002590,73.892174
"425",78.425133,79.674164,78.394104,79.519005,1603258,75.520462
"426",79.270752,80.054306,78.673393,79.154381,2087278,75.174171
"427",79.092323,79.984482,78.898369,79.790535,1961729,75.778336
"428",80.232742,80.302559,79.28627,80.108612,2826906,76.080421
"429",80.2948,80.876648,80.12413,80.217224,1482737,76.183563
"430",80.380142,80.449959,79.837082,79.922417,2527600,75.903595
"431",80.023277,80.527542,78.347557,80.224983,2290424,76.190941
"432",80.356865,80.504265,79.658653,79.883629,2693623,75.866753
"433",80.387901,80.620636,79.87587,80.248253,2136389,76.213043
"434",80.884407,81.10939,80.411171,80.705971,3803839,76.647728
"435",80.589607,80.69046,79.092323,79.550041,1753427,75.549934
