"","CNC.Open","CNC.High","CNC.Low","CNC.Close","CNC.Volume","CNC.Adjusted"
"455",71.300003,71.945,69.394997,70.654999,3539400,70.654999
"456",67.135002,68.125,63.564999,67.184998,11318400,67.184998
"457",67.199997,68.385002,64.754997,64.764999,5126800,64.764999
"458",64.875,66.445,63.970001,65.724998,3593800,65.724998
"459",65.129997,65.224998,62.535,63.625,5249800,63.625
"460",64.129997,64.504997,61.474998,62.445,3066600,62.445
"461",62.57,64.25,61.919998,64.074997,3956200,64.074997
"462",64.790001,66.705002,64.790001,65.160004,4264400,65.160004
"463",65.654999,66.584999,65.120003,65.565002,2902400,65.565002
"464",65.910004,66.419998,64.224998,64.654999,2735600,64.654999
"465",64.739998,66.449997,64.595001,65.885002,2914000,65.885002
"466",65.870003,66.224998,65.040001,65.440002,3237400,65.440002
"467",66.555,71.93,66.254997,71.480003,6077000,71.480003
"468",71.504997,71.949997,70.544998,71.824997,3214400,71.824997
"469",71.595001,72.18,70.610001,71.154999,2169000,71.154999
"470",71.059998,71.235001,68.690002,68.790001,2225200,68.790001
"471",68.910004,69.425003,67.75,68.470001,2542800,68.470001
"472",69.25,69.779999,67.480003,68.095001,2547600,68.095001
"473",67.620003,68.504997,66.32,67.934998,2776000,67.934998
"474",67.980003,69.105003,67.5,68,3216800,68
"475",67.75,67.910004,65.415001,65.684998,3348600,65.684998
"476",65,66.004997,64.139999,65.160004,2853200,65.160004
"477",65.415001,66.985001,65.404999,66.764999,3020200,66.764999
"478",66.195,68.559998,66.105003,68.095001,1421200,68.095001
"479",68.410004,69.860001,68.410004,69.224998,2266000,69.224998
"480",68.724998,68.940002,67.269997,68.044998,3111600,68.044998
"481",68.629997,70.455002,68.25,70.43,3545400,70.43
"482",70.059998,71.394997,69.875,70.970001,2599800,70.970001
"483",71.050003,71.419998,70.555,71.125,3148000,71.125
"484",71.870003,73.434998,71.504997,73.415001,2571800,73.415001
"485",73.584999,74.489998,70.995003,71.089996,4047000,71.089996
"486",69.675003,70,65.595001,67.720001,4839400,67.720001
"487",67.790001,68.334999,65.945,66.610001,4159800,66.610001
"488",66.769997,67.144997,64.5,66.230003,3009200,66.230003
"489",67.184998,67.959999,66.025002,66.415001,2325600,66.415001
"490",67.730003,68.434998,67.055,67.144997,2556000,67.144997
"491",67.324997,68.150002,65.699997,66.434998,2856200,66.434998
"492",66.25,67.375,63.165001,63.764999,4971800,63.764999
"493",59.599998,61.619999,57.34,60.709999,13092200,60.709999
"494",60.630001,61.09,59.119999,60.044998,6083000,60.044998
"495",60.049999,61.595001,58.990002,59.459999,4266800,59.459999
"496",59.075001,59.18,57.009998,57.825001,4609200,57.825001
"497",57.34,58.185001,56.080002,56.255001,7270600,56.255001
"498",55.669998,56.049999,54.470001,54.544998,1542200,54.544998
"499",54.869999,57.705002,54.84,57.689999,2869200,57.689999
"500",56.759998,57.23,54.25,56.880001,4222800,56.880001
"501",56.939999,57.299999,56.095001,56.400002,2306200,56.400002
"502",56.82,57.799999,56.810001,57.650002,2752000,57.650002
"503",57.029999,57.084999,55.865002,56.5,3255400,56.5
"504",56.154999,56.459999,54.860001,54.959999,3945000,54.959999
"505",55.744999,57.220001,55.470001,56.764999,3337600,56.764999
"506",56.82,58.285,56.82,57.25,3637800,57.25
"507",57.965,58.634998,57.424999,58.040001,4672200,58.040001
"508",58.595001,59.509998,58.27,59.115002,4730000,59.115002
"509",59.029999,59.240002,58.34,59.209999,4164000,59.209999
"510",59.57,60.389999,59.244999,59.990002,2470800,59.990002
"511",59.700001,61.275002,59.529999,60.950001,5905400,60.950001
"512",61,62.650002,59.685001,62.560001,4175400,62.560001
"513",63.005001,63.84,62.540001,63.23,4019600,63.23
"514",62.68,63.16,62.279999,62.634998,1989200,62.634998
"515",62.75,63.349998,62.380001,63.310001,2139600,63.310001
"516",62.825001,63.285,62.27,62.775002,1905800,62.775002
"517",63.145,63.715,62.064999,62.77,2142200,62.77
"518",62.955002,63.974998,62.82,63.365002,1396400,63.365002
"519",64.095001,64.639999,63.805,64.5,2858600,64.5
"520",63.869999,64.525002,63.299999,64.480003,2312800,64.480003
"521",64.714996,64.714996,63.115002,63.945,1777400,63.945
"522",64.485001,65.610001,64.144997,65.029999,2655200,65.029999
"523",65.050003,65.684998,64.535004,65.285004,4738600,65.285004
"524",65.040001,66.084999,64.660004,65.889999,3108000,65.889999
"525",65.834999,66.099998,64.004997,64.985001,6068000,64.985001
"526",68.044998,69.245003,62.865002,63.735001,6081200,63.735001
"527",63.75,63.75,60.915001,63.080002,6312000,63.080002
"528",64.349998,64.889999,63.040001,63.91,2904700,63.91
"529",63.73,63.959999,62.240002,62.900002,2606500,62.900002
"530",62.950001,63.110001,61.619999,61.950001,3314400,61.950001
"531",62.439999,63.139999,61.57,63.049999,3203600,63.049999
"532",63.07,64.059998,62.93,63.689999,2747400,63.689999
"533",63.380001,64.389999,63.060001,63.959999,1796300,63.959999
"534",64.639999,65.25,64.470001,64.970001,1692900,64.970001
"535",64.660004,65.050003,64.050003,64.410004,2759800,64.410004
"536",64.349998,65.480003,64.150002,65.279999,2760000,65.279999
"537",65.330002,65.360001,63.189999,63.509998,2938700,63.509998
"538",63.779999,64.360001,63.490002,64.010002,1998400,64.010002
"539",64.349998,64.5,63.869999,64.019997,1901200,64.019997
"540",63.98,64.209999,63.599998,63.790001,1880300,63.790001
"541",63.380001,63.73,60.91,61.889999,3513300,61.889999
"542",62.150002,62.790001,59.93,60.889999,5135600,60.889999
"543",61.529999,62.32,60.66,61.34,3242400,61.34
"544",61.290001,61.759998,58.080002,58.560001,4982100,58.560001
"545",58.82,58.959999,57.439999,58.080002,4053700,58.080002
"546",57.990002,58.150002,56.790001,56.880001,4138100,56.880001
"547",56.990002,57.669998,56.34,56.43,3824600,56.43
"548",56.029999,57.060001,55.900002,56.560001,3106300,56.560001
"549",56.810001,57.669998,56.099998,57.450001,2665600,57.450001
"550",57.740002,58.560001,57.529999,58.279999,2876200,58.279999
"551",58.57,60.32,58.389999,59.98,4491500,59.98
"552",59.880001,60.299999,59.25,59.380001,2632600,59.380001
"553",59.59,60.18,59.07,59.150002,4062600,59.150002
"554",59.209999,59.619999,58.98,59.360001,2607900,59.360001
"555",59.5,60.59,59.32,59.970001,2034400,59.970001
"556",59.98,60.060001,58.529999,58.68,2348000,58.68
"557",58.5,59.099998,58.139999,58.91,4065700,58.91
"558",58.630001,58.84,57.049999,57.139999,3472400,57.139999
"559",57.040001,58.150002,55.810001,57.049999,2250000,57.049999
"560",56.84,56.84,54.209999,54.849998,5782300,54.849998
"561",50.150002,52.52,49.560001,52.119999,34966800,52.119999
"562",52.34,53.400002,52.040001,52.82,9488800,52.82
"563",53.139999,53.34,51.740002,53.099998,7023200,53.099998
"564",53.669998,54.27,53.060001,54.16,6150900,54.16
"565",54.880001,54.880001,53.32,53.689999,7161000,53.689999
"566",54,54.610001,53.16,53.369999,6391800,53.369999
"567",53.439999,54.080002,53.299999,53.560001,5019200,53.560001
"568",53.77,56.150002,53.52,55.84,10474500,55.84
"569",55.84,56.720001,55.209999,56.639999,8552900,56.639999
"570",56.369999,58.25,56,57.880001,10971700,57.880001
"571",58.16,58.169998,56.860001,57.290001,9565400,57.290001
"572",57.419998,57.900002,55.029999,55.130001,8799000,55.130001
"573",55.32,55.450001,52.360001,52.919998,10855400,52.919998
"574",53.07,53.240002,52.259998,53.220001,6655100,53.220001
"575",53.98,53.98,49.27,50.07,12233500,50.07
"576",50.060001,50.07,46.099998,47.009998,19375300,47.009998
"577",47.009998,48.43,45.439999,48.200001,17863700,48.200001
"578",48.41,49.240002,47.709999,48.080002,8426000,48.080002
"579",48.16,50.509998,46.849998,50.310001,17295900,50.310001
"580",50.48,50.709999,49.77,50.200001,7281000,50.200001
"581",49.98,50.5,49.259998,50.23,6044600,50.23
"582",50.5,52.669998,50.389999,52.630001,10804700,52.630001
"583",52.509998,52.939999,51.959999,52.259998,8974100,52.259998
"584",52.66,52.66,50.349998,51.560001,8574700,51.560001
"585",51.389999,51.549999,49.630001,49.73,7569500,49.73
"586",49.59,51.619999,49.400002,51.619999,8194800,51.619999
"587",51.610001,52.830002,50.720001,52.59,9997800,52.59
"588",51.41,57.299999,51.349998,56.040001,20699200,56.040001
"589",55.639999,56.950001,54.900002,55.849998,17145600,55.849998
"590",55.490002,57.450001,54.779999,56.619999,10633800,56.619999
"591",55.970001,56.869999,53.439999,54.740002,9278300,54.740002
"592",54.990002,55.360001,52.799999,55.049999,12889400,55.049999
"593",53.849998,55.060001,53.380001,54.900002,10612300,54.900002
"594",55.099998,55.459999,53.5,54.740002,16414500,54.740002
"595",54.049999,55.299999,54.049999,54.43,12671200,54.43
"596",54.509998,56.16,54.23,55.57,14879800,55.57
"597",54.810001,56.529999,54.810001,56.040001,11761600,56.040001
"598",55.619999,56.419998,55.189999,55.509998,6970800,55.509998
"599",55.93,57.310001,55.91,57.139999,6183800,57.139999
"600",57,57.16,56.52,56.779999,3165500,56.779999
"601",55.869999,56.119999,54.93,55.419998,5993900,55.419998
"602",55.75,57.509998,54.580002,56.869999,13305000,56.869999
"603",56.889999,58.23,56.029999,56.09,8181600,56.09
"604",55.75,56.759998,54.919998,56.23,5363300,56.23
"605",56.34,57.299999,55.880001,57,4916500,57
"606",56.560001,58.240002,55.57,57.75,8964400,57.75
"607",53.5,54.23,51.110001,51.82,35998400,51.82
"608",52.540001,54.32,52.400002,53.939999,12784800,53.939999
"609",54.200001,54.25,53.200001,53.869999,12850700,53.869999
"610",53.990002,54.509998,53.66,53.889999,4448400,53.889999
"611",54.150002,54.580002,53.700001,54.209999,4035800,54.209999
"612",54.740002,55.290001,54.450001,54.970001,5137900,54.970001
"613",55.41,55.549999,54.16,54.16,5528200,54.16
"614",54.360001,54.389999,53.060001,53.689999,7357700,53.689999
"615",53.709999,54.220001,53.259998,53.740002,7410000,53.740002
"616",53.900002,54.150002,53.099998,53.549999,3258000,53.549999
"617",53.650002,55.049999,53.59,55.009998,5650000,55.009998
"618",55.119999,55.959999,54.75,55.259998,4983400,55.259998
"619",55.23,55.689999,54.619999,55.459999,4296500,55.459999
"620",55.990002,56.02,54.860001,55.380001,4444900,55.380001
"621",55.549999,56.709999,55.200001,56.369999,8455600,56.369999
"622",56.360001,56.700001,54.700001,55.330002,5822100,55.330002
"623",55.389999,55.52,53.810001,53.91,6899300,53.91
"624",54.080002,54.27,52.02,52.02,6365700,52.02
"625",52.02,53.07,51.43,52.439999,4914900,52.439999
"626",52.459999,52.529999,51.27,52.439999,6968100,52.439999
"627",53.049999,53.169998,50.450001,51.349998,7691200,51.349998
"628",51.349998,51.75,50.700001,51.540001,4544100,51.540001
"629",51.419998,52.040001,51.150002,51.349998,2526900,51.349998
"630",51.139999,52.240002,51.110001,51.48,2340000,51.48
"631",51.290001,51.52,50.610001,51.259998,2771700,51.259998
"632",51.34,51.639999,49.959999,50.450001,4915900,50.450001
"633",50.610001,51.5,50.200001,51.209999,4000900,51.209999
"634",53.009998,53.650002,52.099998,53.220001,9779800,53.220001
"635",52.869999,54.599998,52.860001,54.509998,5939800,54.509998
"636",54.73,54.889999,53.970001,54.060001,4140600,54.060001
"637",54.110001,54.16,53.470001,53.740002,2943200,53.740002
"638",53.529999,54.029999,53.18,53.23,3246100,53.23
"639",53.07,53.98,52.560001,53.169998,5009900,53.169998
"640",53.209999,53.25,52.220001,52.66,3910100,52.66
"641",52.75,53.25,52.169998,52.189999,3194400,52.189999
"642",51,53.220001,50.389999,52.560001,8023200,52.560001
"643",52.790001,53.790001,50.650002,53.73,6643000,53.73
"644",53.790001,53.900002,52.060001,52.130001,5370000,52.130001
"645",52.57,53.810001,52.259998,53.419998,3869100,53.419998
"646",53.360001,54.279999,53.209999,53.84,4733200,53.84
"647",53.869999,53.869999,53.09,53.799999,3621000,53.799999
"648",54.040001,54.240002,52.02,52.09,4421400,52.09
"649",52,52.349998,50.799999,51.349998,5693700,51.349998
"650",51.299999,51.759998,50.119999,50.970001,4526500,50.970001
"651",50.220001,50.509998,47.98,48.52,7517700,48.52
"652",49.060001,49.34,48.310001,48.950001,6156200,48.950001
"653",48.040001,49.119999,47.029999,48.959999,7480100,48.959999
"654",49.220001,49.529999,48.68,49.450001,4418300,49.450001
"655",49.27,49.720001,48.639999,48.700001,3989500,48.700001
"656",48.360001,48.880001,47.82,47.959999,3401100,47.959999
"657",47.66,50,47.66,49.73,4510300,49.73
"658",48.77,49,47.490002,47.779999,4568200,47.779999
"659",48.049999,48.139999,47.060001,47.560001,4356100,47.560001
"660",48,48.59,47.939999,48.009998,3718300,48.009998
"661",48.669998,48.669998,47.060001,47.439999,6304300,47.439999
"662",47.360001,47.450001,46.490002,46.540001,4090900,46.540001
"663",46.880001,47.299999,46.77,46.93,2995400,46.93
"664",47.040001,47.16,45.509998,45.549999,5372500,45.549999
"665",45.25,45.849998,44.5,44.720001,4308100,44.720001
"666",45.099998,45.299999,44.73,45.27,4667300,45.27
"667",45.299999,45.860001,44.529999,45.029999,7486500,45.029999
"668",44.799999,45.75,44.580002,45.32,4112100,45.32
"669",45.779999,46.360001,45.509998,46.32,3723000,46.32
"670",46.740002,47.009998,46.240002,46.619999,3041400,46.619999
"671",46.220001,46.310001,45.580002,46.139999,3021700,46.139999
"672",46.540001,46.669998,45.5,45.610001,2613900,45.610001
"673",46.169998,46.48,45.5,46.139999,2627300,46.139999
"674",46.299999,46.669998,45.779999,45.889999,3079900,45.889999
"675",45.91,46.400002,45.279999,46.23,5532200,46.23
"676",46.330002,47.48,45.779999,47.310001,4449100,47.310001
"677",47.419998,47.529999,46.450001,46.779999,2730900,46.779999
"678",47.09,47.169998,44.810001,44.889999,6338500,44.889999
"679",45.360001,46.119999,45.25,45.400002,5923900,45.400002
"680",45.150002,46.459999,45.150002,46.119999,5330100,46.119999
"681",46.09,46.23,45.48,45.549999,5660100,45.549999
"682",45.470001,46.400002,45.41,46,4378100,46
"683",46.25,47.169998,46.200001,46.450001,4133900,46.450001
"684",46.68,46.900002,46.049999,46.389999,6125800,46.389999
"685",46.119999,46.490002,45.849998,46.389999,3173500,46.389999
"686",46.619999,46.759998,45.220001,45.779999,4367200,45.779999
"687",45.639999,46.470001,45.290001,45.330002,3308100,45.330002
"688",45.189999,45.349998,42.959999,43.130001,6626300,43.130001
"689",43.419998,43.75,42.77,43.169998,4643300,43.169998
"690",43.09,43.689999,42.93,43.259998,4833100,43.259998
"691",43.5,43.619999,41.619999,42.75,7653800,42.75
"692",42.470001,43.450001,42.189999,42.73,5790900,42.73
"693",42.529999,43.279999,42.450001,43.23,4949100,43.23
"694",43.439999,43.73,42.759998,43.57,3165600,43.57
"695",43.509998,44.41,43.369999,43.82,5564600,43.82
"696",43.419998,43.580002,42.630001,42.759998,7304900,42.759998
"697",43.099998,43.950001,43.02,43.82,4128000,43.82
"698",43.68,44.27,43.290001,44.09,4536100,44.09
"699",44.669998,45.240002,44.200001,44.27,3173000,44.27
"700",44.119999,44.369999,43.709999,43.900002,2466600,43.900002
"701",44.68,46,44.400002,45.209999,5746500,45.209999
"702",44.889999,45.75,44.830002,45.540001,3485000,45.540001
"703",45.98,47.259998,45.799999,47.18,7092800,47.18
"704",47.09,47.290001,46.130001,46.880001,5060200,46.880001
"705",47.200001,47.299999,45.77,45.77,5588200,45.77
"706",45.68,49.580002,45.220001,48.75,10963900,48.75
"707",48.259998,48.91,47.5,48.389999,5381800,48.389999
"708",48.700001,48.700001,47.07,47.639999,3380700,47.639999
"709",47.529999,48.419998,47.060001,48.23,4483800,48.23
"710",48.25,49.259998,48.099998,48.599998,4286800,48.599998
"711",48.619999,50.040001,48.369999,49.91,6421100,49.91
"712",53,54.439999,52.52,54.040001,13755800,54.040001
"713",53.799999,54.360001,52.200001,53.080002,5871800,53.080002
"714",53.400002,53.759998,52.060001,52.130001,5498000,52.130001
"715",52.389999,52.43,51.009998,51.709999,5710100,51.709999
"716",51.990002,52.48,51.25,51.84,3448800,51.84
"717",51.849998,52.389999,50.810001,50.830002,3872000,50.830002
"718",50.84,53.119999,50.84,53.09,5923300,53.09
"719",53.330002,55.110001,53.18,55.060001,6656700,55.060001
"720",54.59,54.849998,53.84,53.959999,5627500,53.959999
"721",54,55.34,53.709999,55.200001,4463800,55.200001
"722",54.799999,55.939999,54.700001,55.349998,5542200,55.349998
"723",55.459999,55.5,54.470001,54.650002,3170000,54.650002
"724",54.639999,58.18,54.259998,57.560001,8366700,57.560001
"725",57.880001,60.369999,57.880001,59.360001,11088300,59.360001
"726",59.68,59.740002,58.860001,59.389999,4068000,59.389999
"727",58.939999,59.549999,58.150002,59.459999,4421900,59.459999
"728",59.380001,59.830002,58.900002,59.689999,3092800,59.689999
"729",59.900002,60.279999,59.200001,59.450001,3396600,59.450001
"730",59.689999,61.290001,59.59,61.169998,4902300,61.169998
"731",60.73,61.080002,59.91,60.02,3563400,60.02
"732",60.110001,60.759998,59.610001,60.439999,2983300,60.439999
"733",60.400002,60.639999,59.720001,60.470001,1147800,60.470001
"734",60.32,60.919998,59.41,60.18,5169800,60.18
"735",59.220001,60.09,58.529999,60.07,3079000,60.07
"736",60.299999,60.470001,59.91,59.98,2530500,59.98
"737",60,60.220001,59.23,60.02,2754600,60.02
"738",60.27,61.290001,60.169998,60.98,3137800,60.98
"739",61.18,61.220001,59.139999,59.169998,3962400,59.169998
"740",59.110001,59.650002,58.970001,59.619999,2684900,59.619999
"741",59.389999,59.540001,58.490002,58.639999,4781200,58.639999
"742",58.75,59.700001,58.310001,58.52,3429200,58.52
"743",57.970001,59.029999,57.049999,57.709999,6230700,57.709999
"744",58.060001,60.82,57.639999,60.02,7383000,60.02
"745",59.68,59.900002,58.799999,58.939999,3507300,58.939999
"746",59.189999,60.529999,58.880001,60.349998,3225700,60.349998
"747",63.07,63.490002,61.720001,61.869999,5745600,61.869999
"748",61.240002,62.060001,60.509998,61.93,6544200,61.93
"749",62.290001,63.139999,61.75,62.900002,4281700,62.900002
"750",63,63.259998,62.560001,63.23,978900,63.23
"751",63.34,63.560001,62.990002,63.400002,1870800,63.400002
"752",63.43,63.669998,63.209999,63.650002,1622900,63.650002
"753",63.779999,63.790001,62.799999,63.040001,2199500,63.040001
"754",63,63.389999,62.400002,62.869999,2163100,62.869999
"755",62.98,63.27,60.82,61.880001,4969200,61.880001
"756",60.740002,62.119999,60.740002,61.16,4965000,61.16
"757",61.049999,63.099998,60.950001,63.029999,4091300,63.029999
"758",63.029999,63.290001,61.91,63.029999,3475500,63.029999
"759",63.09,64.589996,62.709999,64.370003,3969500,64.370003
"760",64.519997,64.769997,63.959999,64.160004,2510500,64.160004
"761",64.5,64.989998,64.089996,64.480003,2897800,64.480003
"762",64.309998,64.440002,62.830002,63.400002,4546700,63.400002
"763",63.290001,63.560001,62.889999,63.169998,5818700,63.169998
"764",63.349998,64.989998,63.290001,64.519997,3356000,64.519997
"765",64.68,65.18,64.059998,65.129997,2098200,65.129997
"766",65.07,65.080002,63.470001,64.540001,3428000,64.540001
"767",64.230003,66.089996,64.209999,65.489998,3458000,65.489998
"768",65.860001,67.489998,65.419998,66.760002,8734600,66.760002
"769",66.699997,68.080002,65.059998,68.019997,11178700,68.019997
"770",68.309998,68.639999,66.489998,66.610001,7332600,66.610001
"771",65.620003,65.660004,62.91,63.419998,11173700,63.419998
"772",64.050003,65.5,63.990002,65.25,6978700,65.25
"773",65.080002,65.879997,64.260002,65.199997,8212200,65.199997
"774",64.330002,64.57,62.560001,63.52,6159800,63.52
"775",62.84,63.240002,62.189999,62.810001,8643400,62.810001
"776",63.310001,63.41,62.279999,62.880001,7306800,62.880001
"777",61.82,64,60.5,61.970001,8366600,61.970001
"778",63.169998,66.339996,63.119999,66.07,6582100,66.07
"779",65.809998,65.989998,63.709999,64.349998,5731200,64.349998
"780",64.43,64.440002,62.900002,63.16,3818100,63.16
"781",63.150002,63.27,62.5,63,4297600,63
"782",63.139999,64.209999,63.040001,63.709999,3628100,63.709999
"783",64.660004,67.07,64.57,66.489998,6668900,66.489998
"784",65.790001,66.849998,65.720001,65.889999,3112400,65.889999
"785",65.779999,65.879997,64.269997,64.940002,5962400,64.940002
"786",65.029999,66.870003,64.779999,66.709999,7022400,66.709999
"787",66.720001,67.449997,66.07,67.370003,7282300,67.370003
"788",66.699997,66.919998,65.139999,65.730003,3676400,65.730003
"789",65.209999,65.919998,64.839996,65.489998,3098900,65.489998
"790",62.369999,63.459999,58.75,59.349998,8368200,59.349998
"791",59.779999,59.900002,55.830002,55.950001,6020300,55.950001
"792",55.84,56.57,53.540001,54.389999,0,54.389999
"793",53.27,55.220001,52.150002,52.619999,9801800,52.619999
"794",50.66,53.07,50.459999,53.02,8612100,53.02
"795",53.509998,55.599998,51.549999,55.439999,9814500,55.439999
"796",55.5,57.349998,53.240002,54.029999,8821200,54.029999
"797",60.900002,63.389999,59.740002,62.459999,17185600,62.459999
"798",60.389999,62.580002,58.619999,59.720001,6569000,59.720001
"799",57.400002,58.830002,56.330002,58.560001,8606800,58.560001
"800",53.939999,57.330002,53,55.360001,8343900,55.360001
"801",57.259998,60.700001,56.330002,60.369999,8412800,60.369999
"802",58.119999,59.98,57.150002,57.950001,8351600,57.950001
"803",52.75,60.669998,51.869999,57.130001,9086600,57.130001
"804",59.5,63.970001,56.98,63.57,8702500,63.57
"805",56.77,58.43,54.02,54.029999,7447300,54.029999
"806",55.130001,58.52,52.75,57.990002,7641300,57.990002
"807",54.029999,55.66,43.959999,52.68,7918700,52.68
"808",51.959999,54.5,48.029999,53.599998,5897800,53.599998
"809",54.48,57.349998,47.950001,48.849998,8462900,48.849998
"810",47.970001,48.07,44.810001,45.549999,7328000,45.549999
"811",48.169998,50.25,46.27,48.73,8091200,48.73
"812",48.5,54.849998,46.709999,52.290001,6327100,52.290001
"813",53.25,58.610001,52.169998,58.299999,6652800,58.299999
"814",55.630001,57.48,53.900002,55.099998,4706000,55.099998
"815",55.240002,58.959999,54.869999,57.709999,4596000,57.709999
"816",57.709999,59.91,56.23,59.41,7812700,59.41
"817",56.360001,57.639999,55.650002,56.119999,4849700,56.119999
"818",55.52,57.459999,54.02,56.360001,2980900,56.360001
"819",55.950001,56.75,53.830002,54.599998,3841400,54.599998
"820",56.990002,60.619999,56.369999,60.119999,4578800,60.119999
"821",62.41,63.220001,59.200001,60.150002,5105500,60.150002
"822",60.630001,65.860001,59.700001,65.150002,4992000,65.150002
"823",65.129997,68.629997,64.470001,66.419998,6814300,66.419998
"824",65.919998,66.150002,63.82,65.150002,4896500,65.150002
"825",66.669998,67.5,65.849998,66.400002,5988700,66.400002
"826",66.349998,69.480003,65.959999,69.019997,5993800,69.019997
"827",69.5,73.209999,68.959999,72.849998,4538100,72.849998
"828",74.489998,74.699997,70.5,71.290001,4640300,71.290001
"829",70.360001,70.739998,68.160004,68.419998,5088300,68.419998
"830",67.089996,68.089996,65.779999,66.239998,4152000,66.239998
"831",67.949997,69.290001,67.629997,68.349998,4114900,68.349998
"832",69.029999,70.260002,68.43,69.239998,4272300,69.239998
"833",69.949997,70.75,68.940002,70.580002,2690500,70.580002
"834",71.379997,72.449997,69.910004,70.82,3817300,70.82
"835",69.790001,70.029999,65.150002,67.169998,8994300,67.169998
"836",68.510002,68.589996,66.029999,66.169998,5088700,66.169998
"837",65.5,67.849998,65.010002,66.580002,5441000,66.580002
"838",65.349998,66.57,63.790001,64.970001,3449800,64.970001
"839",64.919998,65.919998,63.860001,65.860001,2280000,65.860001
"840",66.440002,68.68,65.5,68.349998,3237600,68.349998
"841",68.309998,68.370003,65.379997,65.5,2866900,65.5
"842",66.5,66.779999,64.290001,64.610001,2651000,64.610001
"843",65.57,66.169998,65.019997,65.879997,1961900,65.879997
"844",65.389999,67.970001,65.260002,67.540001,3958000,67.540001
"845",68.379997,68.860001,66.589996,66.75,3731600,66.75
"846",66.279999,66.410004,63.84,64.690002,3638000,64.690002
"847",64.089996,66.580002,63.869999,65.839996,2868900,65.839996
"848",65.5,69,65.5,68.699997,3614900,68.699997
"849",69.5,70.620003,67.669998,67.739998,3240400,67.739998
"850",67.379997,68.449997,66.870003,66.910004,2370000,66.910004
"851",67.5,67.599998,64.980003,65.32,4129300,65.32
"852",64.75,65.800003,64.150002,65.650002,3253700,65.650002
"853",66.220001,66.269997,64.690002,64.839996,2661000,64.839996
"854",66.050003,66.089996,64.089996,64.489998,4113400,64.489998
"855",65.129997,65.739998,62.369999,65.690002,3246900,65.690002
"856",66.389999,67.739998,65.610001,66.900002,3041500,66.900002
"857",67.18,67.839996,65.099998,66.25,5262600,66.25
"858",66.040001,66.330002,64.730003,65.699997,2742700,65.699997
"859",65.610001,66.400002,64.57,66.269997,2965700,66.269997
"860",67.089996,67.230003,65.199997,65.360001,3044600,65.360001
"861",64.809998,65.57,63.34,64.389999,4051900,64.389999
"862",65.260002,65.800003,64.43,65.110001,4518400,65.110001
"863",64.360001,67.25,64.199997,67.18,4715400,67.18
"864",67.129997,67.260002,65.449997,65.669998,2887900,65.669998
"865",65.849998,66.089996,64.019997,64.410004,3862300,64.410004
"866",63.84,63.990002,59.650002,60.259998,4133600,60.259998
"867",64.239998,64.290001,60.400002,61.939999,6176800,61.939999
"868",60.43,62.630001,59.540001,61.98,4822000,61.98
"869",63.98,65.110001,62.860001,64.080002,3821700,64.080002
"870",64.239998,64.239998,63.029999,63.529999,2814600,63.529999
"871",62.959999,64.139999,62.599998,63.950001,2891400,63.950001
"872",65.010002,65.360001,63.720001,64.220001,5942900,64.220001
"873",63.869999,63.98,62.66,63.099998,4530700,63.099998
"874",63.630001,64.440002,62.650002,63.77,5276700,63.77
"875",63.450001,63.98,61.119999,61.880001,5176400,61.880001
"876",61.5,63.41,60.650002,63.360001,5567400,63.360001
"877",63.169998,63.279999,59.580002,59.75,19625800,59.75
"878",59.849998,62.599998,59.57,62.59,5993200,62.59
"879",62.709999,64.129997,61.080002,63.549999,5354100,63.549999
"880",63.970001,65.889999,63.959999,65.410004,4312900,65.410004
"881",65.889999,67.629997,65.82,66.519997,3399800,66.519997
"882",67.529999,67.550003,66.129997,66.629997,2886800,66.629997
"883",66.010002,67.18,64.940002,65.830002,2431700,65.830002
"884",65.870003,66.5,64.550003,65.589996,2490600,65.589996
"885",65.18,65.269997,62.580002,63.310001,3700500,63.310001
"886",63.509998,63.52,62.18,62.84,2562700,62.84
"887",63,64.769997,62.93,63.529999,3017300,63.529999
"888",63.150002,65.32,63.110001,65.279999,2597600,65.279999
"889",65.769997,66.370003,64.519997,65.599998,3163600,65.599998
"890",65.550003,66.93,65.470001,66.029999,2624500,66.029999
"891",66.540001,66.910004,66.18,66.269997,2138400,66.269997
"892",66.43,66.440002,64.389999,64.860001,2343400,64.860001
"893",65.190002,66.160004,64.800003,65.870003,2697600,65.870003
"894",65.949997,67.089996,65.459999,66.82,2446600,66.82
"895",66.690002,68.449997,66.690002,67.739998,3335300,67.739998
"896",67.879997,68.040001,66.830002,67.510002,2645300,67.510002
"897",66.809998,67.360001,65.82,67.269997,3505200,67.269997
"898",65.769997,66.709999,63.830002,64.230003,7188700,64.230003
"899",64.57,66.760002,64.519997,66.339996,2946400,66.339996
"900",65.129997,66.860001,64.279999,66.809998,2547200,66.809998
"901",66.580002,66.639999,64.449997,65.25,2527700,65.25
"902",65.650002,65.919998,62.759998,63.099998,4564200,63.099998
"903",63.02,63.740002,62.310001,62.639999,3607900,62.639999
"904",63.169998,64.099998,62.700001,63.98,2592600,63.98
"905",63.580002,64.279999,62.93,63.720001,1775900,63.720001
"906",63.720001,64.860001,63.439999,64.279999,1732400,64.279999
"907",64.379997,64.449997,62.779999,63,3253800,63
"908",64.050003,64.440002,62.720001,62.880001,2762500,62.880001
"909",63.52,65.339996,63.52,65.050003,2723500,65.050003
