"","BIIB.Open","BIIB.High","BIIB.Low","BIIB.Close","BIIB.Volume","BIIB.Adjusted"
"451",330.890015,339.119995,328.769989,338.609985,1151000,338.609985
"452",337.890015,342.269989,334.679993,338.230011,939800,338.230011
"453",337.790009,337.790009,328,330.149994,1002500,330.149994
"454",323.059998,327.119995,318.519989,320.410004,1885000,320.410004
"455",322.299988,323.850006,314.160004,315.540009,1736300,315.540009
"456",315,326.5,311,316.149994,2414500,316.149994
"457",315.940002,319.690002,301.089996,302.049988,2766800,302.049988
"458",294.609985,302.339996,288.339996,298.470001,3001700,298.470001
"459",292.850006,304.899994,291,300.170013,2174300,300.170013
"460",304.410004,308.48999,294.720001,300.959991,1567600,300.959991
"461",301.920013,306.690002,298.339996,306.279999,1482700,306.279999
"462",308.670013,310.670013,303.269989,304.269989,1328600,304.269989
"463",304.429993,315.940002,304.269989,315.329987,1331100,315.329987
"464",319.329987,320.890015,309.640015,312.700012,1197900,312.700012
"465",314.179993,318.799988,313.579987,317.149994,1020000,317.149994
"466",316.029999,322.420013,316.029999,320.279999,1064600,320.279999
"467",323.130005,331.880005,322.399994,331.51001,1371500,331.51001
"468",330.519989,331.410004,325,326.040009,1088300,326.040009
"469",325.769989,326.630005,322.089996,325.200012,783000,325.200012
"470",324.899994,325,317.559998,318.899994,954900,318.899994
"471",320.429993,325.26001,317.929993,319.079987,839400,319.079987
"472",321.559998,322.779999,312.98999,313.549988,1390900,313.549988
"473",311.269989,322.049988,310,321.720001,1196000,321.720001
"474",321.820007,326.190002,320.619995,324.049988,1542100,324.049988
"475",325.119995,326.320007,315.450012,319.209991,1204000,319.209991
"476",318.959991,323.51001,313.25,319.480011,1357000,319.480011
"477",319.890015,321.049988,315.279999,315.559998,746900,315.559998
"478",313.809998,324.450012,313.279999,320.079987,597800,320.079987
"479",321.700012,322.48999,315.410004,319.5,1141600,319.5
"480",317.769989,323.910004,316.119995,323.809998,964400,323.809998
"481",324.25,332.5,321.329987,332.23999,1067700,332.23999
"482",329.059998,330.98999,324.600006,326.609985,821300,326.609985
"483",327.029999,333.769989,325.149994,333.720001,1666900,333.720001
"484",335,338.720001,329.380005,332.190002,1131500,332.190002
"485",332.920013,336.299988,321.829987,322.730011,1345500,322.730011
"486",318.5,326.730011,313.640015,326.700012,1575600,326.700012
"487",324.600006,326.549988,316.149994,316.730011,1172100,316.730011
"488",317.940002,321.109985,310.98999,319.440002,968100,319.440002
"489",323.640015,326.630005,318.359985,319.790009,1050100,319.790009
"490",324.339996,330.75,319.540009,322.609985,1401500,322.609985
"491",323.970001,325.690002,319,320.140015,1220700,320.140015
"492",319.600006,320.540009,314.149994,314.549988,1233800,314.549988
"493",315.459991,323.929993,310.970001,313.100006,1397600,313.100006
"494",313.809998,313.940002,289.720001,294.75,2990800,294.75
"495",295.040009,299.23999,289.429993,292.690002,2036600,292.690002
"496",292.48999,296.589996,289.609985,292.329987,1648100,292.329987
"497",291.320007,296.23999,280.399994,280.600006,3070800,280.600006
"498",281.179993,286.75,278.459991,278.5,997500,278.5
"499",279.459991,295.230011,278.959991,295.170013,1513000,295.170013
"500",290.190002,294.429993,283.5,294.410004,1477600,294.410004
"501",294.5,298.25,292.5,293.519989,1053300,293.519989
"502",294.559998,302.480011,294.200012,300.920013,1064300,300.920013
"503",296.839996,307.130005,296.540009,304.690002,1336500,304.690002
"504",306.76001,316.690002,305.920013,307,2148600,307
"505",311.799988,323.630005,309.899994,318.329987,1532600,318.329987
"506",319.279999,327.26001,317.410004,322.399994,1316500,322.399994
"507",324.529999,325.899994,320.470001,324.440002,1008100,324.440002
"508",325.76001,330.700012,324.459991,326.630005,1223600,326.630005
"509",325.619995,331.369995,324.200012,331.190002,845800,331.190002
"510",329.399994,333.570007,327.829987,333.209991,1317800,333.209991
"511",331.279999,331.519989,327.720001,330.420013,952500,330.420013
"512",330.670013,337.970001,328.929993,337.540009,982200,337.540009
"513",337.429993,339.970001,330.059998,332.029999,1232100,332.029999
"514",331.23999,339.959991,330.320007,338.339996,1004700,338.339996
"515",340.329987,340.549988,334.709991,337.420013,1270800,337.420013
"516",335.049988,340.700012,333.660004,338.959991,1448400,338.959991
"517",340.459991,344,333.290009,337.220001,1046800,337.220001
"518",336.910004,337.209991,331.970001,332.869995,1090900,332.869995
"519",334.880005,337.359985,333.51001,336.769989,971500,336.769989
"520",335.190002,335.880005,326.839996,330.01001,1230500,330.01001
"521",327.140015,335.079987,326.01001,334.480011,1645700,334.480011
"522",326.200012,331,321.420013,327.859985,2387900,327.859985
"523",328.23999,334.299988,325.059998,333.779999,1419200,333.779999
"524",333.75,333.75,326.070007,330.910004,1180900,330.910004
"525",331.369995,334.109985,326.609985,334.070007,990700,334.070007
"526",334.329987,338.869995,333.299988,336.98999,1281400,336.98999
"527",337.470001,338.410004,331.630005,333.23999,934500,333.23999
"528",323.899994,325.209991,307,308.730011,2786600,308.730011
"529",307.109985,316.709991,305.450012,315.119995,1633700,315.119995
"530",316.119995,317.899994,314.540009,316.869995,1360900,316.869995
"531",319.100006,320.309998,316.950012,319.429993,1082700,319.429993
"532",321,323.660004,319.23999,321.540009,1136800,321.540009
"533",321,325.779999,318.570007,324.709991,1245900,324.709991
"534",328.089996,333.279999,324.709991,332.869995,1435700,332.869995
"535",330.829987,335.940002,330.829987,333,946800,333
"536",332.369995,335.299988,331.570007,335.160004,859900,335.160004
"537",329.970001,331.48999,320.390015,321.170013,1441200,321.170013
"538",321.190002,325.390015,320.429993,325.329987,1030000,325.329987
"539",327.950012,331.98999,326.25,327.480011,839000,327.480011
"540",327.230011,329.149994,325.130005,327.619995,742900,327.619995
"541",326.529999,330.029999,325.51001,328.890015,598500,328.890015
"542",327.640015,329.779999,326.51001,328.01001,752900,328.01001
"543",331.290009,335.170013,330.149994,334.100006,906100,334.100006
"544",335.600006,336.570007,324.440002,327.26001,1046900,327.26001
"545",327.75,330.119995,325.040009,326.869995,1020400,326.869995
"546",327.48999,328.410004,317.839996,317.970001,1007800,317.970001
"547",317.109985,318,314.179993,315.290009,1078700,315.290009
"548",312.290009,313.329987,305.899994,307.929993,1602100,307.929993
"549",308.279999,312.149994,307.279999,311.459991,1491700,311.459991
"550",313.079987,315.279999,311.26001,312.720001,1332200,312.720001
"551",313.119995,321.220001,312.109985,320.559998,1107200,320.559998
"552",321.529999,323.549988,318.700012,321.519989,1157500,321.519989
"553",321.959991,330.100006,321.959991,329.869995,2368100,329.869995
"554",328.549988,330,324.279999,325.649994,1055800,325.649994
"555",326.26001,327.75,322.399994,323.76001,1081900,323.76001
"556",323.670013,325,320.140015,320.589996,993400,320.589996
"557",230.070007,235.770004,224.600006,226.880005,21621700,226.880005
"558",225.100006,226.800003,216.490005,216.710007,8490900,216.710007
"559",220.020004,221.880005,216.119995,220.259995,5968600,220.259995
"560",221.889999,233.759995,221.570007,232.910004,6808300,232.910004
"561",232.940002,237.770004,227.080002,229.949997,4041500,229.949997
"562",230.979996,236.279999,230.110001,232.820007,2856400,232.820007
"563",235.589996,237.139999,233.020004,236.380005,2697200,236.380005
"564",239.070007,239.460007,232.220001,232.490005,3504200,232.490005
"565",232.350006,237.550003,232.350006,233.270004,3337100,233.270004
"566",235,235,228.5,231.399994,3937400,231.399994
"567",231.399994,236.800003,231.039993,235.039993,2629700,235.039993
"568",235.470001,244.080002,235.309998,241.720001,3250300,241.720001
"569",241.830002,243.050003,238.380005,239.740005,2088000,239.740005
"570",239.25,239.25,235.720001,237.580002,2146200,237.580002
"571",237.649994,241.869995,235.75,240.279999,1612600,240.279999
"572",240.520004,240.75,231.050003,233.830002,2875600,233.830002
"573",235,236.789993,233.610001,234.5,2001800,234.5
"574",235.039993,235.880005,231.570007,232.369995,1753400,232.369995
"575",232.169998,233.440002,227.419998,228.720001,2425000,228.720001
"576",229.770004,231.880005,225.279999,227.179993,2507500,227.179993
"577",227.279999,227.880005,221.529999,226.389999,2761000,226.389999
"578",226.990005,232.179993,226.570007,228.809998,1802900,228.809998
"579",228.270004,233.350006,226.740005,230.210007,2557300,230.210007
"580",232.020004,232.800003,223.460007,224.399994,4123900,224.399994
"581",224.029999,232.199997,223.089996,229.889999,2547800,229.889999
"582",230.25,231.440002,226.690002,230.529999,1660800,230.529999
"583",230.960007,231.699997,228.080002,229.380005,1517800,229.380005
"584",229.669998,231.429993,226.399994,229.240005,1914000,229.240005
"585",228.970001,232.440002,227.889999,229.5,1666100,229.5
"586",229.830002,234.490005,229.220001,230.520004,1965600,230.520004
"587",232.770004,234.110001,230.550003,231.179993,2382300,231.179993
"588",228.949997,236.679993,227.5,236.070007,2368700,236.070007
"589",233.789993,238.169998,227.690002,229.020004,3150300,229.020004
"590",229.25,232.529999,227.589996,230.979996,2087500,230.979996
"591",229.169998,229.520004,224.339996,228.470001,2108500,228.470001
"592",227.679993,228.5,222.580002,226.229996,1899500,226.229996
"593",222.990005,226.910004,222.119995,225.660004,1799300,225.660004
"594",225.880005,230.449997,225.410004,229.179993,1905700,229.179993
"595",228.800003,232.070007,227.050003,230.589996,1394300,230.589996
"596",230.460007,232.830002,229.800003,230.869995,1447500,230.869995
"597",229.5,232,228.110001,229.279999,1893300,229.279999
"598",228.179993,232.009995,226.610001,230.759995,2004400,230.759995
"599",230.070007,234.490005,228.809998,232.919998,1531100,232.919998
"600",231.919998,236.889999,230.050003,235.039993,1478000,235.039993
"601",232.940002,233.220001,227.380005,229.110001,2120700,229.110001
"602",229.729996,230.520004,225.820007,227.059998,1792500,227.059998
"603",227.789993,230.139999,225.089996,225.539993,1876200,225.539993
"604",223.639999,224.490005,221.229996,223.399994,1549700,223.399994
"605",223.009995,224.970001,221.119995,223.779999,1071300,223.779999
"606",221.710007,223.309998,219.199997,219.289993,1649800,219.289993
"607",220.309998,226.580002,219.509995,223.369995,1714600,223.369995
"608",224.509995,229.25,224.309998,227,1446200,227
"609",227.119995,227.570007,224.479996,226.089996,1378100,226.089996
"610",225.179993,228.169998,223.850006,224.350006,1641700,224.350006
"611",226.050003,228.869995,224.009995,227.229996,1428700,227.229996
"612",227.520004,230.589996,226.5,228.399994,1312800,228.399994
"613",229.5,232.809998,228.779999,229.080002,1296900,229.080002
"614",228.289993,231.600006,228.009995,230.429993,1238600,230.429993
"615",231.050003,233.830002,229.699997,231.259995,1166100,231.259995
"616",230.490005,231.419998,226.960007,227.669998,1475800,227.669998
"617",228.759995,232.960007,227.550003,231.779999,1669000,231.779999
"618",233.949997,237.75,232.539993,233.009995,1646000,233.009995
"619",232.610001,234.419998,231.860001,233.889999,1802500,233.889999
"620",236.259995,237,233.889999,234.970001,1910600,234.970001
"621",234.669998,239.139999,232.699997,239.089996,3065000,239.089996
"622",238.699997,241.309998,235.330002,235.910004,1435300,235.910004
"623",236.399994,245.350006,235.990005,240.289993,2108700,240.289993
"624",241.449997,242.679993,235.919998,238.070007,1872600,238.070007
"625",237.910004,241.139999,237.830002,239.770004,2124700,239.770004
"626",235.490005,237.289993,233.460007,233.869995,3667500,233.869995
"627",236.589996,238.029999,234.130005,235.490005,1866900,235.490005
"628",236.259995,236.479996,233.399994,236.369995,1401100,236.369995
"629",237,238.740005,236.240005,238.270004,680200,238.270004
"630",236.910004,238.910004,233.229996,234.25,1264500,234.25
"631",234.25,234.25,228.029999,230.839996,1539900,230.839996
"632",229.490005,234.360001,228.529999,234.220001,1235600,234.220001
"633",233.880005,235.979996,229.460007,232.429993,1281400,232.429993
"634",231.800003,232.139999,227.190002,231.600006,1421200,231.600006
"635",230.889999,233.449997,230.639999,231.419998,1248700,231.419998
"636",232.529999,234.350006,229.889999,233.619995,1028300,233.619995
"637",234.300003,235.039993,231.059998,231.550003,1207200,231.550003
"638",231.529999,231.990005,229.350006,229.440002,851700,229.440002
"639",229.850006,232.339996,228.580002,232.229996,1195800,232.229996
"640",232.860001,234.130005,231.089996,231.270004,1315700,231.270004
"641",232.520004,235.240005,231.289993,232.479996,1274700,232.479996
"642",239,246.990005,238.210007,243.880005,3295000,243.880005
"643",244.699997,245.929993,239.149994,241.240005,1565000,241.240005
"644",241.320007,241.550003,237.300003,238.210007,932800,238.210007
"645",233.910004,238.449997,232.320007,238.210007,1544500,238.210007
"646",238.210007,239.300003,235.929993,237.110001,883600,237.110001
"647",237.330002,242.639999,236.059998,241.509995,1215900,241.509995
"648",239.759995,241.419998,235.240005,237.820007,1074900,237.820007
"649",238.759995,245.300003,236.419998,243.059998,1871000,243.059998
"650",242.119995,242.979996,239.330002,242.270004,1111100,242.270004
"651",240.350006,240.990005,234.149994,235.210007,1327000,235.210007
"652",236.449997,240.990005,232.300003,240.169998,1389900,240.169998
"653",237.809998,239.149994,233.070007,237.580002,1169400,237.580002
"654",238.160004,239.919998,235.779999,238.229996,1651400,238.229996
"655",237.839996,238,234.399994,235.800003,1036000,235.800003
"656",234.089996,235.529999,229.449997,230.960007,1233700,230.960007
"657",230.830002,234.759995,230.199997,233.229996,1067400,233.229996
"658",230,230.570007,226,226.720001,1390900,226.720001
"659",227.080002,228.660004,226.529999,227.630005,1034400,227.630005
"660",229.389999,232.869995,227.440002,231.679993,953900,231.679993
"661",233.369995,236.639999,233.179993,235.720001,1021800,235.720001
"662",235.089996,235.550003,230.75,231.279999,843600,231.279999
"663",232.800003,233.779999,231.5,233.179993,807500,233.179993
"664",233.419998,233.600006,229.529999,232.059998,732900,232.059998
"665",231.259995,231.869995,225.100006,225.850006,1288100,225.850006
"666",227.320007,227.990005,222.949997,223.759995,983600,223.759995
"667",225,225.639999,219.710007,220.789993,1564000,220.789993
"668",220.550003,223.479996,219,221.070007,1408200,221.070007
"669",223.100006,223.75,219.800003,220.160004,1175300,220.160004
"670",220.729996,221.679993,217.899994,219.75,1226300,219.75
"671",218.149994,219.889999,216.089996,217.440002,1385000,217.440002
"672",218.75,219.389999,215.779999,219.289993,1166200,219.289993
"673",220.440002,225.429993,220.440002,223.960007,1491900,223.960007
"674",224.460007,227.270004,222.699997,224.570007,1201300,224.570007
"675",225.580002,231.059998,224.389999,230,1651800,230
"676",230.25,234.800003,230.179993,233,1718900,233
"677",230.229996,238.740005,229.779999,235.960007,1823600,235.960007
"678",236.309998,236.309998,226.059998,232.309998,1953500,232.309998
"679",232,237.979996,232,236.630005,1689000,236.630005
"680",236.169998,240.5,234.820007,236.119995,1598400,236.119995
"681",234.860001,239.5,234.360001,238.699997,1205700,238.699997
"682",239.360001,239.520004,233.320007,235.169998,1562400,235.169998
"683",235.110001,238.419998,234.229996,235.619995,1237800,235.619995
"684",235.429993,242.210007,234.300003,238.789993,3577300,238.789993
"685",238.580002,242.710007,237.369995,239.960007,1317800,239.960007
"686",240,241.470001,235.149994,236.199997,1545300,236.199997
"687",236.199997,239.190002,235.669998,235.899994,1148700,235.899994
"688",236.610001,236.860001,228.800003,230.220001,1647200,230.220001
"689",231.279999,233.240005,228.130005,230.220001,1340200,230.220001
"690",230.279999,235.25,229.419998,232.820007,1182400,232.820007
"691",232.759995,234.039993,224.669998,227.199997,1805800,227.199997
"692",226.559998,228.350006,220.610001,221.259995,1990800,221.259995
"693",221.699997,223.479996,219.699997,222.5,1827500,222.5
"694",223.100006,225.5,222.199997,224,1214600,224
"695",225.639999,229.759995,224,226.990005,1572000,226.990005
"696",225.160004,226.100006,221.559998,221.940002,1973700,221.940002
"697",223.149994,224.149994,221.899994,222.130005,1429300,222.130005
"698",222.139999,224.210007,221.960007,223,1471200,223
"699",225.440002,227.5,220.509995,223.210007,2388300,223.210007
"700",222.5,226.380005,221.839996,225.759995,2553900,225.759995
"701",225.410004,228.330002,225.160004,226.059998,1976600,226.059998
"702",226.229996,229.75,225.960007,227.720001,1365300,227.720001
"703",227.850006,228.970001,223.479996,225.600006,1776600,225.600006
"704",225.490005,225.490005,220.009995,220.059998,2801700,220.059998
"705",222,225.779999,221.559998,223.509995,2358100,223.509995
"706",310,318,279.160004,281.869995,21843100,281.869995
"707",285.23999,286.670013,275.660004,278.820007,5522400,278.820007
"708",278.209991,287.040009,278.01001,285.679993,2803200,285.679993
"709",285.339996,290.179993,284.100006,288.040009,2163900,288.040009
"710",283.76001,295.970001,283.390015,295.540009,2395100,295.540009
"711",294.76001,299.890015,294.73999,297.5,2391300,297.5
"712",302.51001,306.920013,299.019989,299.890015,2146500,299.890015
"713",300.019989,301.579987,295.570007,298.709991,1959900,298.709991
"714",299.790009,303.790009,298.570007,299.200012,1463300,299.200012
"715",301.140015,302.559998,293.130005,293.429993,1576200,293.429993
"716",293.75,295.089996,288.820007,292.179993,1374600,292.179993
"717",292.339996,293,286.850006,289,1306400,289
"718",289.519989,290.559998,285.600006,286.869995,1430700,286.869995
"719",286.529999,293.390015,285.25,293.25,1477100,293.25
"720",292.480011,294.920013,290.519989,294.140015,1007700,294.140015
"721",295,296.25,289.119995,291.399994,1860900,291.399994
"722",290.25,290.25,280.950012,281.890015,1910300,281.890015
"723",282.839996,282.839996,271.480011,275.149994,2354800,275.149994
"724",278.25,283.950012,277.109985,282.269989,1922200,282.269989
"725",280.429993,283.5,280.049988,282.619995,1626700,282.619995
"726",282.109985,290.690002,280.51001,285.429993,2001500,285.429993
"727",285.089996,289.100006,283.880005,285.399994,1409600,285.399994
"728",285.350006,289.179993,283.76001,288.459991,1292400,288.459991
"729",288.399994,301.859985,288.320007,299.079987,3288200,299.079987
"730",301.630005,307.01001,300.559998,302.609985,2226100,302.609985
"731",301.600006,307.350006,301.600006,302.98999,2417200,302.98999
"732",303.609985,304,298.679993,303.350006,1369900,303.350006
"733",301.100006,305.179993,299.399994,299.809998,944600,299.809998
"734",292.350006,296.600006,290.160004,292.390015,1822200,292.390015
"735",291.779999,294.649994,289.799988,290.700012,1644900,290.700012
"736",290.149994,293.140015,284.029999,289.519989,1736200,289.519989
"737",291,309.059998,275.040009,299.390015,5988600,299.390015
"738",299.679993,304.559998,299.679993,300.26001,2261100,300.26001
"739",300.269989,304.320007,295.459991,295.549988,2077000,295.549988
"740",294.380005,300.26001,294.369995,297.200012,1227200,297.200012
"741",296.820007,299.290009,292,292.230011,1313900,292.230011
"742",291.940002,296.170013,290.929993,293.850006,1951100,293.850006
"743",298,304,294.890015,296.829987,1946100,296.829987
"744",297.809998,301.73999,296.75,301.399994,1398700,301.399994
"745",301.859985,301.929993,296.299988,297.109985,1360300,297.109985
"746",297.630005,300.829987,295.549988,296.609985,1790800,296.609985
"747",297.269989,298.769989,295.01001,297.579987,1472400,297.579987
"748",301,301.850006,299.5,301.049988,3949700,301.049988
"749",302.899994,305.720001,300.859985,301.559998,1542200,301.559998
"750",301.640015,304.649994,301.070007,304.070007,433700,304.070007
"751",304.470001,306.940002,301.279999,301.790009,738200,301.790009
"752",302.850006,303.049988,299.48999,300.089996,677100,300.089996
"753",300.369995,301.570007,295.01001,296.01001,873200,296.01001
"754",295.279999,297.359985,292.839996,296.730011,810100,296.730011
"755",299.059998,299.079987,292.279999,294.23999,1178300,294.23999
"756",290.769989,292.679993,290.220001,290.850006,700100,290.850006
"757",290.23999,291.190002,288.200012,290.820007,1271000,290.820007
"758",290.570007,291.839996,287.98999,290.089996,1034000,290.089996
"759",288.880005,294.190002,287.809998,292.660004,1059000,292.660004
"760",293.98999,296.570007,292.359985,294.299988,966500,294.299988
"761",294.640015,298.73999,294.359985,296.51001,1164500,296.51001
"762",294.809998,295.5,290.829987,293.899994,1401100,293.899994
"763",294.100006,306.350006,291.269989,298.970001,2112600,298.970001
"764",298.940002,300.369995,292.410004,293.089996,1975600,293.089996
"765",294.48999,294.799988,284.23999,286.140015,2800000,286.140015
"766",287.320007,288,284.899994,285.5,1765000,285.5
"767",286.540009,287.839996,282.76001,287.190002,2253100,287.190002
"768",288.170013,290.850006,287.600006,288.100006,1571000,288.100006
"769",287.230011,288.079987,281.209991,284.209991,1936100,284.209991
"770",284.209991,284.98999,277.320007,278.140015,1260200,278.140015
"771",278.140015,282.329987,276.23999,281.140015,1405500,281.140015
"772",283.959991,284.290009,280.720001,281.950012,1136500,281.950012
"773",282.049988,283.380005,279.660004,282.519989,1166200,282.519989
"774",288.119995,288.119995,276.140015,277.529999,1601000,277.529999
"775",276.079987,276.279999,267.589996,268.850006,1701700,268.850006
"776",270.609985,275.299988,269.76001,272.730011,1257800,272.730011
"777",276.399994,285.600006,275.940002,283.290009,1684400,283.290009
"778",285.630005,374.98999,279.179993,332.869995,10159200,332.869995
"779",338.390015,348.660004,333.5,337.23999,3613600,337.23999
"780",335.390015,340.320007,331.660004,338.700012,2209400,338.700012
"781",332,339.559998,330.23999,338.929993,1867000,338.929993
"782",338.059998,340.049988,329.720001,332.290009,1806200,332.290009
"783",331.660004,334.709991,329.040009,331.76001,1603000,331.76001
"784",329.200012,338.880005,329,334.25,1307300,334.25
"785",334,335.399994,331.829987,333,1023200,333
"786",343.660004,344,334.089996,337.100006,1515100,337.100006
"787",338,341.769989,335.420013,341.040009,1488400,341.040009
"788",342.179993,343,332.5,336.640015,1497800,336.640015
"789",336.970001,337.820007,334.600006,336.709991,923200,336.709991
"790",331.5,336,325.420013,325.980011,1732500,325.980011
"791",327.200012,330.609985,322.700012,324.109985,1831100,324.109985
"792",326.980011,330.929993,323.609985,327.450012,1411300,327.450012
"793",324.720001,325.549988,309.630005,310.079987,2221100,310.079987
"794",300.230011,310.540009,299,308.390015,2396200,308.390015
"795",308.640015,328.230011,307.829987,327.890015,2364600,327.890015
"796",320.279999,333,311.869995,315.779999,2036100,315.779999
"797",319.290009,328.450012,316.410004,328.450012,1752300,328.450012
"798",319.730011,326.450012,315,317.700012,1470400,317.700012
"799",308.269989,319.179993,306.170013,317.950012,1513000,317.950012
"800",301,306.970001,293.76001,297.190002,2149500,297.190002
"801",304.48999,308.769989,289.579987,305.630005,2378600,305.630005
"802",295.98999,303.359985,291.959991,294.25,1878900,294.25
"803",280,285.420013,266.01001,268.880005,2901000,268.880005
"804",279.140015,306,276.23999,305.209991,3641100,305.209991
"805",281.859985,309.350006,273.589996,281.720001,3862600,281.720001
"806",285.329987,314.649994,284.140015,305.320007,2625900,305.320007
"807",293.709991,306.73999,277.51001,298.679993,2767300,298.679993
"808",293.149994,297.480011,283.279999,288.019989,2470000,288.019989
"809",288.019989,301.880005,277.809998,278.769989,2730000,278.769989
"810",283.350006,288.059998,262.25,269.190002,2695400,269.190002
"811",278.890015,283.26001,269.980011,276.190002,3464100,276.190002
"812",274.730011,300.839996,268.130005,284.980011,2678900,284.980011
"813",284.73999,306.769989,284.51001,304.940002,2270100,304.940002
"814",297,307.140015,294.25,296.75,1653100,296.75
"815",300,321.410004,298.079987,316.130005,1747300,316.130005
"816",313.480011,319.940002,309.200012,316.380005,2869100,316.380005
"817",308.809998,313.459991,290.350006,293.269989,2177500,293.269989
"818",290.100006,307.149994,290,304.470001,3286600,304.470001
"819",303.700012,311.519989,296.809998,300.51001,1422800,300.51001
"820",308.48999,314.140015,300.600006,311.390015,3181100,311.390015
"821",314.940002,319.600006,299.609985,301.209991,2457700,301.209991
"822",305.25,319.390015,301.01001,316.950012,1932300,316.950012
"823",315.100006,322.450012,314.01001,321.049988,1479600,321.049988
"824",318.01001,325.109985,316.790009,322.940002,2083700,322.940002
"825",329,336.5,328.339996,333.76001,1675500,333.76001
"826",329.450012,333.200012,322.859985,326.940002,1426400,326.940002
"827",331.149994,340.380005,328.170013,338.339996,1602600,338.339996
"828",345.970001,346.049988,335.290009,342.549988,1701800,342.549988
"829",338.640015,350.23999,337.279999,339.410004,1620700,339.410004
"830",332.51001,336.190002,328.369995,329.01001,1521800,329.01001
"831",302.75,306.98999,289.019989,298.01001,6650100,298.01001
"832",293.609985,297.440002,291.570007,292.25,2911100,292.25
"833",293.059998,297.940002,290.100006,297.799988,1778800,297.799988
"834",300.579987,305,299.73999,303.23999,1611400,303.23999
"835",305.019989,312.829987,303,305.220001,1862600,305.220001
"836",308.839996,313.339996,304.630005,304.709991,2100100,304.709991
"837",299,305.049988,296.140015,296.829987,2291100,296.829987
"838",295.070007,297.920013,291.880005,293.089996,1538700,293.089996
"839",294.059998,297.899994,293.019989,296.519989,1253100,296.519989
"840",297.140015,306.5,297.079987,304.440002,1348400,304.440002
"841",305.049988,312.660004,304.980011,306.779999,1255500,306.779999
"842",308.709991,317.549988,308.51001,314.01001,1764300,314.01001
"843",315.48999,317.700012,311.369995,314.019989,1126200,314.019989
"844",313.410004,330.130005,313,328.01001,1513500,328.01001
"845",329.910004,335,318.890015,319.769989,1882100,319.769989
"846",320.899994,327.200012,312.660004,314.959991,1795900,314.959991
"847",311.149994,317.779999,311.149994,315.820007,1167100,315.820007
"848",313.48999,317.209991,311,316.600006,820900,316.600006
"849",324,324,315.290009,315.899994,1022400,315.899994
"850",314.670013,316.850006,308.660004,310.079987,862100,310.079987
"851",311.579987,314.579987,308.190002,309.529999,904100,309.529999
"852",309.76001,311.26001,302.529999,304.459991,1099700,304.459991
"853",304.109985,305.029999,300.799988,304.529999,690100,304.529999
"854",309.070007,309.070007,294.890015,295.869995,1663500,295.869995
"855",297,301.5,291.829987,301.459991,1374700,301.459991
"856",302.290009,304.799988,297.859985,300.5,1431000,300.5
"857",300.980011,307.820007,297.910004,307.089996,1917300,307.089996
"858",305.720001,306.950012,300.700012,301.450012,863000,301.450012
"859",300.279999,303.920013,300.279999,302.859985,945800,302.859985
"860",303.040009,304.679993,299.709991,302.600006,945500,302.600006
"861",302.98999,303.959991,297.549988,299.649994,1019000,299.649994
"862",300.609985,308.269989,298.119995,306.720001,1297400,306.720001
"863",304.480011,306.059998,299.130005,301.26001,1491000,301.26001
"864",297,297.339996,291,293.73999,2045800,293.73999
"865",296.079987,296.809998,291.899994,295.25,1430800,295.25
"866",293.660004,294.390015,281.200012,283.220001,1669500,283.220001
"867",286.059998,286.959991,273.589996,279.269989,2041100,279.269989
"868",276.359985,278.98999,272.019989,278.48999,2187800,278.48999
"869",282.01001,285.959991,280.220001,282.119995,1752900,282.119995
"870",283.600006,285.279999,279.679993,281.459991,2070600,281.459991
"871",261.079987,270.190002,258.950012,260.299988,6575000,260.299988
"872",261.75,271.98999,259.799988,271,7723100,271
"873",266.5,267.359985,261.230011,264.290009,2195100,264.290009
"874",266.369995,273.01001,265.48999,268.190002,1820100,268.190002
"875",266.899994,271.420013,261.790009,263.040009,1448800,263.040009
"876",262.420013,263.420013,258.75,262.630005,1271400,262.630005
"877",262.76001,262.98999,257.600006,258.660004,2356900,258.660004
"878",260.839996,263.679993,258.399994,260.350006,899300,260.350006
"879",260.950012,268.470001,260.369995,267.549988,1274000,267.549988
"880",266.890015,269.320007,261.869995,264.769989,1093800,264.769989
"881",265.48999,267.980011,264.119995,265.119995,942900,265.119995
"882",268.040009,270.709991,267.130005,269.799988,859400,269.799988
"883",269.299988,272.049988,267.570007,268.350006,2069800,268.350006
"884",294.320007,294.98999,278.170013,280.190002,3257800,280.190002
"885",282.299988,282.98999,274.279999,278.700012,1115600,278.700012
"886",277.179993,279.48999,275.350006,278.880005,955300,278.880005
"887",279.279999,282.859985,275.899994,276.519989,1209800,276.519989
"888",275.149994,281.76001,274.140015,281.269989,895700,281.269989
"889",282.130005,284.690002,280.390015,282.959991,1136600,282.959991
"890",282.220001,282.320007,276.809998,279.540009,944300,279.540009
"891",280.660004,283.480011,279.269989,281.880005,903600,281.880005
"892",281.140015,284.230011,281.140015,283.399994,739700,283.399994
"893",285,285,280.029999,280.190002,888500,280.190002
"894",285.359985,286.480011,279.100006,280.809998,1392100,280.809998
"895",282.26001,282.26001,277.529999,278.51001,948000,278.51001
"896",277.26001,277.320007,270.660004,272.329987,862300,272.329987
"897",282.679993,287.25,279.549988,286.190002,1968100,286.190002
"898",286.269989,287,280.160004,280.350006,1158900,280.350006
"899",281.190002,283.420013,274.890015,277.359985,816600,277.359985
