"","DGX.Open","DGX.High","DGX.Low","DGX.Close","DGX.Volume","DGX.Adjusted"
"45",97.949997,98.57,97.82,97.919998,601000,89.027809
"46",98.010002,98.599998,97.599998,98.199997,507500,89.282387
"47",98.129997,98.959999,98.019997,98.779999,549100,89.809708
"48",98.940002,98.970001,98.129997,98.790001,612200,89.81881
"49",99,99.459999,98.190002,98.660004,829100,89.700615
"50",98.870003,99.839996,98.540001,99.739998,909700,90.68251
"51",99.82,100,98.400002,98.720001,1083800,89.755165
"52",98.830002,99.339996,98.760002,99.059998,1547800,90.064278
"53",99.339996,99.459999,98.870003,99.169998,576100,90.164276
"54",99.360001,99.769997,98.019997,98.43,1125000,89.491508
"55",98.639999,98.790001,97.989998,98.57,875800,89.618774
"56",98.459999,99.360001,98.099998,98.269997,685800,89.346039
"57",98.389999,99.209999,98.269997,98.699997,884000,89.736969
"58",98.059998,98.82,97.489998,98.639999,807600,89.682419
"59",98.510002,99.040001,97.75,98.839996,727900,89.864265
"60",98.620003,98.650002,98.120003,98.220001,500100,89.300552
"61",98.199997,98.57,98,98.370003,449000,89.436951
"62",98.089996,98.370003,97.839996,98.190002,783000,89.273293
"63",97.849998,98.360001,97.610001,98.010002,772800,89.519905
"64",98.019997,98.279999,97.32,97.620003,874800,89.163696
"65",97.910004,98.809998,97.559998,97.889999,967700,89.410316
"66",97.900002,97.940002,96.970001,97.860001,681800,89.382889
"67",97.760002,98.050003,97.309998,97.849998,458500,89.373764
"68",97.839996,98.449997,97.349998,98.209999,378700,89.702583
"69",97.959999,98.290001,97.32,98.230003,446800,89.72084
"70",98.400002,98.459999,97.639999,98.120003,428300,89.620354
"71",97.989998,98.040001,97.139999,97.25,618200,88.825706
"72",97.389999,97.809998,97.18,97.769997,781700,89.300682
"73",97.449997,97.599998,96.910004,97.110001,904300,88.697876
"74",97.5,98.160004,97.449997,98.110001,850500,89.611237
"75",99.669998,104.169998,99.230003,104.029999,3329900,95.018425
"76",104.199997,105.25,103.18,103.300003,2212000,94.351639
"77",103.860001,104.519997,103.360001,104.089996,1679100,95.073212
"78",103.589996,105.989998,103.150002,105.870003,1836000,96.699028
"79",106.120003,106.589996,105.32,105.760002,1226400,96.598549
"80",105.980003,106.580002,105.620003,105.809998,886600,96.644226
"81",105.75,106.290001,105.339996,105.510002,940300,96.370209
"82",105.739998,106.660004,105.389999,106.269997,735400,97.064377
"83",106.730003,107.220001,106.230003,106.800003,985700,97.54847
"84",106.779999,107.059998,106.169998,106.739998,1389900,97.49366
"85",106.989998,107.730003,106.639999,107.220001,940800,97.932076
"86",107.43,107.550003,106.839996,107.089996,875200,97.813339
"87",107.18,108,106.900002,107.190002,703000,97.904686
"88",107.150002,107.620003,106.809998,107.279999,1024900,97.9869
"89",107,107.970001,106.900002,107.849998,712000,98.5075
"90",107.669998,108.209999,107.18,107.410004,1171200,98.105629
"91",107.160004,107.279999,106.120003,106.470001,927900,97.247047
"92",106.5,107.849998,106.360001,107.589996,1044100,98.270027
"93",107.459999,107.5,106.059998,106.389999,863400,97.173981
"94",106.389999,106.389999,105.07,105.120003,918700,96.014
"95",105.199997,106.25,104.650002,105.650002,877700,96.498077
"96",105.860001,106.169998,105.279999,105.889999,823000,96.717285
"97",106.040001,106.830002,105.800003,106.550003,616500,97.320122
"98",106.739998,106.900002,106.279999,106.510002,490900,97.283585
"99",106.510002,106.860001,106.110001,106.540001,705900,97.310974
"100",106.75,108.519997,106.5,108.139999,678500,98.772392
"101",108.260002,108.610001,107.769997,107.980003,572900,98.626266
"102",107.949997,108.769997,107.75,107.889999,615000,98.544052
"103",108.059998,108.900002,108.059998,108.769997,872600,99.347832
"104",108.959999,109.830002,108.639999,109.720001,717300,100.215523
"105",109.900002,110.279999,109.650002,109.940002,691100,100.416481
"106",109.809998,110.279999,109.239998,109.339996,734400,99.868431
"107",108.980003,109.489998,108.830002,109.139999,615900,99.685753
"108",109.360001,109.639999,108.620003,108.93,659100,99.493942
"109",108.93,109.07,107.779999,108.32,853900,98.93679
"110",108.339996,108.839996,108.040001,108.410004,826200,99.019012
"111",108.379997,108.660004,106.379997,107.440002,1340600,98.133018
"112",107.870003,108.489998,107.720001,108.43,997900,99.037277
"113",108.650002,108.650002,106.769997,107.230003,599000,97.941223
"114",106.639999,107.730003,106.540001,107.730003,630800,98.397919
"115",107.82,108.089996,107.279999,107.669998,915700,98.343102
"116",107.669998,108.18,107.099998,108.139999,850100,98.772392
"117",108.169998,109.07,108.110001,108.339996,1288500,98.95507
"118",108.330002,109.089996,108.330002,109.029999,762400,99.585289
"119",109.059998,110.379997,108.959999,109.559998,774200,100.069382
"120",109.660004,109.889999,109.010002,109.699997,1260500,100.19725
"121",109.739998,110.650002,109.489998,110.050003,828600,100.51693
"122",109.910004,110.260002,108.940002,109.470001,975600,99.98719
"123",110.190002,111.43,109.849998,111.110001,851500,101.485123
"124",111.32,111.870003,109.610001,110.540001,1059900,100.964493
"125",110.839996,111.760002,110.739998,111.160004,893600,101.530785
"126",111.760002,112.970001,110.660004,110.660004,845600,101.074097
"127",111.260002,111.989998,110.43,110.790001,657800,101.192833
"128",110.190002,110.260002,108.650002,109.010002,1050400,99.973099
"129",109.230003,109.82,108.389999,109.730003,971500,100.6334
"130",109.519997,109.709999,108.540001,108.589996,936600,99.587914
"131",108.580002,108.93,107.82,108.559998,667800,99.560387
"132",109.050003,109.419998,108.699997,108.900002,647000,99.872208
"133",109,109,108.029999,108.669998,505500,99.661285
"134",108.709999,109.360001,108.449997,109.029999,635500,99.991432
"135",109,109.730003,108.889999,109.660004,520300,100.569206
"136",109.669998,109.839996,108.889999,109.610001,795900,100.523354
"137",109.75,110.279999,109.339996,109.93,682200,100.816826
"138",110.050003,110.349998,109.32,109.650002,1129000,100.56002
"139",109.580002,109.949997,108.949997,109.389999,713000,100.321587
"140",109.260002,109.650002,108.610001,109.440002,1007700,100.367447
"141",108,108.739998,105.07,108.18,1776000,99.211899
"142",108.400002,110.800003,108.160004,108.220001,1468700,99.248589
"143",108.220001,109.699997,107.540001,108.989998,990900,99.954758
"144",109.099998,109.599998,108.610001,109.510002,617300,100.431664
"145",109.610001,109.760002,108.25,108.309998,747100,99.331123
"146",108.57,109.209999,108.300003,108.339996,731300,99.358643
"147",108.230003,108.269997,107.279999,107.970001,735200,99.01931
"148",107.760002,108.32,107.300003,107.559998,647800,98.643288
"149",107.82,107.82,106.360001,106.970001,618200,98.102219
"150",106.980003,107.25,105.919998,106.730003,1347600,97.882118
"151",106.660004,107.290001,106.010002,106.209999,885000,97.40522
"152",106.220001,106.800003,105.760002,106.5,740200,97.671165
"153",106.129997,106.440002,105.379997,105.610001,690600,96.85495
"154",105.709999,107.040001,105.709999,106.099998,849400,97.304352
"155",106.769997,106.870003,106.349998,106.459999,697300,97.634483
"156",106.940002,107.43,106.220001,106.599998,639400,97.762894
"157",106.809998,107.449997,106.639999,106.75,587200,97.900436
"158",106.68,107.269997,104.910004,105.370003,496900,96.63485
"159",105.269997,105.669998,104.629997,104.870003,779200,96.176308
"160",105.07,105.529999,104.849998,105,673400,96.295517
"161",105.190002,106.889999,105.150002,106.839996,702300,97.982979
"162",106.459999,106.919998,106.019997,106.739998,659700,97.891281
"163",106.959999,107.209999,106.510002,106.57,511400,97.735382
"164",106.739998,107.519997,106.650002,107.019997,335800,98.148064
"165",107.349998,107.449997,106.440002,107.040001,912700,98.166405
"166",106.610001,107.349998,106.470001,106.790001,753900,97.937134
"167",106.720001,107.410004,106.57,107.260002,477100,98.368179
"168",107.410004,108.459999,107.220001,108.349998,795700,99.367813
"169",108.459999,108.779999,107.650002,108.169998,516400,99.202721
"170",107.82,108.120003,107.110001,107.419998,814200,98.514915
"171",107.629997,107.650002,106.580002,107.260002,758600,98.368179
"172",107.419998,107.629997,106.699997,107.290001,552400,98.395683
"173",107.209999,107.639999,106.93,107.540001,654100,98.624931
"174",108.330002,108.540001,107.690002,108.230003,625200,99.257759
"175",108.360001,108.629997,107.260002,107.529999,512000,98.615776
"176",107.370003,107.639999,106.629997,106.889999,980300,98.028839
"177",106.720001,106.730003,105,105.599998,1131300,96.845787
"178",105.519997,105.970001,104.489998,104.959999,1252300,96.258827
"179",105.029999,105.379997,103.620003,103.860001,959200,95.250015
"180",103.779999,103.910004,101.370003,101.860001,1231100,93.415817
"181",101.620003,102.629997,101.160004,101.800003,2385100,93.360817
"182",101.769997,102.129997,100.010002,101.550003,1359100,93.131531
"183",101.550003,102.510002,100.629997,102.110001,1026600,93.645096
"184",95.470001,96.650002,92.639999,94.57,4661500,86.730171
"185",94.5,95.959999,93.830002,94.300003,2414000,86.482559
"186",94.300003,94.669998,92.790001,93.089996,1989200,85.372849
"187",92.599998,93.230003,91.669998,91.959999,2312200,84.336525
"188",91.980003,94.419998,91.779999,93.639999,2451300,85.877243
"189",93.489998,93.989998,93,93.57,1534400,86.227455
"190",93.209999,94.040001,92.419998,92.889999,1581700,85.6008
"191",92.839996,93.339996,92.529999,92.959999,1432100,85.665314
"192",93.120003,93.410004,92.120003,92.440002,1072600,85.186127
"193",92.480003,92.769997,91.940002,92.419998,1160600,85.167686
"194",92.510002,92.580002,90.93,91.059998,965000,83.914398
"195",90.669998,90.93,90.18,90.860001,1840600,83.73011
"196",91.059998,91.93,90.830002,91.449997,1318300,84.273804
"197",91.440002,92.040001,90.940002,91.519997,1615000,84.338318
"198",91.160004,91.610001,90.589996,91.059998,785800,83.914398
"199",90.93,91.559998,90.690002,91.529999,1064400,84.347519
"200",91.5,92.279999,90.790001,92.18,1393000,84.946533
"201",92.18,93.089996,91.599998,92.050003,1916300,84.826736
"202",92.889999,94.110001,90.099998,93.230003,2452900,85.914131
"203",93.610001,95.290001,93.550003,95.080002,1806800,87.618942
"204",95.190002,96,94.940002,95.199997,1418200,87.72953
"205",95.099998,95.489998,94.449997,95.269997,1125400,87.794044
"206",94.860001,94.949997,93.669998,94.209999,1927700,86.817223
"207",94.889999,95.75,94.160004,94.800003,1216600,87.360939
"208",95.120003,95.839996,94.449997,95.68,887500,88.171875
"209",95.43,95.43,92.699997,93.779999,1398600,86.420959
"210",93.349998,94.269997,93.07,93.779999,1217600,86.420959
"211",93.910004,94.489998,93,93.099998,1371700,85.794319
"212",93.199997,94.699997,93.080002,93.75,1263300,86.393318
"213",93.860001,94.419998,93.699997,94.089996,658400,86.706642
"214",93.830002,94.57,93.139999,93.150002,1165600,85.840401
"215",93.400002,93.919998,92.43,92.660004,904300,85.388855
"216",92.379997,93.760002,91.760002,93.150002,928900,85.840401
"217",92.940002,93.919998,92.160004,93.019997,1843500,85.720612
"218",92.800003,93.07,92.040001,92.050003,1056000,84.826736
"219",92,92.43,91.860001,92,1058500,84.780632
"220",91.639999,92.620003,91.419998,92.419998,1359800,85.167686
"221",92.139999,92.410004,91.440002,91.849998,736500,84.64241
"222",92.169998,93.379997,92.169998,92.940002,850600,85.646889
"223",92.629997,93.720001,92.019997,93.040001,2013400,85.739037
"224",92.25,92.75,90.309998,92.410004,2092800,85.158478
"225",91.809998,93.519997,91.800003,92.459999,1328400,85.204536
"226",92.529999,93.660004,92.209999,92.519997,1476400,85.259819
"227",92.370003,92.510002,91.080002,91.620003,634800,84.430458
"228",91.730003,92.660004,91.480003,92.5,981800,85.241409
"229",92.730003,93.519997,92.349998,93.349998,899700,86.024696
"230",93.279999,97.43,93.269997,97.330002,2134000,89.69239
"231",97.309998,99.440002,97.309998,98.459999,3487600,90.733696
"232",98.349998,99.25,97.07,99.209999,2595800,91.424858
"233",99.629997,102.620003,99.610001,100.239998,2135400,92.374031
"234",100.110001,100.389999,97.860001,97.870003,1884500,90.190018
"235",98.040001,98.089996,97.370003,97.389999,1026300,89.747665
"236",97.230003,97.620003,96.510002,96.620003,1177400,89.038101
"237",96.730003,97.43,96.260002,97.089996,764400,89.471214
"238",96.769997,97.239998,96.260002,97.099998,700400,89.480438
"239",97.57,98.160004,97.010002,97.010002,1199700,89.397514
"240",96.959999,97.690002,96.529999,97.139999,1126400,89.517288
"241",97.419998,98.349998,96.959999,97.120003,1395500,89.498871
"242",97.709999,99.669998,97.470001,98.989998,1644800,91.22213
"243",99.389999,99.699997,98.589996,98.730003,1023700,90.982536
"244",98.889999,100.150002,98.239998,99.480003,896600,91.673683
"245",99.769997,99.949997,98.43,99.040001,928600,91.268196
"246",99.5,99.93,98.459999,99.150002,1484500,91.369583
"247",99.290001,99.419998,98.93,99.239998,464600,91.452507
"248",99.230003,100.010002,99.07,99.269997,365500,91.480164
"249",99.339996,99.480003,98.800003,99.199997,421600,91.415642
"250",99.339996,99.349998,98.650002,99.129997,842300,91.351143
"251",99.540001,99.739998,98.489998,98.489998,460000,90.761353
"252",98.769997,99.099998,98.349998,98.900002,874800,91.139191
"253",98.720001,99.440002,98,99.25,855100,91.461723
"254",99.589996,99.589996,98.599998,99.080002,933100,91.305077
"255",99.580002,100.080002,99,99.910004,877100,92.069954
"256",99.459999,99.839996,98.800003,99.690002,554600,92.282852
"257",99.860001,101.43,99.610001,101.139999,1083900,93.625099
"258",100.580002,101.099998,100.099998,100.370003,1198600,92.912315
"259",100.690002,101.110001,100.669998,101.019997,780000,93.514015
"260",101.400002,101.660004,100.699997,101.629997,588100,94.078712
"261",101.870003,102.25,101.190002,101.220001,580400,93.699158
"262",101.68,101.739998,101.019997,101.489998,520400,93.949097
"263",101.489998,102.089996,101.110001,101.57,579400,94.023155
"264",102.139999,103.589996,102.139999,103.059998,876500,95.402443
"265",103.230003,103.580002,102.910004,103.57,589500,95.874542
"266",103.080002,103.370003,102.139999,103.120003,896700,95.457985
"267",103.739998,105.160004,103.449997,104.620003,890900,96.84655
"268",104.760002,105.220001,103.760002,105.150002,1064000,97.337151
"269",105.599998,106.639999,104.709999,106.620003,732500,98.697929
"270",107,108.809998,106.620003,107.879997,1221700,99.864304
"271",106.919998,108.300003,105.830002,107.160004,1102700,99.1978
"272",107.470001,107.470001,105.110001,105.82,1446700,97.957375
"273",105.980003,105.980003,102,103.580002,1814500,95.883812
"274",103.300003,104.449997,102.82,103.110001,1320900,95.448738
"275",102.75,104.43,100.099998,100.099998,2169900,92.662376
"276",97.489998,101.709999,95.68,101.129997,1662900,93.615845
"277",100.730003,102.440002,100.519997,100.580002,1432000,93.10672
"278",100.5,100.699997,96.389999,96.419998,1518600,89.255806
"279",97.5,99.129997,95.269997,98.339996,1516200,91.03315
"280",98.709999,99.709999,97.889999,99.07,974000,91.708916
"281",99.870003,101.879997,99.220001,101.389999,1306200,93.856544
"282",100.760002,101.870003,100.389999,101.510002,1201400,93.967621
"283",102.169998,103.139999,101.669998,103.089996,941300,95.430214
"284",102.699997,104.790001,102.349998,104.529999,783000,96.763229
"285",104,104.360001,102.019997,102.260002,1108300,94.661888
"286",102.400002,103.5,101.870003,101.910004,838900,94.337898
"287",102.160004,102.639999,100.650002,100.849998,1052200,93.356651
"288",101,102.599998,100.260002,102.599998,766600,94.976616
"289",102.739998,104.089996,102.610001,104.089996,1018300,96.355911
"290",104.099998,106,103.949997,104.790001,1535900,97.003891
"291",104.989998,105.480003,103.050003,103.050003,1648900,95.393196
"292",103.029999,103.589996,100.059998,100.410004,1218000,92.949341
"293",100.139999,101.860001,100.139999,101.440002,850200,93.902809
"294",101,103.080002,100.540001,102.889999,472200,95.245079
"295",103.580002,104.169998,102.769997,104.139999,877600,96.402199
"296",103.970001,105.910004,103.389999,104.360001,1416200,96.605843
"297",104.769997,105.160004,103.650002,104.639999,764600,96.865051
"298",105.209999,107.519997,104.160004,106.989998,1027800,99.040443
"299",106.989998,107,105.589996,105.599998,1024100,97.753716
"300",106.150002,106.150002,104.699997,104.989998,733700,97.189041
"301",106.080002,106.239998,104.129997,104.959999,873100,97.161263
"302",104.940002,105.470001,104.449997,104.720001,689800,96.939102
"303",105.059998,105.5,104.050003,104.349998,1374100,96.596603
"304",104.370003,104.82,103.360001,103.860001,669700,96.142998
"305",104.029999,104.580002,103.300003,103.57,853800,95.874542
"306",103.779999,104.309998,103.290001,103.629997,704800,95.930084
"307",103.160004,104.279999,102.239998,102.300003,902600,94.698914
"308",102.209999,102.349998,99.599998,99.779999,857700,92.366142
"309",100.540001,100.610001,99.18,100.419998,761000,92.958611
"310",100.559998,101.239998,99.379997,99.949997,829200,92.523514
"311",100.300003,100.660004,98.830002,99.510002,1037900,92.116211
"312",100.199997,100.809998,99.190002,100.300003,733300,92.847519
"313",100.349998,100.419998,96.589996,97.809998,1173700,90.542519
"314",97.620003,98.949997,97.169998,98.900002,1066500,92.02195
"315",97.910004,99.57,97.269997,99.290001,910100,92.384827
"316",99.699997,100.730003,98.989998,99.830002,1020300,92.887276
"317",99.360001,99.620003,96.739998,97.349998,903400,90.57975
"318",97.980003,99.419998,97.760002,97.959999,625200,91.147316
"319",98.75,99.5,98.199997,98.940002,1351700,92.059181
"320",98.629997,99.629997,98.300003,99.059998,789900,92.17083
"321",99.540001,100.870003,99.18,100.25,974700,93.278061
"322",100.529999,101.050003,99.290001,99.760002,1060000,92.822151
"323",100.610001,101.949997,99.769997,101.230003,1068100,94.189919
"324",101.660004,101.800003,99.580002,100.800003,1408300,93.789818
"325",100.529999,101.57,100.410004,100.790001,1495200,93.78051
"326",100.309998,102.589996,98.970001,101.489998,1628600,94.431839
"327",101.849998,101.870003,97.620003,98.160004,1781100,91.333427
"328",98.400002,99.480003,97.519997,99.449997,1664700,92.533684
"329",99.949997,100.709999,98.970001,99.739998,1116200,92.803528
"330",99.660004,101.239998,99.010002,101.150002,957000,94.115471
"331",101.099998,102.080002,100.360001,101.360001,871900,94.31086
"332",101.419998,103,101.419998,102.739998,1082900,95.594887
"333",102.949997,103.089996,101.199997,101.199997,712500,94.161995
"334",102.419998,103.449997,101.43,102.470001,917000,95.343681
"335",102.059998,102.5,101.129997,101.360001,864000,94.31086
"336",100.839996,100.989998,98.93,100.940002,963100,93.920074
"337",100.440002,101.839996,99.169998,101.5,762100,94.441147
"338",101.540001,102.120003,100.389999,101.099998,662400,94.068962
"339",100.900002,101.400002,99.550003,99.870003,1313200,92.924477
"340",99.889999,100.769997,99.260002,100.639999,612400,93.640938
"341",100.879997,102.620003,100.709999,101.690002,673100,94.61792
"342",101.660004,102.769997,101.199997,102.5,502400,95.371582
"343",102.709999,103.25,102.43,102.93,595600,95.77169
"344",102.129997,102.620003,101.739998,102.129997,475200,95.027321
"345",102.389999,102.760002,101.709999,101.800003,854200,94.720276
"346",101.839996,102.129997,101.330002,101.709999,705800,94.636536
"347",101.849998,102.519997,100.730003,102.150002,1978100,95.045937
"348",102.669998,103.120003,102.330002,102.599998,498300,95.46463
"349",102.5,102.709999,101.699997,101.839996,427700,94.757484
"350",101.510002,101.82,100.650002,101.220001,435400,94.180611
"351",101.089996,101.440002,100.379997,100.889999,538100,93.87355
"352",103.599998,107.839996,103,105.809998,2772200,98.451393
"353",106.07,106.919998,105.5,106.349998,1975500,98.953827
"354",106.519997,109.080002,106.519997,108.360001,1548900,100.824043
"355",108.57,108.57,106.489998,106.529999,1349200,99.121315
"356",107.269997,107.970001,106.379997,107.949997,675700,100.442551
"357",107.980003,108.389999,107.25,107.300003,725100,99.837761
"358",107.019997,107.480003,106.059998,106.720001,562300,99.298103
"359",106.849998,108.010002,106.790001,107.989998,535300,100.47979
"360",108.400002,108.489998,107.349998,107.599998,470400,100.116905
"361",109.099998,110.449997,108.599998,109.720001,1297000,102.089462
"362",109.599998,112.300003,108.860001,111.650002,1657200,103.885239
"363",111.470001,111.589996,110.610001,111.010002,828200,103.289757
"364",111.5,111.519997,110.519997,110.669998,519600,102.973396
"365",111,111.419998,110.370003,110.940002,768200,103.224632
"366",110.610001,111.389999,109.980003,111.309998,1354900,103.568878
"367",110.440002,110.75,109.849998,110.349998,497600,102.675652
"368",110,110.779999,109.550003,110.669998,632600,102.973396
"369",110.559998,110.769997,109.360001,110.720001,576900,103.019936
"370",110.650002,111.370003,110.080002,111.18,689700,103.447929
"371",111.690002,112.300003,111.160004,112.040001,911900,104.248131
"372",114.269997,116.489998,112.519997,113.139999,1646800,105.271629
"373",113.139999,113.339996,111.709999,112.050003,1399700,104.257431
"374",109.559998,110.830002,107.459999,110.360001,1979200,102.684967
"375",109.809998,110.660004,108.059998,110.220001,830600,102.554703
"376",110,111.349998,109.68,109.940002,741900,102.294167
"377",109.620003,110.290001,108.730003,110.209999,613500,102.545387
"378",110.360001,110.760002,109.800003,110.059998,345500,102.405823
"379",110.639999,110.980003,109.639999,110.809998,733200,103.103653
"380",110.290001,110.75,109.510002,110.489998,451700,103.271912
"381",110.709999,111.190002,110.139999,110.769997,666700,103.533615
"382",112.07,113.57,111.800003,112.989998,1264200,105.608582
"383",112.699997,113.870003,112.279999,113.580002,1055300,106.160034
"384",114.18,114.389999,113.589996,113.900002,820200,106.459137
"385",113.82,115.43,113.82,114.949997,676300,107.440536
"386",115.059998,115.169998,114.07,114.379997,528900,106.907768
"387",114.209999,114.730003,113.75,114.059998,543500,106.608681
"388",113.860001,114.459999,113.059998,113.529999,683300,106.113312
"389",113.279999,115.089996,113.080002,114.989998,598900,107.477928
"390",114.440002,115.470001,114.410004,114.459999,698900,106.982567
"391",114.739998,115.639999,113.040001,114.889999,820200,107.384468
"392",105.809998,108.720001,105,105.419998,2872500,98.533112
"393",105.75,107.93,104.449997,107.660004,2401600,100.626785
"394",107.660004,109.18,107.059998,107.339996,1108100,100.327682
"395",107.07,108.040001,106.480003,106.720001,1097600,99.748184
"396",106.720001,107.400002,106.099998,107.019997,1059000,100.02861
"397",107.169998,107.949997,106.779999,107.720001,653700,100.682869
"398",107.900002,108.220001,106.849998,106.940002,550200,99.953835
"399",106.830002,108.690002,106.5,108.519997,633500,101.430603
"400",106.830002,109,106.830002,108.839996,602400,101.729683
"401",108.5,108.959999,108.160004,108.379997,713200,101.299736
"402",108.599998,108.879997,108.25,108.839996,784700,101.729683
"403",108.910004,109.139999,107.480003,108.07,826400,101.009987
"404",108.410004,108.93,108,108.400002,728100,101.318436
"405",108.080002,108.959999,108.080002,108.529999,636100,101.439949
"406",108.449997,108.900002,108.080002,108.419998,408800,101.337143
"407",108.239998,109.089996,108.110001,108.650002,446600,101.552124
"408",108.25,108.669998,107.629997,108.370003,600300,101.290398
"409",108.989998,109.830002,108.690002,109.540001,740700,102.383965
"410",109.519997,112.379997,109.309998,111.440002,2244500,104.159836
"411",111.480003,112.339996,111.160004,111.339996,586200,104.06636
"412",111.029999,111.660004,110.550003,110.629997,803900,103.402748
"413",110.489998,110.949997,110.339996,110.709999,739500,103.477531
"414",110.669998,111.470001,110.370003,110.800003,562800,103.561661
"415",111.089996,111.169998,110.169998,110.510002,629300,103.290604
"416",110.849998,110.849998,109.959999,110.389999,715400,103.178436
"417",110.43,110.720001,109.900002,110.57,531600,103.346672
"418",110.860001,111.540001,110.489998,110.849998,372200,103.608398
"419",110.089996,110.730003,109.790001,110.129997,472000,102.935425
"420",109.839996,110.349998,109.519997,109.980003,707800,102.795227
"421",110.019997,110.330002,109.220001,109.330002,551400,102.187706
"422",109.419998,109.620003,108.720001,109.449997,485300,102.299843
"423",109.389999,110.059998,109.300003,109.769997,480700,102.59893
"424",109.739998,110.110001,109.230003,109.349998,515600,102.206383
"425",109.559998,109.82,108.650002,108.720001,562800,101.617546
"426",108.529999,108.959999,108.129997,108.360001,1137100,101.281067
"427",108.059998,109.290001,107.510002,107.900002,1572100,100.851105
"428",108.510002,108.720001,107.589996,108.169998,1312000,101.10347
"429",108.599998,109.050003,108.019997,108.190002,851100,101.122154
"430",108.480003,108.480003,107.410004,107.629997,1300800,100.598747
"431",107.800003,108.160004,107.099998,107.220001,1113100,100.215538
"432",107.510002,108.209999,107.190002,107.529999,828200,100.505272
"433",107.889999,108.199997,107.449997,107.93,629300,100.87915
"434",108.080002,108.730003,107.510002,107.610001,1209100,100.580048
"435",107.489998,107.709999,106.370003,107.589996,1354200,100.561363
"436",108.029999,108.610001,107.480003,107.589996,997600,100.561363
"437",107.800003,108.209999,107.139999,107.480003,744200,100.458565
"438",107.5,108.239998,107.059998,107.25,876600,100.243568
"439",107.25,107.959999,106.980003,107.910004,982400,100.860451
"440",108.07,108.760002,107.93,108.379997,900500,101.299736
"441",108.260002,108.5,107,107.669998,915100,100.636131
"442",107.709999,107.790001,106.010002,106.239998,853800,99.299553
"443",105.389999,105.57,103.120003,103.379997,1565500,97.083298
"444",103.379997,104,102.949997,103.330002,1028900,97.036354
"445",103.25,103.809998,102.300003,102.980003,710600,96.707664
"446",102.809998,103.839996,102.690002,103.599998,1306300,97.289894
"447",103.730003,105.160004,103.339996,103.389999,979200,97.092682
"448",103.129997,103.349998,100.400002,100.440002,1487600,94.322365
"449",100.989998,101.730003,99.290001,100.25,951400,94.143944
"450",99.690002,100.940002,99.580002,99.959999,1064700,93.871605
"451",100.389999,102.360001,100.230003,102.239998,1067300,96.012726
"452",102.169998,102.980003,101.650002,102.379997,1253700,96.144196
