"","ICE.Open","ICE.High","ICE.Low","ICE.Close","ICE.Volume","ICE.Adjusted"
"242",70.93,71.290001,70.419998,70.489998,3811400,67.272072
"243",70.790001,71.349998,70.68,71.209999,2587200,67.959206
"244",71.5,71.879997,71.050003,71.07,3645200,67.825592
"245",71.209999,71.269997,69.82,70.019997,3457400,66.823524
"246",70.220001,70.540001,69.940002,70.110001,2040100,66.909416
"247",70.43,70.660004,69.830002,70.25,2407200,67.043045
"248",70.239998,70.379997,69.690002,70.040001,1024900,66.842621
"249",70.290001,70.589996,69.980003,70.269997,3004500,67.062119
"250",70.360001,70.610001,70.089996,70.519997,1680900,67.300705
"251",70.870003,71.169998,70.470001,70.559998,1865300,67.338867
"252",70.769997,70.769997,69.559998,69.849998,3195300,66.661285
"253",69.940002,71.279999,69.599998,70.910004,4312600,67.672905
"254",70.910004,72.940002,70.620003,72.25,3035000,68.951729
"255",72.160004,72.889999,71.949997,72.849998,2152200,69.52433
"256",72.910004,73.339996,72.589996,73.120003,1952000,69.782005
"257",73.25,74.330002,73.209999,74.050003,2413600,70.669563
"258",74.099998,74.550003,73.760002,74.459999,2487000,71.060837
"259",74.459999,74.610001,74.019997,74.379997,2178500,70.984482
"260",74.610001,75.010002,74.489998,74.779999,1699300,71.366226
"261",74.989998,75.580002,74.339996,74.580002,2148000,71.175369
"262",74.889999,75.050003,74.419998,74.800003,1954700,71.38533
"263",74.959999,75.589996,74.800003,75.269997,2132800,71.833855
"264",75.459999,75.790001,75.110001,75.599998,3146900,72.148796
"265",75.459999,75.870003,75.339996,75.830002,1645700,72.368286
"266",75.790001,75.970001,75.220001,75.790001,1821200,72.330139
"267",76,76.139999,75.040001,75.419998,2029300,71.977013
"268",76.120003,76.120003,74.739998,74.940002,2095300,71.518929
"269",75.050003,75.57,74.800003,75.57,1280500,72.120178
"270",75.489998,75.900002,74.459999,74.510002,1870400,71.108559
"271",74.269997,74.720001,73.550003,73.550003,2831300,70.19239
"272",73.550003,74.589996,73.370003,73.839996,3423600,70.469139
"273",74.010002,74.82,73.440002,74.800003,2523300,71.38533
"274",74.599998,75.290001,73.839996,73.980003,2540300,70.602753
"275",73.529999,74.470001,71.269997,71.5,4083800,68.235977
"276",70.169998,72.400002,68.800003,72.269997,5924100,68.970802
"277",70.230003,72.559998,70.230003,70.720001,4418200,67.491562
"278",70.75,70.860001,66.970001,67,5808600,63.941387
"279",67.610001,69,66.919998,68.449997,5336400,65.325203
"280",68.82,69.589996,68.169998,68.599998,4173500,65.468338
"281",68.25,69.190002,68.040001,69.120003,2676000,65.964622
"282",68.830002,71.169998,68.730003,71.07,3167500,67.825592
"283",71.629997,72.559998,71.110001,72.550003,3229500,69.238029
"284",72.150002,72.360001,71.129997,71.730003,3456100,68.455475
"285",72.25,74.5,72.160004,72.860001,4193700,69.533882
"286",72.82,74.150002,72.610001,72.860001,2637500,69.533882
"287",73.080002,73.5,71.190002,71.550003,2587500,68.283699
"288",71.889999,72.639999,71.839996,72.480003,1902400,69.171227
"289",72.709999,73.57,72.32,73.540001,1717100,70.182838
"290",73.5,74.480003,73.379997,73.43,2518900,70.077866
"291",73.690002,74.339996,73.050003,73.080002,2088500,69.743828
"292",73.040001,73.510002,71.629997,72.059998,2035600,68.770393
"293",71.720001,72.639999,71.339996,72.540001,2632100,69.228493
"294",71.830002,72.989998,71.32,72.68,4089700,69.362099
"295",72.870003,73.349998,72.120003,73.339996,2789400,69.991959
"296",72.620003,73.459999,72.199997,73.239998,1615000,69.89653
"297",73.599998,74.480003,73.080002,74.300003,2777700,70.908142
"298",74.589996,75.809998,74.5,75.730003,1767200,72.272858
"299",76.019997,76.300003,75.43,75.669998,2228400,72.215599
"300",75.959999,76.279999,74.809998,75.059998,3086100,71.633446
"301",75.120003,75.269997,74.010002,74.309998,2817300,71.145164
"302",74.459999,74.57,73.849998,74.260002,3587300,71.097298
"303",74.32,74.900002,73.870003,74.529999,6549500,71.355789
"304",74.360001,74.849998,73.690002,74.059998,3400800,70.905807
"305",74.18,74.730003,73.980003,74.410004,2955200,71.240906
"306",74.629997,74.709999,73.529999,74.019997,2165400,70.867516
"307",73.269997,73.75,71.669998,71.730003,2716900,68.675056
"308",71.93,71.989998,70.290001,70.32,2472900,67.325096
"309",71.18,73.150002,70.940002,73,2888700,69.890961
"310",73,73.57,71.300003,71.800003,3150300,68.742058
"311",71.650002,72.459999,70.760002,71.449997,2117000,68.406967
"312",71.720001,72.889999,71.080002,72.519997,3491100,69.431412
"313",72.489998,72.849998,69.800003,71.099998,2960800,68.071877
"314",71.519997,72.720001,71.169998,72.650002,3126200,69.55587
"315",71.519997,72.620003,71.489998,72.389999,2290200,69.306953
"316",72.720001,73.239998,72.480003,72.529999,2235200,69.440979
"317",71.959999,72.110001,70.089996,70.620003,1833200,67.61232
"318",71.190002,72.07,70.779999,70.889999,1928900,67.870811
"319",72.269997,72.769997,71.860001,72.470001,2489200,69.383545
"320",71.82,72.25,71.120003,71.389999,1722900,68.349541
"321",71.720001,72.93,71.559998,72.459999,2591000,69.37397
"322",73.089996,73.169998,72.120003,72.540001,2095300,69.450554
"323",73.059998,73.599998,72.970001,73.18,2739800,70.063278
"324",73.550003,74.07,73.43,73.43,2616800,70.30265
"325",73.760002,74.389999,73.660004,74.32,2108200,71.154747
"326",74.43,75.080002,74.360001,74.620003,2668600,71.441963
"327",74.949997,74.959999,73.93,74.370003,2475600,71.202614
"328",74.360001,74.440002,73.470001,73.919998,1491400,70.771782
"329",74.18,74.379997,72.559998,73.029999,2160200,69.919693
"330",72.949997,73.309998,72.440002,73.209999,1643600,70.092018
"331",73.349998,73.699997,72.419998,72.959999,2640300,69.852661
"332",73.040001,73.18,72.349998,72.720001,1903600,69.622887
"333",72.900002,73.769997,72.449997,72.459999,1722700,69.37397
"334",72.239998,72.43,71.660004,72.339996,2174700,69.259056
"335",72.330002,73.050003,72.129997,72.379997,3037700,69.297379
"336",72,72,67.699997,70.139999,7256600,67.152771
"337",69.360001,70.589996,69.080002,70.25,3402000,67.258095
"338",70.260002,71.050003,70.18,70.57,3080200,67.564445
"339",70.440002,70.629997,69.57,70.07,2595800,67.085747
"340",70.360001,72.290001,70.32,71.870003,2670300,68.809082
"341",71.809998,71.980003,71.129997,71.379997,1910500,68.339958
"342",71.199997,71.709999,70.849998,71.419998,3478600,68.37825
"343",71.5,72.010002,71.239998,71.720001,2235200,68.665489
"344",71.510002,71.970001,71.32,71.900002,2277000,68.837799
"345",71.900002,72.559998,71.440002,72.269997,2862300,69.192039
"346",72.400002,72.68,71.980003,72.400002,1754200,69.316521
"347",72.25,72.519997,71.459999,71.550003,1660000,68.502731
"348",71.980003,72.550003,71.900002,72.360001,1777100,69.278221
"349",72.169998,72.339996,71.470001,71.75,1447400,68.694183
"350",71.349998,71.610001,70.459999,71.269997,2185800,68.23465
"351",71.230003,71.459999,70.599998,71.269997,1567700,68.23465
"352",71.080002,71.139999,70.550003,70.860001,1802700,67.842094
"353",70.309998,70.480003,69.330002,69.82,2682100,66.846382
"354",70.480003,72.040001,70.400002,71.660004,3044600,68.608025
"355",71.5,71.940002,70.870003,70.889999,3568000,67.870811
"356",71.620003,72.279999,71.599998,72.110001,2408300,69.038849
"357",72.370003,72.639999,72.019997,72.510002,1572100,69.421844
"358",72.379997,74.080002,72.330002,73.779999,3133100,70.637733
"359",74.419998,76.07,74.209999,75.980003,3663000,72.744041
"360",76.230003,76.690002,75.099998,75.489998,3451700,72.27491
"361",75.68,75.879997,75.209999,75.660004,2642200,72.437668
"362",75.739998,75.879997,74.989998,75.330002,1995900,72.121735
"363",75.910004,76.089996,74.809998,75.440002,2954700,72.227051
"364",75.589996,75.639999,74.82,74.870003,1841900,71.91008
"365",75.099998,75.25,74.260002,74.519997,1906600,71.573929
"366",74.360001,74.43,73.559998,74.360001,4074600,71.420258
"367",73.900002,74.440002,73.629997,74.410004,1651000,71.468269
"368",73.730003,74.779999,73.580002,74.269997,1757900,71.333794
"369",74.660004,75.290001,74.550003,74.610001,1775100,71.660355
"370",74.800003,75.059998,73.760002,74.93,1613200,71.96772
"371",75.410004,75.629997,74.75,74.800003,1913800,71.842865
"372",74.629997,74.779999,73.57,74.300003,1830100,71.362617
"373",74.360001,75.269997,74.300003,74.57,1954100,71.621956
"374",74.5,74.949997,73.529999,73.529999,2760200,70.623055
"375",73.470001,74.150002,73.400002,73.839996,1974000,70.920807
"376",74.339996,74.5,73.540001,73.550003,3021200,70.642281
"377",73.309998,73.779999,72.879997,73.730003,2067700,70.815155
"378",74,74.330002,72.360001,72.589996,1148900,69.72023
"379",72.839996,73.010002,72.209999,72.699997,1475900,69.825867
"380",72.75,73.599998,72.440002,73.099998,1648100,70.21006
"381",73.379997,74.760002,73.339996,74.580002,1900100,71.631554
"382",74.580002,74.919998,74.059998,74.440002,1821900,71.497086
"383",73.940002,74.959999,73.940002,74.639999,1339800,71.689163
"384",75.220001,75.379997,74.290001,74.760002,1588500,71.804443
"385",74.809998,74.809998,73.800003,74.699997,1242600,71.746811
"386",74.879997,75.360001,74.709999,75.190002,1185900,72.21743
"387",74.980003,75.790001,74.82,75.610001,1452200,72.620827
"388",75.68,76.870003,75.339996,76.769997,1647000,73.734962
"389",76.660004,76.970001,75.690002,75.760002,1595600,72.764893
"390",75.440002,75.879997,75.099998,75.809998,1840100,72.81292
"391",75.75,76.610001,75.650002,76.589996,2191900,73.562088
"392",76.690002,76.93,76.239998,76.440002,3911300,73.418022
"393",76.239998,76.849998,75.919998,76.790001,2197600,73.754173
"394",76.830002,77.220001,76.550003,77.050003,2155700,74.003899
"395",76.769997,77.190002,76.160004,76.300003,1722600,73.283554
"396",76.199997,76.510002,74.160004,74.290001,2239000,71.353027
"397",74.769997,74.959999,73.199997,73.910004,3340800,70.988045
"398",74.050003,75.010002,73.529999,73.669998,1954900,70.75753
"399",72.709999,73.650002,72.059998,72.889999,4277400,70.008362
"400",72.940002,72.940002,72.360001,72.809998,2829100,69.931534
"401",72.760002,72.889999,72.400002,72.580002,2445100,69.71064
"402",72.800003,73.889999,72.660004,73.720001,1504100,70.80555
"403",73.739998,74.010002,73.190002,73.220001,1502800,70.325325
"404",73.209999,73.379997,73.029999,73.230003,1335300,70.334915
"405",72.959999,73.519997,72.480003,73.269997,1940600,70.373344
"406",73.330002,74,72.949997,72.970001,2269300,70.085197
"407",73.18,73.660004,72.959999,73.5,1555100,70.594246
"408",73.330002,73.709999,72.910004,73.129997,1409400,70.238869
"409",73.43,73.790001,73.190002,73.279999,1970200,70.382935
"410",73.300003,74.120003,73,74.050003,2785100,71.122505
"411",74.099998,74.440002,73.959999,74.139999,1655700,71.208939
"412",73.900002,74,73.120003,73.139999,2953100,70.248482
"413",72.790001,73.550003,72.519997,73.400002,2150400,70.498215
"414",73.540001,74.029999,72.949997,73,2536800,70.114014
"415",73.099998,73.370003,72.910004,73.190002,3120400,70.296509
"416",73.610001,74.370003,73.470001,74.139999,2272500,71.208939
"417",74.260002,74.910004,74.120003,74.650002,2286000,71.698784
"418",74.610001,75.720001,74.610001,75.650002,2229400,72.659256
"419",75.449997,75.970001,75.389999,75.75,2615500,72.755295
"420",75.529999,76.309998,75.410004,76.230003,1980200,73.216347
"421",76.309998,77.360001,76.089996,77.339996,2968600,74.282425
"422",77.540001,77.809998,76.580002,76.709999,3740100,73.677338
"423",76.699997,77.550003,76.330002,77.379997,2706800,74.320854
"424",77.489998,77.989998,77.18,77.839996,2161900,74.762672
"425",78.169998,78.470001,77.790001,78,1957300,74.916344
"426",77.93,78.480003,77.720001,78.110001,1732200,75.021996
"427",77.830002,77.830002,76.239998,76.330002,2845300,73.538307
"428",76.610001,77.419998,76.32,77.360001,1981800,74.530655
"429",77.550003,78.050003,77.519997,77.970001,1370000,75.118317
"430",78,78.059998,77.360001,77.519997,1541400,74.684799
"431",77.540001,78.419998,77.480003,78.18,2208000,75.320648
"432",78.339996,78.339996,77.459999,77.580002,2253400,74.742592
"433",77.959999,78.050003,77.459999,77.68,2428400,74.838936
"434",77.669998,78.190002,77.589996,77.82,4292300,74.973839
"435",77.739998,78.050003,77.470001,77.629997,1794500,74.790771
"436",77.769997,77.769997,76.230003,76.370003,2851200,73.576866
"437",76.589996,76.610001,75.160004,75.18,2392200,72.430374
"438",75.25,75.559998,74.970001,74.989998,2752300,72.24733
"439",75,75.290001,74.660004,74.889999,4184100,72.150986
"440",75.019997,75.419998,74.489998,75.25,3171400,72.497833
"441",75.220001,75.230003,74.459999,74.860001,2256900,72.122086
"442",75.300003,75.550003,74.639999,74.860001,2407100,72.122086
"443",75.029999,76.190002,74.900002,75.910004,3107700,73.133682
"444",75.910004,76.620003,75.730003,76.019997,1935300,73.239662
"445",75.800003,75.879997,74.860001,75.379997,2265200,72.62307
"446",75.239998,76.25,75.059998,76.040001,2008200,73.258926
"447",75.980003,76.199997,74.080002,74.129997,2981000,71.418785
"448",73.910004,74.279999,72.32,72.489998,3567600,69.83876
"449",73.620003,73.75,72.519997,73.300003,2668600,70.619141
"450",73.150002,73.440002,72.620003,72.68,1672800,70.02182
"451",73.169998,75.07,72.949997,74.93,2666200,72.189537
"452",73.75,74.110001,72.68,73.57,4180300,70.879272
"453",73.809998,74.32,73.050003,73.529999,2769500,70.840721
"454",73.519997,74.480003,73.370003,74.290001,3423500,71.572929
"455",74.5,74.660004,73.730003,73.809998,1917800,71.110497
"456",72.779999,74.709999,72.599998,74.349998,3028900,71.630745
"457",74.32,74.57,73.639999,73.82,3764800,71.12011
"458",74.050003,74.650002,73.529999,74.120003,3162500,71.409142
"459",73.440002,74.419998,73.370003,73.739998,4018500,71.043045
"460",73.739998,74.379997,72.110001,72.870003,4264000,70.204865
"461",73.410004,73.699997,72.489998,73.099998,8262900,70.42646
"462",74.010002,77.379997,73.279999,77.040001,7718500,74.222359
"463",77.629997,77.739998,75.650002,75.860001,4054600,73.085487
"464",76.540001,76.919998,75.839996,76.910004,2648900,74.097115
"465",77,78.629997,76.980003,78.220001,2775100,75.3592
"466",78.199997,78.510002,77.709999,78.099998,1749100,75.243584
"467",78.540001,78.860001,78.019997,78.550003,2184600,75.677139
"468",78.239998,80,78.239998,79.949997,3599700,77.025925
"469",79.790001,79.940002,78.260002,79.080002,2842400,76.187744
"470",79.029999,79.440002,77.889999,77.900002,2317100,75.050896
"471",78.269997,79.160004,78.110001,78.910004,3250600,76.023972
"472",79.620003,79.970001,78.089996,78.800003,3141200,75.917984
"473",78.220001,80.220001,77.800003,80.190002,3167700,77.257141
"474",79.739998,81.290001,79.440002,81.220001,4531600,78.249474
"475",81.089996,81.949997,80.790001,81.389999,2957600,78.413261
"476",80.32,80.339996,78.809998,79.919998,4050900,76.997025
"477",80.139999,80.379997,79.32,79.330002,2861100,76.428604
"478",79.059998,79.330002,78.690002,78.919998,1179700,76.0336
"479",79.349998,80.629997,79.300003,80.370003,3217800,77.430565
"480",79.989998,81.519997,79.970001,81.370003,3418000,78.39399
"481",81.389999,81.760002,80.230003,81.660004,3682100,78.67337
"482",81.279999,81.779999,80.620003,81.089996,3218500,78.124214
"483",81.089996,81.830002,81,81.720001,4717700,78.731201
"484",82.209999,82.650002,80.650002,81.129997,3486200,78.162773
"485",80.599998,80.980003,78.959999,79.120003,4654800,76.226288
"486",78.269997,79.550003,77.980003,79.260002,4963800,76.36116
"487",79.470001,79.970001,77.800003,78.550003,2590200,75.677139
"488",78.519997,79.120003,77.019997,78.93,2185400,76.043228
"489",79.769997,79.870003,77.980003,78.089996,3155100,75.233932
"490",78.900002,78.900002,77.959999,78,2550100,75.14724
"491",78.019997,78.029999,76.910004,77.589996,2078900,74.982964
"492",77.059998,77.830002,76.709999,77.099998,2363500,74.509415
"493",76.919998,77.379997,76.129997,76.379997,3893700,73.813614
"494",76.839996,76.980003,74.650002,75.010002,3543300,72.489647
"495",75.169998,76.470001,74.529999,75.080002,3055300,72.557297
"496",74.690002,74.919998,73.120003,73.589996,3594800,71.117355
"497",73.239998,74.860001,72.459999,72.82,4875100,70.37323
"498",72.150002,72.559998,70.629997,70.68,1485700,68.305122
"499",71.019997,73.25,69.690002,73.25,2884400,70.78878
"500",72.209999,74.25,71.550003,74.25,1997600,71.755165
"501",74.449997,75.269997,73.580002,74.449997,1617500,71.948456
"502",74.720001,75.330002,74.440002,75.330002,1728900,72.798897
"503",74.489998,75.470001,74.400002,75.330002,2274300,72.798897
"504",75.089996,75.57,73.830002,73.980003,3066300,71.494247
"505",74.839996,75.879997,74.010002,75.669998,3760600,73.127457
"506",73.32,74.760002,73.010002,73.379997,4822800,70.914406
"507",73.769997,74.120003,71.199997,72.150002,4845700,69.725739
"508",72.18,73.019997,71.93,72.440002,3301900,70.006004
"509",72.300003,72.980003,72.080002,72.779999,2758600,70.334572
"510",72.43,73.18,72.169998,73.099998,1647700,70.643814
"511",72.349998,72.970001,72.099998,72.699997,3197400,70.257263
"512",72.580002,73.559998,72.389999,73.510002,1604100,71.040047
"513",74.419998,75.050003,74.040001,74.510002,2888900,72.006439
"514",74.230003,75.029999,74.050003,74.849998,2545900,72.33503
"515",75.190002,75.830002,74.730003,75.629997,3166000,73.088806
"516",75.5,76.309998,75.32,75.870003,2757800,73.320732
"517",76.139999,76.419998,75.360001,76.059998,1743800,73.504364
"518",75.970001,76.169998,75.120003,75.209999,2277100,72.682922
"519",75.889999,76.330002,75.209999,75.760002,2573000,73.214447
"520",75.400002,75.800003,75.010002,75.709999,1412600,73.166122
"521",75.589996,75.870003,74.910004,75.349998,2140600,72.818222
"522",75.220001,76.419998,75.080002,76.220001,2617600,73.658989
"523",75.809998,76.889999,75.720001,76.760002,2554500,74.18084
"524",77.040001,77.839996,76.809998,77.519997,2589600,74.915306
"525",77.559998,77.730003,76.32,77.099998,3107700,74.509415
"526",77.169998,77.400002,76.790001,77.309998,3217800,74.712364
"527",77.019997,80.099998,76.669998,77.389999,3572500,74.789673
"528",76.339996,76.379997,74.279999,75.550003,5770600,73.01149
"529",75.129997,76.220001,74.629997,76.160004,3863500,73.601006
"530",76.129997,76.540001,75.190002,75.519997,2915700,72.982498
"531",75.959999,76.669998,75.669998,76.129997,2608800,73.572021
"532",76.449997,77.360001,76.239998,76.68,2701700,74.103531
"533",76.550003,76.68,75.690002,75.949997,3497500,73.398048
"534",75.470001,76.110001,74.489998,75.5,7395600,72.963173
"535",75.290001,75.699997,74.010002,74.860001,2356100,72.344688
"536",74.75,74.889999,74.029999,74.480003,3735600,71.977448
"537",74.739998,75.18,74.540001,74.870003,2898800,72.35434
"538",75.050003,75.360001,74.940002,75.18,2580800,72.653931
"539",75.68,76.279999,75.239998,75.339996,2403900,72.808548
"540",75.139999,75.599998,75.099998,75.300003,2426200,72.769897
"541",75.129997,76.440002,75.019997,76.209999,2799100,73.649323
"542",76.269997,77.470001,76.269997,77.150002,4001400,74.557732
"543",77.519997,78.160004,77.080002,77.190002,3054600,74.596413
"544",77.300003,77.68,76,76.18,4659000,73.620331
"545",76.239998,76.419998,75.230003,75.379997,2484400,72.847206
"546",75.580002,75.709999,74.720001,74.889999,1656200,72.373672
"547",74.669998,74.800003,73.559998,73.650002,2976100,71.175339
"548",73,73,71.900002,72.5,3328900,70.063972
"549",72.870003,73.169998,72.25,72.550003,2642300,70.112312
"550",72.760002,73.480003,72.559998,73.120003,2645600,70.663147
"551",73.18,74.279999,73.089996,74.050003,3467300,71.561905
"552",73.720001,74.099998,73.410004,73.889999,1961200,71.673462
"553",73.75,74.650002,73.699997,74.629997,3861900,72.391243
"554",74.839996,75.25,74.470001,74.610001,3606700,72.371849
"555",75.019997,75.129997,74.029999,74.25,2389700,72.022652
"556",74.300003,74.32,73.160004,73.199997,3225000,71.00415
"557",72.889999,73.839996,72.860001,73.389999,2284500,71.188438
"558",73.019997,73.25,72.470001,72.760002,2886700,70.577354
"559",72.849998,74,72.730003,73.779999,2998500,71.566742
"560",74.330002,74.529999,73.379997,73.989998,2566400,71.770454
"561",73.900002,74.269997,73.599998,73.860001,2038500,71.644333
"562",73.970001,74.82,73.650002,74.769997,2063400,72.527046
"563",75.260002,76.199997,75.169998,76.139999,4317200,73.855957
"564",76.610001,77.089996,76.489998,77,2972900,74.690155
"565",77.150002,77.699997,76.959999,77.370003,2430700,75.049065
"566",77.830002,77.889999,77.139999,77.419998,2295000,75.097549
"567",77.389999,77.57,76.959999,77.260002,2404700,74.94236
"568",77.339996,77.57,76.940002,77.260002,2370800,74.94236
"569",76.959999,77.129997,76.57,77,2484900,74.690155
"570",76.82,77.18,76.620003,76.970001,3121900,74.661057
"571",76.970001,77.080002,76.720001,76.849998,1976500,74.544655
"572",77.129997,77.360001,76.800003,77.059998,2193800,74.748344
"573",77.769997,78.129997,77,77.279999,5511000,74.961761
"574",77.400002,78.919998,77.239998,78.639999,3970500,76.280968
"575",78.769997,79.870003,78.580002,79.440002,2566200,77.056969
"576",79.690002,80.599998,79.379997,80.160004,3266200,77.755371
"577",80.089996,80.5,79.809998,79.860001,2934900,77.464363
"578",79.610001,80.57,79.519997,80.5,1474900,78.085159
"579",80.660004,80.830002,79.989998,80.529999,2821300,78.11425
"580",80.480003,80.849998,80.169998,80.470001,2603900,78.056053
"581",80.279999,81.010002,80.010002,80.82,1401200,78.395576
"582",81.18,81.199997,80.709999,81.190002,1585700,78.754486
"583",81.18,81.940002,81.089996,81.690002,1846200,79.239471
"584",81.650002,81.989998,81.300003,81.349998,3095700,78.909668
"585",81.239998,81.599998,80.669998,80.669998,3852500,78.250069
"586",80.75,81.419998,79.540001,79.720001,3360500,77.328568
"587",79.900002,80.459999,79.5,79.690002,2630200,77.299446
"588",78.93,81.209999,78.870003,80.949997,2850500,78.521675
"589",80.400002,80.769997,79.550003,80.019997,2999700,77.61956
"590",79.879997,80.900002,79.639999,80.410004,1941000,77.997864
"591",79.709999,81.080002,79.540001,80.800003,1915200,78.376167
"592",80.760002,81.589996,79.900002,81.360001,1628000,78.919365
"593",80.169998,80.739998,79.790001,80.519997,1943900,78.104561
"594",80.559998,81.989998,80.550003,81.309998,3179400,78.870865
"595",80.720001,81.370003,80.589996,80.610001,1370400,78.191864
"596",80.989998,81.660004,80.790001,81.339996,2443000,78.899971
"597",80.720001,81.580002,80.720001,81.220001,1284400,78.783569
"598",81.25,81.610001,80.870003,81.099998,1788400,78.667175
"599",81.5,82.07,81.330002,81.809998,2300900,79.355858
"600",81.400002,81.730003,81.010002,81.120003,2333000,78.686569
"601",80.760002,81.459999,80.470001,81.25,3167200,78.81266
"602",81.559998,81.830002,80.849998,81.830002,2693700,79.375267
"603",81.800003,82.790001,81.690002,82.07,4187800,79.608063
"604",81.580002,82.169998,81.279999,82.050003,1800100,79.588684
"605",82.190002,82.720001,82.010002,82.610001,1946300,80.131874
"606",81.879997,82.410004,81.779999,82.209999,2540700,79.743874
"607",82.300003,82.660004,81.940002,82.519997,3539000,80.044563
"608",83,83.940002,82.830002,83.809998,3872500,81.295876
"609",84.169998,85.010002,84,84.949997,2136300,82.401672
"610",85.099998,85.470001,84.629997,85.190002,1815300,82.634476
"611",85.290001,85.849998,85.279999,85.379997,1633200,82.818764
"612",85.900002,86.459999,85.529999,86.080002,2669100,83.497787
"613",86.519997,86.779999,84.68,84.940002,1747900,82.391975
"614",84.93,85.480003,84.75,85.480003,1431000,82.915771
"615",85.459999,85.459999,84.25,84.57,1505400,82.297829
"616",84.690002,85.110001,84.459999,84.93,1248400,82.648163
"617",85.160004,85.379997,83.949997,84.040001,1927100,81.782066
"618",84.349998,84.870003,84.050003,84.690002,1682400,82.414619
"619",84.940002,85.589996,84.769997,85.480003,1493100,83.183388
"620",85.43,86.650002,85.43,86.43,1721900,84.107857
"621",86.669998,87.260002,86.360001,86.769997,4287900,84.438728
"622",86.589996,87.120003,86.419998,86.599998,2043400,84.273285
"623",86.550003,86.669998,85.900002,86.529999,1738800,84.20517
"624",86.599998,86.599998,84.5,84.519997,1987900,82.249176
"625",85.089996,86.019997,84.93,85.510002,1434600,83.21257
"626",85.510002,85.940002,85.25,85.940002,3252900,83.63102
"627",86.690002,86.739998,85.709999,86.160004,1579300,83.845116
"628",86.150002,87.379997,86.150002,87.379997,1779500,85.032341
"629",87.610001,88.660004,87.540001,88.589996,1665600,86.209816
"630",88.82,89.589996,88.459999,89.519997,1799300,87.114845
"631",89.349998,89.580002,88.860001,89.410004,1722900,87.007797
"632",89.199997,89.639999,89.050003,89.599998,1652800,87.19268
"633",89.419998,90.459999,89.389999,90.290001,1837600,87.864159
"634",90.599998,91.769997,90.220001,91.730003,2727700,89.26548
"635",91.5,91.730003,91.07,91.550003,1773200,89.090302
"636",91.790001,91.919998,91.07,91.889999,1291100,89.421165
"637",91.959999,92.309998,91.300003,91.769997,1176800,89.30439
"638",91.57,91.900002,90.779999,90.919998,1612200,88.477226
"639",90.870003,91.639999,90.760002,91.540001,1859200,89.080566
"640",91.790001,91.82,90.699997,90.769997,1510500,88.331261
"641",90.209999,91.059998,89.169998,90.709999,1671800,88.272858
"642",90.690002,91.080002,89.970001,90.900002,2011400,88.457764
"643",90.540001,90.660004,87.099998,89.25,4039400,86.852097
"644",89.349998,89.919998,89.010002,89.589996,1664500,87.182968
"645",89.660004,89.860001,89.139999,89.589996,1548500,87.182968
"646",89.559998,89.559998,87.980003,88.18,2194500,85.810844
"647",88.07,88.800003,87.790001,87.870003,1382800,85.509178
"648",87.959999,88.480003,87.370003,87.860001,2533300,85.499435
"649",87.019997,89.389999,85.790001,89.199997,3272500,86.803444
"650",89.150002,90.68,88.5,90.419998,2635000,87.990662
"651",89.510002,90.239998,88.279999,88.419998,3134600,86.044403
"652",88.769997,90.599998,88.25,90.57,2326200,88.136627
"653",89.699997,91.169998,88.919998,90.849998,1913200,88.409103
"654",91.160004,92.139999,90.470001,91.910004,1590900,89.440636
"655",92.25,93.400002,91.940002,92.879997,1693600,90.384567
"656",92.389999,92.419998,90.480003,90.589996,2009800,88.156097
"657",90.410004,92.25,90.120003,92.010002,1971100,89.537941
"658",90.900002,91.910004,89.260002,89.269997,2074600,86.871552
"659",89.900002,90.860001,89.639999,90.5,1365400,88.06852
"660",90.93,91.949997,90.470001,91.669998,1922500,89.207077
"661",92.550003,93.150002,92.190002,92.849998,1649600,90.35537
"662",92.800003,93.120003,91.93,92.029999,1303100,89.557404
"663",92.230003,92.75,91.970001,92.720001,1339400,90.228882
"664",93,93.330002,91.949997,92.519997,1721200,90.034233
"665",92.5,92.800003,90.949997,91.440002,2116900,88.983253
"666",92.110001,92.540001,91.559998,92.510002,1124200,90.024498
"667",92.699997,93.309998,92.459999,93.120003,1816700,90.618118
"668",93,93.279999,92.169998,93.269997,1741500,90.764091
"669",93.5,93.879997,92.470001,92.779999,1591800,90.287254
"670",93.5,93.769997,92.68,93.480003,1473600,90.968452
"671",93.120003,93.800003,93.089996,93.769997,1871600,91.250648
"672",94.190002,94.879997,93.760002,94.260002,1303300,91.727486
"673",95.040001,95.449997,94.25,94.730003,2331300,92.18486
"674",95,95.519997,94.68,94.889999,1573100,92.340546
"675",95.550003,95.550003,91.599998,92.18,2753100,89.703369
"676",91.879997,91.940002,89.040001,90.120003,2814700,87.698715
"677",90.57,90.720001,88.989998,89.059998,2431100,86.667198
"678",89.25,90.639999,89.25,90.300003,2527800,87.873878
"679",90.269997,90.959999,89.269997,90.830002,2066300,88.659645
"680",91,94.220001,90.660004,91.879997,3139600,89.684547
"681",92.330002,94.050003,92.330002,93.25,2455600,91.02182
"682",94.449997,94.620003,92.209999,93.330002,1649900,91.099899
"683",93.07,94.040001,92.690002,93.529999,1380100,91.295128
"684",93.860001,93.900002,92.059998,92.330002,3194200,90.123802
"685",92.360001,92.82,92.169998,92.5,1291200,90.289742
"686",92.82,93.919998,92.389999,92.900002,1526600,90.680183
