"","DIS.Open","DIS.High","DIS.Low","DIS.Close","DIS.Volume","DIS.Adjusted"
"103",108.400002,108.650002,107.639999,107.940002,9963600,103.365532
"104",107.730003,108.209999,107.169998,108.209999,5907400,103.624084
"105",108.459999,108.639999,106.949997,107.18,10876900,102.637733
"106",107.040001,107.220001,106.110001,106.519997,6372800,102.005699
"107",106.169998,106.190002,104.610001,105.5,9589500,101.028938
"108",105.790001,106.25,105.540001,105.919998,5777700,101.431137
"109",105.919998,105.919998,104.160004,104.32,11002400,99.898949
"110",104.279999,105.919998,104.080002,105.620003,9392500,101.143852
"111",105.620003,107.199997,105.620003,107.040001,8049500,102.50367
"112",107.139999,107.260002,106.160004,106.559998,4918900,102.044014
"113",106.949997,107.010002,105.760002,106.139999,4781100,101.641815
"114",105.940002,106.160004,105.230003,105.980003,5309900,101.488586
"115",106.279999,106.349998,104.769997,105.510002,8683400,101.038513
"116",105.599998,106,105.190002,105.370003,5956200,100.904449
"117",105.07,105.300003,103.809998,103.940002,7895700,99.535049
"118",104.389999,105.080002,103.540001,104.800003,7765700,100.358604
"119",104.709999,104.769997,104.089996,104.220001,6156000,99.803185
"120",103.830002,104.580002,103.169998,104.360001,18147900,99.937263
"121",104.599998,105.849998,104.559998,105.57,5867000,101.09597
"122",105.330002,106.150002,105.139999,105.410004,5694500,100.942757
"123",106.019997,107.540001,104.519997,106.860001,7874400,102.331299
"124",106.800003,107.410004,105.330002,105.709999,7268700,101.230034
"125",106.25,106.559998,105.5,106.25,5113800,101.747154
"126",106.760002,108.620003,106.760002,107.459999,5399400,102.905869
"127",107.830002,107.849998,105.290001,105.629997,8049700,101.153419
"128",104.610001,104.690002,102.940002,103.349998,8690800,99.706299
"129",103.510002,103.730003,102.720001,103.32,6030900,99.677368
"130",103.300003,103.910004,102.870003,103.589996,4421300,99.937843
"131",103.599998,104.190002,103.190002,103.839996,4557300,100.179024
"132",104.339996,104.650002,103.650002,104.379997,5203300,100.699997
"133",104.449997,105.339996,104.040001,104.290001,5339500,100.613167
"134",104.43,105.25,104.410004,105.089996,4370300,101.384964
"135",105.169998,105.419998,104.709999,104.790001,3973800,101.095535
"136",104.599998,105.800003,104.309998,105.75,5740500,102.02169
"137",106.129997,106.870003,106.050003,106.82,5789400,103.053963
"138",106.989998,107.709999,106.75,107.360001,6185500,103.574936
"139",107.099998,107.330002,106.809998,107.089996,4328500,103.314445
"140",107.309998,107.540001,106.900002,107,4615500,103.227631
"141",107.599998,107.739998,106.199997,106.419998,5394700,102.668068
"142",106.550003,107.029999,106.309998,106.940002,4149000,103.169739
"143",107.690002,110,107.440002,110,10468700,106.121857
"144",109.980003,110.190002,109.669998,109.959999,4864500,106.08326
"145",110.019997,110.139999,109.339996,109.93,6815300,106.054321
"146",109.980003,110.830002,109.949997,110.610001,5987200,106.710358
"147",109.879997,109.879997,107.519997,108.669998,8812700,104.838745
"148",108.519997,109.169998,108.050003,109.120003,6895800,105.272888
"149",108.230003,108.5,107.32,107.690002,8503800,103.893303
"150",107.589996,107.650002,106.110001,106.349998,8093100,102.600533
"151",106.550003,107.139999,106.18,106.980003,9787100,103.208336
"152",100.709999,103,100.5,102.830002,27877600,99.204643
"153",102.5,102.82,101.220001,101.349998,12259900,97.776817
"154",101.25,102.510002,101.029999,101.989998,9410400,98.394257
"155",102.800003,102.809998,101.260002,101.400002,9707300,97.82505
"156",101.629997,102.099998,101.360001,101.510002,8868500,97.931183
"157",101.839996,102.650002,101.720001,102.199997,6698800,98.59684
"158",102.239998,102.589996,101.339996,101.379997,6612400,97.805763
"159",101.32,101.739998,100.660004,100.699997,6893900,97.149727
"160",100.639999,101.419998,100.529999,101.169998,6492700,97.603165
"161",101.410004,102.910004,101.169998,102.769997,6888700,99.146744
"162",102.480003,102.980003,101.480003,101.5,5954400,97.921532
"163",101.82,102.029999,101.43,101.519997,6976600,97.940826
"164",101.690002,102.690002,101.559998,102.410004,6186900,98.799454
"165",102.489998,102.849998,102.080002,102.559998,5630400,98.94416
"166",102,102.989998,101.82,102.57,6011700,98.953804
"167",102.480003,103.449997,102.480003,102.870003,6573200,99.24324
"168",103,103.190002,101,101.199997,9823800,97.632111
"169",101.650002,101.919998,101.360001,101.5,7827400,97.921532
"170",102,102.550003,100.900002,101.599998,9346100,98.018005
"171",101.760002,102.040001,100.889999,101.5,7531000,97.921532
"172",101.550003,101.860001,96.199997,97.059998,26419400,93.638062
"173",96.489998,97.489998,96.260002,97.07,13147700,93.64772
"174",97.900002,98.019997,96.959999,97.089996,9610300,93.667
"175",97.589996,98.360001,97.129997,97.889999,9151700,94.438805
"176",98.239998,98.949997,98.019997,98.82,7615300,95.336014
"177",98.790001,98.839996,97.540001,97.900002,9710000,94.448456
"178",98.050003,98.93,98,98.519997,23870300,95.046585
"179",98.389999,98.720001,97.720001,98.099998,7013600,94.641396
"180",98.230003,98.669998,98.080002,98.43,6970300,94.959755
"181",98.760002,99.279999,98.620003,99.209999,6459100,95.712257
"182",99.190002,99.389999,98.75,98.889999,4958000,95.403542
"183",98.550003,98.989998,98.529999,98.599998,6359100,95.123772
"184",98.599998,99.650002,98.419998,99.57,7492500,96.059578
"185",99.639999,99.739998,98.610001,98.629997,6220500,95.152718
"186",98.970001,99.529999,98.019997,99.239998,7596600,95.741203
"187",98.769997,99.050003,98,98.050003,7149600,94.593163
"188",97.889999,98.589996,97.660004,98.57,8185900,95.094833
"189",99.309998,100.440002,99.110001,99.860001,6923300,96.339355
"190",100.050003,100.849998,99.910004,100.790001,5447700,97.236565
"191",100.739998,100.93,100.199997,100.550003,5126100,97.00502
"192",100.639999,100.870003,100.019997,100.110001,4736700,96.580536
"193",99.949997,100.269997,99.339996,100.07,4360200,96.541939
"194",100.809998,100.980003,99.449997,99.57,5429600,96.059578
"195",99.989998,100.07,98.660004,99.580002,7704400,96.069221
"196",99.580002,99.580002,98.050003,98.550003,7984000,95.075539
"197",97.559998,97.82,96.809998,96.93,11018200,93.51265
"198",96.800003,97.68,96.800003,97.379997,6858000,93.946777
"199",97.639999,98.269997,97.540001,98.129997,4911600,94.670334
"200",98.400002,98.470001,97.860001,98.360001,5942500,94.892235
"201",98.360001,98.489998,97.550003,98.25,5404300,94.786118
"202",98.190002,99.300003,98.110001,99.010002,5634300,95.519325
"203",99.449997,99.660004,98.940002,99.400002,5938700,95.895569
"204",99.120003,99.18,98.629997,98.699997,5888200,95.220245
"205",98.519997,98.860001,98.059998,98.290001,4966200,94.824692
"206",98.050003,98.220001,97.449997,97.800003,5144400,94.351982
"207",97.580002,99.480003,97.25,98.559998,6167500,95.085182
"208",97.900002,98.360001,96.889999,98.309998,7868700,94.843994
"209",98.120003,98.330002,97.699997,98.040001,7093200,94.583511
"210",97.940002,98.089996,97.379997,97.809998,5701700,94.361626
"211",98.129997,99.459999,98,99.029999,6920400,95.538612
"212",98.870003,99.120003,98.019997,98.349998,6799200,94.882591
"213",98.360001,99.379997,97.900002,98.639999,5416900,95.162361
"214",98.370003,101.129997,98.349998,100.639999,14728700,97.09185
"215",101.290001,102.900002,100.739998,101.610001,12177500,98.027657
"216",101.879997,102,100.419998,101.18,8023200,97.612808
"217",100.830002,103.910004,100.800003,102.68,13172500,99.059929
"218",104.989998,106.239998,104.080002,104.779999,16701500,101.085899
"219",104.139999,105.139999,103.980003,104.739998,7856000,101.047302
"220",104.57,104.57,103,103.169998,6929300,99.532646
"221",102.75,103.959999,102.449997,103.690002,5691500,100.034317
"222",103.629997,103.980003,102.760002,103.599998,6410900,99.947502
"223",103.220001,103.989998,102.970001,103.440002,7500800,99.793137
"224",103.419998,103.419998,102.699997,102.75,5112600,99.127464
"225",102.970001,103.169998,102.790001,103,5725900,99.368645
"226",103.220001,103.32,102.690002,102.739998,4140700,99.117813
"227",102.910004,102.919998,102.449997,102.639999,2217600,99.021332
"228",102.629997,102.970001,102.379997,102.790001,4007500,99.166046
"229",102.559998,103.879997,102.169998,103.410004,8401100,99.764198
"230",103.5,106.260002,103.43,105.239998,14503100,101.529671
"231",105.360001,105.709999,104.470001,104.82,9949000,101.124474
"232",104.580002,105.849998,103.870003,105.25,9258400,101.53933
"233",106.5,112.669998,106.5,110.220001,17824000,106.334099
"234",109.529999,110.040001,106.519997,107.220001,13055600,103.439865
"235",107.169998,107.989998,105.360001,105.459999,8121700,101.741913
"236",105.739998,106,104.489998,105.260002,9948600,101.548973
"237",104.910004,104.980003,104.080002,104.230003,6536600,101.364197
"238",104.870003,106.839996,104.769997,106.830002,7434000,103.8927
"239",107.139999,107.830002,106.589996,107.43,8147000,104.476204
"240",108.150002,108.190002,106.75,107.610001,10368300,104.65126
"241",107.290001,111.540001,107.199997,110.57,27571300,107.529869
"242",111.980003,112,110.599998,111.269997,19978600,108.210625
"243",111.839996,111.989998,110.309998,111.029999,12270000,107.977226
"244",111.330002,112.389999,110.769997,111.809998,10546600,108.735779
"245",111.620003,112.300003,109.690002,109.690002,8661100,106.674065
"246",109.720001,111.089996,109.190002,109.57,9372800,106.557373
"247",109.489998,109.690002,108.449997,108.669998,7378400,105.682114
"248",108.489998,109.370003,107.889999,108.120003,3982400,105.147232
"249",108.419998,108.550003,107.459999,107.639999,5624000,104.680435
"250",108,108.050003,107.059998,107.769997,3477700,104.806862
"251",108.050003,108.339996,107.510002,107.510002,4538400,104.554008
"252",108.949997,111.809998,108.559998,111.800003,11014300,108.726059
"253",112.190002,113.190002,111.449997,112.279999,9237900,109.192848
"254",112.949997,113,111.629997,112.230003,7417400,109.144241
"255",112.68,112.68,111.239998,111.620003,6008300,108.551003
"256",110.889999,111.279999,109.540001,110.019997,8052600,106.994995
"257",110.129997,110.860001,109.860001,109.940002,5838000,106.917191
"258",109.959999,110.5,109.010002,109.470001,6060000,106.460114
"259",110.25,111.080002,109.510002,110.989998,6427000,107.938324
"260",111.32,112.720001,111,112.470001,5899900,109.377632
"261",113.07,113.160004,110.620003,110.690002,8069200,107.646576
"262",111.199997,112.209999,110.57,111.970001,7030700,108.89138
"263",111.739998,111.989998,110.199997,110.419998,8070900,107.384003
"264",110.970001,111.089996,109.839996,110.589996,10514300,107.549316
"265",110.269997,111.559998,110.059998,111.099998,8073600,108.045303
"266",110.269997,111.139999,109.889999,110.410004,7477300,107.374275
"267",110.959999,111.43,110.290001,110.5,7211800,107.461792
"268",110.599998,111.82,110.120003,110.550003,6291000,107.510429
"269",110.809998,112.529999,110.669998,112.190002,7743800,109.105331
"270",112.099998,112.449997,111.239998,111.540001,6847800,108.473198
"271",111.419998,112.419998,110.099998,110.110001,8393900,107.08252
"272",110.080002,110.120003,108.470001,108.669998,9841400,105.682114
"273",108.620003,110.650002,107.360001,110.489998,9518900,107.452072
"274",109.949997,110.580002,108.449997,108.699997,9947700,105.711288
"275",107.099998,108.629997,104.010002,104.699997,15107900,101.821266
"276",102.879997,106.199997,101.760002,106.169998,17765100,103.250854
"277",107.830002,108.029999,104.410004,104.760002,12445000,101.879623
"278",105.470001,105.82,101.190002,101.349998,12667500,98.563385
"279",102.550003,103.75,100.260002,103.089996,12479700,100.255531
"280",103.93,104.639999,102.099998,103.389999,9584700,100.547287
"281",102.639999,104.309998,102.400002,104.120003,8447900,101.257217
"282",103.489998,104.760002,102.690002,104.599998,7425700,101.724022
"283",105.360001,105.57,103.93,105.18,6494700,102.288071
"284",105.190002,107.349998,105.190002,106.529999,8746400,103.600952
"285",106.370003,107.57,105.519997,105.980003,6734500,103.066078
"286",106,106.910004,105.019997,105.050003,6743300,102.161652
"287",105.309998,106.010002,104.93,105.239998,4462200,102.34642
"288",105.75,107.360001,105.43,107.25,6101100,104.301155
"289",108,109.809998,107.669998,109.809998,8138200,106.790764
"290",108,108.160004,104.849998,104.870003,14179600,101.986588
"291",105.449997,105.57,103.139999,103.160004,10760800,100.323616
"292",103.199997,104.029999,101.330002,102.57,10487300,99.749832
"293",102,103.169998,101.440002,102.989998,7835400,100.158279
"294",102.709999,103.970001,102.419998,103.410004,5736700,100.566734
"295",104,104.949997,103.510002,104.940002,6216200,102.054672
"296",103.720001,104.239998,102.769997,103.589996,6214800,100.741791
"297",103.989998,104.589996,103.470001,104.029999,6627000,101.169685
"298",104.43,104.75,103.639999,104.730003,5618400,101.850449
"299",104.720001,105.940002,104.720001,105.169998,6485300,102.278336
"300",105.830002,105.830002,103.419998,103.730003,6716700,100.877945
"301",104.529999,104.650002,103.470001,103.900002,6235900,101.043266
"302",104,104.290001,103.239998,103.239998,5174600,100.401413
"303",103.559998,104.269997,102.839996,102.870003,10468000,100.041595
"304",102.800003,102.949997,101,101.480003,6528300,98.689804
"305",101.540001,102.150002,100.75,101.349998,8330300,98.563385
"306",101.5,102.940002,101.419998,101.82,6136400,99.020454
"307",101.290001,101.639999,100.410004,100.599998,8911600,97.834
"308",100.849998,101.110001,98.449997,98.540001,7505100,95.830643
"309",99.860001,100.779999,99.080002,100.650002,7340100,97.882622
"310",100.879997,101.18,98.889999,99.360001,7193500,96.62809
"311",99.5,100.080002,98.150002,98.540001,9099700,95.830643
"312",99.010002,101.279999,98.860001,100.440002,9343600,97.678398
"313",100.18,100.989998,97.779999,98.660004,8203700,95.94735
"314",98.800003,99.489998,97.699997,99.419998,8484700,96.68644
"315",98.43,101.150002,97.760002,100.949997,8759200,98.174377
"316",101.360001,102.379997,100.980003,102.110001,6612800,99.302483
"317",101.629997,102.190002,99.449997,100.349998,7162400,97.590874
"318",100.699997,101.510002,99.580002,99.699997,7094300,96.958748
"319",100.919998,101.529999,100.32,101.370003,8116800,98.582832
"320",100.779999,101.650002,100.410004,100.800003,6305000,98.028511
"321",101.419998,101.510002,99.68,100.389999,7337800,97.629768
"322",101,101.519997,100.160004,100.349998,6324600,97.590874
"323",100.690002,101,99.730003,100.239998,10328000,97.483894
"324",101.199997,102.589996,100.75,102.169998,9577400,99.360825
"325",102.669998,102.709999,101.199997,101.209999,5822100,98.427223
"326",101,101.580002,100.220001,100.889999,6803400,98.116028
"327",101.18,101.400002,99.910004,100.239998,6396900,97.483894
"328",100.550003,100.720001,99.529999,100.150002,5889800,97.396378
"329",100.580002,100.849998,98.860001,99.459999,6567700,96.725349
"330",99.5,101.489998,99.050003,101.150002,8977700,98.368874
"331",101.230003,101.379997,99.739998,99.839996,8038400,97.094894
"332",99.779999,99.989998,98.940002,99.230003,8038000,96.501671
"333",100.410004,101.370003,100.120003,100.330002,8558900,97.571426
"334",100.18,100.699997,98.93,100.059998,6716200,97.308846
"335",100.169998,100.720001,99.25,99.620003,9286400,96.880943
"336",99.110001,99.25,97.68,98.760002,10450800,96.044594
"337",98.709999,101.349998,98.580002,101.150002,9980100,98.368874
"338",102.349998,102.68,101.720001,102.480003,10181100,99.662315
"339",101.199997,102.639999,100.839996,101.790001,14229500,98.99128
"340",102.25,102.269997,99.300003,99.970001,18345700,97.221313
"341",100.419998,102.07,100.300003,101.68,8927300,98.884315
"342",101.889999,102.209999,101.260002,102.07,7036000,99.263588
"343",102.440002,103.489998,101.980003,102.440002,9891900,99.623413
"344",102.440002,103.32,102.099998,102.919998,5762400,100.090202
"345",103.25,105.040001,103.150002,105.040001,8111600,102.151924
"346",105.230003,105.480003,104.089996,104.339996,7320600,101.471169
"347",104.339996,104.790001,103.559998,103.93,5427300,101.072441
"348",104.220001,104.68,103.610001,104.059998,5848700,101.19886
"349",104.400002,105.489998,103.989998,104.07,6971600,101.208588
"350",103.199997,103.339996,102.07,102.889999,8046600,100.061035
"351",102.809998,102.860001,101.209999,102.110001,7474100,99.302483
"352",102.25,103,101.970001,102.199997,6982700,99.389999
"353",100.550003,101.650002,99.379997,99.690002,11270400,96.94902
"354",100.5,100.550003,99.419998,99.980003,7216400,97.231049
"355",99.760002,100.139999,98.809998,99.470001,9620000,96.735069
"356",99.690002,100.050003,99.199997,99.360001,6847700,96.62809
"357",99.760002,100.5,99.699997,100.239998,6598000,97.483894
"358",100.360001,100.510002,99.779999,99.940002,5974400,97.192139
"359",100.059998,101.940002,99.760002,101.910004,7833000,99.107986
"360",101.910004,102.959999,101.809998,102.470001,7559200,99.65258
"361",102.089996,103.989998,101.830002,103.980003,7090300,101.121071
"362",103.93,104.790001,103.75,104.349998,8175000,101.480888
"363",104.730003,105.220001,103.959999,104.330002,9215300,101.461449
"364",103.199997,107.879997,102.669998,106.309998,22009400,103.387001
"365",106.449997,109.489998,106.449997,108.75,18068700,105.759911
"366",108.169998,109.419998,107.849998,108.849998,16169200,105.85717
"367",107,107.480003,106.5,107.059998,9288600,104.116379
"368",105.870003,106.989998,105.760002,106.099998,8869500,103.182777
"369",107,107.900002,105.809998,107.150002,18625900,104.203903
"370",107.010002,107.25,105.790001,105.889999,7707800,102.978546
"371",106.07,106.800003,105.809998,106.339996,8959100,103.416168
"372",106,106.080002,103.739998,104.449997,7995800,101.578133
"373",104.459999,104.709999,103.910004,104.260002,6550000,101.393364
"374",104.5,105.879997,103.480003,103.959999,8803300,101.101608
"375",103.910004,105.120003,103.68,104.769997,6303600,101.889351
"376",104.93,105.68,104.650002,104.809998,6774000,101.928238
"377",104.150002,105.370003,103.900002,105.330002,5488900,102.433945
"378",105.879997,105.949997,103.5,104.040001,2406300,101.179413
"379",104.699997,105.599998,104.43,105.339996,6202800,102.443665
"380",104.5,105.040001,104.040001,104.779999,4134500,102.71817
"381",105.010002,106.07,104.75,106.019997,4725200,103.933762
"382",106.25,106.57,104.830002,106.029999,4213600,103.943565
"383",105.32,109.339996,105.32,108.040001,11753800,105.914017
"384",108.050003,109.199997,107.82,108.25,5931400,106.119888
"385",108,110.239998,107.660004,110,8188800,107.835449
"386",109.82,110.449997,108.769997,110.199997,8245900,108.031502
"387",110.260002,112.620003,110.089996,110.300003,9075900,108.129547
"388",110.309998,111.059998,109.650002,110.690002,6414100,108.511871
"389",111.540001,114.68,111.300003,112.129997,17796800,109.923538
"390",112.150002,112.199997,110.830002,111.480003,11787900,109.286331
"391",111.050003,111.209999,110.339996,111.089996,5447800,108.903992
"392",111.839996,111.889999,110.540001,110.699997,5648800,108.521667
"393",110.639999,111.419998,109.629997,111.18,6756800,108.992226
"394",112.150002,114.559998,111.68,113.510002,9466400,111.276375
"395",114,114.050003,111.919998,112.620003,5717000,110.403893
"396",112.199997,113.339996,112.050003,112.629997,5199300,110.413696
"397",112.550003,114.050003,112.360001,113.559998,8421200,111.325394
"398",113.68,113.830002,112.589996,112.970001,6466600,110.747009
"399",112.5,113.32,111.68,112.75,4027300,110.531326
"400",113.199997,114.099998,112.400002,114.089996,4747500,111.844963
"401",114.660004,116.839996,114.160004,115.940002,12715600,113.658562
"402",116.57,117.900002,116.239998,116.559998,15466900,114.266357
"403",115.900002,116.410004,113.900002,113.980003,11722900,111.737129
"404",114.050003,114.800003,112.809998,114.160004,7042000,111.913597
"405",113.580002,113.800003,112.400002,112.68,5740200,110.462715
"406",112.660004,112.839996,111.720001,112.120003,6080900,109.913734
"407",112.379997,113.190002,111.949997,112.75,4326400,110.531326
"408",112.18,113.120003,111.470001,112.849998,5183200,110.629364
"409",113.300003,113.330002,112.400002,112.480003,5082500,110.266647
"410",112.510002,112.860001,111.889999,112.480003,4764500,110.266647
"411",112.93,113,111.910004,111.989998,5167600,109.786278
"412",112.25,113,112,112.389999,4770400,110.178413
"413",112.440002,112.75,111.940002,111.940002,3213000,109.737274
"414",111.940002,112.139999,111.529999,112,4257400,109.796089
"415",111.629997,112.699997,111.440002,111.93,5049000,109.727478
"416",112.489998,112.889999,112.07,112.330002,4767700,110.119598
"417",112.57,112.790001,112.199997,112.580002,3131600,110.364677
"418",112.580002,112.720001,112.019997,112.449997,4001500,110.237228
"419",112.07,112.419998,111.589996,111.919998,3481600,109.717667
"420",111.900002,112.279999,111.559998,112.019997,4642800,109.815689
"421",111.800003,112,110.650002,110.849998,6391200,108.668716
"422",110.580002,110.82,109.699997,109.870003,6388300,107.708008
"423",110,110.410004,109.360001,110.260002,5267200,108.090332
"424",110.080002,111.349998,110.010002,110.970001,4754800,108.786362
"425",111.440002,111.910004,110.370003,110.68,4636500,108.502068
"426",110.5,110.610001,109.510002,109.599998,5488600,107.443314
"427",109.25,110.25,109.18,109.459999,5236700,107.306068
"428",109.550003,110.720001,109.370003,110.669998,5119400,108.492264
"429",110.919998,111.25,108.879997,109.260002,6012400,107.110016
"430",109.580002,109.879997,108.610001,109.360001,5592900,107.208038
"431",108.889999,109.75,108.230003,109.529999,4937800,107.374695
"432",109.629997,110.18,109.480003,109.790001,5964600,107.629578
"433",110.580002,111.949997,109.940002,111.620003,7121800,109.423569
"434",111.949997,111.980003,110.400002,110.400002,25753600,108.227577
"435",112.269997,113.139999,111.699997,112.769997,9232300,110.550934
"436",113.309998,114.709999,112.650002,113.629997,12169400,111.394012
"437",114.010002,116.32,114.010002,115.209999,11141500,112.942924
"438",115.190002,116.599998,115.099998,116.040001,5195300,113.756599
"439",115.650002,117.459999,115.349998,116.940002,7366800,114.638885
"440",117.279999,117.400002,115.68,116.239998,8643900,113.95266
"441",115.550003,117.699997,115.300003,117.660004,6441700,115.344711
"442",117.949997,118.099998,116.739998,116.910004,6111700,114.609474
"443",117,117.169998,115.120003,116.129997,6442800,113.844818
"444",116,116.580002,114.730003,114.779999,5835700,112.521393
"445",114.830002,116.160004,114.120003,116.019997,5652300,113.736984
"446",116.620003,117.769997,116.040001,116.889999,6761400,114.589867
"447",116.839996,117.230003,112.730003,112.860001,9006500,110.639175
